Orthogroup	N_naja.pep	X_tropicalis.pep
OG0010354	Nana26202-RA	ENSXETG00000004951.1
OG0010355	Nana13940-RA	ENSXETG00000011382.1
OG0010356	Nana13939-RA	ENSXETG00000011405.1
OG0010357	Nana26199-RA	ENSXETG00000004261.1
OG0010358	Nana26198-RA	ENSXETG00000004232.1
OG0010359	Nana13930-RB	ENSXETG00000015247.1
OG0010360	Nana26191-RA	ENSXETG00000010357.1
OG0010361	Nana23303-RA	ENSXETG00000013960.1
OG0010362	Nana23300-RA, Nana23299-RA	ENSXETG00000013981.1
OG0010363	Nana13923-RA	ENSXETG00000006644.1
OG0010364	Nana29614-RA	ENSXETG00000017334.1
OG0010365	Nana23294-RA	ENSXETG00000014073.1, ENSXETG00000014331.1
OG0010366	Nana23293-RB	ENSXETG00000020823.1
OG0010367	Nana13920-RA	ENSXETG00000012012.1
OG0010368	Nana29616-RA	ENSXETG00000020659.1
OG0010369	Nana23292-RA	ENSXETG00000019975.1
OG0010370	Nana26187-RA	ENSXETG00000020490.1
OG0010371	Nana26184-RA	ENSXETG00000000419.1
OG0010372	Nana29526-RA	ENSXETG00000006768.1
OG0010373	Nana29525-RA	ENSXETG00000007077.1
OG0010374	Nana13910-RA	ENSXETG00000003620.1
OG0010375	Nana26182-RA	ENSXETG00000000847.1
OG0010376	Nana13899-RA	ENSXETG00000003901.1
OG0010377	Nana26174-RA	ENSXETG00000003554.1
OG0010378	Nana18416-RA	ENSXETG00000018726.1
OG0010379	Nana18412-RA	ENSXETG00000002329.1
OG0010380	Nana13891-RA	ENSXETG00000003683.1
OG0010381	Nana18383-RA	ENSXETG00000002394.1
OG0010382	Nana13890-RA, Nana13890-RB	ENSXETG00000003705.1
OG0010383	Nana13888-RA	ENSXETG00000003712.1
OG0010384	Nana26165-RA	ENSXETG00000006217.1
OG0010385	Nana13884-RA	ENSXETG00000004349.1
OG0010386	Nana26161-RA	ENSXETG00000006275.1
OG0010387	Nana26160-RA	ENSXETG00000006323.1
OG0010388	Nana26151-RA	ENSXETG00000000277.1
OG0010389	Nana26066-RA	ENSXETG00000019350.1
OG0010390	Nana13875-RA	ENSXETG00000011265.1
OG0010391	Nana18305-RA	ENSXETG00000015282.1
OG0010392	Nana13872-RA	ENSXETG00000011218.1
OG0010393	Nana13871-RA	ENSXETG00000005136.1
OG0010394	Nana18306-RA, Nana39853-RA	ENSXETG00000010745.1
OG0010395	Nana26059-RA	ENSXETG00000018461.1
OG0010396	Nana26053-RA	ENSXETG00000019898.1
OG0010397	Nana13863-RA	ENSXETG00000008739.1
OG0010400	Nana13849-RA	ENSXETG00000015843.1
OG0010401	Nana26036-RA	ENSXETG00000003512.1
OG0010402	Nana18454-RA	ENSXETG00000005509.1
OG0010403	Nana13844-RB, Nana13844-RA	ENSXETG00000016253.1
OG0010404	Nana26033-RA	ENSXETG00000003657.1
OG0010405	Nana26032-RA	ENSXETG00000003682.1
OG0010406	Nana29380-RA	ENSXETG00000018716.1
OG0010407	Nana13840-RA	ENSXETG00000006532.1
OG0010408	Nana13837-RC	ENSXETG00000006486.1
OG0010409	Nana26028-RA	ENSXETG00000003915.1
OG0010410	Nana08307-RA	ENSXETG00000018334.1
OG0010411	Nana23357-RA	ENSXETG00000013918.1
OG0010412	Nana26013-RA	ENSXETG00000016581.1
OG0010413	Nana29377-RA	ENSXETG00000004673.1
OG0010414	Nana29394-RA	ENSXETG00000017138.1
OG0010415	Nana25973-RA, Nana25972-RA	ENSXETG00000014266.1
OG0010417	Nana25959-RA	ENSXETG00000020142.1
OG0010418	Nana25736-RA, Nana25948-RA	ENSXETG00000019623.1
OG0010419	Nana25935-RA	ENSXETG00000020615.1
OG0010420	Nana25915-RA	ENSXETG00000020550.1
OG0010421	Nana29449-RA	ENSXETG00000003409.1
OG0010422	Nana13831-RA	ENSXETG00000010050.1
OG0010423	Nana25900-RA	ENSXETG00000020684.1
OG0010424	Nana25895-RA	ENSXETG00000007359.1
OG0010425	Nana25894-RA	ENSXETG00000015802.1
OG0010426	Nana13819-RA	ENSXETG00000015719.1
OG0010427	Nana29457-RA	ENSXETG00000001958.1
OG0010428	Nana29468-RA	ENSXETG00000006126.1
OG0010429	Nana27890-RA	ENSXETG00000016967.1
OG0010431	Nana29474-RA	ENSXETG00000018937.1
OG0010432	Nana29475-RA	ENSXETG00000017455.1
OG0010433	Nana29484-RA	ENSXETG00000014772.1
OG0010434	Nana25892-RA	ENSXETG00000015181.1
OG0010436	Nana13787-RA	ENSXETG00000021358.1
OG0010437	Nana13781-RA	ENSXETG00000021123.1
OG0010438	Nana13779-RA	ENSXETG00000010501.1
OG0010439	Nana13776-RA	ENSXETG00000002653.1
OG0010440	Nana25883-RA	ENSXETG00000003431.1
OG0010441	Nana11035-RA	ENSXETG00000011155.1
OG0010442	Nana29504-RA	ENSXETG00000005814.1
OG0010443	Nana25876-RA	ENSXETG00000003942.1
OG0010444	Nana25867-RA	ENSXETG00000011709.1
OG0010445	Nana25866-RA	ENSXETG00000011989.1
OG0010446	Nana13980-RA	ENSXETG00000019575.1
OG0010447	Nana13718-RA	ENSXETG00000017747.1
OG0010448	Nana25862-RA	ENSXETG00000020143.1
OG0010449	Nana13723-RA	ENSXETG00000021281.1
OG0010450	Nana29102-RA	ENSXETG00000017254.1
OG0010451	Nana13731-RA	ENSXETG00000020827.1
OG0010452	Nana29111-RA	ENSXETG00000013547.1
OG0010453	Nana25856-RA	ENSXETG00000001793.1
OG0010454	Nana29122-RB	ENSXETG00000010715.1
OG0010457	Nana13686-RA	ENSXETG00000011167.1
OG0010458	Nana13682-RA	ENSXETG00000011150.1
OG0010459	Nana25839-RA	ENSXETG00000017311.1
OG0010461	Nana25838-RA	ENSXETG00000017209.1
OG0010462	Nana29194-RA	ENSXETG00000005189.1
OG0010463	Nana25836-RA	ENSXETG00000020025.1
OG0010464	Nana25830-RA	ENSXETG00000011975.1
OG0010465	Nana13673-RA	ENSXETG00000011302.1
OG0010466	Nana25824-RA	ENSXETG00000006197.1
OG0010467	Nana13670-RA	ENSXETG00000008641.1
OG0010468	Nana13669-RA	ENSXETG00000008979.1
OG0010469	Nana13667-RA	ENSXETG00000009085.1
OG0010470	Nana13666-RA	ENSXETG00000009133.1
OG0010471	Nana13655-RA	ENSXETG00000009290.1
OG0010472	Nana13654-RA	ENSXETG00000020626.1
OG0010473	Nana29216-RA	ENSXETG00000015286.1
OG0010474	Nana13652-RA	ENSXETG00000010966.1
OG0010475	Nana29217-RA	ENSXETG00000015990.1
OG0010476	Nana13649-RA	ENSXETG00000015551.1
OG0010477	Nana25804-RA	ENSXETG00000010754.1
OG0010478	Nana29220-RA	ENSXETG00000015106.1
OG0010479	Nana25746-RA	ENSXETG00000010984.1
OG0010480	Nana25761-RA	ENSXETG00000009246.1
OG0010481	Nana13645-RA	ENSXETG00000019144.1
OG0010482	Nana25764-RA	ENSXETG00000003362.1
OG0010483	Nana25766-RA	ENSXETG00000010700.1
OG0010484	Nana13644-RA	ENSXETG00000010235.1
OG0010485	Nana24399-RA	ENSXETG00000003400.1
OG0010486	Nana24401-RA	ENSXETG00000003432.1
OG0010487	Nana24408-RA, Nana24406-RA	ENSXETG00000002251.1
OG0010488	Nana24429-RA	ENSXETG00000010377.1
OG0010489	Nana13636-RA	ENSXETG00000007790.1
OG0010490	Nana24433-RA	ENSXETG00000010289.1
OG0010491	Nana13631-RA	ENSXETG00000000004.1
OG0010492	Nana29265-RA	ENSXETG00000021223.1
OG0010493	Nana13628-RA	ENSXETG00000019009.1
OG0010494	Nana29270-RA	ENSXETG00000019779.1
OG0010495	Nana13627-RA	ENSXETG00000019014.1
OG0010496	Nana24446-RA	ENSXETG00000010605.1
OG0010497	Nana29271-RA	ENSXETG00000019423.1
OG0010498	Nana29273-RA	ENSXETG00000017003.1
OG0010499	Nana13621-RA	ENSXETG00000019836.1
OG0010500	Nana13518-RA	ENSXETG00000001527.1
OG0010501	Nana13512-RA	ENSXETG00000001493.1
OG0010502	Nana13510-RA	ENSXETG00000001484.1
OG0010503	Nana13507-RA	ENSXETG00000001328.1, ENSXETG00000002620.1
OG0010504	Nana13482-RA	ENSXETG00000001841.1
OG0010505	Nana13480-RA	ENSXETG00000001905.1
OG0010506	Nana13476-RA	ENSXETG00000001978.1
OG0010508	Nana24514-RA	ENSXETG00000002133.1
OG0010509	Nana24519-RA	ENSXETG00000002073.1
OG0010510	Nana24528-RA	ENSXETG00000003434.1
OG0010512	Nana13470-RA	ENSXETG00000002726.1
OG0010513	Nana13469-RA	ENSXETG00000002745.1
OG0010514	Nana13459-RA	ENSXETG00000003312.1
OG0010517	Nana24542-RA	ENSXETG00000020480.1
OG0010518	Nana24544-RA	ENSXETG00000011836.1
OG0010519	Nana24546-RA	ENSXETG00000011609.1
OG0010520	Nana24549-RA	ENSXETG00000011804.1
OG0010521	Nana13451-RA	ENSXETG00000002572.1
OG0010522	Nana24553-RA	ENSXETG00000007099.1
OG0010523	Nana13447-RA	ENSXETG00000005097.1
OG0010524	Nana13438-RA	ENSXETG00000015707.1
OG0010525	Nana24556-RA	ENSXETG00000007278.1
OG0010526	Nana13434-RA	ENSXETG00000014912.1
OG0010528	Nana24559-RA	ENSXETG00000012485.1
OG0010529	Nana24560-RA	ENSXETG00000012490.1
OG0010530	Nana29289-RA	ENSXETG00000017188.1
OG0010532	Nana24572-RA	ENSXETG00000012908.1
OG0010533	Nana29287-RA	ENSXETG00000010265.1
OG0010534	Nana24576-RA	ENSXETG00000013232.1
OG0010535	Nana13355-RA	ENSXETG00000015669.1
OG0010537	Nana24577-RA, Nana24577-RB	ENSXETG00000013267.1
OG0010538	Nana24578-RA	ENSXETG00000013313.1
OG0010539	Nana24582-RA	ENSXETG00000008857.1
OG0010540	Nana24583-RA	ENSXETG00000013334.1
OG0010541	Nana24589-RA	ENSXETG00000013408.1
OG0010542	Nana24592-RB, Nana24592-RA	ENSXETG00000013478.1
OG0010543	Nana24594-RA	ENSXETG00000013496.1
OG0010544	Nana24595-RA	ENSXETG00000013507.1
OG0010545	Nana24605-RA	ENSXETG00000013519.1
OG0010547	Nana29512-RA	ENSXETG00000009443.1
OG0010548	Nana24606-RA	ENSXETG00000013570.1
OG0010549	Nana24629-RA	ENSXETG00000009588.1
OG0010550	Nana24630-RA	ENSXETG00000009572.1
OG0010552	Nana24633-RA	ENSXETG00000016550.1
OG0010554	Nana29520-RA	ENSXETG00000008546.1
OG0010555	Nana18499-RA	ENSXETG00000004483.1
OG0010556	Nana18268-RA	ENSXETG00000000978.1
OG0010557	Nana18494-RA	ENSXETG00000006235.1
OG0010558	Nana18492-RA	ENSXETG00000006272.1
OG0010560	Nana18274-RB	ENSXETG00000001113.1
OG0010562	Nana24667-RA	ENSXETG00000004239.1
OG0010563	Nana00095-RA	ENSXETG00000012966.1
OG0010564	Nana24668-RA	ENSXETG00000004281.1
OG0010565	Nana24672-RA	ENSXETG00000005411.1
OG0010567	Nana39400-RA	ENSXETG00000012465.1
OG0010568	Nana24677-RA	ENSXETG00000005503.1
OG0010569	Nana18472-RA	ENSXETG00000003195.1
OG0010570	Nana24678-RA	ENSXETG00000005988.1
OG0010571	Nana18470-RA	ENSXETG00000001413.1
OG0010572	Nana24686-RA	ENSXETG00000014752.1
OG0010574	Nana18460-RA	ENSXETG00000001918.1
OG0010575	Nana24690-RB	ENSXETG00000015667.1
OG0010576	Nana18582-RA	ENSXETG00000020249.1
OG0010577	Nana24693-RA	ENSXETG00000016426.1
OG0010578	Nana24694-RA	ENSXETG00000016542.1
OG0010579	Nana18575-RA	ENSXETG00000015339.1
OG0010580	Nana18573-RA	ENSXETG00000010961.1
OG0010581	Nana18571-RA	ENSXETG00000007356.1
OG0010582	Nana24710-RA	ENSXETG00000003468.1
OG0010583	Nana24711-RA	ENSXETG00000003647.1
OG0010584	Nana24731-RA	ENSXETG00000006089.1
OG0010585	Nana24737-RA	ENSXETG00000005391.1
OG0010586	Nana24764-RA	ENSXETG00000005247.1
OG0010587	Nana24765-RA	ENSXETG00000005184.1
OG0010588	Nana24766-RA	ENSXETG00000005145.1
OG0010589	Nana24767-RA	ENSXETG00000005141.1
OG0010590	Nana18137-RA	ENSXETG00000004654.1
OG0010591	Nana18140-RA	ENSXETG00000004702.1
OG0010592	Nana24770-RA	ENSXETG00000011499.1
OG0010593	Nana24771-RA	ENSXETG00000011518.1
OG0010594	Nana18144-RA	ENSXETG00000004927.1
OG0010596	Nana31157-RA	ENSXETG00000002242.1
OG0010597	Nana31158-RA	ENSXETG00000013378.1
OG0010598	Nana31159-RA	ENSXETG00000013321.1
OG0010599	Nana31163-RA	ENSXETG00000013225.1
OG0010600	Nana24795-RA	ENSXETG00000015411.1
OG0010601	Nana31165-RA	ENSXETG00000019193.1
OG0010602	Nana24796-RA	ENSXETG00000001829.1
OG0010603	Nana24797-RA	ENSXETG00000015747.1
OG0010604	Nana24798-RA	ENSXETG00000016789.1
OG0010605	Nana24804-RA	ENSXETG00000006740.1
OG0010606	Nana18154-RA	ENSXETG00000005217.1
OG0010607	Nana24808-RA	ENSXETG00000003803.1
OG0010608	Nana24811-RA	ENSXETG00000003831.1
OG0010609	Nana24832-RA	ENSXETG00000003983.1
OG0010610	Nana24842-RA	ENSXETG00000005119.1
OG0010611	Nana18175-RA	ENSXETG00000012317.1
OG0010613	Nana18178-RA	ENSXETG00000001419.1
OG0010614	Nana24851-RA	ENSXETG00000012546.1
OG0010615	Nana24853-RA	ENSXETG00000012542.1
OG0010616	Nana24856-RA	ENSXETG00000012540.1
OG0010617	Nana24862-RA	ENSXETG00000006158.1
OG0010618	Nana18192-RA	ENSXETG00000002115.1
OG0010619	Nana18193-RA	ENSXETG00000002707.1
OG0010620	Nana18198-RE	ENSXETG00000000170.1
OG0010621	Nana18203-RA	ENSXETG00000000234.1
OG0010622	Nana18204-RA	ENSXETG00000000248.1
OG0010623	Nana18213-RA	ENSXETG00000000455.1
OG0010624	Nana24865-RA	ENSXETG00000005965.1
OG0010625	Nana18215-RA	ENSXETG00000000519.1
OG0010626	Nana24867-RA	ENSXETG00000005902.1
OG0010627	Nana24870-RA	ENSXETG00000005501.1
OG0010628	Nana18251-RA	ENSXETG00000000846.1
OG0010629	Nana18254-RA	ENSXETG00000000859.1
OG0010630	Nana18261-RA	ENSXETG00000000922.1
OG0010631	Nana24882-RA	ENSXETG00000004465.1
OG0010632	Nana24883-RA	ENSXETG00000004231.1
OG0010633	Nana17997-RA	ENSXETG00000018578.1
OG0010634	Nana24904-RA	ENSXETG00000015474.1
OG0010635	Nana24905-RA	ENSXETG00000016416.1
OG0010636	Nana18005-RA	ENSXETG00000012630.1
OG0010637	Nana24909-RA	ENSXETG00000018957.1
OG0010639	Nana24911-RA	ENSXETG00000019788.1
OG0010640	Nana24912-RA	ENSXETG00000017004.1
OG0010641	Nana24915-RA	ENSXETG00000008692.1
OG0010642	Nana18013-RA	ENSXETG00000012862.1
OG0010643	Nana24917-RA	ENSXETG00000021212.1
OG0010644	Nana18014-RA	ENSXETG00000012921.1
OG0010645	Nana24921-RA	ENSXETG00000004171.1
OG0010646	Nana24922-RA	ENSXETG00000004220.1
OG0010647	Nana24923-RA	ENSXETG00000004236.1
OG0010648	Nana18020-RA	ENSXETG00000012990.1
OG0010649	Nana24924-RA	ENSXETG00000004301.1
OG0010650	Nana18022-RA	ENSXETG00000013010.1
OG0010651	Nana18024-RA	ENSXETG00000013021.1
OG0010652	Nana24927-RA	ENSXETG00000004403.1
OG0010653	Nana18033-RA	ENSXETG00000013624.1
OG0010654	Nana24928-RA	ENSXETG00000004769.1
OG0010655	Nana24930-RA	ENSXETG00000004813.1
OG0010656	Nana24933-RA	ENSXETG00000004871.1
OG0010657	Nana18771-RA	ENSXETG00000007518.1
OG0010658	Nana24936-RA	ENSXETG00000003941.1
OG0010659	Nana24938-RA	ENSXETG00000011116.1
OG0010660	Nana24945-RA	ENSXETG00000004980.1
OG0010661	Nana24948-RA	ENSXETG00000015103.1
OG0010662	Nana18756-RA	ENSXETG00000005273.1
OG0010663	Nana24946-RA	ENSXETG00000015019.1
OG0010664	Nana24954-RA	ENSXETG00000015138.1
OG0010665	Nana24959-RA	ENSXETG00000015177.1
OG0010666	Nana24995-RA	ENSXETG00000010859.1
OG0010667	Nana24996-RA	ENSXETG00000010849.1
OG0010668	Nana24999-RA	ENSXETG00000010796.1
OG0010669	Nana25002-RA	ENSXETG00000006058.1
OG0010670	Nana25003-RA	ENSXETG00000006073.1
OG0010671	Nana25004-RA	ENSXETG00000006138.1
OG0010672	Nana18747-RA	ENSXETG00000012363.1
OG0010673	Nana18743-RA	ENSXETG00000012412.1
OG0010674	Nana25017-RA	ENSXETG00000001331.1
OG0010675	Nana18669-RA	ENSXETG00000001141.1
OG0010676	Nana25022-RA	ENSXETG00000003061.1
OG0010677	Nana18673-RA	ENSXETG00000001213.1
OG0010678	Nana18655-RA	ENSXETG00000001286.1
OG0010679	Nana18654-RA	ENSXETG00000001321.1
OG0010680	Nana25024-RA	ENSXETG00000000988.1
OG0010681	Nana18653-RA	ENSXETG00000001334.1
OG0010682	Nana18652-RA	ENSXETG00000001364.1
OG0010683	Nana18651-RA	ENSXETG00000001549.1
OG0010684	Nana18647-RA	ENSXETG00000001680.1
OG0010685	Nana25027-RA	ENSXETG00000017288.1
OG0010686	Nana25037-RA	ENSXETG00000002218.1
OG0010687	Nana17936-RA	ENSXETG00000002141.1
OG0010688	Nana17937-RA	ENSXETG00000002910.1
OG0010689	Nana17939-RA	ENSXETG00000002934.1
OG0010690	Nana25052-RA	ENSXETG00000002293.1
OG0010691	Nana25054-RA	ENSXETG00000021346.1
OG0010693	Nana17960-RA	ENSXETG00000002187.1
OG0010694	Nana17963-RA	ENSXETG00000002299.1
OG0010695	Nana25182-RA	ENSXETG00000012332.1
OG0010696	Nana17964-RA	ENSXETG00000010132.1
OG0010697	Nana17971-RA	ENSXETG00000010153.1
OG0010698	Nana25175-RA	ENSXETG00000005610.1
OG0010699	Nana18069-RB, Nana18069-RA	ENSXETG00000013875.1
OG0010700	Nana18068-RA	ENSXETG00000013858.1
OG0010701	Nana25170-RD	ENSXETG00000006270.1
OG0010702	Nana25168-RA	ENSXETG00000006280.1
OG0010704	Nana25165-RA	ENSXETG00000006315.1
OG0010705	Nana25162-RA	ENSXETG00000006433.1
OG0010706	Nana18084-RA	ENSXETG00000014138.1
OG0010707	Nana25160-RA	ENSXETG00000006607.1
OG0010708	Nana18087-RA	ENSXETG00000014148.1
OG0010709	Nana18091-RA	ENSXETG00000014220.1
OG0010710	Nana18095-RA	ENSXETG00000014387.1
OG0010711	Nana18099-RA	ENSXETG00000014484.1
OG0010712	Nana25152-RA	ENSXETG00000004559.1
OG0010713	Nana25150-RA	ENSXETG00000004432.1
OG0010714	Nana25149-RA	ENSXETG00000004401.1
OG0010715	Nana25142-RA	ENSXETG00000004214.1
OG0010716	Nana25140-RA	ENSXETG00000004190.1
OG0010717	Nana18106-RA	ENSXETG00000015621.1
OG0010718	Nana25138-RA	ENSXETG00000003601.1
OG0010719	Nana25133-RA	ENSXETG00000003377.1
OG0010720	Nana25225-RA	ENSXETG00000010292.1
OG0010721	Nana18115-RA	ENSXETG00000009615.1
OG0010722	Nana25226-RA	ENSXETG00000010297.1
OG0010723	Nana25227-RA	ENSXETG00000010299.1
OG0010724	Nana18116-RA	ENSXETG00000009577.1
OG0010725	Nana18121-RA	ENSXETG00000018780.1
OG0010726	Nana25237-RA	ENSXETG00000020652.1
OG0010727	Nana18127-RA	ENSXETG00000009047.1
OG0010728	Nana18129-RA	ENSXETG00000008779.1
OG0010729	Nana18131-RA	ENSXETG00000007040.1
OG0010730	Nana18132-RA	ENSXETG00000011991.1
OG0010731	Nana17912-RA	ENSXETG00000016490.1
OG0010732	Nana25268-RA	ENSXETG00000013504.1
OG0010733	Nana17905-RB	ENSXETG00000016001.1
OG0010734	Nana17903-RA	ENSXETG00000015908.1
OG0010735	Nana17901-RA	ENSXETG00000003516.1
OG0010736	Nana25288-RA	ENSXETG00000011502.1
OG0010737	Nana17882-RA	ENSXETG00000014652.1
OG0010738	Nana25295-RA	ENSXETG00000011266.1
OG0010739	Nana25296-RA, Nana25296-RB	ENSXETG00000011773.1
OG0010740	Nana17875-RA	ENSXETG00000015376.1
OG0010741	Nana25297-RA	ENSXETG00000011787.1
OG0010743	Nana17870-RA	ENSXETG00000015865.1
OG0010744	Nana17869-RA	ENSXETG00000015886.1
OG0010745	Nana25301-RA	ENSXETG00000006647.1
OG0010746	Nana17868-RA	ENSXETG00000003451.1
OG0010747	Nana17866-RA	ENSXETG00000007311.1
OG0010749	Nana25314-RA	ENSXETG00000008962.1
OG0010750	Nana25316-RA	ENSXETG00000008990.1
OG0010751	Nana17619-RA	ENSXETG00000001088.1
OG0010752	Nana17609-RA	ENSXETG00000008951.1
OG0010753	Nana17597-RA	ENSXETG00000007107.1
OG0010754	Nana17592-RA	ENSXETG00000007100.1
OG0010755	Nana25350-RA	ENSXETG00000005770.1
OG0010756	Nana25359-RA	ENSXETG00000005894.1
OG0010757	Nana17584-RA	ENSXETG00000017125.1
OG0010758	Nana25362-RA	ENSXETG00000005987.1
OG0010759	Nana25367-RA	ENSXETG00000006101.1
OG0010760	Nana17581-RB, Nana17581-RA	ENSXETG00000017223.1
OG0010762	Nana25377-RA	ENSXETG00000001718.1
OG0010763	Nana17576-RA	ENSXETG00000012802.1
OG0010764	Nana25378-RA	ENSXETG00000001733.1
OG0010765	Nana17569-RA	ENSXETG00000020358.1
OG0010767	Nana17557-RA	ENSXETG00000001859.1
OG0010768	Nana25413-RA	ENSXETG00000004655.1
OG0010769	Nana25415-RA	ENSXETG00000004694.1
OG0010770	Nana17540-RA	ENSXETG00000012527.1
OG0010771	Nana17364-RA	ENSXETG00000012504.1
OG0010772	Nana12584-RA	ENSXETG00000007995.1
OG0010773	Nana12588-RA	ENSXETG00000008086.1
OG0010774	Nana12333-RA	ENSXETG00000017639.1
OG0010775	Nana12338-RA	ENSXETG00000016843.1
OG0010777	Nana12341-RA	ENSXETG00000012579.1
OG0010778	Nana12344-RA	ENSXETG00000012847.1
OG0010779	Nana12345-RA	ENSXETG00000012942.1
OG0010780	Nana12346-RA	ENSXETG00000012988.1
OG0010781	Nana12351-RA	ENSXETG00000013030.1
OG0010782	Nana12352-RA	ENSXETG00000013037.1
OG0010783	Nana12356-RA	ENSXETG00000013041.1
OG0010784	Nana12357-RA	ENSXETG00000013045.1
OG0010785	Nana12358-RA	ENSXETG00000013052.1
OG0010786	Nana12360-RA	ENSXETG00000013071.1
OG0010787	Nana12364-RA	ENSXETG00000013203.1
OG0010788	Nana12374-RA	ENSXETG00000016834.1
OG0010789	Nana12378-RA	ENSXETG00000016839.1
OG0010790	Nana12388-RA	ENSXETG00000012606.1
OG0010792	Nana12390-RA	ENSXETG00000012615.1
OG0010793	Nana12392-RA	ENSXETG00000012655.1
OG0010794	Nana12396-RA	ENSXETG00000012678.1
OG0010795	Nana12399-RA	ENSXETG00000012690.1
OG0010797	Nana12403-RA	ENSXETG00000012913.1
OG0010798	Nana12408-RA	ENSXETG00000013065.1
OG0010799	Nana12407-RA	ENSXETG00000013092.1
OG0010800	Nana12415-RA	ENSXETG00000014898.1
OG0010801	Nana12299-RC	ENSXETG00000020389.1
OG0010802	Nana12315-RA	ENSXETG00000018671.1
OG0010803	Nana12327-RA	ENSXETG00000020933.1
OG0010804	Nana12275-RA	ENSXETG00000019273.1
OG0010805	Nana12273-RA	ENSXETG00000017956.1
OG0010807	Nana12254-RA	ENSXETG00000012935.1
OG0010808	Nana12251-RA	ENSXETG00000012956.1
OG0010809	Nana12250-RA	ENSXETG00000013231.1
OG0010810	Nana12245-RA	ENSXETG00000016004.1
OG0010811	Nana12243-RA	ENSXETG00000016269.1
OG0010812	Nana12238-RA	ENSXETG00000016509.1
OG0010813	Nana12235-RA	ENSXETG00000016546.1
OG0010814	Nana12230-RA	ENSXETG00000011233.1
OG0010815	Nana12229-RA	ENSXETG00000011297.1
OG0010816	Nana12222-RA	ENSXETG00000006739.1
OG0010817	Nana12218-RA	ENSXETG00000006761.1
OG0010818	Nana12217-RB	ENSXETG00000008306.1
OG0010821	Nana12215-RA	ENSXETG00000000303.1
OG0010822	Nana12205-RA	ENSXETG00000017788.1
OG0010823	Nana12200-RA	ENSXETG00000020342.1
OG0010824	Nana12187-RA	ENSXETG00000002523.1
OG0010825	Nana12185-RA	ENSXETG00000002552.1
OG0010826	Nana12184-RA	ENSXETG00000019317.1
OG0010827	Nana12168-RA	ENSXETG00000020663.1
OG0010828	Nana12161-RA	ENSXETG00000010294.1
OG0010829	Nana12157-RA	ENSXETG00000010321.1
OG0010830	Nana12156-RA	ENSXETG00000010491.1
OG0010831	Nana12150-RA	ENSXETG00000010509.1
OG0010832	Nana12139-RA	ENSXETG00000020394.1
OG0010833	Nana12125-RA	ENSXETG00000015326.1
OG0010834	Nana12116-RA	ENSXETG00000016031.1
OG0010835	Nana12111-RA	ENSXETG00000016323.1
OG0010836	Nana12092-RA	ENSXETG00000010991.1
OG0010837	Nana12084-RB	ENSXETG00000011775.1
OG0010838	Nana12084-RA	ENSXETG00000011811.1
OG0010839	Nana12080-RA	ENSXETG00000007055.1
OG0010840	Nana12063-RA	ENSXETG00000009177.1
OG0010841	Nana12058-RA	ENSXETG00000009680.1
OG0010842	Nana12056-RA	ENSXETG00000009699.1
OG0010843	Nana12053-RA	ENSXETG00000009714.1
OG0010844	Nana12049-RA	ENSXETG00000009828.1
OG0010845	Nana12042-RA	ENSXETG00000004099.1
OG0010846	Nana12040-RA	ENSXETG00000004279.1
OG0010847	Nana12038-RA	ENSXETG00000003196.1
OG0010848	Nana12027-RA	ENSXETG00000001210.1
OG0010849	Nana10848-RA	ENSXETG00000018964.1
OG0010850	Nana10785-RA	ENSXETG00000011113.1, ENSXETG00000008121.1
OG0010851	Nana10786-RA	ENSXETG00000008112.1
OG0010852	Nana36311-RA	ENSXETG00000017380.1
OG0010853	Nana11853-RA	ENSXETG00000000603.1
OG0010854	Nana11852-RA	ENSXETG00000000595.1
OG0010855	Nana11843-RA	ENSXETG00000000568.1
OG0010856	Nana11836-RA	ENSXETG00000012680.1
OG0010857	Nana11833-RA	ENSXETG00000012595.1
OG0010858	Nana11829-RA	ENSXETG00000012573.1
OG0010859	Nana11516-RA	ENSXETG00000018736.1
OG0010860	Nana11515-RA	ENSXETG00000018992.1
OG0010861	Nana11512-RA	ENSXETG00000017523.1
OG0010862	Nana11509-RA	ENSXETG00000010230.1
OG0010863	Nana11508-RA	ENSXETG00000010195.1
OG0010864	Nana11506-RA	ENSXETG00000012426.1
OG0010865	Nana11500-RA	ENSXETG00000003279.1
OG0010866	Nana11820-RA	ENSXETG00000012488.1
OG0010867	Nana11814-RA	ENSXETG00000016823.1
OG0010868	Nana11795-RA	ENSXETG00000018447.1
OG0010869	Nana11785-RA	ENSXETG00000019460.1
OG0010870	Nana11781-RA	ENSXETG00000017010.1
OG0010871	Nana11769-RA	ENSXETG00000017641.1
OG0010872	Nana11756-RA	ENSXETG00000018947.1
OG0010873	Nana11750-RA	ENSXETG00000012034.1
OG0010874	Nana11746-RA	ENSXETG00000017724.1
OG0010875	Nana11734-RA	ENSXETG00000018723.1
OG0010876	Nana11727-RA	ENSXETG00000019655.1
OG0010877	Nana11726-RA	ENSXETG00000021290.1
OG0010878	Nana11716-RA	ENSXETG00000018219.1
OG0010879	Nana11715-RA	ENSXETG00000018537.1
OG0010880	Nana11709-RA	ENSXETG00000018550.1
OG0010881	Nana11706-RA	ENSXETG00000020508.1
OG0010882	Nana11661-RA	ENSXETG00000009194.1
OG0010883	Nana11660-RA	ENSXETG00000009060.1
