Orthogroup	N_naja.pep	C_familiaris.pep
OG0009509	Nana15265-RA	ENSCAFG00000014529.4
OG0009510	Nana04472-RA	ENSCAFG00000006903.5
OG0009511	Nana21452-RA	ENSCAFG00000001862.4
OG0009512	Nana15262-RA	ENSCAFG00000014502.4
OG0009513	Nana04496-RA	ENSCAFG00000006914.5
OG0009514	Nana06627-RA	ENSCAFG00000015434.4
OG0009515	Nana15261-RA	ENSCAFG00000014470.4
OG0009516	Nana09963-RA	ENSCAFG00000017384.4
OG0009518	Nana36740-RA	ENSCAFG00000019541.5
OG0009519	Nana35958-RB, Nana35958-RA	ENSCAFG00000015073.4
OG0009520	Nana09959-RA	ENSCAFG00000017399.4
OG0009521	Nana29069-RA	ENSCAFG00000012824.5
OG0009522	Nana27822-RB	ENSCAFG00000001300.4
OG0009523	Nana02731-RA	ENSCAFG00000005988.4
OG0009526	Nana05922-RA	ENSCAFG00000014826.3
OG0009528	Nana04142-RA	ENSCAFG00000016456.4
OG0009529	Nana01048-RA	ENSCAFG00000006510.4
OG0009530	Nana36977-RA	ENSCAFG00000032009.2
OG0009531	Nana35820-RA	ENSCAFG00000013980.5
OG0009532	Nana05925-RA	ENSCAFG00000014871.6
OG0009533	Nana22212-RA	ENSCAFG00000014040.4
OG0009534	Nana22215-RA	ENSCAFG00000014049.3
OG0009535	Nana35813-RA	ENSCAFG00000030426.1
OG0009536	Nana06152-RA	ENSCAFG00000019246.5
OG0009537	Nana33959-RA	ENSCAFG00000014683.5
OG0009538	Nana33048-RA	ENSCAFG00000017713.5
OG0009539	Nana09000-RA	ENSCAFG00000006431.4
OG0009540	Nana33958-RA	ENSCAFG00000029612.2
OG0009541	Nana15255-RA	ENSCAFG00000014353.5
OG0009543	Nana20664-RA	ENSCAFG00000011494.5
OG0009544	Nana15253-RA	ENSCAFG00000014301.5
OG0009545	Nana11430-RB, Nana11430-RA	ENSCAFG00000001807.4
OG0009546	Nana27449-RA	ENSCAFG00000003363.4
OG0009547	Nana20663-RA	ENSCAFG00000011446.4
OG0009548	Nana30641-RA, Nana30641-RB	ENSCAFG00000004980.4
OG0009549	Nana21437-RA	ENSCAFG00000001947.4
OG0009550	Nana34176-RA	ENSCAFG00000018031.4
OG0009551	Nana11427-RA	ENSCAFG00000004456.3
OG0009552	Nana09932-RA	ENSCAFG00000000061.4
OG0009553	Nana34030-RA	ENSCAFG00000003420.4
OG0009554	Nana05724-RA	ENSCAFG00000029557.2
OG0009555	Nana11423-RA	ENSCAFG00000002978.5
OG0009556	Nana32585-RA	ENSCAFG00000018943.3
OG0009557	Nana15249-RA	ENSCAFG00000014263.4
OG0009558	Nana16297-RA	ENSCAFG00000006638.4
OG0009559	Nana00230-RA	ENSCAFG00000017740.4
OG0009561	Nana04945-RA	ENSCAFG00000016557.5
OG0009562	Nana14981-RA	ENSCAFG00000019867.4
OG0009563	Nana08998-RA	ENSCAFG00000006409.4
OG0009564	Nana08994-RA	ENSCAFG00000023537.3
OG0009565	Nana16289-RA	ENSCAFG00000006598.4
OG0009566	Nana00484-RA, Nana00482-RA	ENSCAFG00000013749.5
OG0009567	Nana23653-RA	ENSCAFG00000004029.4
OG0009568	Nana08992-RB, Nana08992-RA	ENSCAFG00000031541.2
OG0009569	Nana09922-RA	ENSCAFG00000008587.5
OG0009570	Nana28226-RA	ENSCAFG00000009275.4
OG0009571	Nana09920-RA	ENSCAFG00000008600.4
OG0009572	Nana23651-RA	ENSCAFG00000004036.5
OG0009573	Nana05916-RA	ENSCAFG00000014701.4
OG0009574	Nana04951-RA	ENSCAFG00000016572.4
OG0009575	Nana09913-RA	ENSCAFG00000008623.4
OG0009576	Nana32167-RA	ENSCAFG00000017299.2
OG0009577	Nana15766-RA	ENSCAFG00000031526.2
OG0009578	Nana00612-RA	ENSCAFG00000013010.5
OG0009579	Nana16287-RA	ENSCAFG00000006555.4
OG0009580	Nana04952-RA	ENSCAFG00000023745.4
OG0009583	Nana14974-RA	ENSCAFG00000019913.4
OG0009584	Nana04955-RA	ENSCAFG00000016582.4
OG0009585	Nana08534-RA	ENSCAFG00000009520.5
OG0009586	Nana15364-RA	ENSCAFG00000010803.5
OG0009587	Nana16680-RA	ENSCAFG00000000555.3
OG0009588	Nana21595-RA	ENSCAFG00000002011.4
OG0009589	Nana33733-RA	ENSCAFG00000017462.4
OG0009591	Nana16286-RA	ENSCAFG00000009134.5
OG0009592	Nana33728-RA	ENSCAFG00000032590.2
OG0009593	Nana31775-RB	ENSCAFG00000019865.3
OG0009594	Nana08532-RA	ENSCAFG00000009717.4
OG0009595	Nana21596-RA	ENSCAFG00000002018.4
OG0009596	Nana31774-RA	ENSCAFG00000019866.4
OG0009597	Nana00495-RA	ENSCAFG00000031185.2
OG0009598	Nana33725-RA	ENSCAFG00000019358.4
OG0009599	Nana16677-RA	ENSCAFG00000000544.4
OG0009600	Nana34753-RA	ENSCAFG00000008851.5
OG0009601	Nana15224-RA	ENSCAFG00000014046.4
OG0009602	Nana05708-RA	ENSCAFG00000018159.5
OG0009603	Nana09905-RA	ENSCAFG00000008694.5
OG0009604	Nana20651-RA	ENSCAFG00000011081.4
OG0009605	Nana04165-RA	ENSCAFG00000016197.4
OG0009607	Nana00119-RA	ENSCAFG00000018888.4
OG0009608	Nana15551-RA	ENSCAFG00000030271.2
OG0009609	Nana15218-RA	ENSCAFG00000013981.4
OG0009610	Nana15552-RA	ENSCAFG00000010346.2
OG0009611	Nana00497-RA	ENSCAFG00000015589.4
OG0009612	Nana15553-RA, Nana15553-RB	ENSCAFG00000010355.5
OG0009613	Nana04168-RA	ENSCAFG00000016171.4
OG0009614	Nana33722-RA	ENSCAFG00000031449.2
OG0009615	Nana20617-RA	ENSCAFG00000015455.5
OG0009616	Nana39364-RA	ENSCAFG00000018930.5
OG0009617	Nana15217-RA	ENSCAFG00000013935.4
OG0009618	Nana23744-RB, Nana23744-RA	ENSCAFG00000012943.2
OG0009619	Nana15371-RA	ENSCAFG00000013472.4
OG0009620	Nana05706-RA	ENSCAFG00000018075.4
OG0009621	Nana23743-RA	ENSCAFG00000011215.4
OG0009622	Nana15215-RA	ENSCAFG00000013920.4
OG0009623	Nana04174-RA	ENSCAFG00000025401.2
OG0009624	Nana27641-RA, Nana27641-RB	ENSCAFG00000011667.6
OG0009625	Nana32701-RA	ENSCAFG00000016037.3
OG0009626	Nana23630-RA	ENSCAFG00000004001.5
OG0009627	Nana04176-RA	ENSCAFG00000016121.5
OG0009628	Nana16270-RA	ENSCAFG00000017980.5
OG0009629	Nana15214-RA	ENSCAFG00000013929.4
OG0009630	Nana05697-RA	ENSCAFG00000018059.4
OG0009631	Nana20614-RA	ENSCAFG00000015383.4
OG0009632	Nana16264-RA	ENSCAFG00000017987.5
OG0009633	Nana15210-RA	ENSCAFG00000013894.4
OG0009634	Nana20610-RA	ENSCAFG00000015376.5
OG0009635	Nana05696-RA	ENSCAFG00000018054.4
OG0009636	Nana15209-RA	ENSCAFG00000013861.5
OG0009637	Nana15370-RA	ENSCAFG00000013491.3
OG0009638	Nana09897-RA	ENSCAFG00000000065.5
OG0009639	Nana15208-RA	ENSCAFG00000013834.3
OG0009640	Nana16256-RA	ENSCAFG00000018008.4
OG0009641	Nana34746-RA	ENSCAFG00000011383.3
OG0009642	Nana34336-RA	ENSCAFG00000015065.4
OG0009643	Nana15372-RA	ENSCAFG00000013422.4
OG0009644	Nana20609-RA	ENSCAFG00000015349.4
OG0009645	Nana09892-RA	ENSCAFG00000000074.4
OG0009646	Nana04181-RA	ENSCAFG00000016062.6
OG0009647	Nana27602-RA, Nana27602-RB	ENSCAFG00000012325.7
OG0009648	Nana34334-RA	ENSCAFG00000015036.5
OG0009649	Nana09890-RA	ENSCAFG00000000076.4
OG0009650	Nana20601-RA	ENSCAFG00000015246.5
OG0009651	Nana09888-RA	ENSCAFG00000000078.4
OG0009652	Nana38394-RA	ENSCAFG00000018972.5
OG0009653	Nana15284-RA	ENSCAFG00000031613.2
OG0009654	Nana16249-RA	ENSCAFG00000018769.4
OG0009655	Nana38467-RA	ENSCAFG00000019005.4
OG0009656	Nana23624-RA	ENSCAFG00000002628.4
OG0009657	Nana16247-RA	ENSCAFG00000018037.4
OG0009658	Nana23719-RA, Nana23719-RC	ENSCAFG00000002558.4
OG0009659	Nana16245-RA	ENSCAFG00000018051.5
OG0009660	Nana09884-RA	ENSCAFG00000000088.4
OG0009661	Nana09882-RA	ENSCAFG00000030801.2
OG0009662	Nana21611-RA	ENSCAFG00000002093.4
OG0009663	Nana00122-RA	ENSCAFG00000019009.4
OG0009664	Nana15301-RA	ENSCAFG00000015067.4
OG0009665	Nana20589-RA	ENSCAFG00000014912.4
OG0009666	Nana21612-RA	ENSCAFG00000002104.5
OG0009667	Nana09875-RA	ENSCAFG00000000097.4
OG0009668	Nana21619-RA	ENSCAFG00000002110.4
OG0009669	Nana04200-RA	ENSCAFG00000016019.4
OG0009670	Nana21625-RA	ENSCAFG00000002124.4
OG0009671	Nana20578-RA	ENSCAFG00000015984.4
OG0009672	Nana04203-RA	ENSCAFG00000015909.4
OG0009673	Nana20574-RB	ENSCAFG00000031588.2
OG0009675	Nana15399-RA	ENSCAFG00000005450.4
OG0009676	Nana20571-RA	ENSCAFG00000014755.4
OG0009677	Nana20569-RA	ENSCAFG00000014735.4
OG0009678	Nana20568-RA	ENSCAFG00000014726.5
OG0009679	Nana10460-RA	ENSCAFG00000014181.4
OG0009680	Nana10458-RB, Nana10458-RC	ENSCAFG00000014191.5
OG0009681	Nana10458-RA	ENSCAFG00000008618.4
OG0009682	Nana15386-RA	ENSCAFG00000006229.4
OG0009683	Nana21643-RA	ENSCAFG00000002191.4
OG0009684	Nana27594-RB, Nana27594-RA	ENSCAFG00000012391.5
OG0009685	Nana10457-RA	ENSCAFG00000015332.4
OG0009686	Nana10455-RA	ENSCAFG00000014153.5
OG0009687	Nana35177-RA	ENSCAFG00000015271.3
OG0009688	Nana15408-RA	ENSCAFG00000006214.5
OG0009689	Nana35188-RA	ENSCAFG00000015293.4
OG0009690	Nana35193-RA	ENSCAFG00000015482.4
OG0009691	Nana20536-RA	ENSCAFG00000014582.4
OG0009692	Nana15405-RA	ENSCAFG00000006185.4
OG0009693	Nana21663-RA	ENSCAFG00000002238.4
OG0009694	Nana35194-RA	ENSCAFG00000015440.4
OG0009696	Nana21668-RA	ENSCAFG00000002246.5
OG0009697	Nana21669-RA	ENSCAFG00000002257.5
OG0009698	Nana35201-RA	ENSCAFG00000015364.4
OG0009699	Nana20529-RA	ENSCAFG00000014517.5
OG0009700	Nana27463-RA	ENSCAFG00000010496.4
OG0009701	Nana20523-RA	ENSCAFG00000014440.4
OG0009702	Nana06284-RA	ENSCAFG00000014687.4
OG0009703	Nana30621-RA	ENSCAFG00000004911.5
OG0009704	Nana23700-RA	ENSCAFG00000030245.2
OG0009705	Nana35207-RA	ENSCAFG00000014571.5
OG0009706	Nana27465-RA	ENSCAFG00000015720.4
OG0009707	Nana27466-RA	ENSCAFG00000010589.4
OG0009708	Nana20515-RA	ENSCAFG00000014362.4
OG0009709	Nana27475-RA	ENSCAFG00000010675.4
OG0009711	Nana35216-RA	ENSCAFG00000029230.2
OG0009712	Nana23681-RA	ENSCAFG00000017451.2
OG0009713	Nana20506-RA	ENSCAFG00000014325.4
OG0009714	Nana27478-RA	ENSCAFG00000010713.4
OG0009715	Nana20505-RA	ENSCAFG00000014316.3
OG0009716	Nana23677-RA	ENSCAFG00000032489.3
OG0009717	Nana23675-RA, Nana23674-RA	ENSCAFG00000003971.3
OG0009718	Nana35934-RA	ENSCAFG00000011835.4
OG0009719	Nana21694-RA	ENSCAFG00000002414.4
OG0009720	Nana20502-RA	ENSCAFG00000030902.1
OG0009721	Nana27481-RA	ENSCAFG00000010821.4
OG0009722	Nana20501-RA	ENSCAFG00000014295.5
OG0009723	Nana21709-RA	ENSCAFG00000002424.4
OG0009724	Nana23656-RA	ENSCAFG00000004014.4
OG0009725	Nana21712-RA	ENSCAFG00000002432.5
OG0009726	Nana20480-RA	ENSCAFG00000014174.4
OG0009727	Nana21713-RA	ENSCAFG00000002437.4
OG0009728	Nana20478-RA	ENSCAFG00000032422.2
OG0009729	Nana20475-RA	ENSCAFG00000009006.5
OG0009730	Nana20476-RA	ENSCAFG00000009096.4
OG0009731	Nana21721-RA	ENSCAFG00000002467.4
OG0009732	Nana20471-RA	ENSCAFG00000008913.4
OG0009733	Nana20458-RA	ENSCAFG00000008902.4
OG0009734	Nana20452-RA	ENSCAFG00000008884.4
OG0009735	Nana20444-RA	ENSCAFG00000008875.6
OG0009736	Nana20438-RA	ENSCAFG00000008870.5
OG0009737	Nana27497-RA	ENSCAFG00000015781.4
OG0009738	Nana21740-RA	ENSCAFG00000002506.4
OG0009739	Nana21742-RA	ENSCAFG00000002511.6
OG0009740	Nana21743-RA	ENSCAFG00000002513.5
OG0009741	Nana15463-RA	ENSCAFG00000005907.2
OG0009742	Nana20432-RA	ENSCAFG00000008780.5
OG0009743	Nana20429-RA	ENSCAFG00000030909.2
OG0009744	Nana20425-RA	ENSCAFG00000008746.5
OG0009745	Nana15472-RA	ENSCAFG00000005855.4
OG0009746	Nana27511-RA	ENSCAFG00000015913.4
OG0009747	Nana15474-RA	ENSCAFG00000005825.5
OG0009748	Nana21760-RA	ENSCAFG00000002728.4
OG0009749	Nana15475-RA	ENSCAFG00000005819.5
OG0009750	Nana20419-RA	ENSCAFG00000008688.4
OG0009751	Nana20417-RA	ENSCAFG00000008673.5
OG0009752	Nana21771-RA	ENSCAFG00000002746.4
OG0009753	Nana20409-RA	ENSCAFG00000008626.4
OG0009754	Nana21773-RA	ENSCAFG00000002753.5
OG0009755	Nana20404-RA	ENSCAFG00000008554.4
OG0009756	Nana15503-RA	ENSCAFG00000014342.4
OG0009757	Nana20395-RA	ENSCAFG00000008447.4
OG0009758	Nana21788-RA	ENSCAFG00000002816.4
OG0009759	Nana15506-RA	ENSCAFG00000014357.3
OG0009760	Nana15507-RA	ENSCAFG00000014364.4
OG0009761	Nana21789-RA	ENSCAFG00000002825.3
OG0009762	Nana15509-RA	ENSCAFG00000014403.4
OG0009763	Nana21792-RB	ENSCAFG00000002850.5
OG0009764	Nana21795-RA	ENSCAFG00000002859.5
OG0009765	Nana21810-RA	ENSCAFG00000002865.4
OG0009766	Nana15511-RA	ENSCAFG00000004315.3
OG0009767	Nana21815-RA	ENSCAFG00000028917.2
OG0009768	Nana20379-RA	ENSCAFG00000030160.2
OG0009769	Nana21941-RA	ENSCAFG00000005806.5
OG0009770	Nana20376-RA	ENSCAFG00000008356.5
OG0009772	Nana21936-RA	ENSCAFG00000005813.4
OG0009773	Nana27525-RA	ENSCAFG00000016076.5
OG0009774	Nana15521-RA	ENSCAFG00000005333.5
OG0009775	Nana21933-RA	ENSCAFG00000005815.6
OG0009776	Nana21930-RA	ENSCAFG00000005826.5
OG0009777	Nana27530-RA	ENSCAFG00000016136.5
OG0009778	Nana15525-RA	ENSCAFG00000005251.5
OG0009779	Nana15527-RA	ENSCAFG00000005214.5
OG0009780	Nana27534-RA	ENSCAFG00000016158.6
OG0009781	Nana21907-RA	ENSCAFG00000005879.4
OG0009783	Nana20323-RA	ENSCAFG00000029025.2
OG0009784	Nana21905-RA	ENSCAFG00000005916.5
OG0009785	Nana27538-RA	ENSCAFG00000016211.5
OG0009786	Nana15531-RA	ENSCAFG00000005170.5
OG0009787	Nana15537-RA	ENSCAFG00000005153.3
OG0009788	Nana21904-RA	ENSCAFG00000005929.5
OG0009789	Nana20316-RA	ENSCAFG00000007915.5
OG0009791	Nana21898-RA	ENSCAFG00000003044.4
OG0009792	Nana15543-RA	ENSCAFG00000010118.4
OG0009793	Nana21897-RA	ENSCAFG00000003037.5
OG0009794	Nana22084-RA	ENSCAFG00000030823.2
OG0009795	Nana22088-RA	ENSCAFG00000005377.4
OG0009796	Nana27547-RA	ENSCAFG00000003165.4
OG0009797	Nana20314-RC	ENSCAFG00000007863.5
OG0009798	Nana22091-RA	ENSCAFG00000005128.3
OG0009799	Nana15544-RA	ENSCAFG00000010129.5
OG0009800	Nana22095-RA	ENSCAFG00000003074.3
OG0009801	Nana22102-RA	ENSCAFG00000018633.4
OG0009802	Nana27552-RA	ENSCAFG00000012854.5
OG0009803	Nana22106-RA	ENSCAFG00000006024.4
OG0009804	Nana15550-RA	ENSCAFG00000010334.4
OG0009805	Nana20306-RA	ENSCAFG00000007674.4
OG0009806	Nana20305-RA	ENSCAFG00000007664.4
OG0009807	Nana20303-RA	ENSCAFG00000010665.4
OG0009808	Nana22122-RA	ENSCAFG00000006049.4
OG0009809	Nana20297-RA	ENSCAFG00000030640.2
OG0009810	Nana20294-RA	ENSCAFG00000010532.4
OG0009811	Nana27420-RA	ENSCAFG00000003990.4
OG0009812	Nana20293-RA	ENSCAFG00000010512.4
OG0009813	Nana20290-RA	ENSCAFG00000016214.4
OG0009814	Nana27425-RA	ENSCAFG00000003945.6
OG0009815	Nana22127-RA	ENSCAFG00000006097.4
OG0009816	Nana22150-RA	ENSCAFG00000023835.3
OG0009817	Nana22153-RA	ENSCAFG00000006405.4
OG0009818	Nana20285-RA	ENSCAFG00000010409.5
OG0009819	Nana27408-RA	ENSCAFG00000004038.4
OG0009820	Nana14943-RA	ENSCAFG00000019998.4
OG0009821	Nana27401-RA, Nana27402-RA	ENSCAFG00000004011.4
OG0009822	Nana14942-RA	ENSCAFG00000020002.6
OG0009823	Nana14940-RA	ENSCAFG00000030399.2
OG0009824	Nana14938-RA	ENSCAFG00000020010.4
OG0009825	Nana22293-RA	ENSCAFG00000004783.4
OG0009826	Nana14937-RB	ENSCAFG00000020018.5
OG0009827	Nana20264-RA	ENSCAFG00000010230.3
OG0009828	Nana22294-RA	ENSCAFG00000004793.5
OG0009829	Nana20262-RA	ENSCAFG00000010209.3
OG0009830	Nana27396-RA	ENSCAFG00000007248.5
OG0009831	Nana20258-RA	ENSCAFG00000016204.4
OG0009832	Nana20252-RA	ENSCAFG00000023427.3
OG0009833	Nana27392-RA	ENSCAFG00000007291.4
OG0009834	Nana27391-RA	ENSCAFG00000007297.2
OG0009835	Nana20251-RA	ENSCAFG00000029045.2
OG0009837	Nana27389-RA	ENSCAFG00000007310.4
OG0009838	Nana20248-RA	ENSCAFG00000016094.5
OG0009839	Nana14927-RA	ENSCAFG00000020146.4
OG0009840	Nana14926-RA	ENSCAFG00000020143.5
OG0009841	Nana27386-RA	ENSCAFG00000007334.5
OG0009842	Nana14925-RA	ENSCAFG00000020141.4
OG0009843	Nana22364-RA	ENSCAFG00000003161.4
OG0009844	Nana22374-RA	ENSCAFG00000003167.4
OG0009845	Nana14922-RA	ENSCAFG00000020133.4
OG0009846	Nana22386-RA	ENSCAFG00000028536.2
OG0009847	Nana22403-RA	ENSCAFG00000003194.4
OG0009848	Nana20216-RA	ENSCAFG00000007635.5
OG0009849	Nana20209-RA	ENSCAFG00000032569.2
OG0009850	Nana14917-RA	ENSCAFG00000020121.5
OG0009851	Nana22412-RA	ENSCAFG00000003232.4
OG0009852	Nana27381-RA	ENSCAFG00000007456.4
OG0009853	Nana20205-RA	ENSCAFG00000007602.4
OG0009854	Nana22415-RA	ENSCAFG00000003243.4
OG0009855	Nana27380-RA	ENSCAFG00000007476.5
OG0009857	Nana27375-RA	ENSCAFG00000032127.2
OG0009858	Nana14916-RA	ENSCAFG00000020116.4
OG0009859	Nana22430-RA	ENSCAFG00000003646.4
OG0009860	Nana27373-RA	ENSCAFG00000001925.4
OG0009861	Nana22434-RA	ENSCAFG00000031158.2
OG0009862	Nana22443-RA	ENSCAFG00000003617.5
OG0009863	Nana27370-RA	ENSCAFG00000001885.4
OG0009864	Nana14914-RA	ENSCAFG00000020110.4
OG0009865	Nana22444-RA	ENSCAFG00000003582.4
OG0009866	Nana20166-RA	ENSCAFG00000012663.4
OG0009867	Nana14912-RA	ENSCAFG00000020104.5
OG0009868	Nana27367-RA	ENSCAFG00000001875.5
OG0009869	Nana20165-RA	ENSCAFG00000012669.5
OG0009870	Nana14911-RA	ENSCAFG00000020102.4
OG0009871	Nana20163-RA	ENSCAFG00000012788.4, ENSCAFG00000030158.2
OG0009872	Nana27363-RA	ENSCAFG00000001851.4
OG0009873	Nana14908-RA	ENSCAFG00000028915.2
OG0009874	Nana27362-RA	ENSCAFG00000001813.5
OG0009875	Nana22483-RA	ENSCAFG00000003550.5
OG0009876	Nana03089-RA	ENSCAFG00000013684.4
OG0009877	Nana27361-RA	ENSCAFG00000001805.5
OG0009878	Nana22494-RA	ENSCAFG00000003535.5
OG0009879	Nana27359-RA	ENSCAFG00000001799.1
OG0009880	Nana22513-RA	ENSCAFG00000003519.4
OG0009881	Nana02962-RA	ENSCAFG00000011077.4
OG0009882	Nana27354-RA	ENSCAFG00000001788.5
OG0009883	Nana14894-RA	ENSCAFG00000020062.4
OG0009884	Nana22522-RA	ENSCAFG00000003480.5
OG0009885	Nana22527-RA	ENSCAFG00000003379.3
OG0009886	Nana22528-RA	ENSCAFG00000003476.4
OG0009887	Nana14877-RA	ENSCAFG00000020056.5
OG0009888	Nana27349-RA	ENSCAFG00000001758.4
OG0009889	Nana20151-RA, Nana20151-RB	ENSCAFG00000012990.5
OG0009890	Nana14872-RA	ENSCAFG00000020148.4
OG0009891	Nana27338-RA	ENSCAFG00000001709.4
OG0009892	Nana20147-RA	ENSCAFG00000028721.2
OG0009893	Nana27337-RA	ENSCAFG00000032609.2
OG0009894	Nana20143-RA	ENSCAFG00000013076.4
OG0009895	Nana20141-RA	ENSCAFG00000013152.5
OG0009896	Nana20137-RA	ENSCAFG00000012982.3
OG0009897	Nana14867-RA	ENSCAFG00000020159.4
OG0009898	Nana22584-RA	ENSCAFG00000023493.3
OG0009899	Nana20136-RA	ENSCAFG00000012996.4
OG0009900	Nana14865-RA	ENSCAFG00000028811.2
OG0009902	Nana20132-RA	ENSCAFG00000013028.4
OG0009903	Nana20131-RA	ENSCAFG00000013050.4
OG0009904	Nana20130-RA	ENSCAFG00000013046.4
OG0009905	Nana14860-RA	ENSCAFG00000020179.4
OG0009906	Nana14858-RA	ENSCAFG00000020187.5
OG0009907	Nana22644-RA	ENSCAFG00000003354.5
OG0009908	Nana14856-RA	ENSCAFG00000020190.5
OG0009909	Nana14850-RA	ENSCAFG00000020195.5
OG0009910	Nana22649-RA	ENSCAFG00000003374.4
OG0009911	Nana14848-RA	ENSCAFG00000024246.1
OG0009912	Nana14845-RA	ENSCAFG00000020198.4
OG0009913	Nana14842-RA	ENSCAFG00000020209.4
OG0009914	Nana20120-RA	ENSCAFG00000006715.4
OG0009915	Nana20118-RA	ENSCAFG00000006720.5
OG0009916	Nana22660-RA	ENSCAFG00000010918.4
OG0009917	Nana20103-RA	ENSCAFG00000007496.4
OG0009918	Nana27325-RA	ENSCAFG00000001526.4
OG0009919	Nana14831-RA	ENSCAFG00000020239.4
OG0009920	Nana20102-RA	ENSCAFG00000028766.2
OG0009921	Nana20092-RA	ENSCAFG00000013524.5
OG0009922	Nana20090-RA	ENSCAFG00000013546.5
OG0009923	Nana22668-RA	ENSCAFG00000002542.5
OG0009924	Nana22671-RA	ENSCAFG00000002533.3
OG0009925	Nana22672-RA	ENSCAFG00000002532.4
OG0009926	Nana27318-RA, Nana27318-RB	ENSCAFG00000001511.4
OG0009927	Nana22675-RA	ENSCAFG00000002281.4
OG0009928	Nana27312-RA	ENSCAFG00000001504.4
OG0009929	Nana20082-RA	ENSCAFG00000031752.2
OG0009931	Nana22685-RA	ENSCAFG00000010902.4
OG0009932	Nana20073-RA	ENSCAFG00000008751.3, ENSCAFG00000013420.4
OG0009933	Nana14666-RA	ENSCAFG00000018607.5
OG0009934	Nana27274-RA	ENSCAFG00000001385.4
OG0009935	Nana27271-RA	ENSCAFG00000001379.4
OG0009936	Nana22693-RA	ENSCAFG00000015704.4
OG0009937	Nana27270-RA	ENSCAFG00000001377.5
OG0009938	Nana14662-RA	ENSCAFG00000018615.5
OG0009939	Nana22692-RA	ENSCAFG00000001846.4
OG0009940	Nana22690-RA	ENSCAFG00000018337.4
OG0009941	Nana20062-RA	ENSCAFG00000013230.4
OG0009942	Nana20061-RA	ENSCAFG00000013218.5
OG0009943	Nana14659-RA	ENSCAFG00000018621.4
OG0009944	Nana20058-RA	ENSCAFG00000013170.5
OG0009945	Nana27264-RA	ENSCAFG00000001360.4
OG0009946	Nana14656-RA	ENSCAFG00000030707.3
OG0009947	Nana14655-RA	ENSCAFG00000018635.4
OG0009948	Nana27263-RA	ENSCAFG00000001356.4
OG0009949	Nana20056-RA	ENSCAFG00000007441.2
OG0009950	Nana20054-RA	ENSCAFG00000007170.4
OG0009951	Nana22687-RA	ENSCAFG00000002840.4
OG0009952	Nana27257-RA	ENSCAFG00000030441.2
OG0009953	Nana27256-RA	ENSCAFG00000031294.2
OG0009955	Nana22722-RA	ENSCAFG00000002765.4
OG0009956	Nana27250-RA	ENSCAFG00000001314.7
OG0009957	Nana27245-RA	ENSCAFG00000001288.4
OG0009958	Nana14625-RA	ENSCAFG00000018798.5
OG0009959	Nana14622-RA	ENSCAFG00000018804.5
OG0009960	Nana14620-RA	ENSCAFG00000018806.5
OG0009961	Nana14616-RA	ENSCAFG00000018822.5
OG0009962	Nana27239-RA	ENSCAFG00000001172.4
OG0009963	Nana22763-RA	ENSCAFG00000005369.4
OG0009964	Nana22764-RA	ENSCAFG00000005337.4
OG0009965	Nana20030-RA	ENSCAFG00000012386.4
OG0009966	Nana14593-RA	ENSCAFG00000018875.4
OG0009967	Nana27232-RA	ENSCAFG00000042866.1
OG0009968	Nana14589-RA	ENSCAFG00000018884.4
OG0009969	Nana14580-RA	ENSCAFG00000018911.4
OG0009970	Nana22770-RA	ENSCAFG00000008371.4
OG0009971	Nana14572-RA	ENSCAFG00000018937.3
OG0009972	Nana27227-RA	ENSCAFG00000001120.4
OG0009973	Nana14570-RA	ENSCAFG00000018949.4
OG0009974	Nana22778-RA	ENSCAFG00000031378.2
OG0009975	Nana20021-RA	ENSCAFG00000011577.4
OG0009976	Nana14567-RA	ENSCAFG00000018961.4
OG0009977	Nana14566-RA	ENSCAFG00000028754.2
OG0009978	Nana20015-RA	ENSCAFG00000011587.5
OG0009979	Nana22788-RA	ENSCAFG00000007383.4
OG0009980	Nana27220-RA	ENSCAFG00000001090.5
OG0009981	Nana14562-RA	ENSCAFG00000018989.4
OG0009982	Nana22790-RA	ENSCAFG00000002962.3
OG0009983	Nana14557-RA	ENSCAFG00000018994.4
OG0009984	Nana27218-RA	ENSCAFG00000001051.4
OG0009985	Nana27217-RA	ENSCAFG00000001049.5
OG0009986	Nana12085-RA	ENSCAFG00000008286.5
OG0009987	Nana14553-RA	ENSCAFG00000019000.4
OG0009988	Nana22804-RA	ENSCAFG00000028758.2
OG0009989	Nana27209-RA	ENSCAFG00000001013.5
OG0009990	Nana22807-RA	ENSCAFG00000031443.2
OG0009991	Nana22811-RA	ENSCAFG00000003075.5
OG0009992	Nana22814-RA	ENSCAFG00000007450.4
OG0009993	Nana38037-RA, Nana39132-RA	ENSCAFG00000019053.5
OG0009994	Nana22818-RA	ENSCAFG00000007549.5
OG0009995	Nana22821-RA	ENSCAFG00000007553.4
OG0009996	Nana14541-RA	ENSCAFG00000019056.4
OG0009997	Nana22823-RA	ENSCAFG00000007584.4
OG0009998	Nana14538-RA	ENSCAFG00000019068.4
OG0009999	Nana22824-RA	ENSCAFG00000007613.5
OG0010000	Nana27160-RA	ENSCAFG00000013215.4
OG0010001	Nana20000-RA	ENSCAFG00000004362.3
OG0010002	Nana19996-RA	ENSCAFG00000004326.4
OG0010003	Nana27156-RA	ENSCAFG00000013224.4
OG0010004	Nana14304-RA	ENSCAFG00000019835.4
