Orthogroup	N_naja.pep	M_musculus.pep
OG0012192	Nana28529-RA	ENSMUSG00000001946.14
OG0012193	Nana26697-RA	ENSMUSG00000029112.5
OG0012194	Nana35878-RA	ENSMUSG00000024889.5
OG0012195	Nana23938-RA	ENSMUSG00000071470.4
OG0012196	Nana23934-RA	ENSMUSG00000036023.6
OG0012200	Nana26683-RA	ENSMUSG00000037379.7
OG0012201	Nana23931-RA	ENSMUSG00000090799.2
OG0012202	Nana28510-RA	ENSMUSG00000032121.9
OG0012204	Nana28126-RA	ENSMUSG00000037447.16
OG0012206	Nana23314-RA	ENSMUSG00000011658.16
OG0012207	Nana36068-RA	ENSMUSG00000027939.11
OG0012208	Nana01818-RA	ENSMUSG00000039981.6
OG0012209	Nana23908-RA	ENSMUSG00000072572.9
OG0012210	Nana01914-RA	ENSMUSG00000019850.11
OG0012211	Nana23891-RA	ENSMUSG00000001034.17
OG0012213	Nana36713-RA	ENSMUSG00000026961.6
OG0012216	Nana23876-RA	ENSMUSG00000042289.11
OG0012219	Nana15358-RA	ENSMUSG00000027875.12
OG0012222	Nana30831-RA	ENSMUSG00000078794.4
OG0012224	Nana23873-RA	ENSMUSG00000030805.14
OG0012227	Nana35968-RA	ENSMUSG00000024968.14
OG0012228	Nana12571-RA	ENSMUSG00000024558.12
OG0012229	Nana23871-RA, Nana38761-RA	ENSMUSG00000049728.14
OG0012230	Nana12567-RA	ENSMUSG00000037253.8
OG0012231	Nana24327-RA	ENSMUSG00000032782.19
OG0012232	Nana23867-RA	ENSMUSG00000044139.12
OG0012235	Nana39004-RA	ENSMUSG00000044367.7
OG0012236	Nana09843-RA	ENSMUSG00000040373.12
OG0012237	Nana23854-RA	ENSMUSG00000030800.10
OG0012238	Nana09849-RA	ENSMUSG00000020720.13
OG0012239	Nana01965-RA	ENSMUSG00000069706.3
OG0012241	Nana25685-RA	ENSMUSG00000030894.5
OG0012242	Nana37258-RI	ENSMUSG00000028759.13
OG0012244	Nana20837-RA	ENSMUSG00000036480.9
OG0012245	Nana30207-RA, Nana30209-RA	ENSMUSG00000070720.4
OG0012246	Nana33232-RA	ENSMUSG00000025813.14
OG0012247	Nana12904-RA	ENSMUSG00000028435.8
OG0012248	Nana30143-RA	ENSMUSG00000028862.6
OG0012250	Nana33627-RA, Nana33627-RB	ENSMUSG00000038930.11
OG0012251	Nana13546-RA	ENSMUSG00000027517.13
OG0012252	Nana30657-RB, Nana30657-RA	ENSMUSG00000070777.5
OG0012254	Nana00071-RA	ENSMUSG00000045287.6
OG0012255	Nana10333-RA	ENSMUSG00000040441.11
OG0012256	Nana10343-RA	ENSMUSG00000025417.8
OG0012257	Nana00501-RB	ENSMUSG00000040620.15
OG0012258	Nana36260-RA	ENSMUSG00000028150.14
OG0012260	Nana12896-RA	ENSMUSG00000028463.14
OG0012261	Nana10366-RA	ENSMUSG00000025403.5
OG0012262	Nana36327-RB	ENSMUSG00000015850.11
OG0012265	Nana38226-RA	ENSMUSG00000042298.18
OG0012267	Nana22268-RA	ENSMUSG00000009741.15
OG0012268	Nana12817-RA	ENSMUSG00000028447.11
OG0012273	Nana12796-RA, Nana12795-RA	ENSMUSG00000028441.12
OG0012274	Nana31288-RA	ENSMUSG00000004637.15
OG0012275	Nana36442-RA	ENSMUSG00000107167.3
OG0012277	Nana03415-RA	ENSMUSG00000041911.3
OG0012279	Nana29073-RA	ENSMUSG00000037129.7
OG0012280	Nana31884-RA	ENSMUSG00000033430.10
OG0012282	Nana36095-RA	ENSMUSG00000071657.12
OG0012283	Nana35746-RA	ENSMUSG00000039148.5
OG0012284	Nana31038-RA	ENSMUSG00000031796.7
OG0012286	Nana17096-RA	ENSMUSG00000022602.14
OG0012287	Nana17102-RA	ENSMUSG00000022598.6
OG0012288	Nana34515-RA	ENSMUSG00000062115.15
OG0012289	Nana31141-RA	ENSMUSG00000074151.13
OG0012291	Nana16880-RA	ENSMUSG00000072568.4
OG0012295	Nana25642-RA	ENSMUSG00000037032.16
OG0012296	Nana36909-RA	ENSMUSG00000026816.14
OG0012301	Nana31831-RA	ENSMUSG00000078931.4
OG0012302	Nana14801-RA	ENSMUSG00000028186.14
OG0012303	Nana16761-RA	ENSMUSG00000054409.5
OG0012304	Nana25197-RA	ENSMUSG00000033054.7
OG0012308	Nana19064-RA	ENSMUSG00000041014.17
OG0012309	Nana29955-RA	ENSMUSG00000070737.10
OG0012312	Nana09255-RA	ENSMUSG00000001910.5
OG0012313	Nana30394-RA	ENSMUSG00000036733.16
OG0012314	Nana09251-RA	ENSMUSG00000059355.13
OG0012315	Nana09250-RA	ENSMUSG00000005150.16
OG0012317	Nana16741-RA	ENSMUSG00000022305.13
OG0012318	Nana16740-RA	ENSMUSG00000022304.13
OG0012319	Nana09243-RA	ENSMUSG00000052819.6
OG0012321	Nana36659-RA	ENSMUSG00000051675.13
OG0012323	Nana06200-RA	ENSMUSG00000035262.5
OG0012325	Nana30087-RA	ENSMUSG00000037348.15
OG0012328	Nana34928-RA	ENSMUSG00000034175.13
OG0012330	Nana30095-RA	ENSMUSG00000028836.14
OG0012333	Nana34922-RA	ENSMUSG00000003581.14
OG0012335	Nana16714-RA	ENSMUSG00000061923.4
OG0012336	Nana39173-RA, Nana39173-RB	ENSMUSG00000022615.7
OG0012337	Nana37609-RA	ENSMUSG00000047613.10
OG0012338	Nana34316-RA	ENSMUSG00000010142.12
OG0012339	Nana13180-RA	ENSMUSG00000000983.13, ENSMUSG00000076434.9
OG0012340	Nana14272-RA	ENSMUSG00000062252.9
OG0012342	Nana32792-RA	ENSMUSG00000032224.15
OG0012343	Nana33258-RA	ENSMUSG00000057706.7
OG0012344	Nana13307-RA	ENSMUSG00000038705.13
OG0012345	Nana34457-RA	ENSMUSG00000048988.8
OG0012346	Nana37432-RA	ENSMUSG00000029075.6
OG0012349	Nana34656-RA	ENSMUSG00000035692.7
OG0012350	Nana01020-RA	ENSMUSG00000024131.8
OG0012351	Nana11408-RA	ENSMUSG00000038598.9
OG0012352	Nana03307-RA	ENSMUSG00000048388.3
OG0012353	Nana03306-RA	ENSMUSG00000034552.8
OG0012355	Nana30678-RA	ENSMUSG00000050232.6
OG0012356	Nana38845-RA	ENSMUSG00000059323.14
OG0012358	Nana19615-RA	ENSMUSG00000072437.4
OG0012359	Nana17172-RC	ENSMUSG00000019080.8
OG0012360	Nana17171-RA	ENSMUSG00000033762.8
OG0012361	Nana30409-RA	ENSMUSG00000006315.9
OG0012365	Nana17170-RA	ENSMUSG00000033728.14
OG0012366	Nana37337-RA	ENSMUSG00000023153.9
OG0012367	Nana17168-RA	ENSMUSG00000033707.9
OG0012369	Nana17220-RE	ENSMUSG00000034259.8
OG0012372	Nana24330-RA	ENSMUSG00000018750.14
OG0012375	Nana36149-RA, Nana36149-RB	ENSMUSG00000064068.14
OG0012376	Nana08723-RA	ENSMUSG00000034918.8
OG0012377	Nana36005-RA	ENSMUSG00000047810.9
OG0012378	Nana37503-RA	ENSMUSG00000028982.9
OG0012379	Nana03591-RA	ENSMUSG00000026765.12
OG0012382	Nana28028-RA	ENSMUSG00000045211.5
OG0012384	Nana36010-RA	ENSMUSG00000010095.13
OG0012385	Nana13613-RA	ENSMUSG00000044641.7
OG0012387	Nana28343-RA	ENSMUSG00000048922.18
OG0012388	Nana33942-RA	ENSMUSG00000022540.16
OG0012389	Nana28314-RA	ENSMUSG00000022061.8
OG0012390	Nana16649-RA	ENSMUSG00000022325.14
OG0012391	Nana35456-RA	ENSMUSG00000029538.14
OG0012393	Nana16551-RA, Nana16550-RA	ENSMUSG00000073991.4
OG0012395	Nana36063-RA	ENSMUSG00000042642.13
OG0012396	Nana35020-RA	ENSMUSG00000029600.10
OG0012398	Nana35025-RA	ENSMUSG00000032754.14
OG0012400	Nana06361-RA	ENSMUSG00000044199.6
OG0012401	Nana28873-RA	ENSMUSG00000060594.6
OG0012402	Nana28862-RA	ENSMUSG00000036027.13
OG0012403	Nana26763-RA	ENSMUSG00000044519.8
OG0012404	Nana16499-RA	ENSMUSG00000040374.13
OG0012406	Nana35905-RA	ENSMUSG00000063904.4
OG0012407	Nana26738-RA	ENSMUSG00000061353.11
OG0012410	Nana16392-RA	ENSMUSG00000073988.13
OG0012411	Nana06314-RA	ENSMUSG00000003070.6
OG0012413	Nana32715-RA	ENSMUSG00000044348.14
OG0012414	Nana15129-RA	ENSMUSG00000042708.12
OG0012415	Nana03837-RA	ENSMUSG00000039323.18
OG0012416	Nana30818-RA	ENSMUSG00000004328.15
OG0012418	Nana31348-RA	ENSMUSG00000036442.8
OG0012419	Nana31351-RB	ENSMUSG00000031893.7
OG0012420	Nana30829-RA	ENSMUSG00000043017.9
OG0012421	Nana30042-RA	ENSMUSG00000028801.14
OG0012422	Nana31362-RA	ENSMUSG00000005699.16
OG0012424	Nana12541-RA	ENSMUSG00000079608.10
OG0012425	Nana05807-RA	ENSMUSG00000034442.11
OG0012426	Nana12539-RA	ENSMUSG00000044906.6
OG0012427	Nana12536-RA	ENSMUSG00000024511.15
OG0012428	Nana12534-RA	ENSMUSG00000038903.13
OG0012429	Nana12531-RA	ENSMUSG00000053477.17
OG0012431	Nana05822-RA	ENSMUSG00000021086.5
OG0012433	Nana28533-RA	ENSMUSG00000001942.8
OG0012434	Nana12502-RB, Nana12502-RA	ENSMUSG00000032845.16
OG0012437	Nana19032-RA	ENSMUSG00000021795.10
OG0012439	Nana36388-RA	ENSMUSG00000038526.14
OG0012440	Nana36765-RA	ENSMUSG00000026958.13
OG0012441	Nana36602-RA	ENSMUSG00000039270.9
OG0012442	Nana11262-RA	ENSMUSG00000028334.10
OG0012443	Nana35389-RA	ENSMUSG00000037905.13
OG0012444	Nana30035-RA	ENSMUSG00000037157.8
OG0012445	Nana32032-RA	ENSMUSG00000034457.10
OG0012446	Nana34572-RA	ENSMUSG00000039179.13
OG0012447	Nana17779-RA	ENSMUSG00000047940.13
OG0012448	Nana33129-RA	ENSMUSG00000033590.8
OG0012450	Nana16226-RA	ENSMUSG00000047161.12
OG0012453	Nana33117-RA	ENSMUSG00000074259.10
OG0012455	Nana18815-RA	ENSMUSG00000063787.4
OG0012456	Nana33113-RA	ENSMUSG00000032292.8
OG0012458	Nana06301-RA	ENSMUSG00000020135.13
OG0012459	Nana18907-RA	ENSMUSG00000021822.3
OG0012460	Nana15780-RA	ENSMUSG00000046573.7
OG0012461	Nana30294-RA	ENSMUSG00000037752.4
OG0012465	Nana30299-RA	ENSMUSG00000054428.12
OG0012467	Nana17506-RA	ENSMUSG00000030032.12
OG0012468	Nana24244-RA	ENSMUSG00000057156.10
OG0012470	Nana35978-RA	ENSMUSG00000047787.8
OG0012471	Nana26666-RA	ENSMUSG00000037621.8
OG0012472	Nana18928-RA	ENSMUSG00000021773.11
OG0012473	Nana35988-RA	ENSMUSG00000037349.9
OG0012474	Nana35989-RA	ENSMUSG00000024963.12
OG0012476	Nana19700-RA	ENSMUSG00000035283.5
OG0012478	Nana21189-RA	ENSMUSG00000032514.11
OG0012481	Nana17220-RA	ENSMUSG00000022551.8
OG0012483	Nana19717-RA	ENSMUSG00000024981.6
OG0012484	Nana17227-RA	ENSMUSG00000022564.7
OG0012486	Nana30231-RA	ENSMUSG00000040533.7
OG0012488	Nana03528-RA	ENSMUSG00000060703.12
OG0012491	Nana13288-RA	ENSMUSG00000027459.16
OG0012492	Nana28757-RA	ENSMUSG00000032023.7
OG0012496	Nana30266-RA	ENSMUSG00000028635.7
OG0012497	Nana25110-RA	ENSMUSG00000041468.7
OG0012498	Nana05085-RA	ENSMUSG00000040035.14
OG0012499	Nana05088-RA	ENSMUSG00000045838.8
OG0012500	Nana15123-RA	ENSMUSG00000026479.13
OG0012501	Nana00785-RA	ENSMUSG00000046049.7
OG0012502	Nana25565-RA	ENSMUSG00000032737.13
OG0012503	Nana13269-RA	ENSMUSG00000032715.9
OG0012504	Nana00786-RA	ENSMUSG00000021961.6
OG0012505	Nana16122-RA	ENSMUSG00000095407.2
OG0012506	Nana13265-RA	ENSMUSG00000051817.8
OG0012508	Nana30124-RA	ENSMUSG00000047281.3
OG0012509	Nana10716-RA	ENSMUSG00000062564.12
OG0012510	Nana11973-RA	ENSMUSG00000045036.15
OG0012511	Nana14131-RA	ENSMUSG00000026436.15
OG0012512	Nana25500-RA	ENSMUSG00000048779.5
OG0012515	Nana21142-RA	ENSMUSG00000032523.11
OG0012516	Nana37034-RA	ENSMUSG00000036281.13
OG0012518	Nana11949-RA	ENSMUSG00000071855.5
OG0012520	Nana32402-RA	ENSMUSG00000048047.3
OG0012521	Nana14088-RA, Nana14087-RA	ENSMUSG00000026416.12
OG0012524	Nana14084-RA	ENSMUSG00000026415.11
OG0012525	Nana23787-RA	ENSMUSG00000042606.9
OG0012528	Nana33678-RA	ENSMUSG00000041199.3
OG0012530	Nana00390-RA	ENSMUSG00000069814.6
OG0012532	Nana02403-RA	ENSMUSG00000032355.16
OG0012533	Nana26909-RA	ENSMUSG00000020183.11
OG0012535	Nana02402-RA	ENSMUSG00000032357.12
OG0012537	Nana02397-RA	ENSMUSG00000059383.14
OG0012538	Nana15998-RA	ENSMUSG00000117781.1
OG0012539	Nana31255-RA	ENSMUSG00000034416.18
OG0012540	Nana21245-RA	ENSMUSG00000044681.19
OG0012541	Nana26923-RA	ENSMUSG00000054934.10
OG0012542	Nana30835-RA	ENSMUSG00000048920.8
OG0012543	Nana30833-RA	ENSMUSG00000030374.15
OG0012545	Nana15951-RA	ENSMUSG00000059852.7
OG0012546	Nana31233-RA	ENSMUSG00000045538.6
OG0012547	Nana08759-RA	ENSMUSG00000040489.5
OG0012548	Nana31679-RA	ENSMUSG00000097084.1
OG0012549	Nana30303-RA	ENSMUSG00000070687.11
OG0012550	Nana31146-RB	ENSMUSG00000074063.10
OG0012551	Nana31151-RA	ENSMUSG00000031837.14
OG0012552	Nana23542-RA	ENSMUSG00000030722.7
OG0012553	Nana21292-RA	ENSMUSG00000052551.16
OG0012556	Nana21316-RA	ENSMUSG00000063889.16
OG0012558	Nana27559-RA, Nana27558-RA	ENSMUSG00000030225.11
OG0012560	Nana05889-RA	ENSMUSG00000048379.9
OG0012561	Nana15858-RA	ENSMUSG00000044164.2
OG0012563	Nana03827-RA	ENSMUSG00000024383.9
OG0012564	Nana11000-RA	ENSMUSG00000002847.7
OG0012565	Nana13693-RA	ENSMUSG00000017734.15
OG0012567	Nana10749-RA	ENSMUSG00000038884.14
OG0012568	Nana25522-RA	ENSMUSG00000051048.17
OG0012570	Nana31034-RA	ENSMUSG00000036598.4
OG0012571	Nana31097-RA	ENSMUSG00000031958.16
OG0012574	Nana31087-RA	ENSMUSG00000012519.14
OG0012575	Nana17325-RA	ENSMUSG00000074793.10
OG0012576	Nana35751-RA	ENSMUSG00000045259.4
OG0012577	Nana34015-RA	ENSMUSG00000025727.8
OG0012578	Nana30739-RA	ENSMUSG00000030591.17
OG0012580	Nana35888-RA	ENSMUSG00000047658.6
OG0012583	Nana17311-RA	ENSMUSG00000063810.7
OG0012585	Nana16339-RA	ENSMUSG00000078365.5
OG0012586	Nana14673-RA	ENSMUSG00000028523.14
OG0012587	Nana12870-RA	ENSMUSG00000029103.16
OG0012588	Nana11203-RA	ENSMUSG00000039813.14
OG0012592	Nana19341-RA	ENSMUSG00000047632.11
OG0012593	Nana03547-RA	ENSMUSG00000026830.9
OG0012594	Nana19356-RA	ENSMUSG00000044026.3
OG0012596	Nana04589-RA	ENSMUSG00000051041.8
OG0012601	Nana24844-RA	ENSMUSG00000054604.7
OG0012602	Nana21463-RA	ENSMUSG00000040570.14
OG0012603	Nana15268-RA	ENSMUSG00000044835.15
OG0012605	Nana36096-RA	ENSMUSG00000071656.7
OG0012606	Nana09005-RA	ENSMUSG00000042816.4
OG0012607	Nana15147-RA	ENSMUSG00000042641.19
OG0012608	Nana10332-RA	ENSMUSG00000006731.10
OG0012609	Nana09965-RA	ENSMUSG00000048616.4
OG0012612	Nana24357-RA	ENSMUSG00000037108.13
OG0012613	Nana36741-RA	ENSMUSG00000015095.12
OG0012614	Nana37182-RA	ENSMUSG00000070683.7
OG0012617	Nana09953-RA	ENSMUSG00000017639.13
OG0012620	Nana35810-RA	ENSMUSG00000007338.10
OG0012621	Nana27758-RA	ENSMUSG00000023206.16
OG0012622	Nana22209-RA	ENSMUSG00000054871.5
OG0012623	Nana36756-RB	ENSMUSG00000026944.18
OG0012624	Nana13539-RA	ENSMUSG00000039263.16
OG0012625	Nana09941-RA	ENSMUSG00000046909.9
OG0012626	Nana35814-RA	ENSMUSG00000024799.16
OG0012628	Nana28257-RA	ENSMUSG00000003469.9
OG0012629	Nana28253-RA	ENSMUSG00000033644.5
OG0012630	Nana04147-RA	ENSMUSG00000024736.15
OG0012631	Nana23781-RA	ENSMUSG00000030677.8
OG0012632	Nana14987-RA	ENSMUSG00000041483.14
OG0012633	Nana12966-RA	ENSMUSG00000019494.14
OG0012634	Nana30186-RA	ENSMUSG00000018983.9
OG0012635	Nana04153-RA	ENSMUSG00000024669.8
OG0012637	Nana27668-RA	ENSMUSG00000043541.16
OG0012639	Nana09924-RA	ENSMUSG00000037579.7
OG0012640	Nana37551-RA	ENSMUSG00000028989.3
OG0012641	Nana23654-RA	ENSMUSG00000040231.16
OG0012643	Nana08536-RA	ENSMUSG00000021904.6
OG0012645	Nana30911-RA	ENSMUSG00000030397.11
OG0012647	Nana27660-RA	ENSMUSG00000030247.9
OG0012648	Nana33731-RA	ENSMUSG00000030748.9
OG0012649	Nana33727-RA	ENSMUSG00000020279.10
OG0012650	Nana09903-RA	ENSMUSG00000023755.10
OG0012651	Nana27655-RA	ENSMUSG00000030282.14
OG0012652	Nana27653-RA	ENSMUSG00000030283.7
OG0012653	Nana04166-RA	ENSMUSG00000034445.8
OG0012654	Nana20620-RA	ENSMUSG00000039335.11
OG0012655	Nana04169-RA	ENSMUSG00000024667.12
OG0012656	Nana23637-RA	ENSMUSG00000062044.16
OG0012658	Nana05707-RA	ENSMUSG00000021278.7
OG0012659	Nana04173-RA	ENSMUSG00000035179.4
OG0012660	Nana34748-RA	ENSMUSG00000029608.10
OG0012661	Nana16254-RA	ENSMUSG00000033107.6
OG0012662	Nana23721-RA	ENSMUSG00000074405.8
OG0012665	Nana23611-RA	ENSMUSG00000046456.14
OG0012666	Nana35165-RA	ENSMUSG00000022738.7
OG0012668	Nana00719-RA	ENSMUSG00000034463.4
OG0012670	Nana09871-RA	ENSMUSG00000039810.11
OG0012673	Nana27578-RA	ENSMUSG00000030231.11
OG0012675	Nana15411-RA	ENSMUSG00000024456.16
OG0012676	Nana23704-RA	ENSMUSG00000057342.15
OG0012677	Nana23703-RA	ENSMUSG00000059070.16
OG0012678	Nana15417-RA	ENSMUSG00000102918.1, ENSMUSG00000023036.14
OG0012679	Nana30626-RB, Nana30626-RA	ENSMUSG00000045252.11
OG0012680	Nana27474-RA	ENSMUSG00000068250.13
OG0012681	Nana27479-RA	ENSMUSG00000040029.15
OG0012682	Nana21696-RA	ENSMUSG00000036144.6
OG0012683	Nana23660-RA	ENSMUSG00000053801.18
OG0012684	Nana21714-RA	ENSMUSG00000036231.5
OG0012686	Nana15496-RA	ENSMUSG00000060275.13
OG0012687	Nana15498-RA	ENSMUSG00000024347.16
OG0012688	Nana15499-RA	ENSMUSG00000046668.9
OG0012692	Nana15505-RA	ENSMUSG00000050677.2
OG0012693	Nana20394-RA	ENSMUSG00000101860.4
OG0012694	Nana20392-RA	ENSMUSG00000070471.3
OG0012695	Nana21800-RA	ENSMUSG00000029831.7
OG0012696	Nana20380-RA	ENSMUSG00000074591.8
OG0012700	Nana20368-RA	ENSMUSG00000002428.12
OG0012703	Nana20319-RA	ENSMUSG00000033350.7
OG0012704	Nana27541-RA	ENSMUSG00000067825.11
OG0012705	Nana21901-RA	ENSMUSG00000057606.14
OG0012706	Nana15545-RA	ENSMUSG00000021534.8
OG0012707	Nana15548-RA	ENSMUSG00000034575.13
OG0012712	Nana20269-RA	ENSMUSG00000038608.15
OG0012718	Nana20247-RA	ENSMUSG00000032908.9
OG0012720	Nana22428-RA	ENSMUSG00000041138.16
OG0012721	Nana20189-RA	ENSMUSG00000067071.8
OG0012722	Nana20183-RA	ENSMUSG00000026223.15
OG0012723	Nana20178-RA	ENSMUSG00000022878.5
OG0012726	Nana27335-RA	ENSMUSG00000018893.15
OG0012727	Nana14869-RA	ENSMUSG00000029275.18
OG0012728	Nana22585-RA	ENSMUSG00000074916.5
OG0012729	Nana22613-RA	ENSMUSG00000020429.7
OG0012730	Nana22615-RA	ENSMUSG00000020427.11
OG0012732	Nana20089-RB	ENSMUSG00000027611.12
OG0012733	Nana20086-RB	ENSMUSG00000020277.10
OG0012734	Nana27316-RA	ENSMUSG00000044933.3
OG0012735	Nana27314-RA	ENSMUSG00000018008.8
OG0012736	Nana27311-RA	ENSMUSG00000033170.14
OG0012738	Nana20083-RA	ENSMUSG00000069581.12
OG0012739	Nana22681-RA	ENSMUSG00000021572.9
OG0012740	Nana27301-RA	ENSMUSG00000033088.19
OG0012741	Nana27265-RA	ENSMUSG00000089715.12
OG0012742	Nana22701-RA	ENSMUSG00000040446.4
OG0012743	Nana27240-RA	ENSMUSG00000022407.10
OG0012745	Nana20026-RA	ENSMUSG00000000731.15
OG0012746	Nana27224-RB	ENSMUSG00000022391.16
OG0012747	Nana20016-RA	ENSMUSG00000026258.5
OG0012748	Nana27221-RA	ENSMUSG00000048546.8
OG0012749	Nana14563-RA	ENSMUSG00000044254.6
OG0012750	Nana14561-RA	ENSMUSG00000085933.3
OG0012751	Nana14556-RA	ENSMUSG00000054362.9
OG0012752	Nana14555-RA	ENSMUSG00000034919.2
OG0012753	Nana14551-RA	ENSMUSG00000034871.2
OG0012754	Nana14308-RA	ENSMUSG00000050947.9
OG0012757	Nana14332-RA	ENSMUSG00000040724.5
OG0012760	Nana14344-RA	ENSMUSG00000006389.13
OG0012761	Nana19935-RA	ENSMUSG00000025171.2
OG0012762	Nana22894-RA	ENSMUSG00000001313.12
OG0012764	Nana19804-RA	ENSMUSG00000033033.10
OG0012765	Nana14374-RA	ENSMUSG00000078588.10
OG0012767	Nana19755-RA	ENSMUSG00000025027.18
OG0012768	Nana27028-RA	ENSMUSG00000046567.10
OG0012769	Nana27027-RA	ENSMUSG00000056912.12
OG0012771	Nana19188-RA	ENSMUSG00000020101.14
OG0012773	Nana14491-RA	ENSMUSG00000047143.3
OG0012774	Nana26931-RA	ENSMUSG00000020132.10
OG0012775	Nana19220-RA	ENSMUSG00000020087.5
OG0012778	Nana14513-RA	ENSMUSG00000028597.11
OG0012780	Nana19496-RA	ENSMUSG00000048377.7
OG0012781	Nana14514-RA	ENSMUSG00000036196.16
OG0012782	Nana23024-RA	ENSMUSG00000017400.10
OG0012784	Nana19434-RA	ENSMUSG00000025477.14
OG0012788	Nana14156-RA	ENSMUSG00000026443.3
OG0012790	Nana14160-RA	ENSMUSG00000026447.16
OG0012791	Nana19533-RA	ENSMUSG00000030956.15
OG0012792	Nana23081-RA	ENSMUSG00000017607.9
OG0012793	Nana19516-RA	ENSMUSG00000030976.3
OG0012794	Nana19512-RA	ENSMUSG00000053111.13
OG0012795	Nana14180-RA	ENSMUSG00000020423.6
OG0012796	Nana17756-RA	ENSMUSG00000073043.5
OG0012797	Nana26635-RA	ENSMUSG00000022013.4
OG0012798	Nana14212-RA	ENSMUSG00000002250.16
OG0012800	Nana14216-RA	ENSMUSG00000038677.14
OG0012802	Nana14242-RA	ENSMUSG00000024210.3
OG0012804	Nana26880-RA	ENSMUSG00000064210.7
OG0012806	Nana26885-RA	ENSMUSG00000063296.5
OG0012808	Nana14282-RA	ENSMUSG00000019823.17
OG0012809	Nana23217-RA	ENSMUSG00000049604.3
OG0012813	Nana14289-RA	ENSMUSG00000052759.7
OG0012816	Nana23254-RA	ENSMUSG00000047181.12
OG0012817	Nana23259-RA, Nana07836-RA	ENSMUSG00000038994.6
OG0012818	Nana29721-RA	ENSMUSG00000048216.13
OG0012820	Nana23267-RA	ENSMUSG00000017724.14
OG0012821	Nana23269-RA	ENSMUSG00000001493.9
OG0012822	Nana23272-RA	ENSMUSG00000001494.6
OG0012823	Nana23276-RA	ENSMUSG00000010841.13
OG0012825	Nana14030-RA	ENSMUSG00000048458.8
OG0012828	Nana23356-RA	ENSMUSG00000004473.10
OG0012829	Nana23345-RA	ENSMUSG00000030731.13
OG0012830	Nana13973-RA	ENSMUSG00000027845.15
OG0012831	Nana23341-RA	ENSMUSG00000038670.11
OG0012833	Nana26274-RA	ENSMUSG00000046828.3
OG0012835	Nana23338-RA	ENSMUSG00000038644.14
OG0012837	Nana23326-RA	ENSMUSG00000003863.18
OG0012838	Nana23318-RA	ENSMUSG00000074121.3
OG0012839	Nana13935-RA	ENSMUSG00000073557.12
OG0012840	Nana26190-RA	ENSMUSG00000031451.6
OG0012841	Nana13917-RA	ENSMUSG00000031506.11
OG0012842	Nana13911-RA	ENSMUSG00000026429.9
OG0012843	Nana13908-RA	ENSMUSG00000027900.15
OG0012844	Nana26173-RA	ENSMUSG00000038010.9
OG0012849	Nana13834-RA	ENSMUSG00000027610.17
OG0012850	Nana26017-RA	ENSMUSG00000063897.3
OG0012851	Nana29405-RA	ENSMUSG00000029736.15
OG0012852	Nana29423-RA	ENSMUSG00000030301.17
OG0012853	Nana25905-RA	ENSMUSG00000051224.13
OG0012854	Nana25901-RA	ENSMUSG00000031342.17
OG0012855	Nana29492-RA	ENSMUSG00000062760.10
OG0012856	Nana25890-RA	ENSMUSG00000015401.12
OG0012857	Nana25881-RA	ENSMUSG00000040855.15
OG0012858	Nana13977-RA	ENSMUSG00000027843.13
OG0012860	Nana13979-RA	ENSMUSG00000058388.14
OG0012861	Nana13728-RA	ENSMUSG00000074625.10
OG0012862	Nana13680-RA	ENSMUSG00000018322.10
OG0012863	Nana13677-RA	ENSMUSG00000035226.5
OG0012864	Nana25825-RA	ENSMUSG00000118554.1
OG0012865	Nana13671-RA	ENSMUSG00000035268.14
OG0012866	Nana29211-RA	ENSMUSG00000030255.13
OG0012867	Nana29223-RA	ENSMUSG00000040187.15
OG0012869	Nana13632-RA	ENSMUSG00000017969.13
OG0012871	Nana24495-RA	ENSMUSG00000037358.6
OG0012872	Nana24508-RA	ENSMUSG00000000730.13
OG0012873	Nana13474-RB	ENSMUSG00000015647.9
OG0012874	Nana24545-RA	ENSMUSG00000042345.15
OG0012875	Nana13452-RA	ENSMUSG00000038932.13
OG0012876	Nana13423-RA	ENSMUSG00000027577.14
OG0012877	Nana13403-RA	ENSMUSG00000038751.5
OG0012878	Nana13368-RA	ENSMUSG00000027584.17
OG0012879	Nana24574-RA	ENSMUSG00000022914.17
OG0012881	Nana13330-RA	ENSMUSG00000027583.13
OG0012885	Nana18466-RA	ENSMUSG00000050010.8
OG0012886	Nana24681-RA	ENSMUSG00000002489.16
OG0012888	Nana18623-RA	ENSMUSG00000036377.19
OG0012889	Nana24774-RA	ENSMUSG00000034064.14
OG0012890	Nana24776-RA	ENSMUSG00000075122.5
OG0012891	Nana24844-RB	ENSMUSG00000052013.15
OG0012892	Nana18176-RA	ENSMUSG00000070044.15
OG0012893	Nana24852-RA	ENSMUSG00000033149.17
OG0012894	Nana18190-RA	ENSMUSG00000050914.16
OG0012896	Nana24885-RA	ENSMUSG00000075033.4
OG0012897	Nana24918-RA	ENSMUSG00000040848.11
OG0012898	Nana24919-RA	ENSMUSG00000026572.11
OG0012899	Nana25195-RA	ENSMUSG00000005131.4
OG0012900	Nana18773-RA	ENSMUSG00000036469.16
OG0012901	Nana18770-RA	ENSMUSG00000014907.10
OG0012902	Nana24940-RA	ENSMUSG00000047293.7
OG0012903	Nana18758-RA	ENSMUSG00000061175.12
