Orthogroup	N_naja.pep	G_gallus.pep
OG0011482	Nana02444-RA	ENSGALG00000022887.6
OG0011483	Nana02457-RA	ENSGALG00000016356.7
OG0011484	Nana08456-RA	ENSGALG00000004930.5
OG0011485	Nana02467-RA	ENSGALG00000028744.4
OG0011486	Nana02476-RA	ENSGALG00000016377.6
OG0011487	Nana08454-RA	ENSGALG00000004937.6
OG0011488	Nana08444-RA	ENSGALG00000004974.5
OG0011489	Nana02484-RA	ENSGALG00000016385.6
OG0011490	Nana08442-RA	ENSGALG00000025959.3
OG0011491	Nana08431-RA	ENSGALG00000044299.2
OG0011492	Nana08430-RA, Nana08430-RB	ENSGALG00000005034.7
OG0011493	Nana02378-RA	ENSGALG00000016282.6
OG0011494	Nana08428-RA	ENSGALG00000005042.6
OG0011495	Nana02342-RA	ENSGALG00000016174.6
OG0011496	Nana08375-RA	ENSGALG00000005419.6
OG0011497	Nana02333-RA	ENSGALG00000015959.6
OG0011498	Nana08371-RA	ENSGALG00000035045.2
OG0011499	Nana02332-RA	ENSGALG00000031590.2
OG0011500	Nana08369-RA	ENSGALG00000005481.4
OG0011501	Nana02330-RA	ENSGALG00000015951.6
OG0011502	Nana08366-RA	ENSGALG00000005499.6
OG0011503	Nana08364-RA	ENSGALG00000005506.7
OG0011504	Nana02158-RA	ENSGALG00000015465.7
OG0011505	Nana02164-RA	ENSGALG00000015466.5
OG0011507	Nana02180-RA	ENSGALG00000015489.6
OG0011508	Nana02182-RA	ENSGALG00000015490.6
OG0011509	Nana02194-RA	ENSGALG00000015517.6
OG0011510	Nana02199-RA	ENSGALG00000015570.4
OG0011511	Nana02219-RA	ENSGALG00000015596.6
OG0011512	Nana02221-RA	ENSGALG00000015605.5
OG0011513	Nana02225-RA	ENSGALG00000015768.6
OG0011514	Nana02229-RA	ENSGALG00000015779.6
OG0011515	Nana02244-RA	ENSGALG00000015791.7
OG0011516	Nana08352-RA	ENSGALG00000005688.7
OG0011517	Nana08351-RA	ENSGALG00000005696.6
OG0011518	Nana02247-RA	ENSGALG00000015808.7
OG0011520	Nana02251-RA	ENSGALG00000035472.2
OG0011521	Nana02252-RA	ENSGALG00000015824.6
OG0011522	Nana02205-RA	ENSGALG00000015590.6
OG0011523	Nana02000-RA	ENSGALG00000044342.2
OG0011524	Nana02001-RA	ENSGALG00000014834.6
OG0011525	Nana02004-RA	ENSGALG00000014841.7
OG0011526	Nana02007-RA	ENSGALG00000013651.6
OG0011527	Nana02024-RA	ENSGALG00000014868.7
OG0011528	Nana02025-RA	ENSGALG00000038420.2
OG0011529	Nana02027-RA	ENSGALG00000014873.3
OG0011530	Nana02028-RA	ENSGALG00000014876.6
OG0011531	Nana08333-RA	ENSGALG00000005897.5
OG0011532	Nana08327-RA	ENSGALG00000005907.7
OG0011533	Nana02035-RA	ENSGALG00000014881.6
OG0011534	Nana02040-RA	ENSGALG00000014892.6
OG0011535	Nana02045-RA	ENSGALG00000014907.6
OG0011536	Nana02046-RA	ENSGALG00000014917.6
OG0011537	Nana02047-RA	ENSGALG00000014918.7
OG0011538	Nana08312-RA	ENSGALG00000005972.6
OG0011539	Nana08309-RA	ENSGALG00000032736.2
OG0011540	Nana08308-RA	ENSGALG00000005999.5
OG0011541	Nana08305-RA	ENSGALG00000006037.6
OG0011542	Nana02068-RA	ENSGALG00000014979.6
OG0011543	Nana08304-RA	ENSGALG00000006047.5
OG0011544	Nana02073-RA	ENSGALG00000026594.3
OG0011545	Nana02075-RA	ENSGALG00000037726.2
OG0011546	Nana02133-RA	ENSGALG00000015388.6
OG0011547	Nana08279-RA	ENSGALG00000030487.2
OG0011548	Nana08278-RA	ENSGALG00000006306.6
OG0011549	Nana02125-RA	ENSGALG00000015314.6
OG0011550	Nana02120-RA, Nana02120-RB	ENSGALG00000015308.6
OG0011551	Nana08274-RA	ENSGALG00000006328.5
OG0011552	Nana02119-RA	ENSGALG00000015306.3
OG0011553	Nana08272-RA	ENSGALG00000006357.6
OG0011554	Nana02110-RA	ENSGALG00000015289.7
OG0011555	Nana02109-RA	ENSGALG00000015286.6
OG0011556	Nana08253-RA	ENSGALG00000008519.6
OG0011557	Nana02099-RA	ENSGALG00000015070.6
OG0011558	Nana08252-RA	ENSGALG00000008506.6
OG0011559	Nana02097-RA	ENSGALG00000015066.6
OG0011560	Nana02096-RA	ENSGALG00000015061.6
OG0011561	Nana08176-RA	ENSGALG00000008320.5
OG0011562	Nana02095-RA	ENSGALG00000015057.6
OG0011563	Nana02094-RA	ENSGALG00000015055.6
OG0011564	Nana02087-RA	ENSGALG00000015040.7
OG0011565	Nana08160-RA	ENSGALG00000035099.2
OG0011566	Nana08156-RA	ENSGALG00000017368.6
OG0011567	Nana02080-RA	ENSGALG00000019934.5
OG0011568	Nana22077-RA	ENSGALG00000040363.3
OG0011569	Nana22068-RA	ENSGALG00000054787.1
OG0011570	Nana22067-RA	ENSGALG00000011498.5
OG0011571	Nana22058-RA	ENSGALG00000019622.5
OG0011572	Nana22057-RA	ENSGALG00000011494.6
OG0011573	Nana22054-RA	ENSGALG00000011490.6
OG0011574	Nana22051-RA	ENSGALG00000011484.6
OG0011575	Nana22045-RA	ENSGALG00000050427.1
OG0011576	Nana08114-RA	ENSGALG00000007804.5
OG0011577	Nana22034-RA	ENSGALG00000011442.6
OG0011578	Nana22020-RA	ENSGALG00000011428.6
OG0011579	Nana22012-RA	ENSGALG00000027247.4
OG0011580	Nana08076-RA	ENSGALG00000037791.2
OG0011581	Nana08074-RA	ENSGALG00000038904.2
OG0011582	Nana08072-RA	ENSGALG00000013408.6
OG0011583	Nana02266-RA	ENSGALG00000015838.6
OG0011584	Nana02270-RA	ENSGALG00000015846.6
OG0011585	Nana08071-RA	ENSGALG00000013406.6
OG0011586	Nana02271-RA	ENSGALG00000055053.1
OG0011587	Nana08060-RA	ENSGALG00000007569.7
OG0011588	Nana02277-RA	ENSGALG00000015860.6
OG0011589	Nana07992-RA	ENSGALG00000007132.6
OG0011590	Nana02285-RA	ENSGALG00000040702.2
OG0011591	Nana02286-RA	ENSGALG00000015874.6
OG0011592	Nana02290-RA	ENSGALG00000015876.6
OG0011594	Nana07986-RB, Nana07986-RA	ENSGALG00000048543.1
OG0011595	Nana02299-RA	ENSGALG00000015892.5
OG0011596	Nana02302-RA	ENSGALG00000041938.2
OG0011597	Nana07980-RA	ENSGALG00000028227.4
OG0011598	Nana07979-RA	ENSGALG00000006956.6
OG0011599	Nana07977-RA	ENSGALG00000006937.5
OG0011600	Nana07976-RA	ENSGALG00000006936.6
OG0011601	Nana07975-RA	ENSGALG00000036976.2
OG0011602	Nana02315-RA	ENSGALG00000015908.7
OG0011603	Nana07970-RA	ENSGALG00000006867.7
OG0011604	Nana01868-RA	ENSGALG00000013810.7
OG0011605	Nana01867-RA	ENSGALG00000013803.7
OG0011606	Nana01864-RA	ENSGALG00000013795.7
OG0011607	Nana01853-RA	ENSGALG00000019976.5
OG0011608	Nana01852-RA	ENSGALG00000013777.6
OG0011609	Nana01972-RA	ENSGALG00000040607.2
OG0011610	Nana07949-RA	ENSGALG00000006787.7
OG0011611	Nana10622-RA	ENSGALG00000032644.2
OG0011613	Nana07913-RA	ENSGALG00000006571.6
OG0011614	Nana07915-RA	ENSGALG00000006601.6
OG0011616	Nana01843-RA	ENSGALG00000011673.5
OG0011617	Nana01842-RA	ENSGALG00000012256.5
OG0011618	Nana07923-RA	ENSGALG00000006691.6
OG0011619	Nana07926-RA	ENSGALG00000031797.2
OG0011620	Nana07928-RA	ENSGALG00000054572.1
OG0011621	Nana07934-RD, Nana07934-RC	ENSGALG00000042387.2
OG0011622	Nana01835-RA	ENSGALG00000012275.6
OG0011623	Nana01833-RB	ENSGALG00000012289.6
OG0011624	Nana01822-RA	ENSGALG00000012342.6
OG0011625	Nana01694-RA	ENSGALG00000011560.7
OG0011626	Nana01709-RA	ENSGALG00000011625.7
OG0011627	Nana01715-RA	ENSGALG00000011663.6
OG0011628	Nana01722-RA	ENSGALG00000013737.5
OG0011629	Nana01723-RA	ENSGALG00000037377.2
OG0011630	Nana01726-RA	ENSGALG00000013732.7
OG0011631	Nana01727-RA	ENSGALG00000013727.6
OG0011632	Nana01728-RA	ENSGALG00000013710.6
OG0011633	Nana01731-RA	ENSGALG00000013683.7
OG0011634	Nana01740-RA	ENSGALG00000013659.5
OG0011635	Nana01741-RA	ENSGALG00000013647.7
OG0011636	Nana01752-RA	ENSGALG00000013616.6
OG0011637	Nana01764-RA	ENSGALG00000013607.6
OG0011638	Nana01765-RA	ENSGALG00000013604.7
OG0011639	Nana01522-RA	ENSGALG00000010760.7
OG0011640	Nana01524-RA	ENSGALG00000010762.3
OG0011641	Nana17165-RC, Nana17165-RB, Nana17165-RA	ENSGALG00000010768.6
OG0011642	Nana01535-RA	ENSGALG00000055021.1
OG0011643	Nana01556-RA	ENSGALG00000014464.6
OG0011644	Nana01565-RA	ENSGALG00000031763.2
OG0011645	Nana01567-RA	ENSGALG00000040000.2
OG0011646	Nana01569-RA	ENSGALG00000042079.3
OG0011647	Nana01586-RA	ENSGALG00000011000.6
OG0011648	Nana01592-RA	ENSGALG00000011005.5
OG0011649	Nana01596-RA	ENSGALG00000053073.1
OG0011650	Nana01601-RA	ENSGALG00000037506.2
OG0011651	Nana01605-RA, Nana01606-RA	ENSGALG00000039349.2
OG0011652	Nana01607-RA	ENSGALG00000037177.3
OG0011653	Nana01609-RA	ENSGALG00000011065.6
OG0011654	Nana01610-RA	ENSGALG00000043280.2
OG0011655	Nana01617-RA	ENSGALG00000011091.6
OG0011656	Nana01618-RA, Nana01618-RB	ENSGALG00000011096.6
OG0011657	Nana01620-RA	ENSGALG00000011101.6
OG0011658	Nana01625-RA	ENSGALG00000011114.6
OG0011659	Nana01626-RA	ENSGALG00000011117.6
OG0011660	Nana01628-RA	ENSGALG00000011136.6
OG0011661	Nana01631-RA	ENSGALG00000011155.6
OG0011662	Nana01635-RA	ENSGALG00000044278.2
OG0011663	Nana01639-RA	ENSGALG00000011174.6
OG0011664	Nana07501-RA	ENSGALG00000037735.2
OG0011665	Nana12286-RA	ENSGALG00000027389.3
OG0011666	Nana01389-RA	ENSGALG00000010285.6
OG0011667	Nana01372-RA	ENSGALG00000010165.6
OG0011668	Nana01368-RA	ENSGALG00000023256.4
OG0011669	Nana01367-RA	ENSGALG00000010149.6
OG0011670	Nana01351-RA	ENSGALG00000010131.6
OG0011671	Nana01350-RA	ENSGALG00000010127.7
OG0011672	Nana01400-RA	ENSGALG00000027871.4
OG0011673	Nana01404-RA	ENSGALG00000010349.7
OG0011674	Nana01420-RA	ENSGALG00000010448.7
OG0011675	Nana01431-RA	ENSGALG00000010551.6
OG0011676	Nana01434-RA	ENSGALG00000010554.6
OG0011677	Nana01446-RA	ENSGALG00000010571.6
OG0011678	Nana01448-RA	ENSGALG00000010583.6
OG0011679	Nana01477-RA	ENSGALG00000010609.7
OG0011680	Nana01479-RA	ENSGALG00000032440.3
OG0011681	Nana01480-RA	ENSGALG00000010618.4
OG0011682	Nana01480-RB	ENSGALG00000010620.7
OG0011683	Nana01483-RA	ENSGALG00000010625.6
OG0011684	Nana01053-RA	ENSGALG00000042511.3
OG0011685	Nana01062-RA	ENSGALG00000009909.3
OG0011686	Nana01065-RA	ENSGALG00000009896.6
OG0011687	Nana01069-RA	ENSGALG00000009884.6
OG0011688	Nana01101-RA	ENSGALG00000009843.6
OG0011689	Nana01104-RA	ENSGALG00000009837.5
OG0011690	Nana01107-RA	ENSGALG00000009822.7
OG0011691	Nana01108-RA	ENSGALG00000009821.6
OG0011692	Nana01112-RA	ENSGALG00000009814.5
OG0011693	Nana01116-RA	ENSGALG00000009802.7
OG0011694	Nana01125-RA	ENSGALG00000009791.6
OG0011695	Nana01128-RA	ENSGALG00000009784.6
OG0011696	Nana00318-RA	ENSGALG00000009615.7
OG0011697	Nana01164-RA	ENSGALG00000009612.6
OG0011698	Nana01176-RA	ENSGALG00000026727.4
OG0011699	Nana01218-RA	ENSGALG00000009413.6
OG0011700	Nana01226-RA	ENSGALG00000054469.1
OG0011701	Nana01231-RA	ENSGALG00000009388.7
OG0011702	Nana01234-RA	ENSGALG00000042816.2
OG0011704	Nana03462-RA	ENSGALG00000010931.2
OG0011705	Nana01347-RA	ENSGALG00000028573.3
OG0011706	Nana01346-RA	ENSGALG00000034077.2
OG0011707	Nana01343-RA	ENSGALG00000020049.5
OG0011708	Nana01341-RA	ENSGALG00000010057.6
OG0011709	Nana01330-RA	ENSGALG00000010050.6
OG0011710	Nana01309-RA	ENSGALG00000008998.6
OG0011711	Nana01308-RA	ENSGALG00000009007.7
OG0011712	Nana01307-RA	ENSGALG00000009024.6
OG0011713	Nana01298-RA	ENSGALG00000009052.3
OG0011714	Nana01285-RA	ENSGALG00000008701.5
OG0011715	Nana01273-RA	ENSGALG00000009233.6
OG0011716	Nana01272-RA	ENSGALG00000009246.4
OG0011717	Nana01268-RA	ENSGALG00000009253.6
OG0011718	Nana01259-RA	ENSGALG00000009305.6
OG0011719	Nana01246-RA	ENSGALG00000030269.3
OG0011720	Nana01243-RA	ENSGALG00000009322.6
OG0011722	Nana00925-RA	ENSGALG00000039720.2
OG0011723	Nana00924-RA	ENSGALG00000039450.2
OG0011724	Nana00921-RA	ENSGALG00000041558.3
OG0011725	Nana00920-RA	ENSGALG00000013821.5
OG0011726	Nana00917-RA	ENSGALG00000008504.7
OG0011727	Nana00916-RA	ENSGALG00000037289.2
OG0011728	Nana00913-RA	ENSGALG00000008538.7
OG0011729	Nana00912-RA	ENSGALG00000008525.6
OG0011730	Nana00909-RA	ENSGALG00000037576.2
OG0011731	Nana00906-RA	ENSGALG00000008651.7
OG0011732	Nana00903-RA	ENSGALG00000008962.6
OG0011733	Nana00902-RA	ENSGALG00000008960.6
OG0011734	Nana00900-RA	ENSGALG00000008957.6
OG0011735	Nana00858-RA	ENSGALG00000031265.2
OG0011736	Nana00856-RA	ENSGALG00000043587.2
OG0011737	Nana00851-RA	ENSGALG00000037901.3
OG0011738	Nana00849-RA	ENSGALG00000043080.3
OG0011739	Nana00843-RA	ENSGALG00000030022.3
OG0011740	Nana00839-RA	ENSGALG00000034048.2
OG0011741	Nana00835-RA	ENSGALG00000007853.6
OG0011743	Nana00892-RA	ENSGALG00000026747.3
OG0011744	Nana00891-RA	ENSGALG00000009100.4
OG0011745	Nana00877-RA	ENSGALG00000008182.7
OG0011746	Nana00874-RA	ENSGALG00000008163.6
OG0011751	Nana14575-RA, Nana14574-RA	ENSGALG00000010857.6
OG0011752	Nana36071-RB, Nana36071-RA	ENSGALG00000054117.1
OG0011754	Nana00129-RA	ENSGALG00000004492.6
OG0011755	Nana00378-RA	ENSGALG00000005707.7
OG0011756	Nana22957-RA, Nana22956-RA, Nana22751-RA	ENSGALG00000000251.2
OG0011757	Nana14993-RA	ENSGALG00000002207.7
OG0011759	Nana37043-RA	ENSGALG00000040773.2
OG0011760	Nana33245-RA, Nana33245-RB	ENSGALG00000006045.6
OG0011761	Nana00474-RA	ENSGALG00000001833.4
OG0011762	Nana32520-RA	ENSGALG00000009192.6
OG0011763	Nana10319-RA	ENSGALG00000041924.2
OG0011764	Nana00471-RA	ENSGALG00000001844.7
OG0011765	Nana08967-RA	ENSGALG00000040802.3
OG0011766	Nana00468-RA	ENSGALG00000001852.7
OG0011767	Nana28035-RB	ENSGALG00000046740.1
OG0011768	Nana34474-RA	ENSGALG00000004070.6
OG0011770	Nana35493-RA	ENSGALG00000006921.7
OG0011771	Nana00522-RA	ENSGALG00000001926.6
OG0011772	Nana35490-RB, Nana35490-RA	ENSGALG00000006934.6
OG0011773	Nana04014-RA	ENSGALG00000032249.2
OG0011774	Nana37512-RB	ENSGALG00000043318.2
OG0011775	Nana34576-RA	ENSGALG00000035113.2
OG0011776	Nana08439-RA	ENSGALG00000005001.7
OG0011777	Nana35488-RA	ENSGALG00000006942.5
OG0011778	Nana35486-RA, Nana35485-RA	ENSGALG00000006950.6
OG0011780	Nana00282-RA	ENSGALG00000005403.4
OG0011781	Nana00279-RA	ENSGALG00000023554.4
OG0011782	Nana06015-RA	ENSGALG00000003778.5
OG0011783	Nana32299-RA	ENSGALG00000006808.6
OG0011784	Nana36780-RA	ENSGALG00000044151.2
OG0011785	Nana20760-RA, Nana37629-RA	ENSGALG00000052986.1
OG0011787	Nana29067-RA	ENSGALG00000021271.5
OG0011789	Nana36784-RA, Nana36784-RB	ENSGALG00000028167.4
OG0011790	Nana33779-RA	ENSGALG00000053053.1
OG0011791	Nana35610-RB, Nana35610-RA	ENSGALG00000052515.1
OG0011792	Nana34618-RA	ENSGALG00000034737.2
OG0011795	Nana35840-RB	ENSGALG00000000764.7
OG0011797	Nana35686-RA	ENSGALG00000053058.1
OG0011800	Nana35700-RA	ENSGALG00000052506.1
OG0011801	Nana39266-RA	ENSGALG00000005824.6
OG0011802	Nana21861-RA	ENSGALG00000027234.4
OG0011804	Nana23090-RA	ENSGALG00000019716.5
OG0011806	Nana39176-RA	ENSGALG00000049138.1
OG0011807	Nana27266-RA	ENSGALG00000041604.2
OG0011809	Nana01629-RA	ENSGALG00000026600.3
OG0011810	Nana34611-RA	ENSGALG00000036502.2
OG0011812	Nana06525-RB, Nana06525-RA	ENSGALG00000000377.6
OG0011813	Nana06089-RB, Nana06089-RA	ENSGALG00000034615.2
OG0011814	Nana34143-RA	ENSGALG00000006757.6
OG0011815	Nana06238-RA	ENSGALG00000042900.2
OG0011817	Nana00562-RA	ENSGALG00000002598.7
OG0011821	Nana36565-RA	ENSGALG00000026424.4
OG0011822	Nana38736-RA	ENSGALG00000050005.1
OG0011823	Nana38735-RA	ENSGALG00000050001.1
OG0011824	Nana36584-RA	ENSGALG00000027734.4
OG0011828	Nana35574-RC	ENSGALG00000032690.3
OG0011829	Nana06521-RA	ENSGALG00000000619.6
OG0011830	Nana36355-RA	ENSGALG00000051412.1
OG0011831	Nana33624-RF	ENSGALG00000045045.2
OG0011832	Nana06608-RA	ENSGALG00000049538.1
OG0011834	Nana18201-RA	ENSGALG00000010638.6
OG0011837	Nana17975-RA	ENSGALG00000037094.2
OG0011840	Nana32949-RA	ENSGALG00000003046.6
OG0011841	Nana00570-RA	ENSGALG00000002463.6
OG0011843	Nana05415-RA	ENSGALG00000031238.3
OG0011845	Nana35663-RA	ENSGALG00000013234.7
OG0011848	Nana39293-RA, Nana39293-RB	ENSGALG00000033569.3
OG0011849	Nana37186-RA, Nana37188-RA	ENSGALG00000004574.6
OG0011852	Nana15285-RC, Nana15285-RB	ENSGALG00000021074.6
OG0011854	Nana35779-RB	ENSGALG00000054971.1, ENSGALG00000051056.1
OG0011858	Nana35749-RB, Nana35749-RA	ENSGALG00000007585.6
OG0011859	Nana06054-RA	ENSGALG00000021692.5
OG0011860	Nana00634-RA, Nana00634-RB	ENSGALG00000006034.6
OG0011861	Nana37194-RC, Nana37194-RB, Nana37194-RA	ENSGALG00000044581.2
OG0011862	Nana12610-RA	ENSGALG00000032061.2
OG0011863	Nana04963-RA	ENSGALG00000020449.5
OG0011864	Nana16723-RA	ENSGALG00000051919.1
OG0011865	Nana00723-RA	ENSGALG00000030929.2
OG0011867	Nana34707-RD, Nana34707-RA	ENSGALG00000026086.4
OG0011868	Nana30082-RA	ENSGALG00000001003.6
OG0011869	Nana36824-RA	ENSGALG00000053552.1
OG0011871	Nana14325-RC, Nana14325-RB	ENSGALG00000000401.6
OG0011872	Nana06347-RA	ENSGALG00000026780.4
OG0011873	Nana00139-RA	ENSGALG00000004613.4
OG0011874	Nana22783-RA	ENSGALG00000028608.2
OG0011876	Nana01997-RA	ENSGALG00000027454.3
OG0011877	Nana37636-RA, Nana37636-RB	ENSGALG00000032832.2
OG0011878	Nana32429-RA	ENSGALG00000008867.5
OG0011879	Nana35909-RA	ENSGALG00000047273.1
OG0011880	Nana06041-RA	ENSGALG00000003572.6
OG0011882	Nana22530-RA	ENSGALG00000042773.3
OG0011883	Nana21106-RB, Nana21106-RA	ENSGALG00000039120.3
OG0011884	Nana36858-RA	ENSGALG00000003941.6
OG0011885	Nana37270-RC, Nana37270-RA, Nana37270-RB	ENSGALG00000035352.2
OG0011886	Nana29836-RA	ENSGALG00000003408.3
OG0011887	Nana09717-RA, Nana09717-RB	ENSGALG00000036659.2
OG0011890	Nana24266-RA	ENSGALG00000036955.2
OG0011891	Nana32972-RA	ENSGALG00000034982.2
OG0011892	Nana04172-RA	ENSGALG00000040632.2
OG0011893	Nana16661-RA	ENSGALG00000037695.2
OG0011895	Nana20210-RA	ENSGALG00000026187.3
OG0011898	Nana00676-RB, Nana00676-RA	ENSGALG00000033203.3
OG0011899	Nana14401-RA	ENSGALG00000023348.4
OG0011900	Nana00682-RB, Nana00682-RA	ENSGALG00000050178.1
OG0011901	Nana22426-RA, Nana20057-RA	ENSGALG00000031071.2
OG0011902	Nana12454-RA	ENSGALG00000017411.6
OG0011903	Nana26194-RA	ENSGALG00000016822.5
OG0011904	Nana17819-RA	ENSGALG00000004248.6, ENSGALG00000010596.6
OG0011907	Nana34715-RA, Nana34715-RB	ENSGALG00000035049.3
OG0011908	Nana30172-RA	ENSGALG00000028149.3
OG0011909	Nana12143-RA	ENSGALG00000027140.3
OG0011910	Nana06308-RA, Nana06308-RB	ENSGALG00000009703.6
OG0011911	Nana06272-RA	ENSGALG00000003161.4
OG0011912	Nana30188-RA	ENSGALG00000035317.2
OG0011914	Nana29016-RA	ENSGALG00000007114.7
OG0011916	Nana17324-RA	ENSGALG00000047323.1
OG0011917	Nana38777-RA	ENSGALG00000034573.2
OG0011918	Nana16468-RA	ENSGALG00000040097.2
OG0011920	Nana17308-RA, Nana17309-RA	ENSGALG00000016086.7
OG0011921	Nana06204-RA, Nana06204-RB	ENSGALG00000000812.6
OG0011922	Nana19523-RA	ENSGALG00000009738.6
OG0011923	Nana06734-RA	ENSGALG00000020582.6
OG0011925	Nana06280-RA, Nana06279-RA	ENSGALG00000003304.6
OG0011926	Nana06273-RA, Nana06273-RB	ENSGALG00000003220.6
OG0011929	Nana36371-RA, Nana36371-RB	ENSGALG00000054703.1
OG0011930	Nana06267-RB, Nana06267-RA	ENSGALG00000003130.7
OG0011931	Nana03671-RA	ENSGALG00000011502.6, ENSGALG00000054339.1
OG0011932	Nana06259-RA, Nana06259-RB	ENSGALG00000002621.6
OG0011933	Nana06258-RB, Nana06258-RA	ENSGALG00000025809.3
OG0011934	Nana06251-RB, Nana06251-RA	ENSGALG00000037261.3
OG0011936	Nana06142-RA	ENSGALG00000017524.4
OG0011938	Nana30289-RB, Nana30289-RA	ENSGALG00000000678.5
OG0011939	Nana00560-RA, Nana00560-RB	ENSGALG00000002618.5
OG0011940	Nana00564-RA	ENSGALG00000002576.7, ENSGALG00000002558.5
OG0011941	Nana34677-RB, Nana34677-RA	ENSGALG00000005695.7
OG0011942	Nana38282-RA	ENSGALG00000053468.1
OG0011943	Nana28845-RA	ENSGALG00000044805.2
OG0011944	Nana35703-RA	ENSGALG00000046965.1
OG0011986	Nana36969-RA	ENSGALG00000008623.7
OG0011987	Nana05901-RA	ENSGALG00000012220.6
OG0011988	Nana32057-RA	ENSGALG00000007594.5
OG0011989	Nana03367-RA	ENSGALG00000032039.3
OG0011994	Nana13256-RA	ENSGALG00000006211.6
OG0012000	Nana36732-RA	ENSGALG00000030255.2
OG0012001	Nana36079-RA	ENSGALG00000054017.1
OG0012003	Nana32720-RA	ENSGALG00000004832.6
OG0012006	Nana34056-RA	ENSGALG00000009229.6
OG0012007	Nana03228-RA	ENSGALG00000007944.5
OG0012008	Nana03229-RA	ENSGALG00000007924.2
OG0012009	Nana29876-RA, Nana29876-RC, Nana29876-RB	ENSGALG00000003313.6
OG0012012	Nana29839-RA	ENSGALG00000053648.1
OG0012017	Nana12884-RA	ENSGALG00000002412.6
OG0012018	Nana03213-RA	ENSGALG00000036160.2
OG0012022	Nana31819-RA	ENSGALG00000000528.6
OG0012024	Nana33603-RA	ENSGALG00000033557.2
OG0012027	Nana17524-RA	ENSGALG00000030118.2
OG0012028	Nana29758-RA	ENSGALG00000022440.4
OG0012029	Nana22172-RA	ENSGALG00000034585.3
OG0012035	Nana34359-RA	ENSGALG00000040770.2
OG0012038	Nana31763-RA	ENSGALG00000028465.3
OG0012044	Nana15635-RA	ENSGALG00000012952.4
OG0012045	Nana34408-RA	ENSGALG00000004358.7
OG0012053	Nana31378-RA	ENSGALG00000004853.6
OG0012054	Nana19304-RA	ENSGALG00000006352.6
OG0012055	Nana19301-RA	ENSGALG00000006351.5
OG0012060	Nana30019-RA	ENSGALG00000003986.6
OG0012061	Nana28843-RA	ENSGALG00000006758.7
OG0012063	Nana04760-RC	ENSGALG00000007625.6
OG0012064	Nana37504-RA	ENSGALG00000002527.5
OG0012070	Nana37243-RA	ENSGALG00000028437.4
OG0012078	Nana34541-RA	ENSGALG00000005087.7
OG0012079	Nana36721-RB	ENSGALG00000048159.1
OG0012080	Nana37015-RA	ENSGALG00000000934.6
OG0012083	Nana31793-RA	ENSGALG00000054988.1
OG0012089	Nana22708-RA	ENSGALG00000041764.2
OG0012091	Nana22709-RA	ENSGALG00000038771.3
OG0012092	Nana06008-RA	ENSGALG00000003914.6
OG0012093	Nana00796-RA	ENSGALG00000016651.7
OG0012100	Nana36142-RA	ENSGALG00000014638.6
OG0012106	Nana10570-RA	ENSGALG00000047515.1
OG0012110	Nana06198-RA	ENSGALG00000000835.5
OG0012120	Nana25508-RA	ENSGALG00000017321.5
OG0012123	Nana16847-RA	ENSGALG00000043827.2
OG0012133	Nana33434-RA	ENSGALG00000007365.8
OG0012136	Nana04666-RA	ENSGALG00000023904.4
OG0012137	Nana31075-RA	ENSGALG00000047514.1
OG0012141	Nana06307-RA	ENSGALG00000040182.3
OG0012142	Nana25536-RA	ENSGALG00000017302.6
OG0012146	Nana12839-RA	ENSGALG00000001900.6
OG0012147	Nana32157-RA	ENSGALG00000004107.6
OG0012149	Nana32156-RA	ENSGALG00000004111.2
OG0012152	Nana32235-RA	ENSGALG00000005077.6
OG0012153	Nana27183-RA	ENSGALG00000029583.2
OG0012154	Nana25446-RA	ENSGALG00000017262.7
OG0012156	Nana19423-RA	ENSGALG00000007007.7
OG0012161	Nana09807-RA	ENSGALG00000004215.7
OG0012166	Nana39367-RA	ENSGALG00000006467.7
OG0012167	Nana08030-RA	ENSGALG00000007315.6
OG0012173	Nana34232-RB, Nana34232-RA	ENSGALG00000007030.6
OG0012174	Nana08403-RA	ENSGALG00000005249.6
OG0012176	Nana37118-RA	ENSGALG00000021520.5
OG0012177	Nana00738-RA	ENSGALG00000042705.2
OG0012181	Nana26093-RA	ENSGALG00000016774.6
OG0012193	Nana26697-RA	ENSGALG00000035650.3
OG0012200	Nana26683-RA	ENSGALG00000038433.2
OG0012201	Nana23931-RA	ENSGALG00000027742.3
OG0012204	Nana28126-RA	ENSGALG00000039206.2
OG0012207	Nana36068-RA	ENSGALG00000041435.2
OG0012208	Nana01818-RA	ENSGALG00000038782.2
OG0012210	Nana01914-RA	ENSGALG00000013861.6
OG0012213	Nana36713-RA	ENSGALG00000045901.2
OG0012219	Nana15358-RA	ENSGALG00000002960.7
OG0012235	Nana39004-RA	ENSGALG00000053914.1
OG0012236	Nana09843-RA	ENSGALG00000003911.5
OG0012238	Nana09849-RA	ENSGALG00000026225.4
OG0012239	Nana01965-RA	ENSGALG00000013995.5
OG0012241	Nana25685-RA	ENSGALG00000029731.2
OG0012242	Nana37258-RI	ENSGALG00000010079.6
OG0012245	Nana30207-RA, Nana30209-RA	ENSGALG00000024318.4
OG0012246	Nana33232-RA	ENSGALG00000006008.6
OG0012247	Nana12904-RA	ENSGALG00000002452.6
OG0012248	Nana30143-RA	ENSGALG00000030706.2
