Orthogroup	N_naja.pep	P_troglodytes.pep
OG0009489	Nana17852-RA	ENSPTRG00000016352.5
OG0009490	Nana28852-RA	ENSPTRG00000004375.7
OG0009491	Nana21044-RA	ENSPTRG00000014867.6
OG0009492	Nana02204-RA	ENSPTRG00000052137.1
OG0009493	Nana15275-RA	ENSPTRG00000001597.5
OG0009494	Nana28854-RA	ENSPTRG00000004374.6
OG0009495	Nana27517-RA	ENSPTRG00000004525.5
OG0009496	Nana01648-RA	ENSPTRG00000029334.3
OG0009497	Nana16109-RA	ENSPTRG00000009858.7
OG0009498	Nana33079-RA	ENSPTRG00000041536.2
OG0009499	Nana06128-RA	ENSPTRG00000010272.7
OG0009500	Nana17843-RA	ENSPTRG00000016346.4
OG0009501	Nana31658-RA	ENSPTRG00000008422.5
OG0009502	Nana20695-RA	ENSPTRG00000015666.6
OG0009503	Nana20691-RA	ENSPTRG00000015663.4
OG0009504	Nana04464-RA	ENSPTRG00000003384.6
OG0009505	Nana37564-RA	ENSPTRG00000000224.4
OG0009506	Nana33754-RA	ENSPTRG00000007882.7
OG0009507	Nana27775-RA	ENSPTRG00000019705.7
OG0009508	Nana34723-RA	ENSPTRG00000005425.6
OG0009509	Nana15265-RA	ENSPTRG00000001697.6
OG0009510	Nana04472-RA	ENSPTRG00000003328.6
OG0009511	Nana21452-RA	ENSPTRG00000019378.3
OG0009512	Nana15262-RA	ENSPTRG00000001700.5
OG0009513	Nana04496-RA	ENSPTRG00000003331.6
OG0009514	Nana06627-RA	ENSPTRG00000010665.5
OG0009515	Nana15261-RA	ENSPTRG00000001701.7
OG0009516	Nana09963-RA	ENSPTRG00000009431.3
OG0009518	Nana36740-RA	ENSPTRG00000021578.6
OG0009519	Nana35958-RB, Nana35958-RA	ENSPTRG00000003807.6
OG0009520	Nana09959-RA	ENSPTRG00000047881.1, ENSPTRG00000009433.4
OG0009521	Nana29069-RA	ENSPTRG00000004333.4
OG0009522	Nana27822-RB	ENSPTRG00000028390.4
OG0009523	Nana02731-RA	ENSPTRG00000013230.5
OG0009524	Nana36043-RA	ENSPTRG00000001410.4
OG0009526	Nana05922-RA	ENSPTRG00000006354.3
OG0009528	Nana04142-RA	ENSPTRG00000003721.5
OG0009529	Nana01048-RA	ENSPTRG00000011863.6
OG0009530	Nana36977-RA	ENSPTRG00000021368.6
OG0009531	Nana35820-RA	ENSPTRG00000003860.6
OG0009532	Nana05925-RA	ENSPTRG00000006357.7
OG0009533	Nana22212-RA	ENSPTRG00000014832.3
OG0009534	Nana22215-RA	ENSPTRG00000014831.5
OG0009535	Nana35813-RA	ENSPTRG00000003865.4
OG0009536	Nana06152-RA	ENSPTRG00000010261.7
OG0009537	Nana33959-RA	ENSPTRG00000002628.6
OG0009538	Nana33048-RA	ENSPTRG00000007255.6
OG0009539	Nana09000-RA	ENSPTRG00000017372.6
OG0009540	Nana33958-RA	ENSPTRG00000002630.4
OG0009541	Nana15255-RA	ENSPTRG00000001707.6
OG0009542	Nana33050-RC, Nana33050-RB	ENSPTRG00000007253.6
OG0009543	Nana20664-RA	ENSPTRG00000015651.6
OG0009544	Nana15253-RA	ENSPTRG00000001709.6
OG0009545	Nana11430-RB, Nana11430-RA	ENSPTRG00000020844.6
OG0009546	Nana27449-RA	ENSPTRG00000050632.1
OG0009547	Nana20663-RA	ENSPTRG00000015650.2
OG0009548	Nana30641-RA, Nana30641-RB	ENSPTRG00000011038.3
OG0009549	Nana21437-RA	ENSPTRG00000051323.1, ENSPTRG00000041391.2
OG0009550	Nana34176-RA	ENSPTRG00000007838.5
OG0009551	Nana11427-RA	ENSPTRG00000020846.4
OG0009553	Nana34030-RA	ENSPTRG00000011330.4
OG0009554	Nana05724-RA	ENSPTRG00000006757.6
OG0009555	Nana11423-RA	ENSPTRG00000021249.4
OG0009556	Nana32585-RA	ENSPTRG00000022314.3
OG0009557	Nana15249-RA	ENSPTRG00000001711.6
OG0009558	Nana16297-RA	ENSPTRG00000020235.4
OG0009559	Nana00230-RA	ENSPTRG00000009491.4
OG0009560	Nana00529-RC	ENSPTRG00000048461.1, ENSPTRG00000019315.6
OG0009561	Nana04945-RA	ENSPTRG00000006480.6
OG0009562	Nana14981-RA	ENSPTRG00000001039.6
OG0009563	Nana08998-RA	ENSPTRG00000017369.6
OG0009564	Nana08994-RA	ENSPTRG00000028540.2
OG0009565	Nana16289-RA	ENSPTRG00000020230.5
OG0009566	Nana00484-RA, Nana00482-RA	ENSPTRG00000019531.7
OG0009567	Nana23653-RA	ENSPTRG00000011232.5
OG0009568	Nana08992-RB, Nana08992-RA	ENSPTRG00000017368.7
OG0009569	Nana09922-RA	ENSPTRG00000004907.6
OG0009570	Nana28226-RA	ENSPTRG00000020066.6
OG0009571	Nana09920-RA	ENSPTRG00000004906.5
OG0009572	Nana23651-RA	ENSPTRG00000011229.6
OG0009573	Nana05916-RA	ENSPTRG00000006347.5
OG0009574	Nana04951-RA	ENSPTRG00000006483.6
OG0009575	Nana09913-RA	ENSPTRG00000004903.4
OG0009576	Nana32167-RA	ENSPTRG00000049359.1
OG0009577	Nana15766-RA	ENSPTRG00000033938.3
OG0009578	Nana00612-RA	ENSPTRG00000019273.6
OG0009579	Nana16287-RA	ENSPTRG00000020229.5
OG0009580	Nana04952-RA	ENSPTRG00000006485.6
OG0009582	Nana05720-RB, Nana05720-RA	ENSPTRG00000006753.5
OG0009583	Nana14974-RA	ENSPTRG00000001034.5
OG0009584	Nana04955-RA	ENSPTRG00000006487.5
OG0009585	Nana08534-RA	ENSPTRG00000014997.5
OG0009586	Nana15364-RA	ENSPTRG00000001188.7
OG0009587	Nana16680-RA	ENSPTRG00000020472.5
OG0009588	Nana21595-RA	ENSPTRG00000019402.5
OG0009589	Nana33733-RA	ENSPTRG00000007912.6
OG0009590	Nana14972-RB, Nana14972-RA	ENSPTRG00000001032.6
OG0009591	Nana16286-RA	ENSPTRG00000020227.5
OG0009592	Nana33728-RA	ENSPTRG00000052817.1
OG0009593	Nana31775-RB	ENSPTRG00000008466.5
OG0009594	Nana08532-RA	ENSPTRG00000014996.6
OG0009595	Nana21596-RA	ENSPTRG00000019403.6
OG0009596	Nana31774-RA	ENSPTRG00000008465.5
OG0009597	Nana00495-RA	ENSPTRG00000011711.4
OG0009598	Nana33725-RA	ENSPTRG00000007655.6
OG0009599	Nana16677-RA	ENSPTRG00000020469.6
OG0009600	Nana34753-RA	ENSPTRG00000029538.4
OG0009601	Nana15224-RA	ENSPTRG00000001717.6
OG0009602	Nana05708-RA	ENSPTRG00000006748.5
OG0009603	Nana09905-RA	ENSPTRG00000045260.1
OG0009604	Nana20651-RA	ENSPTRG00000015641.5
OG0009605	Nana04165-RA	ENSPTRG00000003738.5
OG0009607	Nana00119-RA	ENSPTRG00000008947.5
OG0009608	Nana15551-RA	ENSPTRG00000033811.3
OG0009609	Nana15218-RA	ENSPTRG00000001722.7
OG0009610	Nana15552-RA	ENSPTRG00000016713.4
OG0009611	Nana00497-RA	ENSPTRG00000008628.6
OG0009612	Nana15553-RA, Nana15553-RB	ENSPTRG00000016711.6
OG0009613	Nana04168-RA	ENSPTRG00000003740.5
OG0009614	Nana33722-RA	ENSPTRG00000007587.5
OG0009615	Nana20617-RA	ENSPTRG00000015634.6
OG0009616	Nana39364-RA	ENSPTRG00000008952.6
OG0009617	Nana15217-RA	ENSPTRG00000001725.5
OG0009618	Nana23744-RB, Nana23744-RA	ENSPTRG00000009516.4
OG0009619	Nana15371-RA	ENSPTRG00000001618.7
OG0009620	Nana05706-RA	ENSPTRG00000006746.6
OG0009621	Nana23743-RA	ENSPTRG00000004424.6
OG0009622	Nana15215-RA	ENSPTRG00000001727.6
OG0009623	Nana04174-RA	ENSPTRG00000051448.1
OG0009624	Nana27641-RA, Nana27641-RB	ENSPTRG00000004768.5
OG0009625	Nana32701-RA	ENSPTRG00000021908.4
OG0009626	Nana23630-RA	ENSPTRG00000011237.4
OG0009627	Nana04176-RA	ENSPTRG00000003745.4
OG0009628	Nana16270-RA	ENSPTRG00000009962.5
OG0009629	Nana15214-RA	ENSPTRG00000001726.7
OG0009630	Nana05697-RA	ENSPTRG00000006743.2
OG0009631	Nana20614-RA	ENSPTRG00000015631.5
OG0009632	Nana16264-RA	ENSPTRG00000009961.6
OG0009633	Nana15210-RA	ENSPTRG00000001728.6
OG0009634	Nana20610-RA	ENSPTRG00000015630.4
OG0009635	Nana05696-RA	ENSPTRG00000024401.5
OG0009636	Nana15209-RA	ENSPTRG00000001729.7
OG0009637	Nana15370-RA	ENSPTRG00000001621.4
OG0009638	Nana09897-RA	ENSPTRG00000005063.4
OG0009639	Nana15208-RA	ENSPTRG00000001731.7
OG0009640	Nana16256-RA	ENSPTRG00000009958.5
OG0009641	Nana34746-RA	ENSPTRG00000049069.1
OG0009642	Nana34336-RA	ENSPTRG00000019451.4
OG0009643	Nana15372-RA	ENSPTRG00000001617.7
OG0009644	Nana20609-RA	ENSPTRG00000015629.6
OG0009645	Nana09892-RA	ENSPTRG00000005066.6
OG0009646	Nana04181-RA	ENSPTRG00000003749.6
OG0009647	Nana27602-RA, Nana27602-RB	ENSPTRG00000004757.6
OG0009648	Nana34334-RA	ENSPTRG00000019453.6
OG0009649	Nana09890-RA	ENSPTRG00000005067.6
OG0009650	Nana20601-RA	ENSPTRG00000015626.7
OG0009651	Nana09888-RA	ENSPTRG00000005068.4
OG0009652	Nana38394-RA	ENSPTRG00000008956.6
OG0009653	Nana15284-RA	ENSPTRG00000013194.4
OG0009654	Nana16249-RA	ENSPTRG00000046125.1
OG0009655	Nana38467-RA	ENSPTRG00000008959.5
OG0009656	Nana23624-RA	ENSPTRG00000011485.7
OG0009657	Nana16247-RA	ENSPTRG00000009950.6
OG0009658	Nana23719-RA, Nana23719-RC	ENSPTRG00000011522.4
OG0009659	Nana16245-RA	ENSPTRG00000009948.6
OG0009660	Nana09884-RA	ENSPTRG00000005073.6
OG0009661	Nana09882-RA	ENSPTRG00000005074.4
OG0009662	Nana21611-RA	ENSPTRG00000019410.6
OG0009663	Nana00122-RA	ENSPTRG00000008960.6
OG0009664	Nana15301-RA	ENSPTRG00000001666.6
OG0009665	Nana20589-RA	ENSPTRG00000015619.5
OG0009666	Nana21612-RA	ENSPTRG00000019411.6
OG0009667	Nana09875-RA	ENSPTRG00000005076.5
OG0009668	Nana21619-RA	ENSPTRG00000047956.1
OG0009669	Nana04200-RA	ENSPTRG00000003753.6
OG0009670	Nana21625-RA	ENSPTRG00000019420.6
OG0009671	Nana20578-RA	ENSPTRG00000049957.1
OG0009672	Nana04203-RA	ENSPTRG00000003756.6
OG0009673	Nana20574-RB	ENSPTRG00000015611.4
OG0009675	Nana15399-RA	ENSPTRG00000013282.5
OG0009676	Nana20571-RA	ENSPTRG00000015610.4
OG0009677	Nana20569-RA	ENSPTRG00000015608.6
OG0009678	Nana20568-RA	ENSPTRG00000015607.6
OG0009679	Nana10460-RA	ENSPTRG00000010745.6
OG0009680	Nana10458-RB, Nana10458-RC	ENSPTRG00000010744.4
OG0009681	Nana10458-RA	ENSPTRG00000013464.7
OG0009682	Nana15386-RA	ENSPTRG00000040496.2
OG0009683	Nana21643-RA	ENSPTRG00000019426.3
OG0009684	Nana27594-RB, Nana27594-RA	ENSPTRG00000004748.5
OG0009685	Nana10457-RA	ENSPTRG00000010673.6
OG0009686	Nana10455-RA	ENSPTRG00000010747.5
OG0009687	Nana35177-RA	ENSPTRG00000014092.4
OG0009688	Nana15408-RA	ENSPTRG00000017351.5
OG0009689	Nana35188-RA	ENSPTRG00000014115.3
OG0009690	Nana35193-RA	ENSPTRG00000014122.7
OG0009691	Nana20536-RA	ENSPTRG00000015599.6
OG0009692	Nana15405-RA	ENSPTRG00000017349.3
OG0009693	Nana21663-RA	ENSPTRG00000018926.6
OG0009694	Nana35194-RA	ENSPTRG00000014121.4
OG0009695	Nana21667-RA	ENSPTRG00000051077.1
OG0009696	Nana21668-RA	ENSPTRG00000018929.5
OG0009697	Nana21669-RA	ENSPTRG00000018931.7
OG0009698	Nana35201-RA	ENSPTRG00000014118.5
OG0009699	Nana20529-RA	ENSPTRG00000015595.6
OG0009700	Nana27463-RA	ENSPTRG00000004819.6
OG0009701	Nana20523-RA	ENSPTRG00000015592.4
OG0009702	Nana06284-RA	ENSPTRG00000010717.5
OG0009703	Nana30621-RA	ENSPTRG00000011045.7
OG0009704	Nana23700-RA	ENSPTRG00000011248.4
OG0009705	Nana35207-RA	ENSPTRG00000014064.6
OG0009706	Nana27465-RA	ENSPTRG00000009191.5
OG0009707	Nana27466-RA	ENSPTRG00000004816.4
OG0009708	Nana20515-RA	ENSPTRG00000044537.1
OG0009709	Nana27475-RA	ENSPTRG00000004812.5
OG0009711	Nana35216-RA	ENSPTRG00000033843.2
OG0009712	Nana23681-RA	ENSPTRG00000008762.4
OG0009713	Nana20506-RA	ENSPTRG00000015584.4
OG0009714	Nana27478-RA	ENSPTRG00000004802.6
OG0009715	Nana20505-RA	ENSPTRG00000048684.1
OG0009716	Nana23677-RA	ENSPTRG00000049040.1
OG0009717	Nana23675-RA, Nana23674-RA	ENSPTRG00000011243.5
OG0009718	Nana35934-RA	ENSPTRG00000023194.4
OG0009719	Nana21694-RA	ENSPTRG00000018945.6
OG0009720	Nana20502-RA	ENSPTRG00000033782.3
OG0009721	Nana27481-RA	ENSPTRG00000004800.6
OG0009722	Nana20501-RA	ENSPTRG00000015579.6
OG0009723	Nana21709-RA	ENSPTRG00000018951.6
OG0009724	Nana23656-RA	ENSPTRG00000048202.1
OG0009725	Nana21712-RA	ENSPTRG00000018952.6
OG0009726	Nana20480-RA	ENSPTRG00000022830.5
OG0009727	Nana21713-RA	ENSPTRG00000018953.4
OG0009728	Nana20478-RA	ENSPTRG00000015572.4
OG0009729	Nana20475-RA	ENSPTRG00000015570.6
OG0009730	Nana20476-RA	ENSPTRG00000015571.3
OG0009731	Nana21721-RA	ENSPTRG00000018957.6
OG0009732	Nana20471-RA	ENSPTRG00000043498.1
OG0009733	Nana20458-RA	ENSPTRG00000015565.3
OG0009734	Nana20452-RA	ENSPTRG00000015563.5
OG0009735	Nana20444-RA	ENSPTRG00000015561.6
OG0009736	Nana20438-RA	ENSPTRG00000048398.1
OG0009737	Nana27497-RA	ENSPTRG00000004507.7
OG0009738	Nana21740-RA	ENSPTRG00000018961.4
OG0009739	Nana21742-RA	ENSPTRG00000018962.5
OG0009740	Nana21743-RA	ENSPTRG00000018963.6
OG0009741	Nana15463-RA	ENSPTRG00000017327.4
OG0009742	Nana20432-RA	ENSPTRG00000015555.5
OG0009743	Nana20429-RA	ENSPTRG00000015553.4
OG0009744	Nana20425-RA	ENSPTRG00000015551.6
OG0009745	Nana15472-RA	ENSPTRG00000017320.5
OG0009746	Nana27511-RA	ENSPTRG00000004518.6
OG0009747	Nana15474-RA	ENSPTRG00000033999.3
OG0009748	Nana21760-RA	ENSPTRG00000018975.6
OG0009749	Nana15475-RA	ENSPTRG00000017314.6
OG0009750	Nana20419-RA	ENSPTRG00000015549.3
OG0009751	Nana20417-RA	ENSPTRG00000015548.6
OG0009752	Nana21771-RA	ENSPTRG00000018982.5
OG0009753	Nana20409-RA	ENSPTRG00000015543.5
OG0009754	Nana21773-RA	ENSPTRG00000018984.5
OG0009755	Nana20404-RA	ENSPTRG00000015540.4
OG0009756	Nana15503-RA	ENSPTRG00000015890.5
OG0009757	Nana20395-RA	ENSPTRG00000042520.2
OG0009758	Nana21788-RA	ENSPTRG00000018993.5
OG0009759	Nana15506-RA	ENSPTRG00000015893.6
OG0009760	Nana15507-RA	ENSPTRG00000015894.4
OG0009761	Nana21789-RA	ENSPTRG00000018994.6
OG0009762	Nana15509-RA	ENSPTRG00000015895.6
OG0009763	Nana21792-RB	ENSPTRG00000018995.3
OG0009764	Nana21795-RA	ENSPTRG00000018997.3
OG0009765	Nana21810-RA	ENSPTRG00000044644.1, ENSPTRG00000019000.4
OG0009766	Nana15511-RA	ENSPTRG00000013333.5
OG0009767	Nana21815-RA	ENSPTRG00000019004.5
OG0009768	Nana20379-RA	ENSPTRG00000015520.4
OG0009769	Nana21941-RA	ENSPTRG00000014686.6
OG0009770	Nana20376-RA	ENSPTRG00000015519.5
OG0009772	Nana21936-RA	ENSPTRG00000014683.6
OG0009773	Nana27525-RA	ENSPTRG00000014033.6
OG0009774	Nana15521-RA	ENSPTRG00000030609.3
OG0009775	Nana21933-RA	ENSPTRG00000014681.6
OG0009776	Nana21930-RA	ENSPTRG00000014679.3
OG0009777	Nana27530-RA	ENSPTRG00000014037.6
OG0009778	Nana15525-RA	ENSPTRG00000013306.7
OG0009779	Nana15527-RA	ENSPTRG00000046348.1
OG0009780	Nana27534-RA	ENSPTRG00000014040.6
OG0009781	Nana21907-RA	ENSPTRG00000014672.5
OG0009783	Nana20323-RA	ENSPTRG00000015492.4
OG0009784	Nana21905-RA	ENSPTRG00000030292.4
OG0009785	Nana27538-RA	ENSPTRG00000014044.6
OG0009786	Nana15531-RA	ENSPTRG00000013311.5
OG0009787	Nana15537-RA	ENSPTRG00000013318.4
OG0009788	Nana21904-RA	ENSPTRG00000014668.5
OG0009789	Nana20316-RA	ENSPTRG00000015486.5
OG0009790	Nana21899-RA	ENSPTRG00000019035.4
OG0009791	Nana21898-RA	ENSPTRG00000019034.4
OG0009792	Nana15543-RA	ENSPTRG00000016721.6
OG0009793	Nana21897-RA	ENSPTRG00000019033.5
OG0009794	Nana22084-RA	ENSPTRG00000014808.6
OG0009795	Nana22088-RA	ENSPTRG00000014806.6
OG0009796	Nana27547-RA	ENSPTRG00000019720.4
OG0009797	Nana20314-RC	ENSPTRG00000015483.7
OG0009798	Nana22091-RA	ENSPTRG00000014777.3
OG0009799	Nana15544-RA	ENSPTRG00000016720.6
OG0009800	Nana22095-RA	ENSPTRG00000019040.3
OG0009801	Nana22102-RA	ENSPTRG00000030297.5
OG0009802	Nana27552-RA	ENSPTRG00000004731.4
OG0009803	Nana22106-RA	ENSPTRG00000014662.4
OG0009804	Nana15550-RA	ENSPTRG00000016715.6
OG0009805	Nana20306-RA	ENSPTRG00000015472.4
OG0009806	Nana20305-RA	ENSPTRG00000030108.5
OG0009807	Nana20303-RA	ENSPTRG00000013007.5
OG0009808	Nana22122-RA	ENSPTRG00000015388.5
OG0009809	Nana20297-RA	ENSPTRG00000044340.1
OG0009810	Nana20294-RA	ENSPTRG00000013001.6
OG0009811	Nana27420-RA	ENSPTRG00000019762.6
OG0009812	Nana20293-RA	ENSPTRG00000013000.5
OG0009813	Nana20290-RA	ENSPTRG00000012981.3
OG0009814	Nana27425-RA	ENSPTRG00000051830.1, ENSPTRG00000019768.6
OG0009815	Nana22127-RA	ENSPTRG00000015391.3
OG0009816	Nana22150-RA	ENSPTRG00000015402.7
OG0009817	Nana22153-RA	ENSPTRG00000015404.6
OG0009818	Nana20285-RA	ENSPTRG00000012990.6
OG0009819	Nana27408-RA	ENSPTRG00000019758.6
OG0009820	Nana14943-RA	ENSPTRG00000001011.7
OG0009821	Nana27401-RA, Nana27402-RA	ENSPTRG00000019760.6
OG0009822	Nana14942-RA	ENSPTRG00000001010.3
OG0009823	Nana14940-RA	ENSPTRG00000001008.4
OG0009824	Nana14938-RA	ENSPTRG00000001004.7
OG0009825	Nana22293-RA	ENSPTRG00000014743.5
OG0009826	Nana14937-RB	ENSPTRG00000001002.6
OG0009827	Nana20264-RA	ENSPTRG00000012986.6
OG0009828	Nana22294-RA	ENSPTRG00000014745.6
OG0009829	Nana20262-RA	ENSPTRG00000012985.6
OG0009830	Nana27396-RA	ENSPTRG00000005356.6
OG0009831	Nana20258-RA	ENSPTRG00000012980.6
OG0009832	Nana20252-RA	ENSPTRG00000012977.4
OG0009833	Nana27392-RA	ENSPTRG00000005360.6
OG0009834	Nana27391-RA	ENSPTRG00000005361.7
OG0009835	Nana20251-RA	ENSPTRG00000012976.5
OG0009837	Nana27389-RA	ENSPTRG00000005364.5
OG0009838	Nana20248-RA	ENSPTRG00000012974.5
OG0009839	Nana14927-RA	ENSPTRG00000000966.6
OG0009840	Nana14926-RA	ENSPTRG00000000967.6
OG0009841	Nana27386-RA	ENSPTRG00000005368.7
OG0009842	Nana14925-RA	ENSPTRG00000000969.5
OG0009843	Nana22364-RA	ENSPTRG00000019069.6
OG0009844	Nana22374-RA	ENSPTRG00000019072.5
OG0009845	Nana14922-RA	ENSPTRG00000000971.6
OG0009846	Nana22386-RA	ENSPTRG00000019076.5
OG0009847	Nana22403-RA	ENSPTRG00000019078.5
OG0009848	Nana20216-RA	ENSPTRG00000015463.4
OG0009849	Nana20209-RA	ENSPTRG00000015461.3
OG0009850	Nana14917-RA	ENSPTRG00000023377.5
OG0009851	Nana22412-RA	ENSPTRG00000019083.6
OG0009852	Nana27381-RA	ENSPTRG00000005374.6
OG0009853	Nana20205-RA	ENSPTRG00000015459.5
OG0009854	Nana22415-RA	ENSPTRG00000019084.5
OG0009855	Nana27380-RA	ENSPTRG00000005375.5
OG0009857	Nana27375-RA	ENSPTRG00000044821.1
OG0009858	Nana14916-RA	ENSPTRG00000000975.5
OG0009859	Nana22430-RA	ENSPTRG00000019092.5
OG0009860	Nana27373-RA	ENSPTRG00000005381.5
OG0009861	Nana22434-RA	ENSPTRG00000019093.6
OG0009862	Nana22443-RA	ENSPTRG00000019102.6
OG0009863	Nana27370-RA	ENSPTRG00000005384.5
OG0009864	Nana14914-RA	ENSPTRG00000000977.7
OG0009865	Nana22444-RA	ENSPTRG00000019104.6
OG0009866	Nana20166-RA	ENSPTRG00000045317.1
OG0009867	Nana14912-RA	ENSPTRG00000000979.6
OG0009868	Nana27367-RA	ENSPTRG00000005387.6
OG0009869	Nana20165-RA	ENSPTRG00000013105.5
OG0009870	Nana14911-RA	ENSPTRG00000000980.5
OG0009871	Nana20163-RA	ENSPTRG00000013114.6
OG0009872	Nana27363-RA	ENSPTRG00000005390.4
OG0009873	Nana14908-RA	ENSPTRG00000000984.6
OG0009874	Nana27362-RA	ENSPTRG00000005391.6
OG0009875	Nana22483-RA	ENSPTRG00000044337.1
OG0009876	Nana03089-RA	ENSPTRG00000012866.6
OG0009877	Nana27361-RA	ENSPTRG00000005392.6
OG0009878	Nana22494-RA	ENSPTRG00000019117.5
OG0009879	Nana27359-RA	ENSPTRG00000005395.6
OG0009880	Nana22513-RA	ENSPTRG00000023354.3
OG0009881	Nana02962-RA	ENSPTRG00000013997.6
OG0009882	Nana27354-RA	ENSPTRG00000005400.3
OG0009883	Nana14894-RA	ENSPTRG00000000990.7
OG0009884	Nana22522-RA	ENSPTRG00000019124.4
OG0009886	Nana22528-RA	ENSPTRG00000046316.1
OG0009887	Nana14877-RA	ENSPTRG00000000994.7
OG0009888	Nana27349-RA	ENSPTRG00000014290.6
OG0009889	Nana20151-RA, Nana20151-RB	ENSPTRG00000013123.5
OG0009890	Nana14872-RA	ENSPTRG00000000964.6
OG0009891	Nana27338-RA	ENSPTRG00000014299.5
OG0009892	Nana20147-RA	ENSPTRG00000041947.2
OG0009893	Nana27337-RA	ENSPTRG00000014300.4
OG0009894	Nana20143-RA	ENSPTRG00000013129.6
OG0009895	Nana20141-RA	ENSPTRG00000013131.6
OG0009896	Nana20137-RA	ENSPTRG00000034184.3
OG0009897	Nana14867-RA	ENSPTRG00000000959.6
OG0009898	Nana22584-RA	ENSPTRG00000006692.3
OG0009899	Nana20136-RA	ENSPTRG00000044067.1
OG0009900	Nana14865-RA	ENSPTRG00000030530.4
OG0009901	Nana20133-RA	ENSPTRG00000015782.5
OG0009902	Nana20132-RA	ENSPTRG00000015783.3
OG0009903	Nana20131-RA	ENSPTRG00000015784.4
OG0009904	Nana20130-RA	ENSPTRG00000015785.5
OG0009905	Nana14860-RA	ENSPTRG00000000952.5
OG0009906	Nana14858-RA	ENSPTRG00000000948.7
OG0009907	Nana22644-RA	ENSPTRG00000019182.4
OG0009908	Nana14856-RA	ENSPTRG00000000947.7
OG0009909	Nana14850-RA	ENSPTRG00000000945.6
OG0009910	Nana22649-RA	ENSPTRG00000019187.7
OG0009912	Nana14845-RA	ENSPTRG00000000942.6
OG0009913	Nana14842-RA	ENSPTRG00000000932.5
OG0009914	Nana20120-RA	ENSPTRG00000015419.6
OG0009915	Nana20118-RA	ENSPTRG00000015421.6
OG0009916	Nana22660-RA	ENSPTRG00000016680.7
OG0009917	Nana20103-RA	ENSPTRG00000015439.5
OG0009918	Nana27325-RA	ENSPTRG00000014316.6
OG0009919	Nana14831-RA	ENSPTRG00000000925.6
OG0009920	Nana20102-RA	ENSPTRG00000015438.6
OG0009921	Nana20092-RA	ENSPTRG00000034513.3
OG0009922	Nana20090-RA	ENSPTRG00000015713.5
OG0009923	Nana22668-RA	ENSPTRG00000021188.5
OG0009924	Nana22671-RA	ENSPTRG00000021184.4
OG0009925	Nana22672-RA	ENSPTRG00000021183.6
OG0009926	Nana27318-RA, Nana27318-RB	ENSPTRG00000014328.6
OG0009927	Nana22675-RA	ENSPTRG00000020928.6
OG0009928	Nana27312-RA	ENSPTRG00000014334.4
OG0009929	Nana20082-RA	ENSPTRG00000013990.6
OG0009931	Nana22685-RA	ENSPTRG00000016682.5
OG0009932	Nana20073-RA	ENSPTRG00000015709.5
OG0009933	Nana14666-RA	ENSPTRG00000000829.6
OG0009934	Nana27274-RA	ENSPTRG00000014372.6
OG0009935	Nana27271-RA	ENSPTRG00000014375.5
OG0009936	Nana22693-RA	ENSPTRG00000002163.5
OG0009937	Nana27270-RA	ENSPTRG00000014376.6
OG0009938	Nana14662-RA	ENSPTRG00000000825.6
OG0009939	Nana22692-RA	ENSPTRG00000020857.5
OG0009940	Nana22690-RA	ENSPTRG00000009007.4
OG0009941	Nana20062-RA	ENSPTRG00000015700.5
OG0009942	Nana20061-RA	ENSPTRG00000015699.4
OG0009943	Nana14659-RA	ENSPTRG00000000823.7
OG0009944	Nana20058-RA	ENSPTRG00000015698.6
OG0009945	Nana27264-RA	ENSPTRG00000014391.3
OG0009946	Nana14656-RA	ENSPTRG00000000822.5
OG0009947	Nana14655-RA	ENSPTRG00000024245.5
OG0009948	Nana27263-RA	ENSPTRG00000014392.7
OG0009949	Nana20056-RA	ENSPTRG00000030117.3
OG0009950	Nana20054-RA	ENSPTRG00000015431.4
OG0009951	Nana22687-RA	ENSPTRG00000021238.4
OG0009952	Nana27257-RA	ENSPTRG00000014396.5
OG0009953	Nana27256-RA	ENSPTRG00000014397.7
OG0009954	Nana22720-RA	ENSPTRG00000046518.1, ENSPTRG00000016096.6
OG0009955	Nana22722-RA	ENSPTRG00000016099.4
OG0009956	Nana27250-RA	ENSPTRG00000014400.6
OG0009957	Nana27245-RA	ENSPTRG00000014405.5
OG0009958	Nana14625-RA	ENSPTRG00000000812.3
OG0009959	Nana14622-RA	ENSPTRG00000000810.5
OG0009960	Nana14620-RA	ENSPTRG00000000809.7
OG0009961	Nana14616-RA	ENSPTRG00000000806.7
OG0009962	Nana27239-RA	ENSPTRG00000014408.7
OG0009963	Nana22763-RA	ENSPTRG00000049064.1
OG0009964	Nana22764-RA	ENSPTRG00000020035.6
OG0009965	Nana20030-RA	ENSPTRG00000013084.4
OG0009966	Nana14593-RA	ENSPTRG00000000799.5
OG0009967	Nana27232-RA	ENSPTRG00000014417.3
OG0009968	Nana14589-RA	ENSPTRG00000000798.7
OG0009969	Nana14580-RA	ENSPTRG00000049936.1
OG0009970	Nana22770-RA	ENSPTRG00000016175.6
OG0009971	Nana14572-RA	ENSPTRG00000000792.4
OG0009972	Nana27227-RA	ENSPTRG00000014419.6
OG0009973	Nana14570-RA	ENSPTRG00000000791.6
OG0009974	Nana22778-RA	ENSPTRG00000031197.4
OG0009975	Nana20021-RA	ENSPTRG00000013046.6
OG0009976	Nana14567-RA	ENSPTRG00000000788.6
