Orthogroup	N_naja.pep	P_Mucros.pep
OG0010085	Nana27054-RA	XP_015668376.1
OG0010086	Nana27053-RA	XP_015668387.1
OG0010087	Nana19778-RA	"XP_015684312.1, XP_015668262.1"
OG0010088	Nana19777-RA	XP_015668267.1
OG0010089	Nana14392-RA	XP_015666829.1
OG0010090	Nana14393-RA	XP_015666828.1
OG0010091	Nana22935-RA	"XP_015687008.1, XP_015682490.1"
OG0010092	Nana14395-RA	XP_015666825.1
OG0010093	Nana27039-RA	XP_015666461.1
OG0010094	Nana19742-RA	XP_015673595.1
OG0010095	Nana14408-RA	XP_015666807.1
OG0010096	Nana22943-RA	XP_015670124.1
OG0010097	Nana22947-RA	XP_015670129.1
OG0010098	Nana27019-RA	XP_029140318.1
OG0010099	Nana27015-RA	XP_015673683.1
OG0010100	Nana27011-RA	XP_015673682.1
OG0010101	Nana27007-RA	XP_015676264.1
OG0010102	Nana14413-RA	XP_015666785.1
OG0010103	Nana27003-RA	XP_015671977.1
OG0010104	Nana14418-RA	XP_029139046.1
OG0010105	Nana14421-RA	XP_015666795.1
OG0010106	Nana22959-RA	XP_015687695.1
OG0010107	Nana19726-RA	XP_015673603.1
OG0010108	Nana22960-RA	XP_015687696.1
OG0010109	Nana26998-RA	XP_015667524.1
OG0010110	Nana26996-RA	XP_015667519.1
OG0010111	Nana26994-RA	XP_015667525.1
OG0010112	Nana14425-RA	XP_015666793.1
OG0010113	Nana26992-RA	XP_015667520.1
OG0010114	Nana14427-RA	XP_015666864.1
OG0010115	Nana22971-RA	XP_015687675.1
OG0010116	Nana26985-RA	XP_015667522.1
OG0010117	Nana19182-RA	XP_015669104.1
OG0010118	Nana19180-RA	XP_015669103.1
OG0010119	Nana26982-RA	XP_015667529.1
OG0010120	Nana14440-RA	XP_015667009.1
OG0010121	Nana19179-RA	XP_015669102.1
OG0010122	Nana14443-RA	XP_015667018.1
OG0010125	Nana26925-RA	XP_029139138.1
OG0010126	Nana22981-RA	XP_015687676.1
OG0010127	Nana22982-RA	XP_015687791.1
OG0010128	Nana19204-RA	XP_015676720.1
OG0010129	Nana26926-RA	XP_029139136.1
OG0010130	Nana19205-RA	XP_015676717.1
OG0010131	Nana26928-RA	XP_015667268.1
OG0010132	Nana22985-RA	XP_015687710.1
OG0010133	Nana22987-RA	XP_015687711.1
OG0010134	Nana19214-RA	XP_015677442.1
OG0010135	Nana19215-RA	XP_015677443.1
OG0010137	Nana26933-RA	XP_015667296.1
OG0010138	Nana23001-RA	"XP_015687716.1, XP_015687717.1"
OG0010139	Nana23003-RA	"XP_015687718.1, XP_015687719.1"
OG0010140	"Nana23005-RA, Nana23005-RB"	XP_015687721.1
OG0010141	Nana19225-RA	XP_015672154.1
OG0010142	Nana19228-RA	XP_015672153.1
OG0010143	Nana19230-RA	XP_015672165.1
OG0010144	Nana19238-RA	XP_029141752.1
OG0010145	Nana26956-RA	XP_015675168.1
OG0010146	Nana14507-RA	XP_015666390.1
OG0010147	Nana26961-RA	XP_029140644.1
OG0010148	Nana26970-RA	XP_015667532.1
OG0010149	Nana14511-RA	XP_015666382.1
OG0010150	Nana17640-RA	XP_015687841.1
OG0010151	Nana19501-RA	XP_029140277.1
OG0010152	Nana17641-RA	XP_029143204.1
OG0010153	Nana19495-RA	XP_029140268.1
OG0010154	Nana19493-RA	XP_015673156.1
OG0010155	Nana14515-RA	XP_015666349.1
OG0010156	Nana14516-RA	XP_015666405.1
OG0010158	Nana14519-RA	XP_015666376.1
OG0010159	Nana23031-RA	XP_015687740.1
OG0010160	Nana14520-RA	XP_015666375.1
OG0010161	Nana14521-RA	XP_015666403.1
OG0010162	Nana17658-RA	XP_015687858.1
OG0010163	Nana23038-RA	XP_015687743.1
OG0010164	Nana17664-RA	XP_015687843.1
OG0010165	Nana23041-RA	XP_015687681.1
OG0010166	Nana17665-RA	XP_015687844.1
OG0010167	Nana14526-RA	XP_015666372.1
OG0010168	Nana23044-RA	XP_015687746.1
OG0010169	Nana17670-RA	XP_015687864.1
OG0010170	Nana23045-RA	XP_015687748.1
OG0010171	Nana14537-RA	XP_015666366.1
OG0010172	Nana14138-RA	XP_015673291.1
OG0010173	Nana14139-RA	XP_015673281.1
OG0010174	Nana17676-RA	XP_015687878.1
OG0010175	"Nana23047-RA, Nana23047-RB"	XP_015687749.1
OG0010176	Nana14143-RA	XP_015673282.1
OG0010177	Nana14147-RA	XP_015673284.1
OG0010178	Nana17677-RA	XP_015687865.1
OG0010179	Nana19428-RA	XP_029139572.1
OG0010180	Nana23058-RA	XP_015687752.1
OG0010181	Nana23059-RA	XP_029143192.1
OG0010182	Nana14149-RA	XP_015673293.1
OG0010183	Nana23060-RA	XP_015687753.1
OG0010184	Nana19572-RA	XP_015669705.1
OG0010185	Nana14151-RA	XP_029140308.1
OG0010186	Nana17693-RA	XP_015687845.1
OG0010187	Nana23063-RA	XP_015687754.1
OG0010188	Nana19553-RA	XP_015669714.1
OG0010189	Nana17696-RA	XP_029141262.1
OG0010190	Nana23065-RA	XP_015687756.1
OG0010191	Nana23068-RA	XP_029143193.1
OG0010192	Nana17697-RA	XP_015678237.1
OG0010193	"Nana19542-RA, Nana19541-RA"	XP_015678333.1
OG0010194	Nana14163-RA	XP_015687645.1
OG0010195	Nana19536-RA	XP_029142952.1
OG0010196	Nana19535-RA	XP_015686183.1
OG0010197	Nana14166-RA	XP_015687655.1
OG0010198	Nana19530-RA	XP_015686239.1
OG0010199	Nana14169-RA	XP_015687657.1
OG0010200	Nana17712-RA	XP_029140582.1
OG0010201	Nana19524-RA	XP_015675580.1
OG0010202	Nana23080-RA	XP_015687763.1
OG0010203	Nana23082-RA	XP_029143194.1
OG0010204	Nana19515-RA	XP_015673038.1
OG0010205	Nana19513-RA	XP_015673085.1
OG0010206	Nana17720-RA	XP_015675432.1
OG0010207	Nana14179-RA	XP_015684524.1
OG0010208	Nana23091-RA	XP_015687768.1
OG0010210	Nana17731-RA	XP_015680618.1
OG0010211	Nana17735-RA	XP_015680924.1
OG0010212	Nana17740-RA	XP_015665550.1
OG0010213	Nana19591-RB	XP_029140228.1
OG0010214	Nana14184-RB	XP_015678649.2
OG0010215	Nana14186-RA	XP_015678643.1
OG0010216	Nana19599-RA	XP_015672717.1
OG0010217	Nana17766-RA	XP_015679529.1
OG0010218	Nana23124-RA	XP_015687783.1
OG0010219	Nana23125-RB	XP_015687784.1
OG0010220	Nana23126-RA	XP_015687785.1
OG0010221	Nana26790-RA	XP_015676219.1
OG0010222	Nana26792-RA	XP_015676353.1
OG0010223	Nana26795-RA	XP_015676195.1
OG0010224	Nana19604-RA	XP_015672737.1
OG0010225	Nana23129-RA	XP_015687693.1
OG0010226	Nana14210-RA	XP_015687468.1
OG0010227	Nana26630-RA	XP_029138990.1
OG0010228	Nana26801-RA	XP_015676305.1
OG0010229	Nana26767-RA	XP_015666542.1
OG0010230	Nana14220-RA	XP_015687458.1
OG0010231	Nana26807-RA	XP_015676364.1
OG0010232	"Nana14223-RA, Nana14223-RB"	XP_029142545.1
OG0010233	Nana26808-RA	XP_015676230.1
OG0010234	Nana26617-RA	XP_015666554.1
OG0010235	Nana23149-RA	XP_029138871.1
OG0010236	Nana14228-RA	XP_015676573.1
OG0010237	Nana26812-RA	XP_015676428.1
OG0010238	Nana14230-RA	XP_015676578.1
OG0010239	"Nana14232-RA, Nana14232-RC"	XP_015675909.1
OG0010240	"Nana14232-RE, Nana14232-RD, Nana14232-RB"	XP_015675911.1
OG0010241	Nana26577-RA	XP_029139274.1
OG0010242	Nana23152-RA	XP_015665976.1
OG0010243	Nana14240-RA	"XP_015686105.2, XP_015671007.1"
OG0010244	Nana26818-RA	XP_029141117.1
OG0010245	Nana14243-RA	"XP_015671012.1, XP_015686367.1"
OG0010246	"Nana14244-RA, Nana14244-RC"	XP_015671005.1
OG0010247	Nana26557-RA	XP_015667981.1
OG0010248	Nana23166-RA	XP_029138893.1
OG0010250	Nana26853-RA	XP_015674942.1
OG0010251	Nana26860-RA	XP_015674941.1
OG0010252	Nana14248-RA	XP_015671008.1
OG0010253	Nana26361-RA	XP_015678087.1
OG0010254	Nana26870-RA	XP_015672392.1
OG0010255	Nana26357-RA	XP_015678089.1
OG0010256	Nana23183-RA	XP_015665884.1
OG0010257	Nana14254-RA	XP_015670998.1
OG0010258	"Nana23184-RA, Nana23184-RB"	XP_029138869.1
OG0010259	Nana26876-RA	XP_015672388.1
OG0010260	Nana14259-RA	XP_015668082.1
OG0010261	Nana14260-RA	XP_015668083.2
OG0010262	Nana23187-RA	XP_015665930.1
OG0010263	Nana18739-RA	XP_015677036.1
OG0010264	Nana23188-RA	XP_015665929.1
OG0010265	Nana23192-RA	XP_015665973.1
OG0010266	Nana23193-RA	XP_015665926.1
OG0010267	Nana26332-RA	XP_029140566.1
OG0010268	Nana23205-RA	XP_015665880.2
OG0010269	Nana23206-RA	XP_015665972.2
OG0010270	Nana23211-RA	XP_015665969.1
OG0010271	Nana26894-RA	XP_029139140.1
OG0010272	Nana26437-RA	XP_029143199.1
OG0010273	Nana23226-RB	XP_015665913.2
OG0010274	Nana26900-RA	XP_015687171.1
OG0010275	Nana26447-RA	XP_015687813.1
OG0010276	Nana29696-RA	XP_015678183.1
OG0010277	Nana14287-RA	XP_015673224.1
OG0010278	Nana26461-RA	XP_015687816.1
OG0010279	Nana39435-RA	XP_015687817.2
OG0010280	Nana26477-RA	XP_015687828.1
OG0010281	Nana23240-RA	XP_015665960.2
OG0010282	Nana26478-RA	XP_015687821.2
OG0010283	Nana23244-RA	XP_015665906.1
OG0010284	Nana14288-RA	XP_015673220.2
OG0010285	Nana29701-RA	XP_029140348.1
OG0010287	"Nana14291-RA, Nana14291-RB"	XP_015673221.1
OG0010288	"Nana26390-RA, Nana26389-RA"	XP_015673563.1
OG0010289	Nana26397-RA	XP_015667327.1
OG0010290	Nana26404-RA	XP_015681629.1
OG0010291	Nana08425-RA	XP_015683118.1
OG0010292	Nana14294-RA	XP_015682547.2
OG0010293	Nana26421-RA	XP_015687829.1
OG0010294	Nana29706-RA	XP_015684392.1
OG0010295	Nana26426-RA	XP_015687825.1
OG0010296	Nana26431-RA	XP_015687830.1
OG0010297	Nana23258-RA	XP_015665897.1
OG0010298	Nana18310-RA	XP_015678835.1
OG0010299	Nana14042-RA	XP_015674983.1
OG0010300	Nana29713-RA	XP_015675499.1
OG0010301	Nana14041-RA	XP_015674984.1
OG0010302	Nana14040-RA	XP_015676836.1
OG0010303	Nana29718-RA	XP_015678668.1
OG0010304	Nana29719-RA	XP_015678670.1
OG0010305	Nana26280-RA	XP_015665610.1
OG0010306	Nana23266-RA	XP_015665894.1
OG0010307	Nana29681-RA	XP_015672589.1
OG0010308	Nana29663-RA	XP_015671926.1
OG0010309	Nana23274-RA	XP_015665893.1
OG0010310	Nana14035-RA	XP_015676830.1
OG0010311	Nana29659-RA	XP_015671922.1
OG0010312	Nana14034-RA	XP_015676828.1
OG0010313	Nana29658-RA	XP_015671923.1
OG0010314	Nana14033-RA	XP_015676829.1
OG0010315	Nana23284-RA	XP_015665951.1
OG0010316	Nana14029-RA	XP_015677127.1
OG0010317	Nana29655-RA	XP_015669038.2
OG0010318	Nana14021-RA	XP_015685355.1
OG0010319	Nana23287-RA	XP_015665686.1
OG0010321	Nana29645-RA	XP_015669036.1
OG0010322	Nana23291-RA	XP_029138840.1
OG0010323	Nana29621-RA	XP_015677763.1
OG0010324	"Nana26297-RA, Nana38981-RA"	XP_029140339.1
OG0010325	Nana26298-RA	XP_015673497.1
OG0010326	"Nana23363-RA, Nana38578-RA"	XP_015665695.1
OG0010327	Nana26301-RA	XP_015673496.1
OG0010328	Nana13992-RA	XP_015675946.1
OG0010329	Nana29553-RA	XP_015679236.1
OG0010330	Nana29554-RA	XP_029141463.1
OG0010331	Nana23343-RA	"XP_015665660.1, XP_015665661.1"
OG0010332	Nana29555-RA	XP_015679235.1
OG0010333	Nana26307-RA	XP_015678533.1
OG0010334	Nana13966-RA	XP_015672464.1
OG0010335	Nana29558-RA	XP_029139739.1
OG0010336	Nana26308-RA	"XP_029141310.1, XP_029141311.1"
OG0010337	Nana29559-RD	XP_029139738.1
OG0010338	Nana29561-RA	XP_015670160.1
OG0010339	Nana13961-RA	XP_015667536.1
OG0010340	"Nana26258-RA, Nana26258-RB"	XP_015667311.1
OG0010341	Nana13960-RA	XP_015667537.1
OG0010342	Nana23334-RA	XP_029138842.1
OG0010343	Nana26238-RA	XP_015667308.1
OG0010344	Nana26229-RA	XP_015667304.1
OG0010345	Nana29566-RA	XP_015670166.1
OG0010346	Nana23330-RA	XP_015665665.1
OG0010347	Nana29576-RA	XP_015670164.1
OG0010348	Nana29588-RA	XP_015688014.2
OG0010349	Nana13952-RA	XP_015667551.1
OG0010350	"Nana29590-RA, Nana29590-RB"	"XP_015677767.1, XP_015677773.1"
OG0010351	Nana13947-RA	"XP_015671825.1, XP_015671826.1"
OG0010352	Nana26203-RA	XP_029140583.1
OG0010354	Nana26202-RA	XP_015674813.2
OG0010355	Nana13940-RA	XP_015671828.1
OG0010356	Nana13939-RA	XP_015671832.1
OG0010357	Nana26199-RA	XP_015674807.1
OG0010358	Nana26198-RA	XP_015674812.1
OG0010359	Nana13930-RB	XP_015668001.1
OG0010360	Nana26191-RA	XP_015681990.1
OG0010361	Nana23303-RA	"XP_015665677.1, XP_015665678.1"
OG0010362	"Nana23300-RA, Nana23299-RA"	XP_015665681.1
OG0010363	Nana13923-RA	XP_015680665.1
OG0010364	Nana29614-RA	XP_029141273.1
OG0010365	Nana23294-RA	XP_015665683.1
OG0010366	Nana23293-RB	XP_015665684.1
OG0010367	Nana13920-RA	XP_015673787.1
OG0010368	Nana29616-RA	XP_015677760.1
OG0010369	Nana23292-RA	XP_015665636.1
OG0010370	Nana26187-RA	"XP_015671958.1, XP_015671957.1"
OG0010371	Nana26184-RA	XP_015671959.1
OG0010372	Nana29526-RA	XP_015678984.1
OG0010373	Nana29525-RA	XP_015687631.1
OG0010374	Nana13910-RA	XP_015673791.1
OG0010375	Nana26182-RA	XP_015671964.1
OG0010376	Nana13899-RA	XP_015673488.1
OG0010377	Nana26174-RA	XP_015675316.1
OG0010378	Nana18416-RA	XP_015683346.1
OG0010379	Nana18412-RA	XP_015683488.1
OG0010380	Nana13891-RA	XP_015673485.1
OG0010381	Nana18383-RA	XP_029142299.1
OG0010382	"Nana13890-RA, Nana13890-RB"	XP_015673486.1
OG0010383	Nana13888-RA	XP_015673490.1
OG0010384	Nana26165-RA	XP_015681697.1
OG0010385	Nana13884-RA	XP_015671066.1
OG0010386	Nana26161-RA	XP_015672977.1
OG0010387	Nana26160-RA	XP_015672980.1
OG0010388	Nana26151-RA	XP_015670729.1
OG0010389	Nana26066-RA	XP_015686065.1
OG0010390	Nana13875-RA	XP_015671061.1
OG0010391	Nana18305-RA	XP_015672041.1
OG0010392	Nana13872-RA	XP_015671057.1
OG0010393	Nana13871-RA	XP_015671070.1
OG0010395	Nana26059-RA	XP_029142980.1
OG0010396	Nana26053-RA	XP_015666879.1
OG0010397	Nana13863-RA	"XP_015671050.1, XP_015671048.1, XP_015671049.1"
OG0010400	Nana13849-RA	XP_015669264.1
OG0010401	Nana26036-RA	XP_015667769.1
OG0010402	Nana18454-RA	XP_015682854.1
OG0010403	"Nana13844-RB, Nana13844-RA"	XP_029139536.1
OG0010404	Nana26033-RA	XP_015667766.1
OG0010405	Nana26032-RA	XP_015667763.1
OG0010406	Nana29380-RA	XP_029142440.1
OG0010407	Nana13840-RA	XP_029139537.1
OG0010408	Nana13837-RC	XP_015669274.1
OG0010409	Nana26028-RA	"XP_015671648.1, XP_029140011.1"
OG0010410	Nana08307-RA	XP_015687044.2
OG0010411	Nana23357-RA	XP_029138841.1
OG0010412	Nana26013-RA	XP_015680926.1
OG0010413	Nana29377-RA	XP_015683295.1
OG0010414	Nana29394-RA	XP_015683261.1
OG0010415	Nana25973-RA	XP_015672462.1
OG0010417	Nana25959-RA	XP_015680888.1
OG0010418	"Nana25736-RA, Nana25948-RA"	XP_029140172.1
OG0010419	Nana25935-RA	XP_015672510.1
OG0010420	Nana25915-RA	XP_029143066.1
OG0010421	Nana29449-RA	XP_015670104.1
OG0010422	Nana13831-RA	XP_015669270.1
OG0010423	Nana25900-RA	XP_015687401.1
OG0010424	Nana25895-RA	XP_015674395.1
OG0010425	Nana25894-RA	XP_015674394.1
OG0010426	Nana13819-RA	XP_015669262.1
OG0010427	Nana29457-RA	XP_015670106.1
OG0010428	Nana29468-RA	XP_015670950.1
OG0010429	Nana27890-RA	XP_029142075.1
OG0010430	Nana29469-RA	XP_015670949.1
OG0010431	Nana29474-RA	XP_015679062.1
OG0010432	Nana29475-RA	XP_015679059.1
OG0010433	Nana29484-RA	XP_015679519.1
OG0010434	Nana25892-RA	XP_029140508.1
OG0010435	Nana29487-RA	"XP_015679520.1, XP_015685884.1"
OG0010436	Nana13787-RA	XP_015672486.1
OG0010437	Nana13781-RA	XP_015672481.1
OG0010438	Nana13779-RA	XP_015672496.1
OG0010439	Nana13776-RA	XP_015672495.1
OG0010440	Nana25883-RA	XP_015673807.1
OG0010441	Nana11035-RA	XP_015667621.1
OG0010442	Nana29504-RA	XP_015675687.1
OG0010443	Nana25876-RA	XP_015677832.1
OG0010444	Nana25867-RA	XP_015680771.1
OG0010445	Nana25866-RA	XP_015680700.1
OG0010446	Nana13980-RA	XP_015675424.1
OG0010447	Nana13718-RA	XP_015668443.1
OG0010448	Nana25862-RA	XP_029141796.1
OG0010449	Nana13723-RA	XP_015668442.1
OG0010450	Nana29102-RA	XP_029139879.1
OG0010451	Nana13731-RA	XP_015675495.1
OG0010452	Nana29111-RA	XP_015680453.1
OG0010453	Nana25856-RA	XP_015680741.1
OG0010454	Nana29122-RB	XP_015682242.1
OG0010455	"Nana13688-RA, Nana13688-RB"	XP_015671221.1
OG0010456	Nana13687-RA	"XP_029142663.1, XP_015685157.1"
OG0010457	Nana13686-RA	XP_015683547.1
OG0010458	Nana13682-RA	XP_015671849.2
OG0010459	Nana25839-RA	XP_015669914.1
OG0010461	Nana25838-RA	XP_015669908.1
OG0010462	Nana29194-RA	XP_029142144.1
OG0010463	Nana25836-RA	XP_015669906.1
OG0010464	Nana25830-RA	XP_015683238.1
OG0010465	Nana13673-RA	XP_015681153.1
OG0010466	Nana25824-RA	XP_015683309.1
OG0010467	Nana13670-RA	XP_015685250.1
OG0010468	Nana13669-RA	XP_015685241.1
OG0010469	Nana13667-RA	XP_015685163.1
OG0010470	Nana13666-RA	XP_015685231.1
OG0010471	Nana13655-RA	"XP_029142086.1, XP_015681601.2"
OG0010472	Nana13654-RA	XP_015682061.1
OG0010473	Nana29216-RA	XP_015684287.1
OG0010474	Nana13652-RA	XP_015672137.1
OG0010475	Nana29217-RA	XP_015684286.1
OG0010476	Nana13649-RA	XP_015672136.1
OG0010477	Nana25804-RA	XP_015683431.1
OG0010479	Nana25746-RA	XP_029139026.1
OG0010480	Nana25761-RA	XP_015667973.1
OG0010481	Nana13645-RA	XP_015674712.2
OG0010482	Nana25764-RA	XP_015667977.1
OG0010483	Nana25766-RA	XP_015667970.1
OG0010484	Nana13644-RA	XP_015674711.1
OG0010485	Nana24399-RA	XP_015679398.1
OG0010486	Nana24401-RA	XP_015679396.1
OG0010487	"Nana24408-RA, Nana24406-RA"	XP_029141529.1
OG0010488	Nana24429-RA	XP_015670394.1
OG0010489	Nana13636-RA	XP_015678283.1
OG0010490	Nana24433-RA	XP_015670393.1
OG0010491	Nana13631-RA	XP_015675235.1
OG0010492	Nana29265-RA	XP_029141794.1
OG0010493	Nana13628-RA	XP_015673605.1
OG0010494	Nana29270-RA	XP_015683136.1
OG0010495	Nana13627-RA	XP_015673606.1
OG0010496	Nana24446-RA	XP_029139781.1
OG0010497	Nana29271-RA	XP_015683135.1
OG0010498	Nana29273-RA	XP_015681159.1
OG0010499	Nana13621-RA	XP_029140357.1
OG0010500	Nana13518-RA	XP_015683542.1
OG0010501	Nana13512-RA	XP_015681238.1
OG0010502	Nana13510-RA	XP_029141879.1
OG0010503	Nana13507-RA	XP_015681235.1
OG0010504	Nana13482-RA	XP_015673622.1
OG0010505	Nana13480-RA	XP_015673627.1
OG0010506	Nana13476-RA	XP_015684064.1
OG0010507	Nana24510-RA	XP_029139777.1
OG0010508	Nana24514-RA	XP_029141237.1
OG0010509	Nana24519-RA	XP_015678080.1
OG0010510	Nana24528-RA	XP_029139757.1
OG0010511	Nana24531-RA	XP_015670249.1
OG0010512	Nana13470-RA	XP_015684310.1
OG0010513	Nana13469-RA	XP_029141838.1
OG0010514	Nana13459-RA	XP_015684851.1
OG0010515	"Nana38529-RA, Nana38532-RA"	XP_029142267.1
OG0010516	Nana24540-RA	"XP_015681669.1, XP_015686641.1"
OG0010517	Nana24542-RA	XP_015681670.1
OG0010518	Nana24544-RA	XP_015677411.1
OG0010519	Nana24546-RA	XP_029141050.1
OG0010520	Nana24549-RA	XP_015680079.1
OG0010521	Nana13451-RA	XP_029141811.1
OG0010522	Nana24553-RA	XP_015680078.1
OG0010523	Nana13447-RA	XP_015680966.1
OG0010524	Nana13438-RA	XP_015679815.1
OG0010525	Nana24556-RA	XP_015678073.1
OG0010526	Nana13434-RA	XP_015672246.1
OG0010528	Nana24559-RA	XP_015672414.1
OG0010529	Nana24560-RA	XP_015672415.2
OG0010530	Nana29289-RA	XP_015683580.2
OG0010532	Nana24572-RA	XP_015669298.1
OG0010533	Nana29287-RA	XP_015684413.1
OG0010534	Nana24576-RA	XP_015669292.1
OG0010535	Nana13355-RA	XP_015682846.1
OG0010537	"Nana24577-RA, Nana24577-RB"	XP_015669291.1
OG0010538	Nana24578-RA	XP_015669290.1
OG0010539	Nana24582-RA	XP_015669297.1
OG0010540	Nana24583-RA	XP_015669289.1
OG0010541	Nana24589-RA	XP_015681700.1
OG0010542	"Nana24592-RB, Nana24592-RA"	XP_015681678.1
OG0010543	Nana24594-RA	XP_015681667.1
OG0010544	Nana24595-RA	XP_015681655.1
OG0010545	Nana24605-RA	XP_015678664.1
OG0010546	Nana13333-RA	XP_015683661.1
OG0010547	Nana29512-RA	XP_015678932.1
OG0010548	Nana24606-RA	XP_015678662.1
OG0010549	Nana24629-RA	XP_015680786.1
OG0010550	Nana24630-RA	XP_015682585.1
OG0010551	Nana24632-RA	XP_015682586.1
OG0010552	Nana24633-RA	XP_015682589.1
OG0010554	Nana29520-RA	XP_015679244.1
OG0010555	Nana18499-RA	XP_015687444.1
OG0010556	Nana18268-RA	XP_015669427.1
OG0010557	Nana18494-RA	XP_015687441.1
OG0010558	Nana18492-RA	XP_015683924.1
OG0010560	Nana18274-RB	XP_015670381.1
OG0010562	Nana24667-RA	XP_015674963.1
OG0010563	Nana00095-RA	"XP_015682946.1, XP_015684981.1"
OG0010564	Nana24668-RA	XP_029140646.1
OG0010565	Nana24672-RA	XP_015674929.1
OG0010567	Nana39400-RA	XP_015686131.1
OG0010568	Nana24677-RA	XP_015674906.1
OG0010569	Nana18472-RA	XP_015684731.1
OG0010570	Nana24678-RA	XP_015674917.1
OG0010571	Nana18470-RA	XP_015684366.1
OG0010572	Nana24686-RA	XP_015674873.1
OG0010574	Nana18460-RA	XP_015682849.1
OG0010575	Nana24690-RB	XP_015679189.1
OG0010576	Nana18582-RA	XP_029142077.1
OG0010577	Nana24693-RA	XP_015670624.1
OG0010578	Nana24694-RA	XP_015670623.1
OG0010579	Nana18575-RA	XP_015683494.1
OG0010580	Nana18573-RA	XP_015678741.1
OG0010581	Nana18571-RA	XP_029141773.1
OG0010582	Nana24710-RA	XP_029139603.1
OG0010583	Nana24711-RA	XP_015669616.1
OG0010584	Nana24731-RA	XP_015679605.1
OG0010585	Nana24737-RA	XP_015679611.1
OG0010586	Nana24764-RA	XP_015673206.1
OG0010587	Nana24765-RA	XP_015673203.1
OG0010588	Nana24766-RA	XP_015673212.1
OG0010589	Nana24767-RA	XP_015673211.1
OG0010590	Nana18137-RA	XP_015671975.1
OG0010591	Nana18140-RA	XP_015686462.1
OG0010592	Nana24770-RA	XP_015673209.1
OG0010593	Nana24771-RA	XP_015673208.1
OG0010594	Nana18144-RA	XP_015686470.1
OG0010595	"Nana24775-RB, Nana24775-RA"	XP_015673197.1
OG0010596	Nana31157-RA	XP_015678444.1
OG0010597	Nana31158-RA	XP_015678435.1
OG0010598	Nana31159-RA	XP_029141290.1
OG0010599	Nana31163-RA	XP_015678437.1
OG0010600	Nana24795-RA	XP_015675608.1
OG0010601	Nana31165-RA	XP_015678445.2
OG0010602	Nana24796-RA	XP_015675607.1
OG0010603	Nana24797-RA	XP_015682050.1
OG0010604	Nana24798-RA	XP_015682049.1
OG0010605	Nana24804-RA	XP_015683601.1
OG0010606	Nana18154-RA	XP_015686377.1
OG0010607	Nana24808-RA	XP_015687399.1
OG0010608	Nana24811-RA	XP_015687400.1
OG0010609	Nana24832-RA	XP_015677846.1
OG0010610	Nana24842-RA	XP_015674468.1
OG0010611	Nana18175-RA	XP_015687266.1
OG0010612	Nana24849-RA	"XP_015685287.2, XP_015674477.1"
OG0010613	Nana18178-RA	XP_015687267.1
OG0010614	Nana24851-RA	XP_015676953.1
OG0010615	Nana24853-RA	"XP_015681471.1, XP_015684602.1"
OG0010616	Nana24856-RA	XP_015685471.1
OG0010617	Nana24862-RA	XP_015677904.1
OG0010618	Nana18192-RA	XP_015687261.1
OG0010619	Nana18193-RA	XP_015687281.1
OG0010620	Nana18198-RE	XP_015687263.1
OG0010621	Nana18203-RA	XP_015687289.1
OG0010622	Nana18204-RA	XP_029143102.1
OG0010623	Nana18213-RA	XP_015687297.1
OG0010624	Nana24865-RA	XP_015677908.1
OG0010625	Nana18215-RA	XP_015687299.1
OG0010626	Nana24867-RA	XP_029141317.1
OG0010627	Nana24870-RA	XP_015671375.1
OG0010628	Nana18251-RA	XP_029139564.1
OG0010629	Nana18254-RA	XP_029139565.1
OG0010630	Nana18261-RA	XP_015669426.1
OG0010631	Nana24882-RA	XP_015677275.1
OG0010632	Nana24883-RA	XP_015668674.1
OG0010633	Nana17997-RA	XP_015670006.1
OG0010634	Nana24904-RA	XP_015685693.1
OG0010635	Nana24905-RA	XP_015676293.1
OG0010636	Nana18005-RA	XP_015672665.1
OG0010637	Nana24909-RA	XP_015676298.1
OG0010639	Nana24911-RA	XP_015676299.1
OG0010640	Nana24912-RA	XP_015676300.1
OG0010641	Nana24915-RA	XP_015685115.2
OG0010642	Nana18013-RA	XP_015677034.1
OG0010643	Nana24917-RA	XP_015671516.1
OG0010644	Nana18014-RA	XP_015677070.1
OG0010645	Nana24921-RA	XP_015671498.1
OG0010646	Nana24922-RA	XP_015671487.1
OG0010647	Nana24923-RA	XP_015671476.1
OG0010648	Nana18020-RA	XP_029141163.1
OG0010649	Nana24924-RA	XP_015671465.1
OG0010650	Nana18022-RA	XP_015677776.1
OG0010651	Nana18024-RA	XP_015677774.1
OG0010652	Nana24927-RA	XP_029139968.1
OG0010653	Nana18033-RA	XP_015669021.1
OG0010654	Nana24928-RA	XP_015671396.1
OG0010655	Nana24930-RA	XP_015671373.1
OG0010656	Nana24933-RA	XP_015671349.1
OG0010657	Nana18771-RA	XP_015679471.1
OG0010658	Nana24936-RA	XP_015676807.1
OG0010659	Nana24938-RA	XP_015670401.1
OG0010660	Nana24945-RA	XP_015672348.1
OG0010661	Nana24948-RA	XP_015672345.1
OG0010662	Nana18756-RA	XP_015669825.1
OG0010663	Nana24946-RA	XP_015672343.1
OG0010664	Nana24954-RA	XP_015672347.1
OG0010665	Nana24959-RA	XP_015669097.1
OG0010666	Nana24995-RA	XP_015674667.1
OG0010667	Nana24996-RA	XP_029140558.1
OG0010668	Nana24999-RA	XP_015671666.1
