Orthogroup	N_naja.pep	H_sapiens.pep
OG0010903	Nana05246-RA	ENSG00000165389.7
OG0010904	Nana05227-RA	ENSG00000100852.13
OG0010905	Nana05224-RA	ENSG00000151413.17
OG0010906	Nana05222-RA	ENSG00000129480.13
OG0010907	Nana05213-RA	ENSG00000100473.18
OG0010908	Nana11405-RA	ENSG00000148154.10
OG0010909	Nana11389-RA	ENSG00000136897.8
OG0010910	Nana11386-RA, Nana11385-RA	ENSG00000165152.9
OG0010911	Nana11451-RA	ENSG00000096872.16
OG0010912	Nana11452-RA	ENSG00000137055.15
OG0010913	Nana11486-RA	ENSG00000177076.6
OG0010914	Nana11492-RA	ENSG00000178031.17
OG0010915	Nana11441-RA	ENSG00000174482.10
OG0010916	Nana11442-RA	ENSG00000147894.17
OG0010917	Nana11490-RA	ENSG00000147874.11
OG0010918	Nana10220-RA	ENSG00000111424.12
OG0010919	Nana10200-RA	ENSG00000037897.17
OG0010920	Nana05762-RA	ENSG00000183828.15
OG0010921	Nana05766-RA	ENSG00000185024.17
OG0010922	Nana10190-RA	ENSG00000110911.16
OG0010923	Nana05773-RA	ENSG00000089775.11
OG0010924	Nana10189-RA	ENSG00000050426.16
OG0010925	Nana10186-RA	ENSG00000135457.10
OG0010926	Nana05786-RA	ENSG00000140006.11
OG0010927	Nana05789-RA	ENSG00000179600.4
OG0010928	Nana05798-RA	ENSG00000023608.5
OG0010929	Nana05799-RA	ENSG00000100644.17
OG0010931	Nana10513-RA, Nana10514-RA	ENSG00000126767.18
OG0010932	Nana05751-RA	ENSG00000184990.13
OG0010933	Nana05736-RA	ENSG00000066735.14
OG0010934	Nana05732-RA	ENSG00000156414.19
OG0010935	Nana05731-RA	ENSG00000227729.5
OG0010936	Nana05728-RA	ENSG00000126215.14
OG0010937	Nana10495-RA, Nana10495-RB	ENSG00000136710.10
OG0010938	Nana05725-RA	ENSG00000166170.9
OG0010939	Nana05573-RA	ENSG00000278767.4, ENSG00000140093.10
OG0010940	Nana10490-RB, Nana10490-RA	ENSG00000154832.15
OG0010941	Nana05578-RA	ENSG00000133937.4
OG0010942	Nana10554-RA	ENSG00000068354.16
OG0010943	Nana05579-RA	ENSG00000100697.14
OG0010944	Nana10549-RA	ENSG00000015285.11
OG0010945	Nana05581-RA	ENSG00000176438.12
OG0010946	Nana05583-RA	ENSG00000168398.6
OG0010947	Nana05585-RA	ENSG00000100744.15
OG0010948	Nana05586-RA	ENSG00000140057.9
OG0010949	Nana10316-RA	ENSG00000182544.8
OG0010950	Nana05621-RA	ENSG00000127152.18
OG0010951	Nana10307-RA	ENSG00000139651.11
OG0010952	Nana10306-RA	ENSG00000139631.18
OG0010953	Nana05566-RA	ENSG00000140067.6, ENSG00000273533.3
OG0010956	Nana05557-RA	ENSG00000066455.13
OG0010957	Nana10290-RA	ENSG00000161642.17
OG0010958	Nana05550-RA	ENSG00000165934.13
OG0010959	Nana10282-RA	ENSG00000123405.14
OG0010960	Nana10280-RA	ENSG00000094916.16
OG0010961	Nana05542-RA	ENSG00000140092.14
OG0010962	Nana10267-RA	ENSG00000198353.8
OG0010963	Nana10265-RA	ENSG00000172789.3
OG0010964	Nana10260-RA	ENSG00000180818.5
OG0010965	Nana10258-RA	ENSG00000123388.4
OG0010966	Nana10256-RA	ENSG00000123407.4
OG0010967	Nana10245-RA	ENSG00000012822.16
OG0010968	Nana05521-RA	ENSG00000100784.12
OG0010969	Nana10231-RA	ENSG00000139625.13
OG0010970	Nana10225-RA	ENSG00000185591.10
OG0010971	Nana10224-RA	ENSG00000170374.6
OG0010972	Nana11312-RA	ENSG00000157168.20
OG0010973	Nana05505-RA	ENSG00000152315.5
OG0010974	Nana05503-RA	ENSG00000140025.16
OG0010975	Nana05490-RA	ENSG00000165533.18
OG0010976	Nana05484-RA	ENSG00000100722.20
OG0010977	Nana05481-RA	ENSG00000070778.13
OG0010978	Nana05479-RA	ENSG00000042317.17
OG0010979	Nana05474-RA	ENSG00000100433.15
OG0010980	Nana05464-RA	ENSG00000185070.11
OG0010981	Nana05445-RA	ENSG00000071537.14
OG0010982	Nana05442-RA	ENSG00000140022.13
OG0010983	Nana05440-RA	ENSG00000165409.17
OG0010984	Nana05416-RA	ENSG00000100603.13
OG0010985	Nana05414-RA	ENSG00000100601.10
OG0010986	Nana05410-RA	ENSG00000100593.18
OG0010987	Nana05406-RA	ENSG00000100583.4
OG0010988	Nana05405-RA	ENSG00000100580.8
OG0010989	Nana05402-RA	ENSG00000009830.11
OG0010990	Nana05401-RA	ENSG00000165553.4
OG0010991	Nana05396-RA	ENSG00000177108.5
OG0010992	Nana05394-RA	ENSG00000100565.15
OG0010993	Nana05392-RC, Nana05392-RB	ENSG00000013523.10
OG0010994	Nana05391-RA	ENSG00000071246.11
OG0010995	Nana05369-RA	ENSG00000119650.12
OG0010996	Nana05350-RA	ENSG00000170345.10
OG0010997	Nana05344-RA	ENSG00000119703.15
OG0010998	Nana10851-RA	ENSG00000179115.11
OG0010999	Nana05341-RA	ENSG00000119718.11
OG0011000	Nana05334-RA	ENSG00000198208.12
OG0011001	Nana05328-RA	ENSG00000119682.17
OG0011002	Nana10870-RA	ENSG00000102575.13
OG0011003	Nana10872-RA	ENSG00000130176.8
OG0011004	Nana05308-RA	ENSG00000119688.21
OG0011005	Nana39686-RA, Nana10887-RA	ENSG00000205517.12
OG0011006	Nana05303-RA	ENSG00000205659.10
OG0011007	Nana05302-RA	ENSG00000119711.13
OG0011008	Nana05300-RC	ENSG00000187097.12
OG0011009	Nana10894-RA, Nana10894-RB, Nana10894-RC	ENSG00000183401.12
OG0011010	Nana05299-RA	ENSG00000119723.17
OG0011011	Nana05263-RA	ENSG00000100916.14
OG0011012	Nana10911-RA	ENSG00000161031.13
OG0011013	Nana05270-RA	ENSG00000198807.13
OG0011014	Nana05271-RA	ENSG00000183032.12
OG0011015	Nana05273-RA	ENSG00000151338.18
OG0011016	Nana05275-RA	ENSG00000129514.7
OG0011017	Nana05277-RA	ENSG00000139865.16
OG0011018	Nana05209-RA	ENSG00000092140.16
OG0011019	Nana05204-RA	ENSG00000184304.15
OG0011020	Nana05173-RA	ENSG00000168952.15
OG0011021	Nana05167-RA	ENSG00000021776.11
OG0011022	Nana05164-RA	ENSG00000134146.12
OG0011023	Nana10919-RB, Nana10919-RA	ENSG00000105137.13
OG0011024	Nana05154-RA	ENSG00000186073.14
OG0011025	Nana10922-RA	ENSG00000105135.16
OG0011026	Nana05133-RA	ENSG00000166068.13
OG0011027	Nana05126-RA	ENSG00000171262.11
OG0011028	Nana05125-RA	ENSG00000172575.12
OG0011029	Nana10970-RA	ENSG00000142453.11
OG0011030	Nana10951-RA	ENSG00000197614.11
OG0011031	Nana10955-RA	ENSG00000003056.8
OG0011032	Nana05113-RA	ENSG00000169857.8
OG0011033	Nana05111-RA	ENSG00000184984.10
OG0011034	Nana05110-RA	ENSG00000134153.10
OG0011035	Nana12618-RA	ENSG00000101638.13
OG0011036	Nana10956-RA	ENSG00000165685.8
OG0011037	Nana12626-RA	ENSG00000141622.14
OG0011038	Nana10973-RA	ENSG00000133110.15
OG0011039	Nana10981-RA	ENSG00000120699.13
OG0011041	Nana10982-RA	ENSG00000176142.13
OG0011042	Nana12665-RA	ENSG00000132872.12
OG0011043	Nana04970-RB	ENSG00000006432.15
OG0011044	Nana04971-RA	ENSG00000100731.16
OG0011045	Nana10996-RA	ENSG00000163393.13
OG0011046	Nana10590-RB, Nana10590-RA	ENSG00000102145.15
OG0011047	Nana04984-RA	ENSG00000165861.14
OG0011048	Nana04996-RA	ENSG00000156030.13
OG0011049	Nana05012-RA	ENSG00000214013.9
OG0011050	Nana10670-RA	ENSG00000130829.18
OG0011051	Nana10672-RA	ENSG00000262919.8
OG0011052	Nana05014-RA	ENSG00000166887.15
OG0011053	Nana10681-RB, Nana10681-RA	ENSG00000182492.16
OG0011054	Nana10708-RA	ENSG00000172534.14
OG0011055	Nana05059-RA	ENSG00000187446.12
OG0011056	Nana05060-RA	ENSG00000178997.11
OG0011057	Nana04869-RA	ENSG00000157613.11
OG0011058	Nana04873-RA	ENSG00000110492.15
OG0011059	Nana04881-RA	ENSG00000180210.15
OG0011060	Nana10735-RA	ENSG00000072506.13
OG0011061	Nana10737-RA, Nana10737-RB	ENSG00000072501.18
OG0011062	Nana04883-RA	ENSG00000134569.10
OG0011063	Nana04893-RA	ENSG00000134574.11
OG0011064	Nana04896-RA	ENSG00000110514.19
OG0011065	Nana04898-RA	ENSG00000134571.11
OG0011066	Nana04918-RA	ENSG00000033170.17
OG0011067	Nana10023-RA	ENSG00000050405.13
OG0011068	Nana04835-RA	ENSG00000166199.13
OG0011069	Nana10029-RA	ENSG00000066117.15
OG0011070	Nana04845-RA	ENSG00000052850.8
OG0011071	Nana04855-RA	ENSG00000019505.8
OG0011072	Nana04864-RA	ENSG00000121653.11
OG0011073	Nana04865-RA	ENSG00000121680.16
OG0011074	Nana04867-RA	ENSG00000135365.15
OG0011075	Nana04821-RA	ENSG00000148948.8
OG0011076	Nana04833-RA	ENSG00000052841.15
OG0011077	Nana04813-RA	ENSG00000175097.7
OG0011078	Nana04812-RA	ENSG00000166349.9
OG0011079	Nana04808-RA	ENSG00000135362.14
OG0011080	Nana10078-RA	ENSG00000135517.9
OG0011081	Nana04807-RA	ENSG00000110442.12
OG0011082	Nana10079-RA	ENSG00000111602.12
OG0011083	Nana04792-RA	ENSG00000110436.13
OG0011084	Nana10081-RB, Nana10081-RA	ENSG00000175336.10
OG0011085	Nana04754-RA	ENSG00000186895.4
OG0011086	Nana04751-RA	ENSG00000075388.4
OG0011087	Nana04749-RA	ENSG00000149716.12
OG0011088	Nana10084-RA	ENSG00000135473.15
OG0011089	Nana04732-RA	ENSG00000172890.13
OG0011091	Nana04727-RA	ENSG00000129170.10
OG0011092	Nana04726-RA	ENSG00000129173.13
OG0011093	Nana04705-RA	ENSG00000109851.7
OG0011094	Nana04700-RA	ENSG00000185238.13
OG0011095	Nana04696-RA	ENSG00000165970.11
OG0011096	Nana04687-RA	ENSG00000171714.11
OG0011097	Nana10093-RA	ENSG00000181852.18
OG0011098	Nana04641-RA	ENSG00000131808.10
OG0011099	Nana04627-RA	ENSG00000109911.19
OG0011100	Nana10101-RA	ENSG00000139641.12
OG0011101	Nana04617-RA	ENSG00000184937.15
OG0011102	Nana04612-RA	ENSG00000060749.15
OG0011103	Nana04611-RA	ENSG00000121690.11
OG0011104	Nana04610-RA	ENSG00000176148.16
OG0011105	Nana10178-RA	ENSG00000125084.12
OG0011107	Nana10171-RA	ENSG00000139537.11
OG0011108	Nana10170-RA	ENSG00000172602.11
OG0011109	Nana10168-RA	ENSG00000167535.8
OG0011110	Nana04545-RA	ENSG00000198730.9
OG0011111	Nana04541-RA	ENSG00000110315.7
OG0011112	Nana10162-RA	ENSG00000129315.11
OG0011114	Nana10148-RA	ENSG00000198056.15
OG0011115	Nana04462-RA	ENSG00000152270.9
OG0011116	Nana04445-RA	ENSG00000110693.18
OG0011117	Nana04437-RA	ENSG00000166689.16
OG0011118	Nana04434-RA	ENSG00000110700.7
OG0011119	Nana10113-RA	ENSG00000186666.6
OG0011120	Nana10112-RA	ENSG00000135472.9
OG0011121	Nana04413-RA	ENSG00000129158.11
OG0011122	Nana09760-RA	ENSG00000069188.17
OG0011123	Nana09744-RA	ENSG00000141540.11
OG0011124	Nana09740-RA	ENSG00000204347.4
OG0011125	Nana09738-RA	ENSG00000170412.18
OG0011126	Nana04395-RA	ENSG00000151117.9
OG0011127	Nana09736-RA	ENSG00000204237.5
OG0011128	Nana09733-RA	ENSG00000182446.14
OG0011129	Nana09731-RA	ENSG00000185504.17
OG0011130	Nana09720-RA	ENSG00000157637.13
OG0011131	Nana09716-RA	ENSG00000167302.10
OG0011132	Nana09711-RA	ENSG00000181409.14
OG0011133	Nana09710-RA	ENSG00000175866.15
OG0011134	Nana04371-RA	ENSG00000070985.13
OG0011135	Nana09698-RA	ENSG00000171246.6
OG0011136	Nana04369-RA	ENSG00000110651.11
OG0011137	Nana04362-RB	ENSG00000180176.14
OG0011138	Nana04360-RA	ENSG00000167244.21
OG0011139	Nana09689-RA	ENSG00000181523.13
OG0011140	Nana09685-RA	ENSG00000175643.10
OG0011141	Nana09680-RA	ENSG00000167291.16
OG0011142	Nana09676-RA	ENSG00000141582.15
OG0011143	Nana09672-RA	ENSG00000141570.11
OG0011144	Nana09670-RA	ENSG00000173894.11
OG0011145	Nana04338-RA	ENSG00000078902.16
OG0011146	Nana09656-RA	ENSG00000167280.16
OG0011147	Nana09651-RA	ENSG00000035862.12
OG0011148	Nana09643-RA	ENSG00000087157.19
OG0011149	Nana09634-RA	ENSG00000167900.12
OG0011150	Nana04331-RA	ENSG00000177830.18
OG0011151	Nana09632-RA	ENSG00000141524.15
OG0011152	Nana04324-RA	ENSG00000177697.19
OG0011153	Nana09631-RA	ENSG00000214087.8
OG0011154	Nana04323-RA	ENSG00000177685.17
OG0011155	Nana04321-RA	ENSG00000177666.17
OG0011156	Nana04315-RA	ENSG00000184524.6
OG0011157	Nana04314-RA	ENSG00000177225.17
OG0011158	Nana04310-RA	ENSG00000177030.16
OG0011159	Nana09295-RA	ENSG00000132002.8
OG0011160	Nana04309-RA	ENSG00000276825.2, ENSG00000069696.7
OG0011161	Nana09297-RA	ENSG00000099795.7
OG0011162	Nana09300-RA, Nana09300-RB	ENSG00000181029.9
OG0011163	Nana04295-RA	ENSG00000110066.15
OG0011164	Nana04292-RA	ENSG00000171067.11
OG0011165	Nana04285-RA, Nana04284-RA	ENSG00000285044.2, ENSG00000172139.15
OG0011166	Nana04278-RA, Nana04277-RA	ENSG00000132749.11
OG0011167	Nana09317-RE, Nana09317-RI	ENSG00000011243.18
OG0011168	Nana04272-RA	ENSG00000197345.13
OG0011169	Nana04270-RA	ENSG00000132740.8
OG0011170	Nana09321-RA	ENSG00000141568.21
OG0011171	Nana09322-RA	ENSG00000141580.16
OG0011172	Nana04269-RA	ENSG00000173227.14
OG0011173	Nana04266-RA	ENSG00000185187.13
OG0011174	Nana09326-RA	ENSG00000006744.19
OG0011175	Nana04210-RA	ENSG00000177963.14
OG0011176	Nana03721-RA	ENSG00000138496.16
OG0011177	Nana03729-RA	ENSG00000144909.8
OG0011178	Nana03732-RA	ENSG00000163848.19
OG0011179	Nana03752-RA	ENSG00000065371.17, ENSG00000114547.10
OG0011180	Nana03753-RA	ENSG00000175455.15
OG0011181	Nana09348-RB	ENSG00000276231.5
OG0011182	Nana09349-RB	ENSG00000141506.13
OG0011183	Nana03760-RA	ENSG00000206527.10
OG0011184	Nana09358-RA	ENSG00000166596.15
OG0011185	Nana03768-RA, Nana03767-RA	ENSG00000065485.20
OG0011186	Nana09366-RA	ENSG00000006740.17
OG0011187	Nana09379-RA	ENSG00000125409.13
OG0011188	Nana03775-RA	ENSG00000138463.9
OG0011189	Nana03782-RA	ENSG00000163406.11
OG0011190	Nana09403-RA	ENSG00000141579.7
OG0011191	Nana09408-RA	ENSG00000141052.17
OG0011192	Nana03790-RA	ENSG00000211460.12
OG0011193	Nana03798-RA	ENSG00000074047.21
OG0011194	Nana03802-RA	ENSG00000163083.6
OG0011196	Nana03808-RA	ENSG00000144120.13
OG0011197	Nana03809-RA	ENSG00000158186.13
OG0011198	Nana03903-RA	ENSG00000163499.12
OG0011199	Nana03897-RA	ENSG00000181378.14
OG0011200	Nana03878-RA	ENSG00000163482.12
OG0011201	Nana03877-RA	ENSG00000163481.8
OG0011202	Nana03875-RA	ENSG00000074582.14
OG0011203	Nana03873-RA	ENSG00000115568.15
OG0011204	Nana03871-RA	ENSG00000144580.13
OG0011205	Nana09415-RA	ENSG00000007237.18
OG0011206	Nana09416-RA	ENSG00000065325.13
OG0011207	Nana03864-RA	ENSG00000158428.4
OG0011208	Nana03862-RA	ENSG00000127838.14
OG0011209	Nana09425-RA	ENSG00000181396.13
OG0011210	Nana09429-RA	ENSG00000181408.3
OG0011211	Nana09444-RA	ENSG00000078687.17
OG0011212	Nana09454-RA	ENSG00000092931.11
OG0011213	Nana09456-RA	ENSG00000181038.13
OG0011214	Nana04119-RA	ENSG00000173638.19
OG0011215	Nana09461-RA	ENSG00000070526.15
OG0011216	Nana09463-RA	ENSG00000070731.11
OG0011217	Nana09467-RA	ENSG00000129673.9
OG0011218	Nana09468-RA	ENSG00000175931.13
OG0011219	Nana04499-RA, Nana04498-RA	ENSG00000166436.16
OG0011220	Nana04101-RA	ENSG00000166900.17
OG0011221	Nana09477-RA	ENSG00000141576.16
OG0011222	Nana04097-RA	ENSG00000110048.12
OG0011223	Nana09478-RA	ENSG00000129654.8
OG0011224	Nana04095-RA	ENSG00000197629.6
OG0011225	Nana04093-RA	ENSG00000166801.15, ENSG00000189057.11
OG0011226	Nana09483-RA	ENSG00000167881.15
OG0011227	Nana04083-RA	ENSG00000213593.10
OG0011228	Nana04081-RA	ENSG00000156599.11
OG0011229	Nana04080-RA	ENSG00000172409.6
OG0011230	Nana04073-RD, Nana04073-RC	ENSG00000149150.9
OG0011231	Nana04067-RA	ENSG00000186907.8
OG0011232	Nana04065-RA	ENSG00000134802.17
OG0011233	Nana09489-RA	ENSG00000204316.12
OG0011234	Nana09494-RA	ENSG00000132478.10
OG0011235	Nana09502-RA	ENSG00000161526.15
OG0011236	Nana04033-RA	ENSG00000175505.11
OG0011237	Nana09520-RA	ENSG00000125445.11
OG0011238	Nana04029-RA	ENSG00000175463.12
OG0011239	Nana09526-RA	ENSG00000170190.16
OG0011240	Nana09530-RA	ENSG00000167862.10
OG0011241	Nana09531-RA	ENSG00000109089.7
OG0011242	Nana09532-RA	ENSG00000167861.16
OG0011243	Nana04016-RA	ENSG00000110057.8
OG0011244	Nana09533-RA	ENSG00000182040.9
OG0011245	Nana09537-RA	ENSG00000172782.12
OG0011246	Nana09539-RA	ENSG00000161513.12
OG0011247	Nana04011-RA	ENSG00000139998.15
OG0011248	Nana04008-RA, Nana04008-RB	ENSG00000070182.21
OG0011249	Nana09543-RA	ENSG00000109066.14
OG0011250	Nana09544-RA	ENSG00000109065.12
OG0011251	Nana09553-RA	ENSG00000015532.10
OG0011252	Nana09556-RA	ENSG00000108826.16
OG0011253	Nana09557-RA	ENSG00000154920.14
OG0011254	Nana09560-RA	ENSG00000136457.10
OG0011255	Nana09562-RB, Nana09562-RA	ENSG00000136444.10
OG0011256	Nana09563-RA	ENSG00000136449.15
OG0011257	Nana09566-RA	ENSG00000006282.21
OG0011258	Nana03996-RA	ENSG00000114923.17
OG0011259	Nana09571-RA	ENSG00000006283.18
OG0011260	Nana03992-RA	ENSG00000144589.22
OG0011261	Nana03987-RB	ENSG00000123999.5
OG0011262	Nana03973-RA	ENSG00000123989.14
OG0011263	Nana03952-RA	ENSG00000286095.1, ENSG00000286143.1
OG0011264	Nana03948-RA	ENSG00000175084.12
OG0011265	Nana03943-RA	ENSG00000123992.19
OG0011266	Nana03941-RA	ENSG00000054356.14
OG0011267	Nana09575-RA	ENSG00000108848.16
OG0011268	Nana09578-RA	ENSG00000173714.8
OG0011269	Nana09577-RA	ENSG00000141232.5
OG0011270	Nana03921-RE, Nana03921-RD	ENSG00000135912.11
OG0011271	Nana09585-RA	ENSG00000011258.16
OG0011272	Nana03679-RA	ENSG00000152127.9
OG0011273	Nana03678-RA	ENSG00000152128.13
OG0011274	Nana09594-RA	ENSG00000169710.9
OG0011275	Nana03670-RA	ENSG00000115839.17
OG0011276	Nana03665-RA	ENSG00000144224.17
OG0011277	Nana09597-RA	ENSG00000169733.12
OG0011278	Nana03661-RA	ENSG00000115866.11
OG0011279	Nana09606-RA	ENSG00000185269.12
OG0011280	Nana03643-RA	ENSG00000144227.5
OG0011281	Nana09620-RA	ENSG00000185624.15
OG0011283	Nana03616-RA	ENSG00000115919.15
OG0011284	Nana03613-RA	ENSG00000121964.14
OG0011285	Nana03611-RA	ENSG00000169554.21
OG0011286	Nana09205-RA	ENSG00000170584.11
OG0011287	Nana09203-RA	ENSG00000038274.17
OG0011288	Nana09160-RA	ENSG00000113645.14
OG0011289	Nana09146-RA	ENSG00000204767.4
OG0011290	Nana09159-RA	ENSG00000113643.9
OG0011291	Nana09142-RA	ENSG00000043462.12
OG0011292	Nana09116-RA	ENSG00000145868.16
OG0011293	Nana09111-RA	ENSG00000164270.17
OG0011294	Nana09092-RA	ENSG00000183111.12
OG0011295	Nana03075-RA	ENSG00000144445.17
OG0011296	Nana03074-RA	ENSG00000115361.8
OG0011297	Nana09075-RA	ENSG00000157510.14
OG0011298	Nana09074-RA	ENSG00000173210.19
OG0011299	Nana03069-RA	ENSG00000021826.17
OG0011300	Nana09067-RA	ENSG00000169252.5
OG0011301	Nana09061-RA	ENSG00000168246.6
OG0011302	Nana09055-RA	ENSG00000174705.13
OG0011303	Nana09051-RA	ENSG00000120129.6
OG0011304	Nana09050-RA	ENSG00000113719.16
OG0011305	Nana09046-RA	ENSG00000164463.12
OG0011306	Nana03049-RA	ENSG00000030419.16
OG0011307	Nana03048-RA	ENSG00000144451.19
OG0011308	Nana09043-RA	ENSG00000183072.10
OG0011309	Nana03041-RA	ENSG00000144452.15
OG0011310	Nana09038-RA	ENSG00000113739.10
OG0011311	Nana01324-RA	ENSG00000163798.13
OG0011312	Nana01317-RA	ENSG00000075426.12
OG0011313	Nana03038-RA	ENSG00000115414.20
OG0011314	Nana08980-RA	ENSG00000113578.18
OG0011315	Nana08978-RA	ENSG00000187678.9
OG0011316	Nana08977-RA	ENSG00000131507.11
OG0011317	Nana03199-RA	ENSG00000162971.11
OG0011318	Nana03196-RA	ENSG00000155729.13
OG0011320	Nana08972-RA	ENSG00000155329.12
OG0011321	Nana08941-RA	ENSG00000053108.17
OG0011322	Nana03024-RA	ENSG00000068024.16
OG0011323	Nana08929-RA	ENSG00000237190.4
OG0011324	Nana03018-RA	ENSG00000204104.12
OG0011325	Nana03268-RA	ENSG00000115419.13
OG0011326	Nana02998-RA	ENSG00000144476.6
OG0011327	Nana03272-RA	ENSG00000189362.12
OG0011328	Nana03273-RA	ENSG00000151690.15
OG0011329	Nana02841-RA	ENSG00000143952.20
OG0011330	Nana03278-RA	ENSG00000138379.5
OG0011331	Nana03281-RA	ENSG00000064933.17
OG0011332	Nana02843-RA	ENSG00000014641.20
OG0011333	Nana03284-RA	ENSG00000128694.12
OG0011334	Nana02845-RA	ENSG00000143951.16
OG0011335	Nana09032-RA	ENSG00000113742.14
OG0011337	Nana02852-RA	ENSG00000115504.14
OG0011338	Nana02857-RA	ENSG00000170340.11
OG0011339	Nana02860-RA	ENSG00000170264.13
OG0011340	Nana09012-RA	ENSG00000169302.16
OG0011341	Nana08807-RA	ENSG00000086570.12
OG0011342	Nana02873-RA	ENSG00000008197.4
OG0011343	Nana02887-RA	ENSG00000096093.16
OG0011344	Nana02888-RA	ENSG00000065308.5
OG0011345	Nana02984-RC	ENSG00000182362.14
OG0011346	Nana02985-RA	ENSG00000160294.11
OG0011348	Nana08817-RA	ENSG00000086589.12
OG0011349	Nana08820-RA	ENSG00000171992.13
OG0011350	Nana08829-RA	ENSG00000183876.9
OG0011351	Nana02994-RA	ENSG00000115648.14
OG0011352	Nana08832-RA	ENSG00000011083.9
OG0011353	Nana08835-RA	ENSG00000113721.14
OG0011354	Nana02837-RA	ENSG00000119862.13
OG0011355	Nana08837-RA	ENSG00000182578.13
OG0011356	Nana02832-RA	ENSG00000115902.11
OG0011357	Nana02828-RA	ENSG00000198369.10
OG0011358	Nana02813-RA	ENSG00000243667.7
OG0011359	Nana08845-RA	ENSG00000037280.16
OG0011360	Nana02810-RA	ENSG00000119865.9
OG0011361	Nana02809-RA	ENSG00000115956.10
OG0011362	Nana02804-RA	ENSG00000125851.10
OG0011363	Nana02776-RA	ENSG00000101230.6
OG0011364	Nana02732-RA	ENSG00000089195.15
OG0011365	Nana02718-RA	ENSG00000164438.6
OG0011366	Nana08873-RA	ENSG00000197451.12
OG0011367	Nana02714-RA, Nana02715-RA	ENSG00000156427.8
OG0011368	Nana08875-RA	ENSG00000061492.12
OG0011369	Nana08882-RA	ENSG00000177733.7
OG0011370	Nana02700-RA	ENSG00000120725.13
OG0011371	Nana00991-RA	ENSG00000119878.6
OG0011372	Nana02696-RA	ENSG00000080618.16
OG0011373	Nana02694-RA	ENSG00000288275.1, ENSG00000170464.10
OG0011374	Nana00982-RA, Nana00980-RA	ENSG00000146216.13
OG0011375	Nana02686-RA	ENSG00000133103.17
OG0011376	Nana02685-RA	ENSG00000150907.10
OG0011377	Nana02682-RA	ENSG00000102738.8
OG0011378	Nana00978-RA	ENSG00000112658.8
OG0011379	Nana02677-RA	ENSG00000136100.14
OG0011380	Nana02675-RA	ENSG00000136108.15
OG0011381	Nana02673-RA	ENSG00000197168.13
OG0011382	Nana02672-RA	ENSG00000253710.4
OG0011383	Nana02788-RA	ENSG00000125848.10
OG0011384	Nana37617-RA	ENSG00000066185.13
OG0011385	Nana02763-RA	ENSG00000101384.12
OG0011386	Nana00963-RA	ENSG00000124587.14
OG0011387	Nana02759-RA	ENSG00000132623.16
OG0011388	Nana00962-RA	ENSG00000124713.6
OG0011389	Nana02756-RA	ENSG00000101349.16
OG0011390	Nana00958-RA	ENSG00000125630.16
OG0011391	Nana02755-RA	ENSG00000125869.10
OG0011392	Nana02754-RA	ENSG00000101333.16
OG0011393	Nana02742-RA	ENSG00000101323.5
OG0011394	Nana02975-RA	ENSG00000136156.15
OG0011395	Nana08693-RA	ENSG00000113758.13
OG0011396	Nana08691-RA, Nana08691-RB	ENSG00000131188.12
OG0011397	Nana02979-RA	ENSG00000102468.10
OG0011398	Nana08680-RA	ENSG00000169223.15
OG0011399	Nana08671-RA	ENSG00000094880.11
OG0011400	Nana08668-RA	ENSG00000158402.20
OG0011401	Nana08663-RA	ENSG00000120733.14
OG0011402	Nana08662-RA	ENSG00000132563.16
OG0011403	Nana08661-RA	ENSG00000120738.8
OG0011404	Nana08658-RA	ENSG00000173402.12
OG0011405	Nana08657-RA	ENSG00000176095.12
OG0011406	Nana08654-RA	ENSG00000185614.6
OG0011407	Nana08645-RA	ENSG00000164068.16
OG0011408	Nana08646-RA	ENSG00000176020.9
OG0011409	Nana02937-RA	ENSG00000124818.15
OG0011410	Nana08640-RA	ENSG00000125037.12
OG0011411	Nana08638-RA	ENSG00000114316.13
OG0011412	Nana02924-RA	ENSG00000146070.17
OG0011413	Nana02923-RA	ENSG00000180113.16
OG0011414	Nana08632-RA	ENSG00000164078.13
OG0011415	Nana08630-RA	ENSG00000164077.14
OG0011416	Nana02889-RA	ENSG00000112077.17
OG0011417	Nana02666-RA	ENSG00000253309.6
OG0011418	Nana02670-RA	ENSG00000139668.9
