Orthogroup	N_naja.pep	A_carolinensis.pep
OG0012471	Nana26666-RA	ENSACAG00000006693.2
OG0012472	Nana18928-RA	ENSACAG00000008521.3
OG0012473	Nana35988-RA	ENSACAG00000000727.3
OG0012474	Nana35989-RA	ENSACAG00000029518.1
OG0012476	Nana19700-RA	ENSACAG00000009991.2
OG0012478	Nana21189-RA	ENSACAG00000009574.3
OG0012481	Nana17220-RA	ENSACAG00000007226.3
OG0012483	Nana19717-RA	ENSACAG00000009489.2
OG0012484	Nana17227-RA	ENSACAG00000005363.3
OG0012486	Nana30231-RA	ENSACAG00000000957.3
OG0012488	Nana03528-RA	ENSACAG00000012794.2
OG0012491	Nana13288-RA	ENSACAG00000011109.2
OG0012492	Nana28757-RA	ENSACAG00000004934.3
OG0012493	Nana05077-RB	ENSACAG00000013901.3
OG0012496	Nana30266-RA	ENSACAG00000000261.2
OG0012497	Nana25110-RA	ENSACAG00000003127.1
OG0012498	Nana05085-RA	ENSACAG00000014059.3
OG0012499	Nana05088-RA	ENSACAG00000029470.1
OG0012500	Nana15123-RA	ENSACAG00000005260.3
OG0012501	Nana00785-RA	ENSACAG00000027747.1
OG0012502	Nana25565-RA	ENSACAG00000015570.3
OG0012503	Nana13269-RA	ENSACAG00000008188.3
OG0012504	Nana00786-RA	ENSACAG00000010061.3
OG0012505	Nana16122-RA	ENSACAG00000009890.3
OG0012506	Nana13265-RA	ENSACAG00000008177.2
OG0012508	Nana30124-RA	ENSACAG00000016687.1
OG0012509	Nana10716-RA	ENSACAG00000015049.2, ENSACAG00000012680.2
OG0012510	Nana11973-RA	ENSACAG00000007083.3
OG0012511	Nana14131-RA	ENSACAG00000014244.2
OG0012512	Nana25500-RA	ENSACAG00000010267.2
OG0012515	Nana21142-RA	ENSACAG00000006760.3
OG0012516	Nana37034-RA	ENSACAG00000011642.2
OG0012518	Nana11949-RA	ENSACAG00000008012.3
OG0012519	Nana23798-RA	ENSACAG00000028480.1
OG0012520	Nana32402-RA	ENSACAG00000003737.3
OG0012521	Nana14088-RA, Nana14087-RA	ENSACAG00000007947.2
OG0012524	Nana14084-RA	ENSACAG00000025892.1
OG0012525	Nana23787-RA	ENSACAG00000010176.3
OG0012528	Nana33678-RA	ENSACAG00000008953.3
OG0012530	Nana00390-RA	ENSACAG00000012834.3
OG0012532	Nana02403-RA	ENSACAG00000016710.3
OG0012533	Nana26909-RA	ENSACAG00000004335.3
OG0012535	Nana02402-RA	ENSACAG00000016719.3
OG0012537	Nana02397-RA	ENSACAG00000016788.3
OG0012538	Nana15998-RA	ENSACAG00000003727.2
OG0012539	Nana31255-RA	ENSACAG00000008955.3
OG0012540	Nana21245-RA	ENSACAG00000011000.3
OG0012541	Nana26923-RA	ENSACAG00000024463.2
OG0012542	Nana30835-RA	ENSACAG00000011805.2
OG0012543	Nana30833-RA	ENSACAG00000011808.2
OG0012545	Nana15951-RA	ENSACAG00000001221.3
OG0012546	Nana31233-RA	ENSACAG00000009755.2
OG0012547	Nana08759-RA	ENSACAG00000003369.3
OG0012548	Nana31679-RA	ENSACAG00000000715.2
OG0012549	Nana30303-RA	ENSACAG00000000499.2
OG0012550	Nana31146-RB	ENSACAG00000010470.3
OG0012551	Nana31151-RA	ENSACAG00000000883.3
OG0012552	Nana23542-RA	ENSACAG00000005762.2
OG0012553	Nana21292-RA	ENSACAG00000003231.3
OG0012554	Nana23529-RA, Nana23528-RA	ENSACAG00000025639.2
OG0012556	Nana21316-RA	ENSACAG00000000947.3
OG0012558	Nana27559-RA, Nana27558-RA	ENSACAG00000014435.2
OG0012559	Nana00976-RA, Nana00976-RB	ENSACAG00000004957.3
OG0012560	Nana05889-RA	ENSACAG00000016300.1
OG0012561	Nana15858-RA	ENSACAG00000003668.2
OG0012563	Nana03827-RA	ENSACAG00000009826.2
OG0012564	Nana11000-RA	ENSACAG00000003503.3
OG0012565	Nana13693-RA	ENSACAG00000012126.3
OG0012567	Nana10749-RA	ENSACAG00000003734.3
OG0012568	Nana25522-RA	ENSACAG00000014367.2
OG0012569	Nana36340-RA, Nana36340-RD, Nana36340-RB	ENSACAG00000005337.2
OG0012570	Nana31034-RA	ENSACAG00000002116.3
OG0012571	Nana31097-RA	ENSACAG00000006757.3
OG0012573	Nana10753-RA	ENSACAG00000028164.1
OG0012574	Nana31087-RA	ENSACAG00000006649.3
OG0012575	Nana17325-RA	ENSACAG00000004199.3
OG0012576	Nana35751-RA	ENSACAG00000007549.2
OG0012577	Nana34015-RA	ENSACAG00000000557.2
OG0012578	Nana30739-RA	ENSACAG00000002340.3
OG0012580	Nana35888-RA	ENSACAG00000026255.2, ENSACAG00000012960.2
OG0012582	Nana21423-RA	ENSACAG00000008581.3
OG0012583	Nana17311-RA	ENSACAG00000009527.3
OG0012585	Nana16339-RA	ENSACAG00000017993.2
OG0012586	Nana14673-RA	ENSACAG00000011308.3
OG0012587	Nana12870-RA	ENSACAG00000025586.1
OG0012588	Nana11203-RA	ENSACAG00000004008.3
OG0012592	Nana19341-RA	ENSACAG00000007760.2
OG0012593	Nana03547-RA	ENSACAG00000007779.2
OG0012594	Nana19356-RA	ENSACAG00000007395.2
OG0012596	Nana04589-RA	ENSACAG00000005948.3
OG0012601	Nana24844-RA	ENSACAG00000005689.3
OG0012602	Nana21463-RA	ENSACAG00000016115.3
OG0012603	Nana15268-RA	ENSACAG00000015479.3
OG0012605	Nana36096-RA	ENSACAG00000023953.1
OG0012606	Nana09005-RA	ENSACAG00000014252.2
OG0012607	Nana15147-RA	ENSACAG00000008344.3
OG0012608	Nana10332-RA	ENSACAG00000007194.3
OG0012609	Nana09965-RA	ENSACAG00000009118.2
OG0012612	Nana24357-RA	ENSACAG00000011611.3
OG0012613	Nana36741-RA	ENSACAG00000007156.3
OG0012614	Nana37182-RA	ENSACAG00000008419.2
OG0012617	Nana09953-RA	ENSACAG00000009413.3
OG0012620	Nana35810-RA	ENSACAG00000010808.1
OG0012621	Nana27758-RA	ENSACAG00000028326.1
OG0012622	Nana22209-RA	ENSACAG00000026199.2
OG0012623	Nana36756-RB	ENSACAG00000007232.3
OG0012624	Nana13539-RA	ENSACAG00000005975.3
OG0012625	Nana09941-RA	ENSACAG00000009633.2
OG0012626	Nana35814-RA	ENSACAG00000010869.2
OG0012628	Nana28257-RA	ENSACAG00000010572.2
OG0012629	Nana28253-RA	ENSACAG00000010657.3
OG0012630	Nana04147-RA	ENSACAG00000017785.3
OG0012631	Nana23781-RA	ENSACAG00000014338.3
OG0012632	Nana14987-RA	ENSACAG00000006286.2
OG0012633	Nana12966-RA	ENSACAG00000012409.2
OG0012634	Nana30186-RA	ENSACAG00000013716.3
OG0012635	Nana04153-RA	ENSACAG00000028471.1
OG0012637	Nana27668-RA	ENSACAG00000016972.3
OG0012639	Nana09924-RA	ENSACAG00000002637.3
OG0012640	Nana37551-RA	ENSACAG00000000578.3
OG0012641	Nana23654-RA	ENSACAG00000028372.1
OG0012643	Nana08536-RA	ENSACAG00000012079.3
OG0012645	Nana30911-RA	ENSACAG00000017811.3
OG0012647	Nana27660-RA	ENSACAG00000017132.2
OG0012648	Nana33731-RA	ENSACAG00000003587.2
OG0012649	Nana33727-RA	ENSACAG00000026577.1
OG0012650	Nana09903-RA	ENSACAG00000015505.3
OG0012651	Nana27655-RA	ENSACAG00000017240.3
OG0012652	Nana27653-RA	ENSACAG00000017264.3
OG0012653	Nana04166-RA	ENSACAG00000017746.3
OG0012654	Nana20620-RA	ENSACAG00000016524.3
OG0012655	Nana04169-RA	ENSACAG00000017741.2
OG0012656	Nana23637-RA	ENSACAG00000016576.3
OG0012658	Nana05707-RA	ENSACAG00000000207.3
OG0012659	Nana04173-RA	ENSACAG00000017727.3
OG0012660	Nana34748-RA	ENSACAG00000002887.3
OG0012661	Nana16254-RA	ENSACAG00000017863.3
OG0012662	Nana23721-RA	ENSACAG00000024666.1
OG0012665	Nana23611-RA	ENSACAG00000028696.1
OG0012666	Nana35165-RA	ENSACAG00000002596.3
OG0012667	Nana35831-RA, Nana35832-RA	ENSACAG00000024450.1
OG0012668	Nana00719-RA	ENSACAG00000015040.3
OG0012670	Nana09871-RA	ENSACAG00000005020.2
OG0012673	Nana27578-RA	ENSACAG00000017560.3
OG0012675	Nana15411-RA	ENSACAG00000011971.3
OG0012676	Nana23704-RA	ENSACAG00000015681.3
OG0012677	Nana23703-RA	ENSACAG00000015711.3
OG0012678	Nana15417-RA	ENSACAG00000012271.3
OG0012679	Nana30626-RB, Nana30626-RA	ENSACAG00000003465.2
OG0012680	Nana27474-RA	ENSACAG00000012780.3
OG0012681	Nana27479-RA	ENSACAG00000012959.3
OG0012682	Nana21696-RA	ENSACAG00000012882.3
OG0012683	Nana23660-RA	ENSACAG00000016193.3
OG0012684	Nana21714-RA	ENSACAG00000012579.2
OG0012686	Nana15496-RA	ENSACAG00000002438.3
OG0012687	Nana15498-RA	ENSACAG00000002197.3
OG0012688	Nana15499-RA	ENSACAG00000002186.3
OG0012692	Nana15505-RA	ENSACAG00000002076.3
OG0012693	Nana20394-RA	ENSACAG00000007789.2
OG0012694	Nana20392-RA	ENSACAG00000007755.3
OG0012695	Nana21800-RA	ENSACAG00000013069.3
OG0012696	Nana20380-RA	ENSACAG00000007568.3
OG0012697	Nana21944-RA	ENSACAG00000000013.3
OG0012698	Nana20370-RA	ENSACAG00000007503.3
OG0012699	Nana27528-RA	ENSACAG00000012247.3
OG0012700	Nana20368-RA	ENSACAG00000007116.3
OG0012703	Nana20319-RA	ENSACAG00000009603.2
OG0012704	Nana27541-RA	ENSACAG00000012449.2
OG0012705	Nana21901-RA	ENSACAG00000002275.3
OG0012706	Nana15545-RA	ENSACAG00000021000.3
OG0012707	Nana15548-RA	ENSACAG00000000497.3
OG0012712	Nana20269-RA	ENSACAG00000003851.3
OG0012718	Nana20247-RA	ENSACAG00000004959.2
OG0012720	Nana22428-RA	ENSACAG00000017678.2
OG0012721	Nana20189-RA	ENSACAG00000028166.2
OG0012722	Nana20183-RA	ENSACAG00000002586.3
OG0012723	Nana20178-RA	ENSACAG00000002469.3
OG0012726	Nana27335-RA	ENSACAG00000016595.2
OG0012727	Nana14869-RA	ENSACAG00000004498.3
OG0012728	Nana22585-RA	ENSACAG00000026629.1
OG0012729	Nana22613-RA	ENSACAG00000008063.3
OG0012730	Nana22615-RA	ENSACAG00000008077.3
OG0012732	Nana20089-RB	ENSACAG00000009038.3
OG0012733	Nana20086-RB	ENSACAG00000008680.3
OG0012734	Nana27316-RA	ENSACAG00000016104.3
OG0012735	Nana27314-RA	ENSACAG00000015922.3
OG0012736	Nana27311-RA	ENSACAG00000015824.3
OG0012738	Nana20083-RA	ENSACAG00000008325.2
OG0012739	Nana22682-RA	ENSACAG00000029204.1
OG0012740	Nana27301-RA	ENSACAG00000015492.3
OG0012741	Nana27265-RA	ENSACAG00000007811.2
OG0012742	Nana22701-RA	ENSACAG00000006774.3
OG0012743	Nana27240-RA	ENSACAG00000007206.2
OG0012745	Nana20026-RA	ENSACAG00000024982.1
OG0012746	Nana27224-RB	ENSACAG00000004943.3
OG0012747	Nana20016-RA	ENSACAG00000006295.3
OG0012748	Nana27221-RA	ENSACAG00000004782.2
OG0012749	Nana14563-RA	ENSACAG00000000146.3
OG0012750	Nana14561-RA	ENSACAG00000000145.2
OG0012751	Nana14556-RA	ENSACAG00000000129.3
OG0012752	Nana14555-RA	ENSACAG00000000124.3
OG0012753	Nana14551-RA	ENSACAG00000014534.3
OG0012754	Nana14308-RA	ENSACAG00000010960.2
OG0012757	Nana14332-RA	ENSACAG00000021005.2
OG0012760	Nana14344-RA	ENSACAG00000027052.2
OG0012761	Nana19935-RA	ENSACAG00000002776.3
OG0012762	Nana22894-RA	ENSACAG00000013416.3
OG0012764	Nana19804-RA	ENSACAG00000004916.1
OG0012765	Nana14374-RA	ENSACAG00000028642.1
OG0012767	Nana19755-RA	ENSACAG00000006287.3
OG0012768	Nana27028-RA	ENSACAG00000011252.3
OG0012769	Nana27027-RA	ENSACAG00000011191.3
OG0012770	Nana14423-RA	ENSACAG00000015654.3
OG0012771	Nana19188-RA	ENSACAG00000016392.3
OG0012773	Nana14491-RA	ENSACAG00000007289.2
OG0012774	Nana26931-RA	ENSACAG00000007432.2
OG0012775	Nana19220-RA	ENSACAG00000001462.3
OG0012778	Nana14513-RA	ENSACAG00000008300.3
OG0012780	Nana19496-RA	ENSACAG00000029439.1
OG0012781	Nana14514-RA	ENSACAG00000008311.3
OG0012782	Nana23024-RA	ENSACAG00000017469.3
OG0012784	Nana19434-RA	ENSACAG00000005748.3
OG0012787	Nana19574-RB, Nana19574-RC, Nana19574-RD, Nana19574-RA	ENSACAG00000017452.3
OG0012788	Nana14156-RA	ENSACAG00000007344.3
OG0012790	Nana14160-RA	ENSACAG00000007419.3
OG0012791	Nana19533-RA	ENSACAG00000014398.3
OG0012792	Nana23081-RA	ENSACAG00000016132.3
OG0012793	Nana19516-RA	ENSACAG00000001232.3
OG0012794	Nana19512-RA	ENSACAG00000000847.3
OG0012795	Nana14180-RA	ENSACAG00000009974.3
OG0012796	Nana17756-RA	ENSACAG00000023125.1
OG0012797	Nana26635-RA	ENSACAG00000002022.3
OG0012798	Nana14212-RA	ENSACAG00000002228.3
OG0012800	Nana14216-RA	ENSACAG00000001947.3
OG0012802	Nana14242-RA	ENSACAG00000016147.3
OG0012804	Nana26880-RA	ENSACAG00000002466.3
OG0012806	Nana26885-RA	ENSACAG00000025764.2
OG0012808	Nana14282-RA	ENSACAG00000009308.3
OG0012809	Nana23217-RA	ENSACAG00000006408.2
OG0012813	Nana14289-RA	ENSACAG00000010089.2
OG0012816	Nana23254-RA	ENSACAG00000024778.2
OG0012817	Nana23259-RA	ENSACAG00000024181.1
OG0012818	Nana29721-RA	ENSACAG00000007005.1
OG0012820	Nana23267-RA	ENSACAG00000004827.3
OG0012821	Nana23269-RA	ENSACAG00000004805.3
OG0012822	Nana23272-RA	ENSACAG00000004803.3
OG0012823	Nana23276-RA	ENSACAG00000004771.3
OG0012825	Nana14030-RA	ENSACAG00000006229.3
OG0012828	Nana23356-RA	ENSACAG00000012109.3
OG0012829	Nana23345-RA	ENSACAG00000012232.3
OG0012830	Nana13973-RA	ENSACAG00000002291.3
OG0012831	Nana23341-RA	ENSACAG00000012342.3
OG0012833	Nana26274-RA	ENSACAG00000002751.2
OG0012835	Nana23338-RA	ENSACAG00000023481.2
OG0012837	Nana23326-RA	ENSACAG00000013088.3
OG0012838	Nana23318-RA	ENSACAG00000013323.2
OG0012839	Nana13935-RA	ENSACAG00000003745.3
OG0012840	Nana26190-RA	ENSACAG00000000689.2
OG0012841	Nana13917-RA	ENSACAG00000004209.3
OG0012842	Nana13911-RA	ENSACAG00000028388.1
OG0012843	Nana13908-RA	ENSACAG00000029049.1
OG0012844	Nana26173-RA	ENSACAG00000002034.3
OG0012846	Nana26031-RD, Nana26031-RC, Nana26031-RA, Nana26031-RB, Nana26031-RE	ENSACAG00000011405.3
OG0012847	Nana26023-RA	ENSACAG00000005977.3
OG0012849	Nana13834-RA	ENSACAG00000007388.3
OG0012850	Nana26017-RA	ENSACAG00000005917.3
OG0012851	Nana29405-RA	ENSACAG00000002147.3
OG0012852	Nana29423-RA	ENSACAG00000002407.3
OG0012853	Nana25905-RA	ENSACAG00000001680.3
OG0012854	Nana25901-RA	ENSACAG00000001831.3
OG0012855	Nana29492-RA	ENSACAG00000015829.3
OG0012856	Nana25890-RA	ENSACAG00000017031.3
OG0012857	Nana25881-RA	ENSACAG00000011590.3
OG0012858	Nana13977-RA	ENSACAG00000000141.3
OG0012859	Nana25869-RA	ENSACAG00000011680.3
OG0012860	Nana13979-RA	ENSACAG00000000153.3
OG0012861	Nana13728-RA	ENSACAG00000014095.3
OG0012862	Nana13680-RA	ENSACAG00000012037.3
OG0012863	Nana13677-RA	ENSACAG00000016909.3
OG0012864	Nana25825-RA	ENSACAG00000007416.2
OG0012865	Nana13671-RA	ENSACAG00000016871.2
OG0012866	Nana29211-RA	ENSACAG00000011674.3
OG0012867	Nana29223-RA	ENSACAG00000012446.3
OG0012869	Nana13632-RA	ENSACAG00000015827.3
OG0012871	Nana24495-RA	ENSACAG00000017875.3
OG0012872	Nana24508-RA	ENSACAG00000028767.1
OG0012873	Nana13474-RB	ENSACAG00000004758.3
OG0012874	Nana24545-RA	ENSACAG00000003008.3
OG0012875	Nana13452-RA	ENSACAG00000005435.3
OG0012876	Nana13423-RA	ENSACAG00000005817.3
OG0012877	Nana13403-RA	ENSACAG00000006031.2
OG0012878	Nana13368-RA	ENSACAG00000006305.3
OG0012879	Nana24574-RA	ENSACAG00000005460.3
OG0012880	Nana29284-RA	ENSACAG00000004580.3
OG0012881	Nana13330-RA	ENSACAG00000003631.3
OG0012885	Nana18466-RA	ENSACAG00000007530.3
OG0012886	Nana24681-RA	ENSACAG00000022492.2
OG0012888	Nana18623-RA	ENSACAG00000009122.2
OG0012889	Nana24774-RA	ENSACAG00000013777.3
OG0012890	Nana24776-RA	ENSACAG00000025288.2
OG0012891	Nana24844-RB	ENSACAG00000024278.2
OG0012892	Nana18176-RA	ENSACAG00000001593.3
OG0012893	Nana24852-RA	ENSACAG00000015055.3
OG0012894	Nana18190-RA	ENSACAG00000029319.1
OG0012896	Nana24885-RA	ENSACAG00000012080.3
OG0012897	Nana24918-RA	ENSACAG00000010720.2
OG0012898	Nana24919-RA	ENSACAG00000010693.3
OG0012899	Nana25195-RA	ENSACAG00000028783.1
OG0012900	Nana18773-RA	ENSACAG00000005144.3
OG0012901	Nana18770-RA	ENSACAG00000005081.2
OG0012902	Nana24940-RA	ENSACAG00000010051.2
OG0012903	Nana18758-RA	ENSACAG00000016439.3
OG0012904	Nana24949-RA	ENSACAG00000009857.3
OG0012905	Nana24994-RA	ENSACAG00000004706.2
OG0012907	Nana18671-RA	ENSACAG00000015581.2
OG0012908	Nana25034-RA	ENSACAG00000005067.2
OG0012909	Nana25035-RA	ENSACAG00000005068.3
OG0012910	Nana25072-RA	ENSACAG00000009188.3
OG0012912	Nana18093-RA	ENSACAG00000011890.2
OG0012915	Nana25208-RA	ENSACAG00000010946.3
OG0012916	Nana18114-RA	ENSACAG00000012990.3
OG0012917	Nana18126-RA	ENSACAG00000013353.3
OG0012918	Nana25244-RA	ENSACAG00000025988.2
OG0012919	Nana25260-RA	ENSACAG00000012817.3
OG0012920	Nana17906-RA	ENSACAG00000023148.1
OG0012923	Nana25311-RA	ENSACAG00000014593.3
OG0012924	Nana17624-RA	ENSACAG00000006203.3
OG0012925	Nana25370-RA	ENSACAG00000002734.3
OG0012926	Nana17574-RA	ENSACAG00000012860.2
OG0012928	Nana17550-RA	ENSACAG00000013376.3
OG0012929	Nana12331-RA	ENSACAG00000014688.3
OG0012930	Nana12347-RA	ENSACAG00000015405.3
OG0012931	Nana12363-RB	ENSACAG00000008027.2
OG0012934	Nana12314-RA	ENSACAG00000008996.3
OG0012935	Nana12260-RA	ENSACAG00000016275.3
OG0012936	Nana12236-RA	ENSACAG00000012574.2
OG0012939	Nana12055-RA, Nana12055-RB	ENSACAG00000012997.3
OG0012940	Nana10849-RA	ENSACAG00000008304.2
OG0012941	Nana10796-RA	ENSACAG00000009217.2
OG0012942	Nana11533-RA	ENSACAG00000011322.3
OG0012944	Nana11816-RA	ENSACAG00000016581.3
OG0012945	Nana11670-RA	ENSACAG00000005572.3
OG0012946	Nana11622-RA	ENSACAG00000029180.1
OG0012947	Nana11583-RA	ENSACAG00000029209.1
OG0012949	Nana11450-RA	ENSACAG00000028864.1
OG0012950	Nana11462-RA	ENSACAG00000017537.2
OG0012952	Nana10202-RA	ENSACAG00000013105.3
OG0012953	Nana10194-RA	ENSACAG00000012715.3
OG0012955	Nana05774-RA	ENSACAG00000015796.2
OG0012957	Nana10509-RB, Nana10509-RA	ENSACAG00000004813.3
OG0012958	Nana10493-RA	ENSACAG00000005949.3
OG0012959	Nana10547-RA	ENSACAG00000006342.2
OG0012960	Nana10264-RA	ENSACAG00000010917.2
OG0012961	Nana05538-RA	ENSACAG00000009535.2
OG0012962	Nana10255-RA	ENSACAG00000010829.2
OG0012963	Nana05523-RA	ENSACAG00000009814.3
OG0012964	Nana10238-RA	ENSACAG00000028371.1
OG0012966	Nana10825-RA	ENSACAG00000015195.3
OG0012967	Nana10818-RA	ENSACAG00000029498.1
OG0012968	Nana10814-RA	ENSACAG00000015503.2
OG0012969	Nana10803-RA	ENSACAG00000015752.3
OG0012970	Nana05407-RA	ENSACAG00000017211.2
OG0012971	Nana05376-RA	ENSACAG00000017060.3
OG0012972	Nana05361-RA	ENSACAG00000017020.3
OG0012973	Nana01126-RA, Nana05332-RA	ENSACAG00000016714.3
OG0012974	Nana10856-RA	ENSACAG00000017088.3
OG0012976	Nana05310-RA	ENSACAG00000016464.3
OG0012977	Nana10885-RA	ENSACAG00000016925.3
OG0012978	Nana10891-RA	ENSACAG00000016884.3
OG0012979	Nana10893-RA	ENSACAG00000016839.3
OG0012980	Nana10905-RA	ENSACAG00000016589.3
OG0012981	Nana05281-RA	ENSACAG00000023290.1
OG0012982	Nana10912-RA	ENSACAG00000016313.3
OG0012983	Nana05193-RA	ENSACAG00000016052.2
OG0012984	Nana10928-RA	ENSACAG00000015966.3
OG0012985	Nana10930-RA	ENSACAG00000015955.2
OG0012986	Nana10968-RA	ENSACAG00000025187.2
OG0012989	Nana10985-RA, Nana10985-RB	ENSACAG00000017686.3
OG0012990	Nana10588-RA	ENSACAG00000007823.3
OG0012991	Nana10591-RA	ENSACAG00000007892.3
OG0012992	Nana10649-RA, Nana10649-RB	ENSACAG00000008098.3
OG0012993	Nana04992-RA	ENSACAG00000016102.3
OG0012994	Nana10652-RA	ENSACAG00000008220.3
OG0012995	Nana05004-RA	ENSACAG00000015807.3
OG0012996	Nana10691-RA	ENSACAG00000011328.3
OG0012997	Nana10692-RA	ENSACAG00000011417.3
OG0012998	Nana10696-RA	ENSACAG00000011487.2
OG0012999	Nana05027-RC	ENSACAG00000014840.3
OG0013000	Nana05032-RA	ENSACAG00000014445.3
OG0013001	Nana10723-RA	ENSACAG00000024462.2
OG0013002	Nana04874-RA	ENSACAG00000004120.3
OG0013003	Nana10728-RA	ENSACAG00000013447.3
OG0013004	Nana04879-RA	ENSACAG00000003860.2
OG0013005	Nana10736-RA	ENSACAG00000009358.3
OG0013006	Nana10742-RA	ENSACAG00000009566.3
OG0013009	Nana10044-RA	ENSACAG00000016924.3
OG0013010	Nana04859-RA	ENSACAG00000014634.3
OG0013012	Nana10057-RA	ENSACAG00000016836.3
OG0013013	Nana10075-RA	ENSACAG00000016563.3
OG0013014	Nana10076-RA	ENSACAG00000016562.3
OG0013015	Nana04799-RA	ENSACAG00000004590.2
OG0013018	Nana04642-RA	ENSACAG00000001936.3
OG0013019	Nana04614-RA	ENSACAG00000002639.3
OG0013020	Nana10105-RA	ENSACAG00000027539.1
OG0013021	Nana04605-RA	ENSACAG00000003156.3
OG0013023	Nana04528-RA	ENSACAG00000009260.3
OG0013024	Nana04518-RA	ENSACAG00000009704.3
OG0013025	Nana04513-RA	ENSACAG00000009860.2
OG0013026	Nana04511-RA	ENSACAG00000009880.2
OG0013027	Nana10135-RB	ENSACAG00000007359.2
OG0013029	Nana04425-RA	ENSACAG00000000051.3
OG0013030	Nana04422-RA	ENSACAG00000000052.3
OG0013031	Nana10114-RA	ENSACAG00000008392.3
OG0013032	Nana39771-RA, Nana09763-RA	ENSACAG00000014596.3
OG0013033	Nana09761-RA	ENSACAG00000014612.2
OG0013035	Nana09741-RB	ENSACAG00000015003.3
OG0013037	Nana04393-RA	ENSACAG00000000067.2
OG0013038	Nana04389-RA	ENSACAG00000000068.3
OG0013039	Nana04386-RA	ENSACAG00000000070.3
OG0013040	Nana09688-RA	ENSACAG00000015745.3
OG0013041	Nana04348-RA	ENSACAG00000009353.3
OG0013043	Nana09641-RA	ENSACAG00000016701.3
OG0013044	Nana09635-RA	ENSACAG00000016713.3
OG0013045	Nana04311-RA	ENSACAG00000015155.2
OG0013046	Nana09292-RA, Nana09292-RB	ENSACAG00000017009.3
OG0013047	Nana04287-RA	ENSACAG00000014411.3
OG0013048	Nana09311-RA	ENSACAG00000017220.3
OG0013049	Nana04264-RA	ENSACAG00000013428.3
OG0013050	Nana03719-RA	ENSACAG00000009607.2
OG0013051	Nana03722-RA	ENSACAG00000009732.3
OG0013052	Nana09341-RA	ENSACAG00000017555.2
OG0013053	Nana03731-RA	ENSACAG00000029393.1
OG0013054	Nana03742-RA	ENSACAG00000010139.3
OG0013055	Nana03744-RA	ENSACAG00000010168.3
OG0013056	Nana09348-RA	ENSACAG00000017681.3
OG0013057	Nana09367-RA, Nana09368-RA, Nana09369-RA	ENSACAG00000017630.3
OG0013058	Nana09381-RA	ENSACAG00000017586.3
OG0013059	Nana03796-RA	ENSACAG00000004268.3
OG0013060	Nana03889-RA	ENSACAG00000005172.3
OG0013061	Nana03867-RA	ENSACAG00000001954.3
OG0013062	Nana03855-RA	ENSACAG00000027443.2
OG0013063	Nana04114-RA	ENSACAG00000010217.3
OG0013064	Nana04090-RA	ENSACAG00000006800.3
OG0013065	Nana04085-RA	ENSACAG00000027411.2
OG0013066	Nana04075-RA	ENSACAG00000007205.3
OG0013067	Nana09491-RA	ENSACAG00000007533.3
OG0013068	Nana09492-RA	ENSACAG00000007483.1
OG0013069	Nana04009-RA	ENSACAG00000009057.2
OG0013070	Nana04007-RA	ENSACAG00000009366.3
OG0013071	Nana09551-RA	ENSACAG00000022688.2
OG0013072	Nana03932-RA	ENSACAG00000013382.3
OG0013074	Nana09611-RA	ENSACAG00000010413.2
OG0013075	Nana09613-RC	ENSACAG00000010434.2
OG0013077	Nana09275-RA	ENSACAG00000009928.2
OG0013078	Nana09151-RA	ENSACAG00000016212.3
OG0013079	Nana09100-RA	ENSACAG00000015737.3
OG0013085	Nana03197-RA	ENSACAG00000016043.3
OG0013088	Nana03192-RA	ENSACAG00000017026.3
OG0013089	Nana03250-RA	ENSACAG00000006746.3
OG0013090	Nana02990-RA, Nana02989-RA	ENSACAG00000004735.2
OG0013092	Nana02993-RA	ENSACAG00000020999.2
OG0013093	Nana02834-RA	ENSACAG00000001714.1
OG0013094	Nana02734-RA	ENSACAG00000000839.2
OG0013095	Nana32068-RA	ENSACAG00000025487.1
OG0013096	Nana08861-RA	ENSACAG00000016548.3
OG0013097	Nana08871-RA	ENSACAG00000016845.3
OG0013098	Nana02703-RA	ENSACAG00000016219.2
OG0013099	Nana00977-RA	ENSACAG00000004851.3
OG0013100	Nana02674-RA	ENSACAG00000016818.3
OG0013101	Nana00970-RA	ENSACAG00000023208.2
OG0013102	Nana02762-RA	ENSACAG00000001883.3
OG0013103	Nana00961-RA	ENSACAG00000005631.3
OG0013104	Nana08702-RA	ENSACAG00000005566.2
OG0013106	Nana08684-RA	ENSACAG00000006326.3
OG0013107	Nana08665-RA, Nana08665-RB	ENSACAG00000007016.3
OG0013108	Nana02957-RA	ENSACAG00000014045.2
OG0013109	Nana08651-RA, Nana08651-RB	ENSACAG00000007424.2
OG0013110	Nana02950-RA	ENSACAG00000013818.2
OG0013112	Nana02905-RA	ENSACAG00000029549.1
OG0013113	Nana08616-RA	ENSACAG00000009247.3
OG0013114	Nana02654-RA	ENSACAG00000011365.3
OG0013115	Nana08606-RA	ENSACAG00000008744.3
OG0013116	Nana08543-RA	ENSACAG00000011932.3
OG0013117	Nana08522-RA	ENSACAG00000006639.2
OG0013118	Nana08521-RA	ENSACAG00000006676.3
OG0013119	Nana08515-RA	ENSACAG00000006861.3
OG0013120	Nana02514-RA	ENSACAG00000007078.3
OG0013121	Nana08495-RA	ENSACAG00000007955.3
OG0013122	Nana02635-RA	ENSACAG00000010676.3
