Orthogroup	A_carolinensis.pep	N_naja.pep
OG0012867	ENSACAG00000012446.3	Nana29223-RA
OG0012869	ENSACAG00000015827.3	Nana13632-RA
OG0012871	ENSACAG00000017875.3	Nana24495-RA
OG0012872	ENSACAG00000028767.1	Nana24508-RA
OG0012873	ENSACAG00000004758.3	Nana13474-RB
OG0012874	ENSACAG00000003008.3	Nana24545-RA
OG0012875	ENSACAG00000005435.3	Nana13452-RA
OG0012876	ENSACAG00000005817.3	Nana13423-RA
OG0012877	ENSACAG00000006031.2	Nana13403-RA
OG0012878	ENSACAG00000006305.3	Nana13368-RA
OG0012879	ENSACAG00000005460.3	Nana24574-RA
OG0012880	ENSACAG00000004580.3	Nana29284-RA
OG0012881	ENSACAG00000003631.3	Nana13330-RA
OG0012885	ENSACAG00000007530.3	Nana18466-RA
OG0012886	ENSACAG00000022492.2	Nana24681-RA
OG0012888	ENSACAG00000009122.2	Nana18623-RA
OG0012889	ENSACAG00000013777.3	Nana24774-RA
OG0012890	ENSACAG00000025288.2	Nana24776-RA
OG0012891	ENSACAG00000024278.2	Nana24844-RB
OG0012892	ENSACAG00000001593.3	Nana18176-RA
OG0012893	ENSACAG00000015055.3	Nana24852-RA
OG0012894	ENSACAG00000029319.1	Nana18190-RA
OG0012896	ENSACAG00000012080.3	Nana24885-RA
OG0012897	ENSACAG00000010720.2	Nana24918-RA
OG0012898	ENSACAG00000010693.3	Nana24919-RA
OG0012899	ENSACAG00000028783.1	Nana25195-RA
OG0012900	ENSACAG00000005144.3	Nana18773-RA
OG0012901	ENSACAG00000005081.2	Nana18770-RA
OG0012902	ENSACAG00000010051.2	Nana24940-RA
OG0012903	ENSACAG00000016439.3	Nana18758-RA
OG0012904	ENSACAG00000009857.3	Nana24949-RA
OG0012905	ENSACAG00000004706.2	Nana24994-RA
OG0012907	ENSACAG00000015581.2	Nana18671-RA
OG0012908	ENSACAG00000005067.2	Nana25034-RA
OG0012909	ENSACAG00000005068.3	Nana25035-RA
OG0012910	ENSACAG00000009188.3	Nana25072-RA
OG0012912	ENSACAG00000011890.2	Nana18093-RA
OG0012915	ENSACAG00000010946.3	Nana25208-RA
OG0012916	ENSACAG00000012990.3	Nana18114-RA
OG0012917	ENSACAG00000013353.3	Nana18126-RA
OG0012918	ENSACAG00000025988.2	Nana25244-RA
OG0012919	ENSACAG00000012817.3	Nana25260-RA
OG0012920	ENSACAG00000023148.1	Nana17906-RA
OG0012923	ENSACAG00000014593.3	Nana25311-RA
OG0012924	ENSACAG00000006203.3	Nana17624-RA
OG0012925	ENSACAG00000002734.3	Nana25370-RA
OG0012926	ENSACAG00000012860.2	Nana17574-RA
OG0012928	ENSACAG00000013376.3	Nana17550-RA
OG0012929	ENSACAG00000014688.3	Nana12331-RA
OG0012930	ENSACAG00000015405.3	Nana12347-RA
OG0012931	ENSACAG00000008027.2	Nana12363-RB
OG0012934	ENSACAG00000008996.3	Nana12314-RA
OG0012935	ENSACAG00000016275.3	Nana12260-RA
OG0012936	ENSACAG00000012574.2	Nana12236-RA
OG0012939	ENSACAG00000012997.3	Nana12055-RA, Nana12055-RB
OG0012940	ENSACAG00000008304.2	Nana10849-RA
OG0012941	ENSACAG00000009217.2	Nana10796-RA
OG0012942	ENSACAG00000011322.3	Nana11533-RA
OG0012944	ENSACAG00000016581.3	Nana11816-RA
OG0012945	ENSACAG00000005572.3	Nana11670-RA
OG0012946	ENSACAG00000029180.1	Nana11622-RA
OG0012947	ENSACAG00000029209.1	Nana11583-RA
OG0012949	ENSACAG00000028864.1	Nana11450-RA
OG0012950	ENSACAG00000017537.2	Nana11462-RA
OG0012952	ENSACAG00000013105.3	Nana10202-RA
OG0012953	ENSACAG00000012715.3	Nana10194-RA
OG0012955	ENSACAG00000015796.2	Nana05774-RA
OG0012957	ENSACAG00000004813.3	Nana10509-RB, Nana10509-RA
OG0012958	ENSACAG00000005949.3	Nana10493-RA
OG0012959	ENSACAG00000006342.2	Nana10547-RA
OG0012960	ENSACAG00000010917.2	Nana10264-RA
OG0012961	ENSACAG00000009535.2	Nana05538-RA
OG0012962	ENSACAG00000010829.2	Nana10255-RA
OG0012963	ENSACAG00000009814.3	Nana05523-RA
OG0012964	ENSACAG00000028371.1	Nana10238-RA
OG0012966	ENSACAG00000015195.3	Nana10825-RA
OG0012967	ENSACAG00000029498.1	Nana10818-RA
OG0012968	ENSACAG00000015503.2	Nana10814-RA
OG0012969	ENSACAG00000015752.3	Nana10803-RA
OG0012970	ENSACAG00000017211.2	Nana05407-RA
OG0012971	ENSACAG00000017060.3	Nana05376-RA
OG0012972	ENSACAG00000017020.3	Nana05361-RA
OG0012973	ENSACAG00000016714.3	Nana01126-RA, Nana05332-RA
OG0012974	ENSACAG00000017088.3	Nana10856-RA
OG0012976	ENSACAG00000016464.3	Nana05310-RA
OG0012977	ENSACAG00000016925.3	Nana10885-RA
OG0012978	ENSACAG00000016884.3	Nana10891-RA
OG0012979	ENSACAG00000016839.3	Nana10893-RA
OG0012980	ENSACAG00000016589.3	Nana10905-RA
OG0012981	ENSACAG00000023290.1	Nana05281-RA
OG0012982	ENSACAG00000016313.3	Nana10912-RA
OG0012983	ENSACAG00000016052.2	Nana05193-RA
OG0012984	ENSACAG00000015966.3	Nana10928-RA
OG0012985	ENSACAG00000015955.2	Nana10930-RA
OG0012986	ENSACAG00000025187.2	Nana10968-RA
OG0012989	ENSACAG00000017686.3	Nana10985-RA, Nana10985-RB
OG0012990	ENSACAG00000007823.3	Nana10588-RA
OG0012991	ENSACAG00000007892.3	Nana10591-RA
OG0012992	ENSACAG00000008098.3	Nana10649-RA, Nana10649-RB
OG0012993	ENSACAG00000016102.3	Nana04992-RA
OG0012994	ENSACAG00000008220.3	Nana10652-RA
OG0012995	ENSACAG00000015807.3	Nana05004-RA
OG0012996	ENSACAG00000011328.3	Nana10691-RA
OG0012997	ENSACAG00000011417.3	Nana10692-RA
OG0012998	ENSACAG00000011487.2	Nana10696-RA
OG0012999	ENSACAG00000014840.3	Nana05027-RC
OG0013000	ENSACAG00000014445.3	Nana05032-RA
OG0013001	ENSACAG00000024462.2	Nana10723-RA
OG0013002	ENSACAG00000004120.3	Nana04874-RA
OG0013003	ENSACAG00000013447.3	Nana10728-RA
OG0013004	ENSACAG00000003860.2	Nana04879-RA
OG0013005	ENSACAG00000009358.3	Nana10736-RA
OG0013006	ENSACAG00000009566.3	Nana10742-RA
OG0013009	ENSACAG00000016924.3	Nana10044-RA
OG0013010	ENSACAG00000014634.3	Nana04859-RA
OG0013012	ENSACAG00000016836.3	Nana10057-RA
OG0013013	ENSACAG00000016563.3	Nana10075-RA
OG0013014	ENSACAG00000016562.3	Nana10076-RA
OG0013015	ENSACAG00000004590.2	Nana04799-RA
OG0013018	ENSACAG00000001936.3	Nana04642-RA
OG0013019	ENSACAG00000002639.3	Nana04614-RA
OG0013020	ENSACAG00000027539.1	Nana10105-RA
OG0013021	ENSACAG00000003156.3	Nana04605-RA
OG0013023	ENSACAG00000009260.3	Nana04528-RA
OG0013024	ENSACAG00000009704.3	Nana04518-RA
OG0013025	ENSACAG00000009860.2	Nana04513-RA
OG0013026	ENSACAG00000009880.2	Nana04511-RA
OG0013027	ENSACAG00000007359.2	Nana10135-RB
OG0013029	ENSACAG00000000051.3	Nana04425-RA
OG0013030	ENSACAG00000000052.3	Nana04422-RA
OG0013031	ENSACAG00000008392.3	Nana10114-RA
OG0013032	ENSACAG00000014596.3	Nana39771-RA, Nana09763-RA
OG0013033	ENSACAG00000014612.2	Nana09761-RA
OG0013035	ENSACAG00000015003.3	Nana09741-RB
OG0013037	ENSACAG00000000067.2	Nana04393-RA
OG0013038	ENSACAG00000000068.3	Nana04389-RA
OG0013039	ENSACAG00000000070.3	Nana04386-RA
OG0013040	ENSACAG00000015745.3	Nana09688-RA
OG0013041	ENSACAG00000009353.3	Nana04348-RA
OG0013043	ENSACAG00000016701.3	Nana09641-RA
OG0013044	ENSACAG00000016713.3	Nana09635-RA
OG0013045	ENSACAG00000015155.2	Nana04311-RA
OG0013046	ENSACAG00000017009.3	Nana09292-RA, Nana09292-RB
OG0013047	ENSACAG00000014411.3	Nana04287-RA
OG0013048	ENSACAG00000017220.3	Nana09311-RA
OG0013049	ENSACAG00000013428.3	Nana04264-RA
OG0013050	ENSACAG00000009607.2	Nana03719-RA
OG0013051	ENSACAG00000009732.3	Nana03722-RA
OG0013052	ENSACAG00000017555.2	Nana09341-RA
OG0013053	ENSACAG00000029393.1	Nana03731-RA
OG0013054	ENSACAG00000010139.3	Nana03742-RA
OG0013055	ENSACAG00000010168.3	Nana03744-RA
OG0013056	ENSACAG00000017681.3	Nana09348-RA
OG0013057	ENSACAG00000017630.3	Nana09367-RA, Nana09368-RA, Nana09369-RA
OG0013058	ENSACAG00000017586.3	Nana09381-RA
OG0013059	ENSACAG00000004268.3	Nana03796-RA
OG0013060	ENSACAG00000005172.3	Nana03889-RA
OG0013061	ENSACAG00000001954.3	Nana03867-RA
OG0013062	ENSACAG00000027443.2	Nana03855-RA
OG0013063	ENSACAG00000010217.3	Nana04114-RA
OG0013064	ENSACAG00000006800.3	Nana04090-RA
OG0013065	ENSACAG00000027411.2	Nana04085-RA
OG0013066	ENSACAG00000007205.3	Nana04075-RA
OG0013067	ENSACAG00000007533.3	Nana09491-RA
OG0013068	ENSACAG00000007483.1	Nana09492-RA
OG0013069	ENSACAG00000009057.2	Nana04009-RA
OG0013070	ENSACAG00000009366.3	Nana04007-RA
OG0013071	ENSACAG00000022688.2	Nana09551-RA
OG0013072	ENSACAG00000013382.3	Nana03932-RA
OG0013074	ENSACAG00000010413.2	Nana09611-RA
OG0013075	ENSACAG00000010434.2	Nana09613-RC
OG0013077	ENSACAG00000009928.2	Nana09275-RA
OG0013078	ENSACAG00000016212.3	Nana09151-RA
OG0013079	ENSACAG00000015737.3	Nana09100-RA
OG0013085	ENSACAG00000016043.3	Nana03197-RA
OG0013088	ENSACAG00000017026.3	Nana03192-RA
OG0013089	ENSACAG00000006746.3	Nana03250-RA
OG0013090	ENSACAG00000004735.2	Nana02990-RA, Nana02989-RA
OG0013092	ENSACAG00000020999.2	Nana02993-RA
OG0013093	ENSACAG00000001714.1	Nana02834-RA
OG0013094	ENSACAG00000000839.2	Nana02734-RA
OG0013095	ENSACAG00000025487.1	Nana32068-RA
OG0013096	ENSACAG00000016548.3	Nana08861-RA
OG0013097	ENSACAG00000016845.3	Nana08871-RA
OG0013098	ENSACAG00000016219.2	Nana02703-RA
OG0013099	ENSACAG00000004851.3	Nana00977-RA
OG0013100	ENSACAG00000016818.3	Nana02674-RA
OG0013101	ENSACAG00000023208.2	Nana00970-RA
OG0013102	ENSACAG00000001883.3	Nana02762-RA
OG0013103	ENSACAG00000005631.3	Nana00961-RA
OG0013104	ENSACAG00000005566.2	Nana08702-RA
OG0013106	ENSACAG00000006326.3	Nana08684-RA
OG0013107	ENSACAG00000007016.3	Nana08665-RA, Nana08665-RB
OG0013108	ENSACAG00000014045.2	Nana02957-RA
OG0013109	ENSACAG00000007424.2	Nana08651-RA, Nana08651-RB
OG0013110	ENSACAG00000013818.2	Nana02950-RA
OG0013112	ENSACAG00000029549.1	Nana02905-RA
OG0013113	ENSACAG00000009247.3	Nana08616-RA
OG0013114	ENSACAG00000011365.3	Nana02654-RA
OG0013115	ENSACAG00000008744.3	Nana08606-RA
OG0013116	ENSACAG00000011932.3	Nana08543-RA
OG0013117	ENSACAG00000006639.2	Nana08522-RA
OG0013118	ENSACAG00000006676.3	Nana08521-RA
OG0013119	ENSACAG00000006861.3	Nana08515-RA
OG0013120	ENSACAG00000007078.3	Nana02514-RA
OG0013121	ENSACAG00000007955.3	Nana08495-RA
OG0013122	ENSACAG00000010676.3	Nana02635-RA
OG0013123	ENSACAG00000009170.3	Nana08473-RA
OG0013124	ENSACAG00000010836.2	Nana02642-RA
OG0013125	ENSACAG00000010224.3	Nana08455-RA
OG0013126	ENSACAG00000013457.3	Nana08447-RA
OG0013127	ENSACAG00000013310.3	Nana08441-RA
OG0013128	ENSACAG00000013126.2	Nana08436-RA
OG0013130	ENSACAG00000013121.2	Nana08435-RA, Nana08434-RA
OG0013131	ENSACAG00000011695.3	Nana08394-RA
OG0013132	ENSACAG00000008314.2	Nana02337-RA
OG0013133	ENSACAG00000024267.1	Nana02166-RA
OG0013134	ENSACAG00000014560.3	Nana02227-RA
OG0013135	ENSACAG00000014820.3	Nana02241-RA
OG0013136	ENSACAG00000014826.3	Nana02242-RA
OG0013137	ENSACAG00000001813.2	Nana02002-RA
OG0013138	ENSACAG00000001619.2	Nana02020-RA
OG0013140	ENSACAG00000013994.2	Nana02052-RA
OG0013141	ENSACAG00000013992.2	Nana08285-RA
OG0013144	ENSACAG00000011942.2	Nana08258-RA
OG0013148	ENSACAG00000015388.3	Nana08075-RA
OG0013150	ENSACAG00000004801.2	Nana02304-RA
OG0013151	ENSACAG00000004815.3	Nana02307-RA
OG0013152	ENSACAG00000025111.1	Nana07838-RA
OG0013153	ENSACAG00000005040.3	Nana10633-RA
OG0013154	ENSACAG00000005038.3	Nana10632-RA
OG0013155	ENSACAG00000011640.3	Nana07865-RA
OG0013156	ENSACAG00000011480.3	Nana07870-RA
OG0013157	ENSACAG00000024089.2	Nana07877-RA
OG0013158	ENSACAG00000011042.3	Nana07883-RA
OG0013159	ENSACAG00000012290.3	Nana10617-RA
OG0013160	ENSACAG00000012270.3	Nana10616-RA, Nana10616-RB
OG0013161	ENSACAG00000011201.3	Nana10604-RA
OG0013162	ENSACAG00000011090.3	Nana10603-RA
OG0013163	ENSACAG00000011010.2	Nana10601-RA
OG0013164	ENSACAG00000009836.3	Nana07925-RA
OG0013165	ENSACAG00000008651.3	Nana07931-RA
OG0013166	ENSACAG00000027125.1	Nana07936-RA
OG0013167	ENSACAG00000007271.3	Nana01828-RB
OG0013170	ENSACAG00000002997.3	Nana01697-RA
OG0013171	ENSACAG00000003423.2	Nana01701-RA
OG0013172	ENSACAG00000023094.1, ENSACAG00000011364.3	Nana07747-RA, Nana07760-RA, Nana07762-RA, Nana07761-RA
OG0013173	ENSACAG00000013667.3	Nana01708-RA
OG0013175	ENSACAG00000005273.2	Nana01742-RA
OG0013176	ENSACAG00000005274.3	Nana01745-RA
OG0013178	ENSACAG00000003356.3	Nana01519-RA
OG0013179	ENSACAG00000003394.2	Nana01520-RA
OG0013180	ENSACAG00000000975.3	Nana01593-RA
OG0013181	ENSACAG00000000822.3	Nana01615-RA
OG0013183	ENSACAG00000002531.3	Nana01637-RA
OG0013184	ENSACAG00000003213.3	Nana01656-RA
OG0013185	ENSACAG00000008509.3	Nana01660-RA
OG0013186	ENSACAG00000008467.3	Nana01662-RA
OG0013187	ENSACAG00000008439.3	Nana01663-RA
OG0013188	ENSACAG00000014588.2	Nana01369-RA
OG0013189	ENSACAG00000014368.3	Nana01366-RA
OG0013191	ENSACAG00000010036.2	Nana01401-RA
OG0013192	ENSACAG00000009980.3	Nana01402-RA
OG0013193	ENSACAG00000009687.3	Nana01405-RA
OG0013194	ENSACAG00000009661.3	Nana01406-RA
OG0013195	ENSACAG00000009627.3	Nana01410-RA
OG0013196	ENSACAG00000008569.2	Nana01428-RA
OG0013197	ENSACAG00000001139.3	Nana01478-RA
OG0013201	ENSACAG00000002077.3	Nana01345-RA
OG0013202	ENSACAG00000009345.3	Nana01311-RA
OG0013203	ENSACAG00000007444.3	Nana01299-RA
OG0013205	ENSACAG00000005625.3	Nana01258-RA
OG0013208	ENSACAG00000003288.3	Nana00860-RA
OG0013209	ENSACAG00000003418.3	Nana00857-RA
OG0013211	ENSACAG00000028381.1	Nana00872-RA
OG0013609	ENSACAG00000006543.2	Nana03359-RA
OG0013611	ENSACAG00000026573.1	Nana15771-RA
OG0013612	ENSACAG00000002695.2	Nana15772-RA
OG0013613	ENSACAG00000001147.3	Nana34781-RA
OG0013614	ENSACAG00000028623.1	Nana17192-RA, Nana17188-RB, Nana17188-RA, Nana17187-RA
OG0013616	ENSACAG00000025768.1	Nana17329-RA
OG0013617	ENSACAG00000011429.3	Nana12888-RA
OG0013618	ENSACAG00000007099.3	Nana00453-RA
OG0013621	ENSACAG00000029531.1	Nana34740-RA
OG0013624	ENSACAG00000003529.3	Nana31895-RB, Nana31895-RA, Nana31895-RC
OG0013626	ENSACAG00000001258.2	Nana38909-RA
OG0013630	ENSACAG00000017568.3	Nana34367-RA
OG0013631	ENSACAG00000010276.2	Nana34366-RA
OG0013634	ENSACAG00000028631.1	Nana25757-RA
OG0013636	ENSACAG00000029452.1	Nana31419-RA
OG0013637	ENSACAG00000016456.3	Nana35830-RA
OG0013638	ENSACAG00000028688.1	Nana31501-RA
OG0013639	ENSACAG00000005995.2	Nana31380-RA
OG0013641	ENSACAG00000013634.3	Nana30726-RA
OG0013642	ENSACAG00000023817.1	Nana30945-RA
OG0013643	ENSACAG00000026518.2	Nana30935-RA
OG0013645	ENSACAG00000012599.3	Nana37245-RA
OG0013647	ENSACAG00000012103.2	Nana23902-RA, Nana23840-RA
OG0013650	ENSACAG00000001386.2	Nana08914-RA
OG0013651	ENSACAG00000009172.3	Nana19174-RA
OG0013652	ENSACAG00000008848.3	Nana36169-RA
OG0013655	ENSACAG00000023622.2	Nana24206-RB, Nana24206-RC, Nana24206-RD, Nana24206-RE, Nana24206-RA
OG0013656	ENSACAG00000004282.2	Nana30687-RA
OG0013657	ENSACAG00000016605.3	Nana10564-RA
OG0013658	ENSACAG00000007209.2	Nana06335-RA
OG0013663	ENSACAG00000007596.3	Nana10582-RA
OG0013664	ENSACAG00000002645.2	Nana30853-RA
OG0013665	ENSACAG00000023978.1	Nana30978-RA
OG0013666	ENSACAG00000007702.3	Nana10584-RA
OG0013667	ENSACAG00000029530.1	Nana23582-RA
OG0013668	ENSACAG00000007859.2	Nana38897-RA
OG0013669	ENSACAG00000029389.1	Nana17790-RA
OG0013670	ENSACAG00000006511.2	Nana21091-RA
OG0013673	ENSACAG00000010509.3	Nana23812-RB, Nana23812-RC, Nana23812-RD, Nana23812-RA
OG0013674	ENSACAG00000017115.3	Nana23605-RA
OG0013677	ENSACAG00000011390.2	Nana02501-RA
OG0013679	ENSACAG00000027446.2	Nana12932-RA
OG0013680	ENSACAG00000000329.3	Nana17283-RB, Nana17283-RA, Nana08752-RA, Nana19479-RA
OG0013681	ENSACAG00000016110.3	Nana36360-RA
OG0013683	ENSACAG00000004606.3	Nana07941-RA
OG0013686	ENSACAG00000029305.1	Nana33200-RA
OG0013688	ENSACAG00000016574.3	Nana30337-RA
OG0013690	ENSACAG00000016618.3	Nana30331-RA
OG0013692	ENSACAG00000016337.3	Nana35860-RA
OG0013695	ENSACAG00000001569.3	Nana24230-RA
OG0013698	ENSACAG00000003559.2	Nana35797-RA
OG0013699	ENSACAG00000029659.1	Nana00997-RA
OG0013700	ENSACAG00000003136.2	Nana28530-RA
OG0013703	ENSACAG00000015289.2	Nana24352-RA
OG0013706	ENSACAG00000010683.3	Nana00721-RA
OG0013707	ENSACAG00000010023.3	Nana12577-RA
OG0013708	ENSACAG00000009531.3	Nana30669-RA
OG0013709	ENSACAG00000028910.1	Nana01992-RA
OG0013711	ENSACAG00000013451.2	Nana29944-RA
OG0013713	ENSACAG00000008519.3	Nana37272-RA
OG0013714	ENSACAG00000014792.3	Nana13542-RA
OG0013715	ENSACAG00000014515.3	Nana13545-RA
OG0013716	ENSACAG00000016243.3	Nana13557-RA
OG0013719	ENSACAG00000024798.2	Nana10349-RC, Nana10349-RB, Nana10349-RD, Nana10349-RA
OG0013720	ENSACAG00000006414.3	Nana32683-RB, Nana32683-RA, Nana32683-RC
OG0013721	ENSACAG00000029632.1	Nana32186-RA
OG0013722	ENSACAG00000024186.1	Nana10379-RA
OG0013729	ENSACAG00000015830.3	Nana03409-RA, Nana03408-RA
OG0013732	ENSACAG00000015989.3	Nana28112-RA
OG0013734	ENSACAG00000001293.3	Nana17104-RA
OG0013736	ENSACAG00000010355.3	Nana16877-RA
OG0013736	ENSACAG00000011712.2, ENSACAG00000012770.3	Nana08528-RA
OG0013737	ENSACAG00000029147.1, ENSACAG00000029346.1, ENSACAG00000029553.1, ENSACAG00000029413.1, ENSACAG00000017340.2	Nana19481-RA, Nana01057-RA
OG0013739	ENSACAG00000021118.3	Nana29938-RA
OG0013742	ENSACAG00000013203.2	Nana37510-RA
OG0013744	ENSACAG00000027545.1, ENSACAG00000006079.3	Nana38608-RA
OG0013745	ENSACAG00000005483.2	Nana28585-RA, Nana30397-RC, Nana30397-RD, Nana30397-RB
OG0013746	ENSACAG00000016704.3	Nana14261-RA
OG0013747	ENSACAG00000001228.3	Nana34135-RA
OG0013750	ENSACAG00000001678.2	Nana34323-RA
OG0013751	ENSACAG00000011508.2	Nana13302-RA
OG0013752	ENSACAG00000011514.3	Nana13303-RA
OG0013753	ENSACAG00000011618.2	Nana37450-RA
OG0013757	ENSACAG00000011375.3	Nana12876-RA
OG0013762	ENSACAG00000028379.1	Nana30404-RA
OG0013763	ENSACAG00000014779.3	Nana38862-RA
OG0013765	ENSACAG00000010158.2	Nana30410-RA
OG0013766	ENSACAG00000013065.3	Nana28154-RA
OG0013770	ENSACAG00000010854.3	Nana00749-RA
OG0013771	ENSACAG00000014071.2	Nana10534-RA
OG0013773	ENSACAG00000015587.3	Nana36008-RB
OG0013776	ENSACAG00000029525.1	Nana28865-RA
OG0013777	ENSACAG00000010850.2	Nana33817-RA
OG0013778	ENSACAG00000002306.3	Nana31336-RA
OG0013781	ENSACAG00000001164.3	Nana31365-RA
OG0013782	ENSACAG00000015015.3, ENSACAG00000010457.3	Nana39608-RA
OG0013783	ENSACAG00000027085.1	Nana02010-RA, Nana14238-RA, Nana15783-RA, Nana04068-RA
OG0013783	ENSACAG00000028275.1	Nana26877-RA
OG0013784	ENSACAG00000029451.1	Nana05830-RA, Nana05829-RA
OG0013785	ENSACAG00000025439.1	Nana28531-RA
OG0013786	ENSACAG00000029379.1	Nana28539-RA
OG0013788	ENSACAG00000001854.1, ENSACAG00000002049.1	Nana11263-RA
OG0013789	ENSACAG00000026695.1	Nana37338-RA
OG0013792	ENSACAG00000014133.3	Nana19093-RA
OG0013797	ENSACAG00000001302.3	Nana16210-RA
OG0013798	ENSACAG00000001579.2	Nana25651-RA
OG0013799	ENSACAG00000025421.2	Nana35510-RA
OG0013800	ENSACAG00000005618.3	Nana17502-RA, Nana39826-RA
OG0013801	ENSACAG00000003774.1	Nana28262-RA
OG0013803	ENSACAG00000006980.3	Nana24237-RA
OG0013804	ENSACAG00000000758.2	Nana35991-RA
OG0013809	ENSACAG00000008487.3	Nana16156-RA
OG0013812	ENSACAG00000014987.1	Nana36952-RA
OG0013813	ENSACAG00000023247.1	Nana13267-RA
OG0013817	ENSACAG00000014129.3	Nana31478-RA
OG0013819	ENSACAG00000026824.1, ENSACAG00000004712.2	Nana10389-RA
OG0013825	ENSACAG00000002240.2	Nana15921-RA
OG0013826	ENSACAG00000001776.2	Nana33971-RA
OG0013827	ENSACAG00000003601.2	Nana11196-RA
OG0013832	ENSACAG00000010044.3	Nana03825-RA
OG0013833	ENSACAG00000011464.3	Nana13703-RA
OG0013834	ENSACAG00000002008.3	Nana39082-RA, Nana11140-RA
OG0013835	ENSACAG00000003786.3	Nana10752-RA
OG0013836	ENSACAG00000001398.3	Nana36152-RA
OG0013837	ENSACAG00000013780.3	Nana31308-RA, Nana15662-RA
OG0013839	ENSACAG00000028448.1	Nana21582-RA
OG0013841	ENSACAG00000027663.1	Nana14680-RA
OG0013843	ENSACAG00000016960.2	Nana30284-RA
OG0013845	ENSACAG00000009208.3	Nana15016-RA, Nana15024-RA
OG0013846	ENSACAG00000009219.3	Nana21523-RA
OG0013848	ENSACAG00000026180.2, ENSACAG00000028323.1	Nana21490-RB, Nana21490-RA
OG0013849	ENSACAG00000005524.3	Nana39797-RB, Nana39797-RA
OG0013850	ENSACAG00000012164.3	Nana33768-RA
OG0013851	ENSACAG00000001403.3	Nana15273-RA
OG0013852	ENSACAG00000029286.1	Nana36265-RA
OG0013855	ENSACAG00000023681.1	Nana34216-RA
OG0013857	ENSACAG00000009640.2	Nana09940-RA
OG0013858	ENSACAG00000004734.3	Nana30187-RA
OG0013859	ENSACAG00000001211.2	Nana11425-RA
OG0013860	ENSACAG00000028311.1	Nana16300-RA
OG0013861	ENSACAG00000013914.3	Nana08999-RA
OG0013862	ENSACAG00000023505.2	Nana28228-RA
OG0013863	ENSACAG00000011906.2	Nana12973-RA
OG0013866	ENSACAG00000017259.3	Nana27654-RA
OG0013867	ENSACAG00000016646.3	Nana23632-RA
OG0013868	ENSACAG00000003357.3	Nana12864-RA
OG0013871	ENSACAG00000017640.3, ENSACAG00000017656.3	Nana04185-RA
OG0013872	ENSACAG00000015668.3	Nana13630-RA
OG0013874	ENSACAG00000028759.1	Nana15292-RA
OG0013875	ENSACAG00000014686.3	Nana21638-RA
OG0013877	ENSACAG00000017896.2	Nana20538-RA
OG0013879	ENSACAG00000000041.3	Nana27482-RA
OG0013880	ENSACAG00000028736.1	Nana10305-RA, Nana20491-RA
OG0013881	ENSACAG00000013735.3	Nana21772-RA
OG0013882	ENSACAG00000007977.2	Nana20399-RA
OG0013889	ENSACAG00000005305.3	Nana14919-RA
OG0013890	ENSACAG00000015486.2	Nana20218-RA
OG0013893	ENSACAG00000001789.2	Nana20155-RA
OG0013894	ENSACAG00000029652.1	Nana20129-RA
OG0013895	ENSACAG00000025458.2	Nana22662-RA
OG0013900	ENSACAG00000006519.3	Nana20029-RA
OG0013901	ENSACAG00000006480.2	Nana20027-RA, Nana20027-RB
OG0013906	ENSACAG00000011027.3	Nana27131-RA
OG0013907	ENSACAG00000013343.3	Nana22847-RA
OG0013908	ENSACAG00000026540.2	Nana14335-RA
OG0013910	ENSACAG00000003046.2	Nana19940-RA
OG0013912	ENSACAG00000028815.1	Nana14407-RA, Nana14407-RB, Nana14407-RC
OG0013913	ENSACAG00000015554.1	Nana14420-RA
OG0013914	ENSACAG00000008733.3	Nana19207-RA
OG0013915	ENSACAG00000002406.2	Nana23076-RA
OG0013916	ENSACAG00000009951.3	Nana14168-RA
OG0013917	ENSACAG00000024417.2	Nana17710-RA
OG0013918	ENSACAG00000029070.1	Nana19586-RA
OG0013920	ENSACAG00000017919.2	Nana23123-RA
OG0013921	ENSACAG00000022014.1	Nana14239-RA
OG0013922	ENSACAG00000016570.3	Nana14250-RA
OG0013930	ENSACAG00000012228.2	Nana23347-RA
OG0013931	ENSACAG00000012337.2	Nana23342-RA
OG0013932	ENSACAG00000029484.1	Nana23339-RA, Nana23339-RB
OG0013933	ENSACAG00000002766.3	Nana26275-RA, Nana26275-RB
OG0013934	ENSACAG00000003336.3	Nana13955-RA
OG0013935	ENSACAG00000027063.1	Nana29589-RA
OG0013936	ENSACAG00000004413.3	Nana13915-RC, Nana13915-RB
OG0013937	ENSACAG00000004485.2	Nana13912-RA
OG0013938	ENSACAG00000006138.3	Nana13865-RA
OG0013939	ENSACAG00000009548.3	Nana29367-RA
OG0013941	ENSACAG00000000415.3	Nana25980-RA
OG0013944	ENSACAG00000014996.3	Nana29476-RA
OG0013948	ENSACAG00000011661.2	Nana25871-RA
OG0013954	ENSACAG00000027619.1	Nana29309-RA
OG0013955	ENSACAG00000005710.3	Nana13429-RA
OG0013957	ENSACAG00000006612.3	Nana13343-RA
OG0013958	ENSACAG00000009315.2	Nana18617-RA
OG0013959	ENSACAG00000026642.1	Nana18627-RA
OG0013960	ENSACAG00000008998.2	Nana24815-RA
OG0013962	ENSACAG00000028951.1	Nana18023-RA
OG0013968	ENSACAG00000011911.3	Nana18074-RA
OG0013969	ENSACAG00000012473.2	Nana17603-RA
OG0013970	ENSACAG00000012498.3	Nana17593-RA
