Orthogroup	A_carolinensis.pep	M_musculus.pep
OG0010143	ENSACAG00000001209.3	ENSMUSG00000020108.4
OG0010144	ENSACAG00000000811.3	ENSMUSG00000009654.4
OG0010145	ENSACAG00000006790.2	ENSMUSG00000020189.15
OG0010146	ENSACAG00000008073.3	ENSMUSG00000028567.8
OG0010147	ENSACAG00000005414.3	ENSMUSG00000020185.16
OG0010148	ENSACAG00000014617.3	ENSMUSG00000020181.18
OG0010149	ENSACAG00000008249.3	ENSMUSG00000063800.5
OG0010150	ENSACAG00000010162.3	ENSMUSG00000029335.5
OG0010151	ENSACAG00000007298.3	ENSMUSG00000073805.5
OG0010152	ENSACAG00000010172.3	ENSMUSG00000029334.14
OG0010153	ENSACAG00000007466.3	ENSMUSG00000050866.7
OG0010154	ENSACAG00000020986.3	ENSMUSG00000031004.8
OG0010155	ENSACAG00000008331.3	ENSMUSG00000059816.5
OG0010156	ENSACAG00000008332.3	ENSMUSG00000048351.14
OG0010157	ENSACAG00000010419.3	ENSMUSG00000029326.13
OG0010158	ENSACAG00000008469.3	ENSMUSG00000028603.15
OG0010159	ENSACAG00000017541.2	ENSMUSG00000003119.14
OG0010160	ENSACAG00000028131.2	ENSMUSG00000028600.15
OG0010161	ENSACAG00000008623.3	ENSMUSG00000008932.10
OG0010162	ENSACAG00000010628.2	ENSMUSG00000035297.14
OG0010163	ENSACAG00000003823.3	ENSMUSG00000018167.10
OG0010164	ENSACAG00000010708.3	ENSMUSG00000029319.8
OG0010165	ENSACAG00000003800.2	ENSMUSG00000038216.7
OG0010166	ENSACAG00000010731.2	ENSMUSG00000035273.14
OG0010167	ENSACAG00000008779.3	ENSMUSG00000028613.15
OG0010168	ENSACAG00000003496.3	ENSMUSG00000062312.5
OG0010169	ENSACAG00000011022.3	ENSMUSG00000029314.14
OG0010170	ENSACAG00000003485.3	ENSMUSG00000002580.7
OG0010171	ENSACAG00000028858.1	ENSMUSG00000063172.13
OG0010172	ENSACAG00000014572.3	ENSMUSG00000042115.4
OG0010173	ENSACAG00000014491.3	ENSMUSG00000009772.15
OG0010174	ENSACAG00000011274.3	ENSMUSG00000029330.8
OG0010175	ENSACAG00000003395.2	ENSMUSG00000019312.10
OG0010176	ENSACAG00000014434.3	ENSMUSG00000042066.16
OG0010177	ENSACAG00000014313.3	ENSMUSG00000042046.15
OG0010178	ENSACAG00000011422.3	ENSMUSG00000043940.15
OG0010179	ENSACAG00000005868.3, ENSACAG00000005841.2	ENSMUSG00000049571.18
OG0010180	ENSACAG00000003160.3	ENSMUSG00000017221.14
OG0010181	ENSACAG00000026820.2	ENSMUSG00000038067.2
OG0010182	ENSACAG00000013863.3	ENSMUSG00000053024.14
OG0010183	ENSACAG00000003026.3	ENSMUSG00000017210.14
OG0010184	ENSACAG00000017467.2	ENSMUSG00000063179.13
OG0010185	ENSACAG00000013660.3	ENSMUSG00000026442.14
OG0010186	ENSACAG00000012072.3	ENSMUSG00000034573.14
OG0010187	ENSACAG00000002847.3	ENSMUSG00000020889.11
OG0010188	ENSACAG00000017493.2	ENSMUSG00000050100.14
OG0010189	ENSACAG00000012192.3	ENSMUSG00000029313.18
OG0010190	ENSACAG00000002674.3	ENSMUSG00000078676.9
OG0010191	ENSACAG00000002541.3	ENSMUSG00000038020.5
OG0010192	ENSACAG00000012252.3	ENSMUSG00000029312.12
OG0010193	ENSACAG00000017532.3	ENSMUSG00000030930.14
OG0010194	ENSACAG00000007602.3	ENSMUSG00000041757.17
OG0010195	ENSACAG00000022361.1	ENSMUSG00000048528.7
OG0010196	ENSACAG00000017564.3	ENSMUSG00000030946.13
OG0010197	ENSACAG00000007697.3	ENSMUSG00000070645.5
OG0010198	ENSACAG00000014423.3	ENSMUSG00000030965.19
OG0010199	ENSACAG00000010028.3	ENSMUSG00000070643.11
OG0010200	ENSACAG00000012637.3	ENSMUSG00000029306.8
OG0010201	ENSACAG00000014485.2	ENSMUSG00000030967.15
OG0010202	ENSACAG00000016160.2	ENSMUSG00000017493.12
OG0010203	ENSACAG00000016124.3	ENSMUSG00000037944.8
OG0010204	ENSACAG00000000994.3	ENSMUSG00000039990.16
OG0010205	ENSACAG00000000886.3	ENSMUSG00000030983.4
OG0010206	ENSACAG00000012908.3	ENSMUSG00000037826.5
OG0010207	ENSACAG00000002165.2	ENSMUSG00000041559.7
OG0010208	ENSACAG00000029308.1	ENSMUSG00000006777.7
OG0010209	ENSACAG00000012968.2	ENSMUSG00000043162.7
OG0010210	ENSACAG00000026743.2	ENSMUSG00000045441.5
OG0010211	ENSACAG00000013371.3	ENSMUSG00000054641.10
OG0010212	ENSACAG00000013418.3	ENSMUSG00000039578.17
OG0010213	ENSACAG00000017242.3	ENSMUSG00000030850.17
OG0010214	ENSACAG00000003170.2	ENSMUSG00000023980.7
OG0010215	ENSACAG00000003079.3	ENSMUSG00000023988.8
OG0010216	ENSACAG00000017131.3	ENSMUSG00000055319.8
OG0010217	ENSACAG00000013701.3	ENSMUSG00000052430.15
OG0010218	ENSACAG00000017920.2	ENSMUSG00000078619.10
OG0010219	ENSACAG00000017921.3	ENSMUSG00000020708.12
OG0010220	ENSACAG00000017930.3	ENSMUSG00000020706.13
OG0010221	ENSACAG00000003504.3	ENSMUSG00000051236.13
OG0010222	ENSACAG00000003477.3	ENSMUSG00000048661.14
OG0010223	ENSACAG00000003473.3	ENSMUSG00000020218.11
OG0010224	ENSACAG00000016977.3	ENSMUSG00000030844.11
OG0010225	ENSACAG00000017932.3	ENSMUSG00000020704.13
OG0010226	ENSACAG00000002350.3	ENSMUSG00000007570.16
OG0010227	ENSACAG00000001911.3	ENSMUSG00000022016.16
OG0010228	ENSACAG00000003364.3	ENSMUSG00000025795.8
OG0010229	ENSACAG00000001188.3	ENSMUSG00000058997.8
OG0010230	ENSACAG00000001592.3	ENSMUSG00000024219.16
OG0010231	ENSACAG00000003116.3	ENSMUSG00000053684.8
OG0010232	ENSACAG00000001504.3	ENSMUSG00000039512.12
OG0010233	ENSACAG00000003011.3	ENSMUSG00000020121.15
OG0010234	ENSACAG00000000719.3	ENSMUSG00000036461.16
OG0010235	ENSACAG00000017957.3	ENSMUSG00000035355.15
OG0010236	ENSACAG00000015770.3	ENSMUSG00000024215.14
OG0010237	ENSACAG00000000443.3	ENSMUSG00000020123.6
OG0010238	ENSACAG00000015801.2	ENSMUSG00000040276.15
OG0010239	ENSACAG00000028344.1	ENSMUSG00000024213.14
OG0010240	ENSACAG00000024314.1	ENSMUSG00000062753.14
OG0010241	ENSACAG00000000482.2	ENSMUSG00000035566.7
OG0010242	ENSACAG00000017964.3	ENSMUSG00000001751.9
OG0010243	ENSACAG00000016140.2	ENSMUSG00000044857.8
OG0010244	ENSACAG00000000802.3	ENSMUSG00000020124.10
OG0010245	ENSACAG00000026095.2	ENSMUSG00000024208.16
OG0010246	ENSACAG00000016163.3	ENSMUSG00000042644.9
OG0010247	ENSACAG00000004923.3	ENSMUSG00000022019.16
OG0010248	ENSACAG00000007448.3	ENSMUSG00000049807.16
OG0010249	ENSACAG00000001513.3	ENSMUSG00000020105.9
OG0010250	ENSACAG00000001736.2	ENSMUSG00000048218.6
OG0010251	ENSACAG00000001742.2	ENSMUSG00000022464.14
OG0010252	ENSACAG00000016516.3	ENSMUSG00000040771.14, ENSMUSG00000116513.2
OG0010253	ENSACAG00000002630.2	ENSMUSG00000022129.4
OG0010254	ENSACAG00000002060.3	ENSMUSG00000022462.7
OG0010255	ENSACAG00000002500.3	ENSMUSG00000022131.3
OG0010256	ENSACAG00000007044.2	ENSMUSG00000001444.2
OG0010257	ENSACAG00000016637.2	ENSMUSG00000071172.13
OG0010258	ENSACAG00000006906.3	ENSMUSG00000038534.18
OG0010259	ENSACAG00000002402.2	ENSMUSG00000033237.19
OG0010260	ENSACAG00000016694.2	ENSMUSG00000024011.17
OG0010261	ENSACAG00000029507.1	ENSMUSG00000024012.18
OG0010262	ENSACAG00000006837.3	ENSMUSG00000020877.11
OG0010263	ENSACAG00000012294.3	ENSMUSG00000029086.15
OG0010264	ENSACAG00000006831.3	ENSMUSG00000038560.7
OG0010265	ENSACAG00000006764.2	ENSMUSG00000018659.12
OG0010266	ENSACAG00000006762.2	ENSMUSG00000047040.9
OG0010267	ENSACAG00000001944.2	ENSMUSG00000042156.16
OG0010268	ENSACAG00000029356.1, ENSACAG00000006529.3	ENSMUSG00000018973.2
OG0010269	ENSACAG00000006521.2	ENSMUSG00000075588.6
OG0010270	ENSACAG00000006484.3	ENSMUSG00000038700.4
OG0010271	ENSACAG00000003086.2	ENSMUSG00000036158.12
OG0010272	ENSACAG00000000646.3	ENSMUSG00000033004.16
OG0010273	ENSACAG00000006311.2	ENSMUSG00000014349.7
OG0010274	ENSACAG00000016426.3	ENSMUSG00000036197.16
OG0010275	ENSACAG00000000470.3	ENSMUSG00000022126.6
OG0010276	ENSACAG00000016139.3	ENSMUSG00000055022.14
OG0010277	ENSACAG00000009963.3	ENSMUSG00000041642.18
OG0010278	ENSACAG00000024802.2	ENSMUSG00000033083.16
OG0010279	ENSACAG00000001764.3	ENSMUSG00000072294.5
OG0010280	ENSACAG00000000825.3	ENSMUSG00000022064.10
OG0010281	ENSACAG00000004836.3	ENSMUSG00000000120.6
OG0010282	ENSACAG00000000649.3	ENSMUSG00000033166.11
OG0010283	ENSACAG00000004966.3	ENSMUSG00000020873.15
OG0010284	ENSACAG00000010063.3	ENSMUSG00000041605.16
OG0010285	ENSACAG00000000007.3	ENSMUSG00000020598.16
OG0010287	ENSACAG00000028489.1	ENSMUSG00000027886.7
OG0010288	ENSACAG00000009886.2	ENSMUSG00000033214.10
OG0010289	ENSACAG00000004440.2	ENSMUSG00000045871.5
OG0010290	ENSACAG00000000332.2	ENSMUSG00000075478.3
OG0010291	ENSACAG00000012756.3	ENSMUSG00000030091.17
OG0010292	ENSACAG00000010269.3	ENSMUSG00000068739.13
OG0010293	ENSACAG00000016066.1	ENSMUSG00000022114.5
OG0010294	ENSACAG00000005217.1	ENSMUSG00000036295.5
OG0010295	ENSACAG00000016128.3	ENSMUSG00000022119.15
OG0010296	ENSACAG00000016170.3	ENSMUSG00000022120.4
OG0010297	ENSACAG00000023160.1	ENSMUSG00000001508.15
OG0010298	ENSACAG00000011194.1	ENSMUSG00000049530.6
OG0010299	ENSACAG00000005756.2	ENSMUSG00000026639.18
OG0010300	ENSACAG00000007037.3	ENSMUSG00000001627.12
OG0010301	ENSACAG00000005822.2	ENSMUSG00000009633.3
OG0010302	ENSACAG00000005823.2	ENSMUSG00000016194.14
OG0010303	ENSACAG00000007031.1	ENSMUSG00000029569.9
OG0010304	ENSACAG00000007011.3	ENSMUSG00000042742.7
OG0010305	ENSACAG00000016454.3	ENSMUSG00000063410.8
OG0010306	ENSACAG00000004948.2	ENSMUSG00000020921.6
OG0010307	ENSACAG00000006713.3	ENSMUSG00000029563.16
OG0010308	ENSACAG00000006672.3	ENSMUSG00000029553.10
OG0010309	ENSACAG00000004781.3	ENSMUSG00000003518.13
OG0010310	ENSACAG00000006038.3	ENSMUSG00000034382.14
OG0010311	ENSACAG00000006587.3	ENSMUSG00000000058.6
OG0010312	ENSACAG00000028755.1	ENSMUSG00000000561.14
OG0010313	ENSACAG00000006576.2	ENSMUSG00000007655.16
OG0010314	ENSACAG00000006135.3	ENSMUSG00000000563.17
OG0010315	ENSACAG00000004570.3	ENSMUSG00000034793.15
OG0010316	ENSACAG00000006235.3	ENSMUSG00000027905.15
OG0010317	ENSACAG00000008309.3	ENSMUSG00000009376.15
OG0010318	ENSACAG00000017923.3	ENSMUSG00000062127.11
OG0010319	ENSACAG00000003994.2	ENSMUSG00000020705.6
OG0010320	ENSACAG00000020972.3	ENSMUSG00000051212.8
OG0010321	ENSACAG00000007652.3	ENSMUSG00000041301.15
OG0010322	ENSACAG00000003812.3	ENSMUSG00000017417.14
OG0010323	ENSACAG00000007124.3	ENSMUSG00000029669.14
OG0010324	ENSACAG00000003481.3	ENSMUSG00000098678.1
OG0010325	ENSACAG00000003375.3	ENSMUSG00000000197.8
OG0010326	ENSACAG00000012085.2	ENSMUSG00000047085.14
OG0010327	ENSACAG00000003329.2	ENSMUSG00000032925.16
OG0010328	ENSACAG00000017947.3	ENSMUSG00000032913.13
OG0010329	ENSACAG00000002373.3	ENSMUSG00000035805.13
OG0010330	ENSACAG00000002357.3	ENSMUSG00000015365.15
OG0010331	ENSACAG00000012308.3	ENSMUSG00000008140.18
OG0010332	ENSACAG00000002347.3	ENSMUSG00000058441.7
OG0010333	ENSACAG00000002962.2	ENSMUSG00000047343.4
OG0010334	ENSACAG00000002519.3	ENSMUSG00000027848.12
OG0010335	ENSACAG00000002256.3	ENSMUSG00000035757.16
OG0010336	ENSACAG00000002909.3	ENSMUSG00000026047.13
OG0010337	ENSACAG00000002182.3	ENSMUSG00000051786.15
OG0010338	ENSACAG00000002041.3	ENSMUSG00000062906.12
OG0010339	ENSACAG00000002773.2	ENSMUSG00000007379.15
OG0010340	ENSACAG00000002592.3	ENSMUSG00000040459.11
OG0010341	ENSACAG00000002927.3	ENSMUSG00000070385.12
OG0010342	ENSACAG00000028537.1	ENSMUSG00000003190.12
OG0010343	ENSACAG00000006183.2	ENSMUSG00000045969.8
OG0010344	ENSACAG00000006216.3	ENSMUSG00000031511.15
OG0010345	ENSACAG00000001572.3	ENSMUSG00000036606.17
OG0010346	ENSACAG00000012814.3	ENSMUSG00000038260.10
OG0010347	ENSACAG00000001494.3	ENSMUSG00000039841.14
OG0010348	ENSACAG00000001286.3	ENSMUSG00000039904.9
OG0010349	ENSACAG00000003405.3	ENSMUSG00000027857.10
OG0010350	ENSACAG00000001202.2, ENSACAG00000001204.2	ENSMUSG00000029679.7
OG0010351	ENSACAG00000003471.3	ENSMUSG00000026411.17
OG0010352	ENSACAG00000024935.2	ENSMUSG00000031443.7
OG0010353	ENSACAG00000006917.3	ENSMUSG00000031444.16
OG0010354	ENSACAG00000000179.3	ENSMUSG00000031445.5
OG0010355	ENSACAG00000028869.1	ENSMUSG00000041782.14
OG0010356	ENSACAG00000003672.3	ENSMUSG00000026418.16
OG0010357	ENSACAG00000000264.3	ENSMUSG00000031447.7
OG0010358	ENSACAG00000000265.3	ENSMUSG00000038515.10
OG0010359	ENSACAG00000003925.2	ENSMUSG00000009418.16
OG0010360	ENSACAG00000000417.3	ENSMUSG00000038457.17
OG0010361	ENSACAG00000013873.3	ENSMUSG00000019539.11
OG0010362	ENSACAG00000028912.1	ENSMUSG00000007837.11
OG0010363	ENSACAG00000004050.3	ENSMUSG00000041926.15
OG0010364	ENSACAG00000006803.3	ENSMUSG00000068748.7
OG0010365	ENSACAG00000014027.3	ENSMUSG00000003184.15
OG0010366	ENSACAG00000014046.3	ENSMUSG00000038366.15
OG0010367	ENSACAG00000004195.3	ENSMUSG00000026424.8
OG0010368	ENSACAG00000006943.3	ENSMUSG00000029672.16
OG0010369	ENSACAG00000014090.3	ENSMUSG00000070336.3
OG0010370	ENSACAG00000029376.1	ENSMUSG00000090336.5
OG0010371	ENSACAG00000001360.3	ENSMUSG00000038416.15
OG0010372	ENSACAG00000004135.3	ENSMUSG00000035891.16
OG0010373	ENSACAG00000004218.3	ENSMUSG00000035900.18
OG0010374	ENSACAG00000004629.3	ENSMUSG00000056260.15
OG0010375	ENSACAG00000001643.2	ENSMUSG00000047710.8
OG0010376	ENSACAG00000004818.3	ENSMUSG00000026459.5
OG0010377	ENSACAG00000001949.3	ENSMUSG00000003227.4
OG0010378	ENSACAG00000000382.3	ENSMUSG00000045790.10
OG0010379	ENSACAG00000000412.3	ENSMUSG00000029169.11
OG0010380	ENSACAG00000004996.3	ENSMUSG00000062580.9
OG0010381	ENSACAG00000000741.3	ENSMUSG00000029167.13
OG0010382	ENSACAG00000005019.3	ENSMUSG00000048096.7
OG0010383	ENSACAG00000005028.3	ENSMUSG00000041889.7
OG0010384	ENSACAG00000002426.3	ENSMUSG00000023945.7
OG0010385	ENSACAG00000005095.2	ENSMUSG00000042229.9
OG0010386	ENSACAG00000010496.3	ENSMUSG00000057363.12
OG0010387	ENSACAG00000010485.3	ENSMUSG00000026051.8
OG0010388	ENSACAG00000010331.3	ENSMUSG00000070939.9
OG0010389	ENSACAG00000012281.3	ENSMUSG00000026116.11
OG0010390	ENSACAG00000005517.3	ENSMUSG00000074647.3
OG0010391	ENSACAG00000002066.3	ENSMUSG00000015880.13
OG0010392	ENSACAG00000005716.2	ENSMUSG00000038259.4
OG0010393	ENSACAG00000005735.3	ENSMUSG00000038241.16
OG0010394	ENSACAG00000011063.3	ENSMUSG00000015879.8
OG0010395	ENSACAG00000011809.3	ENSMUSG00000025324.8
OG0010396	ENSACAG00000011363.3	ENSMUSG00000055078.7
OG0010397	ENSACAG00000006217.3	ENSMUSG00000074643.12
OG0010398	ENSACAG00000006330.2	ENSMUSG00000098950.7, ENSMUSG00000089824.10
OG0010399	ENSACAG00000012666.1	ENSMUSG00000048721.2
OG0010400	ENSACAG00000006739.3	ENSMUSG00000027652.15
OG0010401	ENSACAG00000012096.3	ENSMUSG00000060090.16
OG0010402	ENSACAG00000015272.3	ENSMUSG00000001518.12
OG0010403	ENSACAG00000006842.2	ENSMUSG00000057133.14
OG0010404	ENSACAG00000011874.3	ENSMUSG00000064247.14
OG0010405	ENSACAG00000011834.3	ENSMUSG00000033434.15
OG0010406	ENSACAG00000015333.3	ENSMUSG00000001517.14
OG0010407	ENSACAG00000007093.3	ENSMUSG00000074628.9
OG0010408	ENSACAG00000007120.3	ENSMUSG00000055485.6
OG0010410	ENSACAG00000009479.3	ENSMUSG00000030347.6
OG0010413	ENSACAG00000009352.3	ENSMUSG00000030352.15
OG0010414	ENSACAG00000009280.3	ENSMUSG00000049107.13
OG0010416	ENSACAG00000002099.2	ENSMUSG00000030342.8
OG0010417	ENSACAG00000000735.3	ENSMUSG00000025333.10
OG0010419	ENSACAG00000001367.3	ENSMUSG00000031355.16
OG0010420	ENSACAG00000001515.3	ENSMUSG00000049176.16
OG0010421	ENSACAG00000004675.3	ENSMUSG00000030199.16
OG0010422	ENSACAG00000008237.3	ENSMUSG00000038324.13
OG0010423	ENSACAG00000001988.3	ENSMUSG00000040621.14
OG0010424	ENSACAG00000010624.3	ENSMUSG00000047757.17
OG0010425	ENSACAG00000010632.3	ENSMUSG00000061778.10
OG0010426	ENSACAG00000008475.3	ENSMUSG00000027488.12
OG0010427	ENSACAG00000004788.2	ENSMUSG00000022383.13
OG0010428	ENSACAG00000014377.3	ENSMUSG00000016541.10
OG0010429	ENSACAG00000002219.3	ENSMUSG00000034243.17
OG0010430	ENSACAG00000014456.2, ENSACAG00000024473.1	ENSMUSG00000006369.14
OG0010431	ENSACAG00000014672.3	ENSMUSG00000022431.3
OG0010432	ENSACAG00000014741.3	ENSMUSG00000022432.7
OG0010433	ENSACAG00000015718.3	ENSMUSG00000016624.15
OG0010434	ENSACAG00000016963.3	ENSMUSG00000015405.15
OG0010435	ENSACAG00000026925.2	ENSMUSG00000036106.15
OG0010436	ENSACAG00000009379.3	ENSMUSG00000038383.16
OG0010437	ENSACAG00000009455.3	ENSMUSG00000038369.14
OG0010438	ENSACAG00000009508.3	ENSMUSG00000027603.15
OG0010439	ENSACAG00000009733.3	ENSMUSG00000062175.13
OG0010440	ENSACAG00000011393.2	ENSMUSG00000031357.3
OG0010441	ENSACAG00000028253.1	ENSMUSG00000078938.9
OG0010442	ENSACAG00000015808.3	ENSMUSG00000016763.15
OG0010443	ENSACAG00000011634.3	ENSMUSG00000059493.13
OG0010444	ENSACAG00000011708.3	ENSMUSG00000031292.14
OG0010445	ENSACAG00000011736.2	ENSMUSG00000031293.13
OG0010446	ENSACAG00000000160.3	ENSMUSG00000052539.15
OG0010447	ENSACAG00000014298.2	ENSMUSG00000027655.14
OG0010448	ENSACAG00000011948.3	ENSMUSG00000031298.15
OG0010449	ENSACAG00000014183.2	ENSMUSG00000037754.13
OG0010450	ENSACAG00000016099.3	ENSMUSG00000061601.15
OG0010451	ENSACAG00000014094.3	ENSMUSG00000037771.11
OG0010452	ENSACAG00000016165.3	ENSMUSG00000063531.7
OG0010453	ENSACAG00000012504.3	ENSMUSG00000040990.17
OG0010454	ENSACAG00000016227.3	ENSMUSG00000028883.17
OG0010455	ENSACAG00000012456.3	ENSMUSG00000017009.3
OG0010456	ENSACAG00000012362.3	ENSMUSG00000017007.9
OG0010457	ENSACAG00000012284.3	ENSMUSG00000016995.17
OG0010458	ENSACAG00000012246.3	ENSMUSG00000040164.3
OG0010459	ENSACAG00000016729.2	ENSMUSG00000047485.6
OG0010460	ENSACAG00000016732.3	ENSMUSG00000041476.12
OG0010461	ENSACAG00000016735.3	ENSMUSG00000046873.18
OG0010462	ENSACAG00000001208.3	ENSMUSG00000026669.14
OG0010463	ENSACAG00000007524.3	ENSMUSG00000057457.11
OG0010464	ENSACAG00000007489.3	ENSMUSG00000025289.15
OG0010465	ENSACAG00000016902.2	ENSMUSG00000027656.7
OG0010466	ENSACAG00000007405.3	ENSMUSG00000043929.16
OG0010467	ENSACAG00000016869.3	ENSMUSG00000017707.9
OG0010468	ENSACAG00000016848.3	ENSMUSG00000017679.16
OG0010469	ENSACAG00000016782.2	ENSMUSG00000078949.2
OG0010470	ENSACAG00000016778.3	ENSMUSG00000048486.6
OG0010471	ENSACAG00000016725.3	ENSMUSG00000027670.4
OG0010472	ENSACAG00000016711.3	ENSMUSG00000018459.15
OG0010473	ENSACAG00000012201.3	ENSMUSG00000040250.14
OG0010474	ENSACAG00000016686.3	ENSMUSG00000027661.4
OG0010475	ENSACAG00000012244.3	ENSMUSG00000040242.14
OG0010476	ENSACAG00000016631.3	ENSMUSG00000017897.18
OG0010477	ENSACAG00000008268.3	ENSMUSG00000035277.15
OG0010478	ENSACAG00000012314.2	ENSMUSG00000030291.12
OG0010479	ENSACAG00000007269.3	ENSMUSG00000045103.19
OG0010480	ENSACAG00000007257.3	ENSMUSG00000035476.9
OG0010481	ENSACAG00000016334.3	ENSMUSG00000027678.17
OG0010482	ENSACAG00000007229.2	ENSMUSG00000025058.4
OG0010483	ENSACAG00000007218.3	ENSMUSG00000025056.4
OG0010484	ENSACAG00000016234.3	ENSMUSG00000006800.14
OG0010485	ENSACAG00000014890.2	ENSMUSG00000015342.6
OG0010486	ENSACAG00000014880.3	ENSMUSG00000015340.10
OG0010487	ENSACAG00000014714.3	ENSMUSG00000090084.7
OG0010488	ENSACAG00000014415.3	ENSMUSG00000031007.2
OG0010489	ENSACAG00000015951.3	ENSMUSG00000002718.14
OG0010490	ENSACAG00000014283.3	ENSMUSG00000064127.13
OG0010491	ENSACAG00000015763.3	ENSMUSG00000017929.13
OG0010492	ENSACAG00000009157.3	ENSMUSG00000040003.18
OG0010493	ENSACAG00000015656.3	ENSMUSG00000047030.15
OG0010494	ENSACAG00000006177.2	ENSMUSG00000039987.15
OG0010495	ENSACAG00000015615.3	ENSMUSG00000006418.17
OG0010496	ENSACAG00000017927.2	ENSMUSG00000051228.5
OG0010497	ENSACAG00000006255.2	ENSMUSG00000045435.9
OG0010498	ENSACAG00000006271.2	ENSMUSG00000028771.13
OG0010499	ENSACAG00000015580.3	ENSMUSG00000090213.1
OG0010500	ENSACAG00000003686.3	ENSMUSG00000027525.18
OG0010501	ENSACAG00000003895.2	ENSMUSG00000049999.4
OG0010502	ENSACAG00000025908.2	ENSMUSG00000070476.10
OG0010503	ENSACAG00000003897.3	ENSMUSG00000039155.15
OG0010504	ENSACAG00000016195.3	ENSMUSG00000039108.14
OG0010505	ENSACAG00000016087.2	ENSMUSG00000039086.9
OG0010506	ENSACAG00000004732.3	ENSMUSG00000039041.15, ENSMUSG00000042165.8
OG0010507	ENSACAG00000017873.3	ENSMUSG00000000732.9
OG0010508	ENSACAG00000017858.3	ENSMUSG00000000374.8
OG0010509	ENSACAG00000017856.3	ENSMUSG00000001211.15
OG0010510	ENSACAG00000017849.3	ENSMUSG00000002076.12
OG0010511	ENSACAG00000017841.3	ENSMUSG00000024042.7
OG0010512	ENSACAG00000005032.3	ENSMUSG00000038990.14
OG0010513	ENSACAG00000005062.3	ENSMUSG00000038980.1
OG0010514	ENSACAG00000005096.3	ENSMUSG00000038963.15
OG0010515	ENSACAG00000005153.3	ENSMUSG00000027569.15
OG0010516	ENSACAG00000002741.3	ENSMUSG00000024037.13
OG0010517	ENSACAG00000002778.3	ENSMUSG00000041119.12
OG0010518	ENSACAG00000002948.3	ENSMUSG00000024033.10
OG0010519	ENSACAG00000003022.3	ENSMUSG00000024034.13
OG0010520	ENSACAG00000003056.3	ENSMUSG00000024030.7
OG0010521	ENSACAG00000005462.3	ENSMUSG00000038914.15
OG0010522	ENSACAG00000003185.2	ENSMUSG00000046962.16
OG0010523	ENSACAG00000005516.3	ENSMUSG00000023393.15
OG0010524	ENSACAG00000005573.2	ENSMUSG00000038840.7
OG0010525	ENSACAG00000005401.3	ENSMUSG00000005251.15
OG0010526	ENSACAG00000005584.2	ENSMUSG00000027575.19
OG0010527	ENSACAG00000014916.3	ENSMUSG00000002997.15
OG0010528	ENSACAG00000001496.2	ENSMUSG00000022938.8
OG0010529	ENSACAG00000005800.3	ENSMUSG00000040605.7
OG0010530	ENSACAG00000015209.3	ENSMUSG00000020659.16
OG0010531	ENSACAG00000005442.3	ENSMUSG00000045275.16
OG0010532	ENSACAG00000005451.3	ENSMUSG00000023147.17
OG0010533	ENSACAG00000015309.3	ENSMUSG00000020664.10
OG0010534	ENSACAG00000009269.3	ENSMUSG00000022895.16
OG0010535	ENSACAG00000006428.3	ENSMUSG00000046470.5
OG0010536	ENSACAG00000004184.3	ENSMUSG00000002900.16
OG0010537	ENSACAG00000009199.3	ENSMUSG00000040732.20
OG0010538	ENSACAG00000009192.2	ENSMUSG00000062609.14
OG0010539	ENSACAG00000009168.2	ENSMUSG00000043301.16
OG0010540	ENSACAG00000009116.3	ENSMUSG00000022897.15
OG0010541	ENSACAG00000009090.3	ENSMUSG00000022898.13
OG0010542	ENSACAG00000008861.2	ENSMUSG00000022940.17
OG0010543	ENSACAG00000008830.3	ENSMUSG00000040820.16
OG0010544	ENSACAG00000008765.3	ENSMUSG00000062713.8
OG0010545	ENSACAG00000012679.3	ENSMUSG00000022945.12
OG0010546	ENSACAG00000003663.3, ENSACAG00000014657.1	ENSMUSG00000000827.18
OG0010547	ENSACAG00000007925.3	ENSMUSG00000022629.17
OG0010548	ENSACAG00000012615.3	ENSMUSG00000039456.10
OG0010549	ENSACAG00000005089.3	ENSMUSG00000022951.16
OG0010550	ENSACAG00000005088.2	ENSMUSG00000039639.7
OG0010551	ENSACAG00000005087.1	ENSMUSG00000051728.7
OG0010552	ENSACAG00000022923.1	ENSMUSG00000039672.12
OG0010553	ENSACAG00000005071.3	ENSMUSG00000116930.1, ENSMUSG00000039680.10
OG0010554	ENSACAG00000007720.3	ENSMUSG00000022386.12
OG0010555	ENSACAG00000011290.3	ENSMUSG00000029203.16
OG0010556	ENSACAG00000005690.3	ENSMUSG00000031517.8
OG0010557	ENSACAG00000011734.3	ENSMUSG00000037795.14
OG0010558	ENSACAG00000011782.1	ENSMUSG00000029204.7
OG0010559	ENSACAG00000011833.2	ENSMUSG00000070780.11
OG0010560	ENSACAG00000005500.3	ENSMUSG00000038193.4
OG0010561	ENSACAG00000003249.2	ENSMUSG00000039851.11
