Orthogroup	A_carolinensis.pep	P_Mucros.pep
OG0012120	ENSACAG00000000516.2	XP_015670990.1
OG0012121	ENSACAG00000001977.3	XP_029139410.1
OG0012122	ENSACAG00000017175.3	XP_029138853.1
OG0012123	ENSACAG00000009402.2	XP_015679946.1
OG0012125	ENSACAG00000028325.1	XP_015666021.1
OG0012127	ENSACAG00000011378.3	XP_029142253.1
OG0012128	ENSACAG00000000796.3	XP_015672954.1
OG0012130	ENSACAG00000025402.2, ENSACAG00000007928.2	XP_015668997.1
OG0012131	ENSACAG00000003754.3	XP_015684450.1
OG0012132	ENSACAG00000008072.3	XP_015683500.1
OG0012133	ENSACAG00000004437.2	XP_029140555.1
OG0012135	ENSACAG00000004493.2	XP_015674646.1
OG0012136	ENSACAG00000004747.2	XP_015670874.1
OG0012137	ENSACAG00000022442.1	XP_015667561.2
OG0012138	ENSACAG00000000651.2	XP_015673465.1
OG0012139	ENSACAG00000001251.2	XP_015682569.1
OG0012140	ENSACAG00000008005.3	XP_015683418.1
OG0012141	ENSACAG00000005392.2	XP_015666200.1
OG0012142	ENSACAG00000013596.2	XP_029139884.1
OG0012143	ENSACAG00000000012.3	XP_015683764.1
OG0012144	ENSACAG00000002488.3	XP_015670968.1
OG0012145	ENSACAG00000028627.1	XP_015682436.1
OG0012146	ENSACAG00000016949.3	XP_015685143.1
OG0012147	ENSACAG00000000952.3	XP_015674271.1
OG0012149	ENSACAG00000000912.3	XP_015674276.1
OG0012150	ENSACAG00000017187.2	XP_015678021.1
OG0012151	ENSACAG00000017180.3	XP_015678028.1
OG0012152	ENSACAG00000000601.3	XP_029141672.1
OG0012153	ENSACAG00000010378.3	XP_015687635.1
OG0012154	ENSACAG00000012231.3	XP_015682230.1
OG0012155	ENSACAG00000017007.3	XP_015678032.1
OG0012156	ENSACAG00000005992.3	XP_029140675.1
OG0012157	ENSACAG00000029499.1	XP_015679717.1
OG0012158	ENSACAG00000003870.3	XP_029140747.1
OG0012160	ENSACAG00000003563.3	XP_015683560.1
OG0012161	ENSACAG00000013268.3	XP_029138866.1
OG0012162	ENSACAG00000003274.2	XP_029139962.1
OG0012163	ENSACAG00000010103.2	XP_029142058.1
OG0012164	ENSACAG00000016398.3	XP_015672453.1
OG0012165	ENSACAG00000017019.3	XP_015685347.1, XP_015684586.1
OG0012166	ENSACAG00000017051.2	XP_015683155.1
OG0012167	ENSACAG00000001021.3	XP_015674882.1
OG0012168	ENSACAG00000008743.3	XP_015679325.1
OG0012169	ENSACAG00000012461.3	XP_015669234.1, XP_015669236.1, XP_015669235.1
OG0012170	ENSACAG00000002663.3	XP_015683258.1
OG0012171	ENSACAG00000016664.3	XP_015672093.1
OG0012172	ENSACAG00000016679.3	XP_015672058.2
OG0012173	ENSACAG00000012686.3	XP_015676634.1
OG0012174	ENSACAG00000001554.3	XP_015679590.1
OG0012175	ENSACAG00000009077.3	XP_015677300.1
OG0012176	ENSACAG00000006509.3	XP_015675462.1
OG0012177	ENSACAG00000006591.2	XP_015673233.1
OG0012179	ENSACAG00000015998.3	XP_015673227.1
OG0012180	ENSACAG00000008720.3	XP_015677291.1
OG0012181	ENSACAG00000007946.3	XP_029140116.1
OG0012182	ENSACAG00000001476.3	XP_015684620.1
OG0012183	ENSACAG00000004089.3	XP_015676487.1
OG0012184	ENSACAG00000008615.2	XP_015687231.1
OG0012185	ENSACAG00000003518.3	XP_015686128.1, XP_015680828.1
OG0012186	ENSACAG00000004019.3	XP_029140887.1
OG0012187	ENSACAG00000008689.2	XP_015677297.2, XP_015677475.2, XP_015685433.1, XP_015677476.1, XP_015677477.1, XP_015685431.2, XP_015685432.1
OG0012188	ENSACAG00000011538.3	XP_029141981.1
OG0012189	ENSACAG00000008589.2	XP_015687229.1
OG0012190	ENSACAG00000008400.2	XP_015684430.1
OG0012191	ENSACAG00000001898.3	XP_015678804.1
OG0012192	ENSACAG00000000227.3	XP_015675591.1
OG0012194	ENSACAG00000008405.3	XP_029143087.1
OG0012195	ENSACAG00000008387.2	XP_015680518.1
OG0012196	ENSACAG00000008301.3	XP_015680516.1
OG0012197	ENSACAG00000014857.3	XP_015668647.1
OG0012198	ENSACAG00000012220.3	XP_029140529.1
OG0012199	ENSACAG00000004097.3	XP_029140953.1
OG0012200	ENSACAG00000010309.3	XP_015673970.2
OG0012201	ENSACAG00000027766.2	XP_015676886.1
OG0012202	ENSACAG00000028790.1	XP_015679620.1
OG0012203	ENSACAG00000006084.2	XP_015668219.1
OG0012204	ENSACAG00000006638.2	XP_015666900.1
OG0012205	ENSACAG00000012499.2	XP_015676363.1
OG0012206	ENSACAG00000013392.3, ENSACAG00000028153.1	XP_015665674.1
OG0012207	ENSACAG00000011637.2	XP_015668822.1
OG0012208	ENSACAG00000006984.3	XP_029139960.1
OG0012209	ENSACAG00000007848.3	XP_029141901.1
OG0012210	ENSACAG00000016855.3	XP_015679219.1
OG0012211	ENSACAG00000007736.3	XP_015674590.1
OG0012212	ENSACAG00000008895.3	XP_015679113.1
OG0012213	ENSACAG00000001684.2	XP_015687154.1
OG0012214	ENSACAG00000006702.3	XP_015671407.1
OG0012215	ENSACAG00000006340.3	XP_015677310.1
OG0012216	ENSACAG00000007559.3	XP_029141018.1
OG0012217	ENSACAG00000011509.3	XP_015676162.1
OG0012218	ENSACAG00000003268.3	XP_015684771.1
OG0012219	ENSACAG00000009863.3	XP_029140657.1
OG0012220	ENSACAG00000017376.1	XP_015668259.1
OG0012221	ENSACAG00000014051.3	XP_015667587.1
OG0012222	ENSACAG00000024863.2	XP_029140892.1
OG0012223	ENSACAG00000010057.2	XP_015667632.1
OG0012224	ENSACAG00000007287.3	XP_015684250.1, XP_015681064.1
OG0012226	ENSACAG00000028826.1	XP_015665533.1
OG0012227	ENSACAG00000012368.3	XP_015681743.2
OG0012228	ENSACAG00000010066.3	XP_015667631.1
OG0012229	ENSACAG00000022789.2	XP_015681062.2
OG0012230	ENSACAG00000010265.2	XP_029139946.1
OG0012231	ENSACAG00000005613.2	XP_029142740.1, XP_029142324.1
OG0012232	ENSACAG00000007085.3	XP_015683929.1, XP_015679036.1
OG0012233	ENSACAG00000001068.3	XP_015667668.1
OG0012234	ENSACAG00000009683.2	XP_015680276.1
OG0012235	ENSACAG00000007516.3	XP_015684190.2
OG0012236	ENSACAG00000011340.3	XP_015681373.2
OG0012237	ENSACAG00000006748.3	XP_015681127.1, XP_015679033.1
OG0012238	ENSACAG00000000210.3	XP_015672445.1
OG0012239	ENSACAG00000010574.2	XP_029143096.1
OG0012241	ENSACAG00000014286.2	XP_015672787.1
OG0012242	ENSACAG00000017748.3	XP_015682372.1
OG0012243	ENSACAG00000009002.3	XP_015679785.1
OG0012244	ENSACAG00000011112.3	XP_029142516.1
OG0012245	ENSACAG00000003887.2	XP_015669821.1
OG0012247	ENSACAG00000012625.3	XP_015667982.1
OG0012248	ENSACAG00000017835.3	XP_015679025.2
OG0012249	ENSACAG00000001138.3	XP_015671453.1, XP_015671455.1
OG0012250	ENSACAG00000004250.3	XP_015674089.1
OG0012251	ENSACAG00000014504.2	XP_029143160.1
OG0012252	ENSACAG00000007170.3	XP_029140433.1
OG0012253	ENSACAG00000028452.1	XP_015682727.1
OG0012254	ENSACAG00000026829.1	XP_015681030.1
OG0012255	ENSACAG00000000291.3	XP_029141515.1
OG0012256	ENSACAG00000007136.2	XP_015679464.1
OG0012257	ENSACAG00000015095.2	XP_015681754.1
OG0012258	ENSACAG00000004098.3	XP_015668891.1
OG0012259	ENSACAG00000007805.3	XP_015673171.1
OG0012260	ENSACAG00000009514.3	XP_015671326.2
OG0012261	ENSACAG00000006283.3	XP_015675439.1
OG0012262	ENSACAG00000001783.3	XP_029142323.1
OG0012263	ENSACAG00000014552.3	XP_015678443.1
OG0012264	ENSACAG00000012717.3	XP_015674677.1
OG0012265	ENSACAG00000014927.3	XP_015668017.1
OG0012266	ENSACAG00000008754.2	XP_015684572.1
OG0012267	ENSACAG00000013565.2	XP_015678250.1
OG0012268	ENSACAG00000022301.1	XP_015684696.1
OG0012269	ENSACAG00000011494.3	XP_029141087.1
OG0012270	ENSACAG00000006823.3	XP_015685794.1, XP_015680152.1
OG0012271	ENSACAG00000010783.3	XP_015684516.1
OG0012272	ENSACAG00000010807.2	XP_015684738.1
OG0012273	ENSACAG00000005962.3	XP_015683473.1
OG0012275	ENSACAG00000010802.2	XP_029142208.1
OG0012276	ENSACAG00000006925.2	XP_015668402.1
OG0012277	ENSACAG00000016175.3	XP_015667358.1
OG0012278	ENSACAG00000000429.2	XP_015680171.1
OG0012279	ENSACAG00000007471.3	XP_029139359.1
OG0012281	ENSACAG00000007709.3	XP_015666906.1
OG0012282	ENSACAG00000000637.3	XP_015676994.1
OG0012283	ENSACAG00000027397.2	XP_029141300.1
OG0012284	ENSACAG00000008350.2	XP_015667578.1
OG0012285	ENSACAG00000003957.3	XP_015667707.1
OG0012286	ENSACAG00000016209.3	XP_015683359.1
OG0012288	ENSACAG00000001421.3	XP_015673316.1
OG0012290	ENSACAG00000004505.2	XP_015673315.1
OG0012291	ENSACAG00000010363.2	XP_015682810.1
OG0012293	ENSACAG00000016268.2	XP_015675623.1
OG0012294	ENSACAG00000016270.3	XP_015675620.1
OG0012295	ENSACAG00000012505.1	XP_029140237.1
OG0012296	ENSACAG00000000004.2	XP_015684169.1
OG0012298	ENSACAG00000004039.2	XP_015676985.1
OG0012299	ENSACAG00000010826.2	XP_015677869.1
OG0012300	ENSACAG00000009608.2	XP_015679944.1
OG0012301	ENSACAG00000003436.2	XP_015666929.1
OG0012302	ENSACAG00000005810.3	XP_029139463.1
OG0012303	ENSACAG00000010417.2	XP_015682025.1
OG0012304	ENSACAG00000006020.3	XP_015668453.1
OG0012305	ENSACAG00000013833.3	XP_015674457.1, XP_015674449.1
OG0012306	ENSACAG00000013074.3	XP_015681614.1
OG0012307	ENSACAG00000012898.3	XP_015668906.1
OG0012308	ENSACAG00000005816.3	XP_029142457.1
OG0012309	ENSACAG00000013378.2	XP_015675942.1
OG0012310	ENSACAG00000015403.3	XP_015678906.1
OG0012311	ENSACAG00000015397.3	XP_029141401.1
OG0012312	ENSACAG00000003808.3	XP_015670833.1
OG0012313	ENSACAG00000005495.3	XP_015671566.1
OG0012314	ENSACAG00000003794.3	XP_015670816.1
OG0012315	ENSACAG00000003772.3	XP_015670815.1
OG0012316	ENSACAG00000014808.3	XP_015682730.1
OG0012317	ENSACAG00000009840.2	XP_015677321.1
OG0012318	ENSACAG00000009666.3	XP_029141033.1
OG0012319	ENSACAG00000003499.3	XP_015670823.1
OG0012320	ENSACAG00000000868.2	XP_015681918.1
OG0012321	ENSACAG00000017954.1	XP_015672909.1
OG0012322	ENSACAG00000002822.2	XP_015684173.1
OG0012323	ENSACAG00000015562.3	XP_015665426.1
OG0012324	ENSACAG00000002360.2, ENSACAG00000016354.3	XP_015671075.1
OG0012325	ENSACAG00000017818.2	XP_015680635.1
OG0012326	ENSACAG00000003238.2	XP_015670826.1
OG0012328	ENSACAG00000025000.1	XP_015672947.1
OG0012329	ENSACAG00000024322.1, ENSACAG00000007149.2	XP_015674001.1
OG0012330	ENSACAG00000017801.3	XP_015680488.1
OG0012331	ENSACAG00000013650.3	XP_015680222.1
OG0012332	ENSACAG00000001548.3	XP_029141916.1
OG0012333	ENSACAG00000009503.3	XP_015672943.2
OG0012335	ENSACAG00000009176.3	XP_015671856.1
OG0012336	ENSACAG00000011062.3	XP_015682338.1
OG0012338	ENSACAG00000001475.2	XP_015676415.2
OG0012340	ENSACAG00000017100.3	XP_015677431.1
OG0012341	ENSACAG00000000748.3	XP_015677536.2
OG0012342	ENSACAG00000015330.2	XP_015666526.2
OG0012344	ENSACAG00000011613.3	XP_015683693.1
OG0012345	ENSACAG00000011549.3	XP_015675023.1
OG0012347	ENSACAG00000011457.2	XP_015675026.1
OG0012348	ENSACAG00000010041.3	XP_015686631.1
OG0012349	ENSACAG00000010190.3	XP_015669149.1
OG0012350	ENSACAG00000015526.3	XP_015668571.1
OG0012351	ENSACAG00000012617.3	XP_029140563.1
OG0012352	ENSACAG00000001262.3	XP_015679574.1
OG0012353	ENSACAG00000001225.3	XP_015679562.1, XP_015679585.1
OG0012355	ENSACAG00000024271.2	XP_015675760.1
OG0012356	ENSACAG00000007545.2	XP_029142658.1
OG0012357	ENSACAG00000010740.3	XP_015685031.1, XP_015683180.1
OG0012358	ENSACAG00000027867.1	XP_015674960.1
OG0012359	ENSACAG00000010582.3	XP_029142164.1, XP_015685352.2
OG0012360	ENSACAG00000010589.3	XP_015682350.1
OG0012361	ENSACAG00000010132.3	XP_015677193.1, XP_015677201.1
OG0012362	ENSACAG00000013628.2	XP_015686035.1, XP_015678475.1
OG0012364	ENSACAG00000014151.2	XP_029138980.1
OG0012365	ENSACAG00000010645.3	XP_029142165.1
OG0012367	ENSACAG00000010667.3	XP_015682348.1
OG0012368	ENSACAG00000017588.2	XP_015666998.1
OG0012369	ENSACAG00000004017.2	XP_015679438.1
OG0012370	ENSACAG00000000598.2	XP_015682921.1, XP_015670849.1
OG0012371	ENSACAG00000015027.2	XP_015683784.1
OG0012372	ENSACAG00000026280.1	XP_015680239.1
OG0012374	ENSACAG00000004013.3	XP_015674727.1
OG0012375	ENSACAG00000002283.3	XP_015681533.1
OG0012376	ENSACAG00000006085.3	XP_029140983.1
OG0012378	ENSACAG00000009183.2	XP_015676906.1
OG0012379	ENSACAG00000003555.3	XP_029141156.1
OG0012380	ENSACAG00000003558.3	XP_015677575.1
OG0012381	ENSACAG00000006756.2	XP_015681464.1
OG0012382	ENSACAG00000000599.3	XP_015666600.1
OG0012383	ENSACAG00000012805.2	XP_029143133.1
OG0012384	ENSACAG00000015731.3	XP_015677002.2
OG0012385	ENSACAG00000003905.3	XP_015673613.1
OG0012386	ENSACAG00000001801.2	XP_015667366.1
OG0012388	ENSACAG00000006239.2	XP_015674756.2
OG0012389	ENSACAG00000026683.1	XP_015677768.1
OG0012390	ENSACAG00000016083.2	XP_015668949.1
OG0012391	ENSACAG00000002877.3	XP_015678096.1
OG0012392	ENSACAG00000010198.3	XP_015668586.1
OG0012393	ENSACAG00000020960.2	XP_029139392.1
OG0012394	ENSACAG00000010084.2	XP_029139391.1
OG0012395	ENSACAG00000016004.3	XP_015681539.1
OG0012396	ENSACAG00000004792.3	XP_015683749.1
OG0012397	ENSACAG00000016943.2	XP_015683507.1
OG0012398	ENSACAG00000004900.3	XP_029142474.1
OG0012399	ENSACAG00000004930.3	XP_015683745.1
OG0012400	ENSACAG00000017485.2	XP_015680121.2
OG0012401	ENSACAG00000006586.3	XP_029139292.1
OG0012402	ENSACAG00000006641.3	XP_029139293.1
OG0012403	ENSACAG00000007731.3	XP_015678627.1
OG0012404	ENSACAG00000013356.1	XP_015668711.1
OG0012405	ENSACAG00000014448.3	XP_029143080.1
OG0012406	ENSACAG00000004159.3	XP_015681946.1
OG0012409	ENSACAG00000028785.1	XP_015668727.1
OG0012410	ENSACAG00000016865.3	XP_015687350.1
OG0012411	ENSACAG00000009395.2	XP_015666162.1
OG0012412	ENSACAG00000005156.2	XP_015669772.1
OG0012413	ENSACAG00000014314.3	XP_015687887.1
OG0012414	ENSACAG00000027775.1, ENSACAG00000005110.3	XP_015668599.1
OG0012416	ENSACAG00000016766.2	XP_029140890.1
OG0012417	ENSACAG00000000100.3	XP_015683099.1
OG0012418	ENSACAG00000001520.3	XP_029140285.1
OG0012419	ENSACAG00000001464.2	XP_015673046.1
OG0012420	ENSACAG00000008563.3	XP_015676480.1
OG0012421	ENSACAG00000017255.3	XP_015675781.1
OG0012422	ENSACAG00000001298.3	XP_015673043.1
OG0012423	ENSACAG00000015948.3	XP_015683215.1
OG0012424	ENSACAG00000008796.3	XP_029141984.1
OG0012425	ENSACAG00000006533.3	XP_015675382.1
OG0012426	ENSACAG00000008812.2	XP_015681643.1
OG0012427	ENSACAG00000008824.2	XP_029141983.1
OG0012428	ENSACAG00000008853.3	XP_015681645.2
OG0012429	ENSACAG00000008863.3	XP_015680358.1
OG0012430	ENSACAG00000000458.2	XP_015684521.1
OG0012432	ENSACAG00000009424.3	XP_029142707.1
OG0012433	ENSACAG00000000205.3	XP_015675587.1
OG0012435	ENSACAG00000004785.3	XP_015677887.1
OG0012436	ENSACAG00000017728.3	XP_015665424.1
OG0012437	ENSACAG00000004849.3	XP_029140860.1
OG0012438	ENSACAG00000014802.3	XP_029140544.1
OG0012439	ENSACAG00000008087.3	XP_015674241.1
OG0012440	ENSACAG00000013185.3	XP_015679833.1
OG0012441	ENSACAG00000013773.3	XP_015683646.1
OG0012442	ENSACAG00000002054.2	XP_015677748.1
OG0012443	ENSACAG00000014638.3	XP_015666112.1
OG0012444	ENSACAG00000005646.3	XP_015675155.1
OG0012445	ENSACAG00000013812.2	XP_015668191.1
OG0012446	ENSACAG00000014675.2	XP_015667493.1
OG0012447	ENSACAG00000013966.3	XP_015676225.2
OG0012448	ENSACAG00000029269.1	XP_029141457.1
OG0012449	ENSACAG00000015223.3	XP_015669127.1
OG0012450	ENSACAG00000002223.3	XP_015674722.1
OG0012452	ENSACAG00000017744.2	XP_015674347.1
OG0012453	ENSACAG00000011536.3	XP_029142244.1
OG0012454	ENSACAG00000017762.2	XP_029140496.1
OG0012456	ENSACAG00000011910.2	XP_015673947.1
OG0012457	ENSACAG00000001327.3	XP_015677447.1
OG0012458	ENSACAG00000017659.3	XP_015666167.2
OG0012459	ENSACAG00000009046.3	XP_015671944.1
OG0012460	ENSACAG00000014955.2	XP_015666336.1
OG0012461	ENSACAG00000017644.2	XP_015672100.1
OG0012463	ENSACAG00000005216.3	XP_029139634.1
OG0012464	ENSACAG00000022982.1, ENSACAG00000023143.1	XP_029143015.1
OG0012465	ENSACAG00000017623.3	XP_015672099.1
OG0012466	ENSACAG00000004680.2	XP_015686874.1
OG0012466	ENSACAG00000004686.3	XP_015673321.1
OG0012467	ENSACAG00000005570.2	XP_015680691.1
OG0012468	ENSACAG00000007379.3	XP_015679552.1
OG0012469	ENSACAG00000015762.3	XP_015669142.1
OG0012470	ENSACAG00000000240.3	XP_015681737.1
OG0012471	ENSACAG00000006693.2	XP_015666551.1
OG0012472	ENSACAG00000008521.3	XP_015684843.1
OG0012473	ENSACAG00000000727.3	XP_015683909.1
OG0012474	ENSACAG00000029518.1	XP_029142503.1
OG0012475	ENSACAG00000028568.1	XP_015681723.1
OG0012476	ENSACAG00000009991.2	XP_015671307.1
OG0012477	ENSACAG00000009144.3	XP_029142703.1
OG0012478	ENSACAG00000009574.3	XP_015688002.1
OG0012479	ENSACAG00000007729.3	XP_015666065.1
OG0012480	ENSACAG00000013191.3	XP_015684600.1
OG0012481	ENSACAG00000007226.3	XP_015679423.1
OG0012482	ENSACAG00000003443.3	XP_015675444.1
OG0012483	ENSACAG00000009489.2	XP_015670084.1
OG0012484	ENSACAG00000005363.3	XP_015679432.1, XP_029141502.1
OG0012485	ENSACAG00000003353.2	XP_015670019.1, XP_015670018.1
OG0012486	ENSACAG00000000957.3	XP_015669182.1
OG0012487	ENSACAG00000005221.3	XP_015667897.1
OG0012488	ENSACAG00000012794.2	XP_029139753.1
OG0012489	ENSACAG00000002719.2	XP_015672124.1
OG0012490	ENSACAG00000004950.2	XP_015676892.1
OG0012491	ENSACAG00000011109.2	XP_015686696.2, XP_015686656.2
OG0012492	ENSACAG00000004934.3	XP_029140962.1
OG0012493	ENSACAG00000013901.3	XP_015670026.1, XP_015670024.1, XP_015670025.1, XP_015670023.1
OG0012494	ENSACAG00000010858.3	XP_015684411.2, XP_015685251.1
OG0012495	ENSACAG00000004472.2	XP_015672797.1
OG0012497	ENSACAG00000003127.1	XP_015672529.1
OG0012498	ENSACAG00000014059.3	XP_029139715.1
OG0012500	ENSACAG00000005260.3	XP_015668611.1
OG0012503	ENSACAG00000008188.3	XP_015684622.1, XP_029142705.1
OG0012504	ENSACAG00000010061.3	XP_015669251.1
OG0012505	ENSACAG00000009890.3	XP_015681098.1
OG0012506	ENSACAG00000008177.2	XP_029142982.1, XP_015684767.1
OG0012507	ENSACAG00000000654.3	XP_029141165.1
OG0012508	ENSACAG00000016687.1	XP_015674206.1
OG0012509	ENSACAG00000015049.2, ENSACAG00000012680.2	XP_015667701.1
OG0012510	ENSACAG00000007083.3	XP_015681650.1
OG0012511	ENSACAG00000014244.2	XP_015673277.1
OG0012512	ENSACAG00000010267.2	XP_015670992.1
OG0012513	ENSACAG00000006664.2	XP_015667902.1
OG0012514	ENSACAG00000006683.3	XP_029139256.1
OG0012515	ENSACAG00000006760.3	XP_015667901.1
OG0012517	ENSACAG00000015465.3	XP_029139412.1
OG0012518	ENSACAG00000008012.3	XP_015675323.1
OG0012519	ENSACAG00000028480.1	XP_015683870.1, XP_015666039.1
OG0012520	ENSACAG00000003737.3	XP_015687389.1
OG0012523	ENSACAG00000003117.2	XP_015666958.1
OG0012525	ENSACAG00000010176.3	XP_029138900.1
OG0012526	ENSACAG00000012180.3	XP_015687999.2
OG0012527	ENSACAG00000010925.3	XP_015685677.1, XP_015680123.1
OG0012530	ENSACAG00000012834.3	XP_015679984.2
OG0012531	ENSACAG00000007855.3	XP_015683876.1
OG0012532	ENSACAG00000016710.3	XP_015681604.1
OG0012533	ENSACAG00000004335.3	XP_015667949.1
OG0012534	ENSACAG00000011729.3	XP_015673735.2
OG0012535	ENSACAG00000016719.3	XP_029142111.1
OG0012536	ENSACAG00000001744.2	XP_015684374.2
OG0012538	ENSACAG00000003727.2	XP_029140824.1
OG0012539	ENSACAG00000008955.3	XP_029141016.1
OG0012540	ENSACAG00000011000.3	XP_029138790.1
OG0012541	ENSACAG00000024463.2	XP_015667299.1
OG0012542	ENSACAG00000011805.2	XP_015676477.1
OG0012543	ENSACAG00000011808.2	XP_015676479.1, XP_015676478.1
OG0012544	ENSACAG00000000941.3	XP_015671410.1
OG0012545	ENSACAG00000001221.3	XP_015671412.1
OG0012546	ENSACAG00000009755.2	XP_015677195.1
OG0012547	ENSACAG00000003369.3	XP_015687606.1
OG0012548	ENSACAG00000000715.2	XP_029142135.1
OG0012549	ENSACAG00000000499.2	XP_015672098.1
OG0012550	ENSACAG00000010470.3	XP_015678434.1
OG0012551	ENSACAG00000000883.3	XP_015678423.1
OG0012552	ENSACAG00000005762.2	XP_015665782.1, XP_015665781.1
OG0012553	ENSACAG00000003231.3	XP_029139082.1
OG0012554	ENSACAG00000025639.2	XP_015665791.1
OG0012555	ENSACAG00000003027.3	XP_015687177.1
OG0012556	ENSACAG00000000947.3	XP_015667501.2
OG0012557	ENSACAG00000014877.2, ENSACAG00000026886.1	XP_029142056.1
OG0012558	ENSACAG00000014435.2	XP_015675908.1
OG0012559	ENSACAG00000004957.3	XP_015666768.1
OG0012560	ENSACAG00000016300.1	XP_015678300.1
OG0012561	ENSACAG00000003668.2	XP_015670191.1
OG0012562	ENSACAG00000003955.3	XP_015674494.1
OG0012563	ENSACAG00000009826.2	XP_015686669.1
OG0012564	ENSACAG00000003503.3	XP_015669880.1
OG0012565	ENSACAG00000012126.3	XP_015671222.1
OG0012566	ENSACAG00000014334.3	XP_015670973.1
OG0012567	ENSACAG00000003734.3	XP_015667709.1
OG0012568	ENSACAG00000014367.2	XP_015670970.1
OG0012569	ENSACAG00000005337.2	XP_015684246.2, XP_015684244.2
OG0012570	ENSACAG00000002116.3	XP_015667653.1
OG0012571	ENSACAG00000006757.3	XP_015671367.1
OG0012572	ENSACAG00000003838.3	XP_015667706.1
OG0012573	ENSACAG00000028164.1	XP_015667708.1
OG0012574	ENSACAG00000006649.3	XP_015671356.1
OG0012575	ENSACAG00000004199.3	XP_015682747.1
OG0012576	ENSACAG00000007549.2	XP_015678477.1
OG0012578	ENSACAG00000002340.3	XP_015678592.1
OG0012579	ENSACAG00000025182.2	XP_015676590.1
OG0012580	ENSACAG00000026255.2, ENSACAG00000012960.2	XP_015687219.1
OG0012581	ENSACAG00000002349.3	XP_015676347.1
OG0012582	ENSACAG00000008581.3	XP_015666126.1
OG0012584	ENSACAG00000006106.3	XP_015684755.1
OG0012585	ENSACAG00000017993.2	XP_015667845.1
OG0012586	ENSACAG00000011308.3	XP_015684866.1
OG0012587	ENSACAG00000025586.1	XP_015681310.1
OG0012588	ENSACAG00000004008.3	XP_015669301.1
OG0012589	ENSACAG00000005372.2	XP_015682650.1
OG0012590	ENSACAG00000017979.2	XP_015677281.1
OG0012591	ENSACAG00000009328.3	XP_015667040.2
OG0012592	ENSACAG00000007760.2	XP_015678177.1
OG0012593	ENSACAG00000007779.2	XP_015673857.1
OG0012594	ENSACAG00000007395.2	XP_015678175.1
OG0012595	ENSACAG00000006145.2	XP_029141362.1
OG0012596	ENSACAG00000005948.3	XP_015679615.1
OG0012597	ENSACAG00000005624.2	XP_029142313.1
OG0012598	ENSACAG00000005482.3	XP_029139637.1
OG0012599	ENSACAG00000001220.2	XP_029139034.1
OG0012600	ENSACAG00000002324.3	XP_015668079.1
OG0012601	ENSACAG00000005689.3	XP_015674478.1
OG0012602	ENSACAG00000016115.3	XP_015666712.1
OG0012603	ENSACAG00000015479.3	XP_015687492.1
OG0012604	ENSACAG00000015445.3	XP_015687490.1
OG0012605	ENSACAG00000023953.1	XP_029140979.1
OG0012606	ENSACAG00000014252.2	XP_015676442.1
OG0012607	ENSACAG00000008344.3	XP_029139400.1
OG0012608	ENSACAG00000007194.3	XP_015679469.1
OG0012609	ENSACAG00000009118.2	XP_015672711.1
OG0012610	ENSACAG00000002644.2	XP_015687239.1
