Orthogroup	A_carolinensis.pep	G_gallus.pep
OG0012364	ENSACAG00000014151.2	ENSGALG00000013893.7
OG0012366	ENSACAG00000001785.3	ENSGALG00000001304.6
OG0012368	ENSACAG00000017588.2	ENSGALG00000012885.7
OG0012370	ENSACAG00000000598.2	ENSGALG00000014685.6
OG0012371	ENSACAG00000015027.2	ENSGALG00000005066.6
OG0012374	ENSACAG00000004013.3	ENSGALG00000034325.2
OG0012376	ENSACAG00000006085.3	ENSGALG00000003285.6
OG0012378	ENSACAG00000009183.2	ENSGALG00000002519.7
OG0012379	ENSACAG00000003555.3	ENSGALG00000028759.3
OG0012380	ENSACAG00000003558.3	ENSGALG00000012470.5
OG0012381	ENSACAG00000006756.2	ENSGALG00000007326.6
OG0012383	ENSACAG00000012805.2	ENSGALG00000005160.6
OG0012385	ENSACAG00000003905.3	ENSGALG00000007994.5
OG0012386	ENSACAG00000001801.2	ENSGALG00000008063.7
OG0012387	ENSACAG00000028695.1	ENSGALG00000045842.2
OG0012388	ENSACAG00000006239.2	ENSGALG00000001841.7
OG0012392	ENSACAG00000010198.3	ENSGALG00000032031.3
OG0012394	ENSACAG00000010084.2	ENSGALG00000037644.2
OG0012395	ENSACAG00000016004.3	ENSGALG00000027700.4
OG0012397	ENSACAG00000016943.2	ENSGALG00000049273.1
OG0012399	ENSACAG00000004930.3	ENSGALG00000008319.6
OG0012400	ENSACAG00000017485.2	ENSGALG00000013371.6
OG0012403	ENSACAG00000007731.3	ENSGALG00000005975.6
OG0012404	ENSACAG00000013356.1	ENSGALG00000035752.2
OG0012405	ENSACAG00000014448.3	ENSGALG00000052646.1
OG0012407	ENSACAG00000011765.2	ENSGALG00000041346.3
OG0012408	ENSACAG00000012502.3	ENSGALG00000005422.6
OG0012409	ENSACAG00000028785.1	ENSGALG00000005451.6
OG0012410	ENSACAG00000016865.3	ENSGALG00000030031.2
OG0012411	ENSACAG00000009395.2	ENSGALG00000038629.2
OG0012412	ENSACAG00000005156.2	ENSGALG00000053965.1
OG0012415	ENSACAG00000004588.2	ENSGALG00000011469.6
OG0012416	ENSACAG00000016766.2	ENSGALG00000052546.1
OG0012417	ENSACAG00000000100.3	ENSGALG00000015977.6
OG0012419	ENSACAG00000001464.2	ENSGALG00000001533.6
OG0012422	ENSACAG00000001298.3	ENSGALG00000001214.6
OG0012423	ENSACAG00000015948.3	ENSGALG00000004793.6
OG0012425	ENSACAG00000006533.3	ENSGALG00000011904.6
OG0012430	ENSACAG00000000458.2	ENSGALG00000050403.1
OG0012431	ENSACAG00000028331.1	ENSGALG00000028666.4
OG0012432	ENSACAG00000009424.3	ENSGALG00000038461.3
OG0012434	ENSACAG00000010018.3	ENSGALG00000054655.1
OG0012435	ENSACAG00000004785.3	ENSGALG00000002525.7
OG0012436	ENSACAG00000017728.3	ENSGALG00000001093.7
OG0012438	ENSACAG00000014802.3	ENSGALG00000034675.2
OG0012440	ENSACAG00000013185.3	ENSGALG00000038145.3
OG0012441	ENSACAG00000013773.3	ENSGALG00000053670.1
OG0012442	ENSACAG00000002054.2	ENSGALG00000015320.4
OG0012443	ENSACAG00000014638.3	ENSGALG00000002913.6
OG0012444	ENSACAG00000005646.3	ENSGALG00000004221.6
OG0012445	ENSACAG00000013812.2	ENSGALG00000031094.2
OG0012446	ENSACAG00000014675.2	ENSGALG00000007257.5
OG0012448	ENSACAG00000029269.1	ENSGALG00000033198.2
OG0012449	ENSACAG00000015223.3	ENSGALG00000023682.5
OG0012450	ENSACAG00000002223.3	ENSGALG00000019489.5
OG0012453	ENSACAG00000011536.3	ENSGALG00000002000.6
OG0012454	ENSACAG00000017762.2	ENSGALG00000001058.6
OG0012455	ENSACAG00000009690.2	ENSGALG00000028809.3
OG0012457	ENSACAG00000001327.3	ENSGALG00000015086.6
OG0012459	ENSACAG00000009046.3	ENSGALG00000005086.6
OG0012460	ENSACAG00000014955.2	ENSGALG00000051665.1
OG0012461	ENSACAG00000017644.2	ENSGALG00000030305.2
OG0012463	ENSACAG00000005216.3	ENSGALG00000005401.7
OG0012464	ENSACAG00000022982.1	ENSGALG00000015459.6
OG0012464	ENSACAG00000023143.1	ENSGALG00000049581.1
OG0012466	ENSACAG00000004686.3	ENSGALG00000030888.2
OG0012467	ENSACAG00000005570.2	ENSGALG00000031570.3
OG0012469	ENSACAG00000015762.3	ENSGALG00000003743.5
OG0012471	ENSACAG00000006693.2	ENSGALG00000033083.2
OG0012472	ENSACAG00000008521.3	ENSGALG00000005000.6
OG0012475	ENSACAG00000028568.1	ENSGALG00000032308.2
OG0012476	ENSACAG00000009991.2	ENSGALG00000008949.5
OG0012477	ENSACAG00000009144.3	ENSGALG00000003398.7
OG0012479	ENSACAG00000007729.3	ENSGALG00000033137.3
OG0012480	ENSACAG00000013191.3	ENSGALG00000006788.7
OG0012482	ENSACAG00000003443.3	ENSGALG00000028047.3
OG0012483	ENSACAG00000009489.2	ENSGALG00000008840.6
OG0012485	ENSACAG00000003353.2	ENSGALG00000040929.3
OG0012486	ENSACAG00000000957.3	ENSGALG00000043185.2
OG0012487	ENSACAG00000005221.3	ENSGALG00000005805.7
OG0012489	ENSACAG00000002719.2	ENSGALG00000020922.6
OG0012490	ENSACAG00000004950.2	ENSGALG00000006567.6
OG0012492	ENSACAG00000004934.3	ENSGALG00000051773.1
OG0012493	ENSACAG00000013901.3	ENSGALG00000032988.3
OG0012494	ENSACAG00000010858.3	ENSGALG00000023640.5
OG0012495	ENSACAG00000004472.2	ENSGALG00000026192.3
OG0012496	ENSACAG00000000261.2	ENSGALG00000000667.6
OG0012497	ENSACAG00000003127.1	ENSGALG00000017102.5
OG0012499	ENSACAG00000029470.1	ENSGALG00000039334.2
OG0012501	ENSACAG00000027747.1	ENSGALG00000052499.1
OG0012502	ENSACAG00000015570.3	ENSGALG00000004336.7
OG0012505	ENSACAG00000009890.3	ENSGALG00000054659.1
OG0012507	ENSACAG00000000654.3	ENSGALG00000001604.6
OG0012508	ENSACAG00000016687.1	ENSGALG00000028115.3
OG0012511	ENSACAG00000014244.2	ENSGALG00000042137.2
OG0012512	ENSACAG00000010267.2	ENSGALG00000017327.4
OG0012513	ENSACAG00000006664.2	ENSGALG00000005268.7
OG0012514	ENSACAG00000006683.3	ENSGALG00000030268.2
OG0012515	ENSACAG00000006760.3	ENSGALG00000005297.4
OG0012516	ENSACAG00000011642.2	ENSGALG00000044726.2
OG0012518	ENSACAG00000008012.3	ENSGALG00000045092.2
OG0012520	ENSACAG00000003737.3	ENSGALG00000008611.5
OG0012521	ENSACAG00000007947.2	ENSGALG00000000911.7
OG0012522	ENSACAG00000003685.1	ENSGALG00000008613.6
OG0012523	ENSACAG00000003117.2	ENSGALG00000000630.5
OG0012524	ENSACAG00000025892.1	ENSGALG00000049589.1
OG0012526	ENSACAG00000012180.3	ENSGALG00000023454.4
OG0012527	ENSACAG00000010925.3	ENSGALG00000033971.2
OG0012528	ENSACAG00000008953.3	ENSGALG00000005315.7
OG0012529	ENSACAG00000002251.3	ENSGALG00000006189.6
OG0012530	ENSACAG00000012834.3	ENSGALG00000028283.3
OG0012531	ENSACAG00000007855.3	ENSGALG00000050508.1
OG0012532	ENSACAG00000016710.3	ENSGALG00000016301.5
OG0012533	ENSACAG00000004335.3	ENSGALG00000009945.7
OG0012534	ENSACAG00000011729.3	ENSGALG00000013748.7
OG0012535	ENSACAG00000016719.3	ENSGALG00000016300.6
OG0012536	ENSACAG00000001744.2	ENSGALG00000031975.2
OG0012537	ENSACAG00000016788.3	ENSGALG00000016296.6
OG0012538	ENSACAG00000003727.2	ENSGALG00000044510.2
OG0012541	ENSACAG00000024463.2	ENSGALG00000010044.5
OG0012544	ENSACAG00000000941.3	ENSGALG00000042534.2
OG0012545	ENSACAG00000001221.3	ENSGALG00000031754.2
OG0012546	ENSACAG00000009755.2	ENSGALG00000048700.1
OG0012547	ENSACAG00000003369.3	ENSGALG00000052374.1
OG0012549	ENSACAG00000000499.2	ENSGALG00000000820.4
OG0012551	ENSACAG00000000883.3	ENSGALG00000003323.7
OG0012553	ENSACAG00000003231.3	ENSGALG00000006797.6
OG0012554	ENSACAG00000025639.2	ENSGALG00000052980.1, ENSGALG00000047995.1
OG0012555	ENSACAG00000003027.3	ENSGALG00000012677.7
OG0012556	ENSACAG00000000947.3	ENSGALG00000007082.6
OG0012558	ENSACAG00000014435.2	ENSGALG00000013095.7
OG0012559	ENSACAG00000004957.3	ENSGALG00000035047.2
OG0012559	ENSACAG00000004203.3	ENSGALG00000012464.2
OG0012560	ENSACAG00000016300.1	ENSGALG00000012179.6
OG0012561	ENSACAG00000003668.2	ENSGALG00000012700.3
OG0012562	ENSACAG00000003955.3	ENSGALG00000012489.7
OG0012564	ENSACAG00000003503.3	ENSGALG00000014997.6
OG0012565	ENSACAG00000012126.3	ENSGALG00000003921.5
OG0012566	ENSACAG00000014334.3	ENSGALG00000017323.6
OG0012568	ENSACAG00000014367.2	ENSGALG00000042030.2
OG0012569	ENSACAG00000005337.2	ENSGALG00000026070.3
OG0012570	ENSACAG00000002116.3	ENSGALG00000052975.1
OG0012572	ENSACAG00000003838.3	ENSGALG00000051597.1
OG0012574	ENSACAG00000006649.3	ENSGALG00000002766.7
OG0012577	ENSACAG00000000557.2	ENSGALG00000001994.7
OG0012579	ENSACAG00000025182.2	ENSGALG00000009085.6
OG0012581	ENSACAG00000002349.3	ENSGALG00000013196.6
OG0012582	ENSACAG00000008581.3	ENSGALG00000007694.7
OG0012583	ENSACAG00000009527.3	ENSGALG00000044620.2
OG0012584	ENSACAG00000006106.3	ENSGALG00000014081.6
OG0012585	ENSACAG00000017993.2	ENSGALG00000042082.2
OG0012587	ENSACAG00000025586.1	ENSGALG00000015612.6
OG0012588	ENSACAG00000004008.3	ENSGALG00000001944.6
OG0012589	ENSACAG00000005372.2	ENSGALG00000034284.2
OG0012590	ENSACAG00000017979.2	ENSGALG00000035429.2
OG0012591	ENSACAG00000009328.3	ENSGALG00000007956.6
OG0012593	ENSACAG00000007779.2	ENSGALG00000020575.6
OG0012594	ENSACAG00000007395.2	ENSGALG00000041456.3
OG0012595	ENSACAG00000006145.2	ENSGALG00000001981.6
OG0012596	ENSACAG00000005948.3	ENSGALG00000027184.3
OG0012598	ENSACAG00000005482.3	ENSGALG00000005582.7
OG0012599	ENSACAG00000001220.2	ENSGALG00000020984.5
OG0012600	ENSACAG00000002324.3	ENSGALG00000006795.7
OG0012601	ENSACAG00000005689.3	ENSGALG00000015400.5
OG0012602	ENSACAG00000016115.3	ENSGALG00000008954.6
OG0012604	ENSACAG00000015445.3	ENSGALG00000036931.2
OG0012607	ENSACAG00000008344.3	ENSGALG00000047463.1
OG0012609	ENSACAG00000009118.2	ENSGALG00000003114.2
OG0012611	ENSACAG00000007105.2	ENSGALG00000038003.2
OG0012613	ENSACAG00000007156.3	ENSGALG00000030831.3
OG0012614	ENSACAG00000008419.2	ENSGALG00000026658.4
OG0012615	ENSACAG00000015271.3	ENSGALG00000004587.7
OG0012616	ENSACAG00000009540.2	ENSGALG00000029691.2
OG0012617	ENSACAG00000009413.3	ENSGALG00000003227.5
OG0012619	ENSACAG00000002724.1	ENSGALG00000032978.3
OG0012621	ENSACAG00000028326.1	ENSGALG00000042471.3
OG0012622	ENSACAG00000026199.2	ENSGALG00000034326.2
OG0012623	ENSACAG00000007232.3	ENSGALG00000036894.2
OG0012624	ENSACAG00000005975.3	ENSGALG00000007533.6
OG0012627	ENSACAG00000011785.2	ENSGALG00000012890.6
OG0012628	ENSACAG00000010572.2	ENSGALG00000047017.1
OG0012632	ENSACAG00000006286.2	ENSGALG00000017376.6
OG0012635	ENSACAG00000028471.1	ENSGALG00000031735.2
OG0012637	ENSACAG00000016972.3	ENSGALG00000014030.7
OG0012638	ENSACAG00000008703.3	ENSGALG00000000775.6
OG0012640	ENSACAG00000000578.3	ENSGALG00000003179.6
OG0012642	ENSACAG00000013097.2	ENSGALG00000026392.3
OG0012643	ENSACAG00000012079.3	ENSGALG00000004476.5
OG0012644	ENSACAG00000013831.3	ENSGALG00000012322.5
OG0012646	ENSACAG00000004865.3	ENSGALG00000005944.7
OG0012647	ENSACAG00000017132.2	ENSGALG00000026373.3
OG0012648	ENSACAG00000003587.2	ENSGALG00000035447.3
OG0012649	ENSACAG00000026577.1	ENSGALG00000006394.5
OG0012651	ENSACAG00000017240.3	ENSGALG00000013229.7
OG0012652	ENSACAG00000017264.3	ENSGALG00000013211.5
OG0012653	ENSACAG00000017746.3	ENSGALG00000032051.3
OG0012654	ENSACAG00000016524.3	ENSGALG00000030383.3
OG0012657	ENSACAG00000013296.2	ENSGALG00000003029.6
OG0012658	ENSACAG00000000207.3	ENSGALG00000011391.6
OG0012663	ENSACAG00000016103.3	ENSGALG00000009306.4
OG0012664	ENSACAG00000026155.2	ENSGALG00000003076.5
OG0012666	ENSACAG00000002596.3	ENSGALG00000044245.2
OG0012669	ENSACAG00000014067.3	ENSGALG00000008691.6
OG0012670	ENSACAG00000005020.2	ENSGALG00000037941.3
OG0012671	ENSACAG00000015823.3	ENSGALG00000039989.2
OG0012672	ENSACAG00000014268.3	ENSGALG00000008731.5
OG0012673	ENSACAG00000017560.3	ENSGALG00000013134.6
OG0012674	ENSACAG00000004547.2	ENSGALG00000038666.2
OG0012680	ENSACAG00000012780.3	ENSGALG00000012938.6
OG0012681	ENSACAG00000012959.3	ENSGALG00000012953.7
OG0012682	ENSACAG00000012882.3	ENSGALG00000010794.5
OG0012684	ENSACAG00000012579.2	ENSGALG00000019651.5
OG0012685	ENSACAG00000013606.3	ENSGALG00000010954.6
OG0012686	ENSACAG00000002438.3	ENSGALG00000033641.2
OG0012687	ENSACAG00000002197.3	ENSGALG00000030836.2
OG0012688	ENSACAG00000002186.3	ENSGALG00000000884.6
OG0012689	ENSACAG00000002140.3	ENSGALG00000041129.2
OG0012690	ENSACAG00000021025.3	ENSGALG00000039432.2
OG0012691	ENSACAG00000007971.2	ENSGALG00000040561.2
OG0012695	ENSACAG00000013069.3	ENSGALG00000011022.5
OG0012697	ENSACAG00000000013.3	ENSGALG00000011283.6
OG0012698	ENSACAG00000007503.3	ENSGALG00000038747.3
OG0012699	ENSACAG00000012247.3	ENSGALG00000013031.6
OG0012701	ENSACAG00000007784.3	ENSGALG00000011241.6
OG0012702	ENSACAG00000009684.3	ENSGALG00000002374.6
OG0012703	ENSACAG00000009603.2	ENSGALG00000034507.2
OG0012704	ENSACAG00000012449.2	ENSGALG00000019286.5
OG0012705	ENSACAG00000002275.3	ENSGALG00000011202.6
OG0012706	ENSACAG00000021000.3	ENSGALG00000027654.3
OG0012707	ENSACAG00000000497.3	ENSGALG00000013061.5
OG0012708	ENSACAG00000028811.1	ENSGALG00000003003.6
OG0012709	ENSACAG00000001334.3	ENSGALG00000043415.2
OG0012710	ENSACAG00000003098.3	ENSGALG00000005208.6
OG0012711	ENSACAG00000003843.3	ENSGALG00000004966.6
OG0012712	ENSACAG00000003851.3	ENSGALG00000005030.7
OG0012713	ENSACAG00000010185.3	ENSGALG00000039092.2
OG0012714	ENSACAG00000010154.3	ENSGALG00000037629.2
OG0012715	ENSACAG00000016515.3	ENSGALG00000012755.3
OG0012716	ENSACAG00000029261.1	ENSGALG00000036390.2
OG0012717	ENSACAG00000009537.3	ENSGALG00000039935.2
OG0012718	ENSACAG00000004959.2	ENSGALG00000048624.1
OG0012719	ENSACAG00000007504.3	ENSGALG00000041820.2
OG0012720	ENSACAG00000017678.2	ENSGALG00000029677.3
OG0012721	ENSACAG00000028166.2	ENSGALG00000048261.1
OG0012722	ENSACAG00000002586.3	ENSGALG00000036111.3
OG0012723	ENSACAG00000002469.3	ENSGALG00000005554.3
OG0012724	ENSACAG00000002457.2	ENSGALG00000041744.2
OG0012725	ENSACAG00000017381.3	ENSGALG00000040298.2
OG0012726	ENSACAG00000016595.2	ENSGALG00000012541.6
OG0012727	ENSACAG00000004498.3	ENSGALG00000043650.3
OG0012728	ENSACAG00000026629.1	ENSGALG00000049181.1
OG0012729	ENSACAG00000008063.3	ENSGALG00000043493.2
OG0012730	ENSACAG00000008077.3	ENSGALG00000037940.2
OG0012731	ENSACAG00000008710.2	ENSGALG00000013402.5
OG0012732	ENSACAG00000009038.3	ENSGALG00000006547.5
OG0012733	ENSACAG00000008680.3	ENSGALG00000006543.6
OG0012734	ENSACAG00000016104.3	ENSGALG00000012457.5
OG0012735	ENSACAG00000015922.3	ENSGALG00000012454.4
OG0012736	ENSACAG00000015824.3	ENSGALG00000042365.2
OG0012741	ENSACAG00000007811.2	ENSGALG00000036867.2
OG0012742	ENSACAG00000006774.3	ENSGALG00000013129.6
OG0012743	ENSACAG00000007206.2	ENSGALG00000012034.6
OG0012744	ENSACAG00000005318.2	ENSGALG00000012013.6
OG0012746	ENSACAG00000004943.3	ENSGALG00000011966.4
OG0012747	ENSACAG00000006295.3	ENSGALG00000040264.2
OG0012748	ENSACAG00000004782.2	ENSGALG00000011957.4
OG0012749	ENSACAG00000000146.3	ENSGALG00000047448.1
OG0012750	ENSACAG00000000145.2	ENSGALG00000010801.7
OG0012754	ENSACAG00000010960.2	ENSGALG00000049976.1
OG0012755	ENSACAG00000010897.2	ENSGALG00000044155.2
OG0012756	ENSACAG00000003263.3	ENSGALG00000013090.6
OG0012757	ENSACAG00000021005.2	ENSGALG00000000442.6
OG0012758	ENSACAG00000013249.2	ENSGALG00000053697.1
OG0012759	ENSACAG00000013225.2	ENSGALG00000026284.2
OG0012761	ENSACAG00000002776.3	ENSGALG00000029166.3
OG0012762	ENSACAG00000013416.3	ENSGALG00000002804.5
OG0012764	ENSACAG00000004916.1	ENSGALG00000008270.6
OG0012766	ENSACAG00000014747.3	ENSGALG00000010106.7
OG0012767	ENSACAG00000006287.3	ENSGALG00000008523.7
OG0012768	ENSACAG00000011252.3	ENSGALG00000011168.7
OG0012769	ENSACAG00000011191.3	ENSGALG00000045093.2
OG0012770	ENSACAG00000015654.3	ENSGALG00000043605.2
OG0012771	ENSACAG00000016392.3	ENSGALG00000030179.2
OG0012773	ENSACAG00000007289.2	ENSGALG00000031423.2
OG0012774	ENSACAG00000007432.2	ENSGALG00000010183.6
OG0012775	ENSACAG00000001462.3	ENSGALG00000033807.2
OG0012776	ENSACAG00000001348.3	ENSGALG00000049951.1
OG0012777	ENSACAG00000008199.2	ENSGALG00000010623.4
OG0012778	ENSACAG00000008300.3	ENSGALG00000010633.7
OG0012779	ENSACAG00000007461.1	ENSGALG00000052512.1
OG0012780	ENSACAG00000029439.1	ENSGALG00000044849.2
OG0012781	ENSACAG00000008311.3	ENSGALG00000040498.2
OG0012783	ENSACAG00000008746.3	ENSGALG00000026516.4
OG0012784	ENSACAG00000005748.3	ENSGALG00000010493.7
OG0012785	ENSACAG00000003308.3	ENSGALG00000013481.4
OG0012787	ENSACAG00000017452.3	ENSGALG00000009606.7
OG0012788	ENSACAG00000007344.3	ENSGALG00000000639.5
OG0012789	ENSACAG00000002522.3	ENSGALG00000037633.2
OG0012790	ENSACAG00000007419.3	ENSGALG00000037043.2
OG0012791	ENSACAG00000014398.3	ENSGALG00000009718.7
OG0012792	ENSACAG00000016132.3	ENSGALG00000028308.4
OG0012795	ENSACAG00000009974.3	ENSGALG00000052763.1
OG0012797	ENSACAG00000002022.3	ENSGALG00000016965.6
OG0012798	ENSACAG00000002228.3	ENSGALG00000002588.4
OG0012799	ENSACAG00000001923.2	ENSGALG00000026163.3
OG0012800	ENSACAG00000001947.3	ENSGALG00000002675.7
OG0012801	ENSACAG00000000897.3	ENSGALG00000016951.6
OG0012802	ENSACAG00000016147.3	ENSGALG00000026536.4
OG0012803	ENSACAG00000002285.3	ENSGALG00000009698.5
OG0012804	ENSACAG00000002466.3	ENSGALG00000009638.6
OG0012805	ENSACAG00000002581.2	ENSGALG00000009604.7
OG0012806	ENSACAG00000025764.2	ENSGALG00000009596.5
OG0012807	ENSACAG00000001129.2	ENSGALG00000041311.2
OG0012807	ENSACAG00000027813.2	ENSGALG00000016891.7
OG0012808	ENSACAG00000009308.3	ENSGALG00000032190.3
OG0012809	ENSACAG00000006408.2	ENSGALG00000033154.3
OG0012810	ENSACAG00000006291.3	ENSGALG00000001299.5
OG0012811	ENSACAG00000002033.3	ENSGALG00000016922.6
OG0012812	ENSACAG00000004878.3	ENSGALG00000038645.3
OG0012814	ENSACAG00000000625.3	ENSGALG00000016931.5
OG0012815	ENSACAG00000029115.1	ENSGALG00000051466.1
OG0012816	ENSACAG00000024778.2	ENSGALG00000046427.2
OG0012818	ENSACAG00000007005.1	ENSGALG00000009439.2
OG0012819	ENSACAG00000004871.3	ENSGALG00000034436.2
OG0012820	ENSACAG00000004827.3	ENSGALG00000036678.2
OG0012821	ENSACAG00000004805.3	ENSGALG00000001191.5
OG0012822	ENSACAG00000004803.3	ENSGALG00000009929.4
OG0012823	ENSACAG00000004771.3	ENSGALG00000046316.2
OG0012825	ENSACAG00000006229.3	ENSGALG00000001480.5
OG0012826	ENSACAG00000016796.2	ENSGALG00000022750.4
OG0012827	ENSACAG00000003550.3	ENSGALG00000016872.7
OG0012832	ENSACAG00000002950.3	ENSGALG00000016863.6
OG0012833	ENSACAG00000002751.2	ENSGALG00000016859.7
OG0012834	ENSACAG00000002720.3	ENSGALG00000002002.6
OG0012836	ENSACAG00000001919.3	ENSGALG00000019384.5
OG0012839	ENSACAG00000003745.3	ENSGALG00000000336.7
OG0012840	ENSACAG00000000689.2	ENSGALG00000016820.6
OG0012841	ENSACAG00000004209.3	ENSGALG00000036093.3
OG0012842	ENSACAG00000028388.1	ENSGALG00000000102.6
OG0012843	ENSACAG00000029049.1	ENSGALG00000036491.3
OG0012845	ENSACAG00000005261.2	ENSGALG00000000397.5
OG0012846	ENSACAG00000011405.3	ENSGALG00000016716.6
OG0012847	ENSACAG00000005977.3	ENSGALG00000016689.7
OG0012848	ENSACAG00000009439.2	ENSGALG00000014347.7, ENSGALG00000047524.1
OG0012849	ENSACAG00000007388.3	ENSGALG00000003281.6
OG0012851	ENSACAG00000002147.3	ENSGALG00000043916.2
OG0012852	ENSACAG00000002407.3	ENSGALG00000031666.2
OG0012853	ENSACAG00000001680.3	ENSGALG00000016581.5
OG0012854	ENSACAG00000001831.3	ENSGALG00000016575.7
OG0012855	ENSACAG00000015829.3	ENSGALG00000036598.3
OG0012856	ENSACAG00000017031.3	ENSGALG00000029168.3
OG0012857	ENSACAG00000011590.3	ENSGALG00000016545.7
OG0012858	ENSACAG00000000141.3	ENSGALG00000021656.6
OG0012859	ENSACAG00000011680.3	ENSGALG00000016537.6
OG0012860	ENSACAG00000000153.3	ENSGALG00000001845.6
OG0012861	ENSACAG00000014095.3	ENSGALG00000003550.6
OG0012862	ENSACAG00000012037.3	ENSGALG00000004110.6
OG0012863	ENSACAG00000016909.3	ENSGALG00000004146.5
OG0012865	ENSACAG00000016871.2	ENSGALG00000031331.2
OG0012866	ENSACAG00000011674.3	ENSGALG00000014042.7
OG0012867	ENSACAG00000012446.3	ENSGALG00000014096.5
OG0012868	ENSACAG00000014915.2	ENSGALG00000016265.6
OG0012870	ENSACAG00000015679.3	ENSGALG00000008045.7
OG0012871	ENSACAG00000017875.3	ENSGALG00000016215.7
OG0012873	ENSACAG00000004758.3	ENSGALG00000005321.6
OG0012874	ENSACAG00000003008.3	ENSGALG00000016173.7
OG0012875	ENSACAG00000005435.3	ENSGALG00000045499.2
OG0012876	ENSACAG00000005817.3	ENSGALG00000005801.5
OG0012878	ENSACAG00000006305.3	ENSGALG00000027965.3
OG0012879	ENSACAG00000005460.3	ENSGALG00000016065.6
OG0012880	ENSACAG00000004580.3	ENSGALG00000007917.6
OG0012881	ENSACAG00000003631.3	ENSGALG00000006062.6
OG0012882	ENSACAG00000020988.1	ENSGALG00000034083.2
OG0012883	ENSACAG00000011372.3	ENSGALG00000014286.7
OG0012884	ENSACAG00000005498.3	ENSGALG00000047990.1
OG0012885	ENSACAG00000007530.3	ENSGALG00000045153.2
OG0012886	ENSACAG00000022492.2	ENSGALG00000015842.5
OG0012887	ENSACAG00000025128.1	ENSGALG00000026176.4
OG0012888	ENSACAG00000009122.2	ENSGALG00000013771.6
OG0012889	ENSACAG00000013777.3	ENSGALG00000015480.6
OG0012890	ENSACAG00000025288.2	ENSGALG00000015474.6
OG0012892	ENSACAG00000001593.3	ENSGALG00000013503.7
OG0012893	ENSACAG00000015055.3	ENSGALG00000015377.6
OG0012895	ENSACAG00000002389.3	ENSGALG00000046793.1
OG0012896	ENSACAG00000012080.3	ENSGALG00000015344.7
OG0012897	ENSACAG00000010720.2	ENSGALG00000019228.5
OG0012898	ENSACAG00000010693.3	ENSGALG00000015244.5
OG0012900	ENSACAG00000005144.3	ENSGALG00000009520.6
OG0012901	ENSACAG00000005081.2	ENSGALG00000009496.7
OG0012902	ENSACAG00000010051.2	ENSGALG00000015133.6
OG0012903	ENSACAG00000016439.3	ENSGALG00000020251.6
OG0012904	ENSACAG00000009857.3	ENSGALG00000015117.7
OG0012905	ENSACAG00000004706.2	ENSGALG00000019240.6
OG0012906	ENSACAG00000004458.1	ENSGALG00000032028.2
OG0012907	ENSACAG00000015581.2	ENSGALG00000020253.5
OG0012910	ENSACAG00000009188.3	ENSGALG00000035726.3
OG0012911	ENSACAG00000011751.1	ENSGALG00000042067.2
OG0012912	ENSACAG00000011890.2	ENSGALG00000011835.7
OG0012913	ENSACAG00000002904.3	ENSGALG00000025748.3
OG0012914	ENSACAG00000012630.3	ENSGALG00000011881.6
OG0012915	ENSACAG00000010946.3	ENSGALG00000017171.6
OG0012916	ENSACAG00000012990.3	ENSGALG00000011961.7
OG0012917	ENSACAG00000013353.3	ENSGALG00000011986.6
OG0012918	ENSACAG00000025988.2	ENSGALG00000019060.6
OG0012919	ENSACAG00000012817.3	ENSGALG00000017191.5
OG0012921	ENSACAG00000013850.2	ENSGALG00000017204.6
OG0012922	ENSACAG00000014403.3	ENSGALG00000054252.1, ENSGALG00000028629.3
OG0012923	ENSACAG00000014593.3	ENSGALG00000002356.4
OG0012925	ENSACAG00000002734.3	ENSGALG00000017244.4
OG0012926	ENSACAG00000012860.2	ENSGALG00000047103.1
OG0012927	ENSACAG00000001098.3	ENSGALG00000017248.6
OG0012928	ENSACAG00000013376.3	ENSGALG00000011616.6
