Orthogroup	A_carolinensis.pep	P_troglodytes.pep
OG0009738	ENSACAG00000011821.2	ENSPTRG00000018961.4
OG0009739	ENSACAG00000011817.3	ENSPTRG00000018962.5
OG0009740	ENSACAG00000011804.3	ENSPTRG00000018963.6
OG0009741	ENSACAG00000012747.3	ENSPTRG00000017327.4
OG0009742	ENSACAG00000000556.3	ENSPTRG00000015555.5
OG0009743	ENSACAG00000000431.3	ENSPTRG00000015553.4
OG0009744	ENSACAG00000004239.3	ENSPTRG00000015551.6
OG0009745	ENSACAG00000012987.3	ENSPTRG00000017320.5
OG0009746	ENSACAG00000026772.1	ENSPTRG00000004518.6
OG0009747	ENSACAG00000013016.2	ENSPTRG00000033999.3
OG0009748	ENSACAG00000014127.3	ENSPTRG00000018975.6
OG0009749	ENSACAG00000013148.3	ENSPTRG00000017314.6
OG0009750	ENSACAG00000006974.3	ENSPTRG00000015549.3
OG0009751	ENSACAG00000006905.2	ENSPTRG00000015548.6
OG0009752	ENSACAG00000013755.3	ENSPTRG00000018982.5
OG0009753	ENSACAG00000011271.1	ENSPTRG00000015543.5
OG0009754	ENSACAG00000013625.3	ENSPTRG00000018984.5
OG0009755	ENSACAG00000008002.3	ENSPTRG00000015540.4
OG0009756	ENSACAG00000002090.3	ENSPTRG00000015890.5
OG0009757	ENSACAG00000007794.2	ENSPTRG00000042520.2
OG0009758	ENSACAG00000013302.3	ENSPTRG00000018993.5
OG0009759	ENSACAG00000002074.2	ENSPTRG00000015893.6
OG0009760	ENSACAG00000002048.3	ENSPTRG00000015894.4
OG0009761	ENSACAG00000013246.3	ENSPTRG00000018994.6
OG0009762	ENSACAG00000001646.3	ENSPTRG00000015895.6
OG0009763	ENSACAG00000013080.3	ENSPTRG00000018995.3
OG0009764	ENSACAG00000027782.2	ENSPTRG00000018997.3
OG0009765	ENSACAG00000013068.2	ENSPTRG00000044644.1, ENSPTRG00000019000.4
OG0009766	ENSACAG00000001510.2	ENSPTRG00000013333.5
OG0009767	ENSACAG00000012971.3	ENSPTRG00000019004.5
OG0009768	ENSACAG00000007548.3	ENSPTRG00000015520.4
OG0009769	ENSACAG00000000014.3	ENSPTRG00000014686.6
OG0009770	ENSACAG00000007527.3	ENSPTRG00000015519.5
OG0009771	ENSACAG00000005272.2	ENSPTRG00000013299.6
OG0009772	ENSACAG00000000016.3	ENSPTRG00000014683.6
OG0009773	ENSACAG00000012196.3	ENSPTRG00000014033.6
OG0009774	ENSACAG00000005284.3	ENSPTRG00000030609.3
OG0009775	ENSACAG00000000018.3	ENSPTRG00000014681.6
OG0009776	ENSACAG00000000019.3	ENSPTRG00000014679.3
OG0009777	ENSACAG00000012297.3	ENSPTRG00000014037.6
OG0009778	ENSACAG00000005439.3	ENSPTRG00000013306.7
OG0009779	ENSACAG00000028994.1	ENSPTRG00000046348.1
OG0009780	ENSACAG00000012487.3	ENSPTRG00000014040.6
OG0009781	ENSACAG00000007757.3	ENSPTRG00000014672.5
OG0009782	ENSACAG00000007752.2	ENSPTRG00000049832.1, ENSPTRG00000051794.1
OG0009783	ENSACAG00000009738.2	ENSPTRG00000015492.4
OG0009784	ENSACAG00000002496.2	ENSPTRG00000030292.4
OG0009785	ENSACAG00000012542.3	ENSPTRG00000014044.6
OG0009786	ENSACAG00000010563.3	ENSPTRG00000013311.5
OG0009787	ENSACAG00000023847.1	ENSPTRG00000013318.4
OG0009788	ENSACAG00000002449.2	ENSPTRG00000014668.5
OG0009789	ENSACAG00000004684.3	ENSPTRG00000015486.5
OG0009790	ENSACAG00000000953.3	ENSPTRG00000019035.4
OG0009791	ENSACAG00000000877.3	ENSPTRG00000019034.4
OG0009792	ENSACAG00000010211.3	ENSPTRG00000016721.6
OG0009793	ENSACAG00000000853.3	ENSPTRG00000019033.5
OG0009794	ENSACAG00000003118.1	ENSPTRG00000014808.6
OG0009795	ENSACAG00000003100.3	ENSPTRG00000014806.6
OG0009796	ENSACAG00000011974.3	ENSPTRG00000019720.4
OG0009797	ENSACAG00000004915.3	ENSPTRG00000015483.7
OG0009798	ENSACAG00000002991.3	ENSPTRG00000014777.3
OG0009799	ENSACAG00000010201.3	ENSPTRG00000016720.6
OG0009800	ENSACAG00000002919.3	ENSPTRG00000019040.3
OG0009801	ENSACAG00000002806.3	ENSPTRG00000030297.5
OG0009802	ENSACAG00000011754.2	ENSPTRG00000004731.4
OG0009803	ENSACAG00000002737.3	ENSPTRG00000014662.4
OG0009804	ENSACAG00000000677.3	ENSPTRG00000016715.6
OG0009805	ENSACAG00000005140.3	ENSPTRG00000015472.4
OG0009806	ENSACAG00000005397.2	ENSPTRG00000030108.5
OG0009807	ENSACAG00000005398.3	ENSPTRG00000013007.5
OG0009808	ENSACAG00000002333.3	ENSPTRG00000015388.5
OG0009809	ENSACAG00000005749.3	ENSPTRG00000044340.1
OG0009810	ENSACAG00000014852.3	ENSPTRG00000013001.6
OG0009811	ENSACAG00000012823.3	ENSPTRG00000019762.6
OG0009812	ENSACAG00000014780.3	ENSPTRG00000013000.5
OG0009813	ENSACAG00000004173.3	ENSPTRG00000012981.3
OG0009814	ENSACAG00000011024.3	ENSPTRG00000051830.1, ENSPTRG00000019768.6
OG0009815	ENSACAG00000001748.3	ENSPTRG00000015391.3
OG0009816	ENSACAG00000000712.3	ENSPTRG00000015402.7
OG0009817	ENSACAG00000000484.3	ENSPTRG00000015404.6
OG0009818	ENSACAG00000003827.3	ENSPTRG00000012990.6
OG0009819	ENSACAG00000016940.3	ENSPTRG00000019758.6
OG0009820	ENSACAG00000003124.3	ENSPTRG00000001011.7
OG0009821	ENSACAG00000016841.3	ENSPTRG00000019760.6
OG0009822	ENSACAG00000003137.2	ENSPTRG00000001010.3
OG0009823	ENSACAG00000003261.2	ENSPTRG00000001008.4
OG0009824	ENSACAG00000003290.3	ENSPTRG00000001004.7
OG0009825	ENSACAG00000010048.3	ENSPTRG00000014743.5
OG0009826	ENSACAG00000003456.2	ENSPTRG00000001002.6
OG0009827	ENSACAG00000004212.3	ENSPTRG00000012986.6
OG0009828	ENSACAG00000009967.3	ENSPTRG00000014745.6
OG0009829	ENSACAG00000004322.2	ENSPTRG00000012985.6
OG0009830	ENSACAG00000016592.3	ENSPTRG00000005356.6
OG0009831	ENSACAG00000004456.3	ENSPTRG00000012980.6
OG0009832	ENSACAG00000004626.3	ENSPTRG00000012977.4
OG0009833	ENSACAG00000029455.1	ENSPTRG00000005360.6
OG0009834	ENSACAG00000016532.2	ENSPTRG00000005361.7
OG0009835	ENSACAG00000004628.3	ENSPTRG00000012976.5
OG0009836	ENSACAG00000004749.3	ENSPTRG00000012975.6
OG0009837	ENSACAG00000016374.3	ENSPTRG00000005364.5
OG0009838	ENSACAG00000004769.3	ENSPTRG00000012974.5
OG0009839	ENSACAG00000005685.3	ENSPTRG00000000966.6
OG0009840	ENSACAG00000005571.3	ENSPTRG00000000967.6
OG0009841	ENSACAG00000016328.3	ENSPTRG00000005368.7
OG0009842	ENSACAG00000005545.2	ENSPTRG00000000969.5
OG0009843	ENSACAG00000009261.3	ENSPTRG00000019069.6
OG0009844	ENSACAG00000009181.3	ENSPTRG00000019072.5
OG0009845	ENSACAG00000005406.3	ENSPTRG00000000971.6
OG0009846	ENSACAG00000007473.2	ENSPTRG00000019076.5
OG0009847	ENSACAG00000007436.3	ENSPTRG00000019078.5
OG0009848	ENSACAG00000003514.3	ENSPTRG00000015463.4
OG0009849	ENSACAG00000003511.3	ENSPTRG00000015461.3
OG0009850	ENSACAG00000005200.3	ENSPTRG00000023377.5
OG0009851	ENSACAG00000007307.3	ENSPTRG00000019083.6
OG0009852	ENSACAG00000016095.3	ENSPTRG00000005374.6
OG0009853	ENSACAG00000003341.3	ENSPTRG00000015459.5
OG0009854	ENSACAG00000003566.3	ENSPTRG00000019084.5
OG0009855	ENSACAG00000016051.3	ENSPTRG00000005375.5
OG0009856	ENSACAG00000021042.2	ENSPTRG00000043798.1, ENSPTRG00000019085.4
OG0009857	ENSACAG00000015912.3	ENSPTRG00000044821.1
OG0009858	ENSACAG00000005112.3	ENSPTRG00000000975.5
OG0009859	ENSACAG00000017668.2	ENSPTRG00000019092.5
OG0009860	ENSACAG00000028553.1	ENSPTRG00000005381.5
OG0009861	ENSACAG00000017665.2	ENSPTRG00000019093.6
OG0009862	ENSACAG00000017651.3	ENSPTRG00000019102.6
OG0009863	ENSACAG00000015569.3	ENSPTRG00000005384.5
OG0009864	ENSACAG00000004924.3	ENSPTRG00000000977.7
OG0009865	ENSACAG00000017617.3	ENSPTRG00000019104.6
OG0009866	ENSACAG00000002329.3	ENSPTRG00000045317.1
OG0009867	ENSACAG00000004856.2	ENSPTRG00000000979.6
OG0009868	ENSACAG00000015528.3	ENSPTRG00000005387.6
OG0009869	ENSACAG00000002282.3	ENSPTRG00000013105.5
OG0009870	ENSACAG00000004845.3	ENSPTRG00000000980.5
OG0009871	ENSACAG00000002269.3	ENSPTRG00000013114.6
OG0009872	ENSACAG00000015400.3	ENSPTRG00000005390.4
OG0009873	ENSACAG00000004789.3	ENSPTRG00000000984.6
OG0009874	ENSACAG00000015355.2	ENSPTRG00000005391.6
OG0009875	ENSACAG00000017576.3	ENSPTRG00000044337.1
OG0009876	ENSACAG00000009917.3	ENSPTRG00000012866.6
OG0009877	ENSACAG00000015295.3	ENSPTRG00000005392.6
OG0009878	ENSACAG00000017547.3	ENSPTRG00000019117.5
OG0009879	ENSACAG00000015290.3	ENSPTRG00000005395.6
OG0009880	ENSACAG00000017546.2	ENSPTRG00000023354.3
OG0009881	ENSACAG00000009710.3	ENSPTRG00000013997.6
OG0009882	ENSACAG00000014907.3	ENSPTRG00000005400.3
OG0009883	ENSACAG00000005513.3	ENSPTRG00000000990.7
OG0009884	ENSACAG00000017481.3	ENSPTRG00000019124.4
OG0009886	ENSACAG00000017470.3	ENSPTRG00000046316.1
OG0009887	ENSACAG00000003883.3	ENSPTRG00000000994.7
OG0009888	ENSACAG00000014762.2	ENSPTRG00000014290.6
OG0009889	ENSACAG00000001192.3	ENSPTRG00000013123.5
OG0009890	ENSACAG00000004232.3	ENSPTRG00000000964.6
OG0009891	ENSACAG00000016609.2	ENSPTRG00000014299.5
OG0009892	ENSACAG00000000919.3	ENSPTRG00000041947.2
OG0009893	ENSACAG00000016603.3	ENSPTRG00000014300.4
OG0009894	ENSACAG00000000739.3	ENSPTRG00000013129.6
OG0009895	ENSACAG00000000533.3	ENSPTRG00000013131.6
OG0009896	ENSACAG00000000433.2	ENSPTRG00000034184.3
OG0009897	ENSACAG00000004573.3	ENSPTRG00000000959.6
OG0009898	ENSACAG00000014188.3	ENSPTRG00000006692.3
OG0009899	ENSACAG00000016312.2	ENSPTRG00000044067.1
OG0009900	ENSACAG00000004656.2	ENSPTRG00000030530.4
OG0009901	ENSACAG00000016299.3	ENSPTRG00000015782.5
OG0009902	ENSACAG00000016292.2	ENSPTRG00000015783.3
OG0009903	ENSACAG00000016291.3	ENSPTRG00000015784.4
OG0009904	ENSACAG00000016288.3	ENSPTRG00000015785.5
OG0009905	ENSACAG00000001384.3	ENSPTRG00000000952.5
OG0009906	ENSACAG00000021072.3	ENSPTRG00000000948.7
OG0009907	ENSACAG00000008190.2	ENSPTRG00000019182.4
OG0009908	ENSACAG00000001608.3	ENSPTRG00000000947.7
OG0009909	ENSACAG00000001151.3	ENSPTRG00000000945.6
OG0009910	ENSACAG00000008236.3	ENSPTRG00000019187.7
OG0009912	ENSACAG00000001238.3	ENSPTRG00000000942.6
OG0009913	ENSACAG00000001362.3	ENSPTRG00000000932.5
OG0009914	ENSACAG00000009662.3	ENSPTRG00000015419.6
OG0009915	ENSACAG00000009605.3	ENSPTRG00000015421.6
OG0009916	ENSACAG00000008565.3	ENSPTRG00000016680.7
OG0009917	ENSACAG00000009191.3	ENSPTRG00000015439.5
OG0009918	ENSACAG00000016262.3	ENSPTRG00000014316.6
OG0009919	ENSACAG00000001709.3	ENSPTRG00000000925.6
OG0009920	ENSACAG00000009163.3	ENSPTRG00000015438.6
OG0009921	ENSACAG00000009129.3	ENSPTRG00000034513.3
OG0009922	ENSACAG00000009045.3	ENSPTRG00000015713.5
OG0009923	ENSACAG00000008917.3	ENSPTRG00000021188.5
OG0009924	ENSACAG00000009059.2	ENSPTRG00000021184.4
OG0009925	ENSACAG00000009062.2	ENSPTRG00000021183.6
OG0009926	ENSACAG00000016114.3	ENSPTRG00000014328.6
OG0009927	ENSACAG00000009097.3	ENSPTRG00000020928.6
OG0009928	ENSACAG00000015920.1	ENSPTRG00000014334.4
OG0009929	ENSACAG00000008283.1	ENSPTRG00000013990.6
OG0009930	ENSACAG00000015666.3	ENSPTRG00000014340.7
OG0009931	ENSACAG00000009460.2	ENSPTRG00000016682.5
OG0009932	ENSACAG00000008128.3	ENSPTRG00000015709.5
OG0009933	ENSACAG00000008831.3	ENSPTRG00000000829.6
OG0009934	ENSACAG00000028833.1	ENSPTRG00000014372.6
OG0009935	ENSACAG00000008117.3	ENSPTRG00000014375.5
OG0009936	ENSACAG00000009712.3	ENSPTRG00000002163.5
OG0009937	ENSACAG00000008070.3	ENSPTRG00000014376.6
OG0009938	ENSACAG00000008478.3	ENSPTRG00000000825.6
OG0009939	ENSACAG00000029148.1	ENSPTRG00000020857.5
OG0009940	ENSACAG00000009799.3	ENSPTRG00000009007.4
OG0009941	ENSACAG00000007817.3	ENSPTRG00000015700.5
OG0009942	ENSACAG00000007778.3	ENSPTRG00000015699.4
OG0009943	ENSACAG00000008354.3	ENSPTRG00000000823.7
OG0009944	ENSACAG00000007715.3	ENSPTRG00000015698.6
OG0009945	ENSACAG00000007796.3	ENSPTRG00000014391.3
OG0009946	ENSACAG00000029076.1	ENSPTRG00000000822.5
OG0009947	ENSACAG00000008290.3	ENSPTRG00000024245.5
OG0009948	ENSACAG00000028762.1	ENSPTRG00000014392.7
OG0009949	ENSACAG00000007713.1	ENSPTRG00000030117.3
OG0009950	ENSACAG00000007593.3	ENSPTRG00000015431.4
OG0009951	ENSACAG00000006933.3	ENSPTRG00000021238.4
OG0009952	ENSACAG00000007610.3	ENSPTRG00000014396.5
OG0009953	ENSACAG00000007591.2	ENSPTRG00000014397.7
OG0009954	ENSACAG00000013023.2	ENSPTRG00000046518.1, ENSPTRG00000016096.6
OG0009955	ENSACAG00000013037.3	ENSPTRG00000016099.4
OG0009956	ENSACAG00000007474.3	ENSPTRG00000014400.6
OG0009957	ENSACAG00000007387.3	ENSPTRG00000014405.5
OG0009958	ENSACAG00000022908.2	ENSPTRG00000000812.3
OG0009959	ENSACAG00000007833.3	ENSPTRG00000000810.5
OG0009960	ENSACAG00000007807.2	ENSPTRG00000000809.7
OG0009961	ENSACAG00000007792.3	ENSPTRG00000000806.7
OG0009962	ENSACAG00000005430.3	ENSPTRG00000014408.7
OG0009963	ENSACAG00000009079.3	ENSPTRG00000049064.1
OG0009964	ENSACAG00000009025.3	ENSPTRG00000020035.6
OG0009965	ENSACAG00000006547.3	ENSPTRG00000013084.4
OG0009966	ENSACAG00000007111.3	ENSPTRG00000000799.5
OG0009967	ENSACAG00000005208.3	ENSPTRG00000014417.3
OG0009968	ENSACAG00000007068.3	ENSPTRG00000000798.7
OG0009969	ENSACAG00000007036.3	ENSPTRG00000049936.1
OG0009970	ENSACAG00000008695.3	ENSPTRG00000016175.6
OG0009971	ENSACAG00000006902.3	ENSPTRG00000000792.4
OG0009972	ENSACAG00000005056.2	ENSPTRG00000014419.6
OG0009973	ENSACAG00000006854.3	ENSPTRG00000000791.6
OG0009974	ENSACAG00000029131.1	ENSPTRG00000031197.4
OG0009975	ENSACAG00000006439.1	ENSPTRG00000013046.6
OG0009976	ENSACAG00000006771.3	ENSPTRG00000000788.6
OG0009977	ENSACAG00000000178.3	ENSPTRG00000000787.6
OG0009978	ENSACAG00000006218.3	ENSPTRG00000013048.5
OG0009979	ENSACAG00000002119.3	ENSPTRG00000012173.4
OG0009980	ENSACAG00000004775.3	ENSPTRG00000014427.3
OG0009981	ENSACAG00000025387.2	ENSPTRG00000000782.4
OG0009982	ENSACAG00000011114.3	ENSPTRG00000050730.1
OG0009983	ENSACAG00000000130.2	ENSPTRG00000000779.5
OG0009984	ENSACAG00000004668.3	ENSPTRG00000044110.1
OG0009985	ENSACAG00000004619.3	ENSPTRG00000014432.4
OG0009986	ENSACAG00000000119.3	ENSPTRG00000017066.5
OG0009987	ENSACAG00000000115.2	ENSPTRG00000000776.3
OG0009988	ENSACAG00000011391.3	ENSPTRG00000016164.6
OG0009989	ENSACAG00000004146.3	ENSPTRG00000014439.6
OG0009990	ENSACAG00000011452.3	ENSPTRG00000016166.4
OG0009991	ENSACAG00000029391.1	ENSPTRG00000016167.3
OG0009992	ENSACAG00000011511.2	ENSPTRG00000050213.1
OG0009993	ENSACAG00000022374.1	ENSPTRG00000000766.6
OG0009994	ENSACAG00000011691.3	ENSPTRG00000012153.3
OG0009995	ENSACAG00000025298.2	ENSPTRG00000012152.5
OG0009996	ENSACAG00000014158.2	ENSPTRG00000000765.5
OG0009997	ENSACAG00000011938.3	ENSPTRG00000012149.5
OG0009998	ENSACAG00000014079.2	ENSPTRG00000000763.6
OG0009999	ENSACAG00000012141.3	ENSPTRG00000012147.7
OG0010000	ENSACAG00000010626.3	ENSPTRG00000004712.4
OG0010001	ENSACAG00000005436.3	ENSPTRG00000012433.6
OG0010002	ENSACAG00000005263.3	ENSPTRG00000012435.5
OG0010003	ENSACAG00000010648.3	ENSPTRG00000033743.3
OG0010004	ENSACAG00000010776.3	ENSPTRG00000001046.5
OG0010005	ENSACAG00000005255.3	ENSPTRG00000012436.3
OG0010006	ENSACAG00000010710.2	ENSPTRG00000004708.6
OG0010007	ENSACAG00000005182.3	ENSPTRG00000012438.6
OG0010008	ENSACAG00000028686.1	ENSPTRG00000001052.7
OG0010009	ENSACAG00000012612.3	ENSPTRG00000009518.6
OG0010010	ENSACAG00000010795.3	ENSPTRG00000004728.3
OG0010011	ENSACAG00000012786.3	ENSPTRG00000009514.5
OG0010012	ENSACAG00000004927.3	ENSPTRG00000012460.7
OG0010013	ENSACAG00000011567.3	ENSPTRG00000001057.7
OG0010014	ENSACAG00000011014.3	ENSPTRG00000019726.3
OG0010015	ENSACAG00000004814.3	ENSPTRG00000015667.6
OG0010016	ENSACAG00000004768.1	ENSPTRG00000015669.6
OG0010017	ENSACAG00000013237.3	ENSPTRG00000009511.5
OG0010018	ENSACAG00000011264.3	ENSPTRG00000019728.6
OG0010019	ENSACAG00000029660.1	ENSPTRG00000051613.1
OG0010020	ENSACAG00000013359.3	ENSPTRG00000009508.6
OG0010021	ENSACAG00000004453.3	ENSPTRG00000002786.6
OG0010022	ENSACAG00000011982.3	ENSPTRG00000001065.6
OG0010023	ENSACAG00000012025.2	ENSPTRG00000001066.7
OG0010024	ENSACAG00000013509.3	ENSPTRG00000009246.5
OG0010025	ENSACAG00000004193.3	ENSPTRG00000045585.1
OG0010026	ENSACAG00000004166.3	ENSPTRG00000049744.1
OG0010027	ENSACAG00000003972.3	ENSPTRG00000049872.1
OG0010028	ENSACAG00000012017.3	ENSPTRG00000005347.6
OG0010029	ENSACAG00000003702.3	ENSPTRG00000002832.5
OG0010030	ENSACAG00000003687.2	ENSPTRG00000002831.4
OG0010031	ENSACAG00000012282.3	ENSPTRG00000005346.4
OG0010032	ENSACAG00000013855.3	ENSPTRG00000009215.4
OG0010033	ENSACAG00000012493.3	ENSPTRG00000023683.5
OG0010034	ENSACAG00000012333.3	ENSPTRG00000005345.6
OG0010035	ENSACAG00000003583.3	ENSPTRG00000002829.5
OG0010036	ENSACAG00000013861.3	ENSPTRG00000009216.6
OG0010037	ENSACAG00000012721.3	ENSPTRG00000001073.5
OG0010038	ENSACAG00000003524.3	ENSPTRG00000002828.6
OG0010039	ENSACAG00000012416.3	ENSPTRG00000005344.6
OG0010040	ENSACAG00000003429.3	ENSPTRG00000002826.5
OG0010041	ENSACAG00000014235.3	ENSPTRG00000009217.4
OG0010042	ENSACAG00000012716.3	ENSPTRG00000005339.6
OG0010043	ENSACAG00000015995.2	ENSPTRG00000001082.4
OG0010044	ENSACAG00000028401.1	ENSPTRG00000038685.2, ENSPTRG00000009220.3
OG0010045	ENSACAG00000003217.2	ENSPTRG00000002822.6
OG0010046	ENSACAG00000003141.3	ENSPTRG00000002821.7
OG0010047	ENSACAG00000013012.3	ENSPTRG00000005335.6
OG0010048	ENSACAG00000013236.3	ENSPTRG00000000626.4
OG0010049	ENSACAG00000022808.2	ENSPTRG00000051081.1
OG0010050	ENSACAG00000027657.2	ENSPTRG00000002816.5
OG0010051	ENSACAG00000002933.3	ENSPTRG00000045678.1
OG0010052	ENSACAG00000013337.3	ENSPTRG00000005329.5
OG0010053	ENSACAG00000003783.3	ENSPTRG00000029751.3
OG0010054	ENSACAG00000003798.3	ENSPTRG00000002858.7
OG0010055	ENSACAG00000003815.3	ENSPTRG00000052672.1
OG0010056	ENSACAG00000013545.3	ENSPTRG00000023434.4
OG0010057	ENSACAG00000013435.3	ENSPTRG00000000636.6
OG0010058	ENSACAG00000013511.3	ENSPTRG00000009233.4
OG0010059	ENSACAG00000013472.3	ENSPTRG00000009234.6
OG0010060	ENSACAG00000013415.3	ENSPTRG00000009236.7
OG0010061	ENSACAG00000004102.3	ENSPTRG00000002895.5
OG0010062	ENSACAG00000013885.3	ENSPTRG00000005320.6
OG0010063	ENSACAG00000004270.3	ENSPTRG00000002898.4
OG0010064	ENSACAG00000029427.1	ENSPTRG00000033989.3
OG0010065	ENSACAG00000014029.2	ENSPTRG00000005319.3
OG0010066	ENSACAG00000014159.3	ENSPTRG00000005313.7
OG0010067	ENSACAG00000013113.2	ENSPTRG00000009079.5
OG0010068	ENSACAG00000004756.2	ENSPTRG00000002909.7
OG0010069	ENSACAG00000004796.3	ENSPTRG00000002911.6
OG0010070	ENSACAG00000012771.3	ENSPTRG00000005307.7
OG0010071	ENSACAG00000014203.3	ENSPTRG00000000643.5
OG0010072	ENSACAG00000004920.3	ENSPTRG00000049609.1
OG0010073	ENSACAG00000004954.3	ENSPTRG00000002919.3
OG0010074	ENSACAG00000004988.3	ENSPTRG00000002920.6
OG0010075	ENSACAG00000012631.3	ENSPTRG00000005301.4
OG0010076	ENSACAG00000014312.3	ENSPTRG00000046825.1
OG0010077	ENSACAG00000005136.2	ENSPTRG00000002921.7
OG0010078	ENSACAG00000012616.3	ENSPTRG00000005299.6
OG0010079	ENSACAG00000012582.3	ENSPTRG00000009284.6
OG0010080	ENSACAG00000014406.3	ENSPTRG00000000649.6
OG0010081	ENSACAG00000014488.3	ENSPTRG00000022644.6
OG0010082	ENSACAG00000012450.3	ENSPTRG00000005295.7
OG0010083	ENSACAG00000005165.3	ENSPTRG00000002924.6
OG0010084	ENSACAG00000014681.3	ENSPTRG00000023040.6
OG0010085	ENSACAG00000012367.3	ENSPTRG00000005290.7
OG0010086	ENSACAG00000012359.3	ENSPTRG00000005289.4
OG0010087	ENSACAG00000005224.3	ENSPTRG00000049544.1
OG0010088	ENSACAG00000005225.3	ENSPTRG00000002928.5
OG0010089	ENSACAG00000014822.3	ENSPTRG00000000657.7
OG0010090	ENSACAG00000014830.3	ENSPTRG00000022898.4
OG0010091	ENSACAG00000012203.2	ENSPTRG00000009274.6
OG0010092	ENSACAG00000014925.3	ENSPTRG00000000679.7
OG0010093	ENSACAG00000011871.3	ENSPTRG00000005282.5
OG0010094	ENSACAG00000005951.3	ENSPTRG00000043212.1
OG0010095	ENSACAG00000015193.3	ENSPTRG00000052080.1
OG0010096	ENSACAG00000007486.3	ENSPTRG00000009290.7
OG0010097	ENSACAG00000007476.3	ENSPTRG00000009294.6
OG0010098	ENSACAG00000011140.3	ENSPTRG00000005273.3
OG0010099	ENSACAG00000011108.2	ENSPTRG00000005272.6
OG0010100	ENSACAG00000010944.2	ENSPTRG00000005269.6
OG0010101	ENSACAG00000014731.3	ENSPTRG00000005268.6
OG0010102	ENSACAG00000015383.3	ENSPTRG00000000664.5
OG0010103	ENSACAG00000014713.3	ENSPTRG00000005267.4
OG0010104	ENSACAG00000025484.2	ENSPTRG00000040664.2
OG0010105	ENSACAG00000015556.3	ENSPTRG00000000662.4
OG0010106	ENSACAG00000016433.3	ENSPTRG00000034405.3
OG0010107	ENSACAG00000015815.2	ENSPTRG00000002941.5
OG0010108	ENSACAG00000016489.3	ENSPTRG00000009300.6
OG0010109	ENSACAG00000014473.3	ENSPTRG00000005263.4
OG0010110	ENSACAG00000014431.3	ENSPTRG00000005261.4
OG0010111	ENSACAG00000022851.2	ENSPTRG00000005260.3
OG0010112	ENSACAG00000015710.3	ENSPTRG00000000680.6
OG0010113	ENSACAG00000014272.3	ENSPTRG00000039205.2
OG0010114	ENSACAG00000015733.2	ENSPTRG00000024149.6
OG0010115	ENSACAG00000016741.2	ENSPTRG00000052446.1, ENSPTRG00000047039.1
OG0010116	ENSACAG00000014016.3	ENSPTRG00000005252.6
OG0010117	ENSACAG00000017793.2	ENSPTRG00000002607.4
OG0010118	ENSACAG00000017786.3	ENSPTRG00000002582.6
OG0010119	ENSACAG00000014001.2	ENSPTRG00000005250.4
OG0010120	ENSACAG00000002422.3	ENSPTRG00000000688.6
OG0010121	ENSACAG00000017782.3	ENSPTRG00000002581.6
OG0010122	ENSACAG00000002210.3	ENSPTRG00000000690.5
OG0010123	ENSACAG00000017768.3	ENSPTRG00000002579.7
OG0010124	ENSACAG00000016868.3	ENSPTRG00000009506.6, ENSPTRG00000046339.1
OG0010125	ENSACAG00000021144.3	ENSPTRG00000005221.5
OG0010126	ENSACAG00000016895.2	ENSPTRG00000008550.6
OG0010127	ENSACAG00000016919.3	ENSPTRG00000009190.6
OG0010128	ENSACAG00000008843.3	ENSPTRG00000002599.4
OG0010129	ENSACAG00000007164.3	ENSPTRG00000005222.5
OG0010130	ENSACAG00000008740.2	ENSPTRG00000002598.4
OG0010131	ENSACAG00000007193.3	ENSPTRG00000005223.6
OG0010132	ENSACAG00000016984.2	ENSPTRG00000009187.3
OG0010133	ENSACAG00000016998.3	ENSPTRG00000030946.4
OG0010134	ENSACAG00000008406.3	ENSPTRG00000002594.6
OG0010135	ENSACAG00000008388.3	ENSPTRG00000002590.3
OG0010136	ENSACAG00000008384.3	ENSPTRG00000002588.6
OG0010137	ENSACAG00000007531.3	ENSPTRG00000044968.1
OG0010138	ENSACAG00000017097.3	ENSPTRG00000009181.6
OG0010139	ENSACAG00000017163.3	ENSPTRG00000009264.6
OG0010140	ENSACAG00000017177.3	ENSPTRG00000009266.6
OG0010141	ENSACAG00000001244.3	ENSPTRG00000002609.6
OG0010142	ENSACAG00000001222.2	ENSPTRG00000045745.1
OG0010143	ENSACAG00000001209.3	ENSPTRG00000002611.3
OG0010144	ENSACAG00000000811.3	ENSPTRG00000002617.4
OG0010145	ENSACAG00000006790.2	ENSPTRG00000005242.6
OG0010146	ENSACAG00000008073.3	ENSPTRG00000000733.2
OG0010147	ENSACAG00000005414.3	ENSPTRG00000005245.6
OG0010148	ENSACAG00000014617.3	ENSPTRG00000005247.7
OG0010149	ENSACAG00000008249.3	ENSPTRG00000000739.6
OG0010150	ENSACAG00000010162.3	ENSPTRG00000016210.6
OG0010151	ENSACAG00000007298.3	ENSPTRG00000003050.2
OG0010152	ENSACAG00000010172.3	ENSPTRG00000016212.3
OG0010153	ENSACAG00000007466.3	ENSPTRG00000043819.1
OG0010154	ENSACAG00000020986.3	ENSPTRG00000003055.6
OG0010155	ENSACAG00000008331.3	ENSPTRG00000000744.7
OG0010156	ENSACAG00000008332.3	ENSPTRG00000000745.4
OG0010157	ENSACAG00000010419.3	ENSPTRG00000051134.1, ENSPTRG00000016218.6
OG0010158	ENSACAG00000008469.3	ENSPTRG00000000748.6
