Orthogroup	A_carolinensis.pep	X_tropicalis.pep
OG0011090	ENSACAG00000007131.3, ENSACAG00000002171.3	ENSXETG00000015302.1
OG0011091	ENSACAG00000015769.3	ENSXETG00000010016.1
OG0011092	ENSACAG00000015743.3	ENSXETG00000009992.1
OG0011093	ENSACAG00000015625.3	ENSXETG00000003018.1
OG0011094	ENSACAG00000015533.3	ENSXETG00000002954.1
OG0011095	ENSACAG00000015402.3	ENSXETG00000001860.1
OG0011096	ENSACAG00000015205.3	ENSXETG00000005156.1
OG0011097	ENSACAG00000007679.2	ENSXETG00000018935.1
OG0011098	ENSACAG00000001952.1	ENSXETG00000003845.1
OG0011099	ENSACAG00000002184.3	ENSXETG00000008093.1
OG0011100	ENSACAG00000007931.3	ENSXETG00000019208.1
OG0011101	ENSACAG00000002480.3	ENSXETG00000007903.1
OG0011102	ENSACAG00000002670.3	ENSXETG00000007540.1
OG0011103	ENSACAG00000002702.3	ENSXETG00000007487.1
OG0011104	ENSACAG00000002746.3	ENSXETG00000007301.1
OG0011105	ENSACAG00000008202.3	ENSXETG00000006337.1
OG0011106	ENSACAG00000003195.2	ENSXETG00000015713.1, ENSXETG00000006808.1
OG0011107	ENSACAG00000008278.3	ENSXETG00000006290.1
OG0011108	ENSACAG00000026434.2	ENSXETG00000005820.1
OG0011109	ENSACAG00000026984.2	ENSXETG00000003654.1
OG0011110	ENSACAG00000008611.3	ENSXETG00000009245.1
OG0011111	ENSACAG00000008797.2	ENSXETG00000003624.1
OG0011112	ENSACAG00000008649.3	ENSXETG00000008317.1
OG0011113	ENSACAG00000008776.3	ENSXETG00000008245.1
OG0011114	ENSACAG00000027805.2	ENSXETG00000012058.1
OG0011115	ENSACAG00000012658.3	ENSXETG00000007068.1
OG0011116	ENSACAG00000012782.3	ENSXETG00000004847.1
OG0011117	ENSACAG00000000043.3	ENSXETG00000006417.1
OG0011118	ENSACAG00000000044.3	ENSXETG00000016042.1
OG0011119	ENSACAG00000008417.3	ENSXETG00000002765.1
OG0011120	ENSACAG00000008425.3	ENSXETG00000002768.1
OG0011121	ENSACAG00000028890.1	ENSXETG00000015060.1
OG0011122	ENSACAG00000014614.2	ENSXETG00000004892.1
OG0011123	ENSACAG00000014858.2	ENSXETG00000012157.1
OG0011124	ENSACAG00000015061.3	ENSXETG00000004408.1
OG0011125	ENSACAG00000015071.2	ENSXETG00000004555.1
OG0011126	ENSACAG00000000065.3	ENSXETG00000007161.1
OG0011127	ENSACAG00000025450.1	ENSXETG00000004580.1
OG0011128	ENSACAG00000015119.3	ENSXETG00000002734.1
OG0011129	ENSACAG00000015174.3	ENSXETG00000002644.1
OG0011130	ENSACAG00000015300.3	ENSXETG00000001985.1
OG0011131	ENSACAG00000015343.2	ENSXETG00000001906.1
OG0011132	ENSACAG00000015391.2	ENSXETG00000008442.1
OG0011133	ENSACAG00000015422.3	ENSXETG00000008574.1
OG0011135	ENSACAG00000015624.3	ENSXETG00000009447.1
OG0011136	ENSACAG00000009937.2	ENSXETG00000005595.1
OG0011137	ENSACAG00000009753.3	ENSXETG00000005527.1
OG0011138	ENSACAG00000009707.2	ENSXETG00000005489.1
OG0011139	ENSACAG00000015709.3	ENSXETG00000003725.1
OG0011140	ENSACAG00000015984.2	ENSXETG00000018454.1
OG0011141	ENSACAG00000015985.3	ENSXETG00000012091.1
OG0011142	ENSACAG00000016014.2	ENSXETG00000012107.1
OG0011143	ENSACAG00000016038.3	ENSXETG00000012133.1
OG0011144	ENSACAG00000016050.3	ENSXETG00000007969.1
OG0011145	ENSACAG00000009745.3	ENSXETG00000004589.1
OG0011146	ENSACAG00000016169.3	ENSXETG00000006781.1
OG0011147	ENSACAG00000016217.3	ENSXETG00000006759.1
OG0011148	ENSACAG00000016662.3	ENSXETG00000003770.1
OG0011149	ENSACAG00000016730.3	ENSXETG00000007921.1
OG0011150	ENSACAG00000015519.3	ENSXETG00000010304.1
OG0011151	ENSACAG00000016792.2	ENSXETG00000006544.1
OG0011152	ENSACAG00000015459.2	ENSXETG00000010391.1
OG0011153	ENSACAG00000016807.2	ENSXETG00000004698.1
OG0011154	ENSACAG00000015413.3	ENSXETG00000019588.1
OG0011155	ENSACAG00000015353.3	ENSXETG00000019000.1
OG0011156	ENSACAG00000015264.2	ENSXETG00000002196.1
OG0011158	ENSACAG00000015102.3	ENSXETG00000018429.1
OG0011159	ENSACAG00000017022.3	ENSXETG00000010579.1
OG0011160	ENSACAG00000015076.3	ENSXETG00000019754.1
OG0011161	ENSACAG00000017055.2	ENSXETG00000020106.1
OG0011162	ENSACAG00000017082.2	ENSXETG00000007747.1
OG0011163	ENSACAG00000014727.3	ENSXETG00000001496.1
OG0011164	ENSACAG00000022152.1	ENSXETG00000001478.1
OG0011167	ENSACAG00000017315.3	ENSXETG00000016792.1
OG0011168	ENSACAG00000013770.3	ENSXETG00000011453.1
OG0011169	ENSACAG00000013702.3	ENSXETG00000011480.1
OG0011170	ENSACAG00000017333.2	ENSXETG00000005621.1
OG0011171	ENSACAG00000017343.3	ENSXETG00000005745.1
OG0011172	ENSACAG00000013607.3	ENSXETG00000011548.1
OG0011173	ENSACAG00000013492.3	ENSXETG00000013618.1
OG0011174	ENSACAG00000017398.3	ENSXETG00000016494.1
OG0011175	ENSACAG00000017513.3	ENSXETG00000014382.1
OG0011176	ENSACAG00000009708.3	ENSXETG00000014886.1
OG0011177	ENSACAG00000009843.3	ENSXETG00000017812.1
OG0011178	ENSACAG00000010047.2	ENSXETG00000015855.1
OG0011180	ENSACAG00000010616.3	ENSXETG00000018051.1
OG0011181	ENSACAG00000017682.3	ENSXETG00000005600.1
OG0011182	ENSACAG00000017694.3	ENSXETG00000005517.1
OG0011183	ENSACAG00000010728.3	ENSXETG00000014831.1
OG0011184	ENSACAG00000017726.3	ENSXETG00000018493.1
OG0011186	ENSACAG00000017636.2	ENSXETG00000017822.1
OG0011187	ENSACAG00000017595.3	ENSXETG00000021288.1
OG0011188	ENSACAG00000005017.2	ENSXETG00000000121.1
OG0011189	ENSACAG00000004861.2	ENSXETG00000000285.1
OG0011190	ENSACAG00000017536.2	ENSXETG00000009645.1
OG0011191	ENSACAG00000017473.3	ENSXETG00000019983.1
OG0011192	ENSACAG00000004757.3	ENSXETG00000006318.1
OG0011193	ENSACAG00000004133.3	ENSXETG00000005754.1
OG0011194	ENSACAG00000004094.3	ENSXETG00000015631.1
OG0011195	ENSACAG00000029181.1	ENSXETG00000007418.1, ENSXETG00000002863.1
OG0011196	ENSACAG00000003893.2	ENSXETG00000002870.1
OG0011197	ENSACAG00000003841.2	ENSXETG00000006338.1
OG0011198	ENSACAG00000005219.3	ENSXETG00000020345.1
OG0011199	ENSACAG00000005192.3	ENSXETG00000018229.1
OG0011200	ENSACAG00000002906.3	ENSXETG00000017857.1
OG0011201	ENSACAG00000002824.3	ENSXETG00000006736.1
OG0011202	ENSACAG00000002750.2	ENSXETG00000019607.1
OG0011203	ENSACAG00000002711.3	ENSXETG00000020614.1
OG0011204	ENSACAG00000002521.2	ENSXETG00000020132.1
OG0011205	ENSACAG00000016997.3	ENSXETG00000009580.1
OG0011206	ENSACAG00000016945.3	ENSXETG00000009352.1
OG0011207	ENSACAG00000001693.3	ENSXETG00000012038.1
OG0011208	ENSACAG00000001617.3	ENSXETG00000020090.1
OG0011209	ENSACAG00000016853.3	ENSXETG00000019698.1
OG0011210	ENSACAG00000011416.2	ENSXETG00000018030.1
OG0011211	ENSACAG00000016198.3	ENSXETG00000006072.1
OG0011212	ENSACAG00000008577.3	ENSXETG00000005625.1
OG0011213	ENSACAG00000008533.3	ENSXETG00000005561.1
OG0011214	ENSACAG00000010477.3	ENSXETG00000017243.1
OG0011215	ENSACAG00000008451.3	ENSXETG00000005510.1
OG0011216	ENSACAG00000008411.3	ENSXETG00000005487.1
OG0011217	ENSACAG00000008380.3	ENSXETG00000005295.1
OG0011218	ENSACAG00000008318.3	ENSXETG00000005118.1
OG0011219	ENSACAG00000010014.3	ENSXETG00000003021.1
OG0011220	ENSACAG00000009876.3	ENSXETG00000012399.1
OG0011221	ENSACAG00000008137.3	ENSXETG00000004603.1
OG0011222	ENSACAG00000006658.3	ENSXETG00000004216.1
OG0011223	ENSACAG00000008123.2	ENSXETG00000004583.1
OG0011226	ENSACAG00000007917.3	ENSXETG00000003532.1
OG0011227	ENSACAG00000007023.3	ENSXETG00000007472.1
OG0011228	ENSACAG00000007070.3	ENSXETG00000011692.1
OG0011229	ENSACAG00000007139.2	ENSXETG00000011711.1
OG0011230	ENSACAG00000007213.3	ENSXETG00000004088.1
OG0011231	ENSACAG00000007277.3	ENSXETG00000010110.1
OG0011233	ENSACAG00000007563.3	ENSXETG00000003875.1
OG0011234	ENSACAG00000007303.3	ENSXETG00000008757.1
OG0011235	ENSACAG00000006967.3	ENSXETG00000014510.1
OG0011236	ENSACAG00000008058.3	ENSXETG00000006600.1
OG0011237	ENSACAG00000006441.3	ENSXETG00000020399.1
OG0011239	ENSACAG00000006160.3	ENSXETG00000010126.1
OG0011240	ENSACAG00000006044.3	ENSXETG00000018730.1
OG0011241	ENSACAG00000005998.2	ENSXETG00000019288.1
OG0011242	ENSACAG00000005900.3	ENSXETG00000002284.1
OG0011243	ENSACAG00000008836.3	ENSXETG00000012129.1
OG0011244	ENSACAG00000005831.3	ENSXETG00000002222.1
OG0011245	ENSACAG00000005793.3	ENSXETG00000002205.1
OG0011246	ENSACAG00000005719.3	ENSXETG00000010318.1
OG0011247	ENSACAG00000009008.3	ENSXETG00000019118.1
OG0011248	ENSACAG00000009068.3	ENSXETG00000002558.1
OG0011249	ENSACAG00000005478.3	ENSXETG00000010269.1
OG0011250	ENSACAG00000005464.3	ENSXETG00000010262.1
OG0011251	ENSACAG00000005271.2	ENSXETG00000010220.1
OG0011252	ENSACAG00000005266.2	ENSXETG00000010212.1
OG0011253	ENSACAG00000005257.3	ENSXETG00000010207.1
OG0011254	ENSACAG00000005236.2	ENSXETG00000018530.1
OG0011255	ENSACAG00000005171.2	ENSXETG00000012189.1
OG0011256	ENSACAG00000005166.3	ENSXETG00000012213.1
OG0011257	ENSACAG00000005044.3	ENSXETG00000012334.1
OG0011258	ENSACAG00000014380.3	ENSXETG00000002384.1
OG0011259	ENSACAG00000004254.3	ENSXETG00000001539.1
OG0011260	ENSACAG00000014337.3	ENSXETG00000020291.1
OG0011261	ENSACAG00000014311.3	ENSXETG00000019207.1
OG0011262	ENSACAG00000014206.2	ENSXETG00000006118.1
OG0011263	ENSACAG00000028505.1	ENSXETG00000019973.1
OG0011264	ENSACAG00000013847.3	ENSXETG00000009315.1
OG0011265	ENSACAG00000013685.3	ENSXETG00000009399.1
OG0011266	ENSACAG00000013525.3	ENSXETG00000009569.1
OG0011267	ENSACAG00000001586.3	ENSXETG00000019056.1
OG0011268	ENSACAG00000001679.3	ENSXETG00000018286.1
OG0011269	ENSACAG00000001698.1	ENSXETG00000020925.1
OG0011270	ENSACAG00000012954.3	ENSXETG00000017645.1
OG0011271	ENSACAG00000002284.3	ENSXETG00000007800.1
OG0011272	ENSACAG00000002486.3	ENSXETG00000012209.1
OG0011273	ENSACAG00000002453.2	ENSXETG00000012188.1
OG0011274	ENSACAG00000009470.3	ENSXETG00000004313.1
OG0011275	ENSACAG00000002073.3	ENSXETG00000005652.1
OG0011276	ENSACAG00000001575.3	ENSXETG00000004770.1
OG0011277	ENSACAG00000010094.3	ENSXETG00000003796.1
OG0011278	ENSACAG00000000804.3	ENSXETG00000019730.1
OG0011279	ENSACAG00000010278.3	ENSXETG00000008345.1
OG0011280	ENSACAG00000000334.2	ENSXETG00000020137.1
OG0011281	ENSACAG00000010570.3	ENSXETG00000005993.1
OG0011282	ENSACAG00000010637.3	ENSXETG00000005946.1
OG0011283	ENSACAG00000003164.3	ENSXETG00000019444.1
OG0011284	ENSACAG00000003082.3	ENSXETG00000020889.1
OG0011285	ENSACAG00000023811.2	ENSXETG00000017157.1
OG0011286	ENSACAG00000028809.1	ENSXETG00000006493.1
OG0011287	ENSACAG00000028511.1	ENSXETG00000008455.1
OG0011288	ENSACAG00000004873.3	ENSXETG00000007493.1
OG0011289	ENSACAG00000016094.2	ENSXETG00000011322.1
OG0011290	ENSACAG00000004938.2	ENSXETG00000007170.1
OG0011291	ENSACAG00000015930.3	ENSXETG00000011024.1
OG0011292	ENSACAG00000015809.3	ENSXETG00000013592.1
OG0011293	ENSACAG00000015764.3	ENSXETG00000013561.1
OG0011294	ENSACAG00000015707.3	ENSXETG00000013223.1
OG0011295	ENSACAG00000010727.3	ENSXETG00000018688.1
OG0011296	ENSACAG00000010677.2	ENSXETG00000017355.1
OG0011297	ENSACAG00000015542.3	ENSXETG00000010227.1
OG0011298	ENSACAG00000015469.3	ENSXETG00000017357.1
OG0011299	ENSACAG00000010170.3	ENSXETG00000002280.1
OG0011300	ENSACAG00000015418.3	ENSXETG00000010448.1
OG0011301	ENSACAG00000015415.3	ENSXETG00000010441.1
OG0011302	ENSACAG00000015268.3	ENSXETG00000000009.1
OG0011303	ENSACAG00000015246.3	ENSXETG00000018679.1
OG0011304	ENSACAG00000015210.3	ENSXETG00000016837.1
OG0011305	ENSACAG00000015164.2	ENSXETG00000012469.1
OG0011306	ENSACAG00000025864.2	ENSXETG00000017168.1
OG0011307	ENSACAG00000009635.3	ENSXETG00000017746.1
OG0011308	ENSACAG00000015142.2	ENSXETG00000016907.1
OG0011309	ENSACAG00000015468.3	ENSXETG00000017323.1
OG0011310	ENSACAG00000029372.1	ENSXETG00000016904.1
OG0011311	ENSACAG00000009669.3	ENSXETG00000005578.1
OG0011312	ENSACAG00000009506.2	ENSXETG00000005824.1
OG0011313	ENSACAG00000015637.3	ENSXETG00000017137.1
OG0011314	ENSACAG00000013427.2	ENSXETG00000004812.1
OG0011315	ENSACAG00000013420.2	ENSXETG00000004824.1
OG0011316	ENSACAG00000013413.3	ENSXETG00000004844.1
OG0011317	ENSACAG00000016013.3	ENSXETG00000009259.1
OG0011318	ENSACAG00000016086.3	ENSXETG00000011903.1
OG0011319	ENSACAG00000004660.2	ENSXETG00000006572.1
OG0011320	ENSACAG00000013070.3	ENSXETG00000006341.1
OG0011321	ENSACAG00000011477.3	ENSXETG00000013567.1
OG0011322	ENSACAG00000009425.3	ENSXETG00000009601.1
OG0011323	ENSACAG00000028964.1	ENSXETG00000001729.1
OG0011324	ENSACAG00000009729.3	ENSXETG00000018637.1
OG0011325	ENSACAG00000005717.3	ENSXETG00000004745.1
OG0011326	ENSACAG00000010490.2	ENSXETG00000019629.1
OG0011328	ENSACAG00000000808.2	ENSXETG00000021404.1
OG0011329	ENSACAG00000006033.3	ENSXETG00000006824.1
OG0011330	ENSACAG00000004208.2	ENSXETG00000017560.1
OG0011331	ENSACAG00000004022.3	ENSXETG00000010655.1
OG0011332	ENSACAG00000005865.3	ENSXETG00000011492.1
OG0011333	ENSACAG00000014332.3	ENSXETG00000000108.1
OG0011334	ENSACAG00000005832.3	ENSXETG00000011123.1
OG0011335	ENSACAG00000015039.3	ENSXETG00000016890.1
OG0011336	ENSACAG00000015037.3	ENSXETG00000016881.1
OG0011337	ENSACAG00000005744.3	ENSXETG00000016765.1
OG0011338	ENSACAG00000005727.1	ENSXETG00000017482.1
OG0011339	ENSACAG00000005568.3	ENSXETG00000010466.1
OG0011340	ENSACAG00000014420.3	ENSXETG00000013211.1
OG0011341	ENSACAG00000025202.2	ENSXETG00000006735.1
OG0011342	ENSACAG00000005336.3	ENSXETG00000001338.1
OG0011343	ENSACAG00000005118.3	ENSXETG00000005052.1
OG0011344	ENSACAG00000005070.3	ENSXETG00000005024.1
OG0011345	ENSACAG00000005066.3	ENSXETG00000020633.1
OG0011346	ENSACAG00000004980.3	ENSXETG00000018590.1
OG0011347	ENSACAG00000010675.3	ENSXETG00000012009.1
OG0011348	ENSACAG00000014750.1	ENSXETG00000005128.1
OG0011349	ENSACAG00000014813.2	ENSXETG00000006827.1
OG0011350	ENSACAG00000015011.2	ENSXETG00000001819.1
OG0011351	ENSACAG00000004551.3	ENSXETG00000020907.1
OG0011352	ENSACAG00000015182.3	ENSXETG00000003847.1
OG0011353	ENSACAG00000015352.3	ENSXETG00000010043.1
OG0011354	ENSACAG00000001605.3	ENSXETG00000006912.1
OG0011355	ENSACAG00000015531.3	ENSXETG00000009244.1
OG0011356	ENSACAG00000001717.3	ENSXETG00000007030.1
OG0011357	ENSACAG00000002009.3	ENSXETG00000007187.1
OG0011358	ENSACAG00000001044.3	ENSXETG00000007510.1
OG0011359	ENSACAG00000015792.3	ENSXETG00000016479.1
OG0011360	ENSACAG00000000999.2	ENSXETG00000007585.1
OG0011361	ENSACAG00000000871.3	ENSXETG00000007613.1
OG0011362	ENSACAG00000000663.3	ENSXETG00000007950.1
OG0011363	ENSACAG00000001110.3	ENSXETG00000003808.1
OG0011364	ENSACAG00000000575.3	ENSXETG00000005144.1
OG0011365	ENSACAG00000015608.2	ENSXETG00000006970.1
OG0011366	ENSACAG00000016946.3	ENSXETG00000013608.1
OG0011368	ENSACAG00000016983.1	ENSXETG00000016138.1
OG0011369	ENSACAG00000017109.3	ENSXETG00000013626.1
OG0011370	ENSACAG00000016226.3	ENSXETG00000006295.1
OG0011371	ENSACAG00000004247.3	ENSXETG00000020997.1
OG0011372	ENSACAG00000016400.3	ENSXETG00000000692.1
OG0011375	ENSACAG00000016560.3	ENSXETG00000007224.1
OG0011376	ENSACAG00000016628.3	ENSXETG00000007014.1
OG0011377	ENSACAG00000016639.3	ENSXETG00000007007.1
OG0011378	ENSACAG00000004798.2	ENSXETG00000001913.1
OG0011379	ENSACAG00000016762.3	ENSXETG00000011914.1
OG0011380	ENSACAG00000016806.3	ENSXETG00000011826.1
OG0011381	ENSACAG00000016821.3	ENSXETG00000011339.1
OG0011382	ENSACAG00000016829.3	ENSXETG00000011313.1
OG0011383	ENSACAG00000016901.2	ENSXETG00000003564.1
OG0011384	ENSACAG00000022673.1	ENSXETG00000016477.1
OG0011385	ENSACAG00000001567.3	ENSXETG00000001479.1
OG0011386	ENSACAG00000005472.3	ENSXETG00000002033.1
OG0011387	ENSACAG00000001973.3	ENSXETG00000001256.1
OG0011388	ENSACAG00000005587.3	ENSXETG00000015000.1
OG0011389	ENSACAG00000002086.2	ENSXETG00000001207.1
OG0011390	ENSACAG00000007117.3	ENSXETG00000014031.1
OG0011391	ENSACAG00000002255.3	ENSXETG00000001189.1
OG0011392	ENSACAG00000002271.3	ENSXETG00000012142.1
OG0011393	ENSACAG00000003084.3	ENSXETG00000006294.1
OG0011394	ENSACAG00000014770.2	ENSXETG00000019845.1
OG0011395	ENSACAG00000006017.3	ENSXETG00000016024.1
OG0011396	ENSACAG00000006124.2	ENSXETG00000015997.1
OG0011397	ENSACAG00000014570.2	ENSXETG00000002526.1
OG0011398	ENSACAG00000006510.2	ENSXETG00000021289.1
OG0011399	ENSACAG00000006880.3	ENSXETG00000018823.1
OG0011400	ENSACAG00000006957.3	ENSXETG00000017587.1
OG0011401	ENSACAG00000007076.3	ENSXETG00000020347.1
OG0011402	ENSACAG00000007202.3	ENSXETG00000017292.1
OG0011403	ENSACAG00000022061.2	ENSXETG00000019227.1
OG0011404	ENSACAG00000007264.3	ENSXETG00000021336.1
OG0011405	ENSACAG00000007267.3	ENSXETG00000017339.1
OG0011406	ENSACAG00000029071.1	ENSXETG00000017481.1
OG0011407	ENSACAG00000007557.3	ENSXETG00000020092.1
OG0011408	ENSACAG00000007744.3	ENSXETG00000017926.1
OG0011409	ENSACAG00000013496.3	ENSXETG00000001367.1
OG0011410	ENSACAG00000007967.3	ENSXETG00000019089.1
OG0011411	ENSACAG00000008007.3	ENSXETG00000010284.1
OG0011412	ENSACAG00000013175.3	ENSXETG00000001634.1
OG0011413	ENSACAG00000013170.2	ENSXETG00000001689.1
OG0011414	ENSACAG00000008410.3	ENSXETG00000017780.1
OG0011415	ENSACAG00000008460.3	ENSXETG00000018836.1
OG0011416	ENSACAG00000012398.2	ENSXETG00000011272.1
OG0011417	ENSACAG00000012150.3	ENSXETG00000013049.1
OG0011418	ENSACAG00000011999.3	ENSXETG00000013093.1
OG0011419	ENSACAG00000011679.3	ENSXETG00000013040.1
OG0011420	ENSACAG00000011677.3	ENSXETG00000006605.1
OG0011421	ENSACAG00000009348.3	ENSXETG00000021177.1
OG0011422	ENSACAG00000011587.2	ENSXETG00000006302.1
OG0011423	ENSACAG00000011448.3	ENSXETG00000004634.1
OG0011424	ENSACAG00000009108.3	ENSXETG00000017593.1
OG0011425	ENSACAG00000001600.2	ENSXETG00000007626.1
OG0011426	ENSACAG00000001604.2	ENSXETG00000007549.1
OG0011427	ENSACAG00000001607.3	ENSXETG00000007477.1
OG0011428	ENSACAG00000000956.3	ENSXETG00000011039.1
OG0011430	ENSACAG00000008693.3	ENSXETG00000016560.1
OG0011431	ENSACAG00000008638.3	ENSXETG00000016604.1
OG0011432	ENSACAG00000006892.3	ENSXETG00000016768.1
OG0011433	ENSACAG00000006950.3	ENSXETG00000003178.1
OG0011434	ENSACAG00000010861.3	ENSXETG00000018097.1
OG0011435	ENSACAG00000006995.3	ENSXETG00000003165.1
OG0011436	ENSACAG00000028931.1	ENSXETG00000001902.1
OG0011437	ENSACAG00000000402.3	ENSXETG00000019679.1
OG0011438	ENSACAG00000000384.3	ENSXETG00000018526.1
OG0011439	ENSACAG00000000267.3	ENSXETG00000016956.1
OG0011440	ENSACAG00000007689.2	ENSXETG00000006675.1
OG0011441	ENSACAG00000000194.1	ENSXETG00000020427.1
OG0011442	ENSACAG00000013086.2	ENSXETG00000019380.1
OG0011443	ENSACAG00000012985.3	ENSXETG00000019432.1
OG0011444	ENSACAG00000011356.3	ENSXETG00000010547.1
OG0011445	ENSACAG00000011406.3	ENSXETG00000010551.1
OG0011446	ENSACAG00000012738.3	ENSXETG00000010510.1
OG0011447	ENSACAG00000011554.3	ENSXETG00000020071.1
OG0011448	ENSACAG00000012600.3	ENSXETG00000020310.1
OG0011450	ENSACAG00000000152.3	ENSXETG00000017942.1
OG0011451	ENSACAG00000006619.2	ENSXETG00000000690.1
OG0011452	ENSACAG00000001759.3	ENSXETG00000000429.1
OG0011453	ENSACAG00000006743.3	ENSXETG00000019511.1
OG0011454	ENSACAG00000006898.3	ENSXETG00000018471.1
OG0011455	ENSACAG00000002267.3	ENSXETG00000002023.1
OG0011456	ENSACAG00000006939.3	ENSXETG00000006478.1
OG0011457	ENSACAG00000007048.2	ENSXETG00000001980.1
OG0011458	ENSACAG00000007061.3	ENSXETG00000001853.1
OG0011460	ENSACAG00000008404.2	ENSXETG00000019705.1
OG0011461	ENSACAG00000008412.3	ENSXETG00000016966.1
OG0011463	ENSACAG00000008561.3	ENSXETG00000020816.1
OG0011465	ENSACAG00000007470.2	ENSXETG00000014771.1
OG0011466	ENSACAG00000009115.3	ENSXETG00000002208.1
OG0011467	ENSACAG00000007095.3	ENSXETG00000007830.1
OG0011468	ENSACAG00000008198.3	ENSXETG00000011597.1
OG0011469	ENSACAG00000008228.3	ENSXETG00000011658.1
OG0011470	ENSACAG00000014548.3	ENSXETG00000007677.1
OG0011471	ENSACAG00000014474.3	ENSXETG00000008139.1
OG0011472	ENSACAG00000008376.3	ENSXETG00000011822.1
OG0011473	ENSACAG00000010491.3	ENSXETG00000008371.1
OG0011474	ENSACAG00000008408.3	ENSXETG00000007080.1
OG0011475	ENSACAG00000010669.3	ENSXETG00000009917.1
OG0011477	ENSACAG00000010692.3	ENSXETG00000010061.1
OG0011478	ENSACAG00000009093.3	ENSXETG00000005614.1
OG0011479	ENSACAG00000009126.3	ENSXETG00000005681.1
OG0011480	ENSACAG00000009166.3	ENSXETG00000005700.1
OG0011481	ENSACAG00000009212.3	ENSXETG00000005798.1
OG0011482	ENSACAG00000005105.2	ENSXETG00000021233.1
OG0011483	ENSACAG00000005283.3	ENSXETG00000017684.1
OG0011484	ENSACAG00000010219.2	ENSXETG00000015406.1
OG0011485	ENSACAG00000029169.1	ENSXETG00000005800.1
OG0011486	ENSACAG00000005554.3	ENSXETG00000006533.1
OG0011487	ENSACAG00000010299.3	ENSXETG00000008515.1
OG0011488	ENSACAG00000013360.3	ENSXETG00000001991.1
OG0011489	ENSACAG00000005804.3	ENSXETG00000001424.1
OG0011491	ENSACAG00000013119.3	ENSXETG00000009733.1
OG0011493	ENSACAG00000006590.3	ENSXETG00000009093.1
OG0011495	ENSACAG00000008167.3	ENSXETG00000001550.1
OG0011496	ENSACAG00000005894.3	ENSXETG00000016523.1
OG0011497	ENSACAG00000008477.3	ENSXETG00000002956.1
OG0011498	ENSACAG00000005826.3	ENSXETG00000015991.1
OG0011499	ENSACAG00000008491.3	ENSXETG00000003006.1
OG0011500	ENSACAG00000005759.3	ENSXETG00000015327.1
OG0011501	ENSACAG00000008532.3	ENSXETG00000003020.1
OG0011502	ENSACAG00000005729.2	ENSXETG00000001825.1
OG0011503	ENSACAG00000005724.3	ENSXETG00000001882.1
OG0011504	ENSACAG00000010080.3	ENSXETG00000020602.1
OG0011505	ENSACAG00000010256.3	ENSXETG00000002423.1
OG0011506	ENSACAG00000005604.3	ENSXETG00000003053.1
OG0011507	ENSACAG00000010511.3	ENSXETG00000016474.1
OG0011508	ENSACAG00000010524.2	ENSXETG00000015992.1
OG0011509	ENSACAG00000002122.3	ENSXETG00000016259.1
OG0011510	ENSACAG00000002117.2	ENSXETG00000016206.1
OG0011511	ENSACAG00000008524.3	ENSXETG00000013459.1
OG0011512	ENSACAG00000014366.3	ENSXETG00000013410.1
OG0011513	ENSACAG00000014451.3	ENSXETG00000001369.1
OG0011514	ENSACAG00000014701.3	ENSXETG00000016608.1
OG0011515	ENSACAG00000014837.3	ENSXETG00000010929.1
OG0011516	ENSACAG00000001921.3	ENSXETG00000010434.1
OG0011517	ENSACAG00000001874.3	ENSXETG00000010413.1
OG0011518	ENSACAG00000015094.3	ENSXETG00000007113.1
OG0011519	ENSACAG00000015127.3	ENSXETG00000004338.1
OG0011520	ENSACAG00000015199.2	ENSXETG00000007122.1
OG0011521	ENSACAG00000015229.2	ENSXETG00000007144.1
OG0011522	ENSACAG00000002330.3	ENSXETG00000014261.1
OG0011523	ENSACAG00000023781.1	ENSXETG00000010855.1
OG0011524	ENSACAG00000001865.2	ENSXETG00000010912.1
OG0011525	ENSACAG00000001787.3	ENSXETG00000010975.1
