Orthogroup	M_musculus.pep	P_Mucros.pep
OG0011073	ENSMUSG00000027222.14	XP_015682532.1
OG0011074	ENSMUSG00000058318.15	XP_015682527.1
OG0011075	ENSMUSG00000050587.14	XP_015671297.1
OG0011076	ENSMUSG00000027194.16	XP_015673949.1
OG0011077	ENSMUSG00000032864.4	XP_015677970.1
OG0011078	ENSMUSG00000061311.6	XP_015677971.2
OG0011079	ENSMUSG00000032841.15	XP_029141215.1
OG0011080	ENSMUSG00000025389.7	XP_015675469.1
OG0011081	ENSMUSG00000027163.13	XP_015676571.1
OG0011082	ENSMUSG00000039994.15	XP_029140676.1
OG0011083	ENSMUSG00000005089.15	XP_015674788.1
OG0011085	ENSMUSG00000031074.14	XP_015686058.1
OG0011086	ENSMUSG00000050917.5	XP_015669563.1
OG0011087	ENSMUSG00000031072.14	XP_015669561.1
OG0011088	ENSMUSG00000005682.9	XP_015675319.1
OG0011089	ENSMUSG00000031090.14	XP_015679276.1
OG0011090	ENSMUSG00000036815.17	XP_015682465.1
OG0011091	ENSMUSG00000030470.15	XP_015679281.1
OG0011092	ENSMUSG00000046179.17	XP_029141477.1
OG0011093	ENSMUSG00000030507.6	XP_015683949.1
OG0011094	ENSMUSG00000030505.17	XP_029141852.1
OG0011095	ENSMUSG00000039728.15	XP_015681093.2
OG0011096	ENSMUSG00000055489.8	XP_015678785.1
OG0011097	ENSMUSG00000025373.14	XP_015678401.1
OG0011098	ENSMUSG00000027120.6	XP_015675502.1
OG0011099	ENSMUSG00000027167.11	XP_015678418.2
OG0011100	ENSMUSG00000025366.8	XP_015678395.1
OG0011101	ENSMUSG00000016458.14	XP_029142408.1
OG0011102	ENSMUSG00000074994.6	XP_015687041.1
OG0011103	ENSMUSG00000027173.7	XP_029142971.1
OG0011104	ENSMUSG00000027175.10	XP_015687022.1
OG0011105	ENSMUSG00000022997.9	XP_015671812.1
OG0011106	ENSMUSG00000032671.5	XP_015685572.1
OG0011107	ENSMUSG00000003354.6	XP_015669397.1
OG0011108	ENSMUSG00000054855.13	XP_015669452.1
OG0011109	ENSMUSG00000003352.14	XP_015669439.1
OG0011110	ENSMUSG00000005609.16	XP_015676683.1
OG0011111	ENSMUSG00000030788.16	XP_015676686.1
OG0011112	ENSMUSG00000011960.12	XP_015675406.1
OG0011113	ENSMUSG00000022992.17	XP_015675407.1, XP_015675409.1
OG0011114	ENSMUSG00000025395.14	XP_015678385.1
OG0011115	ENSMUSG00000030671.9	XP_015679796.2
OG0011116	ENSMUSG00000051910.13	XP_029139765.1
OG0011117	ENSMUSG00000045659.18	XP_015674750.1
OG0011118	ENSMUSG00000090862.3	XP_015674761.1
OG0011119	ENSMUSG00000037525.5	XP_015677397.1
OG0011120	ENSMUSG00000023011.8	XP_015677395.1
OG0011121	ENSMUSG00000030839.12	XP_015681634.2
OG0011122	ENSMUSG00000041592.16	XP_029138996.1
OG0011123	ENSMUSG00000034714.9	XP_029139853.1
OG0011124	ENSMUSG00000000202.9	XP_029139823.1
OG0011125	ENSMUSG00000051043.16	XP_015670705.1
OG0011126	ENSMUSG00000010307.7	XP_015675109.1
OG0011127	ENSMUSG00000039670.2	XP_015670828.1
OG0011128	ENSMUSG00000039703.15	XP_015670682.1
OG0011129	ENSMUSG00000025384.15	XP_015670794.1
OG0011130	ENSMUSG00000061306.16	XP_015670640.1
OG0011131	ENSMUSG00000025377.14	XP_015670764.1
OG0011132	ENSMUSG00000025375.15	XP_029139808.1
OG0011133	ENSMUSG00000025372.16	XP_015670604.1
OG0011134	ENSMUSG00000009246.14	XP_029141347.1
OG0011135	ENSMUSG00000025582.4	XP_029139855.1
OG0011136	ENSMUSG00000037706.17	XP_015678692.1
OG0011137	ENSMUSG00000000214.11	XP_015678732.1
OG0011138	ENSMUSG00000048583.16	XP_015683865.1
OG0011139	ENSMUSG00000005043.13	XP_015672937.1
OG0011140	ENSMUSG00000037991.9	XP_015672836.1
OG0011141	ENSMUSG00000039976.4	XP_029140256.1
OG0011142	ENSMUSG00000039989.7	XP_015675388.1
OG0011143	ENSMUSG00000025578.9	XP_015675390.1
OG0011144	ENSMUSG00000025577.7	XP_015675391.1
OG0011145	ENSMUSG00000025139.14	XP_015669840.1
OG0011146	ENSMUSG00000033857.12	XP_029140943.1
OG0011147	ENSMUSG00000017466.9	XP_015676761.1
OG0011148	ENSMUSG00000017715.11	XP_015674375.1
OG0011149	ENSMUSG00000025574.13	XP_015679650.1
OG0011150	ENSMUSG00000025512.15	XP_015676701.1
OG0011151	ENSMUSG00000025572.17	XP_015679649.2
OG0011152	ENSMUSG00000025510.14	XP_015667462.1
OG0011153	ENSMUSG00000057594.12	XP_029141564.1
OG0011154	ENSMUSG00000048200.12	XP_015667450.1
OG0011155	ENSMUSG00000025509.15	XP_015667439.1
OG0011156	ENSMUSG00000060240.12	XP_015667484.1
OG0011157	ENSMUSG00000051007.15	XP_015667415.1
OG0011158	ENSMUSG00000058886.9	XP_015667473.1
OG0011159	ENSMUSG00000005483.10	XP_015677048.1
OG0011160	ENSMUSG00000025496.5	XP_015667349.1
OG0011161	ENSMUSG00000033938.5	XP_015677045.1
OG0011162	ENSMUSG00000040236.4	XP_015680024.1, XP_015680025.1
OG0011163	ENSMUSG00000045098.19	XP_015680698.1
OG0011164	ENSMUSG00000035372.2	XP_015669566.1
OG0011165	ENSMUSG00000033210.16	XP_029139597.1
OG0011166	ENSMUSG00000024905.15	XP_029140156.1
OG0011167	ENSMUSG00000002625.10	XP_015686143.1
OG0011168	ENSMUSG00000024829.12	XP_015683023.1
OG0011169	ENSMUSG00000024831.14	XP_029140898.1
OG0011170	ENSMUSG00000039275.9	XP_015678265.2
OG0011171	ENSMUSG00000025173.13	XP_015678264.1
OG0011172	ENSMUSG00000049303.10	XP_015676542.1
OG0011173	ENSMUSG00000025494.8	XP_029140711.1
OG0011174	ENSMUSG00000020549.14	XP_015678259.1
OG0011175	ENSMUSG00000025485.13	XP_015679118.1
OG0011176	ENSMUSG00000022906.15	XP_029140552.1
OG0011177	ENSMUSG00000022807.9	XP_015674620.1
OG0011178	ENSMUSG00000022811.17	XP_015674617.1
OG0011179	ENSMUSG00000022832.11	XP_015673089.1
OG0011180	ENSMUSG00000022833.7	XP_015673083.1
OG0011181	ENSMUSG00000046207.14	XP_015670684.1
OG0011182	ENSMUSG00000020901.13	XP_015670701.1
OG0011183	ENSMUSG00000035376.10	XP_015673087.1
OG0011184	ENSMUSG00000020904.11	XP_015670688.1, XP_015670687.1
OG0011185	ENSMUSG00000022844.8	XP_015669463.1
OG0011186	ENSMUSG00000033389.16	XP_029139838.1
OG0011187	ENSMUSG00000042189.5	XP_015680984.1
OG0011188	ENSMUSG00000022848.8	XP_015674402.1
OG0011189	ENSMUSG00000022899.9	XP_015674404.1
OG0011190	ENSMUSG00000039238.6	XP_015665690.1
OG0011191	ENSMUSG00000020542.18	XP_029138844.1
OG0011192	ENSMUSG00000026374.14	XP_015674408.1
OG0011193	ENSMUSG00000048402.14	XP_015673124.1
OG0011194	ENSMUSG00000037035.5	XP_015673126.1
OG0011196	ENSMUSG00000036975.5	XP_015679974.1
OG0011197	ENSMUSG00000032470.17	XP_015679975.1
OG0011198	ENSMUSG00000006546.3	XP_029140784.1
OG0011199	ENSMUSG00000047021.14	XP_015675968.2
OG0011200	ENSMUSG00000033276.18	XP_029140782.1
OG0011201	ENSMUSG00000026171.12	XP_015675962.1
OG0011202	ENSMUSG00000026172.12	XP_015675963.1
OG0011203	ENSMUSG00000026135.17	XP_029140780.1
OG0011204	ENSMUSG00000026174.9	XP_015675960.1
OG0011205	ENSMUSG00000033066.15	XP_015677119.1
OG0011206	ENSMUSG00000049928.15	XP_029141008.1
OG0011207	ENSMUSG00000073650.8	XP_015685760.1, XP_029140781.1
OG0011208	ENSMUSG00000026179.14	XP_015675972.1
OG0011209	ENSMUSG00000025169.6	XP_015673249.1
OG0011210	ENSMUSG00000039321.1	XP_015673257.1
OG0011211	ENSMUSG00000025571.13	XP_029140844.1
OG0011212	ENSMUSG00000020818.16	XP_015685602.1
OG0011213	ENSMUSG00000090266.10	XP_015685583.1
OG0011214	ENSMUSG00000001436.15	XP_015676676.1
OG0011215	ENSMUSG00000009588.9	XP_015685546.1
OG0011216	ENSMUSG00000057286.6	XP_029142868.1
OG0011217	ENSMUSG00000020804.12	XP_015674390.1
OG0011218	ENSMUSG00000020802.8	XP_029140505.1
OG0011219	ENSMUSG00000031026.15	XP_029139139.1
OG0011220	ENSMUSG00000041488.16	XP_015675204.1
OG0011221	ENSMUSG00000052949.14	XP_029142704.1
OG0011222	ENSMUSG00000024687.11	XP_015680811.1
OG0011223	ENSMUSG00000034227.7	XP_015675195.1
OG0011224	ENSMUSG00000040065.8, ENSMUSG00000046805.10	XP_015680502.1
OG0011225	ENSMUSG00000024691.13	XP_015680508.1
OG0011226	ENSMUSG00000020780.15	XP_015675188.1
OG0011227	ENSMUSG00000050043.16	XP_015680503.1
OG0011228	ENSMUSG00000034075.10	XP_015676038.1
OG0011229	ENSMUSG00000027079.15	XP_029140789.1
OG0011230	ENSMUSG00000027075.16	XP_015676027.1
OG0011231	ENSMUSG00000050896.12	XP_029141863.1
OG0011232	ENSMUSG00000027074.14	XP_015685547.1, XP_015673245.1
OG0011233	ENSMUSG00000020775.13	XP_015675198.1
OG0011234	ENSMUSG00000020770.13	XP_015674559.1
OG0011235	ENSMUSG00000020755.9	XP_015674659.1
OG0011236	ENSMUSG00000097629.3, ENSMUSG00000040663.9	XP_015687347.2
OG0011237	ENSMUSG00000046756.10	XP_015677316.1
OG0011238	ENSMUSG00000040247.6, ENSMUSG00000097708.3	XP_029141265.1, XP_015685304.2
OG0011239	ENSMUSG00000045775.15	XP_015670532.1
OG0011240	ENSMUSG00000018858.15	XP_015670534.1
OG0011241	ENSMUSG00000050910.5	XP_015670535.1
OG0011242	ENSMUSG00000034586.14	XP_015670536.1
OG0011243	ENSMUSG00000036908.17	XP_029141608.1
OG0011244	ENSMUSG00000045288.10	XP_015670546.1
OG0011245	ENSMUSG00000044788.10	XP_029139812.1
OG0011246	ENSMUSG00000018861.8	XP_029139813.1
OG0011247	ENSMUSG00000021062.15	XP_015679920.1
OG0011248	ENSMUSG00000021061.15	XP_015679923.1
OG0011249	ENSMUSG00000045980.13	XP_015675342.1
OG0011250	ENSMUSG00000015542.17	XP_015675343.1
OG0011251	ENSMUSG00000020868.15	XP_015667274.1
OG0011252	ENSMUSG00000024414.13	XP_015667265.1
OG0011253	ENSMUSG00000039055.4	XP_029139121.1
OG0011254	ENSMUSG00000039084.8	XP_015667158.1
OG0011255	ENSMUSG00000039096.10	XP_015667182.1
OG0011256	ENSMUSG00000039110.15	XP_015667170.1
OG0011257	ENSMUSG00000020867.13	XP_015667589.1
OG0011258	ENSMUSG00000006576.16	XP_015670672.1
OG0011259	ENSMUSG00000020866.17	XP_029139204.1
OG0011260	ENSMUSG00000026213.15	XP_029139836.1
OG0011261	ENSMUSG00000032968.4	XP_015670678.2
OG0011262	ENSMUSG00000032997.16	XP_015670669.1
OG0011264	ENSMUSG00000026208.9	XP_015672188.1
OG0011265	ENSMUSG00000026209.15	XP_015672187.1
OG0011266	ENSMUSG00000026204.15	XP_029140106.1
OG0011267	ENSMUSG00000020863.15	XP_029141324.1
OG0011268	ENSMUSG00000044177.4	XP_029139923.1
OG0011269	ENSMUSG00000037573.5	XP_015671188.1
OG0011270	ENSMUSG00000033257.14	XP_015682860.1
OG0011271	ENSMUSG00000059474.13	XP_015672997.1
OG0011272	ENSMUSG00000036155.13	XP_015667932.1
OG0011273	ENSMUSG00000026347.13	XP_015667936.1
OG0011274	ENSMUSG00000025153.9	XP_015673004.1
OG0011275	ENSMUSG00000036104.12	XP_015667928.2
OG0011276	ENSMUSG00000026353.9	XP_029139264.1
OG0011277	ENSMUSG00000025158.7	XP_015673010.1
OG0011278	ENSMUSG00000026356.15	XP_015667920.1
OG0011279	ENSMUSG00000042988.10	XP_015681010.1
OG0011280	ENSMUSG00000069132.3	XP_015669605.1
OG0011281	ENSMUSG00000025130.11	XP_015680645.1
OG0011282	ENSMUSG00000061111.8	XP_015680648.1
OG0011283	ENSMUSG00000026866.16	XP_015674312.2
OG0011284	ENSMUSG00000036890.13	XP_029139618.1
OG0011285	ENSMUSG00000026872.18	XP_015673355.1
OG0011286	ENSMUSG00000020328.10	XP_015678225.1
OG0011287	ENSMUSG00000042032.13	XP_015678226.1
OG0011288	ENSMUSG00000018849.6	XP_015674819.1
OG0011289	ENSMUSG00000069911.11	XP_015669599.2
OG0011290	ENSMUSG00000018848.4	XP_015674817.1
OG0011291	ENSMUSG00000002699.13	XP_015669065.1
OG0011292	ENSMUSG00000042211.7	XP_015672365.1
OG0011293	ENSMUSG00000026322.9	XP_015672366.1
OG0011294	ENSMUSG00000045094.8	XP_029140612.1
OG0011295	ENSMUSG00000026004.15	XP_015686591.1
OG0011296	ENSMUSG00000026003.5	XP_015686569.1
OG0011297	ENSMUSG00000033032.15	XP_015677040.1
OG0011298	ENSMUSG00000032735.15	XP_015677041.1
OG0011299	ENSMUSG00000025991.8	XP_015686530.2
OG0011300	ENSMUSG00000045730.4	XP_015678290.1
OG0011301	ENSMUSG00000044949.4	XP_015681242.1
OG0011302	ENSMUSG00000040711.8	XP_015677910.1
OG0011303	ENSMUSG00000024190.7	XP_015679414.1
OG0011304	ENSMUSG00000001576.15	XP_015674202.1
OG0011305	ENSMUSG00000048249.14	XP_015674183.1
OG0011306	ENSMUSG00000025997.13	XP_029142989.1
OG0011307	ENSMUSG00000053153.14	XP_015686547.1
OG0011308	ENSMUSG00000015579.5	XP_015674232.1
OG0011309	ENSMUSG00000050296.14	XP_029140585.1
OG0011310	ENSMUSG00000020303.2	XP_015674140.1
OG0011311	ENSMUSG00000029141.16	XP_015672127.1
OG0011312	ENSMUSG00000029135.10	XP_015674981.1
OG0011313	ENSMUSG00000026193.15	XP_029141011.1
OG0011314	ENSMUSG00000036585.16	XP_015686049.1
OG0011315	ENSMUSG00000024427.7	XP_015670748.1
OG0011316	ENSMUSG00000024425.4	XP_015670749.1
OG0011317	ENSMUSG00000048495.16	XP_015668514.1
OG0011318	ENSMUSG00000054770.16	XP_015676288.1
OG0011320	ENSMUSG00000018239.9	XP_015670755.1
OG0011321	ENSMUSG00000036264.9	XP_015669763.2
OG0011322	ENSMUSG00000026313.16	XP_015687671.1
OG0011323	ENSMUSG00000020392.8	XP_015679825.1
OG0011324	ENSMUSG00000034292.13	XP_015678727.1
OG0011325	ENSMUSG00000026103.14	XP_015673410.1
OG0011326	ENSMUSG00000044337.5	XP_015683843.1
OG0011327	ENSMUSG00000043015.15	XP_015685437.2, XP_015676656.1
OG0011328	ENSMUSG00000041439.15	XP_015676667.1
OG0011329	ENSMUSG00000020128.15	XP_015667805.1
OG0011330	ENSMUSG00000026100.6	XP_015672625.1
OG0011331	ENSMUSG00000026098.13	XP_015672612.1
OG0011332	ENSMUSG00000020321.16	XP_015667838.1
OG0011333	ENSMUSG00000026096.14	XP_015672684.1
OG0011334	ENSMUSG00000020319.9	XP_015667849.1
OG0011335	ENSMUSG00000020300.14	XP_015674111.1
OG0011336	ENSMUSG00000020297.10	XP_015674213.1, XP_015674221.1
OG0011337	ENSMUSG00000042302.14	XP_015667861.1
OG0011338	ENSMUSG00000051650.11	XP_015667873.1
OG0011339	ENSMUSG00000049811.17	XP_015678163.1
OG0011340	ENSMUSG00000039954.9	XP_015676628.1
OG0011341	ENSMUSG00000055333.14	XP_015680307.1
OG0011342	ENSMUSG00000042596.7	XP_015679804.1
OG0011343	ENSMUSG00000041809.5	XP_015669248.1
OG0011344	ENSMUSG00000041779.5	XP_015669247.1
OG0011345	ENSMUSG00000033126.5	XP_015681049.1
OG0011346	ENSMUSG00000001150.7	XP_015680992.1
OG0011347	ENSMUSG00000020400.17	XP_015686268.1, XP_015679696.1
OG0011348	ENSMUSG00000024604.7	XP_015684832.1
OG0011349	ENSMUSG00000043079.17	XP_015682292.2
OG0011350	ENSMUSG00000036412.5	XP_015678585.1
OG0011351	ENSMUSG00000026303.6	XP_015676223.1
OG0011352	ENSMUSG00000052026.8	XP_015674936.1
OG0011353	ENSMUSG00000024620.11	XP_015679764.1
OG0011354	ENSMUSG00000042363.14	XP_015667782.1
OG0011355	ENSMUSG00000024621.16	XP_015683421.1
OG0011356	ENSMUSG00000020142.12	XP_015667744.1
OG0011357	ENSMUSG00000045671.17	XP_015670994.1
OG0011358	ENSMUSG00000078970.5	XP_029138975.1
OG0011359	ENSMUSG00000020357.3	XP_015681358.1
OG0011360	ENSMUSG00000044629.5	XP_015666581.1
OG0011361	ENSMUSG00000020120.15	XP_015666465.1
OG0011362	ENSMUSG00000027419.9	XP_015666525.1
OG0011363	ENSMUSG00000074766.10	XP_015677924.1
OG0011364	ENSMUSG00000037376.14	XP_015682213.1
OG0011365	ENSMUSG00000040610.7	XP_015671468.1
OG0011366	ENSMUSG00000020358.17	XP_015673177.1
OG0011367	ENSMUSG00000057967.12	XP_015671462.2
OG0011368	ENSMUSG00000012282.2	XP_015673186.1
OG0011369	ENSMUSG00000007836.6	XP_015673183.1
OG0011370	ENSMUSG00000024357.10	XP_015674176.1
OG0011371	ENSMUSG00000024146.9	XP_015671896.1
OG0011372	ENSMUSG00000021999.9	XP_015674168.1
OG0011373	ENSMUSG00000024350.6	XP_015674166.1
OG0011374	ENSMUSG00000015599.9	XP_015671888.1
OG0011375	ENSMUSG00000027742.13	XP_015674182.1
OG0011376	ENSMUSG00000044167.6	XP_015674160.1
OG0011377	ENSMUSG00000031533.4	XP_015674159.1
OG0011378	ENSMUSG00000015605.6	XP_015671902.1
OG0011379	ENSMUSG00000031479.9	XP_015674155.1
OG0011380	ENSMUSG00000037725.8	XP_029140463.1
OG0011381	ENSMUSG00000037738.11	XP_015681919.1, XP_029140465.1
OG0011382	ENSMUSG00000063362.13	XP_015681916.1
OG0011383	ENSMUSG00000051379.12	XP_015682608.1
OG0011384	ENSMUSG00000070806.5	XP_029140754.1
OG0011385	ENSMUSG00000027276.7	XP_015670155.1
OG0011386	ENSMUSG00000002763.16	XP_015682041.1
OG0011387	ENSMUSG00000074771.10	XP_015679016.1
OG0011388	ENSMUSG00000002769.9	XP_015682047.1
OG0011389	ENSMUSG00000039913.12	XP_015669033.1
OG0011390	ENSMUSG00000027395.15	XP_015681143.1
OG0011391	ENSMUSG00000027270.14	XP_015669028.1
OG0011392	ENSMUSG00000039943.16	XP_015669032.1
OG0011393	ENSMUSG00000027261.2	XP_015669027.1
OG0011394	ENSMUSG00000022108.8	XP_015667822.1
OG0011395	ENSMUSG00000034675.17	XP_029140764.1
OG0011396	ENSMUSG00000034686.8	XP_015675880.1
OG0011397	ENSMUSG00000034997.5	XP_029139247.1
OG0011398	ENSMUSG00000021484.8	XP_015679982.1
OG0011399	ENSMUSG00000024370.17	XP_029141509.1
OG0011400	ENSMUSG00000044201.10	XP_029142666.1, XP_029140324.1
OG0011401	ENSMUSG00000038773.11	XP_015673373.1
OG0011402	ENSMUSG00000038555.7	XP_015673383.1
OG0011403	ENSMUSG00000038418.7	XP_015673384.1
OG0011404	ENSMUSG00000039952.15	XP_015673375.1
OG0011405	ENSMUSG00000032594.11	XP_015673376.1
OG0011406	ENSMUSG00000042106.5	XP_015673379.1, XP_015673378.1
OG0011407	ENSMUSG00000041528.15	XP_029140249.1
OG0011408	ENSMUSG00000032593.5	XP_015672804.1
OG0011409	ENSMUSG00000043972.8	XP_015667837.1
OG0011410	ENSMUSG00000030286.6	XP_029140250.1
OG0011411	ENSMUSG00000032612.14	XP_015672811.1
OG0011412	ENSMUSG00000023913.17	XP_015667778.1
OG0011413	ENSMUSG00000040140.15	XP_029139241.1
OG0011414	ENSMUSG00000032584.12	XP_015674908.1
OG0011415	ENSMUSG00000032583.7	XP_015674907.1
OG0011416	ENSMUSG00000023926.8	XP_015669246.1
OG0011417	ENSMUSG00000091155.1	XP_029141231.1
OG0011418	ENSMUSG00000014547.10	XP_015681915.1
OG0011419	ENSMUSG00000021932.13	XP_015678038.1
OG0011420	ENSMUSG00000037361.8	XP_015678039.1
OG0011421	ENSMUSG00000010064.15	XP_015678075.1
OG0011422	ENSMUSG00000020634.12	XP_015678041.1, XP_015678042.1
OG0011423	ENSMUSG00000052812.5	XP_015678043.1
OG0011424	ENSMUSG00000032589.14	XP_029140257.1
OG0011425	ENSMUSG00000043673.11	XP_015668545.1
OG0011426	ENSMUSG00000047002.2	XP_015668539.1
OG0011427	ENSMUSG00000051235.10	XP_029139389.1
OG0011428	ENSMUSG00000020589.17	XP_015671842.1
OG0011429	ENSMUSG00000010051.15	XP_015672860.1, XP_015672858.1
OG0011430	ENSMUSG00000010054.4	XP_015672846.1, XP_015672848.1
OG0011431	ENSMUSG00000010067.13	XP_015672844.1, XP_015672845.1
OG0011432	ENSMUSG00000010044.12	XP_015672843.1
OG0011433	ENSMUSG00000010057.8	XP_015672841.1
OG0011434	ENSMUSG00000020576.10	XP_015671844.1
OG0011435	ENSMUSG00000037190.12	XP_015672842.1
OG0011436	ENSMUSG00000032579.14	XP_015672668.2
OG0011437	ENSMUSG00000020607.7	XP_015675366.1
OG0011438	ENSMUSG00000020601.8	XP_015677118.1
OG0011439	ENSMUSG00000036523.16	XP_029141495.1
OG0011440	ENSMUSG00000074102.4	XP_015668063.1
OG0011441	ENSMUSG00000071398.8	XP_015684857.1, XP_029142756.1
OG0011442	ENSMUSG00000051726.6	XP_015679521.1
OG0011443	ENSMUSG00000020571.12	XP_015679526.1
OG0011444	ENSMUSG00000040813.16	XP_015684431.1
OG0011445	ENSMUSG00000023192.12	XP_015675589.2
OG0011446	ENSMUSG00000061458.9	XP_015679522.1
OG0011447	ENSMUSG00000023249.15	XP_015675482.1
OG0011448	ENSMUSG00000011179.8	XP_015678772.1
OG0011449	ENSMUSG00000023495.13	XP_029140727.1
OG0011450	ENSMUSG00000059669.8	XP_015675742.1
OG0011451	ENSMUSG00000020258.16	XP_015679512.1
OG0011452	ENSMUSG00000054309.9	XP_015671639.1
OG0011453	ENSMUSG00000032786.16	XP_015684675.1
OG0011454	ENSMUSG00000091898.8	XP_015671352.1
OG0011455	ENSMUSG00000020646.17	XP_015671642.1
OG0011456	ENSMUSG00000021910.15	XP_015671337.1
OG0011457	ENSMUSG00000020642.13	XP_015682941.1
OG0011458	ENSMUSG00000020641.16	XP_015682939.1
OG0011459	ENSMUSG00000042286.13	XP_029139953.1
OG0011460	ENSMUSG00000044938.8	XP_015676705.1
OG0011461	ENSMUSG00000032350.9	XP_015676706.1
OG0011462	ENSMUSG00000058351.11	XP_015671340.1, XP_015671341.1
OG0011463	ENSMUSG00000023333.8	XP_015676714.1
OG0011464	ENSMUSG00000021916.16	XP_015671344.1
OG0011465	ENSMUSG00000021917.16	XP_015671346.2
OG0011466	ENSMUSG00000031465.6	XP_015672659.1
OG0011467	ENSMUSG00000066643.12	XP_015668542.1
OG0011468	ENSMUSG00000042485.7	XP_015675175.1
OG0011469	ENSMUSG00000006527.16	XP_015675176.1
OG0011470	ENSMUSG00000066637.2	XP_015674731.1
OG0011471	ENSMUSG00000020585.4	XP_015674730.1
OG0011472	ENSMUSG00000052395.17	XP_015677826.1
OG0011473	ENSMUSG00000020594.14	XP_015679487.1
OG0011474	ENSMUSG00000021948.17	XP_015677825.1
OG0011475	ENSMUSG00000020605.9	XP_015676470.1
OG0011476	ENSMUSG00000025647.16	XP_015677823.1
OG0011477	ENSMUSG00000020609.14	XP_029140879.1
OG0011478	ENSMUSG00000043631.8	XP_015677819.1
OG0011479	ENSMUSG00000021388.14	XP_015677818.1
OG0011480	ENSMUSG00000048368.9	XP_015677817.2
OG0011481	ENSMUSG00000037851.13	XP_015676821.1
OG0011482	ENSMUSG00000055675.6	XP_015674635.1
OG0011483	ENSMUSG00000050052.12	XP_015668143.1
OG0011484	ENSMUSG00000053004.9	XP_015672312.1
OG0011485	ENSMUSG00000043061.10	XP_015678229.1
OG0011486	ENSMUSG00000020674.17	XP_015672361.1
OG0011487	ENSMUSG00000030315.15	XP_015672302.2
OG0011488	ENSMUSG00000000440.12	XP_015678918.1
OG0011489	ENSMUSG00000036613.8	XP_015678784.1
OG0011490	ENSMUSG00000068011.4	XP_015680372.1, XP_015685914.1
OG0011491	ENSMUSG00000089997.2	XP_029140062.1
OG0011492	ENSMUSG00000027710.14	XP_015671908.1
OG0011493	ENSMUSG00000042197.13	XP_029141695.1
OG0011494	ENSMUSG00000034312.15	XP_015671907.1
OG0011495	ENSMUSG00000073725.8	XP_015675232.1
OG0011496	ENSMUSG00000040640.11	XP_029140295.1
OG0011497	ENSMUSG00000026155.13	XP_015681048.1
OG0011498	ENSMUSG00000040651.9	XP_015682340.1
OG0011499	ENSMUSG00000026156.8	XP_015681047.1
OG0011500	ENSMUSG00000021895.10	XP_015681333.1
OG0011501	ENSMUSG00000026158.11	XP_029140110.1
OG0011502	ENSMUSG00000040717.6	XP_029142521.1
OG0011503	ENSMUSG00000040726.10	XP_015684345.1
OG0011504	ENSMUSG00000038774.9	XP_015673491.1
OG0011505	ENSMUSG00000019913.4	XP_015673493.1
OG0011506	ENSMUSG00000021898.15, ENSMUSG00000116208.2	XP_015682032.1
OG0011507	ENSMUSG00000028246.13	XP_015680864.1
OG0011508	ENSMUSG00000040410.14	XP_015684500.1
OG0011509	ENSMUSG00000040387.16	XP_015673225.2
OG0011510	ENSMUSG00000040372.2	XP_015682060.1
OG0011511	ENSMUSG00000028284.13	XP_015687450.1
OG0011512	ENSMUSG00000040270.16	XP_015672871.1
OG0011513	ENSMUSG00000040183.13	XP_015672865.1
OG0011514	ENSMUSG00000054659.13	XP_015681598.1
OG0011515	ENSMUSG00000028291.7	XP_015668336.1
OG0011516	ENSMUSG00000025279.7	XP_015671818.1
OG0011517	ENSMUSG00000025277.14	XP_015671819.1
OG0011518	ENSMUSG00000028293.14	XP_015668339.1
OG0011519	ENSMUSG00000028294.15	XP_015668340.1
OG0011520	ENSMUSG00000039967.14	XP_015668344.1
OG0011521	ENSMUSG00000028298.10	XP_015668352.1
OG0011522	ENSMUSG00000040520.7	XP_015679258.1
OG0011523	ENSMUSG00000019791.12	XP_015686522.1, XP_015673557.1
OG0011524	ENSMUSG00000039697.16	XP_029140347.1
OG0011525	ENSMUSG00000000295.13	XP_015669653.1
OG0011526	ENSMUSG00000063760.9	XP_015677114.1
OG0011527	ENSMUSG00000019877.10	XP_015674893.1
OG0011528	ENSMUSG00000019878.8	XP_015674894.1
OG0011529	ENSMUSG00000050953.10	XP_015683189.1
OG0011530	ENSMUSG00000038122.9	XP_015675392.1
OG0011531	ENSMUSG00000030060.14	XP_015677616.1
OG0011532	ENSMUSG00000030062.7	XP_015677586.1
