Orthogroup	M_musculus.pep	P_troglodytes.pep
OG0011208	ENSMUSG00000026179.14	ENSPTRG00000012914.6
OG0011209	ENSMUSG00000025169.6	ENSPTRG00000009802.6
OG0011210	ENSMUSG00000039321.1	ENSPTRG00000009801.2
OG0011211	ENSMUSG00000025571.13	ENSPTRG00000009699.6
OG0011212	ENSMUSG00000020818.16	ENSPTRG00000009693.6
OG0011213	ENSMUSG00000090266.10	ENSPTRG00000009691.6
OG0011214	ENSMUSG00000001436.15	ENSPTRG00000031409.5
OG0011215	ENSMUSG00000009588.9	ENSPTRG00000009688.6
OG0011216	ENSMUSG00000057286.6	ENSPTRG00000009685.5
OG0011217	ENSMUSG00000020804.12	ENSPTRG00000009682.6
OG0011218	ENSMUSG00000020802.8	ENSPTRG00000009681.6
OG0011219	ENSMUSG00000031026.15	ENSPTRG00000050097.1
OG0011220	ENSMUSG00000041488.16	ENSPTRG00000048858.1
OG0011221	ENSMUSG00000052949.14	ENSPTRG00000009675.6
OG0011222	ENSMUSG00000024687.11	ENSPTRG00000003696.5
OG0011223	ENSMUSG00000034227.7	ENSPTRG00000009674.5
OG0011224	ENSMUSG00000040065.8, ENSMUSG00000046805.10	ENSPTRG00000052540.1, ENSPTRG00000024209.3
OG0011225	ENSMUSG00000024691.13	ENSPTRG00000023823.4, ENSPTRG00000047622.1
OG0011226	ENSMUSG00000020780.15	ENSPTRG00000009670.6
OG0011227	ENSMUSG00000050043.16	ENSPTRG00000033702.3
OG0011228	ENSMUSG00000034075.10	ENSPTRG00000003666.7
OG0011229	ENSMUSG00000027079.15	ENSPTRG00000047318.1
OG0011230	ENSMUSG00000027075.16	ENSPTRG00000052064.1
OG0011231	ENSMUSG00000050896.12	ENSPTRG00000003657.6
OG0011232	ENSMUSG00000027074.14	ENSPTRG00000003656.5
OG0011233	ENSMUSG00000020775.13	ENSPTRG00000030775.3
OG0011234	ENSMUSG00000020770.13	ENSPTRG00000009656.7
OG0011235	ENSMUSG00000020755.9	ENSPTRG00000009652.6
OG0011236	ENSMUSG00000097629.3, ENSMUSG00000040663.9	ENSPTRG00000047312.1
OG0011237	ENSMUSG00000046756.10	ENSPTRG00000009639.4
OG0011238	ENSMUSG00000040247.6, ENSMUSG00000097708.3	ENSPTRG00000003954.5
OG0011239	ENSMUSG00000045775.15	ENSPTRG00000009630.5
OG0011240	ENSMUSG00000018858.15	ENSPTRG00000009627.3
OG0011241	ENSMUSG00000050910.5	ENSPTRG00000009626.6
OG0011242	ENSMUSG00000034586.14	ENSPTRG00000009625.6
OG0011243	ENSMUSG00000036908.17	ENSPTRG00000003975.5
OG0011244	ENSMUSG00000045288.10	ENSPTRG00000009622.4
OG0011245	ENSMUSG00000044788.10	ENSPTRG00000009621.5
OG0011246	ENSMUSG00000018861.8	ENSPTRG00000009620.5
OG0011247	ENSMUSG00000021062.15	ENSPTRG00000006446.4
OG0011248	ENSMUSG00000021061.15	ENSPTRG00000006443.6
OG0011249	ENSMUSG00000045980.13	ENSPTRG00000009618.5
OG0011250	ENSMUSG00000015542.17	ENSPTRG00000009617.5
OG0011251	ENSMUSG00000020868.15	ENSPTRG00000009395.5
OG0011252	ENSMUSG00000024414.13	ENSPTRG00000009396.6
OG0011253	ENSMUSG00000039055.4	ENSPTRG00000009397.5
OG0011254	ENSMUSG00000039084.8	ENSPTRG00000009400.4
OG0011255	ENSMUSG00000039096.10	ENSPTRG00000009401.3
OG0011256	ENSMUSG00000039110.15	ENSPTRG00000009402.6
OG0011257	ENSMUSG00000020867.13	ENSPTRG00000009404.6
OG0011258	ENSMUSG00000006576.16	ENSPTRG00000012966.6
OG0011259	ENSMUSG00000020866.17	ENSPTRG00000009405.6
OG0011260	ENSMUSG00000026213.15	ENSPTRG00000012965.5
OG0011261	ENSMUSG00000032968.4	ENSPTRG00000012964.3
OG0011262	ENSMUSG00000032997.16	ENSPTRG00000012961.6
OG0011264	ENSMUSG00000026208.9	ENSPTRG00000012955.5
OG0011265	ENSMUSG00000026209.15	ENSPTRG00000012954.6
OG0011266	ENSMUSG00000026204.15	ENSPTRG00000012952.4
OG0011267	ENSMUSG00000020863.15	ENSPTRG00000009409.6
OG0011268	ENSMUSG00000044177.4	ENSPTRG00000045369.1
OG0011269	ENSMUSG00000037573.5	ENSPTRG00000009413.4
OG0011270	ENSMUSG00000033257.14	ENSPTRG00000012927.4
OG0011271	ENSMUSG00000059474.13	ENSPTRG00000009417.5
OG0011272	ENSMUSG00000036155.13	ENSPTRG00000012485.4
OG0011273	ENSMUSG00000026347.13	ENSPTRG00000012486.6
OG0011274	ENSMUSG00000025153.9	ENSPTRG00000009791.5
OG0011275	ENSMUSG00000036104.12	ENSPTRG00000012491.6
OG0011276	ENSMUSG00000026353.9	ENSPTRG00000012496.6
OG0011277	ENSMUSG00000025158.7	ENSPTRG00000009787.3
OG0011278	ENSMUSG00000026356.15	ENSPTRG00000012500.4
OG0011279	ENSMUSG00000042988.10	ENSPTRG00000009781.4
OG0011280	ENSMUSG00000069132.3	ENSPTRG00000012505.3
OG0011281	ENSMUSG00000025130.11	ENSPTRG00000009772.4
OG0011282	ENSMUSG00000061111.8	ENSPTRG00000041870.2
OG0011283	ENSMUSG00000026866.16	ENSPTRG00000012509.7
OG0011284	ENSMUSG00000036890.13	ENSPTRG00000012511.6
OG0011285	ENSMUSG00000026872.18	ENSPTRG00000012513.5
OG0011286	ENSMUSG00000020328.10	ENSPTRG00000017502.4
OG0011287	ENSMUSG00000042032.13	ENSPTRG00000017504.5
OG0011288	ENSMUSG00000018849.6	ENSPTRG00000017506.5
OG0011289	ENSMUSG00000069911.11	ENSPTRG00000028509.3
OG0011290	ENSMUSG00000018848.4	ENSPTRG00000017507.5
OG0011291	ENSMUSG00000002699.13	ENSPTRG00000017517.4
OG0011292	ENSMUSG00000042211.7	ENSPTRG00000017388.5
OG0011293	ENSMUSG00000026322.9	ENSPTRG00000017389.6
OG0011294	ENSMUSG00000045094.8	ENSPTRG00000017402.6
OG0011295	ENSMUSG00000026004.15	ENSPTRG00000012875.6
OG0011296	ENSMUSG00000026003.5	ENSPTRG00000012876.4
OG0011297	ENSMUSG00000033032.15	ENSPTRG00000017394.6
OG0011298	ENSMUSG00000032735.15	ENSPTRG00000017393.7
OG0011299	ENSMUSG00000025991.8	ENSPTRG00000012881.5
OG0011300	ENSMUSG00000045730.4	ENSPTRG00000017391.5
OG0011301	ENSMUSG00000044949.4	ENSPTRG00000044878.1
OG0011302	ENSMUSG00000040711.8	ENSPTRG00000017531.6
OG0011303	ENSMUSG00000024190.7	ENSPTRG00000017534.3
OG0011304	ENSMUSG00000001576.15	ENSPTRG00000017535.6
OG0011305	ENSMUSG00000048249.14	ENSPTRG00000017540.5
OG0011306	ENSMUSG00000025997.13	ENSPTRG00000048797.1
OG0011307	ENSMUSG00000053153.14	ENSPTRG00000012885.6
OG0011308	ENSMUSG00000015579.5	ENSPTRG00000017542.5
OG0011309	ENSMUSG00000050296.14	ENSPTRG00000012889.6
OG0011310	ENSMUSG00000020303.2	ENSPTRG00000017543.5
OG0011311	ENSMUSG00000029141.16	ENSPTRG00000011778.5
OG0011312	ENSMUSG00000029135.10	ENSPTRG00000049710.1
OG0011313	ENSMUSG00000026193.15	ENSPTRG00000012892.6
OG0011314	ENSMUSG00000036585.16	ENSPTRG00000017361.7
OG0011315	ENSMUSG00000024427.7	ENSPTRG00000017360.6
OG0011316	ENSMUSG00000024425.4	ENSPTRG00000017358.6
OG0011317	ENSMUSG00000048495.16	ENSPTRG00000012783.6
OG0011318	ENSMUSG00000054770.16	ENSPTRG00000012787.5
OG0011319	ENSMUSG00000026039.9, ENSMUSG00000094443.2	ENSPTRG00000022953.5
OG0011320	ENSMUSG00000018239.9	ENSPTRG00000017229.4
OG0011321	ENSMUSG00000036264.9	ENSPTRG00000017231.6
OG0011322	ENSMUSG00000026313.16	ENSPTRG00000013097.5
OG0011323	ENSMUSG00000020392.8	ENSPTRG00000043266.1, ENSPTRG00000017241.6
OG0011324	ENSMUSG00000034292.13	ENSPTRG00000028947.4
OG0011325	ENSMUSG00000026103.14	ENSPTRG00000012747.6
OG0011326	ENSMUSG00000044337.5	ENSPTRG00000013071.4
OG0011327	ENSMUSG00000043015.15	ENSPTRG00000012745.5
OG0011328	ENSMUSG00000041439.15	ENSPTRG00000012743.6
OG0011329	ENSMUSG00000020128.15	ENSPTRG00000011978.6
OG0011330	ENSMUSG00000026100.6	ENSPTRG00000012738.4
OG0011331	ENSMUSG00000026098.13	ENSPTRG00000012737.6
OG0011332	ENSMUSG00000020321.16	ENSPTRG00000011974.5
OG0011333	ENSMUSG00000026096.14	ENSPTRG00000012735.6
OG0011334	ENSMUSG00000020319.9	ENSPTRG00000024270.6
OG0011335	ENSMUSG00000020300.14	ENSPTRG00000017545.6
OG0011336	ENSMUSG00000020297.10	ENSPTRG00000017547.3
OG0011337	ENSMUSG00000042302.14	ENSPTRG00000011969.6
OG0011338	ENSMUSG00000051650.11	ENSPTRG00000051560.1
OG0011339	ENSMUSG00000049811.17	ENSPTRG00000011964.5
OG0011340	ENSMUSG00000039954.9	ENSPTRG00000017379.6
OG0011341	ENSMUSG00000055333.14	ENSPTRG00000017435.4
OG0011342	ENSMUSG00000042596.7	ENSPTRG00000018268.4
OG0011343	ENSMUSG00000041809.5	ENSPTRG00000018277.7
OG0011344	ENSMUSG00000041779.5	ENSPTRG00000040958.2
OG0011345	ENSMUSG00000033126.5	ENSPTRG00000014021.6
OG0011346	ENSMUSG00000001150.7	ENSPTRG00000014019.3
OG0011347	ENSMUSG00000020400.17	ENSPTRG00000017428.6
OG0011348	ENSMUSG00000024604.7	ENSPTRG00000017423.6
OG0011349	ENSMUSG00000043079.17	ENSPTRG00000017420.6
OG0011350	ENSMUSG00000036412.5	ENSPTRG00000017415.7
OG0011351	ENSMUSG00000026303.6	ENSPTRG00000013075.6
OG0011352	ENSMUSG00000052026.8	ENSPTRG00000017413.4
OG0011353	ENSMUSG00000024620.11	ENSPTRG00000044533.1
OG0011354	ENSMUSG00000042363.14	ENSPTRG00000047293.1
OG0011355	ENSMUSG00000024621.16	ENSPTRG00000017409.6
OG0011356	ENSMUSG00000020142.12	ENSPTRG00000011985.4
OG0011357	ENSMUSG00000045671.17	ENSPTRG00000011992.5
OG0011358	ENSMUSG00000078970.5	ENSPTRG00000041941.2
OG0011359	ENSMUSG00000020357.3	ENSPTRG00000017639.6
OG0011360	ENSMUSG00000044629.5	ENSPTRG00000012002.3
OG0011361	ENSMUSG00000020120.15	ENSPTRG00000012003.5
OG0011362	ENSMUSG00000027419.9	ENSPTRG00000013273.4
OG0011363	ENSMUSG00000074766.10	ENSPTRG00000013256.5
OG0011364	ENSMUSG00000037376.14	ENSPTRG00000013231.5
OG0011365	ENSMUSG00000040610.7	ENSPTRG00000017522.5
OG0011366	ENSMUSG00000020358.17	ENSPTRG00000048246.1, ENSPTRG00000017601.6
OG0011367	ENSMUSG00000057967.12	ENSPTRG00000017524.4
OG0011368	ENSMUSG00000012282.2	ENSPTRG00000017278.4
OG0011369	ENSMUSG00000007836.6	ENSPTRG00000017273.4
OG0011370	ENSMUSG00000024357.10	ENSPTRG00000017293.6
OG0011371	ENSMUSG00000024146.9	ENSPTRG00000011896.5
OG0011372	ENSMUSG00000021999.9	ENSPTRG00000005852.6
OG0011373	ENSMUSG00000024350.6	ENSPTRG00000017300.5
OG0011374	ENSMUSG00000015599.9	ENSPTRG00000018193.6
OG0011375	ENSMUSG00000027742.13	ENSPTRG00000005805.5
OG0011376	ENSMUSG00000044167.6	ENSPTRG00000005806.4
OG0011377	ENSMUSG00000031533.4	ENSPTRG00000005808.4
OG0011378	ENSMUSG00000015605.6	ENSPTRG00000018189.6
OG0011379	ENSMUSG00000031479.9	ENSPTRG00000005902.6
OG0011380	ENSMUSG00000037725.8	ENSPTRG00000005903.4
OG0011381	ENSMUSG00000037738.11	ENSPTRG00000024302.3
OG0011382	ENSMUSG00000063362.13	ENSPTRG00000005898.7
OG0011383	ENSMUSG00000051379.12	ENSPTRG00000013263.6
OG0011384	ENSMUSG00000070806.5	ENSPTRG00000000608.6
OG0011385	ENSMUSG00000027276.7	ENSPTRG00000013250.5
OG0011386	ENSMUSG00000002763.16	ENSPTRG00000018179.7
OG0011387	ENSMUSG00000074771.10	ENSPTRG00000013245.6
OG0011388	ENSMUSG00000002769.9	ENSPTRG00000018178.3
OG0011389	ENSMUSG00000039913.12	ENSPTRG00000013244.6
OG0011390	ENSMUSG00000027395.15	ENSPTRG00000012366.7
OG0011391	ENSMUSG00000027270.14	ENSPTRG00000013243.3
OG0011392	ENSMUSG00000039943.16	ENSPTRG00000013242.7
OG0011393	ENSMUSG00000027261.2	ENSPTRG00000013239.4
OG0011394	ENSMUSG00000022108.8	ENSPTRG00000005863.6
OG0011395	ENSMUSG00000034675.17	ENSPTRG00000017586.6
OG0011396	ENSMUSG00000034686.8	ENSPTRG00000017585.6
OG0011397	ENSMUSG00000034997.5	ENSPTRG00000005858.7
OG0011398	ENSMUSG00000021484.8	ENSPTRG00000017580.6
OG0011399	ENSMUSG00000024370.17	ENSPTRG00000017282.5
OG0011400	ENSMUSG00000044201.10	ENSPTRG00000017284.6
OG0011401	ENSMUSG00000038773.11	ENSPTRG00000017286.5
OG0011402	ENSMUSG00000038555.7	ENSPTRG00000017287.6
OG0011403	ENSMUSG00000038418.7	ENSPTRG00000045439.1
OG0011404	ENSMUSG00000039952.15	ENSPTRG00000014926.5
OG0011405	ENSMUSG00000032594.11	ENSPTRG00000014933.3
OG0011406	ENSMUSG00000042106.5	ENSPTRG00000014935.5
OG0011407	ENSMUSG00000041528.15	ENSPTRG00000050058.1
OG0011408	ENSMUSG00000032593.5	ENSPTRG00000014931.4
OG0011409	ENSMUSG00000043972.8	ENSPTRG00000018249.5
OG0011410	ENSMUSG00000030286.6	ENSPTRG00000014606.2
OG0011411	ENSMUSG00000032612.14	ENSPTRG00000014920.6
OG0011412	ENSMUSG00000023913.17	ENSPTRG00000018238.6
OG0011413	ENSMUSG00000040140.15	ENSPTRG00000018237.6
OG0011414	ENSMUSG00000032584.12	ENSPTRG00000014941.4
OG0011415	ENSMUSG00000032583.7	ENSPTRG00000014942.5
OG0011416	ENSMUSG00000023926.8	ENSPTRG00000018261.7
OG0011417	ENSMUSG00000091155.1	ENSPTRG00000034415.3
OG0011418	ENSMUSG00000014547.10	ENSPTRG00000005892.5
OG0011419	ENSMUSG00000021932.13	ENSPTRG00000005886.6
OG0011420	ENSMUSG00000037361.8	ENSPTRG00000011709.4
OG0011421	ENSMUSG00000010064.15	ENSPTRG00000043890.1
OG0011422	ENSMUSG00000020634.12	ENSPTRG00000011705.3
OG0011423	ENSMUSG00000052812.5	ENSPTRG00000011702.6
OG0011424	ENSMUSG00000032589.14	ENSPTRG00000014927.6
OG0011425	ENSMUSG00000043673.11	ENSPTRG00000011680.6
OG0011426	ENSMUSG00000047002.2	ENSPTRG00000011679.4
OG0011427	ENSMUSG00000051235.10	ENSPTRG00000011678.5
OG0011428	ENSMUSG00000020589.17	ENSPTRG00000011673.5
OG0011429	ENSMUSG00000010051.15	ENSPTRG00000014956.6
OG0011430	ENSMUSG00000010054.4	ENSPTRG00000050779.1
OG0011431	ENSMUSG00000010067.13	ENSPTRG00000014959.7
OG0011432	ENSMUSG00000010044.12	ENSPTRG00000014960.7
OG0011433	ENSMUSG00000010057.8	ENSPTRG00000014961.4
OG0011434	ENSMUSG00000020576.10	ENSPTRG00000011668.3
OG0011435	ENSMUSG00000037190.12	ENSPTRG00000014962.6
OG0011436	ENSMUSG00000032579.14	ENSPTRG00000014966.5
OG0011437	ENSMUSG00000020607.7	ENSPTRG00000046886.1
OG0011438	ENSMUSG00000020601.8	ENSPTRG00000011666.6
OG0011439	ENSMUSG00000036523.16	ENSPTRG00000022786.5
OG0011440	ENSMUSG00000074102.4	ENSPTRG00000050387.1
OG0011441	ENSMUSG00000071398.8	ENSPTRG00000011656.6
OG0011442	ENSMUSG00000051726.6	ENSPTRG00000030563.3
OG0011443	ENSMUSG00000020571.12	ENSPTRG00000011653.5
OG0011444	ENSMUSG00000040813.16	ENSPTRG00000043742.1
OG0011445	ENSMUSG00000023192.12	ENSPTRG00000014976.6
OG0011446	ENSMUSG00000061458.9	ENSPTRG00000011651.6
OG0011447	ENSMUSG00000023249.15	ENSPTRG00000014981.6
OG0011448	ENSMUSG00000011179.8	ENSPTRG00000011650.6
OG0011449	ENSMUSG00000023495.13	ENSPTRG00000014983.7
OG0011450	ENSMUSG00000059669.8	ENSPTRG00000011642.6
OG0011451	ENSMUSG00000020258.16	ENSPTRG00000014995.6
OG0011452	ENSMUSG00000054309.9	ENSPTRG00000011638.3
OG0011453	ENSMUSG00000032786.16	ENSPTRG00000014991.5
OG0011454	ENSMUSG00000091898.8	ENSPTRG00000015000.3
OG0011455	ENSMUSG00000020646.17	ENSPTRG00000011634.4
OG0011456	ENSMUSG00000021910.15	ENSPTRG00000015001.6
OG0011457	ENSMUSG00000020642.13	ENSPTRG00000011630.5
OG0011458	ENSMUSG00000020641.16	ENSPTRG00000011629.4
OG0011459	ENSMUSG00000042286.13	ENSPTRG00000015002.4
OG0011460	ENSMUSG00000044938.8	ENSPTRG00000018291.4
OG0011461	ENSMUSG00000032350.9	ENSPTRG00000018290.5
OG0011462	ENSMUSG00000058351.11	ENSPTRG00000015006.3
OG0011463	ENSMUSG00000023333.8	ENSPTRG00000018288.5
OG0011464	ENSMUSG00000021916.16	ENSPTRG00000015010.6
OG0011465	ENSMUSG00000021917.16	ENSPTRG00000015011.5
OG0011466	ENSMUSG00000031465.6	ENSPTRG00000019947.7
OG0011467	ENSMUSG00000066643.12	ENSPTRG00000011686.6
OG0011468	ENSMUSG00000042485.7	ENSPTRG00000048402.1
OG0011469	ENSMUSG00000006527.16	ENSPTRG00000015019.6
OG0011470	ENSMUSG00000066637.2	ENSPTRG00000011685.5
OG0011471	ENSMUSG00000020585.4	ENSPTRG00000011690.4
OG0011472	ENSMUSG00000052395.17	ENSPTRG00000015022.4
OG0011473	ENSMUSG00000020594.14	ENSPTRG00000011692.6
OG0011474	ENSMUSG00000021948.17	ENSPTRG00000015023.5
OG0011475	ENSMUSG00000020605.9	ENSPTRG00000011696.6
OG0011476	ENSMUSG00000025647.16	ENSPTRG00000014888.6
OG0011477	ENSMUSG00000020609.14	ENSPTRG00000011699.7
OG0011478	ENSMUSG00000043631.8	ENSPTRG00000021114.6
OG0011479	ENSMUSG00000021388.14	ENSPTRG00000021113.6
OG0011480	ENSMUSG00000048368.9	ENSPTRG00000021112.4
OG0011481	ENSMUSG00000037851.13	ENSPTRG00000021108.6
OG0011482	ENSMUSG00000055675.6	ENSPTRG00000031045.3
OG0011483	ENSMUSG00000050052.12	ENSPTRG00000019935.7
OG0011484	ENSMUSG00000053004.9	ENSPTRG00000030304.4
OG0011485	ENSMUSG00000043061.10	ENSPTRG00000011607.6
OG0011486	ENSMUSG00000020674.17	ENSPTRG00000011612.5
OG0011487	ENSMUSG00000030315.15	ENSPTRG00000014626.6
OG0011488	ENSMUSG00000000440.12	ENSPTRG00000014632.7
OG0011489	ENSMUSG00000036613.8	ENSPTRG00000011621.6
OG0011490	ENSMUSG00000068011.4	ENSPTRG00000046408.1
OG0011491	ENSMUSG00000089997.2	ENSPTRG00000015363.4
OG0011492	ENSMUSG00000027710.14	ENSPTRG00000015362.5
OG0011493	ENSMUSG00000042197.13	ENSPTRG00000018306.7
OG0011494	ENSMUSG00000034312.15	ENSPTRG00000014639.5
OG0011495	ENSMUSG00000073725.8	ENSPTRG00000018326.5
OG0011496	ENSMUSG00000040640.11	ENSPTRG00000015035.6
OG0011497	ENSMUSG00000026155.13	ENSPTRG00000018333.7
OG0011498	ENSMUSG00000040651.9	ENSPTRG00000015038.6
OG0011499	ENSMUSG00000026156.8	ENSPTRG00000018334.3
OG0011500	ENSMUSG00000021895.10	ENSPTRG00000015041.6
OG0011501	ENSMUSG00000026158.11	ENSPTRG00000018335.5
OG0011502	ENSMUSG00000040717.6	ENSPTRG00000015043.6
OG0011503	ENSMUSG00000040726.10	ENSPTRG00000015044.4
OG0011504	ENSMUSG00000038774.9	ENSPTRG00000018448.6
OG0011505	ENSMUSG00000019913.4	ENSPTRG00000018447.6
OG0011506	ENSMUSG00000021898.15, ENSMUSG00000116208.2	ENSPTRG00000015046.5
OG0011507	ENSMUSG00000028246.13	ENSPTRG00000018440.5
OG0011508	ENSMUSG00000040410.14	ENSPTRG00000018438.3
OG0011509	ENSMUSG00000040387.16	ENSPTRG00000018436.6
OG0011510	ENSMUSG00000040372.2	ENSPTRG00000018434.4
OG0011511	ENSMUSG00000028284.13	ENSPTRG00000018427.6
OG0011512	ENSMUSG00000040270.16	ENSPTRG00000018426.5
OG0011513	ENSMUSG00000040183.13	ENSPTRG00000018421.6
OG0011514	ENSMUSG00000054659.13	ENSPTRG00000018416.6
OG0011515	ENSMUSG00000028291.7	ENSPTRG00000018409.7
OG0011516	ENSMUSG00000025279.7	ENSPTRG00000015055.5
OG0011517	ENSMUSG00000025277.14	ENSPTRG00000015056.6
OG0011518	ENSMUSG00000028293.14	ENSPTRG00000018405.7
OG0011519	ENSMUSG00000028294.15	ENSPTRG00000034305.3
OG0011520	ENSMUSG00000039967.14	ENSPTRG00000018400.6
OG0011521	ENSMUSG00000028298.10	ENSPTRG00000018398.4
OG0011522	ENSMUSG00000040520.7	ENSPTRG00000018429.4
OG0011523	ENSMUSG00000019791.12	ENSPTRG00000018576.5
OG0011524	ENSMUSG00000039697.16	ENSPTRG00000018575.7
OG0011525	ENSMUSG00000000295.13	ENSPTRG00000018573.7
OG0011526	ENSMUSG00000063760.9	ENSPTRG00000018571.6
OG0011527	ENSMUSG00000019877.10	ENSPTRG00000018562.3
OG0011528	ENSMUSG00000019878.8	ENSPTRG00000018561.5
OG0011529	ENSMUSG00000050953.10	ENSPTRG00000051898.1
OG0011530	ENSMUSG00000038122.9	ENSPTRG00000018559.7
OG0011531	ENSMUSG00000030060.14	ENSPTRG00000015372.5
OG0011532	ENSMUSG00000030062.7	ENSPTRG00000015358.3
OG0011533	ENSMUSG00000019856.14	ENSPTRG00000018555.6
OG0011534	ENSMUSG00000038594.9	ENSPTRG00000018549.6
OG0011535	ENSMUSG00000019891.15	ENSPTRG00000018545.7
OG0011536	ENSMUSG00000049641.14	ENSPTRG00000018542.5
OG0011537	ENSMUSG00000019900.19	ENSPTRG00000018540.4
OG0011538	ENSMUSG00000033182.12	ENSPTRG00000015350.6
OG0011539	ENSMUSG00000033174.17	ENSPTRG00000015348.5
OG0011540	ENSMUSG00000030083.11	ENSPTRG00000015347.6
OG0011541	ENSMUSG00000002870.8	ENSPTRG00000015345.4
OG0011542	ENSMUSG00000019779.15	ENSPTRG00000018521.3
OG0011543	ENSMUSG00000002871.14	ENSPTRG00000015344.6
OG0011544	ENSMUSG00000044499.11	ENSPTRG00000018520.4
OG0011545	ENSMUSG00000069662.5	ENSPTRG00000018517.3
OG0011546	ENSMUSG00000038151.13	ENSPTRG00000018457.6
OG0011547	ENSMUSG00000034430.16	ENSPTRG00000015332.4
OG0011548	ENSMUSG00000034456.15	ENSPTRG00000015334.4
OG0011549	ENSMUSG00000038214.15	ENSPTRG00000018465.7
OG0011550	ENSMUSG00000019802.13	ENSPTRG00000018470.4
OG0011551	ENSMUSG00000034203.8	ENSPTRG00000014647.6
OG0011552	ENSMUSG00000038280.12	ENSPTRG00000018471.4
OG0011553	ENSMUSG00000030094.8	ENSPTRG00000014649.4
OG0011554	ENSMUSG00000071324.11	ENSPTRG00000018477.5
OG0011555	ENSMUSG00000038332.13	ENSPTRG00000018479.5
OG0011556	ENSMUSG00000005893.14	ENSPTRG00000014657.7
OG0011557	ENSMUSG00000038417.4	ENSPTRG00000018492.6
OG0011558	ENSMUSG00000014551.8	ENSPTRG00000014658.3
OG0011559	ENSMUSG00000019831.14	ENSPTRG00000018494.5
OG0011560	ENSMUSG00000038446.8	ENSPTRG00000018495.6
OG0011561	ENSMUSG00000030104.9	ENSPTRG00000014573.5
OG0011562	ENSMUSG00000063428.8	ENSPTRG00000018498.7
OG0011563	ENSMUSG00000019834.15	ENSPTRG00000018499.6
OG0011564	ENSMUSG00000019838.11	ENSPTRG00000018506.6
OG0011565	ENSMUSG00000034648.9	ENSPTRG00000014566.5
OG0011566	ENSMUSG00000013736.16	ENSPTRG00000014564.6
OG0011567	ENSMUSG00000062074.7	ENSPTRG00000018512.7
OG0011568	ENSMUSG00000032540.16	ENSPTRG00000014812.3
OG0011569	ENSMUSG00000094985.2	ENSPTRG00000014813.5
OG0011570	ENSMUSG00000046603.16	ENSPTRG00000014815.6
OG0011571	ENSMUSG00000079259.2	ENSPTRG00000030286.4
OG0011572	ENSMUSG00000056167.8	ENSPTRG00000014722.6
OG0011573	ENSMUSG00000032434.9	ENSPTRG00000043555.1
OG0011574	ENSMUSG00000041012.4	ENSPTRG00000014717.2
OG0011575	ENSMUSG00000040875.12	ENSPTRG00000014714.5
OG0011576	ENSMUSG00000030074.9	ENSPTRG00000015108.6
OG0011577	ENSMUSG00000032440.13	ENSPTRG00000014711.6
OG0011578	ENSMUSG00000039285.12	ENSPTRG00000014707.6
OG0011579	ENSMUSG00000032446.14	ENSPTRG00000014705.4
OG0011580	ENSMUSG00000030064.16	ENSPTRG00000015098.6
OG0011581	ENSMUSG00000035199.6	ENSPTRG00000015096.3
OG0011582	ENSMUSG00000030059.15	ENSPTRG00000015094.6
OG0011583	ENSMUSG00000042761.14	ENSPTRG00000018387.5
OG0011584	ENSMUSG00000033419.16	ENSPTRG00000051078.1
OG0011585	ENSMUSG00000035245.12	ENSPTRG00000015092.7
OG0011586	ENSMUSG00000033491.13	ENSPTRG00000018382.5
OG0011587	ENSMUSG00000030031.14	ENSPTRG00000015086.5
OG0011588	ENSMUSG00000032415.14	ENSPTRG00000018377.6
OG0011589	ENSMUSG00000021751.13	ENSPTRG00000015061.6
OG0011590	ENSMUSG00000032263.14	ENSPTRG00000018372.6
OG0011591	ENSMUSG00000038379.15	ENSPTRG00000018371.5
OG0011592	ENSMUSG00000032262.13	ENSPTRG00000043548.1
OG0011593	ENSMUSG00000066456.14	ENSPTRG00000018366.6
OG0011595	ENSMUSG00000032251.12	ENSPTRG00000018363.4
OG0011596	ENSMUSG00000043289.12	ENSPTRG00000044078.1
OG0011597	ENSMUSG00000032602.6	ENSPTRG00000014900.4
OG0011598	ENSMUSG00000064145.12	ENSPTRG00000014902.6
OG0011599	ENSMUSG00000006675.10	ENSPTRG00000014903.6
OG0011600	ENSMUSG00000066357.6	ENSPTRG00000014905.6
OG0011601	ENSMUSG00000019039.14	ENSPTRG00000043430.1
OG0011602	ENSMUSG00000032332.17	ENSPTRG00000018351.7
OG0011603	ENSMUSG00000006673.14	ENSPTRG00000023070.5
OG0011604	ENSMUSG00000019868.16	ENSPTRG00000018662.7
OG0011605	ENSMUSG00000039116.7	ENSPTRG00000018663.6
OG0011606	ENSMUSG00000015501.10	ENSPTRG00000018665.4
OG0011607	ENSMUSG00000019808.8	ENSPTRG00000018669.6
OG0011608	ENSMUSG00000019809.16	ENSPTRG00000018670.6
OG0011609	ENSMUSG00000019984.16	ENSPTRG00000018601.6
OG0011610	ENSMUSG00000049305.6	ENSPTRG00000014913.4
OG0011611	ENSMUSG00000025261.18	ENSPTRG00000021930.6
OG0011612	ENSMUSG00000091537.2	ENSPTRG00000041769.2
OG0011613	ENSMUSG00000034269.12	ENSPTRG00000014586.6
OG0011614	ENSMUSG00000030269.14	ENSPTRG00000023231.4
OG0011615	ENSMUSG00000030271.14	ENSPTRG00000014593.7
OG0011616	ENSMUSG00000039232.12	ENSPTRG00000052377.1
