Orthogroup	M_musculus.pep	G_gallus.pep
OG0009588	ENSMUSG00000044156.14	ENSGALG00000009482.8
OG0009589	ENSMUSG00000030750.13	ENSGALG00000006307.7
OG0009590	ENSMUSG00000027881.14	ENSGALG00000001972.6
OG0009591	ENSMUSG00000041974.10	ENSGALG00000015226.6
OG0009592	ENSMUSG00000030745.9	ENSGALG00000006318.3
OG0009593	ENSMUSG00000006589.8	ENSGALG00000031000.3
OG0009594	ENSMUSG00000019027.8	ENSGALG00000004297.8
OG0009595	ENSMUSG00000001376.17	ENSGALG00000009500.6
OG0009596	ENSMUSG00000006585.3	ENSGALG00000013784.6
OG0009597	ENSMUSG00000020639.14	ENSGALG00000019866.5
OG0009598	ENSMUSG00000024122.16	ENSGALG00000006418.6
OG0009599	ENSMUSG00000048230.6	ENSGALG00000038940.3
OG0009600	ENSMUSG00000042744.16	ENSGALG00000032685.2
OG0009601	ENSMUSG00000070565.11	ENSGALG00000004323.6
OG0009602	ENSMUSG00000021279.5	ENSGALG00000011432.6
OG0009603	ENSMUSG00000023000.5	ENSGALG00000031707.2
OG0009604	ENSMUSG00000027663.12	ENSGALG00000040948.2
OG0009605	ENSMUSG00000034371.9	ENSGALG00000037854.2
OG0009607	ENSMUSG00000037857.16	ENSGALG00000004042.6
OG0009608	ENSMUSG00000052981.6	ENSGALG00000032975.2
OG0009609	ENSMUSG00000026594.14	ENSGALG00000004273.5
OG0009610	ENSMUSG00000021598.9	ENSGALG00000028336.3
OG0009611	ENSMUSG00000020817.16	ENSGALG00000001737.7
OG0009612	ENSMUSG00000034525.7	ENSGALG00000035050.3
OG0009613	ENSMUSG00000024666.6	ENSGALG00000029480.3
OG0009614	ENSMUSG00000015120.15	ENSGALG00000006428.6
OG0009615	ENSMUSG00000027699.19	ENSGALG00000009157.6
OG0009616	ENSMUSG00000011877.13	ENSGALG00000023703.4
OG0009617	ENSMUSG00000033557.17	ENSGALG00000004227.3
OG0009619	ENSMUSG00000052428.10	ENSGALG00000033460.3
OG0009620	ENSMUSG00000021277.16	ENSGALG00000011389.6
OG0009622	ENSMUSG00000026596.13	ENSGALG00000030357.2
OG0009623	ENSMUSG00000090291.3	ENSGALG00000045169.2
OG0009624	ENSMUSG00000030275.6	ENSGALG00000013205.7
OG0009625	ENSMUSG00000023279.7	ENSGALG00000004742.4
OG0009627	ENSMUSG00000024743.16	ENSGALG00000043139.2
OG0009628	ENSMUSG00000045215.17	ENSGALG00000015196.7
OG0009629	ENSMUSG00000060519.11	ENSGALG00000004216.6
OG0009630	ENSMUSG00000037904.14	ENSGALG00000011376.6
OG0009631	ENSMUSG00000039304.11	ENSGALG00000009179.6
OG0009632	ENSMUSG00000024306.13	ENSGALG00000019484.6
OG0009633	ENSMUSG00000026600.12	ENSGALG00000004205.6
OG0009634	ENSMUSG00000051136.1	ENSGALG00000027947.4
OG0009635	ENSMUSG00000021275.16	ENSGALG00000011373.6
OG0009636	ENSMUSG00000026601.14	ENSGALG00000004173.8
OG0009637	ENSMUSG00000060568.14	ENSGALG00000003035.4
OG0009638	ENSMUSG00000025352.6	ENSGALG00000036806.2
OG0009639	ENSMUSG00000026602.9	ENSGALG00000004163.6
OG0009640	ENSMUSG00000042680.8	ENSGALG00000015181.7
OG0009641	ENSMUSG00000042190.12	ENSGALG00000035182.2
OG0009642	ENSMUSG00000038722.17	ENSGALG00000004705.7
OG0009643	ENSMUSG00000026687.14	ENSGALG00000003495.7
OG0009644	ENSMUSG00000039286.12	ENSGALG00000009222.6
OG0009646	ENSMUSG00000036098.15	ENSGALG00000041253.2
OG0009647	ENSMUSG00000041671.13	ENSGALG00000013173.6
OG0009648	ENSMUSG00000029625.16	ENSGALG00000004714.6
OG0009649	ENSMUSG00000064030.15	ENSGALG00000046169.2
OG0009650	ENSMUSG00000027695.16	ENSGALG00000009252.8
OG0009651	ENSMUSG00000025357.8	ENSGALG00000038110.2
OG0009652	ENSMUSG00000050944.14	ENSGALG00000040942.2
OG0009653	ENSMUSG00000074797.11	ENSGALG00000003250.7
OG0009655	ENSMUSG00000020840.10	ENSGALG00000004259.6
OG0009657	ENSMUSG00000056124.5	ENSGALG00000015151.5
OG0009659	ENSMUSG00000044393.15	ENSGALG00000015142.6
OG0009660	ENSMUSG00000049858.8	ENSGALG00000035993.2
OG0009661	ENSMUSG00000002578.18	ENSGALG00000035734.2
OG0009662	ENSMUSG00000015189.12	ENSGALG00000009653.7
OG0009663	ENSMUSG00000020839.16	ENSGALG00000004262.6
OG0009664	ENSMUSG00000026585.13	ENSGALG00000021047.6
OG0009665	ENSMUSG00000069072.9	ENSGALG00000009349.6
OG0009666	ENSMUSG00000004631.15	ENSGALG00000009670.6
OG0009667	ENSMUSG00000018166.8	ENSGALG00000033510.3
OG0009668	ENSMUSG00000032827.15	ENSGALG00000009686.5
OG0009669	ENSMUSG00000024665.8	ENSGALG00000007178.6
OG0009670	ENSMUSG00000042607.15	ENSGALG00000009691.7
OG0009672	ENSMUSG00000037418.6	ENSGALG00000007217.6
OG0009673	ENSMUSG00000027706.8	ENSGALG00000009379.6
OG0009674	ENSMUSG00000050578.10	ENSGALG00000017183.6
OG0009675	ENSMUSG00000027425.18	ENSGALG00000008707.6
OG0009676	ENSMUSG00000051860.13	ENSGALG00000009383.5
OG0009677	ENSMUSG00000074653.10	ENSGALG00000023616.5
OG0009679	ENSMUSG00000031861.16	ENSGALG00000042767.3
OG0009680	ENSMUSG00000031860.17	ENSGALG00000034076.3
OG0009681	ENSMUSG00000027635.15	ENSGALG00000035406.3
OG0009682	ENSMUSG00000051375.15	ENSGALG00000002553.6
OG0009683	ENSMUSG00000029755.10	ENSGALG00000009129.6
OG0009684	ENSMUSG00000041741.10	ENSGALG00000013143.6
OG0009685	ENSMUSG00000031813.8	ENSGALG00000042661.3
OG0009686	ENSMUSG00000031862.11	ENSGALG00000032815.3
OG0009687	ENSMUSG00000022766.14	ENSGALG00000039239.2
OG0009688	ENSMUSG00000024451.9	ENSGALG00000002562.5
OG0009689	ENSMUSG00000041774.16	ENSGALG00000029198.2
OG0009690	ENSMUSG00000022779.16	ENSGALG00000030051.3
OG0009691	ENSMUSG00000027834.15	ENSGALG00000009470.7
OG0009692	ENSMUSG00000044024.16	ENSGALG00000026638.4
OG0009693	ENSMUSG00000042447.13	ENSGALG00000010699.6
OG0009694	ENSMUSG00000026181.13	ENSGALG00000039121.3
OG0009695	ENSMUSG00000107705.1, ENSMUSG00000089862.8	ENSGALG00000023189.4
OG0009696	ENSMUSG00000029638.17	ENSGALG00000035239.2
OG0009697	ENSMUSG00000062995.12	ENSGALG00000010708.7
OG0009698	ENSMUSG00000022771.17	ENSGALG00000042052.2
OG0009699	ENSMUSG00000034151.13	ENSGALG00000028207.4
OG0009700	ENSMUSG00000022792.16	ENSGALG00000012919.6
OG0009701	ENSMUSG00000048304.8	ENSGALG00000042159.2
OG0009702	ENSMUSG00000035964.8	ENSGALG00000021620.5
OG0009703	ENSMUSG00000008496.19	ENSGALG00000053954.1
OG0009705	ENSMUSG00000000028.15	ENSGALG00000001616.6
OG0009706	ENSMUSG00000017830.15	ENSGALG00000023821.4
OG0009707	ENSMUSG00000022788.16	ENSGALG00000012932.6
OG0009708	ENSMUSG00000027788.6	ENSGALG00000026305.3
OG0009709	ENSMUSG00000039958.17	ENSGALG00000027056.3
OG0009710	ENSMUSG00000043461.13	ENSGALG00000027494.3
OG0009711	ENSMUSG00000050761.4	ENSGALG00000021529.4
OG0009713	ENSMUSG00000027784.10	ENSGALG00000052162.1
OG0009714	ENSMUSG00000030309.16	ENSGALG00000012947.7
OG0009715	ENSMUSG00000098207.1	ENSGALG00000043623.2
OG0009718	ENSMUSG00000037995.15	ENSGALG00000031193.2
OG0009719	ENSMUSG00000050103.18	ENSGALG00000010792.6
OG0009720	ENSMUSG00000034317.14	ENSGALG00000023571.3
OG0009721	ENSMUSG00000030306.14	ENSGALG00000012956.7
OG0009722	ENSMUSG00000034349.14	ENSGALG00000009553.7
OG0009723	ENSMUSG00000020547.5	ENSGALG00000010809.7
OG0009725	ENSMUSG00000020577.17	ENSGALG00000027240.4
OG0009726	ENSMUSG00000027775.9	ENSGALG00000009593.6
OG0009727	ENSMUSG00000020581.11	ENSGALG00000010825.6
OG0009728	ENSMUSG00000049404.7	ENSGALG00000009594.6
OG0009729	ENSMUSG00000027774.16	ENSGALG00000009634.7
OG0009730	ENSMUSG00000047557.2	ENSGALG00000009651.7
OG0009731	ENSMUSG00000020590.16	ENSGALG00000010840.6
OG0009732	ENSMUSG00000034544.17	ENSGALG00000009669.6
OG0009733	ENSMUSG00000027832.5	ENSGALG00000028284.4
OG0009734	ENSMUSG00000027829.15	ENSGALG00000009699.6
OG0009735	ENSMUSG00000034640.9	ENSGALG00000010256.7
OG0009736	ENSMUSG00000027828.12	ENSGALG00000028683.3
OG0009737	ENSMUSG00000030180.15	ENSGALG00000012986.6
OG0009738	ENSMUSG00000046518.3	ENSGALG00000010862.4
OG0009739	ENSMUSG00000020561.8	ENSGALG00000010863.6
OG0009740	ENSMUSG00000048004.15	ENSGALG00000010865.6
OG0009741	ENSMUSG00000001383.9	ENSGALG00000041746.2
OG0009742	ENSMUSG00000027823.9	ENSGALG00000010284.6
OG0009743	ENSMUSG00000048581.12	ENSGALG00000026293.4
OG0009744	ENSMUSG00000036834.16	ENSGALG00000010312.6
OG0009745	ENSMUSG00000006850.8	ENSGALG00000037776.3
OG0009746	ENSMUSG00000030019.6	ENSGALG00000032159.2
OG0009747	ENSMUSG00000117679.1	ENSGALG00000001132.6
OG0009748	ENSMUSG00000021175.15	ENSGALG00000035978.3
OG0009749	ENSMUSG00000006050.12	ENSGALG00000040453.2
OG0009750	ENSMUSG00000043441.5	ENSGALG00000010337.4
OG0009751	ENSMUSG00000027770.5	ENSGALG00000043082.2
OG0009752	ENSMUSG00000028986.12	ENSGALG00000010938.6
OG0009753	ENSMUSG00000027765.6	ENSGALG00000010357.6
OG0009754	ENSMUSG00000029816.10	ENSGALG00000010949.6
OG0009755	ENSMUSG00000027761.4	ENSGALG00000010364.6
OG0009756	ENSMUSG00000029190.19	ENSGALG00000015538.6
OG0009757	ENSMUSG00000043850.15	ENSGALG00000010384.4
OG0009758	ENSMUSG00000038388.14	ENSGALG00000010988.6
OG0009759	ENSMUSG00000029196.9	ENSGALG00000015547.6
OG0009760	ENSMUSG00000029198.3	ENSGALG00000015549.5
OG0009761	ENSMUSG00000029821.15	ENSGALG00000010997.6
OG0009762	ENSMUSG00000029093.14	ENSGALG00000015554.6
OG0009763	ENSMUSG00000029822.15	ENSGALG00000011007.6
OG0009764	ENSMUSG00000029828.4	ENSGALG00000011021.7
OG0009766	ENSMUSG00000074736.10	ENSGALG00000039587.3
OG0009767	ENSMUSG00000038301.15	ENSGALG00000011046.7
OG0009768	ENSMUSG00000036513.15	ENSGALG00000028001.4
OG0009769	ENSMUSG00000023940.14	ENSGALG00000011281.6
OG0009770	ENSMUSG00000027803.14	ENSGALG00000010412.6
OG0009771	ENSMUSG00000002728.14	ENSGALG00000012587.7
OG0009772	ENSMUSG00000044957.3	ENSGALG00000044362.2
OG0009773	ENSMUSG00000002897.5	ENSGALG00000033887.2
OG0009774	ENSMUSG00000001767.5	ENSGALG00000008429.6
OG0009775	ENSMUSG00000023931.5	ENSGALG00000011267.6
OG0009776	ENSMUSG00000035580.10	ENSGALG00000011262.5
OG0009777	ENSMUSG00000071226.11	ENSGALG00000013034.6
OG0009778	ENSMUSG00000037110.20	ENSGALG00000044730.2
OG0009779	ENSMUSG00000074749.10	ENSGALG00000008386.6
OG0009780	ENSMUSG00000009112.4	ENSGALG00000013037.6
OG0009781	ENSMUSG00000021906.14	ENSGALG00000011239.7
OG0009782	ENSMUSG00000021905.14	ENSGALG00000011237.6
OG0009783	ENSMUSG00000045414.7	ENSGALG00000002347.6
OG0009784	ENSMUSG00000014496.8	ENSGALG00000011226.6
OG0009785	ENSMUSG00000051586.17	ENSGALG00000013042.6
OG0009786	ENSMUSG00000037034.16	ENSGALG00000039040.2
OG0009787	ENSMUSG00000027435.8	ENSGALG00000008359.5
OG0009788	ENSMUSG00000021900.10	ENSGALG00000011216.5
OG0009789	ENSMUSG00000015354.8	ENSGALG00000002623.6
OG0009790	ENSMUSG00000038074.16	ENSGALG00000011181.6
OG0009791	ENSMUSG00000019124.10	ENSGALG00000011176.7
OG0009792	ENSMUSG00000034617.7	ENSGALG00000039424.2
OG0009793	ENSMUSG00000086040.8	ENSGALG00000011170.6
OG0009794	ENSMUSG00000066235.7	ENSGALG00000011518.2
OG0009795	ENSMUSG00000038233.10	ENSGALG00000037533.3
OG0009796	ENSMUSG00000038871.5	ENSGALG00000013069.7
OG0009797	ENSMUSG00000032409.15	ENSGALG00000002663.6
OG0009798	ENSMUSG00000041608.8	ENSGALG00000030493.3
OG0009799	ENSMUSG00000021532.11	ENSGALG00000033521.2
OG0009800	ENSMUSG00000038058.14	ENSGALG00000036807.2
OG0009801	ENSMUSG00000021891.8	ENSGALG00000040665.3
OG0009802	ENSMUSG00000030222.13	ENSGALG00000028186.4
OG0009803	ENSMUSG00000021892.14	ENSGALG00000039337.3
OG0009804	ENSMUSG00000021595.18	ENSGALG00000013064.6
OG0009805	ENSMUSG00000032413.12	ENSGALG00000002850.6
OG0009806	ENSMUSG00000040433.16	ENSGALG00000036543.2
OG0009807	ENSMUSG00000026220.6	ENSGALG00000002897.7
OG0009808	ENSMUSG00000032571.14	ENSGALG00000040917.3
OG0009809	ENSMUSG00000045658.16	ENSGALG00000002963.5
OG0009810	ENSMUSG00000026163.17	ENSGALG00000002974.7
OG0009811	ENSMUSG00000042599.8	ENSGALG00000035108.3
OG0009812	ENSMUSG00000053161.16	ENSGALG00000002992.6
OG0009813	ENSMUSG00000026248.9	ENSGALG00000003067.7
OG0009814	ENSMUSG00000038456.9	ENSGALG00000012857.6
OG0009815	ENSMUSG00000032567.16	ENSGALG00000036171.2
OG0009816	ENSMUSG00000090150.10	ENSGALG00000035949.2
OG0009817	ENSMUSG00000032557.13	ENSGALG00000032382.2
OG0009818	ENSMUSG00000026142.15	ENSGALG00000004957.7
OG0009819	ENSMUSG00000061436.15	ENSGALG00000012792.6
OG0009820	ENSMUSG00000054414.4	ENSGALG00000020879.4
OG0009821	ENSMUSG00000029925.13	ENSGALG00000012791.6
OG0009822	ENSMUSG00000027963.14	ENSGALG00000051438.1
OG0009823	ENSMUSG00000068696.6	ENSGALG00000005252.6
OG0009824	ENSMUSG00000000339.14	ENSGALG00000005277.5
OG0009825	ENSMUSG00000032498.9	ENSGALG00000039169.2
OG0009826	ENSMUSG00000027961.7	ENSGALG00000005284.7
OG0009827	ENSMUSG00000004364.14	ENSGALG00000005108.6
OG0009828	ENSMUSG00000032497.19	ENSGALG00000033102.2
OG0009829	ENSMUSG00000043230.2	ENSGALG00000005118.6
OG0009830	ENSMUSG00000035311.16	ENSGALG00000012763.6
OG0009831	ENSMUSG00000073643.11	ENSGALG00000005158.5
OG0009832	ENSMUSG00000047330.8	ENSGALG00000031350.2
OG0009833	ENSMUSG00000035365.15	ENSGALG00000012756.7
OG0009834	ENSMUSG00000035383.7	ENSGALG00000012757.6
OG0009835	ENSMUSG00000032883.15	ENSGALG00000005206.6
OG0009836	ENSMUSG00000012187.13	ENSGALG00000005217.7
OG0009837	ENSMUSG00000020051.17	ENSGALG00000012754.6
OG0009838	ENSMUSG00000026245.16	ENSGALG00000005236.7
OG0009839	ENSMUSG00000063406.11	ENSGALG00000005904.5
OG0009840	ENSMUSG00000056531.11	ENSGALG00000005889.7
OG0009841	ENSMUSG00000035459.18	ENSGALG00000039245.2
OG0009842	ENSMUSG00000029265.4	ENSGALG00000005858.5
OG0009843	ENSMUSG00000035919.16	ENSGALG00000031650.3
OG0009844	ENSMUSG00000031963.8	ENSGALG00000029811.2
OG0009845	ENSMUSG00000028121.8	ENSGALG00000005782.6
OG0009846	ENSMUSG00000031965.15	ENSGALG00000032097.2
OG0009847	ENSMUSG00000008429.8	ENSGALG00000040364.2
OG0009848	ENSMUSG00000032452.12	ENSGALG00000037387.2
OG0009849	ENSMUSG00000046402.10	ENSGALG00000037875.2
OG0009850	ENSMUSG00000028125.14	ENSGALG00000005752.6
OG0009851	ENSMUSG00000036411.10	ENSGALG00000036301.2
OG0009852	ENSMUSG00000020251.13	ENSGALG00000034078.3
OG0009853	ENSMUSG00000032458.6	ENSGALG00000005357.7
OG0009854	ENSMUSG00000036777.8	ENSGALG00000043642.2
OG0009855	ENSMUSG00000020246.13	ENSGALG00000029616.2
OG0009856	ENSMUSG00000021322.8	ENSGALG00000035505.2
OG0009857	ENSMUSG00000034612.7	ENSGALG00000030607.2
OG0009858	ENSMUSG00000039831.16	ENSGALG00000005683.6
OG0009859	ENSMUSG00000021319.7	ENSGALG00000031997.2
OG0009860	ENSMUSG00000020255.8	ENSGALG00000012694.7
OG0009861	ENSMUSG00000002808.7	ENSGALG00000042063.2
OG0009862	ENSMUSG00000021314.13	ENSGALG00000032958.2
OG0009863	ENSMUSG00000020263.14	ENSGALG00000027122.3
OG0009864	ENSMUSG00000028128.13	ENSGALG00000005619.6
OG0009865	ENSMUSG00000041236.8	ENSGALG00000031635.2
OG0009866	ENSMUSG00000034220.7	ENSGALG00000040316.2
OG0009867	ENSMUSG00000053931.11	ENSGALG00000005597.7
OG0009868	ENSMUSG00000046841.5	ENSGALG00000012659.7
OG0009869	ENSMUSG00000034212.14	ENSGALG00000033920.2
OG0009870	ENSMUSG00000039887.11	ENSGALG00000005583.7
OG0009871	ENSMUSG00000034159.12	ENSGALG00000006044.5
OG0009872	ENSMUSG00000034453.8	ENSGALG00000012655.7
OG0009873	ENSMUSG00000028133.17	ENSGALG00000038421.3
OG0009874	ENSMUSG00000020037.15	ENSGALG00000012647.7
OG0009875	ENSMUSG00000041324.14	ENSGALG00000034616.3
OG0009876	ENSMUSG00000025949.16	ENSGALG00000008842.6
OG0009877	ENSMUSG00000035620.15	ENSGALG00000029484.3
OG0009878	ENSMUSG00000021318.15	ENSGALG00000040266.2
OG0009879	ENSMUSG00000049038.3	ENSGALG00000012639.6
OG0009880	ENSMUSG00000039182.6	ENSGALG00000040161.2
OG0009881	ENSMUSG00000020262.15	ENSGALG00000007527.7
OG0009882	ENSMUSG00000035529.10	ENSGALG00000012619.6
OG0009883	ENSMUSG00000033308.16	ENSGALG00000005509.6
OG0009885	ENSMUSG00000035455.12	ENSGALG00000026363.4
OG0009886	ENSMUSG00000001999.15	ENSGALG00000031786.2
OG0009887	ENSMUSG00000044667.12	ENSGALG00000025896.3
OG0009888	ENSMUSG00000001786.14	ENSGALG00000012569.6
OG0009889	ENSMUSG00000034066.13	ENSGALG00000005788.6
OG0009890	ENSMUSG00000029270.10	ENSGALG00000005918.6
OG0009891	ENSMUSG00000005410.6	ENSGALG00000012546.6
OG0009892	ENSMUSG00000026278.14	ENSGALG00000005772.6
OG0009893	ENSMUSG00000034472.13	ENSGALG00000012542.6
OG0009894	ENSMUSG00000026281.15	ENSGALG00000006305.7
OG0009895	ENSMUSG00000073609.9	ENSGALG00000039535.2
OG0009896	ENSMUSG00000079625.2	ENSGALG00000006375.6
OG0009897	ENSMUSG00000029276.13	ENSGALG00000005959.6
OG0009898	ENSMUSG00000021102.4	ENSGALG00000011079.4
OG0009899	ENSMUSG00000053774.9	ENSGALG00000006385.6
OG0009900	ENSMUSG00000089798.10	ENSGALG00000023490.4
OG0009901	ENSMUSG00000022787.10	ENSGALG00000006395.6
OG0009902	ENSMUSG00000035764.5	ENSGALG00000053490.1
OG0009903	ENSMUSG00000052384.14	ENSGALG00000006402.6
OG0009904	ENSMUSG00000035790.15	ENSGALG00000006405.6
OG0009905	ENSMUSG00000029287.14	ENSGALG00000006038.7
OG0009906	ENSMUSG00000043410.16	ENSGALG00000050568.1
OG0009907	ENSMUSG00000050830.17	ENSGALG00000013081.7
OG0009908	ENSMUSG00000049606.16	ENSGALG00000034253.3
OG0009909	ENSMUSG00000029290.12	ENSGALG00000006113.6
OG0009910	ENSMUSG00000018654.17	ENSGALG00000013086.6
OG0009911	ENSMUSG00000046079.16	ENSGALG00000020805.2
OG0009912	ENSMUSG00000054720.12	ENSGALG00000006170.7
OG0009913	ENSMUSG00000028271.9	ENSGALG00000006205.7
OG0009914	ENSMUSG00000032547.12	ENSGALG00000006488.6
OG0009915	ENSMUSG00000032531.15	ENSGALG00000054723.1
OG0009916	ENSMUSG00000034152.6	ENSGALG00000013397.7
OG0009917	ENSMUSG00000037784.14	ENSGALG00000006597.6
OG0009918	ENSMUSG00000016637.7	ENSGALG00000042990.2
OG0009919	ENSMUSG00000037062.13	ENSGALG00000006284.7
OG0009920	ENSMUSG00000032473.13	ENSGALG00000006593.5
OG0009921	ENSMUSG00000033501.5	ENSGALG00000006574.6
OG0009922	ENSMUSG00000004460.17	ENSGALG00000006564.7
OG0009923	ENSMUSG00000028343.10	ENSGALG00000013452.6
OG0009924	ENSMUSG00000092116.1	ENSGALG00000013569.6
OG0009925	ENSMUSG00000039740.6	ENSGALG00000013573.5
OG0009926	ENSMUSG00000068227.9	ENSGALG00000012472.5
OG0009927	ENSMUSG00000028476.13	ENSGALG00000036829.2
OG0009928	ENSMUSG00000043460.7	ENSGALG00000012446.5
OG0009929	ENSMUSG00000009293.17	ENSGALG00000005667.7
OG0009930	ENSMUSG00000116069.1, ENSMUSG00000022436.16	ENSGALG00000012422.6
OG0009931	ENSMUSG00000036123.8	ENSGALG00000039738.2
OG0009932	ENSMUSG00000013089.15	ENSGALG00000005768.6
OG0009933	ENSMUSG00000028528.17	ENSGALG00000011041.6
OG0009935	ENSMUSG00000022426.6	ENSGALG00000041766.2
OG0009936	ENSMUSG00000026526.14	ENSGALG00000013165.6
OG0009937	ENSMUSG00000042535.9	ENSGALG00000030783.3
OG0009938	ENSMUSG00000028530.14	ENSGALG00000011031.6
OG0009939	ENSMUSG00000028419.5	ENSGALG00000013160.5
OG0009940	ENSMUSG00000046010.7	ENSGALG00000013156.6
OG0009941	ENSMUSG00000033618.7	ENSGALG00000006655.6
OG0009942	ENSMUSG00000022853.7	ENSGALG00000053254.1
OG0009943	ENSMUSG00000028532.14	ENSGALG00000011024.6
OG0009944	ENSMUSG00000033653.18	ENSGALG00000006704.6
OG0009945	ENSMUSG00000053411.16	ENSGALG00000041236.2
OG0009947	ENSMUSG00000035305.5	ENSGALG00000011019.5
OG0009948	ENSMUSG00000000489.7	ENSGALG00000012178.5
OG0009949	ENSMUSG00000070287.3	ENSGALG00000040031.3
OG0009950	ENSMUSG00000032527.13	ENSGALG00000037238.3
OG0009951	ENSMUSG00000045589.7	ENSGALG00000025792.3
OG0009952	ENSMUSG00000042428.6	ENSGALG00000036743.3
OG0009953	ENSMUSG00000022412.14	ENSGALG00000012144.6
OG0009954	ENSMUSG00000029253.12	ENSGALG00000011683.6
OG0009955	ENSMUSG00000035898.13	ENSGALG00000011762.6
OG0009957	ENSMUSG00000022408.7	ENSGALG00000045936.2
OG0009958	ENSMUSG00000028553.12	ENSGALG00000010978.7
OG0009959	ENSMUSG00000028560.11	ENSGALG00000010957.7
OG0009960	ENSMUSG00000035407.8	ENSGALG00000010953.6
OG0009961	ENSMUSG00000061859.17	ENSGALG00000010934.6
OG0009962	ENSMUSG00000042303.19	ENSGALG00000012033.6
OG0009963	ENSMUSG00000031864.16	ENSGALG00000010130.5
OG0009964	ENSMUSG00000036356.15	ENSGALG00000010125.6
OG0009965	ENSMUSG00000026308.8	ENSGALG00000006260.6
OG0009966	ENSMUSG00000028572.13	ENSGALG00000010889.4
OG0009967	ENSMUSG00000022400.9	ENSGALG00000011993.6
OG0009968	ENSMUSG00000028573.18	ENSGALG00000010879.7
OG0009969	ENSMUSG00000035069.3	ENSGALG00000010861.7
OG0009970	ENSMUSG00000029405.16	ENSGALG00000010882.7
OG0009971	ENSMUSG00000029656.13	ENSGALG00000010853.7
OG0009972	ENSMUSG00000022394.14	ENSGALG00000011976.4
OG0009973	ENSMUSG00000035031.15	ENSGALG00000010850.6
OG0009974	ENSMUSG00000034981.9	ENSGALG00000010268.6
OG0009975	ENSMUSG00000079436.3	ENSGALG00000001490.6
OG0009976	ENSMUSG00000028518.8	ENSGALG00000010826.6
OG0009977	ENSMUSG00000028517.8	ENSGALG00000010818.5
OG0009978	ENSMUSG00000026259.14	ENSGALG00000036327.3
OG0009979	ENSMUSG00000031668.14	ENSGALG00000015958.6
OG0009980	ENSMUSG00000061360.8	ENSGALG00000011953.6
OG0009981	ENSMUSG00000025418.7	ENSGALG00000043998.2
OG0009982	ENSMUSG00000035505.14	ENSGALG00000011626.6
OG0009983	ENSMUSG00000034926.3	ENSGALG00000010798.6
OG0009984	ENSMUSG00000042109.8	ENSGALG00000030101.2
OG0009985	ENSMUSG00000022474.15	ENSGALG00000038599.2
OG0009986	ENSMUSG00000021537.9	ENSGALG00000014648.6
OG0009987	ENSMUSG00000043572.7	ENSGALG00000010789.6
OG0009988	ENSMUSG00000029376.8	ENSGALG00000010855.6
OG0009989	ENSMUSG00000022463.8	ENSGALG00000041687.2
OG0009990	ENSMUSG00000029377.5	ENSGALG00000010864.6
OG0009991	ENSMUSG00000029378.5	ENSGALG00000010866.5
OG0009992	ENSMUSG00000002222.14	ENSGALG00000015815.7
OG0009993	ENSMUSG00000028621.17	ENSGALG00000010758.7
OG0009994	ENSMUSG00000052852.8	ENSGALG00000050058.1
OG0009995	ENSMUSG00000052962.3	ENSGALG00000022950.4
OG0009996	ENSMUSG00000028619.15	ENSGALG00000010749.6
OG0009997	ENSMUSG00000063884.6	ENSGALG00000015773.7
OG0009998	ENSMUSG00000028617.10	ENSGALG00000010743.5
OG0009999	ENSMUSG00000049553.11	ENSGALG00000038160.2
OG0010000	ENSMUSG00000042770.8	ENSGALG00000011798.4
OG0010001	ENSMUSG00000052229.5	ENSGALG00000050460.1
OG0010002	ENSMUSG00000024400.16	ENSGALG00000052210.1
OG0010003	ENSMUSG00000030204.10	ENSGALG00000011794.4
OG0010004	ENSMUSG00000068747.14	ENSGALG00000033572.2
OG0010005	ENSMUSG00000024258.4	ENSGALG00000002057.5
OG0010006	ENSMUSG00000090698.2	ENSGALG00000053511.1
OG0010007	ENSMUSG00000024260.14	ENSGALG00000002070.7
OG0010009	ENSMUSG00000020700.11	ENSGALG00000000525.6
OG0010010	ENSMUSG00000030219.13	ENSGALG00000011739.7
OG0010011	ENSMUSG00000001901.15	ENSGALG00000000505.7
OG0010012	ENSMUSG00000037503.12	ENSGALG00000002172.6
OG0010013	ENSMUSG00000027889.17	ENSGALG00000034009.2
OG0010014	ENSMUSG00000029848.11	ENSGALG00000011722.7
OG0010015	ENSMUSG00000043008.9	ENSGALG00000002263.6
OG0010016	ENSMUSG00000062901.3	ENSGALG00000002277.6
OG0010017	ENSMUSG00000053580.16	ENSGALG00000000478.6
OG0010018	ENSMUSG00000038759.15	ENSGALG00000011662.7
OG0010019	ENSMUSG00000047067.7	ENSGALG00000000399.5
OG0010020	ENSMUSG00000020695.14	ENSGALG00000000461.7
OG0010021	ENSMUSG00000025008.15	ENSGALG00000010517.7
OG0010022	ENSMUSG00000040600.9	ENSGALG00000046687.1
OG0010023	ENSMUSG00000014599.10	ENSGALG00000033854.3
OG0010024	ENSMUSG00000034931.15	ENSGALG00000032305.2
