Orthogroup	M_musculus.pep	N_naja.pep
OG0009515	ENSMUSG00000026715.12	Nana15261-RA
OG0009516	ENSMUSG00000000276.11	Nana09963-RA
OG0009518	ENSMUSG00000026942.13	Nana36740-RA
OG0009519	ENSMUSG00000024759.14	Nana35958-RB, Nana35958-RA
OG0009520	ENSMUSG00000033983.14	Nana09959-RA
OG0009521	ENSMUSG00000046480.6	Nana29069-RA
OG0009522	ENSMUSG00000018999.14	Nana27822-RB
OG0009523	ENSMUSG00000027350.8	Nana02731-RA
OG0009524	ENSMUSG00000042747.12	Nana36043-RA
OG0009526	ENSMUSG00000037722.8	Nana05922-RA
OG0009528	ENSMUSG00000024732.7	Nana04142-RA
OG0009529	ENSMUSG00000032624.16	Nana01048-RA
OG0009530	ENSMUSG00000026753.5	Nana36977-RA
OG0009531	ENSMUSG00000024791.10	Nana35820-RA
OG0009532	ENSMUSG00000037697.19	Nana05925-RA
OG0009533	ENSMUSG00000035498.10	Nana22212-RA
OG0009534	ENSMUSG00000025784.5	Nana22215-RA
OG0009535	ENSMUSG00000075227.6	Nana35813-RA
OG0009536	ENSMUSG00000055053.18	Nana06152-RA
OG0009537	ENSMUSG00000039543.16	Nana33959-RA
OG0009538	ENSMUSG00000025235.8	Nana33048-RA
OG0009539	ENSMUSG00000024493.9	Nana09000-RA
OG0009540	ENSMUSG00000021815.4	Nana33958-RA
OG0009541	ENSMUSG00000026725.17	Nana15255-RA
OG0009542	ENSMUSG00000025234.11	Nana33050-RC, Nana33050-RB
OG0009543	ENSMUSG00000027674.16	Nana20664-RA
OG0009544	ENSMUSG00000015829.13	Nana15253-RA
OG0009545	ENSMUSG00000040296.15	Nana11430-RB, Nana11430-RA
OG0009546	ENSMUSG00000045613.9	Nana27449-RA
OG0009547	ENSMUSG00000056900.13	Nana20663-RA
OG0009548	ENSMUSG00000003379.7	Nana30641-RA, Nana30641-RB
OG0009549	ENSMUSG00000040367.2	Nana21437-RA
OG0009550	ENSMUSG00000073856.11	Nana34176-RA
OG0009551	ENSMUSG00000071014.10	Nana11427-RA
OG0009552	ENSMUSG00000090247.7	Nana09932-RA
OG0009553	ENSMUSG00000002205.16	Nana34030-RA
OG0009554	ENSMUSG00000060950.12	Nana05724-RA
OG0009555	ENSMUSG00000038668.14	Nana11423-RA
OG0009556	ENSMUSG00000031130.3	Nana32585-RA
OG0009557	ENSMUSG00000040782.12	Nana15249-RA
OG0009558	ENSMUSG00000022676.7	Nana16297-RA
OG0009559	ENSMUSG00000000094.12	Nana00230-RA
OG0009560	ENSMUSG00000019178.17	Nana00529-RC
OG0009561	ENSMUSG00000032705.9	Nana04945-RA
OG0009562	ENSMUSG00000040389.15	Nana14981-RA
OG0009563	ENSMUSG00000057719.11	Nana08998-RA
OG0009564	ENSMUSG00000073574.4	Nana08994-RA
OG0009565	ENSMUSG00000022673.5	Nana16289-RA
OG0009566	ENSMUSG00000029705.17	Nana00484-RA, Nana00482-RA
OG0009567	ENSMUSG00000002781.19	Nana23653-RA
OG0009568	ENSMUSG00000056671.7	Nana08992-RB, Nana08992-RA
OG0009569	ENSMUSG00000051934.5	Nana09922-RA
OG0009570	ENSMUSG00000022089.9	Nana28226-RA
OG0009571	ENSMUSG00000038009.7	Nana09920-RA
OG0009572	ENSMUSG00000040189.18	Nana23651-RA
OG0009573	ENSMUSG00000037759.6	Nana05916-RA
OG0009574	ENSMUSG00000048833.9	Nana04951-RA
OG0009575	ENSMUSG00000023484.14	Nana09913-RA
OG0009576	ENSMUSG00000073007.10	Nana32167-RA
OG0009577	ENSMUSG00000071451.10	Nana15766-RA
OG0009578	ENSMUSG00000005374.13	Nana00612-RA
OG0009579	ENSMUSG00000022672.8	Nana16287-RA
OG0009580	ENSMUSG00000066438.6	Nana04952-RA
OG0009582	ENSMUSG00000021282.17	Nana05720-RB, Nana05720-RA
OG0009583	ENSMUSG00000027882.18	Nana14974-RA
OG0009584	ENSMUSG00000021133.9	Nana04955-RA
OG0009585	ENSMUSG00000021901.10	Nana08534-RA
OG0009586	ENSMUSG00000038170.15	Nana15364-RA
OG0009587	ENSMUSG00000022280.9	Nana16680-RA
OG0009588	ENSMUSG00000044156.14	Nana21595-RA
OG0009589	ENSMUSG00000030750.13	Nana33733-RA
OG0009590	ENSMUSG00000027881.14	Nana14972-RB, Nana14972-RA
OG0009591	ENSMUSG00000041974.10	Nana16286-RA
OG0009592	ENSMUSG00000030745.9	Nana33728-RA
OG0009593	ENSMUSG00000006589.8	Nana31775-RB
OG0009594	ENSMUSG00000019027.8	Nana08532-RA
OG0009595	ENSMUSG00000001376.17	Nana21596-RA
OG0009596	ENSMUSG00000006585.3	Nana31774-RA
OG0009597	ENSMUSG00000020639.14	Nana00495-RA
OG0009598	ENSMUSG00000024122.16	Nana33725-RA
OG0009599	ENSMUSG00000048230.6	Nana16677-RA
OG0009600	ENSMUSG00000042744.16	Nana34753-RA
OG0009601	ENSMUSG00000070565.11	Nana15224-RA
OG0009602	ENSMUSG00000021279.5	Nana05708-RA
OG0009603	ENSMUSG00000023000.5	Nana09905-RA
OG0009604	ENSMUSG00000027663.12	Nana20651-RA
OG0009605	ENSMUSG00000034371.9	Nana04165-RA
OG0009607	ENSMUSG00000037857.16	Nana00119-RA
OG0009608	ENSMUSG00000052981.6	Nana15551-RA
OG0009609	ENSMUSG00000026594.14	Nana15218-RA
OG0009610	ENSMUSG00000021598.9	Nana15552-RA
OG0009611	ENSMUSG00000020817.16	Nana00497-RA
OG0009612	ENSMUSG00000034525.7	Nana15553-RA, Nana15553-RB
OG0009613	ENSMUSG00000024666.6	Nana04168-RA
OG0009614	ENSMUSG00000015120.15	Nana33722-RA
OG0009615	ENSMUSG00000027699.19	Nana20617-RA
OG0009616	ENSMUSG00000011877.13	Nana39364-RA
OG0009617	ENSMUSG00000033557.17	Nana15217-RA
OG0009618	ENSMUSG00000001983.7	Nana23744-RB, Nana23744-RA
OG0009619	ENSMUSG00000052428.10	Nana15371-RA
OG0009620	ENSMUSG00000021277.16	Nana05706-RA
OG0009621	ENSMUSG00000011114.18	Nana23743-RA
OG0009622	ENSMUSG00000026596.13	Nana15215-RA
OG0009623	ENSMUSG00000090291.3	Nana04174-RA
OG0009624	ENSMUSG00000030275.6	Nana27641-RA, Nana27641-RB
OG0009625	ENSMUSG00000023279.7	Nana32701-RA
OG0009626	ENSMUSG00000058743.6	Nana23630-RA
OG0009627	ENSMUSG00000024743.16	Nana04176-RA
OG0009628	ENSMUSG00000045215.17	Nana16270-RA
OG0009629	ENSMUSG00000060519.11	Nana15214-RA
OG0009630	ENSMUSG00000037904.14	Nana05697-RA
OG0009631	ENSMUSG00000039304.11	Nana20614-RA
OG0009632	ENSMUSG00000024306.13	Nana16264-RA
OG0009633	ENSMUSG00000026600.12	Nana15210-RA
OG0009634	ENSMUSG00000051136.1	Nana20610-RA
OG0009635	ENSMUSG00000021275.16	Nana05696-RA
OG0009636	ENSMUSG00000026601.14	Nana15209-RA
OG0009637	ENSMUSG00000060568.14	Nana15370-RA
OG0009638	ENSMUSG00000025352.6	Nana09897-RA
OG0009639	ENSMUSG00000026602.9	Nana15208-RA
OG0009640	ENSMUSG00000042680.8	Nana16256-RA
OG0009641	ENSMUSG00000042190.12	Nana34746-RA
OG0009642	ENSMUSG00000038722.17	Nana34336-RA
OG0009643	ENSMUSG00000026687.14	Nana15372-RA
OG0009644	ENSMUSG00000039286.12	Nana20609-RA
OG0009645	ENSMUSG00000025355.7	Nana09892-RA
OG0009646	ENSMUSG00000036098.15	Nana04181-RA
OG0009647	ENSMUSG00000041671.13	Nana27602-RA, Nana27602-RB
OG0009648	ENSMUSG00000029625.16	Nana34334-RA
OG0009649	ENSMUSG00000064030.15	Nana09890-RA
OG0009650	ENSMUSG00000027695.16	Nana20601-RA
OG0009651	ENSMUSG00000025357.8	Nana09888-RA
OG0009652	ENSMUSG00000050944.14	Nana38394-RA
OG0009653	ENSMUSG00000074797.11	Nana15284-RA
OG0009654	ENSMUSG00000040828.10	Nana16249-RA
OG0009655	ENSMUSG00000020840.10	Nana38467-RA
OG0009656	ENSMUSG00000006154.13	Nana23624-RA
OG0009657	ENSMUSG00000056124.5	Nana16247-RA
OG0009658	ENSMUSG00000035228.15	Nana23719-RA, Nana23719-RC
OG0009659	ENSMUSG00000044393.15	Nana16245-RA
OG0009660	ENSMUSG00000049858.8	Nana09884-RA
OG0009661	ENSMUSG00000002578.18	Nana09882-RA
OG0009662	ENSMUSG00000015189.12	Nana21611-RA
OG0009663	ENSMUSG00000020839.16	Nana00122-RA
OG0009664	ENSMUSG00000026585.13	Nana15301-RA
OG0009665	ENSMUSG00000069072.9	Nana20589-RA
OG0009666	ENSMUSG00000004631.15	Nana21612-RA
OG0009667	ENSMUSG00000018166.8	Nana09875-RA
OG0009668	ENSMUSG00000032827.15	Nana21619-RA
OG0009669	ENSMUSG00000024665.8	Nana04200-RA
OG0009670	ENSMUSG00000042607.15	Nana21625-RA
OG0009671	ENSMUSG00000050089.13	Nana20578-RA
OG0009672	ENSMUSG00000037418.6	Nana04203-RA
OG0009673	ENSMUSG00000027706.8	Nana20574-RB
OG0009675	ENSMUSG00000027425.18	Nana15399-RA
OG0009676	ENSMUSG00000051860.13	Nana20571-RA
OG0009677	ENSMUSG00000074653.10	Nana20569-RA
OG0009678	ENSMUSG00000027703.16	Nana20568-RA
OG0009679	ENSMUSG00000031861.16	Nana10460-RA
OG0009680	ENSMUSG00000031860.17	Nana10458-RB, Nana10458-RC
OG0009681	ENSMUSG00000027635.15	Nana10458-RA
OG0009682	ENSMUSG00000051375.15	Nana15386-RA
OG0009683	ENSMUSG00000029755.10	Nana21643-RA
OG0009684	ENSMUSG00000041741.10	Nana27594-RB, Nana27594-RA
OG0009685	ENSMUSG00000031813.8	Nana10457-RA
OG0009686	ENSMUSG00000031862.11	Nana10455-RA
OG0009687	ENSMUSG00000022766.14	Nana35177-RA
OG0009688	ENSMUSG00000024451.9	Nana15408-RA
OG0009689	ENSMUSG00000041774.16	Nana35188-RA
OG0009690	ENSMUSG00000022779.16	Nana35193-RA
OG0009691	ENSMUSG00000027834.15	Nana20536-RA
OG0009692	ENSMUSG00000044024.16	Nana15405-RA
OG0009693	ENSMUSG00000042447.13	Nana21663-RA
OG0009694	ENSMUSG00000026181.13	Nana35194-RA
OG0009695	ENSMUSG00000107705.1, ENSMUSG00000089862.8	Nana21667-RA
OG0009696	ENSMUSG00000029638.17	Nana21668-RA
OG0009697	ENSMUSG00000062995.12	Nana21669-RA
OG0009698	ENSMUSG00000022771.17	Nana35201-RA
OG0009699	ENSMUSG00000034151.13	Nana20529-RA
OG0009700	ENSMUSG00000022792.16	Nana27463-RA
OG0009701	ENSMUSG00000048304.8	Nana20523-RA
OG0009702	ENSMUSG00000035964.8	Nana06284-RA
OG0009703	ENSMUSG00000008496.19	Nana30621-RA
OG0009704	ENSMUSG00000003273.14	Nana23700-RA
OG0009705	ENSMUSG00000000028.15	Nana35207-RA
OG0009706	ENSMUSG00000017830.15	Nana27465-RA
OG0009707	ENSMUSG00000022788.16	Nana27466-RA
OG0009708	ENSMUSG00000027788.6	Nana20515-RA
OG0009709	ENSMUSG00000039958.17	Nana27475-RA
OG0009711	ENSMUSG00000050761.4	Nana35216-RA
OG0009712	ENSMUSG00000020907.1	Nana23681-RA
OG0009713	ENSMUSG00000027784.10	Nana20506-RA
OG0009714	ENSMUSG00000030309.16	Nana27478-RA
OG0009715	ENSMUSG00000098207.1	Nana20505-RA
OG0009716	ENSMUSG00000053550.13	Nana23677-RA
OG0009717	ENSMUSG00000054161.12	Nana23675-RA, Nana23674-RA
OG0009718	ENSMUSG00000037995.15	Nana35934-RA
OG0009719	ENSMUSG00000050103.18	Nana21694-RA
OG0009720	ENSMUSG00000034317.14	Nana20502-RA
OG0009721	ENSMUSG00000030306.14	Nana27481-RA
OG0009722	ENSMUSG00000034349.14	Nana20501-RA
OG0009723	ENSMUSG00000020547.5	Nana21709-RA
OG0009724	ENSMUSG00000002771.12	Nana23656-RA
OG0009725	ENSMUSG00000020577.17	Nana21712-RA
OG0009726	ENSMUSG00000027775.9	Nana20480-RA
OG0009727	ENSMUSG00000020581.11	Nana21713-RA
OG0009728	ENSMUSG00000049404.7	Nana20478-RA
OG0009729	ENSMUSG00000027774.16	Nana20475-RA
OG0009730	ENSMUSG00000047557.2	Nana20476-RA
OG0009731	ENSMUSG00000020590.16	Nana21721-RA
OG0009732	ENSMUSG00000034544.17	Nana20471-RA
OG0009733	ENSMUSG00000027832.5	Nana20458-RA
OG0009734	ENSMUSG00000027829.15	Nana20452-RA
OG0009735	ENSMUSG00000034640.9	Nana20444-RA
OG0009736	ENSMUSG00000027828.12	Nana20438-RA
OG0009737	ENSMUSG00000030180.15	Nana27497-RA
OG0009738	ENSMUSG00000046518.3	Nana21740-RA
OG0009739	ENSMUSG00000020561.8	Nana21742-RA
OG0009740	ENSMUSG00000048004.15	Nana21743-RA
OG0009741	ENSMUSG00000001383.9	Nana15463-RA
OG0009742	ENSMUSG00000027823.9	Nana20432-RA
OG0009743	ENSMUSG00000048581.12	Nana20429-RA
OG0009744	ENSMUSG00000036834.16	Nana20425-RA
OG0009745	ENSMUSG00000006850.8	Nana15472-RA
OG0009746	ENSMUSG00000030019.6	Nana27511-RA
OG0009747	ENSMUSG00000117679.1	Nana15474-RA
OG0009748	ENSMUSG00000021175.15	Nana21760-RA
OG0009749	ENSMUSG00000006050.12	Nana15475-RA
OG0009750	ENSMUSG00000043441.5	Nana20419-RA
OG0009751	ENSMUSG00000027770.5	Nana20417-RA
OG0009752	ENSMUSG00000028986.12	Nana21771-RA
OG0009753	ENSMUSG00000027765.6	Nana20409-RA
OG0009754	ENSMUSG00000029816.10	Nana21773-RA
OG0009755	ENSMUSG00000027761.4	Nana20404-RA
OG0009756	ENSMUSG00000029190.19	Nana15503-RA
OG0009757	ENSMUSG00000043850.15	Nana20395-RA
OG0009758	ENSMUSG00000038388.14	Nana21788-RA
OG0009759	ENSMUSG00000029196.9	Nana15506-RA
OG0009760	ENSMUSG00000029198.3	Nana15507-RA
OG0009761	ENSMUSG00000029821.15	Nana21789-RA
OG0009762	ENSMUSG00000029093.14	Nana15509-RA
OG0009763	ENSMUSG00000029822.15	Nana21792-RB
OG0009764	ENSMUSG00000029828.4	Nana21795-RA
OG0009765	ENSMUSG00000029832.16	Nana21810-RA
OG0009766	ENSMUSG00000074736.10	Nana15511-RA
OG0009767	ENSMUSG00000038301.15	Nana21815-RA
OG0009768	ENSMUSG00000036513.15	Nana20379-RA
OG0009769	ENSMUSG00000023940.14	Nana21941-RA
OG0009770	ENSMUSG00000027803.14	Nana20376-RA
OG0009772	ENSMUSG00000044957.3	Nana21936-RA
OG0009773	ENSMUSG00000002897.5	Nana27525-RA
OG0009774	ENSMUSG00000001767.5	Nana15521-RA
OG0009775	ENSMUSG00000023931.5	Nana21933-RA
OG0009776	ENSMUSG00000035580.10	Nana21930-RA
OG0009777	ENSMUSG00000071226.11	Nana27530-RA
OG0009778	ENSMUSG00000037110.20	Nana15525-RA
OG0009779	ENSMUSG00000074749.10	Nana15527-RA
OG0009780	ENSMUSG00000009112.4	Nana27534-RA
OG0009781	ENSMUSG00000021906.14	Nana21907-RA
OG0009783	ENSMUSG00000045414.7	Nana20323-RA
OG0009784	ENSMUSG00000014496.8	Nana21905-RA
OG0009785	ENSMUSG00000051586.17	Nana27538-RA
OG0009786	ENSMUSG00000037034.16	Nana15531-RA
OG0009787	ENSMUSG00000027435.8	Nana15537-RA
OG0009788	ENSMUSG00000021900.10	Nana21904-RA
OG0009789	ENSMUSG00000015354.8	Nana20316-RA
OG0009790	ENSMUSG00000038074.16	Nana21899-RA
OG0009791	ENSMUSG00000019124.10	Nana21898-RA
OG0009792	ENSMUSG00000034617.7	Nana15543-RA
OG0009793	ENSMUSG00000086040.8	Nana21897-RA
OG0009794	ENSMUSG00000066235.7	Nana22084-RA
OG0009795	ENSMUSG00000038233.10	Nana22088-RA
OG0009796	ENSMUSG00000038871.5	Nana27547-RA
OG0009797	ENSMUSG00000032409.15	Nana20314-RC
OG0009798	ENSMUSG00000041608.8	Nana22091-RA
OG0009799	ENSMUSG00000021532.11	Nana15544-RA
OG0009800	ENSMUSG00000038058.14	Nana22095-RA
OG0009801	ENSMUSG00000021891.8	Nana22102-RA
OG0009802	ENSMUSG00000030222.13	Nana27552-RA
OG0009803	ENSMUSG00000021892.14	Nana22106-RA
OG0009804	ENSMUSG00000021595.18	Nana15550-RA
OG0009805	ENSMUSG00000032413.12	Nana20306-RA
OG0009806	ENSMUSG00000040433.16	Nana20305-RA
OG0009807	ENSMUSG00000026220.6	Nana20303-RA
OG0009808	ENSMUSG00000032571.14	Nana22122-RA
OG0009809	ENSMUSG00000045658.16	Nana20297-RA
OG0009810	ENSMUSG00000026163.17	Nana20294-RA
OG0009811	ENSMUSG00000042599.8	Nana27420-RA
OG0009812	ENSMUSG00000053161.16	Nana20293-RA
OG0009813	ENSMUSG00000026248.9	Nana20290-RA
OG0009814	ENSMUSG00000038456.9	Nana27425-RA
OG0009815	ENSMUSG00000032567.16	Nana22127-RA
OG0009816	ENSMUSG00000090150.10	Nana22150-RA
OG0009817	ENSMUSG00000032557.13	Nana22153-RA
OG0009818	ENSMUSG00000026142.15	Nana20285-RA
OG0009819	ENSMUSG00000061436.15	Nana27408-RA
OG0009820	ENSMUSG00000054414.4	Nana14943-RA
OG0009821	ENSMUSG00000029925.13	Nana27401-RA, Nana27402-RA
OG0009822	ENSMUSG00000027963.14	Nana14942-RA
OG0009823	ENSMUSG00000068696.6	Nana14940-RA
OG0009824	ENSMUSG00000000339.14	Nana14938-RA
OG0009825	ENSMUSG00000032498.9	Nana22293-RA
OG0009826	ENSMUSG00000027961.7	Nana14937-RB
OG0009827	ENSMUSG00000004364.14	Nana20264-RA
OG0009828	ENSMUSG00000032497.19	Nana22294-RA
OG0009829	ENSMUSG00000043230.2	Nana20262-RA
OG0009830	ENSMUSG00000035311.16	Nana27396-RA
OG0009831	ENSMUSG00000073643.11	Nana20258-RA
OG0009832	ENSMUSG00000047330.8	Nana20252-RA
OG0009833	ENSMUSG00000035365.15	Nana27392-RA
OG0009834	ENSMUSG00000035383.7	Nana27391-RA
OG0009835	ENSMUSG00000032883.15	Nana20251-RA
OG0009837	ENSMUSG00000020051.17	Nana27389-RA
OG0009838	ENSMUSG00000026245.16	Nana20248-RA
OG0009839	ENSMUSG00000063406.11	Nana14927-RA
OG0009840	ENSMUSG00000056531.11	Nana14926-RA
OG0009841	ENSMUSG00000035459.18	Nana27386-RA
OG0009842	ENSMUSG00000029265.4	Nana14925-RA
OG0009843	ENSMUSG00000035919.16	Nana22364-RA
OG0009844	ENSMUSG00000031963.8	Nana22374-RA
OG0009845	ENSMUSG00000028121.8	Nana14922-RA
OG0009846	ENSMUSG00000031965.15	Nana22386-RA
OG0009847	ENSMUSG00000008429.8	Nana22403-RA
OG0009848	ENSMUSG00000032452.12	Nana20216-RA
OG0009849	ENSMUSG00000046402.10	Nana20209-RA
OG0009850	ENSMUSG00000028125.14	Nana14917-RA
OG0009851	ENSMUSG00000036411.10	Nana22412-RA
OG0009852	ENSMUSG00000020251.13	Nana27381-RA
OG0009853	ENSMUSG00000032458.6	Nana20205-RA
OG0009854	ENSMUSG00000036777.8	Nana22415-RA
OG0009855	ENSMUSG00000020246.13	Nana27380-RA
OG0009857	ENSMUSG00000034612.7	Nana27375-RA
OG0009858	ENSMUSG00000039831.16	Nana14916-RA
OG0009859	ENSMUSG00000021319.7	Nana22430-RA
OG0009860	ENSMUSG00000020255.8	Nana27373-RA
OG0009861	ENSMUSG00000002808.7	Nana22434-RA
OG0009862	ENSMUSG00000021314.13	Nana22443-RA
OG0009863	ENSMUSG00000020263.14	Nana27370-RA
OG0009864	ENSMUSG00000028128.13	Nana14914-RA
OG0009865	ENSMUSG00000041236.8	Nana22444-RA
OG0009866	ENSMUSG00000034220.7	Nana20166-RA
OG0009867	ENSMUSG00000053931.11	Nana14912-RA
OG0009868	ENSMUSG00000046841.5	Nana27367-RA
OG0009869	ENSMUSG00000034212.14	Nana20165-RA
OG0009870	ENSMUSG00000039887.11	Nana14911-RA
OG0009871	ENSMUSG00000034159.12	Nana20163-RA
OG0009872	ENSMUSG00000034453.8	Nana27363-RA
OG0009873	ENSMUSG00000028133.17	Nana14908-RA
OG0009874	ENSMUSG00000020037.15	Nana27362-RA
OG0009875	ENSMUSG00000041324.14	Nana22483-RA
OG0009876	ENSMUSG00000025949.16	Nana03089-RA
OG0009877	ENSMUSG00000035620.15	Nana27361-RA
OG0009878	ENSMUSG00000021318.15	Nana22494-RA
OG0009879	ENSMUSG00000049038.3	Nana27359-RA
OG0009880	ENSMUSG00000039182.6	Nana22513-RA
OG0009881	ENSMUSG00000020262.15	Nana02962-RA
OG0009882	ENSMUSG00000035529.10	Nana27354-RA
OG0009883	ENSMUSG00000033308.16	Nana14894-RA
OG0009885	ENSMUSG00000035455.12	Nana22527-RA
OG0009886	ENSMUSG00000001999.15	Nana22528-RA
OG0009887	ENSMUSG00000044667.12	Nana14877-RA
OG0009888	ENSMUSG00000001786.14	Nana27349-RA
OG0009889	ENSMUSG00000034066.13	Nana20151-RA, Nana20151-RB
OG0009890	ENSMUSG00000029270.10	Nana14872-RA
OG0009891	ENSMUSG00000005410.6	Nana27338-RA
OG0009892	ENSMUSG00000026278.14	Nana20147-RA
OG0009893	ENSMUSG00000034472.13	Nana27337-RA
OG0009894	ENSMUSG00000026281.15	Nana20143-RA
OG0009895	ENSMUSG00000073609.9	Nana20141-RA
OG0009896	ENSMUSG00000079625.2	Nana20137-RA
OG0009897	ENSMUSG00000029276.13	Nana14867-RA
OG0009898	ENSMUSG00000021102.4	Nana22584-RA
OG0009899	ENSMUSG00000053774.9	Nana20136-RA
OG0009900	ENSMUSG00000089798.10	Nana14865-RA
OG0009901	ENSMUSG00000022787.10	Nana20133-RA
OG0009902	ENSMUSG00000035764.5	Nana20132-RA
OG0009903	ENSMUSG00000052384.14	Nana20131-RA
OG0009904	ENSMUSG00000035790.15	Nana20130-RA
OG0009905	ENSMUSG00000029287.14	Nana14860-RA
OG0009906	ENSMUSG00000043410.16	Nana14858-RA
OG0009907	ENSMUSG00000050830.17	Nana22644-RA
OG0009908	ENSMUSG00000049606.16	Nana14856-RA
OG0009909	ENSMUSG00000029290.12	Nana14850-RA
OG0009910	ENSMUSG00000018654.17	Nana22649-RA
OG0009911	ENSMUSG00000046079.16	Nana14848-RA
OG0009912	ENSMUSG00000054720.12	Nana14845-RA
OG0009913	ENSMUSG00000028271.9	Nana14842-RA
OG0009914	ENSMUSG00000032547.12	Nana20120-RA
OG0009915	ENSMUSG00000032531.15	Nana20118-RA
OG0009916	ENSMUSG00000034152.6	Nana22660-RA
OG0009917	ENSMUSG00000037784.14	Nana20103-RA
OG0009918	ENSMUSG00000016637.7	Nana27325-RA
OG0009919	ENSMUSG00000037062.13	Nana14831-RA
OG0009920	ENSMUSG00000032473.13	Nana20102-RA
OG0009921	ENSMUSG00000033501.5	Nana20092-RA
OG0009922	ENSMUSG00000004460.17	Nana20090-RA
OG0009923	ENSMUSG00000028343.10	Nana22668-RA
OG0009924	ENSMUSG00000092116.1	Nana22671-RA
OG0009925	ENSMUSG00000039740.6	Nana22672-RA
OG0009926	ENSMUSG00000068227.9	Nana27318-RA, Nana27318-RB
OG0009927	ENSMUSG00000028476.13	Nana22675-RA
OG0009928	ENSMUSG00000043460.7	Nana27312-RA
OG0009929	ENSMUSG00000009293.17	Nana20082-RA
OG0009931	ENSMUSG00000036123.8	Nana22685-RA
OG0009932	ENSMUSG00000013089.15	Nana20073-RA
OG0009933	ENSMUSG00000028528.17	Nana14666-RA
OG0009934	ENSMUSG00000042564.13	Nana27274-RA
OG0009935	ENSMUSG00000022426.6	Nana27271-RA
OG0009936	ENSMUSG00000026526.14	Nana22693-RA
OG0009937	ENSMUSG00000042535.9	Nana27270-RA
OG0009938	ENSMUSG00000028530.14	Nana14662-RA
OG0009939	ENSMUSG00000028419.5	Nana22692-RA
OG0009940	ENSMUSG00000046010.7	Nana22690-RA
OG0009941	ENSMUSG00000033618.7	Nana20062-RA
OG0009942	ENSMUSG00000022853.7	Nana20061-RA
OG0009943	ENSMUSG00000028532.14	Nana14659-RA
OG0009944	ENSMUSG00000033653.18	Nana20058-RA
OG0009945	ENSMUSG00000053411.16	Nana27264-RA
OG0009946	ENSMUSG00000069733.11	Nana14656-RA
OG0009947	ENSMUSG00000035305.5	Nana14655-RA
OG0009948	ENSMUSG00000000489.7	Nana27263-RA
OG0009949	ENSMUSG00000070287.3	Nana20056-RA
OG0009950	ENSMUSG00000032527.13	Nana20054-RA
OG0009951	ENSMUSG00000045589.7	Nana22687-RA
OG0009952	ENSMUSG00000042428.6	Nana27257-RA
OG0009953	ENSMUSG00000022412.14	Nana27256-RA
OG0009954	ENSMUSG00000029253.12	Nana22720-RA
OG0009955	ENSMUSG00000035898.13	Nana22722-RA
OG0009956	ENSMUSG00000022416.15	Nana27250-RA
OG0009957	ENSMUSG00000022408.7	Nana27245-RA
OG0009958	ENSMUSG00000028553.12	Nana14625-RA
OG0009959	ENSMUSG00000028560.11	Nana14622-RA
OG0009960	ENSMUSG00000035407.8	Nana14620-RA
OG0009961	ENSMUSG00000061859.17	Nana14616-RA
OG0009962	ENSMUSG00000042303.19	Nana27239-RA
OG0009963	ENSMUSG00000031864.16	Nana22763-RA
OG0009964	ENSMUSG00000036356.15	Nana22764-RA
OG0009965	ENSMUSG00000026308.8	Nana20030-RA
OG0009966	ENSMUSG00000028572.13	Nana14593-RA
OG0009967	ENSMUSG00000022400.9	Nana27232-RA
OG0009968	ENSMUSG00000028573.18	Nana14589-RA
OG0009969	ENSMUSG00000035069.3	Nana14580-RA
OG0009970	ENSMUSG00000029405.16	Nana22770-RA
OG0009971	ENSMUSG00000029656.13	Nana14572-RA
OG0009972	ENSMUSG00000022394.14	Nana27227-RA
OG0009973	ENSMUSG00000035031.15	Nana14570-RA
OG0009974	ENSMUSG00000034981.9	Nana22778-RA
OG0009975	ENSMUSG00000079436.3	Nana20021-RA
OG0009976	ENSMUSG00000028518.8	Nana14567-RA
OG0009977	ENSMUSG00000028517.8	Nana14566-RA
OG0009978	ENSMUSG00000026259.14	Nana20015-RA
OG0009979	ENSMUSG00000031668.14	Nana22788-RA
OG0009980	ENSMUSG00000061360.8	Nana27220-RA
OG0009981	ENSMUSG00000025418.7	Nana14562-RA
OG0009982	ENSMUSG00000035505.14	Nana22790-RA
OG0009983	ENSMUSG00000034926.3	Nana14557-RA
OG0009984	ENSMUSG00000042109.8	Nana27218-RA
OG0009985	ENSMUSG00000022474.15	Nana27217-RA
OG0009986	ENSMUSG00000021537.9	Nana12085-RA
OG0009987	ENSMUSG00000043572.7	Nana14553-RA
OG0009988	ENSMUSG00000029376.8	Nana22804-RA
OG0009989	ENSMUSG00000022463.8	Nana27209-RA
OG0009990	ENSMUSG00000029377.5	Nana22807-RA
OG0009991	ENSMUSG00000029378.5	Nana22811-RA
OG0009992	ENSMUSG00000002222.14	Nana22814-RA
OG0009993	ENSMUSG00000028621.17	Nana38037-RA, Nana39132-RA
OG0009994	ENSMUSG00000052852.8	Nana22818-RA
OG0009995	ENSMUSG00000052962.3	Nana22821-RA
OG0009996	ENSMUSG00000028619.15	Nana14541-RA
OG0009997	ENSMUSG00000063884.6	Nana22823-RA
OG0009998	ENSMUSG00000028617.10	Nana14538-RA
OG0009999	ENSMUSG00000049553.11	Nana22824-RA
OG0010000	ENSMUSG00000042770.8	Nana27160-RA
OG0010001	ENSMUSG00000052229.5	Nana20000-RA
OG0010002	ENSMUSG00000024400.16	Nana19996-RA
