Orthogroup	M_musculus.pep	A_carolinensis.pep
OG0009860	ENSMUSG00000020255.8	ENSACAG00000028553.1
OG0009861	ENSMUSG00000002808.7	ENSACAG00000017665.2
OG0009862	ENSMUSG00000021314.13	ENSACAG00000017651.3
OG0009863	ENSMUSG00000020263.14	ENSACAG00000015569.3
OG0009864	ENSMUSG00000028128.13	ENSACAG00000004924.3
OG0009865	ENSMUSG00000041236.8	ENSACAG00000017617.3
OG0009866	ENSMUSG00000034220.7	ENSACAG00000002329.3
OG0009867	ENSMUSG00000053931.11	ENSACAG00000004856.2
OG0009868	ENSMUSG00000046841.5	ENSACAG00000015528.3
OG0009869	ENSMUSG00000034212.14	ENSACAG00000002282.3
OG0009870	ENSMUSG00000039887.11	ENSACAG00000004845.3
OG0009871	ENSMUSG00000034159.12	ENSACAG00000002269.3
OG0009872	ENSMUSG00000034453.8	ENSACAG00000015400.3
OG0009873	ENSMUSG00000028133.17	ENSACAG00000004789.3
OG0009874	ENSMUSG00000020037.15	ENSACAG00000015355.2
OG0009875	ENSMUSG00000041324.14	ENSACAG00000017576.3
OG0009876	ENSMUSG00000025949.16	ENSACAG00000009917.3
OG0009877	ENSMUSG00000035620.15	ENSACAG00000015295.3
OG0009878	ENSMUSG00000021318.15	ENSACAG00000017547.3
OG0009879	ENSMUSG00000049038.3	ENSACAG00000015290.3
OG0009880	ENSMUSG00000039182.6	ENSACAG00000017546.2
OG0009881	ENSMUSG00000020262.15	ENSACAG00000009710.3
OG0009882	ENSMUSG00000035529.10	ENSACAG00000014907.3
OG0009883	ENSMUSG00000033308.16	ENSACAG00000005513.3
OG0009885	ENSMUSG00000035455.12	ENSACAG00000026371.1
OG0009886	ENSMUSG00000001999.15	ENSACAG00000017470.3
OG0009887	ENSMUSG00000044667.12	ENSACAG00000003883.3
OG0009888	ENSMUSG00000001786.14	ENSACAG00000014762.2
OG0009889	ENSMUSG00000034066.13	ENSACAG00000001192.3
OG0009890	ENSMUSG00000029270.10	ENSACAG00000004232.3
OG0009891	ENSMUSG00000005410.6	ENSACAG00000016609.2
OG0009892	ENSMUSG00000026278.14	ENSACAG00000000919.3
OG0009893	ENSMUSG00000034472.13	ENSACAG00000016603.3
OG0009894	ENSMUSG00000026281.15	ENSACAG00000000739.3
OG0009895	ENSMUSG00000073609.9	ENSACAG00000000533.3
OG0009896	ENSMUSG00000079625.2	ENSACAG00000000433.2
OG0009897	ENSMUSG00000029276.13	ENSACAG00000004573.3
OG0009898	ENSMUSG00000021102.4	ENSACAG00000014188.3
OG0009899	ENSMUSG00000053774.9	ENSACAG00000016312.2
OG0009900	ENSMUSG00000089798.10	ENSACAG00000004656.2
OG0009901	ENSMUSG00000022787.10	ENSACAG00000016299.3
OG0009902	ENSMUSG00000035764.5	ENSACAG00000016292.2
OG0009903	ENSMUSG00000052384.14	ENSACAG00000016291.3
OG0009904	ENSMUSG00000035790.15	ENSACAG00000016288.3
OG0009905	ENSMUSG00000029287.14	ENSACAG00000001384.3
OG0009906	ENSMUSG00000043410.16	ENSACAG00000021072.3
OG0009907	ENSMUSG00000050830.17	ENSACAG00000008190.2
OG0009908	ENSMUSG00000049606.16	ENSACAG00000001608.3
OG0009909	ENSMUSG00000029290.12	ENSACAG00000001151.3
OG0009910	ENSMUSG00000018654.17	ENSACAG00000008236.3
OG0009911	ENSMUSG00000046079.16	ENSACAG00000021120.2
OG0009912	ENSMUSG00000054720.12	ENSACAG00000001238.3
OG0009913	ENSMUSG00000028271.9	ENSACAG00000001362.3
OG0009914	ENSMUSG00000032547.12	ENSACAG00000009662.3
OG0009915	ENSMUSG00000032531.15	ENSACAG00000009605.3
OG0009916	ENSMUSG00000034152.6	ENSACAG00000008565.3
OG0009917	ENSMUSG00000037784.14	ENSACAG00000009191.3
OG0009918	ENSMUSG00000016637.7	ENSACAG00000016262.3
OG0009919	ENSMUSG00000037062.13	ENSACAG00000001709.3
OG0009920	ENSMUSG00000032473.13	ENSACAG00000009163.3
OG0009921	ENSMUSG00000033501.5	ENSACAG00000009129.3
OG0009922	ENSMUSG00000004460.17	ENSACAG00000009045.3
OG0009923	ENSMUSG00000028343.10	ENSACAG00000008917.3
OG0009924	ENSMUSG00000092116.1	ENSACAG00000009059.2
OG0009925	ENSMUSG00000039740.6	ENSACAG00000009062.2
OG0009926	ENSMUSG00000068227.9	ENSACAG00000016114.3
OG0009927	ENSMUSG00000028476.13	ENSACAG00000009097.3
OG0009928	ENSMUSG00000043460.7	ENSACAG00000015920.1
OG0009929	ENSMUSG00000009293.17	ENSACAG00000008283.1
OG0009930	ENSMUSG00000116069.1, ENSMUSG00000022436.16	ENSACAG00000015666.3
OG0009931	ENSMUSG00000036123.8	ENSACAG00000009460.2
OG0009932	ENSMUSG00000013089.15	ENSACAG00000008128.3
OG0009933	ENSMUSG00000028528.17	ENSACAG00000008831.3
OG0009934	ENSMUSG00000042564.13	ENSACAG00000028833.1
OG0009935	ENSMUSG00000022426.6	ENSACAG00000008117.3
OG0009936	ENSMUSG00000026526.14	ENSACAG00000009712.3
OG0009937	ENSMUSG00000042535.9	ENSACAG00000008070.3
OG0009938	ENSMUSG00000028530.14	ENSACAG00000008478.3
OG0009939	ENSMUSG00000028419.5	ENSACAG00000029148.1
OG0009940	ENSMUSG00000046010.7	ENSACAG00000009799.3
OG0009941	ENSMUSG00000033618.7	ENSACAG00000007817.3
OG0009942	ENSMUSG00000022853.7	ENSACAG00000007778.3
OG0009943	ENSMUSG00000028532.14	ENSACAG00000008354.3
OG0009944	ENSMUSG00000033653.18	ENSACAG00000007715.3
OG0009945	ENSMUSG00000053411.16	ENSACAG00000007796.3
OG0009946	ENSMUSG00000069733.11	ENSACAG00000029076.1
OG0009947	ENSMUSG00000035305.5	ENSACAG00000008290.3
OG0009948	ENSMUSG00000000489.7	ENSACAG00000028762.1
OG0009949	ENSMUSG00000070287.3	ENSACAG00000007713.1
OG0009950	ENSMUSG00000032527.13	ENSACAG00000007593.3
OG0009951	ENSMUSG00000045589.7	ENSACAG00000006933.3
OG0009952	ENSMUSG00000042428.6	ENSACAG00000007610.3
OG0009953	ENSMUSG00000022412.14	ENSACAG00000007591.2
OG0009954	ENSMUSG00000029253.12	ENSACAG00000013023.2
OG0009955	ENSMUSG00000035898.13	ENSACAG00000013037.3
OG0009956	ENSMUSG00000022416.15	ENSACAG00000007474.3
OG0009957	ENSMUSG00000022408.7	ENSACAG00000007387.3
OG0009958	ENSMUSG00000028553.12	ENSACAG00000022908.2
OG0009959	ENSMUSG00000028560.11	ENSACAG00000007833.3
OG0009960	ENSMUSG00000035407.8	ENSACAG00000007807.2
OG0009961	ENSMUSG00000061859.17	ENSACAG00000007792.3
OG0009962	ENSMUSG00000042303.19	ENSACAG00000005430.3
OG0009963	ENSMUSG00000031864.16	ENSACAG00000009079.3
OG0009964	ENSMUSG00000036356.15	ENSACAG00000009025.3
OG0009965	ENSMUSG00000026308.8	ENSACAG00000006547.3
OG0009966	ENSMUSG00000028572.13	ENSACAG00000007111.3
OG0009967	ENSMUSG00000022400.9	ENSACAG00000005208.3
OG0009968	ENSMUSG00000028573.18	ENSACAG00000007068.3
OG0009969	ENSMUSG00000035069.3	ENSACAG00000007036.3
OG0009970	ENSMUSG00000029405.16	ENSACAG00000008695.3
OG0009971	ENSMUSG00000029656.13	ENSACAG00000006902.3
OG0009972	ENSMUSG00000022394.14	ENSACAG00000005056.2
OG0009973	ENSMUSG00000035031.15	ENSACAG00000006854.3
OG0009974	ENSMUSG00000034981.9	ENSACAG00000029131.1
OG0009975	ENSMUSG00000079436.3	ENSACAG00000006439.1
OG0009976	ENSMUSG00000028518.8	ENSACAG00000006771.3
OG0009977	ENSMUSG00000028517.8	ENSACAG00000000178.3
OG0009978	ENSMUSG00000026259.14	ENSACAG00000006218.3
OG0009979	ENSMUSG00000031668.14	ENSACAG00000002119.3
OG0009980	ENSMUSG00000061360.8	ENSACAG00000004775.3
OG0009981	ENSMUSG00000025418.7	ENSACAG00000025387.2
OG0009982	ENSMUSG00000035505.14	ENSACAG00000011114.3
OG0009983	ENSMUSG00000034926.3	ENSACAG00000000130.2
OG0009984	ENSMUSG00000042109.8	ENSACAG00000004668.3
OG0009985	ENSMUSG00000022474.15	ENSACAG00000004619.3
OG0009986	ENSMUSG00000021537.9	ENSACAG00000000119.3
OG0009987	ENSMUSG00000043572.7	ENSACAG00000000115.2
OG0009988	ENSMUSG00000029376.8	ENSACAG00000011391.3
OG0009989	ENSMUSG00000022463.8	ENSACAG00000004146.3
OG0009990	ENSMUSG00000029377.5	ENSACAG00000011452.3
OG0009991	ENSMUSG00000029378.5	ENSACAG00000029391.1
OG0009992	ENSMUSG00000002222.14	ENSACAG00000011511.2
OG0009993	ENSMUSG00000028621.17	ENSACAG00000022374.1
OG0009994	ENSMUSG00000052852.8	ENSACAG00000011691.3
OG0009995	ENSMUSG00000052962.3	ENSACAG00000025298.2
OG0009996	ENSMUSG00000028619.15	ENSACAG00000014158.2
OG0009997	ENSMUSG00000063884.6	ENSACAG00000011938.3
OG0009998	ENSMUSG00000028617.10	ENSACAG00000014079.2
OG0009999	ENSMUSG00000049553.11	ENSACAG00000012141.3
OG0010000	ENSMUSG00000042770.8	ENSACAG00000010626.3
OG0010001	ENSMUSG00000052229.5	ENSACAG00000005436.3
OG0010002	ENSMUSG00000024400.16	ENSACAG00000005263.3
OG0010003	ENSMUSG00000030204.10	ENSACAG00000010648.3
OG0010004	ENSMUSG00000068747.14	ENSACAG00000010776.3
OG0010005	ENSMUSG00000024258.4	ENSACAG00000005255.3
OG0010006	ENSMUSG00000090698.2	ENSACAG00000010710.2
OG0010007	ENSMUSG00000024260.14	ENSACAG00000005182.3
OG0010008	ENSMUSG00000048796.7	ENSACAG00000028686.1
OG0010009	ENSMUSG00000020700.11	ENSACAG00000012612.3
OG0010010	ENSMUSG00000030219.13	ENSACAG00000010795.3
OG0010011	ENSMUSG00000001901.15	ENSACAG00000012786.3
OG0010012	ENSMUSG00000037503.12	ENSACAG00000004927.3
OG0010013	ENSMUSG00000027889.17	ENSACAG00000011567.3
OG0010014	ENSMUSG00000029848.11	ENSACAG00000011014.3
OG0010015	ENSMUSG00000043008.9	ENSACAG00000004814.3
OG0010016	ENSMUSG00000062901.3	ENSACAG00000004768.1
OG0010017	ENSMUSG00000053580.16	ENSACAG00000013237.3
OG0010018	ENSMUSG00000038759.15	ENSACAG00000011264.3
OG0010019	ENSMUSG00000047067.7	ENSACAG00000029660.1
OG0010020	ENSMUSG00000020695.14	ENSACAG00000013359.3
OG0010021	ENSMUSG00000025008.15	ENSACAG00000004453.3
OG0010022	ENSMUSG00000040600.9	ENSACAG00000011982.3
OG0010023	ENSMUSG00000014599.10	ENSACAG00000012025.2
OG0010024	ENSMUSG00000034931.15	ENSACAG00000013509.3
OG0010025	ENSMUSG00000025196.4	ENSACAG00000004193.3
OG0010026	ENSMUSG00000025195.9	ENSACAG00000004166.3
OG0010027	ENSMUSG00000025194.5	ENSACAG00000003972.3
OG0010028	ENSMUSG00000035189.17	ENSACAG00000012017.3
OG0010029	ENSMUSG00000025192.13	ENSACAG00000003702.3
OG0010030	ENSMUSG00000040414.8	ENSACAG00000003687.2
OG0010031	ENSMUSG00000074802.11	ENSACAG00000012282.3
OG0010032	ENSMUSG00000044052.3	ENSACAG00000013855.3
OG0010033	ENSMUSG00000027894.14	ENSACAG00000012493.3
OG0010034	ENSMUSG00000047638.15	ENSACAG00000012333.3
OG0010035	ENSMUSG00000025190.13	ENSACAG00000003583.3
OG0010036	ENSMUSG00000017167.6	ENSACAG00000013861.3
OG0010037	ENSMUSG00000027895.10	ENSACAG00000012721.3
OG0010038	ENSMUSG00000025189.9	ENSACAG00000003524.3
OG0010039	ENSMUSG00000019935.16	ENSACAG00000012416.3
OG0010040	ENSMUSG00000074852.4	ENSACAG00000003429.3
OG0010041	ENSMUSG00000006920.14	ENSACAG00000014235.3
OG0010042	ENSMUSG00000019951.10	ENSACAG00000012716.3
OG0010043	ENSMUSG00000042861.7	ENSACAG00000015995.2
OG0010044	ENSMUSG00000078656.11	ENSACAG00000028401.1
OG0010045	ENSMUSG00000025184.10	ENSACAG00000003217.2
OG0010046	ENSMUSG00000042401.8	ENSACAG00000003141.3
OG0010047	ENSMUSG00000019979.12	ENSACAG00000013012.3
OG0010048	ENSMUSG00000028730.14	ENSACAG00000013236.3
OG0010049	ENSMUSG00000028536.12	ENSACAG00000022808.2
OG0010050	ENSMUSG00000018821.3	ENSACAG00000027657.2
OG0010051	ENSMUSG00000049670.9	ENSACAG00000002933.3
OG0010052	ENSMUSG00000019988.7	ENSACAG00000013337.3
OG0010053	ENSMUSG00000025209.5	ENSACAG00000003783.3
OG0010054	ENSMUSG00000025208.9	ENSACAG00000003798.3
OG0010055	ENSMUSG00000025207.16	ENSACAG00000003815.3
OG0010056	ENSMUSG00000035007.5	ENSACAG00000013545.3
OG0010057	ENSMUSG00000006392.16	ENSACAG00000013435.3
OG0010058	ENSMUSG00000010358.13	ENSACAG00000013511.3
OG0010059	ENSMUSG00000034993.7	ENSACAG00000013472.3
OG0010060	ENSMUSG00000017146.12	ENSACAG00000013415.3
OG0010061	ENSMUSG00000025231.17	ENSACAG00000004102.3
OG0010062	ENSMUSG00000020017.14	ENSACAG00000013885.3
OG0010063	ENSMUSG00000025036.7	ENSACAG00000004270.3
OG0010064	ENSMUSG00000003559.8	ENSACAG00000029427.1
OG0010065	ENSMUSG00000015890.2	ENSACAG00000014029.2
OG0010066	ENSMUSG00000036112.15	ENSACAG00000014159.3
OG0010067	ENSMUSG00000071415.6	ENSACAG00000013113.2
OG0010068	ENSMUSG00000025049.6	ENSACAG00000004756.2
OG0010069	ENSMUSG00000025047.9	ENSACAG00000004796.3
OG0010070	ENSMUSG00000005897.14	ENSACAG00000012771.3
OG0010071	ENSMUSG00000033326.15	ENSACAG00000014203.3
OG0010072	ENSMUSG00000006435.16	ENSACAG00000004920.3
OG0010073	ENSMUSG00000042694.17	ENSACAG00000004954.3
OG0010074	ENSMUSG00000025060.15	ENSACAG00000004988.3
OG0010075	ENSMUSG00000074785.5	ENSACAG00000012631.3
OG0010076	ENSMUSG00000028540.6	ENSACAG00000014312.3
OG0010077	ENSMUSG00000025064.15	ENSACAG00000005136.2
OG0010078	ENSMUSG00000020027.18	ENSACAG00000012616.3
OG0010079	ENSMUSG00000020926.16	ENSACAG00000012582.3
OG0010080	ENSMUSG00000028541.14	ENSACAG00000014406.3
OG0010081	ENSMUSG00000028542.17	ENSACAG00000014488.3
OG0010082	ENSMUSG00000036499.9	ENSACAG00000012450.3
OG0010083	ENSMUSG00000044948.17	ENSACAG00000005165.3
OG0010084	ENSMUSG00000009640.11	ENSACAG00000014681.3
OG0010085	ENSMUSG00000019929.16	ENSACAG00000012367.3
OG0010086	ENSMUSG00000036446.5	ENSACAG00000012359.3
OG0010087	ENSMUSG00000117975.1	ENSACAG00000005224.3
OG0010088	ENSMUSG00000046585.9	ENSACAG00000005225.3
OG0010089	ENSMUSG00000048772.15	ENSACAG00000014822.3
OG0010090	ENSMUSG00000060268.12	ENSACAG00000014830.3
OG0010091	ENSMUSG00000034685.4	ENSACAG00000012203.2
OG0010092	ENSMUSG00000034035.18	ENSACAG00000014925.3
OG0010093	ENSMUSG00000019960.8	ENSACAG00000011871.3
OG0010094	ENSMUSG00000034765.6	ENSACAG00000005951.3
OG0010095	ENSMUSG00000028690.4	ENSACAG00000015193.3
OG0010096	ENSMUSG00000051378.10	ENSACAG00000007486.3
OG0010097	ENSMUSG00000020935.8	ENSACAG00000007476.3
OG0010098	ENSMUSG00000044921.5	ENSACAG00000011140.3
OG0010099	ENSMUSG00000036602.14	ENSACAG00000011108.2
OG0010100	ENSMUSG00000019894.14	ENSACAG00000010944.2
OG0010101	ENSMUSG00000036019.8	ENSACAG00000014731.3
OG0010102	ENSMUSG00000028681.11	ENSACAG00000015383.3
OG0010103	ENSMUSG00000036009.16	ENSACAG00000014713.3
OG0010104	ENSMUSG00000073771.11	ENSACAG00000025484.2
OG0010105	ENSMUSG00000028680.14	ENSACAG00000015556.3
OG0010106	ENSMUSG00000020941.7	ENSACAG00000016433.3
OG0010107	ENSMUSG00000024976.14	ENSACAG00000015815.2
OG0010108	ENSMUSG00000055805.15	ENSACAG00000016489.3
OG0010109	ENSMUSG00000035948.13	ENSACAG00000014473.3
OG0010110	ENSMUSG00000000435.1	ENSACAG00000014431.3
OG0010111	ENSMUSG00000035923.4	ENSACAG00000022851.2
OG0010112	ENSMUSG00000034042.16	ENSACAG00000015710.3
OG0010113	ENSMUSG00000035916.8	ENSACAG00000014272.3
OG0010114	ENSMUSG00000028696.12	ENSACAG00000015733.2
OG0010115	ENSMUSG00000046215.3	ENSACAG00000016741.2
OG0010116	ENSMUSG00000019907.10	ENSACAG00000014016.3
OG0010117	ENSMUSG00000057337.13	ENSACAG00000017793.2
OG0010118	ENSMUSG00000020085.15	ENSACAG00000017786.3
OG0010119	ENSMUSG00000035873.8	ENSACAG00000014001.2
OG0010120	ENSMUSG00000028701.4	ENSACAG00000002422.3
OG0010121	ENSMUSG00000020086.6	ENSACAG00000017782.3
OG0010122	ENSMUSG00000028703.14	ENSACAG00000002210.3
OG0010123	ENSMUSG00000058806.15	ENSACAG00000017768.3
OG0010124	ENSMUSG00000020694.17	ENSACAG00000016868.3
OG0010125	ENSMUSG00000020151.16	ENSACAG00000021144.3
OG0010126	ENSMUSG00000010554.14	ENSACAG00000016895.2
OG0010127	ENSMUSG00000014198.15	ENSACAG00000016919.3
OG0010128	ENSMUSG00000020098.7	ENSACAG00000008843.3
OG0010129	ENSMUSG00000034127.15	ENSACAG00000007164.3
OG0010130	ENSMUSG00000020097.14	ENSACAG00000008740.2
OG0010131	ENSMUSG00000020140.15	ENSACAG00000007193.3
OG0010132	ENSMUSG00000006782.16	ENSACAG00000016984.2
OG0010133	ENSMUSG00000006784.14	ENSACAG00000016998.3
OG0010134	ENSMUSG00000020092.9	ENSACAG00000008406.3
OG0010135	ENSMUSG00000020091.15	ENSACAG00000008388.3
OG0010136	ENSMUSG00000037151.8	ENSACAG00000008384.3
OG0010137	ENSMUSG00000006764.8	ENSACAG00000007531.3
OG0010138	ENSMUSG00000017176.17	ENSACAG00000017097.3
OG0010139	ENSMUSG00000034773.16	ENSACAG00000017163.3
OG0010140	ENSMUSG00000034757.15	ENSACAG00000017177.3
OG0010141	ENSMUSG00000044475.14	ENSACAG00000001244.3
OG0010142	ENSMUSG00000020107.10	ENSACAG00000001222.2
OG0010143	ENSMUSG00000020108.4	ENSACAG00000001209.3
OG0010144	ENSMUSG00000009654.4	ENSACAG00000000811.3
OG0010145	ENSMUSG00000020189.15	ENSACAG00000006790.2
OG0010146	ENSMUSG00000028567.8	ENSACAG00000008073.3
OG0010147	ENSMUSG00000020185.16	ENSACAG00000005414.3
OG0010148	ENSMUSG00000020181.18	ENSACAG00000014617.3
OG0010149	ENSMUSG00000063800.5	ENSACAG00000008249.3
OG0010150	ENSMUSG00000029335.5	ENSACAG00000010162.3
OG0010151	ENSMUSG00000073805.5	ENSACAG00000007298.3
OG0010152	ENSMUSG00000029334.14	ENSACAG00000010172.3
OG0010153	ENSMUSG00000050866.7	ENSACAG00000007466.3
OG0010154	ENSMUSG00000031004.8	ENSACAG00000020986.3
OG0010155	ENSMUSG00000059816.5	ENSACAG00000008331.3
OG0010156	ENSMUSG00000048351.14	ENSACAG00000008332.3
OG0010157	ENSMUSG00000029326.13	ENSACAG00000010419.3
OG0010158	ENSMUSG00000028603.15	ENSACAG00000008469.3
OG0010159	ENSMUSG00000003119.14	ENSACAG00000017541.2
OG0010160	ENSMUSG00000028600.15	ENSACAG00000028131.2
OG0010161	ENSMUSG00000008932.10	ENSACAG00000008623.3
OG0010162	ENSMUSG00000035297.14	ENSACAG00000010628.2
OG0010163	ENSMUSG00000018167.10	ENSACAG00000003823.3
OG0010164	ENSMUSG00000029319.8	ENSACAG00000010708.3
OG0010165	ENSMUSG00000038216.7	ENSACAG00000003800.2
OG0010166	ENSMUSG00000035273.14	ENSACAG00000010731.2
OG0010167	ENSMUSG00000028613.15	ENSACAG00000008779.3
OG0010168	ENSMUSG00000062312.5	ENSACAG00000003496.3
OG0010169	ENSMUSG00000029314.14	ENSACAG00000011022.3
OG0010170	ENSMUSG00000002580.7	ENSACAG00000003485.3
OG0010171	ENSMUSG00000063172.13	ENSACAG00000028858.1
OG0010172	ENSMUSG00000042115.4	ENSACAG00000014572.3
OG0010173	ENSMUSG00000009772.15	ENSACAG00000014491.3
OG0010174	ENSMUSG00000029330.8	ENSACAG00000011274.3
OG0010175	ENSMUSG00000019312.10	ENSACAG00000003395.2
OG0010176	ENSMUSG00000042066.16	ENSACAG00000014434.3
OG0010177	ENSMUSG00000042046.15	ENSACAG00000014313.3
OG0010178	ENSMUSG00000043940.15	ENSACAG00000011422.3
OG0010179	ENSMUSG00000049571.18	ENSACAG00000005868.3, ENSACAG00000005841.2
OG0010180	ENSMUSG00000017221.14	ENSACAG00000003160.3
OG0010181	ENSMUSG00000038067.2	ENSACAG00000026820.2
OG0010182	ENSMUSG00000053024.14	ENSACAG00000013863.3
OG0010183	ENSMUSG00000017210.14	ENSACAG00000003026.3
OG0010184	ENSMUSG00000063179.13	ENSACAG00000017467.2
OG0010185	ENSMUSG00000026442.14	ENSACAG00000013660.3
OG0010186	ENSMUSG00000034573.14	ENSACAG00000012072.3
OG0010187	ENSMUSG00000020889.11	ENSACAG00000002847.3
OG0010188	ENSMUSG00000050100.14	ENSACAG00000017493.2
OG0010189	ENSMUSG00000029313.18	ENSACAG00000012192.3
OG0010190	ENSMUSG00000078676.9	ENSACAG00000002674.3
OG0010191	ENSMUSG00000038020.5	ENSACAG00000002541.3
OG0010192	ENSMUSG00000029312.12	ENSACAG00000012252.3
OG0010193	ENSMUSG00000030930.14	ENSACAG00000017532.3
OG0010194	ENSMUSG00000041757.17	ENSACAG00000007602.3
OG0010195	ENSMUSG00000048528.7	ENSACAG00000022361.1
OG0010196	ENSMUSG00000030946.13	ENSACAG00000017564.3
OG0010197	ENSMUSG00000070645.5	ENSACAG00000007697.3
OG0010198	ENSMUSG00000030965.19	ENSACAG00000014423.3
OG0010199	ENSMUSG00000070643.11	ENSACAG00000010028.3
OG0010200	ENSMUSG00000029306.8	ENSACAG00000012637.3
OG0010201	ENSMUSG00000030967.15	ENSACAG00000014485.2
OG0010202	ENSMUSG00000017493.12	ENSACAG00000016160.2
OG0010203	ENSMUSG00000037944.8	ENSACAG00000016124.3
OG0010204	ENSMUSG00000039990.16	ENSACAG00000000994.3
OG0010205	ENSMUSG00000030983.4	ENSACAG00000000886.3
OG0010206	ENSMUSG00000037826.5	ENSACAG00000012908.3
OG0010207	ENSMUSG00000041559.7	ENSACAG00000002165.2
OG0010208	ENSMUSG00000006777.7	ENSACAG00000029308.1
OG0010209	ENSMUSG00000043162.7	ENSACAG00000012968.2
OG0010210	ENSMUSG00000045441.5	ENSACAG00000026743.2
OG0010211	ENSMUSG00000054641.10	ENSACAG00000013371.3
OG0010212	ENSMUSG00000039578.17	ENSACAG00000013418.3
OG0010213	ENSMUSG00000030850.17	ENSACAG00000017242.3
OG0010214	ENSMUSG00000023980.7	ENSACAG00000003170.2
OG0010215	ENSMUSG00000023988.8	ENSACAG00000003079.3
OG0010216	ENSMUSG00000055319.8	ENSACAG00000017131.3
OG0010217	ENSMUSG00000052430.15	ENSACAG00000013701.3
OG0010218	ENSMUSG00000078619.10	ENSACAG00000017920.2
OG0010219	ENSMUSG00000020708.12	ENSACAG00000017921.3
OG0010220	ENSMUSG00000020706.13	ENSACAG00000017930.3
OG0010221	ENSMUSG00000051236.13	ENSACAG00000003504.3
OG0010222	ENSMUSG00000048661.14	ENSACAG00000003477.3
OG0010223	ENSMUSG00000020218.11	ENSACAG00000003473.3
OG0010224	ENSMUSG00000030844.11	ENSACAG00000016977.3
OG0010225	ENSMUSG00000020704.13	ENSACAG00000017932.3
OG0010226	ENSMUSG00000007570.16	ENSACAG00000002350.3
OG0010227	ENSMUSG00000022016.16	ENSACAG00000001911.3
OG0010228	ENSMUSG00000025795.8	ENSACAG00000003364.3
OG0010229	ENSMUSG00000058997.8	ENSACAG00000001188.3
OG0010230	ENSMUSG00000024219.16	ENSACAG00000001592.3
OG0010231	ENSMUSG00000053684.8	ENSACAG00000003116.3
OG0010232	ENSMUSG00000039512.12	ENSACAG00000001504.3
OG0010233	ENSMUSG00000020121.15	ENSACAG00000003011.3
OG0010234	ENSMUSG00000036461.16	ENSACAG00000000719.3
OG0010235	ENSMUSG00000035355.15	ENSACAG00000017957.3
OG0010236	ENSMUSG00000024215.14	ENSACAG00000015770.3
OG0010237	ENSMUSG00000020123.6	ENSACAG00000000443.3
OG0010238	ENSMUSG00000040276.15	ENSACAG00000015801.2
OG0010239	ENSMUSG00000024213.14	ENSACAG00000028344.1
OG0010240	ENSMUSG00000062753.14	ENSACAG00000024314.1
OG0010241	ENSMUSG00000035566.7	ENSACAG00000000482.2
OG0010242	ENSMUSG00000001751.9	ENSACAG00000017964.3
OG0010243	ENSMUSG00000044857.8	ENSACAG00000016140.2
OG0010244	ENSMUSG00000020124.10	ENSACAG00000000802.3
OG0010245	ENSMUSG00000024208.16	ENSACAG00000026095.2
OG0010246	ENSMUSG00000042644.9	ENSACAG00000016163.3
OG0010247	ENSMUSG00000022019.16	ENSACAG00000004923.3
OG0010248	ENSMUSG00000049807.16	ENSACAG00000007448.3
OG0010249	ENSMUSG00000020105.9	ENSACAG00000001513.3
OG0010250	ENSMUSG00000048218.6	ENSACAG00000001736.2
OG0010251	ENSMUSG00000022464.14	ENSACAG00000001742.2
OG0010252	ENSMUSG00000040771.14, ENSMUSG00000116513.2	ENSACAG00000016516.3
OG0010253	ENSMUSG00000022129.4	ENSACAG00000002630.2
OG0010254	ENSMUSG00000022462.7	ENSACAG00000002060.3
OG0010255	ENSMUSG00000022131.3	ENSACAG00000002500.3
OG0010256	ENSMUSG00000001444.2	ENSACAG00000007044.2
OG0010257	ENSMUSG00000071172.13	ENSACAG00000016637.2
OG0010258	ENSMUSG00000038534.18	ENSACAG00000006906.3
OG0010259	ENSMUSG00000033237.19	ENSACAG00000002402.2
OG0010260	ENSMUSG00000024011.17	ENSACAG00000016694.2
OG0010261	ENSMUSG00000024012.18	ENSACAG00000029507.1
OG0010262	ENSMUSG00000020877.11	ENSACAG00000006837.3
OG0010263	ENSMUSG00000029086.15	ENSACAG00000012294.3
OG0010264	ENSMUSG00000038560.7	ENSACAG00000006831.3
OG0010265	ENSMUSG00000018659.12	ENSACAG00000006764.2
OG0010266	ENSMUSG00000047040.9	ENSACAG00000006762.2
OG0010267	ENSMUSG00000042156.16	ENSACAG00000001944.2
OG0010268	ENSMUSG00000018973.2	ENSACAG00000029356.1, ENSACAG00000006529.3
OG0010269	ENSMUSG00000075588.6	ENSACAG00000006521.2
OG0010270	ENSMUSG00000038700.4	ENSACAG00000006484.3
OG0010271	ENSMUSG00000036158.12	ENSACAG00000003086.2
OG0010272	ENSMUSG00000033004.16	ENSACAG00000000646.3
OG0010273	ENSMUSG00000014349.7	ENSACAG00000006311.2
OG0010274	ENSMUSG00000036197.16	ENSACAG00000016426.3
OG0010275	ENSMUSG00000022126.6	ENSACAG00000000470.3
