Orthogroup	X_tropicalis.pep	P_troglodytes.pep
OG0010497	ENSXETG00000019423.1	ENSPTRG00000019339.4
OG0010498	ENSXETG00000017003.1	ENSPTRG00000019337.6
OG0010499	ENSXETG00000019836.1	ENSPTRG00000040435.2
OG0010500	ENSXETG00000001527.1	ENSPTRG00000013686.7
OG0010501	ENSXETG00000001493.1	ENSPTRG00000049506.1
OG0010502	ENSXETG00000001484.1	ENSPTRG00000052443.1
OG0010503	ENSXETG00000001328.1, ENSXETG00000002620.1	ENSPTRG00000013690.6
OG0010504	ENSXETG00000001841.1	ENSPTRG00000013696.6
OG0010505	ENSXETG00000001905.1	ENSPTRG00000013700.7
OG0010506	ENSXETG00000001978.1	ENSPTRG00000013704.5
OG0010508	ENSXETG00000002133.1	ENSPTRG00000013968.6
OG0010509	ENSXETG00000002073.1	ENSPTRG00000042805.1
OG0010510	ENSXETG00000003434.1	ENSPTRG00000013957.3
OG0010512	ENSXETG00000002726.1	ENSPTRG00000013709.6
OG0010513	ENSXETG00000002745.1	ENSPTRG00000013710.4
OG0010514	ENSXETG00000003312.1	ENSPTRG00000013715.6
OG0010517	ENSXETG00000020480.1	ENSPTRG00000013946.6
OG0010518	ENSXETG00000011836.1	ENSPTRG00000013944.5
OG0010519	ENSXETG00000011609.1	ENSPTRG00000013942.3
OG0010520	ENSXETG00000011804.1	ENSPTRG00000013937.6
OG0010521	ENSXETG00000002572.1	ENSPTRG00000013725.7
OG0010522	ENSXETG00000007099.1	ENSPTRG00000050158.1
OG0010523	ENSXETG00000005097.1	ENSPTRG00000013727.6
OG0010524	ENSXETG00000015707.1	ENSPTRG00000013731.6
OG0010525	ENSXETG00000007278.1	ENSPTRG00000013929.6
OG0010526	ENSXETG00000014912.1	ENSPTRG00000013733.5
OG0010527	ENSXETG00000018387.1	ENSPTRG00000019574.4
OG0010528	ENSXETG00000012485.1	ENSPTRG00000013925.6
OG0010529	ENSXETG00000012490.1	ENSPTRG00000013924.6
OG0010530	ENSXETG00000017188.1	ENSPTRG00000019583.4
OG0010532	ENSXETG00000012908.1	ENSPTRG00000013915.6
OG0010533	ENSXETG00000010265.1	ENSPTRG00000019585.5
OG0010534	ENSXETG00000013232.1	ENSPTRG00000013908.6
OG0010535	ENSXETG00000015669.1	ENSPTRG00000030459.2
OG0010536	ENSXETG00000010572.1	ENSPTRG00000019587.5
OG0010537	ENSXETG00000013267.1	ENSPTRG00000013907.6
OG0010538	ENSXETG00000013313.1	ENSPTRG00000043267.1
OG0010539	ENSXETG00000008857.1	ENSPTRG00000004469.5
OG0010540	ENSXETG00000013334.1	ENSPTRG00000013901.7
OG0010541	ENSXETG00000013408.1	ENSPTRG00000013900.6
OG0010542	ENSXETG00000013478.1	ENSPTRG00000013897.6
OG0010543	ENSXETG00000013496.1	ENSPTRG00000013895.5
OG0010544	ENSXETG00000013507.1	ENSPTRG00000013894.6
OG0010545	ENSXETG00000013519.1	ENSPTRG00000013891.3
OG0010547	ENSXETG00000009443.1	ENSPTRG00000052260.1
OG0010548	ENSXETG00000013570.1	ENSPTRG00000013890.5
OG0010549	ENSXETG00000009588.1	ENSPTRG00000013881.6
OG0010550	ENSXETG00000009572.1	ENSPTRG00000013880.3
OG0010552	ENSXETG00000016550.1	ENSPTRG00000031433.2
OG0010553	ENSXETG00000009550.1	ENSPTRG00000013877.6
OG0010554	ENSXETG00000008546.1	ENSPTRG00000014510.5
OG0010555	ENSXETG00000004483.1	ENSPTRG00000050230.1
OG0010556	ENSXETG00000000978.1	ENSPTRG00000016609.5
OG0010557	ENSXETG00000006235.1	ENSPTRG00000016001.5
OG0010558	ENSXETG00000006272.1	ENSPTRG00000050417.1
OG0010559	ENSXETG00000006339.1	ENSPTRG00000016006.6
OG0010560	ENSXETG00000001113.1	ENSPTRG00000016601.6
OG0010561	ENSXETG00000009801.1	ENSPTRG00000013862.6
OG0010562	ENSXETG00000004239.1	ENSPTRG00000013857.7
OG0010564	ENSXETG00000004281.1	ENSPTRG00000013854.6
OG0010565	ENSXETG00000005411.1	ENSPTRG00000013850.4
OG0010566	ENSXETG00000013169.1	ENSPTRG00000008925.5
OG0010567	ENSXETG00000012465.1	ENSPTRG00000016011.3
OG0010568	ENSXETG00000005503.1	ENSPTRG00000013848.5
OG0010569	ENSXETG00000003195.1	ENSPTRG00000016012.4
OG0010570	ENSXETG00000005988.1	ENSPTRG00000013847.6
OG0010571	ENSXETG00000001413.1	ENSPTRG00000016015.7
OG0010572	ENSXETG00000014752.1	ENSPTRG00000013823.6
OG0010573	ENSXETG00000001915.1	ENSPTRG00000034129.3
OG0010574	ENSXETG00000001918.1	ENSPTRG00000016020.4
OG0010575	ENSXETG00000015667.1	ENSPTRG00000013819.6
OG0010576	ENSXETG00000020249.1	ENSPTRG00000016062.6
OG0010577	ENSXETG00000016426.1	ENSPTRG00000013814.4
OG0010578	ENSXETG00000016542.1	ENSPTRG00000013813.5
OG0010579	ENSXETG00000015339.1	ENSPTRG00000016066.4
OG0010580	ENSXETG00000010961.1	ENSPTRG00000016067.6
OG0010581	ENSXETG00000007356.1	ENSPTRG00000016069.4
OG0010582	ENSXETG00000003468.1	ENSPTRG00000013800.3
OG0010583	ENSXETG00000003647.1	ENSPTRG00000013799.5
OG0010584	ENSXETG00000006089.1	ENSPTRG00000015118.7
OG0010585	ENSXETG00000005391.1	ENSPTRG00000015119.5
OG0010586	ENSXETG00000005247.1	ENSPTRG00000047510.1
OG0010587	ENSXETG00000005184.1	ENSPTRG00000015122.5
OG0010588	ENSXETG00000005145.1	ENSPTRG00000015123.3
OG0010589	ENSXETG00000005141.1	ENSPTRG00000015124.5
OG0010590	ENSXETG00000004654.1	ENSPTRG00000020012.6
OG0010591	ENSXETG00000004702.1	ENSPTRG00000020015.4
OG0010592	ENSXETG00000011499.1	ENSPTRG00000001225.5
OG0010593	ENSXETG00000011518.1	ENSPTRG00000043079.1
OG0010594	ENSXETG00000004927.1	ENSPTRG00000020020.6
OG0010596	ENSXETG00000002242.1	ENSPTRG00000008409.5
OG0010597	ENSXETG00000013378.1	ENSPTRG00000008410.5
OG0010598	ENSXETG00000013321.1	ENSPTRG00000034007.2
OG0010599	ENSXETG00000013225.1	ENSPTRG00000008215.6
OG0010600	ENSXETG00000015411.1	ENSPTRG00000001630.4
OG0010601	ENSXETG00000019193.1	ENSPTRG00000047547.1
OG0010602	ENSXETG00000001829.1	ENSPTRG00000022532.5
OG0010603	ENSXETG00000015747.1	ENSPTRG00000048706.1
OG0010604	ENSXETG00000016789.1	ENSPTRG00000023523.6
OG0010605	ENSXETG00000006740.1	ENSPTRG00000001640.4
OG0010606	ENSXETG00000005217.1	ENSPTRG00000020025.6
OG0010607	ENSXETG00000003803.1	ENSPTRG00000039227.2
OG0010608	ENSXETG00000003831.1	ENSPTRG00000015139.5
OG0010609	ENSXETG00000003983.1	ENSPTRG00000015130.2
OG0010610	ENSXETG00000005119.1	ENSPTRG00000015126.4
OG0010611	ENSXETG00000012317.1	ENSPTRG00000016660.6
OG0010613	ENSXETG00000001419.1	ENSPTRG00000016658.3
OG0010614	ENSXETG00000012546.1	ENSPTRG00000015210.4
OG0010616	ENSXETG00000012540.1	ENSPTRG00000015204.5
OG0010617	ENSXETG00000006158.1	ENSPTRG00000015193.6
OG0010618	ENSXETG00000002115.1	ENSPTRG00000016649.7
OG0010619	ENSXETG00000002707.1	ENSPTRG00000016647.6
OG0010620	ENSXETG00000000170.1	ENSPTRG00000016643.6
OG0010621	ENSXETG00000000234.1	ENSPTRG00000016636.6
OG0010622	ENSXETG00000000248.1	ENSPTRG00000016634.4
OG0010623	ENSXETG00000000455.1	ENSPTRG00000016629.4
OG0010624	ENSXETG00000005965.1	ENSPTRG00000015189.4
OG0010625	ENSXETG00000000519.1	ENSPTRG00000016626.7
OG0010626	ENSXETG00000005902.1	ENSPTRG00000015187.7
OG0010627	ENSXETG00000005501.1	ENSPTRG00000015184.6
OG0010628	ENSXETG00000000846.1	ENSPTRG00000016617.3
OG0010629	ENSXETG00000000859.1	ENSPTRG00000016616.3
OG0010630	ENSXETG00000000922.1	ENSPTRG00000016611.6
OG0010631	ENSXETG00000004465.1	ENSPTRG00000015180.5
OG0010632	ENSXETG00000004231.1	ENSPTRG00000015179.6
OG0010633	ENSXETG00000018578.1	ENSPTRG00000016479.5
OG0010634	ENSXETG00000015474.1	ENSPTRG00000015162.4
OG0010635	ENSXETG00000016416.1	ENSPTRG00000015161.5
OG0010636	ENSXETG00000012630.1	ENSPTRG00000016470.6
OG0010637	ENSXETG00000018957.1	ENSPTRG00000015154.6
OG0010638	ENSXETG00000012755.1	ENSPTRG00000016469.6
OG0010639	ENSXETG00000019788.1	ENSPTRG00000034541.3
OG0010640	ENSXETG00000017004.1	ENSPTRG00000015153.7
OG0010641	ENSXETG00000008692.1	ENSPTRG00000001162.6
OG0010642	ENSXETG00000012862.1	ENSPTRG00000016465.6
OG0010643	ENSXETG00000021212.1	ENSPTRG00000001644.7
OG0010644	ENSXETG00000012921.1	ENSPTRG00000016464.6
OG0010645	ENSXETG00000004171.1	ENSPTRG00000001651.3
OG0010646	ENSXETG00000004220.1	ENSPTRG00000001653.6
OG0010647	ENSXETG00000004236.1	ENSPTRG00000001655.5
OG0010648	ENSXETG00000012990.1	ENSPTRG00000016459.6
OG0010649	ENSXETG00000004301.1	ENSPTRG00000001656.7
OG0010650	ENSXETG00000013010.1	ENSPTRG00000039601.2
OG0010651	ENSXETG00000013021.1	ENSPTRG00000016455.5
OG0010652	ENSXETG00000004403.1	ENSPTRG00000001659.6
OG0010653	ENSXETG00000013624.1	ENSPTRG00000024162.5
OG0010654	ENSXETG00000004769.1	ENSPTRG00000015220.5
OG0010655	ENSXETG00000004813.1	ENSPTRG00000015222.5
OG0010656	ENSXETG00000004871.1	ENSPTRG00000023965.5
OG0010657	ENSXETG00000007518.1	ENSPTRG00000016561.4
OG0010658	ENSXETG00000003941.1	ENSPTRG00000015226.5
OG0010659	ENSXETG00000011116.1	ENSPTRG00000015285.5
OG0010660	ENSXETG00000004980.1	ENSPTRG00000015236.5
OG0010661	ENSXETG00000015103.1	ENSPTRG00000015240.5
OG0010662	ENSXETG00000005273.1	ENSPTRG00000016554.4
OG0010663	ENSXETG00000015019.1	ENSPTRG00000015237.6
OG0010664	ENSXETG00000015138.1	ENSPTRG00000015244.6
OG0010665	ENSXETG00000015177.1	ENSPTRG00000015246.7
OG0010666	ENSXETG00000010859.1	ENSPTRG00000015250.4
OG0010667	ENSXETG00000010849.1	ENSPTRG00000015252.5
OG0010668	ENSXETG00000010796.1	ENSPTRG00000015251.6
OG0010669	ENSXETG00000006058.1	ENSPTRG00000005787.5
OG0010670	ENSXETG00000006073.1	ENSPTRG00000005784.4
OG0010671	ENSXETG00000006138.1	ENSPTRG00000005782.5
OG0010672	ENSXETG00000012363.1	ENSPTRG00000016547.4
OG0010673	ENSXETG00000012412.1	ENSPTRG00000016546.3
OG0010674	ENSXETG00000001331.1	ENSPTRG00000005774.6
OG0010675	ENSXETG00000001141.1	ENSPTRG00000016541.6
OG0010676	ENSXETG00000003061.1	ENSPTRG00000005771.6
OG0010677	ENSXETG00000001213.1	ENSPTRG00000016537.4
OG0010678	ENSXETG00000001286.1	ENSPTRG00000016536.6
OG0010679	ENSXETG00000001321.1	ENSPTRG00000016535.7
OG0010680	ENSXETG00000000988.1	ENSPTRG00000005766.7
OG0010681	ENSXETG00000001334.1	ENSPTRG00000016534.5
OG0010682	ENSXETG00000001364.1	ENSPTRG00000016533.6
OG0010683	ENSXETG00000001549.1	ENSPTRG00000016532.6
OG0010684	ENSXETG00000001680.1	ENSPTRG00000016530.5
OG0010685	ENSXETG00000017288.1	ENSPTRG00000005761.6
OG0010686	ENSXETG00000002218.1	ENSPTRG00000005757.4
OG0010687	ENSXETG00000002141.1	ENSPTRG00000016513.6
OG0010688	ENSXETG00000002910.1	ENSPTRG00000016512.6
OG0010689	ENSXETG00000002934.1	ENSPTRG00000016509.5
OG0010690	ENSXETG00000002293.1	ENSPTRG00000005751.6
OG0010691	ENSXETG00000021346.1	ENSPTRG00000005750.6
OG0010692	ENSXETG00000018078.1	ENSPTRG00000005746.6
OG0010693	ENSXETG00000002187.1	ENSPTRG00000016497.5
OG0010694	ENSXETG00000002299.1	ENSPTRG00000016496.5
OG0010695	ENSXETG00000012332.1	ENSPTRG00000050494.1
OG0010696	ENSXETG00000010132.1	ENSPTRG00000016495.4
OG0010697	ENSXETG00000010153.1	ENSPTRG00000016493.6
OG0010698	ENSXETG00000005610.1	ENSPTRG00000005713.7
OG0010699	ENSXETG00000013875.1	ENSPTRG00000016437.6
OG0010700	ENSXETG00000013858.1	ENSPTRG00000016438.6
OG0010701	ENSXETG00000006270.1	ENSPTRG00000024080.5
OG0010702	ENSXETG00000006280.1	ENSPTRG00000005677.7
OG0010704	ENSXETG00000006315.1	ENSPTRG00000005680.6
OG0010705	ENSXETG00000006433.1	ENSPTRG00000005684.7
OG0010706	ENSXETG00000014138.1	ENSPTRG00000024046.5
OG0010707	ENSXETG00000006607.1	ENSPTRG00000031245.2
OG0010708	ENSXETG00000014148.1	ENSPTRG00000016426.5
OG0010709	ENSXETG00000014220.1	ENSPTRG00000016423.4
OG0010710	ENSXETG00000014387.1	ENSPTRG00000016420.4
OG0010711	ENSXETG00000014484.1	ENSPTRG00000016417.5
OG0010712	ENSXETG00000004559.1	ENSPTRG00000005693.6
OG0010713	ENSXETG00000004432.1	ENSPTRG00000005695.6
OG0010714	ENSXETG00000004401.1	ENSPTRG00000005696.6
OG0010715	ENSXETG00000004214.1	ENSPTRG00000005703.5
OG0010716	ENSXETG00000004190.1	ENSPTRG00000005704.7
OG0010717	ENSXETG00000015621.1	ENSPTRG00000016411.6
OG0010718	ENSXETG00000003601.1	ENSPTRG00000005705.6
OG0010719	ENSXETG00000003377.1	ENSPTRG00000005717.5
OG0010720	ENSXETG00000010292.1	ENSPTRG00000004236.4
OG0010721	ENSXETG00000009615.1	ENSPTRG00000016404.4
OG0010722	ENSXETG00000010297.1	ENSPTRG00000004235.5
OG0010723	ENSXETG00000010299.1	ENSPTRG00000004234.6
OG0010724	ENSXETG00000009577.1	ENSPTRG00000016403.5
OG0010725	ENSXETG00000018780.1	ENSPTRG00000007259.5
OG0010726	ENSXETG00000020652.1	ENSPTRG00000004224.6
OG0010727	ENSXETG00000009047.1	ENSPTRG00000016397.5
OG0010728	ENSXETG00000008779.1	ENSPTRG00000016394.5
OG0010729	ENSXETG00000007040.1	ENSPTRG00000052560.1
OG0010730	ENSXETG00000011991.1	ENSPTRG00000016391.5
OG0010731	ENSXETG00000016490.1	ENSPTRG00000016382.6
OG0010732	ENSXETG00000013504.1	ENSPTRG00000004201.6
OG0010733	ENSXETG00000016001.1	ENSPTRG00000016375.6
OG0010734	ENSXETG00000015908.1	ENSPTRG00000052840.1
OG0010735	ENSXETG00000003516.1	ENSPTRG00000016372.5
OG0010736	ENSXETG00000011502.1	ENSPTRG00000004195.5
OG0010737	ENSXETG00000014652.1	ENSPTRG00000016370.5
OG0010738	ENSXETG00000011266.1	ENSPTRG00000004188.6
OG0010739	ENSXETG00000011773.1	ENSPTRG00000004187.6
OG0010740	ENSXETG00000015376.1	ENSPTRG00000016366.4
OG0010741	ENSXETG00000011787.1	ENSPTRG00000028425.4
OG0010743	ENSXETG00000015865.1	ENSPTRG00000044543.1
OG0010744	ENSXETG00000015886.1	ENSPTRG00000046752.1
OG0010745	ENSXETG00000006647.1	ENSPTRG00000004181.5
OG0010746	ENSXETG00000003451.1	ENSPTRG00000016360.5
OG0010747	ENSXETG00000007311.1	ENSPTRG00000016359.6
OG0010748	ENSXETG00000006641.1	ENSPTRG00000016356.6
OG0010749	ENSXETG00000008962.1	ENSPTRG00000004172.6
OG0010750	ENSXETG00000008990.1	ENSPTRG00000004171.6
OG0010751	ENSXETG00000001088.1	ENSPTRG00000016200.7
OG0010752	ENSXETG00000008951.1	ENSPTRG00000016196.7
OG0010753	ENSXETG00000007107.1	ENSPTRG00000016190.6
OG0010754	ENSXETG00000007100.1	ENSPTRG00000016188.4
OG0010755	ENSXETG00000005770.1	ENSPTRG00000004155.7
OG0010756	ENSXETG00000005894.1	ENSPTRG00000004152.6
OG0010757	ENSXETG00000017125.1	ENSPTRG00000016185.5
OG0010758	ENSXETG00000005987.1	ENSPTRG00000052201.1
OG0010759	ENSXETG00000006101.1	ENSPTRG00000004148.5
OG0010760	ENSXETG00000017223.1	ENSPTRG00000016178.6
OG0010761	ENSXETG00000001666.1	ENSPTRG00000004145.4
OG0010762	ENSXETG00000001718.1	ENSPTRG00000004144.6
OG0010763	ENSXETG00000012802.1	ENSPTRG00000016134.4
OG0010764	ENSXETG00000001733.1	ENSPTRG00000047379.1
OG0010765	ENSXETG00000020358.1	ENSPTRG00000016136.6
OG0010766	ENSXETG00000016897.1	ENSPTRG00000028447.2
OG0010767	ENSXETG00000001859.1	ENSPTRG00000016143.5
OG0010768	ENSXETG00000004655.1	ENSPTRG00000004124.5
OG0010769	ENSXETG00000004694.1	ENSPTRG00000004123.4
OG0010770	ENSXETG00000012527.1	ENSPTRG00000012121.4
OG0010771	ENSXETG00000012504.1	ENSPTRG00000012118.5
OG0010772	ENSXETG00000007995.1	ENSPTRG00000010016.6, ENSPTRG00000049494.1
OG0010773	ENSXETG00000008086.1	ENSPTRG00000033700.3
OG0010774	ENSXETG00000017639.1	ENSPTRG00000016891.6
OG0010775	ENSXETG00000016843.1	ENSPTRG00000016888.4
OG0010777	ENSXETG00000012579.1	ENSPTRG00000016884.6
OG0010778	ENSXETG00000012847.1	ENSPTRG00000016878.5
OG0010779	ENSXETG00000012942.1	ENSPTRG00000016875.3
OG0010780	ENSXETG00000012988.1	ENSPTRG00000016874.6
OG0010781	ENSXETG00000013030.1	ENSPTRG00000016869.6
OG0010783	ENSXETG00000013041.1	ENSPTRG00000016868.4
OG0010784	ENSXETG00000013045.1	ENSPTRG00000016867.3
OG0010785	ENSXETG00000013052.1	ENSPTRG00000016866.5
OG0010786	ENSXETG00000013071.1	ENSPTRG00000016864.5
OG0010787	ENSXETG00000013203.1	ENSPTRG00000016860.5
OG0010788	ENSXETG00000016834.1	ENSPTRG00000016857.5
OG0010789	ENSXETG00000016839.1	ENSPTRG00000016856.3
OG0010790	ENSXETG00000012606.1	ENSPTRG00000016850.5
OG0010792	ENSXETG00000012615.1	ENSPTRG00000016848.5
OG0010793	ENSXETG00000012655.1	ENSPTRG00000016843.3
OG0010794	ENSXETG00000012678.1	ENSPTRG00000016836.7
OG0010795	ENSXETG00000012690.1	ENSPTRG00000016833.6
OG0010797	ENSXETG00000012913.1	ENSPTRG00000016827.7
OG0010798	ENSXETG00000013065.1	ENSPTRG00000016821.6
OG0010799	ENSXETG00000013092.1	ENSPTRG00000016819.3
OG0010800	ENSXETG00000014898.1	ENSPTRG00000045930.1
OG0010801	ENSXETG00000020389.1	ENSPTRG00000016915.6
OG0010802	ENSXETG00000018671.1	ENSPTRG00000016902.5
OG0010803	ENSXETG00000020933.1	ENSPTRG00000016896.5
OG0010804	ENSXETG00000019273.1	ENSPTRG00000016929.4
OG0010805	ENSXETG00000017956.1	ENSPTRG00000016930.3
OG0010806	ENSXETG00000018335.1	ENSPTRG00000016932.6
OG0010807	ENSXETG00000012935.1	ENSPTRG00000016943.2
OG0010808	ENSXETG00000012956.1	ENSPTRG00000017032.6
OG0010809	ENSXETG00000013231.1	ENSPTRG00000017031.6
OG0010810	ENSXETG00000016004.1	ENSPTRG00000017026.6
OG0010811	ENSXETG00000016269.1	ENSPTRG00000017025.6
OG0010812	ENSXETG00000016509.1	ENSPTRG00000017019.7
OG0010813	ENSXETG00000016546.1	ENSPTRG00000047664.1
OG0010814	ENSXETG00000011233.1	ENSPTRG00000017012.3
OG0010815	ENSXETG00000011297.1	ENSPTRG00000017011.2
OG0010816	ENSXETG00000006739.1	ENSPTRG00000017007.4
OG0010817	ENSXETG00000006761.1	ENSPTRG00000017004.5
OG0010818	ENSXETG00000008306.1	ENSPTRG00000017002.7
OG0010819	ENSXETG00000013193.1, ENSXETG00000000072.1	ENSPTRG00000017003.2
OG0010820	ENSXETG00000000106.1	ENSPTRG00000017000.6
OG0010821	ENSXETG00000000303.1	ENSPTRG00000016999.6
OG0010822	ENSXETG00000017788.1	ENSPTRG00000040943.2
OG0010823	ENSXETG00000020342.1	ENSPTRG00000016991.6
OG0010824	ENSXETG00000002523.1	ENSPTRG00000034340.3
OG0010825	ENSXETG00000002552.1	ENSPTRG00000016982.4
OG0010826	ENSXETG00000019317.1	ENSPTRG00000016981.3
OG0010827	ENSXETG00000020663.1	ENSPTRG00000016977.4
OG0010828	ENSXETG00000010294.1	ENSPTRG00000016969.5
OG0010829	ENSXETG00000010321.1	ENSPTRG00000016967.6
OG0010830	ENSXETG00000010491.1	ENSPTRG00000016966.7
OG0010831	ENSXETG00000010509.1	ENSPTRG00000016963.6
OG0010832	ENSXETG00000020394.1	ENSPTRG00000017038.5
OG0010833	ENSXETG00000015326.1	ENSPTRG00000017048.4
OG0010834	ENSXETG00000016031.1	ENSPTRG00000050446.1
OG0010835	ENSXETG00000016323.1	ENSPTRG00000017056.4
OG0010836	ENSXETG00000010991.1	ENSPTRG00000017064.5
OG0010837	ENSXETG00000011775.1	ENSPTRG00000017067.6
OG0010838	ENSXETG00000011811.1	ENSPTRG00000017069.5
OG0010839	ENSXETG00000007055.1	ENSPTRG00000017070.7
OG0010840	ENSXETG00000009177.1	ENSPTRG00000017079.7
OG0010841	ENSXETG00000009680.1	ENSPTRG00000017084.6
OG0010842	ENSXETG00000009699.1	ENSPTRG00000017085.5
OG0010843	ENSXETG00000009714.1	ENSPTRG00000017087.4
OG0010844	ENSXETG00000009828.1	ENSPTRG00000017091.5
OG0010845	ENSXETG00000004099.1	ENSPTRG00000017095.3
OG0010846	ENSXETG00000004279.1	ENSPTRG00000017097.5
OG0010847	ENSXETG00000003196.1	ENSPTRG00000017099.4
OG0010848	ENSXETG00000001210.1	ENSPTRG00000017102.5
OG0010849	ENSXETG00000018964.1	ENSPTRG00000010548.5
OG0010850	ENSXETG00000011113.1, ENSXETG00000008121.1	ENSPTRG00000010473.5
OG0010851	ENSXETG00000008112.1	ENSPTRG00000010491.6
OG0010852	ENSXETG00000017407.1, ENSXETG00000017380.1	ENSPTRG00000051055.1
OG0010853	ENSXETG00000000603.1	ENSPTRG00000017203.4
OG0010854	ENSXETG00000000595.1	ENSPTRG00000049324.1
OG0010855	ENSXETG00000000568.1	ENSPTRG00000017206.5
OG0010856	ENSXETG00000012680.1	ENSPTRG00000021103.6
OG0010857	ENSXETG00000012595.1	ENSPTRG00000021101.6
OG0010858	ENSXETG00000012573.1	ENSPTRG00000021098.7
OG0010859	ENSXETG00000018736.1	ENSPTRG00000020779.6
OG0010860	ENSXETG00000018992.1	ENSPTRG00000020781.3
OG0010861	ENSXETG00000017523.1	ENSPTRG00000020782.6
OG0010862	ENSXETG00000010230.1	ENSPTRG00000020784.6
OG0010863	ENSXETG00000010195.1	ENSPTRG00000020785.7
OG0010864	ENSXETG00000012426.1	ENSPTRG00000020787.7
OG0010865	ENSXETG00000003279.1	ENSPTRG00000020791.6
OG0010866	ENSXETG00000012488.1	ENSPTRG00000022584.4
OG0010867	ENSXETG00000016823.1	ENSPTRG00000034511.2
OG0010868	ENSXETG00000018447.1	ENSPTRG00000014852.5
OG0010869	ENSXETG00000019460.1	ENSPTRG00000021154.7
OG0010870	ENSXETG00000017010.1	ENSPTRG00000021153.4
OG0010871	ENSXETG00000017641.1	ENSPTRG00000048689.1
OG0010872	ENSXETG00000018947.1	ENSPTRG00000046951.1
OG0010873	ENSXETG00000012034.1	ENSPTRG00000021140.5
OG0010874	ENSXETG00000017724.1	ENSPTRG00000021139.7
OG0010875	ENSXETG00000018723.1	ENSPTRG00000045567.1
OG0010876	ENSXETG00000019655.1	ENSPTRG00000021072.5
OG0010877	ENSXETG00000021290.1	ENSPTRG00000021071.7
OG0010878	ENSXETG00000018219.1	ENSPTRG00000023914.4
OG0010879	ENSXETG00000018537.1	ENSPTRG00000021062.5
OG0010880	ENSXETG00000018550.1	ENSPTRG00000021056.7
OG0010882	ENSXETG00000009194.1	ENSPTRG00000021031.4
OG0010883	ENSXETG00000009060.1	ENSPTRG00000021030.6
OG0010884	ENSXETG00000011981.1	ENSPTRG00000021026.6
OG0010885	ENSXETG00000010736.1	ENSPTRG00000021024.7
OG0010886	ENSXETG00000015190.1	ENSPTRG00000021020.6
OG0010887	ENSXETG00000013127.1	ENSPTRG00000044252.1
OG0010888	ENSXETG00000012838.1	ENSPTRG00000029247.2
OG0010889	ENSXETG00000012835.1	ENSPTRG00000052727.1
OG0010890	ENSXETG00000018693.1	ENSPTRG00000020725.6
OG0010891	ENSXETG00000018315.1	ENSPTRG00000020728.5
OG0010892	ENSXETG00000017913.1	ENSPTRG00000020729.6
OG0010893	ENSXETG00000020966.1	ENSPTRG00000020730.6
OG0010894	ENSXETG00000021116.1	ENSPTRG00000020732.7
OG0010895	ENSXETG00000017012.1	ENSPTRG00000020734.4
OG0010896	ENSXETG00000018559.1	ENSPTRG00000020739.6
OG0010897	ENSXETG00000020464.1	ENSPTRG00000020741.7
OG0010898	ENSXETG00000020157.1	ENSPTRG00000020757.5
OG0010899	ENSXETG00000017424.1	ENSPTRG00000020761.5
OG0010900	ENSXETG00000008178.1	ENSPTRG00000006265.6
OG0010901	ENSXETG00000020281.1	ENSPTRG00000006261.4
OG0010902	ENSXETG00000018008.1	ENSPTRG00000006252.6
OG0010903	ENSXETG00000021016.1	ENSPTRG00000006251.6
OG0010904	ENSXETG00000019725.1	ENSPTRG00000006246.6
OG0010906	ENSXETG00000020271.1	ENSPTRG00000006244.4
OG0010907	ENSXETG00000016940.1	ENSPTRG00000006237.6
OG0010908	ENSXETG00000012405.1	ENSPTRG00000021261.5
OG0010910	ENSXETG00000004878.1	ENSPTRG00000021202.4
OG0010911	ENSXETG00000020921.1	ENSPTRG00000020833.7
OG0010912	ENSXETG00000000322.1	ENSPTRG00000020832.4
OG0010913	ENSXETG00000014722.1	ENSPTRG00000020804.6
OG0010914	ENSXETG00000001326.1	ENSPTRG00000020794.6
OG0010915	ENSXETG00000018112.1	ENSPTRG00000020840.5
OG0010916	ENSXETG00000002435.1	ENSPTRG00000020839.6
OG0010917	ENSXETG00000002022.1	ENSPTRG00000020800.6
OG0010918	ENSXETG00000021200.1	ENSPTRG00000042814.1
OG0010919	ENSXETG00000000622.1	ENSPTRG00000005150.6, ENSPTRG00000045518.1
OG0010921	ENSXETG00000000305.1	ENSPTRG00000006786.7
OG0010922	ENSXETG00000016983.1	ENSPTRG00000004946.6
OG0010923	ENSXETG00000000374.1	ENSPTRG00000006437.4
OG0010924	ENSXETG00000019994.1	ENSPTRG00000004947.7
OG0010925	ENSXETG00000020797.1	ENSPTRG00000004949.6
OG0010926	ENSXETG00000001072.1	ENSPTRG00000006427.3
OG0010927	ENSXETG00000000023.1	ENSPTRG00000046283.1
OG0010928	ENSXETG00000010394.1	ENSPTRG00000006420.4
OG0010929	ENSXETG00000021084.1	ENSPTRG00000006419.5
OG0010931	ENSXETG00000000233.1	ENSPTRG00000021850.6
OG0010932	ENSXETG00000005789.1	ENSPTRG00000006774.6
OG0010933	ENSXETG00000005261.1	ENSPTRG00000033926.3
OG0010934	ENSXETG00000004042.1	ENSPTRG00000006765.7
OG0010935	ENSXETG00000004978.1	ENSPTRG00000047159.1
OG0010936	ENSXETG00000008159.1	ENSPTRG00000006761.5
OG0010937	ENSXETG00000015066.1	ENSPTRG00000012450.4
OG0010938	ENSXETG00000012026.1	ENSPTRG00000006758.6
