Orthogroup	X_tropicalis.pep	H_sapiens.pep
OG0011794	ENSXETG00000013741.1	ENSG00000283563.1, ENSG00000206559.8
OG0011795	ENSXETG00000010650.1	ENSG00000163479.14
OG0011796	ENSXETG00000002105.1	ENSG00000149582.16
OG0011797	ENSXETG00000010312.1	ENSG00000116586.12
OG0011800	ENSXETG00000004394.1	ENSG00000160785.13
OG0011801	ENSXETG00000002626.1	ENSG00000099994.11
OG0011802	ENSXETG00000005160.1	ENSG00000106031.9
OG0011803	ENSXETG00000013377.1	ENSG00000109390.12
OG0011804	ENSXETG00000020972.1	ENSG00000263057.2, ENSG00000171431.4
OG0011806	ENSXETG00000014697.1	ENSG00000106290.15
OG0011807	ENSXETG00000001289.1	ENSG00000221890.4
OG0011809	ENSXETG00000019833.1, ENSXETG00000012175.1	ENSG00000119280.17
OG0011810	ENSXETG00000015183.1	ENSG00000274336.2, ENSG00000089486.17
OG0011812	ENSXETG00000019285.1	ENSG00000099783.12
OG0011813	ENSXETG00000007431.1	ENSG00000074855.11
OG0011814	ENSXETG00000002606.1	ENSG00000285395.2, ENSG00000103489.12
OG0011815	ENSXETG00000007893.1	ENSG00000167491.17
OG0011817	ENSXETG00000006397.1	ENSG00000169902.15
OG0011821	ENSXETG00000017507.1	ENSG00000160404.18
OG0011822	ENSXETG00000010488.1	ENSG00000161939.19, ENSG00000258315.5
OG0011823	ENSXETG00000010483.1	ENSG00000219200.11
OG0011824	ENSXETG00000008730.1	ENSG00000171169.9
OG0011827	ENSXETG00000016387.1	ENSG00000188833.9
OG0011828	ENSXETG00000007649.1	ENSG00000288503.1, ENSG00000185163.10
OG0011829	ENSXETG00000012889.1	ENSG00000167772.12
OG0011830	ENSXETG00000003606.1	ENSG00000162734.12
OG0011831	ENSXETG00000010497.1	ENSG00000183208.12, ENSG00000284626.1
OG0011832	ENSXETG00000012874.1	ENSG00000233927.5
OG0011834	ENSXETG00000000208.1	ENSG00000164305.19
OG0011837	ENSXETG00000010159.1	ENSG00000151615.3
OG0011838	ENSXETG00000012878.1	ENSG00000277649.2, ENSG00000177370.5, ENSG00000278501.2
OG0011840	ENSXETG00000007786.1	ENSG00000041357.16
OG0011841	ENSXETG00000000253.1	ENSG00000129103.18
OG0011843	ENSXETG00000002495.1	ENSG00000119705.10
OG0011844	ENSXETG00000005246.1	ENSG00000172724.12
OG0011845	ENSXETG00000000628.1	ENSG00000132702.13
OG0011846	ENSXETG00000002549.1	ENSG00000130165.10
OG0011848	ENSXETG00000002899.1	ENSG00000108509.21
OG0011849	ENSXETG00000021124.1	ENSG00000175206.10
OG0011850	ENSXETG00000001644.1	ENSG00000079462.7
OG0011852	ENSXETG00000014341.1	ENSG00000034971.17
OG0011854	ENSXETG00000010842.1	ENSG00000186517.14
OG0011858	ENSXETG00000005338.1	ENSG00000158793.14
OG0011859	ENSXETG00000013002.1	ENSG00000267740.5, ENSG00000174886.13
OG0011860	ENSXETG00000013119.1	ENSG00000091622.16
OG0011862	ENSXETG00000008252.1	ENSG00000134049.6, ENSG00000267228.7
OG0011863	ENSXETG00000017796.1	ENSG00000133983.16
OG0011864	ENSXETG00000001971.1	ENSG00000164929.17
OG0011865	ENSXETG00000006753.1	ENSG00000015592.16
OG0011867	ENSXETG00000007853.1	ENSG00000244752.3
OG0011868	ENSXETG00000012267.1	ENSG00000162430.17
OG0011869	ENSXETG00000013755.1	ENSG00000188483.8
OG0011871	ENSXETG00000010812.1	ENSG00000162775.16
OG0011872	ENSXETG00000016536.1	ENSG00000141933.9
OG0011873	ENSXETG00000021302.1	ENSG00000257950.3, ENSG00000083454.22
OG0011874	ENSXETG00000016551.1, ENSXETG00000010814.1	ENSG00000174808.12
OG0011875	ENSXETG00000011795.1	ENSG00000113356.12
OG0011876	ENSXETG00000016667.1, ENSXETG00000016648.1	ENSG00000203760.8
OG0011877	ENSXETG00000000525.1	ENSG00000116138.13
OG0011878	ENSXETG00000020647.1	ENSG00000170619.10
OG0011879	ENSXETG00000008725.1	ENSG00000175550.8
OG0011880	ENSXETG00000014363.1	ENSG00000268861.7, ENSG00000104880.18
OG0011882	ENSXETG00000008744.1	ENSG00000154978.13
OG0011883	ENSXETG00000009157.1	ENSG00000160796.18
OG0011884	ENSXETG00000015857.1	ENSG00000107164.16
OG0011886	ENSXETG00000008470.1	ENSG00000254553.1, ENSG00000273274.2
OG0011887	ENSXETG00000001968.1	ENSG00000224877.4
OG0011889	ENSXETG00000003810.1	ENSG00000235453.10
OG0011890	ENSXETG00000012953.1	ENSG00000129559.13, ENSG00000285246.2
OG0011891	ENSXETG00000012563.1	ENSG00000140459.18, ENSG00000288362.1
OG0011892	ENSXETG00000002856.1	ENSG00000256591.5, ENSG00000167985.6
OG0011893	ENSXETG00000008067.1	ENSG00000164920.9
OG0011894	ENSXETG00000001794.1, ENSXETG00000015561.1, ENSXETG00000004741.1	ENSG00000120314.18
OG0011896	ENSXETG00000011594.1, ENSXETG00000011595.1, ENSXETG00000011598.1	ENSG00000127364.3
OG0011897	ENSXETG00000009525.1	ENSG00000174547.13
OG0011899	ENSXETG00000016147.1, ENSXETG00000009581.1	ENSG00000186603.6
OG0011900	ENSXETG00000016027.1	ENSG00000138085.16
OG0011901	ENSXETG00000018543.1	ENSG00000181322.14
OG0011902	ENSXETG00000010712.1	ENSG00000277069.2, ENSG00000182631.7
OG0011903	ENSXETG00000003949.1	ENSG00000186009.5, ENSG00000288359.1
OG0011904	ENSXETG00000005074.1	ENSG00000169836.5
OG0011905	ENSXETG00000004969.1	ENSG00000141854.9, ENSG00000288191.1
OG0011907	ENSXETG00000011379.1	ENSG00000139437.18
OG0011908	ENSXETG00000004584.1	ENSG00000284944.2, ENSG00000130772.14
OG0011909	ENSXETG00000019563.1	ENSG00000274671.4, ENSG00000152939.17
OG0011910	ENSXETG00000006258.1	ENSG00000115286.20
OG0011911	ENSXETG00000010750.1, ENSXETG00000010766.1	ENSG00000184344.4
OG0011912	ENSXETG00000004664.1	ENSG00000117318.9, ENSG00000283060.2
OG0011914	ENSXETG00000016578.1	ENSG00000118137.9
OG0011916	ENSXETG00000009935.1	ENSG00000101220.17
OG0011918	ENSXETG00000017234.1	ENSG00000104343.21, ENSG00000258677.2
OG0011920	ENSXETG00000012419.1	ENSG00000135625.8
OG0011921	ENSXETG00000013735.1	ENSG00000104904.12
OG0011922	ENSXETG00000002530.1	ENSG00000175029.17
OG0011923	ENSXETG00000004028.1	ENSG00000141873.11, ENSG00000267001.1
OG0011925	ENSXETG00000006895.1	ENSG00000105662.16
OG0011926	ENSXETG00000009472.1	ENSG00000005007.12
OG0011927	ENSXETG00000005053.1	ENSG00000165572.8, ENSG00000120696.9
OG0011929	ENSXETG00000000578.1	ENSG00000178096.9
OG0011930	ENSXETG00000010823.1	ENSG00000105671.12
OG0011931	ENSXETG00000012096.1	ENSG00000176601.13
OG0011932	ENSXETG00000008781.1	ENSG00000181035.14
OG0011933	ENSXETG00000008661.1	ENSG00000064545.15
OG0011934	ENSXETG00000008324.1	ENSG00000064490.14
OG0011935	ENSXETG00000000533.1	ENSG00000121851.13, ENSG00000280778.1
OG0011936	ENSXETG00000013590.1	ENSG00000129932.10
OG0011938	ENSXETG00000020077.1	ENSG00000179862.7
OG0011939	ENSXETG00000006380.1	ENSG00000243335.9
OG0011940	ENSXETG00000006588.1	ENSG00000126522.17
OG0011941	ENSXETG00000001623.1, ENSXETG00000015261.1	ENSG00000183765.22
OG0011942	ENSXETG00000001622.1, ENSXETG00000001835.1	ENSG00000230062.5
OG0011943	ENSXETG00000000493.1	ENSG00000173456.5
OG0011944	ENSXETG00000004377.1	ENSG00000260238.6, ENSG00000160783.19
OG0011986	ENSXETG00000020322.1	ENSG00000198113.3
OG0011989	ENSXETG00000020085.1	ENSG00000128714.6
OG0011990	ENSXETG00000003143.1	ENSG00000020577.14
OG0011991	ENSXETG00000020084.1	ENSG00000174279.4
OG0011993	ENSXETG00000005558.1	ENSG00000132510.10
OG0011994	ENSXETG00000013724.1	ENSG00000171552.13
OG0011996	ENSXETG00000003153.1	ENSG00000141497.14
OG0011997	ENSXETG00000000243.1	ENSG00000179542.16
OG0011998	ENSXETG00000014393.1	ENSG00000169371.14
OG0011999	ENSXETG00000007160.1	ENSG00000136807.14
OG0012002	ENSXETG00000015305.1	ENSG00000117906.14
OG0012004	ENSXETG00000009012.1	ENSG00000165527.7
OG0012005	ENSXETG00000012153.1	ENSG00000144395.18
OG0012006	ENSXETG00000020068.1	ENSG00000185883.12
OG0012010	ENSXETG00000017190.1	ENSG00000160055.19
OG0012011	ENSXETG00000008205.1	ENSG00000143314.12
OG0012013	ENSXETG00000011482.1	ENSG00000129460.16
OG0012014	ENSXETG00000014040.1	ENSG00000198171.13
OG0012015	ENSXETG00000019552.1	ENSG00000149798.5
OG0012016	ENSXETG00000018643.1	ENSG00000115896.16
OG0012019	ENSXETG00000017273.1	ENSG00000116898.12
OG0012020	ENSXETG00000008879.1	ENSG00000170608.3
OG0012021	ENSXETG00000013717.1	ENSG00000235194.9
OG0012022	ENSXETG00000005308.1	ENSG00000003249.14
OG0012023	ENSXETG00000014141.1	ENSG00000187323.12
OG0012025	ENSXETG00000013646.1	ENSG00000142273.13
OG0012026	ENSXETG00000020244.1	ENSG00000163808.17, ENSG00000280610.3
OG0012029	ENSXETG00000006981.1	ENSG00000170819.5
OG0012030	ENSXETG00000021447.1	ENSG00000198840.2
OG0012031	ENSXETG00000021441.1	ENSG00000198712.1
OG0012032	ENSXETG00000021438.1	ENSG00000198804.2
OG0012033	ENSXETG00000021432.1	ENSG00000198763.3
OG0012034	ENSXETG00000021428.1	ENSG00000198888.2
OG0012035	ENSXETG00000003269.1	ENSG00000182095.14
OG0012036	ENSXETG00000013955.1	ENSG00000153214.11
OG0012037	ENSXETG00000007402.1	ENSG00000137764.20
OG0012038	ENSXETG00000017307.1	ENSG00000124391.5
OG0012039	ENSXETG00000011636.1	ENSG00000185669.6
OG0012040	ENSXETG00000007127.1	ENSG00000129007.14
OG0012041	ENSXETG00000011747.1	ENSG00000132259.13
OG0012042	ENSXETG00000005194.1	ENSG00000183914.14
OG0012043	ENSXETG00000008624.1	ENSG00000105771.14
OG0012044	ENSXETG00000005781.1	ENSG00000176788.9
OG0012047	ENSXETG00000007910.1	ENSG00000176531.10
OG0012048	ENSXETG00000001011.1	ENSG00000105755.8
OG0012049	ENSXETG00000001059.1	ENSG00000156687.11
OG0012050	ENSXETG00000013882.1	ENSG00000197405.8
OG0012051	ENSXETG00000013971.1	ENSG00000099337.5
OG0012052	ENSXETG00000011739.1	ENSG00000160410.15
OG0012053	ENSXETG00000013417.1	ENSG00000130881.14
OG0012054	ENSXETG00000016272.1	ENSG00000138135.7
OG0012055	ENSXETG00000010658.1	ENSG00000026103.22
OG0012056	ENSXETG00000003313.1	ENSG00000063169.10
OG0012057	ENSXETG00000009104.1	ENSG00000119042.17
OG0012058	ENSXETG00000004933.1	ENSG00000162191.13
OG0012059	ENSXETG00000009982.1	ENSG00000197019.5
OG0012060	ENSXETG00000018240.1	ENSG00000057757.10
OG0012061	ENSXETG00000000503.1	ENSG00000223953.6
OG0012062	ENSXETG00000021296.1	ENSG00000179774.9
OG0012063	ENSXETG00000003560.1	ENSG00000168040.4
OG0012065	ENSXETG00000010599.1	ENSG00000173473.11
OG0012066	ENSXETG00000007003.1	ENSG00000184481.17
OG0012067	ENSXETG00000010023.1	ENSG00000105245.9
OG0012068	ENSXETG00000008376.1	ENSG00000140474.14
OG0012069	ENSXETG00000018153.1	ENSG00000182329.14
OG0012071	ENSXETG00000007700.1	ENSG00000122390.19
OG0012072	ENSXETG00000016675.1	ENSG00000049089.15
OG0012073	ENSXETG00000003464.1	ENSG00000165730.16
OG0012074	ENSXETG00000006244.1	ENSG00000140470.14
OG0012075	ENSXETG00000004260.1	ENSG00000269858.6
OG0012076	ENSXETG00000010654.1	ENSG00000154025.15
OG0012077	ENSXETG00000008343.1	ENSG00000176715.17
OG0012078	ENSXETG00000000302.1	ENSG00000188522.15
OG0012079	ENSXETG00000016225.1	ENSG00000176058.13
OG0012080	ENSXETG00000020114.1	ENSG00000169155.10
OG0012081	ENSXETG00000003003.1	ENSG00000135387.21
OG0012082	ENSXETG00000012300.1	ENSG00000181904.9
OG0012083	ENSXETG00000009385.1	ENSG00000259803.7
OG0012084	ENSXETG00000002072.1	ENSG00000166016.6
OG0012085	ENSXETG00000003522.1	ENSG00000251692.7
OG0012086	ENSXETG00000005070.1, ENSXETG00000001856.1	ENSG00000168060.16
OG0012087	ENSXETG00000014413.1	ENSG00000153066.12
OG0012088	ENSXETG00000004454.1	ENSG00000158792.16
OG0012090	ENSXETG00000003991.1	ENSG00000130669.17
OG0012094	ENSXETG00000011844.1	ENSG00000177082.12
OG0012096	ENSXETG00000009065.1	ENSG00000155749.12
OG0012097	ENSXETG00000003439.1	ENSG00000119013.9
OG0012098	ENSXETG00000010094.1	ENSG00000155744.9
OG0012099	ENSXETG00000003470.1	ENSG00000282657.3, ENSG00000211899.10
OG0012102	ENSXETG00000016553.1	ENSG00000106344.8
OG0012103	ENSXETG00000019863.1	ENSG00000104856.14
OG0012104	ENSXETG00000018221.1	ENSG00000172379.21
OG0012105	ENSXETG00000006847.1	ENSG00000157227.13
OG0012107	ENSXETG00000014804.1	ENSG00000068323.17
OG0012108	ENSXETG00000006611.1	ENSG00000142039.4
OG0012110	ENSXETG00000013772.1	ENSG00000104886.12
OG0012111	ENSXETG00000021291.1	ENSG00000075702.18
OG0012112	ENSXETG00000016497.1	ENSG00000103549.21
OG0012113	ENSXETG00000012348.1	ENSG00000105341.18
OG0012118	ENSXETG00000016686.1	ENSG00000205838.14
OG0012122	ENSXETG00000008808.1	ENSG00000105550.10
OG0012124	ENSXETG00000007354.1	ENSG00000147689.16
OG0012127	ENSXETG00000010191.1	ENSG00000165801.10
OG0012128	ENSXETG00000008758.1	ENSG00000100319.13
OG0012129	ENSXETG00000003974.1	ENSG00000128626.11, ENSG00000283018.1
OG0012131	ENSXETG00000007260.1	ENSG00000197150.12
OG0012132	ENSXETG00000016689.1	ENSG00000162129.14
OG0012133	ENSXETG00000005628.1	ENSG00000138617.15
OG0012134	ENSXETG00000014925.1	ENSG00000285943.1, ENSG00000163611.11
OG0012135	ENSXETG00000005646.1	ENSG00000138615.6
OG0012136	ENSXETG00000004558.1	ENSG00000176971.4
OG0012137	ENSXETG00000013379.1	ENSG00000245848.3
OG0012138	ENSXETG00000002355.1	ENSG00000147536.12
OG0012139	ENSXETG00000001531.1	ENSG00000105419.18
OG0012140	ENSXETG00000011875.1	ENSG00000112419.14
OG0012141	ENSXETG00000006233.1	ENSG00000130005.13
OG0012143	ENSXETG00000004663.1	ENSG00000185585.20
OG0012144	ENSXETG00000006212.1	ENSG00000168010.11
OG0012145	ENSXETG00000019325.1	ENSG00000162062.15
OG0012147	ENSXETG00000002361.1	ENSG00000078596.11
OG0012148	ENSXETG00000017100.1	ENSG00000155636.15
OG0012149	ENSXETG00000002371.1	ENSG00000147138.2
OG0012151	ENSXETG00000018094.1	ENSG00000129038.16
OG0012154	ENSXETG00000002735.1	ENSG00000137513.10
OG0012155	ENSXETG00000008145.1	ENSG00000140497.16
OG0012156	ENSXETG00000020753.1	ENSG00000171798.18
OG0012157	ENSXETG00000014044.1	ENSG00000214097.5
OG0012159	ENSXETG00000000995.1	ENSG00000166682.13
OG0012160	ENSXETG00000000629.1	ENSG00000108961.14
OG0012162	ENSXETG00000006702.1	ENSG00000092200.12
OG0012163	ENSXETG00000004162.1	ENSG00000175592.9
OG0012164	ENSXETG00000009222.1	ENSG00000161270.19
OG0012167	ENSXETG00000003768.1	ENSG00000163636.10
OG0012170	ENSXETG00000006898.1	ENSG00000135914.6
OG0012171	ENSXETG00000009618.1	ENSG00000205155.8
OG0012172	ENSXETG00000009651.1	ENSG00000272333.6
OG0012175	ENSXETG00000008323.1	ENSG00000100445.17
OG0012178	ENSXETG00000013016.1	ENSG00000100918.13, ENSG00000285007.2
OG0012179	ENSXETG00000015018.1	ENSG00000173557.15
OG0012180	ENSXETG00000008564.1	ENSG00000176454.14
OG0012182	ENSXETG00000007019.1	ENSG00000197324.9
OG0012184	ENSXETG00000003107.1	ENSG00000087365.16
OG0012186	ENSXETG00000020145.1	ENSG00000104936.17
OG0012188	ENSXETG00000002824.1	ENSG00000005238.19
OG0012189	ENSXETG00000011198.1	ENSG00000174165.8
OG0012190	ENSXETG00000016984.1	ENSG00000136425.14
OG0012191	ENSXETG00000008848.1	ENSG00000100802.15
OG0012192	ENSXETG00000001633.1	ENSG00000149564.12
OG0012193	ENSXETG00000017215.1	ENSG00000235608.1
OG0012194	ENSXETG00000010936.1	ENSG00000173653.8
OG0012195	ENSXETG00000008429.1	ENSG00000100814.18
OG0012196	ENSXETG00000020767.1	ENSG00000129484.13
OG0012197	ENSXETG00000000571.1	ENSG00000108528.14
OG0012199	ENSXETG00000006346.1	ENSG00000092330.18, ENSG00000284915.3
OG0012200	ENSXETG00000017809.1	ENSG00000159674.12
OG0012202	ENSXETG00000020002.1	ENSG00000150433.9
OG0012203	ENSXETG00000002886.1	ENSG00000162413.16
OG0012205	ENSXETG00000007774.1	ENSG00000276701.2, ENSG00000240972.2
OG0012206	ENSXETG00000015537.1	ENSG00000010361.14
OG0012209	ENSXETG00000017283.1	ENSG00000165794.10
OG0012211	ENSXETG00000008919.1	ENSG00000166484.20
OG0012212	ENSXETG00000012179.1	ENSG00000145198.14
OG0012214	ENSXETG00000006785.1	ENSG00000009765.14
OG0012215	ENSXETG00000007814.1	ENSG00000120254.15
OG0012216	ENSXETG00000016788.1	ENSG00000099377.14
OG0012217	ENSXETG00000002493.1	ENSG00000125741.4
OG0012218	ENSXETG00000000680.1	ENSG00000141499.16
OG0012220	ENSXETG00000015353.1	ENSG00000116285.13
OG0012221	ENSXETG00000005844.1	ENSG00000102996.5
OG0012222	ENSXETG00000012449.1	ENSG00000197380.11
OG0012223	ENSXETG00000015724.1	ENSG00000154839.10, ENSG00000262634.5
OG0012225	ENSXETG00000002472.1	ENSG00000275571.2, ENSG00000215912.12
OG0012227	ENSXETG00000014434.1	ENSG00000167771.6
OG0012228	ENSXETG00000015711.1	ENSG00000141639.12
OG0012230	ENSXETG00000015523.1	ENSG00000176624.11
OG0012233	ENSXETG00000010022.1	ENSG00000166595.12
OG0012234	ENSXETG00000013198.1	ENSG00000132911.4
OG0012243	ENSXETG00000009771.1	ENSG00000136982.6
OG0012244	ENSXETG00000002171.1	ENSG00000237412.7
OG0012246	ENSXETG00000016974.1	ENSG00000103942.13
OG0012247	ENSXETG00000001862.1	ENSG00000165272.16
OG0012250	ENSXETG00000010244.1	ENSG00000166965.12
OG0012251	ENSXETG00000009284.1	ENSG00000124227.5
OG0012253	ENSXETG00000013881.1	ENSG00000125843.11
OG0012254	ENSXETG00000013972.1	ENSG00000185924.7
OG0012255	ENSXETG00000003089.1	ENSG00000135502.18
OG0012256	ENSXETG00000001850.1	ENSG00000166908.18
OG0012257	ENSXETG00000003917.1	ENSG00000005100.13
OG0012258	ENSXETG00000006143.1	ENSG00000143365.19
OG0012259	ENSXETG00000006954.1	ENSG00000173992.9
OG0012261	ENSXETG00000005999.1	ENSG00000182199.11
OG0012262	ENSXETG00000002091.1	ENSG00000143382.15
OG0012263	ENSXETG00000004172.1	ENSG00000144791.10
OG0012264	ENSXETG00000001015.1	ENSG00000127578.7
OG0012265	ENSXETG00000015564.1	ENSG00000011295.16
OG0012266	ENSXETG00000003324.1	ENSG00000143376.14
OG0012269	ENSXETG00000012296.1	ENSG00000143442.22
OG0012271	ENSXETG00000019387.1	ENSG00000258417.3, ENSG00000253117.5
OG0012272	ENSXETG00000017452.1	ENSG00000132297.12
OG0012274	ENSXETG00000014140.1	ENSG00000186153.17
OG0012275	ENSXETG00000021269.1	ENSG00000214654.8
OG0012276	ENSXETG00000002592.1	ENSG00000095139.14
OG0012278	ENSXETG00000018583.1	ENSG00000147465.12
OG0012279	ENSXETG00000008958.1	ENSG00000137747.16
OG0012280	ENSXETG00000003159.1	ENSG00000166848.7
OG0012281	ENSXETG00000011390.1	ENSG00000140835.9
OG0012282	ENSXETG00000013273.1	ENSG00000168000.14
OG0012283	ENSXETG00000010986.1	ENSG00000175467.15
OG0012285	ENSXETG00000015717.1	ENSG00000187772.8
OG0012286	ENSXETG00000019895.1	ENSG00000198576.4
OG0012287	ENSXETG00000011583.1	ENSG00000167653.5
OG0012288	ENSXETG00000008431.1	ENSG00000108557.19
OG0012289	ENSXETG00000018350.1	ENSG00000140853.15
OG0012290	ENSXETG00000008484.1	ENSG00000141026.6
OG0012291	ENSXETG00000019336.1, ENSXETG00000015955.1	ENSG00000168672.4
OG0012292	ENSXETG00000017263.1, ENSXETG00000020965.1	ENSG00000156831.8
OG0012293	ENSXETG00000021050.1	ENSG00000151704.15
OG0012294	ENSXETG00000018289.1	ENSG00000151702.17
OG0012296	ENSXETG00000007870.1	ENSG00000148308.17
OG0012298	ENSXETG00000003939.1	ENSG00000149541.10
OG0012300	ENSXETG00000007347.1	ENSG00000165156.15
OG0012301	ENSXETG00000012256.1	ENSG00000258429.2
OG0012303	ENSXETG00000005424.1	ENSG00000164841.5
OG0012304	ENSXETG00000002538.1	ENSG00000149308.17
OG0012306	ENSXETG00000015927.1	ENSG00000173611.17
OG0012307	ENSXETG00000007703.1	ENSG00000171517.6
OG0012308	ENSXETG00000012355.1	ENSG00000185737.13
OG0012309	ENSXETG00000020979.1	ENSG00000243749.1
OG0012310	ENSXETG00000012100.1	ENSG00000204033.10
OG0012311	ENSXETG00000012098.1	ENSG00000148602.6
OG0012312	ENSXETG00000011317.1	ENSG00000160877.6
OG0012313	ENSXETG00000009837.1	ENSG00000126254.12
OG0012314	ENSXETG00000010711.1	ENSG00000105583.11
OG0012315	ENSXETG00000010688.1	ENSG00000123154.12
OG0012316	ENSXETG00000009923.1	ENSG00000101222.12
OG0012319	ENSXETG00000006756.1	ENSG00000039987.7
OG0012320	ENSXETG00000002132.1	ENSG00000170540.15
OG0012321	ENSXETG00000021211.1	ENSG00000119401.10
OG0012322	ENSXETG00000007824.1	ENSG00000165702.14
OG0012323	ENSXETG00000013753.1	ENSG00000104899.8
OG0012324	ENSXETG00000010783.1	ENSG00000171954.13
OG0012326	ENSXETG00000005348.1	ENSG00000145861.9
OG0012327	ENSXETG00000004161.1	ENSG00000068489.12, ENSG00000265303.1
OG0012328	ENSXETG00000010090.1	ENSG00000100263.14
OG0012330	ENSXETG00000012628.1	ENSG00000158014.15
OG0012331	ENSXETG00000002705.1	ENSG00000158747.14
OG0012332	ENSXETG00000007274.1	ENSG00000125485.17
OG0012336	ENSXETG00000001042.1	ENSG00000025708.14
OG0012337	ENSXETG00000014753.1	ENSG00000198912.11
OG0012339	ENSXETG00000009311.1	ENSG00000124116.19
OG0012341	ENSXETG00000019945.1	ENSG00000275181.2, ENSG00000204882.4
OG0012343	ENSXETG00000013433.1	ENSG00000183496.6
OG0012345	ENSXETG00000009317.1	ENSG00000225968.7
OG0012346	ENSXETG00000016152.1	ENSG00000186827.11
OG0012347	ENSXETG00000019427.1	ENSG00000198517.10
OG0012348	ENSXETG00000015466.1	ENSG00000183963.18
OG0012355	ENSXETG00000013845.1	ENSG00000186810.8
OG0012357	ENSXETG00000001685.1	ENSG00000187905.10
OG0012360	ENSXETG00000004462.1	ENSG00000160957.13
OG0012362	ENSXETG00000001616.1	ENSG00000174080.11
OG0012363	ENSXETG00000000663.1	ENSG00000248871.1, ENSG00000161955.16
OG0012364	ENSXETG00000001540.1	ENSG00000138587.6
OG0012365	ENSXETG00000007410.1	ENSG00000160959.8
OG0012366	ENSXETG00000003402.1	ENSG00000178821.13
OG0012367	ENSXETG00000015316.1	ENSG00000254402.7
OG0012368	ENSXETG00000011234.1	ENSG00000171791.13
OG0012369	ENSXETG00000007375.1	ENSG00000178896.9
OG0012371	ENSXETG00000008506.1	ENSG00000136908.17
OG0012373	ENSXETG00000003925.1	ENSG00000288263.1, ENSG00000185974.7, ENSG00000281988.1
OG0012374	ENSXETG00000003371.1	ENSG00000078328.21
OG0012377	ENSXETG00000013293.1	ENSG00000168071.22
OG0012379	ENSXETG00000000952.1	ENSG00000150556.17
OG0012380	ENSXETG00000000947.1	ENSG00000187123.15
OG0012381	ENSXETG00000009430.1	ENSG00000140650.12
OG0012382	ENSXETG00000008154.1	ENSG00000275074.2
OG0012383	ENSXETG00000020171.1	ENSG00000062716.13
OG0012384	ENSXETG00000011871.1	ENSG00000168003.16
OG0012385	ENSXETG00000001140.1	ENSG00000124171.9
OG0012386	ENSXETG00000006774.1	ENSG00000255346.10
OG0012387	ENSXETG00000018095.1	ENSG00000184661.14
OG0012388	ENSXETG00000008524.1	ENSG00000067836.12
OG0012389	ENSXETG00000020608.1	ENSG00000167034.10
OG0012390	ENSXETG00000008765.1	ENSG00000104356.11
OG0012391	ENSXETG00000000726.1	ENSG00000111786.9
OG0012392	ENSXETG00000017434.1	ENSG00000156103.16
OG0012394	ENSXETG00000020354.1	ENSG00000170289.12
OG0012396	ENSXETG00000005513.1	ENSG00000139405.16
OG0012397	ENSXETG00000008858.1	ENSG00000174917.8
