Orthogroup	X_tropicalis.pep	N_naja.pep
OG0010298	ENSXETG00000007318.1	Nana18310-RA
OG0010299	ENSXETG00000013217.1	Nana14042-RA
OG0010300	ENSXETG00000018912.1	Nana29713-RA
OG0010301	ENSXETG00000013199.1	Nana14041-RA
OG0010302	ENSXETG00000013196.1	Nana14040-RA
OG0010303	ENSXETG00000018443.1	Nana29718-RA
OG0010304	ENSXETG00000017573.1	Nana29719-RA
OG0010305	ENSXETG00000020367.1	Nana26280-RA
OG0010306	ENSXETG00000008723.1	Nana23266-RA
OG0010307	ENSXETG00000021386.1	Nana29681-RA
OG0010308	ENSXETG00000019974.1	Nana29663-RA
OG0010309	ENSXETG00000004505.1	Nana23274-RA
OG0010310	ENSXETG00000013160.1	Nana14035-RA
OG0010311	ENSXETG00000020212.1	Nana29659-RA
OG0010312	ENSXETG00000020535.1	Nana14034-RA
OG0010313	ENSXETG00000018943.1	Nana29658-RA
OG0010314	ENSXETG00000019495.1	Nana14033-RA
OG0010315	ENSXETG00000009508.1	Nana23284-RA
OG0010316	ENSXETG00000020782.1	Nana14029-RA
OG0010317	ENSXETG00000020057.1	Nana29655-RA
OG0010318	ENSXETG00000018225.1	Nana14021-RA
OG0010319	ENSXETG00000008815.1	Nana23287-RA
OG0010321	ENSXETG00000018089.1	Nana29645-RA
OG0010322	ENSXETG00000018657.1	Nana23291-RA
OG0010323	ENSXETG00000018222.1	Nana29621-RA
OG0010325	ENSXETG00000002962.1	Nana26298-RA
OG0010326	ENSXETG00000011057.1	Nana23363-RA, Nana38578-RA
OG0010327	ENSXETG00000002915.1	Nana26301-RA
OG0010328	ENSXETG00000018932.1	Nana13992-RA
OG0010329	ENSXETG00000011509.1	Nana29553-RA
OG0010330	ENSXETG00000011180.1	Nana29554-RA
OG0010331	ENSXETG00000013929.1	Nana23343-RA
OG0010332	ENSXETG00000011086.1	Nana29555-RA
OG0010333	ENSXETG00000002582.1	Nana26307-RA
OG0010334	ENSXETG00000003367.1	Nana13966-RA
OG0010335	ENSXETG00000010958.1	Nana29558-RA
OG0010337	ENSXETG00000016793.1	Nana29559-RD
OG0010338	ENSXETG00000016661.1	Nana29561-RA
OG0010339	ENSXETG00000008391.1	Nana13961-RA
OG0010340	ENSXETG00000001867.1	Nana26258-RA, Nana26258-RB
OG0010341	ENSXETG00000011215.1	Nana13960-RA
OG0010342	ENSXETG00000014768.1	Nana23334-RA
OG0010343	ENSXETG00000012459.1	Nana26238-RA
OG0010344	ENSXETG00000012159.1	Nana26229-RA
OG0010345	ENSXETG00000018669.1	Nana29566-RA
OG0010346	ENSXETG00000006562.1	Nana23330-RA
OG0010347	ENSXETG00000017406.1	Nana29576-RA
OG0010348	ENSXETG00000020948.1	Nana29588-RA
OG0010349	ENSXETG00000016092.1	Nana13952-RA
OG0010350	ENSXETG00000018513.1	Nana29590-RA, Nana29590-RB
OG0010352	ENSXETG00000004996.1	Nana26203-RA
OG0010354	ENSXETG00000004951.1	Nana26202-RA
OG0010355	ENSXETG00000011382.1	Nana13940-RA
OG0010356	ENSXETG00000011405.1	Nana13939-RA
OG0010357	ENSXETG00000004261.1	Nana26199-RA
OG0010358	ENSXETG00000004232.1	Nana26198-RA
OG0010359	ENSXETG00000015247.1	Nana13930-RB
OG0010360	ENSXETG00000010357.1	Nana26191-RA
OG0010361	ENSXETG00000013960.1	Nana23303-RA
OG0010362	ENSXETG00000013981.1	Nana23300-RA, Nana23299-RA
OG0010363	ENSXETG00000006644.1	Nana13923-RA
OG0010364	ENSXETG00000017334.1	Nana29614-RA
OG0010365	ENSXETG00000014073.1, ENSXETG00000014331.1	Nana23294-RA
OG0010366	ENSXETG00000020823.1	Nana23293-RB
OG0010367	ENSXETG00000012012.1	Nana13920-RA
OG0010368	ENSXETG00000020659.1	Nana29616-RA
OG0010369	ENSXETG00000019975.1	Nana23292-RA
OG0010370	ENSXETG00000020490.1	Nana26187-RA
OG0010371	ENSXETG00000000419.1	Nana26184-RA
OG0010372	ENSXETG00000006768.1	Nana29526-RA
OG0010373	ENSXETG00000007077.1	Nana29525-RA
OG0010374	ENSXETG00000003620.1	Nana13910-RA
OG0010375	ENSXETG00000000847.1	Nana26182-RA
OG0010376	ENSXETG00000003901.1	Nana13899-RA
OG0010377	ENSXETG00000003554.1	Nana26174-RA
OG0010378	ENSXETG00000018726.1	Nana18416-RA
OG0010379	ENSXETG00000002329.1	Nana18412-RA
OG0010380	ENSXETG00000003683.1	Nana13891-RA
OG0010381	ENSXETG00000002394.1	Nana18383-RA
OG0010382	ENSXETG00000003705.1	Nana13890-RA, Nana13890-RB
OG0010383	ENSXETG00000003712.1	Nana13888-RA
OG0010384	ENSXETG00000006217.1	Nana26165-RA
OG0010385	ENSXETG00000004349.1	Nana13884-RA
OG0010386	ENSXETG00000006275.1	Nana26161-RA
OG0010387	ENSXETG00000006323.1	Nana26160-RA
OG0010388	ENSXETG00000000277.1	Nana26151-RA
OG0010389	ENSXETG00000019350.1	Nana26066-RA
OG0010390	ENSXETG00000011265.1	Nana13875-RA
OG0010391	ENSXETG00000015282.1	Nana18305-RA
OG0010392	ENSXETG00000011218.1	Nana13872-RA
OG0010393	ENSXETG00000005136.1	Nana13871-RA
OG0010394	ENSXETG00000010745.1	Nana18306-RA, Nana39853-RA
OG0010395	ENSXETG00000018461.1	Nana26059-RA
OG0010396	ENSXETG00000019898.1	Nana26053-RA
OG0010397	ENSXETG00000008739.1	Nana13863-RA
OG0010400	ENSXETG00000015843.1	Nana13849-RA
OG0010401	ENSXETG00000003512.1	Nana26036-RA
OG0010402	ENSXETG00000005509.1	Nana18454-RA
OG0010403	ENSXETG00000016253.1	Nana13844-RB, Nana13844-RA
OG0010404	ENSXETG00000003657.1	Nana26033-RA
OG0010405	ENSXETG00000003682.1	Nana26032-RA
OG0010406	ENSXETG00000018716.1	Nana29380-RA
OG0010407	ENSXETG00000006532.1	Nana13840-RA
OG0010408	ENSXETG00000006486.1	Nana13837-RC
OG0010409	ENSXETG00000003915.1	Nana26028-RA
OG0010410	ENSXETG00000018334.1	Nana08307-RA
OG0010411	ENSXETG00000013918.1	Nana23357-RA
OG0010412	ENSXETG00000016581.1	Nana26013-RA
OG0010413	ENSXETG00000004673.1	Nana29377-RA
OG0010414	ENSXETG00000017138.1	Nana29394-RA
OG0010415	ENSXETG00000014266.1	Nana25973-RA, Nana25972-RA
OG0010417	ENSXETG00000020142.1	Nana25959-RA
OG0010418	ENSXETG00000019623.1	Nana25736-RA, Nana25948-RA
OG0010419	ENSXETG00000020615.1	Nana25935-RA
OG0010420	ENSXETG00000020550.1	Nana25915-RA
OG0010421	ENSXETG00000003409.1	Nana29449-RA
OG0010422	ENSXETG00000010050.1	Nana13831-RA
OG0010423	ENSXETG00000020684.1	Nana25900-RA
OG0010424	ENSXETG00000007359.1	Nana25895-RA
OG0010425	ENSXETG00000015802.1	Nana25894-RA
OG0010426	ENSXETG00000015719.1	Nana13819-RA
OG0010427	ENSXETG00000001958.1	Nana29457-RA
OG0010428	ENSXETG00000006126.1	Nana29468-RA
OG0010429	ENSXETG00000016967.1	Nana27890-RA
OG0010431	ENSXETG00000018937.1	Nana29474-RA
OG0010432	ENSXETG00000017455.1	Nana29475-RA
OG0010433	ENSXETG00000014772.1	Nana29484-RA
OG0010434	ENSXETG00000015181.1	Nana25892-RA
OG0010436	ENSXETG00000021358.1	Nana13787-RA
OG0010437	ENSXETG00000021123.1	Nana13781-RA
OG0010438	ENSXETG00000010501.1	Nana13779-RA
OG0010439	ENSXETG00000002653.1	Nana13776-RA
OG0010440	ENSXETG00000003431.1	Nana25883-RA
OG0010441	ENSXETG00000011155.1	Nana11035-RA
OG0010442	ENSXETG00000005814.1	Nana29504-RA
OG0010443	ENSXETG00000003942.1	Nana25876-RA
OG0010444	ENSXETG00000011709.1	Nana25867-RA
OG0010445	ENSXETG00000011989.1	Nana25866-RA
OG0010446	ENSXETG00000019575.1	Nana13980-RA
OG0010447	ENSXETG00000017747.1	Nana13718-RA
OG0010448	ENSXETG00000020143.1	Nana25862-RA
OG0010449	ENSXETG00000021281.1	Nana13723-RA
OG0010450	ENSXETG00000017254.1	Nana29102-RA
OG0010451	ENSXETG00000020827.1	Nana13731-RA
OG0010452	ENSXETG00000013547.1	Nana29111-RA
OG0010453	ENSXETG00000001793.1	Nana25856-RA
OG0010454	ENSXETG00000010715.1	Nana29122-RB
OG0010457	ENSXETG00000011167.1	Nana13686-RA
OG0010458	ENSXETG00000011150.1	Nana13682-RA
OG0010459	ENSXETG00000017311.1	Nana25839-RA
OG0010461	ENSXETG00000017209.1	Nana25838-RA
OG0010462	ENSXETG00000005189.1	Nana29194-RA
OG0010463	ENSXETG00000020025.1	Nana25836-RA
OG0010464	ENSXETG00000011975.1	Nana25830-RA
OG0010465	ENSXETG00000011302.1	Nana13673-RA
OG0010466	ENSXETG00000006197.1	Nana25824-RA
OG0010467	ENSXETG00000008641.1	Nana13670-RA
OG0010468	ENSXETG00000008979.1	Nana13669-RA
OG0010469	ENSXETG00000009085.1	Nana13667-RA
OG0010470	ENSXETG00000009133.1	Nana13666-RA
OG0010471	ENSXETG00000009290.1	Nana13655-RA
OG0010472	ENSXETG00000020626.1	Nana13654-RA
OG0010473	ENSXETG00000015286.1	Nana29216-RA
OG0010474	ENSXETG00000010966.1	Nana13652-RA
OG0010475	ENSXETG00000015990.1	Nana29217-RA
OG0010476	ENSXETG00000015551.1	Nana13649-RA
OG0010477	ENSXETG00000010754.1	Nana25804-RA
OG0010478	ENSXETG00000015106.1	Nana29220-RA
OG0010479	ENSXETG00000010984.1	Nana25746-RA
OG0010480	ENSXETG00000009246.1	Nana25761-RA
OG0010481	ENSXETG00000019144.1	Nana13645-RA
OG0010482	ENSXETG00000003362.1	Nana25764-RA
OG0010483	ENSXETG00000010700.1	Nana25766-RA
OG0010484	ENSXETG00000010235.1	Nana13644-RA
OG0010485	ENSXETG00000003400.1	Nana24399-RA
OG0010486	ENSXETG00000003432.1	Nana24401-RA
OG0010487	ENSXETG00000002251.1	Nana24408-RA, Nana24406-RA
OG0010488	ENSXETG00000010377.1	Nana24429-RA
OG0010489	ENSXETG00000007790.1	Nana13636-RA
OG0010490	ENSXETG00000010289.1	Nana24433-RA
OG0010491	ENSXETG00000000004.1	Nana13631-RA
OG0010492	ENSXETG00000021223.1	Nana29265-RA
OG0010493	ENSXETG00000019009.1	Nana13628-RA
OG0010494	ENSXETG00000019779.1	Nana29270-RA
OG0010495	ENSXETG00000019014.1	Nana13627-RA
OG0010496	ENSXETG00000010605.1	Nana24446-RA
OG0010497	ENSXETG00000019423.1	Nana29271-RA
OG0010498	ENSXETG00000017003.1	Nana29273-RA
OG0010499	ENSXETG00000019836.1	Nana13621-RA
OG0010500	ENSXETG00000001527.1	Nana13518-RA
OG0010501	ENSXETG00000001493.1	Nana13512-RA
OG0010502	ENSXETG00000001484.1	Nana13510-RA
OG0010503	ENSXETG00000001328.1, ENSXETG00000002620.1	Nana13507-RA
OG0010504	ENSXETG00000001841.1	Nana13482-RA
OG0010505	ENSXETG00000001905.1	Nana13480-RA
OG0010506	ENSXETG00000001978.1	Nana13476-RA
OG0010508	ENSXETG00000002133.1	Nana24514-RA
OG0010509	ENSXETG00000002073.1	Nana24519-RA
OG0010510	ENSXETG00000003434.1	Nana24528-RA
OG0010512	ENSXETG00000002726.1	Nana13470-RA
OG0010513	ENSXETG00000002745.1	Nana13469-RA
OG0010514	ENSXETG00000003312.1	Nana13459-RA
OG0010517	ENSXETG00000020480.1	Nana24542-RA
OG0010518	ENSXETG00000011836.1	Nana24544-RA
OG0010519	ENSXETG00000011609.1	Nana24546-RA
OG0010520	ENSXETG00000011804.1	Nana24549-RA
OG0010521	ENSXETG00000002572.1	Nana13451-RA
OG0010522	ENSXETG00000007099.1	Nana24553-RA
OG0010523	ENSXETG00000005097.1	Nana13447-RA
OG0010524	ENSXETG00000015707.1	Nana13438-RA
OG0010525	ENSXETG00000007278.1	Nana24556-RA
OG0010526	ENSXETG00000014912.1	Nana13434-RA
OG0010528	ENSXETG00000012485.1	Nana24559-RA
OG0010529	ENSXETG00000012490.1	Nana24560-RA
OG0010530	ENSXETG00000017188.1	Nana29289-RA
OG0010532	ENSXETG00000012908.1	Nana24572-RA
OG0010533	ENSXETG00000010265.1	Nana29287-RA
OG0010534	ENSXETG00000013232.1	Nana24576-RA
OG0010535	ENSXETG00000015669.1	Nana13355-RA
OG0010537	ENSXETG00000013267.1	Nana24577-RA, Nana24577-RB
OG0010538	ENSXETG00000013313.1	Nana24578-RA
OG0010539	ENSXETG00000008857.1	Nana24582-RA
OG0010540	ENSXETG00000013334.1	Nana24583-RA
OG0010541	ENSXETG00000013408.1	Nana24589-RA
OG0010542	ENSXETG00000013478.1	Nana24592-RB, Nana24592-RA
OG0010543	ENSXETG00000013496.1	Nana24594-RA
OG0010544	ENSXETG00000013507.1	Nana24595-RA
OG0010545	ENSXETG00000013519.1	Nana24605-RA
OG0010547	ENSXETG00000009443.1	Nana29512-RA
OG0010548	ENSXETG00000013570.1	Nana24606-RA
OG0010549	ENSXETG00000009588.1	Nana24629-RA
OG0010550	ENSXETG00000009572.1	Nana24630-RA
OG0010552	ENSXETG00000016550.1	Nana24633-RA
OG0010554	ENSXETG00000008546.1	Nana29520-RA
OG0010555	ENSXETG00000004483.1	Nana18499-RA
OG0010556	ENSXETG00000000978.1	Nana18268-RA
OG0010557	ENSXETG00000006235.1	Nana18494-RA
OG0010558	ENSXETG00000006272.1	Nana18492-RA
OG0010560	ENSXETG00000001113.1	Nana18274-RB
OG0010562	ENSXETG00000004239.1	Nana24667-RA
OG0010563	ENSXETG00000012966.1	Nana00095-RA
OG0010564	ENSXETG00000004281.1	Nana24668-RA
OG0010565	ENSXETG00000005411.1	Nana24672-RA
OG0010567	ENSXETG00000012465.1	Nana39400-RA
OG0010568	ENSXETG00000005503.1	Nana24677-RA
OG0010569	ENSXETG00000003195.1	Nana18472-RA
OG0010570	ENSXETG00000005988.1	Nana24678-RA
OG0010571	ENSXETG00000001413.1	Nana18470-RA
OG0010572	ENSXETG00000014752.1	Nana24686-RA
OG0010574	ENSXETG00000001918.1	Nana18460-RA
OG0010575	ENSXETG00000015667.1	Nana24690-RB
OG0010576	ENSXETG00000020249.1	Nana18582-RA
OG0010577	ENSXETG00000016426.1	Nana24693-RA
OG0010578	ENSXETG00000016542.1	Nana24694-RA
OG0010579	ENSXETG00000015339.1	Nana18575-RA
OG0010580	ENSXETG00000010961.1	Nana18573-RA
OG0010581	ENSXETG00000007356.1	Nana18571-RA
OG0010582	ENSXETG00000003468.1	Nana24710-RA
OG0010583	ENSXETG00000003647.1	Nana24711-RA
OG0010584	ENSXETG00000006089.1	Nana24731-RA
OG0010585	ENSXETG00000005391.1	Nana24737-RA
OG0010586	ENSXETG00000005247.1	Nana24764-RA
OG0010587	ENSXETG00000005184.1	Nana24765-RA
OG0010588	ENSXETG00000005145.1	Nana24766-RA
OG0010589	ENSXETG00000005141.1	Nana24767-RA
OG0010590	ENSXETG00000004654.1	Nana18137-RA
OG0010591	ENSXETG00000004702.1	Nana18140-RA
OG0010592	ENSXETG00000011499.1	Nana24770-RA
OG0010593	ENSXETG00000011518.1	Nana24771-RA
OG0010594	ENSXETG00000004927.1	Nana18144-RA
OG0010596	ENSXETG00000002242.1	Nana31157-RA
OG0010597	ENSXETG00000013378.1	Nana31158-RA
OG0010598	ENSXETG00000013321.1	Nana31159-RA
OG0010599	ENSXETG00000013225.1	Nana31163-RA
OG0010600	ENSXETG00000015411.1	Nana24795-RA
OG0010601	ENSXETG00000019193.1	Nana31165-RA
OG0010602	ENSXETG00000001829.1	Nana24796-RA
OG0010603	ENSXETG00000015747.1	Nana24797-RA
OG0010604	ENSXETG00000016789.1	Nana24798-RA
OG0010605	ENSXETG00000006740.1	Nana24804-RA
OG0010606	ENSXETG00000005217.1	Nana18154-RA
OG0010607	ENSXETG00000003803.1	Nana24808-RA
OG0010608	ENSXETG00000003831.1	Nana24811-RA
OG0010609	ENSXETG00000003983.1	Nana24832-RA
OG0010610	ENSXETG00000005119.1	Nana24842-RA
OG0010611	ENSXETG00000012317.1	Nana18175-RA
OG0010613	ENSXETG00000001419.1	Nana18178-RA
OG0010614	ENSXETG00000012546.1	Nana24851-RA
OG0010615	ENSXETG00000012542.1	Nana24853-RA
OG0010616	ENSXETG00000012540.1	Nana24856-RA
OG0010617	ENSXETG00000006158.1	Nana24862-RA
OG0010618	ENSXETG00000002115.1	Nana18192-RA
OG0010619	ENSXETG00000002707.1	Nana18193-RA
OG0010620	ENSXETG00000000170.1	Nana18198-RE
OG0010621	ENSXETG00000000234.1	Nana18203-RA
OG0010622	ENSXETG00000000248.1	Nana18204-RA
OG0010623	ENSXETG00000000455.1	Nana18213-RA
OG0010624	ENSXETG00000005965.1	Nana24865-RA
OG0010625	ENSXETG00000000519.1	Nana18215-RA
OG0010626	ENSXETG00000005902.1	Nana24867-RA
OG0010627	ENSXETG00000005501.1	Nana24870-RA
OG0010628	ENSXETG00000000846.1	Nana18251-RA
OG0010629	ENSXETG00000000859.1	Nana18254-RA
OG0010630	ENSXETG00000000922.1	Nana18261-RA
OG0010631	ENSXETG00000004465.1	Nana24882-RA
OG0010632	ENSXETG00000004231.1	Nana24883-RA
OG0010633	ENSXETG00000018578.1	Nana17997-RA
OG0010634	ENSXETG00000015474.1	Nana24904-RA
OG0010635	ENSXETG00000016416.1	Nana24905-RA
OG0010636	ENSXETG00000012630.1	Nana18005-RA
OG0010637	ENSXETG00000018957.1	Nana24909-RA
OG0010639	ENSXETG00000019788.1	Nana24911-RA
OG0010640	ENSXETG00000017004.1	Nana24912-RA
OG0010641	ENSXETG00000008692.1	Nana24915-RA
OG0010642	ENSXETG00000012862.1	Nana18013-RA
OG0010643	ENSXETG00000021212.1	Nana24917-RA
OG0010644	ENSXETG00000012921.1	Nana18014-RA
OG0010645	ENSXETG00000004171.1	Nana24921-RA
OG0010646	ENSXETG00000004220.1	Nana24922-RA
OG0010647	ENSXETG00000004236.1	Nana24923-RA
OG0010648	ENSXETG00000012990.1	Nana18020-RA
OG0010649	ENSXETG00000004301.1	Nana24924-RA
OG0010650	ENSXETG00000013010.1	Nana18022-RA
OG0010651	ENSXETG00000013021.1	Nana18024-RA
OG0010652	ENSXETG00000004403.1	Nana24927-RA
OG0010653	ENSXETG00000013624.1	Nana18033-RA
OG0010654	ENSXETG00000004769.1	Nana24928-RA
OG0010655	ENSXETG00000004813.1	Nana24930-RA
OG0010656	ENSXETG00000004871.1	Nana24933-RA
OG0010657	ENSXETG00000007518.1	Nana18771-RA
OG0010658	ENSXETG00000003941.1	Nana24936-RA
OG0010659	ENSXETG00000011116.1	Nana24938-RA
OG0010660	ENSXETG00000004980.1	Nana24945-RA
OG0010661	ENSXETG00000015103.1	Nana24948-RA
OG0010662	ENSXETG00000005273.1	Nana18756-RA
OG0010663	ENSXETG00000015019.1	Nana24946-RA
OG0010664	ENSXETG00000015138.1	Nana24954-RA
OG0010665	ENSXETG00000015177.1	Nana24959-RA
OG0010666	ENSXETG00000010859.1	Nana24995-RA
OG0010667	ENSXETG00000010849.1	Nana24996-RA
OG0010668	ENSXETG00000010796.1	Nana24999-RA
OG0010669	ENSXETG00000006058.1	Nana25002-RA
OG0010670	ENSXETG00000006073.1	Nana25003-RA
OG0010671	ENSXETG00000006138.1	Nana25004-RA
OG0010672	ENSXETG00000012363.1	Nana18747-RA
OG0010673	ENSXETG00000012412.1	Nana18743-RA
OG0010674	ENSXETG00000001331.1	Nana25017-RA
OG0010675	ENSXETG00000001141.1	Nana18669-RA
OG0010676	ENSXETG00000003061.1	Nana25022-RA
OG0010677	ENSXETG00000001213.1	Nana18673-RA
OG0010678	ENSXETG00000001286.1	Nana18655-RA
OG0010679	ENSXETG00000001321.1	Nana18654-RA
OG0010680	ENSXETG00000000988.1	Nana25024-RA
OG0010681	ENSXETG00000001334.1	Nana18653-RA
OG0010682	ENSXETG00000001364.1	Nana18652-RA
OG0010683	ENSXETG00000001549.1	Nana18651-RA
OG0010684	ENSXETG00000001680.1	Nana18647-RA
OG0010685	ENSXETG00000017288.1	Nana25027-RA
OG0010686	ENSXETG00000002218.1	Nana25037-RA
OG0010687	ENSXETG00000002141.1	Nana17936-RA
OG0010688	ENSXETG00000002910.1	Nana17937-RA
OG0010689	ENSXETG00000002934.1	Nana17939-RA
OG0010690	ENSXETG00000002293.1	Nana25052-RA
OG0010691	ENSXETG00000021346.1	Nana25054-RA
OG0010693	ENSXETG00000002187.1	Nana17960-RA
OG0010694	ENSXETG00000002299.1	Nana17963-RA
OG0010695	ENSXETG00000012332.1	Nana25182-RA
OG0010696	ENSXETG00000010132.1	Nana17964-RA
OG0010697	ENSXETG00000010153.1	Nana17971-RA
OG0010698	ENSXETG00000005610.1	Nana25175-RA
OG0010699	ENSXETG00000013875.1	Nana18069-RB, Nana18069-RA
OG0010700	ENSXETG00000013858.1	Nana18068-RA
OG0010701	ENSXETG00000006270.1	Nana25170-RD
OG0010702	ENSXETG00000006280.1	Nana25168-RA
OG0010704	ENSXETG00000006315.1	Nana25165-RA
OG0010705	ENSXETG00000006433.1	Nana25162-RA
OG0010706	ENSXETG00000014138.1	Nana18084-RA
OG0010707	ENSXETG00000006607.1	Nana25160-RA
OG0010708	ENSXETG00000014148.1	Nana18087-RA
OG0010709	ENSXETG00000014220.1	Nana18091-RA
OG0010710	ENSXETG00000014387.1	Nana18095-RA
OG0010711	ENSXETG00000014484.1	Nana18099-RA
OG0010712	ENSXETG00000004559.1	Nana25152-RA
OG0010713	ENSXETG00000004432.1	Nana25150-RA
OG0010714	ENSXETG00000004401.1	Nana25149-RA
OG0010715	ENSXETG00000004214.1	Nana25142-RA
OG0010716	ENSXETG00000004190.1	Nana25140-RA
OG0010717	ENSXETG00000015621.1	Nana18106-RA
OG0010718	ENSXETG00000003601.1	Nana25138-RA
OG0010719	ENSXETG00000003377.1	Nana25133-RA
OG0010720	ENSXETG00000010292.1	Nana25225-RA
OG0010721	ENSXETG00000009615.1	Nana18115-RA
OG0010722	ENSXETG00000010297.1	Nana25226-RA
OG0010723	ENSXETG00000010299.1	Nana25227-RA
OG0010724	ENSXETG00000009577.1	Nana18116-RA
OG0010725	ENSXETG00000018780.1	Nana18121-RA
OG0010726	ENSXETG00000020652.1	Nana25237-RA
OG0010727	ENSXETG00000009047.1	Nana18127-RA
OG0010728	ENSXETG00000008779.1	Nana18129-RA
OG0010729	ENSXETG00000007040.1	Nana18131-RA
OG0010730	ENSXETG00000011991.1	Nana18132-RA
OG0010731	ENSXETG00000016490.1	Nana17912-RA
OG0010732	ENSXETG00000013504.1	Nana25268-RA
OG0010733	ENSXETG00000016001.1	Nana17905-RB
OG0010734	ENSXETG00000015908.1	Nana17903-RA
OG0010735	ENSXETG00000003516.1	Nana17901-RA
OG0010736	ENSXETG00000011502.1	Nana25288-RA
OG0010737	ENSXETG00000014652.1	Nana17882-RA
OG0010738	ENSXETG00000011266.1	Nana25295-RA
OG0010739	ENSXETG00000011773.1	Nana25296-RA, Nana25296-RB
OG0010740	ENSXETG00000015376.1	Nana17875-RA
OG0010741	ENSXETG00000011787.1	Nana25297-RA
OG0010743	ENSXETG00000015865.1	Nana17870-RA
OG0010744	ENSXETG00000015886.1	Nana17869-RA
OG0010745	ENSXETG00000006647.1	Nana25301-RA
OG0010746	ENSXETG00000003451.1	Nana17868-RA
OG0010747	ENSXETG00000007311.1	Nana17866-RA
OG0010749	ENSXETG00000008962.1	Nana25314-RA
OG0010750	ENSXETG00000008990.1	Nana25316-RA
OG0010751	ENSXETG00000001088.1	Nana17619-RA
OG0010752	ENSXETG00000008951.1	Nana17609-RA
OG0010753	ENSXETG00000007107.1	Nana17597-RA
OG0010754	ENSXETG00000007100.1	Nana17592-RA
OG0010755	ENSXETG00000005770.1	Nana25350-RA
OG0010756	ENSXETG00000005894.1	Nana25359-RA
OG0010757	ENSXETG00000017125.1	Nana17584-RA
OG0010758	ENSXETG00000005987.1	Nana25362-RA
OG0010759	ENSXETG00000006101.1	Nana25367-RA
OG0010760	ENSXETG00000017223.1	Nana17581-RB, Nana17581-RA
OG0010762	ENSXETG00000001718.1	Nana25377-RA
OG0010763	ENSXETG00000012802.1	Nana17576-RA
OG0010764	ENSXETG00000001733.1	Nana25378-RA
OG0010765	ENSXETG00000020358.1	Nana17569-RA
OG0010767	ENSXETG00000001859.1	Nana17557-RA
OG0010768	ENSXETG00000004655.1	Nana25413-RA
OG0010769	ENSXETG00000004694.1	Nana25415-RA
OG0010770	ENSXETG00000012527.1	Nana17540-RA
OG0010771	ENSXETG00000012504.1	Nana17364-RA
OG0010772	ENSXETG00000007995.1	Nana12584-RA
OG0010773	ENSXETG00000008086.1	Nana12588-RA
OG0010774	ENSXETG00000017639.1	Nana12333-RA
OG0010775	ENSXETG00000016843.1	Nana12338-RA
OG0010777	ENSXETG00000012579.1	Nana12341-RA
OG0010778	ENSXETG00000012847.1	Nana12344-RA
OG0010779	ENSXETG00000012942.1	Nana12345-RA
OG0010780	ENSXETG00000012988.1	Nana12346-RA
OG0010781	ENSXETG00000013030.1	Nana12351-RA
OG0010782	ENSXETG00000013037.1	Nana12352-RA
OG0010783	ENSXETG00000013041.1	Nana12356-RA
OG0010784	ENSXETG00000013045.1	Nana12357-RA
OG0010785	ENSXETG00000013052.1	Nana12358-RA
OG0010786	ENSXETG00000013071.1	Nana12360-RA
OG0010787	ENSXETG00000013203.1	Nana12364-RA
OG0010788	ENSXETG00000016834.1	Nana12374-RA
OG0010789	ENSXETG00000016839.1	Nana12378-RA
OG0010790	ENSXETG00000012606.1	Nana12388-RA
OG0010792	ENSXETG00000012615.1	Nana12390-RA
OG0010793	ENSXETG00000012655.1	Nana12392-RA
OG0010794	ENSXETG00000012678.1	Nana12396-RA
OG0010795	ENSXETG00000012690.1	Nana12399-RA
OG0010797	ENSXETG00000012913.1	Nana12403-RA
OG0010798	ENSXETG00000013065.1	Nana12408-RA
OG0010799	ENSXETG00000013092.1	Nana12407-RA
OG0010800	ENSXETG00000014898.1	Nana12415-RA
OG0010801	ENSXETG00000020389.1	Nana12299-RC
OG0010802	ENSXETG00000018671.1	Nana12315-RA
OG0010803	ENSXETG00000020933.1	Nana12327-RA
OG0010804	ENSXETG00000019273.1	Nana12275-RA
OG0010805	ENSXETG00000017956.1	Nana12273-RA
OG0010807	ENSXETG00000012935.1	Nana12254-RA
OG0010808	ENSXETG00000012956.1	Nana12251-RA
OG0010809	ENSXETG00000013231.1	Nana12250-RA
OG0010810	ENSXETG00000016004.1	Nana12245-RA
OG0010811	ENSXETG00000016269.1	Nana12243-RA
OG0010812	ENSXETG00000016509.1	Nana12238-RA
OG0010813	ENSXETG00000016546.1	Nana12235-RA
OG0010814	ENSXETG00000011233.1	Nana12230-RA
OG0010815	ENSXETG00000011297.1	Nana12229-RA
OG0010816	ENSXETG00000006739.1	Nana12222-RA
OG0010817	ENSXETG00000006761.1	Nana12218-RA
OG0010818	ENSXETG00000008306.1	Nana12217-RB
OG0010821	ENSXETG00000000303.1	Nana12215-RA
OG0010822	ENSXETG00000017788.1	Nana12205-RA
OG0010823	ENSXETG00000020342.1	Nana12200-RA
OG0010824	ENSXETG00000002523.1	Nana12187-RA
OG0010825	ENSXETG00000002552.1	Nana12185-RA
OG0010826	ENSXETG00000019317.1	Nana12184-RA
OG0010827	ENSXETG00000020663.1	Nana12168-RA
OG0010828	ENSXETG00000010294.1	Nana12161-RA
OG0010829	ENSXETG00000010321.1	Nana12157-RA
OG0010830	ENSXETG00000010491.1	Nana12156-RA
OG0010831	ENSXETG00000010509.1	Nana12150-RA
OG0010832	ENSXETG00000020394.1	Nana12139-RA
