Orthogroup	X_tropicalis.pep	G_gallus.pep
OG0014100	ENSXETG00000017260.1	ENSGALG00000038596.3
OG0014101	ENSXETG00000014955.1	ENSGALG00000054003.1, ENSGALG00000052474.1
OG0014102	ENSXETG00000002807.1	ENSGALG00000020454.4
OG0014103	ENSXETG00000001301.1	ENSGALG00000027476.3
OG0014110	ENSXETG00000018001.1	ENSGALG00000006217.7
OG0014113	ENSXETG00000007319.1	ENSGALG00000036792.3
OG0014114	ENSXETG00000013474.1	ENSGALG00000009095.4
OG0014115	ENSXETG00000002710.1	ENSGALG00000008761.5
OG0014117	ENSXETG00000019177.1	ENSGALG00000015124.6
OG0014120	ENSXETG00000005131.1	ENSGALG00000049137.1
OG0014121	ENSXETG00000020080.1	ENSGALG00000037992.2
OG0014143	ENSXETG00000011338.1, ENSXETG00000019065.1	ENSGALG00000038636.3
OG0014155	ENSXETG00000005127.1	ENSGALG00000026903.3
OG0014156	ENSXETG00000017281.1	ENSGALG00000020316.6
OG0014157	ENSXETG00000010233.1	ENSGALG00000004623.5
OG0014158	ENSXETG00000007515.1	ENSGALG00000023686.4
OG0014163	ENSXETG00000015650.1	ENSGALG00000005266.6
OG0014164	ENSXETG00000005671.1	ENSGALG00000031212.2
OG0014168	ENSXETG00000011893.1	ENSGALG00000052767.1
OG0014169	ENSXETG00000002430.1	ENSGALG00000017168.6
OG0014171	ENSXETG00000019770.1	ENSGALG00000039982.2
OG0014172	ENSXETG00000004531.1	ENSGALG00000022696.5
OG0014173	ENSXETG00000019401.1	ENSGALG00000004659.6
OG0014175	ENSXETG00000013069.1	ENSGALG00000017018.6
OG0014176	ENSXETG00000011174.1	ENSGALG00000051018.1
OG0014177	ENSXETG00000017366.1	ENSGALG00000047464.1
OG0014179	ENSXETG00000001269.1, ENSXETG00000015341.1	ENSGALG00000016732.6
OG0014180	ENSXETG00000017031.1, ENSXETG00000010396.1	ENSGALG00000014820.6
OG0014181	ENSXETG00000000046.1	ENSGALG00000000277.3
OG0014193	ENSXETG00000000176.1	ENSGALG00000016964.6, ENSGALG00000030571.3
OG0014197	ENSXETG00000013178.1	ENSGALG00000001592.6
OG0014199	ENSXETG00000013164.1	ENSGALG00000001596.6
OG0014205	ENSXETG00000001712.1	ENSGALG00000032087.2
OG0014208	ENSXETG00000009845.1	ENSGALG00000030372.2
OG0014209	ENSXETG00000007826.1, ENSXETG00000014362.1	ENSGALG00000054048.1
OG0014210	ENSXETG00000001352.1	ENSGALG00000005626.6
OG0014213	ENSXETG00000013702.1	ENSGALG00000028236.3
OG0014219	ENSXETG00000019699.1	ENSGALG00000003014.7
OG0014225	ENSXETG00000005728.1	ENSGALG00000002276.7
OG0014229	ENSXETG00000000560.1	ENSGALG00000009096.6
OG0014230	ENSXETG00000014807.1	ENSGALG00000012710.6
OG0014232	ENSXETG00000017459.1	ENSGALG00000003636.7
OG0014237	ENSXETG00000016851.1	ENSGALG00000031149.2
OG0014240	ENSXETG00000007419.1	ENSGALG00000023444.4
OG0014241	ENSXETG00000002414.1	ENSGALG00000007226.6
OG0014245	ENSXETG00000013170.1	ENSGALG00000029151.4
OG0014248	ENSXETG00000001017.1	ENSGALG00000032184.2
OG0014250	ENSXETG00000007672.1	ENSGALG00000033017.2
OG0014256	ENSXETG00000007723.1	ENSGALG00000041736.2
OG0014262	ENSXETG00000012254.1	ENSGALG00000026332.3
OG0014263	ENSXETG00000018476.1	ENSGALG00000044125.2
OG0014264	ENSXETG00000002961.1	ENSGALG00000015902.6
OG0014268	ENSXETG00000012978.1	ENSGALG00000015995.7
OG0014271	ENSXETG00000019083.1	ENSGALG00000030890.2
OG0014275	ENSXETG00000014062.1	ENSGALG00000001096.5
OG0014276	ENSXETG00000019012.1	ENSGALG00000006965.7
OG0014282	ENSXETG00000007947.1, ENSXETG00000007956.1	ENSGALG00000038162.2
OG0014283	ENSXETG00000018961.1	ENSGALG00000015713.7
OG0014284	ENSXETG00000011096.1	ENSGALG00000052151.1
OG0014286	ENSXETG00000001593.1	ENSGALG00000048769.1
OG0014287	ENSXETG00000021377.1	ENSGALG00000001621.5
OG0014292	ENSXETG00000005015.1	ENSGALG00000045634.2
OG0014294	ENSXETG00000012799.1	ENSGALG00000040428.2
OG0014299	ENSXETG00000000041.1	ENSGALG00000031679.2
OG0014300	ENSXETG00000002047.1	ENSGALG00000023355.5
OG0014301	ENSXETG00000008270.1	ENSGALG00000005968.6
OG0014304	ENSXETG00000020666.1	ENSGALG00000030871.2
OG0014305	ENSXETG00000011801.1	ENSGALG00000020775.5
OG0014306	ENSXETG00000011878.1	ENSGALG00000009940.5
OG0014307	ENSXETG00000010562.1, ENSXETG00000010570.1	ENSGALG00000044811.2, ENSGALG00000043909.2
OG0014308	ENSXETG00000018894.1	ENSGALG00000027838.4
OG0014310	ENSXETG00000020016.1	ENSGALG00000026698.4
OG0014311	ENSXETG00000010687.1	ENSGALG00000003326.6
OG0014312	ENSXETG00000010850.1	ENSGALG00000003295.6
OG0014313	ENSXETG00000002964.1	ENSGALG00000026367.4
OG0014314	ENSXETG00000006234.1	ENSGALG00000002225.6
OG0014315	ENSXETG00000009717.1	ENSGALG00000031918.2
OG0014316	ENSXETG00000020755.1	ENSGALG00000045920.2
OG0014317	ENSXETG00000014985.1	ENSGALG00000001664.6
OG0014319	ENSXETG00000005725.1	ENSGALG00000005614.6
OG0014320	ENSXETG00000007929.1	ENSGALG00000037713.2
OG0014321	ENSXETG00000002975.1	ENSGALG00000013817.6
OG0014322	ENSXETG00000012148.1	ENSGALG00000024053.5
OG0014323	ENSXETG00000020097.1	ENSGALG00000046444.2
OG0014324	ENSXETG00000005111.1, ENSXETG00000005107.1, ENSXETG00000002658.1	ENSGALG00000016556.6
OG0014325	ENSXETG00000009756.1	ENSGALG00000029282.2
OG0014326	ENSXETG00000014001.1	ENSGALG00000001084.6
OG0014328	ENSXETG00000001146.1	ENSGALG00000037991.2
OG0014329	ENSXETG00000002737.1	ENSGALG00000042103.2
OG0014408	ENSXETG00000003778.1	ENSGALG00000031866.2
OG0014419	ENSXETG00000021328.1	ENSGALG00000010293.6
OG0014425	ENSXETG00000019101.1	ENSGALG00000008738.6
OG0014428	ENSXETG00000004318.1	ENSGALG00000023472.4
OG0014436	ENSXETG00000007934.1	ENSGALG00000008198.6
OG0014443	ENSXETG00000020214.1	ENSGALG00000007536.6
OG0014444	ENSXETG00000018202.1, ENSXETG00000017944.1	ENSGALG00000003644.6
OG0014453	ENSXETG00000014466.1	ENSGALG00000004975.7
OG0014463	ENSXETG00000018731.1	ENSGALG00000041423.2
OG0014465	ENSXETG00000000747.1	ENSGALG00000007123.7
OG0014469	ENSXETG00000008349.1	ENSGALG00000008404.7
OG0014471	ENSXETG00000019091.1	ENSGALG00000037014.3
OG0014473	ENSXETG00000010735.1	ENSGALG00000011802.7
OG0014474	ENSXETG00000013758.1	ENSGALG00000007874.5
OG0014476	ENSXETG00000001679.1	ENSGALG00000002015.6
OG0014480	ENSXETG00000020290.1	ENSGALG00000050332.1
OG0014485	ENSXETG00000017633.1	ENSGALG00000044643.2
OG0014486	ENSXETG00000017965.1	ENSGALG00000001234.6
OG0014495	ENSXETG00000007740.1	ENSGALG00000044874.2
OG0014499	ENSXETG00000010246.1	ENSGALG00000051918.1
OG0014501	ENSXETG00000020393.1	ENSGALG00000014904.7
OG0014502	ENSXETG00000005025.1, ENSXETG00000019453.1	ENSGALG00000002892.6
OG0014505	ENSXETG00000020836.1	ENSGALG00000028324.4
OG0014508	ENSXETG00000021415.1	ENSGALG00000010018.6
OG0014521	ENSXETG00000017584.1	ENSGALG00000008498.5
OG0014523	ENSXETG00000001343.1	ENSGALG00000005708.7
OG0014527	ENSXETG00000013794.1	ENSGALG00000001172.5
OG0014529	ENSXETG00000000722.1	ENSGALG00000015234.6
OG0014539	ENSXETG00000019868.1, ENSXETG00000017367.1	ENSGALG00000010901.6
OG0014540	ENSXETG00000001039.1	ENSGALG00000041407.2
OG0014545	ENSXETG00000008676.1	ENSGALG00000035814.2
OG0014547	ENSXETG00000001517.1	ENSGALG00000037714.2
OG0014550	ENSXETG00000003038.1	ENSGALG00000045754.2, ENSGALG00000047741.1
OG0014552	ENSXETG00000001923.1, ENSXETG00000015369.1	ENSGALG00000003345.6
OG0014554	ENSXETG00000010633.1	ENSGALG00000015665.2
OG0014555	ENSXETG00000014432.1	ENSGALG00000016622.6
OG0014559	ENSXETG00000011282.1, ENSXETG00000011271.1	ENSGALG00000023844.3
OG0014570	ENSXETG00000019315.1	ENSGALG00000053460.1
OG0014581	ENSXETG00000009408.1	ENSGALG00000054951.1
OG0014582	ENSXETG00000005523.1	ENSGALG00000001805.7
OG0014585	ENSXETG00000018052.1	ENSGALG00000042929.2
OG0014588	ENSXETG00000007020.1	ENSGALG00000054937.1
OG0014589	ENSXETG00000006521.1, ENSXETG00000015868.1	ENSGALG00000007080.6
OG0014590	ENSXETG00000012226.1	ENSGALG00000023812.4
OG0014598	ENSXETG00000021261.1	ENSGALG00000011418.6
OG0014599	ENSXETG00000019425.1, ENSXETG00000004735.1	ENSGALG00000047357.1
OG0014600	ENSXETG00000013609.1	ENSGALG00000054187.1
OG0014602	ENSXETG00000000450.1	ENSGALG00000015692.7
OG0014604	ENSXETG00000011420.1	ENSGALG00000012490.6
OG0014609	ENSXETG00000020089.1	ENSGALG00000005687.7
OG0014610	ENSXETG00000016805.1	ENSGALG00000010402.5
OG0014612	ENSXETG00000010924.1	ENSGALG00000003213.5
OG0014617	ENSXETG00000011541.1	ENSGALG00000011664.7
OG0014621	ENSXETG00000001912.1	ENSGALG00000003333.6
OG0014622	ENSXETG00000016458.1	ENSGALG00000023335.4
OG0014625	ENSXETG00000014579.1	ENSGALG00000046141.2
OG0014634	ENSXETG00000016994.1	ENSGALG00000031144.2
OG0014636	ENSXETG00000008932.1	ENSGALG00000007320.6
OG0014641	ENSXETG00000004147.1	ENSGALG00000041390.2
OG0014642	ENSXETG00000020692.1	ENSGALG00000000736.6
OG0014643	ENSXETG00000010594.1	ENSGALG00000044763.2
OG0014644	ENSXETG00000021402.1	ENSGALG00000000573.6
OG0014652	ENSXETG00000002698.1	ENSGALG00000053321.1
OG0014668	ENSXETG00000005133.1	ENSGALG00000011970.6
OG0014669	ENSXETG00000020878.1	ENSGALG00000005985.7
OG0014670	ENSXETG00000000339.1	ENSGALG00000045096.2
OG0014677	ENSXETG00000000761.1	ENSGALG00000005722.7
OG0014682	ENSXETG00000010701.1	ENSGALG00000053764.1
OG0014685	ENSXETG00000021304.1	ENSGALG00000002544.6
OG0014687	ENSXETG00000006578.1	ENSGALG00000051171.1
OG0014689	ENSXETG00000021418.1	ENSGALG00000013422.3
OG0014691	ENSXETG00000017066.1	ENSGALG00000009817.5
OG0014692	ENSXETG00000008087.1	ENSGALG00000003588.6
OG0014693	ENSXETG00000005816.1	ENSGALG00000002922.5
OG0014695	ENSXETG00000019700.1	ENSGALG00000004986.8
OG0014698	ENSXETG00000002861.1	ENSGALG00000005808.6
OG0014702	ENSXETG00000016032.1	ENSGALG00000002564.5
OG0014704	ENSXETG00000005984.1	ENSGALG00000000875.6
OG0014705	ENSXETG00000008134.1	ENSGALG00000016478.6
OG0014712	ENSXETG00000013770.1	ENSGALG00000003155.6
OG0014713	ENSXETG00000017388.1	ENSGALG00000008447.6
OG0014714	ENSXETG00000011242.1	ENSGALG00000014759.6
OG0014721	ENSXETG00000008302.1	ENSGALG00000044505.2
OG0014722	ENSXETG00000011377.1	ENSGALG00000030718.3
OG0014724	ENSXETG00000000748.1	ENSGALG00000008861.6
OG0014725	ENSXETG00000003066.1	ENSGALG00000042029.2
OG0014732	ENSXETG00000020456.1	ENSGALG00000027305.4
OG0014736	ENSXETG00000004269.1	ENSGALG00000028466.3
OG0014740	ENSXETG00000007581.1	ENSGALG00000052425.1
OG0014742	ENSXETG00000001823.1	ENSGALG00000004347.6
OG0014745	ENSXETG00000010187.1	ENSGALG00000043765.2
OG0014747	ENSXETG00000010764.1	ENSGALG00000044788.2
OG0014750	ENSXETG00000018534.1	ENSGALG00000054493.1, ENSGALG00000053456.1, ENSGALG00000051482.1, ENSGALG00000048381.1
OG0014752	ENSXETG00000010780.1	ENSGALG00000014818.7
OG0014758	ENSXETG00000011582.1	ENSGALG00000011856.6
OG0014763	ENSXETG00000007850.1	ENSGALG00000005515.6
OG0014764	ENSXETG00000001389.1	ENSGALG00000005634.6
OG0014768	ENSXETG00000001379.1	ENSGALG00000005630.6
OG0014769	ENSXETG00000005790.1	ENSGALG00000015528.6
OG0014771	ENSXETG00000004245.1	ENSGALG00000007815.7
OG0014781	ENSXETG00000004557.1	ENSGALG00000015037.7
OG0014784	ENSXETG00000004438.1	ENSGALG00000015029.6
OG0014786	ENSXETG00000004241.1	ENSGALG00000029510.2
OG0014789	ENSXETG00000008039.1	ENSGALG00000007867.8
OG0014790	ENSXETG00000000668.1	ENSGALG00000026849.3
OG0014791	ENSXETG00000019307.1	ENSGALG00000006031.6
OG0014793	ENSXETG00000004218.1	ENSGALG00000015015.5
OG0014799	ENSXETG00000020029.1	ENSGALG00000008411.6
OG0014802	ENSXETG00000002481.1	ENSGALG00000016988.5
OG0014806	ENSXETG00000002491.1	ENSGALG00000016990.6
OG0014807	ENSXETG00000011987.1	ENSGALG00000009573.5
OG0014810	ENSXETG00000002350.1	ENSGALG00000007266.6
OG0014811	ENSXETG00000003363.1	ENSGALG00000014954.5
OG0014814	ENSXETG00000017063.1	ENSGALG00000020836.5
OG0014816	ENSXETG00000002404.1	ENSGALG00000007222.6
OG0014818	ENSXETG00000014721.1	ENSGALG00000014428.4
OG0014824	ENSXETG00000001118.1	ENSGALG00000025876.3
OG0014825	ENSXETG00000012876.1	ENSGALG00000017004.7
OG0014826	ENSXETG00000009256.1	ENSGALG00000052769.1
OG0014829	ENSXETG00000013210.1	ENSGALG00000001470.6
OG0014837	ENSXETG00000002093.1	ENSGALG00000015803.6
OG0014838	ENSXETG00000013938.1	ENSGALG00000004781.6
OG0014846	ENSXETG00000006958.1	ENSGALG00000052682.1
OG0014851	ENSXETG00000008336.1	ENSGALG00000014913.5
OG0014858	ENSXETG00000019297.1	ENSGALG00000038480.2
OG0014859	ENSXETG00000013486.1	ENSGALG00000054080.1
OG0014860	ENSXETG00000017777.1	ENSGALG00000044641.2
OG0014863	ENSXETG00000007960.1	ENSGALG00000014955.6
OG0014864	ENSXETG00000001426.1	ENSGALG00000013775.6
OG0014865	ENSXETG00000009974.1	ENSGALG00000049499.1, ENSGALG00000046877.1
OG0014866	ENSXETG00000015888.1	ENSGALG00000004231.6
OG0014871	ENSXETG00000013353.1	ENSGALG00000007941.6
OG0014872	ENSXETG00000001401.1	ENSGALG00000047393.1
OG0014873	ENSXETG00000020579.1	ENSGALG00000008474.6
OG0014876	ENSXETG00000006793.1	ENSGALG00000036736.2
OG0014885	ENSXETG00000007805.1	ENSGALG00000005544.6
OG0014899	ENSXETG00000019946.1	ENSGALG00000001912.6
OG0014900	ENSXETG00000019538.1	ENSGALG00000001653.6
OG0014903	ENSXETG00000004817.1	ENSGALG00000043833.2
OG0014904	ENSXETG00000010637.1	ENSGALG00000015666.7
OG0014906	ENSXETG00000011910.1	ENSGALG00000020884.5
OG0014908	ENSXETG00000007044.1	ENSGALG00000047327.1
OG0014909	ENSXETG00000013218.1	ENSGALG00000047072.1
OG0014912	ENSXETG00000014032.1	ENSGALG00000007967.6
OG0014915	ENSXETG00000011213.1	ENSGALG00000034383.2
OG0014918	ENSXETG00000019165.1	ENSGALG00000008908.6
OG0014920	ENSXETG00000018759.1	ENSGALG00000049439.1
OG0014922	ENSXETG00000013725.1	ENSGALG00000000806.7
OG0014923	ENSXETG00000017623.1	ENSGALG00000048332.1
OG0014924	ENSXETG00000020201.1	ENSGALG00000045671.2
OG0014926	ENSXETG00000000994.1	ENSGALG00000046992.1
OG0015045	ENSXETG00000012442.1	ENSGALG00000041143.2
OG0015046	ENSXETG00000007899.1	ENSGALG00000003176.7
OG0015047	ENSXETG00000003088.1	ENSGALG00000015336.5
OG0015048	ENSXETG00000015423.1	ENSGALG00000037678.2
OG0015049	ENSXETG00000000553.1	ENSGALG00000039072.3
OG0015051	ENSXETG00000009878.1	ENSGALG00000031360.2
OG0015052	ENSXETG00000019925.1	ENSGALG00000036950.2
OG0015054	ENSXETG00000005139.1	ENSGALG00000048962.1
OG0015057	ENSXETG00000015644.1	ENSGALG00000004141.5
OG0015060	ENSXETG00000000037.1	ENSGALG00000011166.6
OG0015069	ENSXETG00000019032.1	ENSGALG00000045310.2
OG0015070	ENSXETG00000004506.1	ENSGALG00000006922.6
OG0015078	ENSXETG00000001924.1	ENSGALG00000027982.3
OG0015082	ENSXETG00000000133.1	ENSGALG00000007645.5
OG0015087	ENSXETG00000017894.1	ENSGALG00000006393.7
OG0015088	ENSXETG00000003907.1	ENSGALG00000002638.6
OG0015090	ENSXETG00000000679.1	ENSGALG00000007118.6
OG0015096	ENSXETG00000008588.1	ENSGALG00000008326.6
OG0015099	ENSXETG00000006872.1	ENSGALG00000001701.6
OG0015101	ENSXETG00000003970.1	ENSGALG00000008107.6
OG0015103	ENSXETG00000010324.1	ENSGALG00000008970.5
OG0015110	ENSXETG00000000708.1	ENSGALG00000015675.6
OG0015111	ENSXETG00000006831.1	ENSGALG00000037933.2
OG0015114	ENSXETG00000010044.1	ENSGALG00000050054.1, ENSGALG00000002111.7
OG0015118	ENSXETG00000006488.1	ENSGALG00000005421.6
OG0015121	ENSXETG00000019893.1	ENSGALG00000007710.7
OG0015122	ENSXETG00000010121.1	ENSGALG00000039812.3
OG0015123	ENSXETG00000010125.1	ENSGALG00000007740.7
OG0015127	ENSXETG00000001563.1	ENSGALG00000017558.7
OG0015128	ENSXETG00000020779.1	ENSGALG00000005884.6
OG0015130	ENSXETG00000016400.1	ENSGALG00000039958.2
OG0015131	ENSXETG00000007985.1	ENSGALG00000046455.2
OG0015133	ENSXETG00000011544.1	ENSGALG00000021225.5
OG0015134	ENSXETG00000020751.1	ENSGALG00000036140.3
OG0015135	ENSXETG00000011351.1	ENSGALG00000009552.6
OG0015140	ENSXETG00000005495.1	ENSGALG00000049949.1
OG0015148	ENSXETG00000002247.1	ENSGALG00000047573.1
OG0015151	ENSXETG00000010530.1	ENSGALG00000007703.6
OG0015153	ENSXETG00000020919.1	ENSGALG00000039817.2
OG0015157	ENSXETG00000000534.1	ENSGALG00000035994.2
OG0015164	ENSXETG00000012481.1	ENSGALG00000042606.2
OG0015165	ENSXETG00000006468.1	ENSGALG00000039140.2
OG0015166	ENSXETG00000003086.1	ENSGALG00000037671.3
OG0015168	ENSXETG00000012242.1	ENSGALG00000019300.5
OG0015169	ENSXETG00000007965.1	ENSGALG00000028415.3
OG0015171	ENSXETG00000010370.1	ENSGALG00000019312.3
OG0015172	ENSXETG00000006814.1	ENSGALG00000042168.2
OG0015173	ENSXETG00000012525.1	ENSGALG00000037457.3
OG0015175	ENSXETG00000005360.1	ENSGALG00000011908.7
OG0015177	ENSXETG00000012989.1	ENSGALG00000044970.2
OG0015178	ENSXETG00000003801.1	ENSGALG00000045557.2
OG0015179	ENSXETG00000009461.1	ENSGALG00000047516.1
OG0015181	ENSXETG00000006712.1	ENSGALG00000010513.6
OG0015184	ENSXETG00000013028.1	ENSGALG00000028262.3
OG0015185	ENSXETG00000008722.1	ENSGALG00000014501.3
OG0015186	ENSXETG00000007564.1	ENSGALG00000042462.2
OG0015187	ENSXETG00000007820.1	ENSGALG00000034085.3
OG0015188	ENSXETG00000009871.1	ENSGALG00000001536.6
OG0015191	ENSXETG00000019109.1	ENSGALG00000008018.5
OG0015194	ENSXETG00000012962.1	ENSGALG00000009830.6
OG0015195	ENSXETG00000011098.1	ENSGALG00000015134.6
OG0015196	ENSXETG00000010829.1	ENSGALG00000015075.6
OG0015197	ENSXETG00000010810.1	ENSGALG00000022891.5
OG0015199	ENSXETG00000008756.1	ENSGALG00000017216.5
OG0015206	ENSXETG00000007565.1	ENSGALG00000016465.5
OG0015211	ENSXETG00000003069.1	ENSGALG00000009185.2
OG0015213	ENSXETG00000003667.1	ENSGALG00000027822.3
OG0015215	ENSXETG00000000594.1	ENSGALG00000044251.2
OG0015217	ENSXETG00000011399.1	ENSGALG00000004393.6
OG0015218	ENSXETG00000011428.1	ENSGALG00000027778.3
OG0015219	ENSXETG00000003201.1	ENSGALG00000012055.7
OG0015220	ENSXETG00000019182.1	ENSGALG00000001244.7
OG0015221	ENSXETG00000020479.1	ENSGALG00000023581.3
OG0015226	ENSXETG00000006729.1	ENSGALG00000017029.6
OG0015228	ENSXETG00000013888.1	ENSGALG00000035457.2
OG0015229	ENSXETG00000019790.1	ENSGALG00000007620.6
OG0015230	ENSXETG00000013124.1	ENSGALG00000048038.1
OG0015239	ENSXETG00000007060.1	ENSGALG00000009041.6
OG0015240	ENSXETG00000013514.1	ENSGALG00000036042.3
OG0015275	ENSXETG00000003308.1	ENSGALG00000052994.1
OG0015308	ENSXETG00000018875.1	ENSGALG00000048216.1
OG0015366	ENSXETG00000006530.1	ENSGALG00000054286.1
OG0015391	ENSXETG00000013582.1	ENSGALG00000048129.1
OG0015415	ENSXETG00000006561.1	ENSGALG00000054086.1
OG0015422	ENSXETG00000005380.1	ENSGALG00000000549.6
OG0015457	ENSXETG00000016036.1	ENSGALG00000003648.6
OG0015472	ENSXETG00000019185.1	ENSGALG00000007564.5
OG0015490	ENSXETG00000007313.1	ENSGALG00000015263.5
OG0015612	ENSXETG00000006619.1	ENSGALG00000016502.6
OG0015623	ENSXETG00000017938.1	ENSGALG00000052702.1
OG0015624	ENSXETG00000017411.1	ENSGALG00000053742.1
OG0015625	ENSXETG00000009264.1	ENSGALG00000000722.5
OG0015626	ENSXETG00000009160.1	ENSGALG00000037408.3
OG0015627	ENSXETG00000006679.1	ENSGALG00000054486.1
OG0015628	ENSXETG00000004775.1	ENSGALG00000010635.6
OG0015629	ENSXETG00000006327.1	ENSGALG00000026460.4
OG0015631	ENSXETG00000012916.1	ENSGALG00000028210.3
OG0015632	ENSXETG00000011960.1	ENSGALG00000009622.5
OG0015633	ENSXETG00000000858.1	ENSGALG00000015546.6
OG0015635	ENSXETG00000004252.1	ENSGALG00000050720.1, ENSGALG00000053074.1, ENSGALG00000052200.1
OG0015637	ENSXETG00000010937.1	ENSGALG00000003160.5
OG0015638	ENSXETG00000001388.1	ENSGALG00000040371.2
OG0015639	ENSXETG00000009440.1	ENSGALG00000042151.3
OG0015640	ENSXETG00000012941.1	ENSGALG00000022733.5
OG0015641	ENSXETG00000011846.1	ENSGALG00000006773.6
OG0015648	ENSXETG00000001177.1	ENSGALG00000049741.1
OG0015651	ENSXETG00000004008.1	ENSGALG00000053285.1
OG0015653	ENSXETG00000000083.1	ENSGALG00000045125.2
OG0015654	ENSXETG00000002536.1	ENSGALG00000045816.2
OG0015657	ENSXETG00000002231.1, ENSXETG00000013340.1, ENSXETG00000002219.1, ENSXETG00000013361.1	ENSGALG00000026015.4
OG0015839	ENSXETG00000018623.1	ENSGALG00000011255.7
OG0015851	ENSXETG00000000456.1, ENSXETG00000000584.1	ENSGALG00000007538.6
OG0015856	ENSXETG00000012144.1	ENSGALG00000047187.1
OG0015861	ENSXETG00000001877.1	ENSGALG00000018534.5
OG0015866	ENSXETG00000009351.1	ENSGALG00000007240.5
OG0015882	ENSXETG00000011770.1	ENSGALG00000036085.3
OG0015899	ENSXETG00000019952.1	ENSGALG00000035191.2
OG0015903	ENSXETG00000011707.1	ENSGALG00000026578.4
OG0015905	ENSXETG00000009641.1	ENSGALG00000042275.2
OG0015906	ENSXETG00000005146.1	ENSGALG00000046411.2
OG0015934	ENSXETG00000008605.1	ENSGALG00000032916.2
OG0015945	ENSXETG00000013708.1, ENSXETG00000008700.1	ENSGALG00000053703.1
OG0015947	ENSXETG00000011794.1	ENSGALG00000043245.2
OG0015956	ENSXETG00000016614.1, ENSXETG00000016513.1	ENSGALG00000008635.6
OG0015976	ENSXETG00000003219.1	ENSGALG00000015172.7
OG0015994	ENSXETG00000006037.1	ENSGALG00000021552.3
OG0015995	ENSXETG00000018152.1	ENSGALG00000011252.6
OG0016006	ENSXETG00000014058.1	ENSGALG00000006544.6
OG0016008	ENSXETG00000016637.1	ENSGALG00000029862.2
OG0016156	ENSXETG00000007485.1	ENSGALG00000050258.1
OG0016240	ENSXETG00000006652.1	ENSGALG00000048789.1
OG0016418	ENSXETG00000003994.1, ENSXETG00000011558.1	ENSGALG00000048443.1
OG0016682	ENSXETG00000020978.1	ENSGALG00000030673.2
OG0016683	ENSXETG00000012842.1	ENSGALG00000026161.3
OG0016685	ENSXETG00000017048.1	ENSGALG00000031605.2
OG0016686	ENSXETG00000002757.1	ENSGALG00000027645.3
OG0016690	ENSXETG00000006133.1	ENSGALG00000049239.1
OG0016692	ENSXETG00000013828.1	ENSGALG00000012419.5
OG0016695	ENSXETG00000017802.1	ENSGALG00000013912.6
OG0016700	ENSXETG00000007471.1	ENSGALG00000049127.1
OG0016704	ENSXETG00000011164.1	ENSGALG00000049348.1
OG0016706	ENSXETG00000013549.1	ENSGALG00000033411.2
OG0016708	ENSXETG00000018218.1	ENSGALG00000039101.3
OG0016709	ENSXETG00000005927.1	ENSGALG00000022871.5
OG0016711	ENSXETG00000009899.1	ENSGALG00000021676.6
OG0016714	ENSXETG00000010593.1	ENSGALG00000027219.2
OG0016718	ENSXETG00000009920.1	ENSGALG00000008752.6
OG0016720	ENSXETG00000010556.1	ENSGALG00000042238.2
OG0016721	ENSXETG00000010866.1	ENSGALG00000053315.1
OG0016724	ENSXETG00000018868.1	ENSGALG00000045350.2
OG0016725	ENSXETG00000007713.1	ENSGALG00000015753.6
OG0016727	ENSXETG00000002288.1	ENSGALG00000031991.2
OG0016729	ENSXETG00000013673.1	ENSGALG00000001035.6
OG0017043	ENSXETG00000013912.1	ENSGALG00000026952.4
OG0017047	ENSXETG00000016780.1	ENSGALG00000043381.3
OG0017076	ENSXETG00000018829.1	ENSGALG00000048310.1
OG0017096	ENSXETG00000004524.1	ENSGALG00000004924.6
OG0017123	ENSXETG00000010077.1	ENSGALG00000033089.2
OG0017126	ENSXETG00000004594.1	ENSGALG00000005291.6
OG0017143	ENSXETG00000012422.1	ENSGALG00000002395.6
