"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9"
"13488","107297472","RELT-like protein 1",3,2.19,1.47,4.01,1.86,0,0,0,0,1.22,4.39,9.94,0,0,0,0,0,1,0,0,0,0,8.3,0,0,3,0,4,2.73,3
"13489","107297473","NACHT and WD repeat domain containing 2",0,19,6,0,2,15,0,4,5,5,5,2,4,1,0,7,1,0,0,0,0,0,4,0,24,5,2,6,3,0
"13490","107297474","partitioning defective 6 homolog gamma-like",156,201,264,156,110,96,39,81,216,45,199,165,149,91,113,95,151,148,231,112,74,175,415,185,165,220,135,28,210,117
"13491","107297475","chromosome unknown open reading frame human C4orf19",238,48,83,161,190,65,97,173,103,135,143,268,105,138,156,171,341,301,142,157,136,119,69,124,273,65,180,138,66,253
"13492","107297476","reticulon 4 receptor",0,0,1,0,0,1,0,1,3,0,3,2,2,0,0,1,1,2,2,0,0,0,8,3,0,0,1,0,1,1
"13493","107297477","neuron navigator 2",18.65,173.23,178.86,15.65,37.79,80.69,14,47.85,90.49,45.06,147.23,44.04,91.28,11.71,9.08,45.19,5.86,6,107.96,60.27,20.13,153.71,470.95,89.15,129.57,68.13,29.91,8,144.76,6.32
"13494","107297478","DNA repair protein RAD51 homolog 3-like",117.98,136.59,148.01,93.63,67.37,91.22,45.22,99.75,111.21,65.54,103.91,132.81,104.73,91.56,122.79,78.52,75.53,62.67,122,74.46,76.19,123.54,179.29,139.11,89.98,92.2,73.26,98.93,128.34,63.75
"13495","107297479","zinc finger protein 501-like",2,4,4,2,4,2,4,3,7.08,2,6,7.07,0,7,2,5,12,5,3,5,6,1,3,5,17,0,6,18,10,1
"13496","107297480","zinc finger protein 239-like",1,6,3,0,0,0,1,2,2,1,2,1,0,0,0,3,0,0,5,1,0,4,1,6,3,2,2,1,2,0
"13497","107297482","zinc finger and SCAN domain-containing protein 2-like",3,1,7,1,8,3,3,3,5,7,7,5,5,8,2,4,2,2,6,1,0,6,14,3,14,1,3,6,5,0
"13498","107297483","biogenesis of lysosomal organelles complex 1 subunit 4",204,302,382,197,80,224,71,117,218,90,204,217,141,116,193,103,127,97,265,146,113,200,326,241,195,267,191,133,146,254
"13499","107297484","MAX network transcriptional repressor",13,6,13,12,8,13,6,4,7,4,14,15,10,3,7,2,1,1,7,8,3,13,20,20,17,6,6,15,9,0
"13500","107297485","GPI ethanolamine phosphate transferase 2-like",152.08,170.43,185.15,62.38,84.55,128.53,69,133.4,75.21,66.64,204.18,167.92,87.99,65.48,71.39,85.52,64.18,60.92,168.25,93.53,84.76,217.43,299.45,147.83,216.86,110.57,133.01,9.33,82.07,34.38
"13501","107297486","EPH receptor B4",0,3,6,4,2,1,0,1,1,3,3,1,3,4,1,0,0,0,3,2,2,4,7,3,1,1,3,5,3,9
"13502","107297487","FMR1 autosomal homolog 2",1,1,3,2,1,0,0,1,2,0,2,0,1,1,2,1,1,1,2,0,0,3,0,3,1,1,1,5,2,3
"13503","107297488","thymidine phosphorylase",1,1,2,4,5,4,0,7,2,5,24,1,7,5,6,4,0,0,11,2,18,38,1,14,3,23,14,5,3,2
"13504","107297489","uncharacterized LOC107297489",0,2.84,6.31,0,6.14,0,4.3,9.93,0,0,3.28,1.96,0,0,1.55,0,0,0.92,0,5.76,0,4.12,2.09,7,0,21.78,0,0,0,1
"13505","107297490","outer dense fiber of sperm tails 3B",2,1,1,2,1,0,0,1,1,3,5,2,0,2,1,0,2,0,3,1,0,11,3,3,2,5,1,4,3,0
"13506","107297493","family with sequence similarity 208 member A",390,790.98,869,442.99,230,334,177,286,549,205,614,405,429,315,406,261,275,238,631,318,265,562,1030,472,542,545.99,420,161,505.99,315
"13507","107297494","thioredoxin like 4A",364,162,218,233,164,148,90,119,174,127,146,143,156,254,118,114,138,106,226,105,105,207,203,232,182,211,205,423,209,100
"13508","107297495","coiled-coil domain-containing protein 66-like",69.37,166.43,180.35,80.68,51.52,159.97,26.45,81,121.73,54.68,66.06,59.38,66.11,40,61,84.53,73.4,58.4,200.66,61.27,62.66,96.68,174.05,119.22,124.42,130.16,72.15,33.24,120.83,54.59
"13509","107297497","uncharacterized protein C11orf84-like",3,0,2,0,0,1,3,0,1,1,1,1,0,0,1,2,0,0,1,1,0,2,3,1,1,2,0,0,0,4
"13510","107297498","uncharacterized LOC107297498",20.5,20.5,28,14,11.5,10,8.5,7,10.5,9,17.5,18.5,17,9.5,8,6,12.5,6,26,15.5,11.5,14.5,23,14,27,21.5,13,29.5,10,18
"13511","107297501","leucine rich repeat containing 14",0,2,0,1,0,0,0,1,1,0,2,0,2,1,0,0,0,0,2,0,2,2,6,4,6,1,2,6,2,0
"13512","107297502","RecQ like helicase 4",4,3,17,5,3,5,1,3,8,3,11,0,2,3,3,3,2,1,15,4,3,7,20,13,8,2,6,1,12,6
"13513","107297503","aarF domain containing kinase 5",0,1,2.38,1.73,2,0,0,1,1,2,3,0,1,2,1.73,9,1,0,3,0,1,1,3,4.94,8,1,0,2.38,1,2
"13514","107297504","cleavage and polyadenylation specific factor 1",44,25,54,31,37,11,10,22,32,23,39,45,19,20,13,44,15,23,58,12,23,39,121,53,58,46,21,104,35,38
"13515","107297505","dimethylaniline monooxygenase [N-oxide-forming] 5-like",105,49,72,76,91,51,49,93,50,53,75,154,111,70,58,93,72,85,102,63,73,268,140,139,164,45,90,80,41,46
"13516","107297506","major facilitator superfamily domain containing 3",0,4,4,4,2.69,2,3,4,6,3.31,4.18,1,6,5,5.34,7,1,0,2,2.52,0,10,5,4,6,1,1,2,5,1
"13517","107297507","zinc finger protein 239-like",7.32,9.77,11.4,1.42,5.51,3.22,6.41,2.65,5,3.61,0,13.74,2.35,5.38,3,4.69,7.5,4.27,9.3,4.96,2.84,6.19,11.39,7.18,13.36,4,5.76,2.84,2.43,1
"13518","107297508","fibrosin",6,4,19,9,5,6,0,5,6,8,13,10,5,6,3,7,3,8,7,5,1,4,22,15,23,12,15,25,6,8
"13519","107297509","proline-rich protein 14-like",40.96,48.25,36.92,52.84,49.67,53.79,23.45,51.68,33.61,58.81,64.88,109.45,38.45,17.55,26.03,39.54,30.78,52,44.35,25.91,62.22,108.54,194.85,55.05,106.88,98,43.64,24.43,122.19,24.52
"13520","107297510","tripartite motif-containing protein 72-like",52.88,246.32,150.11,128.69,101.22,338.83,11.06,67.27,70.98,84.85,143.48,50.41,109.3,55.94,30.32,47.19,9.72,24,248.79,60.65,20.18,173.61,139.51,161.71,192.72,279.14,45.2,101.63,411.35,0.48
"13521","107297511","heat shock factor binding protein 1-like 1",258,206,376,188,225,151,97,131,103,78,115,240,114,150,150,154,129,105,254,155,174,147,198,189,243,126,297,75,130,91
"13522","107297512","integrin alpha-X-like",0,6.98,19.2,10.83,9,3.59,1,7.61,2.08,0,34.14,11,18.81,3.2,0,2,1,3,21.04,3.11,4.4,36,34.19,9.04,8.04,5.04,6.71,1.63,19.44,3
"13523","107297513","cytochrome c oxidase subunit 6A mitochondrial-like",57.81,182.94,138.63,439.04,33.73,480.66,11.76,116.73,125.63,101.18,173.36,84.23,82.3,21.77,25.42,29.2,7.27,21,280.92,38.29,85.8,278,56.67,168.23,153.19,571.1,28.71,341.34,1123.78,13.58
"13524","107297515","cholinesterase-like",0,3.11,5.29,0,0,4.73,0,5.49,0,0,2.06,9.4,0,0,0,0,0,0,2.59,0,0,6.84,11.27,10.86,0,0,0,0,0,0
"13525","107297516","uncharacterized LOC107297516",6,6,8,2,5,5,1,0,3,7,5,7,2,3,0,3,5,2,8,1,2,4,6,9,2,10,8,2,3,4
"13526","107297517","N-terminal asparagine amidase",70,66,97,52,43,23,14,41,61,22,85,84,42,36,35,32,31,35,81,41,54,106,114,76,101,49,44.27,36,97,39
"13527","107297518","KIAA0430 ortholog",25,25,36,11,10,24,28,28,18,14,49,11,11,22,20,20,20,17,29,17,5,52,66,30,50,23,26,14,41,9
"13528","107297519","chromosome unknown open reading frame human C16orf45",2,3,2,2,1,2,1,1,1,0,0,3,1,0,0,5,1,0,1,0,2,0,2,2,2,2,0,0,0,0
"13529","107297520","RRN3 homolog RNA polymerase I transcription factor",921.99,406.34,525.05,402,405,314.54,219.57,226.16,393.81,211.19,426.04,384,248.62,238.9,268,259.92,305.09,279.63,406,222.59,201,234,663.38,447.22,721.96,491,327.81,398.89,739.6,383
"13530","107297521","pyridoxal-dependent decarboxylase domain containing 1",244,52,89,54,144,74,60,60,42,52,121,57,44,50,48,47,57,68,60,126,19,86,238,108,370,56,67,84,60,72
"13531","107297522","Kv channel-interacting protein 4-like",0,4,7,0,2,1,0,0,1,0,0,1.46,3,0,0,0,0,0,7.57,1,0,1,11,0,1,2,1,0,1,1
"13532","107297523","heterochromatin protein 1 binding protein 3",29.25,21.01,20,14.01,12,15,8,6,17.99,8,10.94,9,18,10,3.02,12,7,5,14.97,2,7,12,20,18,22,8.35,9,21,4,14
"13533","107297525","eukaryotic translation initiation factor 4 gamma 3",453,419.01,468.99,478.02,317,310,144,305,416,251,531.01,498,344,261,188,232.01,256,218,456,158,212,394,796,521.99,652.01,479,308,772,495,568.01
"13534","107297526","dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit",1640,360,847,1708,1915,1056,1778,2191,2101,5671,1056,1270,559,2710,1576,1427,3800,3826,1549,1646,1722,744,1234,1721,1977,252,1263,5106,817,2299
"13535","107297527","fibroblast growth factor receptor substrate 3",10,14,10,4,8,15,3,8,7,4,8,7,2,6,4,5,10,18,10,3,5,12,42,9,22,5,6,5,10,3
"13536","107297529","immunity-related GTPase family cinema",81,59,74,108,87,43,49,118,62,42,247,129,130,89,91,154,166,87,88,44,44,486,211,95,183,199,144,27,75,47
"13537","107297530","dihydrouridine synthase 3 like",79,58,86,66,58,54,24,49,80,44,69,83,42,62,35,56,46,39,100,27,38,79,155,97,111,66,53,78,69,71
"13538","107297531","laminin subunit beta 2",74,286,207,127,66,159,48,51,122,94,172,119,145,82,48,80,44,32,262,83,63,128,172,251,180,173,92,128,143,52
"13539","107297532","ubiquitin specific peptidase 19",2,8,15,5,5,1,3,6,0,3,11,7,6,2,1,4,3,2,6,2,1,12,16,10,7,6,3,6,17,10
"13540","107297533","family with sequence similarity 135 member B",0,9,11,0,5,5,0,2,2.88,2,4,0,2,3,0,0,0,0,1,0,0,6,1,3,3,3,0,0,1,0
"13541","107297534","ectopic P-granules autophagy protein 5 homolog (C. elegans)",11,33.82,36.9,25,13.17,16,7,11,41.57,12,53.46,21,33.92,15,37,66.41,5,3,44,13.53,7.53,80.05,58.32,55.07,34.37,47,10.36,12,20.72,10.96
"13542","107297536","urea transporter 2-like",0,1,2,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0
"13543","107297537","lysozyme C milk isozyme-like",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,1
"13544","107297538","synaptotagmin-1-like",0,44.81,3.9,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,1,18,3.08,0,0,1,25.85,0,0,0,0,2
"13545","107297539","progesterone receptor membrane component 1",32,31,17,18,13,14,11,16,22,12,10,25,15,9,9,13,12,13,20,7,18,13,47,24,29,12,18,61,7,14
"13546","107297540","solute carrier family 25 member 43",4,2,1,3,1,3,1,3,0,2,2,1,2,1,1,3,3,2,3,0,0,1,3,0,7,4,2,1,0,2
"13547","107297541","interferon-inducible GTPase 5-like",14.01,222,346,84.05,189.08,24,14,142.5,31,28.99,4751.66,68.96,376.95,229.42,110.64,599.48,8,6,277.01,20,363.42,1532.82,358.99,212.3,280.62,377.83,51.04,2,40.18,19
"13548","107297542","A-kinase anchor protein 17B-like",10,9,9,7,9,7.13,5,12,12,7,20,6,5,20,7,11,8,16,7,13,4,14,24.02,14,24,4,15,10,18,7
"13549","107297544","WASH complex subunit strumpellin-like",11.9,13.75,59.69,17.76,18.71,19.41,10.2,21.72,16.17,16.48,56.28,21.54,23.09,16.44,8.52,10.83,11.31,7.23,19.88,12.45,4.84,51.56,51.13,29.9,52.54,14.96,17.16,0,22.48,8.11
"13550","107297545","cadherin-8-like",0,15,10,1,3,7,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,3,1,11,8,1,0,8,1
"13551","107297546","ras GTPase-activating protein 4-like",35,77,72,116,27,87,15,45,32,22,101,65,62,32,39,41,23,12,104,43,22,78,68,135,175,68,66,12,122,93
"13552","107297547","alkB homolog 4 lysine demethylase",51,61,53,49,20,29,26,29,70,35,47,55,41,16,17,23,32,46,59,24,36,38,60,43,70,42,59,15,57,32
"13553","107297548","polymerase (RNA) II subunit J",359,265,351,325,188,242,96,169,311,119,311,232,226,168,126,148,139,122,373,97,190,277,285,354,324,439,222,733,418,176
"13554","107297549","leucine-rich repeats and WD repeat domain containing 1",150,267,279,116.41,54,184.01,48,89,243,80,175,242,151,113,81,116.01,96.01,96,330,116,96,213,469,270,305.04,192,181,66,184,114
"13555","107297550","nuclear cap binding protein subunit 1",130,106,117,65.99,49,61,36.95,41,89.99,35,94.99,105,87.01,52,75.99,51.99,78,95,101,70,33,100,284.01,77,163,78.6,94.68,66.99,115.28,51
"13556","107297551","perilipin-3-like",4,6,7,5,1,13,5,13,1,9,20,3,11,5,4,21,1,0,8,3,0,27,4,6,5,8,3,0,3,4
"13557","107297552","ADNP homeobox 2",7,34,55,15,15,12,9,20,22,11,31,14,20,9,16,14,9,11,18,11,12,25,30,25,30,28,14,8,22,10
"13558","107297553","tudor domain containing 7",146,370,425,112,209,234,87,210,186,207,864,206,395,143,355,716,68,123,463,169,160,813,674,285,342,399,193,98,257,87
"13559","107297554","thiosulfate sulfurtransferase (rhodanese)-like domain containing 2",579,156,245,281,340,168,194,121,252,180,200,231,96,421,133,152,407,527,174,296,159,163,547,141,496,104,354,175,114,300
"13560","107297555","tropomodulin 1",3168.12,4768.5,3867.95,2730.97,2511.72,5978.02,1057.17,1043.05,1475.47,1301.49,1989.64,2134.84,1673.01,1526.98,1522.02,1160.37,832.05,638.03,3233.61,1303.05,700.27,2788.61,978.97,2898.81,4191.89,4415.83,2726.79,1609.3,4611.43,1128.12
"13561","107297556","long-chain-fatty-acid--CoA ligase ACSBG2-like",10,11,44,17,101,20,40,22,27,31,32,18,11,30,11,26,34,33,45,54,17,21,46,62,89,11,14,20,39,23
"13562","107297558","catenin alpha-2-like",0,0,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
"13563","107297560","male-specific lethal 1 homolog",6,7.99,9.27,2.14,1,0,4,1.17,3.37,2.09,8,2,4.34,6.55,3.83,4.99,2.38,1,3.16,4.29,3.29,2.16,5.28,13.88,5.77,1.11,2,3.2,0,5.02
"13564","107297561","CWC22 homolog spliceosome-associated protein",358,268,407,258,201,168,87,113,262,133,225,241,156,156,119,146,149,154,250,104,147,210,404,221,271,280,225,148,268,231
"13565","107297562","nuclear transport factor 2-like",0,0,1,0,1,1,0,0,8,0,5,6,6,2,0,2,1,1,5,1,2,1,13,1,2,1,2,0,3,2
"13566","107297563","T-box 2",7,12,16,8,4,4,2,2,17,2,4,16,12,5,1,3,1,2,9,5,2,17,50,12,9,5,4,7,10,1
"13567","107297564","vomeronasal type-2 receptor 26-like",0,25.85,15.07,6.62,11.17,14.72,2,7.94,2.82,0,17.45,5.16,1.02,0,1,3.93,0,2.5,1.8,4.9,3.99,11.81,4.42,14.11,17.47,24.48,7.55,9.56,9.36,1
"13568","107297565","vomeronasal type-2 receptor 26-like",0,10.85,5.14,4.64,0,2.08,0,5.55,3.06,2.75,5.55,6.56,4.15,0,0,1.24,0,0,2.7,0,4.01,4.89,2,4.89,1.74,5.19,6.09,1.34,2.31,5.01
"13569","107297566","THO complex subunit 6 homolog",0,1.49,1.37,8.96,8.76,0,0,3.5,10.71,8.6,1.37,10.53,4.62,0,1.41,2.54,0,3.68,0,0,0,16.54,11.84,0,18.78,1.63,0,1.56,14.86,0
"13570","107297567","alpha-(13)-fucosyltransferase 9-like",0,2,0,0,0,3,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,2,0,2,0
"13571","107297568","KH domain containing RNA binding signal transduction associated 3",279.4,623.69,644.88,338.56,229.61,383.07,109.43,248.83,314.84,159.15,437.97,363.28,325.53,215.47,266.65,297.43,154.93,164.94,450.16,208.59,249.17,425.93,636.58,378.23,325.29,437.32,267.56,463.13,368.99,220
"13572","107297570","UPF0472 protein C16orf72",23,14,7,17,17,9,2,11,20,7,18,10,9,8,4,10,10,11,11,5,8,19,19,24,16,11,4,45,31,36
"13573","107297571","rab-like protein 2A",0,1.44,0,0,0,0,0,2.42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.16,0,0,0,2
"13574","107297572","ribosome binding factor A (putative)",115.49,205,194.52,163,81.74,165.26,52.82,115.32,92.73,70,161.94,145.1,105.46,70.31,95,97.24,67,69,184.02,47.79,106.82,170.73,202.27,189.26,178,190.85,63.88,125,148,29.01
"13575","107297573","tektin-4-like",3,60,49,46,8,46,12,174,56,24,161,40,175,66,20,200,21,16,236,69,132,519,68,343,20,103,50,11,43,12
"13576","107297574","ATP-binding cassette sub-family C member 8-like",47.15,10.93,2.1,5.69,12.21,4,0,5.19,1,1,2.08,0,0,1,31.87,34.48,15.19,40.18,10.05,33.58,0,2.19,1.26,3.31,2.07,3,10.62,1,4.02,4
"13577","107297575","USH1 protein network component harmonin",32,82,63,52,24,46,4,42,10,13,32,21,36,19,26,9,6,9,142,29,7,58,34,134,30,41,16,5,48,1
"13578","107297576","uncharacterized protein K02A2.6-like",26.12,74.92,180.22,64.03,73.02,125,12.98,78.8,76.76,41.16,154.91,48.48,78.71,37.13,8.91,91.81,29.78,61.04,113.55,51.64,32.08,162.53,408.75,303.14,139.76,85.48,74.24,25.93,140.4,21.93
"13579","107297577","glutamate receptor 2-like",0,4,1,3,3,2,0,2,12,0,0,10,7,1,0,2,0,0,6,2.96,1,4,39,2.18,6,8.09,3,0,3,0
"13580","107297578","catenin delta-2-like",66,19,18,42,40,23,27,34,36,47,16,34,2,37,28,17,56,51,38,36,29,8,15,17,60,32,39,44,23,45
"13581","107297579","scuwaprin-a-like",0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,34.81,0,0,0,0,0,0,0,0,0,0,0
"13582","107297581","uncharacterized LOC107297581",17,12162,11949,1,186,95,1,0,93,12,19,15,1,5,7,2678,689,4,15,313,0,0,1,913,2445,2,0,351,200,0
"13583","107297582","kunitz/BPTI-like toxin",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98,0,1,0,0,0,2,0,0,0,1,1
"13584","107297583","probable 2-ketogluconate reductase",1.99,2,6,7,0,1,0,1,3,0,1,2,0,1,6,0,0,2,0,1,3,1,2,3,4,0,3,0,3,1
"13585","107297584","kunitz/BPTI-like toxin",22,0,0,0,239,0,0,0,0,0,0,0,0,38,0,22,0,0,130.21,0,1,0,0,0,0,19,0,0,0,69
"13586","107297585","PHD finger protein 12",7,8,4,2,4,3,2,2,3,1,6,2,3,2,0,4,2,2,8,1,1,3,7,6,6,5,5,17,3,6
"13587","107297586","dehydrogenase/reductase SDR family member 13-like",10,57.19,35.12,9.81,5.38,23.15,8,30.13,28.64,8.65,55.59,33.21,39.87,8.42,15.74,26.77,12.83,11.64,72.64,22.01,31.15,91.99,68.81,36.73,7.42,21.35,5.23,3,38.98,8
"13588","107297587","dehydrogenase/reductase SDR family member 13-like",1.19,4.04,0,1.61,0,0,2,3.92,0,0,0,2.63,0,1.07,0,0,3.2,0,1.45,1.25,0,1.35,0,2.72,0,2.78,0,1.35,0,1
"13589","107297588","cyclin F",0,2,4,0,1,6,1,1,0,0,24,4,10,3,2,4,2,3,2,4,3,23,27,3,3,0,1,2,4,0
"13590","107297589","chromosome unknown open reading frame human C16orf59",102,94,134,39,50,138,21,93,90,44,164,191,63,90,37,59,18,27,275,78,45,166,131,159,159,65,84,69,84,23
"13591","107297590","histone deacetylase 5-like",4.99,1.03,4.13,0,2.01,0,2,0,3.1,0,3.11,0,3.28,3.17,0,2.98,2.1,0,10.32,2.05,0,0,0,10.54,2.07,0,3.06,3,0,0
"13592","107297592","sparc/osteonectin cwcv and kazal-like domains proteoglycan (testican) 1",1,23,10,3,8,6,1,2,85,1,4,58,68,1,1,7,3,1,50,1,1,34,326,4,8,9,6,0,14,2
"13593","107297593","zinc finger and AT-hook domain containing",53,41,44,33,30,39,20,22,32,13,64,42,41,31,27,40,46,50,38,29,32,57,139,58,70,35,41,21,48,56
"13594","107297594","probable 2-ketogluconate reductase",24,15,60,16,27,54,29,24,41,17,43,17,20,29,17,23,17,19,61,44,24,36,58,62,19,41,20,5,31,32
"13595","107297595","cyclin-I-like",27,76,67,18,20,40,12,24,44,20,63,45,46,17,21,18,8,20,87,31,12,57,66,79,38,31,46,6,52,19
"13596","107297596","septin 8",31,145,236,64,43,73,22,45,140,28,128,55,106,47,27,36,25,59,171,58,43,94,218,114,78,78,56,24,77,68
"13597","107297597","kinesin family member 3A",125,220,215,161,123,172,48,149,173,77,278,136,198,129,75,140,90,173,241,116,89,413,396,206,185,199,151,73,169,118
"13598","107297598","glutamyl aminopeptidase-like",6152.1,571.71,630.19,950.86,3053.74,869.36,1517.79,1367.59,510.52,2083.53,583.53,814.22,82.84,2460.43,1828.77,1262.98,1165.24,1967.09,1222.86,1940.12,2265.29,187.91,180.46,534.29,4693.55,59.63,7678.33,224.59,170.7,581.38
"13599","107297599","glutamyl aminopeptidase-like",0,18.12,5.58,23.51,32.67,35.42,23.31,15.09,4.6,0,5.37,19.88,2.35,107.17,74.81,58.87,37.76,89.02,34.89,38.34,50.78,2.49,9.89,4.14,240.43,6.41,7.65,3.49,0,11.59
"13600","107297600","PARN like ribonuclease domain containing 1",4,12,11,1,1,9,1,8,4,2,11,1,5,1,1,9,0,0,24,4,3,3,2,10,4,8,2,1,1,8
"13601","107297601","acetyl-CoA acetyltransferase 2",184.84,460.93,639.38,261.1,320.5,254.41,77.56,137.68,336.68,214.13,170.45,407.3,304.72,207.04,82.89,134.43,222.88,144.7,304.43,125.94,107.8,352.99,901.34,402.45,320.52,291.07,171.98,268.03,314,268.78
"13602","107297602","mitochondrial ribosomal protein L18",473,344,495,317,222,297,84,208,409,122,390,456,272,181,137,204,180,131,612,150,205,358,473,388,399,425,357,711,393,224
"13603","107297603","t-complex 1",18691.59,9521.66,10638.21,9894.81,7710.76,8421.65,2060.9,3324.99,8067.41,3787.21,6361.55,14095.74,6184.78,4373.24,4023.53,3346.24,2900.48,2686.3,13433.1,3377.29,3526.4,7622.41,11929.03,10922.48,16413.05,8391.09,9201.52,5955.71,11728.74,6088.41
"13604","107297604","chromosome unknown open reading frame human C2orf76",15.15,27.27,29.86,8.08,5.17,21.43,11.36,25.49,10.58,1.67,4,3.05,6.05,3.49,8.53,24.91,36.16,8.5,26.9,6.31,33.75,20.74,29.35,20.98,26.31,15.18,11.05,70.41,19.34,10.74
"13605","107297605","apoptosis-associated speck-like protein containing a CARD",5.4,10.43,21.76,13,10,9,5,7.85,18,9,45.28,15,12.78,5.15,5.67,18.95,1.9,8,26.11,14,8,37,23.99,12.17,18.07,39,7.59,6.11,16,8
"13606","107297606","STEAP3 metalloreductase",108,235,223,157,148,155,46,82,773,68,193,4327,1264,98,89,181,63,70,2054,99,85,1462,4916,255,237,251,128,164,137,89
"13607","107297607","septin 5",10.82,8,17,8,2,13,6.27,8,5,12,11,4.41,8,6,7,5,4,2,15,6,3,18.82,16.55,10,9,10.94,6,2,10,7.77
"13608","107297608","platelet glycoprotein Ib beta chain-like",3,4,13,3,3,0,2,0,9,2,1,5,4,5,0,0,1,1,6,1,3,3,9,5,10,7,4,0,4,2
"13609","107297609","septin-2",296,769,922,221,221,319,127,214,415,160,486,579,491,213,280,234,201,158,668,224,191,653,1442,617,427,364,270,67,421,297
"13610","107297610","GDP-L-fucose synthase-like",137.2,61.27,86.51,119.48,91.34,87.13,127.6,102.12,77.67,187.36,129.4,208.01,68.8,134.87,114.43,165.95,124.98,96.35,149.06,90.81,112.74,164.02,345.71,121.34,299.77,24.87,170.91,157.17,55.02,157.58
"13611","107297612","pyrroline-5-carboxylate reductase 3-like",0.5,1,1,0,0,1,0.5,1.5,0.5,1,0,0,0.5,1.5,0,1,0,1,0,0,1.5,0.5,3,0,0,0,0,1.5,0,0
"13612","107297613","cyclin-dependent kinase 5 activator 1-like",0,0,0,0,0,0,0,0,1,0,6.43,0,4,0,3,0,0,0,1,1,0,0.5,0,2,3,0,2,0,0,0
"13613","107297614","hephaestin-like protein 1",10,43,13,21,9,17,0,7,4,4,31,7,8,1,10,0,1,17,23,2,1,16,6,4,8,17,12,3,34,18
"13614","107297615","MALT1 paracaspase",37.37,45.5,53.81,11.7,10,20.19,4,25.96,13.41,1.49,50.89,104,28.48,11,25,12.98,11,6,60.72,30,15,35.59,38.86,30.03,91.41,31.39,29.91,7.04,39.01,19
"13615","107297617","dipeptidyl peptidase like 10",4,3,4,6,3,5,2,1,4,2,7,7,1,0,4,5,0,1,2,2,0,5,16,3,9,6,5,1,2,0
"13616","107297619","heterogeneous nuclear ribonucleoprotein M",12,9,24,15,3,4,3,6,13,14,11,14,12,6,6,7,4,3,16,2,6,2,15,14,15,18,8,44,12,16
"13617","107297620","translocase of inner mitochondrial membrane 44 homolog (yeast)",0,6,6,10,11,5,5,3,3,3,9,9,4,6,1,3,5,4,6,5,5,6,5,7,17,3,0,9,3,3
"13618","107297621","membrane associated ring-CH-type finger 2",1,2,5,2,3,1,1,3,4,1,2,3,0,4,1,1,2,0,6,0,3,3,7,6,1,0,2,4,3,0
"13619","107297622","RAB11B member RAS oncogene family",6.99,0,2,0,0,2,2,0,4,6,2,3,3,5,0,1.95,1,2,3,1,4,2,4,5,3,1,4,11,6,2
"13620","107297623","calcium uptake protein 1 mitochondrial-like",53,143,137,39,28,76,24,60,48,26,67,99,56,38,40,57,24,23,110,52,69,65,96,61,71,84,61,14,70,28
"13621","107297624","leukotriene B4 receptor 1-like",1,8,30,3,5,3,0,2,3,2,41,14,4,1,0,9,1,1,14,1,5,12,19,9,6,6,7,2,5,0
"13622","107297625","adenylate cyclase 2 (brain)",60,119,32,45,22,60,26,41,89,20,34,29,49.99,30,20,82,29,20,36,24,23,39,53,41,68,70,45,16,40,82
"13623","107297626","phospholipase A2 group XV",57,35,15,19,32,25,30,21,31,23,45,30,5,12,13,11,30,6,21,14,7,16,31,26,39,43,24,21,10,50
"13624","107297627","uncharacterized LOC107297627",7,19,60,5,35,20,13,13,11,20,30,23,21,12,12,16,17,17,24,35,10,33,129,51,36,14,12,11,15,2
