Orthogroup	P_Mucros.pep	N_naja.pep
OG0013850	XP_029142747.1	Nana33768-RA
OG0013851	XP_029143148.1	Nana15273-RA
OG0013852	XP_015668846.1	Nana36265-RA
OG0013857	XP_015679387.1	Nana09940-RA
OG0013858	XP_015687548.1	Nana30187-RA
OG0013859	XP_015684652.1	Nana11425-RA
OG0013860	XP_015673423.1	Nana16300-RA
OG0013861	XP_015685278.1	Nana08999-RA
OG0013862	XP_029140333.1	Nana28228-RA
OG0013863	XP_029141815.1	Nana12973-RA
OG0013866	XP_015680598.1	Nana27654-RA
OG0013867	XP_015665709.1, XP_015665737.2, XP_029140932.1	Nana23632-RA
OG0013868	XP_015681790.1	Nana12864-RA
OG0013871	XP_015676130.1, XP_029140809.1, XP_015676133.1, XP_015676134.1	Nana04185-RA
OG0013872	XP_015673614.1	Nana13630-RA
OG0013874	XP_015687511.1	Nana15292-RA
OG0013879	XP_029141734.1	Nana27482-RA
OG0013880	XP_015687306.1, XP_015687305.1	Nana10305-RA, Nana20491-RA
OG0013881	XP_015666096.1	Nana21772-RA
OG0013882	XP_015669805.1	Nana20399-RA
OG0013889	XP_015680413.1	Nana14919-RA
OG0013890	XP_029139817.1	Nana20218-RA
OG0013893	XP_015674147.2	Nana20155-RA
OG0013894	XP_015679732.1	Nana20129-RA
OG0013895	XP_015678363.1	Nana22662-RA
OG0013900	XP_015669195.1	Nana20029-RA
OG0013901	XP_015669204.1, XP_015669203.1, XP_015669205.1	Nana20027-RA, Nana20027-RB
OG0013906	XP_015669936.1	Nana27131-RA
OG0013907	XP_015686997.1	Nana22847-RA
OG0013908	XP_015666874.1	Nana14335-RA
OG0013910	XP_015680013.1	Nana19940-RA
OG0013912	XP_015666808.1	Nana14407-RA, Nana14407-RB, Nana14407-RC
OG0013913	XP_015666868.1	Nana14420-RA
OG0013915	XP_015687799.1	Nana23076-RA
OG0013916	XP_015687656.1	Nana14168-RA
OG0013917	XP_015674798.1	Nana17710-RA
OG0013918	XP_029140229.1	Nana19586-RA
OG0013920	XP_029143197.1	Nana23123-RA
OG0013920	XP_029141068.1	Nana07880-RA
OG0013921	XP_015671009.1	Nana14239-RA
OG0013922	XP_015671010.1	Nana14250-RA
OG0013930	XP_015665627.1	Nana23347-RA
OG0013931	XP_029138838.1	Nana23342-RA
OG0013932	XP_015665697.1	Nana23339-RA, Nana23339-RB
OG0013933	XP_015686207.1, XP_015665571.1	Nana26275-RA, Nana26275-RB
OG0013934	XP_015667550.1	Nana13955-RA
OG0013935	XP_015677693.1	Nana29589-RA
OG0013936	XP_029140397.1	Nana13915-RC, Nana13915-RB
OG0013937	XP_015673790.2	Nana13912-RA
OG0013938	XP_015671068.1	Nana13865-RA
OG0013939	XP_029142451.1	Nana29367-RA
OG0013944	XP_015679061.1	Nana29476-RA
OG0013948	XP_015680759.1	Nana25871-RA
OG0013954	XP_029142576.1	Nana29309-RA
OG0013957	XP_015682133.1	Nana13343-RA
OG0013958	XP_029142419.1	Nana18617-RA
OG0013959	XP_015682067.1	Nana18627-RA
OG0013960	XP_015684545.1	Nana24815-RA, Nana22712-RA
OG0013962	XP_015677779.1, XP_015677777.1, XP_015677778.1	Nana18023-RA
OG0013968	XP_015674952.1	Nana18074-RA
OG0013969	XP_015671869.2	Nana17603-RA
OG0013970	XP_015681440.2	Nana17593-RA
OG0013972	XP_015684139.1	Nana12367-RA
OG0013976	XP_029143128.1	Nana12057-RA
OG0013977	XP_029139570.1	Nana10790-RA
OG0013979	XP_015681861.1	Nana10516-RA
OG0013980	XP_015681439.1	Nana10510-RD, Nana10510-RB, Nana10510-RC, Nana10510-RA
OG0013982	XP_015682525.1	Nana10492-RA
OG0013984	XP_015685064.1	Nana10541-RA
OG0013986	XP_029140739.1	Nana10227-RA
OG0013988	XP_015669727.1	Nana05355-RA
OG0013989	XP_015668790.1	Nana10867-RA
OG0013993	XP_015667734.1	Nana10706-RA
OG0013994	XP_029139229.1	Nana10710-RA
OG0013995	XP_029142759.1, XP_015680917.2	Nana05054-RA
OG0013997	XP_029139228.1	Nana10730-RA
OG0014000	XP_015675283.1	Nana10086-RA
OG0014001	XP_029140682.1	Nana10163-RA
OG0014003	XP_029141205.1	Nana10136-RA
OG0014005	XP_015682828.1, XP_015682836.1	Nana04353-RA, Nana04352-RA
OG0014006	XP_015677870.1	Nana09290-RA
OG0014010	XP_015677095.1	Nana03907-RA
OG0014012	XP_015680505.1, XP_015680504.1	Nana04084-RA
OG0014013	XP_015673246.2	Nana04064-RA
OG0014014	XP_015673248.1	Nana04059-RA
OG0014015	XP_029141267.1	Nana04024-RA
OG0014016	XP_029140150.1	Nana09119-RA
OG0014017	XP_015681245.1	Nana09060-RA
OG0014018	XP_029141601.1	Nana08931-RA
OG0014022	XP_015680304.1	Nana08810-RA
OG0014023	XP_015667883.2	Nana02836-RA
OG0014028	XP_029140251.1	Nana08639-RA
OG0014031	XP_015672861.1	Nana08605-RA
OG0014032	XP_015668544.1	Nana02612-RA
OG0014033	XP_015679484.1	Nana02630-RA
OG0014034	XP_015671688.1	Nana08393-RA
OG0014035	XP_015681616.1	Nana02231-RA
OG0014036	XP_015668334.1	Nana02248-RA
OG0014037	XP_015668354.1	Nana02253-RA
OG0014044	XP_015670424.1	Nana10610-RA
OG0014045	XP_015670450.1, XP_015670451.1	Nana29267-RA, Nana10597-RC, Nana10597-RB, Nana10597-RA
OG0014046	XP_015680037.1	Nana01826-RA
OG0014047	XP_015680990.1	Nana07815-RA
OG0014048	XP_015671485.1	Nana01429-RA
OG0014049	XP_015683594.1	Nana01189-RA
OG0014052	XP_029139516.1	Nana00875-RA
OG0014055	XP_029140101.1	Nana19150-RA
OG0014057	XP_029142859.1	Nana14681-RA
OG0014059	XP_015670280.1	Nana00637-RA
OG0014060	XP_029139558.1	Nana10769-RA
OG0014064	XP_015681543.1	Nana36041-RA
OG0014065	XP_015687744.1	Nana23040-RA
OG0014067	XP_029142081.1	Nana00960-RA
OG0014068	XP_015681547.1, XP_015681549.1	Nana36045-RA
OG0014070	XP_029140629.1	Nana37325-RA
OG0014071	XP_015672427.1	Nana27526-RA
OG0014074	XP_015675250.1, XP_015675249.1	Nana19835-RA
OG0014075	XP_015666026.1, XP_029141312.1	Nana23750-RA
OG0014076	XP_015677504.1	Nana31713-RA
OG0014079	XP_029142430.1	Nana34198-RA
OG0014083	XP_015680225.1	Nana37196-RA
OG0014085	XP_015676042.1	Nana14202-RA
OG0014087	XP_029142312.1	Nana24350-RA
OG0014088	XP_015672756.1	Nana27300-RA
OG0014089	XP_015669810.1	Nana30214-RA
OG0014093	XP_029140270.1	Nana34964-RA
OG0014095	XP_029140380.1	Nana08949-RA
OG0014096	XP_015680571.1	Nana06426-RA
OG0014097	XP_015680136.1	Nana38956-RA, Nana39774-RA
OG0014102	XP_015674433.1	Nana04993-RA
OG0014104	XP_015670135.1, XP_015670134.1	Nana11318-RA
OG0014105	XP_029142142.1	Nana35699-RA
OG0014106	XP_015680139.1, XP_029140832.1	Nana20938-RA
OG0014107	XP_029142760.1	Nana10537-RA
OG0014110	XP_029139455.1	Nana36254-RA
OG0014111	XP_015669479.1	Nana16588-RA
OG0014112	XP_029142172.1	Nana37261-RA
OG0014116	XP_015687153.2	Nana36717-RA
OG0014118	XP_015676208.1, XP_015685155.1	Nana38658-RA
OG0014121	XP_015669481.1	Nana16583-RA
OG0014122	XP_015676158.1	Nana30907-RA
OG0014123	XP_015678754.2	Nana33074-RA
OG0014124	XP_015669340.1	Nana30917-RA
OG0014125	XP_015687115.1	Nana36731-RA
OG0014127	XP_015686154.1, XP_015680974.1	Nana06394-RA
OG0014128	XP_015670831.1	Nana09252-RA
OG0014130	XP_015671334.1	Nana12882-RA
OG0014131	XP_015682891.1	Nana36561-RA
OG0014132	XP_015682898.1	Nana36562-RA
OG0014133	XP_015669051.1	Nana28850-RA
OG0014136	XP_015673385.1	Nana27950-RA
OG0014138	XP_015673406.1	Nana27945-RA
OG0014140	XP_015672269.2	Nana31258-RA
OG0014141	XP_015666830.1	Nana28101-RA, Nana28095-RA
OG0014144	XP_015673289.1	Nana14137-RA
OG0014145	XP_015677149.1	Nana15350-RA
OG0014146	XP_015681194.1	Nana30605-RA
OG0014147	XP_015667960.1	Nana26901-RA
OG0014148	XP_015683853.1	Nana10054-RA
OG0014150	XP_029140126.1	Nana26124-RA
OG0014151	XP_015683652.1	Nana29371-RA
OG0014152	XP_029138957.1	Nana14536-RA
OG0014153	XP_015665672.1, XP_015665671.1	Nana23317-RA
OG0014154	XP_015681323.2	Nana27865-RA
OG0014157	XP_015678862.1	Nana37145-RA
OG0014160	XP_015683241.1	Nana27868-RA
OG0014164	XP_015683092.1	Nana05957-RA
OG0014174	XP_015670962.1	Nana25541-RA
OG0014182	XP_029141698.1	Nana35784-RA
OG0014184	XP_015668995.1	Nana23424-RA
OG0014186	XP_015683593.1	Nana01187-RA
OG0014190	XP_015670964.1	Nana25711-RA
OG0014194	XP_029142163.1	Nana35963-RA
OG0014204	XP_015668657.1	Nana38737-RA
OG0014205	XP_015674417.1	Nana16058-RA
OG0014206	XP_015676155.1	Nana30873-RA
OG0014207	XP_015672620.2	Nana10320-RA
OG0014211	XP_029139854.1	Nana09238-RA
OG0014212	XP_015680951.1	Nana13008-RA
OG0014214	XP_029139339.1	Nana27351-RA
OG0014218	XP_029141777.1	Nana30099-RA
OG0014220	XP_015678508.1	Nana19077-RA
OG0014222	XP_015672825.1	Nana08642-RA
OG0014223	XP_015667566.1	Nana31044-RA
OG0014224	XP_029139203.1	Nana31042-RA
OG0014226	XP_015680750.1	Nana11491-RA
OG0014227	XP_015667111.1	Nana29838-RD
OG0014228	XP_015668874.1	Nana36154-RA
OG0014233	XP_015669249.1	Nana02886-RA
OG0014238	XP_015684437.1	Nana00101-RA
OG0014239	XP_015668844.1	Nana36261-RA
OG0014242	XP_015675821.1	Nana36870-RA
OG0014243	XP_015683415.1	Nana01846-RA
OG0014245	XP_015685845.1	Nana32960-RA
OG0014246	XP_029141088.1	Nana36273-RA
OG0014247	XP_015687221.1	Nana35892-RA
OG0014251	XP_015671436.1	Nana01117-RA
OG0014252	XP_015685081.1	Nana13803-RA
OG0014253	XP_015672371.1	Nana09117-RA
OG0014254	XP_015670340.1	Nana00678-RA
OG0014255	XP_015670318.1	Nana00677-RA
OG0014257	XP_015684328.1	Nana15401-RA
OG0014260	XP_015670341.1	Nana00686-RA
OG0014261	XP_015675209.1	Nana24658-RA
OG0014262	XP_015679114.1	Nana20757-RA
OG0014263	XP_015680378.1	Nana36309-RA
OG0014265	XP_029142222.1	Nana35647-RA
OG0014266	XP_015677035.1	Nana18742-RA
OG0014267	XP_029141082.1	Nana36303-RA
OG0014269	XP_015674187.1	Nana02693-RA
OG0014272	XP_015676993.1	Nana36094-RA
OG0014274	XP_015678252.1	Nana06748-RA
OG0014277	XP_029142025.1	Nana37559-RC
OG0014278	XP_015675227.1	Nana05094-RA
OG0014279	XP_015680831.1	Nana35819-RA
OG0014287	XP_015678047.1	Nana35209-RA
OG0014288	XP_015666437.1	Nana23688-RA
OG0014289	XP_015675784.2	Nana30047-RA
OG0014290	XP_015678254.1	Nana06781-RA
OG0014291	XP_015672647.1, XP_015672646.1	Nana16463-RA
OG0014293	XP_015668478.1	Nana00769-RA
OG0014296	XP_029141872.1	Nana02983-RA
OG0014304	XP_015679194.1	Nana33134-RA
OG0014305	XP_015666264.1, XP_015666341.1, XP_015666348.1	Nana19406-RA, Nana19406-RB
OG0014306	XP_015667959.1	Nana26907-RA
OG0014308	XP_015665554.1	Nana06134-RA
OG0014309	XP_015670343.1, XP_015672274.1	Nana00695-RA
OG0014310	XP_015675984.1	Nana03905-RA
OG0014311	XP_015672511.1	Nana12450-RA
OG0014312	XP_015672506.1	Nana12456-RA
OG0014313	XP_015675856.1	Nana37632-RA
OG0014314	XP_015673097.1	Nana00548-RA
OG0014315	XP_029140290.1	Nana00547-RA
OG0014316	XP_015684535.1	Nana11778-RA
OG0014317	XP_015671771.1	Nana32902-RA
OG0014318	XP_015687984.1	Nana32664-RH, Nana32664-RD, Nana32664-RE, Nana32664-RC, Nana32664-RF
OG0014320	XP_015671531.1	Nana37363-RA
OG0014321	XP_029140119.1	Nana16078-RA
OG0014322	XP_015668231.1	Nana37657-RA
OG0014323	XP_015674637.1	Nana09497-RA, Nana09497-RB, Nana09497-RC, Nana09497-RD
OG0014325	XP_029140944.1	Nana37505-RA, Nana20198-RA
OG0014326	XP_015665422.1	Nana06161-RB
OG0014327	XP_015672049.2	Nana03569-RA, Nana03568-RA
OG0014328	XP_015677636.1	Nana08330-RA
OG0014329	XP_015673954.1	Nana04836-RA
OG0014335	XP_015673995.1	Nana30642-RA
OG0014339	XP_015676987.1	Nana36082-RA
OG0014343	XP_015666607.1	Nana28065-RA, Nana28065-RB
OG0014344	XP_029141220.1	Nana29604-RA, Nana29605-RA
OG0014360	XP_029139699.1	Nana07231-RA, Nana07595-RA, Nana07601-RA, Nana07228-RB, Nana07228-RA, Nana07230-RA
OG0014365	XP_015673784.1, XP_029142771.1, XP_015673794.1, XP_015673961.2, XP_015673773.1, XP_015686403.2	Nana01657-RA
OG0014373	XP_015675753.1	Nana23777-RA, Nana23777-RB, Nana39478-RA
OG0014373	XP_015666016.1	Nana39479-RA
OG0014374	XP_015675897.1	Nana20798-RA
OG0014374	XP_015675901.1, XP_015687189.1, XP_015687181.1	Nana20830-RB, Nana20830-RA
OG0014400	XP_015666239.1	Nana32058-RB
OG0014405	XP_015687113.1	Nana36733-RA
OG0014408	XP_015683860.2, XP_015683971.2	Nana18863-RA
OG0014409	XP_029142219.1	Nana06402-RA, Nana06402-RB
OG0014419	XP_015666784.1	Nana14429-RA
OG0014422	XP_015682673.1	Nana38959-RA
OG0014425	XP_015675094.1	Nana03157-RA, Nana03157-RB
OG0014428	XP_015666922.1	Nana31809-RA
OG0014430	XP_015667787.1	Nana02970-RA
OG0014436	XP_015674784.1	Nana00939-RA
OG0014438	XP_015687510.1	Nana15330-RA, Nana15326-RA
OG0014439	XP_015668890.1	Nana36258-RA
OG0014443	XP_015683333.1	Nana20877-RB, Nana20877-RA
OG0014444	XP_015666468.2	Nana32809-RA
OG0014445	XP_015675792.1	Nana24047-RA
OG0014448	XP_015678811.2	Nana24229-RA
OG0014452	XP_015678803.1	Nana24236-RA
OG0014453	XP_015676059.1, XP_015676058.1	Nana32282-RA
OG0014462	XP_015680961.1	Nana25480-RA
OG0014463	XP_029138778.1	Nana32589-RA, Nana32589-RB
OG0014465	XP_015683962.1	Nana32184-RA
OG0014469	XP_015687871.1	Nana32111-RA, Nana32111-RB
OG0014472	XP_015672638.1	Nana10328-RA
OG0014474	XP_015668068.1	Nana28892-RA, Nana28892-RB
OG0014476	XP_015679047.1, XP_015684488.1	Nana18896-RA
OG0014477	XP_015686897.1	Nana27884-RA
OG0014478	XP_015683101.1	Nana38836-RA
OG0014481	XP_029141383.1, XP_029142454.1	Nana17159-RA
OG0014488	XP_015678611.1	Nana30466-RA
OG0014491	XP_029139094.1	Nana28124-RA
OG0014495	XP_015669775.1	Nana21102-RA
OG0014496	XP_015684961.1	Nana12495-RA
OG0014497	XP_015676728.1	Nana11281-RA
OG0014502	XP_015668728.1	Nana19123-RA
OG0014503	XP_029142766.1	Nana13276-RA
OG0014508	XP_015667270.2	Nana26917-RA, Nana26913-RA
OG0014514	XP_029140896.1, XP_029138859.1	Nana23543-RB, Nana23543-RA
OG0014523	XP_029138907.1, XP_015666090.1	Nana31660-RA
OG0014525	XP_015677267.1	Nana04146-RA
OG0014526	XP_015677266.1	Nana04148-RA
OG0014527	XP_015675086.1	Nana37285-RA, Nana37289-RA
OG0014528	XP_015676147.1	Nana30895-RA
OG0014528	XP_029141521.1	Nana00524-RA
OG0014529	XP_029140346.1	Nana16291-RA
OG0014531	XP_015674273.1	Nana32173-RA, Nana32170-RA, Nana32176-RA
OG0014533	XP_015666737.1	Nana15230-RA
OG0014536	XP_029138903.1	Nana23729-RA, Nana23733-RA
OG0014539	XP_029138945.1	Nana21748-RA
OG0014540	XP_015667214.1	Nana22349-RA
OG0014542	XP_029139524.1	Nana20031-RA
OG0014544	XP_029140032.1	Nana19974-RA
OG0014552	XP_029138881.1	Nana23147-RA
OG0014559	XP_015681152.1	Nana13675-RA
OG0014561	XP_029141549.1	Nana13326-RA
OG0014567	XP_029141580.1	Nana11592-RC, Nana11592-RB
OG0014568	XP_015674562.1	Nana05249-RA
OG0014573	XP_015682882.1	Nana10815-RA, Nana10815-RB
OG0014576	XP_015667748.1	Nana10707-RB, Nana10707-RC, Nana10707-RA
OG0014579	XP_029142063.1	Nana04634-RA
OG0014584	XP_015675202.1	Nana09480-RA
OG0014585	XP_015670671.1, XP_015670670.1	Nana03988-RA
OG0014588	XP_015674816.1	Nana09158-RA, Nana09158-RB
OG0014589	XP_015682599.2	Nana08968-RA
OG0014590	XP_015682441.1	Nana08965-RA, Nana08965-RB
OG0014594	XP_029141045.1	Nana07984-RA, Nana07983-RA
OG0014595	XP_015677456.1	Nana07867-RB, Nana07867-RC
OG0014596	XP_015670443.1	Nana10615-RD, Nana10615-RB, Nana10615-RA, Nana10615-RC
OG0014597	XP_029139786.1	Nana10609-RA
OG0014599	XP_015671482.1	Nana01451-RA
OG0014601	XP_015672163.1	Nana19159-RA
OG0014615	XP_015679921.1	Nana04010-RA
OG0014616	XP_015669922.1	Nana27135-RE
OG0014620	XP_029139095.1	Nana15473-RA
OG0014623	XP_029141543.1	Nana24243-RA
OG0014626	XP_015666896.1	Nana31823-RA
OG0014631	XP_015668761.1	Nana10843-RA
OG0014645	XP_015680853.1	Nana35610-RC
OG0014657	XP_015669434.1	Nana10792-RA
OG0014659	XP_015687006.1	Nana22855-RA
OG0014662	XP_029142453.1	Nana13332-RA
OG0014672	XP_015668686.1	Nana39181-RA
OG0014674	XP_029142307.1	Nana36364-RA
OG0014681	XP_015673405.1	Nana27954-RA
OG0014683	XP_015683599.1	Nana29383-RA
OG0014690	XP_029140889.1	Nana30811-RA
OG0014697	XP_015681192.1	Nana30611-RA
OG0014722	XP_015674115.1	Nana32080-RA
OG0014730	XP_015680317.1	Nana35777-RA
OG0014731	XP_029142147.1	Nana06796-RA
OG0014739	XP_029142393.1	Nana23712-RA
OG0014753	XP_015672353.1	Nana24951-RA
OG0014755	XP_029143082.1	Nana14297-RA
OG0014756	XP_015665974.1	Nana23186-RA
OG0014757	XP_029142161.1	Nana35964-RA
OG0014759	XP_029140521.1	Nana24846-RA
OG0014770	XP_015680026.1	Nana09299-RA
OG0014774	XP_029141894.1	Nana19670-RA
OG0014782	XP_015670453.1	Nana10595-RA
OG0014785	XP_015678776.1	Nana02495-RA
OG0014792	XP_015672850.1	Nana08607-RA
OG0014801	XP_015684940.1	Nana27844-RA
OG0014804	XP_015668343.1	Nana02250-RA
OG0014805	XP_029139551.1	Nana30940-RA
OG0014817	XP_015677861.1	Nana02784-RA
OG0014820	XP_015678566.1	Nana24639-RA
OG0014827	XP_029142148.1	Nana01505-RA
OG0014831	XP_015681953.1	Nana35906-RA
OG0014841	XP_029143093.1	Nana35877-RA
OG0014844	XP_015673231.1	Nana00737-RA
OG0014845	XP_029142356.1	Nana13149-RA
OG0014852	XP_015671447.1	Nana01111-RA
OG0014855	XP_029140259.1	Nana35740-RA
OG0014857	XP_029141789.1	Nana35818-RA
OG0014860	XP_015679708.1	Nana03535-RA
OG0014867	XP_015668114.1	Nana27078-RB
OG0014870	XP_015665513.2	Nana06192-RA
OG0014875	XP_029139282.1	Nana14457-RA
OG0014876	XP_015668950.1	Nana06225-RA
OG0014882	XP_015673166.1	Nana35865-RA
OG0014883	XP_015672776.1	Nana25620-RA
OG0014889	XP_015677079.1	Nana17526-RA
OG0014898	XP_015665555.1	Nana06136-RA
OG0014905	XP_015682657.1	Nana38775-RA
OG0014906	XP_015687096.1, XP_015687097.1, XP_015687098.1	Nana14948-RA
OG0014907	XP_015673926.1	Nana07158-RA, Nana07157-RA
OG0014914	XP_015671686.1	Nana19998-RA
OG0014916	XP_015670464.1	Nana03363-RA
OG0014917	XP_029139595.1	Nana29420-RA, Nana03627-RA
OG0014918	XP_015678921.1	Nana03325-RA
OG0014919	XP_015666185.1	Nana06318-RA
OG0014920	XP_029139713.1	Nana17983-RA
OG0014921	XP_015680612.1	Nana01751-RA
OG0014938	XP_015680850.2	Nana35619-RA
OG0014941	XP_029140815.1	Nana30898-RA
OG0014942	XP_015668683.1	Nana39099-RB, Nana39099-RA
OG0014946	XP_029143107.1	Nana20496-RA
OG0014949	XP_029141246.1	Nana00398-RB, Nana00398-RA
OG0014950	XP_029138950.1	Nana15779-RA
OG0014951	XP_029141956.1	Nana36038-RA
OG0014952	XP_015673712.1	Nana22567-RA
OG0014953	XP_015671126.1	Nana15753-RA
OG0014954	XP_029140568.1	Nana33977-RA, Nana33978-RA
OG0014955	XP_015683501.1	Nana25562-RA
OG0014956	XP_015681961.1	Nana35911-RA
OG0014958	XP_015666340.1	Nana15819-RA
OG0014962	XP_015682789.1	Nana04356-RA
OG0014965	XP_029140403.1	Nana01677-RA
OG0014968	XP_029139718.1	Nana28489-RA
OG0014969	XP_015683620.1	Nana17167-RA, Nana17166-RA
OG0014987	XP_015681189.2, XP_015684505.2, XP_015685672.1, XP_029142880.1, XP_015685156.1	Nana07115-RA
OG0014989	XP_015682930.1	Nana07510-RA, Nana07311-RA, Nana07311-RB, Nana07298-RA, Nana07284-RA
OG0014997	XP_015677107.1	Nana15010-RA, Nana15018-RA, Nana15012-RA, Nana15015-RA, Nana38543-RA
OG0014999	XP_015684929.2	Nana39454-RA, Nana29970-RD, Nana29970-RG, Nana29970-RE, Nana29970-RF
OG0015000	XP_015678019.1	Nana30526-RC, Nana30526-RB, Nana30526-RD, Nana30527-RA, Nana30526-RA
OG0015003	XP_015671499.1	Nana04772-RG, Nana04772-RD, Nana04772-RE, Nana04772-RF
OG0015004	XP_015686352.1	Nana26343-RA, Nana34589-RF, Nana26342-RA, Nana05497-RA
OG0015013	XP_029140334.1	Nana28231-RH, Nana28236-RA, Nana28231-RA, Nana28231-RB, Nana28231-RF
OG0015014	XP_015683840.1, XP_015683841.1, XP_015683838.1, XP_015683839.1, XP_015683842.1	Nana37809-RA
OG0015045	XP_015681224.1	Nana31120-RA
OG0015046	XP_015675057.1	Nana18854-RA
OG0015047	XP_015679594.1	Nana11298-RA
OG0015048	XP_015676468.1	Nana03232-RA
OG0015049	XP_015683073.1	Nana36347-RA
OG0015050	XP_015685711.1	Nana36164-RA
OG0015051	XP_015668186.1	Nana31905-RA
OG0015052	XP_015670059.1	Nana28499-RA
OG0015054	XP_015676504.1	Nana30862-RA
OG0015055	XP_029141227.1	Nana30543-RA
OG0015057	XP_015675154.1	Nana30030-RA
OG0015058	XP_015687358.1	Nana19292-RB, Nana19292-RA
OG0015060	XP_015675745.1	Nana05653-RA
OG0015061	XP_029142596.1	Nana23841-RA
OG0015061	XP_029142717.1	Nana23842-RA
OG0015063	XP_015671552.1	Nana37417-RA
OG0015064	XP_015676574.1	Nana10569-RA
OG0015065	XP_015680057.1	Nana30704-RA
OG0015067	XP_015670441.2	Nana18714-RA, Nana18714-RB
OG0015068	XP_015680799.1	Nana33924-RA
OG0015069	XP_015687123.2	Nana36711-RA
OG0015070	XP_015668411.2	Nana28934-RA
OG0015072	XP_015685577.1	Nana39780-RA
OG0015073	XP_015670493.1	Nana23972-RA
OG0015076	XP_015684381.1, XP_015684093.1, XP_015684382.1	Nana39379-RA
OG0015078	XP_029142349.1	Nana25591-RA
OG0015080	XP_015683401.1, XP_015682711.1	Nana25604-RA, Nana25602-RA
OG0015081	XP_029141445.1, XP_029143002.1	Nana20764-RA
OG0015082	XP_029139538.1	Nana19912-RB
OG0015086	XP_029141921.1	Nana08789-RB, Nana08789-RA
OG0015087	XP_029138779.1	Nana32586-RA
OG0015088	XP_029142216.1	Nana19010-RA
OG0015089	XP_015687191.1, XP_015687184.2	Nana20792-RA, Nana20794-RA
OG0015090	XP_015683959.1	Nana32185-RA
OG0015091	XP_015677788.2	Nana32222-RB, Nana32222-RA
OG0015092	XP_029141507.1	Nana17212-RA
OG0015096	XP_015687849.1	Nana32115-RC
OG0015099	XP_015671535.1	Nana37406-RA
OG0015101	XP_015683618.2	Nana32100-RA
OG0015103	XP_029141905.1	Nana32441-RA
OG0015105	XP_015684930.1, XP_015684932.2	Nana29972-RA
OG0015106	XP_015686084.1, XP_015686075.1, XP_015686826.1	Nana09262-RA
OG0015113	XP_015673616.1	Nana13612-RA
OG0015117	XP_015686309.1	Nana35442-RA, Nana35441-RA
OG0015118	XP_029140028.1	Nana33686-RB
OG0015121	XP_015666245.1	Nana31965-RB
OG0015122	XP_015666247.1	Nana31967-RA
OG0015123	XP_029138944.1	Nana31969-RA
OG0015127	XP_015672765.1	Nana11237-RA
OG0015128	XP_029139260.1	Nana21172-RA
OG0015130	XP_015671134.1	Nana25091-RB
OG0015131	XP_015673276.1	Nana14130-RA
OG0015133	XP_015674453.1	Nana31461-RA
OG0015134	XP_015684867.1	Nana27846-RA
OG0015135	XP_015669596.1	Nana04929-RA
OG0015136	XP_015665770.1, XP_015665769.1	Nana23554-RA
OG0015138	XP_029141044.1	Nana30855-RA, Nana01769-RA
OG0015140	XP_029140995.1	Nana17515-RA
OG0015143	XP_029142993.1, XP_029141327.1	Nana30742-RA
OG0015144	XP_015681256.1	Nana05114-RA, Nana05114-RB
OG0015145	XP_015670987.1, XP_015670988.1	Nana25513-RA
OG0015147	XP_029139868.1	Nana34761-RA
OG0015148	XP_029139035.1	Nana15203-RA
OG0015149	XP_015668413.1	Nana28953-RA
OG0015150	XP_015678949.1, XP_029141434.1	Nana34886-RB, Nana34936-RA
OG0015151	XP_029138943.1	Nana31963-RA
OG0015153	XP_015681662.1	Nana34045-RA
OG0015154	XP_015687581.1	Nana34340-RA
OG0015155	XP_015665735.1, XP_015681059.1	Nana23640-RA
OG0015156	XP_029142197.1, XP_029138863.1	Nana23634-RA
OG0015157	XP_015667026.1	Nana21608-RA
OG0015159	XP_015679172.1	Nana04206-RA, Nana04206-RB
OG0015160	XP_015666422.2, XP_029141744.1	Nana23706-RA
OG0015161	XP_015666414.1	Nana23696-RB, Nana23696-RA
OG0015162	XP_015666436.2	Nana23689-RB, Nana23689-RA
OG0015164	XP_015667032.1	Nana15461-RA
OG0015166	XP_029141551.1	Nana27424-RA
OG0015168	XP_015673722.1	Nana27390-RA
OG0015169	XP_029141206.1	Nana20187-RA
OG0015171	XP_015672768.1	Nana27298-RA
OG0015172	XP_029141007.1	Nana14591-RA
OG0015173	XP_029143059.1	Nana22786-RA
OG0015175	XP_015669014.1	Nana27203-RA
OG0015176	XP_015666872.1	Nana14373-RA
OG0015177	XP_029143189.1	Nana22929-RA
OG0015178	XP_029140933.1	Nana19208-RA
OG0015179	XP_015675159.1	Nana26948-RA
OG0015180	XP_029143176.1	Nana23026-RA
OG0015181	XP_015669458.1	Nana19430-RA
OG0015182	XP_015687798.1	Nana23052-RA
OG0015183	XP_015674789.1	Nana17714-RA, Nana17715-RA
OG0015184	XP_015678640.1	Nana14192-RA
OG0015186	XP_015671056.1	Nana13869-RA
