Orthogroup	P_Mucros.pep	X_tropicalis.pep
OG0009577	XP_015671357.1	ENSXETG00000015046.1
OG0009578	XP_015668298.1	ENSXETG00000010067.1
OG0009579	XP_015671105.1	ENSXETG00000004990.1
OG0009580	XP_015675508.1	ENSXETG00000003304.1
OG0009581	XP_015668297.1	ENSXETG00000006851.1
OG0009582	XP_015668717.1	ENSXETG00000020986.1
OG0009583	XP_015679478.1	ENSXETG00000004995.1
OG0009584	XP_015675509.1	ENSXETG00000003334.1
OG0009585	XP_015675493.1	ENSXETG00000000119.1
OG0009586	XP_015679924.1	ENSXETG00000000268.1
OG0009587	XP_029139486.1	ENSXETG00000007629.1
OG0009588	XP_029139099.1	ENSXETG00000002855.1
OG0009589	XP_015687224.1	ENSXETG00000017827.1
OG0009590	XP_015679489.1	ENSXETG00000013360.1
OG0009591	XP_029139900.1	ENSXETG00000009674.1
OG0009592	XP_029143089.1	ENSXETG00000021055.1
OG0009593	XP_015666919.1	ENSXETG00000006868.1
OG0009594	XP_029140730.1	ENSXETG00000000292.1
OG0009595	XP_015667057.1	ENSXETG00000002949.1
OG0009596	XP_029139061.1	ENSXETG00000006852.1
OG0009597	XP_015673352.1	ENSXETG00000020696.1
OG0009598	XP_029143090.1	ENSXETG00000018164.1
OG0009599	XP_015668805.1	ENSXETG00000007407.1
OG0009600	XP_015670927.2	ENSXETG00000015745.1
OG0009601	XP_015666744.1	ENSXETG00000013634.1
OG0009602	XP_015671143.1	ENSXETG00000020488.1
OG0009603	XP_015670235.1	ENSXETG00000001594.1
OG0009604	XP_015669414.1	ENSXETG00000019214.1
OG0009605	XP_015677263.1	ENSXETG00000014615.1
OG0009606	XP_015672214.1, XP_015665818.1	ENSXETG00000004733.1
OG0009607	XP_015683854.2	ENSXETG00000017882.1
OG0009608	XP_015674305.1	ENSXETG00000000412.1
OG0009609	XP_015666745.1	ENSXETG00000013859.1
OG0009610	XP_015674306.1	ENSXETG00000000422.1
OG0009611	XP_015673348.1	ENSXETG00000001873.1
OG0009613	XP_015677262.1	ENSXETG00000014535.1
OG0009614	XP_029143086.1	ENSXETG00000017583.1
OG0009615	XP_015670422.1	ENSXETG00000018189.1
OG0009616	XP_015683305.1	ENSXETG00000020649.1
OG0009617	XP_015666747.1	ENSXETG00000013908.1
OG0009618	XP_015665998.1	ENSXETG00000009857.1
OG0009619	XP_015685916.1	ENSXETG00000006901.1
OG0009620	XP_015671145.1	ENSXETG00000017954.1
OG0009621	XP_015666022.1, XP_015684397.1	ENSXETG00000012685.1
OG0009622	XP_015666739.1	ENSXETG00000013953.1
OG0009623	XP_015672031.1	ENSXETG00000014281.1
OG0009625	XP_029138768.1	ENSXETG00000009383.1
OG0009626	XP_015676700.1, XP_015665710.1	ENSXETG00000009949.1
OG0009627	XP_015671952.1	ENSXETG00000014201.1
OG0009628	XP_015675613.1	ENSXETG00000008188.1
OG0009629	XP_015666748.2	ENSXETG00000013917.1
OG0009630	XP_015683768.1	ENSXETG00000018169.1
OG0009631	XP_015670419.1	ENSXETG00000002178.1
OG0009632	XP_029140725.1	ENSXETG00000008119.1
OG0009633	XP_015666750.1	ENSXETG00000017960.1
OG0009634	XP_015670421.2	ENSXETG00000002165.1
OG0009635	XP_029142264.1	ENSXETG00000018371.1
OG0009636	XP_029139030.1	ENSXETG00000021353.1
OG0009637	XP_015685974.1	ENSXETG00000006929.1
OG0009638	XP_029139758.1	ENSXETG00000020928.1
OG0009639	XP_015666740.1	ENSXETG00000021349.1
OG0009640	XP_015677413.1	ENSXETG00000007935.1
OG0009641	XP_029139934.1	ENSXETG00000011802.1
OG0009642	XP_015683555.1	ENSXETG00000011193.1
OG0009643	XP_015685906.1	ENSXETG00000006789.1
OG0009644	XP_015670418.1	ENSXETG00000002411.1
OG0009645	XP_015670223.1	ENSXETG00000021204.1, ENSXETG00000017804.1
OG0009646	XP_029140065.1	ENSXETG00000013787.1
OG0009648	XP_015683558.1	ENSXETG00000003125.1
OG0009649	XP_015670239.1	ENSXETG00000018352.1
OG0009650	XP_015670416.1	ENSXETG00000009376.1
OG0009651	XP_015671806.1	ENSXETG00000019360.1
OG0009652	XP_029142543.1	ENSXETG00000017901.1
OG0009653	XP_015687506.1	ENSXETG00000014323.1
OG0009655	XP_015683850.1	ENSXETG00000020416.1
OG0009656	XP_015665741.1, XP_029142647.1	ENSXETG00000014693.1
OG0009657	XP_015677415.2	ENSXETG00000011457.1
OG0009658	XP_015678120.1	ENSXETG00000011021.1
OG0009659	XP_029141051.1	ENSXETG00000019734.1
OG0009660	XP_015671810.1	ENSXETG00000018881.1
OG0009661	XP_015671798.1	ENSXETG00000019418.1
OG0009662	XP_015667062.1	ENSXETG00000007148.1
OG0009663	XP_029142317.1	ENSXETG00000017476.1
OG0009664	XP_015687518.1	ENSXETG00000010667.1
OG0009665	XP_015674613.1	ENSXETG00000018905.1
OG0009666	XP_029139093.1	ENSXETG00000007343.1
OG0009667	XP_015668460.1	ENSXETG00000019183.1
OG0009668	XP_029139106.1	ENSXETG00000007755.1
OG0009669	XP_015684924.1	ENSXETG00000001511.1
OG0009670	XP_015667065.1	ENSXETG00000008034.1
OG0009672	XP_015678954.1	ENSXETG00000002732.1
OG0009673	XP_015674605.1	ENSXETG00000017647.1
OG0009674	XP_015670203.1	ENSXETG00000018991.1
OG0009675	XP_015684319.1	ENSXETG00000019398.1
OG0009676	XP_029140548.1	ENSXETG00000021359.1
OG0009677	XP_029140547.1	ENSXETG00000018122.1
OG0009678	XP_015684712.1	ENSXETG00000019029.1, ENSXETG00000004266.1
OG0009679	XP_015671207.1	ENSXETG00000000131.1
OG0009681	XP_015671204.1	ENSXETG00000000940.1
OG0009682	XP_015672907.2	ENSXETG00000013565.1
OG0009683	XP_015667099.1	ENSXETG00000005812.1
OG0009685	XP_015671202.1	ENSXETG00000016935.1
OG0009686	XP_029139924.1	ENSXETG00000000686.1
OG0009687	XP_015677961.1	ENSXETG00000010607.1
OG0009688	XP_029142567.1	ENSXETG00000013317.1
OG0009689	XP_015678059.1	ENSXETG00000010642.1
OG0009690	XP_015678053.1	ENSXETG00000019654.1
OG0009691	XP_015677649.1	ENSXETG00000019420.1
OG0009692	XP_015684009.1	ENSXETG00000013085.1
OG0009693	XP_015667079.1	ENSXETG00000005976.1
OG0009694	XP_029141233.1	ENSXETG00000000275.1
OG0009695	XP_015667080.1	ENSXETG00000006106.1
OG0009696	XP_015667081.2	ENSXETG00000006116.1
OG0009697	XP_015667083.1	ENSXETG00000006131.1
OG0009698	XP_015678051.1	ENSXETG00000000340.1
OG0009699	XP_015677646.2	ENSXETG00000017742.1
OG0009700	XP_015671165.1	ENSXETG00000005345.1
OG0009701	XP_015677100.1	ENSXETG00000019071.1
OG0009702	XP_015666170.1	ENSXETG00000006845.1
OG0009703	XP_029141062.1	ENSXETG00000012440.1
OG0009704	XP_015682733.2, XP_015666425.1	ENSXETG00000011208.1
OG0009705	XP_015678048.1	ENSXETG00000001043.1
OG0009706	XP_015671156.1	ENSXETG00000001281.1
OG0009707	XP_015671160.1	ENSXETG00000004997.1
OG0009708	XP_015686120.1	ENSXETG00000021063.1
OG0009709	XP_015671164.1	ENSXETG00000015808.1
OG0009710	XP_015687329.1, XP_029142803.1	ENSXETG00000013375.1
OG0009711	XP_015682457.1	ENSXETG00000020793.1
OG0009712	XP_015666428.1	ENSXETG00000011481.1, ENSXETG00000009388.1
OG0009713	XP_015687324.1	ENSXETG00000013444.1
OG0009714	XP_029139910.1	ENSXETG00000017110.1
OG0009715	XP_015687328.1	ENSXETG00000013476.1
OG0009716	XP_029142012.1, XP_029138973.1	ENSXETG00000011448.1
OG0009717	XP_015666417.1	ENSXETG00000004902.1
OG0009718	XP_029141410.1	ENSXETG00000004059.1
OG0009719	XP_015672259.1	ENSXETG00000018032.1
OG0009720	XP_015687321.1	ENSXETG00000013640.1
OG0009721	XP_015680490.1	ENSXETG00000017710.1
OG0009722	XP_015687320.1	ENSXETG00000013774.1
OG0009723	XP_015666285.1	ENSXETG00000020679.1
OG0009724	XP_015666446.1, XP_015665811.1	ENSXETG00000003580.1
OG0009725	XP_015666287.1	ENSXETG00000017749.1
OG0009726	XP_015687314.1	ENSXETG00000014250.1
OG0009727	XP_015666288.1	ENSXETG00000018538.1
OG0009728	XP_015687312.1	ENSXETG00000014353.1
OG0009729	XP_015687310.1	ENSXETG00000014557.1
OG0009730	XP_015687311.1	ENSXETG00000015681.1
OG0009731	XP_029138946.1	ENSXETG00000020812.1
OG0009732	XP_015687304.1	ENSXETG00000015735.1
OG0009733	XP_015670883.1	ENSXETG00000015934.1
OG0009734	XP_015670882.1	ENSXETG00000016041.1
OG0009735	XP_015670878.1	ENSXETG00000016338.1
OG0009736	XP_015670877.1	ENSXETG00000016348.1
OG0009737	XP_015669657.2	ENSXETG00000009534.1
OG0009738	XP_015666277.1	ENSXETG00000019256.1
OG0009739	XP_015666291.1	ENSXETG00000019252.1
OG0009740	XP_015666278.1	ENSXETG00000018863.1
OG0009741	XP_015667089.1	ENSXETG00000016912.1
OG0009742	XP_015672106.1	ENSXETG00000016783.1
OG0009743	XP_029140094.1	ENSXETG00000011153.1
OG0009744	XP_015672111.2	ENSXETG00000011323.1
OG0009745	XP_015667085.1	ENSXETG00000004843.1
OG0009746	XP_015679223.1	ENSXETG00000018432.1
OG0009747	XP_015667636.1	ENSXETG00000004883.1
OG0009748	XP_015666280.1	ENSXETG00000004629.1
OG0009749	XP_015667647.1	ENSXETG00000005364.1
OG0009750	XP_015668508.1	ENSXETG00000006816.1
OG0009751	XP_015668502.1	ENSXETG00000006875.1
OG0009752	XP_015666095.1	ENSXETG00000001614.1
OG0009753	XP_015668509.1	ENSXETG00000007101.1
OG0009754	XP_015666058.1	ENSXETG00000001554.1
OG0009755	XP_015669807.1	ENSXETG00000007205.1
OG0009756	XP_015668014.1	ENSXETG00000018414.1
OG0009757	XP_015669817.1	ENSXETG00000020253.1
OG0009758	XP_015666063.1	ENSXETG00000006128.1
OG0009759	XP_015668013.1	ENSXETG00000000799.1
OG0009760	XP_015668012.1	ENSXETG00000000788.1
OG0009761	XP_015666066.1	ENSXETG00000006041.1
OG0009762	XP_029139280.1	ENSXETG00000001412.1
OG0009763	XP_015666067.1	ENSXETG00000005541.1
OG0009764	XP_029138911.1	ENSXETG00000005468.1
OG0009765	XP_029138912.1	ENSXETG00000005422.1
OG0009766	XP_015668010.1	ENSXETG00000007511.1
OG0009767	XP_015666077.1	ENSXETG00000005332.1
OG0009768	XP_015673240.1	ENSXETG00000006369.1
OG0009769	XP_015666222.1	ENSXETG00000017451.1
OG0009770	XP_015678823.1	ENSXETG00000006354.1
OG0009771	XP_015683603.1	ENSXETG00000000605.1
OG0009772	XP_015666219.1	ENSXETG00000020717.1
OG0009773	XP_029140159.1	ENSXETG00000003193.1
OG0009774	XP_015682658.1	ENSXETG00000000624.1
OG0009775	XP_015666226.1	ENSXETG00000017177.1
OG0009776	XP_015666220.1	ENSXETG00000021236.1
OG0009777	XP_015676839.1	ENSXETG00000012372.1
OG0009778	XP_029142262.1	ENSXETG00000000746.1
OG0009779	XP_015682623.1	ENSXETG00000000843.1
OG0009780	XP_015676843.1	ENSXETG00000012447.1
OG0009781	XP_015666231.1	ENSXETG00000018428.1
OG0009782	XP_015666232.1	ENSXETG00000017640.1
OG0009783	XP_015677799.1	ENSXETG00000007453.1
OG0009784	XP_029138932.1	ENSXETG00000019375.1
OG0009785	XP_015676841.1	ENSXETG00000006153.1
OG0009786	XP_015682488.1	ENSXETG00000001014.1
OG0009787	XP_015682718.1	ENSXETG00000004761.1
OG0009788	XP_015666234.1	ENSXETG00000017597.1
OG0009789	XP_015677361.1	ENSXETG00000011997.1
OG0009790	XP_015666091.1, XP_015666089.1	ENSXETG00000016939.1
OG0009791	XP_015666088.1	ENSXETG00000004500.1
OG0009792	XP_015682551.1	ENSXETG00000004014.1
OG0009793	XP_029138913.1	ENSXETG00000004507.1
OG0009794	XP_015678915.1	ENSXETG00000004680.1
OG0009795	XP_015678179.2	ENSXETG00000004672.1
OG0009796	XP_015679073.1	ENSXETG00000011258.1
OG0009797	XP_015676585.1	ENSXETG00000011194.1
OG0009798	XP_015678748.1	ENSXETG00000004333.1
OG0009799	XP_015682541.1	ENSXETG00000003940.1
OG0009800	XP_015678703.1	ENSXETG00000004272.1
OG0009801	XP_015678652.1	ENSXETG00000004225.1
OG0009802	XP_015676569.1	ENSXETG00000009987.1
OG0009803	XP_015678629.1	ENSXETG00000004203.1
OG0009804	XP_015674304.1	ENSXETG00000002650.1
OG0009805	XP_015671776.1	ENSXETG00000005343.1
OG0009806	XP_015671795.1	ENSXETG00000005174.1
OG0009807	XP_015671796.1	ENSXETG00000005164.1
OG0009808	XP_015669846.1	ENSXETG00000003781.1
OG0009809	XP_015671779.1	ENSXETG00000004732.1
OG0009810	XP_029140038.1	ENSXETG00000003663.1
OG0009811	XP_015675804.1	ENSXETG00000010616.1
OG0009812	XP_015671780.1	ENSXETG00000003791.1
OG0009813	XP_015671797.1	ENSXETG00000004537.1
OG0009815	XP_015669845.1	ENSXETG00000008339.1
OG0009816	XP_015678596.1	ENSXETG00000019239.1
OG0009817	XP_029141392.1	ENSXETG00000016766.1
OG0009818	XP_015670549.1	ENSXETG00000016624.1
OG0009819	XP_015673630.1	ENSXETG00000004416.1
OG0009820	XP_015687091.1	ENSXETG00000011838.1
OG0009822	XP_015687090.1	ENSXETG00000011807.1
OG0009823	XP_015687086.1	ENSXETG00000011777.1
OG0009824	XP_015687099.1	ENSXETG00000011539.1
OG0009825	XP_015667223.1	ENSXETG00000000373.1
OG0009826	XP_015687087.1	ENSXETG00000011337.1
OG0009827	XP_015678257.1	ENSXETG00000012299.1
OG0009828	XP_015667224.1	ENSXETG00000000523.1
OG0009829	XP_015678256.1	ENSXETG00000003239.1
OG0009830	XP_015673724.1	ENSXETG00000008874.1
OG0009831	XP_015674503.1	ENSXETG00000000713.1
OG0009832	XP_015673347.1	ENSXETG00000000695.1
OG0009833	XP_015673714.1	ENSXETG00000009368.1
OG0009834	XP_015673715.1	ENSXETG00000009386.1
OG0009835	XP_015673345.1	ENSXETG00000000141.1
OG0009836	XP_015668661.1	ENSXETG00000014776.1
OG0009837	XP_015673721.1	ENSXETG00000005084.1
OG0009838	XP_015673344.1	ENSXETG00000010585.1
OG0009839	XP_015675735.1	ENSXETG00000020582.1
OG0009840	XP_015675726.1	ENSXETG00000018382.1
OG0009841	XP_029141158.1	ENSXETG00000003988.1
OG0009842	XP_015675725.1	ENSXETG00000018168.1
OG0009843	XP_015667215.1	ENSXETG00000000874.1
OG0009844	XP_015667242.1	ENSXETG00000000780.1
OG0009845	XP_015680542.1	ENSXETG00000019461.1
OG0009846	XP_015667263.1	ENSXETG00000003357.1
OG0009847	XP_015667244.1	ENSXETG00000010058.1
OG0009848	XP_015670565.1	ENSXETG00000006409.1
OG0009849	XP_015676783.1	ENSXETG00000003534.1
OG0009850	XP_029142750.1	ENSXETG00000019051.1
OG0009851	XP_015667252.1	ENSXETG00000007151.1
OG0009852	XP_015679351.1	ENSXETG00000012388.1
OG0009853	XP_015676813.1	ENSXETG00000009827.1
OG0009854	XP_015667253.1	ENSXETG00000006957.1
OG0009855	XP_029141489.1	ENSXETG00000012428.1
OG0009856	XP_015667255.1	ENSXETG00000006857.1
OG0009857	XP_015670561.1	ENSXETG00000001257.1
OG0009858	XP_015684754.1	ENSXETG00000012053.1
OG0009859	XP_015666654.1	ENSXETG00000011440.1
OG0009860	XP_015670557.1	ENSXETG00000001811.1
OG0009861	XP_015666657.1	ENSXETG00000011429.1
OG0009862	XP_029139012.1	ENSXETG00000017185.1
OG0009863	XP_015670554.1	ENSXETG00000003002.1
OG0009864	XP_015684777.1	ENSXETG00000017675.1
OG0009865	XP_015666660.1	ENSXETG00000002169.1
OG0009866	XP_015672221.1	ENSXETG00000007566.1
OG0009867	XP_015684820.1	ENSXETG00000017776.1
OG0009868	XP_015673850.1	ENSXETG00000007744.1
OG0009869	XP_029140112.1	ENSXETG00000007516.1
OG0009870	XP_015684830.1	ENSXETG00000020485.1
OG0009872	XP_015673845.1	ENSXETG00000009757.1
OG0009873	XP_015684858.1	ENSXETG00000018109.1
OG0009874	XP_015668332.1	ENSXETG00000009978.1
OG0009875	XP_015668552.1	ENSXETG00000003792.1
OG0009876	XP_015669944.1	ENSXETG00000011489.1
OG0009877	XP_015668329.1	ENSXETG00000003339.1
OG0009878	XP_015668553.1	ENSXETG00000003748.1
OG0009879	XP_015668331.1	ENSXETG00000003483.1
OG0009880	XP_015674843.1	ENSXETG00000003739.1
OG0009881	XP_029139240.1	ENSXETG00000000993.1
OG0009882	XP_015668319.1	ENSXETG00000018610.1
OG0009883	XP_015668055.1	ENSXETG00000020404.1
OG0009884	XP_015669739.1	ENSXETG00000004593.1, ENSXETG00000008812.1
OG0009885	XP_015669737.1, XP_015669738.1	ENSXETG00000002779.1
OG0009886	XP_015669736.1	ENSXETG00000008769.1
OG0009887	XP_015677607.1	ENSXETG00000020028.1
OG0009888	XP_015668317.1	ENSXETG00000020268.1
OG0009890	XP_015674540.1	ENSXETG00000020936.1
OG0009891	XP_015687244.1	ENSXETG00000007370.1
OG0009892	XP_015679996.1	ENSXETG00000018635.1
OG0009893	XP_015687451.1	ENSXETG00000011381.1
OG0009894	XP_015679948.1	ENSXETG00000002151.1
OG0009895	XP_015679722.1	ENSXETG00000019030.1
OG0009897	XP_015674537.1	ENSXETG00000018298.1
OG0009898	XP_015677066.1	ENSXETG00000018310.1
OG0009899	XP_015679714.1	ENSXETG00000001690.1
OG0009900	XP_015674538.1	ENSXETG00000019137.1
OG0009901	XP_015679730.1, XP_015679731.1	ENSXETG00000002013.1
OG0009902	XP_015679715.1	ENSXETG00000001992.1
OG0009903	XP_015679719.1	ENSXETG00000001986.1
OG0009904	XP_015679720.1	ENSXETG00000005870.1
OG0009905	XP_029139752.1	ENSXETG00000020529.1
OG0009906	XP_029141554.1	ENSXETG00000020800.1
OG0009907	XP_015681511.1	ENSXETG00000002738.1
OG0009908	XP_015679483.1	ENSXETG00000020093.1
OG0009909	XP_029141656.1	ENSXETG00000020238.1
OG0009910	XP_015671656.1	ENSXETG00000002758.1
OG0009911	XP_015680113.1	ENSXETG00000012005.1, ENSXETG00000019490.1
OG0009912	XP_015683360.1	ENSXETG00000017775.1
OG0009913	XP_015683053.1	ENSXETG00000019802.1
OG0009914	XP_015684303.1	ENSXETG00000000618.1
OG0009915	XP_015671088.1	ENSXETG00000013388.1
OG0009916	XP_015676618.1	ENSXETG00000003164.1
OG0009917	XP_029139606.1	ENSXETG00000014202.1
OG0009918	XP_015687375.1	ENSXETG00000011504.1
OG0009919	XP_015684067.1	ENSXETG00000013425.1
OG0009920	XP_015669650.1	ENSXETG00000014227.1
OG0009922	XP_015669619.1	ENSXETG00000007905.1
OG0009923	XP_015667557.1	ENSXETG00000004127.1
OG0009924	XP_015676180.1	ENSXETG00000004142.1
OG0009925	XP_015676181.1	ENSXETG00000004164.1
OG0009927	XP_029142429.1	ENSXETG00000020544.1
OG0009928	XP_015687515.1	ENSXETG00000010998.1
OG0009929	XP_015669625.1	ENSXETG00000001977.1
OG0009933	XP_015679053.1	ENSXETG00000017262.1
OG0009934	XP_015685217.1, XP_029142236.1	ENSXETG00000006141.1
OG0009935	XP_015682722.1	ENSXETG00000006091.1
OG0009936	XP_015673654.1	ENSXETG00000002149.1
OG0009937	XP_015682724.2	ENSXETG00000005624.1
OG0009938	XP_015679055.1	ENSXETG00000017142.1
OG0009939	XP_015673666.1	ENSXETG00000018810.1
OG0009940	XP_015673706.1	ENSXETG00000017199.1
OG0009941	XP_015669645.1	ENSXETG00000004382.1
OG0009942	XP_015669638.1	ENSXETG00000004478.1
OG0009943	XP_015679051.2	ENSXETG00000002225.1
OG0009944	XP_015669639.1	ENSXETG00000004707.1
OG0009945	XP_015677031.1	ENSXETG00000001315.1
OG0009946	XP_015685840.1, XP_015671030.1	ENSXETG00000002190.1
OG0009947	XP_015671023.1	ENSXETG00000020766.1
OG0009948	XP_015672210.1	ENSXETG00000001339.1
OG0009949	XP_015669641.1	ENSXETG00000014260.1
OG0009950	XP_015669640.1	ENSXETG00000008579.1
OG0009951	XP_015673623.1	ENSXETG00000020220.1
OG0009952	XP_015672212.1	ENSXETG00000001799.1
OG0009953	XP_015672203.1	ENSXETG00000001803.1
OG0009954	XP_015670649.1	ENSXETG00000006602.1
OG0009955	XP_015670648.1	ENSXETG00000003964.1
OG0009956	XP_029140111.1, XP_015677684.1	ENSXETG00000001928.1
OG0009957	XP_015669071.1	ENSXETG00000000164.1
OG0009958	XP_015671016.1	ENSXETG00000002377.1
OG0009959	XP_015671028.1	ENSXETG00000010864.1
OG0009960	XP_029139889.1	ENSXETG00000009643.1
OG0009961	XP_029139888.1	ENSXETG00000008477.1
OG0009962	XP_015669074.1	ENSXETG00000001069.1
OG0009963	XP_029143053.1	ENSXETG00000012955.1
OG0009964	XP_015686937.1	ENSXETG00000012967.1
OG0009965	XP_015669206.1	ENSXETG00000020098.1
OG0009966	XP_015677110.1	ENSXETG00000007028.1
OG0009967	XP_015669082.1	ENSXETG00000004855.1
OG0009968	XP_015677109.1	ENSXETG00000006657.1
OG0009969	XP_015687050.1	ENSXETG00000011587.1
OG0009970	XP_015686963.1	ENSXETG00000013332.1
OG0009971	XP_015670523.2	ENSXETG00000016695.1
OG0009972	XP_015669084.2	ENSXETG00000004901.1
OG0009973	XP_015670522.2	ENSXETG00000017207.1
OG0009974	XP_015686969.1	ENSXETG00000016541.1
OG0009975	XP_015669201.1	ENSXETG00000010976.1
OG0009976	XP_015670513.1	ENSXETG00000017911.1
OG0009977	XP_015670521.1	ENSXETG00000017996.1
OG0009978	XP_029139523.1	ENSXETG00000011005.1
OG0009979	XP_015686971.1	ENSXETG00000012607.1
OG0009980	XP_015669089.1	ENSXETG00000005565.1
OG0009981	XP_015670517.1	ENSXETG00000018760.1
OG0009982	XP_015686973.1	ENSXETG00000006095.1
OG0009983	XP_015679135.1	ENSXETG00000010180.1
OG0009984	XP_015669091.1	ENSXETG00000016752.1
OG0009985	XP_015669096.1	ENSXETG00000016697.1
OG0009986	XP_015679963.1	ENSXETG00000011751.1
OG0009987	XP_015679132.1	ENSXETG00000010157.1
OG0009988	XP_015686975.1	ENSXETG00000011488.1
OG0009989	XP_015668999.1	ENSXETG00000004930.1
OG0009990	XP_015687012.2	ENSXETG00000011464.1
OG0009991	XP_015686976.1	ENSXETG00000011458.1
OG0009992	XP_015686978.1	ENSXETG00000002897.1
OG0009994	XP_015686984.2	ENSXETG00000002012.1
OG0009995	XP_015686985.1	ENSXETG00000016910.1
OG0009996	XP_015666358.1	ENSXETG00000002202.1
OG0009997	XP_029143060.1	ENSXETG00000001663.1
OG0009998	XP_015666362.1	ENSXETG00000002186.1
OG0009999	XP_015686989.1	ENSXETG00000016873.1
OG0010000	XP_015673152.1	ENSXETG00000005137.1
OG0010001	XP_015680102.1	ENSXETG00000019222.1
OG0010002	XP_015671685.1	ENSXETG00000021250.1
OG0010003	XP_015673150.1	ENSXETG00000005185.1
OG0010004	XP_029143076.1	ENSXETG00000013155.1
OG0010005	XP_015671683.1	ENSXETG00000000733.1
OG0010006	XP_015669932.1, XP_015673158.1	ENSXETG00000005435.1
OG0010007	XP_015671681.1	ENSXETG00000000829.1
OG0010008	XP_029139949.1, XP_015671294.1, XP_015671286.1	ENSXETG00000013194.1
OG0010009	XP_029143061.1	ENSXETG00000009864.1
OG0010010	XP_015669934.1	ENSXETG00000000869.1
OG0010011	XP_029143062.1	ENSXETG00000000076.1
OG0010012	XP_015673990.1	ENSXETG00000011977.1
OG0010013	XP_015677210.1	ENSXETG00000013546.1
OG0010014	XP_029139690.1	ENSXETG00000020180.1
OG0010015	XP_015671773.1	ENSXETG00000007257.1
OG0010016	XP_015671740.1	ENSXETG00000007270.1
OG0010017	XP_015686996.1	ENSXETG00000005515.1
OG0010018	XP_029140863.1	ENSXETG00000000529.1
OG0010019	XP_015671774.1	ENSXETG00000007503.1
OG0010020	XP_015686998.1	ENSXETG00000010078.1
OG0010021	XP_015671746.1	ENSXETG00000001970.1
OG0010022	XP_015677207.1	ENSXETG00000014457.1
OG0010023	XP_015670100.1	ENSXETG00000014472.1
OG0010024	XP_015686999.1	ENSXETG00000002942.1
OG0010025	XP_015671763.1	ENSXETG00000017144.1
OG0010026	XP_015671748.1	ENSXETG00000018304.1
OG0010027	XP_029140029.1	ENSXETG00000003758.1
OG0010028	XP_015673647.1	ENSXETG00000016461.1
OG0010029	XP_015671752.1	ENSXETG00000008956.1
OG0010030	XP_015671754.1	ENSXETG00000008883.1
OG0010031	XP_029140362.1	ENSXETG00000017848.1
OG0010032	XP_015687014.2	ENSXETG00000004551.1
OG0010033	XP_015670099.1	ENSXETG00000010794.1
OG0010034	XP_015673650.1	ENSXETG00000018265.1
OG0010035	XP_015671755.1	ENSXETG00000008251.1
OG0010036	XP_015687015.1	ENSXETG00000011769.1
OG0010037	XP_015670097.1	ENSXETG00000010807.1
OG0010038	XP_029140033.1	ENSXETG00000008084.1
OG0010039	XP_015673645.1	ENSXETG00000018438.1
OG0010040	XP_015671767.1	ENSXETG00000008051.1
OG0010041	XP_029143056.1	ENSXETG00000011034.1
OG0010042	XP_015673636.1	ENSXETG00000008026.1
OG0010043	XP_015670094.1	ENSXETG00000007435.1
OG0010044	XP_015669667.1	ENSXETG00000010927.1
OG0010045	XP_015671757.1	ENSXETG00000007844.1
