Orthogroup	P_Mucros.pep	P_troglodytes.pep
OG0013076	XP_015669699.1	ENSPTRG00000012510.5
OG0013077	XP_015675600.1	ENSPTRG00000010408.4
OG0013078	XP_015669598.2	ENSPTRG00000017512.6
OG0013079	XP_029140148.1	ENSPTRG00000017403.6
OG0013080	XP_015686521.1	ENSPTRG00000012883.5
OG0013081	XP_015686504.1	ENSPTRG00000012886.4
OG0013082	XP_015672130.1	ENSPTRG00000011781.5
OG0013083	XP_015672131.1	ENSPTRG00000011783.6
OG0013084	XP_029142939.1	ENSPTRG00000017362.5
OG0013085	XP_015676289.1	ENSPTRG00000012785.5
OG0013087	XP_029141594.1	ENSPTRG00000017236.6
OG0013088	XP_015676286.1	ENSPTRG00000012793.6
OG0013089	XP_015673417.1	ENSPTRG00000012755.5
OG0013091	XP_015682191.1	ENSPTRG00000017416.7
OG0013093	XP_015667754.1	ENSPTRG00000030469.2
OG0013094	XP_015682212.1	ENSPTRG00000013234.6
OG0013095	XP_029141985.1	ENSPTRG00000052485.1
OG0013096	XP_015669608.1	ENSPTRG00000017636.6
OG0013097	XP_015673185.1	ENSPTRG00000017603.6
OG0013098	XP_015674178.1	ENSPTRG00000017292.4
OG0013099	XP_015666762.1	ENSPTRG00000018188.7
OG0013100	XP_015674154.1	ENSPTRG00000005899.7
OG0013101	XP_015681144.1	ENSPTRG00000018184.4
OG0013103	XP_015682048.1	ENSPTRG00000018177.7
OG0013104	XP_029141733.1	ENSPTRG00000017575.6
OG0013105	XP_015669035.1	ENSPTRG00000013238.4
OG0013106	XP_015675888.1	ENSPTRG00000017582.6
OG0013107	XP_015673371.1	ENSPTRG00000017285.4
OG0013110	XP_015667842.1	ENSPTRG00000005881.6
OG0013111	XP_015667801.1	ENSPTRG00000011713.6
OG0013113	XP_029140854.1	ENSPTRG00000048140.1
OG0013114	XP_015678044.1	ENSPTRG00000011701.6
OG0013115	XP_015672862.1	ENSPTRG00000014954.6
OG0013116	XP_015675556.1, XP_015675548.1	ENSPTRG00000043627.1
OG0013117	XP_015679513.1	ENSPTRG00000044611.1
OG0013118	XP_015679510.1	ENSPTRG00000014993.6
OG0013119	XP_015671336.1	ENSPTRG00000014988.5
OG0013120	XP_015682940.1	ENSPTRG00000011627.5
OG0013121	XP_015675177.1, XP_015675178.2	ENSPTRG00000034152.3
OG0013122	XP_029140878.1	ENSPTRG00000011697.6
OG0013124	XP_015674615.2	ENSPTRG00000024174.4
OG0013125	XP_029140134.1	ENSPTRG00000014625.6
OG0013126	XP_015684688.1	ENSPTRG00000014630.5
OG0013127	XP_015680349.1	ENSPTRG00000014634.5
OG0013128	XP_015678447.1	ENSPTRG00000050264.1
OG0013129	XP_029141293.1, XP_029141292.1	ENSPTRG00000041466.2
OG0013131	XP_015671687.1	ENSPTRG00000015027.4
OG0013132	XP_029141786.1	ENSPTRG00000018329.6
OG0013133	XP_015675652.1	ENSPTRG00000018445.7
OG0013136	XP_015679710.1	ENSPTRG00000018410.4
OG0013137	XP_015673560.1	ENSPTRG00000018574.3
OG0013138	XP_015674899.1	ENSPTRG00000002015.6
OG0013139	XP_015684618.1	ENSPTRG00000042771.1
OG0013140	XP_015678208.1	ENSPTRG00000006211.5
OG0013141	XP_015676603.1	ENSPTRG00000015335.4
OG0013142	XP_015672385.1	ENSPTRG00000018466.6
OG0013143	XP_029140989.1	ENSPTRG00000047094.1
OG0013144	XP_029140341.1	ENSPTRG00000014655.5
OG0013145	XP_015681129.1	ENSPTRG00000014568.5
OG0013146	XP_015667906.1	ENSPTRG00000014712.5
OG0013147	XP_015673804.1	ENSPTRG00000051886.1
OG0013148	XP_015687248.1	ENSPTRG00000015097.5
OG0013149	XP_015670272.1	ENSPTRG00000015065.4
OG0013150	XP_015677219.1	ENSPTRG00000018361.2
OG0013152	XP_015673895.1	ENSPTRG00000049628.1
OG0013153	XP_015670583.1	ENSPTRG00000022440.4
OG0013154	XP_015670605.2	ENSPTRG00000051548.1
OG0013155	XP_029141064.1	ENSPTRG00000002226.7
OG0013156	XP_015677473.1	ENSPTRG00000014641.5
OG0013157	XP_015677472.1	ENSPTRG00000002224.5
OG0013158	XP_015681422.1	ENSPTRG00000010610.3
OG0013159	XP_015677614.1	ENSPTRG00000021939.5
OG0013160	XP_015677613.1	ENSPTRG00000045904.1
OG0013161	XP_015670449.1	ENSPTRG00000021946.4
OG0013162	XP_015670432.1	ENSPTRG00000043518.1
OG0013163	XP_015670433.1	ENSPTRG00000045748.1
OG0013164	XP_015681926.1	ENSPTRG00000051760.1
OG0013165	XP_029140683.1	ENSPTRG00000014603.6
OG0013166	XP_029142792.1	ENSPTRG00000014605.5
OG0013167	XP_015681369.1	ENSPTRG00000018686.6
OG0013168	XP_015671406.1	ENSPTRG00000018689.6
OG0013169	XP_015679882.2, XP_015676792.1	ENSPTRG00000018781.6
OG0013170	XP_015679880.1	ENSPTRG00000018779.7
OG0013171	XP_015676614.2	ENSPTRG00000018769.4
OG0013173	XP_029142183.1	ENSPTRG00000018762.5
OG0013174	XP_015676697.1	ENSPTRG00000018736.7
OG0013175	XP_015678635.1	ENSPTRG00000018731.4
OG0013176	XP_029141342.1	ENSPTRG00000034266.3
OG0013177	XP_029141037.1	ENSPTRG00000018719.4
OG0013178	XP_015680290.1	ENSPTRG00000002169.5
OG0013179	XP_015680292.1	ENSPTRG00000023346.5
OG0013180	XP_015676098.1	ENSPTRG00000002119.6
OG0013181	XP_015679883.1	ENSPTRG00000002085.5
OG0013182	XP_015680396.1	ENSPTRG00000002094.4
OG0013183	XP_015674529.1	ENSPTRG00000018828.6
OG0013184	XP_015677941.1	ENSPTRG00000018815.6
OG0013185	XP_015673762.1	ENSPTRG00000029335.2
OG0013186	XP_015685662.1, XP_015673907.1	ENSPTRG00000018813.6
OG0013187	XP_029140406.1, XP_015685499.1	ENSPTRG00000051777.1
OG0013188	XP_015679402.1	ENSPTRG00000018222.4
OG0013190	XP_015678993.1	ENSPTRG00000018125.6
OG0013191	XP_015673575.1	ENSPTRG00000018206.6
OG0013192	XP_015673515.1	ENSPTRG00000018205.3
OG0013193	XP_015673547.1	ENSPTRG00000018201.5
OG0013194	XP_015673586.1	ENSPTRG00000034451.2
OG0013195	XP_029140426.1	ENSPTRG00000018198.5
OG0013196	XP_015671469.1	ENSPTRG00000011817.4
OG0013197	XP_015671990.1	ENSPTRG00000011838.4
OG0013198	XP_015670258.1	ENSPTRG00000018173.4
OG0013199	XP_015673509.1	ENSPTRG00000001978.6
OG0013200	XP_015675845.1	ENSPTRG00000002021.5
OG0013201	XP_015675114.1	ENSPTRG00000018134.5
OG0013202	XP_029142266.1	ENSPTRG00000011790.5
OG0013203	XP_015676434.1	ENSPTRG00000011797.6
OG0013204	XP_015675672.1	ENSPTRG00000030135.3
OG0013205	XP_029142589.1	ENSPTRG00000050408.1
OG0013206	XP_029141162.1	ENSPTRG00000002026.5
OG0013207	XP_015674463.1	ENSPTRG00000011908.6
OG0013208	XP_015686911.1	ENSPTRG00000011927.6
OG0013209	XP_015686932.1	ENSPTRG00000047403.1
OG0013210	XP_029143023.1	ENSPTRG00000011941.6
OG0013211	XP_029139517.1	ENSPTRG00000011923.6
OG0013212	YP_008081109.1	ENSPTRG00000042639.1
OG0013213	YP_008081106.1	ENSPTRG00000042661.1
OG0013214	YP_008081112.1	ENSPTRG00000042637.1
OG0013215	XP_015680805.1	ENSPTRG00000021485.4
OG0013216	XP_015671141.1	ENSPTRG00000005735.2
OG0013217	XP_015670414.1	ENSPTRG00000017254.5
OG0013219	XP_015670331.1, XP_015670330.1	ENSPTRG00000008649.6
OG0013220	XP_015667677.1	ENSPTRG00000008232.4
OG0013221	XP_029139450.1	ENSPTRG00000001369.6
OG0013222	XP_015668869.1	ENSPTRG00000001370.5
OG0013223	XP_029139449.1	ENSPTRG00000001385.4
OG0013224	XP_029143183.1, XP_015687741.1	ENSPTRG00000009095.6
OG0013225	XP_015678541.1	ENSPTRG00000000050.3
OG0013226	XP_015673313.1	ENSPTRG00000008825.4
OG0013227	XP_015675085.1	ENSPTRG00000023374.4
OG0013228	XP_015680995.1	ENSPTRG00000038958.2, ENSPTRG00000039245.2
OG0013229	XP_029142293.1, XP_029142294.1, XP_029142292.1	ENSPTRG00000051687.1
OG0013230	XP_029139887.1	ENSPTRG00000000803.6
OG0013231	XP_015686813.1	ENSPTRG00000008591.5
OG0013232	XP_029139149.1	ENSPTRG00000030250.4
OG0013233	XP_015676553.1	ENSPTRG00000045654.1
OG0013234	XP_015680657.1	ENSPTRG00000051449.1, ENSPTRG00000021836.6
OG0013235	XP_015666078.1	ENSPTRG00000008420.5
OG0013236	XP_015668392.1	ENSPTRG00000004318.6
OG0013239	XP_015667757.1	ENSPTRG00000047325.1
OG0013241	XP_029142033.1	ENSPTRG00000001424.7
OG0013243	XP_015677625.1	ENSPTRG00000044189.1
OG0013244	XP_015667470.2	ENSPTRG00000007759.6
OG0013245	XP_015678653.1	ENSPTRG00000034313.3
OG0013246	XP_015672769.1, XP_015686053.1	ENSPTRG00000041879.2
OG0013247	XP_015676081.1	ENSPTRG00000048908.1
OG0013248	XP_015680238.1	ENSPTRG00000020169.4
OG0013249	XP_029139343.1	ENSPTRG00000004323.6
OG0013250	XP_015668603.1	ENSPTRG00000030269.2
OG0013252	XP_029139500.1	ENSPTRG00000005585.6
OG0013253	XP_015675872.1	ENSPTRG00000000275.5
OG0013254	XP_015682435.1	ENSPTRG00000007649.7
OG0013255	XP_015667376.1	ENSPTRG00000007194.6
OG0013256	XP_029140307.1	ENSPTRG00000048446.1
OG0013257	XP_015667894.1	ENSPTRG00000011972.5
OG0013258	XP_029140794.1	ENSPTRG00000022088.5
OG0013259	XP_015665402.1	ENSPTRG00000010653.6, ENSPTRG00000048166.1
OG0013261	XP_015675875.2	ENSPTRG00000045494.1
OG0013262	XP_015680083.1	ENSPTRG00000021564.6
OG0013264	XP_015678066.1	ENSPTRG00000006336.6
OG0013265	XP_015665418.1	ENSPTRG00000010267.6
OG0013266	XP_015665553.2	ENSPTRG00000050832.1
OG0013267	XP_015669382.1	ENSPTRG00000011006.7
OG0013268	XP_015687143.1	ENSPTRG00000021580.5
OG0013269	XP_015669462.1	ENSPTRG00000021301.4
OG0013270	XP_029141958.1	ENSPTRG00000008972.4
OG0013271	XP_015682097.1	ENSPTRG00000043250.1
OG0013272	XP_015679827.1	ENSPTRG00000021322.7
OG0013273	XP_015666300.1	ENSPTRG00000018968.6
OG0013274	XP_029141763.1	ENSPTRG00000023462.5
OG0013275	XP_015679845.2	ENSPTRG00000021324.6
OG0013276	XP_015676075.2	ENSPTRG00000022085.5
OG0013277	XP_015672953.1	ENSPTRG00000051082.1
OG0013279	XP_015665530.2	ENSPTRG00000029092.2
OG0013280	XP_015683663.1, XP_015683664.1	ENSPTRG00000002270.6
OG0013281	XP_015666532.1	ENSPTRG00000007114.5
OG0013282	XP_015668253.1	ENSPTRG00000000092.4
OG0013284	XP_015666602.1	ENSPTRG00000020042.5
OG0013285	XP_015671966.1	ENSPTRG00000038712.2
OG0013286	XP_015677498.1	ENSPTRG00000008450.5
OG0013287	XP_015677176.1	ENSPTRG00000021195.4
OG0013288	XP_015670131.1, XP_015670133.1	ENSPTRG00000023351.3
OG0013289	XP_015675340.1	ENSPTRG00000001446.6
OG0013290	XP_015685491.1	ENSPTRG00000007038.3
OG0013291	XP_029139336.1	ENSPTRG00000028542.3
OG0013292	XP_015668215.1	ENSPTRG00000000085.7
OG0013295	XP_015668132.1	ENSPTRG00000016918.5
OG0013296	XP_015682130.1, XP_015687469.1	ENSPTRG00000042161.2
OG0013297	XP_015676797.1	ENSPTRG00000018476.6
OG0013299	XP_015680797.1	ENSPTRG00000018219.4
OG0013300	XP_015687131.1	ENSPTRG00000052099.1
OG0013301	XP_029139290.1	ENSPTRG00000004275.6
OG0013302	XP_015667917.1	ENSPTRG00000014719.3
OG0013304	XP_015682223.1	ENSPTRG00000010666.5
OG0013305	XP_015675335.1	ENSPTRG00000001458.6
OG0013306	XP_015665544.1	ENSPTRG00000029090.2
OG0013307	XP_029139468.1	ENSPTRG00000010736.7
OG0013308	XP_029142890.1	ENSPTRG00000007419.4
OG0013309	XP_015666608.1	ENSPTRG00000019127.6
OG0013310	XP_015668212.1	ENSPTRG00000000082.5
OG0013311	XP_015678815.1	ENSPTRG00000021291.6
OG0013312	XP_015683890.1	ENSPTRG00000030912.3
OG0013313	XP_015669126.1	ENSPTRG00000005606.5
OG0013314	XP_015681903.1	ENSPTRG00000010318.3
OG0013315	XP_015669693.1	ENSPTRG00000009223.5
OG0013316	XP_015665410.1	ENSPTRG00000010670.6
OG0013317	XP_015671047.1	ENSPTRG00000019251.6
OG0013318	XP_029143146.1	ENSPTRG00000001663.3
OG0013320	XP_015667649.1	ENSPTRG00000007416.7
OG0013321	XP_029139007.1, XP_029139002.1	ENSPTRG00000012379.6
OG0013322	XP_015676514.1	ENSPTRG00000029035.3
OG0013323	XP_015666180.1	ENSPTRG00000046047.1
OG0013324	XP_015665482.1	ENSPTRG00000010671.4
OG0013325	XP_015683783.1	ENSPTRG00000021405.5
OG0013326	XP_015681611.1	ENSPTRG00000042665.1
OG0013328	XP_029140267.1	ENSPTRG00000052725.1, ENSPTRG00000014224.6
OG0013330	XP_029141595.1	ENSPTRG00000021544.4
OG0013331	XP_015679839.1	ENSPTRG00000045356.1
OG0013332	XP_015683140.1	ENSPTRG00000008120.6
OG0013333	XP_029139011.1	ENSPTRG00000012372.5
OG0013334	XP_015678854.1	ENSPTRG00000014826.5
OG0013335	XP_015682808.1	ENSPTRG00000045171.1
OG0013336	XP_015683517.1	ENSPTRG00000028973.3
OG0013337	XP_015666640.1	ENSPTRG00000012368.4
OG0013339	XP_015682554.1	ENSPTRG00000023749.5
OG0013340	XP_015673466.1	ENSPTRG00000020067.4
OG0013341	XP_015668064.1	ENSPTRG00000043437.1, ENSPTRG00000047297.1
OG0013342	XP_029139401.1, XP_029142802.1	ENSPTRG00000019488.4, ENSPTRG00000043299.1
OG0013343	XP_015671264.2	ENSPTRG00000014211.6
OG0013344	XP_015687514.1	ENSPTRG00000001668.6
OG0013345	XP_015682015.1	ENSPTRG00000014543.6
OG0013346	XP_015683874.1	ENSPTRG00000008520.6
OG0013347	XP_015668646.1	ENSPTRG00000008618.5
OG0013348	XP_015671262.2	ENSPTRG00000014210.7
OG0013350	XP_029140916.1	ENSPTRG00000021551.6
OG0013352	XP_015678857.1	ENSPTRG00000000149.5
OG0013353	XP_015671296.1	ENSPTRG00000014209.4
OG0013355	XP_015683766.1	ENSPTRG00000021435.3
OG0013356	XP_029142601.1	ENSPTRG00000001468.6
OG0013358	XP_015665943.1	ENSPTRG00000008400.5
OG0013360	XP_015687155.2	ENSPTRG00000021280.4
OG0013361	XP_029139850.1	ENSPTRG00000007436.5
OG0013362	XP_015665966.1	ENSPTRG00000008403.4
OG0013363	XP_015669556.1	ENSPTRG00000049021.1
OG0013364	XP_015673743.1	ENSPTRG00000043935.1
OG0013365	XP_015666253.1	ENSPTRG00000021988.6
OG0013366	XP_029138938.1	ENSPTRG00000043476.1
OG0013367	XP_029141661.1	ENSPTRG00000041719.2, ENSPTRG00000007736.6
OG0013368	XP_029138800.1	ENSPTRG00000010339.6
OG0013369	XP_015684185.1	ENSPTRG00000008810.2
OG0013370	XP_029140289.1	ENSPTRG00000009008.6
OG0013372	XP_015684177.1	ENSPTRG00000029057.2
OG0013373	XP_015668722.1	ENSPTRG00000043726.1
OG0013374	XP_029140312.1	ENSPTRG00000007580.6
OG0013375	XP_015680695.1	ENSPTRG00000010344.5
OG0013376	XP_015686673.1	ENSPTRG00000033875.3
OG0013377	XP_015673053.1	ENSPTRG00000008203.4
OG0013378	XP_015678487.1	ENSPTRG00000001569.3
OG0013379	XP_015675717.1	ENSPTRG00000020944.6
OG0013380	XP_015666478.1	ENSPTRG00000042720.1
OG0013381	XP_015665406.2	ENSPTRG00000010349.4
OG0013382	XP_015687654.2	ENSPTRG00000001884.6
OG0013384	XP_015678543.1	ENSPTRG00000000049.6
OG0013385	XP_015673079.1	ENSPTRG00000008207.6
OG0013386	XP_015685537.1, XP_015680511.1	ENSPTRG00000011090.4
OG0013388	XP_029139770.1	ENSPTRG00000008643.6
OG0013389	XP_015676211.1	ENSPTRG00000030013.3
OG0013390	XP_015666592.1	ENSPTRG00000012033.6
OG0013392	XP_015666595.1	ENSPTRG00000012031.5
OG0013393	XP_029141302.1	ENSPTRG00000045506.1
OG0013394	XP_015680208.1	ENSPTRG00000022462.7, ENSPTRG00000043026.1
OG0013395	XP_029142188.1	ENSPTRG00000010412.4
OG0013396	XP_015685929.2	ENSPTRG00000051848.1
OG0013397	XP_015687138.1	ENSPTRG00000001048.4
OG0013399	XP_015667356.1	ENSPTRG00000029148.5
OG0013400	XP_015684071.1	ENSPTRG00000007425.5
OG0013402	XP_015671258.1	ENSPTRG00000014201.6
OG0013403	XP_015685779.1	ENSPTRG00000007298.6
OG0013405	XP_015672525.2	ENSPTRG00000005721.7
OG0013406	XP_015683873.2	ENSPTRG00000021270.6
OG0013407	XP_015685835.1	ENSPTRG00000007297.6
OG0013408	XP_015684379.1	ENSPTRG00000022224.4
OG0013409	XP_015675865.1	ENSPTRG00000000170.6
OG0013411	XP_015675049.1	ENSPTRG00000000946.5
OG0013412	XP_029140500.1	ENSPTRG00000009025.5
OG0013414	XP_029141013.1	ENSPTRG00000010803.5
OG0013415	XP_015670866.1	ENSPTRG00000003454.6
OG0013417	XP_015678152.1	ENSPTRG00000021459.5
OG0013418	XP_015671255.1	ENSPTRG00000014192.6
OG0013419	XP_015682482.1	ENSPTRG00000010057.2
OG0013420	XP_015686280.1, XP_015681954.1	ENSPTRG00000038742.2
OG0013421	XP_015677362.1	ENSPTRG00000015488.4
OG0013422	XP_015676373.1	ENSPTRG00000008580.4
OG0013423	XP_015670317.1	ENSPTRG00000008578.5
OG0013425	XP_015684424.1	ENSPTRG00000010151.6
OG0013426	XP_015681986.1	ENSPTRG00000008574.3
OG0013428	XP_029141239.1	ENSPTRG00000022217.6
OG0013429	XP_015681985.1	ENSPTRG00000033860.2
OG0013430	XP_015681984.1	ENSPTRG00000008572.6
OG0013432	XP_029142895.1	ENSPTRG00000007346.7
OG0013433	XP_029142057.1	ENSPTRG00000003896.6
OG0013434	XP_015666596.1	ENSPTRG00000012137.5
OG0013435	XP_029142059.1	ENSPTRG00000003898.3
OG0013436	XP_015686045.1, XP_015681950.1	ENSPTRG00000003899.4
OG0013437	XP_015672986.1	ENSPTRG00000006277.3
OG0013438	XP_015670256.1	ENSPTRG00000034175.2
OG0013439	XP_015682864.1	ENSPTRG00000006741.5
OG0013440	XP_015679661.1	ENSPTRG00000009877.5
OG0013441	XP_029140466.1	ENSPTRG00000005854.5
OG0013442	XP_015669578.1	ENSPTRG00000051193.1
OG0013443	XP_015674536.1, XP_015685481.2	ENSPTRG00000009662.5
OG0013444	XP_015681784.1	ENSPTRG00000008568.2
OG0013445	XP_015678472.1	ENSPTRG00000007609.6
OG0013446	XP_015679662.1	ENSPTRG00000009873.6
OG0013448	XP_015675619.1	ENSPTRG00000030557.3
OG0013449	XP_015673414.1	ENSPTRG00000047534.1
OG0013450	XP_015668830.1	ENSPTRG00000001362.5
OG0013451	XP_015681842.1, XP_015681843.1	ENSPTRG00000000226.6
OG0013452	XP_015669646.1	ENSPTRG00000052586.1
OG0013453	XP_015687217.1	ENSPTRG00000007627.5
OG0013456	XP_029141416.1	ENSPTRG00000048496.1
OG0013457	XP_029139114.1, XP_015667136.1	ENSPTRG00000000492.7
OG0013459	XP_029139586.1	ENSPTRG00000004590.6
OG0013460	XP_015667475.1	ENSPTRG00000007527.6
OG0013461	XP_015665428.1	ENSPTRG00000012259.7
OG0013462	XP_015680806.1	ENSPTRG00000021484.7
OG0013463	XP_015685855.1	ENSPTRG00000007270.5
OG0013464	XP_029141337.1	ENSPTRG00000045965.1
OG0013465	XP_015681668.1	ENSPTRG00000047245.1
OG0013466	XP_015678621.1	ENSPTRG00000002479.6
OG0013467	XP_015669547.1	ENSPTRG00000004597.6
OG0013469	XP_015687220.1	ENSPTRG00000003923.5
OG0013470	XP_015680916.1	ENSPTRG00000006943.4
OG0013472	XP_015684704.1	ENSPTRG00000044863.1
OG0013473	XP_015678054.1	ENSPTRG00000046730.1
OG0013474	XP_015669317.1	ENSPTRG00000013334.4
OG0013476	XP_015680954.1	ENSPTRG00000013581.4
OG0013477	XP_015678198.1	ENSPTRG00000017005.5
OG0013478	XP_015667642.1, XP_015667640.1, XP_015667641.1	ENSPTRG00000017309.4
OG0013480	XP_015671451.1	ENSPTRG00000000414.7
OG0013481	XP_015666189.1	ENSPTRG00000010161.6
OG0013482	XP_029138923.1	ENSPTRG00000010162.5
OG0013483	XP_015671280.1	ENSPTRG00000005428.4
OG0013484	XP_015671281.1	ENSPTRG00000005429.6
OG0013485	XP_029141606.1	ENSPTRG00000020313.6
OG0013486	XP_015675033.1	ENSPTRG00000016332.6
OG0013487	XP_015665490.1	ENSPTRG00000049897.1, ENSPTRG00000052183.1
OG0013488	XP_015683009.2	ENSPTRG00000013577.4
OG0013490	XP_029142920.1	ENSPTRG00000010682.6
OG0013491	XP_015678578.1	ENSPTRG00000015329.5
OG0013492	XP_015680906.2	ENSPTRG00000013657.6
OG0013493	XP_015686496.1	ENSPTRG00000052715.1
OG0013494	XP_015670037.1	ENSPTRG00000044435.1
OG0013495	XP_015683746.1, XP_015683735.1	ENSPTRG00000016330.6
OG0013496	XP_015681219.1, XP_015681218.1	ENSPTRG00000013188.4
OG0013497	XP_029142355.1	ENSPTRG00000013566.7
OG0013498	XP_029140455.1	ENSPTRG00000014087.6
OG0013500	XP_015676010.1	ENSPTRG00000017751.3
OG0013501	XP_015671289.1	ENSPTRG00000005434.6
OG0013502	XP_029141989.1	ENSPTRG00000010687.4
OG0013503	XP_015683993.1	ENSPTRG00000013192.6
OG0013504	XP_015686203.1, XP_015681692.1	ENSPTRG00000010688.4
OG0013506	XP_015682729.1	ENSPTRG00000048023.1
OG0013507	XP_015683867.1	ENSPTRG00000016322.6
OG0013508	XP_015678251.1	ENSPTRG00000023147.5
OG0013509	XP_015674452.1	ENSPTRG00000008082.4
OG0013510	XP_015682601.1	ENSPTRG00000013317.3
OG0013511	XP_015665557.1	ENSPTRG00000010208.5
OG0013512	XP_015683855.1	ENSPTRG00000016320.3
OG0013513	XP_015671466.1	ENSPTRG00000013320.6
OG0013514	XP_015672088.1	ENSPTRG00000011371.4
OG0013515	XP_015676967.1	ENSPTRG00000003790.5
OG0013517	XP_029141460.1	ENSPTRG00000018640.7
OG0013518	XP_015674371.1	ENSPTRG00000015430.3
OG0013519	XP_029142914.1, XP_029142026.1	ENSPTRG00000000241.6
OG0013520	XP_029142785.1	ENSPTRG00000012049.6
OG0013521	XP_015676968.1	ENSPTRG00000047249.1
OG0013522	XP_015676516.1	ENSPTRG00000010885.3
OG0013523	XP_015676945.1	ENSPTRG00000023708.5
OG0013525	XP_015683815.1	ENSPTRG00000015833.5
OG0013526	XP_015685326.1	ENSPTRG00000011731.6
OG0013527	XP_029142466.1	ENSPTRG00000015834.7
OG0013528	XP_015683963.1	ENSPTRG00000011727.3
OG0013529	XP_015679080.1	ENSPTRG00000044843.1
OG0013530	XP_015665562.1	ENSPTRG00000010227.4
OG0013532	XP_015675403.1	ENSPTRG00000017446.3
OG0013533	XP_015682571.1	ENSPTRG00000013357.5, ENSPTRG00000050334.1
OG0013534	XP_015679079.1	ENSPTRG00000014069.6
OG0013536	XP_015685159.1	ENSPTRG00000015836.7
OG0013538	XP_015666209.1	ENSPTRG00000010715.6
OG0013539	XP_015666169.1	ENSPTRG00000010716.5
OG0013541	XP_015678246.1	ENSPTRG00000010238.4
OG0013542	XP_029138931.1	ENSPTRG00000010718.5
OG0013543	XP_015681679.1, XP_015686878.1	ENSPTRG00000044298.1
OG0013544	XP_015681680.1	ENSPTRG00000015380.3
OG0013545	XP_015676535.1	ENSPTRG00000020150.5
OG0013546	XP_015665471.1	ENSPTRG00000010609.4
OG0013547	XP_015674261.1, XP_015674249.1	ENSPTRG00000001242.4
OG0013548	XP_015666191.1	ENSPTRG00000010723.5
OG0013549	XP_015666176.1	ENSPTRG00000010726.6
OG0013550	XP_015666212.1	ENSPTRG00000010728.6
OG0013551	XP_015666214.1	ENSPTRG00000039907.2
OG0013552	XP_015667059.1	ENSPTRG00000042817.1, ENSPTRG00000013221.7
OG0013553	XP_015666792.1	ENSPTRG00000013223.7
OG0013554	XP_015680855.1	ENSPTRG00000001200.5
OG0013555	XP_015680854.1	ENSPTRG00000001201.7
OG0013556	XP_015665497.1	ENSPTRG00000010264.6
OG0013557	XP_015666216.1	ENSPTRG00000010733.5
OG0013558	XP_015667841.1	ENSPTRG00000012107.5
OG0013559	XP_015675849.1	ENSPTRG00000030660.3
OG0013560	XP_015675871.1	ENSPTRG00000000614.5
OG0013561	XP_015674350.1	ENSPTRG00000000618.5
OG0013562	XP_015681587.1	ENSPTRG00000019852.6, ENSPTRG00000047715.1
OG0013563	XP_029140204.1	ENSPTRG00000044371.1
OG0013568	XP_015671283.1	ENSPTRG00000005431.5, ENSPTRG00000039747.2
OG0013569	XP_015687831.1, XP_015687832.1	ENSPTRG00000031154.2
OG0013570	XP_015665527.1	ENSPTRG00000010650.6
OG0013571	XP_015684355.1, XP_015684354.1	ENSPTRG00000030540.2
OG0013572	XP_015665549.1	ENSPTRG00000023827.5
OG0013573	XP_015686247.1	ENSPTRG00000045332.1, ENSPTRG00000012267.5
OG0013575	XP_015682923.1, XP_029142281.1	ENSPTRG00000043844.1, ENSPTRG00000022275.4
OG0013584	XP_029140166.1, XP_015672460.2	ENSPTRG00000010876.4
OG0013611	XP_029139499.1	ENSPTRG00000051400.1
OG0013612	XP_015670790.1	ENSPTRG00000017686.6
OG0013613	XP_015670911.1	ENSPTRG00000005451.3
OG0013615	XP_029141148.1	ENSPTRG00000030788.5
OG0013618	XP_029140900.1	ENSPTRG00000008590.6
OG0013620	XP_015677521.1	ENSPTRG00000001272.6
OG0013621	XP_029139935.1	ENSPTRG00000005407.6
OG0013622	XP_015679550.1, XP_015677716.1	ENSPTRG00000006169.6
OG0013625	XP_015670915.1	ENSPTRG00000029772.4
OG0013626	XP_015668631.1	ENSPTRG00000042577.2
OG0013628	XP_015675002.1	ENSPTRG00000018875.5
OG0013630	XP_015675014.2	ENSPTRG00000018877.6
OG0013631	XP_029140620.1	ENSPTRG00000018878.6
OG0013632	XP_015676502.2	ENSPTRG00000008412.5
OG0013633	XP_015666617.1	ENSPTRG00000044799.1
OG0013635	XP_029140614.1	ENSPTRG00000018872.6
OG0013637	XP_015683906.1	ENSPTRG00000001441.6
OG0013638	XP_029140511.1	ENSPTRG00000008098.4
OG0013640	XP_029140293.1	ENSPTRG00000002544.6
OG0013641	XP_015678550.1	ENSPTRG00000011212.6
OG0013642	XP_015669351.1	ENSPTRG00000010995.5
OG0013645	XP_015683640.1	ENSPTRG00000048821.1
OG0013646	XP_015669381.1	ENSPTRG00000011007.4
OG0013650	XP_029141623.1	ENSPTRG00000017253.4
OG0013651	XP_015679601.1	ENSPTRG00000002577.4
OG0013652	XP_029139457.1	ENSPTRG00000001365.5
OG0013653	XP_015685132.2	ENSPTRG00000003913.4
OG0013656	XP_015684751.1	ENSPTRG00000044428.1
