Orthogroup	P_Mucros.pep	C_familiaris.pep
OG0011345	XP_015681049.1	ENSCAFG00000012027.2
OG0011346	XP_015680992.1	ENSCAFG00000012015.6
OG0011347	XP_015686268.1, XP_015679696.1	ENSCAFG00000017954.4
OG0011348	XP_015684832.1	ENSCAFG00000018082.3
OG0011349	XP_015682292.2	ENSCAFG00000018091.3
OG0011350	XP_015678585.1	ENSCAFG00000018123.5
OG0011351	XP_015676223.1	ENSCAFG00000012236.4
OG0011352	XP_015674936.1	ENSCAFG00000018203.4
OG0011353	XP_015679764.1	ENSCAFG00000018214.4
OG0011354	XP_015667782.1	ENSCAFG00000031586.2
OG0011355	XP_015683421.1	ENSCAFG00000018219.4
OG0011356	XP_015667744.1	ENSCAFG00000003180.4
OG0011357	XP_015670994.1	ENSCAFG00000003219.4
OG0011358	XP_029138975.1	ENSCAFG00000003248.4
OG0011359	XP_015681358.1	ENSCAFG00000000482.5
OG0011360	XP_015666581.1	ENSCAFG00000031669.2
OG0011361	XP_015666465.1	ENSCAFG00000003260.4
OG0011362	XP_015666525.1	ENSCAFG00000005498.4
OG0011363	XP_015677924.1	ENSCAFG00000005603.4
OG0011364	XP_015682213.1	ENSCAFG00000005969.4
OG0011365	XP_015671468.1	ENSCAFG00000016919.4
OG0011368	XP_015673186.1	ENSCAFG00000001162.4
OG0011369	XP_015673183.1	ENSCAFG00000001132.4
OG0011370	XP_015674176.1	ENSCAFG00000001330.4
OG0011371	XP_015671896.1	ENSCAFG00000002633.4
OG0011372	XP_015674168.1	ENSCAFG00000004499.4
OG0011373	XP_015674166.1	ENSCAFG00000005699.4
OG0011374	XP_015671888.1	ENSCAFG00000001839.6
OG0011375	XP_015674182.1	ENSCAFG00000005979.4
OG0011376	XP_015674160.1	ENSCAFG00000005965.5
OG0011377	XP_015674159.1	ENSCAFG00000005961.5
OG0011378	XP_015671902.1	ENSCAFG00000001829.4
OG0011379	XP_015674155.1	ENSCAFG00000005932.4
OG0011380	XP_029140463.1	ENSCAFG00000005898.4
OG0011382	XP_015681916.1	ENSCAFG00000004252.4
OG0011383	XP_015682608.1	ENSCAFG00000005560.3
OG0011384	XP_029140754.1	ENSCAFG00000002556.5
OG0011385	XP_015670155.1	ENSCAFG00000005627.4
OG0011386	XP_015682041.1	ENSCAFG00000001748.5
OG0011387	XP_015679016.1	ENSCAFG00000005668.4
OG0011388	XP_015682047.1	ENSCAFG00000001741.4
OG0011389	XP_015669033.1	ENSCAFG00000005685.4
OG0011390	XP_015681143.1	ENSCAFG00000007174.4
OG0011391	XP_015669028.1	ENSCAFG00000005690.3
OG0011392	XP_015669032.1	ENSCAFG00000005760.5
OG0011393	XP_015669027.1	ENSCAFG00000005890.4
OG0011394	XP_015667822.1	ENSCAFG00000004447.4
OG0011395	XP_029140764.1	ENSCAFG00000016357.6
OG0011397	XP_029139247.1	ENSCAFG00000028871.2
OG0011398	XP_015679982.1	ENSCAFG00000016430.5
OG0011399	XP_029141509.1	ENSCAFG00000001209.4
OG0011400	XP_029142666.1, XP_029140324.1	ENSCAFG00000001220.4
OG0011401	XP_015673373.1	ENSCAFG00000001233.4
OG0011402	XP_015673383.1	ENSCAFG00000001244.4
OG0011403	XP_015673384.1	ENSCAFG00000001254.5
OG0011404	XP_015673375.1	ENSCAFG00000011207.4
OG0011405	XP_015673376.1	ENSCAFG00000011226.5
OG0011406	XP_015673379.1, XP_015673378.1	ENSCAFG00000031572.2
OG0011407	XP_029140249.1	ENSCAFG00000011290.4
OG0011408	XP_015672804.1	ENSCAFG00000011248.4
OG0011409	XP_015667837.1	ENSCAFG00000002097.4
OG0011410	XP_029140250.1	ENSCAFG00000005202.5
OG0011411	XP_015672811.1	ENSCAFG00000024214.3
OG0011412	XP_015667778.1	ENSCAFG00000002037.5
OG0011413	XP_029139241.1	ENSCAFG00000002036.6
OG0011414	XP_015674908.1	ENSCAFG00000010974.5
OG0011415	XP_015674907.1	ENSCAFG00000010939.4
OG0011416	XP_015669246.1	ENSCAFG00000002141.5
OG0011417	XP_029141231.1	ENSCAFG00000028728.3
OG0011418	XP_015681915.1	ENSCAFG00000004282.4
OG0011419	XP_015678038.1	ENSCAFG00000004295.5
OG0011420	XP_015678039.1	ENSCAFG00000003957.4
OG0011421	XP_015678075.1	ENSCAFG00000010754.3
OG0011423	XP_015678043.1	ENSCAFG00000003926.5
OG0011424	XP_029140257.1	ENSCAFG00000011477.5
OG0011425	XP_015668545.1	ENSCAFG00000003752.2
OG0011426	XP_015668539.1	ENSCAFG00000003750.4
OG0011427	XP_029139389.1	ENSCAFG00000003748.4
OG0011428	XP_015671842.1	ENSCAFG00000003717.4
OG0011429	XP_015672860.1, XP_015672858.1	ENSCAFG00000010599.4
OG0011431	XP_015672844.1, XP_015672845.1	ENSCAFG00000010627.4
OG0011432	XP_015672843.1	ENSCAFG00000010609.4
OG0011433	XP_015672841.1	ENSCAFG00000010590.4
OG0011434	XP_015671844.1	ENSCAFG00000003657.5
OG0011435	XP_015672842.1	ENSCAFG00000010581.4
OG0011436	XP_015672668.2	ENSCAFG00000010296.4
OG0011437	XP_015675366.1	ENSCAFG00000003647.4
OG0011438	XP_015677118.1	ENSCAFG00000029053.2
OG0011439	XP_029141495.1	ENSCAFG00000003579.5
OG0011440	XP_015668063.1	ENSCAFG00000010266.5
OG0011441	XP_015684857.1, XP_029142756.1	ENSCAFG00000003486.3
OG0011442	XP_015679521.1	ENSCAFG00000003483.3
OG0011443	XP_015679526.1	ENSCAFG00000003477.4
OG0011444	XP_015684431.1	ENSCAFG00000010100.4
OG0011445	XP_015675589.2	ENSCAFG00000010091.4
OG0011446	XP_015679522.1	ENSCAFG00000003435.4
OG0011447	XP_015675482.1	ENSCAFG00000010042.5
OG0011448	XP_015678772.1	ENSCAFG00000003415.4
OG0011449	XP_029140727.1	ENSCAFG00000010019.4
OG0011450	XP_015675742.1	ENSCAFG00000003390.4
OG0011451	XP_015679512.1	ENSCAFG00000031148.2
OG0011452	XP_015671639.1	ENSCAFG00000003375.4
OG0011453	XP_015684675.1	ENSCAFG00000009881.4
OG0011454	XP_015671352.1	ENSCAFG00000009404.4
OG0011455	XP_015671642.1	ENSCAFG00000003348.5
OG0011456	XP_015671337.1	ENSCAFG00000009389.7
OG0011457	XP_015682941.1	ENSCAFG00000003300.4
OG0011458	XP_015682939.1	ENSCAFG00000003293.3
OG0011459	XP_029139953.1	ENSCAFG00000009273.4
OG0011460	XP_015676705.1	ENSCAFG00000002300.3
OG0011461	XP_015676706.1	ENSCAFG00000002288.4
OG0011462	XP_015671340.1, XP_015671341.1	ENSCAFG00000009149.4
OG0011463	XP_015676714.1	ENSCAFG00000002273.3
OG0011464	XP_015671344.1	ENSCAFG00000008946.5
OG0011465	XP_015671346.2	ENSCAFG00000008927.4
OG0011466	XP_015672659.1	ENSCAFG00000008597.4
OG0011467	XP_015668542.1	ENSCAFG00000003791.5
OG0011468	XP_015675175.1	ENSCAFG00000028930.2
OG0011469	XP_015675176.1	ENSCAFG00000008763.4
OG0011470	XP_015674731.1	ENSCAFG00000023413.3
OG0011471	XP_015674730.1	ENSCAFG00000003829.5
OG0011472	XP_015677826.1	ENSCAFG00000008732.4
OG0011473	XP_015679487.1	ENSCAFG00000003839.5
OG0011474	XP_015677825.1	ENSCAFG00000008689.4
OG0011475	XP_015676470.1	ENSCAFG00000003852.5
OG0011476	XP_015677823.1	ENSCAFG00000042902.1
OG0011477	XP_029140879.1	ENSCAFG00000003887.4
OG0011478	XP_015677819.1	ENSCAFG00000002301.5
OG0011479	XP_015677818.1	ENSCAFG00000002307.4
OG0011480	XP_015677817.2	ENSCAFG00000002309.4
OG0011481	XP_015676821.1	ENSCAFG00000002340.4
OG0011483	XP_015668143.1	ENSCAFG00000028467.2
OG0011484	XP_015672312.1	ENSCAFG00000005023.4
OG0011485	XP_015678229.1	ENSCAFG00000047413.1
OG0011486	XP_015672361.1	ENSCAFG00000003228.4
OG0011487	XP_015672302.2	ENSCAFG00000031595.2
OG0011488	XP_015678918.1	ENSCAFG00000004991.4
OG0011489	XP_015678784.1	ENSCAFG00000003251.4
OG0011490	XP_015680372.1, XP_015685914.1	ENSCAFG00000031904.2
OG0011491	XP_029140062.1	ENSCAFG00000004347.4
OG0011492	XP_015671908.1	ENSCAFG00000004350.4
OG0011493	XP_029141695.1	ENSCAFG00000002451.4
OG0011494	XP_015671907.1	ENSCAFG00000004358.6
OG0011495	XP_015675232.1	ENSCAFG00000002545.4
OG0011496	XP_029140295.1	ENSCAFG00000008140.5
OG0011497	XP_015681048.1	ENSCAFG00000002612.5
OG0011498	XP_015682340.1	ENSCAFG00000008083.5
OG0011499	XP_015681047.1	ENSCAFG00000002616.4
OG0011500	XP_015681333.1	ENSCAFG00000008061.4
OG0011501	XP_029140110.1	ENSCAFG00000032206.2
OG0011502	XP_029142521.1	ENSCAFG00000008023.3
OG0011503	XP_015684345.1	ENSCAFG00000007995.3
OG0011504	XP_015673491.1	ENSCAFG00000003554.4
OG0011505	XP_015673493.1	ENSCAFG00000003538.4
OG0011506	XP_015682032.1	ENSCAFG00000007936.4
OG0011507	XP_015680864.1	ENSCAFG00000023253.3
OG0011508	XP_015684500.1	ENSCAFG00000003467.4
OG0011509	XP_015673225.2	ENSCAFG00000003452.4
OG0011510	XP_015682060.1	ENSCAFG00000003446.4
OG0011511	XP_015687450.1	ENSCAFG00000003123.5
OG0011512	XP_015672871.1	ENSCAFG00000003116.6
OG0011513	XP_015672865.1	ENSCAFG00000003105.4
OG0011514	XP_015681598.1	ENSCAFG00000003096.4
OG0011515	XP_015668336.1	ENSCAFG00000003082.5
OG0011516	XP_015671818.1	ENSCAFG00000007419.4
OG0011517	XP_015671819.1	ENSCAFG00000007394.4
OG0011518	XP_015668339.1	ENSCAFG00000003065.4
OG0011519	XP_015668340.1	ENSCAFG00000003061.4
OG0011520	XP_015668344.1	ENSCAFG00000003045.4
OG0011521	XP_015668352.1	ENSCAFG00000003040.2
OG0011522	XP_015679258.1	ENSCAFG00000031056.2
OG0011524	XP_029140347.1	ENSCAFG00000001047.4
OG0011525	XP_015669653.1	ENSCAFG00000001030.4
OG0011526	XP_015677114.1	ENSCAFG00000001028.5
OG0011527	XP_015674893.1	ENSCAFG00000000989.5
OG0011528	XP_015674894.1	ENSCAFG00000000969.4
OG0011529	XP_015683189.1	ENSCAFG00000000958.4
OG0011530	XP_015675392.1	ENSCAFG00000000955.5
OG0011531	XP_015677616.1	ENSCAFG00000004163.4
OG0011532	XP_015677586.1	ENSCAFG00000004148.4
OG0011533	XP_015684566.1	ENSCAFG00000000942.5
OG0011534	XP_015684607.1	ENSCAFG00000000935.4
OG0011535	XP_015680538.1	ENSCAFG00000000925.4
OG0011536	XP_015680536.1	ENSCAFG00000000920.5
OG0011537	XP_029142510.1	ENSCAFG00000000915.4
OG0011538	XP_015687039.1	ENSCAFG00000004105.4
OG0011539	XP_015687038.1	ENSCAFG00000004093.4
OG0011540	XP_015687042.1	ENSCAFG00000004082.4
OG0011541	XP_015687040.1	ENSCAFG00000004052.5
OG0011542	XP_015677057.1	ENSCAFG00000004055.5
OG0011543	XP_015687036.1	ENSCAFG00000004039.4
OG0011544	XP_015682557.1	ENSCAFG00000004054.2
OG0011545	XP_015678376.1	ENSCAFG00000049597.1
OG0011546	XP_015677884.1	ENSCAFG00000003694.4
OG0011547	XP_015678579.2	ENSCAFG00000003826.4
OG0011548	XP_015680449.1	ENSCAFG00000003843.4
OG0011549	XP_015672374.1	ENSCAFG00000029143.2
OG0011551	XP_015680451.1	ENSCAFG00000004438.4
OG0011552	XP_015676606.1	ENSCAFG00000003757.5
OG0011553	XP_015680448.1	ENSCAFG00000004467.3
OG0011554	XP_015676803.1	ENSCAFG00000003784.4
OG0011555	XP_015676804.1	ENSCAFG00000003793.4
OG0011556	XP_015679581.1	ENSCAFG00000004535.4
OG0011557	XP_015687595.1	ENSCAFG00000003842.5
OG0011558	XP_015684947.1	ENSCAFG00000028683.2
OG0011559	XP_015682667.1	ENSCAFG00000003854.4
OG0011560	XP_015682822.1	ENSCAFG00000003868.4
OG0011561	XP_015683762.1	ENSCAFG00000005608.5
OG0011562	XP_015674480.1	ENSCAFG00000003882.5
OG0011563	XP_015674481.1	ENSCAFG00000003892.5
OG0011564	XP_015671121.1	ENSCAFG00000003922.4
OG0011565	XP_015676393.1	ENSCAFG00000005960.2
OG0011566	XP_015675347.1	ENSCAFG00000005985.4
OG0011567	XP_029139904.1	ENSCAFG00000004005.5
OG0011568	XP_015678799.1	ENSCAFG00000004453.4
OG0011569	XP_015667260.1	ENSCAFG00000004424.5
OG0011570	XP_015667488.1	ENSCAFG00000004423.3
OG0011571	XP_015668016.1	ENSCAFG00000025466.3
OG0011572	XP_015667600.1	ENSCAFG00000004679.5
OG0011573	XP_015667907.1	ENSCAFG00000005396.4
OG0011574	XP_015667912.1	ENSCAFG00000005399.3
OG0011575	XP_029139263.1	ENSCAFG00000005411.4
OG0011576	XP_029141651.1	ENSCAFG00000006424.4
OG0011577	XP_015667908.1	ENSCAFG00000005449.4
OG0011578	XP_015667198.1	ENSCAFG00000005491.4
OG0011579	XP_015667180.1	ENSCAFG00000005510.6
OG0011580	XP_015677217.1	ENSCAFG00000006521.4
OG0011581	XP_015687249.1	ENSCAFG00000006541.4
OG0011582	XP_029143098.1	ENSCAFG00000006553.4
OG0011583	XP_015680702.1	ENSCAFG00000031854.2
OG0011584	XP_015680703.1	ENSCAFG00000002951.6
OG0011585	XP_029143095.1	ENSCAFG00000006563.4
OG0011586	XP_015679819.1	ENSCAFG00000002947.4
OG0011587	XP_015680866.1	ENSCAFG00000006668.4
OG0011588	XP_015687569.1	ENSCAFG00000002879.4
OG0011589	XP_029141935.1	ENSCAFG00000007261.4
OG0011590	XP_015672296.1	ENSCAFG00000002848.4
OG0011591	XP_015672295.1	ENSCAFG00000002842.5
OG0011592	XP_015672297.1	ENSCAFG00000030132.2
OG0011593	XP_015677221.1, XP_015677220.1	ENSCAFG00000002809.4
OG0011594	XP_015683753.1	ENSCAFG00000007390.4
OG0011595	XP_015677223.1	ENSCAFG00000002793.4
OG0011596	XP_029141017.1	ENSCAFG00000002782.4
OG0011597	XP_015677385.1	ENSCAFG00000012076.3
OG0011598	XP_015677384.1	ENSCAFG00000012041.5
OG0011599	XP_015677372.1	ENSCAFG00000012018.5
OG0011600	XP_015677371.1	ENSCAFG00000011992.2
OG0011601	XP_015677377.1	ENSCAFG00000011969.4
OG0011602	XP_029140273.1	ENSCAFG00000002702.5
OG0011603	XP_015677381.1	ENSCAFG00000011906.4
OG0011604	XP_015670788.1	ENSCAFG00000000295.4
OG0011605	XP_015670796.1	ENSCAFG00000000296.4
OG0011606	XP_015670789.1	ENSCAFG00000000300.5
OG0011607	XP_015670797.1	ENSCAFG00000000305.4
OG0011608	XP_015670792.1	ENSCAFG00000000307.4
OG0011609	XP_015675288.1	ENSCAFG00000000380.4
OG0011610	XP_015683325.1	ENSCAFG00000011710.4
OG0011611	XP_029140353.1, XP_015685606.1	ENSCAFG00000016311.6
OG0011613	XP_015675351.1	ENSCAFG00000005486.5
OG0011614	XP_015675353.1	ENSCAFG00000005459.5
OG0011615	XP_015683033.1, XP_015685549.1	ENSCAFG00000005344.4
OG0011616	XP_015674851.1	ENSCAFG00000000322.4
OG0011617	XP_015674850.1	ENSCAFG00000000326.5
OG0011618	XP_015683036.1, XP_015683037.1	ENSCAFG00000023650.3
OG0011619	XP_015681925.1	ENSCAFG00000028684.2
OG0011620	XP_029140703.1	ENSCAFG00000005254.3
OG0011622	XP_015677853.1	ENSCAFG00000000329.4
OG0011623	XP_015677850.1	ENSCAFG00000000335.4
OG0011624	XP_015681474.1	ENSCAFG00000000366.4
OG0011625	XP_015670087.1	ENSCAFG00000000770.4
OG0011626	XP_015682449.1	ENSCAFG00000031434.2
OG0011627	XP_029141181.1	ENSCAFG00000000667.6
OG0011628	XP_015672335.1	ENSCAFG00000000655.5
OG0011629	XP_015672336.1	ENSCAFG00000000652.5
OG0011630	XP_015682187.1	ENSCAFG00000000647.4
OG0011631	XP_029142122.1	ENSCAFG00000000644.4
OG0011632	XP_029140931.1	ENSCAFG00000000627.5
OG0011633	XP_029140930.1	ENSCAFG00000000608.5
OG0011634	XP_015678633.1, XP_015678632.1	ENSCAFG00000000589.5
OG0011635	XP_015678634.1	ENSCAFG00000000581.4
OG0011636	XP_015680614.1	ENSCAFG00000040985.1
OG0011637	XP_015677491.1	ENSCAFG00000000547.5
OG0011638	XP_029141029.1	ENSCAFG00000000538.3
OG0011639	XP_029140104.1	ENSCAFG00000029443.2
OG0011640	XP_015672176.1	ENSCAFG00000015729.4
OG0011642	XP_015672171.1, XP_015672172.1	ENSCAFG00000015633.2
OG0011643	XP_015674513.1	ENSCAFG00000010464.4
OG0011644	XP_015678293.1	ENSCAFG00000011040.4
OG0011645	XP_015682696.1	ENSCAFG00000011072.5
OG0011646	XP_015682698.1	ENSCAFG00000011196.4
OG0011647	XP_015672407.1	ENSCAFG00000011533.7
OG0011648	XP_015676099.1	ENSCAFG00000011564.4
OG0011649	XP_015675595.1	ENSCAFG00000011612.4
OG0011650	XP_029140721.1	ENSCAFG00000011665.5
OG0011651	XP_015675373.1	ENSCAFG00000011736.5
OG0011652	XP_015675371.1	ENSCAFG00000030982.2
OG0011653	XP_015675367.1	ENSCAFG00000011786.4
OG0011654	XP_015675372.1	ENSCAFG00000011797.4
OG0011655	XP_015679887.2	ENSCAFG00000012151.4
OG0011656	XP_029141604.1	ENSCAFG00000012137.4
OG0011657	XP_015679884.1	ENSCAFG00000012118.4
OG0011658	XP_015680395.1	ENSCAFG00000012080.4
OG0011659	XP_015680393.1	ENSCAFG00000012068.4
OG0011660	XP_015680391.1	ENSCAFG00000012047.5
OG0011661	XP_015674526.1	ENSCAFG00000011897.4
OG0011662	XP_015674527.1	ENSCAFG00000011843.5
OG0011663	XP_015674531.1	ENSCAFG00000004116.4
OG0011664	XP_029141172.1	ENSCAFG00000004457.5
OG0011665	XP_015668134.1	ENSCAFG00000007290.4
OG0011666	XP_015680692.1	ENSCAFG00000031182.2
OG0011667	XP_015680798.1	ENSCAFG00000001987.4
OG0011669	XP_015679404.1	ENSCAFG00000001477.4
OG0011670	XP_015676544.1	ENSCAFG00000001492.4
OG0011671	XP_015676543.1	ENSCAFG00000029506.2
OG0011672	XP_015673503.1	ENSCAFG00000001922.4
OG0011673	XP_015673538.1	ENSCAFG00000001872.4
OG0011674	XP_015677508.1	ENSCAFG00000005843.4
OG0011675	XP_015671486.1	ENSCAFG00000006151.4
OG0011676	XP_029139975.1	ENSCAFG00000006160.4
OG0011677	XP_015671481.1	ENSCAFG00000005980.4
OG0011678	XP_015671490.1	ENSCAFG00000005925.5
OG0011679	XP_015671981.1	ENSCAFG00000006096.4
OG0011680	NP_001310179.1	ENSCAFG00000006145.5
OG0011681	XP_015671983.1	ENSCAFG00000005738.4
OG0011682	XP_015671991.1	ENSCAFG00000005713.5
OG0011683	XP_015687076.1	ENSCAFG00000032023.2
OG0011684	XP_015670269.1	ENSCAFG00000006479.5
OG0011685	XP_015670260.1	ENSCAFG00000001722.2
OG0011686	XP_029139759.1	ENSCAFG00000001642.5
OG0011687	XP_029139761.1	ENSCAFG00000012024.5
OG0011688	XP_015670142.1	ENSCAFG00000012176.5
OG0011689	XP_029139735.1	ENSCAFG00000012260.4
OG0011690	XP_015670163.1	ENSCAFG00000012330.3
OG0011691	XP_015670150.1	ENSCAFG00000012338.4
OG0011692	XP_029139971.1	ENSCAFG00000012352.4
OG0011693	XP_015671433.1	ENSCAFG00000012389.4
OG0011694	XP_015673510.1	ENSCAFG00000012445.4
OG0011695	XP_015673502.1	ENSCAFG00000012530.4
OG0011696	XP_015678791.1	ENSCAFG00000010835.4
OG0011697	XP_015678318.1	ENSCAFG00000010815.5
OG0011698	XP_029140958.1	ENSCAFG00000010842.4
OG0011699	XP_015687411.1	ENSCAFG00000013516.4
OG0011700	XP_015687412.1	ENSCAFG00000011358.5
OG0011701	XP_015687405.1	ENSCAFG00000011373.5
OG0011702	XP_015674734.1	ENSCAFG00000016404.4
OG0011703	XP_015671882.1	ENSCAFG00000011834.5
OG0011704	XP_015671885.1	ENSCAFG00000011709.3
OG0011705	XP_015675117.1	ENSCAFG00000001549.4
OG0011706	XP_015675118.1	ENSCAFG00000029359.2
OG0011707	XP_015675116.1	ENSCAFG00000046962.1
OG0011708	XP_029140636.1	ENSCAFG00000001560.5
OG0011709	XP_015677624.1	ENSCAFG00000001571.4
OG0011710	XP_015681071.1	ENSCAFG00000005258.4
OG0011711	XP_029141844.1	ENSCAFG00000023626.4
OG0011712	XP_015681072.1	ENSCAFG00000005283.4
OG0011713	XP_015676436.1	ENSCAFG00000005309.4
OG0011714	XP_029142121.1	ENSCAFG00000005609.5
OG0011715	XP_015675667.1	ENSCAFG00000016108.5
OG0011716	XP_015675668.1	ENSCAFG00000016115.5
OG0011717	XP_015675670.1	ENSCAFG00000016123.4
OG0011718	XP_015683337.1, XP_015682634.1	ENSCAFG00000016244.4
OG0011719	XP_015680546.1	ENSCAFG00000016346.4
OG0011720	XP_015679465.1	ENSCAFG00000016360.5
OG0011721	XP_015673425.1, XP_015673426.1	ENSCAFG00000006467.5
OG0011722	XP_015673424.1	ENSCAFG00000006426.5
OG0011723	XP_015676445.1	ENSCAFG00000006340.4
OG0011724	XP_015676444.1	ENSCAFG00000006228.4
OG0011725	XP_015676443.1	ENSCAFG00000029480.2
OG0011726	XP_015667563.1	ENSCAFG00000029666.2
OG0011727	XP_029139224.1	ENSCAFG00000006181.4
OG0011728	XP_015667651.1	ENSCAFG00000029334.2
OG0011729	XP_015667585.1	ENSCAFG00000004389.4
OG0011730	XP_015667528.1	ENSCAFG00000004368.3
OG0011731	XP_015667628.1	ENSCAFG00000004322.4
OG0011732	XP_015667552.1	ENSCAFG00000002659.4
OG0011733	XP_015667662.1	ENSCAFG00000029692.2
OG0011734	XP_015674460.1	ENSCAFG00000002664.5
OG0011735	XP_015686884.1	ENSCAFG00000002829.5
OG0011736	XP_029143029.1	ENSCAFG00000002796.4
OG0011737	XP_015686848.1	ENSCAFG00000002919.4
OG0011738	XP_015686838.1	ENSCAFG00000002927.4
OG0011739	XP_015686830.1	ENSCAFG00000002940.5
OG0011740	XP_015667996.1	ENSCAFG00000002955.6
OG0011741	XP_029139278.1	ENSCAFG00000002975.6
OG0011742	XP_015684884.1	ENSCAFG00000024926.3
OG0011743	XP_015674462.1	ENSCAFG00000042623.1
OG0011744	XP_015669179.2	ENSCAFG00000002698.3
OG0011745	XP_015669173.1	ENSCAFG00000002722.4
OG0011746	XP_015669161.1	ENSCAFG00000002729.4
OG0011747	YP_008081110.1, XP_015686872.1	ENSCAFG00000022739.1
OG0011748	XP_029140070.1	ENSCAFG00000046117.1, ENSCAFG00000013045.3
OG0011749	XP_015677718.1, XP_015685828.1	ENSCAFG00000011956.4
OG0011750	XP_015675797.1, XP_015675798.1	ENSCAFG00000013810.5
OG0011751	XP_015670524.1	ENSCAFG00000018929.5
OG0011752	XP_029139451.1	ENSCAFG00000017402.4
OG0011753	XP_015669405.1	ENSCAFG00000017868.3
OG0011754	XP_015684183.2	ENSCAFG00000041804.1
OG0011755	XP_015682782.1, XP_015682783.1	ENSCAFG00000018659.4
OG0011756	XP_015687789.1	ENSCAFG00000012677.4
OG0011757	XP_015671616.1	ENSCAFG00000011322.4
OG0011758	XP_015681891.1, XP_015677111.1	ENSCAFG00000018869.3
OG0011759	XP_015685987.1	ENSCAFG00000032138.2
OG0011760	XP_015684950.1	ENSCAFG00000013237.5
OG0011761	XP_015683443.1	ENSCAFG00000032416.2
OG0011762	XP_015676177.1	ENSCAFG00000019048.3
OG0011763	XP_015672621.1	ENSCAFG00000007016.5, ENSCAFG00000013213.4
OG0011764	XP_015682394.2	ENSCAFG00000013712.4
OG0011765	XP_015682597.1	ENSCAFG00000000910.5
OG0011766	XP_015682396.1	ENSCAFG00000013699.4
OG0011767	XP_015666601.1	ENSCAFG00000012275.4, ENSCAFG00000017228.5
OG0011768	XP_029142283.1, XP_029142753.1	ENSCAFG00000023057.4
OG0011770	XP_015678140.1	ENSCAFG00000032601.3
OG0011771	XP_015679331.1	ENSCAFG00000013544.5
OG0011772	XP_029141244.1	ENSCAFG00000013087.5
OG0011773	XP_015679919.1, XP_015679918.1	ENSCAFG00000016212.4
OG0011774	XP_015676915.1	ENSCAFG00000032251.2
OG0011776	XP_015678316.1, XP_015678317.1	ENSCAFG00000032517.2, ENSCAFG00000004320.4
OG0011777	XP_015678136.1, XP_015678137.1	ENSCAFG00000013077.3
OG0011778	XP_015678141.1	ENSCAFG00000013044.5
OG0011780	XP_015679624.1	ENSCAFG00000017845.4
OG0011781	XP_015679627.1	ENSCAFG00000017836.2
OG0011782	XP_015665463.1	ENSCAFG00000030694.2
OG0011783	XP_015676076.1	ENSCAFG00000031531.2, ENSCAFG00000017521.4
OG0011784	XP_015686822.1, XP_015679840.1	ENSCAFG00000020280.5
OG0011785	XP_029140760.1	ENSCAFG00000015069.5
OG0011786	XP_015684152.1	ENSCAFG00000016280.4
OG0011787	XP_015668424.1, XP_015668423.1	ENSCAFG00000012809.5
OG0011789	XP_015679826.1	ENSCAFG00000030041.2
OG0011790	XP_015681051.1	ENSCAFG00000017480.4
OG0011791	XP_015672152.1	ENSCAFG00000011257.5
OG0011792	XP_015667477.1	ENSCAFG00000019227.4
OG0011794	XP_029139122.1	ENSCAFG00000005488.4
OG0011795	XP_015685213.1	ENSCAFG00000016882.4
OG0011796	XP_029139354.1	ENSCAFG00000012628.5
OG0011797	XP_015675341.1	ENSCAFG00000029618.2
OG0011798	XP_015677986.1	ENSCAFG00000023872.3, ENSCAFG00000023913.2, ENSCAFG00000011530.3
OG0011800	XP_015682274.1, XP_015682273.1	ENSCAFG00000016851.4
OG0011801	XP_029141937.1	ENSCAFG00000013923.5
OG0011802	XP_015666109.1	ENSCAFG00000002970.4
OG0011804	XP_015687802.1	ENSCAFG00000016003.4
OG0011806	XP_015668684.1, XP_029139421.1	ENSCAFG00000014601.6
OG0011807	XP_029140985.1	ENSCAFG00000001367.5
OG0011809	XP_015680392.1	ENSCAFG00000011960.4
OG0011810	XP_015667457.1	ENSCAFG00000019204.4
OG0011811	XP_015668664.1	ENSCAFG00000014561.4
OG0011812	XP_029142190.1	ENSCAFG00000018524.4
OG0011813	XP_015665409.1	ENSCAFG00000015416.5
OG0011814	XP_015681839.1	ENSCAFG00000018177.4
OG0011815	XP_015668945.1	ENSCAFG00000014267.4
OG0011817	XP_015671035.1	ENSCAFG00000010761.4
OG0011821	XP_015685127.1, XP_015682894.1	ENSCAFG00000020120.4
OG0011822	XP_015668656.1	ENSCAFG00000015964.4
OG0011823	XP_015668677.1	ENSCAFG00000015960.4
OG0011824	XP_015681043.1	ENSCAFG00000020093.1
OG0011827	XP_015681618.1	ENSCAFG00000019434.5
OG0011828	XP_015676354.2	ENSCAFG00000006320.4
OG0011829	XP_015686475.1, XP_015682467.1	ENSCAFG00000018506.4
OG0011830	XP_015683076.1, XP_015683077.1	ENSCAFG00000012475.4
OG0011831	XP_015667418.1	ENSCAFG00000023738.3
OG0011832	XP_015684469.1, XP_015686555.1	ENSCAFG00000045671.1
OG0011834	XP_015687286.1, XP_015687284.1	ENSCAFG00000007750.5
