Orthogroup	P_Mucros.pep	G_gallus.pep
OG0013563	XP_029140204.1	ENSGALG00000051454.1
OG0013565	XP_015684821.1	ENSGALG00000036447.2, ENSGALG00000054682.1, ENSGALG00000052583.1, ENSGALG00000052883.1, ENSGALG00000047480.1, ENSGALG00000053343.1, ENSGALG00000048015.1
OG0013566	XP_029142291.1	ENSGALG00000023622.4, ENSGALG00000028039.3, ENSGALG00000026655.3, ENSGALG00000025945.3
OG0013568	XP_015671283.1	ENSGALG00000037998.3
OG0013569	XP_015687831.1, XP_015687832.1	ENSGALG00000035441.2
OG0013570	XP_015665527.1	ENSGALG00000043456.2
OG0013571	XP_015684355.1, XP_015684354.1	ENSGALG00000006835.5
OG0013572	XP_015665549.1	ENSGALG00000040832.2
OG0013573	XP_015686247.1	ENSGALG00000036791.2
OG0013616	XP_029141308.1, XP_029141307.1	ENSGALG00000053165.1
OG0013618	XP_029140900.1	ENSGALG00000001410.5
OG0013624	XP_015668192.1	ENSGALG00000040662.2
OG0013625	XP_015670915.1	ENSGALG00000045619.2
OG0013628	XP_015675002.1	ENSGALG00000004460.6
OG0013631	XP_029140620.1	ENSGALG00000004530.6
OG0013633	XP_015666617.1	ENSGALG00000013883.6
OG0013635	XP_029140614.1	ENSGALG00000004420.7
OG0013636	XP_015677339.1, XP_015677337.1, XP_015677338.1	ENSGALG00000004489.6
OG0013640	XP_029140293.1	ENSGALG00000002845.5
OG0013658	XP_015680001.1	ENSGALG00000002595.6
OG0013661	XP_015679417.1	ENSGALG00000006399.3
OG0013682	XP_015680206.1	ENSGALG00000038681.2
OG0013684	XP_029141259.1	ENSGALG00000048303.1
OG0013704	XP_015676069.1	ENSGALG00000024049.4
OG0013711	XP_015675937.1	ENSGALG00000002532.5
OG0013714	XP_015687565.1	ENSGALG00000007543.5
OG0013715	XP_015687564.1	ENSGALG00000007575.6
OG0013717	XP_015681787.1	ENSGALG00000027260.3
OG0013718	XP_029142708.1	ENSGALG00000043015.2
OG0013720	XP_015687975.1	ENSGALG00000007570.6
OG0013726	XP_015678810.1	ENSGALG00000038000.2
OG0013727	XP_015678082.1	ENSGALG00000039146.3
OG0013728	XP_015687379.1	ENSGALG00000049840.1
OG0013729	XP_015676015.1, XP_015676016.1	ENSGALG00000042330.3
OG0013730	XP_015677160.1	ENSGALG00000029498.3
OG0013739	XP_029140699.1	ENSGALG00000045736.2
OG0013742	XP_015676917.1	ENSGALG00000053363.1
OG0013744	XP_015685985.1	ENSGALG00000048972.1
OG0013747	XP_015681989.1	ENSGALG00000030546.2
OG0013748	XP_015682016.1	ENSGALG00000041528.2
OG0013749	XP_015680524.1	ENSGALG00000046085.2
OG0013750	XP_015683461.1	ENSGALG00000004745.4
OG0013751	XP_015682594.1	ENSGALG00000036219.3
OG0013770	XP_015680551.1	ENSGALG00000016570.6
OG0013774	XP_015668241.1	ENSGALG00000021569.6
OG0013775	XP_015682325.1	ENSGALG00000027885.4
OG0013784	XP_015676731.1, XP_015678106.2	ENSGALG00000012021.6
OG0013787	XP_015682477.1	ENSGALG00000042003.2
OG0013799	XP_015683041.2, XP_015684333.2	ENSGALG00000006838.5
OG0013800	XP_015680690.1	ENSGALG00000052156.1
OG0013804	XP_015683908.1	ENSGALG00000049270.1
OG0013805	XP_015683604.1	ENSGALG00000013462.2
OG0013806	XP_015677087.1	ENSGALG00000033656.3
OG0013810	XP_015671662.1	ENSGALG00000040755.2
OG0013826	XP_029140572.1	ENSGALG00000052388.1
OG0013829	XP_029140770.1	ENSGALG00000013097.7
OG0013832	XP_015686643.1	ENSGALG00000011532.7
OG0013860	XP_015673423.1	ENSGALG00000039536.2
OG0013864	XP_015671115.1	ENSGALG00000040180.2
OG0013866	XP_015680598.1	ENSGALG00000013226.6
OG0013870	XP_029141319.1	ENSGALG00000013168.5
OG0013876	XP_015667073.1	ENSGALG00000027620.4
OG0013880	XP_015687306.1, XP_015687305.1	ENSGALG00000023546.4
OG0013887	XP_029141309.1	ENSGALG00000043240.2
OG0013888	XP_015667222.1	ENSGALG00000034493.2
OG0013894	XP_015679732.1	ENSGALG00000006408.7
OG0013895	XP_015678363.1	ENSGALG00000013403.7
OG0013900	XP_015669195.1	ENSGALG00000053550.1
OG0013901	XP_015669204.1, XP_015669203.1, XP_015669205.1	ENSGALG00000031296.3
OG0013906	XP_015669936.1	ENSGALG00000011717.6
OG0013916	XP_015687656.1	ENSGALG00000000557.6
OG0013919	XP_015684023.1	ENSGALG00000010379.6
OG0013920	XP_029143197.1	ENSGALG00000054667.1
OG0013920	XP_029141068.1	ENSGALG00000051428.1
OG0013921	XP_015671009.1	ENSGALG00000002860.6
OG0013922	XP_015671010.1	ENSGALG00000000504.6
OG0013929	XP_029138819.1	ENSGALG00000051311.1
OG0013933	XP_015686207.1, XP_015665571.1	ENSGALG00000016860.7
OG0013934	XP_015667550.1	ENSGALG00000002170.6
OG0013936	XP_029140397.1	ENSGALG00000000584.6
OG0013948	XP_015680759.1	ENSGALG00000016538.4
OG0013952	XP_015680934.1, XP_015684619.1	ENSGALG00000005628.5
OG0013956	XP_015685866.1	ENSGALG00000005849.5
OG0013957	XP_015682133.1	ENSGALG00000006013.7
OG0013960	XP_015684545.1	ENSGALG00000015418.6
OG0013962	XP_015677779.1, XP_015677777.1, XP_015677778.1	ENSGALG00000009792.6
OG0013973	XP_015672607.2	ENSGALG00000046720.1
OG0013988	XP_015669727.1	ENSGALG00000010322.4
OG0013992	XP_015666040.1	ENSGALG00000015006.7
OG0013995	XP_029142759.1, XP_015680917.2	ENSGALG00000008599.6
OG0014002	XP_015683672.1	ENSGALG00000036725.2
OG0014004	XP_015677949.1	ENSGALG00000042177.2
OG0014005	XP_015682828.1, XP_015682836.1	ENSGALG00000006602.6
OG0014023	XP_015667883.2	ENSGALG00000017003.5
OG0014031	XP_015672861.1	ENSGALG00000049722.1
OG0014032	XP_015668544.1	ENSGALG00000019873.5
OG0014033	XP_015679484.1	ENSGALG00000016483.6
OG0014035	XP_015681616.1	ENSGALG00000015780.3
OG0014037	XP_015668354.1	ENSGALG00000015826.5
OG0014042	XP_015670362.1	ENSGALG00000049667.1
OG0014043	XP_029142892.1	ENSGALG00000048013.1
OG0014046	XP_015680037.1	ENSGALG00000028420.3
OG0014049	XP_015683594.1	ENSGALG00000009457.5
OG0014052	XP_029139516.1	ENSGALG00000008165.6
OG0014053	XP_015681586.1	ENSGALG00000053653.1
OG0014055	XP_029140101.1	ENSGALG00000031604.2
OG0014057	XP_029142859.1	ENSGALG00000011222.5
OG0014058	XP_015681335.1	ENSGALG00000031016.2
OG0014059	XP_015670280.1	ENSGALG00000027950.3
OG0014061	XP_015686737.1, XP_029141957.1	ENSGALG00000046656.2
OG0014062	XP_015681535.1	ENSGALG00000050763.1
OG0014063	XP_015681531.1	ENSGALG00000054637.1
OG0014066	XP_015682778.1	ENSGALG00000041802.3
OG0014067	XP_029142081.1	ENSGALG00000045228.2
OG0014070	XP_029140629.1	ENSGALG00000001270.6
OG0014077	XP_015676057.1	ENSGALG00000006637.4
OG0014086	XP_015672329.1	ENSGALG00000052628.1
OG0014089	XP_015669810.1	ENSGALG00000029653.2
OG0014090	XP_015683212.1	ENSGALG00000001872.4
OG0014095	XP_029140380.1	ENSGALG00000044678.2
OG0014096	XP_015680571.1	ENSGALG00000025907.3
OG0014098	XP_015675428.1	ENSGALG00000026229.3
OG0014100	XP_029141511.1	ENSGALG00000038596.3
OG0014102	XP_015674433.1	ENSGALG00000020454.4
OG0014103	XP_015668217.1	ENSGALG00000027476.3
OG0014110	XP_029139455.1	ENSGALG00000006217.7
OG0014112	XP_029142172.1	ENSGALG00000044997.2
OG0014116	XP_015687153.2	ENSGALG00000008911.6
OG0014121	XP_015669481.1	ENSGALG00000037992.2
OG0014125	XP_015687115.1	ENSGALG00000027231.4
OG0014130	XP_015671334.1	ENSGALG00000002394.7
OG0014133	XP_015669051.1	ENSGALG00000044002.2
OG0014147	XP_015667960.1	ENSGALG00000009903.5
OG0014148	XP_015683853.1	ENSGALG00000052464.1
OG0014151	XP_015683652.1	ENSGALG00000026776.3
OG0014152	XP_029138957.1	ENSGALG00000010736.6
OG0014157	XP_015678862.1	ENSGALG00000004623.5
OG0014163	XP_015673080.1	ENSGALG00000005266.6
OG0014164	XP_015683092.1	ENSGALG00000031212.2
OG0014169	XP_015668536.1	ENSGALG00000017168.6
OG0014171	XP_015681330.1	ENSGALG00000039982.2
OG0014172	XP_015670980.2	ENSGALG00000022696.5
OG0014173	XP_015684178.1	ENSGALG00000004659.6
OG0014174	XP_015670962.1	ENSGALG00000047148.1
OG0014177	XP_015666502.1	ENSGALG00000047464.1
OG0014181	XP_015673988.1	ENSGALG00000000277.3
OG0014182	XP_029141698.1	ENSGALG00000046995.1
OG0014186	XP_015683593.1	ENSGALG00000034303.2
OG0014190	XP_015670964.1	ENSGALG00000030652.2
OG0014199	XP_015682404.1	ENSGALG00000001596.6
OG0014205	XP_015674417.1	ENSGALG00000032087.2
OG0014207	XP_015672620.2	ENSGALG00000054931.1
OG0014208	XP_015677008.1	ENSGALG00000030372.2
OG0014210	XP_015671293.1	ENSGALG00000005626.6
OG0014213	XP_015678153.1	ENSGALG00000028236.3
OG0014214	XP_029139339.1	ENSGALG00000039479.2
OG0014218	XP_029141777.1	ENSGALG00000029721.3
OG0014219	XP_015685731.1	ENSGALG00000003014.7
OG0014223	XP_015667566.1	ENSGALG00000042647.2
OG0014225	XP_015678474.2	ENSGALG00000002276.7
OG0014226	XP_015680750.1	ENSGALG00000027314.3
OG0014227	XP_015667111.1	ENSGALG00000031444.2
OG0014228	XP_015668874.1	ENSGALG00000028924.3
OG0014229	XP_015676593.1	ENSGALG00000009096.6
OG0014230	XP_015675826.1	ENSGALG00000012710.6
OG0014232	XP_015681273.1	ENSGALG00000003636.7
OG0014233	XP_015669249.1	ENSGALG00000016675.4
OG0014236	XP_015675824.1	ENSGALG00000003895.4
OG0014238	XP_015684437.1	ENSGALG00000003973.6
OG0014241	XP_015683314.1	ENSGALG00000007226.6
OG0014242	XP_015675821.1	ENSGALG00000047338.1
OG0014243	XP_015683415.1	ENSGALG00000013756.6
OG0014245	XP_015685845.1	ENSGALG00000029151.4
OG0014248	XP_015685456.1	ENSGALG00000032184.2
OG0014254	XP_015670340.1	ENSGALG00000026239.3
OG0014255	XP_015670318.1	ENSGALG00000054781.1
OG0014256	XP_015675785.1	ENSGALG00000041736.2
OG0014257	XP_015684328.1	ENSGALG00000053748.1
OG0014259	XP_015668239.1, XP_015668240.1	ENSGALG00000029669.2
OG0014262	XP_015679114.1	ENSGALG00000026332.3
OG0014263	XP_015680378.1	ENSGALG00000044125.2
OG0014268	XP_015681220.1	ENSGALG00000015995.7
OG0014271	XP_015679894.1	ENSGALG00000030890.2
OG0014277	XP_029142025.1	ENSGALG00000030647.2
OG0014281	XP_015682156.1	ENSGALG00000032409.3, ENSGALG00000054418.1
OG0014285	XP_015681447.2	ENSGALG00000043137.2
OG0014286	XP_015672783.1	ENSGALG00000048769.1
OG0014287	XP_015678047.1	ENSGALG00000001621.5
OG0014289	XP_015675784.2	ENSGALG00000030900.2
OG0014293	XP_015668478.1	ENSGALG00000016610.6
OG0014299	XP_015684470.1	ENSGALG00000031679.2
OG0014302	XP_029141963.1	ENSGALG00000042642.3
OG0014304	XP_015679194.1	ENSGALG00000030871.2
OG0014305	XP_015666264.1, XP_015666341.1, XP_015666348.1	ENSGALG00000020775.5
OG0014306	XP_015667959.1	ENSGALG00000009940.5
OG0014308	XP_015665554.1	ENSGALG00000027838.4
OG0014309	XP_015670343.1, XP_015672274.1	ENSGALG00000029837.2
OG0014310	XP_015675984.1	ENSGALG00000026698.4
OG0014311	XP_015672511.1	ENSGALG00000003326.6
OG0014312	XP_015672506.1	ENSGALG00000003295.6
OG0014313	XP_015675856.1	ENSGALG00000026367.4
OG0014314	XP_015673097.1	ENSGALG00000002225.6
OG0014315	XP_029140290.1	ENSGALG00000031918.2
OG0014316	XP_015684535.1	ENSGALG00000045920.2
OG0014317	XP_015671771.1	ENSGALG00000001664.6
OG0014318	XP_015687984.1	ENSGALG00000005648.7
OG0014320	XP_015671531.1	ENSGALG00000037713.2
OG0014321	XP_029140119.1	ENSGALG00000013817.6
OG0014322	XP_015668231.1	ENSGALG00000024053.5
OG0014323	XP_015674637.1	ENSGALG00000046444.2
OG0014325	XP_029140944.1	ENSGALG00000029282.2
OG0014326	XP_015665422.1	ENSGALG00000001084.6
OG0014327	XP_015672049.2	ENSGALG00000037378.2
OG0014328	XP_015677636.1	ENSGALG00000037991.2
OG0014329	XP_015673954.1	ENSGALG00000042103.2
OG0014400	XP_015666239.1	ENSGALG00000007590.5
OG0014403	XP_015677143.1	ENSGALG00000002734.5
OG0014408	XP_015683860.2, XP_015683971.2	ENSGALG00000031866.2
OG0014419	XP_015666784.1	ENSGALG00000010293.6
OG0014425	XP_015675094.1	ENSGALG00000008738.6
OG0014428	XP_015666922.1	ENSGALG00000023472.4
OG0014432	XP_015665622.1, XP_015665620.2	ENSGALG00000050596.1
OG0014436	XP_015674784.1	ENSGALG00000008198.6
OG0014438	XP_015687510.1	ENSGALG00000001723.5
OG0014443	XP_015683333.1	ENSGALG00000007536.6
OG0014444	XP_015666468.2	ENSGALG00000003644.6
OG0014453	XP_015676059.1, XP_015676058.1	ENSGALG00000004975.7
OG0014463	XP_029138778.1	ENSGALG00000041423.2
OG0014465	XP_015683962.1	ENSGALG00000007123.7
OG0014469	XP_015687871.1	ENSGALG00000008404.7
OG0014474	XP_015668068.1	ENSGALG00000007874.5
OG0014476	XP_015679047.1, XP_015684488.1	ENSGALG00000002015.6
OG0014481	XP_029141383.1, XP_029142454.1	ENSGALG00000046235.2
OG0014495	XP_015669775.1	ENSGALG00000044874.2
OG0014502	XP_015668728.1	ENSGALG00000002892.6
OG0014503	XP_029142766.1	ENSGALG00000037274.2
OG0014508	XP_015667270.2	ENSGALG00000010018.6
OG0014523	XP_029138907.1, XP_015666090.1	ENSGALG00000005708.7
OG0014527	XP_015675086.1	ENSGALG00000001172.5
OG0014529	XP_029140346.1	ENSGALG00000015234.6
OG0014533	XP_015666737.1	ENSGALG00000004341.6
OG0014539	XP_029138945.1	ENSGALG00000010901.6
OG0014540	XP_015667214.1	ENSGALG00000041407.2
OG0014552	XP_029138881.1	ENSGALG00000003345.6
OG0014559	XP_015681152.1	ENSGALG00000023844.3
OG0014568	XP_015674562.1	ENSGALG00000010034.7
OG0014581	XP_029142923.1	ENSGALG00000054951.1
OG0014585	XP_015670671.1, XP_015670670.1	ENSGALG00000042929.2
OG0014588	XP_015674816.1	ENSGALG00000054937.1
OG0014589	XP_015682599.2	ENSGALG00000007080.6
OG0014590	XP_015682441.1	ENSGALG00000023812.4
OG0014595	XP_015677456.1	ENSGALG00000055025.1, ENSGALG00000027546.4
OG0014599	XP_015671482.1	ENSGALG00000047357.1
OG0014638	XP_015671712.1	ENSGALG00000038266.2
OG0014647	XP_015668377.1	ENSGALG00000006812.6
OG0014722	XP_015674115.1	ENSGALG00000030718.3
OG0014728	XP_029139367.1	ENSGALG00000046212.2
OG0014747	XP_029142000.1	ENSGALG00000044788.2
OG0014753	XP_015672353.1	ENSGALG00000029040.2
OG0014759	XP_029140521.1	ENSGALG00000045596.2
OG0014760	XP_015684202.1	ENSGALG00000047211.1
OG0014767	XP_029142209.1	ENSGALG00000047596.1
OG0014787	XP_015668873.1	ENSGALG00000041826.2
OG0014788	XP_029141188.1	ENSGALG00000015362.7
OG0014840	XP_015668238.1	ENSGALG00000004771.7
OG0014860	XP_015679708.1	ENSGALG00000044641.2
OG0014876	XP_015668950.1	ENSGALG00000036736.2
OG0014881	XP_015672779.1	ENSGALG00000039837.2
OG0014887	XP_015682652.1	ENSGALG00000051479.1
OG0014902	XP_015686775.2, XP_029143044.1, XP_029143028.1, XP_015683718.1	ENSGALG00000053035.1
OG0014905	XP_015682657.1	ENSGALG00000042241.3
OG0014906	XP_015687096.1, XP_015687097.1, XP_015687098.1	ENSGALG00000020884.5
OG0014907	XP_015673926.1	ENSGALG00000014252.7, ENSGALG00000048815.1, ENSGALG00000048124.1
OG0014908	XP_015674214.1	ENSGALG00000047327.1
OG0014914	XP_015671686.1	ENSGALG00000040113.2
OG0014916	XP_015670464.1	ENSGALG00000037272.3
OG0014917	XP_029139595.1	ENSGALG00000053371.1
OG0014918	XP_015678921.1	ENSGALG00000008908.6
OG0014919	XP_015666185.1	ENSGALG00000029614.3
OG0014920	XP_029139713.1	ENSGALG00000049439.1
OG0014921	XP_015680612.1	ENSGALG00000013625.7
OG0014922	XP_015678253.1	ENSGALG00000000806.7
OG0014923	XP_015679302.1	ENSGALG00000048332.1
OG0014925	XP_015673727.1	ENSGALG00000049260.1
OG0014926	XP_015674675.1	ENSGALG00000046992.1
OG0015045	XP_015681224.1	ENSGALG00000041143.2
OG0015046	XP_015675057.1	ENSGALG00000003176.7
OG0015047	XP_015679594.1	ENSGALG00000015336.5
OG0015048	XP_015676468.1	ENSGALG00000037678.2
OG0015049	XP_015683073.1	ENSGALG00000039072.3
OG0015051	XP_015668186.1	ENSGALG00000031360.2
OG0015052	XP_015670059.1	ENSGALG00000036950.2
OG0015054	XP_015676504.1	ENSGALG00000048962.1
OG0015057	XP_015675154.1	ENSGALG00000004141.5
OG0015058	XP_015687358.1	ENSGALG00000046392.2
OG0015060	XP_015675745.1	ENSGALG00000011166.6
OG0015067	XP_015670441.2	ENSGALG00000026470.3
OG0015069	XP_015687123.2	ENSGALG00000045310.2
OG0015070	XP_015668411.2	ENSGALG00000006922.6
OG0015072	XP_015685577.1	ENSGALG00000030996.2
OG0015078	XP_029142349.1	ENSGALG00000027982.3
OG0015081	XP_029141445.1, XP_029143002.1	ENSGALG00000052154.1
OG0015082	XP_029139538.1	ENSGALG00000007645.5
OG0015086	XP_029141921.1	ENSGALG00000004078.6
OG0015087	XP_029138779.1	ENSGALG00000006393.7
OG0015088	XP_029142216.1	ENSGALG00000002638.6
OG0015090	XP_015683959.1	ENSGALG00000007118.6
OG0015091	XP_015677788.2	ENSGALG00000037816.2
OG0015096	XP_015687849.1	ENSGALG00000008326.6
OG0015099	XP_015671535.1	ENSGALG00000001701.6
OG0015101	XP_015683618.2	ENSGALG00000008107.6
OG0015103	XP_029141905.1	ENSGALG00000008970.5
OG0015111	XP_015677353.1	ENSGALG00000037933.2
OG0015118	XP_029140028.1	ENSGALG00000005421.6
OG0015121	XP_015666245.1	ENSGALG00000007710.7
OG0015122	XP_015666247.1	ENSGALG00000039812.3
OG0015123	XP_029138944.1	ENSGALG00000007740.7
OG0015127	XP_015672765.1	ENSGALG00000017558.7
OG0015128	XP_029139260.1	ENSGALG00000005884.6
OG0015130	XP_015671134.1	ENSGALG00000039958.2
OG0015131	XP_015673276.1	ENSGALG00000046455.2
OG0015133	XP_015674453.1	ENSGALG00000021225.5
OG0015134	XP_015684867.1	ENSGALG00000036140.3
OG0015135	XP_015669596.1	ENSGALG00000009552.6
OG0015140	XP_029140995.1	ENSGALG00000049949.1
OG0015145	XP_015670987.1, XP_015670988.1	ENSGALG00000047542.1
OG0015147	XP_029139868.1	ENSGALG00000021341.5
OG0015148	XP_029139035.1	ENSGALG00000047573.1
OG0015151	XP_029138943.1	ENSGALG00000007703.6
OG0015153	XP_015681662.1	ENSGALG00000039817.2
OG0015157	XP_015667026.1	ENSGALG00000035994.2
OG0015159	XP_015679172.1	ENSGALG00000007525.7
OG0015164	XP_015667032.1	ENSGALG00000042606.2
OG0015165	XP_015667030.1	ENSGALG00000039140.2
OG0015166	XP_029141551.1	ENSGALG00000037671.3
OG0015168	XP_015673722.1	ENSGALG00000019300.5
OG0015169	XP_029141206.1	ENSGALG00000028415.3
OG0015171	XP_015672768.1	ENSGALG00000019312.3
OG0015172	XP_029141007.1	ENSGALG00000042168.2
OG0015173	XP_029143059.1	ENSGALG00000037457.3
OG0015175	XP_015669014.1	ENSGALG00000011908.7
OG0015177	XP_029143189.1	ENSGALG00000044970.2
OG0015178	XP_029140933.1	ENSGALG00000045557.2
OG0015179	XP_015675159.1	ENSGALG00000047516.1
OG0015181	XP_015669458.1	ENSGALG00000010513.6
OG0015183	XP_015674789.1	ENSGALG00000010926.6
OG0015184	XP_015678640.1	ENSGALG00000028262.3
OG0015186	XP_015671056.1	ENSGALG00000042462.2
OG0015187	XP_029139892.1	ENSGALG00000034085.3
OG0015188	XP_015671041.1	ENSGALG00000001536.6
OG0015191	XP_015673621.1	ENSGALG00000008018.5
OG0015194	XP_029140984.1	ENSGALG00000009830.6
OG0015195	XP_029139775.1	ENSGALG00000015134.6
OG0015196	XP_015671677.1	ENSGALG00000015075.6
OG0015197	XP_015671667.1	ENSGALG00000022891.5
OG0015199	XP_015681849.1	ENSGALG00000017216.5
OG0015206	XP_015678919.1	ENSGALG00000016465.5
OG0015211	XP_015679181.1	ENSGALG00000009185.2
OG0015215	XP_015677367.1	ENSGALG00000044251.2
OG0015217	XP_029140158.1	ENSGALG00000004393.6
OG0015218	XP_015672419.1	ENSGALG00000027778.3
OG0015219	XP_015674619.1	ENSGALG00000012055.7
OG0015220	XP_015670692.1	ENSGALG00000001244.7
OG0015221	XP_015673255.1	ENSGALG00000023581.3
OG0015225	XP_015673193.1	ENSGALG00000021235.4
OG0015226	XP_015674184.1	ENSGALG00000017029.6
OG0015228	XP_015675883.1	ENSGALG00000035457.2
OG0015229	XP_015673370.2	ENSGALG00000007620.6
OG0015237	XP_015673924.1	ENSGALG00000011287.6
OG0015238	XP_015679175.1	ENSGALG00000030587.2
OG0015239	XP_015676437.1	ENSGALG00000009041.6
OG0015422	XP_015666957.1	ENSGALG00000000549.6
OG0015457	XP_015677631.1	ENSGALG00000003648.6
OG0015472	XP_015666129.1	ENSGALG00000007564.5
OG0015482	XP_015675285.1	ENSGALG00000035325.2
OG0015622	XP_015676412.2	ENSGALG00000052931.1
OG0015624	XP_015665499.1, XP_015665498.1	ENSGALG00000053742.1
OG0015625	XP_015682217.1, XP_029142652.1	ENSGALG00000000722.5
OG0015626	XP_015684466.1, XP_015686801.1	ENSGALG00000037408.3
OG0015627	XP_015666950.1	ENSGALG00000054486.1
OG0015628	XP_015687070.2	ENSGALG00000010635.6
OG0015629	XP_015674410.1	ENSGALG00000026460.4
OG0015631	XP_029142286.1, XP_015686499.1	ENSGALG00000028210.3
OG0015632	XP_015672038.1	ENSGALG00000009622.5
OG0015637	XP_015666210.1	ENSGALG00000003160.5
OG0015638	XP_029139982.1	ENSGALG00000040371.2
OG0015641	XP_015676078.1	ENSGALG00000006773.6
OG0015642	XP_015687485.1, XP_015687484.1	ENSGALG00000048042.1
OG0015643	XP_029141946.1	ENSGALG00000029073.2
OG0015645	XP_015677742.1	ENSGALG00000021636.5
OG0015648	XP_015669318.1	ENSGALG00000049741.1
OG0015651	XP_015681526.1	ENSGALG00000053285.1
OG0015656	XP_015675500.2	ENSGALG00000009446.6
OG0015658	XP_015667565.1	ENSGALG00000025864.4
OG0015659	XP_015680683.1	ENSGALG00000041205.2
OG0015660	XP_015675503.1, XP_015683888.1	ENSGALG00000046766.1
OG0015821	XP_015680209.1	ENSGALG00000004734.6
OG0015823	XP_029138909.1	ENSGALG00000022622.4
OG0015843	XP_029139588.1	ENSGALG00000014680.6
OG0015845	XP_015670837.1	ENSGALG00000014749.7
OG0015854	XP_015679802.2	ENSGALG00000028183.3
OG0015858	XP_029140020.1	ENSGALG00000019958.4
OG0015872	XP_015673802.1	ENSGALG00000044226.2
OG0015877	XP_015686389.1	ENSGALG00000046875.1
OG0015882	XP_015683828.1	ENSGALG00000036085.3
OG0015892	XP_015679832.1	ENSGALG00000030561.2
OG0015899	XP_015670040.1	ENSGALG00000035191.2
OG0015905	XP_015680124.1	ENSGALG00000042275.2
OG0015906	XP_015671112.1	ENSGALG00000046411.2
OG0015909	XP_015677196.1	ENSGALG00000003425.5
OG0015910	XP_015682473.1	ENSGALG00000051766.1
OG0015911	XP_015680052.1	ENSGALG00000044466.2
OG0015914	XP_029139931.1	ENSGALG00000051063.1
OG0015923	XP_015666243.1	ENSGALG00000007683.6
OG0015924	XP_015677271.1	ENSGALG00000047864.1
OG0015926	XP_015686617.1	ENSGALG00000050069.1
OG0015931	XP_029143042.1	ENSGALG00000021198.4
OG0015933	XP_029141406.1	ENSGALG00000015183.7
OG0015936	XP_015671154.1	ENSGALG00000045168.2
OG0015942	XP_029140753.1	ENSGALG00000012847.7
OG0015944	XP_015672719.1	ENSGALG00000051868.1
OG0015947	XP_015687046.1	ENSGALG00000043245.2
OG0015951	XP_015675425.1	ENSGALG00000042001.2
OG0015952	XP_029143196.1	ENSGALG00000023847.4
OG0015966	XP_015678281.1	ENSGALG00000040269.2
OG0015968	XP_029142446.1	ENSGALG00000036838.2
OG0015974	XP_029143100.1	ENSGALG00000050815.1
OG0015975	XP_015677901.1	ENSGALG00000015363.7
OG0015980	XP_015685641.1	ENSGALG00000052061.1
OG0015990	XP_029139396.1	ENSGALG00000044875.2
OG0015991	XP_015675179.1	ENSGALG00000006608.6
OG0015996	XP_015672129.1	ENSGALG00000042797.3
OG0015998	XP_015678205.1	ENSGALG00000021301.6
OG0015999	XP_015671467.1	ENSGALG00000053659.1
OG0016002	XP_015675601.2	ENSGALG00000038624.2
OG0016003	XP_015679381.1	ENSGALG00000008490.6
OG0016004	XP_015677374.1	ENSGALG00000039385.2
OG0016682	XP_015668724.1	ENSGALG00000030673.2
OG0016683	XP_015684464.1	ENSGALG00000026161.3
