Orthogroup	C_familiaris.pep	X_tropicalis.pep
OG0010234	ENSCAFG00000004817.4	ENSXETG00000004911.1
OG0010235	ENSCAFG00000015621.4	ENSXETG00000014445.1
OG0010236	ENSCAFG00000001227.5	ENSXETG00000018879.1
OG0010237	ENSCAFG00000000339.4	ENSXETG00000016977.1
OG0010238	ENSCAFG00000001221.4	ENSXETG00000017479.1
OG0010241	ENSCAFG00000004870.4	ENSXETG00000004808.1
OG0010242	ENSCAFG00000014972.4	ENSXETG00000010682.1
OG0010244	ENSCAFG00000000323.5	ENSXETG00000010734.1
OG0010246	ENSCAFG00000001130.4	ENSXETG00000018074.1
OG0010247	ENSCAFG00000023746.4	ENSXETG00000004133.1
OG0010248	ENSCAFG00000016627.5	ENSXETG00000018891.1
OG0010249	ENSCAFG00000000311.4	ENSXETG00000008077.1
OG0010250	ENSCAFG00000009232.2	ENSXETG00000008247.1
OG0010251	ENSCAFG00000009243.5	ENSXETG00000008313.1
OG0010253	ENSCAFG00000005323.4	ENSXETG00000011765.1
OG0010254	ENSCAFG00000009261.4	ENSXETG00000008791.1
OG0010255	ENSCAFG00000005334.4	ENSXETG00000011308.1
OG0010256	ENSCAFG00000016705.5	ENSXETG00000019904.1
OG0010257	ENSCAFG00000001414.4	ENSXETG00000003858.1
OG0010259	ENSCAFG00000009335.5	ENSXETG00000003841.1
OG0010260	ENSCAFG00000001438.4	ENSXETG00000015856.1
OG0010262	ENSCAFG00000016807.5	ENSXETG00000018441.1
OG0010263	ENSCAFG00000015233.5	ENSXETG00000008085.1
OG0010264	ENSCAFG00000016810.1	ENSXETG00000017992.1
OG0010265	ENSCAFG00000016814.4	ENSXETG00000019408.1
OG0010266	ENSCAFG00000016816.3	ENSXETG00000017514.1
OG0010267	ENSCAFG00000005465.4	ENSXETG00000019181.1
OG0010268	ENSCAFG00000016841.2	ENSXETG00000016955.1
OG0010269	ENSCAFG00000016843.4	ENSXETG00000018603.1
OG0010270	ENSCAFG00000016852.3	ENSXETG00000017959.1
OG0010271	ENSCAFG00000009782.4	ENSXETG00000006226.1
OG0010272	ENSCAFG00000005105.5	ENSXETG00000007462.1
OG0010273	ENSCAFG00000016884.4	ENSXETG00000021216.1
OG0010274	ENSCAFG00000009790.5	ENSXETG00000006406.1
OG0010275	ENSCAFG00000005070.4	ENSXETG00000008800.1
OG0010276	ENSCAFG00000009872.4	ENSXETG00000006601.1
OG0010277	ENSCAFG00000024839.4	ENSXETG00000013729.1
OG0010278	ENSCAFG00000005044.5	ENSXETG00000009105.1
OG0010279	ENSCAFG00000005040.4	ENSXETG00000020686.1
OG0010280	ENSCAFG00000005032.4	ENSXETG00000003369.1
OG0010281	ENSCAFG00000016934.5	ENSXETG00000017785.1
OG0010282	ENSCAFG00000005016.4	ENSXETG00000003494.1
OG0010283	ENSCAFG00000016946.4	ENSXETG00000018621.1
OG0010285	ENSCAFG00000003720.5	ENSXETG00000000696.1
OG0010286	ENSCAFG00000030181.2	ENSXETG00000008486.1, ENSXETG00000008460.1
OG0010287	ENSCAFG00000019853.4	ENSXETG00000008207.1
OG0010288	ENSCAFG00000005293.4	ENSXETG00000011831.1
OG0010289	ENSCAFG00000005289.5	ENSXETG00000011835.1
OG0010290	ENSCAFG00000023840.2	ENSXETG00000011841.1
OG0010291	ENSCAFG00000004375.5	ENSXETG00000005571.1
OG0010292	ENSCAFG00000019847.4	ENSXETG00000007498.1
OG0010293	ENSCAFG00000005260.3	ENSXETG00000011849.1
OG0010294	ENSCAFG00000003297.3	ENSXETG00000000019.1
OG0010295	ENSCAFG00000005242.5	ENSXETG00000012017.1
OG0010296	ENSCAFG00000031900.2	ENSXETG00000006886.1
OG0010297	ENSCAFG00000017013.4	ENSXETG00000009277.1
OG0010298	ENSCAFG00000015101.3	ENSXETG00000007318.1
OG0010299	ENSCAFG00000011913.4	ENSXETG00000013217.1
OG0010300	ENSCAFG00000003322.5	ENSXETG00000018912.1
OG0010301	ENSCAFG00000030095.2	ENSXETG00000013199.1
OG0010302	ENSCAFG00000011925.5	ENSXETG00000013196.1
OG0010303	ENSCAFG00000003330.5	ENSXETG00000018443.1
OG0010304	ENSCAFG00000030885.2	ENSXETG00000017573.1
OG0010305	ENSCAFG00000005625.5	ENSXETG00000020367.1
OG0010306	ENSCAFG00000014384.3	ENSXETG00000008723.1
OG0010307	ENSCAFG00000003387.6	ENSXETG00000021386.1
OG0010308	ENSCAFG00000003397.4	ENSXETG00000019974.1
OG0010309	ENSCAFG00000028570.2	ENSXETG00000004505.1
OG0010310	ENSCAFG00000031768.2	ENSXETG00000013160.1
OG0010311	ENSCAFG00000003402.5	ENSXETG00000020212.1
OG0010312	ENSCAFG00000013709.5	ENSXETG00000020535.1
OG0010313	ENSCAFG00000003404.4	ENSXETG00000018943.1
OG0010314	ENSCAFG00000019738.4	ENSXETG00000019495.1
OG0010315	ENSCAFG00000014372.4	ENSXETG00000009508.1
OG0010316	ENSCAFG00000013674.5	ENSXETG00000020782.1
OG0010317	ENSCAFG00000003406.4	ENSXETG00000020057.1
OG0010318	ENSCAFG00000013650.4	ENSXETG00000018225.1
OG0010319	ENSCAFG00000012818.4	ENSXETG00000008815.1
OG0010320	ENSCAFG00000005802.5	ENSXETG00000000030.1
OG0010321	ENSCAFG00000003429.4	ENSXETG00000018089.1
OG0010322	ENSCAFG00000016530.4	ENSXETG00000018657.1
OG0010323	ENSCAFG00000003472.3	ENSXETG00000018222.1
OG0010325	ENSCAFG00000005902.5	ENSXETG00000002962.1
OG0010326	ENSCAFG00000002964.5	ENSXETG00000011057.1
OG0010327	ENSCAFG00000005918.4	ENSXETG00000002915.1
OG0010328	ENSCAFG00000013347.5	ENSXETG00000018932.1
OG0010329	ENSCAFG00000000703.2	ENSXETG00000011509.1
OG0010330	ENSCAFG00000000700.5	ENSXETG00000011180.1
OG0010331	ENSCAFG00000002973.4	ENSXETG00000013929.1
OG0010332	ENSCAFG00000000699.4	ENSXETG00000011086.1
OG0010333	ENSCAFG00000005963.5	ENSXETG00000002582.1
OG0010334	ENSCAFG00000009334.4	ENSXETG00000003367.1
OG0010335	ENSCAFG00000000692.4	ENSXETG00000010958.1
OG0010337	ENSCAFG00000000689.4	ENSXETG00000016793.1
OG0010338	ENSCAFG00000000688.6	ENSXETG00000016661.1
OG0010339	ENSCAFG00000009494.5	ENSXETG00000008391.1
OG0010341	ENSCAFG00000009521.4	ENSXETG00000011215.1
OG0010342	ENSCAFG00000003589.4	ENSXETG00000014768.1
OG0010343	ENSCAFG00000006088.4	ENSXETG00000012459.1
OG0010344	ENSCAFG00000006116.4	ENSXETG00000012159.1
OG0010345	ENSCAFG00000000673.4	ENSXETG00000018669.1
OG0010346	ENSCAFG00000003746.5	ENSXETG00000006562.1
OG0010347	ENSCAFG00000001733.4	ENSXETG00000017406.1
OG0010348	ENSCAFG00000001757.3	ENSXETG00000020948.1
OG0010349	ENSCAFG00000009713.3	ENSXETG00000016092.1
OG0010353	ENSCAFG00000006258.4	ENSXETG00000004984.1
OG0010355	ENSCAFG00000030784.2	ENSXETG00000011382.1
OG0010356	ENSCAFG00000010784.4	ENSXETG00000011405.1
OG0010357	ENSCAFG00000006323.4	ENSXETG00000004261.1
OG0010358	ENSCAFG00000006334.4	ENSXETG00000004232.1
OG0010359	ENSCAFG00000010744.6	ENSXETG00000015247.1
OG0010360	ENSCAFG00000032408.2	ENSXETG00000010357.1
OG0010361	ENSCAFG00000003620.5	ENSXETG00000013960.1
OG0010362	ENSCAFG00000024500.4	ENSXETG00000013981.1
OG0010363	ENSCAFG00000010545.4	ENSXETG00000006644.1
OG0010364	ENSCAFG00000003510.5	ENSXETG00000017334.1
OG0010365	ENSCAFG00000003594.4	ENSXETG00000014073.1, ENSXETG00000014331.1
OG0010366	ENSCAFG00000029847.2	ENSXETG00000020823.1
OG0010367	ENSCAFG00000025108.3	ENSXETG00000012012.1
OG0010368	ENSCAFG00000003501.4	ENSXETG00000020659.1
OG0010369	ENSCAFG00000024673.3	ENSXETG00000019975.1
OG0010370	ENSCAFG00000030364.2	ENSXETG00000020490.1
OG0010371	ENSCAFG00000006493.5	ENSXETG00000000419.1
OG0010372	ENSCAFG00000000752.5	ENSXETG00000006768.1
OG0010373	ENSCAFG00000000756.5	ENSXETG00000007077.1
OG0010374	ENSCAFG00000019770.4	ENSXETG00000003620.1
OG0010375	ENSCAFG00000006507.4	ENSXETG00000000847.1
OG0010376	ENSCAFG00000010309.5	ENSXETG00000003901.1
OG0010377	ENSCAFG00000001970.4	ENSXETG00000003554.1
OG0010378	ENSCAFG00000016494.4	ENSXETG00000018726.1
OG0010379	ENSCAFG00000016505.5	ENSXETG00000002329.1
OG0010380	ENSCAFG00000010612.4	ENSXETG00000003683.1
OG0010381	ENSCAFG00000016519.4	ENSXETG00000002394.1
OG0010383	ENSCAFG00000043167.1	ENSXETG00000003712.1
OG0010384	ENSCAFG00000002064.4	ENSXETG00000006217.1
OG0010385	ENSCAFG00000030897.2	ENSXETG00000004349.1
OG0010386	ENSCAFG00000002096.4	ENSXETG00000006275.1
OG0010387	ENSCAFG00000002098.4	ENSXETG00000006323.1
OG0010388	ENSCAFG00000002112.4	ENSXETG00000000277.1
OG0010389	ENSCAFG00000002365.4	ENSXETG00000019350.1
OG0010390	ENSCAFG00000008011.5	ENSXETG00000011265.1
OG0010391	ENSCAFG00000016677.4	ENSXETG00000015282.1
OG0010392	ENSCAFG00000008027.3	ENSXETG00000011218.1
OG0010393	ENSCAFG00000008037.5	ENSXETG00000005136.1
OG0010394	ENSCAFG00000015078.5	ENSXETG00000010745.1
OG0010395	ENSCAFG00000010085.6	ENSXETG00000018461.1
OG0010396	ENSCAFG00000010035.4	ENSXETG00000019898.1
OG0010399	ENSCAFG00000017536.3	ENSXETG00000008711.1
OG0010400	ENSCAFG00000008947.4	ENSXETG00000015843.1
OG0010401	ENSCAFG00000014797.4	ENSXETG00000003512.1
OG0010402	ENSCAFG00000015661.5	ENSXETG00000005509.1
OG0010403	ENSCAFG00000009236.6	ENSXETG00000016253.1
OG0010404	ENSCAFG00000048591.1	ENSXETG00000003657.1
OG0010405	ENSCAFG00000010931.4	ENSXETG00000003682.1
OG0010406	ENSCAFG00000015642.3	ENSXETG00000018716.1
OG0010407	ENSCAFG00000008650.4	ENSXETG00000006532.1
OG0010408	ENSCAFG00000008635.4	ENSXETG00000006486.1
OG0010409	ENSCAFG00000010966.4	ENSXETG00000003915.1
OG0010410	ENSCAFG00000015354.4	ENSXETG00000018334.1
OG0010411	ENSCAFG00000011075.3	ENSXETG00000013918.1, ENSXETG00000016644.1
OG0010413	ENSCAFG00000015466.3	ENSXETG00000004673.1
OG0010414	ENSCAFG00000015278.5	ENSXETG00000017138.1
OG0010415	ENSCAFG00000011318.4	ENSXETG00000014266.1
OG0010416	ENSCAFG00000015172.4	ENSXETG00000020356.1
OG0010417	ENSCAFG00000044896.1	ENSXETG00000020142.1
OG0010418	ENSCAFG00000011461.4	ENSXETG00000019623.1
OG0010419	ENSCAFG00000011595.4	ENSXETG00000020615.1
OG0010420	ENSCAFG00000011627.4	ENSXETG00000020550.1
OG0010421	ENSCAFG00000013371.4	ENSXETG00000003409.1
OG0010422	ENSCAFG00000007912.6	ENSXETG00000010050.1
OG0010423	ENSCAFG00000028737.2	ENSXETG00000020684.1
OG0010424	ENSCAFG00000011861.4	ENSXETG00000007359.1
OG0010425	ENSCAFG00000011879.5	ENSXETG00000015802.1
OG0010426	ENSCAFG00000007410.4	ENSXETG00000015719.1
OG0010427	ENSCAFG00000000788.4	ENSXETG00000001958.1
OG0010428	ENSCAFG00000031708.2	ENSXETG00000006126.1
OG0010429	ENSCAFG00000011615.4	ENSXETG00000016967.1
OG0010431	ENSCAFG00000000809.4	ENSXETG00000018937.1
OG0010432	ENSCAFG00000000827.5	ENSXETG00000017455.1
OG0010433	ENSCAFG00000000861.4	ENSXETG00000014772.1
OG0010434	ENSCAFG00000012112.5	ENSXETG00000015181.1
OG0010436	ENSCAFG00000007571.4	ENSXETG00000021358.1
OG0010437	ENSCAFG00000007588.5	ENSXETG00000021123.1
OG0010438	ENSCAFG00000007671.4	ENSXETG00000010501.1
OG0010439	ENSCAFG00000030473.2	ENSXETG00000002653.1
OG0010440	ENSCAFG00000012594.4	ENSXETG00000003431.1
OG0010441	ENSCAFG00000031350.2	ENSXETG00000011155.1
OG0010442	ENSCAFG00000000907.3	ENSXETG00000005814.1
OG0010443	ENSCAFG00000012783.5	ENSXETG00000003942.1
OG0010444	ENSCAFG00000012819.4	ENSXETG00000011709.1
OG0010445	ENSCAFG00000012835.4	ENSXETG00000011989.1
OG0010446	ENSCAFG00000013122.5	ENSXETG00000019575.1
OG0010447	ENSCAFG00000009044.5	ENSXETG00000017747.1
OG0010448	ENSCAFG00000012983.4	ENSXETG00000020143.1
OG0010449	ENSCAFG00000009017.4	ENSXETG00000021281.1
OG0010450	ENSCAFG00000006264.4	ENSXETG00000017254.1
OG0010451	ENSCAFG00000008987.4	ENSXETG00000020827.1
OG0010452	ENSCAFG00000006247.4	ENSXETG00000013547.1
OG0010453	ENSCAFG00000013075.4	ENSXETG00000001793.1
OG0010454	ENSCAFG00000006212.4	ENSXETG00000010715.1
OG0010457	ENSCAFG00000009664.5	ENSXETG00000011167.1
OG0010458	ENSCAFG00000009639.6	ENSXETG00000011150.1
OG0010459	ENSCAFG00000013260.4	ENSXETG00000017311.1
OG0010460	ENSCAFG00000013262.4	ENSXETG00000020465.1
OG0010461	ENSCAFG00000013272.5	ENSXETG00000017209.1
OG0010462	ENSCAFG00000004754.4	ENSXETG00000005189.1
OG0010463	ENSCAFG00000013325.4	ENSXETG00000020025.1
OG0010464	ENSCAFG00000013369.4	ENSXETG00000011975.1
OG0010465	ENSCAFG00000009519.4	ENSXETG00000011302.1
OG0010466	ENSCAFG00000013398.4	ENSXETG00000006197.1
OG0010467	ENSCAFG00000009471.4	ENSXETG00000008641.1
OG0010468	ENSCAFG00000009426.4	ENSXETG00000008979.1
OG0010469	ENSCAFG00000009376.3	ENSXETG00000009085.1
OG0010470	ENSCAFG00000009374.3	ENSXETG00000009133.1
OG0010471	ENSCAFG00000010435.4	ENSXETG00000009290.1
OG0010472	ENSCAFG00000010486.4	ENSXETG00000020626.1
OG0010473	ENSCAFG00000011253.5	ENSXETG00000015286.1
OG0010474	ENSCAFG00000010640.4	ENSXETG00000010966.1
OG0010475	ENSCAFG00000011221.5	ENSXETG00000015990.1
OG0010476	ENSCAFG00000010677.4	ENSXETG00000015551.1
OG0010477	ENSCAFG00000013545.6	ENSXETG00000010754.1
OG0010478	ENSCAFG00000031336.2	ENSXETG00000015106.1
OG0010479	ENSCAFG00000023562.4	ENSXETG00000010984.1
OG0010480	ENSCAFG00000013747.4	ENSXETG00000009246.1
OG0010481	ENSCAFG00000010812.5	ENSXETG00000019144.1
OG0010483	ENSCAFG00000013658.4	ENSXETG00000010700.1
OG0010484	ENSCAFG00000010874.4	ENSXETG00000010235.1
OG0010485	ENSCAFG00000028577.2	ENSXETG00000003400.1
OG0010486	ENSCAFG00000013933.4	ENSXETG00000003432.1
OG0010488	ENSCAFG00000014116.4	ENSXETG00000010377.1
OG0010489	ENSCAFG00000011260.4	ENSXETG00000007790.1
OG0010490	ENSCAFG00000014141.4	ENSXETG00000010289.1
OG0010491	ENSCAFG00000011445.3	ENSXETG00000000004.1
OG0010492	ENSCAFG00000004366.5	ENSXETG00000021223.1
OG0010493	ENSCAFG00000011486.4	ENSXETG00000019009.1
OG0010494	ENSCAFG00000004354.5	ENSXETG00000019779.1
OG0010495	ENSCAFG00000011490.4	ENSXETG00000019014.1
OG0010496	ENSCAFG00000014254.3	ENSXETG00000010605.1
OG0010497	ENSCAFG00000004324.2	ENSXETG00000019423.1
OG0010498	ENSCAFG00000025333.3	ENSXETG00000017003.1
OG0010499	ENSCAFG00000031195.2	ENSXETG00000019836.1
OG0010500	ENSCAFG00000012258.4	ENSXETG00000001527.1
OG0010501	ENSCAFG00000012333.3	ENSXETG00000001493.1
OG0010502	ENSCAFG00000024001.3	ENSXETG00000001484.1
OG0010503	ENSCAFG00000012336.5	ENSXETG00000001328.1, ENSXETG00000002620.1
OG0010504	ENSCAFG00000012518.4	ENSXETG00000001841.1
OG0010505	ENSCAFG00000012552.5	ENSXETG00000001905.1
OG0010508	ENSCAFG00000010669.4	ENSXETG00000002133.1
OG0010509	ENSCAFG00000010654.4	ENSXETG00000002073.1
OG0010510	ENSCAFG00000010614.5	ENSXETG00000003434.1
OG0010512	ENSCAFG00000012693.5	ENSXETG00000002726.1
OG0010513	ENSCAFG00000012704.4	ENSXETG00000002745.1
OG0010514	ENSCAFG00000012710.4	ENSXETG00000003312.1
OG0010517	ENSCAFG00000010487.5	ENSXETG00000020480.1
OG0010518	ENSCAFG00000010420.5	ENSXETG00000011836.1
OG0010519	ENSCAFG00000010372.5	ENSXETG00000011609.1
OG0010520	ENSCAFG00000010285.5	ENSXETG00000011804.1
OG0010521	ENSCAFG00000012740.5	ENSXETG00000002572.1
OG0010522	ENSCAFG00000010233.4	ENSXETG00000007099.1
OG0010523	ENSCAFG00000012759.4	ENSXETG00000005097.1
OG0010524	ENSCAFG00000012777.4	ENSXETG00000015707.1
OG0010525	ENSCAFG00000010213.4	ENSXETG00000007278.1
OG0010526	ENSCAFG00000012815.4	ENSXETG00000014912.1
OG0010527	ENSCAFG00000003952.4	ENSXETG00000018387.1
OG0010528	ENSCAFG00000010163.5	ENSXETG00000012485.1
OG0010529	ENSCAFG00000010157.4	ENSXETG00000012490.1
OG0010530	ENSCAFG00000031990.2	ENSXETG00000017188.1
OG0010533	ENSCAFG00000003837.3	ENSXETG00000010265.1
OG0010534	ENSCAFG00000009978.4	ENSXETG00000013232.1
OG0010535	ENSCAFG00000029278.2	ENSXETG00000015669.1
OG0010536	ENSCAFG00000025057.3	ENSXETG00000010572.1
OG0010538	ENSCAFG00000009817.4	ENSXETG00000013313.1
OG0010539	ENSCAFG00000009812.4	ENSXETG00000008857.1
OG0010540	ENSCAFG00000009801.5	ENSXETG00000013334.1
OG0010541	ENSCAFG00000009792.4	ENSXETG00000013408.1
OG0010542	ENSCAFG00000009702.4	ENSXETG00000013478.1
OG0010543	ENSCAFG00000009689.4	ENSXETG00000013496.1
OG0010544	ENSCAFG00000009686.4	ENSXETG00000013507.1
OG0010545	ENSCAFG00000009674.5	ENSXETG00000013519.1
OG0010547	ENSCAFG00000010250.7	ENSXETG00000009443.1
OG0010548	ENSCAFG00000009660.4	ENSXETG00000013570.1
OG0010549	ENSCAFG00000009559.5	ENSXETG00000009588.1
OG0010550	ENSCAFG00000009554.3	ENSXETG00000009572.1
OG0010552	ENSCAFG00000009549.4	ENSXETG00000016550.1
OG0010553	ENSCAFG00000028779.2	ENSXETG00000009550.1
OG0010554	ENSCAFG00000000779.4	ENSXETG00000008546.1
OG0010555	ENSCAFG00000015961.5	ENSXETG00000004483.1
OG0010556	ENSCAFG00000008497.4	ENSXETG00000000978.1
OG0010557	ENSCAFG00000015929.5	ENSXETG00000006235.1
OG0010558	ENSCAFG00000015923.1	ENSXETG00000006272.1
OG0010559	ENSCAFG00000015898.4	ENSXETG00000006339.1
OG0010560	ENSCAFG00000007858.5	ENSXETG00000001113.1
OG0010561	ENSCAFG00000024277.2	ENSXETG00000009801.1
OG0010562	ENSCAFG00000008998.4	ENSXETG00000004239.1
OG0010563	ENSCAFG00000030569.2	ENSXETG00000012966.1
OG0010564	ENSCAFG00000008978.4	ENSXETG00000004281.1
OG0010565	ENSCAFG00000008878.5	ENSXETG00000005411.1
OG0010566	ENSCAFG00000018729.4	ENSXETG00000013169.1
OG0010567	ENSCAFG00000001795.5	ENSXETG00000012465.1
OG0010568	ENSCAFG00000008863.5	ENSXETG00000005503.1
OG0010569	ENSCAFG00000001796.4	ENSXETG00000003195.1
OG0010570	ENSCAFG00000008859.4	ENSXETG00000005988.1
OG0010571	ENSCAFG00000001802.4	ENSXETG00000001413.1
OG0010572	ENSCAFG00000032403.2	ENSXETG00000014752.1
OG0010573	ENSCAFG00000024975.2	ENSXETG00000001915.1
OG0010574	ENSCAFG00000001828.4	ENSXETG00000001918.1
OG0010575	ENSCAFG00000008609.7	ENSXETG00000015667.1
OG0010576	ENSCAFG00000002039.4	ENSXETG00000020249.1
OG0010577	ENSCAFG00000024758.4	ENSXETG00000016426.1
OG0010578	ENSCAFG00000008586.4	ENSXETG00000016542.1
OG0010579	ENSCAFG00000002057.4	ENSXETG00000015339.1
OG0010580	ENSCAFG00000002065.5	ENSXETG00000010961.1
OG0010581	ENSCAFG00000002079.4	ENSXETG00000007356.1
OG0010582	ENSCAFG00000008337.4	ENSXETG00000003468.1
OG0010583	ENSCAFG00000008319.4	ENSXETG00000003647.1
OG0010584	ENSCAFG00000007903.4	ENSXETG00000006089.1
OG0010585	ENSCAFG00000007846.4	ENSXETG00000005391.1
OG0010586	ENSCAFG00000032508.2	ENSXETG00000005247.1
OG0010587	ENSCAFG00000007786.4	ENSXETG00000005184.1
OG0010588	ENSCAFG00000007781.3	ENSXETG00000005145.1
OG0010589	ENSCAFG00000007780.4	ENSXETG00000005141.1
OG0010590	ENSCAFG00000006815.4	ENSXETG00000004654.1
OG0010591	ENSCAFG00000006864.5	ENSXETG00000004702.1
OG0010592	ENSCAFG00000011071.3	ENSXETG00000011499.1
OG0010593	ENSCAFG00000011069.3	ENSXETG00000011518.1
OG0010594	ENSCAFG00000006915.4	ENSXETG00000004927.1
OG0010596	ENSCAFG00000019965.4	ENSXETG00000002242.1
OG0010597	ENSCAFG00000019964.4	ENSXETG00000013378.1
OG0010598	ENSCAFG00000020379.5	ENSXETG00000013321.1
OG0010599	ENSCAFG00000020382.3	ENSXETG00000013225.1
OG0010600	ENSCAFG00000015579.4	ENSXETG00000015411.1
OG0010601	ENSCAFG00000020383.4	ENSXETG00000019193.1
OG0010602	ENSCAFG00000015574.6	ENSXETG00000001829.1
OG0010603	ENSCAFG00000015512.5	ENSXETG00000015747.1
OG0010604	ENSCAFG00000029072.2	ENSXETG00000016789.1
OG0010605	ENSCAFG00000015358.4	ENSXETG00000006740.1
OG0010606	ENSCAFG00000032313.2	ENSXETG00000005217.1
OG0010607	ENSCAFG00000009117.6	ENSXETG00000003803.1
OG0010608	ENSCAFG00000009111.4	ENSXETG00000003831.1
OG0010609	ENSCAFG00000009025.3	ENSXETG00000003983.1
OG0010610	ENSCAFG00000008412.4	ENSXETG00000005119.1
OG0010613	ENSCAFG00000007406.4	ENSXETG00000001419.1
OG0010614	ENSCAFG00000028739.2	ENSXETG00000012546.1
OG0010615	ENSCAFG00000010371.4	ENSXETG00000012542.1
OG0010616	ENSCAFG00000010345.4	ENSXETG00000012540.1
OG0010617	ENSCAFG00000010253.5	ENSXETG00000006158.1
OG0010618	ENSCAFG00000007582.4	ENSXETG00000002115.1
OG0010619	ENSCAFG00000007591.4	ENSXETG00000002707.1
OG0010620	ENSCAFG00000007735.4	ENSXETG00000000170.1
OG0010621	ENSCAFG00000007793.4	ENSXETG00000000234.1
OG0010622	ENSCAFG00000007807.5	ENSXETG00000000248.1
OG0010623	ENSCAFG00000007890.5	ENSXETG00000000455.1
OG0010624	ENSCAFG00000009895.4	ENSXETG00000005965.1
OG0010625	ENSCAFG00000007906.5	ENSXETG00000000519.1
OG0010626	ENSCAFG00000009867.4	ENSXETG00000005902.1
OG0010627	ENSCAFG00000009793.4	ENSXETG00000005501.1
OG0010628	ENSCAFG00000008392.5	ENSXETG00000000846.1
OG0010629	ENSCAFG00000008409.5	ENSXETG00000000859.1
OG0010630	ENSCAFG00000008450.5	ENSXETG00000000922.1
OG0010631	ENSCAFG00000009666.4	ENSXETG00000004465.1
OG0010632	ENSCAFG00000009634.5	ENSXETG00000004231.1
OG0010633	ENSCAFG00000007557.4	ENSXETG00000018578.1
OG0010634	ENSCAFG00000009301.4	ENSXETG00000015474.1
OG0010635	ENSCAFG00000009292.4	ENSXETG00000016416.1
OG0010636	ENSCAFG00000003622.4	ENSXETG00000012630.1
OG0010637	ENSCAFG00000009214.4	ENSXETG00000018957.1
OG0010638	ENSCAFG00000003624.4	ENSXETG00000012755.1
OG0010639	ENSCAFG00000031675.2	ENSXETG00000019788.1
OG0010640	ENSCAFG00000009190.4	ENSXETG00000017004.1
OG0010641	ENSCAFG00000009845.4	ENSXETG00000008692.1
OG0010642	ENSCAFG00000028804.3	ENSXETG00000012862.1
OG0010643	ENSCAFG00000015268.5	ENSXETG00000021212.1
OG0010644	ENSCAFG00000003662.5	ENSXETG00000012921.1
OG0010645	ENSCAFG00000015259.3	ENSXETG00000004171.1
OG0010646	ENSCAFG00000015258.5	ENSXETG00000004220.1
OG0010647	ENSCAFG00000015252.5	ENSXETG00000004236.1
OG0010648	ENSCAFG00000003700.4	ENSXETG00000012990.1
OG0010649	ENSCAFG00000015247.5	ENSXETG00000004301.1
OG0010650	ENSCAFG00000003703.4	ENSXETG00000013010.1
OG0010651	ENSCAFG00000003706.3	ENSXETG00000013021.1
OG0010652	ENSCAFG00000015215.4	ENSXETG00000004403.1
OG0010653	ENSCAFG00000003758.4	ENSXETG00000013624.1
OG0010654	ENSCAFG00000010493.4	ENSXETG00000004769.1
OG0010655	ENSCAFG00000010530.4	ENSXETG00000004813.1
OG0010656	ENSCAFG00000005833.1	ENSXETG00000004871.1
OG0010657	ENSCAFG00000008791.4	ENSXETG00000007518.1
OG0010658	ENSCAFG00000010582.4	ENSXETG00000003941.1
OG0010659	ENSCAFG00000011730.5	ENSXETG00000011116.1
OG0010660	ENSCAFG00000010735.5	ENSXETG00000004980.1
OG0010661	ENSCAFG00000010759.4	ENSXETG00000015103.1
OG0010662	ENSCAFG00000008691.4	ENSXETG00000005273.1
OG0010663	ENSCAFG00000010750.4	ENSXETG00000015019.1
OG0010664	ENSCAFG00000010823.4	ENSXETG00000015138.1
OG0010665	ENSCAFG00000010848.5	ENSXETG00000015177.1
OG0010666	ENSCAFG00000010888.4	ENSXETG00000010859.1
OG0010667	ENSCAFG00000010917.5	ENSXETG00000010849.1
OG0010668	ENSCAFG00000010905.4	ENSXETG00000010796.1
OG0010669	ENSCAFG00000030114.2	ENSXETG00000006058.1
OG0010670	ENSCAFG00000006189.4	ENSXETG00000006073.1
OG0010671	ENSCAFG00000006178.5	ENSXETG00000006138.1
OG0010672	ENSCAFG00000008617.4	ENSXETG00000012363.1
OG0010673	ENSCAFG00000008612.5	ENSXETG00000012412.1
OG0010674	ENSCAFG00000006271.4	ENSXETG00000001331.1
OG0010675	ENSCAFG00000008527.4	ENSXETG00000001141.1
OG0010676	ENSCAFG00000006351.4	ENSXETG00000003061.1
OG0010677	ENSCAFG00000030403.2	ENSXETG00000001213.1
OG0010678	ENSCAFG00000008440.4	ENSXETG00000001286.1
OG0010679	ENSCAFG00000023178.4	ENSXETG00000001321.1
OG0010680	ENSCAFG00000006383.4	ENSXETG00000000988.1
OG0010681	ENSCAFG00000008424.5	ENSXETG00000001334.1
OG0010682	ENSCAFG00000008399.5	ENSXETG00000001364.1
OG0010683	ENSCAFG00000008359.5	ENSXETG00000001549.1
OG0010684	ENSCAFG00000008353.4	ENSXETG00000001680.1
OG0010685	ENSCAFG00000006522.4	ENSXETG00000017288.1
OG0010686	ENSCAFG00000006585.4	ENSXETG00000002218.1
OG0010687	ENSCAFG00000008088.4	ENSXETG00000002141.1
OG0010688	ENSCAFG00000008071.5	ENSXETG00000002910.1
OG0010689	ENSCAFG00000008019.5	ENSXETG00000002934.1
OG0010690	ENSCAFG00000032748.3	ENSXETG00000002293.1
OG0010691	ENSCAFG00000006660.4	ENSXETG00000021346.1
OG0010692	ENSCAFG00000006691.4	ENSXETG00000018078.1
