Orthogroup	C_familiaris.pep	N_naja.pep
OG0013502	ENSCAFG00000015051.4	Nana06653-RA
OG0013503	ENSCAFG00000006417.4	Nana17404-RA
OG0013504	ENSCAFG00000015098.4	Nana06649-RA
OG0013505	ENSCAFG00000014019.5	Nana15573-RA
OG0013506	ENSCAFG00000005168.4	Nana15534-RA
OG0013507	ENSCAFG00000010769.4	Nana17810-RA
OG0013508	ENSCAFG00000019512.5	Nana06782-RA
OG0013509	ENSCAFG00000003679.4	Nana31455-RA
OG0013510	ENSCAFG00000005157.3	Nana15535-RA
OG0013511	ENSCAFG00000023712.4	Nana06178-RA
OG0013512	ENSCAFG00000010730.4	Nana17809-RA
OG0013513	ENSCAFG00000005142.5	Nana02727-RA
OG0013514	ENSCAFG00000023978.3, ENSCAFG00000002874.4	Nana30309-RA
OG0013515	ENSCAFG00000015631.4	Nana36012-RA
OG0013516	ENSCAFG00000008393.4	Nana16513-RB, Nana16513-RA
OG0013517	ENSCAFG00000000257.4	Nana01921-RA
OG0013518	ENSCAFG00000007069.4	Nana20042-RA
OG0013519	ENSCAFG00000015840.4	Nana37559-RB
OG0013520	ENSCAFG00000009033.5	Nana17327-RA
OG0013521	ENSCAFG00000015523.4	Nana36017-RA
OG0013522	ENSCAFG00000006601.4	Nana30850-RA
OG0013523	ENSCAFG00000010214.4	Nana14109-RA
OG0013525	ENSCAFG00000015011.4	Nana21086-RA
OG0013526	ENSCAFG00000004251.5	Nana00713-RA
OG0013527	ENSCAFG00000015000.4	Nana26711-RA
OG0013528	ENSCAFG00000004245.5	Nana00710-RA
OG0013529	ENSCAFG00000014499.4	Nana35228-RA
OG0013530	ENSCAFG00000019414.5	Nana06199-RA
OG0013532	ENSCAFG00000017641.5	Nana08781-RA
OG0013533	ENSCAFG00000007045.5	Nana13258-RA
OG0013536	ENSCAFG00000014993.5	Nana26712-RA
OG0013538	ENSCAFG00000014713.5	Nana06287-RA
OG0013539	ENSCAFG00000014698.4	Nana06286-RA
OG0013541	ENSCAFG00000019389.4	Nana06748-RB
OG0013542	ENSCAFG00000014671.4	Nana06282-RA
OG0013543	ENSCAFG00000019386.4	Nana06700-RA
OG0013544	ENSCAFG00000004631.4	Nana06709-RA
OG0013545	ENSCAFG00000006302.4	Nana28457-RA
OG0013546	ENSCAFG00000016174.4	Nana06052-RA
OG0013547	ENSCAFG00000011588.5	Nana36373-RA
OG0013548	ENSCAFG00000014531.4	Nana06269-RA
OG0013549	ENSCAFG00000014475.4	Nana06266-RA
OG0013550	ENSCAFG00000014404.4	Nana06261-RA
OG0013551	ENSCAFG00000024526.3	Nana06252-RA
OG0013553	ENSCAFG00000006020.4	Nana28090-RA
OG0013554	ENSCAFG00000011371.5	Nana35612-RB
OG0013555	ENSCAFG00000023172.3	Nana35612-RA
OG0013556	ENSCAFG00000019222.4	Nana06135-RA
OG0013557	ENSCAFG00000014331.3	Nana06250-RA
OG0013558	ENSCAFG00000032377.2	Nana02945-RA
OG0013559	ENSCAFG00000002553.4	Nana37619-RA
OG0013560	ENSCAFG00000002544.3	Nana37622-RA
OG0013561	ENSCAFG00000002516.4	Nana37161-RA
OG0013609	ENSCAFG00000031345.2	Nana03359-RA
OG0013611	ENSCAFG00000009392.4	Nana15771-RA
OG0013612	ENSCAFG00000032568.2	Nana15772-RA
OG0013613	ENSCAFG00000008518.4	Nana34781-RA
OG0013617	ENSCAFG00000002203.4	Nana12888-RA
OG0013621	ENSCAFG00000011317.4	Nana34740-RA
OG0013626	ENSCAFG00000049438.1	Nana38909-RA
OG0013630	ENSCAFG00000016092.5	Nana34367-RA
OG0013634	ENSCAFG00000024719.4	Nana25757-RA
OG0013637	ENSCAFG00000016889.5	Nana35830-RA
OG0013638	ENSCAFG00000010001.5	Nana31501-RA
OG0013639	ENSCAFG00000007440.4	Nana31380-RA
OG0013641	ENSCAFG00000004103.6	Nana30726-RA
OG0013642	ENSCAFG00000005355.4	Nana30945-RA
OG0013643	ENSCAFG00000048356.1, ENSCAFG00000005986.4, ENSCAFG00000005981.4	Nana30935-RA
OG0013645	ENSCAFG00000002514.4	Nana37245-RA
OG0013650	ENSCAFG00000001062.5	Nana08914-RA
OG0013652	ENSCAFG00000017416.5	Nana36169-RA
OG0013657	ENSCAFG00000015339.4	Nana10564-RA
OG0013663	ENSCAFG00000015689.4	Nana10582-RA
OG0013664	ENSCAFG00000006649.3	Nana30853-RA
OG0013666	ENSCAFG00000015681.5	Nana10584-RA
OG0013667	ENSCAFG00000003675.4	Nana23582-RA
OG0013668	ENSCAFG00000013913.5	Nana38897-RA
OG0013669	ENSCAFG00000010531.4	Nana17790-RA
OG0013674	ENSCAFG00000002609.2	Nana23605-RA
OG0013679	ENSCAFG00000007341.3	Nana12932-RA
OG0013681	ENSCAFG00000028933.3	Nana36360-RA
OG0013683	ENSCAFG00000011668.5	Nana07941-RA
OG0013686	ENSCAFG00000014916.5	Nana33200-RA
OG0013688	ENSCAFG00000006902.4	Nana30337-RA
OG0013690	ENSCAFG00000006797.4	Nana30331-RA
OG0013692	ENSCAFG00000013383.4	Nana35860-RA
OG0013695	ENSCAFG00000011217.6	Nana24230-RA
OG0013698	ENSCAFG00000014000.5	Nana35797-RA
OG0013699	ENSCAFG00000002629.5	Nana00997-RA
OG0013700	ENSCAFG00000011162.4	Nana28530-RA
OG0013703	ENSCAFG00000016651.4	Nana24352-RA
OG0013706	ENSCAFG00000008404.5	Nana00721-RA
OG0013708	ENSCAFG00000004655.5	Nana30669-RA
OG0013713	ENSCAFG00000030252.2	Nana37272-RA
OG0013714	ENSCAFG00000029961.2	Nana13542-RA
OG0013715	ENSCAFG00000012089.5	Nana13545-RA
OG0013716	ENSCAFG00000012058.5	Nana13557-RA
OG0013722	ENSCAFG00000028636.2	Nana10379-RA
OG0013732	ENSCAFG00000023317.4	Nana28112-RA
OG0013744	ENSCAFG00000043212.1	Nana38608-RA
OG0013746	ENSCAFG00000001444.5	Nana14261-RA
OG0013752	ENSCAFG00000032079.2	Nana13303-RA
OG0013757	ENSCAFG00000002242.4	Nana12876-RA
OG0013762	ENSCAFG00000007093.4	Nana30404-RA
OG0013763	ENSCAFG00000045312.1	Nana38862-RA
OG0013765	ENSCAFG00000006951.6	Nana30410-RA
OG0013766	ENSCAFG00000007784.5	Nana28154-RA
OG0013770	ENSCAFG00000008414.5	Nana00749-RA
OG0013771	ENSCAFG00000018355.4	Nana10534-RA
OG0013776	ENSCAFG00000024433.3	Nana28865-RA
OG0013778	ENSCAFG00000020372.5	Nana31336-RA
OG0013781	ENSCAFG00000020354.6	Nana31365-RA
OG0013785	ENSCAFG00000011168.4	Nana28531-RA
OG0013789	ENSCAFG00000019214.5, ENSCAFG00000041505.1	Nana37338-RA
OG0013792	ENSCAFG00000010170.4	Nana19093-RA
OG0013797	ENSCAFG00000014114.5	Nana16210-RA
OG0013800	ENSCAFG00000008572.4	Nana17502-RA, Nana39826-RA
OG0013801	ENSCAFG00000046427.1	Nana28262-RA
OG0013803	ENSCAFG00000011398.6	Nana24237-RA
OG0013804	ENSCAFG00000014572.4	Nana35991-RA
OG0013809	ENSCAFG00000018351.4	Nana16156-RA
OG0013812	ENSCAFG00000041585.1	Nana36952-RA
OG0013813	ENSCAFG00000032144.2	Nana13267-RA
OG0013817	ENSCAFG00000010194.5	Nana31478-RA
OG0013819	ENSCAFG00000007318.4	Nana10389-RA
OG0013825	ENSCAFG00000029726.2	Nana15921-RA
OG0013827	ENSCAFG00000002803.2	Nana11196-RA
OG0013833	ENSCAFG00000009142.5	Nana13703-RA
OG0013834	ENSCAFG00000030973.2	Nana39082-RA, Nana11140-RA
OG0013835	ENSCAFG00000015035.5	Nana10752-RA
OG0013836	ENSCAFG00000017037.5	Nana36152-RA
OG0013837	ENSCAFG00000047472.1	Nana31312-RA, Nana15653-RA, Nana31308-RA, Nana15662-RA
OG0013841	ENSCAFG00000018542.5	Nana14680-RA
OG0013843	ENSCAFG00000002600.4	Nana30284-RA
OG0013846	ENSCAFG00000004142.5	Nana21523-RA
OG0013849	ENSCAFG00000047817.1	Nana39797-RB, Nana39797-RA
OG0013850	ENSCAFG00000017643.4	Nana33768-RA
OG0013851	ENSCAFG00000015180.5	Nana15273-RA
OG0013852	ENSCAFG00000012840.4	Nana36265-RA
OG0013855	ENSCAFG00000017751.4	Nana34216-RA
OG0013857	ENSCAFG00000018462.4	Nana09940-RA
OG0013858	ENSCAFG00000012615.4	Nana30187-RA
OG0013861	ENSCAFG00000006419.4	Nana08999-RA
OG0013862	ENSCAFG00000009285.4	Nana28228-RA
OG0013863	ENSCAFG00000014526.5	Nana12973-RA
OG0013866	ENSCAFG00000011854.5	Nana27654-RA
OG0013868	ENSCAFG00000002055.4	Nana12864-RA
OG0013874	ENSCAFG00000014982.4	Nana15292-RA
OG0013875	ENSCAFG00000006265.3	Nana21638-RA
OG0013877	ENSCAFG00000031723.2	Nana20538-RA
OG0013879	ENSCAFG00000010841.4	Nana27482-RA
OG0013880	ENSCAFG00000031848.2	Nana10305-RA, Nana20491-RA
OG0013882	ENSCAFG00000008534.4	Nana20399-RA
OG0013890	ENSCAFG00000007643.5	Nana20218-RA
OG0013893	ENSCAFG00000012881.4	Nana20155-RA
OG0013906	ENSCAFG00000003221.4	Nana27131-RA
OG0013907	ENSCAFG00000013150.5	Nana22847-RA
OG0013908	ENSCAFG00000031676.2	Nana14335-RA
OG0013913	ENSCAFG00000004701.1	Nana14420-RA
OG0013914	ENSCAFG00000014088.4	Nana19207-RA
OG0013917	ENSCAFG00000009548.4	Nana17710-RA
OG0013918	ENSCAFG00000012534.5	Nana19586-RA
OG0013921	ENSCAFG00000001194.3	Nana14239-RA
OG0013922	ENSCAFG00000001394.5	Nana14250-RA
OG0013930	ENSCAFG00000029175.3	Nana23347-RA
OG0013931	ENSCAFG00000002974.4	Nana23342-RA
OG0013934	ENSCAFG00000009671.4	Nana13955-RA
OG0013935	ENSCAFG00000024436.3	Nana29589-RA
OG0013936	ENSCAFG00000010570.5	Nana13915-RC, Nana13915-RB
OG0013937	ENSCAFG00000010521.5	Nana13912-RA
OG0013938	ENSCAFG00000008154.5	Nana13865-RA
OG0013939	ENSCAFG00000015331.4	Nana29367-RA
OG0013941	ENSCAFG00000028605.2	Nana25980-RA
OG0013944	ENSCAFG00000000838.4	Nana29476-RA
OG0013955	ENSCAFG00000012848.4	Nana13429-RA
OG0013958	ENSCAFG00000002164.4	Nana18617-RA
OG0013960	ENSCAFG00000009081.5	Nana24815-RA, Nana22712-RA
OG0013969	ENSCAFG00000008663.4	Nana17603-RA
OG0013970	ENSCAFG00000008634.5	Nana17593-RA
OG0013974	ENSCAFG00000009530.5	Nana12207-RA
OG0013977	ENSCAFG00000017133.4	Nana10790-RA
OG0013979	ENSCAFG00000015163.3	Nana10516-RA
OG0013982	ENSCAFG00000020042.4	Nana10492-RA
OG0013984	ENSCAFG00000029249.2	Nana10541-RA
OG0013986	ENSCAFG00000006934.4	Nana10227-RA
OG0013989	ENSCAFG00000043872.1	Nana10867-RA
OG0013990	ENSCAFG00000015976.5	Nana10908-RA
OG0013996	ENSCAFG00000015934.5	Nana10729-RA
OG0013997	ENSCAFG00000015938.6	Nana10730-RA
OG0013998	ENSCAFG00000009050.5	Nana04889-RA
OG0013999	ENSCAFG00000045627.1, ENSCAFG00000030967.2	Nana10026-RA
OG0014001	ENSCAFG00000008910.4	Nana10163-RA
OG0014006	ENSCAFG00000016316.4	Nana09290-RA
OG0014009	ENSCAFG00000012525.5	Nana03743-RA
OG0014010	ENSCAFG00000014996.3	Nana03907-RA
OG0014011	ENSCAFG00000024732.4	Nana03850-RB, Nana03850-RA
OG0014013	ENSCAFG00000007910.4	Nana04064-RA
OG0014014	ENSCAFG00000031241.2	Nana04059-RA
OG0014016	ENSCAFG00000029753.2	Nana09119-RA
OG0014017	ENSCAFG00000016830.4	Nana09060-RA
OG0014018	ENSCAFG00000001010.5	Nana08931-RA
OG0014022	ENSCAFG00000017910.5	Nana08810-RA
OG0014023	ENSCAFG00000031043.2	Nana02836-RA
OG0014028	ENSCAFG00000011661.4	Nana08639-RA
OG0014033	ENSCAFG00000003845.4	Nana02630-RA
OG0014034	ENSCAFG00000008269.5	Nana08393-RA
OG0014036	ENSCAFG00000003058.4	Nana02248-RA
OG0014041	ENSCAFG00000030627.2	Nana08083-RA
OG0014047	ENSCAFG00000000394.4	Nana07815-RA
OG0014051	ENSCAFG00000006306.4	Nana00922-RA
OG0014055	ENSCAFG00000013739.5	Nana19150-RA
OG0014056	ENSCAFG00000046422.1	Nana36878-RB, Nana36878-RA
OG0014057	ENSCAFG00000018539.4	Nana14681-RA
OG0014059	ENSCAFG00000046178.1	Nana00637-RA
OG0014060	ENSCAFG00000031603.2	Nana10769-RA
OG0014064	ENSCAFG00000017062.4	Nana36041-RA
OG0014065	ENSCAFG00000016374.4	Nana23040-RA
OG0014067	ENSCAFG00000031615.3	Nana00960-RA
OG0014068	ENSCAFG00000017047.5	Nana36045-RA
OG0014069	ENSCAFG00000028473.2	Nana37324-RA
OG0014070	ENSCAFG00000019381.4	Nana37325-RA
OG0014071	ENSCAFG00000025247.4	Nana27526-RA
OG0014073	ENSCAFG00000015328.4	Nana34270-RA
OG0014074	ENSCAFG00000048372.1	Nana19835-RA
OG0014075	ENSCAFG00000017104.4	Nana23750-RA
OG0014076	ENSCAFG00000019934.4	Nana31713-RA
OG0014078	ENSCAFG00000031231.2	Nana23382-RA
OG0014079	ENSCAFG00000017844.5	Nana34198-RA
OG0014083	ENSCAFG00000015112.2	Nana37196-RA
OG0014085	ENSCAFG00000001597.4	Nana14202-RA
OG0014087	ENSCAFG00000016641.5	Nana24350-RA
OG0014088	ENSCAFG00000046116.1	Nana27300-RA
OG0014089	ENSCAFG00000018588.4	Nana30214-RA
OG0014093	ENSCAFG00000030931.3	Nana34964-RA
OG0014094	ENSCAFG00000048054.1	Nana37571-RA
OG0014095	ENSCAFG00000032085.2	Nana08949-RA
OG0014096	ENSCAFG00000024335.4	Nana06426-RA
OG0014097	ENSCAFG00000016096.5	Nana38956-RA, Nana39774-RA
OG0014102	ENSCAFG00000016842.4	Nana04993-RA
OG0014104	ENSCAFG00000002895.4	Nana11318-RA
OG0014105	ENSCAFG00000016857.4	Nana35699-RA
OG0014106	ENSCAFG00000016016.5	Nana20938-RA
OG0014107	ENSCAFG00000013406.4	Nana10537-RA
OG0014108	ENSCAFG00000019595.5	Nana37595-RA
OG0014110	ENSCAFG00000014333.4	Nana36254-RA
OG0014111	ENSCAFG00000009049.4	Nana16588-RA
OG0014112	ENSCAFG00000015033.3	Nana37261-RA
OG0014116	ENSCAFG00000019467.4	Nana36717-RA
OG0014117	ENSCAFG00000030205.2	Nana16223-RA
OG0014118	ENSCAFG00000015995.4	Nana38658-RA
OG0014119	ENSCAFG00000017632.4, ENSCAFG00000012046.4	Nana29962-RA
OG0014120	ENSCAFG00000005993.3	Nana02730-RA
OG0014121	ENSCAFG00000044353.1	Nana16583-RA
OG0014122	ENSCAFG00000004487.5	Nana30907-RA
OG0014123	ENSCAFG00000013664.5	Nana33074-RA
OG0014124	ENSCAFG00000004455.5	Nana30917-RA
OG0014125	ENSCAFG00000019445.2	Nana36731-RA
OG0014127	ENSCAFG00000023027.3	Nana06394-RA
OG0014128	ENSCAFG00000023155.3	Nana09252-RA
OG0014130	ENSCAFG00000002225.4	Nana12882-RA
OG0014131	ENSCAFG00000020125.5	Nana36561-RA
OG0014132	ENSCAFG00000020123.4	Nana36562-RA
OG0014133	ENSCAFG00000023966.4	Nana28850-RA
OG0014136	ENSCAFG00000001718.2	Nana27950-RA
OG0014138	ENSCAFG00000001672.4	Nana27945-RA
OG0014140	ENSCAFG00000020015.4	Nana31258-RA
OG0014141	ENSCAFG00000009637.4	Nana28101-RA, Nana28095-RA
OG0014144	ENSCAFG00000025208.3	Nana14137-RA
OG0014145	ENSCAFG00000013086.5	Nana15350-RA
OG0014146	ENSCAFG00000031552.2	Nana30605-RA
OG0014147	ENSCAFG00000000408.4	Nana26901-RA
OG0014148	ENSCAFG00000007345.5	Nana10054-RA
OG0014149	ENSCAFG00000011034.4	Nana26027-RA, Nana26026-RA
OG0014150	ENSCAFG00000029466.2	Nana26124-RA
OG0014151	ENSCAFG00000029387.2	Nana29371-RA
OG0014152	ENSCAFG00000049055.1	Nana14536-RA
OG0014153	ENSCAFG00000003840.4	Nana23317-RA
OG0014154	ENSCAFG00000023734.4	Nana27865-RA
OG0014157	ENSCAFG00000016571.3	Nana37145-RA
OG0014158	ENSCAFG00000018076.4	Nana38225-RA
OG0014160	ENSCAFG00000030107.1	Nana27868-RA
OG0014164	ENSCAFG00000014184.3	Nana05957-RA
OG0014174	ENSCAFG00000005489.5	Nana25541-RA
OG0014176	ENSCAFG00000032432.3	Nana02602-RA
OG0014182	ENSCAFG00000012722.4	Nana35784-RA
OG0014184	ENSCAFG00000002575.3	Nana23424-RA
OG0014186	ENSCAFG00000031609.2	Nana01187-RA
OG0014190	ENSCAFG00000024450.3	Nana25711-RA
OG0014194	ENSCAFG00000015061.4	Nana35963-RA
OG0014195	ENSCAFG00000014332.5	Nana32115-RB
OG0014204	ENSCAFG00000014054.4	Nana38737-RA
OG0014205	ENSCAFG00000000172.4	Nana16058-RA
OG0014206	ENSCAFG00000005530.4	Nana30873-RA
OG0014207	ENSCAFG00000002481.4	Nana10320-RA
OG0014211	ENSCAFG00000028848.1	Nana09238-RA
OG0014212	ENSCAFG00000012029.4	Nana13008-RA
OG0014214	ENSCAFG00000001777.4	Nana27351-RA
OG0014218	ENSCAFG00000038910.2	Nana30099-RA
OG0014220	ENSCAFG00000025514.3	Nana19077-RA
OG0014222	ENSCAFG00000005151.4	Nana08642-RA
OG0014223	ENSCAFG00000008588.5	Nana31044-RA
OG0014224	ENSCAFG00000031082.3	Nana31042-RA
OG0014226	ENSCAFG00000001590.5	Nana11491-RA
OG0014227	ENSCAFG00000048514.1	Nana29838-RD
OG0014228	ENSCAFG00000017545.4	Nana36154-RA
OG0014233	ENSCAFG00000030193.2	Nana02886-RA
OG0014235	ENSCAFG00000014455.5	Nana36000-RA
OG0014238	ENSCAFG00000029722.2	Nana00101-RA
OG0014239	ENSCAFG00000012869.3	Nana36261-RA
OG0014242	ENSCAFG00000019927.5	Nana36870-RA
OG0014243	ENSCAFG00000000317.4	Nana01846-RA
OG0014245	ENSCAFG00000017865.5	Nana32960-RA
OG0014246	ENSCAFG00000012729.4	Nana36273-RA
OG0014247	ENSCAFG00000012739.4	Nana35892-RA
OG0014250	ENSCAFG00000031769.2	Nana03277-RA
OG0014251	ENSCAFG00000003789.4	Nana01117-RA
OG0014252	ENSCAFG00000007430.4	Nana13803-RA
OG0014253	ENSCAFG00000013411.4	Nana09117-RA
OG0014254	ENSCAFG00000032367.2	Nana00678-RA
OG0014255	ENSCAFG00000023388.3	Nana00677-RA
OG0014257	ENSCAFG00000043258.1	Nana15401-RA
OG0014258	ENSCAFG00000009106.6	Nana24648-RF, Nana24648-RL, Nana24648-RJ, Nana24648-RI, Nana24648-RE, Nana24648-RG
OG0014260	ENSCAFG00000004676.4	Nana00686-RA
OG0014261	ENSCAFG00000031953.2	Nana24658-RA
OG0014262	ENSCAFG00000046132.1	Nana20757-RA
OG0014263	ENSCAFG00000024239.1	Nana36309-RA
OG0014265	ENSCAFG00000011851.4	Nana35647-RA
OG0014266	ENSCAFG00000015272.4	Nana18742-RA
OG0014267	ENSCAFG00000012309.3	Nana36303-RA
OG0014269	ENSCAFG00000005695.4	Nana02693-RA
OG0014272	ENSCAFG00000014643.3	Nana36094-RA
OG0014274	ENSCAFG00000023709.4	Nana06748-RA
OG0014275	ENSCAFG00000019501.4	Nana06175-RA
OG0014276	ENSCAFG00000042294.1	Nana35480-RB
OG0014277	ENSCAFG00000015854.4	Nana37559-RC
OG0014278	ENSCAFG00000029625.2	Nana05094-RA
OG0014279	ENSCAFG00000013975.4	Nana35819-RA
OG0014284	ENSCAFG00000014882.3	Nana06080-RA
OG0014287	ENSCAFG00000042795.1	Nana35209-RA
OG0014288	ENSCAFG00000024559.3	Nana23688-RA
OG0014289	ENSCAFG00000028865.2	Nana30047-RA
OG0014290	ENSCAFG00000019409.4	Nana06781-RA
OG0014291	ENSCAFG00000034045.2	Nana16463-RA
OG0014293	ENSCAFG00000024865.3	Nana00769-RA
OG0014294	ENSCAFG00000006157.5	Nana17392-RA
OG0014296	ENSCAFG00000006058.5	Nana02983-RA
OG0014300	ENSCAFG00000008164.4	Nana17932-RB, Nana17932-RA
OG0014404	ENSCAFG00000018055.3	Nana32908-RA
OG0014413	ENSCAFG00000015462.2	Nana06632-RA
OG0014436	ENSCAFG00000030102.2	Nana00939-RA
OG0014449	ENSCAFG00000025128.3	Nana24111-RA
OG0014450	ENSCAFG00000013070.5	Nana35885-RA
OG0014455	ENSCAFG00000010825.4	Nana29892-RA
OG0014457	ENSCAFG00000019701.5	Nana36786-RA
OG0014464	ENSCAFG00000017772.4	Nana00202-RA
OG0014478	ENSCAFG00000004506.5	Nana38836-RA
OG0014480	ENSCAFG00000011778.2	Nana34489-RA
OG0014490	ENSCAFG00000023923.4	Nana30471-RA
OG0014492	ENSCAFG00000002495.3	Nana02362-RA
OG0014493	ENSCAFG00000023113.5	Nana34994-RA
OG0014496	ENSCAFG00000000101.3	Nana12495-RA
OG0014497	ENSCAFG00000016772.4	Nana11281-RA
OG0014500	ENSCAFG00000014980.4	Nana15291-RA
OG0014505	ENSCAFG00000007481.5	Nana12010-RA
OG0014513	ENSCAFG00000017303.4	Nana23544-RA
OG0014515	ENSCAFG00000019195.5	Nana33986-RA
OG0014516	ENSCAFG00000006448.6	Nana11186-RA
OG0014533	ENSCAFG00000014066.5	Nana15230-RA
OG0014540	ENSCAFG00000031062.2	Nana22349-RA
OG0014541	ENSCAFG00000031110.2	Nana22523-RA
OG0014547	ENSCAFG00000030782.2	Nana19732-RA
OG0014561	ENSCAFG00000013059.4	Nana13326-RA
OG0014565	ENSCAFG00000010316.7	Nana24858-RA
OG0014567	ENSCAFG00000002042.4	Nana11592-RC, Nana11592-RB
OG0014568	ENSCAFG00000013321.4	Nana05249-RA
OG0014570	ENSCAFG00000049369.1	Nana05794-RA
OG0014571	ENSCAFG00000015521.4	Nana10546-RA
OG0014573	ENSCAFG00000018676.4	Nana10815-RA, Nana10815-RB
OG0014577	ENSCAFG00000029116.3	Nana10022-RA
OG0014579	ENSCAFG00000007521.5	Nana04634-RA
OG0014584	ENSCAFG00000005030.2	Nana09480-RA
OG0014592	ENSCAFG00000024193.3	Nana02692-RA
OG0014601	ENSCAFG00000013817.4	Nana19159-RA
OG0014605	ENSCAFG00000023935.3	Nana31360-RA, Nana31360-RB
OG0014606	ENSCAFG00000019391.5	Nana37310-RA
OG0014608	ENSCAFG00000017130.4	Nana23520-RA
OG0014615	ENSCAFG00000016165.4	Nana04010-RA
OG0014616	ENSCAFG00000003181.4	Nana27135-RE
OG0014620	ENSCAFG00000042279.1, ENSCAFG00000049614.1	Nana15473-RA
OG0014623	ENSCAFG00000023903.4	Nana24243-RA
OG0014626	ENSCAFG00000020303.4	Nana31823-RA
OG0014628	ENSCAFG00000011675.4	Nana07943-RA
OG0014629	ENSCAFG00000030848.2	Nana33067-RA
OG0014631	ENSCAFG00000018610.5	Nana10843-RA
OG0014637	ENSCAFG00000001536.5	Nana17219-RA
OG0014645	ENSCAFG00000011285.4	Nana35610-RC
OG0014650	ENSCAFG00000019098.4	Nana06398-RA
OG0014653	ENSCAFG00000030043.2	Nana32943-RA
OG0014654	ENSCAFG00000031540.3	Nana02942-RA
OG0014655	ENSCAFG00000019599.5	Nana37594-RA
OG0014657	ENSCAFG00000041922.1	Nana10792-RA
OG0014658	ENSCAFG00000047433.1	Nana17713-RA
OG0014659	ENSCAFG00000014679.4	Nana22855-RA
OG0014660	ENSCAFG00000044619.1	Nana23832-RB, Nana23832-RC
OG0014662	ENSCAFG00000029781.2	Nana13332-RA
OG0014664	ENSCAFG00000023251.3	Nana26090-RA
OG0014666	ENSCAFG00000006995.5	Nana16320-RA
OG0014672	ENSCAFG00000030613.2	Nana39181-RA
OG0014674	ENSCAFG00000029844.2	Nana36364-RA
OG0014678	ENSCAFG00000024052.3	Nana30740-RA
OG0014681	ENSCAFG00000001721.4	Nana27954-RA
OG0014683	ENSCAFG00000025041.2	Nana29383-RA
OG0014686	ENSCAFG00000012103.3	Nana33626-RA
OG0014690	ENSCAFG00000029398.2	Nana30811-RA
OG0014694	ENSCAFG00000020213.3	Nana38339-RA
OG0014697	ENSCAFG00000004891.4	Nana30611-RA
OG0014706	ENSCAFG00000000609.4	Nana27970-RA
OG0014716	ENSCAFG00000029286.2	Nana09431-RA
OG0014722	ENSCAFG00000018189.4	Nana32080-RA
OG0014730	ENSCAFG00000012666.4	Nana35777-RA
OG0014731	ENSCAFG00000024169.3	Nana06796-RA
OG0014733	ENSCAFG00000032106.2	Nana39021-RA
OG0014739	ENSCAFG00000028528.2	Nana23712-RA
OG0014744	ENSCAFG00000031563.2	Nana23583-RA
OG0014753	ENSCAFG00000024895.2, ENSCAFG00000025564.3	Nana24951-RA
OG0014754	ENSCAFG00000046635.1	Nana32752-RA
OG0014755	ENSCAFG00000019839.4	Nana14297-RA
OG0014756	ENSCAFG00000030744.2	Nana23186-RA
OG0014757	ENSCAFG00000015053.4	Nana35964-RA
OG0014758	ENSCAFG00000047437.1	Nana27190-RA
OG0014759	ENSCAFG00000029117.2	Nana24846-RA
OG0014770	ENSCAFG00000030055.2	Nana09299-RA
OG0014774	ENSCAFG00000011870.4	Nana19670-RA
OG0014776	ENSCAFG00000008706.5	Nana31114-RA
OG0014779	ENSCAFG00000019370.4	Nana00137-RA
OG0014780	ENSCAFG00000034613.2	Nana24857-RA
OG0014782	ENSCAFG00000015657.5	Nana10595-RA
OG0014785	ENSCAFG00000003283.5	Nana02495-RA
OG0014792	ENSCAFG00000010695.4	Nana08607-RA
OG0014794	ENSCAFG00000013138.5	Nana35898-RA
OG0014795	ENSCAFG00000047764.1	Nana30101-RA
OG0014797	ENSCAFG00000003273.4	Nana28085-RA
OG0014798	ENSCAFG00000018229.5	Nana06033-RA
OG0014800	ENSCAFG00000030186.2	Nana32454-RA
OG0014801	ENSCAFG00000001494.4	Nana27844-RA
OG0014804	ENSCAFG00000003051.5	Nana02250-RA
OG0014805	ENSCAFG00000030355.2	Nana30940-RA
OG0014812	ENSCAFG00000014465.4	Nana35992-RA
OG0014815	ENSCAFG00000031670.2	Nana18776-RA
OG0014817	ENSCAFG00000005566.5	Nana02784-RA
OG0014820	ENSCAFG00000045409.1, ENSCAFG00000009546.2	Nana24639-RA
OG0014821	ENSCAFG00000010000.4	Nana29276-RA
OG0014823	ENSCAFG00000029463.3	Nana12879-RA, Nana12879-RB
OG0014827	ENSCAFG00000043620.1	Nana01505-RA
OG0014828	ENSCAFG00000003851.5	Nana21342-RA
OG0014831	ENSCAFG00000012682.5	Nana35906-RA
OG0014841	ENSCAFG00000012251.4	Nana35877-RA
OG0014844	ENSCAFG00000004462.3	Nana00737-RA
OG0014845	ENSCAFG00000009778.4	Nana13149-RA
OG0014852	ENSCAFG00000014017.4	Nana01111-RA
OG0014855	ENSCAFG00000015636.4	Nana35740-RA
OG0014857	ENSCAFG00000013970.4	Nana35818-RA
OG0014860	ENSCAFG00000009366.4	Nana03535-RA
OG0014861	ENSCAFG00000008888.3	Nana24671-RA
OG0014865	ENSCAFG00000010318.4	Nana00331-RA
OG0014867	ENSCAFG00000023384.4	Nana27078-RB
OG0014870	ENSCAFG00000019426.4	Nana06192-RA
OG0014875	ENSCAFG00000030726.2	Nana14457-RA
OG0014876	ENSCAFG00000014727.4	Nana06225-RA
