Orthogroup	C_familiaris.pep	P_troglodytes.pep
OG0010966	ENSCAFG00000006645.4	ENSPTRG00000005026.2
OG0010967	ENSCAFG00000006699.4	ENSPTRG00000005024.6
OG0010968	ENSCAFG00000017543.4	ENSPTRG00000006631.5
OG0010969	ENSCAFG00000006918.4	ENSPTRG00000005019.5
OG0010970	ENSCAFG00000006950.4	ENSPTRG00000005014.5
OG0010971	ENSCAFG00000025559.3	ENSPTRG00000050925.1
OG0010972	ENSCAFG00000006371.5	ENSPTRG00000020146.7
OG0010973	ENSCAFG00000032734.2	ENSPTRG00000006622.3
OG0010974	ENSCAFG00000031111.2	ENSPTRG00000006619.6
OG0010975	ENSCAFG00000017478.5	ENSPTRG00000006610.6
OG0010976	ENSCAFG00000017415.4	ENSPTRG00000006608.6
OG0010977	ENSCAFG00000017377.5	ENSPTRG00000006607.5
OG0010978	ENSCAFG00000017354.4	ENSPTRG00000006606.6
OG0010979	ENSCAFG00000017343.6	ENSPTRG00000006604.6
OG0010980	ENSCAFG00000017329.1	ENSPTRG00000045540.1
OG0010981	ENSCAFG00000017315.4	ENSPTRG00000006599.6
OG0010982	ENSCAFG00000017308.4	ENSPTRG00000006598.4
OG0010983	ENSCAFG00000017302.5	ENSPTRG00000006595.6
OG0010984	ENSCAFG00000030409.2	ENSPTRG00000006587.4
OG0010985	ENSCAFG00000017229.4	ENSPTRG00000006586.4
OG0010986	ENSCAFG00000017222.4	ENSPTRG00000006583.6
OG0010987	ENSCAFG00000017196.4	ENSPTRG00000006579.6
OG0010988	ENSCAFG00000017191.3	ENSPTRG00000006578.5
OG0010989	ENSCAFG00000017178.5	ENSPTRG00000006576.5
OG0010990	ENSCAFG00000017168.5	ENSPTRG00000006575.5
OG0010991	ENSCAFG00000032369.2	ENSPTRG00000039596.2
OG0010992	ENSCAFG00000017152.5	ENSPTRG00000006570.7
OG0010993	ENSCAFG00000017147.5	ENSPTRG00000006569.5
OG0010994	ENSCAFG00000017144.4	ENSPTRG00000048893.1
OG0010995	ENSCAFG00000017116.4	ENSPTRG00000006563.4
OG0010996	ENSCAFG00000017040.4	ENSPTRG00000047703.1
OG0010997	ENSCAFG00000017024.4	ENSPTRG00000006550.4
OG0010998	ENSCAFG00000017096.4	ENSPTRG00000010550.5
OG0010999	ENSCAFG00000016998.4	ENSPTRG00000006547.7
OG0011000	ENSCAFG00000016994.3	ENSPTRG00000024146.6
OG0011001	ENSCAFG00000016962.4	ENSPTRG00000006539.5
OG0011002	ENSCAFG00000017319.4	ENSPTRG00000010513.4
OG0011003	ENSCAFG00000017326.4	ENSPTRG00000010511.4
OG0011004	ENSCAFG00000016923.4	ENSPTRG00000006533.7
OG0011005	ENSCAFG00000017405.4	ENSPTRG00000010502.6
OG0011006	ENSCAFG00000044256.1	ENSPTRG00000030700.4
OG0011007	ENSCAFG00000016901.5	ENSPTRG00000006531.5
OG0011008	ENSCAFG00000025238.4	ENSPTRG00000006528.6
OG0011009	ENSCAFG00000017432.4	ENSPTRG00000040791.2
OG0011010	ENSCAFG00000016885.4	ENSPTRG00000006527.5
OG0011011	ENSCAFG00000029732.2	ENSPTRG00000006272.5
OG0011012	ENSCAFG00000015962.5	ENSPTRG00000010624.3
OG0011013	ENSCAFG00000013690.4	ENSPTRG00000006281.7
OG0011014	ENSCAFG00000028962.2	ENSPTRG00000006283.4
OG0011015	ENSCAFG00000013731.4	ENSPTRG00000006284.6
OG0011016	ENSCAFG00000013743.4	ENSPTRG00000006285.4
OG0011017	ENSCAFG00000013753.4	ENSPTRG00000006287.6
OG0011018	ENSCAFG00000012582.4	ENSPTRG00000006234.5
OG0011019	ENSCAFG00000012553.5	ENSPTRG00000006232.6
OG0011020	ENSCAFG00000029607.2	ENSPTRG00000006227.6
OG0011021	ENSCAFG00000008304.4	ENSPTRG00000006891.5
OG0011022	ENSCAFG00000008398.5	ENSPTRG00000006895.6
OG0011023	ENSCAFG00000016147.4	ENSPTRG00000010613.6
OG0011024	ENSCAFG00000008431.4	ENSPTRG00000006899.6
OG0011025	ENSCAFG00000016130.4	ENSPTRG00000010614.6
OG0011026	ENSCAFG00000008643.4	ENSPTRG00000006903.6
OG0011027	ENSCAFG00000008649.5	ENSPTRG00000006904.6
OG0011028	ENSCAFG00000008674.5	ENSPTRG00000006905.6
OG0011029	ENSCAFG00000017621.4	ENSPTRG00000010485.5
OG0011030	ENSCAFG00000013892.5	ENSPTRG00000023433.5
OG0011031	ENSCAFG00000013806.4	ENSPTRG00000004648.4
OG0011032	ENSCAFG00000049605.1	ENSPTRG00000006873.3
OG0011033	ENSCAFG00000008002.2	ENSPTRG00000006874.4
OG0011034	ENSCAFG00000029792.2	ENSPTRG00000006875.3
OG0011035	ENSCAFG00000017615.3	ENSPTRG00000009997.5
OG0011036	ENSCAFG00000013488.4	ENSPTRG00000004669.6
OG0011037	ENSCAFG00000017635.4	ENSPTRG00000009994.4
OG0011038	ENSCAFG00000006073.5	ENSPTRG00000005794.7
OG0011039	ENSCAFG00000006115.5	ENSPTRG00000005790.5
OG0011040	ENSCAFG00000017663.5	ENSPTRG00000024035.4
OG0011041	ENSCAFG00000010926.4	ENSPTRG00000015253.5
OG0011042	ENSCAFG00000017681.4	ENSPTRG00000009985.5
OG0011043	ENSCAFG00000016679.5	ENSPTRG00000006499.7
OG0011044	ENSCAFG00000016702.4	ENSPTRG00000006500.7
OG0011045	ENSCAFG00000009784.4	ENSPTRG00000001150.5
OG0011046	ENSCAFG00000015572.4	ENSPTRG00000048542.1
OG0011047	ENSCAFG00000016802.4	ENSPTRG00000006508.5
OG0011048	ENSCAFG00000016864.5	ENSPTRG00000006523.6
OG0011049	ENSCAFG00000010104.5	ENSPTRG00000006973.4
OG0011050	ENSCAFG00000019241.5	ENSPTRG00000045215.1, ENSPTRG00000050474.1
OG0011051	ENSCAFG00000019239.4	ENSPTRG00000043565.1
OG0011052	ENSCAFG00000010031.5	ENSPTRG00000006971.7
OG0011053	ENSCAFG00000019189.4	ENSPTRG00000022541.4
OG0011054	ENSCAFG00000019428.5	ENSPTRG00000043866.1, ENSPTRG00000022421.6
OG0011055	ENSCAFG00000009525.4	ENSPTRG00000006942.5
OG0011056	ENSCAFG00000009510.4	ENSPTRG00000006941.5
OG0011057	ENSCAFG00000009282.6	ENSPTRG00000003543.6
OG0011058	ENSCAFG00000020060.4	ENSPTRG00000047115.1
OG0011059	ENSCAFG00000009122.5	ENSPTRG00000003552.6
OG0011060	ENSCAFG00000016277.4	ENSPTRG00000021929.7
OG0011061	ENSCAFG00000016241.4	ENSPTRG00000021927.6
OG0011062	ENSCAFG00000008977.5	ENSPTRG00000003554.5
OG0011063	ENSCAFG00000008852.4	ENSPTRG00000003558.7
OG0011064	ENSCAFG00000008656.5	ENSPTRG00000003561.6
OG0011065	ENSCAFG00000008769.5	ENSPTRG00000003562.5
OG0011066	ENSCAFG00000016231.4	ENSPTRG00000006454.7
OG0011067	ENSCAFG00000008230.4	ENSPTRG00000004928.6
OG0011068	ENSCAFG00000006657.5	ENSPTRG00000003523.6
OG0011069	ENSCAFG00000008306.6	ENSPTRG00000004924.5
OG0011070	ENSCAFG00000009453.5	ENSPTRG00000003529.7
OG0011071	ENSCAFG00000009393.4	ENSPTRG00000003534.4
OG0011072	ENSCAFG00000009363.4	ENSPTRG00000003538.4
OG0011073	ENSCAFG00000009349.4	ENSPTRG00000003539.5
OG0011074	ENSCAFG00000009313.4	ENSPTRG00000003542.6
OG0011075	ENSCAFG00000006768.2	ENSPTRG00000003515.4
OG0011076	ENSCAFG00000006730.5	ENSPTRG00000003518.6
OG0011077	ENSCAFG00000006803.1	ENSPTRG00000003513.5
OG0011078	ENSCAFG00000006808.2	ENSPTRG00000050436.1
OG0011079	ENSCAFG00000006825.4	ENSPTRG00000003509.6
OG0011080	ENSCAFG00000000128.4	ENSPTRG00000005099.4
OG0011081	ENSCAFG00000006832.3	ENSPTRG00000049063.1
OG0011082	ENSCAFG00000000124.6	ENSPTRG00000022963.4
OG0011083	ENSCAFG00000006881.5	ENSPTRG00000003502.6
OG0011084	ENSCAFG00000000122.4	ENSPTRG00000005096.5
OG0011085	ENSCAFG00000010688.3	ENSPTRG00000004001.3
OG0011086	ENSCAFG00000029983.2	ENSPTRG00000004000.2
OG0011087	ENSCAFG00000010698.4	ENSPTRG00000003997.5
OG0011088	ENSCAFG00000000119.5	ENSPTRG00000052054.1
OG0011089	ENSCAFG00000010388.4	ENSPTRG00000004014.5
OG0011090	ENSCAFG00000004970.4	ENSPTRG00000012390.6
OG0011091	ENSCAFG00000009424.4	ENSPTRG00000003434.5
OG0011092	ENSCAFG00000009431.4	ENSPTRG00000003435.6
OG0011093	ENSCAFG00000009813.5	ENSPTRG00000044088.1
OG0011094	ENSCAFG00000009831.6	ENSPTRG00000003439.7
OG0011095	ENSCAFG00000009856.4	ENSPTRG00000003440.3
OG0011096	ENSCAFG00000010053.5	ENSPTRG00000003443.5
OG0011097	ENSCAFG00000000111.4	ENSPTRG00000005082.5
OG0011098	ENSCAFG00000010282.4	ENSPTRG00000003463.4
OG0011099	ENSCAFG00000007510.5	ENSPTRG00000003473.6
OG0011100	ENSCAFG00000000108.5	ENSPTRG00000005079.6
OG0011101	ENSCAFG00000007426.4	ENSPTRG00000003476.7
OG0011102	ENSCAFG00000007315.4	ENSPTRG00000003481.7
OG0011103	ENSCAFG00000007308.5	ENSPTRG00000003482.5
OG0011104	ENSCAFG00000007298.4	ENSPTRG00000003483.6
OG0011105	ENSCAFG00000008760.6	ENSPTRG00000004893.5
OG0011106	ENSCAFG00000029988.2	ENSPTRG00000003489.6
OG0011107	ENSCAFG00000008801.4	ENSPTRG00000004889.6
OG0011108	ENSCAFG00000008811.4	ENSPTRG00000004888.3
OG0011109	ENSCAFG00000008857.4	ENSPTRG00000004886.4
OG0011110	ENSCAFG00000007638.4	ENSPTRG00000023779.4
OG0011111	ENSCAFG00000007573.4	ENSPTRG00000003357.4
OG0011112	ENSCAFG00000008923.5	ENSPTRG00000004883.5
OG0011113	ENSCAFG00000008937.5	ENSPTRG00000004882.6
OG0011114	ENSCAFG00000000142.4	ENSPTRG00000022987.5
OG0011115	ENSCAFG00000008487.4	ENSPTRG00000003386.5
OG0011116	ENSCAFG00000008607.4	ENSPTRG00000003393.6
OG0011117	ENSCAFG00000008664.4	ENSPTRG00000003396.6
OG0011118	ENSCAFG00000042900.1	ENSPTRG00000044626.1
OG0011119	ENSCAFG00000008389.4	ENSPTRG00000004916.5
OG0011120	ENSCAFG00000008382.4	ENSPTRG00000004917.5
OG0011121	ENSCAFG00000050025.1	ENSPTRG00000003408.4
OG0011122	ENSCAFG00000004464.5	ENSPTRG00000009600.6
OG0011123	ENSCAFG00000004524.4	ENSPTRG00000009603.3
OG0011124	ENSCAFG00000004553.2	ENSPTRG00000030786.3
OG0011125	ENSCAFG00000004556.4	ENSPTRG00000009607.6
OG0011126	ENSCAFG00000031339.2	ENSPTRG00000003428.3
OG0011127	ENSCAFG00000024663.2	ENSPTRG00000030740.3
OG0011128	ENSCAFG00000005759.5	ENSPTRG00000009764.6
OG0011129	ENSCAFG00000005752.5	ENSPTRG00000009763.6
OG0011130	ENSCAFG00000005725.4	ENSPTRG00000043854.1
OG0011131	ENSCAFG00000005719.4	ENSPTRG00000009755.6
OG0011132	ENSCAFG00000005705.5	ENSPTRG00000009752.5
OG0011133	ENSCAFG00000005700.5	ENSPTRG00000009750.5
OG0011134	ENSCAFG00000010197.5	ENSPTRG00000003179.6
OG0011135	ENSCAFG00000005689.5	ENSPTRG00000009746.5
OG0011136	ENSCAFG00000010121.4	ENSPTRG00000003177.6
OG0011137	ENSCAFG00000010099.4	ENSPTRG00000003173.7
OG0011138	ENSCAFG00000010090.5	ENSPTRG00000047625.1
OG0011139	ENSCAFG00000005640.4	ENSPTRG00000009739.4
OG0011140	ENSCAFG00000018912.4	ENSPTRG00000007770.6
OG0011141	ENSCAFG00000005578.5	ENSPTRG00000009733.6
OG0011142	ENSCAFG00000005572.5	ENSPTRG00000040905.2
OG0011143	ENSCAFG00000031851.2	ENSPTRG00000009731.5
OG0011144	ENSCAFG00000032086.2	ENSPTRG00000009730.5
OG0011145	ENSCAFG00000009960.4	ENSPTRG00000043986.1
OG0011146	ENSCAFG00000005545.4	ENSPTRG00000009725.7
OG0011147	ENSCAFG00000005528.4	ENSPTRG00000040748.2
OG0011148	ENSCAFG00000005312.5	ENSPTRG00000009710.6
OG0011149	ENSCAFG00000005294.4	ENSPTRG00000009704.6
OG0011150	ENSCAFG00000009586.4	ENSPTRG00000003143.6
OG0011151	ENSCAFG00000005252.3	ENSPTRG00000009700.7
OG0011152	ENSCAFG00000023924.4	ENSPTRG00000003140.4
OG0011153	ENSCAFG00000024784.3	ENSPTRG00000030016.4
OG0011154	ENSCAFG00000009553.5	ENSPTRG00000051145.1
OG0011155	ENSCAFG00000009547.5	ENSPTRG00000003138.6
OG0011157	ENSCAFG00000031406.2, ENSCAFG00000006633.5	ENSPTRG00000044353.1
OG0011158	ENSCAFG00000006569.5	ENSPTRG00000003129.7
OG0011159	ENSCAFG00000016286.4	ENSPTRG00000010594.5
OG0011161	ENSCAFG00000016258.4	ENSPTRG00000010596.3
OG0011163	ENSCAFG00000010920.5	ENSPTRG00000003981.6
OG0011164	ENSCAFG00000010913.4	ENSPTRG00000003982.5
OG0011165	ENSCAFG00000010447.5	ENSPTRG00000015215.6
OG0011166	ENSCAFG00000010766.5	ENSPTRG00000003986.5
OG0011168	ENSCAFG00000031492.2	ENSPTRG00000003988.6
OG0011169	ENSCAFG00000010745.5	ENSPTRG00000003989.3
OG0011170	ENSCAFG00000012985.5	ENSPTRG00000009806.7
OG0011171	ENSCAFG00000013002.4	ENSPTRG00000009807.6
OG0011172	ENSCAFG00000011840.4	ENSPTRG00000003943.6
OG0011173	ENSCAFG00000006505.5	ENSPTRG00000003115.6
OG0011174	ENSCAFG00000017886.4	ENSPTRG00000008788.5
OG0011175	ENSCAFG00000006439.4	ENSPTRG00000003104.6
OG0011176	ENSCAFG00000011940.4	ENSPTRG00000015294.4
OG0011177	ENSCAFG00000012701.4	ENSPTRG00000015321.6
OG0011178	ENSCAFG00000012574.4	ENSPTRG00000049121.1
OG0011179	ENSCAFG00000028478.2	ENSPTRG00000015326.5, ENSPTRG00000015309.5
OG0011180	ENSCAFG00000012197.5	ENSPTRG00000015308.6
OG0011181	ENSCAFG00000017382.4	ENSPTRG00000043647.1
OG0011182	ENSCAFG00000017387.5	ENSPTRG00000008751.5
OG0011183	ENSCAFG00000012091.5	ENSPTRG00000030147.4
OG0011184	ENSCAFG00000017427.4	ENSPTRG00000008755.5
OG0011185	ENSCAFG00000012051.4	ENSPTRG00000015302.6
OG0011186	ENSCAFG00000017875.4	ENSPTRG00000008787.6
OG0011187	ENSCAFG00000017923.4	ENSPTRG00000008794.4
OG0011188	ENSCAFG00000011989.4	ENSPTRG00000015299.6
OG0011189	ENSCAFG00000011672.4	ENSPTRG00000015284.4
OG0011190	ENSCAFG00000013098.4	ENSPTRG00000009812.4
OG0011191	ENSCAFG00000017863.5	ENSPTRG00000008786.7
OG0011192	ENSCAFG00000004700.4	ENSPTRG00000012420.3
OG0011193	ENSCAFG00000004821.5	ENSPTRG00000012413.7
OG0011194	ENSCAFG00000004840.4	ENSPTRG00000046739.1
OG0011196	ENSCAFG00000004879.3	ENSPTRG00000045331.1
OG0011197	ENSCAFG00000007541.4	ENSPTRG00000015445.6
OG0011198	ENSCAFG00000014999.6	ENSPTRG00000012934.5
OG0011199	ENSCAFG00000015006.4	ENSPTRG00000012937.5
OG0011200	ENSCAFG00000014919.5	ENSPTRG00000012926.6
OG0011201	ENSCAFG00000014887.4	ENSPTRG00000012925.3
OG0011202	ENSCAFG00000014876.4	ENSPTRG00000012924.7
OG0011203	ENSCAFG00000014861.6	ENSPTRG00000012923.5
OG0011204	ENSCAFG00000014816.5	ENSPTRG00000012921.7
OG0011205	ENSCAFG00000017455.4	ENSPTRG00000008763.6
OG0011206	ENSCAFG00000017446.4	ENSPTRG00000008761.5
OG0011207	ENSCAFG00000030038.2	ENSPTRG00000012916.4
OG0011208	ENSCAFG00000014632.4	ENSPTRG00000012914.6
OG0011209	ENSCAFG00000012948.3	ENSPTRG00000009802.6
OG0011210	ENSCAFG00000012945.4	ENSPTRG00000009801.2
OG0011211	ENSCAFG00000005224.6	ENSPTRG00000009699.6
OG0011212	ENSCAFG00000005155.4	ENSPTRG00000009693.6
OG0011213	ENSCAFG00000005145.4	ENSPTRG00000009691.6
OG0011214	ENSCAFG00000011898.4	ENSPTRG00000031409.5
OG0011215	ENSCAFG00000005132.4	ENSPTRG00000009688.6
OG0011216	ENSCAFG00000005122.5	ENSPTRG00000009685.5
OG0011217	ENSCAFG00000005090.3	ENSPTRG00000009682.6
OG0011218	ENSCAFG00000005078.4	ENSPTRG00000009681.6
OG0011219	ENSCAFG00000006919.5	ENSPTRG00000050097.1
OG0011220	ENSCAFG00000030417.2	ENSPTRG00000048858.1
OG0011221	ENSCAFG00000005055.4	ENSPTRG00000009675.6
OG0011222	ENSCAFG00000007604.4	ENSPTRG00000003696.5
OG0011223	ENSCAFG00000005050.4	ENSPTRG00000009674.5
OG0011224	ENSCAFG00000007649.2	ENSPTRG00000052540.1, ENSPTRG00000024209.3
OG0011225	ENSCAFG00000025213.4	ENSPTRG00000023823.4, ENSPTRG00000047622.1
OG0011226	ENSCAFG00000005027.4	ENSPTRG00000009670.6
OG0011227	ENSCAFG00000025148.3	ENSPTRG00000033702.3
OG0011228	ENSCAFG00000042658.1	ENSPTRG00000003666.7
OG0011229	ENSCAFG00000007815.4	ENSPTRG00000047318.1
OG0011230	ENSCAFG00000007862.5	ENSPTRG00000052064.1
OG0011231	ENSCAFG00000030969.2	ENSPTRG00000003657.6
OG0011232	ENSCAFG00000007878.4	ENSPTRG00000003656.5
OG0011233	ENSCAFG00000004960.5	ENSPTRG00000030775.3
OG0011234	ENSCAFG00000004925.4	ENSPTRG00000009656.7
OG0011235	ENSCAFG00000028956.2	ENSPTRG00000009652.6
OG0011237	ENSCAFG00000004752.3	ENSPTRG00000009639.4
OG0011238	ENSCAFG00000011599.3	ENSPTRG00000003954.5
OG0011239	ENSCAFG00000004718.5	ENSPTRG00000009630.5
OG0011240	ENSCAFG00000004699.5	ENSPTRG00000009627.3
OG0011241	ENSCAFG00000030285.2	ENSPTRG00000009626.6
OG0011242	ENSCAFG00000004691.4	ENSPTRG00000009625.6
OG0011243	ENSCAFG00000011210.4	ENSPTRG00000003975.5
OG0011244	ENSCAFG00000004654.3	ENSPTRG00000009622.4
OG0011245	ENSCAFG00000025133.3	ENSPTRG00000009621.5
OG0011246	ENSCAFG00000004638.4	ENSPTRG00000009620.5
OG0011247	ENSCAFG00000016170.4	ENSPTRG00000006446.4
OG0011248	ENSCAFG00000016120.4	ENSPTRG00000006443.6
OG0011249	ENSCAFG00000004604.4	ENSPTRG00000009618.5
OG0011250	ENSCAFG00000004601.4	ENSPTRG00000009617.5
OG0011251	ENSCAFG00000017026.4	ENSPTRG00000009395.5
OG0011252	ENSCAFG00000017031.4	ENSPTRG00000009396.6
OG0011253	ENSCAFG00000017033.4	ENSPTRG00000009397.5
OG0011254	ENSCAFG00000017064.3	ENSPTRG00000009400.4
OG0011255	ENSCAFG00000042893.1	ENSPTRG00000009401.3
OG0011256	ENSCAFG00000046501.1	ENSPTRG00000009402.6
OG0011257	ENSCAFG00000017090.5	ENSPTRG00000009404.6
OG0011258	ENSCAFG00000015723.6	ENSPTRG00000012966.6
OG0011259	ENSCAFG00000017120.6	ENSPTRG00000009405.6
OG0011260	ENSCAFG00000015687.5	ENSPTRG00000012965.5
OG0011261	ENSCAFG00000015653.4	ENSPTRG00000012964.3
OG0011262	ENSCAFG00000045731.1	ENSPTRG00000012961.6
OG0011263	ENSCAFG00000032436.2	ENSPTRG00000047748.1
OG0011264	ENSCAFG00000015475.4	ENSPTRG00000012955.5
OG0011265	ENSCAFG00000015399.4	ENSPTRG00000012954.6
OG0011266	ENSCAFG00000015244.6	ENSPTRG00000012952.4
OG0011267	ENSCAFG00000017220.6	ENSPTRG00000009409.6
OG0011268	ENSCAFG00000017224.2	ENSPTRG00000045369.1
OG0011269	ENSCAFG00000017140.5	ENSPTRG00000009413.4
OG0011271	ENSCAFG00000017314.5	ENSPTRG00000009417.5
OG0011272	ENSCAFG00000005008.4	ENSPTRG00000012485.4
OG0011273	ENSCAFG00000005012.4	ENSPTRG00000012486.6
OG0011274	ENSCAFG00000006006.4	ENSPTRG00000009791.5
OG0011275	ENSCAFG00000005042.5	ENSPTRG00000012491.6
OG0011276	ENSCAFG00000005113.4	ENSPTRG00000012496.6
OG0011277	ENSCAFG00000005933.4	ENSPTRG00000009787.3
OG0011278	ENSCAFG00000005161.4	ENSPTRG00000012500.4
OG0011279	ENSCAFG00000005913.4	ENSPTRG00000009781.4
OG0011280	ENSCAFG00000005201.3	ENSPTRG00000012505.3
OG0011281	ENSCAFG00000005859.4	ENSPTRG00000009772.4
OG0011282	ENSCAFG00000005850.4	ENSPTRG00000041870.2
OG0011283	ENSCAFG00000005466.4	ENSPTRG00000012509.7
OG0011284	ENSCAFG00000025502.4	ENSPTRG00000012511.6
OG0011285	ENSCAFG00000005497.3	ENSPTRG00000012513.5
OG0011286	ENSCAFG00000017205.4	ENSPTRG00000017502.4
OG0011287	ENSCAFG00000017181.4	ENSPTRG00000017504.5
OG0011288	ENSCAFG00000017082.4	ENSPTRG00000017506.5
OG0011289	ENSCAFG00000023142.3	ENSPTRG00000028509.3
OG0011290	ENSCAFG00000017058.5	ENSPTRG00000017507.5
OG0011291	ENSCAFG00000016961.5	ENSPTRG00000017517.4
OG0011292	ENSCAFG00000018356.4	ENSPTRG00000017388.5
OG0011293	ENSCAFG00000018345.5	ENSPTRG00000017389.6
OG0011294	ENSCAFG00000018281.4	ENSPTRG00000017402.6
OG0011295	ENSCAFG00000013836.4	ENSPTRG00000012875.6
OG0011296	ENSCAFG00000013856.3	ENSPTRG00000012876.4
OG0011297	ENSCAFG00000018303.4	ENSPTRG00000017394.6
OG0011298	ENSCAFG00000018323.5	ENSPTRG00000017393.7
OG0011299	ENSCAFG00000013966.4	ENSPTRG00000012881.5
OG0011300	ENSCAFG00000018339.4	ENSPTRG00000017391.5
OG0011301	ENSCAFG00000016829.4	ENSPTRG00000044878.1
OG0011302	ENSCAFG00000016825.4	ENSPTRG00000017531.6
OG0011303	ENSCAFG00000029826.2	ENSPTRG00000017534.3
OG0011304	ENSCAFG00000016813.4	ENSPTRG00000017535.6
OG0011305	ENSCAFG00000016798.4	ENSPTRG00000017540.5
OG0011306	ENSCAFG00000014224.4	ENSPTRG00000048797.1
OG0011307	ENSCAFG00000014255.5	ENSPTRG00000012885.6
OG0011308	ENSCAFG00000031960.2	ENSPTRG00000017542.5
OG0011309	ENSCAFG00000014278.4	ENSPTRG00000012889.6
OG0011310	ENSCAFG00000031727.2	ENSPTRG00000017543.5
OG0011311	ENSCAFG00000005180.6	ENSPTRG00000011778.5
OG0011312	ENSCAFG00000005212.4	ENSPTRG00000049710.1
OG0011313	ENSCAFG00000014345.5	ENSPTRG00000012892.6
OG0011314	ENSCAFG00000031965.2	ENSPTRG00000017361.7
OG0011315	ENSCAFG00000006250.4	ENSPTRG00000017360.6
OG0011316	ENSCAFG00000006249.4	ENSPTRG00000017358.6
OG0011317	ENSCAFG00000011001.2	ENSPTRG00000012783.6
OG0011318	ENSCAFG00000011061.4	ENSPTRG00000012787.5
OG0011319	ENSCAFG00000011065.5	ENSPTRG00000022953.5
OG0011320	ENSCAFG00000031203.2	ENSPTRG00000017229.4
OG0011321	ENSCAFG00000000968.5	ENSPTRG00000017231.6
OG0011322	ENSCAFG00000012546.4	ENSPTRG00000013097.5
OG0011323	ENSCAFG00000001020.4	ENSPTRG00000043266.1, ENSPTRG00000017241.6
OG0011324	ENSCAFG00000012447.5	ENSPTRG00000028947.4
OG0011325	ENSCAFG00000009513.5	ENSPTRG00000012747.6
OG0011326	ENSCAFG00000012206.4	ENSPTRG00000013071.4
OG0011327	ENSCAFG00000009493.5	ENSPTRG00000012745.5
OG0011328	ENSCAFG00000009484.5	ENSPTRG00000012743.6
OG0011329	ENSCAFG00000003153.5	ENSPTRG00000011978.6
OG0011330	ENSCAFG00000009398.3	ENSPTRG00000012738.4
OG0011331	ENSCAFG00000009394.4	ENSPTRG00000012737.6
OG0011332	ENSCAFG00000003129.5	ENSPTRG00000011974.5
OG0011333	ENSCAFG00000009380.4	ENSPTRG00000012735.6
OG0011334	ENSCAFG00000003119.4	ENSPTRG00000024270.6
OG0011335	ENSCAFG00000016761.5	ENSPTRG00000017545.6
OG0011336	ENSCAFG00000030421.2	ENSPTRG00000017547.3
OG0011337	ENSCAFG00000003106.5	ENSPTRG00000011969.6
OG0011338	ENSCAFG00000003094.3	ENSPTRG00000051560.1
OG0011339	ENSCAFG00000003079.5	ENSPTRG00000011964.5
OG0011340	ENSCAFG00000006592.4	ENSPTRG00000017379.6
OG0011341	ENSCAFG00000017871.6	ENSPTRG00000017435.4
OG0011342	ENSCAFG00000002153.3	ENSPTRG00000018268.4
OG0011343	ENSCAFG00000002210.5	ENSPTRG00000018277.7
OG0011344	ENSCAFG00000002214.4	ENSPTRG00000040958.2
OG0011345	ENSCAFG00000012027.2	ENSPTRG00000014021.6
OG0011346	ENSCAFG00000012015.6	ENSPTRG00000014019.3
OG0011347	ENSCAFG00000017954.4	ENSPTRG00000017428.6
OG0011348	ENSCAFG00000018082.3	ENSPTRG00000017423.6
OG0011349	ENSCAFG00000018091.3	ENSPTRG00000017420.6
OG0011350	ENSCAFG00000018123.5	ENSPTRG00000017415.7
OG0011351	ENSCAFG00000012236.4	ENSPTRG00000013075.6
OG0011352	ENSCAFG00000018203.4	ENSPTRG00000017413.4
OG0011353	ENSCAFG00000018214.4	ENSPTRG00000044533.1
OG0011354	ENSCAFG00000031586.2	ENSPTRG00000047293.1
OG0011355	ENSCAFG00000018219.4	ENSPTRG00000017409.6
OG0011356	ENSCAFG00000003180.4	ENSPTRG00000011985.4
OG0011357	ENSCAFG00000003219.4	ENSPTRG00000011992.5
OG0011358	ENSCAFG00000003248.4	ENSPTRG00000041941.2
OG0011359	ENSCAFG00000000482.5	ENSPTRG00000017639.6
OG0011360	ENSCAFG00000031669.2	ENSPTRG00000012002.3
OG0011361	ENSCAFG00000003260.4	ENSPTRG00000012003.5
OG0011362	ENSCAFG00000005498.4	ENSPTRG00000013273.4
OG0011363	ENSCAFG00000005603.4	ENSPTRG00000013256.5
OG0011364	ENSCAFG00000005969.4	ENSPTRG00000013231.5
OG0011365	ENSCAFG00000016919.4	ENSPTRG00000017522.5
OG0011367	ENSCAFG00000016903.4	ENSPTRG00000017524.4
OG0011368	ENSCAFG00000001162.4	ENSPTRG00000017278.4
OG0011369	ENSCAFG00000001132.4	ENSPTRG00000017273.4
OG0011370	ENSCAFG00000001330.4	ENSPTRG00000017293.6
OG0011371	ENSCAFG00000002633.4	ENSPTRG00000011896.5
OG0011372	ENSCAFG00000004499.4	ENSPTRG00000005852.6
OG0011373	ENSCAFG00000005699.4	ENSPTRG00000017300.5
OG0011374	ENSCAFG00000001839.6	ENSPTRG00000018193.6
OG0011375	ENSCAFG00000005979.4	ENSPTRG00000005805.5
OG0011376	ENSCAFG00000005965.5	ENSPTRG00000005806.4
OG0011377	ENSCAFG00000005961.5	ENSPTRG00000005808.4
OG0011378	ENSCAFG00000001829.4	ENSPTRG00000018189.6
OG0011379	ENSCAFG00000005932.4	ENSPTRG00000005902.6
OG0011380	ENSCAFG00000005898.4	ENSPTRG00000005903.4
OG0011382	ENSCAFG00000004252.4	ENSPTRG00000005898.7
