Orthogroup	C_familiaris.pep	A_carolinensis.pep
OG0011626	ENSCAFG00000031434.2	ENSACAG00000004244.2
OG0011627	ENSCAFG00000000667.6	ENSACAG00000004553.3
OG0011628	ENSCAFG00000000655.5	ENSACAG00000004823.3
OG0011629	ENSCAFG00000000652.5	ENSACAG00000004831.3
OG0011630	ENSCAFG00000000647.4	ENSACAG00000004912.3
OG0011631	ENSCAFG00000000644.4	ENSACAG00000004945.3
OG0011632	ENSCAFG00000000627.5	ENSACAG00000005018.3
OG0011633	ENSCAFG00000000608.5	ENSACAG00000005132.3
OG0011634	ENSCAFG00000000589.5	ENSACAG00000005196.3
OG0011635	ENSCAFG00000000581.4	ENSACAG00000005244.3
OG0011636	ENSCAFG00000040985.1	ENSACAG00000005494.3
OG0011637	ENSCAFG00000000547.5	ENSACAG00000005635.3
OG0011638	ENSCAFG00000000538.3	ENSACAG00000005619.3
OG0011639	ENSCAFG00000029443.2	ENSACAG00000003461.2, ENSACAG00000003432.3
OG0011640	ENSCAFG00000015729.4	ENSACAG00000003462.3
OG0011642	ENSCAFG00000015633.2	ENSACAG00000003705.2
OG0011643	ENSCAFG00000010464.4	ENSACAG00000002970.3
OG0011644	ENSCAFG00000011040.4	ENSACAG00000002393.3
OG0011645	ENSCAFG00000011072.5	ENSACAG00000002379.3
OG0011646	ENSCAFG00000011196.4	ENSACAG00000002089.3
OG0011647	ENSCAFG00000011533.7	ENSACAG00000001142.3
OG0011648	ENSCAFG00000011564.4	ENSACAG00000001105.3
OG0011649	ENSCAFG00000011612.4	ENSACAG00000000731.3
OG0011650	ENSCAFG00000011665.5	ENSACAG00000000406.3
OG0011651	ENSCAFG00000011736.5	ENSACAG00000002728.3
OG0011652	ENSCAFG00000030982.2	ENSACAG00000002787.3
OG0011653	ENSCAFG00000011786.4	ENSACAG00000002853.3
OG0011654	ENSCAFG00000011797.4	ENSACAG00000002867.3
OG0011655	ENSCAFG00000012151.4	ENSACAG00000000896.3
OG0011656	ENSCAFG00000012137.4	ENSACAG00000001130.3
OG0011657	ENSCAFG00000012118.4	ENSACAG00000001285.3
OG0011658	ENSCAFG00000012080.4	ENSACAG00000001542.3
OG0011659	ENSCAFG00000012068.4	ENSACAG00000001740.3
OG0011660	ENSCAFG00000012047.5	ENSACAG00000001768.3
OG0011661	ENSCAFG00000011897.4	ENSACAG00000002299.3
OG0011662	ENSCAFG00000011843.5	ENSACAG00000029153.1
OG0011663	ENSCAFG00000004116.4	ENSACAG00000002641.3
OG0011664	ENSCAFG00000004457.5	ENSACAG00000013835.3
OG0011665	ENSCAFG00000007290.4	ENSACAG00000015618.3
OG0011666	ENSCAFG00000031182.2	ENSACAG00000001610.2
OG0011667	ENSCAFG00000001987.4	ENSACAG00000014685.3
OG0011669	ENSCAFG00000001477.4	ENSACAG00000014369.2
OG0011670	ENSCAFG00000001492.4	ENSACAG00000014225.3
OG0011671	ENSCAFG00000029506.2	ENSACAG00000014303.3
OG0011672	ENSCAFG00000001922.4	ENSACAG00000010099.2
OG0011673	ENSCAFG00000001872.4	ENSACAG00000009764.3
OG0011674	ENSCAFG00000005843.4	ENSACAG00000009007.3
OG0011675	ENSCAFG00000006151.4	ENSACAG00000008527.2
OG0011676	ENSCAFG00000006160.4	ENSACAG00000008473.3
OG0011677	ENSCAFG00000005980.4	ENSACAG00000008250.3
OG0011678	ENSCAFG00000005925.5	ENSACAG00000008116.3
OG0011679	ENSCAFG00000006096.4	ENSACAG00000001371.3
OG0011680	ENSCAFG00000006145.5	ENSACAG00000001067.3
OG0011681	ENSCAFG00000005738.4	ENSACAG00000000973.2
OG0011682	ENSCAFG00000005713.5	ENSACAG00000000780.3
OG0011683	ENSCAFG00000032023.2	ENSACAG00000029621.1
OG0011684	ENSCAFG00000006479.5	ENSACAG00000008810.3
OG0011685	ENSCAFG00000001722.2	ENSACAG00000000732.2
OG0011686	ENSCAFG00000001642.5	ENSACAG00000001080.3
OG0011687	ENSCAFG00000012024.5	ENSACAG00000001401.3
OG0011688	ENSCAFG00000012176.5	ENSACAG00000006668.3
OG0011689	ENSCAFG00000012260.4	ENSACAG00000006628.3
OG0011690	ENSCAFG00000012330.3	ENSACAG00000006381.3
OG0011691	ENSCAFG00000012338.4	ENSACAG00000006366.3
OG0011692	ENSCAFG00000012352.4	ENSACAG00000006336.3
OG0011693	ENSCAFG00000012389.4	ENSACAG00000006224.3
OG0011694	ENSCAFG00000012445.4	ENSACAG00000006174.3
OG0011695	ENSCAFG00000012530.4	ENSACAG00000005904.3
OG0011696	ENSCAFG00000010835.4	ENSACAG00000014906.3
OG0011697	ENSCAFG00000010815.5	ENSACAG00000001183.3
OG0011698	ENSCAFG00000010842.4	ENSACAG00000001203.2
OG0011699	ENSCAFG00000013516.4	ENSACAG00000002384.3
OG0011700	ENSCAFG00000011358.5	ENSACAG00000002459.3
OG0011701	ENSCAFG00000011373.5	ENSACAG00000002487.3
OG0011702	ENSCAFG00000016404.4	ENSACAG00000003652.3
OG0011703	ENSCAFG00000011834.5	ENSACAG00000001196.3
OG0011704	ENSCAFG00000011709.3	ENSACAG00000001588.1
OG0011705	ENSCAFG00000001549.4	ENSACAG00000002015.3
OG0011706	ENSCAFG00000029359.2	ENSACAG00000002017.3
OG0011707	ENSCAFG00000046962.1	ENSACAG00000002094.3
OG0011708	ENSCAFG00000001560.5	ENSACAG00000002125.3
OG0011709	ENSCAFG00000001571.4	ENSACAG00000002530.3
OG0011710	ENSCAFG00000005258.4	ENSACAG00000009228.2
OG0011711	ENSCAFG00000023626.4	ENSACAG00000009227.2
OG0011712	ENSCAFG00000005283.4	ENSACAG00000009120.3
OG0011713	ENSCAFG00000005309.4	ENSACAG00000007437.3
OG0011714	ENSCAFG00000005609.5	ENSACAG00000006868.3
OG0011715	ENSCAFG00000016108.5	ENSACAG00000006122.3
OG0011716	ENSCAFG00000016115.5	ENSACAG00000006052.3
OG0011717	ENSCAFG00000016123.4	ENSACAG00000006012.3
OG0011718	ENSCAFG00000016244.4	ENSACAG00000005649.3
OG0011719	ENSCAFG00000016346.4	ENSACAG00000005510.3
OG0011720	ENSCAFG00000016360.5	ENSACAG00000005476.3
OG0011721	ENSCAFG00000006467.5	ENSACAG00000000527.3
OG0011722	ENSCAFG00000006426.5	ENSACAG00000006417.3
OG0011723	ENSCAFG00000006340.4	ENSACAG00000006237.2
OG0011724	ENSCAFG00000006228.4	ENSACAG00000006143.3
OG0011725	ENSCAFG00000029480.2	ENSACAG00000006134.1
OG0011726	ENSCAFG00000029666.2	ENSACAG00000005880.3
OG0011727	ENSCAFG00000006181.4	ENSACAG00000014506.3
OG0011728	ENSCAFG00000029334.2	ENSACAG00000014276.3
OG0011729	ENSCAFG00000004389.4	ENSACAG00000014187.2
OG0011730	ENSCAFG00000004368.3	ENSACAG00000013710.3
OG0011731	ENSCAFG00000004322.4	ENSACAG00000013867.3
OG0011732	ENSCAFG00000002659.4	ENSACAG00000013917.3
OG0011733	ENSCAFG00000029692.2	ENSACAG00000014075.2
OG0011734	ENSCAFG00000002664.5	ENSACAG00000014084.3
OG0011735	ENSCAFG00000002829.5	ENSACAG00000003328.2
OG0011736	ENSCAFG00000002796.4	ENSACAG00000003420.3
OG0011737	ENSCAFG00000002919.4	ENSACAG00000003850.3
OG0011738	ENSCAFG00000002927.4	ENSACAG00000003992.3
OG0011739	ENSCAFG00000002940.5	ENSACAG00000004033.3
OG0011740	ENSCAFG00000002955.6	ENSACAG00000015159.2
OG0011741	ENSCAFG00000002975.6	ENSACAG00000015048.3
OG0011742	ENSCAFG00000024926.3	ENSACAG00000013487.3
OG0011743	ENSCAFG00000042623.1	ENSACAG00000016383.3
OG0011744	ENSCAFG00000002698.3	ENSACAG00000016258.2
OG0011745	ENSCAFG00000002722.4	ENSACAG00000012529.3
OG0011746	ENSCAFG00000002729.4	ENSACAG00000012331.3
OG0011747	ENSCAFG00000022739.1	ENSACAG00000028241.1
OG0011985	ENSCAFG00000018565.1	ENSACAG00000002747.2
OG0011987	ENSCAFG00000014897.4	ENSACAG00000016565.2
OG0011988	ENSCAFG00000016550.4	ENSACAG00000003014.2
OG0011990	ENSCAFG00000014940.4	ENSACAG00000016355.3
OG0011991	ENSCAFG00000013402.4	ENSACAG00000017916.2
OG0011992	ENSCAFG00000013306.4	ENSACAG00000001641.2
OG0011993	ENSCAFG00000016817.5	ENSACAG00000004490.2
OG0011994	ENSCAFG00000007053.4	ENSACAG00000011424.3
OG0011995	ENSCAFG00000018606.5	ENSACAG00000017895.3
OG0011996	ENSCAFG00000015881.6	ENSACAG00000008560.3
OG0011997	ENSCAFG00000019037.3	ENSACAG00000009466.2
OG0011998	ENSCAFG00000018035.4	ENSACAG00000004036.3
OG0011999	ENSCAFG00000030200.2	ENSACAG00000006827.3
OG0012000	ENSCAFG00000003303.5	ENSACAG00000023100.1
OG0012001	ENSCAFG00000015724.4	ENSACAG00000015359.3
OG0012002	ENSCAFG00000018077.4	ENSACAG00000011692.2
OG0012003	ENSCAFG00000017959.4	ENSACAG00000014146.3
OG0012004	ENSCAFG00000024150.2	ENSACAG00000001335.1
OG0012005	ENSCAFG00000010707.5	ENSACAG00000014000.3
OG0012007	ENSCAFG00000010673.5	ENSACAG00000014066.3
OG0012008	ENSCAFG00000010652.4	ENSACAG00000012665.2
OG0012010	ENSCAFG00000010699.4	ENSACAG00000004576.2
OG0012011	ENSCAFG00000016747.3	ENSACAG00000015408.2
OG0012012	ENSCAFG00000010585.4	ENSACAG00000004783.1
OG0012013	ENSCAFG00000011631.4	ENSACAG00000007340.3
OG0012014	ENSCAFG00000006407.4	ENSACAG00000003914.3
OG0012015	ENSCAFG00000013662.1	ENSACAG00000022046.1
OG0012016	ENSCAFG00000010953.4	ENSACAG00000009268.3
OG0012017	ENSCAFG00000030134.2	ENSACAG00000011497.3
OG0012018	ENSCAFG00000010947.5	ENSACAG00000009285.3
OG0012019	ENSCAFG00000030390.2	ENSACAG00000001061.3
OG0012020	ENSCAFG00000004363.3	ENSACAG00000007869.3
OG0012021	ENSCAFG00000011471.5	ENSACAG00000006182.2
OG0012022	ENSCAFG00000019803.4	ENSACAG00000009696.2
OG0012023	ENSCAFG00000000157.5	ENSACAG00000008602.3
OG0012024	ENSCAFG00000014076.4	ENSACAG00000015663.3
OG0012025	ENSCAFG00000004651.4	ENSACAG00000009161.3
OG0012026	ENSCAFG00000014112.5	ENSACAG00000004317.3
OG0012027	ENSCAFG00000008457.4	ENSACAG00000000029.2
OG0012028	ENSCAFG00000030104.2	ENSACAG00000002145.3
OG0012030	ENSCAFG00000022732.2	ENSACAG00000028234.1
OG0012031	ENSCAFG00000022726.1	ENSACAG00000028228.1
OG0012032	ENSCAFG00000022723.1	ENSACAG00000028225.1
OG0012033	ENSCAFG00000022717.1	ENSACAG00000028219.1
OG0012034	ENSCAFG00000022713.1	ENSACAG00000028215.1
OG0012035	ENSCAFG00000016034.5	ENSACAG00000014631.3
OG0012036	ENSCAFG00000007139.5	ENSACAG00000027559.2
OG0012037	ENSCAFG00000017454.5	ENSACAG00000010072.3
OG0012038	ENSCAFG00000019883.3	ENSACAG00000006597.2
OG0012039	ENSCAFG00000029458.2	ENSACAG00000006701.2
OG0012040	ENSCAFG00000017469.4	ENSACAG00000010259.2
OG0012041	ENSCAFG00000006396.5	ENSACAG00000011215.3
OG0012042	ENSCAFG00000016786.4	ENSACAG00000009725.3
OG0012043	ENSCAFG00000004726.4	ENSACAG00000004462.2
OG0012045	ENSCAFG00000016345.4	ENSACAG00000008628.2
OG0012046	ENSCAFG00000004761.5	ENSACAG00000004379.3
OG0012047	ENSCAFG00000004757.3	ENSACAG00000004358.3
OG0012048	ENSCAFG00000004755.4	ENSACAG00000004321.2
OG0012049	ENSCAFG00000006252.4	ENSACAG00000000343.3
OG0012050	ENSCAFG00000004175.4	ENSACAG00000004107.2
OG0012051	ENSCAFG00000005941.5	ENSACAG00000003911.3
OG0012052	ENSCAFG00000005141.5	ENSACAG00000003678.3
OG0012055	ENSCAFG00000015712.5	ENSACAG00000000472.2
OG0012057	ENSCAFG00000010971.5	ENSACAG00000009821.2
OG0012058	ENSCAFG00000015710.5	ENSACAG00000000553.3
OG0012059	ENSCAFG00000005345.3	ENSACAG00000003099.2
OG0012061	ENSCAFG00000032685.2	ENSACAG00000002007.3
OG0012062	ENSCAFG00000013555.3	ENSACAG00000010441.1
OG0012064	ENSCAFG00000019733.5	ENSACAG00000017949.3
OG0012065	ENSCAFG00000013136.5	ENSACAG00000010345.3
OG0012066	ENSCAFG00000016925.4	ENSACAG00000015254.3
OG0012067	ENSCAFG00000005108.5	ENSACAG00000013403.3
OG0012068	ENSCAFG00000017957.4	ENSACAG00000027200.2, ENSACAG00000016980.3
OG0012069	ENSCAFG00000012422.4	ENSACAG00000024914.2
OG0012070	ENSCAFG00000029972.2	ENSACAG00000012575.2
OG0012071	ENSCAFG00000019277.4	ENSACAG00000004874.2
OG0012072	ENSCAFG00000002997.5	ENSACAG00000025682.2, ENSACAG00000004683.3
OG0012073	ENSCAFG00000013771.4	ENSACAG00000009924.3
OG0012074	ENSCAFG00000010709.6	ENSACAG00000009834.2
OG0012075	ENSCAFG00000005079.4	ENSACAG00000013704.2
OG0012076	ENSCAFG00000018248.4	ENSACAG00000008610.2
OG0012077	ENSCAFG00000019849.4	ENSACAG00000013110.3
OG0012078	ENSCAFG00000018245.5	ENSACAG00000008950.3
OG0012081	ENSCAFG00000007104.4	ENSACAG00000013621.3
OG0012082	ENSCAFG00000025012.3	ENSACAG00000001433.1
OG0012083	ENSCAFG00000019845.4	ENSACAG00000017006.2
OG0012084	ENSCAFG00000006977.4	ENSACAG00000013318.3
OG0012085	ENSCAFG00000031348.2	ENSACAG00000027048.1
OG0012086	ENSCAFG00000013993.4	ENSACAG00000006319.2
OG0012087	ENSCAFG00000018890.4	ENSACAG00000005509.3
OG0012088	ENSCAFG00000019819.4	ENSACAG00000022713.1
OG0012089	ENSCAFG00000003456.4	ENSACAG00000012608.3
OG0012090	ENSCAFG00000005606.5	ENSACAG00000011848.3
OG0012091	ENSCAFG00000028953.2	ENSACAG00000012618.2
OG0012092	ENSCAFG00000015694.4	ENSACAG00000009292.2
OG0012093	ENSCAFG00000008018.4	ENSACAG00000010947.3
OG0012094	ENSCAFG00000012877.4	ENSACAG00000015962.3
OG0012096	ENSCAFG00000012188.4	ENSACAG00000001656.2
OG0012097	ENSCAFG00000012111.4	ENSACAG00000001777.2
OG0012098	ENSCAFG00000012096.4	ENSACAG00000001779.3
OG0012099	ENSCAFG00000041946.1	ENSACAG00000000812.3
OG0012100	ENSCAFG00000016944.6	ENSACAG00000003417.3
OG0012101	ENSCAFG00000004587.4	ENSACAG00000004151.3
OG0012102	ENSCAFG00000001667.5	ENSACAG00000013153.3
OG0012103	ENSCAFG00000004597.6	ENSACAG00000004079.2
OG0012104	ENSCAFG00000013922.3	ENSACAG00000011731.3
OG0012105	ENSCAFG00000011197.4	ENSACAG00000001287.3
OG0012106	ENSCAFG00000015776.3	ENSACAG00000016561.2
OG0012107	ENSCAFG00000015765.4	ENSACAG00000022140.2
OG0012108	ENSCAFG00000005015.5	ENSACAG00000003849.3
OG0012109	ENSCAFG00000001405.4	ENSACAG00000016180.3
OG0012111	ENSCAFG00000006621.4	ENSACAG00000002481.2
OG0012112	ENSCAFG00000016693.4	ENSACAG00000011688.3
OG0012113	ENSCAFG00000004995.4	ENSACAG00000003693.3
OG0012114	ENSCAFG00000003677.5	ENSACAG00000017411.3
OG0012115	ENSCAFG00000015672.5	ENSACAG00000007728.3
OG0012117	ENSCAFG00000003636.5	ENSACAG00000017350.3
OG0012118	ENSCAFG00000018809.4	ENSACAG00000008497.3
OG0012120	ENSCAFG00000005594.4	ENSACAG00000000516.2
OG0012121	ENSCAFG00000014351.5	ENSACAG00000001977.3
OG0012122	ENSCAFG00000003904.2	ENSACAG00000017175.3
OG0012123	ENSCAFG00000000967.2	ENSACAG00000009402.2
OG0012124	ENSCAFG00000000997.4	ENSACAG00000009582.2
OG0012126	ENSCAFG00000002240.3	ENSACAG00000003036.2
OG0012127	ENSCAFG00000005483.4	ENSACAG00000011378.3
OG0012128	ENSCAFG00000012343.4	ENSACAG00000000796.3
OG0012129	ENSCAFG00000005623.2	ENSACAG00000003829.2
OG0012130	ENSCAFG00000023990.3	ENSACAG00000025402.2, ENSACAG00000007928.2
OG0012131	ENSCAFG00000004698.4	ENSACAG00000003754.3
OG0012132	ENSCAFG00000005720.4	ENSACAG00000008072.3
OG0012134	ENSCAFG00000010629.5	ENSACAG00000006609.3
OG0012135	ENSCAFG00000017138.4	ENSACAG00000004493.2
OG0012136	ENSCAFG00000010169.3	ENSACAG00000004747.2
OG0012137	ENSCAFG00000007407.4	ENSACAG00000022442.1
OG0012138	ENSCAFG00000005728.4	ENSACAG00000000651.2
OG0012139	ENSCAFG00000004161.5	ENSACAG00000001251.2
OG0012140	ENSCAFG00000000312.6	ENSACAG00000008005.3
OG0012142	ENSCAFG00000005437.4	ENSACAG00000013596.2
OG0012143	ENSCAFG00000028621.2	ENSACAG00000000012.3
OG0012144	ENSCAFG00000005655.5	ENSACAG00000002488.3
OG0012145	ENSCAFG00000019368.4	ENSACAG00000028627.1
OG0012146	ENSCAFG00000001962.4	ENSACAG00000016949.3
OG0012148	ENSCAFG00000013640.4	ENSACAG00000029672.1, ENSACAG00000017114.3
OG0012150	ENSCAFG00000017826.4	ENSACAG00000017187.2
OG0012152	ENSCAFG00000019631.4	ENSACAG00000000601.3
OG0012153	ENSCAFG00000013089.4	ENSACAG00000010378.3
OG0012155	ENSCAFG00000017964.5	ENSACAG00000017007.3
OG0012157	ENSCAFG00000013021.4	ENSACAG00000029499.1
OG0012158	ENSCAFG00000017057.4	ENSACAG00000003870.3
OG0012159	ENSCAFG00000013730.5	ENSACAG00000008840.3, ENSACAG00000025491.1
OG0012160	ENSCAFG00000017030.4	ENSACAG00000003563.3
OG0012161	ENSCAFG00000011038.4	ENSACAG00000013268.3
OG0012162	ENSCAFG00000005511.5	ENSACAG00000003274.2
OG0012163	ENSCAFG00000013132.2	ENSACAG00000010103.2
OG0012164	ENSCAFG00000006758.4	ENSACAG00000016398.3
OG0012165	ENSCAFG00000007107.4	ENSACAG00000017019.3
OG0012166	ENSCAFG00000007118.4	ENSACAG00000017051.2
OG0012168	ENSCAFG00000031042.2	ENSACAG00000008743.3
OG0012170	ENSCAFG00000010964.4	ENSACAG00000002663.3
OG0012171	ENSCAFG00000032463.2	ENSACAG00000016664.3
OG0012172	ENSCAFG00000006878.5	ENSACAG00000016679.3
OG0012173	ENSCAFG00000017726.4	ENSACAG00000012686.3
OG0012174	ENSCAFG00000002289.5	ENSACAG00000001554.3
OG0012175	ENSCAFG00000012437.4	ENSACAG00000009077.3
OG0012176	ENSCAFG00000019781.4	ENSACAG00000006509.3
OG0012177	ENSCAFG00000023367.3	ENSACAG00000006591.2
OG0012178	ENSCAFG00000012026.4	ENSACAG00000027028.2, ENSACAG00000003950.3
OG0012179	ENSCAFG00000029876.2	ENSACAG00000015998.3
OG0012180	ENSCAFG00000007814.4	ENSACAG00000008720.3
OG0012181	ENSCAFG00000002223.5	ENSACAG00000007946.3
OG0012182	ENSCAFG00000011202.4	ENSACAG00000001476.3
OG0012183	ENSCAFG00000004386.6	ENSACAG00000004089.3
OG0012184	ENSCAFG00000013033.5	ENSACAG00000008615.2
OG0012185	ENSCAFG00000014007.4	ENSACAG00000003518.3
OG0012186	ENSCAFG00000004392.4	ENSACAG00000004019.3
OG0012188	ENSCAFG00000002017.4	ENSACAG00000011538.3
OG0012189	ENSCAFG00000012576.3	ENSACAG00000008589.2
OG0012190	ENSCAFG00000031428.2	ENSACAG00000008400.2
OG0012191	ENSCAFG00000011284.4	ENSACAG00000001898.3
OG0012192	ENSCAFG00000011147.4	ENSACAG00000000227.3
OG0012193	ENSCAFG00000031073.1	ENSACAG00000024251.2
OG0012194	ENSCAFG00000032114.2	ENSACAG00000008405.3
OG0012195	ENSCAFG00000005384.4	ENSACAG00000008387.2
OG0012196	ENSCAFG00000005389.4	ENSACAG00000008301.3
OG0012197	ENSCAFG00000015836.4	ENSACAG00000014857.3
OG0012198	ENSCAFG00000010930.5	ENSACAG00000012220.3
OG0012199	ENSCAFG00000025565.3	ENSACAG00000004097.3
OG0012201	ENSCAFG00000028477.2	ENSACAG00000027766.2
OG0012202	ENSCAFG00000030932.2	ENSACAG00000028790.1
OG0012203	ENSCAFG00000019619.5	ENSACAG00000006084.2
OG0012204	ENSCAFG00000006546.4	ENSACAG00000006638.2
OG0012207	ENSCAFG00000017362.4	ENSACAG00000011637.2
OG0012208	ENSCAFG00000000375.4	ENSACAG00000006984.3
OG0012209	ENSCAFG00000005438.4	ENSACAG00000007848.3
OG0012210	ENSCAFG00000000267.3	ENSACAG00000016855.3
OG0012211	ENSCAFG00000018202.5	ENSACAG00000007736.3
OG0012212	ENSCAFG00000012429.6	ENSACAG00000008895.3
OG0012213	ENSCAFG00000019509.3	ENSACAG00000001684.2
OG0012214	ENSCAFG00000000404.4	ENSACAG00000006702.3
OG0012215	ENSCAFG00000000413.4	ENSACAG00000006340.3
OG0012216	ENSCAFG00000016770.4	ENSACAG00000007559.3
OG0012217	ENSCAFG00000004419.4	ENSACAG00000011509.3
OG0012218	ENSCAFG00000031192.3	ENSACAG00000003268.3
OG0012219	ENSCAFG00000010096.4	ENSACAG00000009863.3
OG0012220	ENSCAFG00000019676.4	ENSACAG00000017376.1
OG0012221	ENSCAFG00000008544.4	ENSACAG00000014051.3
OG0012222	ENSCAFG00000030183.2	ENSACAG00000024863.2
OG0012223	ENSCAFG00000013294.4	ENSACAG00000010057.2
OG0012224	ENSCAFG00000016787.5	ENSACAG00000007287.3
OG0012225	ENSCAFG00000019470.5	ENSACAG00000007852.3
OG0012226	ENSCAFG00000048420.1, ENSCAFG00000019422.5	ENSACAG00000028826.1
OG0012227	ENSCAFG00000014777.4	ENSACAG00000012368.3
OG0012228	ENSCAFG00000013287.5	ENSACAG00000010066.3
OG0012229	ENSCAFG00000016612.4	ENSACAG00000022789.2
OG0012230	ENSCAFG00000000162.4	ENSACAG00000010265.2
OG0012231	ENSCAFG00000016900.4	ENSACAG00000005613.2
OG0012232	ENSCAFG00000032204.2	ENSACAG00000007085.3
OG0012233	ENSCAFG00000020394.4	ENSACAG00000001068.3
OG0012234	ENSCAFG00000017813.3	ENSACAG00000009683.2
OG0012235	ENSCAFG00000015972.4	ENSACAG00000007516.3
OG0012236	ENSCAFG00000031724.2	ENSACAG00000011340.3
OG0012237	ENSCAFG00000031655.2	ENSACAG00000006748.3
OG0012238	ENSCAFG00000011453.5	ENSACAG00000000210.3
OG0012239	ENSCAFG00000000187.3	ENSACAG00000010574.2
OG0012240	ENSCAFG00000030083.2	ENSACAG00000008752.2
OG0012241	ENSCAFG00000006502.4	ENSACAG00000014286.2
OG0012242	ENSCAFG00000015005.4	ENSACAG00000017748.3
OG0012243	ENSCAFG00000000882.4	ENSACAG00000009002.3
OG0012244	ENSCAFG00000011227.4	ENSACAG00000011112.3
OG0012246	ENSCAFG00000013185.4	ENSACAG00000004761.3
OG0012248	ENSCAFG00000012144.5	ENSACAG00000017835.3
OG0012252	ENSCAFG00000023899.4	ENSACAG00000007170.3
OG0012253	ENSCAFG00000006159.5	ENSACAG00000028452.1
OG0012254	ENSCAFG00000028579.2	ENSACAG00000026829.1
OG0012255	ENSCAFG00000000252.5	ENSACAG00000000291.3
OG0012256	ENSCAFG00000000249.3	ENSACAG00000007136.2
OG0012257	ENSCAFG00000015535.4	ENSACAG00000015095.2
OG0012258	ENSCAFG00000012884.5	ENSACAG00000004098.3
OG0012259	ENSCAFG00000012423.5	ENSACAG00000007805.3
OG0012260	ENSCAFG00000002077.5	ENSACAG00000009514.3
OG0012261	ENSCAFG00000000195.4	ENSACAG00000006283.3
OG0012262	ENSCAFG00000012044.4	ENSACAG00000001783.3
OG0012263	ENSCAFG00000014013.4	ENSACAG00000014552.3
OG0012264	ENSCAFG00000019660.3	ENSACAG00000012717.3
OG0012266	ENSCAFG00000043715.1	ENSACAG00000008754.2
OG0012267	ENSCAFG00000004598.4	ENSACAG00000013565.2
OG0012268	ENSCAFG00000001937.4	ENSACAG00000022301.1
OG0012269	ENSCAFG00000012719.5	ENSACAG00000011494.3
OG0012272	ENSCAFG00000025196.4	ENSACAG00000010807.2
OG0012273	ENSCAFG00000001915.4	ENSACAG00000005962.3
OG0012274	ENSCAFG00000020031.4	ENSACAG00000010283.2
OG0012276	ENSCAFG00000012572.4	ENSACAG00000006925.2
OG0012277	ENSCAFG00000012935.4	ENSACAG00000016175.3
OG0012278	ENSCAFG00000006126.4	ENSACAG00000000429.2
OG0012280	ENSCAFG00000020066.5	ENSACAG00000007708.2
OG0012281	ENSCAFG00000020184.4	ENSACAG00000007709.3
OG0012282	ENSCAFG00000023629.3	ENSACAG00000000637.3
OG0012283	ENSCAFG00000013103.4	ENSACAG00000027397.2
OG0012284	ENSCAFG00000008517.4	ENSACAG00000008350.2
OG0012285	ENSCAFG00000003598.4	ENSACAG00000003957.3
OG0012287	ENSCAFG00000032433.2	ENSACAG00000001272.3
OG0012288	ENSCAFG00000018437.6	ENSACAG00000001421.3
OG0012289	ENSCAFG00000008933.4	ENSACAG00000015592.3
OG0012290	ENSCAFG00000018452.5	ENSACAG00000004505.2
OG0012292	ENSCAFG00000047342.1	ENSACAG00000010328.3
OG0012293	ENSCAFG00000010259.2	ENSACAG00000016268.2
OG0012294	ENSCAFG00000032412.2	ENSACAG00000016270.3
OG0012295	ENSCAFG00000006420.5	ENSACAG00000012505.1
OG0012298	ENSCAFG00000015783.4	ENSACAG00000004039.2
OG0012299	ENSCAFG00000042749.1	ENSACAG00000010826.2
OG0012302	ENSCAFG00000020315.5	ENSACAG00000005810.3
OG0012303	ENSCAFG00000000716.1	ENSACAG00000010417.2
OG0012304	ENSCAFG00000014527.5	ENSACAG00000006020.3
OG0012305	ENSCAFG00000023585.3	ENSACAG00000013833.3
OG0012306	ENSCAFG00000020206.4	ENSACAG00000013074.3
OG0012307	ENSCAFG00000020300.4	ENSACAG00000012898.3
OG0012308	ENSCAFG00000015883.4	ENSACAG00000005816.3
OG0012310	ENSCAFG00000015917.5	ENSACAG00000015403.3
OG0012311	ENSCAFG00000015921.4	ENSACAG00000015397.3
OG0012312	ENSCAFG00000017060.4	ENSACAG00000003808.3
OG0012313	ENSCAFG00000006916.4	ENSACAG00000005495.3
OG0012314	ENSCAFG00000028908.2	ENSACAG00000003794.3
OG0012315	ENSCAFG00000017249.4	ENSACAG00000003772.3
OG0012316	ENSCAFG00000006190.4	ENSACAG00000014808.3
OG0012317	ENSCAFG00000000677.5	ENSACAG00000009840.2
OG0012318	ENSCAFG00000000676.4	ENSACAG00000009666.3
OG0012319	ENSCAFG00000017200.4	ENSACAG00000003499.3
OG0012320	ENSCAFG00000015452.4	ENSACAG00000000868.2
OG0012321	ENSCAFG00000003516.4	ENSACAG00000017954.1
OG0012322	ENSCAFG00000019877.4	ENSACAG00000002822.2
OG0012324	ENSCAFG00000023401.3	ENSACAG00000002360.2, ENSACAG00000016354.3
OG0012325	ENSCAFG00000012747.4	ENSACAG00000017818.2
OG0012326	ENSCAFG00000029901.2	ENSACAG00000003238.2
OG0012327	ENSCAFG00000017587.6	ENSACAG00000017129.3
OG0012328	ENSCAFG00000012114.4	ENSACAG00000025000.1
OG0012329	ENSCAFG00000005335.5	ENSACAG00000024322.1, ENSACAG00000007149.2
OG0012331	ENSCAFG00000015137.4	ENSACAG00000013650.3
OG0012332	ENSCAFG00000049076.1	ENSACAG00000001548.3
OG0012333	ENSCAFG00000012692.5	ENSACAG00000009503.3
