P_Mucros.pep,P_bivittatus_protein
XP_029139824.1,XP_025021233.1
XP_029140700.1,XP_025022462.1
XP_015673255.1,XP_025029722.1
XP_015680495.1,XP_007423145.1
XP_015673246.2,XP_007430313.2
XP_015667821.1,XP_007430823.1
XP_015681332.1,XP_007435484.1
XP_015677374.1,XP_025024413.1
XP_015680037.1,XP_007425666.1
XP_015671482.1,XP_007420987.1
YP_008081109.1,YP_008083608.1
YP_008081106.1,YP_008083605.1
XP_029139558.1,XP_025026807.1
XP_015679921.1,XP_007437909.2
XP_015672329.1,XP_015744096.1
XP_029141543.1,XP_025030759.1
XP_015683211.1,XP_025021197.1
XP_015685011.1,XP_007443863.2
XP_015668873.1,XP_007429160.1
XP_015680853.1,XP_025025030.1
XP_015675428.1,XP_007439321.1
XP_029141511.1,XP_015746258.1
XP_029142453.1,XP_007431244.2
XP_029142438.1,XP_007432572.1
XP_015674645.1,XP_007428444.2
XP_029142307.1,XP_007429142.1
XP_015673385.1,XP_007442944.1
XP_015683599.1,XP_025031679.1
XP_015677149.1,XP_007445459.2
XP_015681192.1,XP_007442353.1
XP_015681323.2,XP_007441699.1
XP_015668536.1,XP_025032465.1
XP_029139367.1,XP_025024398.1
XP_029141661.1,XP_025020127.1
XP_015684185.1,XP_025031007.1
XP_029142147.1,XP_025022723.1
XP_029142393.1,XP_025025363.1
XP_015672587.1,XP_007442388.1
XP_015676497.1,XP_007435214.1
XP_029141894.1,XP_025025767.1
XP_015680951.1,XP_025031012.1
XP_029139339.1,XP_025022213.1
XP_015670453.1,XP_007422272.1
XP_015668343.1,XP_007442533.1
XP_029139551.1,XP_025029206.1
XP_015681273.1,XP_025028218.1
XP_029142148.1,XP_025033477.1
XP_015687688.2,XP_025029187.1
XP_015682156.1,XP_015746034.1
XP_029139282.1,XP_025027449.1
XP_015672776.1,XP_025032047.1
XP_029139335.1,XP_025023716.1
XP_015682652.1,XP_007444538.2
XP_029140403.1,XP_025026831.1
XP_015687094.1,XP_007428825.1
XP_015675764.1,XP_007421571.1
XP_015665441.2,XP_007420967.2
XP_029141268.1,XP_007426288.3
XP_015673712.1,XP_025028016.1
XP_015667136.1,XP_007440207.2
XP_029139114.1,XP_025030122.1
XP_015672025.1,XP_007430052.1
XP_015679302.1,XP_007439385.1
XP_015681217.2,XP_025025258.1
XP_015666340.1,XP_007427223.1
XP_029143107.1,XP_025026570.1
XP_015680850.2,XP_015746556.1
XP_015683681.1,XP_007434006.1
XP_029140815.1,XP_007430857.1
XP_029138950.1,XP_007438016.2
XP_015681961.1,XP_007431866.1
XP_029141956.1,XP_025027660.1
XP_029139713.1,XP_007433788.2
XP_015671686.1,XP_025031113.1
XP_029140568.1,XP_025021563.1
XP_015677742.1,XP_007421836.1
XP_015670616.1,XP_025020331.1
XP_015668683.1,XP_007440473.1
XP_015672557.1,XP_015745609.1
XP_015672558.1,XP_007439641.2
XP_029140380.1,XP_025024258.1
XP_029140208.1,XP_025030986.1
XP_029141246.1,XP_007435226.2
XP_029141220.1,XP_007420423.1
XP_015680255.1,XP_007444912.1
XP_015676247.1,XP_025020506.1
XP_015681224.1,XP_025024408.1
XP_015677143.1,XP_007442932.1
XP_015670059.1,XP_007420112.2
XP_015676504.1,XP_025024172.1
XP_015682655.1,XP_015746927.1
XP_015682673.1,XP_007442116.1
XP_029141227.1,XP_007440061.1
XP_015675154.1,XP_007424137.1
XP_015678551.1,XP_007427046.1
XP_029143118.1,XP_025030808.1
XP_015675745.1,XP_007433698.2
XP_015671552.1,XP_007426312.3
XP_029141820.1,XP_007437514.1
XP_029141614.1,XP_007427347.1
XP_015672563.1,XP_007439637.1
XP_015668997.1,XP_007444383.2
XP_015680799.1,XP_007424677.2
XP_015686373.1,XP_025032729.1
XP_015666468.2,XP_007439145.1
XP_015672452.1,XP_007441539.1
XP_015670493.1,XP_007435452.1
XP_029140575.1,XP_007438056.2
XP_015679749.1,XP_007445291.1
XP_029142162.1,XP_007438313.2
XP_015680961.1,XP_025028100.1
XP_029138779.1,XP_025022810.1
XP_015684991.1,XP_007442483.1
XP_015683959.1,XP_007444891.1
XP_015677787.1,XP_007436690.1
XP_015683618.2,XP_007434286.1
XP_015677353.1,XP_007444563.1
XP_029141597.1,XP_025030807.1
XP_015673616.1,XP_007432915.1
XP_015666245.1,XP_007435350.2
XP_015687891.1,XP_025025848.1
XP_015671134.1,XP_025027655.1
XP_015674453.1,XP_007439807.1
XP_015684867.1,XP_025027444.1
XP_015680052.1,XP_015745333.2
XP_015665835.1,XP_007421494.1
XP_029140995.1,XP_015746673.1
XP_029140709.1,XP_025032513.1
XP_029138943.1,XP_007435348.1
XP_015678166.1,XP_025024760.1
XP_015681662.1,XP_007443933.1
XP_029138965.1,XP_025025364.1
XP_015667032.1,XP_007430707.1
XP_015667030.1,XP_025028775.1
XP_029142226.1,XP_025030047.1
XP_015673722.1,XP_007425334.1
XP_015672768.1,XP_025029492.1
XP_015687046.1,XP_025025282.1
XP_015669014.1,XP_007428497.1
XP_015666872.1,XP_007420038.1
XP_029143189.1,XP_007421819.1
XP_029140933.1,XP_007421764.1
XP_015675159.1,XP_007440070.1
XP_029143176.1,XP_007422431.1
XP_029139775.1,XP_007435935.1
XP_029141450.1,XP_025019422.1
XP_015678919.1,XP_015742768.2
XP_015670608.2,XP_025021276.1
XP_015686116.1,XP_007426222.1
XP_029140158.1,XP_007427361.1
XP_015672419.1,XP_007427357.1
XP_015674619.1,XP_007428026.1
XP_015670692.1,XP_007435619.1
XP_015675202.1,XP_025027239.1
XP_015670544.1,XP_007428096.1
XP_015680305.1,XP_025023606.1
XP_015671467.1,XP_007445216.2
XP_015675883.1,XP_007420380.1
XP_015673370.2,XP_007420398.1
XP_029140323.1,XP_025020519.1
XP_015675601.2,XP_007425960.1
XP_015679381.1,XP_025031024.1
XP_015682785.1,XP_025027231.1
XP_015687418.1,XP_007433776.1
XP_015676437.1,XP_025029237.1
XP_015672163.1,XP_007423217.1
XP_015668377.1,XP_007424309.1
XP_029138972.1,XP_007426908.1
XP_015687900.1,XP_007426104.2
XP_015673289.1,XP_025022506.1
XP_015668673.1,XP_007442655.1
XP_015683608.1,XP_007435738.1
XP_029138917.1,XP_025023934.1
XP_015680317.1,XP_007444309.2
XP_029139852.1,XP_025024890.1
XP_015672850.1,XP_007420719.1
XP_015677861.1,XP_025019667.1
XP_015683610.1,XP_025021118.1
XP_015684328.1,XP_007431890.1
XP_015677857.1,XP_007435583.1
XP_029142356.1,XP_025030521.1
XP_015676995.1,XP_007442499.1
XP_015676498.1,XP_015744747.2
XP_015665555.1,XP_007440673.1
XP_015682815.1,XP_007436281.2
XP_015671822.1,XP_025020553.1
XP_015679137.1,XP_025028999.1
XP_015679245.1,XP_007438368.1
XP_015679979.1,XP_025020270.1
XP_029141475.1,XP_025028585.1
XP_015676078.1,XP_007430185.1
XP_015665417.1,XP_007436916.1
XP_015680683.1,XP_007439032.2
XP_015687070.2,XP_025026041.1
XP_029140030.1,XP_025029623.1
XP_015687453.1,XP_007420640.1
XP_029140131.1,XP_025033465.1
XP_029141139.1,XP_007439149.1
XP_029139766.1,XP_015743271.2
XP_029142572.1,XP_007441703.2
XP_015684821.1,XP_025032539.1
XP_015666185.1,XP_007431945.1
XP_015674675.1,XP_025028810.1
XP_015671126.1,XP_025026526.1
XP_015666890.1,XP_007441123.1
XP_015683274.1,XP_025031253.1
XP_015667787.1,XP_007430828.2
XP_029139588.1,XP_007420467.1
XP_015668356.1,XP_007424640.1
XP_015668947.1,XP_015746867.1
XP_029140020.1,XP_007436959.2
XP_015679020.1,XP_025020978.1
XP_015679461.1,XP_025031699.1
XP_029141507.1,XP_007439556.1
XP_015677169.1,XP_025021909.1
XP_015677005.1,XP_025031440.1
XP_015683951.1,XP_007440835.1
XP_029141474.1,XP_025028586.1
XP_015666247.1,XP_007442481.1
XP_029140888.1,XP_025033188.1
XP_029141193.1,XP_025027252.1
XP_015679553.1,XP_007441211.2
XP_029141512.1,XP_025024739.1
XP_015670083.2,XP_015744596.2
XP_015686277.1,XP_015745784.1
XP_015685366.1,XP_007439760.1
XP_029142187.1,XP_007442197.1
XP_029138858.1,XP_025027713.1
XP_015677196.1,XP_007426134.1
XP_015674744.1,XP_007426881.1
XP_029140882.1,XP_007431044.1
XP_029139931.1,XP_007440592.1
XP_029141034.1,XP_025031633.1
XP_029141030.1,XP_025029932.1
XP_029139868.1,XP_025025883.1
XP_029140335.1,XP_007440784.1
XP_015674738.1,XP_007438055.1
XP_015677513.1,XP_025022230.1
XP_029141024.1,XP_025030269.1
XP_015665980.2,XP_007443317.2
XP_029141406.1,XP_025031634.1
XP_015666413.2,XP_007423081.1
XP_015678825.1,XP_007441063.1
XP_029140905.1,XP_025024163.1
XP_015672719.1,XP_025024953.1
XP_015675425.1,XP_007439326.3
XP_015687690.2,XP_025022321.1
XP_015687467.1,XP_007423718.1
XP_029138876.1,XP_025022846.1
XP_015683653.2,XP_025027222.1
XP_029140425.1,XP_025030065.1
XP_015672494.1,XP_025023948.1
XP_015678281.1,XP_025028972.1
XP_029140653.1,XP_025021849.1
XP_029142295.1,XP_025019648.1
XP_015687027.1,XP_007424006.1
XP_015670440.1,XP_007422277.1
XP_015667752.1,XP_007420565.1
XP_029139396.1,XP_025029464.1
XP_015675950.1,XP_007433998.1
XP_029141771.1,XP_025022150.1
XP_015675355.1,XP_007429616.1
XP_015673900.2,XP_007431364.1
XP_029142246.1,XP_007435754.3
XP_015683778.2,XP_007439341.1
XP_015677470.1,XP_007434676.1
XP_029141954.1,XP_025027659.1
XP_015668558.1,XP_025028510.1
XP_015673912.1,XP_025024374.1
XP_029142716.1,XP_015744425.1
XP_015677631.1,XP_007437555.1
XP_015681644.1,XP_007434719.2
XP_029141789.1,XP_007439998.1
XP_015671423.1,XP_007437768.1
XP_029140192.1,XP_015746628.1
XP_015669933.1,XP_007423261.1
XP_015683741.1,XP_007437591.1
XP_015665917.1,XP_007428561.1
XP_015666867.1,XP_007420290.1
XP_015682258.2,XP_007428235.2
XP_015675234.1,XP_025025994.1
XP_015674762.1,XP_007434095.1
XP_015675500.2,XP_025031706.1
XP_029140147.1,XP_007430405.1
XP_015684464.1,XP_025030648.1
XP_015681731.2,XP_025021869.1
XP_029141999.1,XP_025021870.1
XP_029140509.1,XP_007440716.1
XP_015680631.1,XP_025020951.1
XP_015672775.2,XP_007423287.1
XP_015666950.1,XP_025029541.1
XP_015669445.1,XP_025023611.1
XP_015687988.1,XP_007422445.2
XP_029139586.1,XP_025020882.1
XP_015680328.1,XP_007420176.1
XP_015675077.1,XP_007441113.1
XP_015681586.1,XP_025025407.1
XP_029142803.1,XP_025028623.1
XP_029141252.1,XP_025029521.1
XP_029141760.1,XP_007435368.1
XP_015685207.1,XP_007432456.1
XP_015667382.1,XP_007435398.2
XP_015679787.1,XP_025029654.1
XP_029141622.1,XP_025020224.1
XP_029140692.1,XP_025022555.1
XP_029141199.1,XP_007443688.1
XP_015682930.1,XP_007441549.1
XP_029140538.1,XP_025022126.1
XP_015680282.1,XP_007438304.1
XP_015677962.1,XP_007428670.1
XP_015687694.1,XP_015746679.1
XP_029141116.1,XP_025028527.1
XP_015681810.1,XP_007437981.2
XP_029139327.1,XP_007440520.2
XP_015668227.1,XP_025030321.1
XP_029141558.1,XP_025020380.1
XP_015678524.1,XP_007436882.1
XP_015676157.1,XP_007431038.1
XP_029140598.1,XP_025027656.1
XP_029140743.1,XP_007421577.2
XP_015668636.1,XP_025031681.1
XP_015684549.1,XP_025032351.1
XP_015683799.1,XP_025026749.1
XP_015685577.1,XP_007443579.1
XP_015672064.1,XP_007430033.1
XP_015682143.1,XP_007437755.1
XP_015682142.1,XP_007437757.1
XP_015682561.1,XP_025028025.1
XP_029141964.1,XP_007427569.1
XP_029140937.1,XP_007422529.1
XP_015676165.1,XP_007423795.1
XP_015676026.2,XP_007427414.1
XP_029141769.1,XP_025026980.1
XP_015673802.1,XP_007442174.2
XP_015670830.2,XP_025024435.1
XP_029140236.1,XP_007443291.1
XP_015669156.1,XP_007434189.2
XP_015674000.1,XP_025023861.1
XP_029142092.1,XP_015744423.1
XP_029140252.1,XP_025031944.1
XP_015679847.1,XP_007441286.3
XP_015679850.1,XP_007440355.2
XP_015686309.1,XP_007440169.1
XP_029140891.1,XP_007432502.2
XP_015683760.1,XP_025023838.1
XP_029141598.1,XP_025030210.1
XP_015671950.1,XP_007437155.1
XP_015670040.1,XP_007444153.1
XP_015675568.1,XP_025027699.1
XP_015676680.1,XP_025028397.1
XP_015677271.1,XP_007431476.1
XP_029143042.1,XP_025023170.1
XP_015671213.2,XP_007421481.2
XP_015679169.1,XP_007442442.2
XP_029142384.1,XP_025029310.1
XP_015665940.1,XP_007424976.1
XP_015680661.1,XP_025022487.1
XP_015674713.1,XP_007425160.1
XP_015670668.1,XP_025023438.1
XP_015678406.1,XP_007434228.1
XP_015680023.1,XP_007442669.2
XP_029140288.1,XP_007419998.1
XP_029140649.1,XP_025033034.1
XP_015680507.1,XP_007423140.1
XP_015680492.1,XP_025019078.1
XP_015675604.1,XP_007436658.1
XP_015676889.1,XP_007425872.1
XP_015673896.1,XP_007431360.1
XP_015677455.1,XP_007439941.1
XP_015683234.1,XP_007427828.1
XP_029141770.1,XP_025022153.1
XP_029139787.1,XP_007422288.1
XP_015669175.1,XP_007444568.1
XP_015672353.1,XP_015746758.2
XP_015675285.1,XP_007431578.2
XP_015671618.1,XP_015745394.2
XP_029142916.1,XP_007432492.2
XP_029139571.1,XP_025023612.1
XP_015675761.1,XP_025028164.1
XP_015684745.1,XP_025032034.1
XP_029140759.1,XP_007423192.2
XP_015685515.1,XP_007424914.1
XP_015669056.1,XP_007437137.1
XP_015680432.1,XP_025025594.1
XP_015679621.1,XP_015745208.1
XP_015675010.1,XP_007444054.1
XP_015676779.1,XP_007423896.1
XP_015681725.1,XP_007427331.1
XP_029140088.1,XP_015745008.2
XP_029142787.1,XP_007427831.1
XP_015673559.1,XP_007432787.1
XP_015687699.1,XP_007442019.1
XP_015677080.1,XP_007445166.1
XP_015683598.1,XP_025031083.1
XP_015680829.1,XP_007443857.1
XP_029142180.1,XP_007433090.1
XP_015665541.1,XP_007437242.1
XP_029139326.1,XP_025020363.1
XP_015684678.1,XP_007439391.1
XP_015669607.1,XP_025026239.1
XP_015665564.1,XP_015745379.1
XP_015670780.1,XP_007438990.1
XP_029139881.1,XP_007425970.2
XP_015672497.1,XP_007435172.1
XP_015687807.1,XP_007428112.1
XP_015674755.1,XP_007444670.1
XP_015683888.1,XP_007438890.1
XP_015681611.1,XP_025022063.1
XP_029141232.1,XP_025026122.1
XP_029142587.1,XP_025030391.1
XP_029142452.1,XP_007442648.2
XP_029139639.1,XP_025033147.1
XP_029141044.1,XP_025021670.1
XP_015665400.1,XP_015744397.1
XP_015671824.1,XP_007421219.1
XP_015687547.1,XP_025024954.1
XP_015674427.1,XP_015745070.2
XP_015675852.1,XP_025019097.1
XP_015682651.1,XP_007444539.1
XP_029141929.1,XP_025030765.1
XP_029141493.1,XP_015745343.1
XP_015684300.1,XP_007440618.1
XP_029138898.1,XP_007432278.1
XP_015668982.1,XP_007442268.1
XP_029142447.1,XP_007440712.1
XP_029140274.1,XP_007432576.2
XP_029142177.1,XP_025029202.1
XP_015667633.1,XP_007429373.2
XP_029141226.1,XP_015745686.1
XP_029140082.1,XP_025031267.1
XP_015674706.1,XP_025020066.1
XP_015677926.1,XP_007435798.1
XP_029142273.1,XP_025033180.1
XP_015683991.1,XP_025032024.1
XP_015679618.2,XP_007425604.2
XP_015667660.1,XP_025029370.1
XP_015680316.1,XP_007444240.1
XP_015678173.1,XP_007437828.1
XP_015666221.1,XP_015745207.1
XP_029143186.1,XP_025025771.1
XP_015683549.1,XP_025031694.1
XP_015675239.1,XP_007431254.1
XP_015687419.2,XP_007430990.1
XP_015672622.1,XP_007434183.1
XP_029142290.1,XP_025023681.1
XP_015671430.2,XP_015745746.2
XP_015668619.1,XP_025030826.1
XP_029141266.1,XP_007425191.1
XP_015674980.1,XP_007421175.2
XP_015677469.1,XP_007437027.1
XP_029139864.1,XP_025030732.1
XP_015683961.1,XP_007440932.1
XP_015681469.2,XP_025025300.1
XP_015685223.1,XP_025024104.1
XP_029143191.1,XP_025027940.1
XP_015679908.1,XP_007423383.1
XP_029141065.1,XP_025028122.1
XP_015682492.1,XP_007433263.1
XP_015682000.1,XP_025021173.1
XP_015681364.1,XP_007441676.1
XP_029142368.1,XP_025028075.1
XP_015684044.1,XP_007434440.1
XP_015683759.1,XP_007430500.1
XP_029140893.1,XP_025026920.1
XP_029140283.1,XP_007421152.1
XP_015675886.2,XP_025020510.1
XP_015671096.1,XP_007438574.1
XP_029138878.1,XP_025021046.1
XP_029139966.1,XP_025027887.1
XP_029139984.1,XP_025030792.1
XP_029141454.1,XP_007425643.1
XP_015674251.2,XP_015743709.2
XP_015667433.1,XP_025031089.1
XP_015683943.1,XP_007436409.2
XP_029138792.1,XP_025026429.1
XP_029139494.1,XP_025030835.1
XP_015684463.1,XP_007441058.2
XP_015669401.1,XP_007441619.1
XP_029141895.1,XP_007439753.2
XP_015680842.1,XP_007427348.1
XP_015672830.1,XP_015745747.1
XP_029140816.1,XP_007434657.2
XP_015679818.1,XP_007445240.2
XP_029140502.1,XP_025024168.1
XP_015685843.1,XP_007444554.1
XP_015684595.1,XP_025033528.1
XP_029139992.1,XP_007429918.1
XP_029142184.1,XP_025027230.1
XP_015670336.1,XP_007420955.1
XP_015674435.1,XP_025028942.1
XP_029143188.1,XP_007442027.1
XP_015668602.1,XP_025031799.1
XP_015681117.1,XP_015743050.1
XP_015680616.1,XP_007442940.1
XP_015677078.1,XP_025030632.1
XP_029142624.1,XP_007432696.1
XP_029141354.1,XP_025032150.1
XP_015680240.1,XP_007443370.1
XP_029143114.1,XP_015745884.2
XP_029142539.1,XP_025031808.1
XP_015677125.1,XP_015746197.2
XP_015678014.1,XP_007445269.2
XP_015673501.1,XP_025025343.1
XP_015675101.1,XP_015744717.1
XP_015668003.1,XP_007421232.1
XP_029139472.1,XP_025028392.1
XP_015673940.1,XP_015745971.1
XP_029141429.1,XP_025026204.1
XP_015672948.2,XP_025032643.1
XP_029142415.1,XP_025030743.1
XP_015683302.1,XP_025027177.1
XP_029141486.1,XP_007420173.1
XP_029141225.1,XP_025031225.1
XP_015680671.1,XP_007435649.1
XP_015669847.1,XP_007433608.1
XP_015667169.1,XP_007442428.1
XP_029140036.1,XP_007434365.1
XP_029143163.1,XP_007439328.1
XP_015676313.1,XP_007444828.1
XP_015665584.1,XP_007443766.1
XP_015665569.1,XP_007445041.1
XP_015687258.1,XP_025022346.1
XP_015683662.2,XP_007431243.2
XP_029139287.1,XP_007432466.1
XP_015686779.1,XP_025025151.1
XP_015673702.1,XP_007423894.1
XP_015675605.1,XP_025028065.1
XP_029141634.1,XP_025032926.1
XP_015685497.1,XP_025029957.1
XP_029140363.1,XP_007423836.1
XP_015680662.1,XP_025022488.1
XP_015677602.1,XP_025024497.1
XP_015681772.1,XP_007434666.1
XP_015674477.1,XP_007423866.1
XP_015674339.1,XP_007443967.1
XP_015667181.1,XP_015746449.1
XP_015678241.1,XP_025025022.1
XP_015684484.1,XP_025028107.1
XP_015670634.1,XP_007439803.2
XP_029140191.1,XP_025029780.1
XP_015685815.1,XP_015746875.2
XP_029142345.1,XP_015746676.2
XP_029142712.1,XP_025032996.1
XP_015682332.2,XP_007441520.1
XP_029140902.1,XP_025028988.1
XP_015678894.1,XP_007444062.1
XP_015678718.1,XP_015745870.2
XP_015676654.1,XP_025022999.1
XP_029141048.1,XP_007440867.1
XP_015668608.1,XP_007439107.1
XP_029139399.1,XP_025029463.1
XP_015667985.1,XP_025020659.1
XP_029140091.1,XP_025023914.1
XP_015672456.1,XP_015744353.1
XP_029142893.1,XP_007443109.2
XP_015678011.1,XP_007445457.2
XP_015668473.1,XP_025021027.1
XP_015668590.1,XP_007427766.1
XP_015668528.1,XP_007441037.1
XP_015666809.1,XP_007420276.1
XP_015677278.1,XP_025031544.1
XP_029139333.1,XP_025032925.1
XP_015665666.1,XP_025023413.1
XP_029138860.1,XP_025027741.1
XP_015681120.1,XP_025030568.1
XP_029141442.1,XP_025029930.1
XP_029142922.1,XP_025031700.1
XP_015687904.1,XP_025026723.1
XP_015670210.1,XP_007439444.2
XP_015673166.1,XP_007431348.2
XP_015676970.1,XP_007440957.1
XP_015677295.1,XP_007445386.1
XP_015677296.2,XP_007445285.1
XP_015681563.1,XP_015746804.1
XP_029139678.1,XP_025032199.1
XP_029141055.1,XP_025030642.1
XP_015670566.1,XP_025028187.1
XP_015684542.1,XP_025033204.1
XP_015672564.1,XP_007439636.1
XP_015682710.1,XP_007443726.2
XP_015684268.1,XP_025029854.1
XP_029141010.1,XP_007428286.1
XP_029143035.1,XP_007430981.2
XP_015679203.1,XP_007442265.1
XP_015685777.1,XP_007445296.2
XP_015667758.1,XP_007439577.1
XP_015683019.1,XP_025029032.1
XP_015678716.1,XP_007441006.1
XP_015681488.1,XP_007434979.2
XP_015672808.1,XP_007428477.1
XP_029141418.1,XP_007438965.1
XP_015670543.1,XP_007443634.1
XP_015670141.1,XP_007441091.1
XP_015675433.1,XP_007438048.1
XP_015683953.1,XP_025025832.1
XP_015674914.1,XP_007438685.1
XP_015669162.1,XP_007440803.2
XP_015684746.1,XP_007444742.1
XP_015687535.1,XP_025025136.1
XP_015665545.1,XP_007437949.1
XP_015684844.1,XP_025033262.1
XP_015684364.1,XP_007432834.1
XP_015676344.2,XP_025029341.1
XP_015680030.1,XP_007444905.1
XP_015680120.1,XP_025028839.1
XP_029141168.1,XP_025031403.1
XP_029139621.1,XP_025032866.1
XP_015677358.2,XP_025028919.1
XP_015677789.1,XP_007443962.1
XP_015665602.1,XP_007443223.1
XP_015666567.1,XP_025026714.1
XP_015668824.1,XP_025022986.1
XP_015668833.1,XP_025025081.1
XP_015669872.1,XP_007440876.2
XP_015669876.1,XP_025032737.1
XP_015670864.1,XP_025033453.1
XP_015671603.1,XP_007443448.1
XP_015672538.2,XP_007445408.3
XP_015676447.1,XP_025031718.1
XP_015676560.1,XP_007432691.2
XP_015677154.1,XP_025021900.1
XP_015678193.1,XP_007436706.1
XP_015678420.1,XP_007425058.1
XP_015678893.1,XP_007444063.3
XP_015682118.1,XP_007445470.2
XP_015682331.1,XP_007441522.1
XP_015682500.1,XP_025032756.1
XP_015686644.1,XP_025029289.1
XP_015687274.1,XP_015742791.1
XP_015687366.1,XP_015745927.1
XP_029138780.1,XP_025023737.1
XP_029139420.1,XP_025032617.1
XP_029139674.1,XP_025032736.1
XP_029139684.1,XP_025031737.1
XP_029140004.1,XP_007438244.1
XP_029140177.1,XP_025033328.1
XP_029140190.1,XP_025029782.1
XP_029140372.1,XP_025032291.1
XP_029140670.1,XP_025032696.1
XP_029140845.1,XP_025022274.1
XP_029140924.1,XP_007420802.1
XP_029141092.1,XP_025022241.1
XP_029141522.1,XP_025022261.1
XP_029141599.1,XP_015743456.1
XP_029141926.1,XP_025024978.1
XP_029142392.1,XP_025032472.1
XP_029143179.1,XP_025029760.1
XP_015668185.1,XP_025027999.1
XP_015668320.1,XP_015743499.2
XP_015672440.1,XP_007428359.1
XP_015674913.1,XP_007443185.1
XP_015676721.1,XP_025025257.1
XP_015676900.1,XP_007441130.1
XP_015677458.1,XP_015745081.2
XP_015680426.1,XP_007440390.1
XP_015680455.1,XP_007445085.2
XP_015681111.1,XP_007442482.2
XP_015682215.1,XP_007444155.1
XP_015682405.1,XP_007430751.2
XP_015682784.1,XP_007434793.1
XP_015683725.1,XP_007443959.2
XP_015683923.1,XP_007445394.1
XP_015685153.1,XP_007436070.2
XP_015685274.1,XP_007444924.2
XP_015686170.1,XP_007443018.2
XP_015686194.1,XP_025025142.1
XP_015686382.1,XP_007439428.1
XP_015686495.1,XP_025027126.1
XP_015686524.1,XP_025033243.1
XP_015686634.1,XP_007420227.1
XP_015687672.1,XP_025029315.1
XP_029139675.1,XP_025032804.1
XP_029139680.1,XP_007444990.1
XP_029140001.1,XP_025032171.1
XP_029140394.1,XP_025032666.1
XP_029140497.1,XP_007445472.2
