h_genes,m_genes,s_genes,g_gene,a_gene,x_gene,p_gene,dog_gene
245806,215031,107295728,421735,100564041,394785,743393,484097
245972,242341,107284959,420210,100552126,394992,472809,477929
245973,68775,107294778,421939,100567244,100485790,744772,475667
246175,231464,107287831,422508,100556448,100145505,467690,487817
246184,66440,107302814,417269,100559425,116408221,473026,481679
246213,216227,107289404,427877,100555413,100489470,452161,482623
246269,215951,107292058,421770,100561744,100490998,462920,481952
246329,237611,107287806,107050760,100551684,493233,452009,481125
252969,382913,107289314,422037,100553937,100135209,463992,486078
252983,20913,107302737,417393,100566759,733742,468411,491094
253012,101202,107283608,772177,100558806,100490765,463537,609954
253152,384214,107283056,424505,100552588,100492111,739732,490160
253461,245007,107287769,424783,100557743,100488939,460740,477096
253558,225010,107291899,421303,100566210,100216057,459129,483023
253559,239857,107290044,418463,100561821,448238,460523,487680
253635,53951,107287470,421468,100562068,448554,459153,475616
253714,212377,107289049,421799,100553040,100158637,462893,481930
253738,13593,107284028,395175,100555850,100135240,737690,611743
253769,71682,107298333,100857387,100563385,100495291,745287,612528
253782,241447,107287846,771503,100563712,100489264,741293,488387
253827,320183,107291703,417833,100553315,116409537,744605,608386
253832,75965,107286114,418947,100564711,549883,452474,486045
253935,100502693,107286368,772036,100561953,100493165,466761,611905
253943,229096,107302723,421145,100552522,100145519,464207,486970
253959,56784,107284887,423327,100557011,779926,452864,612841
254013,320204,107287200,418138,100561172,100486545,736460,486619
254042,66559,107283885,424150,100556271,100496112,100609894,488399
254048,320538,107285340,417970,100565073,100135129,463770,482776
254065,382236,107289955,422281,100552164,733720,465730,491984
254170,70611,107290486,428887,100556231,100216227,452878,490663
254173,330010,107297728,419426,100565463,101733827,457184,489601
254225,108937,107287024,419055,100558966,100493580,466707,609300
254251,209707,107287982,422820,100558281,100488173,461135,613008
254268,329738,107294726,101747831,103279517,100492765,457079,479919
254295,227696,107296252,100858951,100568020,100135401,464911,608889
254394,71567,107299757,100857742,100553098,100490403,462969,484104
254427,227545,107295638,419101,100559463,100036636,736008,607757
254528,75178,107292544,416539,100566381,100489575,750018,100685856
254887,332175,107288259,418353,100551801,100379670,460592,607759
254956,75495,107295063,772256,103282316,548897,735450,480740
255101,241116,107291482,424206,100567240,100144742,470651,488532
255104,77056,107295419,419476,103281756,100379991,456583,487401
255252,66606,107295753,423236,100555245,100145243,453366,478269
255275,68515,107296178,417386,100551920,100486424,744859,483373
255374,330216,107285036,100858783,100557405,100493622,463590,608590
255394,216198,107289580,425052,100552855,100145732,452199,474532
255488,218215,107286346,420827,100562548,100124330,462463,488237
255520,244548,107292465,422449,100567788,549219,461503,476075
255738,100102,107286638,424664,100564252,100484989,456880,102152231
255743,114249,107303102,422535,100551695,100488614,461420,487891
255758,66061,107298711,424914,100567434,100496772,460959,478601
255919,382030,107290093,415736,100558949,496772,746035,609448
255928,329324,107286420,428566,100554535,100491102,457702,480016
255967,72587,107287175,418926,100556898,550055,736229,486024
256126,71846,107285115,100859541,100565948,100486907,747076,484923
256130,217951,107282954,772254,100566107,100125062,745741,100687097
256297,19213,107283605,107052623,100567005,100494161,742903,608313
256302,24083,107298599,416497,100561389,493452,740609,609617
256356,235533,107292034,424779,100562346,101734558,746761,485695
256364,225898,107292399,107049450,103281337,100487274,107967104,483787
256380,268297,107288297,428626,100557409,100490825,738923,481951
256435,20447,107287801,404746,100567272,100495364,450115,490205
256471,72175,107290571,422498,100557299,100495784,471303,476086
256536,70571,114922322,423969,100567773,100127671,450829,100687969
256586,70082,107289068,415423,100565988,733450,467681,478308
256643,382252,107295985,100858121,100551927,100490423,739784,611699
256691,71738,107284420,427247,100563388,780302,464518,608871
256714,78283,107296008,418607,100552123,780154,465529,491766
256764,546144,107283138,427497,100559172,100494443,453451,487562
256933,208990,107295822,769277,100552707,100379764,104003059,100855442
256987,218442,107300584,427175,100563519,100492508,461778,479168
257019,242506,107284445,427452,100559241,779965,464549,484151
257068,433022,107296639,418417,103278401,100496710,743083,607370
257177,75472,114922930,100859681,100561992,100495280,457454,488655
257194,320840,107294127,395662,100565123,100127726,456941,612706
257218,268281,107293221,421613,100564237,101733375,472146,476233
257236,66717,107284473,100859647,100567851,100489589,471133,111094873
257240,245683,107286130,418604,100552518,100496316,473860,491769
257364,235406,107291729,415309,100565330,549122,453761,487657
257397,66724,107284430,418588,100558078,100495158,473550,491807
257415,68152,107283607,420557,100567660,733558,463534,609902
257629,72074,107292102,427007,100551642,100158613,742545,489980
258010,75744,107293016,771022,100567761,100485465,451082,100500800
259173,235633,107286000,428401,100558431,100492185,470812,484786
259217,73442,107296428,423917,100558486,100489323,450760,486904
259230,208449,107285108,378907,100553259,493559,450460,477582
259232,338370,107289282,418770,100551926,100492286,452643,485535
259236,20776,107286001,769596,100558041,101734754,740562,609350
259266,12316,107292521,424354,100565657,100379990,449566,480009
259282,665775,107286560,422838,100567093,100127583,461121,479089
260425,99470,107290989,419877,100552066,100036692,457133,483214
261726,226591,107287509,418374,100557490,548453,457493,480084
261729,74051,107283877,420541,100564654,101733393,472438,482291
261734,260305,107284635,419377,100555371,101730566,457887,489625
266743,225872,107302617,101750093,103277902,780368,466676,483711
282809,382406,107283120,417889,100558676,448445,100608235,475422
282966,67085,107293834,112532691,100560469,100485377,737010,607129
282973,74004,107284341,428991,100553565,100496365,746803,100855750
282974,57740,107284339,769291,100551798,100496209,450835,491589
282991,73689,107285096,423768,100563557,493563,744662,612865
282996,73713,107289369,423892,100557941,100495938,450732,486887
283078,210719,107282839,771284,100563668,100493638,450373,487079
283149,80288,107284817,419785,100560946,100495254,451596,489377
283208,320452,107287034,419057,100557390,100495824,748564,609381
283209,70974,107287026,419052,100563571,100496817,451420,485198
283229,213573,107283970,423106,100564100,100036622,740406,611409
283232,71448,107283905,769979,100564694,100486338,450931,483410
283254,241547,107299489,423193,100566077,100493758,466505,483633
283310,628870,107284035,772154,100563802,100491199,452097,611522
283337,68744,107288511,100859343,100566792,447960,451933,486509
283349,192678,107291776,417828,100554295,448113,743444,608312
283358,330406,107285910,418150,100552264,100488678,451738,486751
283373,237615,107290851,426469,100555909,100127696,451992,481109
283375,72002,107290861,100858866,100555715,100145325,451991,481108
283385,74890,107287006,100858736,103280930,100489796,465185,486260
283431,237436,107289405,417931,100565046,100489160,452164,482624
283446,231646,107287296,768372,103282449,100492763,452221,100685393
283450,269700,107286991,426582,100559148,100145058,452261,477486
283455,333050,107292837,100858301,100562435,100498480,742520,486291
283459,384281,107300561,416976,100556532,100495297,742383,477509
283464,223827,107302568,417789,100557426,100127708,466957,486604
283489,101994,107287918,418733,100561628,100380176,467339,100688496
283518,328424,107284314,418873,100553227,394457,467361,607835
283554,70713,107289091,428932,100557202,100145204,743078,612969
283576,238331,107298173,428895,100555444,100489922,467517,100686021
283578,382620,107284538,423375,100566722,100145041,743639,490807
283600,104910,107291286,423457,100567996,100496270,743099,612516
283635,100101807,107290214,423323,100554860,549254,453239,100686710
283638,217882,107302427,423494,100558053,780180,741357,490880
283643,104732,107292562,424373,103280481,100485326,453219,612715
283652,317750,107287693,415431,100555301,100490024,453408,612878
283677,73673,107289775,769575,100566368,116409760,748820,100686733
283742,68215,107287227,423291,100563508,100145158,453315,478254
283777,434197,107290591,415511,103280411,100496932,739424,608120
283847,320022,107288904,769532,100553007,100488611,740520,479692
283849,277978,107288918,769364,100553988,100496045,467998,489765
283870,319259,114923439,107054618,103281481,101731559,104001082,610930
283899,233875,107282730,112530331,100552029,100169675,738908,489944
283927,67528,107286400,415800,100555561,100379717,454256,489703
283948,621239,107290327,107054652,100563769,101734263,104002475,611462
283953,74720,107292547,771894,100564013,100497281,453900,490014
283985,328035,107286660,428683,100559644,100494924,736046,609709
283987,217310,107286654,422113,100566016,395008,454871,483305
283989,76265,107292725,422126,100556693,100124961,737516,483315
283991,319370,107290059,107054745,103277828,496560,739234,609407
284001,71276,107288856,417379,100567704,100487204,455282,607741
284004,238023,107289077,417343,100558003,548664,454992,491680
284018,69066,107284857,417421,100552340,116407939,741575,480468
284069,217219,107302417,101747823,100557432,100158616,454729,612752
284076,237930,107282589,431480,100551812,100492422,468294,480544
284106,217149,107282646,100857847,100556592,100127760,454613,491036
284119,19285,107282652,396006,100566371,448589,454684,100855435
284129,268512,107288809,768556,100561225,100486579,745524,483354
284131,338371,107286832,422079,100560828,496630,743058,608430
284161,66569,107299555,417631,100565472,550077,455166,491117
284207,210029,107282403,417332,100555651,549861,747807,608424
284217,16772,107285988,374016,100563687,100488009,455302,102156629
284252,106931,107290363,421087,100560641,100486970,455348,480170
284266,620235,107297535,770432,100567632,116408355,455394,100855945
284273,225791,107293118,421010,100554743,496837,455477,476162
284612,17306,107287281,100858920,100562355,448559,469400,611827
284695,54367,107295316,424512,100553572,548840,457011,612406
284723,384071,107296448,107054933,100556998,100216146,469131,608629
284996,67702,107288160,418712,100563171,780151,459455,481333
285148,67732,107295812,421930,100564105,100493113,744315,100856441
285172,213056,107291758,429010,100562905,100493287,459869,488469
285195,331004,107292755,424772,100561556,100489978,460751,611417
285203,101351,107302642,426961,100554805,780148,494220,494221
285220,13840,107294991,374008,100565961,100495504,460538,607935
285237,67609,107290130,418429,100567322,733522,460530,606769
