P_Mucros.pep,N_naja.pep
XP_015682477.1,Nana35345-RA
XP_015681845.2,Nana37558-RA
XP_015683646.1,Nana36602-RA
XP_015666112.1,Nana35389-RA
XP_015684264.2,Nana36115-RA
XP_015680891.1,Nana31183-RA
XP_015673996.1,Nana30645-RA
XP_015672005.1,Nana28184-RA
XP_015671944.1,Nana18907-RA
XP_015672100.1,Nana30294-RA
XP_015673394.1,Nana27955-RA
XP_015666560.2,Nana26656-RA
XP_015684843.1,Nana18928-RA
XP_015683908.1,Nana35991-RA
XP_015671307.1,Nana19700-RA
XP_015672782.1,Nana25674-RA
XP_015679423.1,Nana17220-RA
XP_015678687.1,Nana00435-RA
XP_015668728.1,Nana19123-RA
XP_015677446.1,Nana35117-RA
XP_015678107.1,Nana12022-RA
XP_015672529.1,Nana25110-RA
XP_029139715.1,Nana05085-RA
XP_015669251.1,Nana00786-RA
XP_015674206.1,Nana30124-RA
XP_015670992.1,Nana25500-RA
XP_015667901.1,Nana21142-RA
XP_015683809.1,Nana25583-RA
XP_015687389.1,Nana32402-RA
XP_015666898.1,Nana31828-RA
XP_015677720.1,Nana24256-RA
XP_015679984.2,Nana00390-RA
XP_029142111.1,Nana02402-RA
XP_015674450.1,Nana31453-RA
XP_015683665.1,Nana02391-RA
XP_029140824.1,Nana15998-RA
XP_015682596.1,Nana18560-RA
XP_029141016.1,Nana31255-RA
XP_015667299.1,Nana26923-RA
XP_015677195.1,Nana31233-RA
XP_015678434.1,Nana31146-RB
XP_015678423.1,Nana31151-RA
XP_015673871.1,Nana15916-RA
XP_029140572.1,Nana33971-RA
XP_015686643.1,Nana03825-RA
XP_015669487.1,Nana11105-RA
XP_015671231.1,Nana13697-RA
XP_015671222.1,Nana13693-RA
XP_015684245.1,Nana36342-RA
XP_015667709.1,Nana10749-RA
XP_015671356.1,Nana31087-RA
XP_015667153.1,Nana29871-RA
XP_015667104.1,Nana29730-RA
XP_015678592.1,Nana30739-RA
XP_015667149.1,Nana29730-RB
XP_015666265.1,Nana15653-RA
XP_015687219.1,Nana35888-RA
XP_015667655.1,Nana31017-RA
XP_015667845.1,Nana16339-RA
XP_015681310.1,Nana12870-RA
XP_015673369.1,Nana16312-RA
XP_015678177.1,Nana19341-RA
XP_015681418.1,Nana27723-RA
XP_015673857.1,Nana03547-RA
XP_015679615.1,Nana04589-RA
XP_015683199.1,Nana01648-RA
XP_015666034.1,Nana31658-RA
XP_015687492.1,Nana15268-RA
XP_015687207.1,Nana33754-RA
XP_015676442.1,Nana09005-RA
XP_015672711.1,Nana09965-RA
XP_015668229.1,Nana37182-RA
XP_015668426.1,Nana29069-RA
XP_015680825.1,Nana35810-RA
XP_015678167.1,Nana13539-RA
XP_015679390.1,Nana09941-RA
XP_015679387.1,Nana09940-RA
XP_029141790.1,Nana35814-RA
XP_015673453.1,Nana28257-RA
XP_015677001.1,Nana20664-RA
XP_029141027.1,Nana04147-RA
XP_015679400.2,Nana14987-RA
XP_015687559.2,Nana30186-RA
XP_015680435.1,Nana27668-RA
XP_015671357.1,Nana15766-RA
XP_015684222.1,Nana27660-RA
XP_015680600.1,Nana27655-RA
XP_015680598.1,Nana27654-RA
XP_015680601.1,Nana27653-RA
XP_015671144.1,Nana05707-RA
XP_015673614.1,Nana13630-RA
XP_015677578.1,Nana35165-RA
XP_015668460.1,Nana09875-RA
XP_015671202.1,Nana10457-RA
XP_015677796.1,Nana27568-RA
XP_029142570.1,Nana15411-RA
XP_015666423.1,Nana23703-RA
XP_015672259.1,Nana21694-RA
XP_015665810.1,Nana23660-RA
XP_015666096.1,Nana21772-RA
XP_015668023.1,Nana15505-RA
XP_015669813.1,Nana20394-RA
XP_015666051.1,Nana21800-RA
XP_015677363.1,Nana20319-RA
XP_015682697.1,Nana15545-RA
XP_015670548.1,Nana20279-RA
XP_015673721.1,Nana27389-RA
XP_015680413.1,Nana14919-RA
XP_029139817.1,Nana20218-RA
XP_015666653.1,Nana22428-RA
XP_015677954.1,Nana20189-RA
XP_029139691.1,Nana03092-RA
XP_015687257.1,Nana27335-RA
XP_029140537.1,Nana14869-RA
XP_015679732.1,Nana20129-RA
XP_015680080.1,Nana22615-RA
XP_015676618.1,Nana22660-RA
XP_015669620.1,Nana20089-RB
XP_015687442.1,Nana27314-RA
XP_015669644.1,Nana20083-RA
XP_015671023.1,Nana14655-RA
XP_015686969.1,Nana22778-RA
XP_015669087.1,Nana27221-RA
XP_015670518.1,Nana14563-RA
XP_015679134.1,Nana14555-RA
XP_015671304.2,Nana14308-RA
XP_015670099.1,Nana14322-RA
XP_015669694.1,Nana22894-RA
XP_029139041.1,Nana14374-RA
XP_015668376.1,Nana27054-RA
XP_015666825.1,Nana14395-RA
XP_015666452.1,Nana27028-RA
XP_015667520.1,Nana26992-RA
XP_015667273.1,Nana26931-RA
XP_015681134.1,Nana19220-RA
XP_015687748.1,Nana23045-RA
XP_015687652.1,Nana14156-RA
XP_029143174.1,Nana14161-RA
XP_015687656.1,Nana14168-RA
XP_015678644.1,Nana14180-RA
XP_029143196.1,Nana23119-RA
XP_015687783.1,Nana23124-RA
XP_015671006.1,Nana14242-RA
XP_015673216.1,Nana14282-RA
XP_015665878.1,Nana23217-RA
XP_029140301.1,Nana14289-RA
XP_015675499.1,Nana29713-RA
XP_015665610.1,Nana26280-RA
XP_015665871.1,Nana23272-RA
XP_029138872.1,Nana23276-RA
XP_029139739.1,Nana29558-RA
XP_015665643.1,Nana26274-RA
XP_015667550.1,Nana13955-RA
XP_029140583.1,Nana26203-RA
XP_015681988.1,Nana26190-RA
XP_029142451.1,Nana29367-RA
XP_015673966.1,Nana26023-RA
XP_015680926.1,Nana26013-RA
XP_029139731.1,Nana29452-RA
XP_015673807.1,Nana25883-RA
XP_015669914.1,Nana25839-RA
XP_015671847.1,Nana13680-RA
XP_015679907.1,Nana29211-RA
XP_015675236.1,Nana13632-RA
XP_029139776.1,Nana24508-RA
XP_015684851.1,Nana13459-RA
XP_029141810.1,Nana13452-RA
XP_015685230.1,Nana13423-RA
XP_015685949.1,Nana13403-RA
XP_015683049.1,Nana13368-RA
XP_015681826.1,Nana29284-RA
XP_029139603.1,Nana24710-RA
XP_015673194.1,Nana24776-RA
XP_015687266.1,Nana18175-RA
XP_015687263.1,Nana18198-RE
XP_015671507.1,Nana24918-RA
XP_015671338.1,Nana24919-RA
XP_015671487.1,Nana24922-RA
XP_015671465.1,Nana24924-RA
XP_015676807.1,Nana24936-RA
XP_029140625.1,Nana18655-RA
XP_015670732.1,Nana25034-RA
XP_015670713.1,Nana25035-RA
XP_015666749.1,Nana18093-RA
XP_015674071.1,Nana18126-RA
XP_015670211.1,Nana25260-RA
XP_015687846.1,Nana17624-RA
XP_015671864.2,Nana17609-RA
XP_015679319.1,Nana17574-RA
XP_029139132.1,Nana12347-RA
XP_015667256.1,Nana12348-RA
XP_015670667.1,Nana12363-RB
XP_015670627.1,Nana12327-RA
XP_015667687.2,Nana12260-RA
XP_015687426.1,Nana12049-RA
XP_015668754.1,Nana10849-RA
XP_029139570.1,Nana10790-RA
XP_015669437.1,Nana10796-RA
XP_015672304.1,Nana11533-RA
XP_015669954.1,Nana11661-RA
XP_015673518.1,Nana11614-RA
XP_015680027.2,Nana11462-RA
XP_015676154.1,Nana10202-RA
XP_015680051.2,Nana10493-RA
XP_015679234.1,Nana05586-RA
XP_015673765.1,Nana10255-RA
XP_015687781.1,Nana10236-RA
XP_029140089.1,Nana10825-RA
XP_015678221.1,Nana10818-RA
XP_029139298.1,Nana05407-RA
XP_015669722.1,Nana05361-RA
XP_029141144.1,Nana05332-RA
XP_015668773.1,Nana10856-RA
XP_029141782.1,Nana05281-RA
XP_015671636.1,Nana05193-RA
XP_015679779.1,Nana10968-RA
XP_015672672.1,Nana10951-RA
XP_029142085.1,Nana12618-RA
XP_015679181.1,Nana05000-RA
XP_015667734.1,Nana10706-RA
XP_015672709.1,Nana04874-RA
XP_029139228.1,Nana10730-RA
XP_015675379.2,Nana10075-RA
XP_015675369.1,Nana10076-RA
XP_015679788.1,Nana04799-RA
XP_015675501.1,Nana04642-RA
XP_029141205.1,Nana10136-RA
XP_015680862.1,Nana04422-RA
XP_029142905.1,Nana10114-RA
XP_015678171.2,Nana04389-RA
XP_029139855.1,Nana09698-RA
XP_015674379.1,Nana09641-RA
XP_015667372.1,Nana04311-RA
XP_015677048.1,Nana09295-RA
XP_015680026.1,Nana09299-RA
XP_015674624.1,Nana03722-RA
XP_015685092.1,Nana09341-RA
XP_015674618.1,Nana03731-RA
XP_029141739.1,Nana03744-RA
XP_015677095.1,Nana03907-RA
XP_015675982.1,Nana03889-RA
XP_015675957.1,Nana03867-RA
XP_015675978.1,Nana03855-RA
XP_015675210.1,Nana04114-RA
XP_015674603.1,Nana09491-RA
XP_015674614.1,Nana09492-RA
XP_015679922.1,Nana04009-RA
XP_029139126.1,Nana09551-RA
XP_015667158.1,Nana09560-RA
XP_015682535.1,Nana03952-RA
XP_015672188.1,Nana03948-RA
XP_015679128.1,Nana09613-RC
XP_015674819.1,Nana09160-RA
XP_015682985.1,Nana09157-RA
XP_015681245.1,Nana09060-RA
XP_015673417.1,Nana03250-RA
XP_015678205.1,Nana08842-RA
XP_015682212.1,Nana02734-RA
XP_029141985.1,Nana32068-RA
XP_015682213.1,Nana02732-RA
XP_015666762.1,Nana00977-RA
XP_015682048.1,Nana00961-RA
XP_015667809.1,Nana02957-RA
XP_015667842.1,Nana02950-RA
XP_015672811.1,Nana08638-RA
XP_029141231.1,Nana02666-RA
XP_029140854.1,Nana08616-RA
XP_015672862.1,Nana08606-RA
XP_015679510.1,Nana08521-RA
XP_015671336.1,Nana08515-RA
XP_029140134.1,Nana08455-RA
XP_029141786.1,Nana02337-RA
XP_015675652.1,Nana02166-RA
XP_015679710.1,Nana02242-RA
XP_015668334.1,Nana02248-RA
XP_015668354.1,Nana02253-RA
XP_015673560.1,Nana02002-RA
XP_015674899.1,Nana02020-RA
XP_015673895.1,Nana07838-RA
XP_015677614.1,Nana10617-RA
XP_015675351.1,Nana07913-RA
XP_015670449.1,Nana10604-RA
XP_015676614.2,Nana01701-RA
XP_015680614.1,Nana01752-RA
XP_015680292.1,Nana01520-RA
XP_015673762.1,Nana01660-RA
XP_015673515.1,Nana01402-RA
XP_015673547.1,Nana01405-RA
XP_015671469.1,Nana01428-RA
XP_015687076.1,Nana01483-RA
XP_029139971.1,Nana01112-RA
XP_015675114.1,Nana01345-RA
XP_029142266.1,Nana01311-RA
XP_015676445.1,Nana00924-RA
XP_015686932.1,Nana00857-RA
XP_029139516.1,Nana00875-RA
XP_029139517.1,Nana00872-RA
XP_029140070.1,Nana18904-RA
XP_015671141.1,Nana25089-RA
XP_029142859.1,Nana14681-RA
XP_015675275.1,Nana19809-RA
XP_015670280.1,Nana00637-RA
XP_015678541.1,Nana37307-RA
XP_029142081.1,Nana00960-RA
XP_015675085.1,Nana37328-RA
XP_029139887.1,Nana14615-RA
XP_015686813.1,Nana00451-RA
XP_015666078.1,Nana31654-RA
XP_015667757.1,Nana26039-RA
XP_015678653.1,Nana14190-RA
XP_015676081.1,Nana32292-RB
XP_015680238.1,Nana28389-RA
XP_029139343.1,Nana29028-RA
XP_015668603.1,Nana15180-RA
XP_015680225.1,Nana37196-RA
XP_015682435.1,Nana34031-RA
XP_015667376.1,Nana33537-RA
XP_029142312.1,Nana24350-RA
XP_015665463.1,Nana06015-RA
XP_015665402.1,Nana06017-RA
XP_029141585.1,Nana10972-RA
XP_015674492.1,Nana16127-RA
XP_015665553.2,Nana06132-RA
XP_015687143.1,Nana36742-RA
XP_029141958.1,Nana00359-RA
XP_015682097.1,Nana36758-RA
XP_015666300.1,Nana21749-RA
XP_015668253.1,Nana37587-RA
XP_015671966.1,Nana26180-RA
XP_015677498.1,Nana31729-RA
XP_015677176.1,Nana15576-RA
XP_015675340.1,Nana35688-RA
XP_029142760.1,Nana10537-RA
XP_029139336.1,Nana00622-RA
XP_015676797.1,Nana02111-RA
XP_015680797.1,Nana01375-RA
XP_029140985.1,Nana27266-RA
XP_015667917.1,Nana22052-RA
XP_015675335.1,Nana35659-RA
XP_015665544.1,Nana06087-RA
XP_029139468.1,Nana06243-RA
XP_015666608.1,Nana28067-RA
XP_015668231.1,Nana37657-RA
XP_015669481.1,Nana16583-RA
XP_015668686.1,Nana39181-RA
XP_015676158.1,Nana30907-RA
XP_015681839.1,Nana34143-RA
XP_015666180.1,Nana06253-RA
XP_015665482.1,Nana06093-RA
XP_015671334.1,Nana12882-RA
XP_015668656.1,Nana38736-RA
XP_015668677.1,Nana38735-RA
XP_015669051.1,Nana28850-RA
XP_029140267.1,Nana34663-RA
XP_015673406.1,Nana27945-RA
XP_015679839.1,Nana36793-RA
XP_029139011.1,Nana28042-RA
XP_015678854.1,Nana22225-RA
XP_015683517.1,Nana36956-RA
XP_015668064.1,Nana28890-RA
XP_029140126.1,Nana26124-RA
XP_015671264.2,Nana34672-RA
XP_015682015.1,Nana27888-RA
XP_015671262.2,Nana34673-RA
XP_015678857.1,Nana37140-RA
XP_015683766.1,Nana36529-RA
XP_015687155.2,Nana36710-RA
XP_029139850.1,Nana33302-RA
XP_015665966.1,Nana31643-RA
XP_015668643.1,Nana38162-RA
XP_029138938.1,Nana31997-RA
XP_029138800.1,Nana06050-RA
XP_015680695.1,Nana39051-RA
XP_029141698.1,Nana35784-RA
XP_015673053.1,Nana31328-RA
XP_015678487.1,Nana35750-RA
XP_015665406.2,Nana06055-RA
XP_015683593.1,Nana01187-RA
XP_015666592.1,Nana28001-RA
XP_015665974.1,Nana23186-RA
XP_029142163.1,Nana35963-RA
XP_029142161.1,Nana35964-RA
XP_015687138.1,Nana14305-RA
XP_029142195.1,Nana16723-RA
XP_015683873.2,Nana36398-RA
XP_015675865.1,Nana37655-RA
XP_029139854.1,Nana09238-RA
XP_015671255.1,Nana34701-RA
XP_015682482.1,Nana12493-RA
XP_015677362.1,Nana20317-RA
XP_015670317.1,Nana00646-RA
XP_015681986.1,Nana00140-RA
XP_015681985.1,Nana00141-RA
XP_015678508.1,Nana19077-RA
XP_015666596.1,Nana28018-RA
XP_015672986.1,Nana05269-RA
XP_015670256.1,Nana22907-RA
XP_015684184.1,Nana14685-RA
XP_015679661.1,Nana16087-RA
XP_015669578.1,Nana04939-RA
XP_029141753.1,Nana05258-RA
XP_015679662.1,Nana16089-RA
XP_015669646.1,Nana20059-RA
XP_015676454.2,Nana32972-RA
XP_015683415.1,Nana01846-RA
XP_015685855.1,Nana32961-RA
XP_015685845.1,Nana32960-RA
XP_015675171.1,Nana26953-RA
XP_015670297.1,Nana00667-RA
XP_015669317.1,Nana11189-RA
XP_015680954.1,Nana13048-RA
XP_015678198.1,Nana12220-RA
XP_029141606.1,Nana16418-RA
XP_015683009.2,Nana13125-RA
XP_015677035.1,Nana18742-RA
XP_029142355.1,Nana13155-RA
XP_015676010.1,Nana15840-RA
XP_029141989.1,Nana06653-RA
XP_015676993.1,Nana36094-RA
XP_015682729.1,Nana15534-RA
XP_015682601.1,Nana15535-RA
XP_015672088.1,Nana30309-RA
XP_029142025.1,Nana37559-RC
XP_015674371.1,Nana20042-RA
XP_015676516.1,Nana30850-RA
XP_015676945.1,Nana14109-RA
XP_015668114.1,Nana27078-RB
XP_015683815.1,Nana21086-RA
XP_015685686.1,Nana38777-RA
XP_015683963.1,Nana00710-RA
XP_015665562.1,Nana06199-RA
XP_015682571.1,Nana13258-RA
XP_015666169.1,Nana06286-RA
XP_015678246.1,Nana06748-RB
XP_015676535.1,Nana28457-RA
XP_015666191.1,Nana06269-RA
XP_029141872.1,Nana02983-RA
XP_015666214.1,Nana06252-RA
XP_015680855.1,Nana35612-RB
XP_015665497.1,Nana06135-RA
XP_015674350.1,Nana37161-RA
XP_015686247.1,Nana26069-RA
XP_015682657.1,Nana38775-RA
XP_015670539.1,Nana09529-RA
XP_029142333.1,Nana07349-RA
XP_015665554.1,Nana06134-RA
XP_015665527.1,Nana06014-RA
XP_015671283.1,Nana34716-RA
XP_015665786.1,Nana23532-RA
XP_015681688.1,Nana06706-RA
XP_015675984.1,Nana03905-RA
XP_015667969.1,Nana25750-RA
XP_015681587.1,Nana39547-RA
XP_029141068.1,Nana07880-RA
XP_015680719.1,Nana07894-RA
XP_015673995.1,Nana30642-RA
XP_015668212.1,Nana37658-RA
XP_015671771.1,Nana32902-RA
XP_029142488.1,Nana07187-RA
XP_015670065.1,Nana03084-RA
XP_015665838.1,Nana23526-RA
XP_029139499.1,Nana15771-RA
XP_015684506.1,Nana30556-RA
XP_015669351.1,Nana30945-RA
XP_015683640.1,Nana37245-RA
XP_029141623.1,Nana08914-RA
XP_015676637.1,Nana10564-RA
XP_015680001.1,Nana06335-RA
XP_015676517.1,Nana30853-RA
XP_029138848.1,Nana23584-RA
XP_029140261.1,Nana17790-RA
XP_015684477.1,Nana21091-RA
XP_029138936.1,Nana32041-RA
XP_015682493.1,Nana02501-RA
XP_029140747.1,Nana24056-RA
XP_015676456.1,Nana32984-RA
XP_029139962.1,Nana24077-RA
XP_015683333.1,Nana20877-RB
XP_015675792.1,Nana24047-RA
XP_015673164.1,Nana35860-RA
XP_029143094.1,Nana35884-RA
XP_015683116.1,Nana24352-RA
XP_015667624.2,Nana12577-RA
XP_029142269.1,Nana30669-RA
XP_015681743.2,Nana35968-RA
XP_029140210.1,Nana17238-RA
XP_029142516.1,Nana20837-RA
XP_029141898.1,Nana37272-RA
XP_015687565.1,Nana13542-RA
XP_015671324.1,Nana12900-RA
XP_015687871.1,Nana32111-RB
XP_015667474.1,Nana34635-RA
XP_015676917.1,Nana37510-RA
XP_015671856.1,Nana16714-RA
XP_015682594.1,Nana13302-RA
XP_015683044.2,Nana13303-RA
XP_029139998.1,Nana30404-RA
XP_015679438.1,Nana17220-RE
XP_015677225.1,Nana30410-RA
XP_015668663.1,Nana39177-RA
XP_029140253.1,Nana30450-RA
XP_029142763.1,Nana10535-RA
XP_015680551.1,Nana00749-RA
XP_015667123.1,Nana28123-RA
XP_015687350.1,Nana16392-RA
XP_015677746.1,Nana11263-RA
XP_015685466.1,Nana19034-RA
XP_015679833.1,Nana36765-RA
XP_015675078.1,Nana37338-RA
XP_015667493.1,Nana34572-RA
XP_015673947.1,Nana33113-RA
XP_029140234.1,Nana25651-RA
XP_015672099.1,Nana30299-RA
XP_029141372.1,Nana24237-RA
XP_015666551.1,Nana26666-RA
XP_015668955.1,Nana16156-RA
XP_015667449.1,Nana34629-RA
XP_015681898.1,Nana29097-RA
XP_015668611.1,Nana15123-RA
XP_029140652.1,Nana31478-RA
XP_029140407.1,Nana15921-RA
XP_029139232.1,Nana10752-RA
XP_015681522.1,Nana36152-RA
XP_015678477.1,Nana35751-RA
XP_015667093.1,Nana21582-RA
XP_029142871.1,Nana14680-RA
XP_029140092.1,Nana30284-RA
XP_029139096.1,Nana21523-RA
XP_029141031.1,Nana16330-RA
XP_015682128.1,Nana07725-RA
XP_015678307.2,Nana35961-RA
XP_029141289.1,Nana22209-RA
XP_015670290.1,Nana00659-RA
XP_015684652.1,Nana11425-RA
XP_015680955.1,Nana12966-RA
XP_029141025.1,Nana04153-RA
XP_015673423.1,Nana16300-RA
XP_029140346.1,Nana16291-RA
XP_015685278.1,Nana08999-RA
XP_029140333.1,Nana28228-RA
XP_029141575.1,Nana09924-RA
XP_015681790.1,Nana12864-RA
XP_015669852.1,Nana22112-RA
XP_015669195.1,Nana20029-RA
XP_029141007.1,Nana14591-RA
XP_015669925.1,Nana27155-RA
XP_029140032.1,Nana19974-RA
XP_015680013.1,Nana19940-RA
XP_029139048.1,Nana14379-RB
XP_015666868.1,Nana14420-RA
XP_015669458.1,Nana19430-RA
XP_015674798.1,Nana17710-RA
XP_015673175.1,Nana19516-RA
XP_015666569.1,Nana26635-RA
XP_015665627.1,Nana23347-RA
XP_029138838.1,Nana23342-RA
XP_015677693.1,Nana29589-RA
XP_015671829.1,Nana13938-RA
XP_029141179.1,Nana29611-RA
XP_029142419.1,Nana18617-RA
XP_015679264.1,Nana25298-RA
XP_015671869.2,Nana17603-RA
XP_015683083.2,Nana17550-RA
XP_029139133.1,Nana12352-RA
XP_015684139.1,Nana12367-RA
XP_015674562.1,Nana05249-RA
XP_015681861.1,Nana10516-RA
XP_015680368.1,Nana10498-RA
XP_015685064.1,Nana10541-RA
XP_029143205.1,Nana10238-RA
XP_029140739.1,Nana10227-RA
XP_015673653.1,Nana10044-RA
XP_029140682.1,Nana10163-RA
XP_015675179.1,Nana04351-RA
XP_029141735.1,Nana04085-RA
XP_015682599.2,Nana08968-RA
XP_029141601.1,Nana08931-RA
XP_015680304.1,Nana08810-RA
XP_015667883.2,Nana02836-RA
XP_015674178.1,Nana02703-RA
XP_029140251.1,Nana08639-RA
XP_015672861.1,Nana08605-RA
XP_029140878.1,Nana02635-RA
XP_015681616.1,Nana02231-RA
XP_015681422.1,Nana07883-RA
XP_029139786.1,Nana10609-RA
XP_015678635.1,Nana01742-RA
XP_029140371.1,Nana07333-RA
XP_015671485.1,Nana01429-RA
XP_015683594.1,Nana01189-RA
XP_029142589.1,Nana01258-RA
XP_015681543.1,Nana36041-RA
XP_015687744.1,Nana23040-RA
XP_029139149.1,Nana33558-RA
XP_015666518.1,Nana32831-RA
XP_029140307.1,Nana05915-RA
XP_015672756.1,Nana27300-RA
XP_029140760.1,Nana37629-RA
XP_015680083.1,Nana37049-RA
XP_015678066.1,Nana05933-RA
XP_015665847.1,Nana23506-RA
XP_015669462.1,Nana36623-RA
XP_029141763.1,Nana06518-RA
XP_029140270.1,Nana34964-RA
XP_015680571.1,Nana06426-RA
XP_015665530.2,Nana06019-RA
XP_015674433.1,Nana04993-RA
XP_015668215.1,Nana37596-RA
XP_015687006.1,Nana22855-RA
XP_015669479.1,Nana16588-RA
XP_029142172.1,Nana37261-RA
XP_029139290.1,Nana28885-RA
XP_015687153.2,Nana36717-RA
XP_015683890.1,Nana38816-RA
XP_015678754.2,Nana33074-RA
XP_015687115.1,Nana36731-RA
XP_015670831.1,Nana09252-RA
XP_015682891.1,Nana36561-RA
XP_015682898.1,Nana36562-RA
XP_015672269.2,Nana31258-RA
XP_015667960.1,Nana26901-RA
XP_015687514.1,Nana15296-RA
XP_015683874.1,Nana38587-RA
XP_029138957.1,Nana14536-RA
XP_015671296.1,Nana34674-RA
XP_015683241.1,Nana27868-RA
XP_015683092.1,Nana05957-RA
XP_015668722.1,Nana05726-RA
XP_015666478.1,Nana32754-RA
XP_015687654.2,Nana14165-RA
XP_015673079.1,Nana31331-RA
XP_029143082.1,Nana14297-RA
XP_015674417.1,Nana16058-RA
XP_015676155.1,Nana30873-RA
XP_015681599.1,Nana36824-RA
XP_015676373.1,Nana00508-RA
XP_029141777.1,Nana30099-RA
XP_015672825.1,Nana08642-RA
XP_029139203.1,Nana31042-RA
XP_015680750.1,Nana11491-RA
XP_015668876.1,Nana36155-RA
XP_015668877.1,Nana36156-RA
XP_015673414.1,Nana03263-RA
XP_015684437.1,Nana00101-RA
XP_015668844.1,Nana36261-RA
XP_015675821.1,Nana36870-RA
XP_015678566.1,Nana24639-RA
XP_015671436.1,Nana01117-RA
XP_015672371.1,Nana09117-RA
XP_015670318.1,Nana00677-RA
XP_015675209.1,Nana24658-RA
XP_015679114.1,Nana20757-RA
XP_015680378.1,Nana36309-RA
XP_015680906.2,Nana13565-RA
XP_029141082.1,Nana36303-RA
XP_015674187.1,Nana02693-RA
XP_015673231.1,Nana00737-RA
XP_015675227.1,Nana05094-RA
XP_015679708.1,Nana03535-RA
XP_015665513.2,Nana06192-RA
XP_015678047.1,Nana35209-RA
XP_015668950.1,Nana06225-RA
XP_015678254.1,Nana06781-RA
XP_015681680.1,Nana06709-RA
XP_015668478.1,Nana00769-RA
XP_015666210.1,Nana06271-RA
XP_015682789.1,Nana04356-RA
XP_015667959.1,Nana26907-RA
XP_015681479.1,Nana07822-RA
XP_015670464.1,Nana03363-RA
XP_015672511.1,Nana12450-RA
XP_015676987.1,Nana36082-RA
XP_015681204.1,Nana03805-RA
XP_015681221.1,Nana31123-RB
XP_015677636.1,Nana08330-RA
XP_015673727.1,Nana01666-RA
XP_015665652.1,Nana23368-RA
XP_015673954.1,Nana04836-RA
XP_029139448.1,Nana36048-RA
XP_015670294.1,Nana00665-RA
XP_015677467.1,Nana07875-RA
XP_029140204.1,Nana03285-RD
XP_015666177.1,Nana06265-RA
XP_029142483.1,Nana19043-RA
XP_015666239.1,Nana32058-RB
XP_015670790.1,Nana15772-RA
XP_015687883.1,Nana32720-RA
XP_015680209.1,Nana32244-RA
XP_015668194.1,Nana31903-RA
XP_015666784.1,Nana14429-RA
XP_029140511.1,Nana31501-RA
XP_029142103.1,Nana30777-RA
XP_029138855.1,Nana23581-RA
XP_029140650.1,Nana24656-RA
XP_015667561.2,Nana31075-RA
XP_015674784.1,Nana00939-RA
XP_015687123.2,Nana36711-RA
XP_015668411.2,Nana28934-RA
XP_015678803.1,Nana24236-RA
XP_029140608.1,Nana28517-RA
XP_015679802.2,Nana20743-RA
XP_029139538.1,Nana19912-RB
XP_015670333.1,Nana00651-RA
XP_029142216.1,Nana19010-RA
XP_029140761.1,Nana37633-RA
XP_015683962.1,Nana32184-RA
XP_015680812.1,Nana04096-RA
XP_029141841.1,Nana12814-RA
XP_015666877.1,Nana28112-RA
XP_015671535.1,Nana37406-RA
XP_015672638.1,Nana10328-RA
XP_015666929.1,Nana31831-RA
XP_015681887.1,Nana27683-RA
XP_015681989.1,Nana34135-RA
XP_015683461.1,Nana34323-RA
XP_015669149.1,Nana34656-RA
XP_015678611.1,Nana30466-RA
XP_029139094.1,Nana28124-RA
XP_029138944.1,Nana31969-RA
XP_015684961.1,Nana12495-RA
XP_015677156.1,Nana31375-RA
XP_029142906.1,Nana28539-RA
XP_029140858.1,Nana11275-RA
XP_015679832.1,Nana36767-RA
XP_029139260.1,Nana21172-RA
XP_029142766.1,Nana13276-RA
XP_015684624.1,Nana13267-RA
XP_015671737.1,Nana33697-RA
XP_015665828.1,Nana23572-RA
XP_015674419.1,Nana23492-RA
XP_015667740.1,Nana10750-RA
XP_029139035.1,Nana15203-RA
XP_015668846.1,Nana36265-RA
XP_015666243.1,Nana31961-RA
XP_015679144.1,Nana27758-RA
XP_015677266.1,Nana04148-RA
XP_015665709.1,Nana23632-RA
XP_015667026.1,Nana21608-RA
XP_029138966.1,Nana23699-RA
XP_015666438.1,Nana23683-RA
XP_029141734.1,Nana27482-RA
XP_029138945.1,Nana21748-RA
XP_029141551.1,Nana27424-RA
XP_015667214.1,Nana22349-RA
XP_029139524.1,Nana20031-RA
XP_015686997.1,Nana22847-RA
XP_015666874.1,Nana14335-RA
XP_015673017.1,Nana19496-RA
XP_015674789.1,Nana17715-RA
XP_015677786.1,Nana29601-RA
XP_029138822.1,Nana23305-RA
XP_015671056.1,Nana13869-RA
XP_029139892.1,Nana13868-RA
XP_015671041.1,Nana13855-RA
XP_015680948.1,Nana26017-RA
XP_015679028.1,Nana29492-RA
XP_015681152.1,Nana13675-RA
XP_029142576.1,Nana29309-RA
XP_029141549.1,Nana13326-RA
XP_015682067.1,Nana18627-RA
XP_015668000.1,Nana18225-RA
XP_029140984.1,Nana18016-RA
XP_029140145.1,Nana24949-RA
XP_029143128.1,Nana12057-RA
XP_029139824.1,Nana10650-RA
XP_029140700.1,Nana39658-RA
XP_015673255.1,Nana09427-RA
XP_015675971.1,Nana03853-RA
XP_015673246.2,Nana04064-RA
XP_015672129.1,Nana01323-RA
XP_015673193.1,Nana08881-RA
XP_015681332.1,Nana08519-RA
XP_015677374.1,Nana07967-RA
XP_015680037.1,Nana01826-RA
XP_015671482.1,Nana01451-RA
XP_029139558.1,Nana10769-RA
