P_Mucros.pep,E_macularius_gene_v1.0.pep
XP_029142494.1,CCG010857.1
XP_015682727.1,CCG010866.1
XP_015681030.1,CCG017869.1
XP_029140402.1,CCG017876.2
XP_015681754.1,CCG005954.1
XP_015675439.1,CCG017849.1
XP_015674677.1,CCG024272.1
XP_015668017.1,CCG001953.1
XP_015684572.1,CCG011795.2
XP_015684516.1,CCG010339.1
XP_029142208.1,CCG000710.1
XP_015668402.1,CCG013406.1
XP_015667358.1,CCG005547.1
XP_015680171.1,CCG016860.1
XP_015682282.2,CCG003262.1
XP_029139088.1,CCG018920.1
XP_015676994.1,CCG005543.1
XP_015683359.1,CCG021449.1
XP_015673316.1,CCG003510.1
XP_015673315.1,CCG003868.1
XP_015675623.1,CCG016101.1
XP_029140699.1,CCG016227.1
XP_029139463.1,CCG004340.1
XP_015682025.1,CCG020933.1
XP_015681614.1,CCG013025.1
XP_029142457.1,CCG008738.1
XP_015671554.1,CCG014714.1
XP_015675942.1,CCG016217.1
XP_015678906.1,CCG008200.1
XP_015671566.1,CCG014712.1
XP_015677321.1,CCG009651.4
XP_015681918.1,CCG010005.1
XP_015668068.1,CCG017277.1
XP_015665426.1,CCG002834.1
XP_029139294.1,CCG015225.1
XP_015674001.1,CCG011728.1
XP_015680524.1,CCG007783.1
XP_015675023.1,CCG023433.1
XP_029142658.1,CCG016816.1
XP_015674960.1,CCG013127.1
XP_015675765.1,CCG022002.1
XP_015674355.1,CCG005180.1
XP_029138980.1,CCG007161.3
XP_015683784.1,CCG015921.1
XP_015666600.1,CCG024459.1
XP_015677002.2,CCG015864.1
XP_015673613.1,CCG021895.1
XP_015677768.1,CCG012011.1
XP_015668949.1,CCG024226.1
XP_015678096.1,CCG010573.1
XP_015683749.1,CCG013181.2
XP_015683507.1,CCG006040.1
XP_015683745.1,CCG008718.1
XP_015680121.2,CCG006045.1
XP_029139292.1,CCG017291.1
XP_015668061.1,CCG017297.1
XP_029139293.1,CCG017299.2
XP_015681946.1,CCG008980.1
XP_015669772.1,CCG014157.1
XP_015683099.1,CCG010325.2
XP_029140285.1,CCG023213.1
XP_015676480.1,CCG011111.1
XP_015673043.1,CCG023221.1
XP_029142707.1,CCG002601.1
XP_015682477.1,CCG022858.1
XP_015683646.1,CCG019090.1
XP_015666112.1,CCG011883.1
XP_015683864.1,CCG004665.1
XP_015673996.1,CCG004278.1
XP_015671944.1,CCG004710.1
XP_015672100.1,CCG001994.1
XP_029139634.1,CCG023908.1
XP_015673394.1,CCG003162.1
XP_015684843.1,CCG004723.1
XP_015681723.1,CCG017530.1
XP_015683908.1,CCG010090.1
XP_015671307.1,CCG013295.1
XP_015677087.1,CCG014075.1
XP_015679423.1,CCG008138.1
XP_015676892.1,CCG008543.1
XP_015668728.1,CCG006626.1
XP_015678107.1,CCG001976.1
XP_015672529.1,CCG020452.1
XP_029139715.1,CCG020116.1
XP_015669251.1,CCG009860.3
XP_015674206.1,CCG007766.2
XP_015670992.1,CCG018304.1
XP_015667901.1,CCG022144.1
XP_015687389.1,CCG024677.1
XP_015666898.1,CCG012915.1
XP_015679984.2,CCG020324.1
XP_029142111.1,CCG014868.1
XP_029141016.1,CCG018042.1
XP_015667299.1,CCG020022.1
XP_015677195.1,CCG018054.2
XP_015678434.1,CCG018056.1
XP_015678423.1,CCG018057.1
XP_029140572.1,CCG022723.1
XP_029142056.1,CCG018812.1
XP_015675908.1,CCG020378.1
XP_015674494.1,CCG023462.1
XP_015686643.1,CCG003236.1
XP_015671222.1,CCG013547.1
XP_015670853.1,CCG022236.1
XP_015684245.1,CCG009192.2
XP_015667709.1,CCG006577.2
XP_015683805.1,CCG014583.1
XP_015671356.1,CCG003139.1
XP_015667153.1,CCG024088.1
XP_015667104.1,CCG006948.1
XP_015678592.1,CCG022052.1
XP_015667149.1,CCG006949.1
XP_015687219.1,CCG007219.1
XP_015667655.1,CCG021936.1
XP_015667845.1,CCG013567.1
XP_015681310.1,CCG015540.1
XP_015677281.1,CCG015206.1
XP_015678177.1,CCG016112.1
XP_015673857.1,CCG006418.1
XP_029141362.1,CCG018146.1
XP_015679615.1,CCG007641.1
XP_015687492.1,CCG018469.2
XP_015676442.1,CCG004414.1
XP_015672711.1,CCG010915.1
XP_015687239.1,CCG018808.1
XP_015668229.1,CCG005194.1
XP_015682147.1,CCG022069.1
XP_015680825.1,CCG021661.1
XP_015678167.1,CCG014046.1
XP_015679390.1,CCG020779.2
XP_015679387.1,CCG020778.1
XP_015673453.1,CCG002528.1
XP_029141027.1,CCG013973.1
XP_015679400.2,CCG019825.1
XP_015687559.2,CCG024400.1
XP_015680435.1,CCG002068.3
XP_015686559.1,CCG001928.1
XP_015686009.1,CCG011868.1
XP_015671357.1,CCG008449.1
XP_015684222.1,CCG002062.2
XP_015680600.1,CCG007071.1
XP_015680598.1,CCG007070.1
XP_015680601.1,CCG007069.1
XP_015671144.1,CCG013569.1
XP_015670417.1,CCG006970.1
XP_015673614.1,CCG013247.1
XP_015674938.1,CCG020539.1
XP_015677578.1,CCG022333.1
XP_015674611.2,CCG006959.1
XP_015677796.1,CCG020374.1
XP_029142570.1,CCG012440.1
XP_015666423.1,CCG011232.1
XP_015665810.1,CCG008269.1
XP_015666096.1,CCG013278.1
XP_015666097.1,CCG013276.1
XP_015668023.1,CCG014217.2
XP_015669813.1,CCG001754.1
XP_015666051.1,CCG013264.1
XP_015677798.1,CCG000603.1
XP_015677363.1,CCG000604.1
XP_015682697.1,CCG004727.1
XP_015670548.1,CCG015599.2
XP_029139124.1,CCG006892.1
XP_015680413.1,CCG000939.1
XP_015677954.1,CCG004183.1
XP_015687257.1,CCG020963.2
XP_029140537.1,CCG014244.1
XP_015679732.1,CCG006881.1
XP_015680080.1,CCG012456.1
XP_015669620.1,CCG010751.1
XP_015687442.1,CCG004037.1
XP_015669644.1,CCG010758.1
XP_015669076.1,CCG006936.1
XP_015669087.1,CCG019959.1
XP_015670518.1,CCG001282.1
XP_015679134.1,CCG001277.3
XP_015671304.2,CCG004130.1
XP_015669694.1,CCG008584.2
XP_015666452.1,CCG004424.1
XP_015667273.1,CCG006094.1
XP_015681134.1,CCG008539.2
XP_015673292.2,CCG004791.1
XP_015687652.1,CCG002717.1
XP_029143174.1,CCG017069.1
XP_015687656.1,CCG017064.1
XP_015678644.1,CCG008678.1
XP_029143196.1,CCG018226.1
XP_015666566.1,CCG009802.1
XP_015671006.1,CCG020096.1
XP_015673216.1,CCG003323.1
XP_015665878.1,CCG012778.1
XP_029143202.1,CCG006376.1
XP_015665958.1,CCG015324.1
XP_029140301.1,CCG021781.1
XP_029143201.1,CCG012108.1
XP_015675499.1,CCG002672.1
XP_029142578.1,CCG012397.3
XP_015665871.1,CCG009299.2
XP_029138872.1,CCG009302.1
XP_015678532.2,CCG007829.1
XP_015665643.1,CCG007832.1
XP_015667550.1,CCG003608.1
XP_015681988.1,CCG020973.1
XP_015670738.1,CCG015580.1
XP_015671072.1,CCG019204.1
XP_029142451.1,CCG005387.1
XP_015673966.1,CCG018881.1
XP_015680926.1,CCG003901.1
XP_029139731.1,CCG000494.1
XP_015669914.1,CCG018413.1
XP_015671847.1,CCG022909.1
XP_015679907.1,CCG007572.1
XP_029141810.1,CCG022403.1
XP_015685230.1,CCG022391.1
XP_015683049.1,CCG017054.1
XP_015681826.1,CCG006856.1
XP_015673194.1,CCG009186.1
XP_015687266.1,CCG015213.1
XP_029141941.1,CCG021560.1
XP_015671675.1,CCG008051.1
XP_015670732.1,CCG013901.3
XP_015670713.1,CCG013900.1
XP_015666749.1,CCG013394.1
XP_015681429.1,CCG004829.1
XP_015674071.1,CCG004885.1
XP_015670211.1,CCG006110.1
XP_015687846.1,CCG016771.2
XP_015679407.1,CCG023658.1
XP_015679319.1,CCG015634.2
XP_029139132.1,CCG001005.1
XP_015670667.1,CCG002547.1
XP_015667687.2,CCG006088.1
XP_015668754.1,CCG020420.1
XP_029139570.1,CCG007448.2
XP_015669437.1,CCG007442.1
XP_015672304.1,CCG017118.1
XP_015672306.1,CCG005403.1
XP_015680027.2,CCG014597.1
XP_015678417.1,CCG014965.1
XP_015676154.1,CCG020685.1
XP_015680051.2,CCG024717.1
XP_015673759.1,CCG000536.1
XP_015673765.1,CCG000531.1
XP_015675617.1,CCG006719.1
XP_029140089.1,CCG020432.1
XP_015678221.1,CCG018533.1
XP_015682905.1,CCG018527.2
XP_029139298.1,CCG008158.1
XP_015669722.1,CCG001300.1
XP_029141144.1,CCG001315.1
XP_015668773.1,CCG019473.1
XP_029141782.1,CCG004749.1
XP_015671636.1,CCG005757.1
XP_015679779.1,CCG016870.1
XP_015672672.1,CCG021672.1
XP_015672522.2,CCG021673.1
XP_015682384.1,CCG002687.1
XP_015670611.1,CCG006004.1
XP_015679181.1,CCG009842.1
XP_015667734.1,CCG006607.1
XP_015667748.1,CCG006606.1
XP_015672709.1,CCG020572.1
XP_029139228.1,CCG006590.2
XP_015674931.1,CCG001864.1
XP_015675369.1,CCG020390.1
XP_015679788.1,CCG006465.1
XP_015675501.1,CCG010788.1
XP_015676685.1,CCG006304.1
XP_015684471.1,CCG004761.1
XP_015680862.1,CCG013708.1
XP_029142905.1,CCG020710.1
XP_015675102.1,CCG018936.1
XP_029139825.1,CCG014798.1
XP_015674379.1,CCG020923.1
XP_015667372.1,CCG006563.1
XP_015674624.1,CCG021763.1
XP_015685092.1,CCG004156.1
XP_015674618.1,CCG021770.1
XP_029141739.1,CCG006313.1
XP_015675982.1,CCG016392.1
XP_015675957.1,CCG016326.1
XP_015675978.1,CCG010664.2
XP_015675210.1,CCG022601.1
XP_015674603.1,CCG009670.1
XP_015674614.1,CCG009671.1
XP_015679922.1,CCG001865.1
XP_029139126.1,CCG018460.1
XP_015679128.1,CCG002965.2
XP_015681245.1,CCG023491.1
XP_015673417.1,CCG016339.1
XP_015678205.1,CCG011835.1
XP_015682212.1,CCG020642.1
XP_029141985.1,CCG011824.1
XP_015666762.1,CCG015078.1
XP_015682048.1,CCG016050.1
XP_015669035.1,CCG008792.1
XP_015667809.1,CCG000252.1
XP_015667842.1,CCG023600.1
XP_015672862.1,CCG011054.1
XP_015679510.1,CCG021072.1
XP_015671336.1,CCG021077.1
XP_029140134.1,CCG019636.1
XP_029141786.1,CCG021687.2
XP_015675652.1,CCG018781.1
XP_015679710.1,CCG007342.1
XP_015668334.1,CCG013454.1
XP_015668354.1,CCG013459.1
XP_015673560.1,CCG018828.1
XP_015674899.1,CCG007886.2
XP_015673804.1,CCG020877.1
XP_029142362.1,CCG013314.1
XP_015673895.1,CCG011329.1
XP_015677614.1,CCG002420.1
XP_015677613.1,CCG010744.1
XP_015670449.1,CCG008029.1
XP_015676614.2,CCG010012.1
XP_029141037.1,CCG020833.1
XP_015680292.1,CCG021332.1
XP_015675304.1,CCG008058.1
XP_015680396.1,CCG008346.1
XP_015673762.1,CCG000528.1
XP_015673515.1,CCG014373.1
XP_015673547.1,CCG014371.2
XP_015671469.1,CCG019581.1
XP_015670258.1,CCG012199.1
XP_015675114.1,CCG003016.1
XP_029142266.1,CCG010599.3
XP_015686932.1,CCG004275.1
XP_029139516.1,CCG004264.1
XP_029139517.1,CCG004268.1
XP_029140070.1,CCG003563.1
XP_015671141.1,CCG020446.1
XP_015675275.1,CCG013834.1
XP_015670280.1,CCG021841.1
XP_015678541.1,CCG005157.1
XP_015673313.1,CCG020241.1
XP_029142081.1,CCG016049.1
XP_015675085.1,CCG005150.1
XP_029139887.1,CCG021078.1
XP_015686813.1,CCG005942.1
XP_015666078.1,CCG012835.3
XP_015667757.1,CCG004315.1
XP_015678653.1,CCG023579.1
XP_015676081.1,CCG011737.1
XP_015680238.1,CCG016074.1
XP_015668603.1,CCG001505.1
XP_015682435.1,CCG024276.1
XP_015667376.1,CCG024209.1
XP_029142312.1,CCG023808.3
XP_015665402.1,CCG015128.2
XP_015674492.1,CCG022759.1
XP_015665553.2,CCG001135.1
XP_015687143.1,CCG018211.1
XP_015682097.1,CCG013014.1
XP_015666300.1,CCG023882.1
XP_015668253.1,CCG021819.1
XP_015671966.1,CCG020980.1
XP_015677498.1,CCG012861.1
XP_015677176.1,CCG004167.1
XP_015668217.1,CCG021814.1
XP_015675340.1,CCG012208.2
XP_029142760.1,CCG019673.1
XP_029139336.1,CCG021851.1
XP_029142367.1,CCG010062.1
XP_015676797.1,CCG019840.1
XP_015680797.1,CCG013785.1
XP_015667917.1,CCG023986.1
XP_015675335.1,CCG020107.1
XP_015665544.1,CCG001623.1
XP_029139468.1,CCG007984.1
XP_015666608.1,CCG005995.2
XP_015668231.1,CCG021806.1
XP_015669481.1,CCG014609.1
XP_015668686.1,CCG017344.1
XP_015676158.1,CCG014511.1
XP_015666180.1,CCG007991.1
XP_015665482.1,CCG001617.1
XP_015671334.1,CCG015550.1
XP_015668677.1,CCG023754.1
XP_015669051.1,CCG017304.1
XP_029140267.1,CCG011256.1
XP_015673406.1,CCG003158.1
XP_015679839.1,CCG004894.2
XP_029139011.1,CCG005990.1
XP_015678854.1,CCG008146.1
XP_015683517.1,CCG008914.1
XP_015668064.1,CCG017280.1
XP_029140126.1,CCG008183.1
XP_015671264.2,CCG019390.2
XP_015682015.1,CCG018730.2
XP_015671262.2,CCG019392.1
XP_015678857.1,CCG005053.1
XP_015683766.1,CCG015954.1
XP_029142601.1,CCG009190.1
XP_015687155.2,CCG008897.1
XP_015673080.1,CCG023188.1
XP_029139850.1,CCG001394.1
XP_015665966.1,CCG012830.1
XP_029138938.1,CCG016659.1
XP_029138800.1,CCG009796.2
XP_015680695.1,CCG023082.1
XP_015673988.1,CCG012004.1
XP_029141698.1,CCG012716.1
XP_015686673.1,CCG008837.1
XP_015673053.1,CCG023196.1
XP_015678487.1,CCG012712.1
XP_015665406.2,CCG014754.1
XP_029142000.1,CCG004642.1
XP_015683593.1,CCG007811.1
XP_015666592.1,CCG004609.1
XP_029142163.1,CCG010071.1
XP_029142161.1,CCG010072.1
XP_015687138.1,CCG004125.1
XP_029142195.1,CCG022418.1
XP_015667356.1,CCG007905.1
XP_015671258.1,CCG000912.1
XP_015683873.2,CCG004854.1
XP_015675865.1,CCG013577.1
XP_029139418.1,CCG017349.1
XP_029139854.1,CCG011695.1
XP_015682482.1,CCG002587.1
XP_015677362.1,CCG003998.1
XP_015670317.1,CCG021833.1
XP_015681986.1,CCG010276.1
XP_015681985.1,CCG010275.1
XP_015678508.1,CCG008195.1
XP_015666596.1,CCG024452.1
XP_015672986.1,CCG001421.1
XP_015670256.1,CCG000549.1
XP_015684184.1,CCG009959.1
XP_015679661.1,CCG002349.1
XP_015669578.1,CCG010406.1
XP_029141753.1,CCG017600.1
XP_015679662.1,CCG002348.1
XP_015669646.1,CCG008505.1
XP_015683415.1,CCG021287.1
XP_015685855.1,CCG018983.2
XP_015685845.1,CCG018984.1
XP_015675171.1,CCG001117.1
XP_015670297.1,CCG008998.1
XP_015669317.1,CCG012999.1
XP_015680954.1,CCG006076.1
XP_015678198.1,CCG003287.2
XP_015671451.1,CCG016585.1
XP_029141606.1,CCG011282.1
XP_015665490.1,CCG007972.1
XP_015683009.2,CCG013679.1
XP_015677035.1,CCG003914.1
XP_029142355.1,CCG013668.1
XP_015676010.1,CCG022314.1
XP_029141989.1,CCG004033.1
XP_015676993.1,CCG005542.1
XP_015682729.1,CCG004740.2
XP_015682601.1,CCG004737.1
XP_015672088.1,CCG002005.1
XP_029143156.1,CCG010302.1
XP_029142025.1,CCG018258.1
XP_015674371.1,CCG004955.1
XP_015676516.1,CCG011092.1
XP_015676945.1,CCG004822.1
XP_015668114.1,CCG023406.1
XP_015683815.1,CCG005733.1
XP_015683963.1,CCG010683.1
XP_015665562.1,CCG002835.1
XP_015682571.1,CCG001809.1
XP_015666169.1,CCG014061.1
XP_015678246.1,CCG011618.1
XP_015676535.1,CCG019874.1
XP_015666191.1,CCG014053.2
XP_029141872.1,CCG023625.1
XP_015666214.1,CCG007990.1
XP_015680855.1,CCG021630.1
XP_015665497.1,CCG001138.1
XP_015674350.1,CCG005185.1
XP_015686247.1,CCG010834.1
XP_015682657.1,CCG010877.1
XP_015670539.1,CCG009755.1
XP_029138967.1,CCG008292.1
XP_029142333.1,CCG009704.2
XP_015665554.1,CCG001137.1
XP_015665527.1,CCG015130.1
XP_015671283.1,CCG007523.1
XP_015672038.1,CCG001609.1
XP_015665786.1,CCG014379.2
XP_015681688.1,CCG004023.1
XP_015675984.1,CCG016396.1
XP_015674849.1,CCG003051.1
XP_015667969.1,CCG003052.1
XP_015681587.1,CCG021529.1
XP_029141068.1,CCG004567.2
XP_015680719.1,CCG004574.3
XP_015673995.1,CCG004277.1
XP_015668212.1,CCG000110.1
XP_015671771.1,CCG000372.1
XP_029139499.1,CCG008454.1
YP_008081107.1,CCG000185.1
YP_008081103.1,CCG000173.1
YP_008081102.1,CCG006104.1
YP_008081101.1,CCG006103.1
YP_008081100.1,CCG006102.1
XP_015676502.2,CCG014472.1
XP_015678126.1,CCG011218.1
XP_015669351.1,CCG000855.1
XP_015683640.1,CCG019609.1
XP_029141623.1,CCG010445.1
XP_015681848.2,CCG001198.1
XP_015676637.1,CCG019420.2
XP_015680001.1,CCG018278.1
XP_015679417.1,CCG001408.1
XP_015676517.1,CCG014465.1
XP_015684477.1,CCG016613.1
XP_015682493.1,CCG018229.2
XP_015670441.2,CCG012793.1
XP_029140747.1,CCG010199.1
XP_029141259.1,CCG015677.1
XP_029139995.1,CCG014723.3
XP_015683333.1,CCG020308.1
XP_015675792.1,CCG014024.1
XP_015672057.1,CCG002022.1
XP_015673164.1,CCG008120.1
XP_029143094.1,CCG007214.1
XP_015687229.1,CCG007213.1
XP_015683116.1,CCG023807.3
XP_015676069.1,CCG011851.1
XP_015667624.2,CCG007557.1
XP_029142269.1,CCG021992.1
XP_015679410.1,CCG020925.1
XP_029141884.1,CCG004565.3
XP_015680276.1,CCG024751.1
XP_029140210.1,CCG002469.1
XP_029142516.1,CCG003489.1
XP_015669821.1,CCG021488.1
XP_015687565.1,CCG014048.1
XP_015681787.1,CCG001177.1
XP_015687975.1,CCG022679.1
XP_015678810.1,CCG019214.1
XP_015687379.1,CCG024672.1
XP_015684738.1,CCG010340.1
XP_029142827.1,CCG000714.1
XP_015676917.1,CCG005115.1
XP_015682016.1,CCG000261.1
XP_015671856.1,CCG022422.1
XP_015683101.1,CCG021527.3
XP_015682594.1,CCG016057.1
XP_015683044.2,CCG016058.1
XP_029139998.1,CCG014707.1
XP_015681327.1,CCG005004.1
XP_015677225.1,CCG014703.1
XP_029141677.1,CCG023850.1
XP_029140253.1,CCG012802.1
XP_029142763.1,CCG019675.1
XP_015680551.1,CCG023092.1
XP_015667123.1,CCG002463.1
XP_015668241.1,CCG005190.1
XP_015681866.1,CCG004437.1
XP_015682325.1,CCG021507.1
XP_015677746.1,CCG014255.1
XP_015685466.1,CCG007922.1
XP_015675078.1,CCG005146.1
XP_015685869.1,CCG000332.1
XP_029140234.1,CCG006237.1
XP_015666551.1,CCG018788.1
XP_015668955.1,CCG007675.1
XP_015681898.1,CCG014813.1
XP_029140652.1,CCG024248.1
XP_029140407.1,CCG014825.1
XP_029140770.1,CCG020377.1
XP_029139232.1,CCG005824.1
XP_015681522.1,CCG008212.1
XP_015667093.1,CCG023045.1
XP_029142871.1,CCG009954.1
XP_029140092.1,CCG001986.1
XP_029139248.1,CCG013562.1
XP_029139096.1,CCG024021.2
XP_015682128.1,CCG000426.1
XP_029139400.1,CCG001500.1
XP_015678307.2,CCG010070.1
XP_029141289.1,CCG008140.1
XP_029139403.1,CCG000043.1
XP_015670290.1,CCG008990.1
XP_015675086.1,CCG005159.1
XP_015684652.1,CCG008342.1
XP_015673423.1,CCG012977.1
XP_029140346.1,CCG004108.1
XP_015685278.1,CCG004408.1
XP_029140333.1,CCG002539.1
XP_015671115.1,CCG003185.1
XP_015681790.1,CCG008354.1
XP_029141319.1,CCG007061.1
XP_015684309.1,CCG018861.1
XP_015666414.1,CCG008291.1
XP_015669852.1,CCG018632.1
XP_029141309.1,CCG006889.1
XP_015669195.1,CCG004945.1
XP_029141007.1,CCG013068.1
XP_029140032.1,CCG000735.1
XP_015680013.1,CCG001563.1
XP_029139048.1,CCG006813.1
XP_015666868.1,CCG010589.1
XP_015673006.1,CCG018269.1
XP_015669458.1,CCG014955.1
XP_015674798.1,CCG010544.1
XP_015684023.1,CCG011584.1
XP_015666541.1,CCG014829.1
XP_015672395.2,CCG008851.1
XP_015665627.1,CCG009347.1
XP_015665697.1,CCG009341.1
XP_015677693.1,CCG009781.1
XP_015671829.1,CCG024601.1
XP_015679397.1,CCG022810.1
XP_029139782.1,CCG010907.1
XP_029142419.1,CCG009267.1
XP_015671869.2,CCG012492.1
XP_029139133.1,CCG002555.1
XP_015684139.1,CCG002543.1
XP_015672607.2,CCG012372.1
XP_015674562.1,CCG016889.1
XP_015676030.1,CCG020687.1
XP_015681861.1,CCG020175.1
XP_015685064.1,CCG019670.3
XP_015672642.1,CCG000550.1
XP_029140739.1,CCG020672.1
XP_015673653.1,CCG015584.1
XP_029140682.1,CCG001063.1
XP_015677949.1,CCG020727.1
XP_015675179.1,CCG006445.1
XP_015682599.2,CCG005779.1
XP_029141601.1,CCG003652.1
XP_015680304.1,CCG016360.1
XP_015667883.2,CCG023632.1
XP_029141859.1,CCG002195.1
XP_015672861.1,CCG011053.1
XP_015681616.1,CCG005308.1
XP_015670272.1,CCG005019.1
XP_029142892.1,CCG022129.1
XP_029139786.1,CCG005899.1
XP_015678635.1,CCG008772.2
XP_015671485.1,CCG019580.1
XP_015683594.1,CCG007810.1
YP_008081112.1,CCG005424.1
XP_015681335.1,CCG022099.1
XP_029139450.1,CCG002798.1
XP_015681535.1,CCG008231.1
XP_015681531.1,CCG008218.1
XP_015681543.1,CCG008216.1
XP_015687744.1,CCG002745.1
XP_029139149.1,CCG024217.1
XP_015676057.1,CCG011738.1
XP_015666518.1,CCG020069.1
XP_015672756.1,CCG004051.1
XP_029140760.1,CCG013600.1
XP_015684724.1,CCG001213.2
XP_015678066.1,CCG014910.1
XP_015665847.1,CCG006409.1
XP_029140270.1,CCG013205.1
XP_015680571.1,CCG011311.1
XP_015680136.1,CCG023830.1
XP_015674433.1,CCG016928.1
XP_015668215.1,CCG018339.1
XP_015687006.1,CCG004243.1
XP_015669479.1,CCG014612.1
XP_029139290.1,CCG017284.1
XP_015687153.2,CCG008887.1
XP_015683890.1,CCG003788.1
XP_015678754.2,CCG018136.1
XP_015687115.1,CCG018200.1
XP_015676514.1,CCG011099.1
XP_015670831.1,CCG011707.1
XP_015666606.1,CCG005997.1
XP_015682891.1,CCG015937.1
XP_015682898.1,CCG015936.1
XP_015672269.2,CCG018039.1
XP_015666830.1,CCG002453.1
XP_015665751.1,CCG014427.1
XP_015667960.1,CCG019651.1
XP_015683874.1,CCG001946.1
XP_029138957.1,CCG017079.1
XP_015668646.1,CCG023773.1
XP_015678862.1,CCG011808.1
XP_015683241.1,CCG020477.1
XP_015683092.1,CCG014891.1
XP_015666502.1,CCG020051.1
XP_015666478.1,CCG007155.1
XP_015687654.2,CCG017066.1
XP_029143082.1,CCG012336.1
XP_015684202.1,CCG004454.1
XP_015674417.1,CCG002365.1
XP_015676155.1,CCG014483.1
XP_015677008.1,CCG004474.1
XP_015678153.1,CCG018575.1
XP_015676373.1,CCG005950.1
XP_029141777.1,CCG007782.1
XP_029141188.1,CCG006374.1
XP_015672825.1,CCG017671.1
XP_029139203.1,CCG003736.1
XP_015680750.1,CCG002183.1
XP_015668876.1,CCG002814.1
XP_015668877.1,CCG002813.1
XP_015684437.1,CCG020155.1
XP_015668844.1,CCG005439.1
XP_015683314.1,CCG022959.2
XP_015675821.1,CCG012671.1
XP_015678566.1,CCG008309.1
XP_015682190.1,CCG011080.1
XP_015671436.1,CCG016682.1
XP_015672371.1,CCG020000.1
XP_015670318.1,CCG009006.1
XP_015668238.1,CCG005192.1
XP_015675209.1,CCG021122.1
XP_015679114.1,CCG013094.3
XP_015680378.1,CCG023385.1
XP_029141082.1,CCG023379.1
XP_015674187.1,CCG008867.1
XP_015673231.1,CCG015802.1
XP_015680314.1,CCG008104.2
XP_015679894.1,CCG005512.1
XP_015675227.1,CCG015154.1
XP_015679708.1,CCG010289.1
XP_015665513.2,CCG002839.1
XP_015678047.1,CCG022355.1
XP_015668950.1,CCG018802.1
XP_015678254.1,CCG011613.1
XP_015681680.1,CCG004027.1
XP_015668478.1,CCG008075.1
XP_029141963.1,CCG021530.2
XP_029140334.1,CCG002538.1
XP_015666210.1,CCG014054.1
XP_015682789.1,CCG017766.2
XP_015667959.1,CCG006886.1
XP_015681479.1,CCG005745.1
XP_015674214.1,CCG007772.1
XP_015670464.1,CCG009418.1
XP_015672511.1,CCG015624.1
XP_015676987.1,CCG017629.1
XP_015681204.1,CCG003847.1
XP_015666607.1,CCG005996.1
XP_015681221.1,CCG009427.2
XP_015677636.1,CCG012232.3
XP_015681526.1,CCG008225.1
XP_015673727.1,CCG009464.1
XP_015678253.1,CCG011617.1
XP_015673954.1,CCG016852.1
XP_029139448.1,CCG015903.1
XP_029139990.1,CCG003141.1
XP_029141962.1,CCG021531.1
XP_029143120.1,CCG011041.1
XP_015670294.1,CCG008996.1
XP_015677467.1,CCG019261.1
XP_015666239.1,CCG014128.1
XP_015681527.1,CCG008223.1
XP_015680209.1,CCG003932.1
XP_015668194.1,CCG020899.1
XP_015666784.1,CCG010582.1
XP_015676524.2,CCG014474.1
XP_015675094.1,CCG004928.1
XP_029142103.1,CCG022067.1
XP_015680067.1,CCG022027.1
XP_029138855.1,CCG014415.1
XP_029140650.1,CCG020407.1
XP_015667561.2,CCG012518.2
XP_015674784.1,CCG016130.1
XP_015687123.2,CCG008891.1
XP_015668411.2,CCG018087.1
XP_015678803.1,CCG023269.1
XP_029140608.1,CCG019912.1
XP_015679802.2,CCG013085.1
XP_029139538.1,CCG001581.1
XP_015670333.1,CCG008982.1
XP_015682686.1,CCG001236.1
XP_029142216.1,CCG003711.1
XP_029140761.1,CCG013596.1
XP_015683962.1,CCG023417.1
XP_015678082.1,CCG019212.1
XP_015680812.1,CCG010194.2
XP_029141841.1,CCG015269.1
XP_015677160.1,CCG023244.1
XP_015671535.1,CCG005075.1
XP_015666929.1,CCG012919.1
XP_015681989.1,CCG010003.1
XP_029142625.1,CCG016056.1
XP_015683919.1,CCG010096.1
XP_015683901.1,CCG023848.1
XP_029139094.1,CCG002464.1
XP_029138944.1,CCG011242.1
XP_015684961.1,CCG002589.1
XP_015677156.1,CCG023233.1
XP_029140858.1,CCG021975.1
