CroVir_rnd1.all.maker.proteins.final,P_Mucros.pep
crovir-protein-5982,XP_015670521.1
crovir-protein-10635,XP_029139523.1
crovir-protein-12057,XP_015669089.1
crovir-protein-5979,XP_015670517.1
crovir-protein-5989,XP_015679135.1
crovir-protein-15645,XP_015679963.1
crovir-protein-2421,XP_015687012.2
crovir-protein-12049,XP_015669020.2
crovir-protein-2428,XP_015686978.1
crovir-protein-2427,XP_015686985.1
crovir-protein-2438,XP_029143060.1
crovir-protein-6002,XP_015666362.1
crovir-protein-2440,XP_015686989.1
crovir-protein-12028,XP_015673152.1
crovir-protein-12027,XP_015673150.1
crovir-protein-10614,XP_015673990.1
crovir-protein-12007,XP_029140863.1
crovir-protein-10605,XP_015671774.1
crovir-protein-10603,XP_015671763.1
crovir-protein-1855,XP_015687014.2
crovir-protein-10595,XP_015671755.1
crovir-protein-2372,XP_015669667.1
crovir-protein-10579,XP_015671770.1
crovir-protein-6138,XP_015666861.1
crovir-protein-10544,XP_015668930.1
crovir-protein-2392,XP_015669678.1
crovir-protein-6129,XP_015666851.1
crovir-protein-11971,XP_015668127.1
crovir-protein-11962,XP_015668112.1
crovir-protein-11958,XP_029139311.1
crovir-protein-6112,XP_015666834.1
crovir-protein-11947,XP_015668387.1
crovir-protein-10515,XP_015668267.1
crovir-protein-10509,XP_015674314.1
crovir-protein-10503,XP_015673595.1
crovir-protein-2471,XP_015670129.1
crovir-protein-11933,XP_015673683.1
crovir-protein-6089,XP_015666785.1
crovir-protein-11922,XP_015667519.1
crovir-protein-11921,XP_015667525.1
crovir-protein-10261,XP_015669104.1
crovir-protein-11913,XP_015667529.1
crovir-protein-11875,XP_029139138.1
crovir-protein-10256,XP_015676720.1
crovir-protein-10251,XP_015676717.1
crovir-protein-2501,XP_015687710.1
crovir-protein-13279,XP_015672165.1
crovir-protein-10281,XP_029141752.1
crovir-protein-6025,XP_015666390.1
crovir-protein-6019,XP_015666382.1
crovir-protein-4290,XP_015687841.1
crovir-protein-10399,XP_029140268.1
crovir-protein-6015,XP_029138959.1
crovir-protein-6022,XP_015666349.1
crovir-protein-6013,XP_015666405.1
crovir-protein-6018,XP_015666376.1
crovir-protein-4310,XP_015687843.1
crovir-protein-2528,XP_015687681.1
crovir-protein-4306,XP_015687844.1
crovir-protein-6008,XP_015666372.1
crovir-protein-6277,XP_015673281.1
crovir-protein-6286,XP_015673284.1
crovir-protein-2547,XP_015687752.1
crovir-protein-2546,XP_029143192.1
crovir-protein-10421,XP_015686183.1
crovir-protein-6266,XP_015687655.1
crovir-protein-10418,XP_015686239.1
crovir-protein-4327,XP_029140582.1
crovir-protein-2555,XP_015687763.1
crovir-protein-2558,XP_029143194.1
crovir-protein-10412,XP_015673085.1
crovir-protein-10411,XP_015673095.1
crovir-protein-6262,XP_015684524.1
crovir-protein-2574,XP_015687768.1
crovir-protein-4345,XP_015665550.1
crovir-protein-4350,XP_029139919.1
crovir-protein-6253,XP_015678649.2
crovir-protein-6251,XP_015678643.1
crovir-protein-2584,XP_015687784.1
crovir-protein-2581,XP_015687785.1
crovir-protein-11846,XP_015676353.1
crovir-protein-10456,XP_015672737.1
crovir-protein-3227,XP_015666540.1
crovir-protein-11834,XP_015676428.1
crovir-protein-6219,XP_015675909.1
crovir-protein-2606,XP_015665976.1
crovir-protein-6206,XP_015671009.1
crovir-protein-3232,XP_015667981.1
crovir-protein-3280,XP_015678087.1
crovir-protein-11799,XP_015672392.1
crovir-protein-6197,XP_015671010.1
crovir-protein-11798,XP_015672391.1
crovir-protein-2621,XP_015665884.1
crovir-protein-6202,XP_015668082.1
crovir-protein-2638,XP_015665929.1
crovir-protein-2626,XP_015665880.2
crovir-protein-3255,XP_015687816.1
crovir-protein-2665,XP_015665906.1
crovir-protein-6171,XP_015682547.2
crovir-protein-4652,XP_015678835.1
crovir-protein-11775,XP_015671926.1
crovir-protein-2673,XP_015665872.1
crovir-protein-2675,XP_015665893.1
crovir-protein-11773,XP_015671922.1
crovir-protein-6338,XP_015676828.1
crovir-protein-6332,XP_015676829.1
crovir-protein-6330,XP_015677127.1
crovir-protein-11765,XP_015669036.1
crovir-protein-2730,XP_029138819.1
crovir-protein-2726,XP_015665659.1
crovir-protein-11716,XP_029141463.1
crovir-protein-6351,XP_015672464.1
crovir-protein-6362,XP_015667535.1
crovir-protein-3334,XP_015667311.1
crovir-protein-11729,XP_015670161.1
crovir-protein-6373,XP_015667537.1
crovir-protein-2740,XP_015665664.1
crovir-protein-2737,XP_015665665.1
crovir-protein-11735,XP_015688014.2
crovir-protein-6368,XP_015667551.1
crovir-protein-11741,XP_015677755.1
crovir-protein-6380,XP_015671828.1
crovir-protein-3353,XP_015674807.1
crovir-protein-3362,XP_015681990.1
crovir-protein-6385,XP_015680665.1
crovir-protein-11752,XP_029141273.1
crovir-protein-6392,XP_015673787.1
crovir-protein-2699,XP_015665636.1
crovir-protein-11753,XP_015677761.1
crovir-protein-6391,XP_015673790.2
crovir-protein-6398,XP_015673488.1
crovir-protein-3374,XP_015675316.1
crovir-protein-3379,XP_015675309.1
crovir-protein-16742,XP_029142299.1
crovir-protein-3384,XP_015672980.1
crovir-protein-3433,XP_015686065.1
crovir-protein-6422,XP_015671061.1
crovir-protein-6421,XP_015671057.1
crovir-protein-6433,XP_015671068.1
crovir-protein-17466,XP_015683295.1
crovir-protein-17434,XP_015670104.1
crovir-protein-6456,XP_015669270.1
crovir-protein-11670,XP_015679061.1
crovir-protein-3505,XP_029140508.1
crovir-protein-6476,XP_015672486.1
crovir-protein-6481,XP_015672496.1
crovir-protein-3524,XP_029141822.1
crovir-protein-6516,XP_015671221.1
crovir-protein-6538,XP_015685231.1
crovir-protein-6536,XP_015682061.1
crovir-protein-6534,XP_015672137.1
crovir-protein-3554,XP_015683431.1
crovir-protein-3567,XP_015667977.1
crovir-protein-3562,XP_015667970.1
crovir-protein-3575,XP_015679398.1
crovir-protein-3576,XP_015679396.1
crovir-protein-6559,XP_015678283.1
crovir-protein-6567,XP_015675237.1
crovir-protein-3592,XP_029139781.1
crovir-protein-11626,XP_015683135.1
crovir-protein-11631,XP_015681159.1
crovir-protein-6572,XP_029140357.1
crovir-protein-3633,XP_015670249.1
crovir-protein-6648,XP_029141838.1
crovir-protein-6672,XP_015684851.1
crovir-protein-3652,XP_015678073.1
crovir-protein-3654,XP_015672415.2
crovir-protein-6657,XP_015685866.1
crovir-protein-3666,XP_015669298.1
crovir-protein-11609,XP_015682846.1
crovir-protein-4614,XP_015669427.1
crovir-protein-4621,XP_015670381.1
crovir-protein-3711,XP_015674917.1
crovir-protein-905,XP_015684366.1
crovir-protein-3723,XP_015670624.1
crovir-protein-3724,XP_015670623.1
crovir-protein-3739,XP_015669616.1
crovir-protein-3754,XP_015673203.1
crovir-protein-4559,XP_015686470.1
crovir-protein-12288,XP_029140299.1
crovir-protein-16056,XP_015678435.1
crovir-protein-3772,XP_015675608.1
crovir-protein-16068,XP_015678445.2
crovir-protein-3775,XP_015675607.1
crovir-protein-3784,XP_015683601.1
crovir-protein-3787,XP_015687399.1
crovir-protein-3796,XP_015674479.1
crovir-protein-4573,XP_015687260.1
crovir-protein-4579,XP_015687273.2
crovir-protein-3814,XP_015677908.1
crovir-protein-3821,XP_015677275.1
crovir-protein-4470,XP_015670006.1
crovir-protein-4475,XP_015672665.1
crovir-protein-3849,XP_015685115.2
crovir-protein-4481,XP_015677034.1
crovir-protein-3845,XP_015671516.1
crovir-protein-3853,XP_015671498.1
crovir-protein-4492,XP_015677774.1
crovir-protein-3864,XP_029139968.1
crovir-protein-3861,XP_015671396.1
crovir-protein-3999,XP_015668501.1
crovir-protein-3860,XP_015671373.1
crovir-protein-3854,XP_015671349.1
crovir-protein-4691,XP_015679471.1
crovir-protein-4692,XP_015682552.1
crovir-protein-3871,XP_015670401.1
crovir-protein-7530,XP_015669825.1
crovir-protein-3881,XP_015672347.1
crovir-protein-3895,XP_029140558.1
crovir-protein-3901,XP_015671676.2
crovir-protein-3917,XP_015670723.1
crovir-protein-4673,XP_029140087.1
crovir-protein-4700,XP_015675043.1
crovir-protein-3922,XP_015670735.1
crovir-protein-4701,XP_015675042.1
crovir-protein-4699,XP_015675034.1
crovir-protein-4702,XP_015673844.2
crovir-protein-3929,XP_015670712.1
crovir-protein-4446,XP_015680724.1
crovir-protein-3933,XP_015687166.1
crovir-protein-3934,XP_015687167.1
crovir-protein-3938,XP_029141520.1
crovir-protein-4456,XP_015671934.1
crovir-protein-3950,XP_015671936.1
crovir-protein-3976,XP_015669901.1
crovir-protein-4509,XP_029140462.1
crovir-protein-3967,XP_015670366.1
crovir-protein-3964,XP_015672519.1
crovir-protein-3959,XP_029140174.1
crovir-protein-4529,XP_015681831.2
crovir-protein-4532,XP_015684419.1
crovir-protein-4545,XP_015678774.1
crovir-protein-4421,XP_015670581.1
crovir-protein-4417,XP_015682445.1
crovir-protein-4410,XP_015674464.1
crovir-protein-4414,XP_015666700.1
crovir-protein-4058,XP_015682687.1
crovir-protein-4258,XP_015682638.1
crovir-protein-4079,XP_029141386.1
crovir-protein-4082,XP_015687596.1
crovir-protein-4269,XP_015679320.1
crovir-protein-4089,XP_015679406.1
crovir-protein-4274,XP_015682843.1
crovir-protein-4278,XP_015683996.1
crovir-protein-16968,XP_015667629.1
crovir-protein-15798,XP_015676876.1
crovir-protein-15784,XP_015667220.1
crovir-protein-15783,XP_015667264.1
crovir-protein-15805,XP_029139133.1
crovir-protein-15807,XP_015678367.1
crovir-protein-15803,XP_015678368.1
crovir-protein-15827,XP_015675454.2
crovir-protein-15818,XP_015672610.1
crovir-protein-11360,XP_015675572.1
crovir-protein-11356,XP_015675576.1
crovir-protein-15778,XP_015680573.1
crovir-protein-15767,XP_015668151.1
crovir-protein-15750,XP_015667687.2
crovir-protein-15745,XP_015685387.1
crovir-protein-15729,XP_015671916.1
crovir-protein-15720,XP_015668183.1
crovir-protein-15713,XP_015678194.1
crovir-protein-15681,XP_015674909.1
crovir-protein-15670,XP_015674028.1
crovir-protein-15666,XP_015670148.1
crovir-protein-15644,XP_015679962.1
crovir-protein-15641,XP_015687422.1
crovir-protein-15640,XP_015687430.2
crovir-protein-15611,XP_015687426.1
crovir-protein-15619,XP_015669450.1
crovir-protein-15530,XP_015670746.1
crovir-protein-15521,XP_015677936.1
crovir-protein-15527,XP_015677935.1
crovir-protein-15496,XP_015672441.1
crovir-protein-15503,XP_015681736.1
crovir-protein-15440,XP_015682978.1
crovir-protein-15432,XP_015672162.2
crovir-protein-15433,XP_015672186.1
crovir-protein-15419,XP_015682544.1
crovir-protein-15410,XP_015673520.1
crovir-protein-15400,XP_015676110.1
crovir-protein-15402,XP_015676105.1
crovir-protein-15395,XP_029140805.1
crovir-protein-7289,XP_015674568.1
crovir-protein-7290,XP_015674564.1
crovir-protein-7258,XP_015677570.1
crovir-protein-7257,XP_015677569.1
crovir-protein-7323,XP_015668564.1
crovir-protein-7252,XP_015671628.1
crovir-protein-15303,XP_015674696.1
crovir-protein-15293,XP_015683027.1
crovir-protein-15343,XP_015675069.1
crovir-protein-15348,XP_015675062.1
crovir-protein-14711,XP_015676143.1
crovir-protein-14717,XP_015676652.1
crovir-protein-6981,XP_015681830.1
crovir-protein-7004,XP_015679670.1
crovir-protein-7063,XP_015674196.1
crovir-protein-7122,XP_015683130.1
crovir-protein-7120,XP_015674557.1
crovir-protein-14728,XP_029142781.1
crovir-protein-14750,XP_029142752.1
crovir-protein-14752,XP_015685056.1
crovir-protein-7097,XP_015671179.1
crovir-protein-7157,XP_015682206.1
crovir-protein-14654,XP_015673757.1
crovir-protein-7158,XP_029142176.1
crovir-protein-14657,XP_015673764.1
crovir-protein-7205,XP_015668098.1
crovir-protein-7207,XP_015668099.1
crovir-protein-7213,XP_015668104.1
crovir-protein-7171,XP_015668096.1
crovir-protein-7172,XP_015683025.1
crovir-protein-7235,XP_015669727.1
crovir-protein-7192,XP_015669717.1
crovir-protein-14994,XP_015668767.2
crovir-protein-15033,XP_029139435.1
crovir-protein-7220,XP_015674867.1
crovir-protein-15037,XP_015668783.1
crovir-protein-7221,XP_015674861.1
crovir-protein-7277,XP_015674859.1
crovir-protein-15045,XP_015668760.1
crovir-protein-7281,XP_015674858.1
crovir-protein-7225,XP_015672985.1
crovir-protein-7241,XP_015671636.1
crovir-protein-7294,XP_015669063.1
crovir-protein-7321,XP_015671193.1
crovir-protein-7362,XP_015681244.1
crovir-protein-7364,XP_015681284.1
crovir-protein-17033,XP_015682630.1
crovir-protein-15281,XP_015683050.1
crovir-protein-16802,XP_015677911.1
crovir-protein-14793,XP_015670435.1
crovir-protein-7396,XP_015680557.1
crovir-protein-14850,XP_015670600.1
crovir-protein-7447,XP_029141742.1
crovir-protein-14856,XP_015667753.1
crovir-protein-7352,XP_015680918.1
crovir-protein-14878,XP_015667722.1
crovir-protein-7478,XP_015679609.1
crovir-protein-7477,XP_029141559.1
crovir-protein-14463,XP_015672981.1
crovir-protein-7532,XP_015687200.1
crovir-protein-7515,XP_015682528.1
crovir-protein-7512,XP_015682532.1
crovir-protein-14467,XP_015675408.1
crovir-protein-7527,XP_015673949.1
crovir-protein-14473,XP_015675469.1
crovir-protein-7552,XP_015686058.1
crovir-protein-7553,XP_015669563.1
crovir-protein-6840,XP_015679276.1
crovir-protein-7598,XP_015679281.1
crovir-protein-7607,XP_015683949.1
crovir-protein-7605,XP_029141852.1
crovir-protein-7591,XP_015675502.1
crovir-protein-7661,XP_029142971.1
crovir-protein-14434,XP_029141285.1
crovir-protein-7764,XP_015671812.1
crovir-protein-7626,XP_015685572.1
crovir-protein-7763,XP_015669397.1
crovir-protein-7768,XP_015669452.1
crovir-protein-7631,XP_015676683.1
crovir-protein-7792,XP_029141245.1
crovir-protein-7791,XP_015678145.1
crovir-protein-14702,XP_015677397.1
crovir-protein-14377,XP_029139823.1
crovir-protein-7749,XP_015675109.1
crovir-protein-14383,XP_015670828.1
crovir-protein-14381,XP_015670682.1
crovir-protein-7732,XP_015677559.1
crovir-protein-7713,XP_029141347.1
crovir-protein-7710,XP_015678692.1
crovir-protein-7693,XP_015683865.1
crovir-protein-14338,XP_015675388.1
crovir-protein-7681,XP_015675181.1
crovir-protein-14339,XP_015675390.1
crovir-protein-14311,XP_015679650.1
crovir-protein-7820,XP_015667450.1
crovir-protein-7818,XP_015667439.1
crovir-protein-14084,XP_015677045.1
crovir-protein-7828,XP_029140898.1
crovir-protein-14093,XP_015678265.2
crovir-protein-14101,XP_015678259.1
crovir-protein-7880,XP_029140710.1
crovir-protein-14128,XP_015680984.1
crovir-protein-8096,XP_015673127.1
crovir-protein-8116,XP_015673126.1
crovir-protein-8000,XP_029140780.1
crovir-protein-14164,XP_029141008.1
crovir-protein-14176,XP_015685546.1
crovir-protein-14182,XP_015675188.1
crovir-protein-7898,XP_015680503.1
crovir-protein-7893,XP_015685424.1
crovir-protein-7897,XP_015676038.1
crovir-protein-14216,XP_015674603.1
crovir-protein-7905,XP_015673248.1
crovir-protein-14227,XP_015677316.1
crovir-protein-14235,XP_015670535.1
crovir-protein-14233,XP_015670536.1
crovir-protein-14220,XP_029139813.1
crovir-protein-14255,XP_015667274.1
crovir-protein-14272,XP_015667182.1
crovir-protein-14270,XP_015667170.1
crovir-protein-8024,XP_015670678.2
crovir-protein-8033,XP_015682535.1
crovir-protein-8006,XP_029140106.1
crovir-protein-14273,XP_029139923.1
crovir-protein-8063,XP_029141001.1
crovir-protein-8183,XP_015667936.1
crovir-protein-14292,XP_015681010.1
crovir-protein-14025,XP_015678228.1
crovir-protein-14024,XP_015678225.1
crovir-protein-14027,XP_015678226.1
crovir-protein-14014,XP_015674816.1
crovir-protein-8478,XP_015686530.2
crovir-protein-13969,XP_015679414.1
crovir-protein-13973,XP_015674202.1
crovir-protein-13964,XP_015674140.1
crovir-protein-9528,XP_015672127.1
crovir-protein-13938,XP_015670755.1
crovir-protein-8448,XP_015676286.1
crovir-protein-8592,XP_015667805.1
crovir-protein-8406,XP_015672625.1
crovir-protein-8620,XP_015667838.1
crovir-protein-13809,XP_015680307.1
crovir-protein-8575,XP_015679804.1
crovir-protein-13815,XP_015684832.1
crovir-protein-8539,XP_015681026.1
crovir-protein-13830,XP_015679764.1
crovir-protein-10445,XP_015670994.1
crovir-protein-8634,XP_029138975.1
crovir-protein-8651,XP_015666465.1
crovir-protein-8654,XP_015666525.1
crovir-protein-8691,XP_015677924.1
crovir-protein-13867,XP_015673186.1
crovir-protein-9692,XP_015671896.1
crovir-protein-6252,XP_015674168.1
crovir-protein-5406,XP_015674182.1
crovir-protein-5407,XP_015674160.1
crovir-protein-8682,XP_015679016.1
crovir-protein-8661,XP_015669028.1
crovir-protein-13719,XP_015675879.1
crovir-protein-13735,XP_015679982.1
crovir-protein-13713,XP_015673371.1
crovir-protein-13706,XP_015672803.1
crovir-protein-8571,XP_015667837.1
crovir-protein-8641,XP_029139241.1
crovir-protein-13683,XP_015674907.1
crovir-protein-8669,XP_015669246.1
crovir-protein-8833,XP_015678039.1
crovir-protein-13675,XP_029140257.1
crovir-protein-8764,XP_029139389.1
crovir-protein-8705,XP_015677118.1
crovir-protein-8713,XP_015679526.1
crovir-protein-13631,XP_015679513.1
crovir-protein-8812,XP_015671639.1
crovir-protein-13602,XP_015671352.1
crovir-protein-8794,XP_015682939.1
crovir-protein-8795,XP_015682940.1
crovir-protein-13621,XP_015671346.2
crovir-protein-8781,XP_015668544.1
crovir-protein-13589,XP_015677826.1
crovir-protein-13591,XP_015677825.1
crovir-protein-8771,XP_029140879.1
crovir-protein-8797,XP_015678229.1
crovir-protein-13576,XP_015680349.1
crovir-protein-13564,XP_015671908.1
crovir-protein-13542,XP_015671688.1
crovir-protein-9012,XP_015680864.1
crovir-protein-8992,XP_015681003.1
crovir-protein-8939,XP_015668352.1
crovir-protein-9125,XP_015673557.1
crovir-protein-9130,XP_015669653.1
crovir-protein-9085,XP_015683189.1
crovir-protein-13451,XP_015677586.1
crovir-protein-9069,XP_029142510.1
crovir-protein-9108,XP_015677062.1
crovir-protein-13453,XP_015687040.1
crovir-protein-9022,XP_015678376.1
crovir-protein-13432,XP_015678579.2
crovir-protein-13430,XP_015680449.1
crovir-protein-9026,XP_015676608.1
crovir-protein-9028,XP_015676606.1
crovir-protein-9049,XP_015687595.1
crovir-protein-13424,XP_015684947.1
crovir-protein-13392,XP_015683762.1
crovir-protein-13366,XP_029141651.1
crovir-protein-2103,XP_015667198.1
crovir-protein-13352,XP_015677217.1
crovir-protein-13356,XP_015687248.1
crovir-protein-13345,XP_015680866.1
crovir-protein-8923,XP_015672296.1
crovir-protein-8960,XP_015672297.1
crovir-protein-8912,XP_015677223.1
crovir-protein-8911,XP_029141017.1
crovir-protein-13299,XP_015677385.1
crovir-protein-13288,XP_015677372.1
crovir-protein-13264,XP_015683325.1
crovir-protein-13228,XP_015677472.1
crovir-protein-14804,XP_015670443.1
