P_Mucros.pep,P_guttatus.pep
XP_015676454.2,XP_034263491.1
XP_015685855.1,XP_034265422.1
XP_015675171.1,XP_034258900.1
XP_015670297.1,XP_034277005.1
XP_015669317.1,XP_034267179.1
XP_015680954.1,XP_034280036.1
XP_015678198.1,XP_034296984.1
XP_015671451.1,XP_034269500.1
XP_029141606.1,XP_034285793.1
XP_015665490.1,XP_034293548.1
XP_015683009.2,XP_034280049.1
XP_015677035.1,XP_034264773.1
XP_029140049.1,XP_034287019.1
XP_029142355.1,XP_034280068.1
XP_015676010.1,XP_034285079.1
XP_029141989.1,XP_034281721.1
XP_015666199.1,XP_034278537.1
XP_015682729.1,XP_034267666.1
XP_015682601.1,XP_034267665.1
XP_015672088.1,XP_034279523.1
XP_029143156.1,XP_034285910.1
XP_015674371.1,XP_034295560.1
XP_015676516.1,XP_034294124.1
XP_015676945.1,XP_034270286.1
XP_015668114.1,XP_034259491.1
XP_015683815.1,XP_034286407.1
XP_015685686.1,XP_034279358.1
XP_015683963.1,XP_034277079.1
XP_015665562.1,XP_034293641.1
XP_015682571.1,XP_034263516.1
XP_015666169.1,XP_034278449.1
XP_015678246.1,XP_034281718.1
XP_015676535.1,XP_034292793.1
XP_015666191.1,XP_034278497.1
XP_015666211.1,XP_034278496.1
XP_015666214.1,XP_034298441.1
XP_015680855.1,XP_034283128.1
XP_015665497.1,XP_034293564.1
XP_015674350.1,XP_034264148.1
XP_015686247.1,XP_034287225.1
XP_015682657.1,XP_034279345.1
XP_015670539.1,XP_034264587.1
XP_029142333.1,XP_034268007.1
XP_015665527.1,XP_034293447.1
XP_015671283.1,XP_034284832.1
XP_015675984.1,XP_034289624.1
XP_015681587.1,XP_034286455.1
XP_015668212.1,XP_034280100.1
XP_015671771.1,XP_034265126.1
XP_015670062.1,XP_034287992.1
XP_015670063.1,XP_034288002.1
XP_029141719.1,XP_034291162.1
XP_029139499.1,XP_034284909.1
XP_015676502.2,XP_034261032.1
XP_015678126.1,XP_034275495.1
XP_015684506.1,XP_034293845.1
XP_015669351.1,XP_034294252.1
XP_015683640.1,XP_034260631.1
XP_029141623.1,XP_034264657.1
XP_015676637.1,XP_034289925.1
XP_015680001.1,XP_034278563.1
XP_015679417.1,XP_034277280.1
XP_015676517.1,XP_034294098.1
XP_015684477.1,XP_034286402.1
XP_015682493.1,XP_034287932.1
XP_029140747.1,XP_034297736.1
XP_029141259.1,XP_034290556.1
XP_029139995.1,XP_034279563.1
XP_029139962.1,XP_034282954.1
XP_015672057.1,XP_034279540.1
XP_015673164.1,XP_034280259.1
XP_029143094.1,XP_034280277.1
XP_015687229.1,XP_034280280.1
XP_029140950.1,XP_034264066.1
XP_015683116.1,XP_034263133.1
XP_015676069.1,XP_034279975.1
XP_015667624.2,XP_034257657.1
XP_029142269.1,XP_034293792.1
XP_015681743.2,XP_034282070.1
XP_015680276.1,XP_034264623.1
XP_029140210.1,XP_034275997.1
XP_015669821.1,XP_034269570.1
XP_015687565.1,XP_034288986.1
XP_015681787.1,XP_034288894.1
XP_015671324.1,XP_034297748.1
XP_015687975.1,XP_034297644.1
XP_015678810.1,XP_034286806.1
XP_015687379.1,XP_034281780.1
XP_015687871.1,XP_034290913.1
XP_015676917.1,XP_034294764.1
XP_015668906.1,XP_034293009.1
XP_015682016.1,XP_034260882.1
XP_015671856.1,XP_034278203.1
XP_015683101.1,XP_034286399.1
XP_015682594.1,XP_034263875.1
XP_015683044.2,XP_034259800.1
XP_029139998.1,XP_034279445.1
XP_015681327.1,XP_034262983.1
XP_015679438.1,XP_034275937.1
XP_015677225.1,XP_034279423.1
XP_015668663.1,XP_034286688.1
XP_029141677.1,XP_034263528.1
XP_015680551.1,XP_034277134.1
XP_015684951.2,XP_034289881.1
XP_015684960.2,XP_034289880.1
XP_015681464.1,XP_034276455.1
XP_015667123.1,XP_034286506.1
XP_015668241.1,XP_034262008.1
XP_015682325.1,XP_034298398.1
XP_015687350.1,XP_034285750.1
XP_015677746.1,XP_034266633.1
XP_015679833.1,XP_034291968.1
XP_015675078.1,XP_034290735.1
XP_015667493.1,XP_034297364.1
XP_015673947.1,XP_034288528.1
XP_029140234.1,XP_034282265.1
XP_015672099.1,XP_034279503.1
XP_015680684.1,XP_034281970.1
XP_015666551.1,XP_034276505.1
XP_015668955.1,XP_034285449.1
XP_015667449.1,XP_034297272.1
XP_015668611.1,XP_034265533.1
XP_029140652.1,XP_034282313.1
XP_029140407.1,XP_034285173.1
XP_029140770.1,XP_034258848.1
XP_029139232.1,XP_034290195.1
XP_015678477.1,XP_034282198.1
XP_015667093.1,XP_034258565.1
XP_029142871.1,XP_034289139.1
XP_029140092.1,XP_034279479.1
XP_029139248.1,XP_034285685.1
XP_029139096.1,XP_034258065.1
XP_015682128.1,XP_034261548.1
XP_029139400.1,XP_034265556.1
XP_015678307.2,XP_034282064.1
XP_029141289.1,XP_034260046.1
XP_029139403.1,XP_034260661.1
XP_015675086.1,XP_034279982.1
XP_015684652.1,XP_034266456.1
XP_015680955.1,XP_034280016.1
XP_029141025.1,XP_034276110.1
XP_015673423.1,XP_034285631.1
XP_029140346.1,XP_034284934.1
XP_029140333.1,XP_034277980.1
XP_029141575.1,XP_034268436.1
XP_015671115.1,XP_034285626.1
XP_015681790.1,XP_034297805.1
XP_029141319.1,XP_034298499.1
XP_015669852.1,XP_034259885.1
XP_029141309.1,XP_034265083.1
XP_015669195.1,XP_034296179.1
XP_015669925.1,XP_034259030.1
XP_015669921.1,XP_034259166.1
XP_015680013.1,XP_034295758.1
XP_015666868.1,XP_034270861.1
XP_029138960.1,XP_034270973.1
XP_015669458.1,XP_034292421.1
XP_015674798.1,XP_034296346.1
XP_015673175.1,XP_034292321.1
XP_015684023.1,XP_034296372.1
XP_015666569.1,XP_034276540.1
XP_015666541.1,XP_034272440.1
XP_015676383.1,XP_034274348.1
XP_015665627.1,XP_034279068.1
XP_015665697.1,XP_034271198.1
XP_015677693.1,XP_034277348.1
XP_015671829.1,XP_034270114.1
XP_029141179.1,XP_034286972.1
XP_029142419.1,XP_034267344.1
XP_029141517.1,XP_034263767.1
XP_015680020.1,XP_034264692.1
XP_015679264.1,XP_034264630.1
XP_015671869.2,XP_034287003.1
XP_015683083.2,XP_034287013.1
XP_029139133.1,XP_034296762.1
XP_015684139.1,XP_034296746.1
XP_015672606.1,XP_034296643.1
XP_015672607.2,XP_034296708.1
XP_015674562.1,XP_034273910.1
XP_015676030.1,XP_034268097.1
XP_015681861.1,XP_034289861.1
XP_015681353.1,XP_034289850.1
XP_015680442.1,XP_034289834.1
XP_015680368.1,XP_034289835.1
XP_015685064.1,XP_034289899.1
XP_015672642.1,XP_034275021.1
XP_029143205.1,XP_034268031.1
XP_029140739.1,XP_034268061.1
XP_015673653.1,XP_034268947.1
XP_029140682.1,XP_034268197.1
XP_015677949.1,XP_034268147.1
XP_029141735.1,XP_034276207.1
XP_015682599.2,XP_034260549.1
XP_015682441.1,XP_034260523.1
XP_029141601.1,XP_034259900.1
XP_015680304.1,XP_034258033.1
XP_015667883.2,XP_034288443.1
XP_015674178.1,XP_034288186.1
XP_015672861.1,XP_034296527.1
XP_029140878.1,XP_034287881.1
XP_015681616.1,XP_034264850.1
XP_015684618.1,XP_034274583.1
XP_015670272.1,XP_034264682.1
XP_029142892.1,XP_034264660.1
XP_015681422.1,XP_034287679.1
XP_029139786.1,XP_034289993.1
XP_015678993.1,XP_034283925.1
XP_015671485.1,XP_034284029.1
XP_015683594.1,XP_034283165.1
XP_029142589.1,XP_034283144.1
XP_015681335.1,XP_034260836.1
XP_015681535.1,XP_034262875.1
XP_015681531.1,XP_034262869.1
XP_015681543.1,XP_034262851.1
XP_015687744.1,XP_034271730.1
XP_015680995.1,XP_034263449.1
XP_029139149.1,XP_034291363.1
XP_015676057.1,XP_034272551.1
XP_029140307.1,XP_034289185.1
XP_015672756.1,XP_034259639.1
XP_015680083.1,XP_034283050.1
XP_015684724.1,XP_034291756.1
XP_015678066.1,XP_034289249.1
XP_015665847.1,XP_034279316.1
XP_015669462.1,XP_034280718.1
XP_029141763.1,XP_034260218.1
XP_029140270.1,XP_034282008.1
XP_015680571.1,XP_034262249.1
XP_015680136.1,XP_034264225.1
XP_029141658.1,XP_034260239.1
XP_015665530.2,XP_034293452.1
XP_015674433.1,XP_034273619.1
XP_015668215.1,XP_034280084.1
XP_015687006.1,XP_034272078.1
XP_015669479.1,XP_034278313.1
XP_029139290.1,XP_034280998.1
XP_015687153.2,XP_034292191.1
XP_015679086.1,XP_034280248.1
XP_015683890.1,XP_034275836.1
XP_015678754.2,XP_034288492.1
XP_015687115.1,XP_034292153.1
XP_015676514.1,XP_034294126.1
XP_015670831.1,XP_034262740.1
XP_015666606.1,XP_034286628.1
XP_015682891.1,XP_034261457.1
XP_015682898.1,XP_034262562.1
XP_015672269.2,XP_034281310.1
XP_015666830.1,XP_034286651.1
XP_015665751.1,XP_034279142.1
XP_015667960.1,XP_034259258.1
XP_015687514.1,XP_034265738.1
XP_015683874.1,XP_034261257.1
XP_029138957.1,XP_034271017.1
XP_015668646.1,XP_034286759.1
XP_029142924.1,XP_034294331.1
XP_015671296.1,XP_034284882.1
XP_015678862.1,XP_034263639.1
XP_015683241.1,XP_034260233.1
XP_015683092.1,XP_034289222.1
XP_015668722.1,XP_034274436.1
XP_015666502.1,XP_034265253.1
XP_015666478.1,XP_034265121.1
XP_015687654.2,XP_034271181.1
XP_015673079.1,XP_034281243.1
XP_015684202.1,XP_034263950.1
XP_015674417.1,XP_034285287.1
XP_015676155.1,XP_034293817.1
XP_015677008.1,XP_034261388.1
XP_015681599.1,XP_034292009.1
XP_015678153.1,XP_034292007.1
XP_029141777.1,XP_034269414.1
XP_029141188.1,XP_034268995.1
XP_015672825.1,XP_034297020.1
XP_029139203.1,XP_034281482.1
XP_015680750.1,XP_034266390.1
XP_015668876.1,XP_034261974.1
XP_015668877.1,XP_034262556.1
XP_015673414.1,XP_034285524.1
XP_015684437.1,XP_034280412.1
XP_015668844.1,XP_034291568.1
XP_029141807.1,XP_034266452.1
XP_015683314.1,XP_034280435.1
XP_015675821.1,XP_034282992.1
XP_015671436.1,XP_034283687.1
XP_015672371.1,XP_034261782.1
XP_015670318.1,XP_034277250.1
XP_015668238.1,XP_034261679.1
XP_015675209.1,XP_034290393.1
XP_015679114.1,XP_034297878.1
XP_015680378.1,XP_034280951.1
XP_015680906.2,XP_034288963.1
XP_029141082.1,XP_034280958.1
XP_015674187.1,XP_034288164.1
XP_015680314.1,XP_034282886.1
XP_015679894.1,XP_034285772.1
XP_015675227.1,XP_034273762.1
XP_015678047.1,XP_034291683.1
XP_015668950.1,XP_034298412.1
XP_015678254.1,XP_034281713.1
XP_015681680.1,XP_034281747.1
XP_015668478.1,XP_034277168.1
XP_029141365.1,XP_034264350.1
XP_029141963.1,XP_034286456.1
XP_029140334.1,XP_034261535.1
XP_015666210.1,XP_034278498.1
XP_015680165.1,XP_034274373.1
XP_015667959.1,XP_034258742.1
XP_015670464.1,XP_034283989.1
XP_015672511.1,XP_034298312.1
XP_015676987.1,XP_034262447.1
XP_015666607.1,XP_034286512.1
XP_015677636.1,XP_034287380.1
XP_015665694.1,XP_034279037.1
XP_015673954.1,XP_034273298.1
XP_029141962.1,XP_034286454.1
XP_029140204.1,XP_034285238.1
XP_015666239.1,XP_034290973.1
XP_015687883.1,XP_034297482.1
XP_015681527.1,XP_034262877.1
XP_015668194.1,XP_034291063.1
XP_015666784.1,XP_034270883.1
XP_015666617.1,XP_034286544.1
XP_029140511.1,XP_034282356.1
XP_015675094.1,XP_034287247.1
XP_015680067.1,XP_034293797.1
XP_015667561.2,XP_034281443.1
XP_015674784.1,XP_034283411.1
XP_015678028.1,XP_034265460.1
XP_015668411.2,XP_034281131.1
XP_015678803.1,XP_034261345.1
XP_015679802.2,XP_034297855.1
XP_015682686.1,XP_034274720.1
XP_015683962.1,XP_034290849.1
XP_015680812.1,XP_034276182.1
XP_029141841.1,XP_034262306.1
XP_015677160.1,XP_034281644.1
XP_015666877.1,XP_034286652.1
XP_015668681.1,XP_034286701.1
XP_015683461.1,XP_034292448.1
XP_029142625.1,XP_034261335.1
XP_015683919.1,XP_034260516.1
XP_029139094.1,XP_034286658.1
XP_015684961.1,XP_034298389.1
XP_029142906.1,XP_034277898.1
XP_029142766.1,XP_034263750.1
XP_015684624.1,XP_034263188.1
XP_015671737.1,XP_034276555.1
XP_015667270.2,XP_034258950.1
XP_015667740.1,XP_034290190.1
XP_015668846.1,XP_034291581.1
XP_015677266.1,XP_034276317.1
XP_015674273.1,XP_034290883.1
XP_029141734.1,XP_034259137.1
XP_029138945.1,XP_034257698.1
XP_029141551.1,XP_034259147.1
XP_015667214.1,XP_034272995.1
XP_029139524.1,XP_034295602.1
XP_015686997.1,XP_034272067.1
XP_015666874.1,XP_034270709.1
XP_015673017.1,XP_034292235.1
XP_015665571.1,XP_034274469.1
XP_015681152.1,XP_034271168.1
XP_029142576.1,XP_034289520.1
XP_029141549.1,XP_034257690.1
XP_015682067.1,XP_034267285.1
XP_029143128.1,XP_034296592.1
XP_015681439.1,XP_034289853.1
XP_015680495.1,XP_034276192.1
XP_015673246.2,XP_034276237.1
XP_015673193.1,XP_034264627.1
XP_015667821.1,XP_034282770.1
XP_015671482.1,XP_034284055.1
XP_029139558.1,XP_034290453.1
XP_015679921.1,XP_034289740.1
XP_029139095.1,XP_034267549.1
XP_015683211.1,XP_034290795.1
XP_015685011.1,XP_034260581.1
XP_015668873.1,XP_034261967.1
XP_015680853.1,XP_034283127.1
XP_015675428.1,XP_034296365.1
XP_029141511.1,XP_034274311.1
XP_029142453.1,XP_034257679.1
XP_015687131.1,XP_034292194.1
XP_029142438.1,XP_034274251.1
XP_029142307.1,XP_034280873.1
XP_015673385.1,XP_034285974.1
XP_015683599.1,XP_034296310.1
XP_015681192.1,XP_034293884.1
XP_015681323.2,XP_034262999.1
XP_015668536.1,XP_034265412.1
XP_029139367.1,XP_034268934.1
XP_029141661.1,XP_034276601.1
XP_015670962.1,XP_034261515.1
XP_029142147.1,XP_034263261.1
XP_029142393.1,XP_034275458.1
XP_015672587.1,XP_034278848.1
XP_015670964.1,XP_034291840.1
XP_015671301.1,XP_034265641.1
XP_015676497.1,XP_034294117.1
XP_029141894.1,XP_034296111.1
XP_015680951.1,XP_034280028.1
XP_029139339.1,XP_034258945.1
XP_015670453.1,XP_034289972.1
XP_015668343.1,XP_034264833.1
XP_029139551.1,XP_034294247.1
XP_015681273.1,XP_034257494.1
XP_015687688.2,XP_034269537.1
XP_015676989.1,XP_034260658.1
XP_015672776.1,XP_034282275.1
XP_015682652.1,XP_034279374.1
XP_015684470.1,XP_034281716.1
XP_029140403.1,XP_034284377.1
XP_015684423.1,XP_034278567.1
XP_015679194.1,XP_034288555.1
XP_015673712.1,XP_034272373.1
XP_015679302.1,XP_034289398.1
XP_015666340.1,XP_034285026.1
XP_029142130.1,XP_034281762.1
XP_015683620.1,XP_034275842.1
XP_015671093.2,XP_034262774.1
XP_015682878.1,XP_034267489.1
XP_029143107.1,XP_034294998.1
XP_015680850.2,XP_034283107.1
XP_015683681.1,XP_034272790.1
XP_029140815.1,XP_034294150.1
XP_029138950.1,XP_034284982.1
XP_015681961.1,XP_034280314.1
XP_029141956.1,XP_034262868.1
XP_029139713.1,XP_034257231.1
XP_015671686.1,XP_034295653.1
XP_029140568.1,XP_034276600.1
XP_015677742.1,XP_034262770.1
XP_015668683.1,XP_034286699.1
XP_015672557.1,XP_034278722.1
XP_015672558.1,XP_034278721.1
XP_015671531.1,XP_034290766.1
XP_029141220.1,XP_034286987.1
XP_015675675.1,XP_034287010.1
XP_015677424.1,XP_034286077.1
XP_015681224.1,XP_034281296.1
XP_015670059.1,XP_034292866.1
XP_015676504.1,XP_034294089.1
XP_015682655.1,XP_034279364.1
XP_015682673.1,XP_034264022.1
XP_029141227.1,XP_034294308.1
XP_015675154.1,XP_034269636.1
XP_029143118.1,XP_034286249.1
XP_015675745.1,XP_034274347.1
XP_015683807.1,XP_034262643.1
XP_015671552.1,XP_034261547.1
XP_029141614.1,XP_034263779.1
XP_015672563.1,XP_034278718.1
XP_015680799.1,XP_034276591.1
XP_015666468.2,XP_034265469.1
XP_015672452.1,XP_034279550.1
XP_015670493.1,XP_034267449.1
XP_015679749.1,XP_034297880.1
XP_029142162.1,XP_034282060.1
XP_015680961.1,XP_034282986.1
XP_029138779.1,XP_034297522.1
XP_015683959.1,XP_034290857.1
XP_015677787.1,XP_034279934.1
XP_015683618.2,XP_034290932.1
XP_015686897.1,XP_034260870.1
XP_015682085.1,XP_034264011.1
XP_015677353.1,XP_034278339.1
XP_015671546.1,XP_034290775.1
XP_015673616.1,XP_034269675.1
XP_015666245.1,XP_034290993.1
XP_029142444.1,XP_034278457.1
XP_015671134.1,XP_034266659.1
XP_015674453.1,XP_034282325.1
XP_015684867.1,XP_034263233.1
XP_015682473.1,XP_034281294.1
XP_029138943.1,XP_034290992.1
XP_015681662.1,XP_034286192.1
XP_029138965.1,XP_034275459.1
XP_015667322.1,XP_034257699.1
XP_015667032.1,XP_034267503.1
XP_015667030.1,XP_034267499.1
XP_029142226.1,XP_034267654.1
XP_015673722.1,XP_034258935.1
XP_015672768.1,XP_034259159.1
XP_015687046.1,XP_034271195.1
XP_015669014.1,XP_034258870.1
XP_015666872.1,XP_034270792.1
XP_029143189.1,XP_034272441.1
XP_029140933.1,XP_034281912.1
XP_015675159.1,XP_034259450.1
XP_029143176.1,XP_034271757.1
XP_015668489.1,XP_034265519.1
XP_029139775.1,XP_034267729.1
XP_015678919.1,XP_034289844.1
XP_015672052.1,XP_034290334.1
XP_015670608.2,XP_034290092.1
XP_015667745.1,XP_034290449.1
XP_029140158.1,XP_034272617.1
XP_015672419.1,XP_034272616.1
XP_015674619.1,XP_034288288.1
XP_015670692.1,XP_034292055.1
XP_015675202.1,XP_034292141.1
XP_015670544.1,XP_034264579.1
XP_015675883.1,XP_034297949.1
XP_015673370.2,XP_034297528.1
XP_029140323.1,XP_034264653.1
XP_015675601.2,XP_034295786.1
XP_015687418.1,XP_034283166.1
XP_015676437.1,XP_034283169.1
XP_015677155.1,XP_034281594.1
XP_015672427.1,XP_034258854.1
XP_015668377.1,XP_034281059.1
XP_029138972.1,XP_034275392.1
XP_015669340.1,XP_034293820.1
XP_015687900.1,XP_034297638.1
XP_015673289.1,XP_034270314.1
XP_029138917.1,XP_034257748.1
XP_015680317.1,XP_034260848.1
XP_015677861.1,XP_034288290.1
XP_015665556.1,XP_034293600.1
XP_015683610.1,XP_034263930.1
XP_015677857.1,XP_034280233.1
XP_029142356.1,XP_034280064.1
XP_015676995.1,XP_034263925.1
XP_015676498.1,XP_034293814.1
XP_015665555.1,XP_034293661.1
XP_015682815.1,XP_034276594.1
XP_015679245.1,XP_034290441.1
XP_015676078.1,XP_034272559.1
XP_015665417.1,XP_034293660.1
XP_015680683.1,XP_034281917.1
XP_029142706.1,XP_034261778.1
XP_015687070.2,XP_034284092.1
XP_029140030.1,XP_034296180.1
XP_015687453.1,XP_034260266.1
XP_015669790.1,XP_034263696.1
XP_029140131.1,XP_034278209.1
XP_029142572.1,XP_034260588.1
XP_015684821.1,XP_034280789.1
XP_015666185.1,XP_034278550.1
XP_015674675.1,XP_034286203.1
XP_015671126.1,XP_034284955.1
XP_015673256.1,XP_034264415.1
XP_015676468.1,XP_034285693.1
XP_015672786.1,XP_034282240.1
XP_015666890.1,XP_034282321.1
XP_015683274.1,XP_034297895.1
XP_015667787.1,XP_034282769.1
XP_015682969.1,XP_034279349.1
XP_015683869.1,XP_034263213.1
XP_029139588.1,XP_034266909.1
XP_015668356.1,XP_034281130.1
XP_015668947.1,XP_034298403.1
XP_029140020.1,XP_034274958.1
XP_015679461.1,XP_034275284.1
XP_029141507.1,XP_034275917.1
XP_015683951.1,XP_034280056.1
XP_029141474.1,XP_034275901.1
XP_015666247.1,XP_034290996.1
XP_029140888.1,XP_034294058.1
XP_015679553.1,XP_034262206.1
XP_015680819.1,XP_034261696.1
XP_029141512.1,XP_034289009.1
XP_015670083.2,XP_034296183.1
XP_015677196.1,XP_034281276.1
XP_029139931.1,XP_034271171.1
XP_029139868.1,XP_034284747.1
XP_015674738.1,XP_034276380.1
XP_015677513.1,XP_034280974.1
XP_015665980.2,XP_034275752.1
XP_029141406.1,XP_034285571.1
XP_015678825.1,XP_034295152.1
XP_029140905.1,XP_034258985.1
XP_015672719.1,XP_034258984.1
XP_015675425.1,XP_034296363.1
XP_015687467.1,XP_034270475.1
XP_029138876.1,XP_034272450.1
XP_029140425.1,XP_034287164.1
XP_015672494.1,XP_034269910.1
XP_015678281.1,XP_034269704.1
XP_029140653.1,XP_034261193.1
XP_015677901.1,XP_034269045.1
XP_015687027.1,XP_034274476.1
XP_015670440.1,XP_034289957.1
XP_015667752.1,XP_034290109.1
XP_015667715.1,XP_034290187.1
XP_029139396.1,XP_034268140.1
XP_015675950.1,XP_034277607.1
XP_015686422.1,XP_034276285.1
XP_029141771.1,XP_034287667.1
XP_015675355.1,XP_034287655.1
XP_015673900.2,XP_034277589.1
XP_015677470.1,XP_034287701.1
XP_015686002.1,XP_034263908.1
XP_015673912.1,XP_034277592.1
XP_015668628.1,XP_034292483.1
XP_029142716.1,XP_034261153.1
XP_015677631.1,XP_034273133.1
XP_015681644.1,XP_034257441.1
XP_029140259.1,XP_034282221.1
XP_015671423.1,XP_034273679.1
XP_029140192.1,XP_034278714.1
XP_015669933.1,XP_034259006.1
XP_015665917.1,XP_034272436.1
XP_015681949.1,XP_034262054.1
XP_029140147.1,XP_034264636.1
XP_015684464.1,XP_034281770.1
XP_015684805.1,XP_034262610.1
XP_015681731.2,XP_034293853.1
XP_015676144.1,XP_034293819.1
XP_015680631.1,XP_034267129.1
XP_029141264.1,XP_034281728.1
XP_015672775.2,XP_034258728.1
XP_015680328.1,XP_034286100.1
XP_015675077.1,XP_034290742.1
XP_029141252.1,XP_034272997.1
XP_029141760.1,XP_034281919.1
XP_029141622.1,XP_034259415.1
XP_029140692.1,XP_034283077.1
XP_029141616.1,XP_034267909.1
XP_015671174.2,XP_034296389.1
XP_029141115.1,XP_034258675.1
XP_029139706.1,XP_034263758.1
XP_029139327.1,XP_034260676.1
XP_015668227.1,XP_034260695.1
XP_029141558.1,XP_034266583.1
XP_015678524.1,XP_034261017.1
XP_015676157.1,XP_034294113.1
XP_029140598.1,XP_034267128.1
XP_029140743.1,XP_034293794.1
XP_015684549.1,XP_034263870.1
XP_015683799.1,XP_034297747.1
XP_015672064.1,XP_034279527.1
XP_015682143.1,XP_034279984.1
XP_015682142.1,XP_034279985.1
XP_015682561.1,XP_034272534.1
XP_029141964.1,XP_034292693.1
XP_015676165.1,XP_034268077.1
XP_029141769.1,XP_034287662.1
XP_015673802.1,XP_034262911.1
XP_029140236.1,XP_034282235.1
XP_015674000.1,XP_034293910.1
XP_029142092.1,XP_034264017.1
XP_029140252.1,XP_034279430.1
XP_015679847.1,XP_034290818.1
XP_015679850.1,XP_034290842.1
XP_015686309.1,XP_034294345.1
XP_029140891.1,XP_034293811.1
XP_015683760.1,XP_034261109.1
XP_029141598.1,XP_034290813.1
XP_015671950.1,XP_034291307.1
XP_015675568.1,XP_034277612.1
XP_015676680.1,XP_034276140.1
XP_015677271.1,XP_034276123.1
XP_029143042.1,XP_034295597.1
XP_015671213.2,XP_034275279.1
XP_029140948.1,XP_034258847.1
XP_015679169.1,XP_034295130.1
XP_015665940.1,XP_034272437.1
XP_015674713.1,XP_034269736.1
XP_015680023.1,XP_034263352.1
XP_029140288.1,XP_034288626.1
XP_029140649.1,XP_034276327.1
XP_015680507.1,XP_034276186.1
XP_015680492.1,XP_034276302.1
XP_015676889.1,XP_034296840.1
XP_015673896.1,XP_034277619.1
XP_015677455.1,XP_034261527.1
XP_029139787.1,XP_034289970.1
XP_015669175.1,XP_034283271.1
XP_029142203.1,XP_034273324.1
XP_015671618.1,XP_034278750.1
XP_029139571.1,XP_034296652.1
XP_015675761.1,XP_034263105.1
XP_029142797.1,XP_034288872.1
XP_029139393.1,XP_034268926.1
XP_015685515.1,XP_034263653.1
