"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Mus_livr_1","Mus_livr_2","Mus_livr_3","Mus_livr_4","Homo_livr_1","Homo_livr_2","Homo_livr_3","Canis_livr_1","Canis_livr_2","Canis_livr_3"
"3735",107300229,"WD repeat domain 13",108,286,273,115,99,283,36,154,150,55,266,219,259,101,99,158,61,41,383,127,174,714,492,313,198,307,141,54,187,56,40.807936,44.25187009,49.048874,49.60820237,63.620794,42.7688811,26.2219014,0,0.0419874,12.1288
"3736",107300236,"SH3 domain and tetratricopeptide repeats 1",3,6,2,2,0,4,1,1,6,7,3,1,4,0,1,1,0,0,6,1,1,6,6,8,4,5,0,2,3,2,1.601020413,3.0666333,2.6776419,2.991372,27.244301,7.7518962,4.537477757,1.621689,7.14656,7.00152
"3737",107300269,"ring finger protein 222",2,4,17,0,4,3,0,2,1,0,0,3,1,0,0,0,0,0,1,0,0,1,5,2,3,4,3,2,3,0,0,0.0493262,0.130094,0.0892123,0.0978894,0,0.060929,0,0,0
"3738",107300285,"Wiskott-Aldrich syndrome",4,26,13,15,1,9,0,15,11,3,45,17,21,10,2,2,3,3,36,7,9,40,15,28,15,17,15,8,7,5,0.818839,1.33905,1.53742,1.543681,4.553097,1.519522,2.739164,0.446378,0.517252,1.912291
"3739",107300293,"transcription termination factor, RNA polymerase II",14,56.74,41,14.38,7,40.56,2,36.29,28,6,93.52,19,51.83,18,17.42,60,11,3,44.51,18,13,63.45,89.42,52,15,48.29,19,0,41,5,1.0261274,1.5354983,1.5655555,2.0631015,0.9961256,0.2167736,0.481852,5.843929,6.014779823,3.871140002
"3740",107300294,"G protein-coupled receptor 161",74,141,230,51,43,84,16,30,151,30,99,219,122,48,55,37,25,26,155,47,29,149,493,171,105,69,71,20,92,67,0.1191217,0.0404138,0.2401302,0.0822529,0.298273651,0.00925854,0.0908001,0,0,0.399382
"3741",107300299,"autism susceptibility candidate 2",7,91,65,1,9,11,1,7,25,8,24,27,16,3,4,4,2,1,19,9,2,15,132,29,32,9,4,1,38,1,0.9997524,1.536421,0.806061945,1.0125745,18.8238648,0.4210708,4.2085109,0,0.019445,4.91562
"3742",107300340,"R3H domain containing-like",0,4,6,1,0,2,0,1,1,0,3,1,0,0,0,2,0,0,1,1,0,1,1,0,3,3,0,0,2,0,0.767128,0.824513,0.532644,0.905007,0.112174,0,0.478502,0.417418,0.586958,1.38409
"3743",107300385,"DNL-type zinc finger protein-like",9,5.23,0,7,0,2.99,5,1.5,5.99,0,6.17,3,10,2.5,6,8,1,0,33,4,2,15,0,0,7.75,13.2,3,0,0,0,18.109172,16.44365,15.185677,14.664395,1.11605,1.94162,0.269128,0,0,19.2346
"3744",107300415,"R3H domain and coiled-coil containing 1",49,80,84,23,46,74,13,30,41,24,62,46,23,25,25,41,25,17,116,41,26,78,78,65,89,47,37,39,84,30,11.90359,13.686419,17.038233,17.395122,25.330728,11.895351,16.50927,7.592060009,10.43418306,5.554418002
"3745",107300418,"tocopherol (alpha) transfer protein-like",588,663,861,507,251,336,175,265,305,171,388,209,252,261,244,205,351,519,410,338,264,394,961,279,349,474,523,62,315,464,12.011954,8.761963,9.605199,11.235484,29.254522,1.3969734,14.5595673,91.3591,41.3967,28.0155
"3746",107300431,"serine incorporator 3",2027,2354,2652,1789,1324,1217,785,1366,1698,869,2267,2173,1727,972,1039,1219,841,906,2656,1148,1151,2259,3701,2967,2395,2098,1836,497,1322,1283,138.4811,160.451,129.8513,155.8052,34.94388,17.12075,23.853861,47.34397,58.3713,36.055371
"3747",107300461,"galactose-1-phosphate uridylyltransferase",8,11,6,3,8,5,0,2,4,0,17,5,4,3,1,11,7,10,10,7,0,5,9,12,13,2,9,1,3,1,176.58666,166.969706,173.739476,168.04647,128.9858,15.34055,72.02473,19.47968,37.27205011,21.05645
"3748",107300526,"citrate synthase",3448.44,1924.82,2344.98,2010.02,2158.62,2895.99,995.41,1125.82,1314.18,1056.56,2792.29,2022.42,1145.59,1398.83,1481.28,1346.57,1856.32,1276.3,3072.82,1288.33,987.52,1867.25,4016.17,2208.41,2961.2,2967.46,1591.79,2679.25,2528.51,1708.45,84.618815,95.361644,96.067157,99.305433,35.42467,8.18159,12.911232,70.1415,55.3134,21.85918
"3749",107300560,"cysteine and histidine-rich domain-containing protein 1-like",12.86,20.75,24.86,11.37,12.2,17.68,6.09,9.56,13.41,9.56,12.43,21.32,13.49,19.18,6.04,9.38,20.21,1.48,28.34,9.28,10.18,24.74,37.6,21.02,26.83,13.23,12.61,16.82,23.8,2.32,23.383345,30.59738,25.995001,29.510371,6.188716776,3.38739481,2.9474943,37.140832,19.80228702,12.5900827
"3750",107300584,"serine incorporator 5",309,144,178,156,102,78,63,60,233,53,205,165,241,111,107,97,68,70,152,102,75,317,358,137,189,109,143,101,91,170,16.145466,18.451525,16.914829,18.315378,19.343943,3.3692001,8.5214595,14.68461,20.64045,10.44884
"3751",107300595,"thrombospondin 4",13,67,35,24,26,105,2,4,70,51,30,95,49,53,16,36,21,20,90,15,12,118,186,67,138,91,70,24,103,10,0.0616346,0.0536523,0.020215,0.0161725,0.3672633,0.0118805,0.3318089,0.628722,1.04056,1.51454
"3752",107300642,"zinc finger C3HC-type containing 1",4,3,1,3,3,5,0,3,5,3,5.11,2,0,2,0,2,0,1,2,3,1,4,7,5,6,0,1,0,2,1,11.756433,10.5295235,5.870796,8.892605,6.733367,3.519271,5.1069554,1.3119,1.05191,5.483591
"3753",107300649,"centromere protein H",7,34,25,26,6,50,8,46,62,3,119,31,122,28,18,22,16,6,78,17,40,167,95,57,7,38,20,2,58,5,0.380176,0.490462,0.1924876,0.832575,1.076259,0.1895956,1.237792,0.498197,0.615134,0.505896
"3754",107300669,"phosphodiesterase 12",36,32,43,28,19,21,9,10,24,20,25,17,22,20,15,14,26,21,24,15,13,22,61,40,51,24,17,55,35,27,1.30662,1.53375,1.61337,1.39747,6.320611,2.181358,1.737359,8.39071,10.1454,3.14185
"3755",107300792,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",1,5,6,1,2,2,0,2,1,1,1,0,1,2,6,0,0,1,1,1,1,5,5,3,5,2,1,3,2,3,137.016829,145.004527,147.203472,147.011967,43.273417,50.10891762,43.8129669,90.15148,85.1969,62.3269
"3756",107300825,"major facilitator superfamily domain containing 11",44,50,64,75,18,30,28,34,36,38,50,39,33,26,39,20,49,27,32,34,53,72,41,49,31,70,47,19,19,43,13.42165191,15.74523,18.3252,16.0498951,8.617287182,2.6748283,4.797672702,0,0.0271188,7.16496
"3757",107300868,"coiled-coil domain containing 73",5,3,2,2,1,2,0,2,0,0,0,0,0,0,0,0,1,4,2,4,0,5,9,2,2,2,4,2,3,5,0.111144,0.4890784,0.97733,0.116736,0.1398274,0.0239321,0.1521933,1.43985,0.790967,0.404873
"3758",107300922,"electron transfer flavoprotein alpha subunit",990,704,1112,1115,770.94,620.11,318.43,411.81,788,535.11,885,1060,560.25,500.39,519.55,603,583,662,1069.02,490.82,665.6,885.87,1260.56,975.65,1106.13,680,752,960,918.19,659,170.417324,172.564357,177.823828,157.998759,203.972946,260.76708,268.2435399,104.3108791,167.289315,109.9226554
"3759",107301007,"mannosidase alpha class 2C member 1",27,52,44,24,42,37,45,32,40,35,51,60,29,37,32,36,29,35,57,37,26,86,127,44,83,24,34,7,45,22,71.247903,127.973744,127.004293,120.6048037,49.32184799,20.23199243,28.3344664,2.222921,3.593757006,4.673903
"3760",107301019,"nei like DNA glycosylase 1",104,230,297,73,65,99,103,87,68,93,151,126,144,193,120,133,87,171,56,183,120,93,255,94,96,78,65,90,145,55,6.38609,6.98667,6.84771,7.965300089,15.281467,4.2439929,13.115317,1.947138,1.047709,3.359003
"3761",107301086,"ubiquitin protein ligase E3A",2105,1815,1792,1346,1166,1476,617,801,1080,1147,1919,1666,843,821,814,780,1089,885,1390,771,819,1453,2363,1543,2617,1422,1697,830,2240,886,53.1286742,52.6937468,57.8914914,47.819696,11.65398632,4.134363431,11.116743,17.709046,14.481334,6.171672
"3762",107301132,"ankyrin repeat and LEM domain containing 1",1,0,1,0,2,0,0,0,3,0,2,1,0,2,2,0,1,1,2,0,0,0,0,1,6,1,0,0,1,0,0.240569,0.702487,0.857734,0.690591,0.723191,0.417324,0.456637,0.834402,0.820298,0.375707
"3763",107301137,"arrestin domain containing 1",7.98,13,30,0,26,13,13,9.9,10,9,12.84,14.68,0,13,11,14,10,14,18,20,3.74,25,19.78,23,17.12,11.97,15,7,13.29,7.98,6.896389,9.244658,11.73857,12.321144,36.54274,7.189445,18.09882,0,0,2.07056
"3764",107301157,"aldehyde dehydrogenase 9 family member A1",1597,1840,1889,1200,1247,1117,780,749,1075,755,1045,1189,974,1039,762,914,897,724,1835,883,646,1306,2311,1336,1617,1108,993,1065,1477,968,132.793462,106.009163,106.91473,107.112579,56.4423,24.8758775,64.467479,391.27934,1.545971,234.48904
"3765",107301166,"transmembrane and coiled-coil domains 1",596,690,906,533,337,299,186,350,542,266,470,494,387,270,361,363,332,198,841,284,471,465,661,589,636,657,527,302,373,287,56.661156,55.262937,59.831081,59.65156,43.803387,44.259443,53.386972,161.858,0.346521,54.4121
"3766",107301177,"protein kinase AMP-activated non-catalytic subunit beta 2",176,270,332,199,124,301,51,94,166,89,135,161,135,77,110,82,56,76,218,80,81,239,213,205,203,305,107,98,398,131,1.312037,1.1190405,1.0768845,1.193268,14.05598,2.59735,23.761386,12.08585,11.475116,6.018110154
"3767",107301295,"nuclear receptor subfamily 3 group C member 1",234,423,447,240,138,250,116,143,285,209,375,255,233,202,137,195,240,83,294,101,143,267,387,271,386,418,241,140,356,135,14.04907121,14.64435401,14.654338,12.68583629,11.19096553,16.941298,48.767755,20.20982,27.11332,10.65269
"3768",107301303,"transmembrane protein 131",1137,1593,1664,888,832,1050,315,796,1134,527,1889,612,1075,601,470,512,503,566,1284,703,359,1638,3085,1254,2255.99,1019,1068,200,1680,461,5.5069641,5.87490304,6.5057295,6.0037834,5.302826,1.4606477,5.367398,7.82914,12.02846813,7.466381
"3769",107301307,"Yip1 domain family member 5",7409.61,1060.04,1569.99,3010.07,2522.88,981.66,1456.81,1073,1522.39,1177.32,1151,2743.94,869,1495.4,1488,1166.17,2157.31,3164.44,1437.57,1189.08,1458,976.83,2438.46,1505,4232.29,1612.38,2677.92,1274,833.26,2562.8,10.1033,15.83152,23.33901,13.091562,10.199772,6.56544,7.565371,57.3102,36.1311,18.4816
"3770",107301319,"fibroblast growth factor 1",0,3,7,1,1,0,0,1,3,0,2,4,2,0,0,1,0,0,1,0,0,4,3,1,0,5,1,0,2,1,29.44907,19.493813,22.08942,21.132404,0.139893,0.143879,0.0745928,16.1424,8.13215,5.36017
"3771",107301342,"anoctamin 1, calcium activated chloride channel",176,354,304,75,89,149,47,106,187,66,216,135,176,131,75,66,64,87,223,79,172,288,519,369,414,183,237,54,303,42,1.3194845,0.710265914,1.047606401,1.432689698,47.077964,13.467101,27.23662808,50.46790019,43.903486,64.182
"3772",107301383,"ATP synthase F(0) complex subunit C3, mitochondrial-like",5009,3307,3846,5430,2703,3037,1983,2833,4855,3049,3098,3699,2512,3260,2927,2448,2814,2452,4787,2118,3074,4818,4292,4665,4168,4139,3623,12286,3856,3312,652.237191,663.058721,635.627464,606.363706,257.94314,130.38013,202.099912,509.650317,524.61448,162.514217
"3773",107301404,"bromodomain containing 4",737,702,1037,496,674,697,257,430,553,456,798,1120,610,403,315,473,495,484,1367,450,451,723,1716,1074,1290,600,810,724,1008,577,15.606134,17.168092,20.640381,17.136774,27.710724,2.1612743,5.8265863,27.790231,28.89366,29.9916
"3774",107301448,"NK1 homeobox 2",59,32,42,19,23,12,10,5,32,7,26,33,25,21,18,2,60,17,42,20,12,20,35,49,35,23,32,26,24,24,0.130824,0.156462,0.182768,0.0972727,0,0,0,0.147832,0.0388901,0
"3775",107301475,"phospholysine phosphohistidine inorganic pyrophosphate phosphatase",600,541,575,448,395,547,157,210,509,260,424,465,333,303,430,313,535,181,937,260,267,396,644,470,510,628,334,375,1039,221,141.168676,114.817195,111.926015,111.951812,36.964072,14.8847701,23.818483,22.630262,17.2702009,4.976287
"3776",107301542,"family with sequence similarity 175 member B",462,732,773,502,294,476,171,261,567,188,591,559,409,251,307,277,234,227,624,229,245,449,925,594,584,808,405,215,682,264,8.7159582,7.0511179,6.587679,6.067207,2.88917,2.1526,3.39394,6.52896,7.02293,3.2922
"3777",107301565,"RAD18, E3 ubiquitin protein ligase",160.09,153.59,210.49,141.4,83.12,139,27,136,143.08,45.8,188.83,138.42,202,89.03,53.42,86,42.55,42.29,269,64.01,96,275.81,302.03,266.8,160,178,126,73.24,128,85.7,0.4317616,0.348599,0.329011,0.2523465,0.888626,0.713215,0.805605,0.712773002,1.576347,0.637864
"3778",107301598,"major facilitator superfamily domain containing 2A",64,13,35,60.01,190,25,24,33,54,26,64,25,59,61,26,49,55.06,77,22,44,22,77,102,13,63,33,45,141,33,155,58.562521,29.80599,28.3057,31.251634,24.33996,32.35564,21.06026,126.1318,132.5456,35.54416
"3779",107301699,"fibrinogen like 1",38,210,54,79,22,111,32,49,92,50,95,39,67,61,53,66,69,21,139,38,63,140,37,60,78,151,104,25,63,51,100.594948,96.693039,89.814703,97.369239,231.005781,4480.409944,541.7532944,834.097,1343.9,684.891
"3780",107301709,"microtubule associated tumor suppressor 1",1637,1038,953,785,606,1258,382,427,824,465,625,477,471,564,554,443,670,547,617,533,365,814,1147,540,1175.98,721,759,397,1096.99,585,28.3844184,42.947944,38.198538,42.148863,13.588352,19.7068509,17.1038298,83.84248715,85.199474,82.563994
"3781",107301769,"vacuolar protein sorting 37 homolog A (S. cerevisiae)",464,453,530,369,264,207,138,193,309,145,321,237,210,178,217,195,211,217,424,187,206,261,437,380,405,471,307,138,256,258,5.06964,5.26609,6.18953,5.82161,17.217595,15.765357,9.497892,24.74384,19.75007,16.7025
"3782",107301780,"CCR4-NOT transcription complex subunit 7",258,152,150.02,146,105,84,65,93,100,95,111,142,86,84,68,81,111,136,142,109,83,139,332,133,213,130,149,43,156,67,4.958519,8.258595,5.723403,6.1332886,24.51178,10.38401,18.93725,35.7176,26.9494,11.8712
"3783",107301792,"mitochondrial calcium uptake family member 3",52,47,44,43,33,28,14,29,48,16,41,20,16,24,46,34,29,21,39,21,27,20,42,39,53,38,50,16,52,38,0.9273854,0.8913519,1.0847666,0.708088,2.40279,1.7012,3.216285,2.55208,2.36379,2.97127
"3784",107301803,"myotubularin related protein 7",5,10,9,3,0,3,1,7,8,3,6,12,2,4,2,6,4,3,11,2,4,3,5,6,7,9,6,2,5,0,0.6572638,1.24131,0.819059,1.011715,0.2315559,0.3911867,0.4973211,5.848338,10.0301508,1.82245
"3785",107301853,"IKAROS family zinc finger 2",11,91,120,54,44,38,22,43,26,35,125,59,55,35,33,30,30,22,54,41,51,120,153,70,39,72,33,3,83,20,0.0159908,0.03538884,0.040399,0.0645006,0.279578705,0.1007683,0.1948997,0.337704,0.46557272,0.131026
"3786",107301875,"carbamoyl-phosphate synthase 1",1,9,5,1,1,11,1,5,6,0,3,5,1,1,0,2,1,0,3,3,3,3,12,4,11,8,1,0,3,0,637.842,605.707,566.311,629.883,271.367072,193.2731559,991.1134476,1322.02195,2002.09882,958.524383
"3787",107301898,"sperm associated antigen 16",47,235,217,130,58,144,11,90,136,40,129,108,123,54,21,160,41,23,365,58,134,241,154,216,44,185,60,16,161,41,0.058271,0.0166469,0,0.0147407,4.9492523,2.704664,7.44638712,0.0829155,0,0.0514325
"3788",107301928,"acyl-CoA dehydrogenase, long chain",149,258,419,155,119,108,102,98,182,71,119,155,133,146,166,123,139,150,204,115,137,206,329,248,155,167,144,79,133,121,37.63516,35.06412,32.48414,36.6755,8.155601,6.8683378,10.22435,105.084879,90.900829,42.657747
"3789",107301959,"KAT8 regulatory NSL complex subunit 1 like",255,529,523,201,155,231,72,130,223,62,289,199,199,104,108,112,132,128,357,157,140,230,467,262,264,357,223,64,268.99,150,1.746693,1.763322,1.578719,1.339009019,2.646229,1.1144294,3.964855,4.585737,6.68689168,3.608837
"3790",107301970,"myosin light chain 1",0,5,2,1,0,0,0,1,0,1,10,0,0,1,0,0,1,0,3,0,0,9,0,4,0,0,6,0,0,0,0,0.517232,0,0.34133,0.170649,0,0.279624,0,0.101302,6.664053
"3791",107301996,"peroxisomal trans-2-enoyl-CoA reductase",10,41,33,13,6,10,2,8,24,1,23,21,17,7,8,9,4,4,55,6,11,44,51,41,9,23,6,4,16,16,202.908087,187.668693,185.36876,195.299348,82.995673,13.927874,101.15135,370.681,362.08,150.562
"3792",107302000,"TP53 regulated inhibitor of apoptosis 1",279,119,191,337,229,95,107,153,160,160,129,178,64,188,167,171,140,201,168,77,170,135,194,127,167,169,119,516,127,258,9.73016,9.48503,9.78475,9.64546,20.20971,16.88716,30.24757,172.679,68.8039,38.8728
"3793",107302031,"ribosomal protein L37a",4813,3186,5081,4742,3452,3937,1675,1933,5321,1658,2180,2494,2046,2797,2462,1980,1353,912,3591,1337,1866,2976,2776,2647,3640,4229,3295,11187,3055,4282,203.600248,164.347261,228.34161,212.170325,827.8195,556.0822,669.7801,1540.784,786.3488,437.254
"3794",107302042,"X-ray repair complementing defective repair in Chinese hamster cells 5",134,270,320,77,61,100,31,52,127,35,159,161,106,54,48,49,56,41,179,71,56,141,357,203,183,147,89,30,168,69,2.93883,2.88528,2.92755,2.89664,84.888278,85.46618,144.8961429,7.43283,5.52307,4.8711
"3795",107302054,"mitogen-activated protein kinase kinase kinase 2",25,19,29,24,11,13,11,17,19,12,39,15,15,14,10,8,2,10,19,8,7,21,33,21,15,23,21,15,17,18,2.351393,3.137741,2.974699,2.749286,7.742742,2.08754,5.412977,4.20659,3.10018,5.40292
"3796",107302093,"cytochrome c oxidase subunit 7C, mitochondrial",557,820,970,1226,408,744,358,505,957,410,569,459,610,608,524,497,294,192,938,352,488,760,662,524,635,1121,554,1647,726,583,495.408664,425.700561,483.871185,491.924414,355.073698,80.844714,177.193626,732.788,623.675,318.622
"3797",107302145,"transmembrane protein 169",2,9,6,3,0,4,0,0,4,1,3,1,0,0,1,2,0,0,3,2,0,4,15,2,10,5,6,3,4,1,0.118484,0.137473,0.352141,0.195351,1.39062555,0.132902451,0.738705422,1.43316,2.3462,2.27926
"3798",107302184,"polyribonucleotide nucleotidyltransferase 1",200,302,413,156,139,163,45,68,120,121,328,169,205,94,278,223,109,89,173,96,65,299,514,226,345,439,114,90,228,164,14.47808,10.899177,12.978041,12.256566,3.376369,2.4781394,3.2067329,13.0999,10.354,9.73005
"3799",107302238,"Fanconi anemia complementation group L",6.11,77.1,50.37,17.4,12.27,45.25,8.32,43,22.91,7,128.09,22.9,82,26,12.32,16.54,7,9.45,38.34,17,38.26,112.12,81.24,87.11,37.62,58.58,19.39,1,66.04,7,1.417441,1.830869,1.8356724,4.2747078,5.14794,7.5179319,16.13356326,5.721721,3.709362,3.210999
"3800",107302249,"coiled-coil domain containing 85A",7,18,28,10,14,17,0,8,25,9,14,14,5,4,9,2,3,9,27,8,6,13,43,10,29,28,6,6,20,10,0,0.0391558,0,0,0.0615031,0,0.0459121,1.45854,1.16798,1.34266
"3801",107302260,"EGF containing fibulin-like extracellular matrix protein 1",37,118,162,37,44,119,14,37,57,38,175,23,104,42,36,32,20,9,145,69,30,120,185,125,77,39,30,5,108,10,6.01853,5.77975,6.5542516,5.51491,1.052166003,3.936304,2.787936,4.4392,3.195478,0.697673
"3802",107302288,"coiled-coil domain containing 88A",133,341,232,179,65,137,54,92,508,144,468,205,215,109,124,90,80,78,193,88,84,304,407,322,227,218,117,85,314,172,0.3143622,0.05317241,0.3655511,0.130109,3.3519566,1.9823033,6.4691463,2.441042032,2.802308,1.689199932
"3803",107302298,"mitochondrial translational initiation factor 2",679,780,855,659,384,558,282,322,618,317,492,508,342,484,412,414,430,381,667,352,416,440,757,390,609,635,514,708,542,329,13.73795,6.7652964,8.820911,8.1881212,15.2887,7.97124508,13.73283182,7.65382,7.05223,3.55009
"3804",107302337,"reticulon 4",1594,3387,2657,1476,817,2438.34,345,968,1246,677,2107,1698,1354,606,853,687,301,336,2160,646,736,1797,1452,1704,2213,3243,967,1360,3565.01,564,37.8799405,31.9822314,32.49491625,32.8263259,89.923279,54.183023,229.7866729,167.4278,138.7771,84.29578
"3805",107302348,"eukaryotic translation initiation factor 4H",1316,1094,1200,876,655,833,350,540,794,623,1433,1180,614,516,597,678,522,474,1190,508,408,798,1551,589,1460,963,752,1480,1341,742,102.664631,117.533128,110.899072,110.056284,131.423833,37.2052497,71.121684,0.547054,0.6633339,111.9358
"3806",107302350,"MYB binding protein (P160) 1a",670,301,560,246,385,340,390,272,402,364,419,526,248,405,447,360,458,547,398,328,275,304,956,463,853,336,397,460,494,473,14.007779,19.162123,19.967447,22.567513,17.31277746,3.918186157,4.26965082,0.0189136,0.035842,9.28075
"3807",107302357,"microtubule interacting and trafficking domain containing 1",242.39,419.24,548.23,285.28,191.6,265.88,87.88,220.66,322.98,135.52,720.2,350.03,355.88,171.24,269.32,439.7,108.58,133.37,416.62,121.92,239.9,645.43,534.08,367.99,352.6,713.18,255.98,117.02,331.78,159.4,3.224528,5.157063,4.329838,4.560525,3.4001219,7.2232505,9.978334,12.9384,5.56284,7.29752
"3808",107302358,"chondroitin sulfate N-acetylgalactosaminyltransferase 1",1,1,0,0,2,3,0,1,3,1,1,0,0,1,0,0,2,0,3,0,0,2,9,2,1,7,0,2,14,0,0.0920047,0.186562,0.129731127,0.120495,0.9778455,0.3979189,0.885243,3.556320004,2.236571,0.306187
"3809",107302364,"mitogen-activated protein kinase kinase kinase 3",39,60,59,31,25,38,19,34,55,46,52,53,34,31,28,30,27,55,66,51,34,66,260,38,68,35,52,9,78,13,6.983937,8.536573,9.321766,8.989923,4.447879,1.38072,2.886943,0,0.0679457,5.56482
"3810",107302366,"mitochondrial ribosomal protein L30",292,144,269,337,195,144,100,167,307,155,293,214,156,163,178,217,174,151,293,84,163,275,323,299,239,354,189,678,268,311,42.09716,54.850562,53.895849,57.769039,13.66784,9.72307,15.81317,49.0958,43.833,30.6411
"3811",107302369,"gap junction protein gamma 1",14,54,96,48,11,58,2,16,31,29,65,101,30,12,12,15,6,35,67,28,41,131,217,69,41,120,23,7,53,21,0.054482714,0.345297321,0.141517,0.2738224,1.016983,0.1030057,0.5116603,0,0,0.240432
"3812",107302371,"G-patch domain containing 8",338.31,629.99,691.44,849,250.23,848,203.39,568,571.65,430,575.1,781,362.04,254.78,281.68,242.27,248.3,513,650.97,272.56,481,976.98,2037.98,472.94,494.36,1086.98,451.69,133.96,1097.95,345.11,4.5188975,5.5617198,5.5383088,6.6867008,4.449072,0.517701,2.017959,0,0,2.881607
"3813",107302377,"integrator complex subunit 10",65,106,109,102,39,88,16,66,59,44,64,112,58,41,28,25,29,75,77,38,49,208,565,75,65,169,60,8,87,30,3.780108,3.020676,3.533972,3.834171,44.09750267,77.9129926,43.5123088,9.768177,10.90476,8.162630001
"3814",107302381,"G3BP stress granule assembly factor 2",419,444,706,595,276,325,103,355,286,252,387,497,353,226,164,230,207,295,438,213,373,1001,1740,347,375,564,289,139,591,191,9.8869382,11.6979519,9.2895777,10.6341639,26.634921,8.4753818,15.029319,18.26704,20.32792,5.773919
"3815",107302385,"eukaryotic translation initiation factor 2 alpha kinase 3",1285,346,328,1392,917,507,518,849,407,765,450,368,208,599,526,399,769,1318,338,527,646,697,1527,314,771,562,943,282,531,722,5.7344589,6.869997,7.886599,6.802239,3.753995,5.370162,2.352847,11.65498,4.700939,2.24306
"3816",107302387,"mitochondrial inner membrane protein COX18",167,192,251,229,91,195,51,160,155,122,150,380,134,83,89,71,102,145,206,83,166,275,495,156,193,325,161,48,265,101,21.895704,19.95718,20.664162,19.564132,7.452534,3.5010673,6.936166,7.07433,8.69708,6.94617
"3817",107302388,"eukaryotic translation initiation factor 5B",6086,2711,3119,3845,2642,2441,1633,2181,4109,2211,3419,2960,2010,2580,2253,2284,4236,4074,3345,1899,2239,2670,4724,2947,4814,3244,2978,3619,4884,3998,4.505108,3.681725,2.933419,3.7374499,10.5103063,4.96003,9.639464,39.2414,31.1729,11.88335
"3818",107302390,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like",1,16,24,25,5,10,0,5,14,1,6,7,13,3,5,9,2,3,23,1,3,16,12,10,7,24,5,5,23,6,5.23585,6.04924,7.236572,5.446714,2.4440377,11.50540728,8.6970116,0.951481,0.714495,1.238781
"3819",107302391,"amphiregulin",12,37,77,46,19,38,18,37,28,15,37,60,22,15,8,18,11,19,34,8,24,37,155,23,26,58,20,19,38,13,0,0.0520321,0.0588216,0,0,0.29569,0,0,0,0.0314911
"3820",107302392,"required for meiotic nuclear division 5 homolog A",305,630,648,457,184,481,131,318,252,186,322,466,227,165,209,114,138,251,395,217,266,487,1263,361,355,874,202,48,635,147,23.6487978,26.620012,26.681069,27.754366,29.565067,3.58046,18.8205,17.89304,27.3011,14.88598
