"","X","gene","description","class","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Pm_1_heart","Pm_10_heart","Pm_3_heart","Pm_5_heart","Pm_8_heart","Pm_1_kidney","Pm_10_kidney","Pm_3_kidney","Pm_5_kidney","Pm_8_kidney","Pm_1_liver","Pm_10_liver","Pm_3_liver","Pm_5_liver","Pm_8_liver","sg_1","sg_2","sg_3","sg_4","hrt_1","hr2_2","kidn_1","kidn_2","kidn_3","livr_1","livr_2","livr_3","Naja_vg_1","Naja_vg_2","Naja_vg_3","Naja_vg_4","Naja_vg_5","Naja_vg_6","Naja_liv_1","Naja_liv_2","Naja_kid_1","Naja_kid_2","Naja_pan_1","Naja_pan_2","Naja_sg_1"
"3577",5583,107298598,"transmembrane protein 11",NA,42,11,14,38,10,11,6,13,16,7,22,15,11,22,8,14,10,10,18,4,8,10,16,14,19,8,23,20,15,24,11,14,9,12,5,34,23,26,12,9,27,26,14,19,17,0.38,0.06,0.27,0.17,2.75,2.62,4.12,3.65,4.05,2.24,2.62,2.26,12.7749,7.95609,16.5563,14.8669,44.1948,18.753,32.092,33.3775,37.4934,38.0223,19.6252,18.4581,19.5967
"3578",5585,107298606,"von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase",NA,17,53,144,25,10,72,7,23,27,8,62,24,43,29,20,46,27,22,79,41,30,79,40,42,33,40,21,6,44,5,16,8,35,41,22,44,36,51,30,37,32,29,25,21,39,0.28,0.39,0.41,0.38,4.39,3.41,13.7,13.11,13.59,4.59,5.42,4.9,4.30316,1.47305,6.4392,7.7713,4.21114,6.77509,8.06744,4.39372,10.654,8.17875,6.53483,1.81375,11.0089
"3579",5586,107298609,"family with sequence similarity 219 member A",NA,1,1,1,0,0,1,0,0,3,0,1,0,1,0,1,0,1,2,0,0,1,3,0,2,1,1,2,1,1,1,1,0,1,0,3,0,0,0,2,0,1,0,2,0,0,0,0.03,0.01,0,15.48,13.6,0.16,0.22,0.2,0.03,0.05,0.03,1.02866,7.52923,1.5965,1.54342,3.28776,1.01606,2.11266,2.292496,1.95496,4.098818,2.48769,0.969163,6.734853
"3580",5587,107298611,"cholinergic receptor nicotinic alpha 9 subunit",NA,2,4,1,2,16,0,1,0,3,7,1,2,9,1,0,2,3,0,2,1,0,2,2,34,3,6,2,1,2,3,1,0,0,4,0,2,4,0,1,0,0,0,1,0,2,1.79,1.66,1.76,1.75,1.9,1.62,2.46,2.68,2.9,1.41,1.3,1.2,9.43088,0.854869,6.38962,6.93696,4.83323,1.11775,1.83371,0.682729,1.55963,3.69007,1.50621,0.391335,2.65492
"3581",5588,107298625,"DEAH-box helicase 15",NA,607.51,1030.58,2783.67,1222.08,520.06,650.2,179.89,432.09,899.99,220.59,658.35,542.9,335.66,247.13,249.92,250.99,262.25,252.38,991.16,214.39,371.24,333.04,1276.26,1780.25,1045.44,1143.95,841.26,1739.1,3324.91,1288.51,219.56,283.17,223.22,1556.81,211.61,248.94,153.21,213.46,167.99,168.89,98.48,175.58,108.39,95.32,204.81,0,0.16,0.53,0,0.97,1.18,0.46,0.29,0.48,0.42,0.23,0.75,17.172,26.0234,31.5046,23.4804,48.6592,18.57,42.1825,40.6042,53.429,68.7673,31.7535,16.0797,46.5895
"3582",5589,107298631,"platelet derived growth factor receptor alpha",NA,25,173.98,161,80,40,88,53,27,131,44,125,56,93,43,33,32,59,42,149,35,29,165,480,99,95,108,88,37,88,17,19,41,71,149,93,68,50,52,88,49,3,24,10,20,54,0,0.03,0.04,0.06,0.47,0.33,1.82,1.52,1.63,0.34,0.42,0.5,0.429373,0.568244,1.65302,0.838382,0.49264,0,0.904561,1.03141,0.94246,3.59564,1.68687,0.371609,2.31245
"3583",5590,107298636,"ClpB homolog, mitochondrial AAA ATPase chaperonin",NA,0,3,0,2,1,2,2,5,5,1,1,3,2,3,1,3,0,0,1,1,0,1,4,4,9,3,3,4,4,3,0,6,2,14,4,0,1,8,2,0,0,2,0,0,3,0.54,0.65,0.47,0.55,7.73,6.83,9.03,9.19,9.49,4.56,4.25,4.41,8.27177,10.1334,10.7173,5.7884,9.43328,5.99565,15.7427,17.9764,19.3481,18.664,7.77333,4.81236,12.712
"3584",5591,107298651,"zinc finger MYND-type containing 19",NA,8,6.66,3.46,2.12,5,1.58,2,0,4,3.1,1,5,4,1,3,3,0,5,7,1,0,3.49,3.34,3,11,6,1.31,4.5,3,4,0,4.03,1,3,4,13.08,8.53,6.54,24,5.44,6.97,12.39,4.16,23,23,0.89,0.75,1.23,1.21,13.41,13.08,18.39,19.3,18.47,9.91,8.22,10.64,4.27758,8.34894,6.11023,4.88856,22.2438,8.00303,17.1435,36.5168,26.7073,27.9687,10.216,6.18,7.10134
"3585",5593,107298654,"ribosomal protein L12",NA,3080,2251,3279,2938,1871,2248,1422,808,2580,990,1130,3625,874,1661,2043,1172,696,541,2569,1104,1095,1476,2072,1060,2091,2090,2479,8214,1097,2776,887,2239,1371,492,1079,3482,2743,5035,2661,2268,3876,4352,3628,2265,3305,0.06,0.02,0.14,0.05,58.18,50.88,7.57,7.71,7.82,0.02,0.02,0.11,535.895,377.023,762.996,594.903,1434.73,524.685,1135.61,1627.33,1375.1,1200.86,836.084,469.679,609.806
"3586",5595,107298662,"solute carrier family 35 member B4",NA,6,4,7,3,6,0,0,4,6,2,5,8,1,4,1,0,2,3,3,3,2,6,37,4,19,4,3,9,1,3,1,3,2,1,0,0,2,0,0,0,0,1,3,1,1,0.17,0.37,0.12,0.57,1.2,1.28,5.94,4.55,9.35,1.48,1.98,1.93,9.03834,6.681735,7.23492,8.5926,24.411,5.449817,4.45907,15.58604,1.93925,3.45267,2.63839,0.740147,5.31438
"3587",5596,107298675,"DEAD-box helicase 52",NA,487.98,1502.12,1142.3,450.51,443.08,862.09,265.98,619.04,539.96,353.38,755.97,811.66,521.41,211.68,284.86,528.52,223.97,229.98,700.46,345.46,330.26,916.89,1187.33,1248.94,970.98,1228.08,408.64,626.49,856.57,443.17,292.57,304.03,307.89,309.41,266.3,261.13,231.62,342.93,211.15,220.66,184.5,256.97,209.29,144.49,319.4,0.26,0.26,0.36,0.35,15.7,13.09,17.34,16.58,17.89,11.46,10.52,10.43,1.23486,3.18876,2.95451,1.63751,6.32808,2.5413,1.87052,2.30261,2.75997,2.27112,1.93271,0.486576,5.05404
"3588",5597,107298679,"voltage dependent anion channel 2",NA,2622,2652,3296,2656,1830,2390,789,2047,2384,1329,3501,2536,2004,1705,1563,1834,1480,1624,3313,1451,1809,2818,3226,3418,2660,1973,1895,3206,3162,2357,2702,2904,3336,610,3368,3049,2905,4186,2743,2646,3090,3902,3045,1651,3553,1.16,0.78,1.07,0.92,0.41,0.42,0.42,0.39,0.26,0,0,0,78.87486,267.711,150.7773,99.32524,254.3013,280.322,225.2047,324.0743,271.223,361.862,115.7728,99.28307,242.4697
"3589",5598,107298680,"phosphatase and actin regulator 3",NA,0,4,3,0,1,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0.17,0.22,0.29,0.11,3.5,3.24,23.06,22.88,22.25,0.55,0.56,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0
"3590",5600,107298687,"matrilin 4",NA,4,56,64,12,7,21,0,4,33,4,12,33,24,7,1,11,5,0,31,11,3,43,118,38,30,34,14,1,6,0,0,4,3,6,16,0,0,0,3,1,8,1,4,5,2,0.11,0.12,0.09,0.08,0.77,0.64,0.62,0.58,0.56,0.04,0.1,0.09,5.78664,0.0271087,5.28238,5.39765,4.62876,1.75536,0.237342,0.0270624,0.0575083,0.804481,0.216527,0.248192,2.39216
"3591",5602,107298694,"BUD31 homolog",NA,1699,768,1089,1418,1103,702,395,562,1131,485,802,1008,550,627,514,552,566,540,1124,380,635,834,1151,859,1178,1237,748,2336,928,1251,472,984,493,174,600,766,917,1383,1115,985,472,595,417,522,575,0,0,0,0,0,0,0.01,0.01,0.03,0.09,0.04,0.02,20.4798,68.5962,41.5293,29.2657,67.0615,26.4135,28.5625,46.272,35.5774,40.8272,17.5427,8.27421,37.1421
"3592",5603,107298696,"cleavage and polyadenylation specific factor 4",NA,300,114,155,147,113,149.55,69,66,117.98,71.99,136.6,211.33,42,148,111.25,49,56.18,71,188,88,86,78.14,99,121,301.34,114.18,93,389.24,78,247,95,214,114,121,104,938,515,756,605,457,724,904,503,534,466,0,0,0,0,0.07,0.04,0.02,0.04,0.01,0,0.09,0.01,4.51507,19.4295,8.04555,7.31347,40.2953,10.1626,17.4762,26.0159,26.9743,45.8625,17.9298,15.9776,11.7455
"3593",5606,107298701,"tubulin delta 1",NA,123,76,80,57,72,64,64,115,69,85,100,116,112,67,38,135,84,74,192,47,102,288,110,201,139,52,63,48,97,40,30,18,27,27,15,65,34,44,25,37,14,32,11,10,34,0.02,0.04,0.08,0,0.96,0.76,0.41,0.43,0.4,0,0.09,0.02,1.30698,1.67306,2.4363,0.776807,1.60299,1.96335,2.37797,0.989751,3.13954,3.71462,1.71128,0.195458,3.618
"3594",5607,107298702,"ring finger protein, transmembrane 1",NA,352,100,128,216,114,104,64,94,173,87,113,194,89,122,141,106,96,84,167,79,93,114,110,126,223,120,159,341,98,259,44,121,38,43,45,373,290,417,371,337,253,234,203,163,173,1.3,1.06,1.92,1.32,0.43,0.38,2.79,2.52,2.48,0.16,0.15,0.15,13.603,16.6914,21.4759,15.5319,55.9172,17.7183,8.42483,27.1494,17.9755,22.4169,11.6779,10.2594,17.9923
"3595",5610,107298717,"Cbl proto-oncogene like 1, E3 ubiquitin protein ligase",NA,6,7,13,9,4,9,0,3,1,2,7,9,5,4,2,6,2,5,9,3,8,5,9,11,8,8,1,2,8,5,2,5,8,15,7,2,2,2,7,7,2,1,3,0,5,0.17,0.14,0.14,0.18,0.21,0.18,0.97,1.16,0.99,0.21,0.18,0.15,8.63912,3.50295,11.1068,8.62656,21.7624,2.54452,15.1641,11.948,16.9265,21.4733,8.68642,3.47861,17.0895
"3596",5611,107298718,"B-cell receptor-associated protein 29",NA,292,355.94,446,251,117,316,48,154,257,163,232,306,169,148,129,93,133,101,454,119,150,172,275,233,388,295,180,135,297,148,277,298,276,118,264,777,505,749,538,462,842,728,541,465,520,0.78,0.52,0.43,0.44,7.57,7.18,4.09,4.22,3.71,1.8,1.97,1.7,3.83916,9.74591,8.03834,6.13952,6.3819,9.98219,31.277,19.2815,21.8745,24.7673,8.70494,4.37947,14.5477
"3597",5612,107298719,"spalt-like transcription factor 1",NA,1,7,1,0,0,0,0,0,17,0,1,20,8,1,2,0,0,0,6,1,0,1,67,2,1,1,1,2,1,1,5,3,2,29,2,143,84,95,62,51,63,67,63,39,72,1.95,2.61,1.7,1.5,34.29,27.73,19.56,19.77,18.14,24.5,26.61,29.11,0.0482544,0.0141914,0.379554,0.0343755,0.058001,0.0176717,19.8425,15.1305,32.6826,19.9393,4.76745,2.93886,0.893628
"3598",5616,107298751,"mitochondrial pyruvate carrier 2",NA,1158,1062,859,1294,825,888,694,701,844,770,1073,709,717,949,686,953,1204,528,1331,462,670,908,961,1212,1398,855,690,2630.27,994,891,7881,4959,3288,295,3817,1272,1439,978,872,747,430,809,261,557,390,0.03,0,0.05,0.04,3.29,3.9,10.43,9.4,10.76,11.86,12.93,13.68,16.8167,44.645,20.6892,17.108,25.8426,20.5724,50.0298,67.4986,45.9942,30.286,4.76303,2.05789,22.5332
"3599",5618,107298776,"ubiquitin like domain containing CTD phosphatase 1",NA,81,88,132,78,36,53,42,29,91,29,60,84,61,38,35,48,34,28,92,26,49,55,140,90,128,110,77,23,81,40,136,132,142,48,139,104,94,175,141,114,49,57,26,36,57,0,0,0,0,0.02,0.02,0.03,0.03,0.02,0,0.01,0.01,15.3279,53.2222,31.1948,25.867,50.2762,33.1106,20.6139,10.9174,42.1235,59.6322,38.3456,25.2789,32.8109
"3600",5619,107298782,"leucine rich repeat containing 6",NA,17,168,142,103,17,88,11,90,100,50,125,66,157,37,22,131,24,20,346,80,92,230,169,252,12,133,38,17,84,14,8,3,16,15,11,57,33,44,45,37,13,9,0,1,13,0.03,0,0.35,0,0.34,0.34,0.63,0.59,0.6,0,0,0,0.449036,8.35808,0,0.817255,0.156697,5.34715,0.537076,0.153098,1.26881,1.69632,0.576442,0.334303,2.59491
"3601",5621,107298790,"CDP-diacylglycerol--serine O-phosphatidyltransferase",NA,15,23,22,14,14,10,6,5,14,14,16,27,4,7,10,10,15,12,25,10,9,10,34,26,36,8,33,9,17,19,17,15,21,9,6,28,30,17,22,9,2,10,0,2,6,0.04,0.09,0.06,0.06,11.53,10.44,5.71,5.24,5.16,1.56,2.13,1.59,1.53067,38.2733,2.40429,0.968849,0.728106,0.901667,10.7168,4.00439,34.6277,50.66,0.210607,0.450977,0.398797
"3602",5625,107298804,"TP53 induced glycolysis regulatory phosphatase",NA,13,1,2,6,7,3,3,8,7,8,6,7,1,9,5,4,8,2,3,10,4,8,18,1,18,7,6,13,8,9,0,1,4,6,0,2,7,0,2,0,0,2,1,2,1,0.25,0.34,0.27,0.24,3.56,3.69,5.31,6.14,5.29,1.72,2.05,2.18,4.23485,2.31114,12.3073,6.15807,26.5794,0.86338,4.45159,6.07563,5.78537,7.29504,4.01776,1.15874,8.71213
"3603",5626,107298813,"tumor protein D52-like 2",NA,280,250,247,295,199,238,76,129,226,94,188,261,143,152,106,136,150,94,342,95,111,209,259,205,267,217,160,808,287,230,108,151,117,35,84,164,60,190,100,107,89,158,48,76,139,0.01,0.02,0.01,0,0.63,0.52,0.09,0.05,0.05,0.01,0.04,0.07,0.220793,4.09085,0.558222,0.28312,30.7852,0,1.02332,20.4194,0.495905,0.630653,0,0,0.25034
"3604",5627,107298821,"TMEM9 domain family member B",NA,874,609,721,700,388,425,294,319,616,364,475,685,402,365,470,343,436,346,592,365,458,468,857,616,795,605,483,1057,569,743,353,525,290,297,355,1299,1131,1793,1945,1328,789,563,532,656,718,0.52,0.59,0.37,0.23,5.04,5.34,6.08,6.51,6.64,4.42,3.93,4.36,2.95756,10.7309,6.08887,4.43417,12.591,14.7561,7.56971,6.48297,8.88158,7.76652,4.87563,2.45179,9.00098
"3605",5628,107298823,"chromosome unknown open reading frame, human C11orf16",NA,28,142,148,127,25,115,13,92,82,35,156,76,160,32,33,96,21,18,171,57,127,313,136,132,34,249,44,12,80,21,13,39,13,15,11,42,50,87,58,61,28,21,18,6,15,0.15,0.16,0.24,0.25,3.12,3.08,4.78,5.03,4.95,1.87,2.22,2.21,0.0243854,0,0.123305,0.0312691,0.0439663,5.46542,0.22604,0.0859128,0.21908,0.452739,0.242608,0.0562795,3.59433
"3606",5629,107298842,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",NA,92,127,157,119,61,75,34,53,73,44,110,103,77,58,52,45,35,50,164,40,62,143,183,149,109,139,80,27,126,63,164,145,124,36,197,135,137,295,200,163,65,105,74,84,95,0.01,0,0,0,0.08,0.08,0.13,0.02,0.04,0.05,0.02,0,5.97788,17.1655,10.3546,10.0508,15.2898,12.069,14.1427,6.03588,11.1969,16.0876,8.10171,3.2582,17.5407
"3607",5630,107298843,"glucocorticoid modulatory element binding protein 2",NA,8,3,3,1,2,0,1,2,2,2,3,5,1,1,1,2,2,1,2,4,4,4,10,3,15,2,2,2,9,2,0,1,2,13,2,3,0,3,0,0,1,1,1,0,1,0.18,0.15,0.17,0.13,2.45,1.83,10.98,10.43,10.84,3.93,3.2,3.24,1.77693,1.997,3.21678,2.1655,6.17322,0.949489,9.93419,9.02079,8.61147,9.71196,3.70196,2.06536,4.78212
"3608",5631,107298844,"stathmin 3",NA,0,1,4,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554857,0,0,0,0,0.219754,0,0,0.174464
"3609",5632,107298849,"cell adhesion associated, oncogene regulated",NA,45,56,93,20,26,42,15,27,34,22,56,11,32,36,38,21,35,28,39,49,32,56,100,48,55,28,46,6,54,24,248,56,256,228,313,41,50,53,31,78,17,32,39,15,77,0.12,0.02,0.02,0.01,0.23,0.47,0.36,0.37,0.44,0.11,0.26,0,2.75378,2.22155,4.05623,4.80501,3.65149,1.53007,5.80921,1.18412,3.81194,4.73105,2.61409,0.98568,10.6533
"3610",5633,107298858,"intermediate filament family orphan 2",NA,0,0,3,2,0,0,0,2,3,0,0,0,0,0,0,0,3,1,0,0,1,2,1,1,0,1,0,1,0,3,1,4,0,7,0,0,0,0,4,0,0,0,0,1,1,0.07,0.05,0.03,0.08,0.86,0.91,0.61,0.42,0.47,2.98,1.5,1.09,2.06989,4.30768,2.15721,2.93785,5.08041,1.14573,2.78283,1.04377,0.975937,1.53448,4.6767,1.3675,4.06675
"3611",5635,107298889,"DEP domain containing 1",NA,0,25,12,17,7,19,3,41,31,7,119,10,81,31,13,26,6,4,35,28,23,110,44,54,17,38,22,1,32,0,0,4,4,9,3,2,0,3,14,4,0,0,0,1,0,0,0.02,0.01,0,2.88,2.69,0.29,0.29,0.24,0.02,0.04,0.01,0,0.144633,0.167757,0.210205,0.103364,0.411664,0.0542696,0.0550043,0.0525985,0.0903751,0.223282,0.0270241,0.893934
"3612",5637,107298900,"solute carrier family 8 member B1",NA,53,23,28,6,36,6,21,19,16,28,42,26,9,20,17,23,30,22,19,25,8,29,45,23,63,7,18,25,22,10,8,4,12,10,5,36,24,5,24,11,3,18,16,7,31,0.64,0.71,0.72,0.63,6.74,6.45,6.85,6.99,7.28,5.06,4.27,5.16,2.67472,0.16707,7.91938,4.2695,5.38675,0.832173,3.10831,3.82217,11.3593,13.0486,0.706477,0.200305,5.60014
"3613",5640,107298908,"DnaJ heat shock protein family (Hsp40) member B14",NA,166,94,69,114,71,30,45,51,78,38,84,59,58,97,58,61,78,56,62,31,43,82,127,49,100.99,88,67,127,75,161,39,36,50,38,49,62,67,119,126,67,47,48,43,49,51,1.23,1.5,1.08,0.61,2.78,2.32,7.14,8.01,6.56,7.12,6.5,6.91,2.76768,11.1097,5.4196,4.33589,11.6715,3.28194,2.31552,1.83628,4.60491,2.75032,2.79911,0.977485,4.9119
"3614",5641,107298910,"neural cell adhesion molecule 2",NA,1,5.35,15.53,11,1,2.46,1.66,18,8,1,10,5,8.45,5,2,2,9,3,18,3,7.7,7,22.66,6.59,7,11,16,0,1,2,1,13,0,1,6,3,1,1,4,2,6,5,0,0,3,0.06,0,0,0,1.12,1.08,0.85,1.27,1.14,0.04,0.24,0.08,0,0,0,0,0,0,0,0.538661,0,0.29114,0,0,0
"3615",5643,107298919,"histone H2A.Z",NA,1087,368,456,803,558,369,236,333,507,183,520,431,392,287,326,398,315,273,565,203,389,678,571,491,737,418,574,392,256,506,155,407,165,194,152,393,346,829,623,450,238,143,143,107,147,0.04,0.07,0,0.11,0.28,0.28,0.09,0.41,0.06,0.19,0.14,0.07,3.29339,15.1279,6.51562,6.47664,10.4646,4.23489,7.18711,4.22756,10.8799,5.46278,6.29968,1.19296,4.4709
"3616",5646,107298932,"amyloid beta precursor protein binding family B member 2",NA,21,30,30,14,8,36,13,12,19,19,28,31,15,27,17,15,9,40,22,18,5,23,36,14,66,17,10,6,64,11,95,25,234,85,90,13,4,12,3,8,0,6,5,10,13,0,0,0,0,0,0.01,0.1,0.05,0.07,0,0,0,1.32116,1.33216,2.30636,2.33949,4.97201,0.933112,2.25977,1.63466,3.81517,4.22289,2.11245,0.907481,5.20721
"3617",5647,107298943,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4",NA,64.14,161.51,101.83,92.18,40.23,121.54,35,59.7,122.68,90.34,227.29,125.11,203,57.45,23.69,49.15,25.15,27.06,220.12,36.11,11.63,255.57,279.86,165,115.09,84.05,54.64,66,149.15,43.69,69.98,51.74,86.9,68.06,55.94,25.35,21.22,18.58,43.05,6.41,5.36,10,11.57,27.29,25,0.09,0,0,0,0.01,0,0.03,0.01,0.01,0,0,0,0.243017,0.791667,0.141787,0,0.112347,0.369682,0.25992,0,0,0.373762,0.0464952,0,0.551075
"3618",5648,107298952,"family with sequence similarity 185 member A",NA,13,19,21,14,8,14,11,11,16,8,15,22,14,10,16,12,13,25,22,16,19,24,39,19,12,16,5,4,19,6,16,29,12,23,16,14,17,7,14,8,12,16,12,13,20,0.02,0.03,0.02,0.02,0.47,0.33,2.66,2.86,2.79,0.01,0,0.01,0.546353,0.433835,1.51945,1.19099,2.52833,1.44061,1.51933,1.92487,2.33152,2.02872,1.42685,0.81961,4.33627
"3619",5649,107298955,"phosphoribosylformylglycinamidine synthase",NA,85,19,31,12,28,15,13,17,21,14,22,43,7,35,43,35,6,22,23,16,26,26,59,37,36,19,23,65,19,67,9,27,5,28,12,440,265,177,163,220,1897,1798,1565,590,1118,2.78,3.56,4.45,3.06,8.59,7.61,17.45,18.27,18.88,101.06,96.62,101.57,2.58668,0.0771445,1.82378,3.79338,1.78667,1.29686,170.306,349.536,136.439,95.1746,4.98383,4.60772,8.3937
"3620",5651,107298975,"nudix hydrolase 2",NA,20,25,44,32,20,32,7,14,23,12,34,24,19,7,8,14,9,7,38,8,19,40,29,26,20,28,17,38,30,25,20,33,26,6,17,14,11,15,22,5,32,41,21,25,24,0.09,0.09,0.1,0.05,3.65,3.06,4.3,4.65,3.95,3.12,2.52,2.76,1.78937,1.79831,3.39808,2.18682,4.95962,3.89083,8.68868,6.91805,9.99786,7.76128,4.97793,2.47433,5.64788
"3621",5652,107298976,"kinesin family member 24",NA,0,2,3,5,0,4,2,1,0,0,1,0,2,3,1,2,0,0,1,2,0,6,5,2,1,1,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.47,0.83,0.55,0.33,1.14,1.15,1.78,1.45,1.66,0.94,0.9,0.99,0.0438782,0.0619409,0.110935,0.104338,0.0949336,0.462789,0.298268,0.108212,0.643867,0.259014,0.123686,0.00675115,2.587
"3622",5654,107298979,"musashi RNA binding protein 1",NA,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,3,0,1,1,5,1,0,2,0,1,0,0,3,0,2,3,0,1,0,4,0,0,1,0,1,2,1,0.11,0,0.38,0,14.6,14.37,0.54,0.54,0.5,0,0,0,0.85666,0.755818,0.721952,1.00694,1.37292,0.705883,1.32347,2.07496,4.24899,3.0586,1.06535,1.23569,5.66591
"3623",5655,107298981,"WD repeat domain 78",NA,30.39,197.79,130.35,77.28,28,92.79,18,98.81,89.88,43.2,122,63.71,151.12,31.77,23.56,112.42,25.58,25,225.61,78.09,98.99,294.85,151.52,95.06,48.89,169.64,53.39,12,93.09,16,3,7,29.52,4.34,25,13,21.68,32.46,16,21.2,13,5,2,6.87,15,0.21,0.06,0.09,0.09,1.4,1.68,10.39,9.75,10.98,6.97,7.78,5.47,0.0529733,0.249267,0.252979,0,1.15319,6.55715,1.22759,1.82484,1.87722,2.67311,0.951576,0.176595,4.40457
"3624",5656,107298982,"exosome component 3",NA,76,33,15,27,27,20,19,21,29,32,46,45,36,24,31,21,40,21,48,36,24,42.98,41,32,48,42,39,131,29,61,72,67,57,13,33,142,58,84,87,38,77,63,38,58,54,0.01,0.05,0.01,0.01,0.12,0.15,0.14,0.21,0.17,1.57,1.46,1.48,3.49615,5.36154,5.17055,3.79625,6.4498,1.99009,7.71823,9.91565,7.85241,5.20166,4.33575,1.86549,7.5526
"3625",5657,107298992,"solute carrier family 39 member 8",NA,49,308,138.95,34,33,43,8,56,77,19,70.97,63,120,14,9,48,8,22,142,31,45,152.98,657,81,108.95,177,41,3,90,4,0,2,3,2,0,58,34,50,48,44,2,11,5,2,4,0.03,0.03,0.06,0,4.72,4.21,10.33,10.06,11.23,10.88,10.01,10.66,0.0272689,0,0,0.00999043,0,2.05434,0.81272,1.22837,7.82971,10.6818,2.87927,2.16066,1.91563
"3626",5658,107298993,"atypical chemokine receptor 3",NA,240,1528,2001,347,298,513,116,523,713,143,1984,793,1789,391,310,364,185,120,1281,265,373,1527,2344,1284,577,1031,296,38,1264,171,843,451,1013,207,926,285,278,359,288,303,108,243,152,155,302,0.02,0.01,0.03,0.01,0.26,0.24,0.09,0.13,0.14,0.25,0.19,0.2,6.63477,3.10736,11.2579,11.6781,7.13393,8.16877,4.91898,1.1698,7.79048,10.1783,9.34977,4.11891,25.9494
"3627",5659,107298999,"bleomycin hydrolase",NA,48,13,20,30,26,15,36,21,24,19,18,8,19,28,12,18,36,23,23,19,16,33,19,33,17,12,18,67,12,20,7,7,14,17,11,22,20,24,25,22,6,16,17,24,37,0.03,0.05,0.04,0.02,1.22,1.4,0.43,0.82,0.82,0.91,0.68,0.54,16.9657,18.2438,23.9312,15.7775,26.5206,20.5901,31.1536,136.938,20.0655,22.2365,11.8069,5.39019,38.5153
"3628",5663,107299015,"insulin like growth factor 2",NA,21,28,48,27,14,28,17,11,32,11,35,10,33,20,39,27,25,31,33,15,6,17,71,16,34,16,27,49,42,55,4,10,11,22,16,7,2,6,14,10,301,516,289,509,738,0.15,0.12,0.13,0.14,2.12,2.28,13.25,12.71,12.75,2.67,2.66,2.56,2.09317,1.79081,3.26078,3.30761,4.54906,0.557499,467.722,37.4684,4.93874,13.5277,4.83809,1.65909,14.9589
"3629",5665,107299022,"solute carrier family 31 member 2",NA,415,75,86,137,323,120,305,135,133,303,97,245,44,231,264,215,319,279,232,330,289,53,142,83,453,22,316,64,34,86,8,3,12,50,15,3,1,5,10,1,5,13,18,33,24,0.26,0.22,0.15,0.32,1.98,1.7,1.86,2.06,2.17,1.44,1.33,1.34,62.7369,8.88083,89.0691,87.0838,62.0702,43.1077,9.16875,5.1794,5.09259,4.80264,3.26726,0.830948,50.5224
"3630",5666,107299030,"muscleblind like splicing regulator 2",NA,102,48,55,28,21,30,25,31,37,29,43,58,27,35,31,37,33,39,39,39,36,28,71,34,66,29,78,31,46,26,31,9,33,12,20,34,18,51,39,18,23,28,22,15,33,0.18,0.09,0.49,0.06,0.01,0,9.39,9.19,10.8,0.37,0.43,0.39,1.9813,0,2.66621,2.21278,12.7909,0.842624,3.85087,0.225173,2.08147,3.55983,3.02036,1.99133,2.82617
"3631",5667,107299035,"interleukin 1 receptor accessory protein",NA,0,3,7,1,3,3,1,0,8,0,2,3,0,1,0,0,0,1,4.37,0,0,0,3,2,1,1,2,3,0,6,0,0,1,11,2,2,1,1,5,3,6,5,0,1,8,0.05,0.08,0.02,0.01,0.96,0.95,2.47,2.72,3.4,2.4,0.76,0.29,1.06262,0.181458,0.693309,1.93399,1.73047,0,1.74757,1.63034,1.53978,2.15399,0.767315,0.0791108,6.99573
"3632",5668,107299040,"transmembrane protein 164",NA,17,10,4,2,4,3,7,4,8,6,6,11,2,2,0,0,7,8,9,2,2,8,19,8,28,6,30,19,4,3,6,6,4,11,4,14,11,10,8,8,9,10,9,11,7,0,0,0,0,0.02,0.01,0.26,0.29,0.16,0.09,0.14,0.11,8.48143,2.80519,8.15498,12.9547,24.4392,6.28385,1.22874,2.82097,4.7097,3.69347,3.0231,0.604847,20.5717
