Pm_pro,Pm_geneid,Pm_description,target_id,cro_vg.un.,cro_vg_1,cro_vg_2,cro_vg_3(surrogate)
XP_029140344.1,107289318,tyrosine-protein kinase Blk,crovir-protein-9838,0.566399,0.239449,0.176721,0.327523
XP_029140345.1,107289321,coiled-coil and C2 domain-containing protein 2A,crovir-protein-4663,1.8449,3.34095,2.96365,2.7165
XP_029140346.1,114922699,chloride channel protein C-like,crovir-protein-5122,0,0.219059,0.386711,0.201923333
XP_029140347.1,107289332,nuclear receptor coactivator 7 isoform X2,crovir-protein-9124,0.749237,0.750454,0.752389,0.750693333
XP_029140348.1,107289339,neuronal cell adhesion molecule,crovir-protein-11824,0.649815,0.241716,0.379553,0.423694667
XP_029140349.1,107289374,succinate dehydrogenase,crovir-protein-2354,88.4941,165.869,175.953,143.4387
XP_029140351.1,107289348,"cAMP and cAMP-inhibited cGMP 3\',5\'-cyclic phosphodiesterase 10A",crovir-protein-9323,0,0,0,0
XP_029140355.1,107289357,FRAS1-related extracellular matrix protein 1,crovir-protein-15374,0,0.00932488,0,0.003108293
XP_029140357.1,107289376,transmembrane protein 189,crovir-protein-6572,4.60963,8.38339,8.92756,7.30686
XP_029140358.1,107289382,RIPOR family member 3,crovir-protein-6574,6.09984,3.20726,5.28091,4.86267
XP_029140359.1,107289391,transcription initiation factor TFIID subunit 4,crovir-protein-6644,0.987489,1.14774,1.11128,1.082169667
XP_029140360.1,107289397,"thromboxane-A synthase, partial",crovir-protein-6000,9.92726,9.61129,10.6594,10.06598333
XP_029140363.1,114922710,"acid-sensing ion channel 1-like, partial",crovir-protein-14454,2.61382,5.69142,6.78347,5.02957
XP_029140368.1,107289436,leucine-rich repeat and IQ domain-containing protein 1,crovir-protein-11932,0,0.0146436,0.0108424,0.008495333
XP_029140369.1,107289444,ubiquitin carboxyl-terminal hydrolase 33,crovir-protein-5894,2.95024,6.25457,7.25762,5.487476667
XP_029140370.1,107289443,mitoguardin 1,crovir-protein-5889,2.11456,6.62974,6.02902,4.92444
XP_029140371.1,114922712,zinc finger protein 774-like,crovir-protein-11191,1.48789,1.66017,1.51542,1.554493333
XP_029140378.1,107289480,rotatin,crovir-protein-5244,0.334249,0.257412,0.278315,0.289992
XP_029140379.1,107289489,"folliculin-interacting protein 1, partial",crovir-protein-13923,0.346351,0.723255,0.736147,0.601917667
XP_029140380.1,114922714,meiosis-specific kinetochore protein,crovir-protein-13924,1.74904,1.12023,1.30614,1.391803333
XP_029140396.1,107289612,afadin isoform X1,crovir-protein-9357,3.78805,5.66437,6.688,5.38014
XP_029140397.1,107289535,receptor-type tyrosine-protein phosphatase V-like,crovir-protein-6393,1.44437,0.641,0.545183,0.876851
XP_029140398.1,107289538,"uncharacterized protein LOC107289538, partial",crovir-protein-11303,0.386986,0.887715,1.1354,0.803367
XP_029140400.1,107289553,malignant fibrous histiocytoma-amplified sequence 1,crovir-protein-15173,6.90009,18.108,15.2075,13.40519667
XP_029140402.1,107289563,apoptosis-inducing factor 3-like,crovir-protein-11476,1.47515,2.67295,2.34793,2.165343333
XP_029140405.1,107289592,contactin-associated protein-like 5,crovir-protein-8097,1.3444,5.19488,6.00869,4.182656667
XP_029140407.1,114922723,armadillo-like helical domain-containing protein 2,crovir-protein-5279,0,0,0,0
XP_029140409.1,107289604,doublecortin domain-containing protein 2,crovir-protein-5284,0.270775,0,0,0.090258333
XP_029140410.1,107289609,catalase-like isoform X1,crovir-protein-7569,0,0.136439,0.275552,0.137330333
XP_029140411.1,107289636,butyrophilin subfamily 2 member A2-like,crovir-protein-13219,1.06967,1.90103,2.91287,1.96119
XP_029140419.1,107289646,alpha-2-macroglobulin-like,crovir-protein-13496,4.45903,2.28183,2.44281,3.061223333
XP_029140426.1,107289695,protein delta homolog 2,crovir-protein-9511,0.832872,2.0647,2.17245,1.690007333
XP_029140427.1,107289699,dedicator of cytokinesis protein 5,crovir-protein-12842,0.162764,0.177938,0.194572,0.178424667
XP_029140428.1,114922740,"ETS domain-containing transcription factor ERF, partial",crovir-protein-16883,8.23784,0,0,2.745946667
XP_029140430.1,107289749,"transmembrane protein 260, partial",crovir-protein-6963,1.07133,1.91084,2.28797,1.756713333
XP_029140431.1,107289712,multiple epidermal growth factor-like domains protein 8,crovir-protein-8821,1.07597,1.38027,1.41688,1.29104
XP_029140434.1,107289717,E3 ubiquitin-protein ligase COP1,crovir-protein-5667,8.2774,5.18063,6.337,6.598343333
XP_029140435.1,107289719,astrotactin-1,crovir-protein-5672,0,0,0,0
XP_029140436.1,107289723,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",crovir-protein-15471,3.65625,3.59863,4.58292,3.945933333
XP_029140446.1,107289751,coiled-coil domain-containing protein 125,crovir-protein-15692,3.64098,7.43099,8.14115,6.404373333
XP_029140449.1,107289769,PR domain zinc finger protein 5,crovir-protein-4533,2.45026,2.61151,2.94832,2.67003
XP_029140455.1,107289805,mediator of RNA polymerase II transcription subunit 15,crovir-protein-4245,8.42761,5.61299,6.44775,6.82945
XP_029140456.1,114922754,coiled-coil domain-containing protein 74B-like,crovir-protein-4228,1.92802,1.859,1.29201,1.69301
XP_029140457.1,107289807,leucine-rich repeat-containing protein 75B,crovir-protein-4234,1.35921,0.869769,1.1574,1.128793
XP_029140458.1,107289808,protein GUCD1,crovir-protein-4233,12.2511,6.93507,10.1149,9.767023333
XP_029140460.1,107289828,regulator of G-protein signaling 18,crovir-protein-5688,1.86966,0.156237,0.448105,0.824667333
XP_029140461.1,107289842,"myosin-binding protein C, cardiac-type",crovir-protein-7456,0,0.0271412,0.0200974,0.0157462
XP_029140462.1,107289846,protocadherin Fat 4,crovir-protein-4509,0.240582,0.0583728,0.0247158,0.1078902
XP_029140463.1,107289872,cytoskeleton-associated protein 2,crovir-protein-13377,0.407529,0.0638856,0.110319,0.1939112
XP_029140464.1,107289862,zinc finger CCCH domain-containing protein 13,crovir-protein-5403,15.3076,24.6099,24.8623,21.59326667
XP_029140466.1,114922758,leucine-rich repeat-containing protein 63,crovir-protein-5402,0,0.696086,0.374378,0.356821333
XP_029140467.1,107289883,ATP-dependent RNA helicase TDRD9,crovir-protein-7066,0,0,0.0400405,0.013346833
XP_029140469.1,107289899,GPI mannosyltransferase 2,crovir-protein-961,2.17331,4.52938,5.9488,4.217163333
XP_029140470.1,107289902,ribosomal protein S6 kinase alpha-1,crovir-protein-956,7.92885,0.963424,1.09091,3.327728
XP_029140472.1,107289911,protein fantom,crovir-protein-11473,1.57411,1.851,1.95626,1.79379
XP_029140476.1,107289927,U4/U6 small nuclear ribonucleoprotein Prp3,crovir-protein-1196,12.8764,16.0617,19.0415,15.9932
XP_029140478.1,107289948,kin of IRRE-like protein 1,crovir-protein-1193,5.18597,2.10073,2.21536,3.167353333
XP_029140479.1,107289941,neurexin-2-beta,crovir-protein-17380,0,0,0,0
XP_029140480.1,107289950,protein Jade-1,crovir-protein-4505,0.795772,1.55436,1.71917,1.356434
XP_029140484.1,107289972,LOW QUALITY PROTEIN: chloride channel protein 1,crovir-protein-15135,0,0.0832415,0.123249,0.068830167
XP_029140485.1,107289968,caspase-2,crovir-protein-15130,3.23731,1.05765,1.42402,1.906326667
XP_029140486.1,107289970,rap1 GTPase-activating protein 1-like,crovir-protein-15133,0,0.0424043,0.219675,0.087359767
XP_029140488.1,107289981,nodal modulator 3,crovir-protein-394,53.8709,36.1557,42.5516,44.19273333
XP_029140489.1,107289980,"LOW QUALITY PROTEIN: multidrug resistance-associated protein 1-like, partial",crovir-protein-391,0.136336,0.0426564,0.0210564,0.066682933
XP_029140490.1,107289991,LOW QUALITY PROTEIN: fibroblast growth factor receptor 1,crovir-protein-12872,1.5789,0.356727,0.67052,0.868715667
XP_029140492.1,107289260,LOW QUALITY PROTEIN: disintegrin and metalloproteinase domain-containing protein 23,crovir-protein-8459,0.204567,0.363454,0.427201,0.331740667
XP_029140496.1,107290020,rho guanine nucleotide exchange factor 16,crovir-protein-1103,57.2076,27.5271,32.8724,39.20236667
XP_029140498.1,114922763,coiled-coil domain-containing protein 27,crovir-protein-1106,0,0.0759523,0.0561936,0.044048633
XP_029140502.1,107290049,autocrine proliferation repressor protein A-like,crovir-protein-14325,0,0,0,0
XP_029140503.1,107290051,transmembrane protein 235,crovir-protein-14307,0,0,0,0
XP_029140504.1,107290054,inactive rhomboid protein 2,crovir-protein-14178,2.6661,0.766671,0.773603,1.402124667
XP_029140505.1,107290055,(E3-independent) E2 ubiquitin-conjugating enzyme,crovir-protein-14177,2.92329,2.47232,3.53333,2.976313333
XP_029140506.1,107290062,sphingosine kinase 1,crovir-protein-14179,1.50582,0.0899579,0.299561,0.631779633
XP_029140507.1,107290060,glutamine-rich protein 2,crovir-protein-14190,0,0.0591326,0.0436441,0.0342589
XP_029140508.1,107290068,angiotensin-converting enzyme 2,crovir-protein-3505,1.02284,1.73175,1.86703,1.54054
XP_029140509.1,114922764,calcium-dependent secretion activator 1-like,crovir-protein-13335,0,0,0,0
XP_029140511.1,114922765,uncharacterized protein C16orf78 homolog,crovir-protein-11493,0,0,0,0
XP_029140518.1,107290115,myosin light chain kinase 3,crovir-protein-11503,0,0.279458,0.241253,0.173570333
XP_029140520.1,107290128,pro-epidermal growth factor,crovir-protein-4418,0,0,0,0
XP_029140522.1,107290143,collagen alpha-1(XXIV) chain,crovir-protein-5852,0,0,0,0
XP_029140523.1,107290144,protein BCAP,crovir-protein-5850,1.52389,0.954053,1.29495,1.257631
XP_029140524.1,107290146,band 4.1-like protein 3,crovir-protein-5197,6.13413,6.12126,6.38068,6.212023333
XP_029140527.1,107290046,adenylate cyclase type 7,crovir-protein-11453,0.694113,0.709751,0.555809,0.653224333
XP_029140528.1,107290164,transmembrane protein 178B-like,crovir-protein-12230,0,0.13316,0.0246158,0.052591933
XP_029140533.1,107290180,dihydroxyacetone phosphate acyltransferase,crovir-protein-9405,13.8556,21.3776,23.3638,19.53233333
XP_029140534.1,107290186,tripartite motif-containing protein 67,crovir-protein-9402,0,0.0830122,0.143282,0.0754314
XP_029140535.1,107289445,neuropilin-2,crovir-protein-8433,0.556903,0.204174,0.0647218,0.275266267
XP_029140536.1,107290200,ecotropic viral integration site 5 protein homolog,crovir-protein-5810,7.24847,10.1471,11.537,9.64419
XP_029140537.1,107290199,zinc finger protein Gfi-1,crovir-protein-5827,0,0,0,0
XP_029140542.1,114922776,cardiotrophin-2-like,crovir-protein-3058,0,0,0,0
XP_029140543.1,107290222,"LOW QUALITY PROTEIN: histone-lysine N-methyltransferase SETD1A, partial",crovir-protein-3040,0.56829,1.158,1.39625,1.040846667
XP_029140545.1,114922777,A-kinase anchor protein 4-like,crovir-protein-10903,0.893373,0.186844,0.120974,0.400397
XP_029140546.1,114922778,A-kinase anchor protein 4-like,crovir-protein-10904,0.518003,0.0271141,0.0200579,0.188391667
XP_029140547.1,107290258,leucine-rich repeat-containing protein 31,crovir-protein-10898,2.3839,2.18631,1.61686,2.062356667
XP_029140548.1,107290256,sterile alpha motif domain-containing protein 7,crovir-protein-10894,0,0.069552,0.0513016,0.040284533
XP_029140549.1,107290265,solute carrier family 12 member 8 isoform X1,crovir-protein-8153,7.67703,9.69752,11.779,9.71785
XP_029140550.1,107290277,protein mono-ADP-ribosyltransferase PARP14,crovir-protein-8172,1.47658,0.33075,0.391622,0.732984
XP_029140552.1,107290279,protein mono-ADP-ribosyltransferase PARP9,crovir-protein-8168,0.233998,0,0,0.077999333
XP_029140553.1,107290280,"extended synaptotagmin-3, partial",crovir-protein-8174,4.57382,6.66423,9.9758,7.071283333
XP_029140554.1,107290295,"immunoglobulin superfamily DCC subclass member 4, partial",crovir-protein-11343,1.48821,2.0144,2.09155,1.86472
XP_029140555.1,107290299,protein mono-ADP-ribosyltransferase PARP16,crovir-protein-11339,1.6347,11.463,8.12046,7.07272
XP_029140557.1,107290306,"myosin-IIIb, partial",crovir-protein-8278,0,0,0,0
XP_029140558.1,107290313,rho GTPase-activating protein 31,crovir-protein-3895,0.224335,0.147898,0.132625,0.168286
XP_029140559.1,107290323,"nucleoside diphosphate kinase, mitochondrial",crovir-protein-531,1.28585,0,0,0.428616667
XP_029140561.1,107290291,galactokinase,crovir-protein-14214,6.71999,2.59461,2.12573,3.813443333
XP_029140564.1,107290217,integrin beta-4,crovir-protein-14205,0.329414,1.48752,1.44061,1.085848
XP_029140566.1,107290357,zinc finger protein DZIP1,crovir-protein-3285,0,0.0185941,0.151399,0.056664367
XP_029140568.1,114922781,uncharacterized protein LOC114922781,crovir-protein-538,0,0,0,0
XP_029140571.1,107290385,rhomboid-related protein 1,crovir-protein-548,0,0,0.295681,0.098560333
XP_029140572.1,107290383,meteorin,crovir-protein-542,0,0.219905,0.116162,0.112022333
XP_029140573.1,107290387,cilia- and flagella-associated protein 70,crovir-protein-4716,2.10742,2.49308,2.38046,2.326986667
XP_029140574.1,107290388,cytoplasmic phosphatidylinositol transfer protein 1-like,crovir-protein-4715,0,0,0,0
XP_029140575.1,107290389,septin-12,crovir-protein-550,0.364187,0,0,0.121395667
XP_029140576.1,107290401,histone-lysine N-methyltransferase EZH2,crovir-protein-2294,3.67491,2.47344,1.76871,2.63902
XP_029140578.1,107290416,mitotic checkpoint serine/threonine-protein kinase BUB1,crovir-protein-9710,0.141198,0.176737,0.174478,0.164137667
XP_029140579.1,107290403,small acidic protein,crovir-protein-7720,27.8283,35.456,35.3381,32.87413333
XP_029140580.1,107290423,CD44 antigen,crovir-protein-7543,8.94653,3.47674,5.91062,6.111296667
XP_029140582.1,107290431,bone sialoprotein 2,crovir-protein-4327,0,0,0,0
XP_029140583.1,107290448,coagulation factor VII,crovir-protein-3355,0.806675,0.0673558,0.735489,0.5365066
XP_029140585.1,107290456,LOW QUALITY PROTEIN: ATP-binding cassette sub-family A member 12,crovir-protein-8534,0,0.0140086,0.0311336,0.0150474
XP_029140586.1,107290465,inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2,crovir-protein-10928,1.89166,2.36689,2.51693,2.258493333
XP_029140587.1,107290468,lethal(3)malignant brain tumor-like protein 1,crovir-protein-6486,0,0,0,0
XP_029140589.1,107290472,spondin-1,crovir-protein-11979,1.72672,0.289996,0.241186,0.752634
XP_029140590.1,107290476,pleckstrin homology domain-containing family A member 5,crovir-protein-12329,2.75288,4.46835,5.80106,4.340763333
XP_029140591.1,107290477,"cGMP-inhibited 3\',5\'-cyclic phosphodiesterase A",crovir-protein-11362,12.5636,14.874,16.8153,14.75096667
XP_029140599.1,107290529,LOW QUALITY PROTEIN: protein TESPA1,crovir-protein-14583,0.7897,0.0551215,0.0815506,0.3087907
XP_029140604.1,107290570,protein ABHD18,crovir-protein-4503,9.15156,18.2801,19.665,15.69888667
XP_029140605.1,107290562,nucleolar pre-ribosomal-associated protein 1,crovir-protein-3707,3.01325,5.49725,6.90419,5.13823
XP_029140606.1,107290582,sideroflexin-4,crovir-protein-10460,2.19217,1.4121,1.33558,1.646616667
XP_029140607.1,107290588,"roundabout homolog 4, partial",crovir-protein-12771,0.827195,0.234841,0.365327,0.475787667
XP_029140608.1,107290587,"roundabout homolog 3, partial",crovir-protein-12762,0.223711,0.0582845,0.0258985,0.102631333
XP_029140609.1,107290808,T-cell-specific surface glycoprotein CD28,crovir-protein-8416,0.580787,0.0304299,0.0450109,0.2187426
XP_029140610.1,107290591,protein FAM169B,crovir-protein-11349,3.24168,1.12211,1.00898,1.790923333
XP_029140612.1,107290598,rho guanine nucleotide exchange factor 37,crovir-protein-13984,0.532352,1.07475,0.603517,0.736873
XP_029140613.1,107290627,eukaryotic translation initiation factor 3 subunit B,crovir-protein-282,129.542,109.619,136.877,125.346
XP_029140614.1,107290619,protein sidekick-1,crovir-protein-298,15.7245,21.534,26.7485,21.33566667
XP_029140615.1,107290620,LOW QUALITY PROTEIN: caspase recruitment domain-containing protein 11,crovir-protein-296,2.18668,0.658523,0.647076,1.164093
XP_029140616.1,107290623,IQ domain-containing protein E,crovir-protein-288,1.20735,1.01249,1.26353,1.161123333
XP_029140617.1,107290624,protein tweety homolog 3,crovir-protein-290,4.04707,1.08208,1.82817,2.319106667
XP_029140618.1,107290626,kinesin-like protein KIF19,crovir-protein-283,0,0,0,0
XP_029140619.1,107290612,mitotic spindle assembly checkpoint protein MAD1,crovir-protein-289,4.53292,2.03478,1.92604,2.831246667
XP_029140620.1,107290616,monocyte to macrophage differentiation factor 2,crovir-protein-8042,0,0,0.0276642,0.0092214
XP_029140622.1,107290622,BRCA1-associated ATM activator 1,crovir-protein-284,4.12316,1.95769,2.50676,2.862536667
XP_029140623.1,107290628,sorting nexin-8,crovir-protein-286,51.6407,50.5506,53.5632,51.91816667
XP_029140624.1,107290651,LOW QUALITY PROTEIN: protocadherin-23,crovir-protein-17061,0,0,0.0193771,0.006459033
XP_029140626.1,107290656,interferon regulatory factor 1,crovir-protein-13915,40.5311,1.1251,1.45517,14.37045667
XP_029140627.1,107290664,"LOW QUALITY PROTEIN: ankyrin-3, partial",crovir-protein-10143,3.54493,8.11778,8.2121,6.624936667
XP_029140628.1,107290683,cyclin-dependent kinase 11A,crovir-protein-1069,4.41907,7.90406,9.81866,7.380596667
XP_029140629.1,107290687,protein kinase C zeta type,crovir-protein-1076,7.38571,13.7068,12.9206,11.33770333
XP_029140630.1,107290691,ski oncogene,crovir-protein-2243,2.86171,8.38865,11.3634,7.53792
XP_029140631.1,114922804,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2, partial",crovir-protein-4111,0.922762,0.449348,0.52277,0.631626667
XP_029140632.1,107290706,LOW QUALITY PROTEIN: cyclic nucleotide-binding domain-containing protein 2-like,crovir-protein-8455,0,0.0598095,0.0442358,0.034681767
XP_029140633.1,107290709,Hermansky-Pudlak syndrome 5 protein,crovir-protein-7745,0.953238,0.994151,1.1252,1.024196333
XP_029140634.1,107290722,intersectin-1,crovir-protein-3693,1.61064,3.03704,3.11914,2.58894
XP_029140635.1,107290720,tyrosine-protein phosphatase non-receptor type 5,crovir-protein-7726,0,0.0589446,0.0727134,0.043886
XP_029140644.1,107290768,LOW QUALITY PROTEIN: transcription factor E2F7,crovir-protein-11905,0.446499,0.00929986,0.0206652,0.158821353
XP_029140645.1,107290772,store-operated calcium entry regulator STIMATE,crovir-protein-13611,9.82341,12.6885,10.3711,10.96100333
