Orthogroup	H_sapiens.pep	A_carolinensis.pep
OG0010571	ENSG00000188848.16	ENSACAG00000012145.3
OG0010572	ENSG00000156265.16	ENSACAG00000001970.3
OG0010573	ENSG00000215203.2	ENSACAG00000007107.3
OG0010574	ENSG00000183783.7	ENSACAG00000007098.2
OG0010575	ENSG00000198862.14	ENSACAG00000001346.3
OG0010576	ENSG00000072201.14	ENSACAG00000010514.3
OG0010577	ENSG00000154736.6	ENSACAG00000014354.3
OG0010578	ENSG00000154734.15	ENSACAG00000014530.3
OG0010579	ENSG00000134853.12	ENSACAG00000010297.3
OG0010580	ENSG00000157404.15	ENSACAG00000009902.3
OG0010581	ENSG00000128052.10	ENSACAG00000009614.3
OG0010582	ENSG00000154646.9	ENSACAG00000014873.2
OG0010583	ENSG00000154645.14	ENSACAG00000014850.3
OG0010584	ENSG00000169855.20	ENSACAG00000001739.3
OG0010585	ENSG00000114480.13	ENSACAG00000002172.3
OG0010586	ENSG00000206538.9	ENSACAG00000013664.3
OG0010587	ENSG00000083937.9	ENSACAG00000013673.3
OG0010588	ENSG00000064835.11	ENSACAG00000013696.2
OG0010589	ENSG00000179097.5	ENSACAG00000013729.3
OG0010590	ENSG00000104723.21	ENSACAG00000029083.1
OG0010591	ENSG00000155970.12	ENSACAG00000006154.3
OG0010592	ENSG00000121634.5	ENSACAG00000013946.2
OG0010593	ENSG00000265107.3	ENSACAG00000013936.2
OG0010594	ENSG00000003987.14	ENSACAG00000006313.3
OG0010595	ENSG00000113845.10	ENSACAG00000013754.3
OG0010596	ENSG00000103160.12	ENSACAG00000013038.3
OG0010597	ENSG00000154099.18	ENSACAG00000013066.3
OG0010598	ENSG00000102878.16	ENSACAG00000013094.3
OG0010599	ENSG00000102871.16	ENSACAG00000024994.2
OG0010600	ENSG00000143167.12	ENSACAG00000009675.3
OG0010601	ENSG00000237172.4	ENSACAG00000013122.2
OG0010602	ENSG00000198842.10	ENSACAG00000009644.3
OG0010603	ENSG00000143190.23	ENSACAG00000009565.3
OG0010604	ENSG00000198821.10	ENSACAG00000009498.3
OG0010605	ENSG00000143158.11	ENSACAG00000009422.2
OG0010606	ENSG00000104760.17	ENSACAG00000006645.3
OG0010607	ENSG00000080200.10	ENSACAG00000009182.2
OG0010608	ENSG00000113966.10	ENSACAG00000009179.3
OG0010609	ENSG00000178750.3	ENSACAG00000000638.2
OG0010610	ENSG00000179021.10	ENSACAG00000015225.3
OG0010611	ENSG00000145476.16	ENSACAG00000001492.3
OG0010612	ENSG00000176040.13	ENSACAG00000015173.3
OG0010613	ENSG00000164342.12	ENSACAG00000001732.3
OG0010614	ENSG00000144827.9	ENSACAG00000015132.2
OG0010615	ENSG00000240891.8	ENSACAG00000028453.1
OG0010616	ENSG00000177707.11	ENSACAG00000008010.2
OG0010617	ENSG00000163507.14	ENSACAG00000007867.2
OG0010618	ENSG00000109762.16	ENSACAG00000002232.3
OG0010619	ENSG00000164323.14	ENSACAG00000002345.2
OG0010620	ENSG00000151725.12	ENSACAG00000002694.3
OG0010621	ENSG00000164303.11	ENSACAG00000002953.3
OG0010622	ENSG00000173320.12	ENSACAG00000003010.3
OG0010623	ENSG00000168564.6	ENSACAG00000006976.2
OG0010624	ENSG00000114446.5	ENSACAG00000006606.3
OG0010625	ENSG00000151718.16	ENSACAG00000006981.3
OG0010626	ENSG00000114439.19	ENSACAG00000006532.3
OG0010627	ENSG00000114423.22	ENSACAG00000006453.3
OG0010628	ENSG00000109674.4	ENSACAG00000005988.3
OG0010629	ENSG00000150630.4	ENSACAG00000005947.3
OG0010630	ENSG00000150627.15	ENSACAG00000005767.3
OG0010631	ENSG00000170044.8	ENSACAG00000012168.2
OG0010632	ENSG00000144802.11	ENSACAG00000012098.3
OG0010633	ENSG00000164161.10	ENSACAG00000003315.3
OG0010634	ENSG00000154174.8	ENSACAG00000011389.3
OG0010635	ENSG00000114021.12	ENSACAG00000011321.3
OG0010636	ENSG00000170185.10	ENSACAG00000002889.3
OG0010637	ENSG00000057019.16	ENSACAG00000010985.3
OG0010638	ENSG00000109452.12	ENSACAG00000002735.3
OG0010639	ENSG00000144810.16	ENSACAG00000010969.3
OG0010640	ENSG00000064225.12	ENSACAG00000010891.3
OG0010641	ENSG00000116830.12	ENSACAG00000010769.3
OG0010642	ENSG00000170153.11	ENSACAG00000002648.2
OG0010643	ENSG00000143155.13	ENSACAG00000010725.3
OG0010644	ENSG00000109436.8	ENSACAG00000002504.2
OG0010645	ENSG00000143196.5	ENSACAG00000010681.3
OG0010646	ENSG00000143153.13	ENSACAG00000010651.3
OG0010647	ENSG00000143156.14	ENSACAG00000010597.3
OG0010648	ENSG00000196782.12	ENSACAG00000002268.3
OG0010649	ENSG00000117475.14	ENSACAG00000010576.3
OG0010650	ENSG00000145391.13	ENSACAG00000002249.3
OG0010651	ENSG00000172007.7	ENSACAG00000002227.3
OG0010652	ENSG00000198734.12	ENSACAG00000010312.3
OG0010653	ENSG00000189184.11	ENSACAG00000013347.3
OG0010654	ENSG00000144848.11	ENSACAG00000010261.3
OG0010655	ENSG00000091986.15	ENSACAG00000010209.3
OG0010656	ENSG00000197780.10	ENSACAG00000010177.3
OG0010657	ENSG00000164128.7	ENSACAG00000005099.2
OG0010658	ENSG00000144857.14	ENSACAG00000010110.3
OG0010659	ENSG00000145103.15	ENSACAG00000010056.2
OG0010660	ENSG00000178075.20	ENSACAG00000009972.3
OG0010661	ENSG00000151576.10	ENSACAG00000009920.3
OG0010662	ENSG00000171497.5	ENSACAG00000016476.2
OG0010663	ENSG00000184307.15	ENSACAG00000027144.1
OG0010664	ENSG00000181722.16	ENSACAG00000009851.3
OG0010665	ENSG00000172020.12	ENSACAG00000014952.3
OG0010666	ENSG00000114638.8	ENSACAG00000004662.3
OG0010667	ENSG00000031081.11	ENSACAG00000004634.3
OG0010668	ENSG00000121578.13	ENSACAG00000004513.3
OG0010669	ENSG00000133111.3	ENSACAG00000004460.2
OG0010670	ENSG00000133101.10	ENSACAG00000004378.3
OG0010671	ENSG00000133104.14	ENSACAG00000004319.3
OG0010672	ENSG00000109738.11	ENSACAG00000016786.2
OG0010673	ENSG00000145431.11	ENSACAG00000016828.3
OG0010674	ENSG00000133119.13	ENSACAG00000003886.3
OG0010675	ENSG00000164116.16	ENSACAG00000016975.2
OG0010676	ENSG00000083642.19	ENSACAG00000004327.3
OG0010677	ENSG00000121207.12	ENSACAG00000015610.3
OG0010678	ENSG00000171557.17	ENSACAG00000015617.3
OG0010679	ENSG00000171560.16	ENSACAG00000015673.3
OG0010680	ENSG00000139618.15	ENSACAG00000004541.3
OG0010681	ENSG00000171564.11	ENSACAG00000015674.3
OG0010682	ENSG00000171566.12	ENSACAG00000015703.3
OG0010683	ENSG00000284227.3, ENSG00000197410.14	ENSACAG00000015740.3
OG0010684	ENSG00000145423.5	ENSACAG00000015748.3
OG0010685	ENSG00000187676.8	ENSACAG00000004903.3
OG0010686	ENSG00000132965.9	ENSACAG00000005075.3
OG0010687	ENSG00000059691.12	ENSACAG00000002772.3
OG0010688	ENSG00000164142.16	ENSACAG00000002879.3
OG0010689	ENSG00000109686.18	ENSACAG00000002951.3
OG0010690	ENSG00000122042.10	ENSACAG00000005809.3
OG0010691	ENSG00000139514.13	ENSACAG00000004104.3
OG0010692	ENSG00000139508.14	ENSACAG00000009677.3
OG0010693	ENSG00000071205.12	ENSACAG00000003717.3
OG0010694	ENSG00000164169.13	ENSACAG00000003813.3
OG0010695	ENSG00000149289.11	ENSACAG00000001031.3
OG0010696	ENSG00000164168.8	ENSACAG00000003842.3
OG0010697	ENSG00000137473.17	ENSACAG00000003933.3
OG0010698	ENSG00000132972.19	ENSACAG00000001418.3
OG0010699	ENSG00000138709.19	ENSACAG00000011338.3
OG0010700	ENSG00000164040.18	ENSACAG00000011300.3
OG0010701	ENSG00000196199.14	ENSACAG00000001907.3
OG0010702	ENSG00000121390.19	ENSACAG00000002093.2
OG0010703	ENSG00000164070.12	ENSACAG00000011636.2
OG0010704	ENSG00000121741.16	ENSACAG00000002189.3
OG0010705	ENSG00000165475.15	ENSACAG00000002246.3
OG0010706	ENSG00000196159.11	ENSACAG00000011630.2
OG0010707	ENSG00000172458.4	ENSACAG00000029362.1
OG0010708	ENSG00000151458.12	ENSACAG00000011742.2
OG0010709	ENSG00000145375.8	ENSACAG00000011760.3
OG0010710	ENSG00000181004.10	ENSACAG00000011925.2
OG0010711	ENSG00000164113.11	ENSACAG00000011970.3
OG0010712	ENSG00000165480.16	ENSACAG00000002756.1
OG0010713	ENSG00000180776.15	ENSACAG00000002760.3
OG0010714	ENSG00000165487.14	ENSACAG00000002833.3
OG0010715	ENSG00000151835.16	ENSACAG00000003045.3
OG0010716	ENSG00000127863.15	ENSACAG00000003064.3
OG0010717	ENSG00000138686.10	ENSACAG00000012540.3
OG0010718	ENSG00000027001.10	ENSACAG00000003107.3
OG0010719	ENSG00000165566.12	ENSACAG00000003323.3
OG0010720	ENSG00000149313.11	ENSACAG00000011121.3
OG0010721	ENSG00000173376.14	ENSACAG00000012994.2
OG0010722	ENSG00000182359.15	ENSACAG00000011146.3
OG0010723	ENSG00000170903.11	ENSACAG00000011157.2
OG0010724	ENSG00000138738.10	ENSACAG00000012999.3
OG0010725	ENSG00000183324.11	ENSACAG00000013160.3
OG0010726	ENSG00000187240.16	ENSACAG00000011923.3
OG0010727	ENSG00000145390.11	ENSACAG00000013366.3
OG0010728	ENSG00000172403.11	ENSACAG00000013437.3
OG0010729	ENSG00000150961.15	ENSACAG00000013448.3
OG0010730	ENSG00000145388.15	ENSACAG00000013631.3
OG0010731	ENSG00000145362.20	ENSACAG00000010704.2
OG0010732	ENSG00000149972.11	ENSACAG00000013104.3
OG0010733	ENSG00000073331.18	ENSACAG00000010623.3
OG0010734	ENSG00000138660.12	ENSACAG00000010601.3
OG0010735	ENSG00000174749.6	ENSACAG00000024372.1
OG0010736	ENSG00000087053.18	ENSACAG00000013555.3
OG0010737	ENSG00000138792.10	ENSACAG00000010237.3
OG0010738	ENSG00000166025.18	ENSACAG00000014015.3
OG0010739	ENSG00000134627.12	ENSACAG00000014070.3
OG0010740	ENSG00000183423.12	ENSACAG00000010138.2
OG0010741	ENSG00000196371.3	ENSACAG00000014099.2
OG0010742	ENSG00000257057.3	ENSACAG00000028473.1
OG0010743	ENSG00000123739.11	ENSACAG00000012905.3
OG0010744	ENSG00000138794.10	ENSACAG00000012875.3
OG0010745	ENSG00000110218.9	ENSACAG00000014226.2
OG0010746	ENSG00000005059.16	ENSACAG00000012831.3
OG0010747	ENSG00000138802.11	ENSACAG00000012684.3
OG0010748	ENSG00000188517.16	ENSACAG00000012641.3
OG0010749	ENSG00000165325.13	ENSACAG00000014823.3
OG0010750	ENSG00000180773.15	ENSACAG00000014600.3
OG0010751	ENSG00000138759.19	ENSACAG00000006104.3
OG0010752	ENSG00000138764.15	ENSACAG00000012149.3
OG0010753	ENSG00000138771.16	ENSACAG00000012483.3
OG0010754	ENSG00000118804.8	ENSACAG00000028831.1
OG0010755	ENSG00000077498.9	ENSACAG00000014963.3
OG0010756	ENSG00000109861.16	ENSACAG00000015158.3
OG0010757	ENSG00000138750.15	ENSACAG00000012626.2
OG0010758	ENSG00000166575.17	ENSACAG00000015227.3
OG0010759	ENSG00000174804.4	ENSACAG00000002739.3
OG0010760	ENSG00000138744.16	ENSACAG00000012775.3
OG0010761	ENSG00000149201.10	ENSACAG00000002561.3
OG0010762	ENSG00000149196.16	ENSACAG00000002555.3
OG0010763	ENSG00000132465.11	ENSACAG00000012858.3
OG0010764	ENSG00000074266.21	ENSACAG00000002420.3
OG0010765	ENSG00000132463.14	ENSACAG00000012921.3
OG0010766	ENSG00000179071.5	ENSACAG00000027099.1
OG0010767	ENSG00000145321.13	ENSACAG00000013283.3
OG0010768	ENSG00000165490.13	ENSACAG00000001097.2
OG0010769	ENSG00000137509.11	ENSACAG00000001032.3
OG0010770	ENSG00000163541.12	ENSACAG00000000355.3
OG0010771	ENSG00000162951.11	ENSACAG00000007791.1
OG0010772	ENSG00000167315.18	ENSACAG00000017990.3
OG0010773	ENSG00000177576.11	ENSACAG00000028947.1
OG0010774	ENSG00000095015.6	ENSACAG00000014703.3
OG0010775	ENSG00000164512.18	ENSACAG00000014766.3
OG0010776	ENSG00000164509.15	ENSACAG00000014938.3
OG0010777	ENSG00000152670.19	ENSACAG00000014951.3
OG0010778	ENSG00000039123.16	ENSACAG00000015200.3
OG0010779	ENSG00000067248.10	ENSACAG00000015328.3
OG0010780	ENSG00000152669.9	ENSACAG00000015399.3
OG0010781	ENSG00000164283.13	ENSACAG00000015483.2
OG0010783	ENSG00000178996.14	ENSACAG00000015508.3
OG0010784	ENSG00000169271.3	ENSACAG00000015513.2
OG0010785	ENSG00000185305.11	ENSACAG00000015517.2
OG0010786	ENSG00000164258.12	ENSACAG00000015523.3
OG0010787	ENSG00000164171.11	ENSACAG00000003947.3
OG0010788	ENSG00000151883.18	ENSACAG00000004471.3
OG0010789	ENSG00000170571.12	ENSACAG00000011296.3
OG0010790	ENSG00000172239.14	ENSACAG00000010867.3
OG0010791	ENSG00000172244.9	ENSACAG00000010801.3
OG0010792	ENSG00000151881.14	ENSACAG00000010797.2
OG0010793	ENSG00000177453.7	ENSACAG00000010721.3
OG0010794	ENSG00000112964.14	ENSACAG00000010633.3
OG0010795	ENSG00000151876.13	ENSACAG00000010612.2
OG0010796	ENSG00000205765.9	ENSACAG00000010599.2
OG0010797	ENSG00000182836.10	ENSACAG00000010454.3
OG0010798	ENSG00000132356.11	ENSACAG00000010236.3
OG0010799	ENSG00000171522.6	ENSACAG00000010213.3
OG0010800	ENSG00000082074.18	ENSACAG00000026231.1
OG0010801	ENSG00000086200.16	ENSACAG00000008472.2
OG0010802	ENSG00000035499.13	ENSACAG00000009000.3
OG0010803	ENSG00000145632.15	ENSACAG00000009334.3
OG0010804	ENSG00000123219.13	ENSACAG00000015759.3
OG0010805	ENSG00000113593.12	ENSACAG00000015772.3
OG0010806	ENSG00000113597.18	ENSACAG00000015838.3
OG0010807	ENSG00000153044.10	ENSACAG00000016440.3
OG0010808	ENSG00000164300.17	ENSACAG00000016493.3
OG0010809	ENSG00000113296.14	ENSACAG00000016545.3
OG0010810	ENSG00000152413.15	ENSACAG00000016736.3
OG0010811	ENSG00000152409.9	ENSACAG00000016753.3
OG0010812	ENSG00000113273.17	ENSACAG00000016838.3
OG0010813	ENSG00000085365.18	ENSACAG00000012476.3
OG0010814	ENSG00000171540.7	ENSACAG00000007695.2
OG0010815	ENSG00000164253.14	ENSACAG00000007717.3
OG0010816	ENSG00000145708.11	ENSACAG00000007916.3
OG0010817	ENSG00000181104.7	ENSACAG00000007987.3
OG0010818	ENSG00000145703.16	ENSACAG00000007992.3
OG0010819	ENSG00000164220.7	ENSACAG00000008312.2
OG0010820	ENSG00000122012.14	ENSACAG00000008315.3
OG0010821	ENSG00000152359.15	ENSACAG00000008393.3
OG0010822	ENSG00000176928.7	ENSACAG00000008942.2
OG0010823	ENSG00000198780.12	ENSACAG00000008952.3
OG0010824	ENSG00000214944.9	ENSACAG00000009305.3
OG0010825	ENSG00000164338.10	ENSACAG00000009351.3
OG0010826	ENSG00000164331.10	ENSACAG00000009434.2
OG0010827	ENSG00000157111.13	ENSACAG00000009564.3
OG0010828	ENSG00000178175.12	ENSACAG00000009713.3
OG0010829	ENSG00000113048.16	ENSACAG00000009787.3
OG0010830	ENSG00000131711.15	ENSACAG00000009855.3
OG0010831	ENSG00000131844.16	ENSACAG00000009948.3
OG0010832	ENSG00000039319.17	ENSACAG00000010379.3
OG0010833	ENSG00000172497.9	ENSACAG00000010998.3
OG0010834	ENSG00000205464.12	ENSACAG00000011150.3
OG0010835	ENSG00000145681.11	ENSACAG00000011432.3
OG0010836	ENSG00000164180.13	ENSACAG00000000583.3
OG0010837	ENSG00000176055.10	ENSACAG00000013646.2
OG0010838	ENSG00000176018.13	ENSACAG00000013629.3
OG0010839	ENSG00000164199.18	ENSACAG00000013431.2
OG0010840	ENSG00000133302.13	ENSACAG00000013255.3
OG0010841	ENSG00000164291.17	ENSACAG00000013015.2
OG0010842	ENSG00000175449.14	ENSACAG00000013011.3
OG0010843	ENSG00000164292.13	ENSACAG00000012942.3
OG0010844	ENSG00000175426.11	ENSACAG00000012731.2
OG0010845	ENSG00000164307.13	ENSACAG00000012299.3
OG0010846	ENSG00000113441.16	ENSACAG00000012000.3
OG0010847	ENSG00000145721.12	ENSACAG00000011917.3
OG0010848	ENSG00000174136.13	ENSACAG00000011827.3
OG0010849	ENSG00000105607.13	ENSACAG00000008310.3
OG0010850	ENSG00000079999.14	ENSACAG00000008991.3
OG0010851	ENSG00000161888.11	ENSACAG00000029280.1
OG0010852	ENSG00000205279.8	ENSACAG00000002612.2
OG0010853	ENSG00000145808.10	ENSACAG00000001491.3
OG0010854	ENSG00000186367.7	ENSACAG00000001484.3
OG0010855	ENSG00000169567.12	ENSACAG00000001424.3
OG0010856	ENSG00000090054.15	ENSACAG00000001052.3
OG0010857	ENSG00000169071.15	ENSACAG00000000922.3
OG0010858	ENSG00000165025.15	ENSACAG00000000768.3
OG0010859	ENSG00000175893.11	ENSACAG00000017794.3
OG0010860	ENSG00000147869.5	ENSACAG00000017792.2
OG0010861	ENSG00000164946.19	ENSACAG00000017780.3
OG0010862	ENSG00000155158.20	ENSACAG00000017770.3
OG0010863	ENSG00000164975.15	ENSACAG00000017765.3
OG0010864	ENSG00000164989.17	ENSACAG00000017752.3
OG0010865	ENSG00000044459.15	ENSACAG00000017738.3
OG0010866	ENSG00000187764.11	ENSACAG00000016619.2
OG0010867	ENSG00000213694.5	ENSACAG00000016536.2
OG0010868	ENSG00000163827.13	ENSACAG00000012700.2
OG0010869	ENSG00000130956.14	ENSACAG00000012890.2
OG0010870	ENSG00000165244.7	ENSACAG00000012929.3
OG0010871	ENSG00000182150.16	ENSACAG00000012947.1
OG0010872	ENSG00000185920.16	ENSACAG00000012983.3
OG0010873	ENSG00000158169.13	ENSACAG00000013146.3
OG0010874	ENSG00000148120.16	ENSACAG00000013209.3
OG0010875	ENSG00000180447.7	ENSACAG00000014344.2
OG0010876	ENSG00000135052.16	ENSACAG00000000371.3
OG0010877	ENSG00000135040.16	ENSACAG00000000424.3
OG0010878	ENSG00000197506.8	ENSACAG00000001185.3
OG0010879	ENSG00000178966.16	ENSACAG00000001474.1
OG0010880	ENSG00000165113.13	ENSACAG00000001835.3
OG0010881	ENSG00000148057.16	ENSACAG00000002000.3
OG0010882	ENSG00000134996.12	ENSACAG00000005379.3
OG0010883	ENSG00000106733.21	ENSACAG00000005328.3
OG0010884	ENSG00000119121.22	ENSACAG00000005230.3
OG0010885	ENSG00000135046.14	ENSACAG00000011929.3
OG0010886	ENSG00000119125.16	ENSACAG00000012708.3
OG0010887	ENSG00000119138.4	ENSACAG00000000916.2
OG0010888	ENSG00000204711.9	ENSACAG00000001025.3
OG0010889	ENSG00000188647.13	ENSACAG00000027513.2
OG0010890	ENSG00000107099.15	ENSACAG00000001924.3
OG0010891	ENSG00000137090.12	ENSACAG00000002356.2
OG0010892	ENSG00000064218.5	ENSACAG00000002401.3
OG0010893	ENSG00000173253.15	ENSACAG00000002411.3
OG0010894	ENSG00000147852.16	ENSACAG00000003015.3
OG0010895	ENSG00000168263.9	ENSACAG00000003138.3
OG0010896	ENSG00000106688.12	ENSACAG00000003433.3
OG0010897	ENSG00000106993.12	ENSACAG00000003578.3
OG0010898	ENSG00000107036.12	ENSACAG00000003988.3
OG0010899	ENSG00000120215.10	ENSACAG00000004131.3
OG0010900	ENSG00000100906.10	ENSACAG00000001848.3
OG0010901	ENSG00000092020.10	ENSACAG00000002011.3
OG0010902	ENSG00000129518.9	ENSACAG00000002575.3
OG0010903	ENSG00000165389.7	ENSACAG00000002587.3
OG0010904	ENSG00000100852.13	ENSACAG00000002726.3
OG0010905	ENSG00000151413.17	ENSACAG00000015286.3
OG0010906	ENSG00000129480.13	ENSACAG00000015281.2
OG0010907	ENSG00000100473.18	ENSACAG00000014832.3
OG0010908	ENSG00000148154.10	ENSACAG00000017299.2
OG0010909	ENSG00000136897.8	ENSACAG00000017435.3
OG0010910	ENSG00000165152.9	ENSACAG00000017458.2
OG0010911	ENSG00000096872.16	ENSACAG00000028763.1
OG0010912	ENSG00000137055.15	ENSACAG00000017506.2
OG0010913	ENSG00000177076.6	ENSACAG00000017629.2
OG0010914	ENSG00000178031.17	ENSACAG00000017699.3
OG0010915	ENSG00000174482.10	ENSACAG00000010691.2
OG0010916	ENSG00000147894.17	ENSACAG00000010697.2
OG0010917	ENSG00000147874.11	ENSACAG00000010781.3
OG0010918	ENSG00000111424.12	ENSACAG00000013485.3
OG0010919	ENSG00000037897.17	ENSACAG00000013090.3
OG0010920	ENSG00000183828.15	ENSACAG00000009373.3
OG0010921	ENSG00000185024.17	ENSACAG00000015722.3
OG0010922	ENSG00000110911.16	ENSACAG00000012447.3
OG0010923	ENSG00000089775.11	ENSACAG00000015789.2
OG0010924	ENSG00000050426.16	ENSACAG00000024248.2
OG0010925	ENSG00000135457.10	ENSACAG00000012289.3
OG0010926	ENSG00000140006.11	ENSACAG00000016032.2
OG0010927	ENSG00000179600.4	ENSACAG00000016144.2
OG0010928	ENSG00000023608.5	ENSACAG00000016191.3
OG0010929	ENSG00000100644.17	ENSACAG00000016205.3
OG0010930	ENSG00000102265.12	ENSACAG00000011200.3, ENSACAG00000028828.1, ENSACAG00000029444.1
OG0010931	ENSG00000126767.18	ENSACAG00000004726.2
OG0010932	ENSG00000184990.13	ENSACAG00000028749.1
OG0010933	ENSG00000066735.14	ENSACAG00000011013.3
OG0010934	ENSG00000156414.19	ENSACAG00000010862.3
OG0010935	ENSG00000227729.5	ENSACAG00000023141.2
OG0010936	ENSG00000126215.14	ENSACAG00000010735.3
OG0010937	ENSG00000136710.10	ENSACAG00000005869.3
OG0010938	ENSG00000166170.9	ENSACAG00000010605.2
OG0010939	ENSG00000278767.4, ENSG00000140093.10	ENSACAG00000004070.2
OG0010940	ENSG00000154832.15	ENSACAG00000006087.2
OG0010941	ENSG00000133937.4	ENSACAG00000012996.3
OG0010942	ENSG00000068354.16	ENSACAG00000006227.3
OG0010943	ENSG00000100697.14	ENSACAG00000013033.3
OG0010944	ENSG00000015285.11	ENSACAG00000006303.3
OG0010945	ENSG00000176438.12	ENSACAG00000013258.3
OG0010946	ENSG00000168398.6	ENSACAG00000013287.2
OG0010947	ENSG00000100744.15	ENSACAG00000013421.3
OG0010948	ENSG00000140057.9	ENSACAG00000013423.3
OG0010949	ENSG00000182544.8	ENSACAG00000006761.2
OG0010950	ENSG00000127152.18	ENSACAG00000013085.2
OG0010951	ENSG00000139651.11	ENSACAG00000006993.2
OG0010952	ENSG00000139631.18	ENSACAG00000007021.3
OG0010953	ENSG00000140067.6, ENSG00000273533.3	ENSACAG00000023211.1
OG0010954	ENSG00000175785.13, ENSG00000274089.4	ENSACAG00000008665.2
OG0010955	ENSG00000275947.2, ENSG00000153485.5	ENSACAG00000008832.1
OG0010956	ENSG00000066455.13	ENSACAG00000008890.3
OG0010957	ENSG00000161642.17	ENSACAG00000007594.3
OG0010958	ENSG00000165934.13	ENSACAG00000009245.3
OG0010959	ENSG00000123405.14	ENSACAG00000028193.1
OG0010960	ENSG00000094916.16	ENSACAG00000013390.3
OG0010961	ENSG00000140092.14	ENSACAG00000009426.3
OG0010962	ENSG00000198353.8	ENSACAG00000010955.1
OG0010963	ENSG00000172789.3	ENSACAG00000010927.3
OG0010964	ENSG00000180818.5	ENSACAG00000010855.3
OG0010965	ENSG00000123388.4	ENSACAG00000010848.3
OG0010966	ENSG00000123407.4	ENSACAG00000010840.2
OG0010967	ENSG00000012822.16	ENSACAG00000001291.3
OG0010968	ENSG00000100784.12	ENSACAG00000009878.2
OG0010969	ENSG00000139625.13	ENSACAG00000000899.3
OG0010970	ENSG00000185591.10	ENSACAG00000000610.3
OG0010971	ENSG00000170374.6	ENSACAG00000000606.2
OG0010972	ENSG00000157168.20	ENSACAG00000007554.3
OG0010973	ENSG00000152315.5	ENSACAG00000014666.3
OG0010974	ENSG00000140025.16	ENSACAG00000014772.3
OG0010975	ENSG00000165533.18	ENSACAG00000012806.3
OG0010976	ENSG00000100722.20	ENSACAG00000013021.3
OG0010977	ENSG00000070778.13	ENSACAG00000013195.2
OG0010978	ENSG00000042317.17	ENSACAG00000013297.3
OG0010979	ENSG00000100433.15	ENSACAG00000013306.3
OG0010980	ENSG00000185070.11	ENSACAG00000007654.1
OG0010981	ENSG00000071537.14	ENSACAG00000017454.3
OG0010982	ENSG00000140022.13	ENSACAG00000017443.3
OG0010983	ENSG00000165409.17	ENSACAG00000017393.2
OG0010984	ENSG00000100603.13	ENSACAG00000017286.3
OG0010985	ENSG00000100601.10	ENSACAG00000017276.2
OG0010986	ENSG00000100593.18	ENSACAG00000017257.3
OG0010987	ENSG00000100583.4	ENSACAG00000017210.2
OG0010988	ENSG00000100580.8	ENSACAG00000017209.3
OG0010989	ENSG00000009830.11	ENSACAG00000017170.2
OG0010990	ENSG00000165553.4	ENSACAG00000017158.3
