Orthogroup	H_sapiens.pep	N_naja.pep
OG0010295	ENSG00000139746.15	Nana26426-RA
OG0010296	ENSG00000152193.8	Nana26431-RA
OG0010297	ENSG00000108823.16	Nana23258-RA
OG0010298	ENSG00000249581.2	Nana18310-RA
OG0010299	ENSG00000196878.15	Nana14042-RA
OG0010300	ENSG00000006652.14	Nana29713-RA
OG0010301	ENSG00000123689.6	Nana14041-RA
OG0010302	ENSG00000117594.10	Nana14040-RA
OG0010303	ENSG00000146802.13	Nana29718-RA
OG0010304	ENSG00000164603.12	Nana29719-RA
OG0010305	ENSG00000102572.14	Nana26280-RA
OG0010306	ENSG00000091947.10	Nana23266-RA
OG0010307	ENSG00000128573.26	Nana29681-RA
OG0010308	ENSG00000105967.16	Nana29663-RA
OG0010309	ENSG00000108861.9	Nana23274-RA
OG0010310	ENSG00000188112.9	Nana14035-RA
OG0010311	ENSG00000105971.15	Nana29659-RA
OG0010312	ENSG00000116455.14	Nana14034-RA
OG0010313	ENSG00000105974.12	Nana29658-RA
OG0010314	ENSG00000116459.11	Nana14033-RA
OG0010315	ENSG00000141349.8	Nana23284-RA
OG0010316	ENSG00000064703.12	Nana14029-RA
OG0010317	ENSG00000105976.15	Nana29655-RA
OG0010318	ENSG00000143079.15	Nana14021-RA
OG0010319	ENSG00000198231.13	Nana23287-RA
OG0010321	ENSG00000001626.16	Nana29645-RA
OG0010322	ENSG00000161381.14	Nana23291-RA
OG0010323	ENSG00000106025.9	Nana29621-RA
OG0010324	ENSG00000277781.2, ENSG00000204839.9	Nana26297-RA, Nana38981-RA
OG0010325	ENSG00000102452.17	Nana26298-RA
OG0010326	ENSG00000131409.13	Nana23363-RA, Nana38578-RA
OG0010327	ENSG00000198542.14	Nana26301-RA
OG0010328	ENSG00000198799.12	Nana13992-RA
OG0010329	ENSG00000100427.15	Nana29553-RA
OG0010330	ENSG00000073146.16	Nana29554-RA
OG0010331	ENSG00000161671.16	Nana23343-RA
OG0010332	ENSG00000073150.14	Nana29555-RA
OG0010333	ENSG00000139780.7	Nana26307-RA
OG0010334	ENSG00000116774.12	Nana13966-RA
OG0010335	ENSG00000073169.14	Nana29558-RA
OG0010336	ENSG00000134901.13	Nana26308-RA
OG0010337	ENSG00000128159.12	Nana29559-RD
OG0010338	ENSG00000100429.18	Nana29561-RA
OG0010339	ENSG00000175984.15	Nana13961-RA
OG0010340	ENSG00000134884.15	Nana26258-RA, Nana26258-RB
OG0010341	ENSG00000116748.21	Nana13960-RA
OG0010342	ENSG00000126453.9	Nana23334-RA
OG0010343	ENSG00000153487.12	Nana26238-RA
OG0010344	ENSG00000102606.18	Nana26229-RA
OG0010345	ENSG00000196576.15	Nana29566-RA
OG0010346	ENSG00000130529.16	Nana23330-RA
OG0010347	ENSG00000048405.10	Nana29576-RA
OG0010348	ENSG00000170775.3	Nana29588-RA
OG0010349	ENSG00000134200.4	Nana13952-RA
OG0010351	ENSG00000116857.17	Nana13947-RA
OG0010352	ENSG00000057593.13	Nana26203-RA
OG0010354	ENSG00000126231.14	Nana26202-RA
OG0010355	ENSG00000159166.15	Nana13940-RA
OG0010356	ENSG00000159173.19	Nana13939-RA
OG0010357	ENSG00000185896.11	Nana26199-RA
OG0010358	ENSG00000139835.14	Nana26198-RA
OG0010359	ENSG00000134369.15	Nana13930-RB
OG0010360	ENSG00000184497.13	Nana26191-RA
OG0010361	ENSG00000142552.8	Nana23303-RA
OG0010362	ENSG00000126460.11	Nana23300-RA, Nana23299-RA
OG0010363	ENSG00000176393.11	Nana13923-RA
OG0010364	ENSG00000106278.12	Nana29614-RA
OG0010365	ENSG00000126456.16	Nana23294-RA
OG0010366	ENSG00000002834.18	Nana23293-RB
OG0010367	ENSG00000170075.9	Nana13920-RA
OG0010368	ENSG00000196937.11	Nana29616-RA
OG0010369	ENSG00000204952.3	Nana23292-RA
OG0010370	ENSG00000283361.2	Nana26187-RA
OG0010371	ENSG00000130177.16	Nana26184-RA
OG0010372	ENSG00000100422.14	Nana29526-RA
OG0010373	ENSG00000075240.17	Nana29525-RA
OG0010374	ENSG00000121931.16	Nana13910-RA
OG0010375	ENSG00000198824.7	Nana26182-RA
OG0010376	ENSG00000122180.5	Nana13899-RA
OG0010377	ENSG00000135960.10	Nana26174-RA
OG0010378	ENSG00000181982.18	Nana18416-RA
OG0010379	ENSG00000109606.13	Nana18412-RA
OG0010380	ENSG00000134375.11	Nana13891-RA
OG0010381	ENSG00000109819.9	Nana18383-RA
OG0010382	ENSG00000163431.13	Nana13890-RA, Nana13890-RB
OG0010383	ENSG00000198892.6	Nana13888-RA
OG0010384	ENSG00000115665.9	Nana26165-RA
OG0010385	ENSG00000183155.5	Nana13884-RA
OG0010386	ENSG00000115652.14	Nana26161-RA
OG0010387	ENSG00000119147.10	Nana26160-RA
OG0010388	ENSG00000135966.13	Nana26151-RA
OG0010389	ENSG00000075568.17	Nana26066-RA
OG0010390	ENSG00000125998.8	Nana13875-RA
OG0010391	ENSG00000109805.10	Nana18305-RA
OG0010392	ENSG00000125965.9	Nana13872-RA
OG0010393	ENSG00000126001.16	Nana13871-RA
OG0010394	ENSG00000047662.5	Nana18306-RA, Nana39853-RA
OG0010395	ENSG00000206190.12	Nana26059-RA
OG0010396	ENSG00000186297.12	Nana26053-RA
OG0010397	ENSG00000214078.12	Nana13863-RA
OG0010400	ENSG00000170471.15	Nana13849-RA
OG0010401	ENSG00000102218.6	Nana26036-RA
OG0010402	ENSG00000111203.13	Nana18454-RA
OG0010403	ENSG00000124177.15	Nana13844-RB, Nana13844-RA
OG0010404	ENSG00000182378.14	Nana26033-RA
OG0010405	ENSG00000178605.13	Nana26032-RA
OG0010406	ENSG00000111206.12	Nana29380-RA
OG0010407	ENSG00000101342.10	Nana13840-RA
OG0010408	ENSG00000149639.15	Nana13837-RC
OG0010409	ENSG00000185960.14	Nana26028-RA
OG0010410	ENSG00000047621.12	Nana08307-RA
OG0010411	ENSG00000214717.12	Nana23357-RA
OG0010412	ENSG00000002586.20	Nana26013-RA
OG0010413	ENSG00000011105.14	Nana29377-RA
OG0010414	ENSG00000185652.12	Nana29394-RA
OG0010415	ENSG00000011201.12	Nana25972-RA
OG0010417	ENSG00000101850.13	Nana25959-RA
OG0010418	ENSG00000047644.18	Nana25736-RA, Nana25948-RA
OG0010419	ENSG00000047648.23	Nana25935-RA
OG0010420	ENSG00000169933.15	Nana25915-RA
OG0010421	ENSG00000139083.11	Nana29449-RA
OG0010422	ENSG00000100991.12	Nana13831-RA
OG0010423	ENSG00000046647.13	Nana25900-RA
OG0010424	ENSG00000181544.15	Nana25895-RA
OG0010425	ENSG00000130150.12	Nana25894-RA
OG0010426	ENSG00000101400.6	Nana13819-RA
OG0010427	ENSG00000186951.16	Nana29457-RA
OG0010428	ENSG00000130638.17	Nana29468-RA
OG0010429	ENSG00000173230.15	Nana27890-RA
OG0010430	ENSG00000077942.19	Nana29469-RA
OG0010431	ENSG00000128408.9	Nana29474-RA
OG0010432	ENSG00000077935.17	Nana29475-RA
OG0010433	ENSG00000056487.16	Nana29484-RA
OG0010434	ENSG00000130234.11	Nana25892-RA
OG0010435	ENSG00000186654.21	Nana29487-RA
OG0010436	ENSG00000101464.10	Nana13787-RA
OG0010437	ENSG00000198646.14	Nana13781-RA
OG0010438	ENSG00000131067.17	Nana13779-RA
OG0010439	ENSG00000118707.10	Nana13776-RA
OG0010440	ENSG00000169895.6	Nana25883-RA
OG0010441	ENSG00000217442.4	Nana11035-RA
OG0010442	ENSG00000159307.19	Nana29504-RA
OG0010443	ENSG00000188158.15	Nana25876-RA
OG0010444	ENSG00000008086.13	Nana25867-RA
OG0010445	ENSG00000102104.9	Nana25866-RA
OG0010446	ENSG00000081026.19	Nana13980-RA
OG0010447	ENSG00000101452.15	Nana13718-RA
OG0010448	ENSG00000173698.18	Nana25862-RA
OG0010449	ENSG00000101445.10	Nana13723-RA
OG0010450	ENSG00000186472.20	Nana29102-RA
OG0010451	ENSG00000101438.4	Nana13731-RA
OG0010452	ENSG00000170381.14	Nana29111-RA
OG0010453	ENSG00000147010.18	Nana25856-RA
OG0010454	ENSG00000075213.11	Nana29122-RB
OG0010455	ENSG00000124145.6	Nana13688-RA, Nana13688-RB
OG0010456	ENSG00000124232.11	Nana13687-RA
OG0010457	ENSG00000124159.15	Nana13686-RA
OG0010458	ENSG00000124134.9	Nana13682-RA
OG0010459	ENSG00000185915.5	Nana25839-RA
OG0010461	ENSG00000012174.12	Nana25838-RA
OG0010462	ENSG00000065328.16	Nana29194-RA
OG0010463	ENSG00000102174.9	Nana25836-RA
OG0010464	ENSG00000123131.13	Nana25830-RA
OG0010465	ENSG00000064205.10	Nana13673-RA
OG0010466	ENSG00000174010.9	Nana25824-RA
OG0010467	ENSG00000132824.14	Nana13670-RA
OG0010468	ENSG00000124120.11	Nana13669-RA
OG0010469	ENSG00000101074.4	Nana13667-RA
OG0010470	ENSG00000197296.6	Nana13666-RA
OG0010471	ENSG00000149635.3	Nana13655-RA
OG0010472	ENSG00000158296.14	Nana13654-RA
OG0010473	ENSG00000064102.15	Nana29216-RA
OG0010474	ENSG00000197496.6	Nana13652-RA
OG0010475	ENSG00000111790.14	Nana29217-RA
OG0010476	ENSG00000064655.19	Nana13649-RA
OG0010477	ENSG00000004848.8	Nana25804-RA
OG0010478	ENSG00000152944.9	Nana29220-RA
OG0010479	ENSG00000198947.15	Nana25746-RA
OG0010480	ENSG00000157625.15	Nana25761-RA
OG0010481	ENSG00000124151.19	Nana13645-RA
OG0010482	ENSG00000120280.6	Nana25764-RA
OG0010483	ENSG00000169297.8	Nana25766-RA
OG0010484	ENSG00000196562.14	Nana13644-RA
OG0010485	ENSG00000047597.7	Nana24399-RA
OG0010486	ENSG00000165168.8	Nana24401-RA
OG0010487	ENSG00000101955.15	Nana24408-RA, Nana24406-RA
OG0010488	ENSG00000182220.15	Nana24429-RA
OG0010489	ENSG00000124207.17	Nana13636-RA
OG0010490	ENSG00000180182.11	Nana24433-RA
OG0010491	ENSG00000158470.5	Nana13631-RA
OG0010492	ENSG00000187391.21	Nana29265-RA
OG0010493	ENSG00000158480.11	Nana13628-RA
OG0010494	ENSG00000006576.16	Nana29270-RA
OG0010495	ENSG00000124226.11	Nana13627-RA
OG0010496	ENSG00000188937.5	Nana24446-RA
OG0010497	ENSG00000135211.6	Nana29271-RA
OG0010498	ENSG00000127947.16	Nana29273-RA
OG0010499	ENSG00000240849.11	Nana13621-RA
OG0010500	ENSG00000087495.17	Nana13518-RA
OG0010501	ENSG00000132825.7	Nana13512-RA
OG0010502	ENSG00000196227.11	Nana13510-RA
OG0010503	ENSG00000124215.17	Nana13507-RA
OG0010504	ENSG00000149657.20	Nana13482-RA
OG0010505	ENSG00000184402.15	Nana13480-RA
OG0010506	ENSG00000130706.13	Nana13476-RA
OG0010507	ENSG00000277117.5, ENSG00000160223.17	Nana24510-RA
OG0010508	ENSG00000160218.13	Nana24514-RA
OG0010509	ENSG00000160216.20	Nana24519-RA
OG0010510	ENSG00000160207.9	Nana24528-RA
OG0010511	ENSG00000275993.3, ENSG00000142178.9	Nana24531-RA
OG0010512	ENSG00000149679.11	Nana13470-RA
OG0010513	ENSG00000130701.4	Nana13469-RA
OG0010514	ENSG00000101187.16	Nana13459-RA
OG0010515	ENSG00000101189.7	Nana38529-RA, Nana38532-RA
OG0010516	ENSG00000160193.12	Nana24540-RA
OG0010517	ENSG00000160191.18	Nana24542-RA
OG0010518	ENSG00000160188.10	Nana24544-RA
OG0010519	ENSG00000160183.16	Nana24546-RA
OG0010520	ENSG00000160179.18	Nana24549-RA
OG0010521	ENSG00000101191.17	Nana13451-RA
OG0010522	ENSG00000173276.14	Nana24553-RA
OG0010523	ENSG00000101194.18	Nana13447-RA
OG0010524	ENSG00000101197.13	Nana13438-RA
OG0010525	ENSG00000183421.12	Nana24556-RA
OG0010526	ENSG00000101199.13	Nana13434-RA
OG0010528	ENSG00000183844.17	Nana24559-RA
OG0010529	ENSG00000182240.16	Nana24560-RA
OG0010530	ENSG00000105879.12	Nana29289-RA
OG0010531	ENSG00000157578.13	Nana24570-RA, Nana24569-RA, Nana24568-RA, Nana24571-RA
OG0010532	ENSG00000182093.16, ENSG00000285815.1	Nana24572-RA
OG0010533	ENSG00000091140.14	Nana29287-RA
OG0010534	ENSG00000157557.13	Nana24576-RA
OG0010535	ENSG00000203883.7	Nana13355-RA
OG0010537	ENSG00000157554.19	Nana24577-RA, Nana24577-RB
OG0010538	ENSG00000157551.19	Nana24578-RA
OG0010539	ENSG00000157542.11	Nana24582-RA
OG0010540	ENSG00000157540.21	Nana24583-RA
OG0010541	ENSG00000157538.14	Nana24589-RA
OG0010542	ENSG00000185808.13	Nana24592-RB, Nana24592-RA
OG0010543	ENSG00000159267.14	Nana24594-RA
OG0010544	ENSG00000159263.16	Nana24595-RA
OG0010545	ENSG00000159259.8	Nana24605-RA
OG0010546	ENSG00000101150.17	Nana13333-RA
OG0010547	ENSG00000139116.18	Nana29512-RA
OG0010548	ENSG00000159256.13	Nana24606-RA
OG0010549	ENSG00000159200.18	Nana24629-RA
OG0010550	ENSG00000276289.4, ENSG00000180509.12	Nana24630-RA
OG0010551	ENSG00000277277.3, ENSG00000222018.2	Nana24632-RA
OG0010552	ENSG00000159197.3	Nana24633-RA
OG0010554	ENSG00000100416.15	Nana29520-RA
OG0010555	ENSG00000078140.14	Nana18499-RA
OG0010556	ENSG00000150625.16	Nana18268-RA
OG0010557	ENSG00000078177.14	Nana18494-RA
OG0010558	ENSG00000168421.13	Nana18492-RA
OG0010560	ENSG00000164107.8	Nana18274-RB
OG0010562	ENSG00000159079.19	Nana24667-RA
OG0010563	ENSG00000132581.10	Nana00095-RA
OG0010564	ENSG00000166979.13	Nana24668-RA
OG0010565	ENSG00000159055.4	Nana24672-RA
OG0010567	ENSG00000109132.7	Nana39400-RA
OG0010568	ENSG00000156304.15	Nana24677-RA
OG0010569	ENSG00000109133.13	Nana18472-RA
OG0010570	ENSG00000142168.14	Nana24678-RA
OG0010571	ENSG00000188848.16	Nana18470-RA
OG0010572	ENSG00000156265.16	Nana24686-RA
OG0010574	ENSG00000183783.7	Nana18460-RA
OG0010575	ENSG00000198862.14	Nana24690-RB
OG0010576	ENSG00000072201.14	Nana18582-RA
OG0010577	ENSG00000154736.6	Nana24693-RA
OG0010578	ENSG00000154734.15	Nana24694-RA
OG0010579	ENSG00000134853.12	Nana18575-RA
OG0010580	ENSG00000157404.15	Nana18573-RA
OG0010581	ENSG00000128052.10	Nana18571-RA
OG0010582	ENSG00000154646.9	Nana24710-RA
OG0010583	ENSG00000154645.14	Nana24711-RA
OG0010584	ENSG00000169855.20	Nana24731-RA
OG0010585	ENSG00000114480.13	Nana24737-RA
OG0010586	ENSG00000206538.9	Nana24764-RA
OG0010587	ENSG00000083937.9	Nana24765-RA
OG0010588	ENSG00000064835.11	Nana24766-RA
OG0010589	ENSG00000179097.5	Nana24767-RA
OG0010590	ENSG00000104723.21	Nana18137-RA
OG0010591	ENSG00000155970.12	Nana18140-RA
OG0010592	ENSG00000121634.5	Nana24770-RA
OG0010593	ENSG00000265107.3	Nana24771-RA
OG0010594	ENSG00000003987.14	Nana18144-RA
OG0010595	ENSG00000113845.10	Nana24775-RB, Nana24775-RA
OG0010596	ENSG00000103160.12	Nana31157-RA
OG0010597	ENSG00000154099.18	Nana31158-RA
OG0010598	ENSG00000102878.16	Nana31159-RA
OG0010599	ENSG00000102871.16	Nana31163-RA
OG0010600	ENSG00000143167.12	Nana24795-RA
OG0010601	ENSG00000237172.4	Nana31165-RA
OG0010602	ENSG00000198842.10	Nana24796-RA
OG0010603	ENSG00000143190.23	Nana24797-RA
OG0010604	ENSG00000198821.10	Nana24798-RA
OG0010605	ENSG00000143158.11	Nana24804-RA
OG0010606	ENSG00000104760.17	Nana18154-RA
OG0010607	ENSG00000080200.10	Nana24808-RA
OG0010608	ENSG00000113966.10	Nana24811-RA
OG0010609	ENSG00000178750.3	Nana24832-RA
OG0010610	ENSG00000179021.10	Nana24842-RA
OG0010611	ENSG00000145476.16	Nana18175-RA
OG0010612	ENSG00000176040.13	Nana24849-RA
OG0010613	ENSG00000164342.12	Nana18178-RA
OG0010614	ENSG00000144827.9	Nana24851-RA
OG0010615	ENSG00000240891.8	Nana24853-RA
OG0010616	ENSG00000177707.11	Nana24856-RA
OG0010617	ENSG00000163507.14	Nana24862-RA
OG0010618	ENSG00000109762.16	Nana18192-RA
OG0010619	ENSG00000164323.14	Nana18193-RA
OG0010620	ENSG00000151725.12	Nana18198-RE
OG0010621	ENSG00000164303.11	Nana18203-RA
OG0010622	ENSG00000173320.12	Nana18204-RA
OG0010623	ENSG00000168564.6	Nana18213-RA
OG0010624	ENSG00000114446.5	Nana24865-RA
OG0010625	ENSG00000151718.16	Nana18215-RA
OG0010626	ENSG00000114439.19	Nana24867-RA
OG0010627	ENSG00000114423.22	Nana24870-RA
OG0010628	ENSG00000109674.4	Nana18251-RA
OG0010629	ENSG00000150630.4	Nana18254-RA
OG0010630	ENSG00000150627.15	Nana18261-RA
OG0010631	ENSG00000170044.8	Nana24882-RA
OG0010632	ENSG00000144802.11	Nana24883-RA
OG0010633	ENSG00000164161.10	Nana17997-RA
OG0010634	ENSG00000154174.8	Nana24904-RA
OG0010635	ENSG00000114021.12	Nana24905-RA
OG0010636	ENSG00000170185.10	Nana18005-RA
OG0010637	ENSG00000057019.16	Nana24909-RA
OG0010639	ENSG00000144810.16	Nana24911-RA
OG0010640	ENSG00000064225.12	Nana24912-RA
OG0010641	ENSG00000116830.12	Nana24915-RA
OG0010642	ENSG00000170153.11	Nana18013-RA
OG0010643	ENSG00000143155.13	Nana24917-RA
OG0010644	ENSG00000109436.8	Nana18014-RA
OG0010645	ENSG00000143196.5	Nana24921-RA
OG0010646	ENSG00000143153.13	Nana24922-RA
OG0010647	ENSG00000143156.14	Nana24923-RA
OG0010648	ENSG00000196782.12	Nana18020-RA
OG0010649	ENSG00000117475.14	Nana24924-RA
OG0010650	ENSG00000145391.13	Nana18022-RA
OG0010651	ENSG00000172007.7	Nana18024-RA
OG0010652	ENSG00000198734.12	Nana24927-RA
OG0010653	ENSG00000189184.11	Nana18033-RA
OG0010654	ENSG00000144848.11	Nana24928-RA
OG0010655	ENSG00000091986.15	Nana24930-RA
OG0010656	ENSG00000197780.10	Nana24933-RA
OG0010657	ENSG00000164128.7	Nana18771-RA
OG0010658	ENSG00000144857.14	Nana24936-RA
OG0010659	ENSG00000145103.15	Nana24938-RA
OG0010660	ENSG00000178075.20	Nana24945-RA
OG0010661	ENSG00000151576.10	Nana24948-RA
OG0010662	ENSG00000171497.5	Nana18756-RA
OG0010663	ENSG00000184307.15	Nana24946-RA
OG0010664	ENSG00000181722.16	Nana24954-RA
OG0010665	ENSG00000172020.12	Nana24959-RA
OG0010666	ENSG00000114638.8	Nana24995-RA
OG0010667	ENSG00000031081.11	Nana24996-RA
OG0010668	ENSG00000121578.13	Nana24999-RA
OG0010669	ENSG00000133111.3	Nana25002-RA
OG0010670	ENSG00000133101.10	Nana25003-RA
OG0010671	ENSG00000133104.14	Nana25004-RA
OG0010672	ENSG00000109738.11	Nana18747-RA
OG0010673	ENSG00000145431.11	Nana18743-RA
OG0010674	ENSG00000133119.13	Nana25017-RA
OG0010675	ENSG00000164116.16	Nana18669-RA
OG0010676	ENSG00000083642.19	Nana25022-RA
OG0010677	ENSG00000121207.12	Nana18673-RA
OG0010678	ENSG00000171557.17	Nana18655-RA
OG0010679	ENSG00000171560.16	Nana18654-RA
OG0010680	ENSG00000139618.15	Nana25024-RA
OG0010681	ENSG00000171564.11	Nana18653-RA
OG0010682	ENSG00000171566.12	Nana18652-RA
OG0010683	ENSG00000284227.3, ENSG00000197410.14	Nana18651-RA
OG0010684	ENSG00000145423.5	Nana18647-RA
OG0010685	ENSG00000187676.8	Nana25027-RA
OG0010686	ENSG00000132965.9	Nana25037-RA
OG0010687	ENSG00000059691.12	Nana17936-RA
OG0010688	ENSG00000164142.16	Nana17937-RA
OG0010689	ENSG00000109686.18	Nana17939-RA
OG0010690	ENSG00000122042.10	Nana25052-RA
OG0010691	ENSG00000139514.13	Nana25054-RA
OG0010693	ENSG00000071205.12	Nana17960-RA
OG0010694	ENSG00000164169.13	Nana17963-RA
OG0010695	ENSG00000149289.11	Nana25182-RA
OG0010696	ENSG00000164168.8	Nana17964-RA
OG0010697	ENSG00000137473.17	Nana17971-RA
OG0010698	ENSG00000132972.19	Nana25175-RA
OG0010699	ENSG00000138709.19	Nana18069-RB, Nana18069-RA
OG0010700	ENSG00000164040.18	Nana18068-RA
OG0010701	ENSG00000196199.14	Nana25170-RD
OG0010702	ENSG00000121390.19	Nana25168-RA
OG0010703	ENSG00000164070.12	Nana18073-RA
OG0010704	ENSG00000121741.16	Nana25165-RA
OG0010705	ENSG00000165475.15	Nana25162-RA
OG0010706	ENSG00000196159.11	Nana18084-RA
OG0010707	ENSG00000172458.4	Nana25160-RA
OG0010708	ENSG00000151458.12	Nana18087-RA
OG0010709	ENSG00000145375.8	Nana18091-RA
OG0010710	ENSG00000181004.10	Nana18095-RA
OG0010711	ENSG00000164113.11	Nana18099-RA
OG0010712	ENSG00000165480.16	Nana25152-RA
OG0010713	ENSG00000180776.15	Nana25150-RA
OG0010714	ENSG00000165487.14	Nana25149-RA
OG0010715	ENSG00000151835.16	Nana25142-RA
OG0010716	ENSG00000127863.15	Nana25140-RA
OG0010717	ENSG00000138686.10	Nana18106-RA
OG0010718	ENSG00000027001.10	Nana25138-RA
OG0010719	ENSG00000165566.12	Nana25133-RA
OG0010720	ENSG00000149313.11	Nana25225-RA
OG0010721	ENSG00000173376.14	Nana18115-RA
OG0010722	ENSG00000182359.15	Nana25226-RA
OG0010723	ENSG00000170903.11	Nana25227-RA
OG0010724	ENSG00000138738.10	Nana18116-RA
OG0010725	ENSG00000183324.11	Nana18121-RA
OG0010726	ENSG00000187240.16	Nana25237-RA
OG0010727	ENSG00000145390.11	Nana18127-RA
OG0010728	ENSG00000172403.11	Nana18129-RA
OG0010729	ENSG00000150961.15	Nana18131-RA
OG0010730	ENSG00000145388.15	Nana18132-RA
OG0010731	ENSG00000145362.20	Nana17912-RA
OG0010732	ENSG00000149972.11	Nana25268-RA
OG0010733	ENSG00000073331.18	Nana17905-RB
OG0010734	ENSG00000138660.12	Nana17903-RA
OG0010735	ENSG00000174749.6	Nana17901-RA
OG0010736	ENSG00000087053.18	Nana25288-RA
OG0010737	ENSG00000138792.10	Nana17882-RA
OG0010738	ENSG00000166025.18	Nana25295-RA
OG0010739	ENSG00000134627.12	Nana25296-RA, Nana25296-RB
OG0010740	ENSG00000183423.12	Nana17875-RA
OG0010741	ENSG00000196371.3	Nana25297-RA
OG0010742	ENSG00000257057.3	Nana25298-RA
OG0010743	ENSG00000123739.11	Nana17870-RA
OG0010744	ENSG00000138794.10	Nana17869-RA
OG0010745	ENSG00000110218.9	Nana25301-RA
OG0010746	ENSG00000005059.16	Nana17868-RA
OG0010747	ENSG00000138802.11	Nana17866-RA
OG0010749	ENSG00000165325.13	Nana25314-RA
OG0010750	ENSG00000180773.15	Nana25316-RA
OG0010751	ENSG00000138759.19	Nana17619-RA
OG0010752	ENSG00000138764.15	Nana17609-RA
OG0010753	ENSG00000138771.16	Nana17597-RA
OG0010754	ENSG00000118804.8	Nana17592-RA
OG0010755	ENSG00000077498.9	Nana25350-RA
OG0010756	ENSG00000109861.16	Nana25359-RA
OG0010757	ENSG00000138750.15	Nana17584-RA
OG0010758	ENSG00000166575.17	Nana25362-RA
OG0010759	ENSG00000174804.4	Nana25367-RA
OG0010760	ENSG00000138744.16	Nana17581-RB, Nana17581-RA
OG0010762	ENSG00000149196.16	Nana25377-RA
OG0010763	ENSG00000132465.11	Nana17576-RA
OG0010764	ENSG00000074266.21	Nana25378-RA
OG0010765	ENSG00000132463.14	Nana17569-RA
OG0010767	ENSG00000145321.13	Nana17557-RA
OG0010768	ENSG00000165490.13	Nana25413-RA
OG0010769	ENSG00000137509.11	Nana25415-RA
OG0010770	ENSG00000163541.12	Nana17540-RA
OG0010771	ENSG00000162951.11	Nana17364-RA
OG0010772	ENSG00000167315.18	Nana12584-RA
OG0010773	ENSG00000177576.11	Nana12588-RA
OG0010774	ENSG00000095015.6	Nana12333-RA
OG0010775	ENSG00000164512.18	Nana12338-RA
OG0010776	ENSG00000164509.15	Nana12340-RA, Nana12340-RB
OG0010777	ENSG00000152670.19	Nana12341-RA
OG0010778	ENSG00000039123.16	Nana12344-RA
OG0010779	ENSG00000067248.10	Nana12345-RA
OG0010780	ENSG00000152669.9	Nana12346-RA
OG0010781	ENSG00000164283.13	Nana12351-RA
OG0010783	ENSG00000178996.14	Nana12356-RA
OG0010784	ENSG00000169271.3	Nana12357-RA
OG0010785	ENSG00000185305.11	Nana12358-RA
OG0010786	ENSG00000164258.12	Nana12360-RA
OG0010787	ENSG00000164171.11	Nana12364-RA
OG0010788	ENSG00000151883.18	Nana12374-RA
OG0010789	ENSG00000170571.12	Nana12378-RA
OG0010790	ENSG00000172239.14	Nana12388-RA
OG0010791	ENSG00000172244.9	Nana12389-RA
OG0010792	ENSG00000151881.14	Nana12390-RA
OG0010793	ENSG00000177453.7	Nana12392-RA
OG0010794	ENSG00000112964.14	Nana12396-RA
OG0010795	ENSG00000151876.13	Nana12399-RA
OG0010796	ENSG00000205765.9	Nana12400-RA
OG0010797	ENSG00000182836.10	Nana12403-RA
OG0010798	ENSG00000132356.11	Nana12408-RA
OG0010799	ENSG00000171522.6	Nana12407-RA
OG0010800	ENSG00000082074.18	Nana12415-RA
OG0010801	ENSG00000086200.16	Nana12299-RC
OG0010802	ENSG00000035499.13	Nana12315-RA
OG0010803	ENSG00000145632.15	Nana12327-RA
OG0010804	ENSG00000123219.13	Nana12275-RA
OG0010805	ENSG00000113593.12	Nana12273-RA
OG0010807	ENSG00000153044.10	Nana12254-RA
OG0010808	ENSG00000164300.17	Nana12251-RA
OG0010809	ENSG00000113296.14	Nana12250-RA
OG0010810	ENSG00000152413.15	Nana12245-RA
OG0010811	ENSG00000152409.9	Nana12243-RA
OG0010812	ENSG00000113273.17	Nana12238-RA
OG0010813	ENSG00000085365.18	Nana12235-RA
OG0010814	ENSG00000171540.7	Nana12230-RA
OG0010815	ENSG00000164253.14	Nana12229-RA
OG0010816	ENSG00000145708.11	Nana12222-RA
OG0010817	ENSG00000181104.7	Nana12218-RA
OG0010818	ENSG00000145703.16	Nana12217-RB
OG0010821	ENSG00000152359.15	Nana12215-RA
OG0010822	ENSG00000176928.7	Nana12205-RA
