Orthogroup	H_sapiens.pep	P_Mucros.pep
OG0010869	ENSG00000130956.14	XP_015681735.1
OG0010870	ENSG00000165244.7	XP_015681736.1
OG0010871	ENSG00000182150.16	XP_015680386.2
OG0010872	ENSG00000185920.16	XP_015679330.1
OG0010873	ENSG00000158169.13	XP_015676239.1
OG0010874	ENSG00000148120.16	XP_015676238.1
OG0010875	ENSG00000180447.7	XP_015674014.1
OG0010876	ENSG00000135052.16	XP_015674010.1
OG0010877	ENSG00000135040.16	XP_029140436.1
OG0010878	ENSG00000197506.8	XP_029142279.1
OG0010879	ENSG00000178966.16	XP_015683458.1
OG0010880	ENSG00000165113.13	XP_015667995.1
OG0010881	ENSG00000148057.16	XP_015667991.1, XP_015667992.1
OG0010882	ENSG00000134996.12	XP_015669954.1
OG0010883	ENSG00000106733.21	XP_015669953.1
OG0010884	ENSG00000119121.22	XP_015669959.1
OG0010885	ENSG00000135046.14	XP_015682978.1
OG0010886	ENSG00000119125.16	XP_015672162.2
OG0010887	ENSG00000119138.4	XP_015667965.1
OG0010888	ENSG00000204711.9	XP_015682540.1, XP_015682542.1
OG0010889	ENSG00000188647.13	XP_015682544.1
OG0010890	ENSG00000107099.15	XP_015673516.1
OG0010891	ENSG00000137090.12	XP_015673518.1
OG0010892	ENSG00000064218.5	XP_015673520.1
OG0010893	ENSG00000173253.15	XP_015673521.1
OG0010894	ENSG00000147852.16	XP_015678870.1
OG0010895	ENSG00000168263.9	XP_015678871.1
OG0010896	ENSG00000106688.12	XP_015676110.1
OG0010897	ENSG00000106993.12	XP_015676107.1
OG0010898	ENSG00000107036.12	XP_015676105.1
OG0010899	ENSG00000120215.10	XP_029140805.1
OG0010900	ENSG00000100906.10	XP_015674568.1
OG0010901	ENSG00000092020.10	XP_015674564.1
OG0010902	ENSG00000129518.9	XP_015677570.1
OG0010903	ENSG00000165389.7	XP_015677569.1
OG0010904	ENSG00000100852.13	XP_015668561.1
OG0010905	ENSG00000151413.17	XP_015668559.1, XP_015668560.1
OG0010906	ENSG00000129480.13	XP_015668564.1
OG0010907	ENSG00000100473.18	XP_015671628.1
OG0010908	ENSG00000148154.10	XP_015674696.1
OG0010909	ENSG00000136897.8	XP_015683027.1
OG0010910	ENSG00000165152.9	XP_015682203.2
OG0010911	ENSG00000096872.16	XP_015675067.1
OG0010912	ENSG00000137055.15	XP_015675069.1
OG0010913	ENSG00000177076.6	XP_015680584.1
OG0010914	ENSG00000178031.17	XP_015680751.1
OG0010915	ENSG00000174482.10	XP_015675072.1
OG0010916	ENSG00000147894.17	XP_015675062.1
OG0010917	ENSG00000147874.11	XP_015680749.1
OG0010918	ENSG00000111424.12	XP_015676097.1
OG0010919	ENSG00000037897.17	XP_015676143.1
OG0010920	ENSG00000183828.15	XP_029141153.1, XP_029141154.1
OG0010921	ENSG00000185024.17	XP_015678976.1
OG0010922	ENSG00000110911.16	XP_015676009.1, XP_015676017.1
OG0010923	ENSG00000089775.11	XP_015668812.1
OG0010924	ENSG00000050426.16	XP_015676120.1
OG0010925	ENSG00000135457.10	XP_015676652.1
OG0010926	ENSG00000140006.11	XP_015677945.1
OG0010927	ENSG00000179600.4	XP_015681830.1
OG0010928	ENSG00000023608.5	XP_015679671.1
OG0010929	ENSG00000100644.17	XP_015679670.1
OG0010930	ENSG00000102265.12	XP_015682075.1
OG0010931	ENSG00000126767.18	XP_015682738.1
OG0010932	ENSG00000184990.13	XP_015687026.1
OG0010933	ENSG00000066735.14	XP_029141987.1
OG0010934	ENSG00000156414.19	XP_029140467.1
OG0010935	ENSG00000227729.5	XP_015674196.1
OG0010936	ENSG00000126215.14	XP_029139426.1
OG0010937	ENSG00000136710.10	XP_015680271.1
OG0010938	ENSG00000166170.9	XP_015668721.1
OG0010939	ENSG00000278767.4, ENSG00000140093.10	XP_015683130.1
OG0010940	ENSG00000154832.15	XP_015679940.1
OG0010941	ENSG00000133937.4	XP_015674557.1
OG0010942	ENSG00000068354.16	XP_029142781.1
OG0010943	ENSG00000100697.14	XP_015674552.1
OG0010944	ENSG00000015285.11	XP_029142752.1
OG0010945	ENSG00000176438.12	XP_015674556.1
OG0010946	ENSG00000168398.6	XP_029141499.1
OG0010947	ENSG00000100744.15	XP_015679246.1
OG0010948	ENSG00000140057.9	XP_015679234.1
OG0010949	ENSG00000182544.8	XP_015672640.1
OG0010950	ENSG00000127152.18	XP_015675709.1
OG0010951	ENSG00000139651.11	XP_015672624.1
OG0010952	ENSG00000139631.18	XP_029140219.1
OG0010953	ENSG00000140067.6, ENSG00000273533.3	XP_029139922.1
OG0010954	ENSG00000175785.13, ENSG00000274089.4	XP_015671179.1
OG0010955	ENSG00000275947.2, ENSG00000153485.5	XP_029139921.1
OG0010956	ENSG00000066455.13	XP_015682917.1
OG0010957	ENSG00000161642.17	XP_015672628.1
OG0010958	ENSG00000165934.13	XP_015682259.1
OG0010959	ENSG00000123405.14	XP_015673755.2
OG0010960	ENSG00000094916.16	XP_015673750.1
OG0010961	ENSG00000140092.14	XP_015682206.1
OG0010962	ENSG00000198353.8	XP_015673757.1
OG0010963	ENSG00000172789.3	XP_015673754.1
OG0010964	ENSG00000180818.5	XP_015673761.1
OG0010965	ENSG00000123388.4	XP_015673763.1
OG0010966	ENSG00000123407.4	XP_015673764.1
OG0010967	ENSG00000012822.16	XP_015686445.1, XP_029141743.1
OG0010968	ENSG00000100784.12	XP_015682129.2
OG0010969	ENSG00000139625.13	XP_015675714.1
OG0010970	ENSG00000185591.10	XP_015675695.2
OG0010971	ENSG00000170374.6	XP_029140740.1
OG0010972	ENSG00000157168.20	XP_015673959.1
OG0010973	ENSG00000152315.5	XP_015676956.1
OG0010974	ENSG00000140025.16	XP_015676962.1
OG0010975	ENSG00000165533.18	XP_015679770.1
OG0010976	ENSG00000100722.20	XP_015680971.1
OG0010977	ENSG00000070778.13	XP_015680968.1
OG0010978	ENSG00000042317.17	XP_015684033.1
OG0010979	ENSG00000100433.15	XP_015684748.1
OG0010980	ENSG00000185070.11	XP_015665403.1
OG0010981	ENSG00000071537.14	XP_015681289.1
OG0010982	ENSG00000140022.13	XP_015680278.1
OG0010983	ENSG00000165409.17	XP_015680277.1
OG0010984	ENSG00000100603.13	XP_015668098.1
OG0010985	ENSG00000100601.10	XP_015668099.1
OG0010986	ENSG00000100593.18	XP_029139297.1
OG0010987	ENSG00000100583.4	XP_015668104.1
OG0010988	ENSG00000100580.8	XP_015668094.1
OG0010989	ENSG00000009830.11	XP_029139304.1
OG0010990	ENSG00000165553.4	XP_015668096.1
OG0010991	ENSG00000177108.5	XP_015683025.1
OG0010992	ENSG00000100565.15	XP_015669726.1
OG0010993	ENSG00000013523.10	XP_015669735.1
OG0010994	ENSG00000071246.11	XP_015669734.2
OG0010995	ENSG00000119650.12	XP_015669725.1
OG0010996	ENSG00000170345.10	XP_015669717.1
OG0010997	ENSG00000119703.15	XP_015677703.1
OG0010998	ENSG00000179115.11	XP_015668767.2
OG0010999	ENSG00000119718.11	XP_015677701.1
OG0011000	ENSG00000198208.12	XP_015677689.1
OG0011001	ENSG00000119682.17	XP_015677696.1
OG0011002	ENSG00000102575.13	XP_029139435.1
OG0011003	ENSG00000130176.8	XP_029139439.1
OG0011004	ENSG00000119688.21	XP_015674864.1
OG0011005	ENSG00000205517.12	XP_029139436.1
OG0011006	ENSG00000205659.10	XP_015674861.1
OG0011007	ENSG00000119711.13	XP_015674860.1
OG0011008	ENSG00000187097.12	XP_015674859.1
OG0011009	ENSG00000183401.12	XP_015668760.1
OG0011010	ENSG00000119723.17	XP_015674858.1
OG0011011	ENSG00000100916.14	XP_015668496.1
OG0011012	ENSG00000161031.13	XP_015671081.1
OG0011013	ENSG00000198807.13	XP_015672983.1
OG0011014	ENSG00000183032.12	XP_015672985.1
OG0011015	ENSG00000151338.18	XP_015672984.2
OG0011016	ENSG00000129514.7	XP_015681694.1
OG0011017	ENSG00000139865.16	XP_029141993.1
OG0011018	ENSG00000092140.16	XP_015671637.2
OG0011019	ENSG00000184304.15	XP_015671624.2
OG0011020	ENSG00000168952.15	XP_015672102.1
OG0011021	ENSG00000021776.11	XP_015669063.1
OG0011022	ENSG00000134146.12	XP_015669062.1
OG0011023	ENSG00000105137.13	XP_029139895.1
OG0011024	ENSG00000186073.14	XP_015669061.1
OG0011025	ENSG00000105135.16	XP_029139897.1
OG0011026	ENSG00000166068.13	XP_015678656.1
OG0011027	ENSG00000171262.11	XP_015671205.1
OG0011028	ENSG00000172575.12	XP_015671193.1
OG0011029	ENSG00000142453.11	XP_029141586.1, XP_015679783.1
OG0011030	ENSG00000197614.11	XP_015672672.1
OG0011031	ENSG00000003056.8	XP_029141704.1
OG0011032	ENSG00000169857.8	XP_015681244.1
OG0011033	ENSG00000184984.10	XP_015681267.1
OG0011034	ENSG00000134153.10	XP_015681284.1
OG0011035	ENSG00000101638.13	XP_029142085.1
OG0011036	ENSG00000165685.8	XP_029141588.1
OG0011037	ENSG00000141622.14	XP_015682630.1
OG0011038	ENSG00000133110.15	XP_015677674.1
OG0011039	ENSG00000120699.13	XP_015683112.1
OG0011040	ENSG00000197046.12	XP_015682384.1
OG0011041	ENSG00000176142.13	XP_015683040.1
OG0011042	ENSG00000132872.12	XP_015677911.1
OG0011043	ENSG00000006432.15	XP_015679007.1
OG0011044	ENSG00000100731.16	XP_015679005.1
OG0011045	ENSG00000163393.13	XP_015673565.1
OG0011046	ENSG00000102145.15	XP_015670436.1
OG0011047	ENSG00000165861.14	XP_015678864.1
OG0011048	ENSG00000156030.13	XP_029142199.1
OG0011049	ENSG00000214013.9	XP_015680569.1
OG0011050	ENSG00000130829.18	XP_015670613.1
OG0011051	ENSG00000262919.8	XP_015670599.1
OG0011052	ENSG00000166887.15	XP_015680557.1
OG0011053	ENSG00000182492.16	XP_015670600.1
OG0011054	ENSG00000172534.14	XP_029139230.1
OG0011055	ENSG00000187446.12	XP_015680918.1
OG0011056	ENSG00000178997.11	XP_029143084.1
OG0011057	ENSG00000157613.11	XP_015674773.1
OG0011058	ENSG00000110492.15	XP_015672705.1
OG0011059	ENSG00000180210.15	XP_015679609.1
OG0011060	ENSG00000072506.13	XP_015667721.1
OG0011061	ENSG00000072501.18	XP_015667718.1
OG0011062	ENSG00000134569.10	XP_029141559.1
OG0011063	ENSG00000134574.11	XP_015674137.1
OG0011064	ENSG00000110514.19	XP_015674143.1
OG0011065	ENSG00000134571.11	XP_029140461.1
OG0011066	ENSG00000033170.17	XP_015681636.1
OG0011067	ENSG00000050405.13	XP_015687339.1
OG0011068	ENSG00000166199.13	XP_015673952.1
OG0011069	ENSG00000066117.15	XP_015687331.1
OG0011070	ENSG00000052850.8	XP_015687200.1
OG0011071	ENSG00000019505.8	XP_015687196.2
OG0011072	ENSG00000121653.11	XP_015682528.1
OG0011073	ENSG00000121680.16	XP_015682532.1
OG0011074	ENSG00000135365.15	XP_015682527.1
OG0011075	ENSG00000148948.8	XP_015671297.1
OG0011076	ENSG00000052841.15	XP_015673949.1
OG0011077	ENSG00000175097.7	XP_015677970.1
OG0011078	ENSG00000166349.9	XP_015677971.2
OG0011079	ENSG00000135362.14	XP_029141215.1
OG0011080	ENSG00000135517.9	XP_015675469.1
OG0011081	ENSG00000110442.12	XP_015676571.1
OG0011082	ENSG00000111602.12	XP_029140676.1
OG0011083	ENSG00000110436.13	XP_015674788.1
OG0011085	ENSG00000186895.4	XP_015686058.1
OG0011086	ENSG00000075388.4	XP_015669563.1
OG0011087	ENSG00000149716.12	XP_015669561.1
OG0011088	ENSG00000135473.15	XP_015675319.1
OG0011089	ENSG00000172890.13	XP_015679276.1
OG0011090	ENSG00000175497.17	XP_015682465.1
OG0011091	ENSG00000129170.10	XP_015679281.1
OG0011092	ENSG00000129173.13	XP_029141477.1
OG0011093	ENSG00000109851.7	XP_015683949.1
OG0011094	ENSG00000185238.13	XP_029141852.1
OG0011095	ENSG00000165970.11	XP_015681093.2
OG0011096	ENSG00000171714.11	XP_015678785.1
OG0011097	ENSG00000181852.18	XP_015678401.1
OG0011098	ENSG00000131808.10	XP_015675502.1
OG0011099	ENSG00000109911.19	XP_015678418.2
OG0011100	ENSG00000139641.12	XP_015678395.1
OG0011101	ENSG00000184937.15	XP_029142408.1
OG0011102	ENSG00000060749.15	XP_015687041.1
OG0011103	ENSG00000121690.11	XP_029142971.1
OG0011104	ENSG00000176148.16	XP_015687022.1
OG0011105	ENSG00000125084.12	XP_015671812.1
OG0011106	ENSG00000205177.6	XP_015685572.1
OG0011107	ENSG00000139537.11	XP_015669397.1
OG0011108	ENSG00000172602.11	XP_015669452.1
OG0011109	ENSG00000167535.8	XP_015669439.1
OG0011110	ENSG00000198730.9	XP_015676683.1
OG0011111	ENSG00000110315.7	XP_015676686.1
OG0011112	ENSG00000129315.11	XP_015675406.1
OG0011113	ENSG00000139620.12	XP_015675407.1, XP_015675409.1
OG0011114	ENSG00000198056.15	XP_015678385.1
OG0011115	ENSG00000152270.9	XP_015679796.2
OG0011116	ENSG00000110693.18	XP_029139765.1
OG0011117	ENSG00000166689.16	XP_015674750.1
OG0011118	ENSG00000110700.7	XP_015674761.1
OG0011119	ENSG00000186666.6	XP_015677397.1
OG0011120	ENSG00000135472.9	XP_015677395.1
OG0011121	ENSG00000129158.11	XP_015681634.2
OG0011122	ENSG00000069188.17	XP_029138996.1
OG0011123	ENSG00000141540.11	XP_029139853.1
OG0011124	ENSG00000204347.4	XP_029139823.1
OG0011125	ENSG00000170412.18	XP_015670705.1
OG0011126	ENSG00000151117.9	XP_015675109.1
OG0011127	ENSG00000204237.5	XP_015670828.1
OG0011128	ENSG00000182446.14	XP_015670682.1
OG0011129	ENSG00000185504.17	XP_015670794.1
OG0011130	ENSG00000157637.13	XP_015670640.1
OG0011131	ENSG00000167302.10	XP_015670764.1
OG0011132	ENSG00000181409.14	XP_029139808.1
OG0011133	ENSG00000175866.15	XP_015670604.1
OG0011134	ENSG00000070985.13	XP_029141347.1
OG0011135	ENSG00000171246.6	XP_029139855.1
OG0011136	ENSG00000110651.11	XP_015678692.1
OG0011137	ENSG00000180176.14	XP_015678732.1
OG0011138	ENSG00000167244.21	XP_015683865.1
OG0011139	ENSG00000181523.13	XP_015672937.1
OG0011140	ENSG00000175643.10	XP_015672836.1
OG0011141	ENSG00000167291.16	XP_029140256.1
OG0011142	ENSG00000141582.15	XP_015675388.1
OG0011143	ENSG00000141570.11	XP_015675390.1
OG0011144	ENSG00000173894.11	XP_015675391.1
OG0011145	ENSG00000078902.16	XP_015669840.1
OG0011146	ENSG00000167280.16	XP_029140943.1
OG0011147	ENSG00000035862.12	XP_015676761.1
OG0011148	ENSG00000087157.19	XP_015674375.1
OG0011149	ENSG00000167900.12	XP_015679650.1
OG0011150	ENSG00000177830.18	XP_015676701.1
OG0011151	ENSG00000141524.15	XP_015679649.2
OG0011152	ENSG00000177697.19	XP_015667462.1
OG0011153	ENSG00000214087.8	XP_029141564.1
OG0011154	ENSG00000177685.17	XP_015667450.1
OG0011155	ENSG00000177666.17	XP_015667439.1
OG0011156	ENSG00000184524.6	XP_015667484.1
OG0011157	ENSG00000177225.17	XP_015667415.1
OG0011158	ENSG00000177030.16	XP_015667473.1
OG0011159	ENSG00000132002.8	XP_015677048.1
OG0011160	ENSG00000276825.2, ENSG00000069696.7	XP_015667349.1
OG0011161	ENSG00000099795.7	XP_015677045.1
OG0011162	ENSG00000181029.9	XP_015680024.1, XP_015680025.1
OG0011163	ENSG00000110066.15	XP_015680698.1
OG0011164	ENSG00000171067.11	XP_015669566.1
OG0011165	ENSG00000285044.2, ENSG00000172139.15	XP_029139597.1
OG0011166	ENSG00000132749.11	XP_029140156.1
OG0011167	ENSG00000011243.18	XP_015686143.1
OG0011168	ENSG00000197345.13	XP_015683023.1
OG0011169	ENSG00000132740.8	XP_029140898.1
OG0011170	ENSG00000141568.21	XP_015678265.2
OG0011171	ENSG00000141580.16	XP_015678264.1
OG0011172	ENSG00000173227.14	XP_015676542.1
OG0011173	ENSG00000185187.13	XP_029140711.1
OG0011174	ENSG00000006744.19	XP_015678259.1
OG0011175	ENSG00000177963.14	XP_015679118.1
OG0011176	ENSG00000138496.16	XP_029140552.1
OG0011177	ENSG00000144909.8	XP_015674620.1
OG0011178	ENSG00000163848.19	XP_015674617.1
OG0011179	ENSG00000065371.17, ENSG00000114547.10	XP_015673089.1
OG0011180	ENSG00000175455.15	XP_015673083.1
OG0011181	ENSG00000276231.5	XP_015670684.1
OG0011182	ENSG00000141506.13	XP_015670701.1
OG0011183	ENSG00000206527.10	XP_015673087.1
OG0011184	ENSG00000166596.15	XP_015670688.1, XP_015670687.1
OG0011185	ENSG00000065485.20	XP_015669463.1
OG0011186	ENSG00000006740.17	XP_029139838.1
OG0011187	ENSG00000125409.13	XP_015680984.1
OG0011188	ENSG00000138463.9	XP_015674402.1
OG0011189	ENSG00000163406.11	XP_015674404.1
OG0011190	ENSG00000141579.7	XP_015665690.1
OG0011191	ENSG00000141052.17	XP_029138844.1
OG0011192	ENSG00000211460.12	XP_015674408.1
OG0011193	ENSG00000074047.21	XP_015673124.1
OG0011194	ENSG00000163083.6	XP_015673126.1
OG0011196	ENSG00000144120.13	XP_015679974.1
OG0011197	ENSG00000158186.13	XP_015679975.1
OG0011198	ENSG00000163499.12	XP_029140784.1
OG0011199	ENSG00000181378.14	XP_015675968.2
OG0011200	ENSG00000163482.12	XP_029140782.1
OG0011201	ENSG00000163481.8	XP_015675962.1
OG0011202	ENSG00000074582.14	XP_015675963.1
OG0011203	ENSG00000115568.15	XP_029140780.1
OG0011204	ENSG00000144580.13	XP_015675960.1
OG0011205	ENSG00000007237.18	XP_015677119.1
OG0011206	ENSG00000065325.13	XP_029141008.1
OG0011207	ENSG00000158428.4	XP_015685760.1, XP_029140781.1
OG0011208	ENSG00000127838.14	XP_015675972.1
OG0011209	ENSG00000181396.13	XP_015673249.1
OG0011210	ENSG00000181408.3	XP_015673257.1
OG0011211	ENSG00000078687.17	XP_029140844.1
OG0011212	ENSG00000092931.11	XP_015685602.1
OG0011213	ENSG00000181038.13	XP_015685583.1
OG0011214	ENSG00000173638.19	XP_015676676.1
OG0011215	ENSG00000070526.15	XP_015685546.1
OG0011216	ENSG00000070731.11	XP_029142868.1
OG0011217	ENSG00000129673.9	XP_015674390.1
OG0011218	ENSG00000175931.13	XP_029140505.1
OG0011219	ENSG00000166436.16	XP_029139139.1
OG0011220	ENSG00000166900.17	XP_015675204.1
OG0011221	ENSG00000141576.16	XP_029142704.1
OG0011222	ENSG00000110048.12	XP_015680811.1
OG0011223	ENSG00000129654.8	XP_015675195.1
OG0011224	ENSG00000197629.6	XP_015680502.1
OG0011225	ENSG00000166801.15, ENSG00000189057.11	XP_015680508.1
OG0011226	ENSG00000167881.15	XP_015675188.1
OG0011227	ENSG00000213593.10	XP_015680503.1
OG0011228	ENSG00000156599.11	XP_015676038.1
OG0011229	ENSG00000172409.6	XP_029140789.1
OG0011230	ENSG00000149150.9	XP_015676027.1
OG0011231	ENSG00000186907.8	XP_029141863.1
OG0011232	ENSG00000134802.17	XP_015685547.1, XP_015673245.1
OG0011233	ENSG00000204316.12	XP_015675198.1
OG0011234	ENSG00000132478.10	XP_015674559.1
OG0011235	ENSG00000161526.15	XP_015674659.1
OG0011236	ENSG00000175505.11	XP_015687347.2
OG0011237	ENSG00000125445.11	XP_015677316.1
OG0011238	ENSG00000175463.12	XP_029141265.1, XP_015685304.2
OG0011239	ENSG00000170190.16	XP_015670532.1
OG0011240	ENSG00000167862.10	XP_015670534.1
OG0011241	ENSG00000109089.7	XP_015670535.1
OG0011242	ENSG00000167861.16	XP_015670536.1
OG0011243	ENSG00000110057.8	XP_029141608.1
OG0011244	ENSG00000182040.9	XP_015670546.1
OG0011245	ENSG00000172782.12	XP_029139812.1
OG0011246	ENSG00000161513.12	XP_029139813.1
OG0011247	ENSG00000139998.15	XP_015679920.1
OG0011248	ENSG00000070182.21	XP_015679923.1
OG0011249	ENSG00000109066.14	XP_015675342.1
OG0011250	ENSG00000109065.12	XP_015675343.1
OG0011251	ENSG00000015532.10	XP_015667274.1
OG0011252	ENSG00000108826.16	XP_015667265.1
OG0011253	ENSG00000154920.14	XP_029139121.1
OG0011254	ENSG00000136457.10	XP_015667158.1
OG0011255	ENSG00000136444.10	XP_015667182.1
OG0011256	ENSG00000136449.15	XP_015667170.1
OG0011257	ENSG00000006282.21	XP_015667589.1
OG0011258	ENSG00000114923.17	XP_015670672.1
OG0011259	ENSG00000006283.18	XP_029139204.1
OG0011260	ENSG00000144589.22	XP_029139836.1
OG0011261	ENSG00000123999.5	XP_015670678.2
OG0011262	ENSG00000123989.14	XP_015670669.1
OG0011263	ENSG00000286095.1, ENSG00000286143.1	XP_015682535.1
OG0011264	ENSG00000175084.12	XP_015672188.1
OG0011265	ENSG00000123992.19	XP_015672187.1
OG0011266	ENSG00000054356.14	XP_029140106.1
OG0011267	ENSG00000108848.16	XP_029141324.1
OG0011268	ENSG00000173714.8	XP_029139923.1
OG0011269	ENSG00000141232.5	XP_015671188.1
OG0011270	ENSG00000135912.11	XP_015682860.1
OG0011271	ENSG00000011258.16	XP_015672997.1
OG0011272	ENSG00000152127.9	XP_015667932.1
OG0011273	ENSG00000152128.13	XP_015667936.1
OG0011274	ENSG00000169710.9	XP_015673004.1
OG0011275	ENSG00000115839.17	XP_015667928.2
OG0011276	ENSG00000144224.17	XP_029139264.1
OG0011277	ENSG00000169733.12	XP_015673010.1
OG0011278	ENSG00000115866.11	XP_015667920.1
OG0011279	ENSG00000185269.12	XP_015681010.1
OG0011280	ENSG00000144227.5	XP_015669605.1
OG0011281	ENSG00000185624.15	XP_015680645.1
OG0011282	ENSG00000225663.8, ENSG00000288213.1	XP_015680648.1
OG0011283	ENSG00000115919.15	XP_015674312.2
OG0011284	ENSG00000121964.14	XP_029139618.1
OG0011285	ENSG00000169554.21	XP_015673355.1
OG0011286	ENSG00000170584.11	XP_015678225.1
OG0011287	ENSG00000038274.17	XP_015678226.1
OG0011288	ENSG00000113645.14	XP_015674819.1
OG0011289	ENSG00000204767.4	XP_015669599.2
OG0011290	ENSG00000113643.9	XP_015674817.1
OG0011291	ENSG00000043462.12	XP_015669065.1
OG0011292	ENSG00000145868.16	XP_015672365.1
OG0011293	ENSG00000164270.17	XP_015672366.1
OG0011294	ENSG00000183111.12	XP_029140612.1
OG0011295	ENSG00000144445.17	XP_015686591.1
OG0011296	ENSG00000115361.8	XP_015686569.1
OG0011297	ENSG00000157510.14	XP_015677040.1
OG0011298	ENSG00000173210.19	XP_015677041.1
OG0011299	ENSG00000021826.17	XP_015686530.2
OG0011300	ENSG00000169252.5	XP_015678290.1
OG0011301	ENSG00000168246.6	XP_015681242.1
OG0011302	ENSG00000174705.13	XP_015677910.1
OG0011303	ENSG00000120129.6	XP_015679414.1
OG0011304	ENSG00000113719.16	XP_015674202.1
OG0011305	ENSG00000164463.12	XP_015674183.1
OG0011306	ENSG00000030419.16	XP_029142989.1
OG0011307	ENSG00000144451.19	XP_015686547.1
OG0011308	ENSG00000183072.10	XP_015674232.1
OG0011309	ENSG00000144452.15	XP_029140585.1
OG0011310	ENSG00000113739.10	XP_015674140.1
OG0011311	ENSG00000163798.13	XP_015672127.1
OG0011312	ENSG00000075426.12	XP_015674981.1
OG0011313	ENSG00000115414.20	XP_029141011.1
OG0011314	ENSG00000113578.18	XP_015686049.1
OG0011315	ENSG00000187678.9	XP_015670748.1
OG0011316	ENSG00000131507.11	XP_015670749.1
OG0011317	ENSG00000162971.11	XP_015668514.1
OG0011318	ENSG00000155729.13	XP_015676288.1
OG0011320	ENSG00000155329.12	XP_015670755.1
OG0011321	ENSG00000053108.17	XP_015669763.2
OG0011322	ENSG00000068024.16	XP_015687671.1
OG0011323	ENSG00000237190.4	XP_015679825.1
OG0011324	ENSG00000204104.12	XP_015678727.1
OG0011325	ENSG00000115419.13	XP_015673410.1
OG0011326	ENSG00000144476.6	XP_015683843.1
OG0011327	ENSG00000189362.12	XP_015685437.2, XP_015676656.1
OG0011328	ENSG00000151690.15	XP_015676667.1
OG0011329	ENSG00000143952.20	XP_015667805.1
OG0011330	ENSG00000138379.5	XP_015672625.1
