Orthogroup	G_gallus.pep	A_carolinensis.pep
OG0011611	ENSGALG00000032644.2	ENSACAG00000004234.3
OG0011613	ENSGALG00000006571.6	ENSACAG00000010368.3
OG0011614	ENSGALG00000006601.6	ENSACAG00000010288.3
OG0011616	ENSGALG00000011673.5	ENSACAG00000007944.2
OG0011617	ENSGALG00000012256.5	ENSACAG00000007441.3
OG0011618	ENSGALG00000006691.6	ENSACAG00000009874.2
OG0011619	ENSGALG00000031797.2	ENSACAG00000009823.2
OG0011620	ENSGALG00000054572.1	ENSACAG00000008673.3
OG0011621	ENSGALG00000042387.2	ENSACAG00000008512.3
OG0011622	ENSGALG00000012275.6	ENSACAG00000007406.3
OG0011623	ENSGALG00000012289.6	ENSACAG00000007386.3
OG0011624	ENSGALG00000012342.6	ENSACAG00000007050.3
OG0011625	ENSGALG00000011560.7	ENSACAG00000003319.3
OG0011626	ENSGALG00000011625.7	ENSACAG00000004244.2
OG0011627	ENSGALG00000011663.6	ENSACAG00000004553.3
OG0011628	ENSGALG00000013737.5	ENSACAG00000004823.3
OG0011629	ENSGALG00000037377.2	ENSACAG00000004831.3
OG0011630	ENSGALG00000013732.7	ENSACAG00000004912.3
OG0011631	ENSGALG00000013727.6	ENSACAG00000004945.3
OG0011632	ENSGALG00000013710.6	ENSACAG00000005018.3
OG0011633	ENSGALG00000013683.7	ENSACAG00000005132.3
OG0011634	ENSGALG00000013659.5	ENSACAG00000005196.3
OG0011635	ENSGALG00000013647.7	ENSACAG00000005244.3
OG0011636	ENSGALG00000013616.6	ENSACAG00000005494.3
OG0011637	ENSGALG00000013607.6	ENSACAG00000005635.3
OG0011638	ENSGALG00000013604.7	ENSACAG00000005619.3
OG0011639	ENSGALG00000010760.7	ENSACAG00000003461.2
OG0011640	ENSGALG00000010762.3	ENSACAG00000003462.3
OG0011641	ENSGALG00000010768.6	ENSACAG00000003466.2
OG0011642	ENSGALG00000055021.1	ENSACAG00000003705.2
OG0011643	ENSGALG00000014464.6	ENSACAG00000002970.3
OG0011644	ENSGALG00000031763.2	ENSACAG00000002393.3
OG0011645	ENSGALG00000040000.2	ENSACAG00000002379.3
OG0011646	ENSGALG00000042079.3	ENSACAG00000002089.3
OG0011647	ENSGALG00000011000.6	ENSACAG00000001142.3
OG0011648	ENSGALG00000011005.5	ENSACAG00000001105.3
OG0011649	ENSGALG00000053073.1	ENSACAG00000000731.3
OG0011650	ENSGALG00000037506.2	ENSACAG00000000406.3
OG0011651	ENSGALG00000039349.2	ENSACAG00000002728.3
OG0011652	ENSGALG00000037177.3	ENSACAG00000002787.3
OG0011653	ENSGALG00000011065.6	ENSACAG00000002853.3
OG0011654	ENSGALG00000043280.2	ENSACAG00000002867.3
OG0011655	ENSGALG00000011091.6	ENSACAG00000000896.3
OG0011656	ENSGALG00000011096.6	ENSACAG00000001130.3
OG0011657	ENSGALG00000011101.6	ENSACAG00000001285.3
OG0011658	ENSGALG00000011114.6	ENSACAG00000001542.3
OG0011659	ENSGALG00000011117.6	ENSACAG00000001740.3
OG0011660	ENSGALG00000011136.6	ENSACAG00000001768.3
OG0011661	ENSGALG00000011155.6	ENSACAG00000002299.3
OG0011662	ENSGALG00000044278.2	ENSACAG00000029153.1
OG0011663	ENSGALG00000011174.6	ENSACAG00000002641.3
OG0011664	ENSGALG00000037735.2	ENSACAG00000013835.3
OG0011665	ENSGALG00000027389.3	ENSACAG00000015618.3
OG0011666	ENSGALG00000010285.6	ENSACAG00000001610.2
OG0011667	ENSGALG00000010165.6	ENSACAG00000014685.3
OG0011668	ENSGALG00000023256.4	ENSACAG00000001771.2
OG0011669	ENSGALG00000010149.6	ENSACAG00000014369.2
OG0011670	ENSGALG00000010131.6	ENSACAG00000014225.3
OG0011671	ENSGALG00000010127.7	ENSACAG00000014303.3
OG0011672	ENSGALG00000027871.4	ENSACAG00000010099.2
OG0011673	ENSGALG00000010349.7	ENSACAG00000009764.3
OG0011674	ENSGALG00000010448.7	ENSACAG00000009007.3
OG0011675	ENSGALG00000010551.6	ENSACAG00000008527.2
OG0011676	ENSGALG00000010554.6	ENSACAG00000008473.3
OG0011677	ENSGALG00000010571.6	ENSACAG00000008250.3
OG0011678	ENSGALG00000010583.6	ENSACAG00000008116.3
OG0011679	ENSGALG00000010609.7	ENSACAG00000001371.3
OG0011680	ENSGALG00000032440.3	ENSACAG00000001067.3
OG0011681	ENSGALG00000010618.4	ENSACAG00000000973.2
OG0011682	ENSGALG00000010620.7	ENSACAG00000000780.3
OG0011683	ENSGALG00000010625.6	ENSACAG00000029621.1
OG0011684	ENSGALG00000042511.3	ENSACAG00000008810.3
OG0011685	ENSGALG00000009909.3	ENSACAG00000000732.2
OG0011686	ENSGALG00000009896.6	ENSACAG00000001080.3
OG0011687	ENSGALG00000009884.6	ENSACAG00000001401.3
OG0011688	ENSGALG00000009843.6	ENSACAG00000006668.3
OG0011689	ENSGALG00000009837.5	ENSACAG00000006628.3
OG0011690	ENSGALG00000009822.7	ENSACAG00000006381.3
OG0011691	ENSGALG00000009821.6	ENSACAG00000006366.3
OG0011692	ENSGALG00000009814.5	ENSACAG00000006336.3
OG0011693	ENSGALG00000009802.7	ENSACAG00000006224.3
OG0011694	ENSGALG00000009791.6	ENSACAG00000006174.3
OG0011695	ENSGALG00000009784.6	ENSACAG00000005904.3
OG0011696	ENSGALG00000009615.7	ENSACAG00000014906.3
OG0011697	ENSGALG00000009612.6	ENSACAG00000001183.3
OG0011698	ENSGALG00000026727.4	ENSACAG00000001203.2
OG0011699	ENSGALG00000009413.6	ENSACAG00000002384.3
OG0011700	ENSGALG00000054469.1	ENSACAG00000002459.3
OG0011701	ENSGALG00000009388.7	ENSACAG00000002487.3
OG0011702	ENSGALG00000042816.2	ENSACAG00000003652.3
OG0011704	ENSGALG00000010931.2	ENSACAG00000001588.1
OG0011705	ENSGALG00000028573.3	ENSACAG00000002015.3
OG0011706	ENSGALG00000034077.2	ENSACAG00000002017.3
OG0011707	ENSGALG00000020049.5	ENSACAG00000002094.3
OG0011708	ENSGALG00000010057.6	ENSACAG00000002125.3
OG0011709	ENSGALG00000010050.6	ENSACAG00000002530.3
OG0011710	ENSGALG00000008998.6	ENSACAG00000009228.2
OG0011711	ENSGALG00000009007.7	ENSACAG00000009227.2
OG0011712	ENSGALG00000009024.6	ENSACAG00000009120.3
OG0011713	ENSGALG00000009052.3	ENSACAG00000007437.3
OG0011714	ENSGALG00000008701.5	ENSACAG00000006868.3
OG0011715	ENSGALG00000009233.6	ENSACAG00000006122.3
OG0011716	ENSGALG00000009246.4	ENSACAG00000006052.3
OG0011717	ENSGALG00000009253.6	ENSACAG00000006012.3
OG0011718	ENSGALG00000009305.6	ENSACAG00000005649.3
OG0011719	ENSGALG00000030269.3	ENSACAG00000005510.3
OG0011720	ENSGALG00000009322.6	ENSACAG00000005476.3
OG0011722	ENSGALG00000039720.2	ENSACAG00000006417.3
OG0011723	ENSGALG00000039450.2	ENSACAG00000006237.2
OG0011724	ENSGALG00000041558.3	ENSACAG00000006143.3
OG0011725	ENSGALG00000013821.5	ENSACAG00000006134.1
OG0011726	ENSGALG00000008504.7	ENSACAG00000005880.3
OG0011727	ENSGALG00000037289.2	ENSACAG00000014506.3
OG0011728	ENSGALG00000008538.7	ENSACAG00000014276.3
OG0011729	ENSGALG00000008525.6	ENSACAG00000014187.2
OG0011730	ENSGALG00000037576.2	ENSACAG00000013710.3
OG0011731	ENSGALG00000008651.7	ENSACAG00000013867.3
OG0011732	ENSGALG00000008962.6	ENSACAG00000013917.3
OG0011733	ENSGALG00000008960.6	ENSACAG00000014075.2
OG0011734	ENSGALG00000008957.6	ENSACAG00000014084.3
OG0011735	ENSGALG00000031265.2	ENSACAG00000003328.2
OG0011736	ENSGALG00000043587.2	ENSACAG00000003420.3
OG0011737	ENSGALG00000037901.3	ENSACAG00000003850.3
OG0011738	ENSGALG00000043080.3	ENSACAG00000003992.3
OG0011739	ENSGALG00000030022.3	ENSACAG00000004033.3
OG0011740	ENSGALG00000034048.2	ENSACAG00000015159.2
OG0011741	ENSGALG00000007853.6	ENSACAG00000015048.3
OG0011743	ENSGALG00000026747.3	ENSACAG00000016383.3
OG0011744	ENSGALG00000009100.4	ENSACAG00000016258.2
OG0011745	ENSGALG00000008182.7	ENSACAG00000012529.3
OG0011746	ENSGALG00000008163.6	ENSACAG00000012331.3
OG0011747	ENSGALG00000029500.1	ENSACAG00000028241.1
OG0011986	ENSGALG00000008623.7	ENSACAG00000004064.3
OG0011987	ENSGALG00000012220.6	ENSACAG00000016565.2
OG0011988	ENSGALG00000007594.5	ENSACAG00000003014.2
OG0011989	ENSGALG00000032039.3	ENSACAG00000017915.3
OG0011990	ENSGALG00000041790.2	ENSACAG00000016355.3
OG0011994	ENSGALG00000006211.6	ENSACAG00000011424.3
OG0011997	ENSGALG00000007242.6	ENSACAG00000009466.2
OG0011998	ENSGALG00000029537.3	ENSACAG00000004036.3
OG0011999	ENSGALG00000035576.2	ENSACAG00000006827.3
OG0012000	ENSGALG00000030255.2	ENSACAG00000023100.1
OG0012001	ENSGALG00000054017.1	ENSACAG00000015359.3
OG0012002	ENSGALG00000039284.3	ENSACAG00000011692.2
OG0012003	ENSGALG00000004832.6	ENSACAG00000014146.3
OG0012004	ENSGALG00000026944.3	ENSACAG00000001335.1
OG0012006	ENSGALG00000009229.6	ENSACAG00000001666.3
OG0012007	ENSGALG00000007944.5	ENSACAG00000014066.3
OG0012008	ENSGALG00000007924.2	ENSACAG00000012665.2
OG0012009	ENSGALG00000003313.6	ENSACAG00000004340.2
OG0012010	ENSGALG00000037052.2	ENSACAG00000004576.2
OG0012011	ENSGALG00000030994.2	ENSACAG00000015408.2
OG0012012	ENSGALG00000053648.1	ENSACAG00000004783.1
OG0012014	ENSGALG00000016003.6	ENSACAG00000003914.3
OG0012016	ENSGALG00000008113.6	ENSACAG00000009268.3
OG0012017	ENSGALG00000002412.6	ENSACAG00000011497.3
OG0012018	ENSGALG00000036160.2	ENSACAG00000009285.3
OG0012019	ENSGALG00000044433.2	ENSACAG00000001061.3
OG0012022	ENSGALG00000000528.6	ENSACAG00000009696.2
OG0012024	ENSGALG00000033557.2	ENSACAG00000015663.3
OG0012026	ENSGALG00000036645.2	ENSACAG00000004317.3
OG0012027	ENSGALG00000030118.2	ENSACAG00000000029.2
OG0012028	ENSGALG00000022440.4	ENSACAG00000002145.3
OG0012029	ENSGALG00000034585.3	ENSACAG00000004403.3
OG0012030	ENSGALG00000030436.1	ENSACAG00000028234.1
OG0012031	ENSGALG00000032456.1	ENSACAG00000028228.1
OG0012032	ENSGALG00000032142.1	ENSACAG00000028225.1
OG0012033	ENSGALG00000043768.2	ENSACAG00000028219.1
OG0012034	ENSGALG00000042750.1	ENSACAG00000028215.1
OG0012035	ENSGALG00000040770.2	ENSACAG00000014631.3
OG0012037	ENSGALG00000007930.7	ENSACAG00000010072.3
OG0012038	ENSGALG00000028465.3	ENSACAG00000006597.2
OG0012040	ENSGALG00000007979.6	ENSACAG00000010259.2
OG0012044	ENSGALG00000012952.4	ENSACAG00000001000.2
OG0012045	ENSGALG00000004358.7	ENSACAG00000008628.2
OG0012049	ENSGALG00000001608.7	ENSACAG00000000343.3
OG0012050	ENSGALG00000050637.1	ENSACAG00000004107.2
OG0012052	ENSGALG00000041384.2	ENSACAG00000003678.3
OG0012053	ENSGALG00000004853.6	ENSACAG00000006002.3
OG0012054	ENSGALG00000006352.6	ENSACAG00000000471.2
OG0012055	ENSGALG00000006351.5	ENSACAG00000000472.2
OG0012057	ENSGALG00000008135.6	ENSACAG00000009821.2
OG0012060	ENSGALG00000003986.6	ENSACAG00000005152.3
OG0012061	ENSGALG00000006758.7	ENSACAG00000002007.3
OG0012062	ENSGALG00000052760.1	ENSACAG00000010441.1
OG0012063	ENSGALG00000007625.6	ENSACAG00000003709.2
OG0012064	ENSGALG00000002527.5	ENSACAG00000017949.3
OG0012065	ENSGALG00000032642.2	ENSACAG00000010345.3
OG0012070	ENSGALG00000028437.4	ENSACAG00000012575.2
OG0012071	ENSGALG00000042322.2	ENSACAG00000004874.2
OG0012074	ENSGALG00000038688.2	ENSACAG00000009834.2
OG0012076	ENSGALG00000005083.7	ENSACAG00000008610.2
OG0012078	ENSGALG00000005087.7	ENSACAG00000008950.3
OG0012079	ENSGALG00000048159.1	ENSACAG00000012919.3
OG0012080	ENSGALG00000000934.6	ENSACAG00000004731.1
OG0012081	ENSGALG00000013532.7	ENSACAG00000013621.3
OG0012082	ENSGALG00000006371.7	ENSACAG00000001433.1
OG0012083	ENSGALG00000054988.1	ENSACAG00000017006.2
OG0012087	ENSGALG00000003154.7	ENSACAG00000005509.3
OG0012089	ENSGALG00000041764.2	ENSACAG00000012608.3
OG0012090	ENSGALG00000031328.2	ENSACAG00000011848.3
OG0012091	ENSGALG00000038771.3	ENSACAG00000012618.2
OG0012092	ENSGALG00000003914.6	ENSACAG00000009292.2
OG0012093	ENSGALG00000016651.7	ENSACAG00000010947.3
OG0012094	ENSGALG00000053132.1	ENSACAG00000015962.3
OG0012097	ENSGALG00000008239.7	ENSACAG00000001777.2
OG0012100	ENSGALG00000014638.6	ENSACAG00000003417.3
OG0012104	ENSGALG00000006445.6	ENSACAG00000011731.3
OG0012106	ENSGALG00000047515.1	ENSACAG00000016561.2
OG0012108	ENSGALG00000032223.2	ENSACAG00000003849.3
OG0012109	ENSGALG00000029760.3	ENSACAG00000016180.3
OG0012110	ENSGALG00000000835.5	ENSACAG00000000027.2
OG0012120	ENSGALG00000017321.5	ENSACAG00000000516.2
OG0012123	ENSGALG00000043827.2	ENSACAG00000009402.2
OG0012124	ENSGALG00000041748.2	ENSACAG00000009582.2
OG0012128	ENSGALG00000008070.6	ENSACAG00000000796.3
OG0012129	ENSGALG00000038667.2	ENSACAG00000003829.2
OG0012131	ENSGALG00000031243.2	ENSACAG00000003754.3
OG0012133	ENSGALG00000007365.8	ENSACAG00000004437.2
OG0012134	ENSGALG00000045606.2	ENSACAG00000006609.3
OG0012135	ENSGALG00000007358.5	ENSACAG00000004493.2
OG0012136	ENSGALG00000023904.4	ENSACAG00000004747.2
OG0012137	ENSGALG00000047514.1	ENSACAG00000022442.1
OG0012140	ENSGALG00000013768.6	ENSACAG00000008005.3
OG0012141	ENSGALG00000040182.3	ENSACAG00000005392.2
OG0012142	ENSGALG00000017302.6	ENSACAG00000013596.2
OG0012143	ENSGALG00000001048.6	ENSACAG00000000012.3
OG0012145	ENSGALG00000053332.1	ENSACAG00000028627.1
OG0012146	ENSGALG00000001900.6	ENSACAG00000016949.3
OG0012147	ENSGALG00000004107.6	ENSACAG00000000952.3
OG0012148	ENSGALG00000009202.5	ENSACAG00000029672.1, ENSACAG00000017114.3
OG0012149	ENSGALG00000004111.2	ENSACAG00000000912.3
OG0012151	ENSGALG00000038458.2	ENSACAG00000017180.3
OG0012152	ENSGALG00000005077.6	ENSACAG00000000601.3
OG0012153	ENSGALG00000029583.2	ENSACAG00000010378.3
OG0012154	ENSGALG00000017262.7	ENSACAG00000012231.3
OG0012155	ENSGALG00000001689.6	ENSACAG00000017007.3
OG0012156	ENSGALG00000007007.7	ENSACAG00000005992.3
OG0012159	ENSGALG00000054900.1	ENSACAG00000008840.3, ENSACAG00000025491.1
OG0012161	ENSGALG00000004215.7	ENSACAG00000013268.3
OG0012165	ENSGALG00000006460.6	ENSACAG00000017019.3
OG0012166	ENSGALG00000006467.7	ENSACAG00000017051.2
OG0012167	ENSGALG00000007315.6	ENSACAG00000001021.3
OG0012168	ENSGALG00000006586.6	ENSACAG00000008743.3
OG0012170	ENSGALG00000007681.6	ENSACAG00000002663.3
OG0012173	ENSGALG00000007030.6	ENSACAG00000012686.3
OG0012174	ENSGALG00000005249.6	ENSACAG00000001554.3
OG0012176	ENSGALG00000021520.5	ENSACAG00000006509.3
OG0012177	ENSGALG00000042705.2	ENSACAG00000006591.2
OG0012181	ENSGALG00000016774.6	ENSACAG00000007946.3
OG0012188	ENSGALG00000002069.6	ENSACAG00000011538.3
OG0012190	ENSGALG00000026674.3	ENSACAG00000008400.2
OG0012193	ENSGALG00000035650.3	ENSACAG00000024251.2
OG0012197	ENSGALG00000029383.3	ENSACAG00000014857.3
OG0012198	ENSGALG00000026836.3, ENSGALG00000054999.1	ENSACAG00000012220.3
OG0012200	ENSGALG00000038433.2	ENSACAG00000010309.3
OG0012201	ENSGALG00000027742.3	ENSACAG00000027766.2
OG0012203	ENSGALG00000035211.2	ENSACAG00000006084.2
OG0012204	ENSGALG00000039206.2	ENSACAG00000006638.2
OG0012205	ENSGALG00000006326.7	ENSACAG00000012499.2
OG0012207	ENSGALG00000041435.2	ENSACAG00000011637.2
OG0012208	ENSGALG00000038782.2	ENSACAG00000006984.3
OG0012210	ENSGALG00000013861.6	ENSACAG00000016855.3
OG0012212	ENSGALG00000028294.4	ENSACAG00000008895.3
OG0012213	ENSGALG00000045901.2	ENSACAG00000001684.2
OG0012214	ENSGALG00000012392.6	ENSACAG00000006702.3
OG0012215	ENSGALG00000012412.6	ENSACAG00000006340.3
OG0012217	ENSGALG00000051947.1	ENSACAG00000011509.3
OG0012218	ENSGALG00000054251.1	ENSACAG00000003268.3
OG0012219	ENSGALG00000002960.7	ENSACAG00000009863.3
OG0012220	ENSGALG00000000535.6	ENSACAG00000017376.1
OG0012221	ENSGALG00000038758.2	ENSACAG00000014051.3
OG0012225	ENSGALG00000001081.7	ENSACAG00000007852.3
OG0012233	ENSGALG00000005132.6	ENSACAG00000001068.3
OG0012234	ENSGALG00000004101.5	ENSACAG00000009683.2
OG0012235	ENSGALG00000053914.1	ENSACAG00000007516.3
OG0012236	ENSGALG00000003911.5	ENSACAG00000011340.3
OG0012238	ENSGALG00000026225.4	ENSACAG00000000210.3
OG0012239	ENSGALG00000013995.5	ENSACAG00000010574.2
OG0012241	ENSGALG00000029731.2	ENSACAG00000014286.2
OG0012242	ENSGALG00000010079.6	ENSACAG00000017748.3
OG0012243	ENSGALG00000043799.2	ENSACAG00000009002.3
OG0012245	ENSGALG00000024318.4	ENSACAG00000003887.2
OG0012246	ENSGALG00000006008.6	ENSACAG00000004761.3
OG0012247	ENSGALG00000002452.6	ENSACAG00000012625.3
OG0012248	ENSGALG00000030706.2	ENSACAG00000017835.3
OG0012249	ENSGALG00000013409.6, ENSGALG00000047941.1	ENSACAG00000001138.3
OG0012251	ENSGALG00000007624.6	ENSACAG00000014504.2
OG0012253	ENSGALG00000030095.2	ENSACAG00000028452.1
OG0012259	ENSGALG00000048002.1	ENSACAG00000007805.3
OG0012260	ENSGALG00000021340.6	ENSACAG00000009514.3
OG0012263	ENSGALG00000035623.2	ENSACAG00000014552.3
OG0012264	ENSGALG00000000044.7	ENSACAG00000012717.3
OG0012265	ENSGALG00000004416.6	ENSACAG00000014927.3
OG0012266	ENSGALG00000040687.3	ENSACAG00000008754.2
OG0012267	ENSGALG00000035630.3	ENSACAG00000013565.2
OG0012268	ENSGALG00000021365.6	ENSACAG00000022301.1
OG0012269	ENSGALG00000036365.2	ENSACAG00000011494.3
OG0012271	ENSGALG00000030128.3	ENSACAG00000010783.3
OG0012272	ENSGALG00000039224.3	ENSACAG00000010807.2
OG0012274	ENSGALG00000005377.6	ENSACAG00000010283.2
OG0012275	ENSGALG00000021553.5	ENSACAG00000010802.2
OG0012276	ENSGALG00000007430.7	ENSACAG00000006925.2
OG0012277	ENSGALG00000018439.6	ENSACAG00000016175.3
OG0012278	ENSGALG00000003242.5	ENSACAG00000000429.2
OG0012279	ENSGALG00000021273.6	ENSACAG00000007471.3
OG0012280	ENSGALG00000000903.7	ENSACAG00000007708.2
OG0012281	ENSGALG00000000901.5	ENSACAG00000007709.3
OG0012284	ENSGALG00000032634.3	ENSACAG00000008350.2
OG0012285	ENSGALG00000026761.3	ENSACAG00000003957.3
OG0012286	ENSGALG00000016154.3	ENSACAG00000016209.3
OG0012287	ENSGALG00000045875.2	ENSACAG00000001272.3
OG0012289	ENSGALG00000001256.6	ENSACAG00000015592.3
OG0012290	ENSGALG00000031214.2	ENSACAG00000004505.2
OG0012292	ENSGALG00000043439.2	ENSACAG00000010328.3
OG0012293	ENSGALG00000001167.5	ENSACAG00000016268.2
OG0012294	ENSGALG00000001161.6	ENSACAG00000016270.3
OG0012295	ENSGALG00000046164.2	ENSACAG00000012505.1
OG0012296	ENSGALG00000003441.5	ENSACAG00000000004.2
OG0012299	ENSGALG00000038930.3	ENSACAG00000010826.2
OG0012300	ENSGALG00000034999.2	ENSACAG00000009608.2
OG0012301	ENSGALG00000049153.1	ENSACAG00000003436.2
OG0012302	ENSGALG00000008834.6	ENSACAG00000005810.3
OG0012306	ENSGALG00000001037.6	ENSACAG00000013074.3
OG0012307	ENSGALG00000008733.6	ENSACAG00000012898.3
OG0012309	ENSGALG00000002517.5	ENSACAG00000013378.2
OG0012310	ENSGALG00000002307.7	ENSACAG00000015403.3
OG0012311	ENSGALG00000002303.5	ENSACAG00000015397.3
OG0012317	ENSGALG00000033630.3	ENSACAG00000009840.2
OG0012318	ENSGALG00000039011.3	ENSACAG00000009666.3
OG0012320	ENSGALG00000006780.7	ENSACAG00000000868.2
OG0012322	ENSGALG00000003478.4	ENSACAG00000002822.2
OG0012323	ENSGALG00000036346.2	ENSACAG00000015562.3
OG0012325	ENSGALG00000009680.6	ENSACAG00000017818.2
OG0012326	ENSGALG00000027232.3	ENSACAG00000003238.2
OG0012327	ENSGALG00000054015.1	ENSACAG00000017129.3
OG0012329	ENSGALG00000009069.6	ENSACAG00000024322.1, ENSACAG00000007149.2
OG0012330	ENSGALG00000010375.6	ENSACAG00000017801.3
OG0012331	ENSGALG00000040297.3	ENSACAG00000013650.3
OG0012332	ENSGALG00000041473.2	ENSACAG00000001548.3
OG0012333	ENSGALG00000040925.3	ENSACAG00000009503.3
OG0012334	ENSGALG00000019554.5, ENSGALG00000019553.4	ENSACAG00000000880.3
OG0012335	ENSGALG00000035199.3	ENSACAG00000009176.3
OG0012337	ENSGALG00000000975.6	ENSACAG00000008161.2
OG0012338	ENSGALG00000024122.4	ENSACAG00000001475.2
OG0012340	ENSGALG00000039170.2	ENSACAG00000017100.3
OG0012341	ENSGALG00000041730.2	ENSACAG00000000748.3
OG0012342	ENSGALG00000004103.6	ENSACAG00000015330.2
OG0012343	ENSGALG00000032984.3	ENSACAG00000011072.2
OG0012344	ENSGALG00000039685.2	ENSACAG00000011613.3
OG0012345	ENSGALG00000004209.6	ENSACAG00000011549.3
OG0012346	ENSGALG00000050503.1	ENSACAG00000029577.1
OG0012347	ENSGALG00000004189.6	ENSACAG00000011457.2
OG0012348	ENSGALG00000011865.6	ENSACAG00000010041.3
OG0012350	ENSGALG00000009973.6	ENSACAG00000015526.3
OG0012351	ENSGALG00000035136.3	ENSACAG00000012617.3
OG0012352	ENSGALG00000002646.6	ENSACAG00000001262.3
OG0012358	ENSGALG00000027980.4	ENSACAG00000027867.1
OG0012360	ENSGALG00000042375.2	ENSACAG00000010589.3
OG0012364	ENSGALG00000013893.7	ENSACAG00000014151.2
OG0012366	ENSGALG00000001304.6	ENSACAG00000001785.3
OG0012368	ENSGALG00000012885.7	ENSACAG00000017588.2
OG0012370	ENSGALG00000014685.6	ENSACAG00000000598.2
OG0012371	ENSGALG00000005066.6	ENSACAG00000015027.2
OG0012374	ENSGALG00000034325.2	ENSACAG00000004013.3
OG0012376	ENSGALG00000003285.6	ENSACAG00000006085.3
OG0012378	ENSGALG00000002519.7	ENSACAG00000009183.2
OG0012379	ENSGALG00000028759.3	ENSACAG00000003555.3
OG0012380	ENSGALG00000012470.5	ENSACAG00000003558.3
OG0012381	ENSGALG00000007326.6	ENSACAG00000006756.2
OG0012383	ENSGALG00000005160.6	ENSACAG00000012805.2
OG0012385	ENSGALG00000007994.5	ENSACAG00000003905.3
OG0012386	ENSGALG00000008063.7	ENSACAG00000001801.2
OG0012387	ENSGALG00000045842.2	ENSACAG00000028695.1
OG0012388	ENSGALG00000001841.7	ENSACAG00000006239.2
OG0012392	ENSGALG00000032031.3	ENSACAG00000010198.3
OG0012394	ENSGALG00000037644.2	ENSACAG00000010084.2
OG0012395	ENSGALG00000027700.4	ENSACAG00000016004.3
OG0012397	ENSGALG00000049273.1	ENSACAG00000016943.2
OG0012399	ENSGALG00000008319.6	ENSACAG00000004930.3
OG0012400	ENSGALG00000013371.6	ENSACAG00000017485.2
OG0012403	ENSGALG00000005975.6	ENSACAG00000007731.3
OG0012404	ENSGALG00000035752.2	ENSACAG00000013356.1
OG0012405	ENSGALG00000052646.1	ENSACAG00000014448.3
OG0012407	ENSGALG00000041346.3	ENSACAG00000011765.2
OG0012408	ENSGALG00000005422.6	ENSACAG00000012502.3
OG0012409	ENSGALG00000005451.6	ENSACAG00000028785.1
OG0012410	ENSGALG00000030031.2	ENSACAG00000016865.3
OG0012411	ENSGALG00000038629.2	ENSACAG00000009395.2
OG0012412	ENSGALG00000053965.1	ENSACAG00000005156.2
OG0012415	ENSGALG00000011469.6	ENSACAG00000004588.2
OG0012416	ENSGALG00000052546.1	ENSACAG00000016766.2
OG0012417	ENSGALG00000015977.6	ENSACAG00000000100.3
OG0012419	ENSGALG00000001533.6	ENSACAG00000001464.2
OG0012422	ENSGALG00000001214.6	ENSACAG00000001298.3
OG0012423	ENSGALG00000004793.6	ENSACAG00000015948.3
OG0012425	ENSGALG00000011904.6	ENSACAG00000006533.3
OG0012430	ENSGALG00000050403.1	ENSACAG00000000458.2
OG0012431	ENSGALG00000028666.4	ENSACAG00000028331.1
OG0012432	ENSGALG00000038461.3	ENSACAG00000009424.3
OG0012434	ENSGALG00000054655.1	ENSACAG00000010018.3
OG0012435	ENSGALG00000002525.7	ENSACAG00000004785.3
OG0012436	ENSGALG00000001093.7	ENSACAG00000017728.3
OG0012438	ENSGALG00000034675.2	ENSACAG00000014802.3
OG0012440	ENSGALG00000038145.3	ENSACAG00000013185.3
OG0012441	ENSGALG00000053670.1	ENSACAG00000013773.3
OG0012442	ENSGALG00000015320.4	ENSACAG00000002054.2
OG0012443	ENSGALG00000002913.6	ENSACAG00000014638.3
OG0012444	ENSGALG00000004221.6	ENSACAG00000005646.3
OG0012445	ENSGALG00000031094.2	ENSACAG00000013812.2
OG0012446	ENSGALG00000007257.5	ENSACAG00000014675.2
