Orthogroup	G_gallus.pep	C_familiaris.pep
OG0012581	ENSGALG00000013196.6	ENSCAFG00000002492.4
OG0012582	ENSGALG00000007694.7	ENSCAFG00000004258.5
OG0012583	ENSGALG00000044620.2	ENSCAFG00000008827.5
OG0012584	ENSGALG00000014081.6	ENSCAFG00000001990.4
OG0012588	ENSGALG00000001944.6	ENSCAFG00000002483.4
OG0012589	ENSGALG00000034284.2	ENSCAFG00000004623.4
OG0012590	ENSGALG00000035429.2	ENSCAFG00000006999.4
OG0012591	ENSGALG00000007956.6	ENSCAFG00000004117.4
OG0012593	ENSGALG00000020575.6	ENSCAFG00000031120.2
OG0012595	ENSGALG00000001981.6	ENSCAFG00000017655.4
OG0012598	ENSGALG00000005582.7	ENSCAFG00000013286.3
OG0012599	ENSGALG00000020984.5	ENSCAFG00000013814.2
OG0012600	ENSGALG00000006795.7	ENSCAFG00000012198.4
OG0012601	ENSGALG00000015400.5	ENSCAFG00000007777.3
OG0012604	ENSGALG00000036931.2	ENSCAFG00000014549.4
OG0012607	ENSGALG00000047463.1	ENSCAFG00000013114.5
OG0012611	ENSGALG00000038003.2	ENSCAFG00000019544.4
OG0012613	ENSGALG00000030831.3	ENSCAFG00000019539.4
OG0012614	ENSGALG00000026658.4	ENSCAFG00000023665.3
OG0012615	ENSGALG00000004587.7	ENSCAFG00000014434.4
OG0012616	ENSGALG00000029691.2	ENSCAFG00000005634.6
OG0012617	ENSGALG00000003227.5	ENSCAFG00000018522.4
OG0012619	ENSGALG00000032978.3	ENSCAFG00000005250.2
OG0012621	ENSGALG00000042471.3	ENSCAFG00000005213.4
OG0012624	ENSGALG00000007533.6	ENSCAFG00000012143.5
OG0012627	ENSGALG00000012890.6	ENSCAFG00000003373.5
OG0012628	ENSGALG00000047017.1	ENSCAFG00000009461.4
OG0012632	ENSGALG00000017376.6	ENSCAFG00000011151.5
OG0012635	ENSGALG00000031735.2	ENSCAFG00000016332.5
OG0012637	ENSGALG00000014030.7	ENSCAFG00000011441.5
OG0012638	ENSGALG00000000775.6	ENSCAFG00000012086.4
OG0012640	ENSGALG00000003179.6	ENSCAFG00000016691.2
OG0012642	ENSGALG00000026392.3	ENSCAFG00000018883.4
OG0012643	ENSGALG00000004476.5	ENSCAFG00000009481.5
OG0012644	ENSGALG00000012322.5	ENSCAFG00000006326.4
OG0012646	ENSGALG00000005944.7	ENSCAFG00000011279.4
OG0012647	ENSGALG00000026373.3	ENSCAFG00000031280.2
OG0012648	ENSGALG00000035447.3	ENSCAFG00000017447.4
OG0012649	ENSGALG00000006394.5	ENSCAFG00000023298.4
OG0012651	ENSGALG00000013229.7	ENSCAFG00000011862.5
OG0012652	ENSGALG00000013211.5	ENSCAFG00000011838.4
OG0012653	ENSGALG00000032051.3	ENSCAFG00000016177.4
OG0012654	ENSGALG00000030383.3	ENSCAFG00000015479.4
OG0012657	ENSGALG00000003029.6	ENSCAFG00000002075.3
OG0012663	ENSGALG00000009306.4	ENSCAFG00000014983.4
OG0012664	ENSGALG00000003076.5	ENSCAFG00000014678.5
OG0012669	ENSGALG00000008691.6	ENSCAFG00000005463.4
OG0012671	ENSGALG00000039989.2	ENSCAFG00000014774.1
OG0012672	ENSGALG00000008731.5	ENSCAFG00000005425.4
OG0012673	ENSGALG00000013134.6	ENSCAFG00000012478.4
OG0012674	ENSGALG00000038666.2	ENSCAFG00000023016.3
OG0012681	ENSGALG00000012953.7	ENSCAFG00000010768.4
OG0012685	ENSGALG00000010954.6	ENSCAFG00000002755.4
OG0012686	ENSGALG00000033641.2	ENSCAFG00000005731.5
OG0012687	ENSGALG00000030836.2	ENSCAFG00000005723.4
OG0012689	ENSGALG00000041129.2	ENSCAFG00000005704.4
OG0012690	ENSGALG00000039432.2	ENSCAFG00000008531.4
OG0012691	ENSGALG00000040561.2	ENSCAFG00000008520.3
OG0012695	ENSGALG00000011022.5	ENSCAFG00000002863.2
OG0012697	ENSGALG00000011283.6	ENSCAFG00000005795.4
OG0012698	ENSGALG00000038747.3	ENSCAFG00000008325.4
OG0012699	ENSGALG00000013031.6	ENSCAFG00000016114.4
OG0012701	ENSGALG00000011241.6	ENSCAFG00000005873.3
OG0012702	ENSGALG00000002374.6	ENSCAFG00000008028.4
OG0012704	ENSGALG00000019286.5	ENSCAFG00000016229.5
OG0012706	ENSGALG00000027654.3	ENSCAFG00000010133.4
OG0012707	ENSGALG00000013061.5	ENSCAFG00000010319.4
OG0012708	ENSGALG00000003003.6	ENSCAFG00000010505.3
OG0012709	ENSGALG00000043415.2	ENSCAFG00000006237.4
OG0012710	ENSGALG00000005208.6	ENSCAFG00000019993.4
OG0012711	ENSGALG00000004966.6	ENSCAFG00000010328.4
OG0012712	ENSGALG00000005030.7	ENSCAFG00000010292.6
OG0012713	ENSGALG00000039092.2	ENSCAFG00000004768.4
OG0012714	ENSGALG00000037629.2	ENSCAFG00000004776.5
OG0012715	ENSGALG00000012755.3	ENSCAFG00000007304.5
OG0012716	ENSGALG00000036390.2	ENSCAFG00000031008.2
OG0012717	ENSGALG00000039935.2	ENSCAFG00000003133.5
OG0012719	ENSGALG00000041820.2	ENSCAFG00000003170.3
OG0012720	ENSGALG00000029677.3	ENSCAFG00000003652.5
OG0012722	ENSGALG00000036111.3	ENSCAFG00000028707.2
OG0012724	ENSGALG00000041744.2	ENSCAFG00000031916.2
OG0012725	ENSGALG00000040298.2	ENSCAFG00000025529.3
OG0012726	ENSGALG00000012541.6	ENSCAFG00000001705.4
OG0012728	ENSGALG00000049181.1	ENSCAFG00000009145.4
OG0012730	ENSGALG00000037940.2	ENSCAFG00000012294.4
OG0012731	ENSGALG00000013402.5	ENSCAFG00000025377.3
OG0012732	ENSGALG00000006547.5	ENSCAFG00000007945.4
OG0012733	ENSGALG00000006543.6	ENSCAFG00000010846.4
OG0012734	ENSGALG00000012457.5	ENSCAFG00000001509.3
OG0012735	ENSGALG00000012454.4	ENSCAFG00000001506.4
OG0012736	ENSGALG00000042365.2	ENSCAFG00000001502.5
OG0012741	ENSGALG00000036867.2	ENSCAFG00000046571.1
OG0012742	ENSGALG00000013129.6	ENSCAFG00000017862.4
OG0012744	ENSGALG00000012013.6	ENSCAFG00000001142.4
OG0012747	ENSGALG00000040264.2	ENSCAFG00000031432.2
OG0012748	ENSGALG00000011957.4	ENSCAFG00000001092.5
OG0012750	ENSGALG00000010801.7	ENSCAFG00000018992.4
OG0012755	ENSGALG00000044155.2	ENSCAFG00000003179.3
OG0012756	ENSGALG00000013090.6	ENSCAFG00000009324.4
OG0012757	ENSGALG00000000442.6	ENSCAFG00000019777.4
OG0012758	ENSGALG00000053697.1	ENSCAFG00000005314.4
OG0012759	ENSGALG00000026284.2	ENSCAFG00000006554.4
OG0012762	ENSGALG00000002804.5	ENSCAFG00000014610.2
OG0012766	ENSGALG00000010106.7	ENSCAFG00000004807.4
OG0012767	ENSGALG00000008523.7	ENSCAFG00000010661.5
OG0012768	ENSGALG00000011168.7	ENSCAFG00000005995.4
OG0012769	ENSGALG00000045093.2	ENSCAFG00000005990.4
OG0012770	ENSGALG00000043605.2	ENSCAFG00000004744.2
OG0012771	ENSGALG00000030179.2	ENSCAFG00000014354.4
OG0012776	ENSGALG00000049951.1	ENSCAFG00000014413.5
OG0012777	ENSGALG00000010623.4	ENSCAFG00000003744.4
OG0012779	ENSGALG00000052512.1	ENSCAFG00000031629.2
OG0012780	ENSGALG00000044849.2	ENSCAFG00000013126.4
OG0012781	ENSGALG00000040498.2	ENSCAFG00000001376.5
OG0012783	ENSGALG00000026516.4	ENSCAFG00000019168.4
OG0012784	ENSGALG00000010493.7	ENSCAFG00000011136.4
OG0012785	ENSGALG00000013481.4	ENSCAFG00000016310.4
OG0012788	ENSGALG00000000639.5	ENSCAFG00000009675.3
OG0012789	ENSGALG00000037633.2	ENSCAFG00000016125.5
OG0012790	ENSGALG00000037043.2	ENSCAFG00000009661.4
OG0012791	ENSGALG00000009718.7	ENSCAFG00000012752.4
OG0012792	ENSGALG00000028308.4	ENSCAFG00000016044.5
OG0012795	ENSGALG00000052763.1	ENSCAFG00000009450.3
OG0012798	ENSGALG00000002588.4	ENSCAFG00000001310.4
OG0012799	ENSGALG00000026163.3	ENSCAFG00000004675.5
OG0012800	ENSGALG00000002675.7	ENSCAFG00000001298.5
OG0012801	ENSGALG00000016951.6	ENSCAFG00000004795.4
OG0012802	ENSGALG00000026536.4	ENSCAFG00000001188.4
OG0012803	ENSGALG00000009698.5	ENSCAFG00000009286.4
OG0012804	ENSGALG00000009638.6	ENSCAFG00000009360.6
OG0012805	ENSGALG00000009604.7	ENSCAFG00000009372.4
OG0012806	ENSGALG00000009596.5	ENSCAFG00000009609.5
OG0012807	ENSGALG00000041311.2, ENSGALG00000016891.7	ENSCAFG00000005515.4
OG0012808	ENSGALG00000032190.3	ENSCAFG00000003824.4
OG0012809	ENSGALG00000033154.3	ENSCAFG00000016870.4
OG0012810	ENSGALG00000001299.5	ENSCAFG00000016899.4
OG0012811	ENSGALG00000016922.6	ENSCAFG00000029815.2
OG0012812	ENSGALG00000038645.3	ENSCAFG00000030617.2
OG0012814	ENSGALG00000016931.5	ENSCAFG00000004981.5
OG0012815	ENSGALG00000051466.1	ENSCAFG00000005256.4
OG0012816	ENSGALG00000046427.2	ENSCAFG00000029881.2
OG0012818	ENSGALG00000009439.2	ENSCAFG00000003337.3
OG0012819	ENSGALG00000034436.2	ENSCAFG00000019872.5
OG0012820	ENSGALG00000036678.2	ENSCAFG00000014484.5
OG0012821	ENSGALG00000001191.5	ENSCAFG00000014476.4
OG0012822	ENSGALG00000009929.4	ENSCAFG00000028730.2
OG0012823	ENSGALG00000046316.2	ENSCAFG00000014447.4
OG0012826	ENSGALG00000022750.4	ENSCAFG00000005800.3
OG0012827	ENSGALG00000016872.7	ENSCAFG00000005838.4
OG0012832	ENSGALG00000016863.6	ENSCAFG00000005966.4
OG0012833	ENSGALG00000016859.7	ENSCAFG00000029362.2
OG0012834	ENSGALG00000002002.6	ENSCAFG00000009470.4
OG0012836	ENSGALG00000019384.5	ENSCAFG00000000685.5
OG0012839	ENSGALG00000000336.7	ENSCAFG00000010497.5
OG0012840	ENSGALG00000016820.6	ENSCAFG00000006421.4
OG0012841	ENSGALG00000036093.3	ENSCAFG00000010591.5
OG0012843	ENSGALG00000036491.3	ENSCAFG00000030196.2
OG0012845	ENSGALG00000000397.5	ENSCAFG00000010649.5
OG0012847	ENSGALG00000016689.7	ENSCAFG00000015291.4
OG0012848	ENSGALG00000014347.7, ENSGALG00000047524.1	ENSCAFG00000015400.4
OG0012852	ENSGALG00000031666.2	ENSCAFG00000010942.4
OG0012853	ENSGALG00000016581.5	ENSCAFG00000011746.5
OG0012854	ENSGALG00000016575.7	ENSCAFG00000011799.5
OG0012855	ENSGALG00000036598.3	ENSCAFG00000000873.5
OG0012857	ENSGALG00000016545.7	ENSCAFG00000012774.5
OG0012858	ENSGALG00000021656.6	ENSCAFG00000009255.4
OG0012859	ENSGALG00000016537.6	ENSCAFG00000012800.5
OG0012860	ENSGALG00000001845.6	ENSCAFG00000009197.4
OG0012862	ENSGALG00000004110.6	ENSCAFG00000009591.4
OG0012863	ENSGALG00000004146.5	ENSCAFG00000009526.4
OG0012865	ENSGALG00000031331.2	ENSCAFG00000009480.4
OG0012866	ENSGALG00000014042.7	ENSCAFG00000011392.4
OG0012867	ENSGALG00000014096.5	ENSCAFG00000011089.5
OG0012868	ENSGALG00000016265.6	ENSCAFG00000013885.6
OG0012870	ENSGALG00000008045.7	ENSCAFG00000011460.4
OG0012871	ENSGALG00000016215.7	ENSCAFG00000031215.2
OG0012874	ENSGALG00000016173.7	ENSCAFG00000010403.4
OG0012876	ENSGALG00000005801.5	ENSCAFG00000012893.4
OG0012879	ENSGALG00000016065.6	ENSCAFG00000010037.5
OG0012880	ENSGALG00000007917.6	ENSCAFG00000003786.4
OG0012881	ENSGALG00000006062.6	ENSCAFG00000013065.4
OG0012882	ENSGALG00000034083.2	ENSCAFG00000030556.2
OG0012883	ENSGALG00000014286.7	ENSCAFG00000015950.4
OG0012884	ENSGALG00000047990.1	ENSCAFG00000007857.4
OG0012885	ENSGALG00000045153.2	ENSCAFG00000001804.4
OG0012886	ENSGALG00000015842.5	ENSCAFG00000008853.5
OG0012887	ENSGALG00000026176.4	ENSCAFG00000031519.2
OG0012889	ENSGALG00000015480.6	ENSCAFG00000010943.5
OG0012890	ENSGALG00000015474.6	ENSCAFG00000010997.4
OG0012893	ENSGALG00000015377.6	ENSCAFG00000010394.4
OG0012895	ENSGALG00000046793.1	ENSCAFG00000007599.5
OG0012900	ENSGALG00000009520.6	ENSCAFG00000008804.4
OG0012902	ENSGALG00000015133.6	ENSCAFG00000009180.1
OG0012903	ENSGALG00000020251.6	ENSCAFG00000008700.4
OG0012904	ENSGALG00000015117.7	ENSCAFG00000010787.4
OG0012905	ENSGALG00000019240.6	ENSCAFG00000010886.3
OG0012906	ENSGALG00000032028.2	ENSCAFG00000006170.1
OG0012907	ENSGALG00000020253.5	ENSCAFG00000008484.4
OG0012910	ENSGALG00000035726.3	ENSCAFG00000006716.5
OG0012911	ENSGALG00000042067.2	ENSCAFG00000003979.3
OG0012913	ENSGALG00000025748.3	ENSCAFG00000029890.2
OG0012914	ENSGALG00000011881.6	ENSCAFG00000004133.4
OG0012916	ENSGALG00000011961.7	ENSCAFG00000004160.3
OG0012918	ENSGALG00000019060.6	ENSCAFG00000015066.4
OG0012919	ENSGALG00000017191.5	ENSCAFG00000023699.4
OG0012921	ENSGALG00000017204.6	ENSCAFG00000004127.4
OG0012922	ENSGALG00000054252.1, ENSGALG00000028629.3	ENSCAFG00000008343.4
OG0012923	ENSGALG00000002356.4	ENSCAFG00000020174.3
OG0012925	ENSGALG00000017244.4	ENSCAFG00000004402.5
OG0012926	ENSGALG00000047103.1	ENSCAFG00000002913.4
OG0012927	ENSGALG00000017248.6	ENSCAFG00000004616.4
OG0012929	ENSGALG00000014719.7	ENSCAFG00000006922.4
OG0012933	ENSGALG00000014826.5	ENSCAFG00000030661.2
OG0012935	ENSGALG00000023411.4	ENSCAFG00000007594.4
OG0012937	ENSGALG00000004390.5	ENSCAFG00000009207.4
OG0012938	ENSGALG00000027332.4	ENSCAFG00000029436.2
OG0012941	ENSGALG00000048899.1	ENSCAFG00000029030.2
OG0012943	ENSGALG00000029932.2	ENSCAFG00000032608.2
OG0012946	ENSGALG00000049973.1	ENSCAFG00000001927.4
OG0012948	ENSGALG00000020557.5	ENSCAFG00000001434.4
OG0012949	ENSGALG00000045028.2	ENSCAFG00000001712.4
OG0012954	ENSGALG00000011718.7	ENSCAFG00000016030.4
OG0012955	ENSGALG00000011721.6	ENSCAFG00000016026.1
OG0012956	ENSGALG00000027407.3	ENSCAFG00000029644.2
OG0012959	ENSGALG00000044536.2	ENSCAFG00000015491.4
OG0012965	ENSGALG00000010595.6	ENSCAFG00000017342.3
OG0012971	ENSGALG00000010350.6	ENSCAFG00000017128.4
OG0012972	ENSGALG00000010346.7	ENSCAFG00000017101.4
OG0012975	ENSGALG00000041630.2	ENSCAFG00000017009.5
OG0012976	ENSGALG00000010232.7	ENSCAFG00000016930.3
OG0012987	ENSGALG00000014280.6	ENSCAFG00000013897.4
OG0012988	ENSGALG00000017049.7	ENSCAFG00000006124.5
OG0012989	ENSGALG00000015038.7	ENSCAFG00000010944.5
OG0012990	ENSGALG00000053478.1	ENSCAFG00000002212.4
OG0012999	ENSGALG00000008940.8	ENSCAFG00000009849.4
OG0013000	ENSGALG00000052873.1	ENSCAFG00000009695.5
OG0013002	ENSGALG00000008365.5	ENSCAFG00000009203.3
OG0013007	ENSGALG00000002993.6	ENSCAFG00000030895.2
OG0013008	ENSGALG00000014069.6	ENSCAFG00000009400.5
OG0013011	ENSGALG00000008438.6	ENSCAFG00000031937.2
OG0013016	ENSGALG00000003660.5	ENSCAFG00000029498.2
OG0013017	ENSGALG00000003655.6	ENSCAFG00000010113.5
OG0013018	ENSGALG00000012142.6	ENSCAFG00000010276.4
OG0013019	ENSGALG00000012103.8	ENSCAFG00000007335.5
OG0013021	ENSGALG00000012020.6	ENSCAFG00000007196.5
OG0013022	ENSGALG00000005643.5	ENSCAFG00000007580.3
OG0013023	ENSGALG00000005769.7	ENSCAFG00000007416.5
OG0013025	ENSGALG00000005908.5	ENSCAFG00000006933.4
OG0013026	ENSGALG00000044914.2	ENSCAFG00000007013.4
OG0013028	ENSGALG00000020505.5	ENSCAFG00000008730.2
OG0013029	ENSGALG00000006192.6	ENSCAFG00000008995.5
OG0013030	ENSGALG00000049578.1	ENSCAFG00000009037.5
OG0013031	ENSGALG00000039634.2	ENSCAFG00000007328.4
OG0013033	ENSGALG00000023364.5	ENSCAFG00000028834.3
OG0013034	ENSGALG00000006312.7	ENSCAFG00000009279.4
OG0013036	ENSGALG00000022536.4	ENSCAFG00000004554.4
OG0013037	ENSGALG00000006368.6	ENSCAFG00000009391.5
OG0013038	ENSGALG00000006382.6	ENSCAFG00000008279.5
OG0013039	ENSGALG00000006401.6	ENSCAFG00000010329.5
OG0013041	ENSGALG00000031657.3	ENSCAFG00000010028.4
OG0013042	ENSGALG00000044418.2	ENSCAFG00000028502.2
OG0013050	ENSGALG00000012087.6	ENSCAFG00000007569.4
OG0013051	ENSGALG00000012075.6	ENSCAFG00000011948.4
OG0013053	ENSGALG00000012052.6	ENSCAFG00000012654.4
OG0013054	ENSGALG00000011813.6	ENSCAFG00000012542.4
OG0013055	ENSGALG00000029766.3	ENSCAFG00000012477.5
OG0013058	ENSGALG00000031425.3	ENSCAFG00000017913.4
OG0013059	ENSGALG00000011635.6	ENSCAFG00000004788.4
OG0013067	ENSGALG00000028301.3	ENSCAFG00000004953.5
OG0013068	ENSGALG00000002219.7	ENSCAFG00000004946.4
OG0013074	ENSGALG00000031475.3	ENSCAFG00000005893.4
OG0013076	ENSGALG00000012421.7	ENSCAFG00000005473.4
OG0013080	ENSGALG00000003126.6	ENSCAFG00000023258.3
OG0013081	ENSGALG00000003472.7	ENSCAFG00000029460.2
OG0013082	ENSGALG00000010043.7	ENSCAFG00000005191.5
OG0013083	ENSGALG00000010039.7	ENSCAFG00000005205.5
OG0013084	ENSGALG00000033938.3	ENSCAFG00000006266.4
OG0013085	ENSGALG00000008152.7	ENSCAFG00000011015.4
OG0013086	ENSGALG00000048876.1	ENSCAFG00000000922.4
OG0013087	ENSGALG00000006480.5	ENSCAFG00000000990.5
OG0013091	ENSGALG00000005535.7	ENSCAFG00000018119.5
OG0013092	ENSGALG00000040716.2	ENSCAFG00000012268.4
OG0013096	ENSGALG00000034316.2	ENSCAFG00000000464.4
OG0013098	ENSGALG00000002455.4	ENSCAFG00000032660.2
OG0013099	ENSGALG00000008609.6	ENSCAFG00000001814.5
OG0013101	ENSGALG00000028056.3	ENSCAFG00000001763.5
OG0013102	ENSGALG00000009016.5	ENSCAFG00000025077.3
OG0013103	ENSGALG00000028471.4	ENSCAFG00000001736.4
OG0013105	ENSGALG00000029301.2	ENSCAFG00000031497.2
OG0013106	ENSGALG00000003075.6	ENSCAFG00000016412.3
OG0013108	ENSGALG00000016844.6	ENSCAFG00000006072.3
OG0013111	ENSGALG00000016504.6	ENSCAFG00000004019.4
OG0013112	ENSGALG00000016692.6	ENSCAFG00000002126.4
OG0013115	ENSGALG00000029000.3	ENSCAFG00000010672.4
OG0013118	ENSGALG00000033277.2	ENSCAFG00000009855.5
OG0013123	ENSGALG00000026736.3	ENSCAFG00000002313.4
OG0013124	ENSGALG00000016492.6	ENSCAFG00000030832.2
OG0013125	ENSGALG00000004932.7	ENSCAFG00000005018.4
OG0013126	ENSGALG00000004969.6	ENSCAFG00000005002.4
OG0013127	ENSGALG00000004991.6	ENSCAFG00000004967.3
OG0013128	ENSGALG00000005021.6	ENSCAFG00000024835.3
OG0013130	ENSGALG00000005024.6	ENSCAFG00000004343.3
OG0013131	ENSGALG00000005363.6	ENSCAFG00000008296.4
OG0013132	ENSGALG00000015970.6	ENSCAFG00000002589.4
OG0013134	ENSGALG00000015775.6	ENSCAFG00000003101.5
OG0013135	ENSGALG00000049848.1	ENSCAFG00000003085.3
OG0013136	ENSGALG00000043839.2	ENSCAFG00000003084.5
OG0013139	ENSGALG00000027583.3	ENSCAFG00000049711.1
OG0013141	ENSGALG00000029632.2	ENSCAFG00000028530.2
OG0013142	ENSGALG00000015313.6	ENSCAFG00000030036.2
OG0013143	ENSGALG00000037545.2	ENSCAFG00000004492.5
OG0013145	ENSGALG00000008286.6	ENSCAFG00000005954.4
OG0013146	ENSGALG00000011447.6	ENSCAFG00000028789.2
OG0013147	ENSGALG00000033025.2	ENSCAFG00000006441.4
OG0013148	ENSGALG00000018946.6	ENSCAFG00000006531.5
OG0013149	ENSGALG00000007172.6	ENSCAFG00000007194.5
OG0013151	ENSGALG00000015897.7	ENSCAFG00000002768.4
OG0013152	ENSGALG00000030569.2	ENSCAFG00000012851.5
OG0013155	ENSGALG00000041845.2	ENSCAFG00000003155.5
OG0013156	ENSGALG00000005092.6	ENSCAFG00000004396.4
OG0013167	ENSGALG00000012317.6	ENSCAFG00000023693.4
OG0013168	ENSGALG00000012345.6	ENSCAFG00000000372.4
OG0013170	ENSGALG00000011571.6	ENSCAFG00000000765.4
OG0013171	ENSGALG00000020002.6	ENSCAFG00000023358.3
OG0013173	ENSGALG00000011624.7	ENSCAFG00000000740.4
OG0013174	ENSGALG00000013695.6	ENSCAFG00000000618.4
OG0013175	ENSGALG00000047280.1	ENSCAFG00000000583.1
OG0013176	ENSGALG00000036005.2	ENSCAFG00000000577.4
OG0013177	ENSGALG00000013603.6	ENSCAFG00000000535.4
OG0013178	ENSGALG00000010737.5	ENSCAFG00000015770.4
OG0013179	ENSGALG00000010741.6	ENSCAFG00000028843.2
OG0013180	ENSGALG00000011008.6	ENSCAFG00000011566.6
OG0013181	ENSGALG00000011084.7	ENSCAFG00000030050.2
OG0013182	ENSGALG00000011111.6	ENSCAFG00000012098.4
OG0013184	ENSGALG00000011205.6	ENSCAFG00000000868.5
OG0013185	ENSGALG00000011288.5	ENSCAFG00000000866.6
OG0013186	ENSGALG00000011296.6	ENSCAFG00000032080.2
OG0013187	ENSGALG00000011299.6	ENSCAFG00000000863.5
OG0013188	ENSGALG00000035337.2	ENSCAFG00000001989.4
OG0013189	ENSGALG00000010151.6	ENSCAFG00000030835.2
OG0013190	ENSGALG00000047908.1	ENSCAFG00000001489.4
OG0013191	ENSGALG00000010315.6	ENSCAFG00000001918.4
OG0013192	ENSGALG00000010317.7	ENSCAFG00000001910.4
OG0013193	ENSGALG00000041037.2	ENSCAFG00000001868.5
OG0013194	ENSGALG00000043831.3	ENSCAFG00000024782.3
OG0013195	ENSGALG00000010386.7	ENSCAFG00000001858.3
OG0013196	ENSGALG00000010547.5	ENSCAFG00000005756.4
OG0013197	ENSGALG00000010612.5	ENSCAFG00000006119.4
OG0013198	ENSGALG00000048103.1	ENSCAFG00000001723.2
OG0013199	ENSGALG00000009687.6	ENSCAFG00000012614.4
OG0013200	ENSGALG00000009331.7	ENSCAFG00000029037.2
OG0013201	ENSGALG00000010068.6	ENSCAFG00000001556.4
OG0013202	ENSGALG00000008979.6	ENSCAFG00000031908.2
OG0013204	ENSGALG00000009219.6	ENSCAFG00000032580.2
OG0013206	ENSGALG00000043081.3	ENSCAFG00000016340.4
OG0013207	ENSGALG00000008942.7	ENSCAFG00000029603.2
OG0013209	ENSGALG00000051779.1	ENSCAFG00000002833.4
OG0013210	ENSGALG00000032770.3	ENSCAFG00000002935.5
OG0013212	ENSGALG00000036229.1	ENSCAFG00000022735.1
OG0013213	ENSGALG00000035334.1	ENSCAFG00000022730.1
OG0013214	ENSGALG00000032079.1	ENSCAFG00000022742.1
OG0013215	ENSGALG00000018700.5	ENSCAFG00000019911.3
OG0013216	ENSGALG00000029779.2	ENSCAFG00000006749.4
OG0013217	ENSGALG00000030237.2	ENSCAFG00000001065.4
OG0013219	ENSGALG00000005928.7	ENSCAFG00000031602.2
OG0013220	ENSGALG00000002244.6	ENSCAFG00000020359.4
OG0013221	ENSGALG00000046828.1	ENSCAFG00000041170.1, ENSCAFG00000043780.1
OG0013223	ENSGALG00000036125.2	ENSCAFG00000017182.5
OG0013225	ENSGALG00000001223.7	ENSCAFG00000019398.3
OG0013226	ENSGALG00000052641.1	ENSCAFG00000018470.3
OG0013227	ENSGALG00000001282.5	ENSCAFG00000019374.5
OG0013230	ENSGALG00000051415.1	ENSCAFG00000018838.5
OG0013231	ENSGALG00000001387.6	ENSCAFG00000015250.4
OG0013232	ENSGALG00000028141.3	ENSCAFG00000017431.4
OG0013233	ENSGALG00000001479.7	ENSCAFG00000015227.6
OG0013235	ENSGALG00000005651.6	ENSCAFG00000019947.4
OG0013236	ENSGALG00000027918.4	ENSCAFG00000013226.4
OG0013239	ENSGALG00000031375.2	ENSCAFG00000014753.4
OG0013241	ENSGALG00000046464.2	ENSCAFG00000016954.5
OG0013243	ENSGALG00000053928.1	ENSCAFG00000000198.3
OG0013244	ENSGALG00000007216.7	ENSCAFG00000018938.4
OG0013245	ENSGALG00000043002.2	ENSCAFG00000001605.4
OG0013246	ENSGALG00000023131.4	ENSCAFG00000031949.2
OG0013247	ENSGALG00000006707.6	ENSCAFG00000017568.4
OG0013248	ENSGALG00000003245.6	ENSCAFG00000006113.4
OG0013249	ENSGALG00000036993.3	ENSCAFG00000013110.4
OG0013250	ENSGALG00000023725.4	ENSCAFG00000029718.2
OG0013253	ENSGALG00000043920.2	ENSCAFG00000015107.4
OG0013254	ENSGALG00000038502.2	ENSCAFG00000019372.4
OG0013255	ENSGALG00000007695.4	ENSCAFG00000017304.4
OG0013256	ENSGALG00000029768.2	ENSCAFG00000014692.5
OG0013257	ENSGALG00000028817.4	ENSCAFG00000029600.2
OG0013258	ENSGALG00000006796.6	ENSCAFG00000017527.4
OG0013260	ENSGALG00000015235.7	ENSCAFG00000029542.2
OG0013261	ENSGALG00000023708.5	ENSCAFG00000015076.1
OG0013262	ENSGALG00000023517.4	ENSCAFG00000019569.4
OG0013264	ENSGALG00000020342.5	ENSCAFG00000014594.5
OG0013265	ENSGALG00000000795.6	ENSCAFG00000019217.4
OG0013266	ENSGALG00000037888.2	ENSCAFG00000019175.2
OG0013268	ENSGALG00000040644.2	ENSCAFG00000019537.5
OG0013269	ENSGALG00000006997.5	ENSCAFG00000003526.3
OG0013270	ENSGALG00000035589.3	ENSCAFG00000018623.1
OG0013271	ENSGALG00000034975.2	ENSCAFG00000019526.5
OG0013272	ENSGALG00000001347.6	ENSCAFG00000020277.5
OG0013273	ENSGALG00000035725.3	ENSCAFG00000045908.1
OG0013274	ENSGALG00000001812.7	ENSCAFG00000019150.5
OG0013275	ENSGALG00000001333.7	ENSCAFG00000032643.3
OG0013276	ENSGALG00000006822.5	ENSCAFG00000017514.5
OG0013277	ENSGALG00000040463.2	ENSCAFG00000012334.4
OG0013278	ENSGALG00000053706.1	ENSCAFG00000046040.1, ENSCAFG00000044879.1
OG0013279	ENSGALG00000044485.2	ENSCAFG00000015606.3
OG0013281	ENSGALG00000004261.6	ENSCAFG00000016556.3
OG0013282	ENSGALG00000028148.3	ENSCAFG00000028782.2
OG0013283	ENSGALG00000047356.1	ENSCAFG00000019224.2
OG0013284	ENSGALG00000032856.2	ENSCAFG00000010049.5
OG0013285	ENSGALG00000026360.3	ENSCAFG00000023435.2
OG0013286	ENSGALG00000005845.7	ENSCAFG00000019901.4
OG0013287	ENSGALG00000026452.3	ENSCAFG00000002581.3
OG0013289	ENSGALG00000029812.3	ENSCAFG00000016866.4
OG0013290	ENSGALG00000049204.1	ENSCAFG00000013745.4
OG0013291	ENSGALG00000041927.2	ENSCAFG00000013159.3
