Orthogroup	G_gallus.pep	P_troglodytes.pep
OG0011699	ENSGALG00000009413.6	ENSPTRG00000002012.5
OG0011700	ENSGALG00000054469.1	ENSPTRG00000002013.6
OG0011701	ENSGALG00000009388.7	ENSPTRG00000002014.7
OG0011702	ENSGALG00000042816.2	ENSPTRG00000002017.7
OG0011704	ENSGALG00000010931.2	ENSPTRG00000012601.4
OG0011705	ENSGALG00000028573.3	ENSPTRG00000018132.6
OG0011706	ENSGALG00000034077.2	ENSPTRG00000018133.4
OG0011707	ENSGALG00000020049.5	ENSPTRG00000018135.5
OG0011708	ENSGALG00000010057.6	ENSPTRG00000018136.6
OG0011709	ENSGALG00000010050.6	ENSPTRG00000018141.5
OG0011710	ENSGALG00000008998.6	ENSPTRG00000011793.5
OG0011711	ENSGALG00000009007.7	ENSPTRG00000011794.3
OG0011712	ENSGALG00000009024.6	ENSPTRG00000011795.6
OG0011713	ENSGALG00000009052.3	ENSPTRG00000049406.1
OG0011714	ENSGALG00000008701.5	ENSPTRG00000011806.4
OG0011715	ENSGALG00000009233.6	ENSPTRG00000002048.6
OG0011716	ENSGALG00000009246.4	ENSPTRG00000002046.4
OG0011717	ENSGALG00000009253.6	ENSPTRG00000002044.6
OG0011718	ENSGALG00000009305.6	ENSPTRG00000002036.6
OG0011719	ENSGALG00000030269.3	ENSPTRG00000002025.7
OG0011720	ENSGALG00000009322.6	ENSPTRG00000046422.1
OG0011722	ENSGALG00000039720.2	ENSPTRG00000011858.6
OG0011723	ENSGALG00000039450.2	ENSPTRG00000011857.5
OG0011724	ENSGALG00000041558.3	ENSPTRG00000011853.7
OG0011725	ENSGALG00000013821.5	ENSPTRG00000011852.2
OG0011726	ENSGALG00000008504.7	ENSPTRG00000011849.6
OG0011727	ENSGALG00000037289.2	ENSPTRG00000011846.7
OG0011728	ENSGALG00000008538.7	ENSPTRG00000050964.1
OG0011729	ENSGALG00000008525.6	ENSPTRG00000013340.7
OG0011730	ENSGALG00000037576.2	ENSPTRG00000013337.7
OG0011731	ENSGALG00000008651.7	ENSPTRG00000013335.6
OG0011732	ENSGALG00000008962.6	ENSPTRG00000050712.1
OG0011733	ENSGALG00000008960.6	ENSPTRG00000044458.1
OG0011734	ENSGALG00000008957.6	ENSPTRG00000011906.5
OG0011735	ENSGALG00000031265.2	ENSPTRG00000011929.6
OG0011736	ENSGALG00000043587.2	ENSPTRG00000011931.6
OG0011737	ENSGALG00000037901.3	ENSPTRG00000042961.1
OG0011738	ENSGALG00000043080.3	ENSPTRG00000011940.5
OG0011739	ENSGALG00000030022.3	ENSPTRG00000011942.5
OG0011740	ENSGALG00000034048.2	ENSPTRG00000011944.6
OG0011741	ENSGALG00000007853.6	ENSPTRG00000011948.6
OG0011744	ENSGALG00000009100.4	ENSPTRG00000011914.4
OG0011745	ENSGALG00000008182.7	ENSPTRG00000011917.5
OG0011746	ENSGALG00000008163.6	ENSPTRG00000011920.6
OG0011747	ENSGALG00000029500.1	ENSPTRG00000042651.1
OG0011751	ENSGALG00000010857.6	ENSPTRG00000000793.7
OG0011752	ENSGALG00000054117.1	ENSPTRG00000001366.6
OG0011754	ENSGALG00000004492.6	ENSPTRG00000008809.6
OG0011755	ENSGALG00000005707.7	ENSPTRG00000008911.5
OG0011756	ENSGALG00000000251.2	ENSPTRG00000009531.6
OG0011757	ENSGALG00000002207.7	ENSPTRG00000001816.5
OG0011759	ENSGALG00000040773.2	ENSPTRG00000043406.1, ENSPTRG00000021536.6
OG0011760	ENSGALG00000006045.6	ENSPTRG00000007393.5
OG0011761	ENSGALG00000001833.4	ENSPTRG00000039142.2, ENSPTRG00000048522.1
OG0011762	ENSGALG00000009192.6	ENSPTRG00000023037.5, ENSPTRG00000049407.1
OG0011763	ENSGALG00000041924.2	ENSPTRG00000005010.5
OG0011764	ENSGALG00000001844.7	ENSPTRG00000045709.1, ENSPTRG00000019538.4
OG0011765	ENSGALG00000040802.3	ENSPTRG00000048184.1, ENSPTRG00000042715.1
OG0011766	ENSGALG00000001852.7	ENSPTRG00000019539.5, ENSPTRG00000045731.1
OG0011767	ENSGALG00000046740.1	ENSPTRG00000022046.6
OG0011768	ENSGALG00000004070.6	ENSPTRG00000046493.1
OG0011769	ENSGALG00000016723.6	ENSPTRG00000018248.7
OG0011770	ENSGALG00000006921.7	ENSPTRG00000014272.6, ENSPTRG00000047186.1
OG0011771	ENSGALG00000001926.6	ENSPTRG00000049813.1, ENSPTRG00000019319.4
OG0011772	ENSGALG00000006934.6	ENSPTRG00000014268.5
OG0011773	ENSGALG00000032249.2	ENSPTRG00000006449.6
OG0011774	ENSGALG00000043318.2	ENSPTRG00000041202.2, ENSPTRG00000000124.4
OG0011775	ENSGALG00000035113.2	ENSPTRG00000051593.1, ENSPTRG00000043841.1, ENSPTRG00000052123.1
OG0011776	ENSGALG00000005001.7	ENSPTRG00000015369.6
OG0011777	ENSGALG00000006942.5	ENSPTRG00000014267.5
OG0011778	ENSGALG00000006950.6	ENSPTRG00000014266.6
OG0011780	ENSGALG00000005403.4	ENSPTRG00000009048.6
OG0011781	ENSGALG00000023554.4	ENSPTRG00000030908.3
OG0011782	ENSGALG00000003778.5	ENSPTRG00000045472.1, ENSPTRG00000010651.3
OG0011783	ENSGALG00000006808.6	ENSPTRG00000022087.5
OG0011784	ENSGALG00000044151.2	ENSPTRG00000021321.5
OG0011785	ENSGALG00000052986.1	ENSPTRG00000000286.6
OG0011787	ENSGALG00000021271.5	ENSPTRG00000004336.6
OG0011789	ENSGALG00000028167.4	ENSPTRG00000021323.4
OG0011790	ENSGALG00000053053.1	ENSPTRG00000007905.3
OG0011791	ENSGALG00000052515.1	ENSPTRG00000001208.5
OG0011792	ENSGALG00000034737.2	ENSPTRG00000007714.6
OG0011795	ENSGALG00000000764.7	ENSPTRG00000001442.5
OG0011797	ENSGALG00000053058.1	ENSPTRG00000048190.1, ENSPTRG00000001445.7
OG0011800	ENSGALG00000052506.1	ENSPTRG00000001449.5
OG0011801	ENSGALG00000005824.6	ENSPTRG00000014169.5, ENSPTRG00000043147.1
OG0011802	ENSGALG00000027234.4	ENSPTRG00000050384.1, ENSPTRG00000028643.3
OG0011804	ENSGALG00000019716.5	ENSPTRG00000009135.3
OG0011806	ENSGALG00000049138.1	ENSPTRG00000019474.5
OG0011807	ENSGALG00000041604.2	ENSPTRG00000014380.6
OG0011809	ENSGALG00000026600.3	ENSPTRG00000002099.6
OG0011810	ENSGALG00000036502.2	ENSPTRG00000023084.6
OG0011812	ENSGALG00000000377.6	ENSPTRG00000010424.4
OG0011813	ENSGALG00000034615.2	ENSPTRG00000010669.5
OG0011814	ENSGALG00000006757.6	ENSPTRG00000007819.7
OG0011815	ENSGALG00000042900.2	ENSPTRG00000044440.1, ENSPTRG00000010739.7
OG0011817	ENSGALG00000002598.7	ENSPTRG00000043145.1, ENSPTRG00000019247.4
OG0011821	ENSGALG00000026424.4	ENSPTRG00000021396.6
OG0011822	ENSGALG00000050005.1	ENSPTRG00000008655.7
OG0011823	ENSGALG00000050001.1	ENSPTRG00000030994.4
OG0011824	ENSGALG00000027734.4	ENSPTRG00000047413.1, ENSPTRG00000045521.1
OG0011827	ENSGALG00000008936.6, ENSGALG00000008932.6, ENSGALG00000021274.4	ENSPTRG00000023906.5
OG0011828	ENSGALG00000032690.3	ENSPTRG00000005647.6
OG0011829	ENSGALG00000000619.6	ENSPTRG00000010420.5
OG0011830	ENSGALG00000051412.1	ENSPTRG00000001545.6
OG0011831	ENSGALG00000045045.2	ENSPTRG00000023568.5
OG0011832	ENSGALG00000049538.1	ENSPTRG00000040141.2
OG0011833	ENSGALG00000005099.6	ENSPTRG00000042989.1, ENSPTRG00000021287.6
OG0011834	ENSGALG00000010638.6	ENSPTRG00000016640.6
OG0011837	ENSGALG00000037094.2	ENSPTRG00000016492.4
OG0011838	ENSGALG00000004383.5	ENSPTRG00000008517.3
OG0011840	ENSGALG00000003046.6	ENSPTRG00000007345.6
OG0011841	ENSGALG00000002463.6	ENSPTRG00000019207.6, ENSPTRG00000047861.1
OG0011843	ENSGALG00000031238.3	ENSPTRG00000030691.4
OG0011844	ENSGALG00000028256.3	ENSPTRG00000020890.4
OG0011845	ENSGALG00000013234.7	ENSPTRG00000047574.1
OG0011846	ENSGALG00000032489.2	ENSPTRG00000010512.5
OG0011848	ENSGALG00000033569.3	ENSPTRG00000023129.5
OG0011849	ENSGALG00000004574.6	ENSPTRG00000000155.6
OG0011852	ENSGALG00000021074.6	ENSPTRG00000001679.7
OG0011854	ENSGALG00000054971.1, ENSGALG00000051056.1	ENSPTRG00000001566.5
OG0011855	ENSGALG00000021163.4	ENSPTRG00000045933.1, ENSPTRG00000045884.1
OG0011858	ENSGALG00000007585.6	ENSPTRG00000001570.6
OG0011859	ENSGALG00000021692.5	ENSPTRG00000029161.5
OG0011860	ENSGALG00000006034.6	ENSPTRG00000008642.5
OG0011861	ENSGALG00000044581.2	ENSPTRG00000000160.4
OG0011862	ENSGALG00000032061.2	ENSPTRG00000010002.3
OG0011863	ENSGALG00000020449.5	ENSPTRG00000045564.1
OG0011864	ENSGALG00000051919.1	ENSPTRG00000020488.6
OG0011865	ENSGALG00000030929.2	ENSPTRG00000020102.6
OG0011866	ENSGALG00000051800.1	ENSPTRG00000003604.3
OG0011867	ENSGALG00000026086.4	ENSPTRG00000014185.6
OG0011868	ENSGALG00000001003.6	ENSPTRG00000022721.5
OG0011869	ENSGALG00000053552.1	ENSPTRG00000042692.1, ENSPTRG00000044141.1
OG0011871	ENSGALG00000000401.6	ENSPTRG00000001074.6
OG0011872	ENSGALG00000026780.4	ENSPTRG00000049019.1
OG0011873	ENSGALG00000004613.4	ENSPTRG00000008575.6
OG0011874	ENSGALG00000028608.2	ENSPTRG00000016168.4
OG0011875	ENSGALG00000014650.5	ENSPTRG00000045008.1
OG0011876	ENSGALG00000027454.3	ENSPTRG00000044162.1
OG0011877	ENSGALG00000032832.2	ENSPTRG00000000201.6
OG0011878	ENSGALG00000008867.5	ENSPTRG00000048363.1, ENSPTRG00000020718.6
OG0011879	ENSGALG00000047273.1	ENSPTRG00000003903.4
OG0011880	ENSGALG00000003572.6	ENSPTRG00000010387.6
OG0011881	ENSGALG00000026613.3, ENSGALG00000037599.2	ENSPTRG00000001348.7
OG0011882	ENSGALG00000042773.3	ENSPTRG00000019198.5
OG0011883	ENSGALG00000039120.3	ENSPTRG00000014864.6
OG0011884	ENSGALG00000003941.6	ENSPTRG00000021474.7, ENSPTRG00000044650.1
OG0011885	ENSGALG00000035352.2	ENSPTRG00000000211.6
OG0011886	ENSGALG00000003408.3	ENSPTRG00000000485.4
OG0011887	ENSGALG00000036659.2	ENSPTRG00000041224.2
OG0011890	ENSGALG00000036955.2	ENSPTRG00000046344.1
OG0011891	ENSGALG00000034982.2	ENSPTRG00000046983.1
OG0011892	ENSGALG00000040632.2	ENSPTRG00000003743.4
OG0011893	ENSGALG00000037695.2	ENSPTRG00000020463.4
OG0011894	ENSGALG00000029199.2	ENSPTRG00000017323.5
OG0011895	ENSGALG00000026187.3	ENSPTRG00000015462.6
OG0011898	ENSGALG00000033203.3	ENSPTRG00000011759.6
OG0011899	ENSGALG00000023348.4	ENSPTRG00000000670.5
OG0011900	ENSGALG00000050178.1	ENSPTRG00000011755.4
OG0011901	ENSGALG00000031071.2	ENSPTRG00000015444.6
OG0011902	ENSGALG00000017411.6	ENSPTRG00000016777.4
OG0011903	ENSGALG00000016822.5	ENSPTRG00000006063.4
OG0011904	ENSGALG00000004248.6, ENSGALG00000010596.6	ENSPTRG00000016331.5
OG0011906	ENSGALG00000052558.1, ENSGALG00000045607.2, ENSGALG00000010338.6, ENSGALG00000029532.3	ENSPTRG00000016197.3
OG0011907	ENSGALG00000035049.3	ENSPTRG00000005432.5
OG0011908	ENSGALG00000028149.3	ENSPTRG00000000431.5
OG0011909	ENSGALG00000027140.3	ENSPTRG00000016951.7
OG0011910	ENSGALG00000009703.6	ENSPTRG00000010196.7
OG0011911	ENSGALG00000003161.4	ENSPTRG00000004615.4
OG0011912	ENSGALG00000035317.2	ENSPTRG00000000331.4
OG0011914	ENSGALG00000007114.7	ENSPTRG00000004316.6, ENSPTRG00000046016.1
OG0011916	ENSGALG00000047323.1	ENSPTRG00000013204.7, ENSPTRG00000043785.1
OG0011917	ENSGALG00000034573.2	ENSPTRG00000019880.5, ENSPTRG00000048152.1
OG0011918	ENSGALG00000040097.2	ENSPTRG00000020348.6
OG0011920	ENSGALG00000016086.7	ENSPTRG00000012062.4
OG0011921	ENSGALG00000000812.6	ENSPTRG00000010230.5
OG0011922	ENSGALG00000009738.6	ENSPTRG00000003035.7, ENSPTRG00000050855.1
OG0011923	ENSGALG00000020582.6	ENSPTRG00000010242.4
OG0011925	ENSGALG00000003304.6	ENSPTRG00000010719.6
OG0011926	ENSGALG00000003220.6	ENSPTRG00000010721.5
OG0011929	ENSGALG00000054703.1	ENSPTRG00000001241.4
OG0011930	ENSGALG00000003130.7	ENSPTRG00000010725.5
OG0011931	ENSGALG00000011502.6, ENSGALG00000054339.1	ENSPTRG00000012490.6
OG0011932	ENSGALG00000002621.6	ENSPTRG00000010729.6
OG0011933	ENSGALG00000025809.3	ENSPTRG00000010730.5
OG0011934	ENSGALG00000037261.3	ENSPTRG00000010732.3
OG0011936	ENSGALG00000017524.4	ENSPTRG00000010263.4
OG0011938	ENSGALG00000000678.5	ENSPTRG00000000598.5
OG0011939	ENSGALG00000002618.5	ENSPTRG00000047918.1, ENSPTRG00000045838.1
OG0011940	ENSGALG00000002576.7, ENSGALG00000002558.5	ENSPTRG00000019245.6, ENSPTRG00000048351.1
OG0011941	ENSGALG00000005695.7	ENSPTRG00000014206.7
OG0011942	ENSGALG00000053468.1	ENSPTRG00000047101.1
OG0011943	ENSGALG00000044805.2	ENSPTRG00000004381.5
OG0011944	ENSGALG00000046965.1	ENSPTRG00000043277.1, ENSPTRG00000001450.7
OG0011986	ENSGALG00000008623.7	ENSPTRG00000048359.1
OG0011987	ENSGALG00000012220.6	ENSPTRG00000006360.6
OG0011988	ENSGALG00000007594.5	ENSPTRG00000023939.5
OG0011989	ENSGALG00000032039.3	ENSPTRG00000012664.3
OG0011990	ENSGALG00000041790.2	ENSPTRG00000006364.6
OG0011994	ENSGALG00000006211.6	ENSPTRG00000013359.7
OG0011997	ENSGALG00000007242.6	ENSPTRG00000028181.3
OG0011998	ENSGALG00000029537.3	ENSPTRG00000007302.5
OG0011999	ENSGALG00000035576.2	ENSPTRG00000021398.5
OG0012000	ENSGALG00000030255.2	ENSPTRG00000021284.4
OG0012001	ENSGALG00000054017.1	ENSPTRG00000003777.4
OG0012002	ENSGALG00000039284.3	ENSPTRG00000007319.6
OG0012003	ENSGALG00000004832.6	ENSPTRG00000022158.6
OG0012004	ENSGALG00000026944.3	ENSPTRG00000052222.1
OG0012006	ENSGALG00000009229.6	ENSPTRG00000007653.5
OG0012007	ENSGALG00000007944.5	ENSPTRG00000012764.4
OG0012008	ENSGALG00000007924.2	ENSPTRG00000012763.4
OG0012010	ENSGALG00000037052.2	ENSPTRG00000000475.6
OG0012011	ENSGALG00000030994.2	ENSPTRG00000001473.5
OG0012012	ENSGALG00000053648.1	ENSPTRG00000000483.3
OG0012014	ENSGALG00000016003.6	ENSPTRG00000022696.5
OG0012016	ENSGALG00000008113.6	ENSPTRG00000012778.6
OG0012017	ENSGALG00000002412.6	ENSPTRG00000020919.6
OG0012018	ENSGALG00000036160.2	ENSPTRG00000012777.6
OG0012019	ENSGALG00000044433.2	ENSPTRG00000000541.4
OG0012024	ENSGALG00000033557.2	ENSPTRG00000007352.6
OG0012026	ENSGALG00000036645.2	ENSPTRG00000014825.7
OG0012027	ENSGALG00000030118.2	ENSPTRG00000012094.5
OG0012028	ENSGALG00000022440.4	ENSPTRG00000000537.3
OG0012029	ENSGALG00000034585.3	ENSPTRG00000015406.4
OG0012030	ENSGALG00000030436.1	ENSPTRG00000042628.1
OG0012031	ENSGALG00000032456.1	ENSPTRG00000042660.1
OG0012032	ENSGALG00000032142.1	ENSPTRG00000042657.1
OG0012033	ENSGALG00000043768.2	ENSPTRG00000042626.1
OG0012034	ENSGALG00000042750.1	ENSPTRG00000042641.1
OG0012035	ENSGALG00000040770.2	ENSPTRG00000018886.6
OG0012037	ENSGALG00000007930.7	ENSPTRG00000007207.6
OG0012038	ENSGALG00000028465.3	ENSPTRG00000008457.4
OG0012040	ENSGALG00000007979.6	ENSPTRG00000007211.6
OG0012044	ENSGALG00000012952.4	ENSPTRG00000044904.1
OG0012045	ENSGALG00000004358.7	ENSPTRG00000018869.6
OG0012049	ENSGALG00000001608.7	ENSPTRG00000020154.4
OG0012050	ENSGALG00000050637.1	ENSPTRG00000028958.5
OG0012052	ENSGALG00000041384.2	ENSPTRG00000011001.5
OG0012053	ENSGALG00000004853.6	ENSPTRG00000010806.5
OG0012054	ENSGALG00000006352.6	ENSPTRG00000002731.3
OG0012055	ENSGALG00000006351.5	ENSPTRG00000002730.7
OG0012057	ENSGALG00000008135.6	ENSPTRG00000012779.7
OG0012060	ENSGALG00000003986.6	ENSPTRG00000000336.4
OG0012062	ENSGALG00000052760.1	ENSPTRG00000002551.4
OG0012063	ENSGALG00000007625.6	ENSPTRG00000004004.4
OG0012064	ENSGALG00000002527.5	ENSPTRG00000049393.1
OG0012065	ENSGALG00000032642.2	ENSPTRG00000014875.5
OG0012070	ENSGALG00000028437.4	ENSPTRG00000000502.6
OG0012071	ENSGALG00000042322.2	ENSPTRG00000007700.6
OG0012074	ENSGALG00000038688.2	ENSPTRG00000007500.6
OG0012076	ENSGALG00000005083.7	ENSPTRG00000008861.6
OG0012078	ENSGALG00000005087.7	ENSPTRG00000008862.7
OG0012079	ENSGALG00000048159.1	ENSPTRG00000021600.5
OG0012080	ENSGALG00000000934.6	ENSPTRG00000044334.1
OG0012081	ENSGALG00000013532.7	ENSPTRG00000003493.6
OG0012082	ENSGALG00000006371.7	ENSPTRG00000044708.1
OG0012083	ENSGALG00000054988.1	ENSPTRG00000049767.1
OG0012087	ENSGALG00000003154.7	ENSPTRG00000007774.6
OG0012089	ENSGALG00000041764.2	ENSPTRG00000019194.5
OG0012090	ENSGALG00000031328.2	ENSPTRG00000006915.6
OG0012091	ENSGALG00000038771.3	ENSPTRG00000031172.4
OG0012092	ENSGALG00000003914.6	ENSPTRG00000010645.4
OG0012093	ENSGALG00000016651.7	ENSPTRG00000047162.1
OG0012094	ENSGALG00000053132.1	ENSPTRG00000007402.7
OG0012097	ENSGALG00000008239.7	ENSPTRG00000012797.5
OG0012100	ENSGALG00000014638.6	ENSPTRG00000001425.5
OG0012101	ENSGALG00000050158.1	ENSPTRG00000022583.5
OG0012104	ENSGALG00000006445.6	ENSPTRG00000007363.6
OG0012106	ENSGALG00000047515.1	ENSPTRG00000021880.6
OG0012108	ENSGALG00000032223.2	ENSPTRG00000011020.4
OG0012109	ENSGALG00000029760.3	ENSPTRG00000050799.1, ENSPTRG00000020671.6
OG0012110	ENSGALG00000000835.5	ENSPTRG00000010226.4
OG0012120	ENSGALG00000017321.5	ENSPTRG00000004047.6
OG0012123	ENSGALG00000043827.2	ENSPTRG00000020545.4
OG0012124	ENSGALG00000041748.2	ENSPTRG00000020548.7
OG0012128	ENSGALG00000008070.6	ENSPTRG00000014229.5
OG0012129	ENSGALG00000038667.2	ENSPTRG00000010948.3
OG0012131	ENSGALG00000031243.2	ENSPTRG00000019870.6
OG0012133	ENSGALG00000007365.8	ENSPTRG00000007178.5
OG0012134	ENSGALG00000045606.2	ENSPTRG00000015229.5
OG0012135	ENSGALG00000007358.5	ENSPTRG00000007177.5
OG0012140	ENSGALG00000013768.6	ENSPTRG00000018672.6
OG0012141	ENSGALG00000040182.3	ENSPTRG00000010198.4
OG0012142	ENSGALG00000017302.6	ENSPTRG00000004078.6
OG0012143	ENSGALG00000001048.6	ENSPTRG00000021359.7
OG0012145	ENSGALG00000053332.1	ENSPTRG00000007650.5
OG0012146	ENSGALG00000001900.6	ENSPTRG00000023593.4
OG0012147	ENSGALG00000004107.6	ENSPTRG00000022057.4
OG0012148	ENSGALG00000009202.5	ENSPTRG00000012686.4
OG0012149	ENSGALG00000004111.2	ENSPTRG00000039454.2
OG0012151	ENSGALG00000038458.2	ENSPTRG00000007264.6
OG0012152	ENSGALG00000005077.6	ENSPTRG00000022455.7
OG0012153	ENSGALG00000029583.2	ENSPTRG00000004720.3
OG0012154	ENSGALG00000017262.7	ENSPTRG00000004117.5
OG0012155	ENSGALG00000001689.6	ENSPTRG00000007286.4
OG0012156	ENSGALG00000007007.7	ENSPTRG00000003085.6
OG0012159	ENSGALG00000054900.1	ENSPTRG00000049624.1
OG0012161	ENSGALG00000004215.7	ENSPTRG00000009578.5
OG0012165	ENSGALG00000006460.6	ENSPTRG00000013367.6
OG0012166	ENSGALG00000006467.7	ENSPTRG00000013369.6
OG0012167	ENSGALG00000007315.6	ENSPTRG00000015078.6
OG0012168	ENSGALG00000006586.6	ENSPTRG00000013374.5, ENSPTRG00000050498.1
OG0012170	ENSGALG00000007681.6	ENSPTRG00000013022.3
OG0012174	ENSGALG00000005249.6	ENSPTRG00000021116.6
OG0012176	ENSGALG00000021520.5	ENSPTRG00000023019.3
OG0012177	ENSGALG00000042705.2	ENSPTRG00000048881.1
OG0012181	ENSGALG00000016774.6	ENSPTRG00000012287.6
OG0012188	ENSGALG00000002069.6	ENSPTRG00000020904.6
OG0012190	ENSGALG00000026674.3	ENSPTRG00000007335.3
OG0012193	ENSGALG00000035650.3	ENSPTRG00000041220.2
OG0012197	ENSGALG00000029383.3	ENSPTRG00000008614.4
OG0012198	ENSGALG00000026836.3, ENSGALG00000054999.1	ENSPTRG00000000464.7
OG0012200	ENSGALG00000038433.2	ENSPTRG00000015825.5
OG0012201	ENSGALG00000027742.3	ENSPTRG00000006091.5
OG0012203	ENSGALG00000035211.2	ENSPTRG00000000091.6
OG0012204	ENSGALG00000039206.2	ENSPTRG00000012234.6
OG0012205	ENSGALG00000006326.7	ENSPTRG00000049254.1
OG0012207	ENSGALG00000041435.2	ENSPTRG00000001372.7
OG0012208	ENSGALG00000038782.2	ENSPTRG00000050357.1
OG0012210	ENSGALG00000013861.6	ENSPTRG00000018644.5
OG0012212	ENSGALG00000028294.4	ENSPTRG00000015685.6
OG0012213	ENSGALG00000045901.2	ENSPTRG00000021595.5
OG0012214	ENSGALG00000012392.6	ENSPTRG00000051321.1
OG0012215	ENSGALG00000012412.6	ENSPTRG00000018710.6
OG0012217	ENSGALG00000051947.1	ENSPTRG00000045719.1
OG0012218	ENSGALG00000054251.1	ENSPTRG00000008705.7
OG0012219	ENSGALG00000002960.7	ENSPTRG00000001179.4
OG0012220	ENSGALG00000000535.6	ENSPTRG00000000103.5
OG0012221	ENSGALG00000038758.2	ENSPTRG00000008173.5
OG0012225	ENSGALG00000001081.7	ENSPTRG00000033888.3
OG0012233	ENSGALG00000005132.6	ENSPTRG00000008208.6
OG0012234	ENSGALG00000004101.5	ENSPTRG00000017440.3
OG0012235	ENSGALG00000053914.1	ENSPTRG00000008657.3
OG0012236	ENSGALG00000003911.5	ENSPTRG00000009559.4
OG0012238	ENSGALG00000026225.4	ENSPTRG00000022722.5
OG0012239	ENSGALG00000013995.5	ENSPTRG00000018611.6
OG0012241	ENSGALG00000029731.2	ENSPTRG00000003299.7
OG0012242	ENSGALG00000010079.6	ENSPTRG00000000296.7
OG0012243	ENSGALG00000043799.2	ENSPTRG00000020536.4
OG0012245	ENSGALG00000024318.4	ENSPTRG00000000444.5
OG0012246	ENSGALG00000006008.6	ENSPTRG00000007385.6
OG0012247	ENSGALG00000002452.6	ENSPTRG00000020860.7
OG0012248	ENSGALG00000030706.2	ENSPTRG00000000404.6
OG0012251	ENSGALG00000007624.6	ENSPTRG00000013668.6
OG0012253	ENSGALG00000030095.2	ENSPTRG00000013207.3
OG0012259	ENSGALG00000048002.1	ENSPTRG00000003931.5
OG0012260	ENSGALG00000021340.6	ENSPTRG00000020916.3
OG0012263	ENSGALG00000035623.2	ENSPTRG00000014835.6
OG0012264	ENSGALG00000000044.7	ENSPTRG00000043685.1
OG0012265	ENSGALG00000004416.6	ENSPTRG00000008807.6
OG0012266	ENSGALG00000040687.3	ENSPTRG00000001292.6
OG0012267	ENSGALG00000035630.3	ENSPTRG00000014733.6
OG0012268	ENSGALG00000021365.6	ENSPTRG00000020884.7
OG0012269	ENSGALG00000036365.2	ENSPTRG00000001289.6
OG0012271	ENSGALG00000030128.3	ENSPTRG00000020592.6
OG0012272	ENSGALG00000039224.3	ENSPTRG00000051216.1
OG0012274	ENSGALG00000005377.6	ENSPTRG00000008376.6
OG0012275	ENSGALG00000021553.5	ENSPTRG00000046674.1
OG0012276	ENSGALG00000007430.7	ENSPTRG00000004350.6
OG0012277	ENSGALG00000018439.6	ENSPTRG00000012639.5
OG0012278	ENSGALG00000003242.5	ENSPTRG00000020168.6
OG0012279	ENSGALG00000021273.6	ENSPTRG00000004330.6
OG0012280	ENSGALG00000000903.7	ENSPTRG00000008365.3
OG0012281	ENSGALG00000000901.5	ENSPTRG00000008323.5
OG0012284	ENSGALG00000032634.3	ENSPTRG00000008174.2
OG0012285	ENSGALG00000026761.3	ENSPTRG00000018453.6
OG0012286	ENSGALG00000016154.3	ENSPTRG00000030920.3
OG0012287	ENSGALG00000045875.2	ENSPTRG00000020636.5
OG0012289	ENSGALG00000001256.6	ENSPTRG00000048099.1
OG0012290	ENSGALG00000031214.2	ENSPTRG00000008830.2
OG0012292	ENSGALG00000043439.2	ENSPTRG00000020574.4
OG0012293	ENSGALG00000001167.5	ENSPTRG00000004470.5
OG0012294	ENSGALG00000001161.6	ENSPTRG00000004467.7
OG0012295	ENSGALG00000046164.2	ENSPTRG00000003288.6
OG0012296	ENSGALG00000003441.5	ENSPTRG00000021506.6
OG0012300	ENSGALG00000034999.2	ENSPTRG00000020550.5
OG0012301	ENSGALG00000049153.1	ENSPTRG00000048447.1
OG0012302	ENSGALG00000008834.6	ENSPTRG00000043173.1
OG0012306	ENSGALG00000001037.6	ENSPTRG00000021366.6
OG0012307	ENSGALG00000008733.6	ENSPTRG00000000907.3
OG0012309	ENSGALG00000002517.5	ENSPTRG00000040553.2
OG0012310	ENSGALG00000002307.7	ENSPTRG00000029854.3
OG0012311	ENSGALG00000002303.5	ENSPTRG00000002694.4
OG0012317	ENSGALG00000033630.3	ENSPTRG00000020497.5
OG0012318	ENSGALG00000039011.3	ENSPTRG00000020496.5
OG0012320	ENSGALG00000006780.7	ENSPTRG00000007824.5
OG0012322	ENSGALG00000003478.4	ENSPTRG00000021505.6
OG0012323	ENSGALG00000036346.2	ENSPTRG00000010228.4
OG0012325	ENSGALG00000009680.6	ENSPTRG00000046691.1
OG0012326	ENSGALG00000027232.3	ENSPTRG00000017489.4
OG0012327	ENSGALG00000054015.1	ENSPTRG00000009464.5
OG0012329	ENSGALG00000009069.6	ENSPTRG00000033895.3
OG0012330	ENSGALG00000010375.6	ENSPTRG00000000372.5
OG0012331	ENSGALG00000040297.3	ENSPTRG00000043114.1
OG0012332	ENSGALG00000041473.2	ENSPTRG00000021500.7
OG0012333	ENSGALG00000040925.3	ENSPTRG00000014242.6
OG0012334	ENSGALG00000019554.5, ENSGALG00000019553.4	ENSPTRG00000050924.1, ENSPTRG00000010091.3
OG0012335	ENSGALG00000035199.3	ENSPTRG00000020483.3
OG0012337	ENSGALG00000000975.6	ENSPTRG00000024207.5
OG0012338	ENSGALG00000024122.4	ENSPTRG00000008823.4
OG0012340	ENSGALG00000039170.2	ENSPTRG00000049082.1
OG0012341	ENSGALG00000041730.2	ENSPTRG00000030922.2
OG0012342	ENSGALG00000004103.6	ENSPTRG00000007127.5
