Orthogroup	G_gallus.pep	N_naja.pep
OG0012871	ENSGALG00000016215.7	Nana24495-RA
OG0012873	ENSGALG00000005321.6	Nana13474-RB
OG0012874	ENSGALG00000016173.7	Nana24545-RA
OG0012875	ENSGALG00000045499.2	Nana13452-RA
OG0012876	ENSGALG00000005801.5	Nana13423-RA
OG0012878	ENSGALG00000027965.3	Nana13368-RA
OG0012879	ENSGALG00000016065.6	Nana24574-RA
OG0012880	ENSGALG00000007917.6	Nana29284-RA
OG0012881	ENSGALG00000006062.6	Nana13330-RA
OG0012885	ENSGALG00000045153.2	Nana18466-RA
OG0012886	ENSGALG00000015842.5	Nana24681-RA
OG0012888	ENSGALG00000013771.6	Nana18623-RA
OG0012889	ENSGALG00000015480.6	Nana24774-RA
OG0012890	ENSGALG00000015474.6	Nana24776-RA
OG0012892	ENSGALG00000013503.7	Nana18176-RA
OG0012893	ENSGALG00000015377.6	Nana24852-RA
OG0012896	ENSGALG00000015344.7	Nana24885-RA
OG0012897	ENSGALG00000019228.5	Nana24918-RA
OG0012898	ENSGALG00000015244.5	Nana24919-RA
OG0012900	ENSGALG00000009520.6	Nana18773-RA
OG0012901	ENSGALG00000009496.7	Nana18770-RA
OG0012902	ENSGALG00000015133.6	Nana24940-RA
OG0012903	ENSGALG00000020251.6	Nana18758-RA
OG0012904	ENSGALG00000015117.7	Nana24949-RA
OG0012905	ENSGALG00000019240.6	Nana24994-RA
OG0012907	ENSGALG00000020253.5	Nana18671-RA
OG0012910	ENSGALG00000035726.3	Nana25072-RA
OG0012912	ENSGALG00000011835.7	Nana18093-RA
OG0012915	ENSGALG00000017171.6	Nana25208-RA
OG0012916	ENSGALG00000011961.7	Nana18114-RA
OG0012917	ENSGALG00000011986.6	Nana18126-RA
OG0012918	ENSGALG00000019060.6	Nana25244-RA
OG0012919	ENSGALG00000017191.5	Nana25260-RA
OG0012923	ENSGALG00000002356.4	Nana25311-RA
OG0012925	ENSGALG00000017244.4	Nana25370-RA
OG0012926	ENSGALG00000047103.1	Nana17574-RA
OG0012928	ENSGALG00000011616.6	Nana17550-RA
OG0012929	ENSGALG00000014719.7	Nana12331-RA
OG0012931	ENSGALG00000014906.6	Nana12363-RB
OG0012934	ENSGALG00000014730.7	Nana12314-RA
OG0012935	ENSGALG00000023411.4	Nana12260-RA
OG0012936	ENSGALG00000004437.6	Nana12236-RA
OG0012941	ENSGALG00000048899.1	Nana10796-RA
OG0012942	ENSGALG00000015205.5	Nana11533-RA
OG0012944	ENSGALG00000038817.3	Nana11816-RA
OG0012945	ENSGALG00000015166.5	Nana11670-RA
OG0012946	ENSGALG00000049973.1	Nana11622-RA
OG0012949	ENSGALG00000045028.2	Nana11450-RA
OG0012955	ENSGALG00000011721.6	Nana05774-RA
OG0012959	ENSGALG00000044536.2	Nana10547-RA
OG0012962	ENSGALG00000036082.2	Nana10255-RA
OG0012963	ENSGALG00000010703.6	Nana05523-RA
OG0012964	ENSGALG00000032606.3	Nana10238-RA
OG0012971	ENSGALG00000010350.6	Nana05376-RA
OG0012972	ENSGALG00000010346.7	Nana05361-RA
OG0012976	ENSGALG00000010232.7	Nana05310-RA
OG0012982	ENSGALG00000034328.3	Nana10912-RA
OG0012983	ENSGALG00000036364.3	Nana05193-RA
OG0012989	ENSGALG00000015038.7	Nana10985-RA, Nana10985-RB
OG0012990	ENSGALG00000053478.1	Nana10588-RA
OG0012999	ENSGALG00000008940.8	Nana05027-RC
OG0013000	ENSGALG00000052873.1	Nana05032-RA
OG0013002	ENSGALG00000008365.5	Nana04874-RA
OG0013010	ENSGALG00000008440.6	Nana04859-RA
OG0013012	ENSGALG00000029599.2	Nana10057-RA
OG0013015	ENSGALG00000039032.2	Nana04799-RA
OG0013018	ENSGALG00000012142.6	Nana04642-RA
OG0013019	ENSGALG00000012103.8	Nana04614-RA
OG0013021	ENSGALG00000012020.6	Nana04605-RA
OG0013023	ENSGALG00000005769.7	Nana04528-RA
OG0013024	ENSGALG00000032161.3	Nana04518-RA
OG0013025	ENSGALG00000005908.5	Nana04513-RA
OG0013026	ENSGALG00000044914.2	Nana04511-RA
OG0013027	ENSGALG00000035502.2	Nana10135-RB
OG0013029	ENSGALG00000006192.6	Nana04425-RA
OG0013030	ENSGALG00000049578.1	Nana04422-RA
OG0013031	ENSGALG00000039634.2	Nana10114-RA
OG0013032	ENSGALG00000026401.3	Nana39771-RA, Nana09763-RA
OG0013033	ENSGALG00000023364.5	Nana09761-RA
OG0013037	ENSGALG00000006368.6	Nana04393-RA
OG0013038	ENSGALG00000006382.6	Nana04389-RA
OG0013039	ENSGALG00000006401.6	Nana04386-RA
OG0013041	ENSGALG00000031657.3	Nana04348-RA
OG0013043	ENSGALG00000027786.4	Nana09641-RA
OG0013044	ENSGALG00000008713.7	Nana09635-RA
OG0013045	ENSGALG00000053398.1	Nana04311-RA
OG0013050	ENSGALG00000012087.6	Nana03719-RA
OG0013051	ENSGALG00000012075.6	Nana03722-RA
OG0013053	ENSGALG00000012052.6	Nana03731-RA
OG0013054	ENSGALG00000011813.6	Nana03742-RA
OG0013055	ENSGALG00000029766.3	Nana03744-RA
OG0013058	ENSGALG00000031425.3	Nana09381-RA
OG0013059	ENSGALG00000011635.6	Nana03796-RA
OG0013060	ENSGALG00000011347.6	Nana03889-RA
OG0013064	ENSGALG00000026207.2	Nana04090-RA
OG0013067	ENSGALG00000028301.3	Nana09491-RA
OG0013068	ENSGALG00000002219.7	Nana09492-RA
OG0013069	ENSGALG00000042309.2	Nana04009-RA
OG0013074	ENSGALG00000031475.3	Nana09611-RA
OG0013075	ENSGALG00000007286.8	Nana09613-RC
OG0013078	ENSGALG00000001942.6	Nana09151-RA
OG0013085	ENSGALG00000008152.7	Nana03197-RA
OG0013088	ENSGALG00000008228.4	Nana03192-RA
OG0013089	ENSGALG00000028174.3	Nana03250-RA
OG0013090	ENSGALG00000005974.6	Nana02990-RA, Nana02989-RA
OG0013092	ENSGALG00000040716.2	Nana02993-RA
OG0013093	ENSGALG00000026298.3	Nana02834-RA
OG0013094	ENSGALG00000009214.6	Nana02734-RA
OG0013096	ENSGALG00000034316.2	Nana08861-RA
OG0013098	ENSGALG00000002455.4	Nana02703-RA
OG0013099	ENSGALG00000008609.6	Nana00977-RA
OG0013100	ENSGALG00000017024.6	Nana02674-RA
OG0013101	ENSGALG00000028056.3	Nana00970-RA
OG0013102	ENSGALG00000009016.5	Nana02762-RA
OG0013103	ENSGALG00000028471.4	Nana00961-RA
OG0013106	ENSGALG00000003075.6	Nana08684-RA
OG0013108	ENSGALG00000016844.6	Nana02957-RA
OG0013110	ENSGALG00000017012.6	Nana02950-RA
OG0013112	ENSGALG00000016692.6	Nana02905-RA
OG0013115	ENSGALG00000029000.3	Nana08606-RA
OG0013117	ENSGALG00000025904.3	Nana08522-RA
OG0013118	ENSGALG00000033277.2	Nana08521-RA
OG0013119	ENSGALG00000041650.2	Nana08515-RA
OG0013120	ENSGALG00000028982.3	Nana02514-RA
OG0013122	ENSGALG00000047554.1	Nana02635-RA
OG0013123	ENSGALG00000026736.3	Nana08473-RA
OG0013124	ENSGALG00000016492.6	Nana02642-RA
OG0013125	ENSGALG00000004932.7	Nana08455-RA
OG0013126	ENSGALG00000004969.6	Nana08447-RA
OG0013127	ENSGALG00000004991.6	Nana08441-RA
OG0013128	ENSGALG00000005021.6	Nana08436-RA
OG0013130	ENSGALG00000005024.6	Nana08435-RA, Nana08434-RA
OG0013131	ENSGALG00000005363.6	Nana08394-RA
OG0013132	ENSGALG00000015970.6	Nana02337-RA
OG0013133	ENSGALG00000038476.2	Nana02166-RA
OG0013134	ENSGALG00000015775.6	Nana02227-RA
OG0013135	ENSGALG00000049848.1	Nana02241-RA
OG0013136	ENSGALG00000043839.2	Nana02242-RA
OG0013137	ENSGALG00000034716.2	Nana02002-RA
OG0013141	ENSGALG00000029632.2	Nana08285-RA
OG0013148	ENSGALG00000018946.6	Nana08075-RA
OG0013150	ENSGALG00000015895.4	Nana02304-RA
OG0013151	ENSGALG00000015897.7	Nana02307-RA
OG0013152	ENSGALG00000030569.2	Nana07838-RA
OG0013155	ENSGALG00000041845.2	Nana07865-RA
OG0013156	ENSGALG00000005092.6	Nana07870-RA
OG0013167	ENSGALG00000012317.6	Nana01828-RB
OG0013170	ENSGALG00000011571.6	Nana01697-RA
OG0013171	ENSGALG00000020002.6	Nana01701-RA
OG0013172	ENSGALG00000038209.2, ENSGALG00000052240.1	Nana07747-RA, Nana07760-RA, Nana07762-RA, Nana07761-RA
OG0013173	ENSGALG00000011624.7	Nana01708-RA
OG0013175	ENSGALG00000047280.1	Nana01742-RA
OG0013176	ENSGALG00000036005.2	Nana01745-RA
OG0013178	ENSGALG00000010737.5	Nana01519-RA
OG0013179	ENSGALG00000010741.6	Nana01520-RA
OG0013180	ENSGALG00000011008.6	Nana01593-RA
OG0013181	ENSGALG00000011084.7	Nana01615-RA
OG0013184	ENSGALG00000011205.6	Nana01656-RA
OG0013185	ENSGALG00000011288.5	Nana01660-RA
OG0013186	ENSGALG00000011296.6	Nana01662-RA
OG0013187	ENSGALG00000011299.6	Nana01663-RA
OG0013188	ENSGALG00000035337.2	Nana01369-RA
OG0013189	ENSGALG00000010151.6	Nana01366-RA
OG0013191	ENSGALG00000010315.6	Nana01401-RA
OG0013192	ENSGALG00000010317.7	Nana01402-RA
OG0013193	ENSGALG00000041037.2	Nana01405-RA
OG0013194	ENSGALG00000043831.3	Nana01406-RA
OG0013195	ENSGALG00000010386.7	Nana01410-RA
OG0013196	ENSGALG00000010547.5	Nana01428-RA
OG0013197	ENSGALG00000010612.5	Nana01478-RA
OG0013201	ENSGALG00000010068.6	Nana01345-RA
OG0013202	ENSGALG00000008979.6	Nana01311-RA
OG0013203	ENSGALG00000009047.3	Nana01299-RA
OG0013209	ENSGALG00000051779.1	Nana00857-RA
OG0013215	ENSGALG00000018700.5	Nana37128-RA
OG0013216	ENSGALG00000029779.2	Nana25089-RA
OG0013217	ENSGALG00000030237.2	Nana08911-RA
OG0013219	ENSGALG00000005928.7	Nana00640-RA
OG0013220	ENSGALG00000002244.6	Nana31020-RA
OG0013223	ENSGALG00000036125.2	Nana36047-RA
OG0013225	ENSGALG00000001223.7	Nana37307-RA
OG0013227	ENSGALG00000001282.5	Nana37328-RA
OG0013230	ENSGALG00000051415.1	Nana14615-RA
OG0013231	ENSGALG00000001387.6	Nana00451-RA
OG0013232	ENSGALG00000028141.3	Nana33558-RA
OG0013233	ENSGALG00000001479.7	Nana00458-RA
OG0013235	ENSGALG00000005651.6	Nana31654-RA
OG0013236	ENSGALG00000027918.4	Nana29024-RA
OG0013239	ENSGALG00000031375.2	Nana26039-RA
OG0013243	ENSGALG00000053928.1	Nana11938-RA
OG0013244	ENSGALG00000007216.7	Nana34575-RA
OG0013245	ENSGALG00000043002.2	Nana14190-RA
OG0013246	ENSGALG00000023131.4	Nana27307-RA
OG0013247	ENSGALG00000006707.6	Nana32292-RB
OG0013248	ENSGALG00000003245.6	Nana28389-RA
OG0013249	ENSGALG00000036993.3	Nana29028-RA
OG0013250	ENSGALG00000023725.4	Nana15180-RA
OG0013253	ENSGALG00000043920.2	Nana37623-RB
OG0013254	ENSGALG00000038502.2	Nana34031-RA
OG0013255	ENSGALG00000007695.4	Nana33537-RA
OG0013256	ENSGALG00000029768.2	Nana05915-RA
OG0013257	ENSGALG00000028817.4	Nana02847-RA
OG0013258	ENSGALG00000006796.6	Nana32297-RA
OG0013260	ENSGALG00000015235.7	Nana24920-RA
OG0013261	ENSGALG00000023708.5	Nana37631-RA
OG0013262	ENSGALG00000023517.4	Nana37049-RA
OG0013264	ENSGALG00000020342.5	Nana05933-RA
OG0013265	ENSGALG00000000795.6	Nana06139-RA
OG0013266	ENSGALG00000037888.2	Nana06132-RA
OG0013268	ENSGALG00000040644.2	Nana36742-RA
OG0013269	ENSGALG00000006997.5	Nana36623-RA
OG0013270	ENSGALG00000035589.3	Nana00359-RA
OG0013271	ENSGALG00000034975.2	Nana36758-RA
OG0013272	ENSGALG00000001347.6	Nana36782-RA
OG0013273	ENSGALG00000035725.3	Nana21749-RA
OG0013274	ENSGALG00000001812.7	Nana06518-RA
OG0013275	ENSGALG00000001333.7	Nana36785-RA
OG0013276	ENSGALG00000006822.5	Nana32301-RA
OG0013277	ENSGALG00000040463.2	Nana34951-RA
OG0013279	ENSGALG00000044485.2	Nana06019-RA
OG0013281	ENSGALG00000004261.6	Nana32775-RA
OG0013282	ENSGALG00000028148.3	Nana37587-RA
OG0013283	ENSGALG00000047356.1	Nana34616-RA
OG0013284	ENSGALG00000032856.2	Nana28039-RA
OG0013285	ENSGALG00000026360.3	Nana26180-RA
OG0013286	ENSGALG00000005845.7	Nana31729-RA
OG0013287	ENSGALG00000026452.3	Nana15576-RA
OG0013289	ENSGALG00000029812.3	Nana35688-RA
OG0013290	ENSGALG00000049204.1	Nana33208-RB
OG0013291	ENSGALG00000041927.2	Nana00622-RA
OG0013292	ENSGALG00000047204.1	Nana37596-RA
OG0013295	ENSGALG00000014742.6	Nana12293-RA
OG0013297	ENSGALG00000015297.6	Nana02111-RA
OG0013299	ENSGALG00000044525.2	Nana01375-RA
OG0013300	ENSGALG00000008925.5	Nana36721-RA
OG0013301	ENSGALG00000032467.2	Nana28885-RA
OG0013302	ENSGALG00000011488.3	Nana22052-RA
OG0013304	ENSGALG00000036297.2	Nana06625-RA
OG0013306	ENSGALG00000036004.2	Nana06087-RA
OG0013307	ENSGALG00000029015.4	Nana06243-RA
OG0013308	ENSGALG00000006782.7	Nana33337-RA
OG0013309	ENSGALG00000052064.1	Nana28067-RA
OG0013310	ENSGALG00000032060.2	Nana37658-RA
OG0013311	ENSGALG00000007186.6	Nana36694-RA
OG0013312	ENSGALG00000026264.4	Nana38816-RA
OG0013313	ENSGALG00000023683.5	Nana34872-RA
OG0013314	ENSGALG00000004263.3	Nana06409-RA
OG0013315	ENSGALG00000043285.3	Nana22878-RA
OG0013316	ENSGALG00000037256.2	Nana06091-RA
OG0013317	ENSGALG00000021611.6	Nana00559-RA
OG0013318	ENSGALG00000035963.2	Nana15305-RA
OG0013320	ENSGALG00000006819.6	Nana33356-RA
OG0013324	ENSGALG00000045684.2	Nana06093-RA
OG0013326	ENSGALG00000008952.6	Nana36965-RA
OG0013328	ENSGALG00000008085.6	Nana34663-RA
OG0013330	ENSGALG00000001728.4	Nana36795-RA
OG0013331	ENSGALG00000032627.2	Nana36793-RA
OG0013332	ENSGALG00000042045.2	Nana31590-RA
OG0013333	ENSGALG00000029940.2	Nana28042-RA
OG0013334	ENSGALG00000047642.1	Nana22225-RA
OG0013335	ENSGALG00000038813.2	Nana03446-RB
OG0013336	ENSGALG00000051567.1	Nana36956-RA
OG0013337	ENSGALG00000013740.6	Nana28069-RA
OG0013339	ENSGALG00000036043.3	Nana35055-RA
OG0013340	ENSGALG00000037437.3	Nana28220-RA
OG0013343	ENSGALG00000005803.6	Nana34672-RA
OG0013344	ENSGALG00000003324.7	Nana15296-RA
OG0013345	ENSGALG00000041965.2	Nana27888-RA
OG0013346	ENSGALG00000047441.1	Nana38587-RA
OG0013348	ENSGALG00000005796.5	Nana34673-RA
OG0013350	ENSGALG00000001889.7	Nana37039-RA
OG0013352	ENSGALG00000004640.7	Nana37140-RA
OG0013353	ENSGALG00000005784.4	Nana34674-RA
OG0013355	ENSGALG00000004702.6	Nana36529-RA
OG0013358	ENSGALG00000005483.7	Nana31639-RA
OG0013360	ENSGALG00000008873.5	Nana36710-RA
OG0013361	ENSGALG00000023395.5	Nana33302-RA
OG0013362	ENSGALG00000005494.6	Nana31643-RA
OG0013363	ENSGALG00000014453.7	Nana11050-RA
OG0013364	ENSGALG00000005293.5	Nana33681-RA
OG0013365	ENSGALG00000035966.2	Nana32003-RA
OG0013366	ENSGALG00000041437.2	Nana31997-RA
OG0013367	ENSGALG00000049514.1	Nana33927-RA
OG0013368	ENSGALG00000040492.2	Nana06050-RA
OG0013369	ENSGALG00000004503.6	Nana00130-RA
OG0013370	ENSGALG00000002288.7	Nana00549-RA
OG0013371	ENSGALG00000046223.2	Nana36491-RA
OG0013372	ENSGALG00000026221.3	Nana36805-RA
OG0013373	ENSGALG00000044519.2	Nana05726-RA
OG0013374	ENSGALG00000005215.6	Nana34547-RA
OG0013375	ENSGALG00000021647.5	Nana39051-RA
OG0013377	ENSGALG00000033720.2	Nana31328-RA
OG0013378	ENSGALG00000026374.4	Nana35750-RA
OG0013379	ENSGALG00000005395.7	Nana11246-RA
OG0013380	ENSGALG00000004369.7	Nana32754-RA
OG0013384	ENSGALG00000021683.6	Nana37308-RA
OG0013385	ENSGALG00000005140.6	Nana31331-RA
OG0013388	ENSGALG00000006011.6	Nana00636-RB
OG0013389	ENSGALG00000041898.2	Nana20928-RA
OG0013390	ENSGALG00000052295.1	Nana28001-RA
OG0013392	ENSGALG00000024024.4	Nana28016-RA
OG0013393	ENSGALG00000010688.6	Nana11815-RA
OG0013394	ENSGALG00000029502.2	Nana32243-RB, Nana32243-RA
OG0013395	ENSGALG00000000352.6	Nana06529-RA
OG0013396	ENSGALG00000000337.5	Nana06531-RA
OG0013397	ENSGALG00000039624.2	Nana14305-RA
OG0013400	ENSGALG00000021135.5	Nana33325-RA
OG0013402	ENSGALG00000026119.3	Nana34684-RA
OG0013403	ENSGALG00000001586.7	Nana32953-RA
OG0013406	ENSGALG00000030176.3	Nana36398-RA
OG0013407	ENSGALG00000001572.6	Nana32954-RA
OG0013408	ENSGALG00000008652.6	Nana32417-RA
OG0013409	ENSGALG00000004102.6	Nana37655-RA
OG0013411	ENSGALG00000040069.2	Nana14853-RA
OG0013414	ENSGALG00000004839.6	Nana31381-RA
OG0013415	ENSGALG00000012194.7	Nana04663-RA
OG0013417	ENSGALG00000017611.7	Nana36827-RA
OG0013418	ENSGALG00000032415.2	Nana34701-RA
OG0013419	ENSGALG00000040959.2	Nana12493-RA
OG0013421	ENSGALG00000021180.5	Nana20317-RA
OG0013422	ENSGALG00000001573.6	Nana00508-RA
OG0013423	ENSGALG00000002653.4	Nana00646-RA
OG0013425	ENSGALG00000028341.4	Nana06350-RA
OG0013426	ENSGALG00000026492.4	Nana00140-RA
OG0013428	ENSGALG00000008860.6	Nana32426-RA
OG0013429	ENSGALG00000004618.6	Nana00141-RA
OG0013430	ENSGALG00000004628.6	Nana00142-RA
OG0013431	ENSGALG00000003063.7	Nana32950-RD, Nana32950-RE
OG0013432	ENSGALG00000003021.6	Nana32948-RA
OG0013437	ENSGALG00000028483.4	Nana05269-RA
OG0013439	ENSGALG00000011372.7	Nana05695-RA
OG0013440	ENSGALG00000034500.2	Nana16087-RA
OG0013441	ENSGALG00000047120.1	Nana02691-RA
OG0013442	ENSGALG00000039228.3	Nana04939-RA
OG0013444	ENSGALG00000004669.6	Nana00149-RA
OG0013445	ENSGALG00000002316.4	Nana34091-RA
OG0013446	ENSGALG00000013814.6	Nana16089-RA
OG0013448	ENSGALG00000003670.7	Nana13711-RA
OG0013449	ENSGALG00000033087.3	Nana03263-RA
OG0013450	ENSGALG00000048178.1	Nana39941-RA
OG0013451	ENSGALG00000003734.4	Nana37562-RD
OG0013452	ENSGALG00000050049.1	Nana20059-RA
OG0013453	ENSGALG00000005608.7	Nana33711-RA
OG0013454	ENSGALG00000027891.3	Nana11967-RA
OG0013455	ENSGALG00000054597.1	Nana36860-RA
OG0013456	ENSGALG00000031859.3	Nana18715-RA
OG0013459	ENSGALG00000014477.6	Nana11088-RA
OG0013460	ENSGALG00000007434.6	Nana34630-RA
OG0013461	ENSGALG00000001486.7	Nana06208-RA
OG0013463	ENSGALG00000021525.5	Nana32961-RA
OG0013464	ENSGALG00000006165.8	Nana26755-RA
OG0013465	ENSGALG00000022813.4	Nana24539-RA
OG0013466	ENSGALG00000006137.6	Nana26756-RA
OG0013467	ENSGALG00000043468.2	Nana11081-RA
OG0013469	ENSGALG00000041074.2	Nana35891-RA
OG0013470	ENSGALG00000008579.5	Nana05058-RA
OG0013472	ENSGALG00000050352.1	Nana13975-RA, Nana13976-RA
OG0013473	ENSGALG00000033416.2	Nana35184-RA
OG0013474	ENSGALG00000008660.5	Nana11189-RA
OG0013476	ENSGALG00000007211.6	Nana13048-RA
OG0013477	ENSGALG00000014984.6	Nana12220-RA
OG0013480	ENSGALG00000040986.2	Nana30168-RA, Nana30168-RB
OG0013481	ENSGALG00000042356.3	Nana06289-RA
OG0013482	ENSGALG00000035762.2	Nana06291-RA
OG0013483	ENSGALG00000013848.7	Nana34721-RA
OG0013484	ENSGALG00000029944.3	Nana34718-RA
OG0013485	ENSGALG00000031863.3	Nana16418-RA
OG0013486	ENSGALG00000053595.1	Nana17823-RA
OG0013488	ENSGALG00000006992.7	Nana13125-RA
OG0013490	ENSGALG00000039108.2	Nana06683-RA
OG0013491	ENSGALG00000036133.3	Nana08281-RA
OG0013492	ENSGALG00000031768.2	Nana13565-RA
OG0013493	ENSGALG00000013663.6	Nana18139-RA
OG0013494	ENSGALG00000049063.1	Nana05091-RA
OG0013496	ENSGALG00000014118.6	Nana17398-RA
OG0013497	ENSGALG00000006836.7	Nana13155-RA
OG0013498	ENSGALG00000006430.6	Nana35554-RA
OG0013500	ENSGALG00000042858.2	Nana15840-RA
OG0013501	ENSGALG00000043357.3	Nana34713-RA
OG0013502	ENSGALG00000041932.2	Nana06653-RA
OG0013503	ENSGALG00000016001.7	Nana17404-RA
OG0013505	ENSGALG00000046479.2	Nana15573-RA
OG0013506	ENSGALG00000030889.2	Nana15534-RA
OG0013507	ENSGALG00000012308.6	Nana17810-RA
OG0013508	ENSGALG00000024298.4	Nana06782-RA
OG0013509	ENSGALG00000017363.6	Nana31455-RA
OG0013511	ENSGALG00000052296.1	Nana06178-RA
OG0013512	ENSGALG00000012304.7	Nana17809-RA
OG0013513	ENSGALG00000053640.1	Nana02727-RA
OG0013515	ENSGALG00000041232.2	Nana36012-RA
OG0013516	ENSGALG00000036749.2	Nana16513-RB, Nana16513-RA
OG0013517	ENSGALG00000013869.6	Nana01921-RA
OG0013518	ENSGALG00000039294.2	Nana20042-RA
OG0013519	ENSGALG00000003774.7	Nana37559-RB
OG0013520	ENSGALG00000016105.8	Nana17327-RA
OG0013521	ENSGALG00000034671.2	Nana36017-RA
OG0013522	ENSGALG00000038595.3	Nana30850-RA
OG0013523	ENSGALG00000000788.7	Nana14109-RA
OG0013525	ENSGALG00000015710.5	Nana21086-RA
OG0013526	ENSGALG00000048459.1	Nana00713-RA
OG0013527	ENSGALG00000015709.6	Nana26711-RA
OG0013528	ENSGALG00000026973.3	Nana00710-RA
OG0013529	ENSGALG00000001925.6	Nana35228-RA
OG0013530	ENSGALG00000021679.5	Nana06199-RA
OG0013532	ENSGALG00000035104.2	Nana08781-RA
OG0013533	ENSGALG00000034661.3	Nana13258-RA
OG0013536	ENSGALG00000015708.6	Nana26712-RA
OG0013538	ENSGALG00000034918.2	Nana06287-RA
OG0013539	ENSGALG00000026146.4	Nana06286-RA
OG0013541	ENSGALG00000000470.6	Nana06748-RB
OG0013542	ENSGALG00000033270.3	Nana06282-RA
OG0013543	ENSGALG00000029968.3	Nana06700-RA
OG0013544	ENSGALG00000054270.1	Nana06709-RA
OG0013545	ENSGALG00000001651.6	Nana28457-RA
OG0013546	ENSGALG00000000558.6	Nana06052-RA
OG0013548	ENSGALG00000003153.5	Nana06269-RA
OG0013549	ENSGALG00000003074.7	Nana06266-RA
OG0013550	ENSGALG00000003024.6	Nana06261-RA
OG0013551	ENSGALG00000014581.7	Nana06252-RA
OG0013553	ENSGALG00000030406.2	Nana28090-RA
OG0013554	ENSGALG00000048069.1	Nana35612-RB
OG0013555	ENSGALG00000036283.2	Nana35612-RA
OG0013556	ENSGALG00000002085.7	Nana06135-RA
OG0013557	ENSGALG00000027375.3	Nana06250-RA
OG0013558	ENSGALG00000029012.3	Nana02945-RA
OG0013559	ENSGALG00000004882.6	Nana37619-RA
OG0013560	ENSGALG00000004874.6	Nana37622-RA
OG0013561	ENSGALG00000004800.6	Nana37161-RA
OG0013562	ENSGALG00000053116.1	Nana39547-RA
OG0013563	ENSGALG00000051454.1	Nana03285-RD
OG0013566	ENSGALG00000023622.4, ENSGALG00000028039.3, ENSGALG00000026655.3, ENSGALG00000025945.3	Nana12885-RA, Nana12875-RA
OG0013568	ENSGALG00000037998.3	Nana34716-RA
OG0013569	ENSGALG00000035441.2	Nana26432-RA
OG0013570	ENSGALG00000043456.2	Nana06014-RA
OG0013571	ENSGALG00000006835.5	Nana13157-RA
OG0013573	ENSGALG00000036791.2	Nana26069-RA
OG0013616	ENSGALG00000053165.1	Nana17329-RA
OG0013617	ENSGALG00000002523.6	Nana12888-RA
OG0013618	ENSGALG00000001410.5	Nana00453-RA
OG0013624	ENSGALG00000040662.2	Nana31895-RB, Nana31895-RA, Nana31895-RC
OG0013631	ENSGALG00000004530.6	Nana34366-RA
OG0013634	ENSGALG00000008562.6	Nana25757-RA
OG0013636	ENSGALG00000004489.6	Nana31419-RA
OG0013658	ENSGALG00000002595.6	Nana06335-RA
OG0013683	ENSGALG00000022644.4	Nana07941-RA
OG0013711	ENSGALG00000002532.5	Nana29944-RA
OG0013714	ENSGALG00000007543.5	Nana13542-RA
OG0013715	ENSGALG00000007575.6	Nana13545-RA
OG0013720	ENSGALG00000007570.6	Nana32683-RB, Nana32683-RA, Nana32683-RC
OG0013729	ENSGALG00000042330.3	Nana03409-RA, Nana03408-RA
OG0013739	ENSGALG00000045736.2	Nana29938-RA
OG0013742	ENSGALG00000053363.1	Nana37510-RA
OG0013744	ENSGALG00000048972.1	Nana38608-RA
OG0013747	ENSGALG00000030546.2	Nana34135-RA
OG0013750	ENSGALG00000004745.4	Nana34323-RA
OG0013751	ENSGALG00000036219.3	Nana13302-RA
OG0013770	ENSGALG00000016570.6	Nana00749-RA
OG0013781	ENSGALG00000021442.5	Nana31365-RA
OG0013784	ENSGALG00000012021.6	Nana05830-RA, Nana05829-RA
OG0013785	ENSGALG00000018942.5	Nana28531-RA
OG0013799	ENSGALG00000006838.5	Nana35510-RA
OG0013800	ENSGALG00000052156.1	Nana17502-RA, Nana39826-RA
OG0013804	ENSGALG00000049270.1	Nana35991-RA
OG0013826	ENSGALG00000052388.1	Nana33971-RA
OG0013832	ENSGALG00000011532.7	Nana03825-RA
OG0013860	ENSGALG00000039536.2	Nana16300-RA
OG0013866	ENSGALG00000013226.6	Nana27654-RA
OG0013875	ENSGALG00000009733.4	Nana21638-RA
OG0013877	ENSGALG00000009468.7	Nana20538-RA
OG0013880	ENSGALG00000023546.4	Nana10305-RA, Nana20491-RA
OG0013894	ENSGALG00000006408.7	Nana20129-RA
OG0013895	ENSGALG00000013403.7	Nana22662-RA
OG0013900	ENSGALG00000053550.1	Nana20029-RA
OG0013901	ENSGALG00000031296.3	Nana20027-RA, Nana20027-RB
OG0013906	ENSGALG00000011717.6	Nana27131-RA
OG0013916	ENSGALG00000000557.6	Nana14168-RA
OG0013920	ENSGALG00000054667.1	Nana23123-RA
OG0013920	ENSGALG00000051428.1	Nana07880-RA
OG0013921	ENSGALG00000002860.6	Nana14239-RA
OG0013922	ENSGALG00000000504.6	Nana14250-RA
OG0013933	ENSGALG00000016860.7	Nana26275-RA, Nana26275-RB
OG0013934	ENSGALG00000002170.6	Nana13955-RA
OG0013936	ENSGALG00000000584.6	Nana13915-RC, Nana13915-RB
OG0013941	ENSGALG00000016618.5	Nana25980-RA
OG0013948	ENSGALG00000016538.4	Nana25871-RA
OG0013955	ENSGALG00000005797.6	Nana13429-RA
OG0013957	ENSGALG00000006013.7	Nana13343-RA
OG0013960	ENSGALG00000015418.6	Nana24815-RA, Nana22712-RA
OG0013962	ENSGALG00000009792.6	Nana18023-RA
