gene,kTotal,MM.turquoise,kWithin,description
107282231,13.76025323,0.194252663,2.468709737,pyroglutamyl-peptidase I
107302317,10.98430046,0.194233403,1.79861519,tyrosine-protein kinase ABL1-like
107295886,5.256080479,0.193912313,1.015217512,CDKN1A interacting zinc finger protein 1
107283861,30.42301236,0.19344525,2.812873526,ADP ribosylation factor like GTPase 4A
107282839,11.42649203,0.193308503,2.190804874,mohawk homeobox
107301175,7.022940853,0.193288014,1.998717437,26S protease regulatory subunit 4-like
107289161,8.040659164,0.193183466,2.239722584,potassium voltage-gated channel subfamily E regulatory subunit 4
107282563,7.836236801,0.193150381,1.659312998,kringle containing transmembrane protein 2
107301559,13.22891079,0.192981068,1.951179368,HLA class II histocompatibility antigen DRB1-16 beta chain-like
107299321,17.63840789,0.192171332,3.766720413,general transcription factor IIIC subunit 5
107286781,8.808357279,0.192089954,2.676639464,cytochrome P450 2C5-like
107300915,7.379014591,0.191804697,1.163575777,PQ-loop repeat-containing protein 3-like
ERCC-00085,14.76508284,0.191258563,4.79888594,
107287697,7.096509072,0.19094579,1.63203071,uncharacterized LOC107287697
107296483,11.33365046,0.190903249,1.617580047,filamin-C-like
107300030,9.271286253,0.190580489,2.254591761,sulfotransferase 4A1-like
107286322,10.82392618,0.190306864,2.772681017,tubulin gamma complex associated protein 6
107302736,9.652113559,0.190172959,2.549038939,lipase member M-like
107289932,9.666860235,0.189316972,1.809433233,circadian associated repressor of transcription
107291240,7.597349337,0.188543649,1.471744932,proline rich 13
ERCC-00033,17.10638248,0.188456283,8.308487992,
107283025,8.479572664,0.188411681,1.346957268,tetratricopeptide repeat domain 39A
107292604,6.929704657,0.188337097,1.372154097,polycystin 1 like 2
107301079,8.620006233,0.18817935,1.887262175,interferon-inducible GTPase 5-like
107298838,8.035221708,0.187462217,1.512156999,DLA class II histocompatibility antigen DR-1 beta chain-like
107291124,16.79101581,0.186941502,2.530039281,complement component 7
107296109,4.338081435,0.186627205,0.953524271,ubiquitin-conjugating enzyme E2 R1
107288903,9.030469973,0.186019167,1.723039017,carbonic anhydrase VII
107285508,8.128609988,0.185894817,1.61299104,family with sequence similarity 167 member B
107282378,7.749222889,0.185745765,1.565435042,testis specific serine kinase substrate
107294597,6.903576919,0.185171938,1.451168726,PLAG1 like zinc finger 2
107295054,5.162596228,0.184795132,1.128992069,N-acetyllactosaminide alpha-13-galactosyltransferase-like
107293977,10.98362639,0.184452162,2.757799061,sprouty-related EVH1 domain-containing protein 1-like
107299523,4.393302047,0.182778025,1.080899157,zinc finger protein 287-like
107293639,9.428520975,0.18261829,1.988177153,somatomedin-B and thrombospondin type-1 domain-containing protein-like
107293667,9.592411288,0.182474654,1.619998872,RAF proto-oncogene serine/threonine-protein kinase-like
107303156,7.27717323,0.182379221,1.889183191,bone morphogenetic protein 3
107286495,7.624660652,0.182057466,1.935116329,lysine-specific demethylase 6A-like
107290482,11.67336031,0.181498856,2.673644372,utrophin-like
107288420,6.600195458,0.181406128,1.472223007,APC membrane recruitment protein 2
107295574,5.804903404,0.180997937,1.444694415,vacuolar protein sorting 72 homolog (S. cerevisiae)
107287933,8.251387602,0.18060207,1.283871657,NADH:ubiquinone oxidoreductase complex assembly factor 7
107285542,9.755167768,0.18026216,1.523840763,transmembrane protein 136-like
107288028,14.18083733,0.180157994,2.426171874,forkhead box protein O3-like
107282663,9.640788857,0.179828269,2.359533826,guanine nucleotide binding protein (G protein) gamma transducing activity polypeptide 2
107300914,10.53064542,0.179541926,1.580174232,delta-1-pyrroline-5-carboxylate dehydrogenase mitochondrial-like
107300838,8.087144879,0.179419374,1.612929792,zinc finger FYVE domain-containing protein 21-like
107298822,6.816876355,0.179136307,1.185918218,achaete-scute family bHLH transcription factor 3
107294030,16.60655423,0.17802751,2.84464128,zinc finger and SCAN domain-containing protein 30-like
107284673,6.232772323,0.177595133,1.354079389,ERBB receptor feedback inhibitor 1
107292544,5.523989797,0.177329355,1.493438773,meiosis specific with OB domains
107300696,8.421379436,0.176947545,1.253863454,probable phospholipid-transporting ATPase IH
107299504,14.71385697,0.17578525,1.413659202,ephrin type-A receptor 5-like
107282538,4.818358987,0.175671661,0.92313712,voltage-dependent calcium channel gamma-7 subunit
107301167,13.63887556,0.175373971,2.363050686,MKRN2 opposite strand protein-like
107297254,8.052083964,0.1753053,1.619830205,uncharacterized LOC107297254
107297180,6.636734503,0.175145758,2.038184047,HLA class II histocompatibility antigen DRB1-4 beta chain-like
107285449,8.068353199,0.174721017,1.879387603,oxysterol binding protein 2
107300594,7.426233123,0.174197462,1.290554867,dynactin subunit 4-like
107283287,12.30150044,0.173913787,1.150695317,dematin actin binding protein
107301537,4.141276538,0.173234491,0.96492647,uncharacterized LOC107301537
107289355,11.53095508,0.173115941,2.528977216,zinc finger DHHC-type containing 21
107289905,6.244900968,0.172618302,1.392050708,nuclear receptor subfamily 0 group B member 2
107289283,8.462940134,0.172291443,1.634931329,uncharacterized LOC107289283
107295103,7.984334525,0.172075943,1.78408711,centriole cilia and spindle associated protein
107296561,16.91957283,0.171851688,2.619208473,zinc finger protein 330
107299624,15.6062201,0.171763566,2.340958574,ATP binding cassette subfamily C member 8
107301460,6.575751979,0.171738488,1.828195506,transmembrane protein 68-like
107301910,4.80289704,0.171683655,1.30949091,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D-like
107294951,14.52975876,0.171672249,3.305032421,UBX domain protein 7
107297895,6.854203434,0.17149417,1.036694125,N-terminal EF-hand calcium-binding protein 3-like
107285897,10.32923913,0.171492156,2.557618908,alpha-14-N-acetylglucosaminyltransferase
107284521,5.785483651,0.170093484,1.295145519,uncharacterized LOC107284521
107288140,9.956586841,0.169920328,1.825281765,mannosyl (beta-14-)-glycoprotein beta-14-N-acetylglucosaminyltransferase
107296603,21.80019832,0.169842238,4.081704197,uncharacterized protein KIAA1109-like
107289763,15.92103585,0.169331278,2.38829688,ARP3 actin-related protein 3 homolog (yeast)
107293804,9.393489267,0.168602416,1.97023379,splA/ryanodine receptor domain and SOCS box containing 3
107282891,9.83175348,0.167973309,1.647984524,regulatory factor X associated ankyrin containing protein
107292531,7.120182944,0.167806092,1.805957425,ring finger protein 217
107297420,10.14855804,0.167687585,1.727867803,vomeronasal type-2 receptor 26-like
107290380,12.52244843,0.167534471,2.356678316,NLR family CARD domain containing 3
107299131,18.10637569,0.167002367,4.357364876,UV stimulated scaffold protein A
107291446,5.530298151,0.166574464,1.086009831,mitochondrial ribosome-associated GTPase 1
107299703,4.340099867,0.165560926,1.114784493,dynamin-1
107299312,9.991773249,0.16493282,1.840368159,protein FAM57A-like
107284348,8.587897808,0.164821022,1.973079377,7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase-like
107286578,14.52903334,0.164490461,3.872953751,pre-mRNA processing factor 4B
107301597,7.138938397,0.164128205,1.18772722,cytoplasmic dynein 1 heavy chain 1-like
107297681,11.73407322,0.163125209,2.000255341,ankyrin repeat domain 49
107285821,6.952401814,0.163090827,1.297914672,cyclin D1
107302499,12.46008114,0.162680938,1.651278542,diphthamide biosynthesis 5
107290192,9.530760465,0.162376044,1.93786404,family with sequence similarity 69 member A
107293081,9.340841519,0.162295806,1.366828577,mutL homolog 3
107303224,10.28957278,0.162151156,1.80904632,hypoxanthine phosphoribosyltransferase 1
107301626,6.224596401,0.162038599,1.324463957,uncharacterized LOC107301626
107285490,6.137573582,0.161964335,1.038322676,histone H3.3-like
107288688,10.58792198,0.161913583,1.472203514,transforming protein RhoA
107303078,4.091180156,0.160959205,0.968705833,activating transcription factor 7
107283863,13.96195915,0.160651695,1.879526361,SLIT and NTRK like family member 6
107285006,5.149706007,0.160340242,1.334271847,beta-13-galactosyltransferase 5-like
107302319,6.084975706,0.16032619,0.930141838,HLA class II histocompatibility antigen DR beta 5 chain-like
107290639,9.330139857,0.159088405,1.635744502,proteasome (prosome macropain) assembly chaperone 3
107299956,13.78809935,0.158443907,2.000989726,solute carrier family 29 (equilibrative nucleoside transporter) member 3
107301768,5.99435091,0.158049153,1.182655347,protein sel-1 homolog 1-like
107287211,14.77787329,0.157782021,3.941051797,proline rich membrane anchor 1
107299377,8.168871082,0.157706872,1.341173777,carbonic anhydrase 4-like
107284545,20.45736111,0.157422211,4.032613419,VPS33B interacting protein apical-basolateral polarity regulator spe-39 homolog
107298341,5.250183621,0.156918794,0.939916431,testis expressed 14
107297301,8.307750093,0.156833493,1.098267081,seryl-tRNA synthetase 2 mitochondrial
107287953,8.207432039,0.156469914,2.108587032,cyclin and CBS domain divalent metal cation transport mediator 3
107300990,11.37685502,0.15625114,2.111884601,chromodomain-helicase-DNA-binding protein 2-like
107299709,8.443550706,0.15606571,0.995675364,protein KIAA0100-like
107288466,8.810852364,0.155455783,1.703223581,olfactory receptor 14A16-like
107299393,6.626385132,0.155311052,1.459361947,death-associated protein kinase 2-like
107300450,5.793312136,0.154743728,1.002052635,HLA class II histocompatibility antigen DRB1-15 beta chain-like
107301412,5.00828738,0.154720518,0.928332556,nucleobindin-2-like
107300857,7.892817739,0.154364514,1.142469328,transmembrane protein 107-like
107291434,11.70777658,0.153563653,2.057327035,T-cell acute lymphocytic leukemia 2
107298957,7.041740413,0.153536055,1.473635816,histone H2B 1/2/3/4/6
107295358,11.25201731,0.153091001,1.877393987,G protein-coupled receptor kinase 5-like
107286919,16.93530214,0.153060487,3.951490586,RE1-silencing transcription factor-like
107288197,9.486874083,0.152943163,1.942639197,chromosome unknown open reading frame human C16orf46
107284152,9.237967414,0.152393632,1.165980352,casein kinase II subunit alpha'-like
107302962,8.021429847,0.151547878,2.742639109,N(alpha)-acetyltransferase 30 NatC catalytic subunit
107301103,5.571672333,0.151189847,1.305922163,2-oxoisovalerate dehydrogenase subunit beta mitochondrial-like
107285306,14.38829121,0.151076843,2.406625684,vomeronasal type-2 receptor 26-like
107297336,5.211355123,0.151037294,1.095354382,olfactory receptor 5V1-like
107301743,7.447152441,0.150936915,1.496494222,phosphatidylserine decarboxylase proenzyme mitochondrial-like
107283093,8.354521282,0.15071657,1.599966098,visinin-like
107301386,6.926247292,0.150505809,1.418459538,LEM domain-containing protein 2-like
107286991,3.909140351,0.150486878,0.681685602,HECT domain containing E3 ubiquitin protein ligase 4
107300973,5.723930657,0.150350774,1.543841732,kaptin-like
107288807,10.92280844,0.15024596,1.553072305,ring finger protein 215
107284487,5.902195612,0.150208784,1.413514604,cytochrome P450 4B1-like
107293088,8.251582456,0.149345705,2.026458709,dehydrogenase/reductase SDR family member 4-like
107284808,8.116634333,0.148125,1.201334501,zw10 kinetochore protein
107285147,18.92099022,0.148068379,2.785412753,ring finger protein 19A RBR E3 ubiquitin protein ligase
107298564,8.222189944,0.148040618,2.463223868,tyrosine-protein phosphatase non-receptor type 11-like
107302692,19.61126469,0.147956812,2.720665169,major facilitator superfamily domain containing 1
107300160,7.515335891,0.147688772,1.223753868,protein RCC2-like
107301965,5.68723301,0.147223544,1.050891344,tumor necrosis factor receptor superfamily member 11B-like
107301580,8.327779713,0.146517154,1.076334689,putative ferric-chelate reductase 1
107301594,5.902646646,0.14649498,1.086969316,nuclear valosin-containing protein-like
107301082,5.715940488,0.146244514,1.338428164,ski-like protein
107288127,13.42992336,0.146054611,1.402684196,asparaginase like 1
ERCC-00017,9.671863431,0.145821883,2.005671288,
107300772,6.387616632,0.145736308,1.06152181,p21-activated protein kinase-interacting protein 1-like
107301556,5.564540952,0.145521653,0.775753335,beta-14-galactosyltransferase 3-like
107300690,8.437962236,0.145461677,1.8826633,pyruvate dehydrogenase protein X component mitochondrial-like
107291864,13.15925256,0.144317564,2.249656517,ubiquitin-associated domain-containing protein 2-like
107302136,8.639031247,0.144035298,1.59854449,uncharacterized LOC107302136
107293035,8.319833485,0.144003148,1.720636407,golgi integral membrane protein 4
107301625,6.858926217,0.142896196,1.51601035,mediator of RNA polymerase II transcription subunit 12-like protein
107299769,9.742799457,0.14250542,1.890833946,zinc finger protein 501-like
107284039,4.77615839,0.142470564,1.058834852,visual system homeobox 1
107287318,16.26288626,0.141849008,3.744303228,attractin like 1
107289754,17.6976714,0.141739315,1.922145713,transportin-1-like
107298263,5.779090075,0.141623587,0.886691623,2-acylglycerol O-acyltransferase 2-A-like
107294039,5.311707665,0.140790679,1.061324682,lamin-A-like
107300276,4.524316398,0.139436592,0.807854868,lysosomal thioesterase PPT2-A-like
107295987,12.3251606,0.139240623,2.181001649,succinate dehydrogenase complex assembly factor 4
107283066,6.142281542,0.139228575,1.137649416,carnitine palmitoyltransferase 2
107300334,9.511049196,0.139176919,1.655311299,uncharacterized LOC107300334
107298448,6.850057635,0.13914442,1.525189865,osteocrin
107286653,8.39246968,0.138710335,1.177969107,cerebellar degeneration-related protein 2-like
107298527,4.210146655,0.138212974,0.684971064,olfactory receptor 6J1-like
107298020,5.483285217,0.138131808,1.177551135,speedy/RINGO cell cycle regulator family member A
107293178,5.969349819,0.138116107,1.50156597,VPS26 retromer complex component B
107291619,16.16013478,0.137524887,2.436836353,KRI1 homolog
107285146,11.18878095,0.136892132,1.762345165,Kruppel-like factor 1 (erythroid)
107300090,6.16751797,0.136765403,1.304478197,regulator of G-protein signaling 12-like
107296590,11.45170858,0.136400746,3.27996364,ATP synthase H+ transporting mitochondrial F1 complex gamma polypeptide 1
107286785,7.500243326,0.136315925,2.21159526,cytochrome P450 2C4-like
107287677,9.065776555,0.135306299,1.556806582,decapping mRNA 1A
