Orthogroup	P_troglodytes.pep	M_musculus.pep
OG0013157	ENSPTRG00000002224.5	ENSMUSG00000013646.17
OG0013158	ENSPTRG00000010610.3	ENSMUSG00000078442.3
OG0013159	ENSPTRG00000021939.5	ENSMUSG00000025265.14
OG0013160	ENSPTRG00000045904.1	ENSMUSG00000025264.12
OG0013161	ENSPTRG00000021946.4	ENSMUSG00000025269.16
OG0013162	ENSPTRG00000043518.1	ENSMUSG00000025270.13
OG0013163	ENSPTRG00000045748.1	ENSMUSG00000031145.15
OG0013164	ENSPTRG00000051760.1	ENSMUSG00000051169.14
OG0013165	ENSPTRG00000014603.6	ENSMUSG00000030281.16
OG0013166	ENSPTRG00000014605.5	ENSMUSG00000045009.9
OG0013167	ENSPTRG00000018686.6	ENSMUSG00000050994.20
OG0013168	ENSPTRG00000018689.6	ENSMUSG00000047712.8
OG0013169	ENSPTRG00000018781.6	ENSMUSG00000023826.16
OG0013170	ENSPTRG00000018779.7	ENSMUSG00000023827.8
OG0013171	ENSPTRG00000018769.4	ENSMUSG00000023828.3
OG0013173	ENSPTRG00000018762.5	ENSMUSG00000073460.5
OG0013174	ENSPTRG00000018736.7	ENSMUSG00000034265.8
OG0013175	ENSPTRG00000018731.4	ENSMUSG00000091530.2
OG0013176	ENSPTRG00000034266.3	ENSMUSG00000023800.15
OG0013177	ENSPTRG00000018719.4	ENSMUSG00000046916.9
OG0013178	ENSPTRG00000002169.5	ENSMUSG00000055214.15
OG0013180	ENSPTRG00000002119.6	ENSMUSG00000031853.5
OG0013181	ENSPTRG00000002085.5	ENSMUSG00000031971.15
OG0013182	ENSPTRG00000002094.4	ENSMUSG00000050751.14
OG0013183	ENSPTRG00000018828.6	ENSMUSG00000014771.13
OG0013184	ENSPTRG00000018815.6	ENSMUSG00000023886.10
OG0013185	ENSPTRG00000029335.2	ENSMUSG00000048826.7
OG0013188	ENSPTRG00000018222.4	ENSMUSG00000023938.8
OG0013189	ENSPTRG00000018123.7	ENSMUSG00000024018.18
OG0013190	ENSPTRG00000018125.6	ENSMUSG00000044477.12
OG0013191	ENSPTRG00000018206.6	ENSMUSG00000023952.13
OG0013192	ENSPTRG00000018205.3	ENSMUSG00000023953.9
OG0013193	ENSPTRG00000018201.5	ENSMUSG00000071074.9
OG0013194	ENSPTRG00000034451.2	ENSMUSG00000071073.5
OG0013195	ENSPTRG00000018198.5	ENSMUSG00000047428.14
OG0013196	ENSPTRG00000011817.4	ENSMUSG00000024072.9
OG0013197	ENSPTRG00000011838.4	ENSMUSG00000024070.15
OG0013198	ENSPTRG00000018173.4	ENSMUSG00000036430.8
OG0013199	ENSPTRG00000001978.6	ENSMUSG00000037624.15
OG0013200	ENSPTRG00000002021.5	ENSMUSG00000047539.9
OG0013203	ENSPTRG00000011797.6	ENSMUSG00000039770.6
OG0013204	ENSPTRG00000030135.3	ENSMUSG00000053963.7
OG0013205	ENSPTRG00000050408.1	ENSMUSG00000047369.17
OG0013206	ENSPTRG00000002026.5	ENSMUSG00000038733.14
OG0013207	ENSPTRG00000011908.6	ENSMUSG00000034998.18
OG0013208	ENSPTRG00000011927.6	ENSMUSG00000020461.10
OG0013209	ENSPTRG00000047403.1	ENSMUSG00000032673.5
OG0013210	ENSPTRG00000011941.6	ENSMUSG00000064090.14
OG0013211	ENSPTRG00000011923.6	ENSMUSG00000040919.13
OG0013212	ENSPTRG00000042639.1	ENSMUSG00000064363.1
OG0013213	ENSPTRG00000042661.1	ENSMUSG00000064358.1
OG0013214	ENSPTRG00000042637.1	ENSMUSG00000064370.1
OG0013215	ENSPTRG00000021485.4	ENSMUSG00000051373.5
OG0013216	ENSPTRG00000005735.2	ENSMUSG00000053129.5
OG0013217	ENSPTRG00000017254.5	ENSMUSG00000021506.7
OG0013219	ENSPTRG00000008649.6	ENSMUSG00000040483.15
OG0013220	ENSPTRG00000008232.4	ENSMUSG00000005705.10
OG0013221	ENSPTRG00000001369.6	ENSMUSG00000027937.15
OG0013222	ENSPTRG00000001370.5	ENSMUSG00000027935.14
OG0013223	ENSPTRG00000001385.4	ENSMUSG00000046280.9
OG0013224	ENSPTRG00000009095.6	ENSMUSG00000061718.12
OG0013225	ENSPTRG00000000050.3	ENSMUSG00000029047.13
OG0013226	ENSPTRG00000008825.4	ENSMUSG00000043648.7
OG0013227	ENSPTRG00000023374.4	ENSMUSG00000029054.8
OG0013228	ENSPTRG00000038958.2, ENSPTRG00000039245.2	ENSMUSG00000087687.3
OG0013229	ENSPTRG00000051687.1	ENSMUSG00000052419.7
OG0013230	ENSPTRG00000000803.6	ENSMUSG00000028563.16
OG0013231	ENSPTRG00000008591.5	ENSMUSG00000040447.15
OG0013232	ENSPTRG00000030250.4	ENSMUSG00000032403.8
OG0013233	ENSPTRG00000045654.1	ENSMUSG00000057778.14
OG0013234	ENSPTRG00000051449.1, ENSPTRG00000021836.6	ENSMUSG00000061633.3, ENSMUSG00000031059.9
OG0013235	ENSPTRG00000008420.5	ENSMUSG00000031828.9
OG0013236	ENSPTRG00000004318.6	ENSMUSG00000003131.7
OG0013237	ENSPTRG00000051692.1, ENSPTRG00000052420.1, ENSPTRG00000043426.1	ENSMUSG00000060967.6
OG0013238	ENSPTRG00000030260.3	ENSMUSG00000045968.7, ENSMUSG00000047053.5, ENSMUSG00000043282.3
OG0013239	ENSPTRG00000047325.1	ENSMUSG00000037347.7
OG0013241	ENSPTRG00000001424.7	ENSMUSG00000105204.1, ENSMUSG00000041263.14
OG0013242	ENSPTRG00000000567.7, ENSPTRG00000045313.1, ENSPTRG00000052337.1	ENSMUSG00000023075.9
OG0013243	ENSPTRG00000044189.1	ENSMUSG00000073568.2
OG0013244	ENSPTRG00000007759.6	ENSMUSG00000050908.12
OG0013245	ENSPTRG00000034313.3	ENSMUSG00000033475.15
OG0013246	ENSPTRG00000041879.2	ENSMUSG00000116165.1
OG0013247	ENSPTRG00000048908.1	ENSMUSG00000031257.14
OG0013248	ENSPTRG00000020169.4	ENSMUSG00000037296.7
OG0013249	ENSPTRG00000004323.6	ENSMUSG00000042790.16
OG0013250	ENSPTRG00000030269.2	ENSMUSG00000056708.5
OG0013251	ENSPTRG00000022030.6, ENSPTRG00000042946.1	ENSMUSG00000031323.8, ENSMUSG00000073027.10
OG0013252	ENSPTRG00000005585.6	ENSMUSG00000105875.1, ENSMUSG00000061882.12
OG0013253	ENSPTRG00000000275.5	ENSMUSG00000041161.8
OG0013254	ENSPTRG00000007649.7	ENSMUSG00000072082.7
OG0013255	ENSPTRG00000007194.6	ENSMUSG00000032398.7
OG0013256	ENSPTRG00000048446.1	ENSMUSG00000071489.1
OG0013257	ENSPTRG00000011972.5	ENSMUSG00000005917.15
OG0013258	ENSPTRG00000022088.5	ENSMUSG00000031253.15
OG0013259	ENSPTRG00000010653.6, ENSPTRG00000048166.1	ENSMUSG00000048148.18
OG0013260	ENSPTRG00000044293.1, ENSPTRG00000043019.1	ENSMUSG00000026573.7
OG0013261	ENSPTRG00000045494.1	ENSMUSG00000043621.13
OG0013262	ENSPTRG00000021564.6	ENSMUSG00000026922.13
OG0013263	ENSPTRG00000003237.2	ENSMUSG00000045780.3, ENSMUSG00000045132.3
OG0013264	ENSPTRG00000006336.6	ENSMUSG00000090121.10
OG0013265	ENSPTRG00000010267.6	ENSMUSG00000034854.8
OG0013266	ENSPTRG00000050832.1	ENSMUSG00000034881.8
OG0013267	ENSPTRG00000011006.7	ENSMUSG00000078786.9
OG0013268	ENSPTRG00000021580.5	ENSMUSG00000015083.11
OG0013269	ENSPTRG00000021301.4	ENSMUSG00000028351.5
OG0013270	ENSPTRG00000008972.4	ENSMUSG00000093938.2, ENSMUSG00000070354.13
OG0013271	ENSPTRG00000043250.1	ENSMUSG00000036587.13
OG0013272	ENSPTRG00000021322.7	ENSMUSG00000026890.19
OG0013273	ENSPTRG00000018968.6	ENSMUSG00000048562.7
OG0013274	ENSPTRG00000023462.5	ENSMUSG00000034958.11
OG0013275	ENSPTRG00000021324.6	ENSMUSG00000026887.9
OG0013276	ENSPTRG00000022085.5	ENSMUSG00000051323.16
OG0013277	ENSPTRG00000051082.1	ENSMUSG00000009075.2
OG0013278	ENSPTRG00000043610.1, ENSPTRG00000006764.5	ENSMUSG00000021290.6
OG0013279	ENSPTRG00000029092.2	ENSMUSG00000050147.9
OG0013280	ENSPTRG00000002270.6	ENSMUSG00000026778.13
OG0013281	ENSPTRG00000007114.5	ENSMUSG00000032204.13
OG0013282	ENSPTRG00000000092.4	ENSMUSG00000047777.9
OG0013283	ENSPTRG00000031304.3	ENSMUSG00000039646.5
OG0013284	ENSPTRG00000020042.5	ENSMUSG00000022103.10
OG0013285	ENSPTRG00000038712.2	ENSMUSG00000098188.1
OG0013286	ENSPTRG00000008450.5	ENSMUSG00000040010.10
OG0013287	ENSPTRG00000021195.4	ENSMUSG00000028348.7
OG0013288	ENSPTRG00000023351.3	ENSMUSG00000029288.11
OG0013289	ENSPTRG00000001446.6	ENSMUSG00000008601.12
OG0013290	ENSPTRG00000007038.3	ENSMUSG00000005804.14
OG0013291	ENSPTRG00000028542.3	ENSMUSG00000049551.2
OG0013292	ENSPTRG00000000085.7	ENSMUSG00000028940.2
OG0013293	ENSPTRG00000043226.1	ENSMUSG00000047048.4, ENSMUSG00000045381.6
OG0013294	ENSPTRG00000048091.1	ENSMUSG00000029119.9
OG0013295	ENSPTRG00000016918.5	ENSMUSG00000021721.5
OG0013296	ENSPTRG00000042161.2	ENSMUSG00000073155.12
OG0013297	ENSPTRG00000018476.6	ENSMUSG00000048756.11
OG0013299	ENSPTRG00000018219.4	ENSMUSG00000023947.8
OG0013300	ENSPTRG00000052099.1	ENSMUSG00000078201.5
OG0013301	ENSPTRG00000004275.6	ENSMUSG00000032062.2
OG0013302	ENSPTRG00000014719.3	ENSMUSG00000032436.17
OG0013304	ENSPTRG00000010666.5	ENSMUSG00000007950.9
OG0013305	ENSPTRG00000001458.6	ENSMUSG00000103766.5, ENSMUSG00000104445.1
OG0013306	ENSPTRG00000029090.2	ENSMUSG00000034880.7
OG0013307	ENSPTRG00000010736.7	ENSMUSG00000036151.15
OG0013308	ENSPTRG00000007419.4	ENSMUSG00000030612.6
OG0013309	ENSPTRG00000019127.6	ENSMUSG00000020477.10
OG0013310	ENSPTRG00000000082.5	ENSMUSG00000042804.13
OG0013311	ENSPTRG00000021291.6	ENSMUSG00000045917.17
OG0013312	ENSPTRG00000030912.3	ENSMUSG00000047591.5
OG0013313	ENSPTRG00000005606.5	ENSMUSG00000029386.15
OG0013314	ENSPTRG00000010318.3	ENSMUSG00000019579.13
OG0013315	ENSPTRG00000009223.5	ENSMUSG00000078653.4
OG0013316	ENSPTRG00000010670.6	ENSMUSG00000007610.15
OG0013317	ENSPTRG00000019251.6	ENSMUSG00000025340.14
OG0013318	ENSPTRG00000001663.3	ENSMUSG00000041396.13
OG0013320	ENSPTRG00000007416.7	ENSMUSG00000025754.11
OG0013321	ENSPTRG00000012379.6	ENSMUSG00000026979.16
OG0013322	ENSPTRG00000029035.3	ENSMUSG00000074211.4
OG0013323	ENSPTRG00000046047.1	ENSMUSG00000043664.7
OG0013324	ENSPTRG00000010671.4	ENSMUSG00000034845.6
OG0013325	ENSPTRG00000021405.5	ENSMUSG00000046854.16
OG0013326	ENSPTRG00000042665.1	ENSMUSG00000036805.13
OG0013327	ENSPTRG00000029766.5	ENSMUSG00000073408.2
OG0013328	ENSPTRG00000052725.1, ENSPTRG00000014224.6	ENSMUSG00000020396.8
OG0013329	ENSPTRG00000003763.4, ENSPTRG00000003762.4	ENSMUSG00000096872.2
OG0013330	ENSPTRG00000021544.4	ENSMUSG00000026932.14
OG0013331	ENSPTRG00000045356.1	ENSMUSG00000087679.2
OG0013332	ENSPTRG00000008120.6	ENSMUSG00000031734.13
OG0013333	ENSPTRG00000012372.5	ENSMUSG00000027398.13
OG0013334	ENSPTRG00000014826.5	ENSMUSG00000066233.6
OG0013335	ENSPTRG00000045171.1	ENSMUSG00000075307.3
OG0013336	ENSPTRG00000028973.3	ENSMUSG00000036850.4
OG0013337	ENSPTRG00000012368.4	ENSMUSG00000027397.14
OG0013338	ENSPTRG00000010938.7, ENSPTRG00000043344.1	ENSMUSG00000053522.11
OG0013339	ENSPTRG00000023749.5	ENSMUSG00000018604.18
OG0013340	ENSPTRG00000020067.4	ENSMUSG00000033730.4
OG0013341	ENSPTRG00000043437.1, ENSPTRG00000047297.1	ENSMUSG00000039016.5
OG0013342	ENSPTRG00000019488.4, ENSPTRG00000043299.1	ENSMUSG00000029725.10
OG0013343	ENSPTRG00000014211.6	ENSMUSG00000041961.14
OG0013344	ENSPTRG00000001668.6	ENSMUSG00000026586.16
OG0013345	ENSPTRG00000014543.6	ENSMUSG00000022613.8
OG0013346	ENSPTRG00000008520.6	ENSMUSG00000046275.2
OG0013347	ENSPTRG00000008618.5	ENSMUSG00000018287.12
OG0013348	ENSPTRG00000014210.7	ENSMUSG00000020484.19
OG0013349	ENSPTRG00000033763.2	ENSMUSG00000073888.13, ENSMUSG00000095247.7, ENSMUSG00000073877.10, ENSMUSG00000093828.7, ENSMUSG00000096826.2
OG0013350	ENSPTRG00000021551.6	ENSMUSG00000026928.14
OG0013352	ENSPTRG00000000149.5	ENSMUSG00000029003.11
OG0013353	ENSPTRG00000014209.4	ENSMUSG00000020482.4
OG0013355	ENSPTRG00000021435.3	ENSMUSG00000039715.8
OG0013356	ENSPTRG00000001468.6	ENSMUSG00000004891.16
OG0013357	ENSPTRG00000045600.1, ENSPTRG00000044808.1, ENSPTRG00000046237.1	ENSMUSG00000043945.4, ENSMUSG00000051804.3
OG0013358	ENSPTRG00000008400.5	ENSMUSG00000031841.19
OG0013359	ENSPTRG00000003248.3	ENSMUSG00000094520.4, ENSMUSG00000094063.4
OG0013360	ENSPTRG00000021280.4	ENSMUSG00000028394.9
OG0013361	ENSPTRG00000007436.5	ENSMUSG00000030546.14
OG0013362	ENSPTRG00000008403.4	ENSMUSG00000074064.6
OG0013363	ENSPTRG00000049021.1	ENSMUSG00000044468.14
OG0013364	ENSPTRG00000043935.1	ENSMUSG00000025739.13
OG0013365	ENSPTRG00000021988.6	ENSMUSG00000059327.9
OG0013366	ENSPTRG00000043476.1	ENSMUSG00000071719.2
OG0013367	ENSPTRG00000007736.6	ENSMUSG00000051669.6
OG0013368	ENSPTRG00000010339.6	ENSMUSG00000041168.10
OG0013369	ENSPTRG00000008810.2	ENSMUSG00000018509.8
OG0013370	ENSPTRG00000009008.6	ENSMUSG00000020697.16
OG0013372	ENSPTRG00000029057.2	ENSMUSG00000015337.5
OG0013373	ENSPTRG00000043726.1	ENSMUSG00000037787.14
OG0013374	ENSPTRG00000007580.6	ENSMUSG00000024112.16
OG0013375	ENSPTRG00000010344.5	ENSMUSG00000039481.5
OG0013376	ENSPTRG00000033875.3	ENSMUSG00000078713.8
OG0013377	ENSPTRG00000008203.4	ENSMUSG00000031883.13
OG0013378	ENSPTRG00000001569.3	ENSMUSG00000006412.10
OG0013379	ENSPTRG00000020944.6	ENSMUSG00000028318.14
OG0013380	ENSPTRG00000042720.1	ENSMUSG00000034910.5
OG0013381	ENSPTRG00000010349.4	ENSMUSG00000054723.6
OG0013382	ENSPTRG00000001884.6	ENSMUSG00000116158.1, ENSMUSG00000115958.1
OG0013384	ENSPTRG00000000049.6	ENSMUSG00000029048.3
OG0013385	ENSPTRG00000008207.6	ENSMUSG00000031880.7
OG0013386	ENSPTRG00000011090.4	ENSMUSG00000054793.8
OG0013387	ENSPTRG00000003711.6, ENSPTRG00000003709.5	ENSMUSG00000079419.4, ENSMUSG00000024679.10, ENSMUSG00000024677.13
OG0013388	ENSPTRG00000008643.6	ENSMUSG00000020807.15
OG0013389	ENSPTRG00000030013.3	ENSMUSG00000046546.3
OG0013390	ENSPTRG00000012033.6	ENSMUSG00000030001.4
OG0013392	ENSPTRG00000012031.5	ENSMUSG00000029999.14
OG0013393	ENSPTRG00000045506.1	ENSMUSG00000021448.8
OG0013395	ENSPTRG00000010412.4	ENSMUSG00000002949.15
OG0013396	ENSPTRG00000051848.1	ENSMUSG00000048644.8
OG0013397	ENSPTRG00000001048.4	ENSMUSG00000068749.9
OG0013398	ENSPTRG00000031072.4, ENSPTRG00000042859.1	ENSMUSG00000027811.9
OG0013399	ENSPTRG00000029148.5	ENSMUSG00000075302.10
OG0013400	ENSPTRG00000007425.5	ENSMUSG00000030606.8
OG0013401	ENSPTRG00000043992.1, ENSPTRG00000049961.1	ENSMUSG00000075069.3
OG0013402	ENSPTRG00000014201.6	ENSMUSG00000070576.4
OG0013403	ENSPTRG00000007298.6	ENSMUSG00000032298.13
OG0013404	ENSPTRG00000016478.7, ENSPTRG00000047026.1, ENSPTRG00000034083.3, ENSPTRG00000038865.2	ENSMUSG00000051839.7
OG0013405	ENSPTRG00000005721.7	ENSMUSG00000021983.16
OG0013406	ENSPTRG00000021270.6	ENSMUSG00000066152.11
OG0013407	ENSPTRG00000007297.6	ENSMUSG00000032299.10
OG0013408	ENSPTRG00000022224.4	ENSMUSG00000006423.15
OG0013409	ENSPTRG00000000170.6	ENSMUSG00000028589.2
OG0013411	ENSPTRG00000000946.5	ENSMUSG00000034384.11
OG0013412	ENSPTRG00000009025.5	ENSMUSG00000020682.17
OG0013413	ENSPTRG00000043651.1, ENSPTRG00000050956.1, ENSPTRG00000024093.4	ENSMUSG00000058028.14
OG0013414	ENSPTRG00000010803.5	ENSMUSG00000063808.14
OG0013415	ENSPTRG00000003454.6	ENSMUSG00000027160.16
OG0013416	ENSPTRG00000043012.1, ENSPTRG00000028636.4	ENSMUSG00000075073.3
OG0013417	ENSPTRG00000021459.5	ENSMUSG00000026857.9
OG0013418	ENSPTRG00000014192.6	ENSMUSG00000058153.15
OG0013419	ENSPTRG00000010057.2	ENSMUSG00000024517.17
OG0013420	ENSPTRG00000038742.2	ENSMUSG00000024925.11
OG0013421	ENSPTRG00000015488.4	ENSMUSG00000064225.6
OG0013422	ENSPTRG00000008580.4	ENSMUSG00000020787.14
OG0013423	ENSPTRG00000008578.5	ENSMUSG00000020783.14
OG0013424	ENSPTRG00000051190.1	ENSMUSG00000025272.16
OG0013424	ENSPTRG00000052618.1, ENSPTRG00000021943.6	ENSMUSG00000025268.15
OG0013425	ENSPTRG00000010151.6	ENSMUSG00000020310.9
OG0013426	ENSPTRG00000008574.3	ENSMUSG00000047260.4
OG0013428	ENSPTRG00000022217.6	ENSMUSG00000016239.11
OG0013429	ENSPTRG00000033860.2	ENSMUSG00000040158.12
OG0013430	ENSPTRG00000008572.6	ENSMUSG00000005949.9
OG0013431	ENSPTRG00000007343.5	ENSMUSG00000035878.13
OG0013432	ENSPTRG00000007346.7	ENSMUSG00000035594.10
OG0013433	ENSPTRG00000003896.6	ENSMUSG00000024906.10
OG0013434	ENSPTRG00000012137.5	ENSMUSG00000073002.9, ENSMUSG00000102671.5
OG0013435	ENSPTRG00000003898.3	ENSMUSG00000024910.5
OG0013436	ENSPTRG00000003899.4	ENSMUSG00000024911.7
OG0013437	ENSPTRG00000006277.3	ENSMUSG00000058669.7
OG0013438	ENSPTRG00000034175.2	ENSMUSG00000018543.8
OG0013439	ENSPTRG00000006741.5	ENSMUSG00000021276.10
OG0013440	ENSPTRG00000009877.5	ENSMUSG00000024526.9
OG0013441	ENSPTRG00000005854.5	ENSMUSG00000021997.4
OG0013442	ENSPTRG00000051193.1	ENSMUSG00000021127.7
OG0013443	ENSPTRG00000009662.5	ENSMUSG00000054517.9
OG0013444	ENSPTRG00000008568.2	ENSMUSG00000020774.9
OG0013445	ENSPTRG00000007609.6	ENSMUSG00000039183.6
OG0013446	ENSPTRG00000009873.6	ENSMUSG00000024525.7
OG0013448	ENSPTRG00000030557.3	ENSMUSG00000074622.4
OG0013449	ENSPTRG00000047534.1	ENSMUSG00000062939.11
OG0013450	ENSPTRG00000001362.5	ENSMUSG00000027932.14
OG0013451	ENSPTRG00000000226.6	ENSMUSG00000040842.17
OG0013452	ENSPTRG00000052586.1	ENSMUSG00000043391.10
OG0013453	ENSPTRG00000007627.5	ENSMUSG00000002504.15
OG0013454	ENSPTRG00000051579.1, ENSPTRG00000051093.1, ENSPTRG00000017131.7	ENSMUSG00000042834.15
OG0013455	ENSPTRG00000021478.2, ENSPTRG00000045754.1	ENSMUSG00000043102.2
OG0013456	ENSPTRG00000048496.1	ENSMUSG00000049691.8
OG0013457	ENSPTRG00000000492.7	ENSMUSG00000040928.15
OG0013458	ENSPTRG00000020584.4	ENSMUSG00000079025.9, ENSMUSG00000056293.12, ENSMUSG00000055827.13, ENSMUSG00000055748.12
OG0013459	ENSPTRG00000004590.6	ENSMUSG00000023274.14
OG0013460	ENSPTRG00000007527.6	ENSMUSG00000020282.18
OG0013461	ENSPTRG00000012259.7	ENSMUSG00000026117.10
OG0013462	ENSPTRG00000021484.7	ENSMUSG00000050592.8
OG0013463	ENSPTRG00000007270.5	ENSMUSG00000037206.15
OG0013464	ENSPTRG00000045965.1	ENSMUSG00000051506.17
OG0013465	ENSPTRG00000047245.1	ENSMUSG00000024038.17
OG0013466	ENSPTRG00000002479.6	ENSMUSG00000063506.14
OG0013467	ENSPTRG00000004597.6	ENSMUSG00000030125.11
OG0013468	ENSPTRG00000029704.2	ENSMUSG00000090129.10, ENSMUSG00000108748.1, ENSMUSG00000075427.15, ENSMUSG00000059460.7
OG0013469	ENSPTRG00000003923.5	ENSMUSG00000045903.9
OG0013470	ENSPTRG00000006943.4	ENSMUSG00000072980.3
OG0013472	ENSPTRG00000044863.1	ENSMUSG00000044165.12
OG0013473	ENSPTRG00000046730.1	ENSMUSG00000050240.16
OG0013474	ENSPTRG00000013334.4	ENSMUSG00000068129.5
OG0013476	ENSPTRG00000013581.4	ENSMUSG00000053166.14
OG0013477	ENSPTRG00000017005.5	ENSMUSG00000021678.9
OG0013478	ENSPTRG00000017309.4	ENSMUSG00000046727.13
OG0013480	ENSPTRG00000000414.7	ENSMUSG00000028878.11
OG0013481	ENSPTRG00000010161.6	ENSMUSG00000020325.10
OG0013482	ENSPTRG00000010162.5	ENSMUSG00000020323.14
OG0013483	ENSPTRG00000005428.4	ENSMUSG00000041939.14
OG0013484	ENSPTRG00000005429.6	ENSMUSG00000041930.7
OG0013485	ENSPTRG00000020313.6	ENSMUSG00000046101.16
OG0013486	ENSPTRG00000016332.6	ENSMUSG00000044365.15
OG0013487	ENSPTRG00000049897.1, ENSPTRG00000052183.1	ENSMUSG00000035781.14
OG0013488	ENSPTRG00000013577.4	ENSMUSG00000017737.2
OG0013489	ENSPTRG00000039474.2	ENSMUSG00000073599.10
OG0013490	ENSPTRG00000010682.6	ENSMUSG00000019261.3
OG0013491	ENSPTRG00000015329.5	ENSMUSG00000030087.11
OG0013492	ENSPTRG00000013657.6	ENSMUSG00000005883.15
OG0013493	ENSPTRG00000052715.1	ENSMUSG00000031603.14
OG0013494	ENSPTRG00000044435.1	ENSMUSG00000074918.4
OG0013495	ENSPTRG00000016330.6	ENSMUSG00000045328.11
OG0013496	ENSPTRG00000013188.4	ENSMUSG00000037740.8
OG0013497	ENSPTRG00000013566.7	ENSMUSG00000050373.13
OG0013498	ENSPTRG00000014087.6	ENSMUSG00000012114.17
OG0013499	ENSPTRG00000006104.2, ENSPTRG00000048912.1, ENSPTRG00000030802.2	ENSMUSG00000021880.7
OG0013500	ENSPTRG00000017751.3	ENSMUSG00000069237.8
OG0013501	ENSPTRG00000005434.6	ENSMUSG00000041870.16
OG0013502	ENSPTRG00000010687.4	ENSMUSG00000000792.2
OG0013503	ENSPTRG00000013192.6	ENSMUSG00000037703.14
OG0013504	ENSPTRG00000010688.4	ENSMUSG00000007721.6
OG0013505	ENSPTRG00000003855.5	ENSMUSG00000106972.3, ENSMUSG00000024786.9
OG0013506	ENSPTRG00000048023.1	ENSMUSG00000037025.11
OG0013507	ENSPTRG00000016322.6	ENSMUSG00000028164.15
OG0013508	ENSPTRG00000023147.5	ENSMUSG00000043822.18
OG0013509	ENSPTRG00000008082.4	ENSMUSG00000036934.9
OG0013510	ENSPTRG00000013317.3	ENSMUSG00000074743.4
OG0013511	ENSPTRG00000010208.5	ENSMUSG00000048696.11
OG0013512	ENSPTRG00000016320.3	ENSMUSG00000028163.17
OG0013513	ENSPTRG00000013320.6	ENSMUSG00000027439.9
OG0013514	ENSPTRG00000011371.4	ENSMUSG00000038888.8
OG0013515	ENSPTRG00000003790.5	ENSMUSG00000117924.1
OG0013517	ENSPTRG00000018640.7	ENSMUSG00000020007.4
OG0013518	ENSPTRG00000015430.3	ENSMUSG00000066415.4
OG0013519	ENSPTRG00000000241.6	ENSMUSG00000036622.15
OG0013520	ENSPTRG00000012049.6	ENSMUSG00000033788.15
OG0013521	ENSPTRG00000047249.1	ENSMUSG00000042729.11
OG0013522	ENSPTRG00000010885.3	ENSMUSG00000019738.15
OG0013523	ENSPTRG00000023708.5	ENSMUSG00000026432.7
OG0013524	ENSPTRG00000017871.5, ENSPTRG00000017875.5	ENSMUSG00000021327.19, ENSMUSG00000054931.7
OG0013525	ENSPTRG00000015833.5	ENSMUSG00000019295.8
OG0013526	ENSPTRG00000011731.6	ENSMUSG00000044576.6
OG0013527	ENSPTRG00000015834.7	ENSMUSG00000037313.16
OG0013528	ENSPTRG00000011727.3	ENSMUSG00000020668.10
OG0013529	ENSPTRG00000044843.1	ENSMUSG00000000884.17
OG0013530	ENSPTRG00000010227.4	ENSMUSG00000020211.15
OG0013531	ENSPTRG00000050172.1, ENSPTRG00000039292.2, ENSPTRG00000046956.1, ENSPTRG00000015911.2	ENSMUSG00000075572.1
OG0013532	ENSPTRG00000017446.3	ENSMUSG00000037335.13
OG0013533	ENSPTRG00000013357.5, ENSPTRG00000050334.1	ENSMUSG00000042745.9
OG0013534	ENSPTRG00000014069.6	ENSMUSG00000075704.16, ENSMUSG00000099282.8
OG0013536	ENSPTRG00000015836.7	ENSMUSG00000054252.18
OG0013537	ENSPTRG00000019964.4	ENSMUSG00000046354.3
OG0013538	ENSPTRG00000010715.6	ENSMUSG00000058833.11
OG0013539	ENSPTRG00000010716.5	ENSMUSG00000007888.15
OG0013540	ENSPTRG00000012070.6	ENSMUSG00000060565.5, ENSMUSG00000091692.2, ENSMUSG00000048312.7, ENSMUSG00000072259.3, ENSMUSG00000053742.8
OG0013541	ENSPTRG00000010238.4	ENSMUSG00000062075.13
OG0013542	ENSPTRG00000010718.5	ENSMUSG00000055707.13
OG0013543	ENSPTRG00000044298.1	ENSMUSG00000015312.9
OG0013544	ENSPTRG00000015380.3	ENSMUSG00000042279.13
OG0013545	ENSPTRG00000020150.5	ENSMUSG00000031577.10
OG0013546	ENSPTRG00000010609.4	ENSMUSG00000005357.9
OG0013547	ENSPTRG00000001242.4	ENSMUSG00000038486.9
OG0013548	ENSPTRG00000010723.5	ENSMUSG00000055681.14
OG0013549	ENSPTRG00000010726.6	ENSMUSG00000003573.15
OG0013550	ENSPTRG00000010728.6	ENSMUSG00000002343.11
OG0013551	ENSPTRG00000039907.2	ENSMUSG00000002345.18
OG0013552	ENSPTRG00000042817.1, ENSPTRG00000013221.7	ENSMUSG00000027341.10
OG0013553	ENSPTRG00000013223.7	ENSMUSG00000058793.14
OG0013554	ENSPTRG00000001200.5	ENSMUSG00000049288.4
OG0013555	ENSPTRG00000001201.7	ENSMUSG00000078184.1
OG0013556	ENSPTRG00000010264.6	ENSMUSG00000020235.16
OG0013557	ENSPTRG00000010733.5	ENSMUSG00000071078.6
OG0013558	ENSPTRG00000012107.5	ENSMUSG00000035104.14
OG0013559	ENSPTRG00000030660.3	ENSMUSG00000028636.14
OG0013560	ENSPTRG00000000614.5	ENSMUSG00000033036.9
OG0013561	ENSPTRG00000000618.5	ENSMUSG00000078584.9
