Orthogroup	P_troglodytes.pep	N_naja.pep
OG0010649	ENSPTRG00000001656.7	Nana24924-RA
OG0010650	ENSPTRG00000039601.2	Nana18022-RA
OG0010651	ENSPTRG00000016455.5	Nana18024-RA
OG0010652	ENSPTRG00000001659.6	Nana24927-RA
OG0010653	ENSPTRG00000024162.5	Nana18033-RA
OG0010654	ENSPTRG00000015220.5	Nana24928-RA
OG0010655	ENSPTRG00000015222.5	Nana24930-RA
OG0010656	ENSPTRG00000023965.5	Nana24933-RA
OG0010657	ENSPTRG00000016561.4	Nana18771-RA
OG0010658	ENSPTRG00000015226.5	Nana24936-RA
OG0010659	ENSPTRG00000015285.5	Nana24938-RA
OG0010660	ENSPTRG00000015236.5	Nana24945-RA
OG0010661	ENSPTRG00000015240.5	Nana24948-RA
OG0010662	ENSPTRG00000016554.4	Nana18756-RA
OG0010663	ENSPTRG00000015237.6	Nana24946-RA
OG0010664	ENSPTRG00000015244.6	Nana24954-RA
OG0010665	ENSPTRG00000015246.7	Nana24959-RA
OG0010666	ENSPTRG00000015250.4	Nana24995-RA
OG0010667	ENSPTRG00000015252.5	Nana24996-RA
OG0010668	ENSPTRG00000015251.6	Nana24999-RA
OG0010669	ENSPTRG00000005787.5	Nana25002-RA
OG0010670	ENSPTRG00000005784.4	Nana25003-RA
OG0010671	ENSPTRG00000005782.5	Nana25004-RA
OG0010672	ENSPTRG00000016547.4	Nana18747-RA
OG0010673	ENSPTRG00000016546.3	Nana18743-RA
OG0010674	ENSPTRG00000005774.6	Nana25017-RA
OG0010675	ENSPTRG00000016541.6	Nana18669-RA
OG0010676	ENSPTRG00000005771.6	Nana25022-RA
OG0010677	ENSPTRG00000016537.4	Nana18673-RA
OG0010678	ENSPTRG00000016536.6	Nana18655-RA
OG0010679	ENSPTRG00000016535.7	Nana18654-RA
OG0010680	ENSPTRG00000005766.7	Nana25024-RA
OG0010681	ENSPTRG00000016534.5	Nana18653-RA
OG0010682	ENSPTRG00000016533.6	Nana18652-RA
OG0010683	ENSPTRG00000016532.6	Nana18651-RA
OG0010684	ENSPTRG00000016530.5	Nana18647-RA
OG0010685	ENSPTRG00000005761.6	Nana25027-RA
OG0010686	ENSPTRG00000005757.4	Nana25037-RA
OG0010687	ENSPTRG00000016513.6	Nana17936-RA
OG0010688	ENSPTRG00000016512.6	Nana17937-RA
OG0010689	ENSPTRG00000016509.5	Nana17939-RA
OG0010690	ENSPTRG00000005751.6	Nana25052-RA
OG0010691	ENSPTRG00000005750.6	Nana25054-RA
OG0010693	ENSPTRG00000016497.5	Nana17960-RA
OG0010694	ENSPTRG00000016496.5	Nana17963-RA
OG0010695	ENSPTRG00000050494.1	Nana25182-RA
OG0010696	ENSPTRG00000016495.4	Nana17964-RA
OG0010697	ENSPTRG00000016493.6	Nana17971-RA
OG0010698	ENSPTRG00000005713.7	Nana25175-RA
OG0010699	ENSPTRG00000016437.6	Nana18069-RB, Nana18069-RA
OG0010700	ENSPTRG00000016438.6	Nana18068-RA
OG0010701	ENSPTRG00000024080.5	Nana25170-RD
OG0010702	ENSPTRG00000005677.7	Nana25168-RA
OG0010703	ENSPTRG00000016433.3	Nana18073-RA
OG0010704	ENSPTRG00000005680.6	Nana25165-RA
OG0010705	ENSPTRG00000005684.7	Nana25162-RA
OG0010706	ENSPTRG00000024046.5	Nana18084-RA
OG0010707	ENSPTRG00000031245.2	Nana25160-RA
OG0010708	ENSPTRG00000016426.5	Nana18087-RA
OG0010709	ENSPTRG00000016423.4	Nana18091-RA
OG0010710	ENSPTRG00000016420.4	Nana18095-RA
OG0010711	ENSPTRG00000016417.5	Nana18099-RA
OG0010712	ENSPTRG00000005693.6	Nana25152-RA
OG0010713	ENSPTRG00000005695.6	Nana25150-RA
OG0010714	ENSPTRG00000005696.6	Nana25149-RA
OG0010715	ENSPTRG00000005703.5	Nana25142-RA
OG0010716	ENSPTRG00000005704.7	Nana25140-RA
OG0010717	ENSPTRG00000016411.6	Nana18106-RA
OG0010718	ENSPTRG00000005705.6	Nana25138-RA
OG0010719	ENSPTRG00000005717.5	Nana25133-RA
OG0010720	ENSPTRG00000004236.4	Nana25225-RA
OG0010721	ENSPTRG00000016404.4	Nana18115-RA
OG0010722	ENSPTRG00000004235.5	Nana25226-RA
OG0010723	ENSPTRG00000004234.6	Nana25227-RA
OG0010724	ENSPTRG00000016403.5	Nana18116-RA
OG0010725	ENSPTRG00000007259.5	Nana18121-RA
OG0010726	ENSPTRG00000004224.6	Nana25237-RA
OG0010727	ENSPTRG00000016397.5	Nana18127-RA
OG0010728	ENSPTRG00000016394.5	Nana18129-RA
OG0010729	ENSPTRG00000052560.1	Nana18131-RA
OG0010730	ENSPTRG00000016391.5	Nana18132-RA
OG0010731	ENSPTRG00000016382.6	Nana17912-RA
OG0010732	ENSPTRG00000004201.6	Nana25268-RA
OG0010733	ENSPTRG00000016375.6	Nana17905-RB
OG0010734	ENSPTRG00000052840.1	Nana17903-RA
OG0010735	ENSPTRG00000016372.5	Nana17901-RA
OG0010736	ENSPTRG00000004195.5	Nana25288-RA
OG0010737	ENSPTRG00000016370.5	Nana17882-RA
OG0010738	ENSPTRG00000004188.6	Nana25295-RA
OG0010739	ENSPTRG00000004187.6	Nana25296-RA, Nana25296-RB
OG0010740	ENSPTRG00000016366.4	Nana17875-RA
OG0010741	ENSPTRG00000028425.4	Nana25297-RA
OG0010742	ENSPTRG00000047025.1	Nana25298-RA
OG0010743	ENSPTRG00000044543.1	Nana17870-RA
OG0010744	ENSPTRG00000046752.1	Nana17869-RA
OG0010745	ENSPTRG00000004181.5	Nana25301-RA
OG0010746	ENSPTRG00000016360.5	Nana17868-RA
OG0010747	ENSPTRG00000016359.6	Nana17866-RA
OG0010749	ENSPTRG00000004172.6	Nana25314-RA
OG0010750	ENSPTRG00000004171.6	Nana25316-RA
OG0010751	ENSPTRG00000016200.7	Nana17619-RA
OG0010752	ENSPTRG00000016196.7	Nana17609-RA
OG0010753	ENSPTRG00000016190.6	Nana17597-RA
OG0010754	ENSPTRG00000016188.4	Nana17592-RA
OG0010755	ENSPTRG00000004155.7	Nana25350-RA
OG0010756	ENSPTRG00000004152.6	Nana25359-RA
OG0010757	ENSPTRG00000016185.5	Nana17584-RA
OG0010758	ENSPTRG00000052201.1	Nana25362-RA
OG0010759	ENSPTRG00000004148.5	Nana25367-RA
OG0010760	ENSPTRG00000016178.6	Nana17581-RB, Nana17581-RA
OG0010762	ENSPTRG00000004144.6	Nana25377-RA
OG0010763	ENSPTRG00000016134.4	Nana17576-RA
OG0010764	ENSPTRG00000047379.1	Nana25378-RA
OG0010765	ENSPTRG00000016136.6	Nana17569-RA
OG0010767	ENSPTRG00000016143.5	Nana17557-RA
OG0010768	ENSPTRG00000004124.5	Nana25413-RA
OG0010769	ENSPTRG00000004123.4	Nana25415-RA
OG0010770	ENSPTRG00000012121.4	Nana17540-RA
OG0010771	ENSPTRG00000012118.5	Nana17364-RA
OG0010772	ENSPTRG00000010016.6, ENSPTRG00000049494.1	Nana12584-RA
OG0010773	ENSPTRG00000033700.3	Nana12588-RA
OG0010774	ENSPTRG00000016891.6	Nana12333-RA
OG0010775	ENSPTRG00000016888.4	Nana12338-RA
OG0010776	ENSPTRG00000016886.6	Nana12340-RA, Nana12340-RB
OG0010777	ENSPTRG00000016884.6	Nana12341-RA
OG0010778	ENSPTRG00000016878.5	Nana12344-RA
OG0010779	ENSPTRG00000016875.3	Nana12345-RA
OG0010780	ENSPTRG00000016874.6	Nana12346-RA
OG0010781	ENSPTRG00000016869.6	Nana12351-RA
OG0010783	ENSPTRG00000016868.4	Nana12356-RA
OG0010784	ENSPTRG00000016867.3	Nana12357-RA
OG0010785	ENSPTRG00000016866.5	Nana12358-RA
OG0010786	ENSPTRG00000016864.5	Nana12360-RA
OG0010787	ENSPTRG00000016860.5	Nana12364-RA
OG0010788	ENSPTRG00000016857.5	Nana12374-RA
OG0010789	ENSPTRG00000016856.3	Nana12378-RA
OG0010790	ENSPTRG00000016850.5	Nana12388-RA
OG0010791	ENSPTRG00000016849.5	Nana12389-RA
OG0010792	ENSPTRG00000016848.5	Nana12390-RA
OG0010793	ENSPTRG00000016843.3	Nana12392-RA
OG0010794	ENSPTRG00000016836.7	Nana12396-RA
OG0010795	ENSPTRG00000016833.6	Nana12399-RA
OG0010796	ENSPTRG00000051599.1	Nana12400-RA
OG0010797	ENSPTRG00000016827.7	Nana12403-RA
OG0010798	ENSPTRG00000016821.6	Nana12408-RA
OG0010799	ENSPTRG00000016819.3	Nana12407-RA
OG0010800	ENSPTRG00000045930.1	Nana12415-RA
OG0010801	ENSPTRG00000016915.6	Nana12299-RC
OG0010802	ENSPTRG00000016902.5	Nana12315-RA
OG0010803	ENSPTRG00000016896.5	Nana12327-RA
OG0010804	ENSPTRG00000016929.4	Nana12275-RA
OG0010805	ENSPTRG00000016930.3	Nana12273-RA
OG0010807	ENSPTRG00000016943.2	Nana12254-RA
OG0010808	ENSPTRG00000017032.6	Nana12251-RA
OG0010809	ENSPTRG00000017031.6	Nana12250-RA
OG0010810	ENSPTRG00000017026.6	Nana12245-RA
OG0010811	ENSPTRG00000017025.6	Nana12243-RA
OG0010812	ENSPTRG00000017019.7	Nana12238-RA
OG0010813	ENSPTRG00000047664.1	Nana12235-RA
OG0010814	ENSPTRG00000017012.3	Nana12230-RA
OG0010815	ENSPTRG00000017011.2	Nana12229-RA
OG0010816	ENSPTRG00000017007.4	Nana12222-RA
OG0010817	ENSPTRG00000017004.5	Nana12218-RA
OG0010818	ENSPTRG00000017002.7	Nana12217-RB
OG0010821	ENSPTRG00000016999.6	Nana12215-RA
OG0010822	ENSPTRG00000040943.2	Nana12205-RA
OG0010823	ENSPTRG00000016991.6	Nana12200-RA
OG0010824	ENSPTRG00000034340.3	Nana12187-RA
OG0010825	ENSPTRG00000016982.4	Nana12185-RA
OG0010826	ENSPTRG00000016981.3	Nana12184-RA
OG0010827	ENSPTRG00000016977.4	Nana12168-RA
OG0010828	ENSPTRG00000016969.5	Nana12161-RA
OG0010829	ENSPTRG00000016967.6	Nana12157-RA
OG0010830	ENSPTRG00000016966.7	Nana12156-RA
OG0010831	ENSPTRG00000016963.6	Nana12150-RA
OG0010832	ENSPTRG00000017038.5	Nana12139-RA
OG0010833	ENSPTRG00000017048.4	Nana12125-RA
OG0010834	ENSPTRG00000050446.1	Nana12116-RA
OG0010835	ENSPTRG00000017056.4	Nana12111-RA
OG0010836	ENSPTRG00000017064.5	Nana12092-RA
OG0010837	ENSPTRG00000017067.6	Nana12084-RB
OG0010838	ENSPTRG00000017069.5	Nana12084-RA
OG0010839	ENSPTRG00000017070.7	Nana12080-RA
OG0010840	ENSPTRG00000017079.7	Nana12063-RA
OG0010841	ENSPTRG00000017084.6	Nana12058-RA
OG0010842	ENSPTRG00000017085.5	Nana12056-RA
OG0010843	ENSPTRG00000017087.4	Nana12053-RA
OG0010844	ENSPTRG00000017091.5	Nana12049-RA
OG0010845	ENSPTRG00000017095.3	Nana12042-RA
OG0010846	ENSPTRG00000017097.5	Nana12040-RA
OG0010847	ENSPTRG00000017099.4	Nana12038-RA
OG0010848	ENSPTRG00000017102.5	Nana12027-RA
OG0010849	ENSPTRG00000010548.5	Nana10848-RA
OG0010850	ENSPTRG00000010473.5	Nana10785-RA
OG0010851	ENSPTRG00000010491.6	Nana10786-RA
OG0010852	ENSPTRG00000051055.1	Nana36311-RA
OG0010853	ENSPTRG00000017203.4	Nana11853-RA
OG0010854	ENSPTRG00000049324.1	Nana11852-RA
OG0010855	ENSPTRG00000017206.5	Nana11843-RA
OG0010856	ENSPTRG00000021103.6	Nana11836-RA
OG0010857	ENSPTRG00000021101.6	Nana11833-RA
OG0010858	ENSPTRG00000021098.7	Nana11829-RA
OG0010859	ENSPTRG00000020779.6	Nana11516-RA
OG0010860	ENSPTRG00000020781.3	Nana11515-RA
OG0010861	ENSPTRG00000020782.6	Nana11512-RA
OG0010862	ENSPTRG00000020784.6	Nana11509-RA
OG0010863	ENSPTRG00000020785.7	Nana11508-RA
OG0010864	ENSPTRG00000020787.7	Nana11506-RA
OG0010865	ENSPTRG00000020791.6	Nana11500-RA
OG0010866	ENSPTRG00000022584.4	Nana11820-RA
OG0010867	ENSPTRG00000034511.2	Nana11814-RA
OG0010868	ENSPTRG00000014852.5	Nana11795-RA
OG0010869	ENSPTRG00000021154.7	Nana11785-RA
OG0010870	ENSPTRG00000021153.4	Nana11781-RA
OG0010871	ENSPTRG00000048689.1	Nana11769-RA
OG0010872	ENSPTRG00000046951.1	Nana11756-RA
OG0010873	ENSPTRG00000021140.5	Nana11750-RA
OG0010874	ENSPTRG00000021139.7	Nana11746-RA
OG0010875	ENSPTRG00000045567.1	Nana11734-RA
OG0010876	ENSPTRG00000021072.5	Nana11727-RA
OG0010877	ENSPTRG00000021071.7	Nana11726-RA
OG0010878	ENSPTRG00000023914.4	Nana11716-RA
OG0010879	ENSPTRG00000021062.5	Nana11715-RA
OG0010880	ENSPTRG00000021056.7	Nana11709-RA
OG0010882	ENSPTRG00000021031.4	Nana11661-RA
OG0010883	ENSPTRG00000021030.6	Nana11660-RA
OG0010884	ENSPTRG00000021026.6	Nana11657-RA
OG0010885	ENSPTRG00000021024.7	Nana11650-RA
OG0010886	ENSPTRG00000021020.6	Nana11642-RA
OG0010887	ENSPTRG00000044252.1	Nana11635-RA
OG0010888	ENSPTRG00000029247.2	Nana11631-RA
OG0010889	ENSPTRG00000052727.1	Nana11630-RA
OG0010890	ENSPTRG00000020725.6	Nana11617-RB
OG0010891	ENSPTRG00000020728.5	Nana11614-RA
OG0010892	ENSPTRG00000020729.6	Nana11612-RA
OG0010893	ENSPTRG00000020730.6	Nana11610-RA
OG0010894	ENSPTRG00000020732.7	Nana11597-RA
OG0010895	ENSPTRG00000020734.4	Nana11595-RA
OG0010896	ENSPTRG00000020739.6	Nana11584-RA
OG0010897	ENSPTRG00000020741.7	Nana11582-RA
OG0010898	ENSPTRG00000020757.5	Nana11575-RA
OG0010899	ENSPTRG00000020761.5	Nana11572-RA
OG0010900	ENSPTRG00000006265.6	Nana05257-RA
OG0010901	ENSPTRG00000006261.4	Nana05253-RA
OG0010902	ENSPTRG00000006252.6	Nana05247-RB
OG0010903	ENSPTRG00000006251.6	Nana05246-RA
OG0010904	ENSPTRG00000006246.6	Nana05227-RA
OG0010905	ENSPTRG00000006245.6	Nana05224-RA
OG0010906	ENSPTRG00000006244.4	Nana05222-RA
OG0010907	ENSPTRG00000006237.6	Nana05213-RA
OG0010908	ENSPTRG00000021261.5	Nana11405-RA
OG0010909	ENSPTRG00000043662.1, ENSPTRG00000050419.1	Nana11389-RA
OG0010910	ENSPTRG00000021202.4	Nana11386-RA, Nana11385-RA
OG0010911	ENSPTRG00000020833.7	Nana11451-RA
OG0010912	ENSPTRG00000020832.4	Nana11452-RA
OG0010913	ENSPTRG00000020804.6	Nana11486-RA
OG0010914	ENSPTRG00000020794.6	Nana11492-RA
OG0010915	ENSPTRG00000020840.5	Nana11441-RA
OG0010916	ENSPTRG00000020839.6	Nana11442-RA
OG0010917	ENSPTRG00000020800.6	Nana11490-RA
OG0010918	ENSPTRG00000042814.1	Nana10220-RA
OG0010919	ENSPTRG00000005150.6, ENSPTRG00000045518.1	Nana10200-RA
OG0010920	ENSPTRG00000006785.6	Nana05762-RA
OG0010921	ENSPTRG00000006786.7	Nana05766-RA
OG0010922	ENSPTRG00000004946.6	Nana10190-RA
OG0010923	ENSPTRG00000006437.4	Nana05773-RA
OG0010924	ENSPTRG00000004947.7	Nana10189-RA
OG0010925	ENSPTRG00000004949.6	Nana10186-RA
OG0010926	ENSPTRG00000006427.3	Nana05786-RA
OG0010927	ENSPTRG00000046283.1	Nana05789-RA
OG0010928	ENSPTRG00000006420.4	Nana05798-RA
OG0010929	ENSPTRG00000006419.5	Nana05799-RA
OG0010931	ENSPTRG00000021850.6	Nana10513-RA, Nana10514-RA
OG0010932	ENSPTRG00000006774.6	Nana05751-RA
OG0010933	ENSPTRG00000033926.3	Nana05736-RA
OG0010934	ENSPTRG00000006765.7	Nana05732-RA
OG0010935	ENSPTRG00000047159.1	Nana05731-RA
OG0010936	ENSPTRG00000006761.5	Nana05728-RA
OG0010937	ENSPTRG00000012450.4	Nana10495-RA, Nana10495-RB
OG0010938	ENSPTRG00000006758.6	Nana05725-RA
OG0010939	ENSPTRG00000006677.3	Nana05573-RA
OG0010940	ENSPTRG00000010022.6	Nana10490-RB, Nana10490-RA
OG0010941	ENSPTRG00000006687.2	Nana05578-RA
OG0010942	ENSPTRG00000048815.1	Nana10554-RA
OG0010943	ENSPTRG00000023484.4	Nana05579-RA
OG0010944	ENSPTRG00000045037.1, ENSPTRG00000050143.1	Nana10549-RA
OG0010945	ENSPTRG00000006691.4	Nana05581-RA
OG0010946	ENSPTRG00000047114.1	Nana05583-RA
OG0010947	ENSPTRG00000006701.4	Nana05585-RA
OG0010948	ENSPTRG00000006703.3	Nana05586-RA
OG0010949	ENSPTRG00000005008.5	Nana10316-RA
OG0010950	ENSPTRG00000006707.5	Nana05621-RA
OG0010951	ENSPTRG00000005005.6	Nana10307-RA
OG0010952	ENSPTRG00000005004.6	Nana10306-RA
OG0010953	ENSPTRG00000006667.5	Nana05566-RA
OG0010956	ENSPTRG00000006656.6	Nana05557-RA
OG0010957	ENSPTRG00000005039.6	Nana10290-RA
OG0010958	ENSPTRG00000006651.4	Nana05550-RA
OG0010959	ENSPTRG00000005036.6	Nana10282-RA
OG0010960	ENSPTRG00000005034.4	Nana10280-RA
OG0010961	ENSPTRG00000006643.7	Nana05542-RA
OG0010962	ENSPTRG00000048069.1	Nana10267-RA
OG0010963	ENSPTRG00000052329.1	Nana10265-RA
OG0010964	ENSPTRG00000005028.5	Nana10260-RA
OG0010965	ENSPTRG00000005027.3	Nana10258-RA
OG0010966	ENSPTRG00000005026.2	Nana10256-RA
OG0010967	ENSPTRG00000005024.6	Nana10245-RA
OG0010968	ENSPTRG00000006631.5	Nana05521-RA
OG0010969	ENSPTRG00000005019.5	Nana10231-RA
OG0010970	ENSPTRG00000005014.5	Nana10225-RA
OG0010971	ENSPTRG00000050925.1	Nana10224-RA
OG0010972	ENSPTRG00000020146.7	Nana11312-RA
OG0010973	ENSPTRG00000006622.3	Nana05505-RA
OG0010974	ENSPTRG00000006619.6	Nana05503-RA
OG0010975	ENSPTRG00000006610.6	Nana05490-RA
OG0010976	ENSPTRG00000006608.6	Nana05484-RA
OG0010977	ENSPTRG00000006607.5	Nana05481-RA
OG0010978	ENSPTRG00000006606.6	Nana05479-RA
OG0010979	ENSPTRG00000006604.6	Nana05474-RA
OG0010980	ENSPTRG00000045540.1	Nana05464-RA
OG0010981	ENSPTRG00000006599.6	Nana05445-RA
OG0010982	ENSPTRG00000006598.4	Nana05442-RA
OG0010983	ENSPTRG00000006595.6	Nana05440-RA
OG0010984	ENSPTRG00000006587.4	Nana05416-RA
OG0010985	ENSPTRG00000006586.4	Nana05414-RA
OG0010986	ENSPTRG00000006583.6	Nana05410-RA
OG0010987	ENSPTRG00000006579.6	Nana05406-RA
OG0010988	ENSPTRG00000006578.5	Nana05405-RA
OG0010989	ENSPTRG00000006576.5	Nana05402-RA
OG0010990	ENSPTRG00000006575.5	Nana05401-RA
OG0010991	ENSPTRG00000039596.2	Nana05396-RA
OG0010992	ENSPTRG00000006570.7	Nana05394-RA
OG0010993	ENSPTRG00000006569.5	Nana05392-RC, Nana05392-RB
OG0010994	ENSPTRG00000048893.1	Nana05391-RA
OG0010995	ENSPTRG00000006563.4	Nana05369-RA
OG0010996	ENSPTRG00000047703.1	Nana05350-RA
OG0010997	ENSPTRG00000006550.4	Nana05344-RA
OG0010998	ENSPTRG00000010550.5	Nana10851-RA
OG0010999	ENSPTRG00000006547.7	Nana05341-RA
OG0011000	ENSPTRG00000024146.6	Nana05334-RA
OG0011001	ENSPTRG00000006539.5	Nana05328-RA
OG0011002	ENSPTRG00000010513.4	Nana10870-RA
OG0011003	ENSPTRG00000010511.4	Nana10872-RA
OG0011004	ENSPTRG00000006533.7	Nana05308-RA
OG0011005	ENSPTRG00000010502.6	Nana39686-RA, Nana10887-RA
OG0011006	ENSPTRG00000030700.4	Nana05303-RA
OG0011007	ENSPTRG00000006531.5	Nana05302-RA
OG0011008	ENSPTRG00000006528.6	Nana05300-RC
OG0011009	ENSPTRG00000040791.2	Nana10894-RA, Nana10894-RB, Nana10894-RC
OG0011010	ENSPTRG00000006527.5	Nana05299-RA
OG0011011	ENSPTRG00000006272.5	Nana05263-RA
OG0011012	ENSPTRG00000010624.3	Nana10911-RA
OG0011013	ENSPTRG00000006281.7	Nana05270-RA
OG0011014	ENSPTRG00000006283.4	Nana05271-RA
OG0011015	ENSPTRG00000006284.6	Nana05273-RA
OG0011016	ENSPTRG00000006285.4	Nana05275-RA
OG0011017	ENSPTRG00000006287.6	Nana05277-RA
OG0011018	ENSPTRG00000006234.5	Nana05209-RA
OG0011019	ENSPTRG00000006232.6	Nana05204-RA
OG0011020	ENSPTRG00000006227.6	Nana05173-RA
OG0011021	ENSPTRG00000006891.5	Nana05167-RA
OG0011022	ENSPTRG00000006895.6	Nana05164-RA
OG0011023	ENSPTRG00000010613.6	Nana10919-RB, Nana10919-RA
OG0011024	ENSPTRG00000006899.6	Nana05154-RA
OG0011025	ENSPTRG00000010614.6	Nana10922-RA
OG0011026	ENSPTRG00000006903.6	Nana05133-RA
OG0011027	ENSPTRG00000006904.6	Nana05126-RA
OG0011028	ENSPTRG00000006905.6	Nana05125-RA
OG0011029	ENSPTRG00000010485.5	Nana10970-RA
OG0011030	ENSPTRG00000023433.5	Nana10951-RA
OG0011031	ENSPTRG00000004648.4	Nana10955-RA
OG0011032	ENSPTRG00000006873.3	Nana05113-RA
OG0011033	ENSPTRG00000006874.4	Nana05111-RA
OG0011034	ENSPTRG00000006875.3	Nana05110-RA
OG0011035	ENSPTRG00000009997.5	Nana12618-RA
OG0011036	ENSPTRG00000004669.6	Nana10956-RA
OG0011037	ENSPTRG00000009994.4	Nana12626-RA
OG0011038	ENSPTRG00000005794.7	Nana10973-RA
OG0011039	ENSPTRG00000005790.5	Nana10981-RA
OG0011041	ENSPTRG00000015253.5	Nana10982-RA
OG0011042	ENSPTRG00000009985.5	Nana12665-RA
OG0011043	ENSPTRG00000006499.7	Nana04970-RB
OG0011044	ENSPTRG00000006500.7	Nana04971-RA
OG0011045	ENSPTRG00000001150.5	Nana10996-RA
OG0011046	ENSPTRG00000048542.1	Nana10590-RB, Nana10590-RA
OG0011047	ENSPTRG00000006508.5	Nana04984-RA
OG0011048	ENSPTRG00000006523.6	Nana04996-RA
OG0011049	ENSPTRG00000006973.4	Nana05012-RA
OG0011050	ENSPTRG00000045215.1, ENSPTRG00000050474.1	Nana10670-RA
OG0011051	ENSPTRG00000043565.1	Nana10672-RA
OG0011052	ENSPTRG00000006971.7	Nana05014-RA
OG0011053	ENSPTRG00000022541.4	Nana10681-RB, Nana10681-RA
OG0011054	ENSPTRG00000043866.1, ENSPTRG00000022421.6	Nana10708-RA
OG0011055	ENSPTRG00000006942.5	Nana05059-RA
OG0011056	ENSPTRG00000006941.5	Nana05060-RA
OG0011057	ENSPTRG00000003543.6	Nana04869-RA
OG0011058	ENSPTRG00000047115.1	Nana04873-RA
OG0011059	ENSPTRG00000003552.6	Nana04881-RA
OG0011060	ENSPTRG00000021929.7	Nana10735-RA
OG0011061	ENSPTRG00000021927.6	Nana10737-RA, Nana10737-RB
OG0011062	ENSPTRG00000003554.5	Nana04883-RA
OG0011063	ENSPTRG00000003558.7	Nana04893-RA
OG0011064	ENSPTRG00000003561.6	Nana04896-RA
OG0011065	ENSPTRG00000003562.5	Nana04898-RA
OG0011066	ENSPTRG00000006454.7	Nana04918-RA
OG0011067	ENSPTRG00000004928.6	Nana10023-RA
OG0011068	ENSPTRG00000003523.6	Nana04835-RA
OG0011069	ENSPTRG00000004924.5	Nana10029-RA
OG0011070	ENSPTRG00000003529.7	Nana04845-RA
OG0011071	ENSPTRG00000003534.4	Nana04855-RA
OG0011072	ENSPTRG00000003538.4	Nana04864-RA
OG0011073	ENSPTRG00000003539.5	Nana04865-RA
OG0011074	ENSPTRG00000003542.6	Nana04867-RA
OG0011075	ENSPTRG00000003515.4	Nana04821-RA
OG0011076	ENSPTRG00000003518.6	Nana04833-RA
OG0011077	ENSPTRG00000003513.5	Nana04813-RA
OG0011078	ENSPTRG00000050436.1	Nana04812-RA
OG0011079	ENSPTRG00000003509.6	Nana04808-RA
OG0011080	ENSPTRG00000005099.4	Nana10078-RA
OG0011081	ENSPTRG00000049063.1	Nana04807-RA
OG0011082	ENSPTRG00000022963.4	Nana10079-RA
OG0011083	ENSPTRG00000003502.6	Nana04792-RA
OG0011084	ENSPTRG00000005096.5	Nana10081-RB, Nana10081-RA
OG0011085	ENSPTRG00000004001.3	Nana04754-RA
OG0011086	ENSPTRG00000004000.2	Nana04751-RA
OG0011087	ENSPTRG00000003997.5	Nana04749-RA
OG0011088	ENSPTRG00000052054.1	Nana10084-RA
OG0011089	ENSPTRG00000004014.5	Nana04732-RA
OG0011091	ENSPTRG00000003434.5	Nana04727-RA
OG0011092	ENSPTRG00000003435.6	Nana04726-RA
OG0011093	ENSPTRG00000044088.1	Nana04705-RA
OG0011094	ENSPTRG00000003439.7	Nana04700-RA
OG0011095	ENSPTRG00000003440.3	Nana04696-RA
OG0011096	ENSPTRG00000003443.5	Nana04687-RA
OG0011097	ENSPTRG00000005082.5	Nana10093-RA
OG0011098	ENSPTRG00000003463.4	Nana04641-RA
OG0011099	ENSPTRG00000003473.6	Nana04627-RA
OG0011100	ENSPTRG00000005079.6	Nana10101-RA
OG0011101	ENSPTRG00000003476.7	Nana04617-RA
OG0011102	ENSPTRG00000003481.7	Nana04612-RA
OG0011103	ENSPTRG00000003482.5	Nana04611-RA
OG0011104	ENSPTRG00000003483.6	Nana04610-RA
OG0011105	ENSPTRG00000004893.5	Nana10178-RA
OG0011107	ENSPTRG00000004889.6	Nana10171-RA
OG0011108	ENSPTRG00000004888.3	Nana10170-RA
OG0011109	ENSPTRG00000004886.4	Nana10168-RA
OG0011110	ENSPTRG00000023779.4	Nana04545-RA
OG0011111	ENSPTRG00000003357.4	Nana04541-RA
OG0011112	ENSPTRG00000004883.5	Nana10162-RA
OG0011114	ENSPTRG00000022987.5	Nana10148-RA
OG0011115	ENSPTRG00000003386.5	Nana04462-RA
OG0011116	ENSPTRG00000003393.6	Nana04445-RA
OG0011117	ENSPTRG00000003396.6	Nana04437-RA
OG0011118	ENSPTRG00000044626.1	Nana04434-RA
OG0011119	ENSPTRG00000004916.5	Nana10113-RA
OG0011120	ENSPTRG00000004917.5	Nana10112-RA
OG0011121	ENSPTRG00000003408.4	Nana04413-RA
OG0011122	ENSPTRG00000009600.6	Nana09760-RA
OG0011123	ENSPTRG00000009603.3	Nana09744-RA
OG0011124	ENSPTRG00000030786.3	Nana09740-RA
OG0011125	ENSPTRG00000009607.6	Nana09738-RA
OG0011126	ENSPTRG00000003428.3	Nana04395-RA
OG0011127	ENSPTRG00000030740.3	Nana09736-RA
OG0011128	ENSPTRG00000009764.6	Nana09733-RA
OG0011129	ENSPTRG00000009763.6	Nana09731-RA
OG0011130	ENSPTRG00000043854.1	Nana09720-RA
OG0011131	ENSPTRG00000009755.6	Nana09716-RA
OG0011132	ENSPTRG00000009752.5	Nana09711-RA
OG0011133	ENSPTRG00000009750.5	Nana09710-RA
OG0011134	ENSPTRG00000003179.6	Nana04371-RA
OG0011135	ENSPTRG00000009746.5	Nana09698-RA
OG0011136	ENSPTRG00000003177.6	Nana04369-RA
OG0011137	ENSPTRG00000003173.7	Nana04362-RB
