Orthogroup	P_troglodytes.pep	P_Mucros.pep
OG0013852	ENSPTRG00000001296.6	XP_015668846.1
OG0013856	ENSPTRG00000019499.6, ENSPTRG00000049338.1	XP_029139403.1
OG0013857	ENSPTRG00000008967.5	XP_015679387.1
OG0013858	ENSPTRG00000000377.3	XP_015687548.1
OG0013859	ENSPTRG00000047390.1	XP_015684652.1
OG0013860	ENSPTRG00000020236.5	XP_015673423.1
OG0013861	ENSPTRG00000017370.3	XP_015685278.1
OG0013862	ENSPTRG00000020065.6	XP_029140333.1
OG0013863	ENSPTRG00000019480.7	XP_029141815.1
OG0013864	ENSPTRG00000042020.2	XP_015671115.1
OG0013868	ENSPTRG00000034136.3	XP_015681790.1
OG0013869	ENSPTRG00000015628.5	XP_015670417.1
OG0013870	ENSPTRG00000004756.4	XP_029141319.1
OG0013874	ENSPTRG00000001674.7	XP_015687511.1
OG0013876	ENSPTRG00000019427.6	XP_015667073.1
OG0013879	ENSPTRG00000004799.6	XP_029141734.1
OG0013881	ENSPTRG00000018983.6	XP_015666096.1
OG0013887	ENSPTRG00000014736.6	XP_029141309.1
OG0013888	ENSPTRG00000014739.5	XP_015667222.1
OG0013889	ENSPTRG00000000973.4	XP_015680413.1
OG0013890	ENSPTRG00000015465.3	XP_029139817.1
OG0013893	ENSPTRG00000013119.5	XP_015674147.2
OG0013894	ENSPTRG00000015786.5	XP_015679732.1
OG0013900	ENSPTRG00000048030.1	XP_015669195.1
OG0013905	ENSPTRG00000041840.2	XP_015686941.1
OG0013907	ENSPTRG00000009509.4	XP_015686997.1
OG0013908	ENSPTRG00000042034.2	XP_015666874.1
OG0013910	ENSPTRG00000051550.1	XP_015680013.1
OG0013911	ENSPTRG00000009074.6	XP_015670246.1
OG0013913	ENSPTRG00000000663.3	XP_015666868.1
OG0013915	ENSPTRG00000009121.4	XP_015687799.1
OG0013916	ENSPTRG00000001882.6	XP_015687656.1
OG0013917	ENSPTRG00000016262.6	XP_015674798.1
OG0013918	ENSPTRG00000003009.4	XP_029140229.1
OG0013919	ENSPTRG00000052247.1	XP_015684023.1
OG0013921	ENSPTRG00000018058.2	XP_015671009.1
OG0013922	ENSPTRG00000018102.7	XP_015671010.1
OG0013926	ENSPTRG00000001940.2	XP_015676834.1
OG0013928	ENSPTRG00000011345.4	XP_015665657.1
OG0013929	ENSPTRG00000028916.3	XP_029138819.1
OG0013930	ENSPTRG00000041077.2	XP_015665627.1
OG0013931	ENSPTRG00000011342.5	XP_029138838.1
OG0013935	ENSPTRG00000019642.6	XP_015677693.1
OG0013937	ENSPTRG00000001849.7	XP_015673790.2
OG0013938	ENSPTRG00000049349.1	XP_015671068.1
OG0013939	ENSPTRG00000004555.5	XP_029142451.1
OG0013944	ENSPTRG00000014495.6	XP_015679061.1
OG0013951	ENSPTRG00000021804.4	XP_029139782.1
OG0013952	ENSPTRG00000013721.6	XP_015680934.1, XP_015684619.1
OG0013954	ENSPTRG00000051714.1	XP_029142576.1
OG0013956	ENSPTRG00000013739.5	XP_015685866.1
OG0013957	ENSPTRG00000013766.4	XP_015682133.1
OG0013958	ENSPTRG00000016073.5	XP_029142419.1
OG0013968	ENSPTRG00000016432.4	XP_015674952.1
OG0013969	ENSPTRG00000016191.5	XP_015671869.2
OG0013970	ENSPTRG00000016189.7	XP_015681440.2
OG0013972	ENSPTRG00000034409.2	XP_015684139.1
OG0013973	ENSPTRG00000045287.1	XP_015672607.2
OG0013976	ENSPTRG00000028773.3	XP_029143128.1
OG0013977	ENSPTRG00000010545.4	XP_029139570.1
OG0013979	ENSPTRG00000021849.6	XP_015681861.1
OG0013982	ENSPTRG00000008370.6	XP_015682525.1
OG0013983	ENSPTRG00000021860.7	XP_015685045.1
OG0013984	ENSPTRG00000017836.4	XP_015685064.1
OG0013985	ENSPTRG00000005038.3	XP_015672642.1
OG0013986	ENSPTRG00000005015.6	XP_029140739.1
OG0013987	ENSPTRG00000010360.3	XP_015682905.1
OG0013988	ENSPTRG00000006555.6	XP_015669727.1
OG0013989	ENSPTRG00000049311.1	XP_015668790.1
OG0013991	ENSPTRG00000010486.3	XP_015679780.1, XP_015679782.1
OG0013992	ENSPTRG00000001151.3	XP_015666040.1
OG0013993	ENSPTRG00000022420.5	XP_015667734.1
OG0013994	ENSPTRG00000022422.5, ENSPTRG00000052029.1	XP_029139229.1
OG0013997	ENSPTRG00000046513.1	XP_029139228.1
OG0014000	ENSPTRG00000005084.4	XP_015675283.1
OG0014001	ENSPTRG00000041051.2	XP_029140682.1
OG0014002	ENSPTRG00000003339.2	XP_015683672.1
OG0014003	ENSPTRG00000048234.1	XP_029141205.1
OG0014004	ENSPTRG00000005114.3	XP_015677949.1
OG0014006	ENSPTRG00000010591.7	XP_015677870.1
OG0014008	ENSPTRG00000010395.5	XP_015680994.1
OG0014010	ENSPTRG00000042910.1	XP_015677095.1
OG0014012	ENSPTRG00000052561.1	XP_015680505.1, XP_015680504.1
OG0014013	ENSPTRG00000003654.3	XP_015673246.2
OG0014014	ENSPTRG00000003650.4	XP_015673248.1
OG0014015	ENSPTRG00000003973.4	XP_029141267.1
OG0014016	ENSPTRG00000017387.4	XP_029140150.1
OG0014017	ENSPTRG00000034173.3	XP_015681245.1
OG0014018	ENSPTRG00000017239.4	XP_029141601.1
OG0014023	ENSPTRG00000045556.1	XP_015667883.2
OG0014025	ENSPTRG00000011900.4	XP_029140061.1
OG0014027	ENSPTRG00000005865.5	XP_015667821.1
OG0014028	ENSPTRG00000038744.2	XP_029140251.1
OG0014031	ENSPTRG00000034051.3	XP_015672861.1
OG0014034	ENSPTRG00000015028.6	XP_015671688.1
OG0014035	ENSPTRG00000018414.5	XP_015681616.1
OG0014036	ENSPTRG00000029521.5	XP_015668334.1
OG0014037	ENSPTRG00000029524.4	XP_015668354.1
OG0014042	ENSPTRG00000015088.4	XP_015670362.1
OG0014043	ENSPTRG00000040419.2	XP_029142892.1
OG0014044	ENSPTRG00000021932.6	XP_015670424.1
OG0014046	ENSPTRG00000029379.2	XP_015680037.1
OG0014048	ENSPTRG00000011816.6	XP_015671485.1
OG0014049	ENSPTRG00000045005.1	XP_015683594.1
OG0014053	ENSPTRG00000019839.5, ENSPTRG00000046550.1	XP_015681586.1
OG0014055	ENSPTRG00000002558.6	XP_029140101.1
OG0014057	ENSPTRG00000000840.6	XP_029142859.1
OG0014058	ENSPTRG00000021501.6	XP_015681335.1
OG0014059	ENSPTRG00000008644.4	XP_015670280.1
OG0014060	ENSPTRG00000034377.2	XP_029139558.1
OG0014061	ENSPTRG00000001393.6	XP_015686737.1, XP_029141957.1
OG0014062	ENSPTRG00000001394.6	XP_015681535.1
OG0014063	ENSPTRG00000001406.5	XP_015681531.1
OG0014064	ENSPTRG00000001408.5	XP_015681543.1
OG0014065	ENSPTRG00000009097.4	XP_015687744.1
OG0014066	ENSPTRG00000040814.2	XP_015682778.1
OG0014067	ENSPTRG00000018176.4	XP_029142081.1
OG0014068	ENSPTRG00000001411.7	XP_015681547.1, XP_015681549.1
OG0014071	ENSPTRG00000029528.2	XP_015672427.1
OG0014074	ENSPTRG00000045273.1	XP_015675250.1, XP_015675249.1
OG0014075	ENSPTRG00000007987.5	XP_015666026.1, XP_029141312.1
OG0014076	ENSPTRG00000008427.4	XP_015677504.1
OG0014077	ENSPTRG00000022093.5	XP_015676057.1
OG0014079	ENSPTRG00000007854.6	XP_029142430.1
OG0014080	ENSPTRG00000047269.1	XP_015679355.1
OG0014083	ENSPTRG00000000274.3	XP_015680225.1
OG0014085	ENSPTRG00000018156.6, ENSPTRG00000046530.1	XP_015676042.1
OG0014086	ENSPTRG00000008431.6	XP_015672329.1
OG0014087	ENSPTRG00000008695.5	XP_029142312.1
OG0014088	ENSPTRG00000039392.2	XP_015672756.1
OG0014089	ENSPTRG00000009845.6	XP_015669810.1
OG0014090	ENSPTRG00000050180.1	XP_015683212.1
OG0014093	ENSPTRG00000014236.5	XP_029140270.1
OG0014095	ENSPTRG00000046614.1	XP_029140380.1
OG0014096	ENSPTRG00000010292.6	XP_015680571.1
OG0014097	ENSPTRG00000008666.6	XP_015680136.1
OG0014098	ENSPTRG00000040928.2	XP_015675428.1
OG0014100	ENSPTRG00000051974.1	XP_029141511.1
OG0014103	ENSPTRG00000000088.6	XP_015668217.1
OG0014104	ENSPTRG00000016132.4	XP_015670135.1, XP_015670134.1
OG0014105	ENSPTRG00000001448.6	XP_029142142.1
OG0014106	ENSPTRG00000008664.6	XP_015680139.1, XP_029140832.1
OG0014107	ENSPTRG00000009032.6	XP_029142760.1
OG0014110	ENSPTRG00000015887.2	XP_029139455.1
OG0014111	ENSPTRG00000020414.4	XP_015669479.1
OG0014112	ENSPTRG00000000295.5	XP_029142172.1
OG0014116	ENSPTRG00000044389.1	XP_015687153.2
OG0014118	ENSPTRG00000008663.6	XP_015676208.1, XP_015685155.1
OG0014121	ENSPTRG00000046842.1	XP_015669481.1
OG0014122	ENSPTRG00000011149.5	XP_015676158.1
OG0014123	ENSPTRG00000007024.4	XP_015678754.2
OG0014124	ENSPTRG00000011151.5	XP_015669340.1
OG0014125	ENSPTRG00000023527.2	XP_015687115.1
OG0014127	ENSPTRG00000029163.3	XP_015686154.1, XP_015680974.1
OG0014128	ENSPTRG00000049474.1	XP_015670831.1
OG0014129	ENSPTRG00000052765.1, ENSPTRG00000019147.5	XP_015666606.1
OG0014130	ENSPTRG00000020920.4	XP_015671334.1
OG0014131	ENSPTRG00000021393.7	XP_015682891.1
OG0014132	ENSPTRG00000021394.5	XP_015682898.1
OG0014133	ENSPTRG00000028386.3	XP_015669051.1
OG0014134	ENSPTRG00000008610.4	XP_015668671.1, XP_015668672.1
OG0014136	ENSPTRG00000019656.5	XP_015673385.1
OG0014138	ENSPTRG00000047519.1	XP_015673406.1
OG0014140	ENSPTRG00000008385.5	XP_015672269.2
OG0014141	ENSPTRG00000020052.6	XP_015666830.1
OG0014144	ENSPTRG00000024090.6	XP_015673289.1
OG0014145	ENSPTRG00000030327.4	XP_015677149.1
OG0014146	ENSPTRG00000028999.4	XP_015681194.1
OG0014147	ENSPTRG00000005193.6	XP_015667960.1
OG0014148	ENSPTRG00000004961.4	XP_015683853.1
OG0014150	ENSPTRG00000012304.4	XP_029140126.1
OG0014151	ENSPTRG00000004550.3	XP_015683652.1
OG0014152	ENSPTRG00000000761.6	XP_029138957.1
OG0014153	ENSPTRG00000042069.2	XP_015665672.1, XP_015665671.1
OG0014154	ENSPTRG00000019670.6	XP_015681323.2
OG0014157	ENSPTRG00000000151.6	XP_015678862.1
OG0014159	ENSPTRG00000029391.4	XP_015673399.1
OG0014160	ENSPTRG00000050196.1	XP_015683241.1
OG0014163	ENSPTRG00000008192.6	XP_015673080.1
OG0014165	ENSPTRG00000019497.5, ENSPTRG00000045249.1	XP_015668643.1
OG0014169	ENSPTRG00000048017.1	XP_015668536.1
OG0014170	ENSPTRG00000049955.1	XP_029140459.1, XP_029140988.1
OG0014171	ENSPTRG00000019675.7	XP_015681330.1
OG0014172	ENSPTRG00000038909.2	XP_015670980.2
OG0014173	ENSPTRG00000021439.4	XP_015684178.1
OG0014174	ENSPTRG00000004066.3	XP_015670962.1
OG0014177	ENSPTRG00000051906.1	XP_015666502.1
OG0014181	ENSPTRG00000020091.4	XP_015673988.1
OG0014182	ENSPTRG00000001567.5	XP_029141698.1
OG0014184	ENSPTRG00000011512.4	XP_015668995.1
OG0014186	ENSPTRG00000047775.1	XP_015683593.1
OG0014189	ENSPTRG00000024052.2	XP_015672587.1
OG0014190	ENSPTRG00000052868.1	XP_015670964.1
OG0014194	ENSPTRG00000045157.1	XP_029142163.1
OG0014199	ENSPTRG00000010356.4	XP_015682404.1
OG0014204	ENSPTRG00000019514.7	XP_015668657.1
OG0014206	ENSPTRG00000010968.5	XP_015676155.1
OG0014207	ENSPTRG00000049425.1	XP_015672620.2
OG0014208	ENSPTRG00000001584.7	XP_015677008.1
OG0014210	ENSPTRG00000014197.5	XP_015671293.1
OG0014211	ENSPTRG00000029110.3	XP_029139854.1
OG0014212	ENSPTRG00000006989.5	XP_015680951.1
OG0014213	ENSPTRG00000021461.7	XP_015678153.1
OG0014214	ENSPTRG00000014288.4	XP_029139339.1
OG0014215	ENSPTRG00000003920.6	XP_015687240.1
OG0014218	ENSPTRG00000050100.1	XP_029141777.1
OG0014219	ENSPTRG00000007347.7	XP_015685731.1
OG0014220	ENSPTRG00000050458.1	XP_015678508.1
OG0014222	ENSPTRG00000014612.5	XP_015672825.1
OG0014223	ENSPTRG00000008169.5	XP_015667566.1
OG0014224	ENSPTRG00000008170.5	XP_029139203.1
OG0014225	ENSPTRG00000007607.6	XP_015678474.2
OG0014226	ENSPTRG00000020796.4	XP_015680750.1
OG0014227	ENSPTRG00000049104.1	XP_015667111.1
OG0014228	ENSPTRG00000023848.4	XP_015668874.1
OG0014229	ENSPTRG00000049119.1	XP_015676593.1
OG0014230	ENSPTRG00000047046.1	XP_015675826.1
OG0014231	ENSPTRG00000003830.5	XP_015683917.1, XP_015685982.1
OG0014232	ENSPTRG00000000208.7	XP_015681273.1
OG0014233	ENSPTRG00000047053.1	XP_015669249.1
OG0014236	ENSPTRG00000043324.1, ENSPTRG00000021475.2	XP_015675824.1
OG0014238	ENSPTRG00000008933.5	XP_015684437.1
OG0014239	ENSPTRG00000001298.3	XP_015668844.1
OG0014241	ENSPTRG00000046164.1	XP_015683314.1
OG0014242	ENSPTRG00000021480.7	XP_015675821.1
OG0014243	ENSPTRG00000018674.6	XP_015683415.1
OG0014244	ENSPTRG00000019701.7	XP_015665556.1
OG0014246	ENSPTRG00000022663.5	XP_029141088.1
OG0014247	ENSPTRG00000003922.6	XP_015687221.1
OG0014248	ENSPTRG00000014874.4	XP_015685456.1
OG0014252	ENSPTRG00000044260.1, ENSPTRG00000047541.1	XP_015685081.1
OG0014253	ENSPTRG00000003094.4	XP_015672371.1
OG0014254	ENSPTRG00000011761.5	XP_015670340.1
OG0014255	ENSPTRG00000011760.2	XP_015670318.1
OG0014256	ENSPTRG00000016559.6	XP_015675785.1
OG0014257	ENSPTRG00000052278.1	XP_015684328.1
OG0014259	ENSPTRG00000000319.6	XP_015668239.1, XP_015668240.1
OG0014260	ENSPTRG00000011747.6	XP_015670341.1
OG0014261	ENSPTRG00000051983.1, ENSPTRG00000046566.1	XP_015675209.1
OG0014265	ENSPTRG00000003941.5	XP_029142222.1
OG0014266	ENSPTRG00000015931.4	XP_015677035.1
OG0014267	ENSPTRG00000001269.4	XP_029141082.1
OG0014268	ENSPTRG00000033879.3	XP_015681220.1
OG0014269	ENSPTRG00000017299.4	XP_015674187.1
OG0014270	ENSPTRG00000003849.5	XP_015680314.1
OG0014271	ENSPTRG00000030988.3	XP_015679894.1
OG0014272	ENSPTRG00000003783.5	XP_015676993.1
OG0014273	ENSPTRG00000003853.6	XP_015680818.1
OG0014274	ENSPTRG00000052226.1	XP_015678252.1
OG0014277	ENSPTRG00000000239.5	XP_029142025.1
OG0014278	ENSPTRG00000041551.2	XP_015675227.1
OG0014279	ENSPTRG00000003861.5	XP_015680831.1
OG0014281	ENSPTRG00000018594.5	XP_015682156.1
OG0014285	ENSPTRG00000050051.1, ENSPTRG00000019882.6	XP_015681447.2
OG0014286	ENSPTRG00000003297.4	XP_015672783.1
OG0014289	ENSPTRG00000000348.6	XP_015675784.2
OG0014290	ENSPTRG00000010233.6	XP_015678254.1
OG0014291	ENSPTRG00000045991.1	XP_015672647.1, XP_015672646.1
OG0014293	ENSPTRG00000011716.3	XP_015668478.1
OG0014296	ENSPTRG00000006030.5	XP_029141872.1
OG0014299	ENSPTRG00000012105.4	XP_015684470.1
OG0014302	ENSPTRG00000019854.4, ENSPTRG00000051281.1	XP_029141963.1
OG0014304	ENSPTRG00000007083.4	XP_015679194.1
OG0014306	ENSPTRG00000005201.6	XP_015667959.1
OG0014308	ENSPTRG00000010268.6	XP_015665554.1
OG0014309	ENSPTRG00000045190.1	XP_015670343.1, XP_015672274.1
OG0014310	ENSPTRG00000045039.1	XP_015675984.1
OG0014311	ENSPTRG00000016779.7	XP_015672511.1
OG0014312	ENSPTRG00000016776.5	XP_015672506.1
OG0014313	ENSPTRG00000043086.1	XP_015675856.1
OG0014314	ENSPTRG00000051761.1	XP_015673097.1
OG0014315	ENSPTRG00000009010.6	XP_029140290.1
OG0014316	ENSPTRG00000021150.5	XP_015684535.1
OG0014317	ENSPTRG00000007301.3	XP_015671771.1
OG0014320	ENSPTRG00000041651.2	XP_015671531.1
OG0014321	ENSPTRG00000009881.6	XP_029140119.1
OG0014322	ENSPTRG00000000079.6	XP_015668231.1
OG0014326	ENSPTRG00000047280.1	XP_015665422.1
OG0014327	ENSPTRG00000012545.3	XP_015672049.2
OG0014328	ENSPTRG00000015374.3	XP_015677636.1
OG0014329	ENSPTRG00000046726.1	XP_015673954.1
OG0014335	ENSPTRG00000008502.5, ENSPTRG00000028674.4	XP_015673995.1
OG0014343	ENSPTRG00000019146.6	XP_015666607.1
OG0014400	ENSPTRG00000021967.7	XP_015666239.1
OG0014403	ENSPTRG00000001601.5	XP_015677143.1
OG0014405	ENSPTRG00000021573.6	XP_015687113.1
OG0014411	ENSPTRG00000040525.2	XP_015672786.1
OG0014414	ENSPTRG00000001402.6	XP_015681527.1
OG0014420	ENSPTRG00000028352.3	XP_015682655.1
OG0014422	ENSPTRG00000046966.1	XP_015682673.1
OG0014423	ENSPTRG00000023425.2	XP_015668228.1
OG0014424	ENSPTRG00000022949.4	XP_015680459.1
OG0014431	ENSPTRG00000044046.1	XP_015680067.1
OG0014439	ENSPTRG00000041010.2	XP_015668890.1
OG0014446	ENSPTRG00000008698.6	XP_015682337.1
OG0014448	ENSPTRG00000006150.5	XP_015678811.2
OG0014451	ENSPTRG00000043032.1	XP_029143094.1
OG0014456	ENSPTRG00000006094.3	XP_029140960.1
OG0014458	ENSPTRG00000001381.6	XP_015668865.1
OG0014479	ENSPTRG00000013172.6	XP_029142625.1
OG0014484	ENSPTRG00000003831.6	XP_015683919.1
OG0014488	ENSPTRG00000011381.4	XP_015678611.1
OG0014491	ENSPTRG00000012231.5	XP_029139094.1
OG0014494	ENSPTRG00000010256.4	XP_015680127.2
OG0014497	ENSPTRG00000033963.2	XP_015676728.1
OG0014512	ENSPTRG00000006417.5	XP_015678433.1
OG0014525	ENSPTRG00000003725.4	XP_015677267.1
OG0014526	ENSPTRG00000003727.6	XP_015677266.1
OG0014535	ENSPTRG00000011518.5	XP_015678126.1
OG0014537	ENSPTRG00000011332.5	XP_029138965.1
OG0014542	ENSPTRG00000042567.2	XP_029139524.1
OG0014544	ENSPTRG00000015672.4	XP_029140032.1
OG0014551	ENSPTRG00000050984.1	XP_015666568.1
OG0014561	ENSPTRG00000013751.5	XP_029141549.1
OG0014562	ENSPTRG00000013828.3	XP_015675163.1
OG0014564	ENSPTRG00000015205.5	XP_029141941.1
OG0014569	ENSPTRG00000005151.6	XP_015676030.1
OG0014572	ENSPTRG00000029159.4	XP_029141257.1
OG0014579	ENSPTRG00000003467.6	XP_029142063.1
OG0014584	ENSPTRG00000009672.6	XP_015675202.1
OG0014597	ENSPTRG00000021942.5	XP_029139786.1
OG0014601	ENSPTRG00000002565.3	XP_015672163.1
OG0014615	ENSPTRG00000006445.6	XP_015679921.1
OG0014616	ENSPTRG00000019724.5	XP_015669922.1
OG0014620	ENSPTRG00000017316.5	XP_029139095.1
OG0014623	ENSPTRG00000034381.3	XP_029141543.1
OG0014626	ENSPTRG00000008269.6	XP_015666896.1
OG0014630	ENSPTRG00000042781.1	XP_015683211.1
OG0014631	ENSPTRG00000010376.6	XP_015668761.1
OG0014638	ENSPTRG00000042182.2	XP_015671712.1
OG0014640	ENSPTRG00000008689.4	XP_015685011.1
OG0014645	ENSPTRG00000001207.6	XP_015680853.1
OG0014647	ENSPTRG00000004346.4	XP_015668377.1
OG0014656	ENSPTRG00000050556.1	XP_029138972.1
OG0014659	ENSPTRG00000009214.5	XP_015687006.1
OG0014662	ENSPTRG00000041060.2	XP_029142453.1
OG0014667	ENSPTRG00000001530.5	XP_015679086.1
OG0014672	ENSPTRG00000019477.6	XP_015668686.1
OG0014681	ENSPTRG00000019652.6	XP_015673405.1
OG0014683	ENSPTRG00000029840.2	XP_015683599.1
OG0014690	ENSPTRG00000041781.2	XP_029140889.1
OG0014696	ENSPTRG00000049902.1	XP_015686002.1
OG0014701	ENSPTRG00000050286.1, ENSPTRG00000019490.6	XP_015668673.1
OG0014711	ENSPTRG00000046251.1	XP_029142924.1
OG0014719	ENSPTRG00000021278.5	XP_015667622.2
OG0014728	ENSPTRG00000009539.6	XP_029139367.1
OG0014730	ENSPTRG00000001564.6	XP_015680317.1
OG0014731	ENSPTRG00000032573.3	XP_029142147.1
OG0014734	ENSPTRG00000047460.1, ENSPTRG00000019504.4	XP_015668628.1
OG0014739	ENSPTRG00000029308.3	XP_029142393.1
OG0014747	ENSPTRG00000049995.1	XP_029142000.1
OG0014755	ENSPTRG00000001045.6	XP_029143082.1
OG0014756	ENSPTRG00000009338.4	XP_015665974.1
OG0014757	ENSPTRG00000003812.5	XP_029142161.1
OG0014760	ENSPTRG00000001579.6	XP_015684202.1
OG0014767	ENSPTRG00000048623.1, ENSPTRG00000052315.1	XP_029142209.1
OG0014770	ENSPTRG00000010401.4	XP_015680026.1
OG0014773	ENSPTRG00000011200.4, ENSPTRG00000052160.1	XP_015676497.1
OG0014774	ENSPTRG00000002973.5	XP_029141894.1
OG0014782	ENSPTRG00000049734.1	XP_015670453.1
OG0014785	ENSPTRG00000033961.3	XP_015678776.1
OG0014787	ENSPTRG00000001351.3	XP_015668873.1
OG0014788	ENSPTRG00000015196.5	XP_029141188.1
OG0014792	ENSPTRG00000014953.3	XP_015672850.1
OG0014801	ENSPTRG00000019692.6	XP_015684940.1
OG0014804	ENSPTRG00000052832.1	XP_015668343.1
OG0014805	ENSPTRG00000010991.4	XP_029139551.1
OG0014808	ENSPTRG00000008703.7	XP_015683902.1
OG0014817	ENSPTRG00000023324.5	XP_015677861.1
OG0014819	ENSPTRG00000043967.1	XP_015681421.1
OG0014827	ENSPTRG00000002177.4	XP_029142148.1
OG0014831	ENSPTRG00000003925.6	XP_015681953.1
OG0014839	ENSPTRG00000003847.4	XP_015677857.1
OG0014840	ENSPTRG00000043586.1	XP_015668238.1
OG0014841	ENSPTRG00000003938.6	XP_029143093.1
OG0014844	ENSPTRG00000011738.5	XP_015673231.1
OG0014845	ENSPTRG00000013570.2	XP_029142356.1
OG0014849	ENSPTRG00000039742.2, ENSPTRG00000000436.5	XP_015687688.2
OG0014852	ENSPTRG00000003856.3	XP_015671447.1
OG0014855	ENSPTRG00000003789.4	XP_029140259.1
OG0014857	ENSPTRG00000050805.1	XP_029141789.1
OG0014867	ENSPTRG00000005318.4	XP_015668114.1
OG0014870	ENSPTRG00000010222.7	XP_015665513.2
OG0014874	ENSPTRG00000039009.2	XP_029142587.1, XP_029142841.1
OG0014875	ENSPTRG00000043673.1	XP_029139282.1
OG0014881	ENSPTRG00000003283.5	XP_015672779.1
OG0014882	ENSPTRG00000003885.6	XP_015673166.1
OG0014883	ENSPTRG00000003280.5	XP_015672776.1
OG0014887	ENSPTRG00000019872.5	XP_015682652.1
OG0014889	ENSPTRG00000012095.6	XP_015677079.1
OG0014898	ENSPTRG00000010265.5	XP_015665555.1
OG0014902	ENSPTRG00000052282.1	XP_015686775.2, XP_029143044.1, XP_029143028.1, XP_015683718.1
OG0014905	ENSPTRG00000019877.4	XP_015682657.1
OG0014908	ENSPTRG00000046384.1	XP_015674214.1
OG0014914	ENSPTRG00000029209.2	XP_015671686.1
OG0014916	ENSPTRG00000012669.7	XP_015670464.1
OG0014917	ENSPTRG00000014186.7	XP_029139595.1
OG0014919	ENSPTRG00000010194.4	XP_015666185.1
OG0014920	ENSPTRG00000039070.2	XP_029139713.1
OG0014921	ENSPTRG00000018724.6	XP_015680612.1
OG0014922	ENSPTRG00000010232.5	XP_015678253.1
OG0014923	ENSPTRG00000052380.1	XP_015679302.1
OG0014925	ENSPTRG00000047252.1	XP_015673727.1
OG0014926	ENSPTRG00000007548.6	XP_015674675.1
OG0014938	ENSPTRG00000001439.3	XP_015680850.2
OG0014941	ENSPTRG00000051128.1	XP_029140815.1
OG0014942	ENSPTRG00000019522.5	XP_015668683.1
OG0014946	ENSPTRG00000051547.1	XP_029143107.1
OG0014949	ENSPTRG00000000592.7	XP_029141246.1
OG0014950	ENSPTRG00000042254.2	XP_029138950.1
OG0014951	ENSPTRG00000001405.2	XP_029141956.1
OG0014952	ENSPTRG00000001377.4	XP_015673712.1
OG0014953	ENSPTRG00000029883.3	XP_015671126.1
OG0014954	ENSPTRG00000052156.1	XP_029140568.1
OG0014955	ENSPTRG00000004032.4	XP_015683501.1
OG0014956	ENSPTRG00000003902.3	XP_015681961.1
OG0014958	ENSPTRG00000050815.1	XP_015666340.1
OG0014962	ENSPTRG00000039326.2	XP_015682789.1
OG0014965	ENSPTRG00000018790.5	XP_029140403.1
OG0014968	ENSPTRG00000019139.5	XP_029139718.1
OG0014969	ENSPTRG00000020712.6	XP_015683620.1
OG0015053	ENSPTRG00000007894.3	XP_015676524.2
OG0015072	ENSPTRG00000047447.1	XP_015685577.1
OG0015104	ENSPTRG00000023856.4	XP_029142832.1
OG0015108	ENSPTRG00000018119.6	XP_029139294.1
OG0015113	ENSPTRG00000013621.6	XP_015673616.1
OG0015154	ENSPTRG00000052047.1	XP_015687581.1
OG0015210	ENSPTRG00000021872.6	XP_015670440.1
OG0015252	ENSPTRG00000001404.7	XP_029141954.1
OG0015285	ENSPTRG00000050232.1	XP_029142203.1
OG0015327	ENSPTRG00000001521.5	XP_029142367.1
OG0015339	ENSPTRG00000007172.5	XP_015674645.1
OG0015356	ENSPTRG00000008658.6	XP_015684189.1
OG0015359	ENSPTRG00000011595.6	XP_029140373.1
OG0015380	ENSPTRG00000011261.4	XP_015665751.1
OG0015397	ENSPTRG00000052358.1	XP_015683608.1
OG0015424	ENSPTRG00000011190.4	XP_029140881.1
OG0015451	ENSPTRG00000049883.1	XP_015671301.1
OG0015455	ENSPTRG00000001580.5	XP_015676979.2
OG0015470	ENSPTRG00000050540.1	XP_029139852.1
OG0015534	ENSPTRG00000003671.3	XP_015680493.1, XP_015680494.1
OG0015553	ENSPTRG00000034411.2	XP_015676995.1
OG0015561	ENSPTRG00000003785.5	XP_015676989.1
OG0015574	ENSPTRG00000010884.3	XP_015676498.1
OG0015622	ENSPTRG00000051442.1	XP_015676412.2
OG0015637	ENSPTRG00000039869.2	XP_015666210.1
OG0015643	ENSPTRG00000048180.1	XP_029141946.1
OG0015645	ENSPTRG00000052674.1, ENSPTRG00000042965.1	XP_015677742.1
OG0015656	ENSPTRG00000019603.4	XP_015675500.2
OG0015658	ENSPTRG00000010819.5	XP_015667565.1
OG0015665	ENSPTRG00000049773.1	XP_029140208.1
OG0015666	ENSPTRG00000052625.1	XP_029139283.1
OG0015669	ENSPTRG00000051837.1	XP_029142496.1
OG0015682	ENSPTRG00000047869.1	XP_029143078.1
OG0015687	ENSPTRG00000030949.3	XP_029140131.1
OG0015692	ENSPTRG00000003182.5	XP_015683681.1
OG0015697	ENSPTRG00000045064.1	XP_029141622.1
OG0015698	ENSPTRG00000021275.3	XP_015687453.1
OG0015700	ENSPTRG00000008679.5	XP_029142572.1
